English Word	Emotion	Emotion-Intensity-Score	Vietnamese Word
frolic	joy	0.748	vui chơi
jubilee	joy	0.742	thánh lễ
miracle	joy	0.742	phép màu
enthusiasm	joy	0.742	hăng hái
selflove	joy	0.742	tự yêu bản thân
triumph	joy	0.742	chiến thắng
magical	joy	0.742	huyền diệu
rewarding	joy	0.742	phần thưởng
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	năng lượng tích cực
feelgood	joy	0.736	cám thấy tốt
prosperity	joy	0.735	sự phồn vinh
behappy	joy	0.734	Hãy hạnh phúc
admiration	joy	0.734	sự khâm phục
passionate	joy	0.734	say đắm
goodday	joy	0.734	ngày tốt
luxurious	joy	0.734	sang trọng
tgif	joy	0.734	tgif
victory	joy	0.734	chiến thắng
feelinggood	joy	0.734	cảm thấy tốt
enchant	joy	0.734	mê hoặc
greatnight	joy	0.734	đêm tuyệt vời
vivacious	joy	0.734	hoạt bát
glorification	joy	0.733	sự tôn vinh
sing	joy	0.729	hát
glowing	joy	0.729	phát sáng
yessss	joy	0.728	yessss
fulfillment	joy	0.728	sự hoàn thành
breathtaking	joy	0.728	ngoạn mục
thankful	joy	0.727	biết ơn
cheery	joy	0.727	sảng khoái
santa	joy	0.727	santa
hurrah	joy	0.727	tiếng hoan hô
christmasbreak	joy	0.727	giáng sinh
win	joy	0.727	thắng lợi
atpeace	joy	0.727	hòa bình
award	joy	0.727	phần thưởng
merry	joy	0.727	vui
inspiration	joy	0.725	nguồn cảm hứng
radiance	joy	0.725	rạng rỡ
pleased	joy	0.725	vừa lòng
uplift	joy	0.723	nâng cao
optimistic	joy	0.723	lạc quan
heaven	joy	0.721	thiên đường
lucky	joy	0.721	may mắn
godisgreat	joy	0.721	tuyệt vời
holidays	joy	0.721	ngày lễ
thrill	joy	0.721	sợ hãi
congratulatory	joy	0.719	chúc mừng
thriving	joy	0.719	phát triển mạnh
amusement	joy	0.719	vui chơi giải trí
perfect	joy	0.719	hoàn hảo
lover	joy	0.719	người yêu
xmas	joy	0.719	xmas
heartfelt	joy	0.719	chân thành
utopian	joy	0.719	không tưởng
lovely	joy	0.719	đáng yêu
harmony	joy	0.719	hòa hợp
praising	joy	0.719	khen ngợi
brighten	joy	0.719	làm sáng lên
luckiest	joy	0.712	may mắn nhất
merrychristmas	joy	0.712	giáng sinh vui vẻ
magic	joy	0.712	ma thuật
achievement	joy	0.712	thành tích
yay	joy	0.712	yay
holiday	joy	0.712	ngày lễ
treasures	joy	0.712	Châu báu
luxury	joy	0.712	sang trọng
bestfeeling	joy	0.712	tốt nhất
intimate	joy	0.710	thân mật
soblessed	joy	0.706	thổn thức
yaaay	joy	0.706	yaaay
rave	joy	0.706	say sưa
chuckle	joy	0.706	cười thầm
proud	joy	0.704	hãnh diện
winning	joy	0.703	chiến thắng
cherish	joy	0.703	trân trọng
goodnews	joy	0.703	Tin tốt
fuckyeah	joy	0.703	chết tiệt
optimism	joy	0.703	lạc quan
amazingly	joy	0.703	đáng kinh ngạc
lovelife	joy	0.703	yêu cuộc sống
truelove	joy	0.703	tình yêu đích thực
beautification	joy	0.703	làm đẹp
satisfying	joy	0.703	làm hài lòng
appreciates	joy	0.703	đánh giá cao
cuddled	joy	0.703	ôm ấp
goodlife	joy	0.703	cuộc sống tốt
gooood	joy	0.703	gooood
sweetest	joy	0.703	ngọt ngào nhất
yaay	joy	0.700	yaay
entertained	joy	0.700	giải trí
excite	joy	0.697	kích thích
newbeginnings	joy	0.693	những khởi đầu mới
praisejesus	joy	0.691	lời khen ngợi
birthday	joy	0.691	ngày sinh nhật
greatfriends	joy	0.688	người bạn tuyệt vời
adoration	joy	0.688	Yêu mến
godsend	joy	0.688	ơn trời
favorite	joy	0.688	yêu thích
content	joy	0.688	Nội dung
entertaining	joy	0.688	giải trí
honored	joy	0.688	vinh dự
metime	joy	0.688	thời gian của tôi
exquisite	joy	0.688	tinh tế
holidayseason	joy	0.688	kỳ nghỉ lễ
thankyoujesus	joy	0.688	thankyoujesus
angelic	joy	0.688	thiên thần
goodhealth	joy	0.682	sức khỏe tốt
majestic	joy	0.682	Hùng vĩ
luscious	joy	0.682	ngon
memoriesiwontforget	joy	0.682	kỷ niệm
bestfriends	joy	0.682	bạn thân
precious	joy	0.682	quí
appreciated	joy	0.682	đánh giá cao
exaltation	joy	0.682	sự tôn vinh
smiled	joy	0.682	mỉm cười
brightens	joy	0.682	làm sáng
tranquility	joy	0.679	Yên bình
marry	joy	0.676	kết hôn
embrace	joy	0.676	ôm
positively	joy	0.676	tích cực
grin	joy	0.672	cười toe toét
hug	joy	0.672	ôm
hilarious	joy	0.672	vui vẻ
dearest	joy	0.672	thân yêu nhất
contentment	joy	0.672	bằng lòng
accomplished	joy	0.672	hoàn thành
relaxation	joy	0.672	thư giãn
bday	joy	0.672	bday
enliven	joy	0.672	sống động
weeeee	joy	0.672	weeeee
giggles	joy	0.672	cười khúc khích
fulfilled	joy	0.667	hoàn thành
bountiful	joy	0.667	bountiful
victor	joy	0.667	người chiến thắng
adore	joy	0.667	yêu thích
boisterous	joy	0.667	huyên náo
fulfill	joy	0.664	hoàn thành
cuddles	joy	0.662	âu yếm
prosperous	joy	0.660	Thịnh vượng
appreciation	joy	0.656	sự đánh giá
serenity	joy	0.656	sự thanh thản
happynewyear	joy	0.656	chúc mừng năm mới
humor	joy	0.656	hài hước
satisfy	joy	0.656	thỏa mãn
besties	joy	0.656	những người phụ nữ
encouraged	joy	0.656	động viên
captivate	joy	0.656	quyến rũ
christmaseve	joy	0.656	đêm Giáng sinh
glow	joy	0.656	ánh sáng
romanticism	joy	0.656	chủ nghĩa lãng mạn
innerpeace	joy	0.656	bên trong
pleasant	joy	0.656	hài lòng
praises	joy	0.652	ca ngợi
abundance	joy	0.652	dồi dào
fortunes	joy	0.652	vận may
engaged	joy	0.652	đính hôn
praised	joy	0.652	khen ngợi
relaxing	joy	0.652	thư giãn
treasure	joy	0.652	Châu báu, điều quý giá
satisfaction	joy	0.652	sự thỏa mãn
nothingbetter	joy	0.647	không có gì tốt hơn
affection	joy	0.647	sự yêu mến
relieved	joy	0.647	an tâm
complement	joy	0.647	bổ sung
carnival	joy	0.643	lễ hội hóa trang
priceless	joy	0.641	vô giá
uplifting	joy	0.641	nâng cao tinh thần
sensuality	joy	0.641	gợi cảm
saintly	joy	0.641	thánh thiện
champion	joy	0.641	quán quân
thanksgiving	joy	0.641	tạ ơn
harmoniously	joy	0.641	hài hòa
wedding	joy	0.641	lễ cưới
achieve	joy	0.641	Hoàn thành
divine	joy	0.641	thần thánh
jackpot	joy	0.641	giải độc đắc
honeymoon	joy	0.636	tuần trăng mật
exalt	joy	0.636	nâng cao
twinkle	joy	0.636	lấp lánh
comforting	joy	0.636	an ủi
felicity	joy	0.636	hạnh phúc
peaceful	joy	0.636	bình yên
climax	joy	0.636	cực điểm
winner	joy	0.636	người chiến thắng
reverie	joy	0.636	sự mơ tưởng
yayy	joy	0.636	yayy
cuddle	joy	0.636	ôm
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	ngắm sao
festival	joy	0.625	ngày hội
sweet	joy	0.625	ngọt
generosity	joy	0.625	độ lượng
brighter	joy	0.625	sáng hơn
praisegod	joy	0.625	lạy Chúa
gorgeous	joy	0.625	rực rỡ
hearts	joy	0.625	trái tim
amusing	joy	0.625	vui
fondness	joy	0.625	thật thà
snuggling	joy	0.625	ôm ấp
reward	joy	0.625	giải thưởng
sex	joy	0.622	tình dục
kind	joy	0.621	tốt bụng
genial	joy	0.621	genial
parade	joy	0.621	cuộc diễu hành
applause	joy	0.621	tiếng vỗ tay
beauty	joy	0.621	sắc đẹp, vẻ đẹp
fulfilling	joy	0.618	hoàn thành
aspiring	joy	0.618	khao khát
newlife	joy	0.618	cuộc sống mới
godbless	joy	0.616	Chúa phù hộ
virtuous	joy	0.613	đức hạnh
kiss	joy	0.610	hôn
christmas	joy	0.609	giáng sinh
rainbows	joy	0.609	cầu vồng
elegance	joy	0.609	sang trọng
generous	joy	0.609	rộng lượng
super	joy	0.609	siêu
playful	joy	0.609	vui tươi
enlightenment	joy	0.609	giác ngộ
praiseworthy	joy	0.609	đáng khen ngợi
awards	joy	0.609	giải thưởng
adorable	joy	0.609	đáng yêu
rekindle	joy	0.609	nhen nhóm lại
winnings	joy	0.609	tiền thắng
independence	joy	0.607	Sự độc lập
amour	joy	0.607	tình yêu
kindness	joy	0.606	lòng tốt
surprises	joy	0.606	bất ngờ
heheh	joy	0.606	heheh
hilarity	joy	0.606	vui nhộn
wonder	joy	0.606	ngạc nhiên
freely	joy	0.606	tự do
successful	joy	0.606	thành công
inspired	joy	0.606	lấy cảm hứng
onelove	joy	0.606	một tình yêu
whimsical	joy	0.603	hay thay đổi
entertainment	joy	0.603	giải trí
passion	joy	0.603	sự đam mê
stressfree	joy	0.601	không căng thẳng
beautify	joy	0.601	làm đẹp
sunrise	joy	0.600	bình Minh
godisgood	joy	0.597	trời ơi
goodmusic	joy	0.594	Nhạc hay
revere	joy	0.594	tôn kính
whoo	joy	0.594	khà khà
fanfare	joy	0.594	phô trương
inspire	joy	0.594	truyền cảm hứng
angel	joy	0.594	Thiên thần
thankgod	joy	0.594	than
goodies	joy	0.594	goodies
jesus	joy	0.594	chúa giêsu
accomplishment	joy	0.594	thành quả
snuggled	joy	0.594	ôm chặt
peacefully	joy	0.594	yên bình
flirt	joy	0.594	thả thính
friendship	joy	0.591	hữu nghị
singing	joy	0.591	ca hát
heroic	joy	0.591	anh hùng
exalted	joy	0.591	đề cao
fortune	joy	0.591	vận may
highest	joy	0.591	cao nhất
summer	joy	0.591	mùa hè
contented	joy	0.588	bằng lòng
rollicking	joy	0.588	lăn lộn
overflowing	joy	0.588	tràn ra
woot	joy	0.588	gâu gâu
accolade	joy	0.586	tuyên dương
hope	joy	0.586	mong
cozy	joy	0.583	ấm áp
delicious	joy	0.579	ngon
raving	joy	0.578	say sưa
thelife	joy	0.578	cuộc sống
darling	joy	0.578	Người thân yêu
sensuous	joy	0.578	gợi cảm
picturesque	joy	0.578	đẹp như tranh vẽ
friendly	joy	0.578	thân thiện
everlasting	joy	0.578	bất diệt
praise	joy	0.578	khen
ambition	joy	0.578	tham vọng
sparkle	joy	0.577	lấp lánh
sensual	joy	0.576	gợi cảm
peace	joy	0.576	hòa bình
flattering	joy	0.576	tâng bốc
grace	joy	0.576	duyên dáng
luckygirl	joy	0.576	cô gái may mắn
heroism	joy	0.576	chủ nghĩa anh hùng
succeeding	joy	0.576	thành công
yeahhh	joy	0.576	yeahhh
special	joy	0.574	đặc biệt
livelife	joy	0.574	cuộc sống
tantalizing	joy	0.572	trêu ngươi
pumped	joy	0.567	bơm
yey	joy	0.562	yey
surprise	joy	0.562	bất ngờ
sunny	joy	0.562	nhiều nắng
prevail	joy	0.562	Chiếm ưu thế
revels	joy	0.562	vui đùa
humorous	joy	0.562	khôi hài
sweets	joy	0.562	Kẹo
liking	joy	0.562	thích
admirable	joy	0.562	đáng ngưỡng mộ
superstar	joy	0.562	siêu sao
relax	joy	0.562	thư giãn
prosper	joy	0.562	thịnh vượng
hero	joy	0.562	anh hùng
hugs	joy	0.562	những cái ôm
worthwhile	joy	0.562	đáng giá
newyear	joy	0.561	năm mới
tenderness	joy	0.561	dịu dàng
bless	joy	0.561	ban phước
favorable	joy	0.561	thuận lợi
freedom	joy	0.561	sự tự do
masterpiece	joy	0.561	kiệt tác
dreams	joy	0.559	những giấc mơ
hopeful	joy	0.559	hy vọng
home	joy	0.559	Trang Chủ
cruising	joy	0.556	bay trên biển
gracias	joy	0.554	gracias
faithfulness	joy	0.553	trung thành
eagerness	joy	0.552	sự háo hức
closeness	joy	0.552	sự gần gũi
sunshine	joy	0.551	ánh sáng mặt trời
comfy	joy	0.551	thoải mái
vacation	joy	0.547	kì nghỉ
celestial	joy	0.547	thiên
good	joy	0.547	tốt
elite	joy	0.547	Thượng lưu
illuminate	joy	0.547	soi sáng
confidence	joy	0.547	lòng tin
mistletoe	joy	0.547	cây tầm gửi
daughter	joy	0.547	Con gái
lifted	joy	0.547	nâng lên
goodmorning	joy	0.547	buổi sáng tốt lành
zeal	joy	0.547	lòng nhiệt thành
gifts	joy	0.547	những món quà
gift	joy	0.547	quà tặng
astonishment	joy	0.547	sự kinh ngạc
heart	joy	0.547	trái tim
completion	joy	0.547	hoàn thành
bonus	joy	0.547	thưởng
charmed	joy	0.546	quyến rũ
dance	joy	0.545	nhảy
sublime	joy	0.545	cao siêu
recreation	joy	0.545	sự giải trí
encouragement	joy	0.545	sự khích lệ
god	joy	0.545	Chúa Trời
gush	joy	0.545	phun ra
freshstart	joy	0.544	sự khởi đầu mới
free	joy	0.544	tự do
savior	joy	0.543	vị cứu tinh
sanctuary	joy	0.541	Thánh địa
grandchildren	joy	0.540	cháu
wellness	joy	0.537	sức khỏe
revel	joy	0.534	vui chơi
music	joy	0.531	Âm nhạc
fab	joy	0.531	fab
bridal	joy	0.531	cô dâu
soar	joy	0.531	bay lên
alive	joy	0.531	còn sống
money	joy	0.531	tiền bạc
soothing	joy	0.531	êm dịu
serene	joy	0.531	thanh thản
holiness	joy	0.531	sự thánh thiện
inspirational	joy	0.531	đầy cảm hứng
matrimony	joy	0.531	hôn nhân
dayoff	joy	0.531	ngày nghỉ
savor	joy	0.531	hương thơm
vitality	joy	0.531	sức sống
confident	joy	0.531	tin chắc
firstborn	joy	0.531	con đầu lòng
rainbow	joy	0.531	cầu vồng
liberation	joy	0.531	giải phóng
elegant	joy	0.530	tao nhã
mastery	joy	0.530	làm chủ
glimmer	joy	0.530	ánh sáng lấp lánh
illumination	joy	0.530	sự chiếu sáng
blossom	joy	0.530	hoa
warmth	joy	0.530	sự ấm áp
welcomed	joy	0.530	hoan nghênh
treat	joy	0.529	điều trị
faithful	joy	0.529	Trung thành
snuggles	joy	0.522	ôm nhau
laurels	joy	0.521	vòng nguyệt quế
commendable	joy	0.519	đáng khen ngợi
succeed	joy	0.516	thành công
jingle	joy	0.516	leng keng
zest	joy	0.516	sự hăng hái
noschool	joy	0.516	noschool
brotherly	joy	0.516	như anh em
silly	joy	0.516	ngốc nghếch
abundant	joy	0.516	dồi dào
fancy	joy	0.516	si mê
resplendent	joy	0.516	rực rỡ
strengthening	joy	0.516	củng cố
presents	joy	0.516	quà tặng
pride	joy	0.516	lòng tự trọng
almighty	joy	0.516	toàn năng
powerful	joy	0.516	mạnh mẽ
aspire	joy	0.516	khao khát
remarkable	joy	0.516	đáng chú ý
greeted	joy	0.516	chào
thanking	joy	0.515	cảm ơn
cutie	joy	0.515	dễ thương
kudos	joy	0.515	thanh danh
therapeutic	joy	0.515	trị liệu
zen	joy	0.515	thiền học
coronation	joy	0.515	đăng quang
complete	joy	0.515	hoàn thành
shining	joy	0.515	sáng
spirit	joy	0.515	tinh thần
princely	joy	0.515	quý giá
vivid	joy	0.515	sống động
comfort	joy	0.515	an ủi
leisure	joy	0.515	thời gian rảnh rỗi
reunited	joy	0.515	đoàn tụ
kid	joy	0.515	đứa trẻ
newme	joy	0.515	newme
payday	joy	0.515	ngày lĩnh lương
animated	joy	0.515	hoạt hình
familytime	joy	0.515	thời gian cho gia đình
relationship	joy	0.514	mối quan hệ
godly	joy	0.514	tin kính
marriage	joy	0.514	hôn nhân
daymade	joy	0.514	ban ngày
spouse	joy	0.507	vợ chồng
intimately	joy	0.507	thân mật
respect	joy	0.500	kính trọng
bloom	joy	0.500	hoa
purr	joy	0.500	kêu rừ rừ
carefree	joy	0.500	không lo lắng
nature	joy	0.500	thiên nhiên
encourage	joy	0.500	khuyến khích
soulful	joy	0.500	có hồn
refreshed	joy	0.500	làm mới
family	joy	0.500	gia đình
gem	joy	0.500	đá quý
meritorious	joy	0.500	có công
achieved	joy	0.500	đạt được
motherhood	joy	0.500	tình mẫu tử
holyspirit	joy	0.500	Holyspirit
surreal	joy	0.500	siêu thực
charitable	joy	0.500	từ thiện
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	giảm stress
erotic	joy	0.500	khiêu dâm
inviting	joy	0.500	mời
baby	joy	0.500	đứa bé
dignity	joy	0.500	phẩm giá
satisfied	joy	0.500	hài lòng
visionary	joy	0.500	nhìn xa trông rộng
memorable	joy	0.500	đáng nhớ
veracity	joy	0.500	tính xác thực
healthy	joy	0.500	khỏe mạnh
welcoming	joy	0.500	chào đón
diamond	joy	0.500	kim cương
christ	joy	0.500	Đấng Christ
beach	joy	0.500	bờ biển
accomplish	joy	0.500	hoàn thành
friends	joy	0.500	bạn bè
excel	joy	0.500	vượt trội
health	joy	0.493	Sức khỏe
aura	joy	0.493	hào quang
yehey	joy	0.486	yehey
approved	joy	0.486	đã được phê duyệt
oasis	joy	0.486	ốc đảo
liberty	joy	0.486	sự tự do
crowning	joy	0.485	vương miện
aspiration	joy	0.485	khát vọng
privileged	joy	0.485	đặc ân
crescendo	joy	0.485	crescendo
rapture	joy	0.485	sự sung sướng
liberate	joy	0.485	giải phóng
nocomplaints	joy	0.485	không phàn nàn
prestige	joy	0.485	uy tín
bounty	joy	0.485	tiền thưởng
gentle	joy	0.485	dịu dàng
inseparable	joy	0.485	không thể tách rời
engaging	joy	0.485	hấp dẫn
loyal	joy	0.485	trung thành
betrothed	joy	0.485	hứa hôn
transcendence	joy	0.484	siêu việt
selfworth	joy	0.484	selfworth
yummy	joy	0.484	ngon
datenight	joy	0.484	buổi hẹn hò
destiny	joy	0.484	vận mạng
heyday	joy	0.484	thời hoàng kim
aloha	joy	0.484	aloha
desire	joy	0.484	khao khát
dream	joy	0.484	mơ ước
luck	joy	0.484	may mắn
fete	joy	0.484	lễ hội
trophy	joy	0.484	chiếc cúp
bouquet	joy	0.484	bó hoa
chocolate	joy	0.484	sô cô la
creativity	joy	0.484	sáng tạo
boyfriend	joy	0.480	bạn trai
commemoration	joy	0.479	kỷ niệm
intelligence	joy	0.477	Sự thông minh
readiness	joy	0.473	sẵn sàng
friend	joy	0.471	bạn bè
bride	joy	0.471	vị hôn thê
enthusiast	joy	0.471	người say mê
lush	joy	0.470	tươi tốt
inheritance	joy	0.470	di sản
soothe	joy	0.470	xoa dịu
tickle	joy	0.470	thọc cù lét
kiddo	joy	0.470	đứa trẻ
nostalgia	joy	0.470	Hoài cổ
massage	joy	0.470	Mát xa
calming	joy	0.470	nguôi đi
adventure	joy	0.470	cuộc phiêu lưu
pretty	joy	0.469	đẹp
purring	joy	0.469	gâu gâu
eternal	joy	0.469	Vĩnh hằng
humanitarian	joy	0.469	nhân đạo
nurture	joy	0.469	dưỡng dục
giving	joy	0.469	cho
rest	joy	0.469	Lên đỉnh
getaway	joy	0.469	nơi nghỉ ngơi
goals	joy	0.469	bàn thắng
pray	joy	0.469	cầu nguyện
bridegroom	joy	0.469	chàng rể
heartily	joy	0.469	chân thành
luster	joy	0.469	nước bóng
bonding	joy	0.469	liên kết
princess	joy	0.469	công chúa
amicable	joy	0.469	thân thiện
benevolence	joy	0.469	lòng nhân từ
child	joy	0.466	đứa trẻ
salutary	joy	0.465	lời chào
invite	joy	0.457	mời
beam	joy	0.456	chùm tia
reminiscing	joy	0.456	hồi tưởng
befriend	joy	0.455	kết bạn
aesthetics	joy	0.455	tính thẩm mỹ
friday	joy	0.455	thứ sáu
freshair	joy	0.455	không khí trong lành
ceremony	joy	0.455	Lễ
kindred	joy	0.455	tốt bụng
mindfulness	joy	0.455	sự quan tâm
sonice	joy	0.455	thật tốt
elevation	joy	0.455	độ cao
tropical	joy	0.455	nhiệt đới
scholarship	joy	0.455	học bổng
hee	joy	0.455	hee
noworries	joy	0.453	đừng lo lắng
allure	joy	0.453	quyến rũ
approve	joy	0.453	chấp thuận
scenery	joy	0.453	phong cảnh
waterfall	joy	0.453	thác nước
vindication	joy	0.453	sự minh oan
namaste	joy	0.453	namaste
commemorate	joy	0.453	kỷ niệm
faith	joy	0.453	sự tin tưởng
birth	joy	0.453	Sinh
forgiveness	joy	0.453	sự tha thứ
journey	joy	0.447	hành trình
meditation	joy	0.446	thiền
relaxed	joy	0.442	thư thái
present	joy	0.441	hiện nay
weekend	joy	0.441	ngày cuối tuần
tender	joy	0.441	mềm
tranquil	joy	0.441	yên tĩnh
lyrical	joy	0.439	trữ tình
sharing	joy	0.439	chia sẻ
esteem	joy	0.439	kính trọng
nostalgic	joy	0.439	Hoài niệm
prayer	joy	0.439	người cầu nguyện
righteousness	joy	0.439	sự công bình
husband	joy	0.438	người chồng
relief	joy	0.438	sự cứu tế
strength	joy	0.438	sức mạnh
mighty	joy	0.438	hùng mạnh
unbeaten	joy	0.438	bất bại
eager	joy	0.438	hăng hái
share	joy	0.438	đăng lại
newday	joy	0.438	ngày mới
sonnet	joy	0.438	sonnet
meditate	joy	0.438	suy nghĩ
life	joy	0.438	đời sống
winterbreak	joy	0.429	nghỉ đông
warm	joy	0.429	ấm áp
movingforward	joy	0.429	tiến về phía trước
buddy	joy	0.427	Bạn bè
oneness	joy	0.426	sự đồng nhất
unconstrained	joy	0.424	không bị hạn chế
amen	joy	0.424	amen
reverence	joy	0.424	sự tôn kính
healthful	joy	0.424	có sức khỏe
thelittlethings	joy	0.424	những điều nhỏ
medal	joy	0.424	huy chương
unsurpassed	joy	0.424	vượt trội
candlelight	joy	0.424	ánh nến
carols	joy	0.424	bài hát mừng
ejaculation	joy	0.424	xuất tinh
beginnings	joy	0.422	sự khởi đầu
sledding	joy	0.422	trượt ván
graduation	joy	0.422	tốt nghiệp
frisky	joy	0.422	sôi nổi
lml	joy	0.422	lml
ease	joy	0.422	xoa dịu
symphony	joy	0.422	giao hưởng
wealth	joy	0.422	sự giàu có
helpful	joy	0.422	Hữu ích
musical	joy	0.422	âm nhạc
glitter	joy	0.422	long lanh
calmness	joy	0.422	điềm tĩnh
energy	joy	0.422	năng lượng
safe	joy	0.422	an toàn
nostress	joy	0.421	không áp lực
soundness	joy	0.421	âm thanh
promise	joy	0.415	hứa
reunite	joy	0.414	đoàn tụ
mother	joy	0.412	mẹ
salvation	joy	0.412	sự cứu rỗi
poems	joy	0.412	những bài thơ
clown	joy	0.409	thằng hề
lavender	joy	0.409	Hoa oải hương
immaculate	joy	0.409	vô nhiễm
purify	joy	0.409	thanh lọc
inauguration	joy	0.409	lễ khánh thành
aromatherapy	joy	0.409	dầu thơm
