English Word	Emotion	Emotion-Intensity-Score	Basque Word
chilling	joy	0.227	hozten
firefly	joy	0.227	ipurtarria
rescue	joy	0.225	erreskatea
camping	joy	0.221	kanpaldia
perspective	joy	0.221	ikuspegia
orchestra	joy	0.221	orkestra
orchard	joy	0.221	baratza
breezy	joy	0.219	haizetsu
gardens	joy	0.219	lorategiak
castle	joy	0.219	gaztelua
lamb	joy	0.219	arkumea
possess	joy	0.219	eduki
bouttime	joy	0.212	garaia
pho	joy	0.212	pho
reggae	joy	0.212	reggaea
countrymusic	joy	0.212	countrymusika
teach	joy	0.212	irakatsi
brisk	joy	0.212	bizkor
ribbon	joy	0.212	zinta
raindrops	joy	0.212	euri tantak
mucis	joy	0.212	mucis
repay	joy	0.212	itzuli
listneing	joy	0.212	entzuten
nap	joy	0.206	siesta
legalized	joy	0.203	legeztatuta
unexpected	joy	0.203	ustekabekoa
vernal	joy	0.203	udaberria
chant	joy	0.203	kantatu
hire	joy	0.203	kontratatu
uncontrollable	joy	0.203	kontrolaezina
stillness	joy	0.203	isiltasuna
lights	joy	0.203	argiak
cove	joy	0.203	kala
save	joy	0.200	gorde
pastor	joy	0.197	artzaina
atone	joy	0.197	barkatu
symmetry	joy	0.197	simetria
trees	joy	0.197	zuhaitzak
oneday	joy	0.197	egun bat
scripture	joy	0.196	eskritura
mountains	joy	0.194	mendiak
craziness	joy	0.188	erokeria
tea	joy	0.188	tea
walking	joy	0.188	oinez
whiteness	joy	0.188	zuritasuna
sympathetic	joy	0.188	jatorra
forefathers	joy	0.188	arbasoak
pathway	joy	0.188	bidea
custom	joy	0.188	ohitura
quiet	joy	0.188	isilik
liquor	joy	0.188	likoreak
soppy	joy	0.188	xamurra
patient	joy	0.186	pazientea
movingon	joy	0.182	mugitzen
score	joy	0.182	puntuazioa
dollhouse	joy	0.182	panpin-etxea
bath	joy	0.182	bainua
supporter	joy	0.180	aldekoa
accompaniment	joy	0.179	akonpainamendua
pursuit	joy	0.176	jazarpena
outburst	joy	0.176	leherketa
frosty	joy	0.174	izoztua
luncheon	joy	0.172	bazkaria
service	joy	0.172	zerbitzua
workout	joy	0.172	entrenamendua
closure	joy	0.172	itxiera
wintery	joy	0.172	negukoa
civilized	joy	0.169	zibilizatu
wages	joy	0.169	soldatak
december	joy	0.167	abendua
fain	joy	0.167	fain
glide	joy	0.162	irristatu
acrobat	joy	0.162	akrobata
finally	joy	0.157	azkenik
chai	joy	0.156	chai
obtainable	joy	0.156	lor daiteke
elf	joy	0.156	iratxo
peppermint	joy	0.156	piperra
break	joy	0.156	hautsi
reproductive	joy	0.156	ugalketa
stroll	joy	0.156	paseatu
organization	joy	0.156	antolakuntza
bathtub	joy	0.156	bainuontzia
advent	joy	0.152	etorrera
measured	joy	0.152	neurtuta
balm	joy	0.152	baltsamoa
scifi	joy	0.152	zientzia fikzioa
spaniel	joy	0.145	spaniel
ditty	joy	0.141	dita
oils	joy	0.141	olioak
tan	joy	0.141	beltzarana
simple	joy	0.141	sinplea
bubble	joy	0.141	burbuila
beer	joy	0.141	garagardoa
green	joy	0.137	berdea
makingdisciples	joy	0.136	dizipuluak eginez
buss	joy	0.136	autobusa
books	joy	0.136	liburuak
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	fluxuak
silence	joy	0.127	isiltasuna
bookstore	joy	0.125	liburudenda
solitude	joy	0.125	bakardadea
roadster	joy	0.125	roadster
circumstances	joy	0.125	inguruabarrak
wine	joy	0.125	ardoa
soak	joy	0.121	busti
priesthood	joy	0.121	apaizgoa
japan	joy	0.121	japonia
wilderness	joy	0.121	basamortua
critical	joy	0.116	kritikoa
neutral	joy	0.114	neutroa
hunting	joy	0.109	ehiza
sand	joy	0.109	harea
opera	joy	0.109	opera
weight	joy	0.109	pisua
wind	joy	0.109	haizea
untie	joy	0.109	askatu
labor	joy	0.106	eskulana
classical	joy	0.106	klasikoa
lake	joy	0.103	aintzira
affliction	joy	0.103	gaitz
organ	joy	0.094	organoa
dwelling	joy	0.094	etxebizitza
tree	joy	0.090	zuhaitza
pond	joy	0.089	putzua
marrow	joy	0.078	muina
latte	joy	0.078	lattea
sipping	joy	0.076	zurrutada
benign	joy	0.074	onbera
majority	joy	0.073	gehiengoa
leaf	joy	0.065	hostoa
troubles	joy	0.062	arazoak
basketball	joy	0.062	saskibaloia
explosions	joy	0.061	leherketak
cream	joy	0.061	krema
shepherd	joy	0.058	artzaina
tuesday	joy	0.047	asteartea
turbulence	joy	0.045	turbulentzia
calf	joy	0.040	txahal
hardship	joy	0.031	gogortasuna
unhappiness	joy	0.016	zorigaitza
sixty	joy	0.016	hirurogei
mourning	sadness	0.969	dolua
heartbreaking	sadness	0.969	bihozbera
tragic	sadness	0.961	tragikoa
holocaust	sadness	0.953	holokaustoa
suicidal	sadness	0.941	suizida
misery	sadness	0.938	miseria
massacre	sadness	0.931	sarraskia
euthanasia	sadness	0.927	eutanasia
depression	sadness	0.925	depresioa
grieving	sadness	0.922	atsekabetuta
bereavement	sadness	0.922	dolua
fatal	sadness	0.922	hilgarria
bereaved	sadness	0.920	dolu
devastation	sadness	0.917	hondamendia
death	sadness	0.915	heriotza
devastated	sadness	0.912	suntsituta
suicide	sadness	0.912	suizidioa
catastrophe	sadness	0.911	hondamendia
horrifying	sadness	0.907	ikaragarria
died	sadness	0.906	hil zen
tragedy	sadness	0.906	tragedia
depressing	sadness	0.906	etsigarria
anguish	sadness	0.902	larritasuna
agony	sadness	0.900	agonia
deadly	sadness	0.898	hilgarria
weeping	sadness	0.896	negarrez
stillbirth	sadness	0.891	hilda jaiotza
deceased	sadness	0.891	hildakoa
murderer	sadness	0.877	hiltzaile
cancer	sadness	0.875	minbizia
dying	sadness	0.875	hiltzen
rape	sadness	0.875	bortxaketa
devastating	sadness	0.875	suntsitzailea
morbidity	sadness	0.864	erikortasuna
sadness	sadness	0.864	tristura
execution	sadness	0.859	exekuzioa
traumatic	sadness	0.859	traumatikoa
perish	sadness	0.859	hiltzen
grief	sadness	0.859	atsekabea
abandonment	sadness	0.859	abandonatzea
atrocity	sadness	0.859	ankerkeria
crucifixion	sadness	0.859	gurutziltzatzea
depressed	sadness	0.859	deprimituta
cadaver	sadness	0.853	hilotza
treachery	sadness	0.848	traizioa
betrayed	sadness	0.848	traizionatu
grieve	sadness	0.844	atsekabetu
suffering	sadness	0.844	sufrimendua
funeral	sadness	0.844	hileta
destroyed	sadness	0.844	suntsitu
homicide	sadness	0.844	hilketa
hopelessness	sadness	0.844	esperantzagabetasuna
slaughtering	sadness	0.844	sarraskia
persecution	sadness	0.844	jazarpena
murderous	sadness	0.844	hiltzailea
sorrow	sadness	0.844	pena
miserable	sadness	0.844	miserable
sad	sadness	0.844	triste
horrific	sadness	0.844	izugarria
unhappiness	sadness	0.839	zorigaitza
bloodshed	sadness	0.836	odol isurketa
crippled	sadness	0.836	elbarria
carnage	sadness	0.833	sarraskia
pained	sadness	0.833	minduta
manslaughter	sadness	0.833	hilketa
unbearable	sadness	0.830	jasanezina
stillborn	sadness	0.830	hilda jaioa
morbid	sadness	0.828	morbosoa
annihilation	sadness	0.828	suntsipena
helplessness	sadness	0.828	ezintasuna
mourn	sadness	0.828	negar egin
murder	sadness	0.828	hilketa
slavery	sadness	0.828	esklabotza
abandoned	sadness	0.828	abandonatu
horrors	sadness	0.828	izugarrikeriak
mutilation	sadness	0.828	mutilazioa
annihilated	sadness	0.828	deuseztatu
casualty	sadness	0.828	biktima
enslaved	sadness	0.828	esklabo
sickness	sadness	0.828	gaixotasun
torment	sadness	0.828	oinazea
miscarriage	sadness	0.824	abortua
starvation	sadness	0.819	gosea
mournful	sadness	0.812	negargarri
sadly	sadness	0.812	zoritxarrez
famine	sadness	0.812	gosetea
burial	sadness	0.812	ehorzketa
distraught	sadness	0.812	aztoratuta
failure	sadness	0.812	porrota
killing	sadness	0.812	hiltzea
despair	sadness	0.812	etsipena
cruelty	sadness	0.812	krudelkeria
saddens	sadness	0.812	tristatzen du
oppression	sadness	0.812	zapalkuntza
heartache	sadness	0.812	bihotz-mina
terrorism	sadness	0.812	terrorismoa
disgrace	sadness	0.812	lotsagarri
childloss	sadness	0.812	haur galera
bloody	sadness	0.806	odoltsua
perishing	sadness	0.804	galtzen
inhumanity	sadness	0.804	gizagabetasuna
malignancy	sadness	0.803	gaiztotasuna
mortification	sadness	0.802	mortifikazioa
slave	sadness	0.797	esklabo
lifeless	sadness	0.797	bizigabea
sarcoma	sadness	0.797	sarkoma
dreadfully	sadness	0.797	ikaragarri
assassination	sadness	0.797	hilketa
perished	sadness	0.797	hil zen
kill	sadness	0.797	hil
devastate	sadness	0.797	suntsitu
dreadful	sadness	0.797	ikaragarria
mortuary	sadness	0.797	tanatorioa
leukemia	sadness	0.797	leuzemia
lethal	sadness	0.797	hilgarria
desolation	sadness	0.797	desolazioa
gallows	sadness	0.797	urkamendia
brokenheart	sadness	0.792	bihotz hautsia
banishment	sadness	0.790	erbesteratzea
afflict	sadness	0.789	mindu
disheartened	sadness	0.788	desanimatuta
bury	sadness	0.781	lurperatu
terrorize	sadness	0.781	izutu
crying	sadness	0.781	negarrez
demoralized	sadness	0.781	desmoralizatuta
tumour	sadness	0.781	tumorea
heartbreak	sadness	0.781	bihotz-haustura
desecration	sadness	0.781	profanazioa
die	sadness	0.773	hil
lynch	sadness	0.773	lintxa
sufferer	sadness	0.770	sufritzailea
fatality	sadness	0.766	heriotza
diseased	sadness	0.766	gaixorik
doomed	sadness	0.766	kondenatua
fearful	sadness	0.766	beldurgarria
destitute	sadness	0.766	behargabea
abortion	sadness	0.766	abortua
condolence	sadness	0.766	dolumina
torture	sadness	0.766	tortura
dismemberment	sadness	0.766	zatiketa
slayer	sadness	0.766	hiltzailea
loneliness	sadness	0.766	bakardadea
cemetery	sadness	0.766	hilerria
moribund	sadness	0.758	hilkor
painfully	sadness	0.758	minez
disaster	sadness	0.758	hondamendia
depress	sadness	0.755	deprimitu
condemnation	sadness	0.754	gaitzespena
obliteration	sadness	0.750	ezabatu
damnation	sadness	0.750	gaitzespena
sorrowful	sadness	0.750	triste
desperation	sadness	0.750	etsipena
cry	sadness	0.750	negar egin
terrorist	sadness	0.750	terrorista
painful	sadness	0.750	mingarria
abduction	sadness	0.750	bahiketa
incest	sadness	0.750	intzestua
corpse	sadness	0.750	gorpua
deplorable	sadness	0.750	tamalgarria
pandemic	sadness	0.750	pandemia
sickening	sadness	0.750	gaiztoa
hemorrhage	sadness	0.750	hemorragia
guilt	sadness	0.750	errua
depressive	sadness	0.750	depresiboa
doomsday	sadness	0.750	azken eguna
defeated	sadness	0.750	garaitu
victimized	sadness	0.750	biktimizatuta
regretful	sadness	0.750	damutu
unhappy	sadness	0.750	zorigaiztoko
unfairness	sadness	0.745	bidegabekeria
molestation	sadness	0.744	molestia
abysmal	sadness	0.742	ikaragarria
exile	sadness	0.742	erbesteratu
hellish	sadness	0.738	infernua
exterminate	sadness	0.736	desagerrarazi
destroying	sadness	0.734	suntsitzen
miserably	sadness	0.734	tamalez
disastrous	sadness	0.734	negargarria
battered	sadness	0.734	trabatua
morgue	sadness	0.734	tanatorioa
assassin	sadness	0.734	hiltzailea
horrid	sadness	0.734	izugarria
disgraced	sadness	0.734	lotsatuta
homeless	sadness	0.734	etxerik gabe
earthquake	sadness	0.734	lurrikara
orphan	sadness	0.734	umezurtz
slaughter	sadness	0.734	sarraskia
warfare	sadness	0.734	gerra
betrayal	sadness	0.734	traizioa
lonesome	sadness	0.734	bakartia
listless	sadness	0.729	zerrendagabe
unfortunately	sadness	0.727	zoritxarrez
emptiness	sadness	0.727	hutsunea
grave	sadness	0.727	hilobia
alienated	sadness	0.727	alienatua
fraught	sadness	0.722	betea
violently	sadness	0.719	bortizki
woe	sadness	0.719	ai
heartless	sadness	0.719	bihotzgabea
malicious	sadness	0.719	gaiztoa
missing	sadness	0.719	falta
paralysis	sadness	0.719	paralisia
horror	sadness	0.719	izua
ashamed	sadness	0.719	lotsatuta
forsaken	sadness	0.719	utzia
emaciated	sadness	0.719	argalduta
atrophy	sadness	0.719	atrofia
danger	sadness	0.719	arriskua
pain	sadness	0.719	mina
cripple	sadness	0.719	elbarri
cried	sadness	0.719	oihukatu zuen
disheartening	sadness	0.719	etsigarria
leprosy	sadness	0.719	legenarra
demise	sadness	0.717	hiltzea
disgruntled	sadness	0.712	atsekabetuta
rejected	sadness	0.712	baztertu
sickly	sadness	0.712	eritsu
violence	sadness	0.712	indarkeria
torn	sadness	0.710	urratu
calamity	sadness	0.709	kalamitatea
grim	sadness	0.708	latz
grievous	sadness	0.704	mingarria
deformed	sadness	0.703	deformatu
deformity	sadness	0.703	deformazioa
punishing	sadness	0.703	zigortzen
hearse	sadness	0.703	karroza
meltdown	sadness	0.703	urtzea
incurable	sadness	0.703	sendaezina
extinct	sadness	0.703	desagertua
victim	sadness	0.703	biktima
suffocating	sadness	0.703	itogarria
tearful	sadness	0.703	malkotsu
obit	sadness	0.703	obit
oppressor	sadness	0.703	zapaltzailea
slaughterhouse	sadness	0.703	hiltegia
abandon	sadness	0.703	abandonatu
crushed	sadness	0.703	birrinduta
isolation	sadness	0.703	isolatze
decomposition	sadness	0.703	deskonposizioa
inhuman	sadness	0.703	gizagabea
disfigured	sadness	0.703	itxuragabetua
buried	sadness	0.703	lurperatu
strangle	sadness	0.703	itotzea
isolate	sadness	0.703	isolatu
humiliate	sadness	0.703	umiliatu
carcinoma	sadness	0.703	kartzinoma
hell	sadness	0.700	infernua
lifesucks	sadness	0.700	bizi-txikiak
ruinous	sadness	0.698	hondagarria
banish	sadness	0.697	erbesteratu
widow	sadness	0.697	alarguna
accursed	sadness	0.697	madarikatua
ruined	sadness	0.697	hondatuta
vanished	sadness	0.695	desagertu zen
displaced	sadness	0.691	desplazatua
poverty	sadness	0.690	pobrezia
hopeless	sadness	0.688	itxaropenik gabe
regretting	sadness	0.688	damutuz
widower	sadness	0.688	alargun
stab	sadness	0.688	labankada
deserted	sadness	0.688	desertu
insanity	sadness	0.688	erokeria
teary	sadness	0.688	negarrez
hurt	sadness	0.688	mindu
terminal	sadness	0.688	terminala
shooting	sadness	0.688	tiroka
banished	sadness	0.688	erbesteratu
hospice	sadness	0.688	etxea
depraved	sadness	0.688	deprabatua
nohope	sadness	0.688	itxaropenik gabe
sob	sadness	0.688	negar-zotinka
imprisoned	sadness	0.688	espetxeratua
travesty	sadness	0.688	parodia
loss	sadness	0.688	galera
hurtful	sadness	0.688	mingarria
dementia	sadness	0.688	dementzia
pathetic	sadness	0.688	patetikoa
neglected	sadness	0.688	alde batera utzita
epidemic	sadness	0.688	epidemikoa
illness	sadness	0.688	gaixotasuna
foreveralone	sadness	0.688	Bakarrik betiko
infidelity	sadness	0.688	desleialtasuna
dismissal	sadness	0.686	kaleratzea
alienation	sadness	0.685	alienazioa
hardship	sadness	0.685	gogortasuna
choke	sadness	0.682	ito
kidnap	sadness	0.682	bahitu
bleeding	sadness	0.673	odoljarioa
punished	sadness	0.672	zigortu
malevolent	sadness	0.672	gaiztoa
gory	sadness	0.672	goria
wail	sadness	0.672	intziri
despairing	sadness	0.672	etsitzen
coffin	sadness	0.672	hilkutxa
disparage	sadness	0.672	gutxiesten
missingyou	sadness	0.672	Faltan botatzen zaitut
obituary	sadness	0.672	nekrologia
deprivation	sadness	0.672	gabezia
abortive	sadness	0.672	abortua
evil	sadness	0.672	gaiztoa
wretch	sadness	0.672	dohakabea
imprisonment	sadness	0.672	espetxeratzea
outcast	sadness	0.672	baztertua
belittle	sadness	0.672	gutxietsi
poison	sadness	0.672	pozoia
frightful	sadness	0.672	beldurgarria
decomposed	sadness	0.672	deskonposatu
wretched	sadness	0.672	dohakabea
feelingdown	sadness	0.672	behera sentitzea
disabled	sadness	0.672	desgaituta
woefully	sadness	0.672	zoritxarrez
barren	sadness	0.670	antzua
executioner	sadness	0.667	borrero
poisoned	sadness	0.667	pozoitua
disease	sadness	0.665	gaixotasuna
oppress	sadness	0.664	zapaldu
disembodied	sadness	0.660	gorpuzgabea
steal	sadness	0.656	lapurtu
jail	sadness	0.656	kartzela
dreary	sadness	0.656	triste
shitty	sadness	0.656	kaka
ailing	sadness	0.656	gaixorik
polio	sadness	0.656	poliomielitis
blighted	sadness	0.656	zikindu
hate	sadness	0.656	gorrotoa
demonic	sadness	0.656	deabruzkoa
weep	sadness	0.656	negar egin
lamenting	sadness	0.656	deitoratzen
ruin	sadness	0.656	hondamena
bleak	sadness	0.656	latz
tear	sadness	0.656	urratu
peril	sadness	0.656	arrisku
casket	sadness	0.656	kutxa
mangle	sadness	0.656	mangle
lonely	sadness	0.656	bakartia
carcass	sadness	0.653	karkaxa
cowardice	sadness	0.652	koldarkeria
regretted	sadness	0.652	damutu
beating	sadness	0.652	jipoitzen
disability	sadness	0.648	ezintasuna
affliction	sadness	0.645	gaitz
infertility	sadness	0.641	antzutasuna
emergency	sadness	0.641	larrialdia
stricken	sadness	0.641	jota
powerless	sadness	0.641	indarrik gabe
inequality	sadness	0.641	desberdintasuna
poisonous	sadness	0.641	pozoitsu
shroud	sadness	0.641	estalkia
exorcism	sadness	0.641	exorzismoa
woeful	sadness	0.641	negargarria
worry	sadness	0.641	kezkatu
perilous	sadness	0.641	arriskutsua
drown	sadness	0.641	ito
failing	sadness	0.641	huts eginez
scourge	sadness	0.641	azota
hatred	sadness	0.641	gorrotoa
terribly	sadness	0.641	izugarri
awful	sadness	0.641	izugarria
termination	sadness	0.641	amaiera
sinful	sadness	0.641	bekatari
incarceration	sadness	0.641	espetxeratzea
psychosis	sadness	0.638	psikosia
lament	sadness	0.636	deitoratu
demolish	sadness	0.636	eraitsi
dismay	sadness	0.636	atsekabea
disappointed	sadness	0.636	etsita
burdensome	sadness	0.634	astuna
mausoleum	sadness	0.630	mausoleoa
shattered	sadness	0.630	puskatua
dishonor	sadness	0.625	desohore
forlorn	sadness	0.625	zorigabea
posthumous	sadness	0.625	hil ostekoa
disappointing	sadness	0.625	etsigarria
lost	sadness	0.625	galdua
hurting	sadness	0.625	minduta
oppressive	sadness	0.625	zapaltzailea
regret	sadness	0.625	damu
terminate	sadness	0.625	amaitu
duress	sadness	0.625	estutasuna
wound	sadness	0.625	zauria
palsy	sadness	0.625	paralisia
cursed	sadness	0.625	madarikatua
schizophrenia	sadness	0.625	eskizofrenia
insurmountable	sadness	0.625	gaindiezina
deteriorate	sadness	0.625	hondatu
abuse	sadness	0.625	tratu txarrak
undesired	sadness	0.625	desiragarria
tyrant	sadness	0.625	tiranoa
gloom	sadness	0.625	goibel
bitterly	sadness	0.625	mingotsez
impotence	sadness	0.625	ezintasuna
wrecked	sadness	0.625	hondatua
demolished	sadness	0.625	eraitsi
soulless	sadness	0.623	arimarik gabe
divorce	sadness	0.623	dibortzioa
cremation	sadness	0.621	errausketa
worried	sadness	0.621	kezkatuta
bomb	sadness	0.621	bonba
plight	sadness	0.621	egoera
forsake	sadness	0.621	utzi
melancholy	sadness	0.621	malenkonia
unforgiving	sadness	0.612	barkaezina
sepsis	sadness	0.611	sepsia
guilty	sadness	0.609	errudun
debacle	sadness	0.609	hondamendia
ugliness	sadness	0.609	itsuskeria
degrading	sadness	0.609	degradatzen
cruel	sadness	0.609	krudela
faithless	sadness	0.609	fedegabea
worthless	sadness	0.609	ezertarako balio ez duena
shatter	sadness	0.609	apurtu
excluded	sadness	0.609	baztertuta
injure	sadness	0.609	zauritu
breakup	sadness	0.609	apurtu
disparaging	sadness	0.609	gutxiesgarria
injured	sadness	0.609	zaurituta
shameful	sadness	0.609	lotsagarria
gore	sadness	0.609	gore
derogatory	sadness	0.609	gutxiesgarria
disappoint	sadness	0.609	huts egin
irreparable	sadness	0.609	konponezinak
bankrupt	sadness	0.609	porrot eginda
fearfully	sadness	0.609	beldurrez
alcoholism	sadness	0.609	alkoholismoa
shackle	sadness	0.609	giltza
languishing	sadness	0.609	lantzen
sinner	sadness	0.609	bekataria
dilapidated	sadness	0.609	hondatuta
dire	sadness	0.609	dire
sacrifices	sadness	0.609	sakrifizioak
crushing	sadness	0.609	birrintzea
subjugation	sadness	0.609	menderatzea
overwhelmed	sadness	0.609	larrituta
curse	sadness	0.608	madarikatu
anthrax	sadness	0.600	antraxa
alone	sadness	0.600	bakarrik
robbery	sadness	0.600	lapurreta
angst	sadness	0.598	larritasuna
bawl	sadness	0.594	oihuka
deportation	sadness	0.594	deportazioa
broken	sadness	0.594	hautsita
obliterate	sadness	0.594	ezabatu
petloss	sadness	0.594	maskota galera
condolences	sadness	0.594	doluminak
downfall	sadness	0.594	erorketa
prison	sadness	0.594	kartzela
chaos	sadness	0.594	kaosa
abyss	sadness	0.594	amildegia
disappointment	sadness	0.594	etsipena
helpless	sadness	0.594	ezindua
somber	sadness	0.594	iluna
crumbling	sadness	0.594	erortzen
violation	sadness	0.594	urraketa
poaching	sadness	0.594	ekusketa
nothingness	sadness	0.594	ezereza
eviction	sadness	0.594	desalojoa
losing	sadness	0.594	galtzen
shame	sadness	0.594	lotsa
vendetta	sadness	0.594	vendetta
crypt	sadness	0.594	kripta
contaminated	sadness	0.594	kutsatuta
martyrdom	sadness	0.594	martirioa
irreconcilable	sadness	0.594	bateraezina
ill	sadness	0.594	gaixorik
deprived	sadness	0.594	gabetua
distress	sadness	0.594	atsekabea
offender	sadness	0.594	delitugilea
betray	sadness	0.594	saldu
longing	sadness	0.594	irrika
remorse	sadness	0.594	damua
captivity	sadness	0.594	gatibu
demon	sadness	0.594	Deabru
dysentery	sadness	0.593	disenteria
melancholic	sadness	0.591	malenkoniatsua
blight	sadness	0.591	zirriborroa
rupture	sadness	0.588	haustura
traitor	sadness	0.588	traidore
haggard	sadness	0.587	txarrekoa
lie	sadness	0.585	gezurra
cholera	sadness	0.583	kolera
unwell	sadness	0.578	ondoezik
undesirable	sadness	0.578	desiragarria
denied	sadness	0.578	ukatu
whine	sadness	0.578	irrintzi
humiliation	sadness	0.578	umiliazioa
terrible	sadness	0.578	izugarria
bully	sadness	0.578	jazarlea
damage	sadness	0.578	kalteak
turmoil	sadness	0.578	zalaparta
bitterness	sadness	0.578	mingostasuna
interment	sadness	0.578	ehorzketa
gloomy	sadness	0.578	goibel
degeneracy	sadness	0.578	endekapena
immoral	sadness	0.578	inmorala
harmful	sadness	0.578	kaltegarria
sordid	sadness	0.578	sordidoa
frighten	sadness	0.578	ikaratu
discrimination	sadness	0.578	diskriminazioa
devil	sadness	0.576	deabrua
captive	sadness	0.576	Gatibu
whimper	sadness	0.576	irrintzi
pessimism	sadness	0.576	ezkortasuna
delirium	sadness	0.576	eldarnioa
deplore	sadness	0.576	deitoratu
damages	sadness	0.576	kalteak
disliked	sadness	0.576	ez gustatu
hateful	sadness	0.575	gorrotagarria
bigoted	sadness	0.574	potoloa
perdition	sadness	0.569	galtzea
adultery	sadness	0.566	adulterioa
corrupting	sadness	0.565	usteltzen
anathema	sadness	0.562	anatema
deceive	sadness	0.562	engainatu
shipwreck	sadness	0.562	naufragioa
autopsy	sadness	0.562	autopsia
worsening	sadness	0.562	okerrera egiten
dismal	sadness	0.562	tristea
wallow	sadness	0.562	urratu
urn	sadness	0.562	urna
upset	sadness	0.562	asaldatu
flog	sadness	0.562	azotea
sadday	sadness	0.562	tristura
infliction	sadness	0.562	inflikzioa
endocarditis	sadness	0.562	endokarditisa
resentment	sadness	0.562	erresumina
tomb	sadness	0.562	hilobia
deceit	sadness	0.562	iruzurra
rejection	sadness	0.562	errefusa
tyranny	sadness	0.562	tirania
worrying	sadness	0.562	kezkagarria
runaway	sadness	0.562	ihes egin
punitive	sadness	0.562	zigortzailea
pessimist	sadness	0.562	ezkorra
pauper	sadness	0.562	behartsua
