English Word	Emotion	Emotion-Intensity-Score	Corsican Word
orgasm	joy	0.765	orgasmu
positive	joy	0.761	pusitivu
sweetheart	joy	0.758	amore
enlighten	joy	0.758	illuminate
cheerfulness	joy	0.758	allegria
miracles	joy	0.758	miraculi
giddy	joy	0.757	vertigine
christmastime	joy	0.757	natale
gratify	joy	0.750	gratificà
greatness	joy	0.750	grandezza
friendliness	joy	0.750	cordialità
blessings	joy	0.750	benedizioni
laughs	joy	0.750	ride
tistheseason	joy	0.750	sta stagione
smile	joy	0.750	surrisu
pleasing	joy	0.750	piacevule
romantic	joy	0.750	romantica
happyholidays	joy	0.750	boni vacanze
frolic	joy	0.748	scherzu
jubilee	joy	0.742	jubileu
miracle	joy	0.742	miraculu
enthusiasm	joy	0.742	entusiasmu
selflove	joy	0.742	amore di sè
triumph	joy	0.742	triunfu
magical	joy	0.742	magicu
rewarding	joy	0.742	gratificante
goodvibes	joy	0.742	bone vibrazioni
positiveenergy	joy	0.742	energia pusitiva
feelgood	joy	0.736	senti bè
prosperity	joy	0.735	prosperità
behappy	joy	0.734	sia felice
admiration	joy	0.734	ammirazione
passionate	joy	0.734	appassiunatu
goodday	joy	0.734	bella ghjurnata
luxurious	joy	0.734	lussuosa
tgif	joy	0.734	tgif
victory	joy	0.734	vittoria
feelinggood	joy	0.734	sentu bè
enchant	joy	0.734	incanta
greatnight	joy	0.734	grannotte
vivacious	joy	0.734	vivaci
glorification	joy	0.733	glorificazione
sing	joy	0.729	cantà
glowing	joy	0.729	incandescente
yessss	joy	0.728	ièsss
fulfillment	joy	0.728	cumpiimentu
breathtaking	joy	0.728	mozzafiato
thankful	joy	0.727	ringraziatu
cheery	joy	0.727	allegru
santa	joy	0.727	santa
hurrah	joy	0.727	hurrah
christmasbreak	joy	0.727	natale
win	joy	0.727	vince
atpeace	joy	0.727	in pace
award	joy	0.727	premiu
merry	joy	0.727	allegra
inspiration	joy	0.725	ispirazione
radiance	joy	0.725	splendore
pleased	joy	0.725	piacè
uplift	joy	0.723	elevazione
optimistic	joy	0.723	ottimista
heaven	joy	0.721	celu
lucky	joy	0.721	furtunatu
godisgreat	joy	0.721	diu grande
holidays	joy	0.721	vacanze
thrill	joy	0.721	eccitazione
congratulatory	joy	0.719	felicitazione
thriving	joy	0.719	prusperu
amusement	joy	0.719	divertimentu
perfect	joy	0.719	perfetta
lover	joy	0.719	amante
xmas	joy	0.719	natale
heartfelt	joy	0.719	sinceru
utopian	joy	0.719	utopicu
lovely	joy	0.719	bella
harmony	joy	0.719	armunia
praising	joy	0.719	elogiando
brighten	joy	0.719	illuminate
luckiest	joy	0.712	più furtunatu
merrychristmas	joy	0.712	bon natale
magic	joy	0.712	magia
achievement	joy	0.712	successu
yay	joy	0.712	iè
holiday	joy	0.712	vacanze
treasures	joy	0.712	tesori
luxury	joy	0.712	lussu
bestfeeling	joy	0.712	megliu sentimentu
intimate	joy	0.710	intimu
soblessed	joy	0.706	benedettu
yaaay	joy	0.706	jaaay
rave	joy	0.706	rave
chuckle	joy	0.706	risa
proud	joy	0.704	fieru
winning	joy	0.703	vincendu
cherish	joy	0.703	cura
goodnews	joy	0.703	bona nutizia
fuckyeah	joy	0.703	cazzo
optimism	joy	0.703	ottimisimu
amazingly	joy	0.703	maravigghiusu
lovelife	joy	0.703	vita d'amore
truelove	joy	0.703	veru amore
beautification	joy	0.703	abbellimentu
satisfying	joy	0.703	satisfacente
appreciates	joy	0.703	apprezza
cuddled	joy	0.703	accucciata
goodlife	joy	0.703	bona vita
gooood	joy	0.703	bè
sweetest	joy	0.703	più dolce
yaay	joy	0.700	iè
entertained	joy	0.700	intrattenutu
excite	joy	0.697	eccitare
newbeginnings	joy	0.693	novi principii
praisejesus	joy	0.691	laude à Ghjesù
birthday	joy	0.691	anniversariu
greatfriends	joy	0.688	grandi amichi
adoration	joy	0.688	adorazione
godsend	joy	0.688	manna divina
favorite	joy	0.688	favuritu
content	joy	0.688	cuntenutu
entertaining	joy	0.688	divertimentu
honored	joy	0.688	onoratu
metime	joy	0.688	tempu
exquisite	joy	0.688	squisita
holidayseason	joy	0.688	stagione di vacanze
thankyoujesus	joy	0.688	grazie Ghjesù
angelic	joy	0.688	angelica
goodhealth	joy	0.682	Bona salute
majestic	joy	0.682	maestosu
luscious	joy	0.682	luscious
memoriesiwontforget	joy	0.682	ricordi ùn si scurdassi
bestfriends	joy	0.682	i megliu amichi
precious	joy	0.682	preziosa
appreciated	joy	0.682	apprezzatu
exaltation	joy	0.682	esaltazione
smiled	joy	0.682	surrisu
brightens	joy	0.682	illumina
tranquility	joy	0.679	tranquillità
marry	joy	0.676	marità
embrace	joy	0.676	abbraccia
positively	joy	0.676	pusitivu
grin	joy	0.672	grin
hug	joy	0.672	abbracciu
hilarious	joy	0.672	divertenti
dearest	joy	0.672	più cari
contentment	joy	0.672	cuntenta
accomplished	joy	0.672	compie
relaxation	joy	0.672	rilassazione
bday	joy	0.672	ghjornu
enliven	joy	0.672	animate
weeeee	joy	0.672	weeeee
giggles	joy	0.672	risa
fulfilled	joy	0.667	cumpletu
bountiful	joy	0.667	abbundante
victor	joy	0.667	vittoriu
adore	joy	0.667	adore
boisterous	joy	0.667	turbulente
fulfill	joy	0.664	compie
cuddles	joy	0.662	coccole
prosperous	joy	0.660	prusperu
appreciation	joy	0.656	apprezzamentu
serenity	joy	0.656	serenità
happynewyear	joy	0.656	bon annu
humor	joy	0.656	umore
satisfy	joy	0.656	suddisfà
besties	joy	0.656	besties
encouraged	joy	0.656	incuraghjitu
captivate	joy	0.656	captivare
christmaseve	joy	0.656	natale
glow	joy	0.656	splendore
romanticism	joy	0.656	romanticismu
innerpeace	joy	0.656	pace interna
pleasant	joy	0.656	piacevule
praises	joy	0.652	elogi
abundance	joy	0.652	abbundanza
fortunes	joy	0.652	furtune
engaged	joy	0.652	ingaghjatu
praised	joy	0.652	laudatu
relaxing	joy	0.652	rilassante
treasure	joy	0.652	tesoru
satisfaction	joy	0.652	satisfaczione
nothingbetter	joy	0.647	nunda di megliu
affection	joy	0.647	affettu
relieved	joy	0.647	alleviatu
complement	joy	0.647	cumplementu
carnival	joy	0.643	carnaval
priceless	joy	0.641	inestimabile
uplifting	joy	0.641	elevazione
sensuality	joy	0.641	sensualità
saintly	joy	0.641	santu
champion	joy	0.641	campionu
thanksgiving	joy	0.641	ringraziamentu
harmoniously	joy	0.641	in armunia
wedding	joy	0.641	matrimoniu
achieve	joy	0.641	ghjunghje
divine	joy	0.641	divinu
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	luna di miele
exalt	joy	0.636	esaltà
twinkle	joy	0.636	scintillare
comforting	joy	0.636	cunfortu
felicity	joy	0.636	felicità
peaceful	joy	0.636	pacificu
climax	joy	0.636	culmine
winner	joy	0.636	vincitore
reverie	joy	0.636	reverie
yayy	joy	0.636	iè
cuddle	joy	0.636	coccola
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	osservazione di stelle
festival	joy	0.625	festival
sweet	joy	0.625	dolce
generosity	joy	0.625	generosità
brighter	joy	0.625	più luminoso
praisegod	joy	0.625	diu di lode
gorgeous	joy	0.625	splendida
hearts	joy	0.625	cori
amusing	joy	0.625	divertenti
fondness	joy	0.625	affettu
snuggling	joy	0.625	snuggling
reward	joy	0.625	ricumpensa
sex	joy	0.622	sessu
kind	joy	0.621	tipu
genial	joy	0.621	geniale
parade	joy	0.621	parata
applause	joy	0.621	applausi
beauty	joy	0.621	bellezza
fulfilling	joy	0.618	cumpiendu
aspiring	joy	0.618	aspirante
newlife	joy	0.618	vita nova
godbless	joy	0.616	Diu benedica
virtuous	joy	0.613	virtuosu
kiss	joy	0.610	basgiò
christmas	joy	0.609	Natale
rainbows	joy	0.609	arcubaleni
elegance	joy	0.609	eleganza
generous	joy	0.609	generoso
super	joy	0.609	super
playful	joy	0.609	ghjucatu
enlightenment	joy	0.609	illuminazione
praiseworthy	joy	0.609	lodabile
awards	joy	0.609	premii
adorable	joy	0.609	adorable
rekindle	joy	0.609	rinasce
winnings	joy	0.609	vincite
independence	joy	0.607	indipendenza
amour	joy	0.607	amore
kindness	joy	0.606	gentilezza
surprises	joy	0.606	sorprese
heheh	joy	0.606	heheh
hilarity	joy	0.606	ilarità
wonder	joy	0.606	meraviglia
freely	joy	0.606	liberamente
successful	joy	0.606	successu
inspired	joy	0.606	ispiratu
onelove	joy	0.606	unicu amore
whimsical	joy	0.603	capricciosa
entertainment	joy	0.603	divertimentu
passion	joy	0.603	passione
stressfree	joy	0.601	senza stress
beautify	joy	0.601	abbellisce
sunrise	joy	0.600	alba
godisgood	joy	0.597	diu bè
goodmusic	joy	0.594	bona musica
revere	joy	0.594	venere
whoo	joy	0.594	oh
fanfare	joy	0.594	fanfara
inspire	joy	0.594	inspirà
angel	joy	0.594	anghjulu
thankgod	joy	0.594	ringraziu
goodies	joy	0.594	boni
jesus	joy	0.594	Ghjesù
accomplishment	joy	0.594	realizazione
snuggled	joy	0.594	accucciatu
peacefully	joy	0.594	in pace
flirt	joy	0.594	flirt
friendship	joy	0.591	amicizia
singing	joy	0.591	cantu
heroic	joy	0.591	eroicu
exalted	joy	0.591	esaltatu
fortune	joy	0.591	furtuna
highest	joy	0.591	più altu
summer	joy	0.591	veranu
contented	joy	0.588	cuntenta
rollicking	joy	0.588	ruttulu
overflowing	joy	0.588	traboccante
woot	joy	0.588	woot
accolade	joy	0.586	accoltu
hope	joy	0.586	speranza
cozy	joy	0.583	accogliente
delicious	joy	0.579	diliziosu
raving	joy	0.578	raving
thelife	joy	0.578	a vita
darling	joy	0.578	cari
sensuous	joy	0.578	sensuale
picturesque	joy	0.578	pittoresca
friendly	joy	0.578	amichevule
everlasting	joy	0.578	eternu
praise	joy	0.578	lode
ambition	joy	0.578	ambizione
sparkle	joy	0.577	scintilla
sensual	joy	0.576	sensuale
peace	joy	0.576	pace
flattering	joy	0.576	lusinghi
grace	joy	0.576	grazia
luckygirl	joy	0.576	luckygirl
heroism	joy	0.576	eroisimu
succeeding	joy	0.576	successu
yeahhh	joy	0.576	iè
special	joy	0.574	spiciali
livelife	joy	0.574	vita viva
tantalizing	joy	0.572	allettante
pumped	joy	0.567	pompatu
yey	joy	0.562	iè
surprise	joy	0.562	sorpresa
sunny	joy	0.562	sole
prevail	joy	0.562	prevale
revels	joy	0.562	sbuccia
humorous	joy	0.562	umoristicu
sweets	joy	0.562	dolci
liking	joy	0.562	piace
admirable	joy	0.562	admirable
superstar	joy	0.562	superstar
relax	joy	0.562	rilassate
prosper	joy	0.562	prosperà
hero	joy	0.562	eroe
hugs	joy	0.562	abbracci
worthwhile	joy	0.562	vale a pena
newyear	joy	0.561	annu novu
tenderness	joy	0.561	tenerezza
bless	joy	0.561	benedica
favorable	joy	0.561	favurèvule
freedom	joy	0.561	libertà
masterpiece	joy	0.561	capolavoru
dreams	joy	0.559	sogni
hopeful	joy	0.559	speranza
home	joy	0.559	casa
cruising	joy	0.556	crociera
gracias	joy	0.554	grazie
faithfulness	joy	0.553	fideltà
eagerness	joy	0.552	ansia
closeness	joy	0.552	vicinanza
sunshine	joy	0.551	sole
comfy	joy	0.551	cunfortu
vacation	joy	0.547	vacanze
celestial	joy	0.547	celeste
good	joy	0.547	bene
elite	joy	0.547	elite
illuminate	joy	0.547	illuminate
confidence	joy	0.547	cunfidenza
mistletoe	joy	0.547	vischiu
daughter	joy	0.547	figliola
lifted	joy	0.547	alzatu
goodmorning	joy	0.547	bonghjornu
zeal	joy	0.547	zelu
gifts	joy	0.547	rigali
gift	joy	0.547	rigalu
astonishment	joy	0.547	stupente
heart	joy	0.547	core
completion	joy	0.547	compiu
bonus	joy	0.547	bonus
charmed	joy	0.546	incantatu
dance	joy	0.545	ballu
sublime	joy	0.545	sublime
recreation	joy	0.545	ricreazione
encouragement	joy	0.545	incuragimentu
god	joy	0.545	diu
gush	joy	0.545	sbuccà
freshstart	joy	0.544	novu principiatu
free	joy	0.544	liberu
savior	joy	0.543	salvatore
sanctuary	joy	0.541	santuariu
grandchildren	joy	0.540	nipoti
wellness	joy	0.537	benessiri
revel	joy	0.534	riva
music	joy	0.531	musica
fab	joy	0.531	fabb
bridal	joy	0.531	nuziale
soar	joy	0.531	saltà
alive	joy	0.531	vivu
money	joy	0.531	soldi
soothing	joy	0.531	calmante
serene	joy	0.531	serenu
holiness	joy	0.531	santità
inspirational	joy	0.531	ispiratore
matrimony	joy	0.531	matrimoniu
dayoff	joy	0.531	ghjornu off
savor	joy	0.531	sapori
vitality	joy	0.531	vitalità
confident	joy	0.531	cunfidendu
firstborn	joy	0.531	primogenitu
rainbow	joy	0.531	arcubalenu
liberation	joy	0.531	liberazione
elegant	joy	0.530	eleganti
mastery	joy	0.530	maestria
glimmer	joy	0.530	splendore
illumination	joy	0.530	illuminazione
blossom	joy	0.530	fiore
warmth	joy	0.530	calore
welcomed	joy	0.530	accoltu
treat	joy	0.529	tratta
faithful	joy	0.529	fideli
snuggles	joy	0.522	coccole
laurels	joy	0.521	allori
commendable	joy	0.519	lodabile
succeed	joy	0.516	riesce
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	senza scola
brotherly	joy	0.516	fraterni
silly	joy	0.516	stupidu
abundant	joy	0.516	abbundante
fancy	joy	0.516	fantasia
resplendent	joy	0.516	splendente
strengthening	joy	0.516	rinfurzà
presents	joy	0.516	presenta
pride	joy	0.516	orgogliu
almighty	joy	0.516	onnipotente
powerful	joy	0.516	putenti
aspire	joy	0.516	aspira
remarkable	joy	0.516	rimarchevuli
greeted	joy	0.516	salutatu
thanking	joy	0.515	ringraziendu
cutie	joy	0.515	carina
kudos	joy	0.515	complimenti
therapeutic	joy	0.515	terapeuticu
zen	joy	0.515	zen
coronation	joy	0.515	incoronazione
complete	joy	0.515	cumpletu
shining	joy	0.515	splendente
spirit	joy	0.515	spiritu
princely	joy	0.515	principesca
vivid	joy	0.515	vivaci
comfort	joy	0.515	cunfortu
leisure	joy	0.515	divertimentu
reunited	joy	0.515	riuniti
kid	joy	0.515	zitellu
newme	joy	0.515	novu me
payday	joy	0.515	ghjornu di pagamentu
animated	joy	0.515	animatu
familytime	joy	0.515	tempu di famiglia
relationship	joy	0.514	relazione
godly	joy	0.514	divinu
marriage	joy	0.514	matrimoniu
daymade	joy	0.514	ghjornu fattu
spouse	joy	0.507	sposa
intimately	joy	0.507	intimamente
respect	joy	0.500	rispettu
bloom	joy	0.500	fiori
purr	joy	0.500	furia
carefree	joy	0.500	spensierata
nature	joy	0.500	natura
encourage	joy	0.500	incuragisce
soulful	joy	0.500	animatu
refreshed	joy	0.500	rinfriscatu
family	joy	0.500	famiglia
gem	joy	0.500	gemma
meritorious	joy	0.500	meritoriu
achieved	joy	0.500	ottenuta
motherhood	joy	0.500	a maternità
holyspirit	joy	0.500	spiritu santu
surreal	joy	0.500	surreale
charitable	joy	0.500	carità
teamjesus	joy	0.500	squadra Ghjesù
stressrelief	joy	0.500	sollievu di stress
erotic	joy	0.500	eròticu
inviting	joy	0.500	invitante
baby	joy	0.500	criatura
dignity	joy	0.500	dignità
satisfied	joy	0.500	cuntentu
visionary	joy	0.500	visionariu
memorable	joy	0.500	memorable
veracity	joy	0.500	veracità
healthy	joy	0.500	sana
welcoming	joy	0.500	accogliente
diamond	joy	0.500	diamante
christ	joy	0.500	cristu
beach	joy	0.500	spiaggia
accomplish	joy	0.500	compie
friends	joy	0.500	amichi
excel	joy	0.500	excel
health	joy	0.493	salute
aura	joy	0.493	aura
yehey	joy	0.486	iè
approved	joy	0.486	appruvatu
oasis	joy	0.486	oasi
liberty	joy	0.486	libertà
crowning	joy	0.485	curonazione
aspiration	joy	0.485	aspirazione
privileged	joy	0.485	privilegiatu
crescendo	joy	0.485	crescendo
rapture	joy	0.485	rapitu
liberate	joy	0.485	liberà
nocomplaints	joy	0.485	senza lagnanza
prestige	joy	0.485	prestigiu
bounty	joy	0.485	ricchezza
gentle	joy	0.485	gentile
inseparable	joy	0.485	inseparabile
engaging	joy	0.485	ingaghjamentu
loyal	joy	0.485	fideli
betrothed	joy	0.485	fidanzata
transcendence	joy	0.484	trascendenza
selfworth	joy	0.484	valore di sè stessu
yummy	joy	0.484	deliziosa
datenight	joy	0.484	data notte
destiny	joy	0.484	destinu
heyday	joy	0.484	heyday
aloha	joy	0.484	aloha
desire	joy	0.484	desideriu
dream	joy	0.484	sognu
luck	joy	0.484	furtuna
fete	joy	0.484	festa
trophy	joy	0.484	trofeu
bouquet	joy	0.484	bouquet
chocolate	joy	0.484	cioccolatu
creativity	joy	0.484	creatività
boyfriend	joy	0.480	fidanzatu
commemoration	joy	0.479	cummemorazione
intelligence	joy	0.477	intelligenza
readiness	joy	0.473	prontezza
friend	joy	0.471	amicu
bride	joy	0.471	sposa
enthusiast	joy	0.471	entusiasta
lush	joy	0.470	lussureggiante
inheritance	joy	0.470	eredi
soothe	joy	0.470	calmà
tickle	joy	0.470	solletica
kiddo	joy	0.470	zitellu
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	massaggio
calming	joy	0.470	calmante
adventure	joy	0.470	avventura
pretty	joy	0.469	bellucciu
purring	joy	0.469	fusa
eternal	joy	0.469	eternu
humanitarian	joy	0.469	umanitarii
nurture	joy	0.469	nutriscia
giving	joy	0.469	dà
rest	joy	0.469	riposu
getaway	joy	0.469	scappà
goals	joy	0.469	scopi
pray	joy	0.469	pricà
bridegroom	joy	0.469	sposu
heartily	joy	0.469	di cori
luster	joy	0.469	lustru
bonding	joy	0.469	legame
princess	joy	0.469	principessa
amicable	joy	0.469	amichevule
benevolence	joy	0.469	benevolenza
child	joy	0.466	zitellu
salutary	joy	0.465	salutariu
invite	joy	0.457	invità
beam	joy	0.456	fasciu
reminiscing	joy	0.456	reminiscendu
befriend	joy	0.455	fà amicizia
aesthetics	joy	0.455	estetica
friday	joy	0.455	Vennari
freshair	joy	0.455	aria fresca
ceremony	joy	0.455	cerimonia
kindred	joy	0.455	parenti
mindfulness	joy	0.455	consapevolezza
sonice	joy	0.455	sonice
elevation	joy	0.455	elevazione
tropical	joy	0.455	tropicale
scholarship	joy	0.455	borsa di studiu
hee	joy	0.455	ehi
noworries	joy	0.453	micca penseri
allure	joy	0.453	allure
approve	joy	0.453	appruvà
scenery	joy	0.453	paisaghji
waterfall	joy	0.453	cascata
vindication	joy	0.453	vindicazione
namaste	joy	0.453	namaste
commemorate	joy	0.453	commemorate
faith	joy	0.453	fede
birth	joy	0.453	nascita
forgiveness	joy	0.453	pirdunu
journey	joy	0.447	viaghju
meditation	joy	0.446	meditazione
relaxed	joy	0.442	rilassatu
present	joy	0.441	presente
weekend	joy	0.441	weekend
tender	joy	0.441	teneru
tranquil	joy	0.441	tranquillu
lyrical	joy	0.439	liricu
sharing	joy	0.439	spartera
esteem	joy	0.439	stima
nostalgic	joy	0.439	nostalgicu
prayer	joy	0.439	preghiera
righteousness	joy	0.439	ghjustizia
husband	joy	0.438	maritu
relief	joy	0.438	sollievu
strength	joy	0.438	forza
mighty	joy	0.438	putente
unbeaten	joy	0.438	invaincu
eager	joy	0.438	ansiosi
share	joy	0.438	sparte
newday	joy	0.438	ghjornu novu
sonnet	joy	0.438	sonetto
meditate	joy	0.438	meditate
life	joy	0.438	vita
winterbreak	joy	0.429	invernu
warm	joy	0.429	caldu
movingforward	joy	0.429	avanzendu
buddy	joy	0.427	amicu
oneness	joy	0.426	unicità
unconstrained	joy	0.424	senza restrizioni
amen	joy	0.424	amen
reverence	joy	0.424	riverenza
healthful	joy	0.424	salutari
thelittlethings	joy	0.424	i picculi
medal	joy	0.424	medaglia
unsurpassed	joy	0.424	insuperabile
candlelight	joy	0.424	lume di candela
carols	joy	0.424	canti
ejaculation	joy	0.424	eiaculazione
beginnings	joy	0.422	principii
sledding	joy	0.422	slittino
graduation	joy	0.422	graduazione
frisky	joy	0.422	frizzante
lml	joy	0.422	lml
ease	joy	0.422	facilità
symphony	joy	0.422	sinfonia
wealth	joy	0.422	ricchezza
helpful	joy	0.422	utile
musical	joy	0.422	musicali
glitter	joy	0.422	scintillio
calmness	joy	0.422	calmu
energy	joy	0.422	energia
safe	joy	0.422	sicuru
nostress	joy	0.421	nostris
soundness	joy	0.421	sanità
promise	joy	0.415	prumessa
reunite	joy	0.414	riunite
mother	joy	0.412	mamma
salvation	joy	0.412	salvezza
poems	joy	0.412	puesie
clown	joy	0.409	clown
lavender	joy	0.409	lavanda
immaculate	joy	0.409	immaculata
purify	joy	0.409	purificà
inauguration	joy	0.409	inaugurazione
aromatherapy	joy	0.409	aromaterapia
lighten	joy	0.409	alleggerisce
travel	joy	0.409	viaghjà
cash	joy	0.406	cash
companion	joy	0.406	cumpagnu
live	joy	0.406	vivu
opportune	joy	0.406	opportunu
completing	joy	0.406	compie
charity	joy	0.406	carità
heal	joy	0.406	guarì
star	joy	0.406	stella
wishing	joy	0.406	vulendu
flowers	joy	0.406	fiori
income	joy	0.403	ingressu
soul	joy	0.401	anima
munchies	joy	0.400	munchies
emancipation	joy	0.397	emancipazione
indescribable	joy	0.397	indescrivibile
progress	joy	0.397	prugressu
equality	joy	0.394	ugualità
childhood	joy	0.394	zitiddina
together	joy	0.394	inseme
rhythmical	joy	0.394	ritmicu
fullness	joy	0.394	pienezza
calm	joy	0.394	calmu
hammock	joy	0.394	amaca
picnic	joy	0.394	picnic
movies	joy	0.393	filmi
zealous	joy	0.393	zelosu
playground	joy	0.391	parcorsu di ghjocu
affluence	joy	0.391	affluenza
warms	joy	0.391	riscalda
choir	joy	0.391	coru
littlethings	joy	0.391	piccule cose
auspicious	joy	0.391	auspicious
meaningful	joy	0.391	significativu
adventures	joy	0.391	avventure
goofy	joy	0.391	scemu
starry	joy	0.391	stellatu
humanity	joy	0.391	umanità
gesture	joy	0.387	gestu
witty	joy	0.382	spiritosu
vow	joy	0.382	votu
shopping	joy	0.382	shopping
vibes	joy	0.379	vibrazioni
worship	joy	0.379	cultu
jump	joy	0.379	saltà
communion	joy	0.379	cumunione
reverend	joy	0.377	reverendu
rising	joy	0.375	risingendu
advance	joy	0.375	avanzu
beaches	joy	0.375	spiagge
sonorous	joy	0.375	sonu
courtship	joy	0.375	corteggiamento
experience	joy	0.375	sperienza
reunion	joy	0.375	riunione
simplicity	joy	0.375	simplicità
full	joy	0.375	piena
hymn	joy	0.375	innu
spirits	joy	0.375	spiriti
unforgettable	joy	0.375	indimenticabile
mirth	joy	0.375	allegria
youth	joy	0.375	ghjuventù
scenic	joy	0.375	scenicu
unique	joy	0.375	unicu
redeemed	joy	0.375	riscattatu
alliance	joy	0.368	allianza
baptismal	joy	0.368	battesimu
grant	joy	0.366	cuncede
kitten	joy	0.364	gattino
sanctification	joy	0.364	santificazione
conciliation	joy	0.364	cunciliazione
improves	joy	0.364	migliurà
pure	joy	0.364	puri
improve	joy	0.364	migliurà
authentic	joy	0.364	autenticu
moonlight	joy	0.364	chiaru di luna
weightloss	joy	0.362	perdita di pisu
