English Word	Emotion	Emotion-Intensity-Score	Luxembourgish Word
heaven	joy	0.721	Himmel
lucky	joy	0.721	glécklech
godisgreat	joy	0.721	godisgrouss
holidays	joy	0.721	Feierdeeg
thrill	joy	0.721	begeeschteren
congratulatory	joy	0.719	gratuléieren
thriving	joy	0.719	bléien
amusement	joy	0.719	Amusement
perfect	joy	0.719	perfekt
lover	joy	0.719	Liebhaber
xmas	joy	0.719	xmas
heartfelt	joy	0.719	häerzlech
utopian	joy	0.719	utopesch
lovely	joy	0.719	léif
harmony	joy	0.719	Harmonie
praising	joy	0.719	luewen
brighten	joy	0.719	hellen
luckiest	joy	0.712	glécklechst
merrychristmas	joy	0.712	Schéi Chrëschtdeeg
magic	joy	0.712	magesch
achievement	joy	0.712	Leeschtung
yay	joy	0.712	jop
holiday	joy	0.712	Vakanz
treasures	joy	0.712	Schätz
luxury	joy	0.712	luxe
bestfeeling	joy	0.712	beschte Gefill
intimate	joy	0.710	intim
soblessed	joy	0.706	gesoot
yaaay	joy	0.706	joaaa
rave	joy	0.706	rave
chuckle	joy	0.706	lachen
proud	joy	0.704	houfreg
winning	joy	0.703	gewannen
cherish	joy	0.703	schätzen
goodnews	joy	0.703	Gutt Noriicht
fuckyeah	joy	0.703	feck jo
optimism	joy	0.703	optimistesch
amazingly	joy	0.703	erstaunlecherweis
lovelife	joy	0.703	Léiftliewen
truelove	joy	0.703	richteg Léift
beautification	joy	0.703	Verschéinerung
satisfying	joy	0.703	zefriddestellend
appreciates	joy	0.703	schätzt
cuddled	joy	0.703	geknuppt
goodlife	joy	0.703	gutt Liewen
gooood	joy	0.703	guuuuu
sweetest	joy	0.703	léifsten
yaay	joy	0.700	jwh
entertained	joy	0.700	amuséiert
excite	joy	0.697	begeeschteren
newbeginnings	joy	0.693	nei Ufank
praisejesus	joy	0.691	praisejesus
birthday	joy	0.691	Gebuertsdag
greatfriends	joy	0.688	grouss Frënn
adoration	joy	0.688	adoration
godsend	joy	0.688	Gottesdéngscht
favorite	joy	0.688	Léifsten
content	joy	0.688	Inhalt
entertaining	joy	0.688	ënnerhalend
honored	joy	0.688	geéiert
metime	joy	0.688	mezeit
exquisite	joy	0.688	exquisite
holidayseason	joy	0.688	Vakanzenzäit
thankyoujesus	joy	0.688	merci Jesus
angelic	joy	0.688	engelsch
goodhealth	joy	0.682	Gutt Gesondheet
majestic	joy	0.682	majestéitesch
luscious	joy	0.682	lëschteg
memoriesiwontforget	joy	0.682	Erënnerungen net vergiessen
bestfriends	joy	0.682	bescht Frënn
precious	joy	0.682	wäertvollt
appreciated	joy	0.682	appréciéiert
exaltation	joy	0.682	Erhiewung
smiled	joy	0.682	gelaacht
brightens	joy	0.682	hellt
tranquility	joy	0.679	Rou
marry	joy	0.676	bestueden
embrace	joy	0.676	ëmfaassen
positively	joy	0.676	positiv
grin	joy	0.672	grinsen
hug	joy	0.672	umarm
hilarious	joy	0.672	witzeg
dearest	joy	0.672	léifsten
contentment	joy	0.672	Zefriddenheet
accomplished	joy	0.672	erfëllt
relaxation	joy	0.672	Entspanung
bday	joy	0.672	bday
enliven	joy	0.672	beliewen
weeeee	joy	0.672	weeeee
giggles	joy	0.672	giggles
fulfilled	joy	0.667	erfëllt
bountiful	joy	0.667	räich
victor	joy	0.667	Victoire
adore	joy	0.667	bewonneren
boisterous	joy	0.667	boisterous
fulfill	joy	0.664	erfëllen
cuddles	joy	0.662	kuschelt
prosperous	joy	0.660	Wuelstand
appreciation	joy	0.656	Unerkennung
serenity	joy	0.656	Rou
happynewyear	joy	0.656	Schéint Neit Joer
humor	joy	0.656	Humor
satisfy	joy	0.656	zefridden
besties	joy	0.656	besties
encouraged	joy	0.656	encouragéiert
captivate	joy	0.656	begeeschteren
christmaseve	joy	0.656	Hellegowend
glow	joy	0.656	glanz
romanticism	joy	0.656	Romantik
innerpeace	joy	0.656	innerpeace
pleasant	joy	0.656	agreabel
praises	joy	0.652	lueft
abundance	joy	0.652	Iwwerfloss
fortunes	joy	0.652	Verméigen
engaged	joy	0.652	engagéiert
praised	joy	0.652	gelueft
relaxing	joy	0.652	entspaant
treasure	joy	0.652	Schatz
satisfaction	joy	0.652	Zefriddenheet
nothingbetter	joy	0.647	näischt besseres
affection	joy	0.647	Häerzen verbonnen
relieved	joy	0.647	erliichtert
complement	joy	0.647	ergänzen
carnival	joy	0.643	Fuesent
priceless	joy	0.641	onschätzbar
uplifting	joy	0.641	uplifting
sensuality	joy	0.641	Sensualitéit
saintly	joy	0.641	helleg
champion	joy	0.641	Champion
thanksgiving	joy	0.641	Thanksgiving
harmoniously	joy	0.641	harmonesch
wedding	joy	0.641	Hochzäit
achieve	joy	0.641	erreechen
divine	joy	0.641	göttlech
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	Hochzäitsrees
exalt	joy	0.636	exaltéieren
twinkle	joy	0.636	blénken
comforting	joy	0.636	tréischtend
felicity	joy	0.636	Glécklechkeet
peaceful	joy	0.636	friddlech
climax	joy	0.636	Héichpunkt
winner	joy	0.636	Gewënner
reverie	joy	0.636	reverie
yayy	joy	0.636	jwh
cuddle	joy	0.636	kuschelen
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stargazing
festival	joy	0.625	Festival
sweet	joy	0.625	séiss
generosity	joy	0.625	Generositéit
brighter	joy	0.625	méi hell
praisegod	joy	0.625	lueft
gorgeous	joy	0.625	herrlech
hearts	joy	0.625	Häerzer
amusing	joy	0.625	lëschteg
fondness	joy	0.625	Léift
snuggling	joy	0.625	schnatteren
reward	joy	0.625	Belounung
sex	joy	0.622	Geschlecht
kind	joy	0.621	Aart
genial	joy	0.621	genial
parade	joy	0.621	parade
applause	joy	0.621	applaus
beauty	joy	0.621	Schéinheet
fulfilling	joy	0.618	erfëllen
aspiring	joy	0.618	aspirant
newlife	joy	0.618	neit Liewen
godbless	joy	0.616	Gott schützt
virtuous	joy	0.613	deugend
kiss	joy	0.610	kuss
christmas	joy	0.609	Chrëschtdag
rainbows	joy	0.609	rainbows
elegance	joy	0.609	Eleganz
generous	joy	0.609	generéis
super	joy	0.609	super
playful	joy	0.609	spilleresch
enlightenment	joy	0.609	Opklärung
praiseworthy	joy	0.609	luewen
awards	joy	0.609	Auszeechnunge
adorable	joy	0.609	séiss
rekindle	joy	0.609	erëmfannen
winnings	joy	0.609	Gewënn
independence	joy	0.607	Onofhängegkeet
amour	joy	0.607	amour
kindness	joy	0.606	Frëndlechkeet
surprises	joy	0.606	Iwwerraschungen
heheh	joy	0.606	hehe
hilarity	joy	0.606	hilaritéit
wonder	joy	0.606	wonneren
freely	joy	0.606	fräi
successful	joy	0.606	erfollegräich
inspired	joy	0.606	inspiréiert
onelove	joy	0.606	eng Léift
whimsical	joy	0.603	geckeg
entertainment	joy	0.603	Ënnerhalung
passion	joy	0.603	Leidenschaft
stressfree	joy	0.601	stressfräi
beautify	joy	0.601	verschéineren
sunrise	joy	0.600	Sonnenopgang
godisgood	joy	0.597	gudd
goodmusic	joy	0.594	gutt Musek
revere	joy	0.594	veruechten
whoo	joy	0.594	woo
fanfare	joy	0.594	fanfare
inspire	joy	0.594	inspiréieren
angel	joy	0.594	engel
thankgod	joy	0.594	Merci Gott
goodies	joy	0.594	gudden
jesus	joy	0.594	jesus
accomplishment	joy	0.594	Leeschtung
snuggled	joy	0.594	geschnuppt
peacefully	joy	0.594	friddlech
flirt	joy	0.594	flirten
friendship	joy	0.591	Frëndschaft
singing	joy	0.591	sangen
heroic	joy	0.591	heroesch
exalted	joy	0.591	héichgehalen
fortune	joy	0.591	Räichtum
highest	joy	0.591	héchste
summer	joy	0.591	Summer
contented	joy	0.588	zefridden
rollicking	joy	0.588	rollend
overflowing	joy	0.588	iwwerflësseg
woot	joy	0.588	wutt
accolade	joy	0.586	unerkannt
hope	joy	0.586	hoffen
cozy	joy	0.583	gemittlech
delicious	joy	0.579	lecker
raving	joy	0.578	rabbelen
thelife	joy	0.578	d'Liewen
darling	joy	0.578	Schatz
sensuous	joy	0.578	sënnlech
picturesque	joy	0.578	pittoresk
friendly	joy	0.578	frëndlech
everlasting	joy	0.578	éiweg
praise	joy	0.578	lof
ambition	joy	0.578	Ambitioun
sparkle	joy	0.577	fonkelen
sensual	joy	0.576	sensuell
peace	joy	0.576	Fridden
flattering	joy	0.576	verflaacht
grace	joy	0.576	Gnod
luckygirl	joy	0.576	glécklech Meedchen
heroism	joy	0.576	heroism
succeeding	joy	0.576	gelengt
yeahhh	joy	0.576	johhh
special	joy	0.574	speziell
livelife	joy	0.574	lief däi Liewen
tantalizing	joy	0.572	beandrockend
pumped	joy	0.567	gepompelt
yey	joy	0.562	joe
surprise	joy	0.562	Iwwerraschung
sunny	joy	0.562	sonneg
prevail	joy	0.562	herrschen
revels	joy	0.562	revels
humorous	joy	0.562	humoristesch
sweets	joy	0.562	Séissegkeeten
liking	joy	0.562	gär
admirable	joy	0.562	bewonneren
superstar	joy	0.562	superstar
relax	joy	0.562	relax
prosper	joy	0.562	wuelfillen
hero	joy	0.562	Held
hugs	joy	0.562	ëmklammen
worthwhile	joy	0.562	derwäert
newyear	joy	0.561	Neit Joer
tenderness	joy	0.561	Zäertlechkeet
bless	joy	0.561	bless
favorable	joy	0.561	gënschteg
freedom	joy	0.561	Fräiheet
masterpiece	joy	0.561	Meeschterstéck
dreams	joy	0.559	Dreem
hopeful	joy	0.559	hoffnungsvoll
home	joy	0.559	doheem
cruising	joy	0.556	kräizen
gracias	joy	0.554	merci
faithfulness	joy	0.553	trei
eagerness	joy	0.552	Ierch
closeness	joy	0.552	Proximitéit
sunshine	joy	0.551	Sonnenschein
comfy	joy	0.551	gemittlech
vacation	joy	0.547	Vakanz
celestial	joy	0.547	Himmelskierper
good	joy	0.547	gutt
elite	joy	0.547	elite
illuminate	joy	0.547	beliichten
confidence	joy	0.547	Vertrauen
mistletoe	joy	0.547	Mistel
daughter	joy	0.547	Duechter
lifted	joy	0.547	opgehuewe
goodmorning	joy	0.547	Gudde Moien
zeal	joy	0.547	Äifer
gifts	joy	0.547	Geschenker
gift	joy	0.547	Cadeau
astonishment	joy	0.547	Staunen
heart	joy	0.547	Häerz
completion	joy	0.547	Ofschloss
bonus	joy	0.547	Bonus
charmed	joy	0.546	charméiert
dance	joy	0.545	danz
sublime	joy	0.545	sublim
recreation	joy	0.545	Fräizäit
encouragement	joy	0.545	Encouragement
god	joy	0.545	gudd
gush	joy	0.545	guff
freshstart	joy	0.544	frëschstart
free	joy	0.544	fräi
savior	joy	0.543	Retter
sanctuary	joy	0.541	Hellegtum
grandchildren	joy	0.540	Enkelkanner
wellness	joy	0.537	Wellness
revel	joy	0.534	reveléieren
music	joy	0.531	Musek
fab	joy	0.531	fab
bridal	joy	0.531	Braut
soar	joy	0.531	schwiewen
alive	joy	0.531	lieweg
money	joy	0.531	Suen
soothing	joy	0.531	berouegend
serene	joy	0.531	roueg
holiness	joy	0.531	Hellegkeet
inspirational	joy	0.531	inspiréierend
matrimony	joy	0.531	Hochzäit
dayoff	joy	0.531	fräien Dag
savor	joy	0.531	schmaachen
vitality	joy	0.531	Vitalitéit
confident	joy	0.531	zouversiichtlech
firstborn	joy	0.531	éischtgebuerene
rainbow	joy	0.531	Reebou
liberation	joy	0.531	Befreiung
elegant	joy	0.530	elegant
mastery	joy	0.530	Meeschterleeschtung
glimmer	joy	0.530	glimmer
illumination	joy	0.530	Beliichtung
blossom	joy	0.530	Bléi
warmth	joy	0.530	Hëtzt
welcomed	joy	0.530	begréisst
treat	joy	0.529	behandelen
faithful	joy	0.529	trei
snuggles	joy	0.522	snuggles
laurels	joy	0.521	Lorbeer
commendable	joy	0.519	luewenswäert
succeed	joy	0.516	gelengt
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	keng Schoul
brotherly	joy	0.516	bridderlech
silly	joy	0.516	domm
abundant	joy	0.516	reichend
fancy	joy	0.516	ausgefalene
resplendent	joy	0.516	schein
strengthening	joy	0.516	Stäerkung
presents	joy	0.516	presentéiert
pride	joy	0.516	stolz
almighty	joy	0.516	allmächteg
powerful	joy	0.516	mächteg
aspire	joy	0.516	ustriewen
remarkable	joy	0.516	bemierkenswäert
greeted	joy	0.516	begréisst
thanking	joy	0.515	merci
cutie	joy	0.515	cutie
kudos	joy	0.515	kudos
therapeutic	joy	0.515	therapeutesch
zen	joy	0.515	zen
coronation	joy	0.515	Kréinung
complete	joy	0.515	komplett
shining	joy	0.515	blénken
spirit	joy	0.515	Geescht
princely	joy	0.515	fürstlech
vivid	joy	0.515	lieweg
comfort	joy	0.515	Confort
leisure	joy	0.515	Fräizäit
reunited	joy	0.515	erëm vereenegt
kid	joy	0.515	Kand
newme	joy	0.515	neiem
payday	joy	0.515	derfir
animated	joy	0.515	animéierten
familytime	joy	0.515	Famill Zäit
relationship	joy	0.514	Relatioun
godly	joy	0.514	göttlech
marriage	joy	0.514	Hochzäit
daymade	joy	0.514	daggemaach
spouse	joy	0.507	Ehepartner
intimately	joy	0.507	intim
respect	joy	0.500	respektéieren
bloom	joy	0.500	bléien
purr	joy	0.500	purr
carefree	joy	0.500	suergfälteg
nature	joy	0.500	Natur
encourage	joy	0.500	encouragéieren
soulful	joy	0.500	Séil
refreshed	joy	0.500	erfrëscht
family	joy	0.500	Famill
gem	joy	0.500	gem
meritorious	joy	0.500	verdéngt
achieved	joy	0.500	erreecht
motherhood	joy	0.500	Mammesprooch
holyspirit	joy	0.500	holyspirit
surreal	joy	0.500	surrealistesch
charitable	joy	0.500	karitativ
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	Stressrelief
erotic	joy	0.500	erotesche
inviting	joy	0.500	invitéieren
baby	joy	0.500	Puppelchen
dignity	joy	0.500	Dignitéit
satisfied	joy	0.500	zefridden
visionary	joy	0.500	visionär
memorable	joy	0.500	onvergiesslech
veracity	joy	0.500	Richtegkeet
healthy	joy	0.500	gesond
welcoming	joy	0.500	begréissen
diamond	joy	0.500	diamant
christ	joy	0.500	Chrëschtdag
beach	joy	0.500	Plage
accomplish	joy	0.500	erreechen
friends	joy	0.500	Frënn
excel	joy	0.500	excel
health	joy	0.493	Gesondheet
aura	joy	0.493	aura
yehey	joy	0.486	joee
approved	joy	0.486	guttgeheescht
oasis	joy	0.486	Oasis
liberty	joy	0.486	Fräiheet
crowning	joy	0.485	kréinen
aspiration	joy	0.485	Aspiratioun
privileged	joy	0.485	privilegiéiert
crescendo	joy	0.485	crescendo
rapture	joy	0.485	raptur
liberate	joy	0.485	befreien
nocomplaints	joy	0.485	keng Reklamatiounen
prestige	joy	0.485	prestige
bounty	joy	0.485	Bounty
gentle	joy	0.485	sanft
inseparable	joy	0.485	onselbar
engaging	joy	0.485	engagéieren
loyal	joy	0.485	trei
betrothed	joy	0.485	verlobt
transcendence	joy	0.484	Transzendenz
selfworth	joy	0.484	Selbstwert
yummy	joy	0.484	lecker
datenight	joy	0.484	daten Owend
destiny	joy	0.484	Schicksal
heyday	joy	0.484	Héichzäit
aloha	joy	0.484	aloha
desire	joy	0.484	Wonsch
dream	joy	0.484	dreemen
luck	joy	0.484	Gléck
fete	joy	0.484	fest
trophy	joy	0.484	trophy
bouquet	joy	0.484	Bouquet
chocolate	joy	0.484	Schockela
creativity	joy	0.484	Kreativitéit
boyfriend	joy	0.480	Frënd
commemoration	joy	0.479	Commemoratioun
intelligence	joy	0.477	Intelligenz
readiness	joy	0.473	Bereetschaft
friend	joy	0.471	Frënd
bride	joy	0.471	Braut
enthusiast	joy	0.471	begeeschterten
lush	joy	0.470	luucht
inheritance	joy	0.470	Ierfschaft
soothe	joy	0.470	berouegen
tickle	joy	0.470	tickelen
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	nostalgie
massage	joy	0.470	Massage
calming	joy	0.470	berouegend
adventure	joy	0.470	Erliefnes
pretty	joy	0.469	flott
purring	joy	0.469	purren
eternal	joy	0.469	éiwegt
humanitarian	joy	0.469	humanitär
nurture	joy	0.469	ernären
giving	joy	0.469	ginn
rest	joy	0.469	Rescht
getaway	joy	0.469	géi fort
goals	joy	0.469	Ziler
pray	joy	0.469	biet
bridegroom	joy	0.469	Braut
heartily	joy	0.469	häerzlech
luster	joy	0.469	Glanz
bonding	joy	0.469	Bindung
princess	joy	0.469	Prinzessin
amicable	joy	0.469	frëndlech
benevolence	joy	0.469	Wuelfillen
child	joy	0.466	Kand
salutary	joy	0.465	salutéiert
invite	joy	0.457	invitéieren
beam	joy	0.456	beam
reminiscing	joy	0.456	erënneren
befriend	joy	0.455	befreien
aesthetics	joy	0.455	Ästhetik
friday	joy	0.455	Freideg
freshair	joy	0.455	frësch Loft
ceremony	joy	0.455	Zeremonie
kindred	joy	0.455	Famill
mindfulness	joy	0.455	mindfulness
sonice	joy	0.455	sou léif
elevation	joy	0.455	Héicht
tropical	joy	0.455	tropescher
scholarship	joy	0.455	Stipendium
hee	joy	0.455	heee
noworries	joy	0.453	keng Suergen
allure	joy	0.453	allure
approve	joy	0.453	stëmmen
scenery	joy	0.453	Kuliss
waterfall	joy	0.453	Waasserfall
vindication	joy	0.453	rechtfäerdeg
namaste	joy	0.453	namaste
commemorate	joy	0.453	gedenken
faith	joy	0.453	Glawen
birth	joy	0.453	Gebuert
forgiveness	joy	0.453	Verzeiung
journey	joy	0.447	Rees
meditation	joy	0.446	Meditatioun
relaxed	joy	0.442	entspaant
present	joy	0.441	presentéieren
weekend	joy	0.441	Weekend
tender	joy	0.441	Ausschreiwung
tranquil	joy	0.441	roueg
lyrical	joy	0.439	lyresch
sharing	joy	0.439	deelen
esteem	joy	0.439	schätzen
nostalgic	joy	0.439	nostalgesch
prayer	joy	0.439	Gebied
righteousness	joy	0.439	Gerechtegkeet
husband	joy	0.438	Mann
relief	joy	0.438	Erliichterung
strength	joy	0.438	Kraaft
mighty	joy	0.438	mächteg
unbeaten	joy	0.438	ongeschloen
eager	joy	0.438	gäeren
share	joy	0.438	deelen
newday	joy	0.438	neien Dag
sonnet	joy	0.438	sonnett
meditate	joy	0.438	meditéieren
life	joy	0.438	Liewen
winterbreak	joy	0.429	Wanterbroch
warm	joy	0.429	waarm
movingforward	joy	0.429	virugoen
buddy	joy	0.427	Frënd
oneness	joy	0.426	eenheet
unconstrained	joy	0.424	onbeschränkt
amen	joy	0.424	amen
reverence	joy	0.424	Respekt
healthful	joy	0.424	gesond
thelittlethings	joy	0.424	déi kleng Saachen
medal	joy	0.424	Medaille
unsurpassed	joy	0.424	oniwwertraff
candlelight	joy	0.424	Käerzenhirstellung
carols	joy	0.424	carols
ejaculation	joy	0.424	Ejakulatioun
beginnings	joy	0.422	Ufank
sledding	joy	0.422	schlitten
graduation	joy	0.422	Ofschloss
frisky	joy	0.422	fresch
lml	joy	0.422	lml
ease	joy	0.422	liicht
symphony	joy	0.422	Symphonie
wealth	joy	0.422	Räichtum
helpful	joy	0.422	hëllefräich
musical	joy	0.422	musikalesch
glitter	joy	0.422	glitter
calmness	joy	0.422	Rou
energy	joy	0.422	Energie
safe	joy	0.422	sécher
nostress	joy	0.421	nostress
soundness	joy	0.421	gesondheet
promise	joy	0.415	verspriechen
reunite	joy	0.414	erëm vereenegen
mother	joy	0.412	Mamm
salvation	joy	0.412	Erléisung
poems	joy	0.412	Gedichter
clown	joy	0.409	clown
lavender	joy	0.409	lavendel
immaculate	joy	0.409	immaculéiert
purify	joy	0.409	purifizéiert
inauguration	joy	0.409	Aweiung
aromatherapy	joy	0.409	Aromatherapie
lighten	joy	0.409	hellen
travel	joy	0.409	reesen
cash	joy	0.406	boer
companion	joy	0.406	Begleeder
live	joy	0.406	liewen
opportune	joy	0.406	opportun
completing	joy	0.406	ofgeschloss
charity	joy	0.406	karitativ
heal	joy	0.406	heelen
star	joy	0.406	Stär
wishing	joy	0.406	wënschen
flowers	joy	0.406	Blummen
income	joy	0.403	Akommes
soul	joy	0.401	Séil
munchies	joy	0.400	munchies
emancipation	joy	0.397	Emanzipatioun
indescribable	joy	0.397	onbeschreiflech
progress	joy	0.397	Fortschrëtter
equality	joy	0.394	Gläichheet
childhood	joy	0.394	Kandheet
together	joy	0.394	zesummen
rhythmical	joy	0.394	rhythmesch
fullness	joy	0.394	Fëllegkeet
calm	joy	0.394	roueg
hammock	joy	0.394	Hängematt
picnic	joy	0.394	picknick
movies	joy	0.393	Filmer
zealous	joy	0.393	eifreg
playground	joy	0.391	Spillplaz
affluence	joy	0.391	Räichtum
warms	joy	0.391	waarmt
choir	joy	0.391	chouer
littlethings	joy	0.391	kléng Saachen
auspicious	joy	0.391	glécklech
meaningful	joy	0.391	sënnvoll
adventures	joy	0.391	Abenteuer
goofy	joy	0.391	guff
starry	joy	0.391	stärekloer
humanity	joy	0.391	Mënschheet
gesture	joy	0.387	Geste
witty	joy	0.382	witzeg
vow	joy	0.382	vous
shopping	joy	0.382	Shopping
vibes	joy	0.379	vibes
worship	joy	0.379	Gottesdéngscht
jump	joy	0.379	sprangen
communion	joy	0.379	Kommioun
reverend	joy	0.377	Respekt
rising	joy	0.375	erop
advance	joy	0.375	viraus
beaches	joy	0.375	Plagen
sonorous	joy	0.375	sonoresch
courtship	joy	0.375	Geriicht
experience	joy	0.375	Erfahrung
reunion	joy	0.375	Reunioun
simplicity	joy	0.375	Einfachheet
full	joy	0.375	voll
hymn	joy	0.375	hymn
spirits	joy	0.375	Séilen
unforgettable	joy	0.375	onvergiesslech
mirth	joy	0.375	gemittlech
youth	joy	0.375	Jugend
scenic	joy	0.375	naturskjonne
unique	joy	0.375	eenzegaarteg
redeemed	joy	0.375	erléist
alliance	joy	0.368	Allianz
baptismal	joy	0.368	Daf
grant	joy	0.366	ginn
kitten	joy	0.364	kitten
sanctification	joy	0.364	Helleg
conciliation	joy	0.364	Conciliatioun
improves	joy	0.364	verbessert
pure	joy	0.364	reng
improve	joy	0.364	verbesseren
authentic	joy	0.364	authentesch
moonlight	joy	0.364	Moundliicht
weightloss	joy	0.362	Gewiichtsverloscht
raspberries	joy	0.360	Hambieren
feeling	joy	0.359	Gefill
jest	joy	0.359	geck
independent	joy	0.359	onofhängeg
sanctify	joy	0.359	hellege
devotional	joy	0.359	devotional
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	Fäegkeet
listenting	joy	0.359	lauschteren
fidelity	joy	0.359	Vertrauen
revival	joy	0.359	Erhuelung
giver	joy	0.353	gitt
cocoa	joy	0.353	Kakao
deliverance	joy	0.348	Erléisung
melody	joy	0.348	Melodie
unification	joy	0.348	Unifikatioun
romp	joy	0.348	romp
purpose	joy	0.348	Zweck
choral	joy	0.348	choral
exceed	joy	0.348	iwwerschreiden
dolphin	joy	0.348	Delfin
roaring	joy	0.348	brëllen
favor	joy	0.348	favoriséiert
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	voluptuous
fruits	joy	0.344	Uebst
cookies	joy	0.344	Cookien
manicure	joy	0.344	Maniküre
nowork	joy	0.344	keng Aarbecht
date	joy	0.344	daten
newstart	joy	0.344	Neistart
hedonism	joy	0.344	hedonismus
pledge	joy	0.344	verspriechen
electric	joy	0.344	elektresch
humble	joy	0.344	bescheiden
roadtrip	joy	0.344	roadtrip
thx	joy	0.344	Merci
kiddos	joy	0.344	Kanner
celebrity	joy	0.342	Promi
bridesmaid	joy	0.338	Braut Meedchen
rhythm	joy	0.338	rhythmus
spa	joy	0.333	spa
snowday	joy	0.333	Schnéidag
familiarity	joy	0.333	Bekanntheet
coffee	joy	0.333	Kaffi
edification	joy	0.333	Opbau
garden	joy	0.333	Gaart
renovation	joy	0.333	Renovatioun
dawn	joy	0.333	Sonnenopgang
connoisseur	joy	0.333	Kenner
gazing	joy	0.333	kucken
obliging	joy	0.333	verflichtend
partner	joy	0.333	Partner
foodie	joy	0.331	iessen
synchronize	joy	0.329	synchroniséieren
tribulation	joy	0.328	Tribulatioun
psalm	joy	0.328	psalm
pedicure	joy	0.328	Pediküre
noregrets	joy	0.328	Keng Regreten
chirping	joy	0.328	kierperen
saint	joy	0.328	Saint
healing	joy	0.328	heelen
carol	joy	0.328	carol
true	joy	0.328	richteg
hobby	joy	0.328	hobby
amnesty	joy	0.328	Amnestie
respite	joy	0.324	Relief
recreational	joy	0.318	Fräizäit
cousins	joy	0.318	Koseng
mellow	joy	0.318	mëll
restorative	joy	0.318	restauréierend
lazyday	joy	0.318	lazyday
classics	joy	0.318	Klassiker
reconciliation	joy	0.316	Reconciliatioun
woods	joy	0.312	Bëscher
progression	joy	0.312	Fortschrëtt
muchneeded	joy	0.312	vill gebraucht
sterling	joy	0.312	Sterling
dove	joy	0.312	dauf
simplify	joy	0.312	vereinfachen
fitness	joy	0.312	fitness
sunset	joy	0.312	Sonnenënnergang
