English Word	Emotion	Emotion-Intensity-Score	Icelandic Word
fragile	fear	0.188	viðkvæmt
cautiously	fear	0.188	varlega
stillness	fear	0.188	kyrrð
intrigue	fear	0.188	forvitni
rule	fear	0.188	regla
elf	fear	0.185	álfur
stillwaiting	fear	0.184	enn að bíða
lonely	fear	0.183	einmana
slippery	fear	0.181	hált
interview	fear	0.180	viðtal
everyman	fear	0.178	hverjum manni
speculation	fear	0.176	vangaveltur
needtoknow	fear	0.173	þarf að vita
worship	fear	0.172	tilbeiðslu
unsure	fear	0.172	óviss
surprise	fear	0.172	óvart
settlor	fear	0.172	landnámsmaður
competition	fear	0.172	keppni
readytogo	fear	0.172	tilbúinn til að fara
checkpoint	fear	0.172	eftirlitsstöð
composure	fear	0.172	æðruleysi
interviewer	fear	0.172	spyrill
chaff	fear	0.172	hismi
regulatory	fear	0.172	reglugerðar
birch	fear	0.172	birki
shell	fear	0.172	skel
assessment	fear	0.172	mat
uncertain	fear	0.172	óviss
rod	fear	0.172	stöng
humanrights	fear	0.172	mannréttindi
less	fear	0.167	minna
coy	fear	0.162	hógvær
iris	fear	0.160	lithimnu
intimately	fear	0.156	náið
hearing	fear	0.156	heyrn
legalized	fear	0.156	lögfest
needit	fear	0.156	þarfnast
audition	fear	0.156	prufu
retirement	fear	0.156	starfslok
countdown	fear	0.156	niðurtalning
sly	fear	0.156	slægur
bases	fear	0.156	bækistöðvar
ceasefire	fear	0.156	vopnahlé
medication	fear	0.156	lyf
courageous	fear	0.154	hugrökk
overthinker	fear	0.153	ofhugsandi
backtrack	fear	0.151	til baka
dawned	fear	0.150	rann upp
censor	fear	0.149	ritskoða
bailiff	fear	0.147	fógeta
syllabus	fear	0.147	námskrá
delay	fear	0.141	seinkun
newcomer	fear	0.141	nýliði
imagination	fear	0.141	ímyndunarafl
waiting	fear	0.141	bíður
gent	fear	0.141	herramaður
validity	fear	0.141	gildi
cove	fear	0.141	vík
rationality	fear	0.141	skynsemi
caricature	fear	0.141	skopmynd
eventuality	fear	0.141	tilvik
alreadyyyyy	fear	0.140	þegaryyyy
shy	fear	0.140	feimin
symptom	fear	0.133	einkenni
excite	fear	0.132	spenna
raccoon	fear	0.127	þvottabjörn
clown	fear	0.125	trúður
tryout	fear	0.125	prófa
needtorelax	fear	0.125	þarf að slaka á
swim	fear	0.125	synda
campaigning	fear	0.125	herferð
hawk	fear	0.125	haukur
prevent	fear	0.125	koma í veg fyrir
gameday	fear	0.125	leikdagur
ahhh	fear	0.125	ahhh
marry	fear	0.125	giftast
sprite	fear	0.125	sprite
soready	fear	0.125	sárt
sag	fear	0.123	saga
pharmacy	fear	0.123	apótek
policeman	fear	0.121	lögreglumaður
dreamt	fear	0.111	dreymdi
lace	fear	0.111	blúndur
homework	fear	0.109	heimavinna
destination	fear	0.109	áfangastað
incase	fear	0.109	incase
pray	fear	0.109	biðja
knot	fear	0.109	hnútur
confidence	fear	0.109	sjálfstraust
bigday	fear	0.109	stórdagur
holiness	fear	0.109	heilagleika
notoriety	fear	0.109	frægð
weight	fear	0.109	þyngd
slender	fear	0.100	mjótt
undecided	fear	0.098	óákveðið
sympathetic	fear	0.097	samúðarfullur
poise	fear	0.094	jafnvægi
case	fear	0.094	Málið
treat	fear	0.094	skemmtun
locate	fear	0.094	staðsetja
loyal	fear	0.094	trygg
grades	fear	0.094	einkunnir
god	fear	0.094	guð
helmet	fear	0.094	hjálm
confident	fear	0.094	sjálfsöruggur
counsellor	fear	0.094	ráðgjafi
northeast	fear	0.088	norðaustur
graduation	fear	0.078	útskrift
compassion	fear	0.078	samúð
nurture	fear	0.078	hlúa að
graded	fear	0.075	einkunn
mum	fear	0.070	mamma
infant	fear	0.067	ungabarn
journey	fear	0.062	ferð
parade	fear	0.062	skrúðganga
gradschool	fear	0.062	framhaldsskóli
civilian	fear	0.062	borgaralegur
cloudiness	fear	0.062	skýjað
cash	fear	0.062	reiðufé
civilians	fear	0.062	óbreyttir borgarar
guidelines	fear	0.062	leiðbeiningar
soulmate	fear	0.062	sálufélagi
youth	fear	0.062	æsku
opera	fear	0.057	óperu
synonymous	fear	0.056	samheiti
honest	fear	0.047	heiðarlegur
praying	fear	0.047	biðjandi
intelligence	fear	0.038	upplýsingaöflun
volunteer	fear	0.031	sjálfboðaliði
romance	fear	0.031	rómantík
lines	fear	0.031	línur
obey	fear	0.016	hlýða
happiest	joy	0.986	ánægðastur
happiness	joy	0.984	hamingju
bliss	joy	0.971	sælu
celebrating	joy	0.970	fagna
jubilant	joy	0.969	fagnandi
ecstatic	joy	0.954	himinlifandi
elation	joy	0.944	gleði
beaming	joy	0.938	geislandi
bestdayever	joy	0.938	besti dagur í heimi
loveee	joy	0.932	ástin
celebration	joy	0.929	hátíð
awesomeness	joy	0.926	æðislegheit
joy	joy	0.924	gleði
joyous	joy	0.922	glaður
fabulous	joy	0.922	stórkostlegur
happily	joy	0.922	hamingjusamlega
excitement	joy	0.922	spennu
exuberance	joy	0.922	frjósemi
makesmehappy	joy	0.922	gerir mig glaðan
euphoria	joy	0.922	vellíðan
lovee	joy	0.920	elskan
gratitude	joy	0.914	þakklæti
happydance	joy	0.912	gleðidans
merriment	joy	0.912	gleði
spectacular	joy	0.912	stórbrotið
overjoyed	joy	0.909	ofboðslega ánægður
purebliss	joy	0.909	hreina sælu
triumphant	joy	0.907	sigursæll
ecstasy	joy	0.906	alsæla
lovelovelove	joy	0.906	lovelovelove
cheerful	joy	0.906	hress
cheer	joy	0.897	fagna
elated	joy	0.894	hrifinn
peaceofmind	joy	0.891	hugarró
jolly	joy	0.891	hress
delighted	joy	0.891	ánægður
lovethis	joy	0.891	elska þetta
excitation	joy	0.891	örvun
exhilaration	joy	0.891	fjör
pleasures	joy	0.891	ánægja
laugh	joy	0.891	hlátur
marvelously	joy	0.881	dásamlega
loving	joy	0.879	elskandi
joyful	joy	0.879	glaður
blissful	joy	0.879	sæla
outstanding	joy	0.879	framúrskarandi
pleasurable	joy	0.877	ánægjulegt
lovinglife	joy	0.875	elskandi líf
enthusiastic	joy	0.875	áhugasamur
glee	joy	0.875	gleði
iloveher	joy	0.875	ég elska hana
yaaaay	joy	0.875	jááááá
overthemoon	joy	0.875	yfir tunglið
happyplace	joy	0.875	hamingjustaður
sohappy	joy	0.868	svo ánægð
superb	joy	0.864	frábær
woohoo	joy	0.864	úff
laughing	joy	0.864	hlæjandi
wonderful	joy	0.863	dásamlegt
hooray	joy	0.859	húrra
loved	joy	0.859	elskaði
tearsofjoy	joy	0.859	gleðitár
hallelujah	joy	0.859	hallelúja
magnificent	joy	0.859	stórkostlegt
glory	joy	0.859	dýrð
ilovechristmas	joy	0.859	elska jólin
brilliant	joy	0.859	ljómandi
celebrated	joy	0.859	fagnað
cheering	joy	0.859	fagnaðarlæti
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	himneskt
exciting	joy	0.853	spennandi
thrilled	joy	0.851	spenntur
mademyday	joy	0.848	gerði daginn minn
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	fagna
wonderfully	joy	0.844	dásamlega
blessing	joy	0.844	blessun
favoriteholiday	joy	0.844	uppáhaldsfrí
paradise	joy	0.833	paradís
marvellous	joy	0.833	dásamlegt
festive	joy	0.833	hátíðlegur
sweetness	joy	0.833	sætleika
blessed	joy	0.833	blessaður
celebrations	joy	0.833	hátíðahöld
compliment	joy	0.831	hrós
smiling	joy	0.828	brosandi
allsmiles	joy	0.828	allsmilar
love	joy	0.828	ást
enchanting	joy	0.828	heillandi
homesweethome	joy	0.826	heima er best
thankyougod	joy	0.824	Takk fyrir Guð
marvelous	joy	0.824	dásamlegt
laughter	joy	0.824	hlátur
goodmood	joy	0.819	gott skap
goodness	joy	0.818	góðvild
excellence	joy	0.818	ágæti
sensational	joy	0.818	tilkomumikill
joys	joy	0.818	gleði
delightful	joy	0.818	yndisleg
excited	joy	0.818	spenntur
rejoicing	joy	0.818	fagnandi
happyheart	joy	0.818	hamingjusamur
celebratory	joy	0.818	hátíðlegur
greatful	joy	0.816	frábært
jovial	joy	0.814	þægilegur
rejoice	joy	0.812	fagna
splendid	joy	0.812	glæsilegt
enjoy	joy	0.812	njóta
smiley	joy	0.812	broskall
glorious	joy	0.812	glæsilega
victorious	joy	0.812	sigursæll
lovemaking	joy	0.812	njóta ásta
bonanza	joy	0.812	bonanza
greatday	joy	0.812	frábær dagur
excellent	joy	0.812	Æðislegt
goodtimes	joy	0.811	góðar stundir
whatmakesmesmile	joy	0.811	það sem vekur hrifningu
happyday	joy	0.809	hamingju dagur
myfavorite	joy	0.804	uppáhaldið mitt
thankyoulord	joy	0.803	þakka þér fyrir
gladness	joy	0.803	gleði
yayyy	joy	0.803	jæja
yeahhhh	joy	0.803	jáhhh
pleasure	joy	0.803	ánægju
giggle	joy	0.802	hlægja
happier	joy	0.797	hamingjusamari
lovemylife	joy	0.797	Ég elska lífið mitt
magnificence	joy	0.797	mikilfengleika
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	elskandi líf
yesss	joy	0.797	jájá
dancing	joy	0.797	dansandi
success	joy	0.797	árangur
grateful	joy	0.789	þakklátur
amuse	joy	0.788	skemmta
splendor	joy	0.788	prýði
happy	joy	0.788	ánægður
fun	joy	0.788	gaman
giggling	joy	0.781	flissandi
glad	joy	0.781	glaður
glorify	joy	0.781	vegsama
radiant	joy	0.781	geislandi
beautiful	joy	0.781	falleg
solucky	joy	0.781	svo heppinn
sothankful	joy	0.781	þakklátur
enchanted	joy	0.781	heillaður
romance	joy	0.779	rómantík
perfection	joy	0.779	fullkomnun
christmassy	joy	0.779	jólalegt
heavens	joy	0.779	himnaríki
thrilling	joy	0.776	æsispennandi
lovable	joy	0.773	elskulegur
congrats	joy	0.773	til hamingju
fiesta	joy	0.773	hátíð
entertain	joy	0.773	skemmta
happyvalentinesday	joy	0.773	gleðilegan Valentínusardag
miraculous	joy	0.773	kraftaverk
cheers	joy	0.773	skál
cheered	joy	0.773	fagnaði
positivity	joy	0.773	jákvæðni
funday	joy	0.772	skemmtilegur dagur
enjoying	joy	0.771	njóta
lifeisgood	joy	0.766	lífið er gott
amused	joy	0.766	skemmt
goodfeeling	joy	0.766	góð tilfinning
christmasspirit	joy	0.766	jólaanda
cuddling	joy	0.766	kúra
smiles	joy	0.766	brosir
sosweet	joy	0.766	svo sætt
thebest	joy	0.766	besta
party	joy	0.765	Partí
delight	joy	0.765	gleði
orgasm	joy	0.765	fullnægingu
positive	joy	0.761	jákvæð
sweetheart	joy	0.758	elskan
enlighten	joy	0.758	upplýsa
cheerfulness	joy	0.758	glaðværð
miracles	joy	0.758	kraftaverk
giddy	joy	0.757	svimandi
christmastime	joy	0.757	jólin
gratify	joy	0.750	fullnægja
greatness	joy	0.750	mikilmennsku
friendliness	joy	0.750	vinsemd
blessings	joy	0.750	blessanir
laughs	joy	0.750	hlær
tistheseason	joy	0.750	tíunda árstíð
smile	joy	0.750	brosa
pleasing	joy	0.750	ánægjulegt
romantic	joy	0.750	rómantísk
happyholidays	joy	0.750	Gleðilega hátíð
frolic	joy	0.748	ærslast
jubilee	joy	0.742	árshátíð
miracle	joy	0.742	kraftaverk
enthusiasm	joy	0.742	eldmóði
selflove	joy	0.742	sjálfsást
triumph	joy	0.742	sigur
magical	joy	0.742	töfrandi
rewarding	joy	0.742	gefandi
goodvibes	joy	0.742	góða strauma
positiveenergy	joy	0.742	jákvæða orku
feelgood	joy	0.736	líða vel
prosperity	joy	0.735	velmegun
behappy	joy	0.734	Vertu hamingjusöm
admiration	joy	0.734	aðdáun
passionate	joy	0.734	ástríðufullur
goodday	joy	0.734	góðan dag
luxurious	joy	0.734	lúxus
tgif	joy	0.734	tgif
victory	joy	0.734	sigur
feelinggood	joy	0.734	líður vel
enchant	joy	0.734	töfra
greatnight	joy	0.734	frábært kvöld
vivacious	joy	0.734	lifandi
glorification	joy	0.733	vegsemd
sing	joy	0.729	syngja
glowing	joy	0.729	glóandi
yessss	joy	0.728	jássss
fulfillment	joy	0.728	uppfyllingu
breathtaking	joy	0.728	hrífandi
thankful	joy	0.727	þakklátur
cheery	joy	0.727	hress
santa	joy	0.727	jólasveinn
hurrah	joy	0.727	húrra
christmasbreak	joy	0.727	jólafrí
win	joy	0.727	vinna
atpeace	joy	0.727	í friði
award	joy	0.727	verðlaun
merry	joy	0.727	kátir
inspiration	joy	0.725	innblástur
radiance	joy	0.725	útgeislun
pleased	joy	0.725	ánægður
uplift	joy	0.723	upplyfting
optimistic	joy	0.723	bjartsýnn
heaven	joy	0.721	himnaríki
lucky	joy	0.721	heppinn
godisgreat	joy	0.721	Guð er mikill
holidays	joy	0.721	Frídagar
thrill	joy	0.721	unaður
congratulatory	joy	0.719	til hamingju
thriving	joy	0.719	blómstrar
amusement	joy	0.719	skemmtun
perfect	joy	0.719	fullkominn
lover	joy	0.719	elskhugi
xmas	joy	0.719	jólin
heartfelt	joy	0.719	hjartnæm
utopian	joy	0.719	útópískt
lovely	joy	0.719	yndisleg
harmony	joy	0.719	sátt
praising	joy	0.719	lofa
brighten	joy	0.719	bjartari
luckiest	joy	0.712	heppnust
merrychristmas	joy	0.712	Gleðileg jól
magic	joy	0.712	galdur
achievement	joy	0.712	afrek
yay	joy	0.712	jæja
holiday	joy	0.712	frí
treasures	joy	0.712	gersemar
luxury	joy	0.712	þægindi
bestfeeling	joy	0.712	besta tilfinningin
intimate	joy	0.710	náinn
soblessed	joy	0.706	svekkt
yaaay	joy	0.706	jæja
rave	joy	0.706	rave
chuckle	joy	0.706	hlæja
proud	joy	0.704	stoltur
winning	joy	0.703	sigur
cherish	joy	0.703	þykja vænt um
goodnews	joy	0.703	góðar fréttir
fuckyeah	joy	0.703	fokk já
optimism	joy	0.703	bjartsýni
amazingly	joy	0.703	ótrúlega
lovelife	joy	0.703	elska lífið
truelove	joy	0.703	sönn ást
beautification	joy	0.703	fegrun
satisfying	joy	0.703	ánægjulegt
appreciates	joy	0.703	metur
cuddled	joy	0.703	kúrði
goodlife	joy	0.703	gott líf
gooood	joy	0.703	gooood
sweetest	joy	0.703	sætasta
yaay	joy	0.700	jæja
entertained	joy	0.700	skemmta sér
excite	joy	0.697	spenna
newbeginnings	joy	0.693	nýbyrjun
praisejesus	joy	0.691	lofgjörð
birthday	joy	0.691	Afmælisdagur
greatfriends	joy	0.688	frábærir vinir
adoration	joy	0.688	tilbeiðslu
godsend	joy	0.688	guðsgjöf
favorite	joy	0.688	uppáhalds
content	joy	0.688	efni
entertaining	joy	0.688	skemmtilegur
honored	joy	0.688	heiðraður
metime	joy	0.688	metime
exquisite	joy	0.688	stórkostleg
holidayseason	joy	0.688	helgidaga
thankyoujesus	joy	0.688	takk Jesús
angelic	joy	0.688	engla
goodhealth	joy	0.682	góða heilsu
majestic	joy	0.682	tignarlegur
luscious	joy	0.682	ljúffengur
memoriesiwontforget	joy	0.682	minningar mun ekki gleymast
bestfriends	joy	0.682	bestu vinir
precious	joy	0.682	dýrmætur
appreciated	joy	0.682	vel metið
exaltation	joy	0.682	upphafningu
smiled	joy	0.682	brosti
brightens	joy	0.682	bjartari
tranquility	joy	0.679	ró
marry	joy	0.676	giftast
embrace	joy	0.676	faðma
positively	joy	0.676	jákvætt
grin	joy	0.672	glott
hug	joy	0.672	knúsa
hilarious	joy	0.672	fyndið
dearest	joy	0.672	kærustu
contentment	joy	0.672	nægjusemi
accomplished	joy	0.672	afrekað
relaxation	joy	0.672	slökun
bday	joy	0.672	afmælisdagur
enliven	joy	0.672	lífga upp á
weeeee	joy	0.672	weeee
giggles	joy	0.672	hlær
fulfilled	joy	0.667	uppfyllt
bountiful	joy	0.667	ríkulegur
victor	joy	0.667	sigurvegari
adore	joy	0.667	dýrka
boisterous	joy	0.667	hávær
fulfill	joy	0.664	uppfylla
cuddles	joy	0.662	kúra
prosperous	joy	0.660	velmegandi
appreciation	joy	0.656	þakklæti
serenity	joy	0.656	æðruleysi
happynewyear	joy	0.656	Gleðilegt nýtt ár
humor	joy	0.656	húmor
satisfy	joy	0.656	fullnægja
besties	joy	0.656	bestu bestu
encouraged	joy	0.656	hvatt til
captivate	joy	0.656	hrífa
christmaseve	joy	0.656	aðfangadagskvöld
glow	joy	0.656	ljóma
romanticism	joy	0.656	rómantík
innerpeace	joy	0.656	innri friður
pleasant	joy	0.656	notalegt
praises	joy	0.652	hrósar
abundance	joy	0.652	gnægð
fortunes	joy	0.652	örlög
engaged	joy	0.652	trúlofaður
praised	joy	0.652	lofað
relaxing	joy	0.652	afslappandi
treasure	joy	0.652	fjársjóður
satisfaction	joy	0.652	ánægju
nothingbetter	joy	0.647	ekkert betra
affection	joy	0.647	ástúð
relieved	joy	0.647	létti
complement	joy	0.647	viðbót
carnival	joy	0.643	karnival
priceless	joy	0.641	ómetanlegt
uplifting	joy	0.641	upplífgandi
sensuality	joy	0.641	næmni
saintly	joy	0.641	heilagur
champion	joy	0.641	meistari
thanksgiving	joy	0.641	þakkargjörð
harmoniously	joy	0.641	samhljóða
wedding	joy	0.641	brúðkaup
achieve	joy	0.641	afreka
divine	joy	0.641	guðdómlega
jackpot	joy	0.641	gullpottinn
honeymoon	joy	0.636	brúðkaupsferð
exalt	joy	0.636	upphefja
twinkle	joy	0.636	blika
comforting	joy	0.636	huggandi
felicity	joy	0.636	gleði
peaceful	joy	0.636	friðsælt
climax	joy	0.636	hápunktur
winner	joy	0.636	Sigurvegari
reverie	joy	0.636	dásemd
yayy	joy	0.636	jæja
cuddle	joy	0.636	kúra
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stjörnuskoðun
festival	joy	0.625	hátíð
sweet	joy	0.625	sætt
generosity	joy	0.625	gjafmildi
brighter	joy	0.625	bjartari
praisegod	joy	0.625	lof sé Guði
gorgeous	joy	0.625	glæsilegt
hearts	joy	0.625	hjörtu
amusing	joy	0.625	skemmtilegur
fondness	joy	0.625	dálæti
snuggling	joy	0.625	kúra
reward	joy	0.625	verðlaun
sex	joy	0.622	kynlíf
kind	joy	0.621	góður
genial	joy	0.621	snilld
parade	joy	0.621	skrúðganga
applause	joy	0.621	klapp
beauty	joy	0.621	fegurð
fulfilling	joy	0.618	fullnægjandi
aspiring	joy	0.618	upprennandi
newlife	joy	0.618	nýtt líf
godbless	joy	0.616	Guð blessi
virtuous	joy	0.613	dyggðugur
kiss	joy	0.610	kyssa
christmas	joy	0.609	jólin
rainbows	joy	0.609	regnboga
elegance	joy	0.609	glæsileika
generous	joy	0.609	gjafmildur
super	joy	0.609	frábær
playful	joy	0.609	fjörugur
enlightenment	joy	0.609	uppljómun
praiseworthy	joy	0.609	lofsvert
awards	joy	0.609	verðlaun
adorable	joy	0.609	yndisleg
rekindle	joy	0.609	kveikja aftur
winnings	joy	0.609	vinninga
independence	joy	0.607	sjálfstæði
amour	joy	0.607	ást
kindness	joy	0.606	góðvild
surprises	joy	0.606	kemur á óvart
heheh	joy	0.606	heheh
hilarity	joy	0.606	glettni
wonder	joy	0.606	furða
freely	joy	0.606	frjálslega
successful	joy	0.606	farsælt
inspired	joy	0.606	innblástur
onelove	joy	0.606	ein ást
whimsical	joy	0.603	duttlungafullur
entertainment	joy	0.603	skemmtun
passion	joy	0.603	ástríðu
stressfree	joy	0.601	laus við streitu
beautify	joy	0.601	fegra
sunrise	joy	0.600	sólarupprás
godisgood	joy	0.597	Guð er góður
goodmusic	joy	0.594	góð tónlist
revere	joy	0.594	virða
whoo	joy	0.594	vá
fanfare	joy	0.594	fanfari
inspire	joy	0.594	hvetja
angel	joy	0.594	engill
thankgod	joy	0.594	Guði sé lof
goodies	joy	0.594	góðgæti
jesus	joy	0.594	jesús
accomplishment	joy	0.594	afrek
snuggled	joy	0.594	kúrði
peacefully	joy	0.594	friðsamlega
flirt	joy	0.594	daðra
friendship	joy	0.591	vináttu
singing	joy	0.591	söng
heroic	joy	0.591	hetjulegur
exalted	joy	0.591	upphafinn
fortune	joy	0.591	örlög
highest	joy	0.591	hæsta
summer	joy	0.591	sumar
contented	joy	0.588	sáttur
rollicking	joy	0.588	rúllandi
overflowing	joy	0.588	yfirfullur
woot	joy	0.588	vá
accolade	joy	0.586	viðurkenningu
hope	joy	0.586	von
cozy	joy	0.583	notalegt
delicious	joy	0.579	ljúffengur
raving	joy	0.578	röfl
thelife	joy	0.578	lífið
darling	joy	0.578	elskan
sensuous	joy	0.578	skynsamlegt
picturesque	joy	0.578	fagur
friendly	joy	0.578	vinalegur
everlasting	joy	0.578	ævarandi
praise	joy	0.578	lof
ambition	joy	0.578	metnað
sparkle	joy	0.577	glitra
sensual	joy	0.576	munúðarfullur
peace	joy	0.576	friður
flattering	joy	0.576	smjaðrandi
grace	joy	0.576	náð
luckygirl	joy	0.576	heppinn stelpa
heroism	joy	0.576	hetjudáð
succeeding	joy	0.576	heppnast
yeahhh	joy	0.576	jájá
special	joy	0.574	sérstakt
livelife	joy	0.574	lifa lífinu
tantalizing	joy	0.572	pirrandi
pumped	joy	0.567	dælt
yey	joy	0.562	jájá
surprise	joy	0.562	óvart
sunny	joy	0.562	sólríkt
prevail	joy	0.562	sigra
revels	joy	0.562	gleðjast
humorous	joy	0.562	gamansamur
sweets	joy	0.562	sælgæti
liking	joy	0.562	líkar við
admirable	joy	0.562	aðdáunarvert
superstar	joy	0.562	stórstjarna
relax	joy	0.562	slakaðu á
prosper	joy	0.562	dafna
hero	joy	0.562	hetja
hugs	joy	0.562	knús
worthwhile	joy	0.562	þess virði
newyear	joy	0.561	nýtt ár
tenderness	joy	0.561	eymsli
bless	joy	0.561	blessi
favorable	joy	0.561	hagstæð
freedom	joy	0.561	frelsi
masterpiece	joy	0.561	meistaraverk
dreams	joy	0.559	drauma
hopeful	joy	0.559	vongóð
home	joy	0.559	heim
cruising	joy	0.556	sigling
gracias	joy	0.554	takk
faithfulness	joy	0.553	trúmennsku
eagerness	joy	0.552	ákafa
closeness	joy	0.552	nálægð
sunshine	joy	0.551	sólskin
comfy	joy	0.551	þægilegt
vacation	joy	0.547	frí
celestial	joy	0.547	himneskur
good	joy	0.547	góður
elite	joy	0.547	elítið
illuminate	joy	0.547	lýsa upp
confidence	joy	0.547	sjálfstraust
mistletoe	joy	0.547	mistilteinn
daughter	joy	0.547	dóttur
lifted	joy	0.547	lyft
goodmorning	joy	0.547	Góðan daginn
zeal	joy	0.547	ákafa
gifts	joy	0.547	gjafir
gift	joy	0.547	gjöf
astonishment	joy	0.547	undrun
heart	joy	0.547	hjarta
completion	joy	0.547	frágangi
bonus	joy	0.547	bónus
charmed	joy	0.546	heillað
dance	joy	0.545	dansa
sublime	joy	0.545	háleit
recreation	joy	0.545	afþreyingu
encouragement	joy	0.545	hvatningu
god	joy	0.545	guð
gush	joy	0.545	gusa
freshstart	joy	0.544	ný byrjun
free	joy	0.544	ókeypis
savior	joy	0.543	frelsara
sanctuary	joy	0.541	helgidómur
grandchildren	joy	0.540	barnabörn
wellness	joy	0.537	vellíðan
revel	joy	0.534	gleðjast
music	joy	0.531	tónlist
fab	joy	0.531	fab
bridal	joy	0.531	brúðar
soar	joy	0.531	svífa
alive	joy	0.531	lifandi
money	joy	0.531	peningar
soothing	joy	0.531	róandi
serene	joy	0.531	kyrrlátur
holiness	joy	0.531	heilagleika
inspirational	joy	0.531	hvetjandi
matrimony	joy	0.531	hjónaband
dayoff	joy	0.531	frídag
savor	joy	0.531	smakka
vitality	joy	0.531	lífsþrótt
confident	joy	0.531	sjálfsöruggur
firstborn	joy	0.531	frumburður
rainbow	joy	0.531	regnboga
liberation	joy	0.531	frelsun
elegant	joy	0.530	glæsilegur
mastery	joy	0.530	leikni
glimmer	joy	0.530	glimmer
illumination	joy	0.530	lýsingu
blossom	joy	0.530	blómstra
warmth	joy	0.530	hlýju
welcomed	joy	0.530	fagnað
treat	joy	0.529	skemmtun
faithful	joy	0.529	trúr
snuggles	joy	0.522	kúrar
laurels	joy	0.521	lárviður
commendable	joy	0.519	lofsvert
succeed	joy	0.516	takast
