English Word	Emotion	Emotion-Intensity-Score	Serbian Word
health	joy	0.493	здравље
aura	joy	0.493	аура
yehey	joy	0.486	иехеи
approved	joy	0.486	одобрено
oasis	joy	0.486	оаза
liberty	joy	0.486	слобода
crowning	joy	0.485	крунисање
aspiration	joy	0.485	тежња
privileged	joy	0.485	привилегован
crescendo	joy	0.485	цресцендо
rapture	joy	0.485	занос
liberate	joy	0.485	ослободити
nocomplaints	joy	0.485	без примедби
prestige	joy	0.485	престиж
bounty	joy	0.485	боунти
gentle	joy	0.485	нежна
inseparable	joy	0.485	нераздвојни
engaging	joy	0.485	ангажовање
loyal	joy	0.485	одан
betrothed	joy	0.485	верени
transcendence	joy	0.484	трансценденција
selfworth	joy	0.484	самовредност
yummy	joy	0.484	иумми
datenight	joy	0.484	датенигхт
destiny	joy	0.484	судбина
heyday	joy	0.484	хеидаи
aloha	joy	0.484	алоха
desire	joy	0.484	жеља
dream	joy	0.484	сан
luck	joy	0.484	срећа
fete	joy	0.484	фете
trophy	joy	0.484	трофеј
bouquet	joy	0.484	букет
chocolate	joy	0.484	чоколада
creativity	joy	0.484	креативност
boyfriend	joy	0.480	дечко
commemoration	joy	0.479	комеморација
intelligence	joy	0.477	интелигенција
readiness	joy	0.473	спремност
friend	joy	0.471	пријатељу
bride	joy	0.471	Невеста
enthusiast	joy	0.471	ентузијаста
lush	joy	0.470	бујна
inheritance	joy	0.470	наслеђе
soothe	joy	0.470	смирити
tickle	joy	0.470	голицати
kiddo	joy	0.470	киддо
nostalgia	joy	0.470	носталгија
massage	joy	0.470	масажа
calming	joy	0.470	смиривање
adventure	joy	0.470	авантура
pretty	joy	0.469	прилично
purring	joy	0.469	предење
eternal	joy	0.469	вечна
humanitarian	joy	0.469	хуманитарне
nurture	joy	0.469	неговати
giving	joy	0.469	давање
rest	joy	0.469	одморити се
getaway	joy	0.469	одлази
goals	joy	0.469	циљевима
pray	joy	0.469	молите се
bridegroom	joy	0.469	младожења
heartily	joy	0.469	од срца
luster	joy	0.469	сијање
bonding	joy	0.469	везивање
princess	joy	0.469	принцеза
amicable	joy	0.469	пријатељски
benevolence	joy	0.469	добронамерност
child	joy	0.466	дете
salutary	joy	0.465	спасоносна
invite	joy	0.457	позвати
beam	joy	0.456	греда
reminiscing	joy	0.456	присећајући се
befriend	joy	0.455	спријатељити се
aesthetics	joy	0.455	естетика
friday	joy	0.455	петак
freshair	joy	0.455	свеж ваздух
ceremony	joy	0.455	церемонија
kindred	joy	0.455	родбински
mindfulness	joy	0.455	свесност
sonice	joy	0.455	тако лепо
elevation	joy	0.455	надморска висина
tropical	joy	0.455	тропски
scholarship	joy	0.455	стипендија
hee	joy	0.455	он е
noworries	joy	0.453	без бриге
allure	joy	0.453	привлачност
approve	joy	0.453	одобрити
scenery	joy	0.453	пејзажа
waterfall	joy	0.453	водопад
vindication	joy	0.453	оправдање
namaste	joy	0.453	намасте
commemorate	joy	0.453	одати поцаст
faith	joy	0.453	вера
birth	joy	0.453	рођење
forgiveness	joy	0.453	опроштај
journey	joy	0.447	путовање
meditation	joy	0.446	медитација
relaxed	joy	0.442	опуштено
present	joy	0.441	поклон
weekend	joy	0.441	викенд
tender	joy	0.441	тендер
tranquil	joy	0.441	спокојно
lyrical	joy	0.439	лирски
sharing	joy	0.439	дељење
esteem	joy	0.439	поштовање
nostalgic	joy	0.439	носталгичан
prayer	joy	0.439	молитва
righteousness	joy	0.439	праведност
husband	joy	0.438	муж
relief	joy	0.438	олакшање
strength	joy	0.438	снагу
mighty	joy	0.438	моћан
unbeaten	joy	0.438	непоражен
eager	joy	0.438	жељни
share	joy	0.438	Објави
newday	joy	0.438	Нови дан
sonnet	joy	0.438	сонет
meditate	joy	0.438	медитирати
life	joy	0.438	живот
winterbreak	joy	0.429	зимски распуст
warm	joy	0.429	топло
movingforward	joy	0.429	напредовати
buddy	joy	0.427	друже
oneness	joy	0.426	јединство
unconstrained	joy	0.424	неспутан
amen	joy	0.424	амин
reverence	joy	0.424	поштовање
healthful	joy	0.424	здраво
thelittlethings	joy	0.424	мале ствари
medal	joy	0.424	медаља
unsurpassed	joy	0.424	непревазиђен
candlelight	joy	0.424	свеће
carols	joy	0.424	песме
ejaculation	joy	0.424	ејакулација
beginnings	joy	0.422	почецима
sledding	joy	0.422	санкање
graduation	joy	0.422	дипломирање
frisky	joy	0.422	фриски
lml	joy	0.422	лмл
ease	joy	0.422	ублажити, лакоца
symphony	joy	0.422	симфонија
wealth	joy	0.422	богатство
helpful	joy	0.422	користан
musical	joy	0.422	музички
glitter	joy	0.422	глиттер
calmness	joy	0.422	смиреност
energy	joy	0.422	енергије
safe	joy	0.422	безбедно
nostress	joy	0.421	ностресс
soundness	joy	0.421	солидност
promise	joy	0.415	обећање
reunite	joy	0.414	поново ујединити
mother	joy	0.412	мајка
salvation	joy	0.412	спасење
poems	joy	0.412	песме
clown	joy	0.409	кловн
lavender	joy	0.409	лаванда
immaculate	joy	0.409	беспрекоран
purify	joy	0.409	прочистити
inauguration	joy	0.409	инаугурација
aromatherapy	joy	0.409	ароматерапија
lighten	joy	0.409	олакшати
travel	joy	0.409	путовања
cash	joy	0.406	готовина
companion	joy	0.406	пратилац
live	joy	0.406	ливе
opportune	joy	0.406	опортуно
completing	joy	0.406	довршавајући
charity	joy	0.406	доброчинство
heal	joy	0.406	излечити
star	joy	0.406	Звезда
wishing	joy	0.406	желећи
flowers	joy	0.406	цвеће
income	joy	0.403	прихода
soul	joy	0.401	душа
munchies	joy	0.400	мунцхиес
emancipation	joy	0.397	еманципација
indescribable	joy	0.397	неописиво
progress	joy	0.397	напредак
equality	joy	0.394	једнакост
childhood	joy	0.394	детињство
together	joy	0.394	заједно
rhythmical	joy	0.394	ритмичан
fullness	joy	0.394	пуноћа
calm	joy	0.394	мирно
hammock	joy	0.394	висећа мрежа
picnic	joy	0.394	пикник
movies	joy	0.393	филмовима
zealous	joy	0.393	ревносни
playground	joy	0.391	игралиште
affluence	joy	0.391	богатство
warms	joy	0.391	греје
choir	joy	0.391	хор
littlethings	joy	0.391	ситнице
auspicious	joy	0.391	повољно
meaningful	joy	0.391	смислено
adventures	joy	0.391	авантуре
goofy	joy	0.391	глуп
starry	joy	0.391	звездано
humanity	joy	0.391	човечанство
gesture	joy	0.387	гест
witty	joy	0.382	духовит
vow	joy	0.382	завет
shopping	joy	0.382	шопинг
vibes	joy	0.379	вибрације
worship	joy	0.379	обожавање
jump	joy	0.379	скок
communion	joy	0.379	причешће
reverend	joy	0.377	пречасни
rising	joy	0.375	у порасту
advance	joy	0.375	унапред
beaches	joy	0.375	Плаже
sonorous	joy	0.375	звучно
courtship	joy	0.375	удварање
experience	joy	0.375	искуство
reunion	joy	0.375	поновно окупљање
simplicity	joy	0.375	једноставност
full	joy	0.375	пуна
hymn	joy	0.375	химна
spirits	joy	0.375	духови
unforgettable	joy	0.375	незаборавно
mirth	joy	0.375	весеље
youth	joy	0.375	младости
scenic	joy	0.375	сцениц
unique	joy	0.375	јединствени
redeemed	joy	0.375	искупио
alliance	joy	0.368	савез
baptismal	joy	0.368	крштење
grant	joy	0.366	одобрити
kitten	joy	0.364	маче
sanctification	joy	0.364	освећење
conciliation	joy	0.364	помирење
improves	joy	0.364	побољшава
pure	joy	0.364	чиста
improve	joy	0.364	побољшати
authentic	joy	0.364	аутентичан
moonlight	joy	0.364	месечина
weightloss	joy	0.362	губитак тежине
raspberries	joy	0.360	малине
feeling	joy	0.359	Осећај
jest	joy	0.359	шала
independent	joy	0.359	независни
sanctify	joy	0.359	осветити
devotional	joy	0.359	предано
tinsel	joy	0.359	шљокица
proficiency	joy	0.359	стручност
listenting	joy	0.359	слушање
fidelity	joy	0.359	верност
revival	joy	0.359	Оживљавање
giver	joy	0.353	давалац
cocoa	joy	0.353	какао
deliverance	joy	0.348	избављење
melody	joy	0.348	мелодија
unification	joy	0.348	уједињење
romp	joy	0.348	ромп
purpose	joy	0.348	сврха
choral	joy	0.348	хорски
exceed	joy	0.348	премашити
dolphin	joy	0.348	делфин
roaring	joy	0.348	урлајући
favor	joy	0.348	наклоност
hotyoga	joy	0.347	хотиога
voluptuous	joy	0.344	сладострасни
fruits	joy	0.344	воће
cookies	joy	0.344	колачићи
manicure	joy	0.344	маникир
nowork	joy	0.344	нема посла
date	joy	0.344	датум
newstart	joy	0.344	Нови почетак
hedonism	joy	0.344	хедонизам
pledge	joy	0.344	залог
electric	joy	0.344	електрични
humble	joy	0.344	скроман
roadtrip	joy	0.344	роадтрип
thx	joy	0.344	Хвала
kiddos	joy	0.344	клинци
celebrity	joy	0.342	позната личност
bridesmaid	joy	0.338	дјеверуша
rhythm	joy	0.338	ритам
spa	joy	0.333	бања
snowday	joy	0.333	снежни дан
familiarity	joy	0.333	фамилијарност
coffee	joy	0.333	кафа
edification	joy	0.333	поучавање
garden	joy	0.333	башта
renovation	joy	0.333	реновирање
dawn	joy	0.333	зора
connoisseur	joy	0.333	познавалац
gazing	joy	0.333	гледање
obliging	joy	0.333	обавезујући
partner	joy	0.333	партнер
foodie	joy	0.331	гурман
synchronize	joy	0.329	синхронизовати
tribulation	joy	0.328	невоља
psalm	joy	0.328	псалам
pedicure	joy	0.328	педикир
noregrets	joy	0.328	нема кајања
chirping	joy	0.328	цвркутање
saint	joy	0.328	Свети
healing	joy	0.328	исцељење
carol	joy	0.328	царол
true	joy	0.328	истинито
hobby	joy	0.328	хоби
amnesty	joy	0.328	амнестија
respite	joy	0.324	предах
recreational	joy	0.318	рекреативно
cousins	joy	0.318	рођаци
mellow	joy	0.318	меко
restorative	joy	0.318	ресторативни
lazyday	joy	0.318	лазидаи
classics	joy	0.318	класика
reconciliation	joy	0.316	помирење
woods	joy	0.312	шуме
progression	joy	0.312	напредовање
muchneeded	joy	0.312	много потребно
sterling	joy	0.312	стерлинг
dove	joy	0.312	голубица
simplify	joy	0.312	поједноставити
fitness	joy	0.312	фитнесс
sunset	joy	0.312	залазак сунца
wisdom	joy	0.312	мудрости
relight	joy	0.312	поново осветлити
living	joy	0.312	живећи
presto	joy	0.312	престо
playhouse	joy	0.312	играоница
superman	joy	0.312	суперман
pony	joy	0.312	пони
recovery	joy	0.312	опоравак
crafts	joy	0.312	занати
lord	joy	0.312	господару
deal	joy	0.312	договор
improvement	joy	0.309	побољшање
infant	joy	0.309	дојенче
absolution	joy	0.306	опроштење
honest	joy	0.303	поштени
gently	joy	0.303	нежно
banquet	joy	0.303	банкет
established	joy	0.303	успостављена
endless	joy	0.303	бескрајна
decorating	joy	0.303	украшавање
providing	joy	0.300	обезбеђивање
lounging	joy	0.297	излежавање
growth	joy	0.297	раст
strolling	joy	0.297	шетајући
feat	joy	0.297	феат
morals	joy	0.297	морал
mine	joy	0.297	мој
spending	joy	0.297	трошење
light	joy	0.297	светлости
spiritual	joy	0.297	духовним
quaint	joy	0.297	чудан
fraternal	joy	0.297	братски
notable	joy	0.297	значајан
softly	joy	0.297	меко
harvest	joy	0.297	жетва
yearning	joy	0.297	жудња
breeze	joy	0.297	поветарац
joker	joy	0.297	јокер
meditating	joy	0.297	медитирајући
fervor	joy	0.295	жар
quotes	joy	0.294	цитати
volunteer	joy	0.294	добровољац
gain	joy	0.288	добитак
resources	joy	0.288	ресурси
create	joy	0.288	Креирај
psalms	joy	0.288	псалми
hippie	joy	0.288	хипи
taoism	joy	0.288	таоизам
midwife	joy	0.288	бабица
receiving	joy	0.287	примање
snowfall	joy	0.286	снежне падавине
ocean	joy	0.286	океан
lsd	joy	0.286	лсд
hiking	joy	0.283	планинарење
evergreen	joy	0.281	зимзелен
destination	joy	0.281	одредиште
candid	joy	0.281	искрен
unwind	joy	0.281	одмотати се
truce	joy	0.281	примирје
toast	joy	0.281	тост
chill	joy	0.281	цхилл
infinity	joy	0.281	бесконачност
rested	joy	0.281	одморио
buzzing	joy	0.281	зујање
venerable	joy	0.279	преподобни
