English Word	Emotion	Emotion-Intensity-Score	Tatar Word
unorganised	fear	0.188	оешмаган
gnome	fear	0.188	гном
fragile	fear	0.188	ватык
cautiously	fear	0.188	саклык белән
stillness	fear	0.188	тынычлык
intrigue	fear	0.188	интрига
rule	fear	0.188	кагыйдә
elf	fear	0.185	elf
stillwaiting	fear	0.184	көтә
lonely	fear	0.183	ялгызлык
slippery	fear	0.181	тайгак
interview	fear	0.180	интервью
everyman	fear	0.178	һәрбер кеше
speculation	fear	0.176	спекуляция
needtoknow	fear	0.173	.әр сүзнең
worship	fear	0.172	гыйбадәт
unsure	fear	0.172	ышанычсыз
surprise	fear	0.172	сюрприз
settlor	fear	0.172	урнаштыручы
competition	fear	0.172	конкуренция
readytogo	fear	0.172	барырга әзер
checkpoint	fear	0.172	тикшерү пункты
composure	fear	0.172	тынычлык
interviewer	fear	0.172	әңгәмәдәш
chaff	fear	0.172	салам
regulatory	fear	0.172	көйләүче
birch	fear	0.172	каен
shell	fear	0.172	кабыгы
assessment	fear	0.172	бәяләү
uncertain	fear	0.172	билгесез
rod	fear	0.172	таяк
humanrights	fear	0.172	кеше хокуклары
less	fear	0.167	Кимрәк
coy	fear	0.162	кой
iris	fear	0.160	ирис
intimately	fear	0.156	тыгыз
hearing	fear	0.156	ишетү
legalized	fear	0.156	легальләштерелгән
needit	fear	0.156	ихтыяҗ
audition	fear	0.156	аудитория
retirement	fear	0.156	пенсия
countdown	fear	0.156	санау
sly	fear	0.156	мәкерле
bases	fear	0.156	нигезләр
ceasefire	fear	0.156	атыш
medication	fear	0.156	дарулар
courageous	fear	0.154	кыю
overthinker	fear	0.153	чиктән тыш уйлау
backtrack	fear	0.151	артка
dawned	fear	0.150	таң атты
censor	fear	0.149	цензура
bailiff	fear	0.147	суд приставы
syllabus	fear	0.147	программа
delay	fear	0.141	тоткарлау
newcomer	fear	0.141	яңа килгән
imagination	fear	0.141	фантазия
waiting	fear	0.141	көтү
gent	fear	0.141	йомшак
validity	fear	0.141	дөреслек
cove	fear	0.141	куыш
rationality	fear	0.141	рационализм
caricature	fear	0.141	карикатура
eventuality	fear	0.141	ахыргы
alreadyyyyy	fear	0.140	.әр сүзнең
shy	fear	0.140	оялчан
symptom	fear	0.133	симптом
excite	fear	0.132	дулкынландыр
raccoon	fear	0.127	ракун
clown	fear	0.125	клоун
tryout	fear	0.125	кара
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	йөзү
campaigning	fear	0.125	кампания
hawk	fear	0.125	карчыга
prevent	fear	0.125	булдырма
gameday	fear	0.125	гамедай
ahhh	fear	0.125	ах
marry	fear	0.125	өйләнеш
sprite	fear	0.125	сприт
soready	fear	0.125	авыр
sag	fear	0.123	саг
pharmacy	fear	0.123	даруханә
policeman	fear	0.121	полицейский
dreamt	fear	0.111	хыялланган
lace	fear	0.111	бау
homework	fear	0.109	өй эше
destination	fear	0.109	бара торган урын
incase	fear	0.109	очракта
pray	fear	0.109	дога кыл
knot	fear	0.109	төен
confidence	fear	0.109	ышаныч
bigday	fear	0.109	зур көн
holiness	fear	0.109	изгелек
notoriety	fear	0.109	билгеле
weight	fear	0.109	авырлык
slender	fear	0.100	нечкә
undecided	fear	0.098	карарсыз
sympathetic	fear	0.097	кызганучан
poise	fear	0.094	тыныч
case	fear	0.094	очрак
treat	fear	0.094	дәвалау
locate	fear	0.094	табу
loyal	fear	0.094	тугры
grades	fear	0.094	класслар
god	fear	0.094	алла
helmet	fear	0.094	шлем
confident	fear	0.094	ышанычлы
counsellor	fear	0.094	киңәшче
northeast	fear	0.088	төньяк-көнчыгыш
graduation	fear	0.078	чыгарылыш
compassion	fear	0.078	кызгану
nurture	fear	0.078	тәрбияләү
graded	fear	0.075	дәрәҗәле
mum	fear	0.070	әни
infant	fear	0.067	сабый
journey	fear	0.062	сәяхәт
parade	fear	0.062	парад
gradschool	fear	0.062	класс мәктәбе
civilian	fear	0.062	граждан
cloudiness	fear	0.062	болыт
cash	fear	0.062	акча
civilians	fear	0.062	тыныч халык
guidelines	fear	0.062	күрсәтмәләр
soulmate	fear	0.062	җандаш
youth	fear	0.062	яшьлек
opera	fear	0.057	опера
synonymous	fear	0.056	синоним
honest	fear	0.047	намуслы
praying	fear	0.047	дога кылу
intelligence	fear	0.038	интеллект
volunteer	fear	0.031	волонтер
romance	fear	0.031	романтика
lines	fear	0.031	юллар
obey	fear	0.016	буйсын
happiest	joy	0.986	иң бәхетле
happiness	joy	0.984	бәхет
bliss	joy	0.971	бәхет
celebrating	joy	0.970	бәйрәм итү
jubilant	joy	0.969	шат
ecstatic	joy	0.954	экстатик
elation	joy	0.944	шатлану
beaming	joy	0.938	яктырту
bestdayever	joy	0.938	bestәр сүзнең
loveee	joy	0.932	яратучы
celebration	joy	0.929	бәйрәм
awesomeness	joy	0.926	искиткеч
joy	joy	0.924	шатлык
joyous	joy	0.922	шат
fabulous	joy	0.922	искиткеч
happily	joy	0.922	бәхетле
excitement	joy	0.922	дулкынлану
exuberance	joy	0.922	.әр сүзнең
makesmehappy	joy	0.922	.әр сүзнең
euphoria	joy	0.922	эйфория
lovee	joy	0.920	ярату
gratitude	joy	0.914	рәхмәт
happydance	joy	0.912	Бәхет
merriment	joy	0.912	күңел ачу
spectacular	joy	0.912	искиткеч
overjoyed	joy	0.909	бик шат
purebliss	joy	0.909	саф
triumphant	joy	0.907	җиңү
ecstasy	joy	0.906	дулкынлану
lovelovelove	joy	0.906	ярату
cheerful	joy	0.906	шат
cheer	joy	0.897	шатлан
elated	joy	0.894	шат
peaceofmind	joy	0.891	тынычлык
jolly	joy	0.891	шат
delighted	joy	0.891	Шатланган
lovethis	joy	0.891	loveәр сүзнең
excitation	joy	0.891	дулкынлану
exhilaration	joy	0.891	күңел күтәренкелеге
pleasures	joy	0.891	ләззәтләр
laugh	joy	0.891	көлү
marvelously	joy	0.881	искиткеч
loving	joy	0.879	ярату
joyful	joy	0.879	шат
blissful	joy	0.879	бәхетле
outstanding	joy	0.879	күренекле
pleasurable	joy	0.877	рәхәт
lovinglife	joy	0.875	мәхәббәт тормышы
enthusiastic	joy	0.875	дәртле
glee	joy	0.875	кул
iloveher	joy	0.875	мин аны яратам
yaaaay	joy	0.875	яааай
overthemoon	joy	0.875	overәр сүзнең
happyplace	joy	0.875	Бәхет
sohappy	joy	0.868	шат
superb	joy	0.864	искиткеч
woohoo	joy	0.864	woohoo
laughing	joy	0.864	көлә
wonderful	joy	0.863	искиткеч
hooray	joy	0.859	Ура
loved	joy	0.859	яраткан
tearsofjoy	joy	0.859	елый
hallelujah	joy	0.859	халлелужа
magnificent	joy	0.859	искиткеч
glory	joy	0.859	дан
ilovechristmas	joy	0.859	иловехристмас
brilliant	joy	0.859	якты
celebrated	joy	0.859	бәйрәм иттеләр
cheering	joy	0.859	шатлану
yayyyy	joy	0.859	яйый
heavenly	joy	0.853	күктә
exciting	joy	0.853	дулкынландыргыч
thrilled	joy	0.851	бик шат
mademyday	joy	0.848	Mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	бәйрәм итегез
wonderfully	joy	0.844	искиткеч
blessing	joy	0.844	фатиха
favoriteholiday	joy	0.844	яраткан бәйрәм
paradise	joy	0.833	оҗмах
marvellous	joy	0.833	искиткеч
festive	joy	0.833	бәйрәм
sweetness	joy	0.833	татлы
blessed	joy	0.833	мөбарәк
celebrations	joy	0.833	бәйрәмнәр
compliment	joy	0.831	мактау
smiling	joy	0.828	елмая
allsmiles	joy	0.828	allsmiles
love	joy	0.828	мәхәббәт
enchanting	joy	0.828	сихер
homesweethome	joy	0.826	туган ягым - алтын бишек
thankyougod	joy	0.824	рәхмәт
marvelous	joy	0.824	искиткеч
laughter	joy	0.824	көлү
goodmood	joy	0.819	яхшы кәеф
goodness	joy	0.818	яхшылык
excellence	joy	0.818	өстенлек
sensational	joy	0.818	сенсацион
joys	joy	0.818	шатлык
delightful	joy	0.818	рәхәт
excited	joy	0.818	дулкынланган
rejoicing	joy	0.818	шатлану
happyheart	joy	0.818	бәхетле
celebratory	joy	0.818	бәйрәм
greatful	joy	0.816	бик яхшы
jovial	joy	0.814	jovial
rejoice	joy	0.812	шатланыгыз
splendid	joy	0.812	искиткеч
enjoy	joy	0.812	ләззәтләнегез
smiley	joy	0.812	елмаю
glorious	joy	0.812	данлы
victorious	joy	0.812	җиңүче
lovemaking	joy	0.812	ярату
bonanza	joy	0.812	бонанза
greatday	joy	0.812	олы көн
excellent	joy	0.812	бик яхшы
goodtimes	joy	0.811	хәерле вакыт
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	бәхетле көн
myfavorite	joy	0.804	фаворитым
thankyoulord	joy	0.803	рәхмәт
gladness	joy	0.803	шатлык
yayyy	joy	0.803	яйй
yeahhhh	joy	0.803	әйе
pleasure	joy	0.803	ләззәт
giggle	joy	0.802	кычкыру
happier	joy	0.797	бәхетлерәк
lovemylife	joy	0.797	мәхәббәт
magnificence	joy	0.797	мәһабәтлек
happytweet	joy	0.797	Бәхетле
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	yesss
dancing	joy	0.797	бию
success	joy	0.797	уңыш
grateful	joy	0.789	рәхмәтле
amuse	joy	0.788	күңел ачу
splendor	joy	0.788	матурлык
happy	joy	0.788	бәхетле
fun	joy	0.788	күңелле
giggling	joy	0.781	кычкыру
glad	joy	0.781	шат
glorify	joy	0.781	данлагыз
radiant	joy	0.781	нурлы
beautiful	joy	0.781	матур
solucky	joy	0.781	уңышлы
sothankful	joy	0.781	сотанфул
enchanted	joy	0.781	сихерләнгән
romance	joy	0.779	романтика
perfection	joy	0.779	камиллек
christmassy	joy	0.779	Раштуа
heavens	joy	0.779	күкләр
thrilling	joy	0.776	дулкынландыргыч
lovable	joy	0.773	сөйкемле
congrats	joy	0.773	конгресс
fiesta	joy	0.773	фиеста
entertain	joy	0.773	күңел ачу
happyvalentinesday	joy	0.773	Изге Вәли көне белән
miraculous	joy	0.773	могҗиза
cheers	joy	0.773	шатланыгыз
cheered	joy	0.773	шатландылар
positivity	joy	0.773	уңайлык
funday	joy	0.772	фонд
enjoying	joy	0.771	ләззәтләнү
lifeisgood	joy	0.766	яшәү әйбәт
amused	joy	0.766	көлке
goodfeeling	joy	0.766	яхшылык
christmasspirit	joy	0.766	Раштуа
cuddling	joy	0.766	тыгылу
smiles	joy	0.766	елмая
sosweet	joy	0.766	шундый тәти
thebest	joy	0.766	иң яхшы
party	joy	0.765	кичә
delight	joy	0.765	ләззәт
orgasm	joy	0.765	оргазм
positive	joy	0.761	уңай
sweetheart	joy	0.758	сөеклем
enlighten	joy	0.758	мәгърифәт
cheerfulness	joy	0.758	шатлык
miracles	joy	0.758	могҗизалар
giddy	joy	0.757	гидди
christmastime	joy	0.757	Раштуа бәйрәме
gratify	joy	0.750	канәгать
greatness	joy	0.750	бөеклек
friendliness	joy	0.750	дуслык
blessings	joy	0.750	фатихалар
laughs	joy	0.750	көлә
tistheseason	joy	0.750	.әр сүзнең
smile	joy	0.750	елма
pleasing	joy	0.750	рәхәт
romantic	joy	0.750	романтик
happyholidays	joy	0.750	Бәхетле
frolic	joy	0.748	фролик
jubilee	joy	0.742	юбилей
miracle	joy	0.742	могҗиза
enthusiasm	joy	0.742	дәрт
selflove	joy	0.742	selfәр сүзнең
triumph	joy	0.742	җиңү
magical	joy	0.742	тылсымлы
rewarding	joy	0.742	бүләкләү
goodvibes	joy	0.742	саубуллашу
positiveenergy	joy	0.742	позитив энергия
feelgood	joy	0.736	тойгы
prosperity	joy	0.735	муллык
behappy	joy	0.734	шатлан
admiration	joy	0.734	соклану
passionate	joy	0.734	дәртле
goodday	joy	0.734	яхшы көн
luxurious	joy	0.734	люкс
tgif	joy	0.734	tgif
victory	joy	0.734	җиңү
feelinggood	joy	0.734	тойгы
enchant	joy	0.734	сихерче
greatnight	joy	0.734	төн
vivacious	joy	0.734	җанлы
glorification	joy	0.733	данлау
sing	joy	0.729	җырла
glowing	joy	0.729	ялтыравыклы
yessss	joy	0.728	yessss
fulfillment	joy	0.728	үтәлеше
breathtaking	joy	0.728	сокландыргыч
thankful	joy	0.727	рәхмәт
cheery	joy	0.727	шат
santa	joy	0.727	Санта
hurrah	joy	0.727	Ура
christmasbreak	joy	0.727	Раштуа бәйрәме
win	joy	0.727	җиңү
atpeace	joy	0.727	atpeace
award	joy	0.727	премия
merry	joy	0.727	күңелле
inspiration	joy	0.725	илһам
radiance	joy	0.725	нур
pleased	joy	0.725	риза
uplift	joy	0.723	күтәрү
optimistic	joy	0.723	оптимистик
heaven	joy	0.721	күк
lucky	joy	0.721	бәхетле
godisgreat	joy	0.721	Godisgreat
holidays	joy	0.721	бәйрәмнәр
thrill	joy	0.721	дулкынлану
congratulatory	joy	0.719	котлау
thriving	joy	0.719	чәчәк ата
amusement	joy	0.719	күңел ачу
perfect	joy	0.719	камил
lover	joy	0.719	гашыйк
xmas	joy	0.719	xmas
heartfelt	joy	0.719	чын күңелдән
utopian	joy	0.719	утопия
lovely	joy	0.719	матур
harmony	joy	0.719	гармония
praising	joy	0.719	мактау
brighten	joy	0.719	яктырту
luckiest	joy	0.712	иң бәхетле
merrychristmas	joy	0.712	Раштуа белән
magic	joy	0.712	тылсым
achievement	joy	0.712	казаныш
yay	joy	0.712	кәрзингә өстә
holiday	joy	0.712	бәйрәм
treasures	joy	0.712	хәзинәләр
luxury	joy	0.712	люкс
bestfeeling	joy	0.712	яхшы хис итү
intimate	joy	0.710	интим
soblessed	joy	0.706	елады
yaaay	joy	0.706	яай
rave	joy	0.706	дулкын
chuckle	joy	0.706	чылбыр
proud	joy	0.704	горур
winning	joy	0.703	җиңү
cherish	joy	0.703	кадерләгез
goodnews	joy	0.703	саубуллашу
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	оптимизм
amazingly	joy	0.703	гаҗәп
lovelife	joy	0.703	гашыйк
truelove	joy	0.703	чын мәхәббәт
beautification	joy	0.703	матурлау
satisfying	joy	0.703	канәгатьләндерерлек
appreciates	joy	0.703	кадерли
cuddled	joy	0.703	кысылган
goodlife	joy	0.703	яхшы тормыш
gooood	joy	0.703	гуд
sweetest	joy	0.703	иң татлы
yaay	joy	0.700	яай
entertained	joy	0.700	күңел ачты
excite	joy	0.697	дулкынландыр
newbeginnings	joy	0.693	newbeginnings
praisejesus	joy	0.691	мактау
birthday	joy	0.691	туган көн
greatfriends	joy	0.688	дуслар
adoration	joy	0.688	табыну
godsend	joy	0.688	алла
favorite	joy	0.688	яраткан
content	joy	0.688	эчтәлеге
entertaining	joy	0.688	мавыктыргыч
honored	joy	0.688	хөрмәтле
metime	joy	0.688	метим
exquisite	joy	0.688	нәфис
holidayseason	joy	0.688	ял көне
thankyoujesus	joy	0.688	рәхмәт
angelic	joy	0.688	фәрештә
goodhealth	joy	0.682	сәламәтлек
majestic	joy	0.682	мәһабәт
luscious	joy	0.682	ләззәтле
memoriesiwontforget	joy	0.682	истәлекләр
bestfriends	joy	0.682	иң яхшы дуслар
precious	joy	0.682	кадерле
appreciated	joy	0.682	рәхмәтле
exaltation	joy	0.682	күтәрү
smiled	joy	0.682	елмаеп җибәрде
brightens	joy	0.682	яктырта
tranquility	joy	0.679	тынычлык
marry	joy	0.676	өйләнеш
embrace	joy	0.676	кочаклау
positively	joy	0.676	уңай
grin	joy	0.672	елмаю
hug	joy	0.672	кочаклау
hilarious	joy	0.672	күңелле
dearest	joy	0.672	иң кадерле
contentment	joy	0.672	канәгатьлек
accomplished	joy	0.672	башкарылды
relaxation	joy	0.672	ял итү
bday	joy	0.672	bday
