English Word	Emotion	Emotion-Intensity-Score	Telugu Word
unbeaten	joy	0.438	అజేయంగా
eager	joy	0.438	ఆత్రుత
share	joy	0.438	వాటా
newday	joy	0.438	కొత్త రోజు
sonnet	joy	0.438	సొనెట్
meditate	joy	0.438	ధ్యానం చేయండి
life	joy	0.438	జీవితం
winterbreak	joy	0.429	శీతాకాల విరామం
warm	joy	0.429	వెచ్చని
movingforward	joy	0.429	ముందుకు కదిలే
buddy	joy	0.427	మిత్రుడు
oneness	joy	0.426	ఏకత్వం
unconstrained	joy	0.424	నిర్బంధం లేని
amen	joy	0.424	ఆమెన్
reverence	joy	0.424	గౌరవం
healthful	joy	0.424	ఆరోగ్యకరం
thelittlethings	joy	0.424	చిన్న విషయాలు
medal	joy	0.424	పతకం
unsurpassed	joy	0.424	అధిగమించలేని
candlelight	joy	0.424	కొవ్వొత్తి వెలుగు
carols	joy	0.424	కరోల్స్
ejaculation	joy	0.424	స్కలనం
beginnings	joy	0.422	ప్రారంభాలు
sledding	joy	0.422	స్లెడ్డింగ్
graduation	joy	0.422	గ్రాడ్యుయేషన్
frisky	joy	0.422	చురుకైన
lml	joy	0.422	lml
ease	joy	0.422	సులభం
symphony	joy	0.422	సింఫొనీ
wealth	joy	0.422	సంపద
helpful	joy	0.422	సహాయకారిగా
musical	joy	0.422	సంగీతపరమైన
glitter	joy	0.422	మెరుపు
calmness	joy	0.422	ప్రశాంతత
energy	joy	0.422	శక్తి
safe	joy	0.422	సురక్షితం
nostress	joy	0.421	ఒత్తిడి లేదు
soundness	joy	0.421	దృఢత్వం
promise	joy	0.415	వాగ్దానం
reunite	joy	0.414	తిరిగి కలుస్తాయి
mother	joy	0.412	తల్లి
salvation	joy	0.412	మోక్షం
poems	joy	0.412	పద్యాలు
clown	joy	0.409	విదూషకుడు
lavender	joy	0.409	లావెండర్
immaculate	joy	0.409	నిష్కళంకమైన
purify	joy	0.409	శుద్ధి
inauguration	joy	0.409	ప్రారంభోత్సవం
aromatherapy	joy	0.409	అరోమాథెరపీ
lighten	joy	0.409	కాంతివంతం
travel	joy	0.409	ప్రయాణం
cash	joy	0.406	నగదు
companion	joy	0.406	తోడుగా
live	joy	0.406	జీవించు
opportune	joy	0.406	అనుకూలమైన
completing	joy	0.406	పూర్తి చేయడం
charity	joy	0.406	దాతృత్వం
heal	joy	0.406	నయం
star	joy	0.406	నక్షత్రం
wishing	joy	0.406	కోరుకుంటూ
flowers	joy	0.406	పువ్వులు
income	joy	0.403	ఆదాయం
soul	joy	0.401	ఆత్మ
munchies	joy	0.400	ముంచిలు
emancipation	joy	0.397	విముక్తి
indescribable	joy	0.397	వర్ణించలేనిది
progress	joy	0.397	పురోగతి
equality	joy	0.394	సమానత్వం
childhood	joy	0.394	బాల్యం
together	joy	0.394	కలిసి
rhythmical	joy	0.394	లయబద్ధమైన
fullness	joy	0.394	సంపూర్ణత
calm	joy	0.394	ప్రశాంతత
hammock	joy	0.394	ఊయల
picnic	joy	0.394	విహారయాత్ర
movies	joy	0.393	సినిమాలు
zealous	joy	0.393	ఉత్సాహవంతుడు
playground	joy	0.391	ఆటస్థలం
affluence	joy	0.391	ఐశ్వర్యం
warms	joy	0.391	వేడెక్కుతుంది
choir	joy	0.391	గాయక బృందం
littlethings	joy	0.391	చిన్న విషయాలు
auspicious	joy	0.391	శుభప్రదమైనది
meaningful	joy	0.391	అర్థవంతమైన
adventures	joy	0.391	సాహసాలు
goofy	joy	0.391	తెలివితక్కువ
starry	joy	0.391	నక్షత్రాలతో కూడిన
humanity	joy	0.391	మానవత్వం
gesture	joy	0.387	సంజ్ఞ
witty	joy	0.382	చమత్కారమైన
vow	joy	0.382	ప్రతిజ్ఞ
shopping	joy	0.382	షాపింగ్
vibes	joy	0.379	ప్రకంపనలు
worship	joy	0.379	ఆరాధన
jump	joy	0.379	ఎగిరి దుముకు
communion	joy	0.379	కమ్యూనియన్
reverend	joy	0.377	పూజ్యుడు
rising	joy	0.375	పెరుగుతున్నాయి
advance	joy	0.375	ముందుకు
beaches	joy	0.375	బీచ్‌లు
sonorous	joy	0.375	స్వరమైన
courtship	joy	0.375	కోర్ట్షిప్
experience	joy	0.375	అనుభవం
reunion	joy	0.375	పునఃకలయిక
simplicity	joy	0.375	సరళత
full	joy	0.375	పూర్తి
hymn	joy	0.375	శ్లోకం
spirits	joy	0.375	ఆత్మలు
unforgettable	joy	0.375	మరపురాని
mirth	joy	0.375	ఉల్లాసం
youth	joy	0.375	యువత
scenic	joy	0.375	సుందరమైన
unique	joy	0.375	ఏకైక
redeemed	joy	0.375	విమోచించబడింది
alliance	joy	0.368	కూటమి
baptismal	joy	0.368	బాప్టిజం
grant	joy	0.366	మంజూరు
kitten	joy	0.364	పిల్లి పిల్ల
sanctification	joy	0.364	పవిత్రీకరణ
conciliation	joy	0.364	రాజీ
improves	joy	0.364	మెరుగుపరుస్తుంది
pure	joy	0.364	స్వచ్ఛమైన
improve	joy	0.364	మెరుగు
authentic	joy	0.364	ప్రామాణికమైన
moonlight	joy	0.364	చంద్రకాంతి
weightloss	joy	0.362	బరువు తగ్గడం
raspberries	joy	0.360	రాస్ప్బెర్రీస్
feeling	joy	0.359	భావన
jest	joy	0.359	ఎగతాళి
independent	joy	0.359	స్వతంత్ర
sanctify	joy	0.359	పవిత్రం
devotional	joy	0.359	భక్తి
tinsel	joy	0.359	టిన్సెల్
proficiency	joy	0.359	ప్రావీణ్యం
listenting	joy	0.359	వింటున్నాను
fidelity	joy	0.359	విశ్వసనీయత
revival	joy	0.359	పునరుజ్జీవనం
giver	joy	0.353	ఇచ్చేవాడు
cocoa	joy	0.353	కోకో
deliverance	joy	0.348	విముక్తి
melody	joy	0.348	శ్రావ్యత
unification	joy	0.348	ఏకీకరణ
romp	joy	0.348	రొంప్
purpose	joy	0.348	ప్రయోజనం
choral	joy	0.348	బృందగానం
exceed	joy	0.348	మించిపోతాయి
dolphin	joy	0.348	డాల్ఫిన్
roaring	joy	0.348	గర్జించడం
favor	joy	0.348	అనుకూలంగా
hotyoga	joy	0.347	హాట్యోగ
voluptuous	joy	0.344	విలాసవంతమైన
fruits	joy	0.344	పండ్లు
cookies	joy	0.344	కుక్కీలు
manicure	joy	0.344	చేతుల అందమును తీర్చిదిద్దే పద్ధతి
nowork	joy	0.344	పని లేదు
date	joy	0.344	తేదీ
newstart	joy	0.344	కొత్త ప్రారంభం
hedonism	joy	0.344	సుఖప్రవృత్తి
pledge	joy	0.344	ప్రతిజ్ఞ
electric	joy	0.344	విద్యుత్
humble	joy	0.344	వినయపూర్వకమైన
roadtrip	joy	0.344	రోడ్డు యాత్ర
thx	joy	0.344	thx
kiddos	joy	0.344	చిన్నపిల్లలు
celebrity	joy	0.342	ప్రముఖ
bridesmaid	joy	0.338	తోడిపెళ్లికూతురు
rhythm	joy	0.338	లయ
spa	joy	0.333	స్పా
snowday	joy	0.333	మంచు కురిసి రోజు
familiarity	joy	0.333	పరిచయము
coffee	joy	0.333	కాఫీ
edification	joy	0.333	సవరణ
garden	joy	0.333	తోట
renovation	joy	0.333	పునర్నిర్మాణం
dawn	joy	0.333	తెల్లవారుజాము
connoisseur	joy	0.333	రసికుడు
gazing	joy	0.333	చూస్తూ
obliging	joy	0.333	విధిగా
partner	joy	0.333	భాగస్వామి
foodie	joy	0.331	ఆహార ప్రియుడు
synchronize	joy	0.329	సమకాలీకరించు
tribulation	joy	0.328	ప్రతిక్రియ
psalm	joy	0.328	కీర్తన
pedicure	joy	0.328	పాదాలకు చేసే చికిత్స
noregrets	joy	0.328	చింతించ వలసిన అవసరం లేదు
chirping	joy	0.328	కిచకిచ
saint	joy	0.328	సాధువు
healing	joy	0.328	వైద్యం
carol	joy	0.328	కరోల్
true	joy	0.328	నిజం
hobby	joy	0.328	అభిరుచి
amnesty	joy	0.328	క్షమాభిక్ష
respite	joy	0.324	విశ్రాంతి
recreational	joy	0.318	వినోదభరితమైన
cousins	joy	0.318	దాయాదులు
mellow	joy	0.318	మధురమైన
restorative	joy	0.318	పునరుద్ధరణ
lazyday	joy	0.318	బద్ధకంగా గడిచిన రోజు
classics	joy	0.318	క్లాసిక్స్
reconciliation	joy	0.316	సయోధ్య
woods	joy	0.312	అడవులు
progression	joy	0.312	పురోగతి
muchneeded	joy	0.312	చాలా అవసరం
sterling	joy	0.312	స్టెర్లింగ్
dove	joy	0.312	పావురం
simplify	joy	0.312	సరళీకృతం
fitness	joy	0.312	ఫిట్నెస్
sunset	joy	0.312	సూర్యాస్తమయం
wisdom	joy	0.312	జ్ఞానం
relight	joy	0.312	తిరిగి వెలిగించు
living	joy	0.312	జీవించి ఉన్న
presto	joy	0.312	ప్రెస్టో
playhouse	joy	0.312	ప్లేహౌస్
superman	joy	0.312	సూపర్మ్యాన్
pony	joy	0.312	పోనీ
recovery	joy	0.312	రికవరీ
crafts	joy	0.312	చేతిపనులు
lord	joy	0.312	ప్రభువు
deal	joy	0.312	ఒప్పందం
improvement	joy	0.309	అభివృద్ధి
infant	joy	0.309	శిశువు
absolution	joy	0.306	విమోచనం
honest	joy	0.303	నిజాయితీ
gently	joy	0.303	శాంతముగా
banquet	joy	0.303	విందు
established	joy	0.303	స్థాపించబడింది
endless	joy	0.303	అంతులేని
decorating	joy	0.303	అలంకరించడం
providing	joy	0.300	అందించడం
lounging	joy	0.297	విలాసంగా
growth	joy	0.297	వృద్ధి
strolling	joy	0.297	షికారు చేస్తున్నారు
feat	joy	0.297	ఫీట్
morals	joy	0.297	నీతులు
mine	joy	0.297	నాది
spending	joy	0.297	ఖర్చు చేయడం
light	joy	0.297	కాంతి
spiritual	joy	0.297	ఆధ్యాత్మికం
quaint	joy	0.297	విచిత్రమైన
fraternal	joy	0.297	సోదర సంబంధమైన
notable	joy	0.297	గుర్తించదగినది
softly	joy	0.297	మెత్తగా
harvest	joy	0.297	పంట
yearning	joy	0.297	ఆత్రుతలో
breeze	joy	0.297	గాలి
joker	joy	0.297	జోకర్
meditating	joy	0.297	ధ్యానం చేస్తున్నారు
fervor	joy	0.295	ఆవేశం
quotes	joy	0.294	కోట్స్
volunteer	joy	0.294	స్వచ్ఛంద సేవకుడు
gain	joy	0.288	లాభం
resources	joy	0.288	వనరులు
create	joy	0.288	సృష్టించు
psalms	joy	0.288	కీర్తనలు
hippie	joy	0.288	హిప్పీ
taoism	joy	0.288	టావోయిజం
midwife	joy	0.288	మంత్రసాని
receiving	joy	0.287	అందుకుంటున్నారు
snowfall	joy	0.286	హిమపాతం
ocean	joy	0.286	సముద్ర
lsd	joy	0.286	lsd
hiking	joy	0.283	హైకింగ్
evergreen	joy	0.281	సతత హరిత
destination	joy	0.281	గమ్యం
candid	joy	0.281	దాపరికం
unwind	joy	0.281	విప్పు
truce	joy	0.281	సంధి
toast	joy	0.281	టోస్ట్
chill	joy	0.281	చలి
infinity	joy	0.281	అనంతం
rested	joy	0.281	విశ్రాంతి తీసుకున్నారు
buzzing	joy	0.281	సందడి చేస్తోంది
venerable	joy	0.279	పూజనీయమైనది
balance	joy	0.275	సంతులనం
retirement	joy	0.275	పదవీ విరమణ
fireplace	joy	0.273	పొయ్యి
buddha	joy	0.273	బుద్ధుడు
devout	joy	0.273	భక్తిపరుడు
drinks	joy	0.273	పానీయాలు
rapt	joy	0.273	ర్యాప్ట్
swim	joy	0.273	ఈత కొట్టండి
compensate	joy	0.273	పరిహారం
snowing	joy	0.271	మంచు కురుస్తోంది
sublimation	joy	0.270	సబ్లిమేషన్
fruity	joy	0.268	పండు
sunday	joy	0.266	ఆదివారం
sketching	joy	0.266	స్కెచింగ్
paragon	joy	0.266	పారగాన్
humility	joy	0.266	వినయం
ministry	joy	0.266	మంత్రిత్వ శాఖ
waves	joy	0.266	అలలు
cathedral	joy	0.266	కేథడ్రల్
sun	joy	0.266	సూర్యుడు
yoga	joy	0.266	యోగా
fortitude	joy	0.266	దృఢత్వం
salute	joy	0.266	వందనం
buddhism	joy	0.266	బౌద్ధమతం
whim	joy	0.266	ఇష్టానుసారం
artwork	joy	0.265	కళాకృతి
practiced	joy	0.264	ఆచరించాడు
clean	joy	0.260	శుభ్రంగా
running	joy	0.258	నడుస్తోంది
clarity	joy	0.258	స్పష్టత
found	joy	0.258	కనుగొన్నారు
fitting	joy	0.258	యుక్తమైనది
immerse	joy	0.258	ముంచుతారు
exercise	joy	0.258	వ్యాయామం
food	joy	0.258	ఆహారం
autumn	joy	0.254	శరదృతువు
fit	joy	0.250	సరిపోయింది
morning	joy	0.250	ఉదయం
contagious	joy	0.250	అంటుకుంటుంది
outdoors	joy	0.250	ఆరుబయట
hardy	joy	0.250	హార్డీ
candles	joy	0.250	కొవ్వొత్తులను
advocacy	joy	0.250	న్యాయవాదం
countryside	joy	0.250	పల్లెటూరు
demonstrative	joy	0.250	ప్రదర్శనాత్మకమైన
