English Word	Emotion	Emotion-Intensity-Score	Yoruba Word
buzzing	joy	0.281	buzzing
venerable	joy	0.279	oloyinbo
balance	joy	0.275	iwontunwonsi
retirement	joy	0.275	ifehinti
fireplace	joy	0.273	ibudana
buddha	joy	0.273	buda
devout	joy	0.273	olufokansin
drinks	joy	0.273	ohun mimu
rapt	joy	0.273	rapt
swim	joy	0.273	we
compensate	joy	0.273	sanpada
snowing	joy	0.271	yinyin
sublimation	joy	0.270	sublimation
fruity	joy	0.268	eso
sunday	joy	0.266	Sunday
sketching	joy	0.266	iyaworan
paragon	joy	0.266	paragon
humility	joy	0.266	irẹlẹ
ministry	joy	0.266	iranse
waves	joy	0.266	igbi
cathedral	joy	0.266	Katidira
sun	joy	0.266	oorun
yoga	joy	0.266	yoga
fortitude	joy	0.266	igboiya
salute	joy	0.266	kí
buddhism	joy	0.266	Buddhism
whim	joy	0.266	wère
artwork	joy	0.265	ise ona
practiced	joy	0.264	ti nṣe
clean	joy	0.260	mọ
running	joy	0.258	nṣiṣẹ
clarity	joy	0.258	wípé
found	joy	0.258	ri
fitting	joy	0.258	ibamu
immerse	joy	0.258	ibọmi
exercise	joy	0.258	ere idaraya
food	joy	0.258	ounje
autumn	joy	0.254	Igba Irẹdanu Ewe
fit	joy	0.250	dada
morning	joy	0.250	owurọ
contagious	joy	0.250	tó leè ranni
outdoors	joy	0.250	ita gbangba
hardy	joy	0.250	lile
candles	joy	0.250	awọn abẹla
advocacy	joy	0.250	agbawi
countryside	joy	0.250	igberiko
demonstrative	joy	0.250	afihan
football	joy	0.250	bọọlu afẹsẹgba
chirp	joy	0.250	kirp
chilled	joy	0.250	chilled
undying	joy	0.250	aiku
visitor	joy	0.250	alejo
clap	joy	0.250	pàtẹ́wọ́
diary	joy	0.250	iwe-iranti
ardent	joy	0.250	onítara
expedient	joy	0.250	anfani
mountain	joy	0.250	òkè
cradle	joy	0.247	jojolo
trance	joy	0.246	ifarakanra
intense	joy	0.242	intense
procession	joy	0.242	ilana
church	joy	0.242	ijo
pay	joy	0.242	sanwo
supremacy	joy	0.242	aseju
preservative	joy	0.242	olutọju
grow	joy	0.242	dagba
breakfast	joy	0.242	aro
consecration	joy	0.235	ìyàsọ́tọ̀
salary	joy	0.234	owo osu
lifetime	joy	0.234	igbesi aye
incense	joy	0.234	turari
ordination	joy	0.234	isọdibilẹ
snowy	joy	0.234	sno
art	joy	0.234	aworan
nursery	joy	0.234	nọsìrì
skiing	joy	0.234	sikiini
candle	joy	0.234	abẹla
doll	joy	0.234	omolankidi
vote	joy	0.234	idibo
humbled	joy	0.234	onirẹlẹ
lyre	joy	0.234	duru
pastry	joy	0.229	àkàrà
remedy	joy	0.227	atunse
chilling	joy	0.227	biba
firefly	joy	0.227	firefly
rescue	joy	0.225	igbala
camping	joy	0.221	ipago
perspective	joy	0.221	irisi
orchestra	joy	0.221	onilu
orchard	joy	0.221	ọgba-ọgba
breezy	joy	0.219	afẹfẹ
gardens	joy	0.219	awọn ọgba
castle	joy	0.219	kasulu
lamb	joy	0.219	ọdọ aguntan
possess	joy	0.219	gbà
bouttime	joy	0.212	asiko
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	orin orilẹ-ede
teach	joy	0.212	kọni
brisk	joy	0.212	brisk
ribbon	joy	0.212	tẹẹrẹ
raindrops	joy	0.212	omi ojo
mucis	joy	0.212	mucis
repay	joy	0.212	sanpada
listneing	joy	0.212	gbigbọ
nap	joy	0.206	nap
legalized	joy	0.203	ofin si
unexpected	joy	0.203	airotẹlẹ
vernal	joy	0.203	vernal
chant	joy	0.203	kọrin
hire	joy	0.203	bẹwẹ
uncontrollable	joy	0.203	aiṣakoso
stillness	joy	0.203	idakẹjẹ
lights	joy	0.203	awọn imọlẹ
cove	joy	0.203	ibora
save	joy	0.200	fipamọ
pastor	joy	0.197	Aguntan
atone	joy	0.197	ètùtù
symmetry	joy	0.197	imudara
trees	joy	0.197	igi
oneday	joy	0.197	lọjọ kan
scripture	joy	0.196	iwe-mimọ
mountains	joy	0.194	òke
craziness	joy	0.188	were
tea	joy	0.188	tii
walking	joy	0.188	nrin
whiteness	joy	0.188	funfun
sympathetic	joy	0.188	alaanu
forefathers	joy	0.188	awon baba nla
pathway	joy	0.188	ona
custom	joy	0.188	aṣa
quiet	joy	0.188	idakẹjẹ
liquor	joy	0.188	oti alagbara
soppy	joy	0.188	soppy
patient	joy	0.186	alaisan
movingon	joy	0.182	ontesiwaju
score	joy	0.182	O wole
dollhouse	joy	0.182	ile ọmọlangidi
bath	joy	0.182	wẹ
supporter	joy	0.180	alatilẹyin
accompaniment	joy	0.179	akẹgbẹ
pursuit	joy	0.176	lepa
outburst	joy	0.176	ijade
frosty	joy	0.174	tutu
luncheon	joy	0.172	ounjẹ ọsan
service	joy	0.172	iṣẹ
workout	joy	0.172	ṣee ṣe
closure	joy	0.172	bíbo
wintery	joy	0.172	igba otutu
civilized	joy	0.169	ọlaju
wages	joy	0.169	owo osu
december	joy	0.167	osu kejila
fain	joy	0.167	fain
glide	joy	0.162	glide
acrobat	joy	0.162	acrobat
finally	joy	0.157	nipari
chai	joy	0.156	chai
obtainable	joy	0.156	gba
elf	joy	0.156	elf
peppermint	joy	0.156	ata ilẹ
break	joy	0.156	fọ
reproductive	joy	0.156	ibisi
stroll	joy	0.156	rin kiri
organization	joy	0.156	ajo
bathtub	joy	0.156	iwẹ
advent	joy	0.152	dide
measured	joy	0.152	wọn
balm	joy	0.152	balm
scifi	joy	0.152	scifi
spaniel	joy	0.145	Spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	epo
tan	joy	0.141	tan
simple	joy	0.141	rọrun
bubble	joy	0.141	ti nkuta
beer	joy	0.141	Oti bia
green	joy	0.137	alawọ ewe
makingdisciples	joy	0.136	sisọ awọn ọmọ-ẹhin
buss	joy	0.136	buss
books	joy	0.136	awọn iwe ohun
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	nṣàn
silence	joy	0.127	ipalọlọ
bookstore	joy	0.125	ile itaja iwe
solitude	joy	0.125	adashe
roadster	joy	0.125	opopona
circumstances	joy	0.125	ayidayida
wine	joy	0.125	waini
soak	joy	0.121	rọ
priesthood	joy	0.121	oyè alufa
japan	joy	0.121	japan
wilderness	joy	0.121	ijù
critical	joy	0.116	lominu ni
neutral	joy	0.114	didoju
hunting	joy	0.109	ode ode
sand	joy	0.109	iyanrin
opera	joy	0.109	opera
weight	joy	0.109	iwuwo
wind	joy	0.109	afẹfẹ
untie	joy	0.109	tú
labor	joy	0.106	laala
classical	joy	0.106	kilasika
lake	joy	0.103	adagun
affliction	joy	0.103	iponju
organ	joy	0.094	ẹya ara
dwelling	joy	0.094	ibugbe
tree	joy	0.090	igi
pond	joy	0.089	omi ikudu
marrow	joy	0.078	ọra inu
latte	joy	0.078	latte
sipping	joy	0.076	mimu
benign	joy	0.074	ko dara
majority	joy	0.073	opolopo
leaf	joy	0.065	ewe
troubles	joy	0.062	wahala
basketball	joy	0.062	agbọn
explosions	joy	0.061	bugbamu
cream	joy	0.061	ipara
shepherd	joy	0.058	oluso-agutan
tuesday	joy	0.047	Tuesday
turbulence	joy	0.045	rudurudu
calf	joy	0.040	ọmọ màlúù
hardship	joy	0.031	inira
unhappiness	joy	0.016	aidunnu
sixty	joy	0.016	ọgọta
mourning	sadness	0.969	ṣọfọ
heartbreaking	sadness	0.969	ibanuje okan
tragic	sadness	0.961	ajalu
holocaust	sadness	0.953	iparun
suicidal	sadness	0.941	suicidal
misery	sadness	0.938	ìbànújẹ́
massacre	sadness	0.931	ipakupa
euthanasia	sadness	0.927	euthanasia
depression	sadness	0.925	şuga
grieving	sadness	0.922	ibinujẹ
bereavement	sadness	0.922	ibinujẹ
fatal	sadness	0.922	apaniyan
bereaved	sadness	0.920	ologbe
devastation	sadness	0.917	iparun
death	sadness	0.915	iku
devastated	sadness	0.912	apanirun
suicide	sadness	0.912	igbẹmi ara ẹni
catastrophe	sadness	0.911	ajalu
horrifying	sadness	0.907	ẹru
died	sadness	0.906	kú
tragedy	sadness	0.906	ajalu
depressing	sadness	0.906	ìrẹ̀wẹ̀sì
anguish	sadness	0.902	ibanuje
agony	sadness	0.900	irora
deadly	sadness	0.898	oloro
weeping	sadness	0.896	ẹkún
stillbirth	sadness	0.891	ìbímọ
deceased	sadness	0.891	ti o ku
murderer	sadness	0.877	apaniyan
cancer	sadness	0.875	akàn
dying	sadness	0.875	nku
rape	sadness	0.875	ifipabanilopo
devastating	sadness	0.875	apanirun
morbidity	sadness	0.864	arun
sadness	sadness	0.864	ibanuje
execution	sadness	0.859	ipaniyan
traumatic	sadness	0.859	ibalokanje
perish	sadness	0.859	ṣègbé
grief	sadness	0.859	ibinujẹ
abandonment	sadness	0.859	kọ silẹ
atrocity	sadness	0.859	iwa ika
crucifixion	sadness	0.859	agbelebu
depressed	sadness	0.859	irẹwẹsi
cadaver	sadness	0.853	ologbo
treachery	sadness	0.848	arekereke
betrayed	sadness	0.848	da
grieve	sadness	0.844	banujẹ
suffering	sadness	0.844	ijiya
funeral	sadness	0.844	isinku
destroyed	sadness	0.844	run
homicide	sadness	0.844	ipaniyan
hopelessness	sadness	0.844	ainireti
slaughtering	sadness	0.844	pipa
persecution	sadness	0.844	inunibini
murderous	sadness	0.844	apaniyan
sorrow	sadness	0.844	ibanuje
miserable	sadness	0.844	ibanuje
sad	sadness	0.844	ibanuje
horrific	sadness	0.844	jayi
unhappiness	sadness	0.839	aidunnu
bloodshed	sadness	0.836	itajesile
crippled	sadness	0.836	arọ
carnage	sadness	0.833	ipaniyan
pained	sadness	0.833	irora
manslaughter	sadness	0.833	ipaniyan
unbearable	sadness	0.830	aláìfaradà
stillborn	sadness	0.830	ti o ku
morbid	sadness	0.828	arun
annihilation	sadness	0.828	iparun
helplessness	sadness	0.828	ailagbara
mourn	sadness	0.828	ṣọfọ
murder	sadness	0.828	ipaniyan
slavery	sadness	0.828	ẹrú
abandoned	sadness	0.828	abandoned
horrors	sadness	0.828	awọn ẹru
mutilation	sadness	0.828	ìpakúpa
annihilated	sadness	0.828	parun
casualty	sadness	0.828	apaniyan
enslaved	sadness	0.828	ẹrú
sickness	sadness	0.828	aisan
torment	sadness	0.828	ijiya
miscarriage	sadness	0.824	iloyun
starvation	sadness	0.819	ebi
mournful	sadness	0.812	ṣọfọ
sadly	sadness	0.812	ibanuje
famine	sadness	0.812	ìyàn
burial	sadness	0.812	isinku
distraught	sadness	0.812	ibanuje
failure	sadness	0.812	ikuna
killing	sadness	0.812	pipa
despair	sadness	0.812	ainireti
cruelty	sadness	0.812	iwa ika
saddens	sadness	0.812	ibanuje
oppression	sadness	0.812	irẹjẹ
heartache	sadness	0.812	ibanuje okan
terrorism	sadness	0.812	ipanilaya
disgrace	sadness	0.812	itiju
childloss	sadness	0.812	isonu omo
bloody	sadness	0.806	itajesile
perishing	sadness	0.804	ṣègbé
inhumanity	sadness	0.804	aiṣedeede
malignancy	sadness	0.803	aiṣedeede
mortification	sadness	0.802	Mortification
slave	sadness	0.797	ẹrú
lifeless	sadness	0.797	ainiye
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	ẹru
assassination	sadness	0.797	ipaniyan
perished	sadness	0.797	ṣègbé
kill	sadness	0.797	pa
devastate	sadness	0.797	apanirun
dreadful	sadness	0.797	ẹru
mortuary	sadness	0.797	ile oku
leukemia	sadness	0.797	aisan lukimia
lethal	sadness	0.797	apaniyan
desolation	sadness	0.797	idahoro
gallows	sadness	0.797	igi gallow
brokenheart	sadness	0.792	okan ti o bajẹ
banishment	sadness	0.790	ifipabanilopo
afflict	sadness	0.789	wahala
disheartened	sadness	0.788	irẹwẹsi
bury	sadness	0.781	sin
terrorize	sadness	0.781	ẹru
crying	sadness	0.781	nsokun
demoralized	sadness	0.781	irẹwẹsi
tumour	sadness	0.781	tumo
heartbreak	sadness	0.781	ibanuje okan
desecration	sadness	0.781	ibajẹ
die	sadness	0.773	kú
lynch	sadness	0.773	lynch
sufferer	sadness	0.770	onijiya
fatality	sadness	0.766	apaniyan
diseased	sadness	0.766	arun
doomed	sadness	0.766	ijakule
fearful	sadness	0.766	ẹru
destitute	sadness	0.766	aláìní
abortion	sadness	0.766	iṣẹyun
condolence	sadness	0.766	itunu
torture	sadness	0.766	ijiya
dismemberment	sadness	0.766	dismemberment
slayer	sadness	0.766	apaniyan
loneliness	sadness	0.766	ìdánìkanwà
cemetery	sadness	0.766	itẹ oku
moribund	sadness	0.758	moribund
painfully	sadness	0.758	irora
disaster	sadness	0.758	ajalu
depress	sadness	0.755	irẹwẹsi
condemnation	sadness	0.754	ìdálẹ́bi
obliteration	sadness	0.750	iparun
damnation	sadness	0.750	ègbé
sorrowful	sadness	0.750	ibanuje
desperation	sadness	0.750	desperation
cry	sadness	0.750	kigbe
terrorist	sadness	0.750	onijagidijagan
painful	sadness	0.750	irora
abduction	sadness	0.750	ifasilẹ awọn
incest	sadness	0.750	ìbálòpọ̀
corpse	sadness	0.750	òkú
deplorable	sadness	0.750	deplorable
pandemic	sadness	0.750	àjàkálẹ̀ àrùn tókárí-ayé
sickening	sadness	0.750	aláìsàn
hemorrhage	sadness	0.750	isun ẹjẹ
guilt	sadness	0.750	ẹṣẹ
depressive	sadness	0.750	irẹwẹsi
doomsday	sadness	0.750	ojo idajo
defeated	sadness	0.750	ṣẹgun
victimized	sadness	0.750	olufaragba
regretful	sadness	0.750	ibanuje
unhappy	sadness	0.750	aidunnu
unfairness	sadness	0.745	aiṣododo
molestation	sadness	0.744	ifipabanilopo
abysmal	sadness	0.742	abysmal
exile	sadness	0.742	ìgbèkùn
hellish	sadness	0.738	apaadi
exterminate	sadness	0.736	parun
destroying	sadness	0.734	iparun
miserably	sadness	0.734	aibalẹ
disastrous	sadness	0.734	ajalu
battered	sadness	0.734	lu
morgue	sadness	0.734	morgue
assassin	sadness	0.734	apaniyan
horrid	sadness	0.734	ibanuje
disgraced	sadness	0.734	itiju
homeless	sadness	0.734	aini ile
earthquake	sadness	0.734	ìṣẹlẹ
orphan	sadness	0.734	orukan
slaughter	sadness	0.734	ipaniyan
warfare	sadness	0.734	ogun
betrayal	sadness	0.734	betrayal
lonesome	sadness	0.734	adaduro
listless	sadness	0.729	alailorukọ
unfortunately	sadness	0.727	laanu
emptiness	sadness	0.727	ofo
grave	sadness	0.727	ibojì
alienated	sadness	0.727	àjèjì
fraught	sadness	0.722	fraught
violently	sadness	0.719	ni agbara
woe	sadness	0.719	ègbé
heartless	sadness	0.719	aláìní-ọkàn
malicious	sadness	0.719	irira
missing	sadness	0.719	sonu
paralysis	sadness	0.719	paralysis
horror	sadness	0.719	ẹru
ashamed	sadness	0.719	tiju
forsaken	sadness	0.719	kọ silẹ
emaciated	sadness	0.719	ti bajẹ
atrophy	sadness	0.719	atrophy
danger	sadness	0.719	Ijamba
pain	sadness	0.719	irora
cripple	sadness	0.719	arọ
cried	sadness	0.719	kigbe
disheartening	sadness	0.719	aibalẹ
leprosy	sadness	0.719	ẹ̀tẹ̀
demise	sadness	0.717	ilosile
disgruntled	sadness	0.712	ibanuje
rejected	sadness	0.712	kọ
sickly	sadness	0.712	aláìsàn
violence	sadness	0.712	iwa-ipa
torn	sadness	0.710	ya
calamity	sadness	0.709	ajalu
grim	sadness	0.708	koro
grievous	sadness	0.704	ibanuje
deformed	sadness	0.703	dibajẹ
deformity	sadness	0.703	idibajẹ
punishing	sadness	0.703	ijiya
hearse	sadness	0.703	gbo
meltdown	sadness	0.703	yoyo
incurable	sadness	0.703	aiwosan
extinct	sadness	0.703	parun
victim	sadness	0.703	olufaragba
suffocating	sadness	0.703	imunibinu
tearful	sadness	0.703	omije
obit	sadness	0.703	obit
oppressor	sadness	0.703	aninilara
slaughterhouse	sadness	0.703	ile ipaniyan
abandon	sadness	0.703	kọ silẹ
crushed	sadness	0.703	itemole
isolation	sadness	0.703	ìyàraẹniṣọ́tọ̀
decomposition	sadness	0.703	jijera
inhuman	sadness	0.703	aiṣedeede
disfigured	sadness	0.703	ti bajẹ
buried	sadness	0.703	sin
strangle	sadness	0.703	strangle
isolate	sadness	0.703	ya sọtọ
humiliate	sadness	0.703	idojutini
carcinoma	sadness	0.703	carcinoma
hell	sadness	0.700	apaadi
lifesucks	sadness	0.700	lifesucks
ruinous	sadness	0.698	apanirun
banish	sadness	0.697	banish
widow	sadness	0.697	opo
accursed	sadness	0.697	ègún
ruined	sadness	0.697	ti bajẹ
vanished	sadness	0.695	sọnu
displaced	sadness	0.691	nipo
poverty	sadness	0.690	osi
hopeless	sadness	0.688	ainireti
regretting	sadness	0.688	banuje
widower	sadness	0.688	opó
stab	sadness	0.688	gun
deserted	sadness	0.688	aṣálẹ
insanity	sadness	0.688	were
teary	sadness	0.688	omije
hurt	sadness	0.688	farapa
terminal	sadness	0.688	ebute
shooting	sadness	0.688	ibon yiyan
banished	sadness	0.688	ti yọ kuro
hospice	sadness	0.688	ile iwosan
depraved	sadness	0.688	ibajẹ
nohope	sadness	0.688	ope
sob	sadness	0.688	sob
imprisoned	sadness	0.688	ewon
travesty	sadness	0.688	travesty
loss	sadness	0.688	isonu
hurtful	sadness	0.688	ipalara
dementia	sadness	0.688	iyawere
pathetic	sadness	0.688	pathetic
neglected	sadness	0.688	igbagbe
epidemic	sadness	0.688	àjàkálẹ̀ àrùn
illness	sadness	0.688	àìsàn
foreveralone	sadness	0.688	titi ayeraye
infidelity	sadness	0.688	aigbagbọ
dismissal	sadness	0.686	yiyọ kuro
alienation	sadness	0.685	àjèjì
hardship	sadness	0.685	inira
choke	sadness	0.682	fun pa
kidnap	sadness	0.682	ajínigbé
bleeding	sadness	0.673	ẹjẹ
punished	sadness	0.672	jiya
malevolent	sadness	0.672	malevolent
gory	sadness	0.672	gori
wail	sadness	0.672	ẹkún
despairing	sadness	0.672	despairing
coffin	sadness	0.672	pósí
disparage	sadness	0.672	aibikita
missingyou	sadness	0.672	Mo ṣafẹri rẹ
obituary	sadness	0.672	obisuari
deprivation	sadness	0.672	aini
abortive	sadness	0.672	aboyun
evil	sadness	0.672	ibi
wretch	sadness	0.672	aburu
imprisonment	sadness	0.672	ewon
outcast	sadness	0.672	atako
belittle	sadness	0.672	kekere
poison	sadness	0.672	majele
frightful	sadness	0.672	ẹru
decomposed	sadness	0.672	ti bajẹ
wretched	sadness	0.672	aburu
feelingdown	sadness	0.672	rilara
disabled	sadness	0.672	alaabo
woefully	sadness	0.672	egbé
barren	sadness	0.670	àgàn
executioner	sadness	0.667	apaniyan
poisoned	sadness	0.667	oloro
disease	sadness	0.665	aisan
oppress	sadness	0.664	inilara
disembodied	sadness	0.660	ti ko ni ara
steal	sadness	0.656	ji
jail	sadness	0.656	ewon
dreary	sadness	0.656	alaburuku
shitty	sadness	0.656	shitty
ailing	sadness	0.656	aláìsàn
polio	sadness	0.656	roparose
blighted	sadness	0.656	blighted
hate	sadness	0.656	ikorira
demonic	sadness	0.656	èṣu
weep	sadness	0.656	ẹkún
lamenting	sadness	0.656	ṣọfọ
ruin	sadness	0.656	ìparun
bleak	sadness	0.656	okunkun
tear	sadness	0.656	yiya
peril	sadness	0.656	ewu
casket	sadness	0.656	apoti
mangle	sadness	0.656	mangle
lonely	sadness	0.656	adashe
carcass	sadness	0.653	òkú
cowardice	sadness	0.652	ojojumo
regretted	sadness	0.652	banuje
beating	sadness	0.652	lilu
disability	sadness	0.648	ailera
affliction	sadness	0.645	iponju
infertility	sadness	0.641	ailesabiyamo
emergency	sadness	0.641	pajawiri
stricken	sadness	0.641	lù
powerless	sadness	0.641	alailagbara
inequality	sadness	0.641	aidogba
poisonous	sadness	0.641	oloro
shroud	sadness	0.641	ibora
exorcism	sadness	0.641	exorcism
woeful	sadness	0.641	egbé
worry	sadness	0.641	dààmú
perilous	sadness	0.641	elewu
drown	sadness	0.641	rì
failing	sadness	0.641	kuna
scourge	sadness	0.641	ajakalẹ-arun
hatred	sadness	0.641	ikorira
terribly	sadness	0.641	ẹru
awful	sadness	0.641	buruju
termination	sadness	0.641	ifopinsi
sinful	sadness	0.641	elese
incarceration	sadness	0.641	itimole
psychosis	sadness	0.638	psychosis
lament	sadness	0.636	ṣọfọ
demolish	sadness	0.636	wó lulẹ̀
dismay	sadness	0.636	ibanuje
disappointed	sadness	0.636	adehun
burdensome	sadness	0.634	eru
mausoleum	sadness	0.630	mausoleum
shattered	sadness	0.630	fọ́
dishonor	sadness	0.625	àbùkù
forlorn	sadness	0.625	forlorn
posthumous	sadness	0.625	posthumous
disappointing	sadness	0.625	itaniloju
lost	sadness	0.625	sọnu
hurting	sadness	0.625	ipalara
oppressive	sadness	0.625	aninilara
regret	sadness	0.625	banuje
terminate	sadness	0.625	fopin si
duress	sadness	0.625	ipanilaya
wound	sadness	0.625	egbo
palsy	sadness	0.625	ẹlẹgba
cursed	sadness	0.625	eegun
schizophrenia	sadness	0.625	schizophrenia
insurmountable	sadness	0.625	aiṣedeede
deteriorate	sadness	0.625	bajẹ
abuse	sadness	0.625	ilokulo
undesired	sadness	0.625	aifẹ
tyrant	sadness	0.625	aladede
gloom	sadness	0.625	òkunkun
bitterly	sadness	0.625	kikoro
impotence	sadness	0.625	ailagbara
wrecked	sadness	0.625	ti bajẹ
demolished	sadness	0.625	wó lulẹ̀
soulless	sadness	0.623	ti ko ni ẹmi
divorce	sadness	0.623	ikọsilẹ
cremation	sadness	0.621	sisun
worried	sadness	0.621	aibalẹ
bomb	sadness	0.621	bombu
plight	sadness	0.621	iponju
forsake	sadness	0.621	kọ silẹ
melancholy	sadness	0.621	melancholy
unforgiving	sadness	0.612	aláìdáríjì
sepsis	sadness	0.611	sepsis
guilty	sadness	0.609	jẹbi
debacle	sadness	0.609	debacle
ugliness	sadness	0.609	ilosiwaju
degrading	sadness	0.609	abuku
cruel	sadness	0.609	ìkà
faithless	sadness	0.609	alaigbagbọ
worthless	sadness	0.609	aláìníláárí
shatter	sadness	0.609	shatter
excluded	sadness	0.609	yọkuro
injure	sadness	0.609	ipalara
breakup	sadness	0.609	ya kuro
disparaging	sadness	0.609	disparaging
injured	sadness	0.609	farapa
shameful	sadness	0.609	itiju
gore	sadness	0.609	gore
derogatory	sadness	0.609	àbùkù
disappoint	sadness	0.609	jakulẹ
irreparable	sadness	0.609	irreparable
bankrupt	sadness	0.609	onigbese
fearfully	sadness	0.609	ẹru
alcoholism	sadness	0.609	ọti-lile
shackle	sadness	0.609	dè
languishing	sadness	0.609	ti nrẹwẹsi
sinner	sadness	0.609	elese
dilapidated	sadness	0.609	dilapidated
dire	sadness	0.609	dire
sacrifices	sadness	0.609	ebo
crushing	sadness	0.609	fifun pa
subjugation	sadness	0.609	ìtẹríba
overwhelmed	sadness	0.609	rẹwẹsi
curse	sadness	0.608	egún
anthrax	sadness	0.600	anthrax
alone	sadness	0.600	nikan
robbery	sadness	0.600	ole jija
angst	sadness	0.598	ibinu
bawl	sadness	0.594	bawl
deportation	sadness	0.594	ilọkuro
broken	sadness	0.594	fifọ
obliterate	sadness	0.594	parun
petloss	sadness	0.594	petloss
condolences	sadness	0.594	awọn itunu
downfall	sadness	0.594	isubu
prison	sadness	0.594	tubu
chaos	sadness	0.594	rudurudu
abyss	sadness	0.594	abyss
disappointment	sadness	0.594	oriyin
helpless	sadness	0.594	ainiagbara
somber	sadness	0.594	somber
crumbling	sadness	0.594	crumbling
violation	sadness	0.594	ṣẹ
poaching	sadness	0.594	ọdẹ
nothingness	sadness	0.594	asán
eviction	sadness	0.594	ilọkuro
losing	sadness	0.594	padanu
shame	sadness	0.594	itiju
vendetta	sadness	0.594	vendetta
crypt	sadness	0.594	crypt
contaminated	sadness	0.594	ti doti
martyrdom	sadness	0.594	ajeriku
irreconcilable	sadness	0.594	aiṣedeede
ill	sadness	0.594	aláìsàn
deprived	sadness	0.594	finnufindo
distress	sadness	0.594	wahala
offender	sadness	0.594	ẹlẹṣẹ
betray	sadness	0.594	danu
longing	sadness	0.594	npongbe
remorse	sadness	0.594	ironupiwada
captivity	sadness	0.594	igbekun
demon	sadness	0.594	ànjọ̀nú
dysentery	sadness	0.593	dysentery
melancholic	sadness	0.591	melancholic
blight	sadness	0.591	arun
rupture	sadness	0.588	rupture
traitor	sadness	0.588	ẹlẹtan
haggard	sadness	0.587	haggard
lie	sadness	0.585	purọ
cholera	sadness	0.583	kolera
unwell	sadness	0.578	ailera
undesirable	sadness	0.578	aifẹ
denied	sadness	0.578	sẹ
whine	sadness	0.578	ẹkún
humiliation	sadness	0.578	idojutini
terrible	sadness	0.578	ẹru
bully	sadness	0.578	ipanilaya
damage	sadness	0.578	bibajẹ
turmoil	sadness	0.578	rudurudu
bitterness	sadness	0.578	kikoro
interment	sadness	0.578	interment
gloomy	sadness	0.578	didan
degeneracy	sadness	0.578	ibajẹ
immoral	sadness	0.578	alaimoye
harmful	sadness	0.578	ipalara
sordid	sadness	0.578	sordid
frighten	sadness	0.578	dẹruba
discrimination	sadness	0.578	iyasoto
devil	sadness	0.576	bìlísì
captive	sadness	0.576	igbekun
whimper	sadness	0.576	whimper
pessimism	sadness	0.576	airotẹlẹ
delirium	sadness	0.576	delirium
deplore	sadness	0.576	binu
damages	sadness	0.576	bibajẹ
disliked	sadness	0.576	ikorira
hateful	sadness	0.575	ikorira
bigoted	sadness	0.574	nlanla
perdition	sadness	0.569	iparun
adultery	sadness	0.566	agbere
corrupting	sadness	0.565	ibaje
anathema	sadness	0.562	anathema
deceive	sadness	0.562	tan
shipwreck	sadness	0.562	wó lulẹ̀
autopsy	sadness	0.562	autopsy
