English Word	Emotion	Emotion-Intensity-Score	Swedish Word
cross	fear	0.203	korsa
hurry	fear	0.203	skynda
recesses	fear	0.203	urtag
intimacy	fear	0.203	intimitet
overcome	fear	0.203	betagen
birth	fear	0.203	födelse
acceptances	fear	0.203	acceptanser
help	fear	0.203	hjälp
fearless	fear	0.200	orädd
change	fear	0.198	förändra
ware	fear	0.198	gods
withstand	fear	0.197	motstå
asap	fear	0.191	så fort som möjligt
heighten	fear	0.188	öka
watch	fear	0.188	Kolla på
tract	fear	0.188	tarmkanalen
advance	fear	0.188	förskott
overcoming	fear	0.188	övervinna
attorney	fear	0.188	advokat
deadlines	fear	0.188	tidsfrister
bug	fear	0.188	insekt
knots	fear	0.188	knutar
owing	fear	0.188	på grund av
waitinggame	fear	0.188	väntande spel
unorganised	fear	0.188	oorganiserad
gnome	fear	0.188	tomte
fragile	fear	0.188	ömtålig
cautiously	fear	0.188	försiktigt
stillness	fear	0.188	stillhet
intrigue	fear	0.188	intrig
rule	fear	0.188	regel
elf	fear	0.185	älva
stillwaiting	fear	0.184	väntar fortfarande
lonely	fear	0.183	ensam
slippery	fear	0.181	hal
interview	fear	0.180	intervju
everyman	fear	0.178	varje man
speculation	fear	0.176	spekulation
needtoknow	fear	0.173	behöver veta
worship	fear	0.172	dyrkan
unsure	fear	0.172	osäker
surprise	fear	0.172	överraskning
settlor	fear	0.172	nybyggare
competition	fear	0.172	konkurrens
readytogo	fear	0.172	readytogo
checkpoint	fear	0.172	kontrollstation
composure	fear	0.172	lugn
interviewer	fear	0.172	intervjuare
chaff	fear	0.172	agnar
regulatory	fear	0.172	reglering
birch	fear	0.172	björk
shell	fear	0.172	skal
assessment	fear	0.172	bedömning
uncertain	fear	0.172	osäker
rod	fear	0.172	stång
humanrights	fear	0.172	mänskliga rättigheter
less	fear	0.167	mindre
coy	fear	0.162	coy
iris	fear	0.160	iris
intimately	fear	0.156	intimt
hearing	fear	0.156	hörsel
legalized	fear	0.156	legaliseras
needit	fear	0.156	behöver det
audition	fear	0.156	audition
retirement	fear	0.156	pensionering
countdown	fear	0.156	nedräkning
sly	fear	0.156	slug
bases	fear	0.156	baser
ceasefire	fear	0.156	vapenvila
medication	fear	0.156	medicin
courageous	fear	0.154	modig
overthinker	fear	0.153	övertänkare
backtrack	fear	0.151	tillbaka
dawned	fear	0.150	gick upp
censor	fear	0.149	censurera
bailiff	fear	0.147	fogde
syllabus	fear	0.147	kursplan
delay	fear	0.141	dröjsmål
newcomer	fear	0.141	nykomling
imagination	fear	0.141	fantasi
waiting	fear	0.141	väntar
gent	fear	0.141	gent
validity	fear	0.141	giltighet
cove	fear	0.141	vik
rationality	fear	0.141	rationalitet
caricature	fear	0.141	karikatyr
eventuality	fear	0.141	eventualitet
alreadyyyyy	fear	0.140	redanyyyy
shy	fear	0.140	blyg
symptom	fear	0.133	symptom
excite	fear	0.132	excitera
raccoon	fear	0.127	tvättbjörn
clown	fear	0.125	clown
tryout	fear	0.125	Prova
needtorelax	fear	0.125	behöver slappna av
swim	fear	0.125	simma
campaigning	fear	0.125	kampanj
hawk	fear	0.125	Hök
prevent	fear	0.125	förhindra
gameday	fear	0.125	spel dag
ahhh	fear	0.125	ahhh
marry	fear	0.125	gifta sig
sprite	fear	0.125	sprite
soready	fear	0.125	soready
sag	fear	0.123	svikta
pharmacy	fear	0.123	apotek
policeman	fear	0.121	polis
dreamt	fear	0.111	drömde
lace	fear	0.111	spets
homework	fear	0.109	läxa
destination	fear	0.109	destination
incase	fear	0.109	om
pray	fear	0.109	be
knot	fear	0.109	Knut
confidence	fear	0.109	förtroende
bigday	fear	0.109	stor dag
holiness	fear	0.109	helighet
notoriety	fear	0.109	ökändhet
weight	fear	0.109	vikt
slender	fear	0.100	smal
undecided	fear	0.098	obeslutsam
sympathetic	fear	0.097	sympatisk
poise	fear	0.094	balans
case	fear	0.094	fall
treat	fear	0.094	behandla
locate	fear	0.094	lokalisera
loyal	fear	0.094	lojala
grades	fear	0.094	betyg
god	fear	0.094	Gud
helmet	fear	0.094	hjälm
confident	fear	0.094	självsäker
counsellor	fear	0.094	rådgivare
northeast	fear	0.088	nordost
graduation	fear	0.078	gradering
compassion	fear	0.078	medkänsla
nurture	fear	0.078	uppfostran
graded	fear	0.075	betygsatt
mum	fear	0.070	mamma
infant	fear	0.067	spädbarn
journey	fear	0.062	resa
parade	fear	0.062	parad
gradschool	fear	0.062	gymnasiet
civilian	fear	0.062	civil
cloudiness	fear	0.062	molnighet
cash	fear	0.062	kontanter
civilians	fear	0.062	civila
guidelines	fear	0.062	riktlinjer
soulmate	fear	0.062	själsfrände
youth	fear	0.062	ungdom
opera	fear	0.057	opera
synonymous	fear	0.056	synonym
honest	fear	0.047	ärliga
praying	fear	0.047	bön-
intelligence	fear	0.038	intelligens
volunteer	fear	0.031	volontär-
romance	fear	0.031	romantik
lines	fear	0.031	rader
obey	fear	0.016	lyda
happiest	joy	0.986	lyckligast
happiness	joy	0.984	lycka
bliss	joy	0.971	salighet
celebrating	joy	0.970	firar
jubilant	joy	0.969	jublande
ecstatic	joy	0.954	extatisk
elation	joy	0.944	upprymdhet
beaming	joy	0.938	strålande
bestdayever	joy	0.938	bästa dagen någonsin
loveee	joy	0.932	loveee
celebration	joy	0.929	firande
awesomeness	joy	0.926	häftighet
joy	joy	0.924	glädje
joyous	joy	0.922	glad
fabulous	joy	0.922	fantastisk
happily	joy	0.922	lyckligt
excitement	joy	0.922	spänning
exuberance	joy	0.922	överflöd
makesmehappy	joy	0.922	gör mig glad
euphoria	joy	0.922	eufori
lovee	joy	0.920	älskade
gratitude	joy	0.914	tacksamhet
happydance	joy	0.912	happydance
merriment	joy	0.912	munterhet
spectacular	joy	0.912	spektakulär
overjoyed	joy	0.909	överlycklig
purebliss	joy	0.909	ren lycka
triumphant	joy	0.907	triumferande
ecstasy	joy	0.906	extas
lovelovelove	joy	0.906	kärlek Kärlek Kärlek
cheerful	joy	0.906	glad
cheer	joy	0.897	heja på
elated	joy	0.894	upprymd
peaceofmind	joy	0.891	sinnesro
jolly	joy	0.891	glad
delighted	joy	0.891	förtjust
lovethis	joy	0.891	älskar detta
excitation	joy	0.891	excitation
exhilaration	joy	0.891	upprymdhet
pleasures	joy	0.891	nöjen
laugh	joy	0.891	skratt
marvelously	joy	0.881	fantastiskt
loving	joy	0.879	kärleksfull
joyful	joy	0.879	glad
blissful	joy	0.879	lycksalig
outstanding	joy	0.879	utestående
pleasurable	joy	0.877	njutbart
lovinglife	joy	0.875	älskar livet
enthusiastic	joy	0.875	entusiastisk
glee	joy	0.875	glädje
iloveher	joy	0.875	jag älskar henne
yaaaay	joy	0.875	jaaaa
overthemoon	joy	0.875	över månen
happyplace	joy	0.875	lycklig plats
sohappy	joy	0.868	så glad
superb	joy	0.864	utmärkt
woohoo	joy	0.864	woohoo
laughing	joy	0.864	skrattande
wonderful	joy	0.863	underbar
hooray	joy	0.859	hurra
loved	joy	0.859	älskade
tearsofjoy	joy	0.859	glädjetårar
hallelujah	joy	0.859	halleluja
magnificent	joy	0.859	magnifik
glory	joy	0.859	ära
ilovechristmas	joy	0.859	jag älskar jul
brilliant	joy	0.859	lysande
celebrated	joy	0.859	berömd
cheering	joy	0.859	glädjande
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	himmelskt
exciting	joy	0.853	spännande
thrilled	joy	0.851	glada
mademyday	joy	0.848	gjorde min dag
hohoho	joy	0.845	Ho ho ho
celebrate	joy	0.844	fira
wonderfully	joy	0.844	underbart
blessing	joy	0.844	välsignelse
favoriteholiday	joy	0.844	favorit semester
paradise	joy	0.833	paradis
marvellous	joy	0.833	underbar
festive	joy	0.833	festlig
sweetness	joy	0.833	sötma
blessed	joy	0.833	välsignad
celebrations	joy	0.833	firande
compliment	joy	0.831	komplimang
smiling	joy	0.828	leende
allsmiles	joy	0.828	allsmiles
love	joy	0.828	kärlek
enchanting	joy	0.828	förtjusande
homesweethome	joy	0.826	hem kära hem
thankyougod	joy	0.824	tack Gud
marvelous	joy	0.824	underbar
laughter	joy	0.824	skratt
goodmood	joy	0.819	bra humör
goodness	joy	0.818	godhet
excellence	joy	0.818	förträfflighet
sensational	joy	0.818	sensationell
joys	joy	0.818	glädjeämnen
delightful	joy	0.818	härlig
excited	joy	0.818	upphetsad
rejoicing	joy	0.818	fröjd
happyheart	joy	0.818	glatt hjärta
celebratory	joy	0.818	högtidlig
greatful	joy	0.816	fantastiskt
jovial	joy	0.814	gemytlig
rejoice	joy	0.812	glädjas
splendid	joy	0.812	utmärkt
enjoy	joy	0.812	njut av
smiley	joy	0.812	smiley
glorious	joy	0.812	härlig
victorious	joy	0.812	segrande
lovemaking	joy	0.812	älskling
bonanza	joy	0.812	bonanza
greatday	joy	0.812	bra dag
excellent	joy	0.812	excellent
goodtimes	joy	0.811	härliga tider
whatmakesmesmile	joy	0.811	vad som smiler
happyday	joy	0.809	glad dag
myfavorite	joy	0.804	min favorit
thankyoulord	joy	0.803	tack Gud
gladness	joy	0.803	glädje
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	nöje
giggle	joy	0.802	fnissa
happier	joy	0.797	lyckligare
lovemylife	joy	0.797	älskar mitt liv
magnificence	joy	0.797	prakt
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	älska livet
yesss	joy	0.797	yesss
dancing	joy	0.797	dans
success	joy	0.797	Framgång
grateful	joy	0.789	tacksam
amuse	joy	0.788	roa
splendor	joy	0.788	prakt
happy	joy	0.788	Lycklig
fun	joy	0.788	roligt
giggling	joy	0.781	fnittrande
glad	joy	0.781	glad
glorify	joy	0.781	förhärliga
radiant	joy	0.781	strålande
beautiful	joy	0.781	skön
solucky	joy	0.781	så lycklig
sothankful	joy	0.781	tacksam
enchanted	joy	0.781	förtrollad
romance	joy	0.779	romantik
perfection	joy	0.779	fulländning
christmassy	joy	0.779	julligt
heavens	joy	0.779	himlen
thrilling	joy	0.776	spännande
lovable	joy	0.773	intagande
congrats	joy	0.773	grattis
fiesta	joy	0.773	fiesta
entertain	joy	0.773	underhålla
happyvalentinesday	joy	0.773	glad alla hjärtans dag
miraculous	joy	0.773	mirakulös
cheers	joy	0.773	Skål
cheered	joy	0.773	jublade
positivity	joy	0.773	positivitet
funday	joy	0.772	rolig dag
enjoying	joy	0.771	njuter
lifeisgood	joy	0.766	livet är gott
amused	joy	0.766	roade
goodfeeling	joy	0.766	bra känsla
christmasspirit	joy	0.766	julstämning
cuddling	joy	0.766	gosa
smiles	joy	0.766	ler
sosweet	joy	0.766	så söt
thebest	joy	0.766	Det bästa
party	joy	0.765	fest
delight	joy	0.765	glädje
orgasm	joy	0.765	orgasm
positive	joy	0.761	positiv
sweetheart	joy	0.758	sötnos
enlighten	joy	0.758	upplysa
cheerfulness	joy	0.758	gladlynthet
miracles	joy	0.758	mirakel
giddy	joy	0.757	yr
christmastime	joy	0.757	jultid
gratify	joy	0.750	tillfredsställa
greatness	joy	0.750	storhet
friendliness	joy	0.750	vänlighet
blessings	joy	0.750	välsignelser
laughs	joy	0.750	skrattar
tistheseason	joy	0.750	detta är årstiden
smile	joy	0.750	leende
pleasing	joy	0.750	behaglig
romantic	joy	0.750	romantisk
happyholidays	joy	0.750	glada helger
frolic	joy	0.748	upptåg
jubilee	joy	0.742	jubileum
miracle	joy	0.742	mirakel
enthusiasm	joy	0.742	entusiasm
selflove	joy	0.742	själv kärlek
triumph	joy	0.742	triumf
magical	joy	0.742	magisk
rewarding	joy	0.742	givande
goodvibes	joy	0.742	bra vibrationer
positiveenergy	joy	0.742	positiv energi
feelgood	joy	0.736	må bra
prosperity	joy	0.735	välstånd
behappy	joy	0.734	var glad
admiration	joy	0.734	beundran
passionate	joy	0.734	passionerad
goodday	joy	0.734	God dag
luxurious	joy	0.734	lyxig
tgif	joy	0.734	tgif
victory	joy	0.734	seger
feelinggood	joy	0.734	mår bra
enchant	joy	0.734	tjusa
greatnight	joy	0.734	bra kväll
vivacious	joy	0.734	livlig
glorification	joy	0.733	förhärligande
sing	joy	0.729	sjunga
glowing	joy	0.729	lysande
yessss	joy	0.728	yessss
fulfillment	joy	0.728	uppfyllelse
breathtaking	joy	0.728	hisnande
thankful	joy	0.727	tacksam
cheery	joy	0.727	glad
santa	joy	0.727	tomten
hurrah	joy	0.727	hurra
christmasbreak	joy	0.727	jullov
win	joy	0.727	vinna
atpeace	joy	0.727	tillfreds
award	joy	0.727	tilldela
merry	joy	0.727	glad
inspiration	joy	0.725	inspiration
radiance	joy	0.725	strålglans
pleased	joy	0.725	nöjd
uplift	joy	0.723	lyfta
optimistic	joy	0.723	optimistisk
heaven	joy	0.721	himmel
lucky	joy	0.721	tur-
godisgreat	joy	0.721	Gud är stor
holidays	joy	0.721	högtider
thrill	joy	0.721	spänning
congratulatory	joy	0.719	grattis
thriving	joy	0.719	blomstrande
amusement	joy	0.719	nöje
perfect	joy	0.719	perfekt
lover	joy	0.719	älskare
xmas	joy	0.719	jul
heartfelt	joy	0.719	innerlig
utopian	joy	0.719	utopisk
lovely	joy	0.719	härlig
harmony	joy	0.719	harmoni
praising	joy	0.719	berömma
brighten	joy	0.719	ljusna
luckiest	joy	0.712	lyckligast
merrychristmas	joy	0.712	god Jul
magic	joy	0.712	magi
achievement	joy	0.712	prestation
yay	joy	0.712	Jippie
holiday	joy	0.712	Semester
treasures	joy	0.712	skatter
luxury	joy	0.712	lyx
bestfeeling	joy	0.712	bästa känslan
intimate	joy	0.710	intim
soblessed	joy	0.706	så välsignad
yaaay	joy	0.706	jaaaa
rave	joy	0.706	rave
chuckle	joy	0.706	skrocka
proud	joy	0.704	stolt
winning	joy	0.703	vinnande
cherish	joy	0.703	vårda
goodnews	joy	0.703	goda nyheter
fuckyeah	joy	0.703	fy fan
optimism	joy	0.703	optimism
amazingly	joy	0.703	otroligt
lovelife	joy	0.703	kärleksliv
truelove	joy	0.703	äkta kärlek
beautification	joy	0.703	försköning
satisfying	joy	0.703	tillfredsställande
appreciates	joy	0.703	uppskattar
cuddled	joy	0.703	gosade
goodlife	joy	0.703	bra liv
gooood	joy	0.703	gooood
sweetest	joy	0.703	sötaste
yaay	joy	0.700	jaja
entertained	joy	0.700	underhöll
excite	joy	0.697	excitera
newbeginnings	joy	0.693	ny början
praisejesus	joy	0.691	prisa Jesus
birthday	joy	0.691	födelsedag
greatfriends	joy	0.688	bra vänner
adoration	joy	0.688	tillbedjan
godsend	joy	0.688	gudagåva
favorite	joy	0.688	favorit-
content	joy	0.688	innehåll
entertaining	joy	0.688	underhållande
honored	joy	0.688	hedrad
metime	joy	0.688	mig tid
exquisite	joy	0.688	utsökt
holidayseason	joy	0.688	semestertider
thankyoujesus	joy	0.688	tack Jesus
angelic	joy	0.688	änglalik
goodhealth	joy	0.682	god hälsa
majestic	joy	0.682	majestätisk
luscious	joy	0.682	läcker
memoriesiwontforget	joy	0.682	minnen kommer jag inte att glömma
bestfriends	joy	0.682	bästa vänner
precious	joy	0.682	dyrbar
appreciated	joy	0.682	uppskattad
exaltation	joy	0.682	upphöjelse
smiled	joy	0.682	log
brightens	joy	0.682	ljusnar
tranquility	joy	0.679	lugn
marry	joy	0.676	gifta sig
embrace	joy	0.676	omfamning
positively	joy	0.676	positivt
grin	joy	0.672	flin
hug	joy	0.672	kram
hilarious	joy	0.672	rolig
dearest	joy	0.672	käraste
contentment	joy	0.672	belåtenhet
accomplished	joy	0.672	skicklig
relaxation	joy	0.672	avslappning
bday	joy	0.672	födelsedag
enliven	joy	0.672	liva upp
weeeee	joy	0.672	weeee
giggles	joy	0.672	fnissar
fulfilled	joy	0.667	uppfyllt
bountiful	joy	0.667	riklig
victor	joy	0.667	segrare
adore	joy	0.667	älska
boisterous	joy	0.667	stormig
fulfill	joy	0.664	uppfylla
cuddles	joy	0.662	gosar
prosperous	joy	0.660	välmående
appreciation	joy	0.656	uppskattning
serenity	joy	0.656	lugn
happynewyear	joy	0.656	gott nytt år
humor	joy	0.656	humör
satisfy	joy	0.656	uppfylla
besties	joy	0.656	bästisar
encouraged	joy	0.656	uppmuntrad
captivate	joy	0.656	fängsla
christmaseve	joy	0.656	julafton
glow	joy	0.656	glöd
romanticism	joy	0.656	romantik
innerpeace	joy	0.656	inre frid
pleasant	joy	0.656	trevlig
praises	joy	0.652	lovordar
abundance	joy	0.652	överflöd
fortunes	joy	0.652	öde
engaged	joy	0.652	engagerad
praised	joy	0.652	berömde
relaxing	joy	0.652	avkopplande
treasure	joy	0.652	skatt
satisfaction	joy	0.652	tillfredsställelse
nothingbetter	joy	0.647	inget bättre
affection	joy	0.647	tillgivenhet
relieved	joy	0.647	lättad
complement	joy	0.647	komplement
carnival	joy	0.643	karneval
priceless	joy	0.641	ovärderlig
uplifting	joy	0.641	upplyftande
sensuality	joy	0.641	sensualitet
saintly	joy	0.641	heligt
champion	joy	0.641	mästare
thanksgiving	joy	0.641	tacksägelse
harmoniously	joy	0.641	harmoniskt
wedding	joy	0.641	bröllop
achieve	joy	0.641	uppnå
divine	joy	0.641	gudomlig
jackpot	joy	0.641	jackpott
honeymoon	joy	0.636	smekmånad
exalt	joy	0.636	upphöja
twinkle	joy	0.636	tindra
comforting	joy	0.636	tröstande
felicity	joy	0.636	sällhet
peaceful	joy	0.636	fredlig
climax	joy	0.636	klimax
winner	joy	0.636	vinnare
reverie	joy	0.636	dagdröm
yayy	joy	0.636	yayy
cuddle	joy	0.636	omfamning
xoxo	joy	0.634	puss och kram
stargazing	joy	0.625	stjärnskådning
festival	joy	0.625	festival
sweet	joy	0.625	ljuv
generosity	joy	0.625	generositet
brighter	joy	0.625	ljusare
praisegod	joy	0.625	prisa Gud
gorgeous	joy	0.625	underbar
hearts	joy	0.625	hjärtan
amusing	joy	0.625	rolig
fondness	joy	0.625	förkärlek
snuggling	joy	0.625	mysa
reward	joy	0.625	pris
sex	joy	0.622	sex
kind	joy	0.621	snäll
genial	joy	0.621	gemytlig
parade	joy	0.621	parad
applause	joy	0.621	applåder
beauty	joy	0.621	skönhet
fulfilling	joy	0.618	uppfyllande
aspiring	joy	0.618	aspirerande
newlife	joy	0.618	nytt liv
godbless	joy	0.616	Gud välsigna
virtuous	joy	0.613	dygdig
kiss	joy	0.610	kyss
christmas	joy	0.609	jul
rainbows	joy	0.609	regnbågar
elegance	joy	0.609	elegans
generous	joy	0.609	generös
super	joy	0.609	super
playful	joy	0.609	lekfull
enlightenment	joy	0.609	upplysning
praiseworthy	joy	0.609	berömvärt
awards	joy	0.609	utmärkelser
adorable	joy	0.609	förtjusande
rekindle	joy	0.609	tända igen
winnings	joy	0.609	vinster
independence	joy	0.607	oberoende
amour	joy	0.607	amour
kindness	joy	0.606	vänlighet
surprises	joy	0.606	överraskningar
heheh	joy	0.606	heheh
hilarity	joy	0.606	munterhet
wonder	joy	0.606	undra
freely	joy	0.606	fritt
successful	joy	0.606	framgångsrik
inspired	joy	0.606	inspirerad
onelove	joy	0.606	en kärlek
whimsical	joy	0.603	nyckfull
entertainment	joy	0.603	underhållning
passion	joy	0.603	passion
stressfree	joy	0.601	stressfri
beautify	joy	0.601	försköna
sunrise	joy	0.600	soluppgång
godisgood	joy	0.597	Gud är god
goodmusic	joy	0.594	bra musik
revere	joy	0.594	vörda
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfar
inspire	joy	0.594	inspirera
angel	joy	0.594	ängel
thankgod	joy	0.594	tack Gud
goodies	joy	0.594	godsaker
jesus	joy	0.594	Jesus
accomplishment	joy	0.594	prestation
snuggled	joy	0.594	mysade
peacefully	joy	0.594	lugnt
flirt	joy	0.594	flört
friendship	joy	0.591	vänskap
singing	joy	0.591	sång
heroic	joy	0.591	heroisk-
exalted	joy	0.591	Exalterad
fortune	joy	0.591	förmögenhet
highest	joy	0.591	högsta
summer	joy	0.591	sommar
contented	joy	0.588	belåten
rollicking	joy	0.588	rullande
overflowing	joy	0.588	överfulla
woot	joy	0.588	woot
accolade	joy	0.586	utmärkelse
hope	joy	0.586	hoppas
cozy	joy	0.583	mysigt
delicious	joy	0.579	utsökt
raving	joy	0.578	raving
thelife	joy	0.578	livet
darling	joy	0.578	älskling
sensuous	joy	0.578	sinnlig
picturesque	joy	0.578	pittoresk
friendly	joy	0.578	vänlig
everlasting	joy	0.578	evighet
praise	joy	0.578	beröm
ambition	joy	0.578	ambition
sparkle	joy	0.577	gnistra
sensual	joy	0.576	sensuell
peace	joy	0.576	fred
flattering	joy	0.576	smickrande
grace	joy	0.576	nåd
luckygirl	joy	0.576	lyckosam tjej
heroism	joy	0.576	hjältemod
succeeding	joy	0.576	efterföljande
yeahhh	joy	0.576	yeahhh
special	joy	0.574	särskild
livelife	joy	0.574	Lev livet
tantalizing	joy	0.572	frestande
pumped	joy	0.567	pumpade
yey	joy	0.562	jaja
surprise	joy	0.562	överraskning
sunny	joy	0.562	solig
prevail	joy	0.562	segra
revels	joy	0.562	frossar
humorous	joy	0.562	humoristisk
sweets	joy	0.562	sötsaker
liking	joy	0.562	böjelse
admirable	joy	0.562	beundransvärd
superstar	joy	0.562	superstar
relax	joy	0.562	koppla av
prosper	joy	0.562	blomstra
hero	joy	0.562	hjälte
hugs	joy	0.562	kramar
worthwhile	joy	0.562	värt
newyear	joy	0.561	nyår
tenderness	joy	0.561	ömhet
bless	joy	0.561	välsigna
favorable	joy	0.561	gynnsam
freedom	joy	0.561	frihet
masterpiece	joy	0.561	mästerverk
dreams	joy	0.559	drömmar
hopeful	joy	0.559	hoppfull
home	joy	0.559	Hem
cruising	joy	0.556	cruising
gracias	joy	0.554	tack
faithfulness	joy	0.553	trofasthet
eagerness	joy	0.552	iver
closeness	joy	0.552	närhet
sunshine	joy	0.551	solsken
comfy	joy	0.551	bekväm
vacation	joy	0.547	semester
celestial	joy	0.547	himmelsk
good	joy	0.547	Bra
elite	joy	0.547	elit
illuminate	joy	0.547	belysa
confidence	joy	0.547	förtroende
mistletoe	joy	0.547	mistel
daughter	joy	0.547	dotter
lifted	joy	0.547	lyfts
goodmorning	joy	0.547	god morgon
zeal	joy	0.547	iver
gifts	joy	0.547	gåvor
gift	joy	0.547	gåva
astonishment	joy	0.547	förvåning
heart	joy	0.547	hjärta
completion	joy	0.547	komplettering
bonus	joy	0.547	bonus
charmed	joy	0.546	betagen
dance	joy	0.545	dansa
sublime	joy	0.545	sublim
recreation	joy	0.545	rekreation
encouragement	joy	0.545	uppmuntran
god	joy	0.545	Gud
gush	joy	0.545	välla
freshstart	joy	0.544	nystart
free	joy	0.544	fri
savior	joy	0.543	räddare
