English Word	Emotion	Emotion-Intensity-Score	Hmong Word
stressrelief	joy	0.500	kev ntxhov siab
erotic	joy	0.500	erotic
inviting	joy	0.500	caw
baby	joy	0.500	tus me nyuam
dignity	joy	0.500	meej mom
satisfied	joy	0.500	txaus siab
visionary	joy	0.500	pom kev
memorable	joy	0.500	nco tau
veracity	joy	0.500	kev tseeb
healthy	joy	0.500	noj qab nyob zoo
welcoming	joy	0.500	txais tos
diamond	joy	0.500	pob zeb diamond
christ	joy	0.500	Tswv Yexus
beach	joy	0.500	puam
accomplish	joy	0.500	ua kom tiav
friends	joy	0.500	phooj ywg
excel	joy	0.500	excel
health	joy	0.493	noj qab haus huv
aura	joy	0.493	aura
yehey	joy	0.486	yees
approved	joy	0.486	pom zoo
oasis	joy	0.486	oasis
liberty	joy	0.486	kev ywj pheej
crowning	joy	0.485	crowning
aspiration	joy	0.485	kev ntshaw
privileged	joy	0.485	muaj cai
crescendo	joy	0.485	crescendo ua
rapture	joy	0.485	kev zoo siab
liberate	joy	0.485	tso tawm
nocomplaints	joy	0.485	tsis tsis txaus siab
prestige	joy	0.485	koob meej
bounty	joy	0.485	nyiaj txiag
gentle	joy	0.485	maj
inseparable	joy	0.485	sib cais tsis tau
engaging	joy	0.485	koom nrog
loyal	joy	0.485	loyal
betrothed	joy	0.485	sib yuav
transcendence	joy	0.484	kev hla dhau
selfworth	joy	0.484	tus kheej tsim nyog
yummy	joy	0.484	noj qab heev
datenight	joy	0.484	hmo ntuj
destiny	joy	0.484	txoj hmoo
heyday	joy	0.484	nyob zoo
aloha	joy	0.484	aloha
desire	joy	0.484	kev xav
dream	joy	0.484	npau suav
luck	joy	0.484	hmoov zoo
fete	joy	0.484	fete
trophy	joy	0.484	khoom plig
bouquet	joy	0.484	paj ntaub
chocolate	joy	0.484	chocolate
creativity	joy	0.484	kev muaj tswv yim
boyfriend	joy	0.480	tus hluas nraug
commemoration	joy	0.479	kev ua koob tsheej nco txog
intelligence	joy	0.477	txawj ntse
readiness	joy	0.473	kev npaj
friend	joy	0.471	phooj ywg
bride	joy	0.471	nkauj nyab
enthusiast	joy	0.471	tus nyiam
lush	joy	0.470	lush
inheritance	joy	0.470	qub txeeg qub teg
soothe	joy	0.470	soothe
tickle	joy	0.470	nyem
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	kev xav
massage	joy	0.470	zaws
calming	joy	0.470	calming
adventure	joy	0.470	taug txuj kev nyuaj
pretty	joy	0.469	zoo nkauj
purring	joy	0.469	purring
eternal	joy	0.469	nyob mus ib txhis
humanitarian	joy	0.469	humanitarian
nurture	joy	0.469	txhawb nqa
giving	joy	0.469	muab
rest	joy	0.469	so
getaway	joy	0.469	khiav tawm
goals	joy	0.469	hom phiaj
pray	joy	0.469	thov Vajtswv
bridegroom	joy	0.469	nraug vauv
heartily	joy	0.469	mob siab
luster	joy	0.469	luster
bonding	joy	0.469	kev sib raug zoo
princess	joy	0.469	ntxhais fuabtais
amicable	joy	0.469	kev sib raug zoo
benevolence	joy	0.469	kev siab zoo
child	joy	0.466	tus menyuam
salutary	joy	0.465	salutary
invite	joy	0.457	caw
beam	joy	0.456	nqaj
reminiscing	joy	0.456	nco ntsoov
befriend	joy	0.455	phooj ywg
aesthetics	joy	0.455	zoo nkauj
friday	joy	0.455	hnub Friday
freshair	joy	0.455	dej tshiab
ceremony	joy	0.455	kev ua koob tsheej
kindred	joy	0.455	kwv tij
mindfulness	joy	0.455	kev nco qab
sonice	joy	0.455	suab
elevation	joy	0.455	qhov siab
tropical	joy	0.455	tropical
scholarship	joy	0.455	nyiaj kawm ntawv
hee	joy	0.455	hee
noworries	joy	0.453	tam sim no
allure	joy	0.453	ntxias
approve	joy	0.453	pom zoo
scenery	joy	0.453	thaj chaw
waterfall	joy	0.453	dej tsaws tsag
vindication	joy	0.453	kev ua txhaum
namaste	joy	0.453	namaste
commemorate	joy	0.453	ua kev nco txog
faith	joy	0.453	kev ntseeg
birth	joy	0.453	yug
forgiveness	joy	0.453	kev zam txim
journey	joy	0.447	taug kev
meditation	joy	0.446	kev xav
relaxed	joy	0.442	so kom txaus
present	joy	0.441	tam sim no
weekend	joy	0.441	hnub so
tender	joy	0.441	kev sib tw
tranquil	joy	0.441	nyob ntsiag to
lyrical	joy	0.439	zaj nkauj
sharing	joy	0.439	sib koom
esteem	joy	0.439	hwm
nostalgic	joy	0.439	nostalgic
prayer	joy	0.439	kev thov Vajtswv
righteousness	joy	0.439	kev ncaj ncees
husband	joy	0.438	tus txiv
relief	joy	0.438	nyem
strength	joy	0.438	zog
mighty	joy	0.438	muaj zog
unbeaten	joy	0.438	tsis raug ntaus
eager	joy	0.438	siab xav
share	joy	0.438	qhia
newday	joy	0.438	hnub tshiab
sonnet	joy	0.438	sonnet
meditate	joy	0.438	xav txog
life	joy	0.438	lub neej
winterbreak	joy	0.429	caij ntuj no
warm	joy	0.429	sov
movingforward	joy	0.429	mus tom ntej
buddy	joy	0.427	phooj ywg
oneness	joy	0.426	ib leeg
unconstrained	joy	0.424	tsis muaj kev txwv
amen	joy	0.424	amen
reverence	joy	0.424	kev hwm
healthful	joy	0.424	noj qab haus huv
thelittlethings	joy	0.424	tej yam me me
medal	joy	0.424	khoom plig
unsurpassed	joy	0.424	tsis muaj kev vam meej
candlelight	joy	0.424	tswm ciab
carols	joy	0.424	carols
ejaculation	joy	0.424	ejaculation
beginnings	joy	0.422	pib
sledding	joy	0.422	sledding
graduation	joy	0.422	kawm tiav
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	yooj yim
symphony	joy	0.422	symphony
wealth	joy	0.422	kev nplua nuj
helpful	joy	0.422	pab tau
musical	joy	0.422	suab paj nruag
glitter	joy	0.422	ci ntsa iab
calmness	joy	0.422	kev kaj siab lug
energy	joy	0.422	zog
safe	joy	0.422	nyab xeeb
nostress	joy	0.421	nostress
soundness	joy	0.421	suab nrov
promise	joy	0.415	cog lus
reunite	joy	0.414	rov sib ntsib
mother	joy	0.412	niam
salvation	joy	0.412	kev cawmdim
poems	joy	0.412	paj huam
clown	joy	0.409	neeg dag
lavender	joy	0.409	lavender
immaculate	joy	0.409	tsis zoo
purify	joy	0.409	ua kom huv
inauguration	joy	0.409	pib
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	teeb
travel	joy	0.409	taug kev
cash	joy	0.406	nyiaj ntsuab
companion	joy	0.406	tus khub
live	joy	0.406	nyob
opportune	joy	0.406	muaj caij nyoog
completing	joy	0.406	ua kom tiav
charity	joy	0.406	kev siab hlub
heal	joy	0.406	kho
star	joy	0.406	hnub qub
wishing	joy	0.406	xav
flowers	joy	0.406	paj
income	joy	0.403	nyiaj tau los
soul	joy	0.401	plig
munchies	joy	0.400	munchies
emancipation	joy	0.397	kev dim
indescribable	joy	0.397	piav tsis tau
progress	joy	0.397	kev vam meej
equality	joy	0.394	kev sib npaug
childhood	joy	0.394	thaum yau
together	joy	0.394	ua ke
rhythmical	joy	0.394	suab paj nruag
fullness	joy	0.394	kev puv
calm	joy	0.394	twj ywm
hammock	joy	0.394	txaj txaj
picnic	joy	0.394	noj mov
movies	joy	0.393	tsos
zealous	joy	0.393	mob siab rau
playground	joy	0.391	chaw ua si
affluence	joy	0.391	kev vam meej
warms	joy	0.391	sov
choir	joy	0.391	hu nkauj
littlethings	joy	0.391	yam me me
auspicious	joy	0.391	hmoov zoo
meaningful	joy	0.391	muaj qab hau
adventures	joy	0.391	taug txuj kev nyuaj
goofy	joy	0.391	ruam
starry	joy	0.391	hnub qub
humanity	joy	0.391	tib neeg
gesture	joy	0.387	piav tes piav taw
witty	joy	0.382	txawj ntse
vow	joy	0.382	cog lus
shopping	joy	0.382	khw
vibes	joy	0.379	vibes
worship	joy	0.379	pe hawm
jump	joy	0.379	dhia
communion	joy	0.379	kev sib tham
reverend	joy	0.377	hwm
rising	joy	0.375	nce
advance	joy	0.375	ua ntej
beaches	joy	0.375	ntug hiav txwv
sonorous	joy	0.375	sonorous
courtship	joy	0.375	kev sib tham
experience	joy	0.375	kev paub
reunion	joy	0.375	rov sib ntsib
simplicity	joy	0.375	yooj yim
full	joy	0.375	puv
hymn	joy	0.375	nkauj qhuas Vajtswv
spirits	joy	0.375	ntsuj plig
unforgettable	joy	0.375	nco tsis tau
mirth	joy	0.375	kev zoo siab
youth	joy	0.375	hluas
scenic	joy	0.375	scenic
unique	joy	0.375	tshwj xeeb
redeemed	joy	0.375	txhiv
alliance	joy	0.368	kev sib koom tes
baptismal	joy	0.368	kev cai raus dej
grant	joy	0.366	pub
kitten	joy	0.364	miv
sanctification	joy	0.364	kev dawb huv
conciliation	joy	0.364	kev sib haum xeeb
improves	joy	0.364	txhim kho
pure	joy	0.364	dawb huv
improve	joy	0.364	txhim kho
authentic	joy	0.364	qhov tseeb
moonlight	joy	0.364	lub hli
weightloss	joy	0.362	poob phaus
raspberries	joy	0.360	raspberries
feeling	joy	0.359	kev xav
jest	joy	0.359	jest
independent	joy	0.359	ywj siab
sanctify	joy	0.359	ua kom dawb huv
devotional	joy	0.359	kev ntseeg
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	kev txawj ntse
listenting	joy	0.359	mloog
fidelity	joy	0.359	kev ncaj ncees
revival	joy	0.359	kev txhawb siab
giver	joy	0.353	tus muab
cocoa	joy	0.353	cocoa
deliverance	joy	0.348	kev cawmdim
melody	joy	0.348	suab paj nruag
unification	joy	0.348	kev sib koom ua ke
romp	joy	0.348	romp
purpose	joy	0.348	lub hom phiaj
choral	joy	0.348	choral
exceed	joy	0.348	tshaj
dolphin	joy	0.348	dolphin
roaring	joy	0.348	qw nrov
favor	joy	0.348	nyiam
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	voluptuous
fruits	joy	0.344	txiv hmab txiv ntoo
cookies	joy	0.344	ncuav qab zib
manicure	joy	0.344	manicure
nowork	joy	0.344	tsis ua haujlwm
date	joy	0.344	hnub
newstart	joy	0.344	pib tshiab
hedonism	joy	0.344	hedonism
pledge	joy	0.344	cog lus
electric	joy	0.344	hluav taws xob
humble	joy	0.344	txo hwj chim
roadtrip	joy	0.344	kev taug kev
thx	joy	0.344	ua thx
kiddos	joy	0.344	cov menyuam yaus
celebrity	joy	0.342	neeg nto moo
bridesmaid	joy	0.338	nkauj muam nraug nus
rhythm	joy	0.338	lub suab nrov
spa	joy	0.333	spa
snowday	joy	0.333	hnub snow
familiarity	joy	0.333	kev paub
coffee	joy	0.333	kas fes
edification	joy	0.333	kev tsim kho
garden	joy	0.333	vaj
renovation	joy	0.333	kho dua tshiab
dawn	joy	0.333	kaj ntug
connoisseur	joy	0.333	tus paub
gazing	joy	0.333	ntsia
obliging	joy	0.333	obliging
partner	joy	0.333	tus khub
foodie	joy	0.331	noj mov
synchronize	joy	0.329	synchronize
tribulation	joy	0.328	kev txom nyem
psalm	joy	0.328	nkauj
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	tsis txaus siab
chirping	joy	0.328	quaj
saint	joy	0.328	neeg dawb huv
healing	joy	0.328	kho
carol	joy	0.328	carol
true	joy	0.328	muaj tseeb
hobby	joy	0.328	nyiam ua
amnesty	joy	0.328	kev zam txim
respite	joy	0.324	so
recreational	joy	0.318	ua si
cousins	joy	0.318	kwv tij
mellow	joy	0.318	mellow
restorative	joy	0.318	kho dua tshiab
lazyday	joy	0.318	tub nkeeg
classics	joy	0.318	classics
reconciliation	joy	0.316	kev sib haum xeeb
woods	joy	0.312	ntoo
progression	joy	0.312	kev vam meej
muchneeded	joy	0.312	xav tau ntau
sterling	joy	0.312	sterling
dove	joy	0.312	nquab
simplify	joy	0.312	ua kom yooj yim
fitness	joy	0.312	kev qoj ib ce
sunset	joy	0.312	hnub poob
wisdom	joy	0.312	kev txawj ntse
relight	joy	0.312	kev kaj siab
living	joy	0.312	nyob
presto	joy	0.312	presto
playhouse	joy	0.312	chaw ua si
superman	joy	0.312	superman
pony	joy	0.312	pony
recovery	joy	0.312	rov qab los
crafts	joy	0.312	khoom siv tes ua
lord	joy	0.312	tus tswv
deal	joy	0.312	deal
improvement	joy	0.309	kev txhim kho
infant	joy	0.309	menyuam mos
absolution	joy	0.306	kev tshem tawm
honest	joy	0.303	ncaj ncees
gently	joy	0.303	maj mam
banquet	joy	0.303	rooj noj mov
established	joy	0.303	tsim tawm
endless	joy	0.303	tsis kawg
decorating	joy	0.303	kho kom zoo nkauj
providing	joy	0.300	muab
lounging	joy	0.297	pw tsaug zog
growth	joy	0.297	kev loj hlob
strolling	joy	0.297	taug kev
feat	joy	0.297	feat
morals	joy	0.297	kev ncaj ncees
mine	joy	0.297	kuv
spending	joy	0.297	kev siv nyiaj
light	joy	0.297	teeb
spiritual	joy	0.297	sab ntsuj plig
quaint	joy	0.297	zoo nkauj
fraternal	joy	0.297	kwv tij
notable	joy	0.297	tseem ceeb
softly	joy	0.297	mos mos
harvest	joy	0.297	sau qoob
yearning	joy	0.297	xav
breeze	joy	0.297	cua
joker	joy	0.297	tus neeg tso dag
meditating	joy	0.297	kev xav
fervor	joy	0.295	kev npau taws
quotes	joy	0.294	nqe lus
volunteer	joy	0.294	pab dawb
gain	joy	0.288	nce
resources	joy	0.288	peev txheej
create	joy	0.288	tsim
psalms	joy	0.288	nkauj
hippie	joy	0.288	hippie
taoism	joy	0.288	taoism
midwife	joy	0.288	tus kws yug menyuam
receiving	joy	0.287	txais
snowfall	joy	0.286	snow ntog
ocean	joy	0.286	dej hiav txwv
lsd	joy	0.286	lsd ua
hiking	joy	0.283	taug kev
evergreen	joy	0.281	ntsuab ntsuab
destination	joy	0.281	qhov chaw
candid	joy	0.281	ncaj ncees
unwind	joy	0.281	tso siab
truce	joy	0.281	kev tsis sib haum xeeb
toast	joy	0.281	ci ci
chill	joy	0.281	txias
infinity	joy	0.281	tsis kawg
rested	joy	0.281	so
buzzing	joy	0.281	buzzing
venerable	joy	0.279	hwm
balance	joy	0.275	tshuav nyiaj li cas
retirement	joy	0.275	nyiaj laus
fireplace	joy	0.273	qhov cub
buddha	joy	0.273	buddha
devout	joy	0.273	devout
drinks	joy	0.273	dej haus
rapt	joy	0.273	rapt
swim	joy	0.273	ua luam dej
compensate	joy	0.273	nyiaj pab
snowing	joy	0.271	daus daus
sublimation	joy	0.270	sublimation
fruity	joy	0.268	txiv hmab txiv ntoo
sunday	joy	0.266	hnub Sunday
sketching	joy	0.266	kos duab
paragon	joy	0.266	paragon
humility	joy	0.266	kev txo hwj chim
ministry	joy	0.266	txoj hauj lwm qhuab qhia
waves	joy	0.266	nthwv dej
cathedral	joy	0.266	lub tsev teev ntuj
sun	joy	0.266	hnub
yoga	joy	0.266	yoga
fortitude	joy	0.266	kev tiv thaiv
salute	joy	0.266	ua tsaug
buddhism	joy	0.266	kev ntseeg
whim	joy	0.266	xav
artwork	joy	0.265	artwork
practiced	joy	0.264	xyaum
clean	joy	0.260	huv si
running	joy	0.258	khiav
clarity	joy	0.258	kev meej
found	joy	0.258	pom
fitting	joy	0.258	haum
immerse	joy	0.258	raus dej
exercise	joy	0.258	kev tawm dag zog
food	joy	0.258	zaub mov
autumn	joy	0.254	caij nplooj zeeg
fit	joy	0.250	haum
morning	joy	0.250	sawv ntxov
contagious	joy	0.250	kab mob sib kis
outdoors	joy	0.250	sab nraum zoov
hardy	joy	0.250	hardy
candles	joy	0.250	tswm ciab
advocacy	joy	0.250	kev tawm tswv yim
countryside	joy	0.250	lub teb chaws
demonstrative	joy	0.250	ua qauv qhia
football	joy	0.250	ncaws pob
chirp	joy	0.250	hais lus
chilled	joy	0.250	txias
undying	joy	0.250	tsis tuag
visitor	joy	0.250	tus qhua
clap	joy	0.250	npuaj teg
diary	joy	0.250	chaw muag mis nyuj
ardent	joy	0.250	ardent
expedient	joy	0.250	tsim nyog
mountain	joy	0.250	roob
cradle	joy	0.247	txaj
trance	joy	0.246	trance
intense	joy	0.242	khaus
procession	joy	0.242	txheej txheem
church	joy	0.242	pawg ntseeg
pay	joy	0.242	them
supremacy	joy	0.242	siab tshaj
preservative	joy	0.242	khaws cia
grow	joy	0.242	loj hlob
breakfast	joy	0.242	noj tshais
consecration	joy	0.235	kev fij tseg
salary	joy	0.234	nyiaj hli
lifetime	joy	0.234	lub neej
incense	joy	0.234	xyab
ordination	joy	0.234	txoj cai
snowy	joy	0.234	daus daus
art	joy	0.234	kos duab
nursery	joy	0.234	chaw zov me nyuam
skiing	joy	0.234	caij ski
candle	joy	0.234	tswm ciab
doll	joy	0.234	menyuam roj hmab
vote	joy	0.234	pov npav
humbled	joy	0.234	txo hwj chim
lyre	joy	0.234	lyre
pastry	joy	0.229	ncuav qab zib
remedy	joy	0.227	tshuaj
chilling	joy	0.227	txias
firefly	joy	0.227	hluav taws
rescue	joy	0.225	cawm
camping	joy	0.221	mus pw hav zoov
perspective	joy	0.221	kev xav
orchestra	joy	0.221	suab paj nruag
orchard	joy	0.221	vaj vaj
breezy	joy	0.219	cua
gardens	joy	0.219	vaj
castle	joy	0.219	tsev fuabtais
lamb	joy	0.219	yaj
possess	joy	0.219	muaj
bouttime	joy	0.212	kev sib tw
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	suab paj nruag
teach	joy	0.212	qhia
brisk	joy	0.212	tawv
ribbon	joy	0.212	ribbon
raindrops	joy	0.212	dej nag
mucis	joy	0.212	mucis
repay	joy	0.212	them rov qab
listneing	joy	0.212	npe
nap	joy	0.206	pw tsaug zog
legalized	joy	0.203	raug cai
unexpected	joy	0.203	npaj txhij txog
vernal	joy	0.203	lus
chant	joy	0.203	suab nkauj
hire	joy	0.203	ntiav
uncontrollable	joy	0.203	tswj tsis tau
stillness	joy	0.203	kev nyob ntsiag to
lights	joy	0.203	teeb
cove	joy	0.203	cove
save	joy	0.200	cawm
pastor	joy	0.197	xibhwb
atone	joy	0.197	theej
symmetry	joy	0.197	symmetry
trees	joy	0.197	ntoo
oneday	joy	0.197	ib hnub
scripture	joy	0.196	vaj lug kub
mountains	joy	0.194	roob
craziness	joy	0.188	kev vwm
tea	joy	0.188	tshuaj yej
walking	joy	0.188	taug kev
whiteness	joy	0.188	dawb
sympathetic	joy	0.188	txaus siab
forefathers	joy	0.188	yawm txiv
pathway	joy	0.188	txoj kev
custom	joy	0.188	kev cai
quiet	joy	0.188	nyob ntsiag to
liquor	joy	0.188	cawv
soppy	joy	0.188	soppy
patient	joy	0.186	tus neeg mob
movingon	joy	0.182	txav mus
score	joy	0.182	qhab nias
dollhouse	joy	0.182	dollhouse
bath	joy	0.182	da dej
supporter	joy	0.180	tus neeg txhawb nqa
accompaniment	joy	0.179	nrog rau
pursuit	joy	0.176	nrhiav
outburst	joy	0.176	tawg tawm
frosty	joy	0.174	khov
luncheon	joy	0.172	noj su
service	joy	0.172	kev pabcuam
workout	joy	0.172	kev tawm dag zog
closure	joy	0.172	kaw
wintery	joy	0.172	lub caij ntuj no
civilized	joy	0.169	civilized
wages	joy	0.169	nyiaj hli
december	joy	0.167	lub Kaum Ob Hlis
fain	joy	0.167	fain
glide	joy	0.162	glide
acrobat	joy	0.162	acrobat
finally	joy	0.157	thaum kawg
chai	joy	0.156	chai
obtainable	joy	0.156	tau
elf	joy	0.156	elf
peppermint	joy	0.156	kua txob
break	joy	0.156	tawg
reproductive	joy	0.156	kev yug me nyuam
stroll	joy	0.156	taug kev
organization	joy	0.156	koom haum
bathtub	joy	0.156	tub da dej
advent	joy	0.152	tuaj txog
measured	joy	0.152	ntsuas
balm	joy	0.152	balm
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	cov roj
tan	joy	0.141	tan
simple	joy	0.141	yooj yim
bubble	joy	0.141	npuas
beer	joy	0.141	npias
green	joy	0.137	ntsuab
makingdisciples	joy	0.136	ua cov thwjtim
buss	joy	0.136	tsheb npav
books	joy	0.136	phau ntawv
chow	joy	0.135	chaw
pitter	joy	0.134	pitter
flows	joy	0.130	ntws
silence	joy	0.127	nyob ntsiag to
bookstore	joy	0.125	khw muag ntawv
solitude	joy	0.125	kev nyob ntsiag to
roadster	joy	0.125	txoj kev
circumstances	joy	0.125	xwm txheej
wine	joy	0.125	cawv
soak	joy	0.121	da dej
priesthood	joy	0.121	lub pov thawj hwj
japan	joy	0.121	Nyiv
wilderness	joy	0.121	hav zoov
critical	joy	0.116	tseem ceeb
neutral	joy	0.114	nruab nrab
hunting	joy	0.109	yos hav zoov
sand	joy	0.109	xuab zeb
opera	joy	0.109	ua yeeb yam
weight	joy	0.109	hnyav
wind	joy	0.109	cua
untie	joy	0.109	untie
labor	joy	0.106	kev ua haujlwm
classical	joy	0.106	classical
lake	joy	0.103	pas dej
affliction	joy	0.103	kev txom nyem
organ	joy	0.094	lub cev
dwelling	joy	0.094	lub tsev
tree	joy	0.090	tsob ntoo
pond	joy	0.089	pas dej
marrow	joy	0.078	mob plab
latte	joy	0.078	latte
sipping	joy	0.076	sipping
benign	joy	0.074	zoo
majority	joy	0.073	feem ntau
leaf	joy	0.065	nplooj
troubles	joy	0.062	teeb meem
basketball	joy	0.062	ntaus pob
explosions	joy	0.061	tawg
cream	joy	0.061	cream
shepherd	joy	0.058	tus tswv yug yaj
tuesday	joy	0.047	hnub Tuesday
turbulence	joy	0.045	kev kub ntxhov
calf	joy	0.040	nyuj
hardship	joy	0.031	kev nyuaj siab
unhappiness	joy	0.016	kev tsis zoo siab
sixty	joy	0.016	rau caum
mourning	sadness	0.969	kev quaj ntsuag
heartbreaking	sadness	0.969	mob siab
tragic	sadness	0.961	kev nyuaj siab
holocaust	sadness	0.953	holocaust
suicidal	sadness	0.941	tua tus kheej
misery	sadness	0.938	kev nyuaj siab
massacre	sadness	0.931	tua neeg
euthanasia	sadness	0.927	euthanasia
depression	sadness	0.925	kev nyuaj siab
grieving	sadness	0.922	kev nyuaj siab
bereavement	sadness	0.922	kev poob siab
fatal	sadness	0.922	tuag
bereaved	sadness	0.920	ua txhaum
devastation	sadness	0.917	kev puas tsuaj
death	sadness	0.915	tuag
devastated	sadness	0.912	kev puas tsuaj
suicide	sadness	0.912	tua tus kheej
catastrophe	sadness	0.911	kev puas tsuaj
horrifying	sadness	0.907	txaus ntshai
died	sadness	0.906	tuag
tragedy	sadness	0.906	xwm txheej
depressing	sadness	0.906	kev nyuaj siab
anguish	sadness	0.902	mob siab
agony	sadness	0.900	kev txom nyem
deadly	sadness	0.898	tuag taus
weeping	sadness	0.896	quaj
stillbirth	sadness	0.891	tseem yug los
deceased	sadness	0.891	tuag
murderer	sadness	0.877	neeg tua neeg
cancer	sadness	0.875	mob qog noj ntshav
dying	sadness	0.875	tuag
rape	sadness	0.875	rape
devastating	sadness	0.875	kev puas tsuaj
morbidity	sadness	0.864	mob mob
sadness	sadness	0.864	kev tu siab
execution	sadness	0.859	kev ua
traumatic	sadness	0.859	raug mob
perish	sadness	0.859	tuag
grief	sadness	0.859	kev nyuaj siab
abandonment	sadness	0.859	kev tso tseg
atrocity	sadness	0.859	kev ua phem
crucifixion	sadness	0.859	kev ntsia saum ntoo Khaublig
depressed	sadness	0.859	nyuaj siab
cadaver	sadness	0.853	cadaver
treachery	sadness	0.848	kev ntxeev siab
betrayed	sadness	0.848	ntxeev siab
grieve	sadness	0.844	nyuaj siab
suffering	sadness	0.844	kev txom nyem
funeral	sadness	0.844	kev pam tuag
destroyed	sadness	0.844	puas lawm
homicide	sadness	0.844	kev tua neeg
hopelessness	sadness	0.844	kev cia siab
slaughtering	sadness	0.844	kev tua tsiaj
persecution	sadness	0.844	kev tsim txom
murderous	sadness	0.844	tua neeg
sorrow	sadness	0.844	kev tu siab
miserable	sadness	0.844	txom nyem
sad	sadness	0.844	tu siab
horrific	sadness	0.844	txaus ntshai
unhappiness	sadness	0.839	kev tsis zoo siab
bloodshed	sadness	0.836	ntshav
crippled	sadness	0.836	ua txhaum
carnage	sadness	0.833	kev tua neeg
pained	sadness	0.833	mob
manslaughter	sadness	0.833	kev tua neeg
unbearable	sadness	0.830	mob tsis taus
stillborn	sadness	0.830	yug
morbid	sadness	0.828	mob
annihilation	sadness	0.828	kev puas tsuaj
helplessness	sadness	0.828	kev pab tsis tau
mourn	sadness	0.828	kev quaj ntsuag
murder	sadness	0.828	kev tua neeg
slavery	sadness	0.828	kev ua qhev
abandoned	sadness	0.828	tso tseg
horrors	sadness	0.828	txaus ntshai
mutilation	sadness	0.828	kev sib hloov
annihilated	sadness	0.828	puas tsuaj
casualty	sadness	0.828	raug mob
enslaved	sadness	0.828	ua qhev
sickness	sadness	0.828	mob
torment	sadness	0.828	kev tsim txom
miscarriage	sadness	0.824	nchuav menyuam
starvation	sadness	0.819	kev tshaib kev nqhis
mournful	sadness	0.812	kev quaj ntsuag
sadly	sadness	0.812	tu siab
famine	sadness	0.812	kev tshaib kev nqhis
burial	sadness	0.812	faus
distraught	sadness	0.812	ntxhov siab
failure	sadness	0.812	ua tsis tiav
killing	sadness	0.812	tua
despair	sadness	0.812	kev poob siab
cruelty	sadness	0.812	kev ua phem
saddens	sadness	0.812	nyuaj siab
oppression	sadness	0.812	kev tsim txom
heartache	sadness	0.812	mob siab
terrorism	sadness	0.812	kev ua phem
disgrace	sadness	0.812	kev txaj muag
childloss	sadness	0.812	menyuam yaus
bloody	sadness	0.806	ntshav
perishing	sadness	0.804	tuag
inhumanity	sadness	0.804	kev ua tsis ncaj ncees
malignancy	sadness	0.803	mob phem
mortification	sadness	0.802	kev tuag
slave	sadness	0.797	qhev
lifeless	sadness	0.797	tsis muaj sia
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	txaus ntshai
assassination	sadness	0.797	kev tua neeg
perished	sadness	0.797	tuag
kill	sadness	0.797	tua
devastate	sadness	0.797	ua kev puas tsuaj
dreadful	sadness	0.797	txaus ntshai
mortuary	sadness	0.797	mortuary
leukemia	sadness	0.797	leukemia
lethal	sadness	0.797	tuag
desolation	sadness	0.797	kev puas tsuaj
gallows	sadness	0.797	cov hlab ntsha
brokenheart	sadness	0.792	mob siab
banishment	sadness	0.790	kev txiav txim
afflict	sadness	0.789	kev txom nyem
disheartened	sadness	0.788	poob siab
bury	sadness	0.781	faus
terrorize	sadness	0.781	ntshai
crying	sadness	0.781	quaj
demoralized	sadness	0.781	demoralized
tumour	sadness	0.781	qog
heartbreak	sadness	0.781	mob siab
desecration	sadness	0.781	kev desecration
