English Word	Emotion	Emotion-Intensity-Score	Greek Word
lifted	joy	0.547	ανυψώθηκε
goodmorning	joy	0.547	Καλημέρα
zeal	joy	0.547	ζήλος
gifts	joy	0.547	δώρα
gift	joy	0.547	δώρο
astonishment	joy	0.547	κατάπληξη
heart	joy	0.547	καρδιά
completion	joy	0.547	ολοκλήρωση
bonus	joy	0.547	δώρο
charmed	joy	0.546	γοητευμένος
dance	joy	0.545	χορός
sublime	joy	0.545	μεγαλείο
recreation	joy	0.545	αναψυχή
encouragement	joy	0.545	ενθάρρυνση
god	joy	0.545	θεός
gush	joy	0.545	έκχυση
freshstart	joy	0.544	νέα αρχή
free	joy	0.544	Ελεύθερος
savior	joy	0.543	σωτήρας
sanctuary	joy	0.541	άσυλο
grandchildren	joy	0.540	εγγονια
wellness	joy	0.537	ευεξία
revel	joy	0.534	διασκεδάζω
music	joy	0.531	ΜΟΥΣΙΚΗ
fab	joy	0.531	fab
bridal	joy	0.531	γάμος
soar	joy	0.531	πτήση
alive	joy	0.531	ζωντανός
money	joy	0.531	χρήματα
soothing	joy	0.531	πραϋντικός
serene	joy	0.531	γαλήνιος
holiness	joy	0.531	αγιότητα
inspirational	joy	0.531	εμπνευστικός
matrimony	joy	0.531	γάμος
dayoff	joy	0.531	ρεπό
savor	joy	0.531	γεύση
vitality	joy	0.531	ζωτικότητα
confident	joy	0.531	βέβαιος
firstborn	joy	0.531	πρωτότοκος
rainbow	joy	0.531	ΟΥΡΑΝΙΟ ΤΟΞΟ
liberation	joy	0.531	απελευθέρωση
elegant	joy	0.530	κομψός
mastery	joy	0.530	μαεστρία
glimmer	joy	0.530	φέγγω
illumination	joy	0.530	φωτισμός
blossom	joy	0.530	άνθος
warmth	joy	0.530	ζεστασιά
welcomed	joy	0.530	ευπρόσδεκτη
treat	joy	0.529	θεραπεύω
faithful	joy	0.529	πιστός
snuggles	joy	0.522	στριμώχνεται
laurels	joy	0.521	δάφνες
commendable	joy	0.519	αξιέπαινος
succeed	joy	0.516	πετυχαίνω
jingle	joy	0.516	κουδούνισμα
zest	joy	0.516	ζέση
noschool	joy	0.516	νοσοκομείο
brotherly	joy	0.516	αδελφικός
silly	joy	0.516	ανόητος
abundant	joy	0.516	άφθονος
fancy	joy	0.516	φαντασία
resplendent	joy	0.516	περίλαμπρος
strengthening	joy	0.516	τόνοση
presents	joy	0.516	παρουσιάζει
pride	joy	0.516	υπερηφάνεια
almighty	joy	0.516	παντοδύναμος
powerful	joy	0.516	ισχυρός
aspire	joy	0.516	φιλοδοξώ
remarkable	joy	0.516	αξιοσημείωτος
greeted	joy	0.516	χαιρέτησε
thanking	joy	0.515	ευχαριστώντας
cutie	joy	0.515	γλυκουλης
kudos	joy	0.515	δόξα
therapeutic	joy	0.515	θεραπευτικός
zen	joy	0.515	ζεν
coronation	joy	0.515	στέψη
complete	joy	0.515	πλήρης
shining	joy	0.515	λάμψη
spirit	joy	0.515	πνεύμα
princely	joy	0.515	ηγεμονικός
vivid	joy	0.515	ζωηρός
comfort	joy	0.515	άνεση
leisure	joy	0.515	ελεύθερος χρόνος
reunited	joy	0.515	επανενώνονται
kid	joy	0.515	παιδί
newme	joy	0.515	νέος εγώ
payday	joy	0.515	ημέρα πληρωμής
animated	joy	0.515	κινούμενα
familytime	joy	0.515	οικογενιακές στιγμές
relationship	joy	0.514	σχέση
godly	joy	0.514	θεοσεβής
marriage	joy	0.514	γάμος
daymade	joy	0.514	ημέρας
spouse	joy	0.507	σύζυγος
intimately	joy	0.507	από κοντά
respect	joy	0.500	Σεβασμός
bloom	joy	0.500	ανθίζω
purr	joy	0.500	γουργούρισμα
carefree	joy	0.500	ανέμελος
nature	joy	0.500	φύση
encourage	joy	0.500	ενθαρρύνω
soulful	joy	0.500	καλόψυχος
refreshed	joy	0.500	ξεκούραστος
family	joy	0.500	οικογένεια
gem	joy	0.500	κόσμημα
meritorious	joy	0.500	άξιος
achieved	joy	0.500	επιτεύχθηκε
motherhood	joy	0.500	μητρότητα
holyspirit	joy	0.500	Άγιο πνεύμα
surreal	joy	0.500	σουρεαλιστικό
charitable	joy	0.500	φιλάνθρωπος
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	ανακούφιση από το άγχος
erotic	joy	0.500	ερωτικός
inviting	joy	0.500	ελκυστικός
baby	joy	0.500	μωρό
dignity	joy	0.500	αξιοπρέπεια
satisfied	joy	0.500	ικανοποιημένος
visionary	joy	0.500	ονειροπόλος
memorable	joy	0.500	αξιομνημόνευτος
veracity	joy	0.500	φιλαλήθεια
healthy	joy	0.500	υγιής
welcoming	joy	0.500	υποδοχή
diamond	joy	0.500	διαμάντι
christ	joy	0.500	Χριστός
beach	joy	0.500	παραλία
accomplish	joy	0.500	ολοκληρώσει
friends	joy	0.500	οι φιλοι
excel	joy	0.500	προέχω
health	joy	0.493	υγεία
aura	joy	0.493	αύρα
yehey	joy	0.486	ναι
approved	joy	0.486	εγκρίθηκε
oasis	joy	0.486	όαση
liberty	joy	0.486	ελευθερία
crowning	joy	0.485	στέψη
aspiration	joy	0.485	φιλοδοξία
privileged	joy	0.485	προνομιούχος
crescendo	joy	0.485	αυξάνων τόνος
rapture	joy	0.485	έκσταση
liberate	joy	0.485	απελευθερώνω
nocomplaints	joy	0.485	κανένα παράπονο
prestige	joy	0.485	το κύρος
bounty	joy	0.485	γενναιοδωρία
gentle	joy	0.485	ευγενής
inseparable	joy	0.485	αρρηκτα συνδεδεμενος
engaging	joy	0.485	ελκυστικός
loyal	joy	0.485	πιστός
betrothed	joy	0.485	μνηστή
transcendence	joy	0.484	υπέρβαση
selfworth	joy	0.484	αυτοεκτίμηση
yummy	joy	0.484	πεντανόστιμο
datenight	joy	0.484	ΒΡΑΔΙΝΟ ΡΑΝΤΕΒΟΥ
destiny	joy	0.484	ΠΕΠΡΩΜΕΝΟ
heyday	joy	0.484	ακμή
aloha	joy	0.484	αλόχα
desire	joy	0.484	επιθυμία
dream	joy	0.484	όνειρο
luck	joy	0.484	τυχη
fete	joy	0.484	πανηγύρι
trophy	joy	0.484	τρόπαιο
bouquet	joy	0.484	μπουκέτο
chocolate	joy	0.484	σοκολάτα
creativity	joy	0.484	δημιουργικότητα
boyfriend	joy	0.480	φίλος
commemoration	joy	0.479	εορτασμός
intelligence	joy	0.477	νοημοσύνη
readiness	joy	0.473	ετοιμότητα
friend	joy	0.471	φίλος
bride	joy	0.471	νυφη
enthusiast	joy	0.471	θιασώτης
lush	joy	0.470	πλούσια βλάστηση
inheritance	joy	0.470	κληρονομία
soothe	joy	0.470	καλμάρω
tickle	joy	0.470	γαργαλάω
kiddo	joy	0.470	παιδάκι
nostalgia	joy	0.470	νοσταλγία
massage	joy	0.470	μασάζ
calming	joy	0.470	ηρεμώντας
adventure	joy	0.470	περιπέτεια
pretty	joy	0.469	αρκετά
purring	joy	0.469	γουργουρίζοντας
eternal	joy	0.469	αιώνιος
humanitarian	joy	0.469	φιλάνθρωπος
nurture	joy	0.469	ανατροφή
giving	joy	0.469	δίνοντας
rest	joy	0.469	υπόλοιπο
getaway	joy	0.469	φύγε
goals	joy	0.469	στόχους
pray	joy	0.469	προσεύχομαι
bridegroom	joy	0.469	γαμπρός
heartily	joy	0.469	εγκάρδια
luster	joy	0.469	λάμψη
bonding	joy	0.469	συγκόλληση
princess	joy	0.469	πριγκίπισσα
amicable	joy	0.469	φιλικός
benevolence	joy	0.469	καλοσύνη
child	joy	0.466	παιδί
salutary	joy	0.465	σωτήριος
invite	joy	0.457	καλώ
beam	joy	0.456	δέσμη
reminiscing	joy	0.456	αναπολώντας
befriend	joy	0.455	φέρομαι φιλικά σε
aesthetics	joy	0.455	αισθητική
friday	joy	0.455	Παρασκευή
freshair	joy	0.455	καθαρός αέρας
ceremony	joy	0.455	τελετή
kindred	joy	0.455	συγγενείς
mindfulness	joy	0.455	ενσυνειδητότητα
sonice	joy	0.455	τόσο ωραία
elevation	joy	0.455	ανύψωση
tropical	joy	0.455	τροπικός
scholarship	joy	0.455	υποτροφία
hee	joy	0.455	χε
noworries	joy	0.453	μην ανησυχείς
allure	joy	0.453	δελεάζω
approve	joy	0.453	εγκρίνω
scenery	joy	0.453	τοπίο
waterfall	joy	0.453	υδατόπτωση
vindication	joy	0.453	δικαίωση
namaste	joy	0.453	namaste
commemorate	joy	0.453	εορτάζω την μνήμη
faith	joy	0.453	πίστη
birth	joy	0.453	γέννηση
forgiveness	joy	0.453	συγχώρεση
journey	joy	0.447	ταξίδι
meditation	joy	0.446	Διαλογισμός
relaxed	joy	0.442	χαλαρή
present	joy	0.441	παρόν
weekend	joy	0.441	σαββατοκύριακο
tender	joy	0.441	προσφορά
tranquil	joy	0.441	γαλήνιος
lyrical	joy	0.439	λυρικός
sharing	joy	0.439	μοιρασιά
esteem	joy	0.439	εκτίμηση
nostalgic	joy	0.439	νοσταλγικός
prayer	joy	0.439	προσευχή
righteousness	joy	0.439	νομιμότητα
husband	joy	0.438	σύζυγος
relief	joy	0.438	ανακούφιση
strength	joy	0.438	δύναμη
mighty	joy	0.438	ισχυρός
unbeaten	joy	0.438	ανίκητος
eager	joy	0.438	πρόθυμος
share	joy	0.438	μερίδιο
newday	joy	0.438	νέα ημέρα
sonnet	joy	0.438	σονέττο
meditate	joy	0.438	σκέπτομαι
life	joy	0.438	ΖΩΗ
winterbreak	joy	0.429	χειμερινές διακοπές
warm	joy	0.429	ζεστός
movingforward	joy	0.429	προχωρώντας μπροστά
buddy	joy	0.427	φίλε
oneness	joy	0.426	ενότητα
unconstrained	joy	0.424	αβίαστος
amen	joy	0.424	Αμήν
reverence	joy	0.424	ευλάβεια
healthful	joy	0.424	υγιεινός
thelittlethings	joy	0.424	τα μικρα πραγματα
medal	joy	0.424	μετάλλιο
unsurpassed	joy	0.424	ανυπέρβατος
candlelight	joy	0.424	φως κεριών
carols	joy	0.424	κάλαντα
ejaculation	joy	0.424	εκσπερμάτωση
beginnings	joy	0.422	ξεκινήματα
sledding	joy	0.422	όχηση επι έλκηθρο
graduation	joy	0.422	αποφοίτηση
frisky	joy	0.422	ζωηρός
lml	joy	0.422	lml
ease	joy	0.422	ευκολία
symphony	joy	0.422	συμφωνία
wealth	joy	0.422	πλούτος
helpful	joy	0.422	βοηθητικός
musical	joy	0.422	μιούζικαλ
glitter	joy	0.422	λάμψη
calmness	joy	0.422	ηρεμία
energy	joy	0.422	ενέργεια
safe	joy	0.422	ασφαλής
nostress	joy	0.421	χωρίς άγχος
soundness	joy	0.421	ορθότητα
promise	joy	0.415	υπόσχεση
reunite	joy	0.414	ενώ πάλι
mother	joy	0.412	μητέρα
salvation	joy	0.412	σωτηρία
poems	joy	0.412	ποιήματα
clown	joy	0.409	κλόουν
lavender	joy	0.409	λεβάντα
immaculate	joy	0.409	άμωμος
purify	joy	0.409	καθαρίζω
inauguration	joy	0.409	εγκαίνια
aromatherapy	joy	0.409	αρωματοθεραπεία
lighten	joy	0.409	φωτίζω
travel	joy	0.409	ταξίδι
cash	joy	0.406	μετρητά
companion	joy	0.406	σύντροφος
live	joy	0.406	ζω
opportune	joy	0.406	επίκαιρος
completing	joy	0.406	ολοκληρώνοντας
charity	joy	0.406	φιλανθρωπία
heal	joy	0.406	θεραπεύω
star	joy	0.406	αστέρι
wishing	joy	0.406	επιθυμώντας
flowers	joy	0.406	λουλούδια
income	joy	0.403	εισόδημα
soul	joy	0.401	ψυχή
munchies	joy	0.400	μούτσες
emancipation	joy	0.397	χειραφέτηση
indescribable	joy	0.397	απερίγραπτος
progress	joy	0.397	πρόοδος
equality	joy	0.394	ισότητα
childhood	joy	0.394	Παιδική ηλικία
together	joy	0.394	μαζί
rhythmical	joy	0.394	ρυθμικός
fullness	joy	0.394	πληρότητα
calm	joy	0.394	ηρεμία
hammock	joy	0.394	αιώρα
picnic	joy	0.394	πικνίκ
movies	joy	0.393	κινηματογράφος
zealous	joy	0.393	ενθουσιώδης
playground	joy	0.391	παιδική χαρά
affluence	joy	0.391	αφθονία
warms	joy	0.391	ζεσταίνει
choir	joy	0.391	χορωδία
littlethings	joy	0.391	μικροπράγματα
auspicious	joy	0.391	ευοίωνος
meaningful	joy	0.391	με νοημα
adventures	joy	0.391	περιπέτειες
goofy	joy	0.391	ανόητος
starry	joy	0.391	έναστρος
humanity	joy	0.391	ανθρωπότητα
gesture	joy	0.387	χειρονομία
witty	joy	0.382	πνευματώδης
vow	joy	0.382	όρκος
shopping	joy	0.382	ψώνια
vibes	joy	0.379	vibes
worship	joy	0.379	λατρεία
jump	joy	0.379	άλμα
communion	joy	0.379	κοινωνία
reverend	joy	0.377	αιδεσιμότατος
rising	joy	0.375	αυξανόμενες
advance	joy	0.375	προκαταβολή
beaches	joy	0.375	παραλίες
sonorous	joy	0.375	ηχηρός
courtship	joy	0.375	ερωτοτροπία
experience	joy	0.375	εμπειρία
reunion	joy	0.375	επανένωση
simplicity	joy	0.375	απλότητα
full	joy	0.375	γεμάτος
hymn	joy	0.375	ύμνος
spirits	joy	0.375	οινοπνευματώδη
unforgettable	joy	0.375	αξέχαστος
mirth	joy	0.375	κέφι
youth	joy	0.375	νεολαία
scenic	joy	0.375	θεαματικός
unique	joy	0.375	μοναδικός
redeemed	joy	0.375	λυτρώθηκε
alliance	joy	0.368	ΣΥΜΜΑΧΙΑ
baptismal	joy	0.368	βαπτιστικός
grant	joy	0.366	χορήγηση
kitten	joy	0.364	γατάκι
sanctification	joy	0.364	αγιασμός
conciliation	joy	0.364	συμβιβασμός
improves	joy	0.364	βελτιώνεται
pure	joy	0.364	ΚΑΘΑΡΟΣ
improve	joy	0.364	βελτιώσει
authentic	joy	0.364	αυθεντικός
moonlight	joy	0.364	σεληνόφωτο
weightloss	joy	0.362	απώλεια βάρους
raspberries	joy	0.360	σμέουρα
feeling	joy	0.359	συναισθημα
jest	joy	0.359	αστείο
independent	joy	0.359	ανεξάρτητος
sanctify	joy	0.359	αγιάζω
devotional	joy	0.359	ευλαβής
tinsel	joy	0.359	πούλιες
proficiency	joy	0.359	ικανότητα
listenting	joy	0.359	ακούγοντας
fidelity	joy	0.359	πιστότητα
revival	joy	0.359	αναβίωση
giver	joy	0.353	δότης
cocoa	joy	0.353	κακάο
deliverance	joy	0.348	απελευθέρωση
melody	joy	0.348	μελωδία
unification	joy	0.348	ενοποίηση
romp	joy	0.348	κάνω φασαρία
purpose	joy	0.348	σκοπός
choral	joy	0.348	χορικός
exceed	joy	0.348	υπερβαίνω
dolphin	joy	0.348	δελφίνι
roaring	joy	0.348	φλοίσβος
favor	joy	0.348	εύνοια
hotyoga	joy	0.347	χοτγιόγκα
voluptuous	joy	0.344	ηδονικός
fruits	joy	0.344	φρούτα
cookies	joy	0.344	μπισκότα
manicure	joy	0.344	μανικιούρ
nowork	joy	0.344	καμία εργασία
date	joy	0.344	ημερομηνία
newstart	joy	0.344	ΝΕΟ ΞΕΚΙΝΗΜΑ
hedonism	joy	0.344	ηδονισμός
pledge	joy	0.344	ενέχυρο
electric	joy	0.344	ηλεκτρικός
humble	joy	0.344	ταπεινός
roadtrip	joy	0.344	οδικό ταξίδι
thx	joy	0.344	ευχαριστώ
kiddos	joy	0.344	παιδια
celebrity	joy	0.342	διασημότητα
bridesmaid	joy	0.338	παράνυμφος
rhythm	joy	0.338	ρυθμός
spa	joy	0.333	ιαματική πηγή
snowday	joy	0.333	χιονισμένη ημέρα
familiarity	joy	0.333	εξοικείωση
coffee	joy	0.333	καφές
edification	joy	0.333	διαπαιδαγώγηση
garden	joy	0.333	κήπος
renovation	joy	0.333	ανακαίνιση
dawn	joy	0.333	αυγή
connoisseur	joy	0.333	γνώστης
gazing	joy	0.333	ατενίζοντας
obliging	joy	0.333	περιποιητικός
partner	joy	0.333	εταίρος
foodie	joy	0.331	καλοφαγάς
synchronize	joy	0.329	συγχρονίζω
tribulation	joy	0.328	δοκιμασία
psalm	joy	0.328	ψαλμός
pedicure	joy	0.328	πεντικιούρ
noregrets	joy	0.328	δεν μετανιώνω
chirping	joy	0.328	τσιτσίρισμα
saint	joy	0.328	άγιος
healing	joy	0.328	φαρμακευτικός
carol	joy	0.328	κάλαντα
true	joy	0.328	αληθής
hobby	joy	0.328	χόμπι
amnesty	joy	0.328	αμνηστία
respite	joy	0.324	αναβολή
recreational	joy	0.318	ψυχαγωγικός
cousins	joy	0.318	ξαδερφια
mellow	joy	0.318	ώριμος
restorative	joy	0.318	τονωτικό
lazyday	joy	0.318	μέρα τεμπελιάς
classics	joy	0.318	κλασικά
reconciliation	joy	0.316	συμφιλίωση
woods	joy	0.312	δασάκι
progression	joy	0.312	προχώρηση
muchneeded	joy	0.312	πολύ αναγκαία
sterling	joy	0.312	γνήσιος
dove	joy	0.312	περιστέρι
simplify	joy	0.312	απλοποιώ
fitness	joy	0.312	καταλληλότητα
sunset	joy	0.312	η δυση του ηλιου
wisdom	joy	0.312	σοφία
relight	joy	0.312	ανάπτω πάλι
living	joy	0.312	ζωή
presto	joy	0.312	γρήγορα
playhouse	joy	0.312	θέατρο
superman	joy	0.312	υπεράνθρωπος
pony	joy	0.312	πόνυ
recovery	joy	0.312	ανάκτηση
crafts	joy	0.312	χειροτεχνία
lord	joy	0.312	άρχοντας
deal	joy	0.312	συμφωνία
improvement	joy	0.309	βελτίωση
infant	joy	0.309	βρέφος
absolution	joy	0.306	απαλλαγή
honest	joy	0.303	τίμιος
gently	joy	0.303	απαλά
banquet	joy	0.303	συμπόσιο
established	joy	0.303	καθιερωμένος
endless	joy	0.303	ατελείωτες
decorating	joy	0.303	διακόσμηση
providing	joy	0.300	χορήγηση
lounging	joy	0.297	χαλαρώνοντας
growth	joy	0.297	ανάπτυξη
strolling	joy	0.297	βόλτα
feat	joy	0.297	κατόρθωμα
morals	joy	0.297	ήθη
mine	joy	0.297	δικος μου
spending	joy	0.297	δαπάνες
light	joy	0.297	φως
spiritual	joy	0.297	πνευματικός
quaint	joy	0.297	αλλόκοτος
fraternal	joy	0.297	αδελφικός
notable	joy	0.297	αξιοσημείωτος
softly	joy	0.297	απαλά
harvest	joy	0.297	συγκομιδή
yearning	joy	0.297	λαχτάρα
breeze	joy	0.297	αεράκι
