English Word	Emotion	Emotion-Intensity-Score	Odia Word
thriving	joy	0.719	ଉନ୍ନତି
amusement	joy	0.719	ମନୋରଞ୍ଜନ
perfect	joy	0.719	ସଂପୂର୍ଣ୍ଣ
lover	joy	0.719	ପ୍ରେମିକ
xmas	joy	0.719	xmas
heartfelt	joy	0.719	ହୃଦୟରୁ
utopian	joy	0.719	utopian
lovely	joy	0.719	ସୁନ୍ଦର
harmony	joy	0.719	ସମନ୍ୱୟ
praising	joy	0.719	ପ୍ରଶଂସା
brighten	joy	0.719	ଉଜ୍ଜ୍ୱଳ କର |
luckiest	joy	0.712	ଭାଗ୍ୟଶାଳୀ
merrychristmas	joy	0.712	ବଡ଼ ଦିନର ହାର୍ଦିକ ଅଭିନନ୍ଦନ
magic	joy	0.712	ଯାଦୁ
achievement	joy	0.712	ସଫଳତା
yay	joy	0.712	ବାଃ
holiday	joy	0.712	ଛୁଟିଦିନ
treasures	joy	0.712	ଭଣ୍ଡାର
luxury	joy	0.712	ବିଳାସପୂର୍ଣ୍ଣ
bestfeeling	joy	0.712	ଶ୍ରେଷ୍ଠ ଅନୁଭବ
intimate	joy	0.710	ଅନ୍ତରଙ୍ଗ
soblessed	joy	0.706	କାନ୍ଦୁଛି
yaaay	joy	0.706	ୟା
rave	joy	0.706	rave
chuckle	joy	0.706	ଠାକୁର
proud	joy	0.704	ଗର୍ବିତ
winning	joy	0.703	ଜିତିବା |
cherish	joy	0.703	ସମ୍ମାନ
goodnews	joy	0.703	ଭଲ ଖବର
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	ଆଶାବାଦୀ |
amazingly	joy	0.703	ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଭାବରେ |
lovelife	joy	0.703	ଜୀବନକୁ ଭଲ ପାଅ
truelove	joy	0.703	ସତ ପ୍ରେମ
beautification	joy	0.703	ସ beaut ନ୍ଦର୍ଯ୍ୟକରଣ
satisfying	joy	0.703	ସନ୍ତୋଷଜନକ
appreciates	joy	0.703	ପ୍ରଶଂସା କରେ |
cuddled	joy	0.703	କୁଡ଼ିଆ |
goodlife	joy	0.703	ଭଲ ଜୀବନ
gooood	joy	0.703	ଗୁଆ
sweetest	joy	0.703	ମଧୁର
yaay	joy	0.700	ୟା
entertained	joy	0.700	ଚିତ୍ତାକର୍ଷକ |
excite	joy	0.697	ଉତ୍ତେଜିତ
newbeginnings	joy	0.693	newbeginnings
praisejesus	joy	0.691	ପ୍ରଶଂସା
birthday	joy	0.691	ଜନ୍ମଦିନ
greatfriends	joy	0.688	ବନ୍ଧୁଗଣ
adoration	joy	0.688	ଆଦର
godsend	joy	0.688	godsend
favorite	joy	0.688	ପ୍ରିୟ
content	joy	0.688	ବିଷୟବସ୍ତୁ
entertaining	joy	0.688	ଚିତ୍ତାକର୍ଷକ |
honored	joy	0.688	ସମ୍ମାନିତ
metime	joy	0.688	ସମୟ
exquisite	joy	0.688	ସୂକ୍ଷ୍ମ |
holidayseason	joy	0.688	ଛୁଟିଦିନ
thankyoujesus	joy	0.688	ଧନ୍ୟବାଦ
angelic	joy	0.688	ଦୂତ
goodhealth	joy	0.682	ଶୁଭେଚ୍ଛା
majestic	joy	0.682	ମହାନ୍
luscious	joy	0.682	ଲୋଭନୀୟ |
memoriesiwontforget	joy	0.682	ସ୍ମୃତି
bestfriends	joy	0.682	ସବୁଠୁ ଭଲ ସାଙ୍ଗ
precious	joy	0.682	ମୂଲ୍ୟବାନ
appreciated	joy	0.682	ପ୍ରଶଂସନୀୟ
exaltation	joy	0.682	ଉନ୍ନତି
smiled	joy	0.682	ହସିଲା |
brightens	joy	0.682	ଉଜ୍ଜ୍ୱଳ କରେ |
tranquility	joy	0.679	ଶାନ୍ତି
marry	joy	0.676	ବିବାହ କର
embrace	joy	0.676	ଆଲିଙ୍ଗନ କର
positively	joy	0.676	ସକରାତ୍ମକ ଭାବରେ |
grin	joy	0.672	ଚିତ୍କାର
hug	joy	0.672	ଆଲିଙ୍ଗନ
hilarious	joy	0.672	ହାସ୍ୟ
dearest	joy	0.672	ପ୍ରିୟତମ
contentment	joy	0.672	ତୃପ୍ତି
accomplished	joy	0.672	ସମ୍ପନ୍ନ
relaxation	joy	0.672	ଆରାମ
bday	joy	0.672	bday
enliven	joy	0.672	enliven
weeeee	joy	0.672	weeeee
giggles	joy	0.672	ଗିଗଲ୍
fulfilled	joy	0.667	ପୂର୍ଣ୍ଣ ହେଲା
bountiful	joy	0.667	ଅନୁଗ୍ରହ
victor	joy	0.667	ବିଜେତା |
adore	joy	0.667	ଆଦର କର |
boisterous	joy	0.667	କୋଳାହଳ
fulfill	joy	0.664	ପୂରଣ କର |
cuddles	joy	0.662	କୁଡ଼ିଆ |
prosperous	joy	0.660	ସମୃଦ୍ଧ
appreciation	joy	0.656	ପ୍ରଶଂସା
serenity	joy	0.656	ଶାନ୍ତି
happynewyear	joy	0.656	ନବବର୍ଷର ଶୁଭେଚ୍ଛା
humor	joy	0.656	ହାସ୍ୟରସ
satisfy	joy	0.656	ସନ୍ତୁଷ୍ଟ କର |
besties	joy	0.656	besties
encouraged	joy	0.656	ଉତ୍ସାହିତ
captivate	joy	0.656	ଆକର୍ଷିତ କର |
christmaseve	joy	0.656	ଖ୍ରୀଷ୍ଟମାସ
glow	joy	0.656	ଚମକ
romanticism	joy	0.656	ରୋମାଣ୍ଟିକ୍
innerpeace	joy	0.656	ଆଭ୍ୟନ୍ତରୀଣ ସ୍ଥାନ
pleasant	joy	0.656	ସୁଖଦ
praises	joy	0.652	ପ୍ରଶଂସା
abundance	joy	0.652	ପ୍ରଚୁରତା
fortunes	joy	0.652	ଭାଗ୍ୟ
engaged	joy	0.652	ବ୍ୟସ୍ତ
praised	joy	0.652	ପ୍ରଶଂସା
relaxing	joy	0.652	ଆରାମଦାୟକ
treasure	joy	0.652	ଧନ
satisfaction	joy	0.652	ସନ୍ତୁଷ୍ଟ
nothingbetter	joy	0.647	କିଛି ନୁହେଁ
affection	joy	0.647	ସ୍ନେହ
relieved	joy	0.647	ଆରାମ
complement	joy	0.647	ସଂପନ୍ନ
carnival	joy	0.643	କାର୍ନିଭାଲ୍ |
priceless	joy	0.641	ଅମୂଲ୍ୟ
uplifting	joy	0.641	ଉନ୍ନତି
sensuality	joy	0.641	ସମ୍ବେଦନଶୀଳତା |
saintly	joy	0.641	ସାଧୁ
champion	joy	0.641	ଚାମ୍ପିଅନ୍ |
thanksgiving	joy	0.641	ଧନ୍ୟବାଦ
harmoniously	joy	0.641	ସୁସଂଗତ ଭାବରେ |
wedding	joy	0.641	ବିବାହ
achieve	joy	0.641	ହାସଲ କର |
divine	joy	0.641	divine ଶ୍ୱରୀୟ |
jackpot	joy	0.641	ଜ୍ୟାକପଟ୍ |
honeymoon	joy	0.636	ହନିମୁନ୍
exalt	joy	0.636	ଉଚ୍ଚ କର
twinkle	joy	0.636	twinkle
comforting	joy	0.636	ସାନ୍ତ୍ୱନା
felicity	joy	0.636	ଖୁସି
peaceful	joy	0.636	ଶାନ୍ତିପୁର୍ଣ
climax	joy	0.636	କ୍ଲାଇମାକ୍ସ
winner	joy	0.636	ବିଜେତା |
reverie	joy	0.636	ସମ୍ମାନ
yayy	joy	0.636	yayy
cuddle	joy	0.636	କୁଡ଼ିଆ |
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stargazing
festival	joy	0.625	ପର୍ବ
sweet	joy	0.625	ମିଠା
generosity	joy	0.625	ଉଦାରତା
brighter	joy	0.625	ଉଜ୍ଜ୍ୱଳ |
praisegod	joy	0.625	ପ୍ରଶଂସା
gorgeous	joy	0.625	ସୁନ୍ଦର
hearts	joy	0.625	ହୃଦୟ
amusing	joy	0.625	ମଜାଳିଆ
fondness	joy	0.625	ସ୍ନେହ
snuggling	joy	0.625	ଚୋରା ଚାଲାଣ
reward	joy	0.625	ପୁରସ୍କାର
sex	joy	0.622	ସେକ୍ସ
kind	joy	0.621	ପ୍ରକାର
genial	joy	0.621	ଜେନିଆଲ୍
parade	joy	0.621	ପରେଡ
applause	joy	0.621	କରତାଳି
beauty	joy	0.621	ସ beauty ନ୍ଦର୍ଯ୍ୟ
fulfilling	joy	0.618	ପୂରଣ
aspiring	joy	0.618	ଆଶାକର୍ମୀ
newlife	joy	0.618	ନୂତନ ଜୀବନ
godbless	joy	0.616	ଭଗବାନ୍ ମଂଗଳ କରନ୍ତୁ
virtuous	joy	0.613	ଗୁଣବତ୍ତା
kiss	joy	0.610	ଚୁମ୍ବନ
christmas	joy	0.609	ଖ୍ରୀଷ୍ଟମାସ
rainbows	joy	0.609	ଇନ୍ଦ୍ରଧନୁ
elegance	joy	0.609	ଶୋଭା
generous	joy	0.609	ଉଦାର
super	joy	0.609	ସୁପର
playful	joy	0.609	ଖେଳାଳୀ
enlightenment	joy	0.609	ଜ୍ଞାନ
praiseworthy	joy	0.609	ପ୍ରଶଂସନୀୟ
awards	joy	0.609	ପୁରସ୍କାର
adorable	joy	0.609	ଆଦରକାରୀ |
rekindle	joy	0.609	ପୁନର୍ବାର
winnings	joy	0.609	ଜିତିବା
independence	joy	0.607	ସ୍ୱାଧୀନତା
amour	joy	0.607	ଆମୋର
kindness	joy	0.606	ଦୟା
surprises	joy	0.606	ଆଶ୍ଚର୍ଯ୍ୟଜନକ
heheh	joy	0.606	heheh
hilarity	joy	0.606	ଉଚ୍ଚତା
wonder	joy	0.606	ଆଶ୍ଚର୍ଯ୍ୟ
freely	joy	0.606	ମୁକ୍ତ ଭାବରେ
successful	joy	0.606	ସଫଳ
inspired	joy	0.606	ଅନୁପ୍ରାଣିତ
onelove	joy	0.606	onelove
whimsical	joy	0.603	ଉଜ୍ଜ୍ୱଳ
entertainment	joy	0.603	ମନୋରଞ୍ଜନ
passion	joy	0.603	ଆବେଗ
stressfree	joy	0.601	ଚାପମୁକ୍ତ |
beautify	joy	0.601	ସୁନ୍ଦର କର
sunrise	joy	0.600	ସୂର୍ଯ୍ୟୋଦୟ
godisgood	joy	0.597	godisgood
goodmusic	joy	0.594	ଶୁଭମସିକ୍ |
revere	joy	0.594	ସମ୍ମାନ
whoo	joy	0.594	କିଏ
fanfare	joy	0.594	ପ୍ରଶଂସକ
inspire	joy	0.594	ପ୍ରେରଣା ଦିଅ |
angel	joy	0.594	ଦୂତ
thankgod	joy	0.594	ଧନ୍ୟବାଦ
goodies	joy	0.594	ଶୁଭେଚ୍ଛା |
jesus	joy	0.594	ଯୀଶୁ
accomplishment	joy	0.594	ଉପଲବ୍ଧି
snuggled	joy	0.594	ଚୋରି
peacefully	joy	0.594	ଶାନ୍ତିରେ
flirt	joy	0.594	ଫ୍ଲର୍ଟ |
friendship	joy	0.591	ବନ୍ଧୁତା
singing	joy	0.591	ଗୀତ ଗାଇବା
heroic	joy	0.591	ବୀର
exalted	joy	0.591	ଉନ୍ନତ
fortune	joy	0.591	ଭାଗ୍ୟ
highest	joy	0.591	ସର୍ବୋଚ୍ଚ
summer	joy	0.591	ଗ୍ରୀଷ୍ମ
contented	joy	0.588	ସନ୍ତୁଷ୍ଟ
rollicking	joy	0.588	ଗଡ଼ିବା
overflowing	joy	0.588	ପ୍ରବାହିତ
woot	joy	0.588	woot
accolade	joy	0.586	ପ୍ରଶଂସା
hope	joy	0.586	ଆଶା
cozy	joy	0.583	ଆରାମଦାୟକ
delicious	joy	0.579	ସ୍ୱାଦିଷ୍ଟ |
raving	joy	0.578	raving
thelife	joy	0.578	ଜୀବନ
darling	joy	0.578	ପ୍ରିୟ
sensuous	joy	0.578	ସମ୍ବେଦନଶୀଳ
picturesque	joy	0.578	ଚିତ୍ର
friendly	joy	0.578	ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
everlasting	joy	0.578	ଅନନ୍ତ
praise	joy	0.578	ପ୍ରଶଂସା
ambition	joy	0.578	ଉଚ୍ଚାଭିଳାଷ
sparkle	joy	0.577	ଚମକ
sensual	joy	0.576	ସମ୍ବେଦନଶୀଳ |
peace	joy	0.576	ଶାନ୍ତି
flattering	joy	0.576	ଚାଟୁକାର
grace	joy	0.576	ଅନୁଗ୍ରହ
luckygirl	joy	0.576	ଭାଗ୍ୟଶାଳୀ
heroism	joy	0.576	ବୀରତ୍ୱ
succeeding	joy	0.576	ସଫଳ
yeahhh	joy	0.576	ହଁ
special	joy	0.574	ବିଶେଷ
livelife	joy	0.574	ଜୀବନ ଜୀଇଁବା
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	ପମ୍ପ୍
yey	joy	0.562	ହଁ
surprise	joy	0.562	ଆଶ୍ଚର୍ଯ୍ୟ
sunny	joy	0.562	ଖରାଦିନେ |
prevail	joy	0.562	ପରାଜିତ |
revels	joy	0.562	vels
humorous	joy	0.562	ହାସ୍ୟାସ୍ପଦ
sweets	joy	0.562	ମିଠା
liking	joy	0.562	ପସନ୍ଦ
admirable	joy	0.562	ପ୍ରଶଂସନୀୟ
superstar	joy	0.562	ସୁପରଷ୍ଟାର
relax	joy	0.562	ଆରାମ କର
prosper	joy	0.562	ସମୃଦ୍ଧ
hero	joy	0.562	ହିରୋ
hugs	joy	0.562	ଆଲିଙ୍ଗନ
worthwhile	joy	0.562	ମୂଲ୍ୟବାନ
newyear	joy	0.561	ନୁତନ ବର୍ଷ
tenderness	joy	0.561	କୋମଳତା
bless	joy	0.561	ଆଶୀର୍ବାଦ କରନ୍ତୁ
favorable	joy	0.561	ଅନୁକୂଳ
freedom	joy	0.561	ସ୍ୱାଧୀନତା
masterpiece	joy	0.561	ମାଷ୍ଟରପିସ୍
dreams	joy	0.559	ସ୍ୱପ୍ନ
hopeful	joy	0.559	ଆଶାକର୍ମୀ
home	joy	0.559	ଘର
cruising	joy	0.556	କ୍ରୁଜିଂ
gracias	joy	0.554	gracias
faithfulness	joy	0.553	ବିଶ୍ୱସ୍ତତା
eagerness	joy	0.552	ଆଗ୍ରହ
closeness	joy	0.552	ଘନିଷ୍ଠତା
sunshine	joy	0.551	ସୂର୍ଯ୍ୟକିରଣ
comfy	joy	0.551	ଆରାମଦାୟକ
vacation	joy	0.547	ଛୁଟି
celestial	joy	0.547	ସ୍ୱର୍ଗୀୟ
good	joy	0.547	ଭଲ
elite	joy	0.547	ଅଭିଜିତ
illuminate	joy	0.547	ଆଲୋକିତ କର |
confidence	joy	0.547	ଆତ୍ମବିଶ୍ୱାସ
mistletoe	joy	0.547	ଭୁଲ୍
daughter	joy	0.547	daughter ିଅ
lifted	joy	0.547	ଉଠାଯାଇଛି
goodmorning	joy	0.547	ଶୁଭ ସକାଳ
zeal	joy	0.547	ଉତ୍ସାହ
gifts	joy	0.547	ଉପହାର
gift	joy	0.547	ଉପହାର
astonishment	joy	0.547	ଆଶ୍ଚର୍ଯ୍ୟ
heart	joy	0.547	ହୃଦୟ
completion	joy	0.547	ସମାପ୍ତି
bonus	joy	0.547	ବୋନସ୍
charmed	joy	0.546	ଚମତ୍କାର
dance	joy	0.545	ନୃତ୍ୟ
sublime	joy	0.545	ସବାଇଲିମ୍ |
recreation	joy	0.545	ମନୋରଞ୍ଜନ
encouragement	joy	0.545	ଉତ୍ସାହ
god	joy	0.545	ଭଗବାନ
gush	joy	0.545	gush
freshstart	joy	0.544	freshstart
free	joy	0.544	ମାଗଣା |
savior	joy	0.543	ତ୍ରାଣକର୍ତ୍ତା |
sanctuary	joy	0.541	ଅଭୟାରଣ୍ୟ
grandchildren	joy	0.540	ନାତି ନାତୁଣୀ
wellness	joy	0.537	ସୁସ୍ଥତା
revel	joy	0.534	ଆନନ୍ଦ
music	joy	0.531	ସଙ୍ଗୀତ
fab	joy	0.531	fab
bridal	joy	0.531	ବର
soar	joy	0.531	ବ ar ଼ିବା
alive	joy	0.531	ଜୀବନ୍ତ
money	joy	0.531	ଟଙ୍କା
soothing	joy	0.531	ଶାନ୍ତ
serene	joy	0.531	ଶାନ୍ତ
holiness	joy	0.531	ପବିତ୍ରତା
inspirational	joy	0.531	ପ୍ରେରଣାଦାୟକ |
matrimony	joy	0.531	ବିବାହ
dayoff	joy	0.531	ଦିନ
savor	joy	0.531	ସୁଗନ୍ଧ
vitality	joy	0.531	ଜୀବନଶ .ଳୀ
confident	joy	0.531	ଆତ୍ମବିଶ୍ୱାସୀ |
firstborn	joy	0.531	ପ୍ରଥମଜାତ
rainbow	joy	0.531	ଇନ୍ଦ୍ରଧନୁ
liberation	joy	0.531	ମୁକ୍ତି
elegant	joy	0.530	ସୁନ୍ଦର
mastery	joy	0.530	ଦକ୍ଷତା
glimmer	joy	0.530	lim ଲକ
illumination	joy	0.530	ଆଲୋକ
blossom	joy	0.530	ଫୁଲ
warmth	joy	0.530	ଉଷ୍ମତା
welcomed	joy	0.530	ସ୍ୱାଗତ
treat	joy	0.529	ଚିକିତ୍ସା କର |
faithful	joy	0.529	ବିଶ୍ୱସ୍ତ
snuggles	joy	0.522	ସ୍ନିଗ୍ଧ
laurels	joy	0.521	laurels
commendable	joy	0.519	ପ୍ରଶଂସନୀୟ
succeed	joy	0.516	ସଫଳ ହୁଅ
jingle	joy	0.516	ଜିଙ୍ଗଲ୍ |
zest	joy	0.516	zest
noschool	joy	0.516	ନାସ୍କୁଲ୍ |
brotherly	joy	0.516	ଭାଇଚାରା |
silly	joy	0.516	ମୁର୍ଖ
abundant	joy	0.516	ପ୍ରଚୁର
fancy	joy	0.516	କଳ୍ପନା
resplendent	joy	0.516	ପ୍ରତିଫଳିତ
strengthening	joy	0.516	ଶକ୍ତିଶାଳୀ
presents	joy	0.516	ଉପସ୍ଥାପନା କରେ |
pride	joy	0.516	ଗର୍ବ
almighty	joy	0.516	ସର୍ବଶକ୍ତିମାନ
powerful	joy	0.516	ଶକ୍ତିଶାଳୀ
aspire	joy	0.516	ଇଚ୍ଛା କର |
remarkable	joy	0.516	ଉଲ୍ଲେଖନୀୟ
greeted	joy	0.516	ନମସ୍କାର
thanking	joy	0.515	ଧନ୍ୟବାଦ
cutie	joy	0.515	କଟି
kudos	joy	0.515	କୁଡୋସ୍ |
therapeutic	joy	0.515	ଚିକିତ୍ସା
zen	joy	0.515	zen
coronation	joy	0.515	ଶୋଭାଯାତ୍ରା
complete	joy	0.515	ସଂପୂର୍ଣ୍ଣ
shining	joy	0.515	ଉଜ୍ଜ୍ୱଳ
spirit	joy	0.515	ଆତ୍ମା
princely	joy	0.515	ରାଜକୁମାରୀ
vivid	joy	0.515	ସ୍ପଷ୍ଟ
comfort	joy	0.515	ଆରାମ
leisure	joy	0.515	ଅବକାଶ
reunited	joy	0.515	ମିଳିତ ହେଲା
kid	joy	0.515	ପିଲା
newme	joy	0.515	ନୂଆ
payday	joy	0.515	ଦରମା
animated	joy	0.515	ଆନିମେଟେଡ୍
familytime	joy	0.515	ପାରିବାରିକ ସମୟ
relationship	joy	0.514	ସମ୍ପର୍କ
godly	joy	0.514	ଧାର୍ମିକ
marriage	joy	0.514	ବିବାହ
daymade	joy	0.514	ଦିନ ତିଆରି
spouse	joy	0.507	ପତି
intimately	joy	0.507	ଅନ୍ତରଙ୍ଗ ଭାବରେ |
respect	joy	0.500	ସମ୍ମାନ
bloom	joy	0.500	ଫୁଲ
purr	joy	0.500	purr
carefree	joy	0.500	ନିରାଶ୍ରୟ |
nature	joy	0.500	ପ୍ରକୃତି
encourage	joy	0.500	ଉତ୍ସାହିତ କର |
soulful	joy	0.500	ପ୍ରାଣ
refreshed	joy	0.500	ସତେଜ
family	joy	0.500	ପରିବାର
gem	joy	0.500	ରତ୍ନ
meritorious	joy	0.500	ସମ୍ମାନ
achieved	joy	0.500	ହାସଲ ହୋଇଛି |
motherhood	joy	0.500	ମାତୃତ୍ୱ
holyspirit	joy	0.500	ପବିତ୍ର ଆତ୍ମା |
surreal	joy	0.500	ସରପ୍ରାଇଜ୍ |
charitable	joy	0.500	ପରୋପକାରୀ
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	ଚାପ
erotic	joy	0.500	ଯ otic ନ ସମ୍ବନ୍ଧୀୟ |
inviting	joy	0.500	ଆମନ୍ତ୍ରଣ
baby	joy	0.500	ଶିଶୁ
dignity	joy	0.500	ସମ୍ମାନ
satisfied	joy	0.500	ସନ୍ତୁଷ୍ଟ
visionary	joy	0.500	ଦୂରଦୃଷ୍ଟିସମ୍ପନ୍ନ
memorable	joy	0.500	ସ୍ମରଣୀୟ
veracity	joy	0.500	ସତ୍ୟତା
healthy	joy	0.500	ସୁସ୍ଥ
welcoming	joy	0.500	ସ୍ୱାଗତ
diamond	joy	0.500	ହୀରା |
christ	joy	0.500	ଖ୍ରୀଷ୍ଟ
beach	joy	0.500	ବେଳାଭୂମି
accomplish	joy	0.500	ସମ୍ପନ୍ନ କର |
friends	joy	0.500	ସାଙ୍ଗଗଣ
excel	joy	0.500	ଉତ୍କର୍ଷ
health	joy	0.493	ସ୍ୱାସ୍ଥ୍ୟ
aura	joy	0.493	aura
yehey	joy	0.486	ହଁ
approved	joy	0.486	ଅନୁମୋଦିତ |
oasis	joy	0.486	ଓସିସ୍
liberty	joy	0.486	ସ୍ୱାଧୀନତା
crowning	joy	0.485	ମୁକୁଟ
aspiration	joy	0.485	ଆକାଂକ୍ଷା
privileged	joy	0.485	ସୁବିଧା
crescendo	joy	0.485	କ୍ରେସେଣ୍ଡୋ |
rapture	joy	0.485	ରାପ୍ଟର
liberate	joy	0.485	ମୁକ୍ତ କର |
nocomplaints	joy	0.485	nocomplaints
prestige	joy	0.485	ପ୍ରତିଷ୍ଠା
bounty	joy	0.485	ଅନୁଗ୍ରହ
gentle	joy	0.485	ଭଦ୍ର
inseparable	joy	0.485	ଅବିଚ୍ଛେଦ୍ୟ |
engaging	joy	0.485	ଜଡିତ
loyal	joy	0.485	ବିଶ୍ୱସ୍ତ
betrothed	joy	0.485	ବିବାହିତ
transcendence	joy	0.484	ଟ୍ରାନ୍ସେଣ୍ଡେନ୍ସ
selfworth	joy	0.484	ଆତ୍ମନିର୍ଭରଶୀଳ |
yummy	joy	0.484	yummy
datenight	joy	0.484	ଡାଟେନାଇଟ୍ |
destiny	joy	0.484	ଭାଗ୍ୟ
heyday	joy	0.484	ଆଜି
aloha	joy	0.484	aloha
desire	joy	0.484	ଇଚ୍ଛା
dream	joy	0.484	ସ୍ୱପ୍ନ
luck	joy	0.484	ଭାଗ୍ୟ
fete	joy	0.484	ଫିଟ୍
trophy	joy	0.484	ଟ୍ରଫି
bouquet	joy	0.484	ପୁଷ୍ପ
chocolate	joy	0.484	ଚକୋଲେଟ୍ |
creativity	joy	0.484	ସୃଜନଶୀଳତା |
boyfriend	joy	0.480	ପ୍ରେମିକ
commemoration	joy	0.479	ସ୍ମୃତି
intelligence	joy	0.477	ବୁଦ୍ଧି
readiness	joy	0.473	ପ୍ରସ୍ତୁତି
friend	joy	0.471	ସାଙ୍ଗ
bride	joy	0.471	ବର
enthusiast	joy	0.471	ଉତ୍ସାହୀ
lush	joy	0.470	ହସ
inheritance	joy	0.470	ଉତ୍ତରାଧିକାରୀ
soothe	joy	0.470	ଶାନ୍ତ କର |
tickle	joy	0.470	ଟିକଲ୍
kiddo	joy	0.470	କିଡୋ
nostalgia	joy	0.470	ନାସ୍ତି
massage	joy	0.470	ମସାଜ୍ କରନ୍ତୁ |
calming	joy	0.470	ଶାନ୍ତ
adventure	joy	0.470	ସାହସିକତା
pretty	joy	0.469	ସୁନ୍ଦର
purring	joy	0.469	purring
eternal	joy	0.469	ଅନନ୍ତ
humanitarian	joy	0.469	ମାନବିକତା
nurture	joy	0.469	ପୋଷଣ
giving	joy	0.469	ଦେବା
rest	joy	0.469	ବିଶ୍ରାମ
getaway	joy	0.469	ଦୂରେଇଯାଅ
goals	joy	0.469	ଲକ୍ଷ୍ୟଗୁଡିକ
pray	joy	0.469	ପ୍ରାର୍ଥନା କର
bridegroom	joy	0.469	ବର
heartily	joy	0.469	ହୃଦୟ ସହିତ
luster	joy	0.469	ଉଜ୍ଜ୍ୱଳ |
bonding	joy	0.469	ବନ୍ଧନ
princess	joy	0.469	ରାଜକୁମାରୀ
amicable	joy	0.469	ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
benevolence	joy	0.469	ଦୟା
child	joy	0.466	ପିଲା
salutary	joy	0.465	ନମସ୍କାର
invite	joy	0.457	ନିମନ୍ତ୍ରଣ
beam	joy	0.456	ବିମ୍
reminiscing	joy	0.456	ସ୍ମରଣ
befriend	joy	0.455	ବନ୍ଧୁ
aesthetics	joy	0.455	ସ est ନ୍ଦର୍ଯ୍ୟ
friday	joy	0.455	ଶୁକ୍ରବାର
freshair	joy	0.455	ତାଜାପବନ
ceremony	joy	0.455	ସମାରୋହ
kindred	joy	0.455	ସମ୍ପର୍କୀୟ
mindfulness	joy	0.455	ମାନସିକତା
sonice	joy	0.455	ବହୁତ ଭଲ
elevation	joy	0.455	ଉଚ୍ଚତା
tropical	joy	0.455	ଟ୍ରପିକାଲ୍
scholarship	joy	0.455	ଛାତ୍ରବୃତ୍ତି
hee	joy	0.455	ହେ
noworries	joy	0.453	ଚିନ୍ତା କରିବାର କିଛି ନାହିଁ
allure	joy	0.453	allure
approve	joy	0.453	ଅନୁମୋଦନ
scenery	joy	0.453	ଦୃଶ୍ୟ
waterfall	joy	0.453	ଜଳପ୍ରପାତ
vindication	joy	0.453	ପ୍ରମାଣ
namaste	joy	0.453	ନାମସ୍ତ
commemorate	joy	0.453	ସ୍ମରଣ
faith	joy	0.453	ବିଶ୍ୱାସ
birth	joy	0.453	ଜନ୍ମ
forgiveness	joy	0.453	କ୍ଷମା
journey	joy	0.447	ଯାତ୍ରା
meditation	joy	0.446	ଧ୍ୟାନ |
relaxed	joy	0.442	ଆରାମଦାୟକ
present	joy	0.441	ଉପସ୍ଥିତ
weekend	joy	0.441	ସପ୍ତାହାନ୍ତ
tender	joy	0.441	ଟେଣ୍ଡର
tranquil	joy	0.441	ଶାନ୍ତ
lyrical	joy	0.439	ଗୀତିକାର
sharing	joy	0.439	ଅଂଶୀଦାର
esteem	joy	0.439	ସମ୍ମାନ
nostalgic	joy	0.439	ନାଷ୍ଟାଲଜିକ୍ |
prayer	joy	0.439	ପ୍ରାର୍ଥନା
righteousness	joy	0.439	ଧାର୍ମିକତା
husband	joy	0.438	ସ୍ୱାମୀ
relief	joy	0.438	ରିଲିଫ୍
strength	joy	0.438	ଶକ୍ତି
mighty	joy	0.438	ଶକ୍ତିଶାଳୀ
unbeaten	joy	0.438	ଅପରାଜିତ |
eager	joy	0.438	ଆଗ୍ରହୀ
share	joy	0.438	ଅଂଶୀଦାର
newday	joy	0.438	ନୂଆ ଦିନ
sonnet	joy	0.438	ସୋନେଟ୍ |
meditate	joy	0.438	ଧ୍ୟାନ କର
life	joy	0.438	ଜୀବନ
winterbreak	joy	0.429	ଶୀତଦିନିଆ
warm	joy	0.429	ଗରମ
movingforward	joy	0.429	ଆଗକୁ ବ moving ିବା
buddy	joy	0.427	ସାଙ୍ଗ
oneness	joy	0.426	ଏକତା
unconstrained	joy	0.424	ଅନିୟନ୍ତ୍ରିତ |
amen	joy	0.424	ଆମେନ୍
reverence	joy	0.424	ସମ୍ମାନ
healthful	joy	0.424	ସ୍ ful ାସ୍ଥ୍ୟକର
thelittlethings	joy	0.424	thelittlethings
medal	joy	0.424	ପଦକ
unsurpassed	joy	0.424	ଅପ୍ରତ୍ୟାଶିତ |
candlelight	joy	0.424	ଦୀପାବଳି
carols	joy	0.424	କାରୋଲସ୍ |
ejaculation	joy	0.424	ବହିଷ୍କାର
beginnings	joy	0.422	ଆରମ୍ଭ
sledding	joy	0.422	ସ୍ଲେଡିଙ୍ଗ୍
graduation	joy	0.422	ସ୍ନାତକ
frisky	joy	0.422	ଫ୍ରିସ୍କି |
lml	joy	0.422	lml
ease	joy	0.422	ସହଜ
