English Word	Emotion	Emotion-Intensity-Score	Igbo Word
cop	fear	0.273	onye uwe ojii
displeased	fear	0.273	iwe adịghị mma
unbridled	fear	0.271	na-achịkwaghị achịkwa
problem	fear	0.266	nsogbu
crouch	fear	0.266	kpukpuokpu
sneak	fear	0.266	zoro ezo
hood	fear	0.266	mkpuchi
force	fear	0.266	ike
confession	fear	0.266	nkwuputa
posse	fear	0.266	inwe
banger	fear	0.266	banger
belt	fear	0.266	eriri
crowds	fear	0.266	igwe mmadụ
elevation	fear	0.266	elu
insomnia	fear	0.266	ehighi ura
auditions	fear	0.266	ihe ngosi
forgotten	fear	0.266	echefuru
affront	fear	0.266	mkparị
cloak	fear	0.266	uwe mwụda
newjob	fear	0.266	oru ohuru
blindfold	fear	0.266	ikpuchi anya
skid	fear	0.266	skid
blemish	fear	0.266	ntụpọ
uncanny	fear	0.266	enweghị atụ
sentence	fear	0.266	ahiriokwu
cupping	fear	0.266	ịkwa iko
regiment	fear	0.266	rejimenti
hooded	fear	0.266	kpuchiri ekpuchi
operation	fear	0.266	ọrụ
immerse	fear	0.266	imikpu
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	acrobat
flurries	fear	0.266	ọfụfụ
spur	fear	0.262	mkpali
mortgagor	fear	0.258	mortgagor
defense	fear	0.258	agbachitere
insect	fear	0.250	ahụhụ
defend	fear	0.250	chebe
cataract	fear	0.250	cataract
stealthy	fear	0.250	stealthy
swampy	fear	0.250	apiti
sunk	fear	0.250	dara
run	fear	0.250	na-agba ọsọ
scapegoat	fear	0.250	ewu ewu
jobinterview	fear	0.250	ajụjụ ọnụ ọrụ
repent	fear	0.250	chegharịa
breakingnews	fear	0.250	ozi ọma
obliging	fear	0.250	na-amanye
rascal	fear	0.250	rascal
impatiently	fear	0.250	enweghi ndidi
react	fear	0.250	meghachi omume
doubt	fear	0.250	obi abụọ
guard	fear	0.250	nche
forewarned	fear	0.250	dọrọ aka ná ntị
foul	fear	0.250	ihe ojoo
indifference	fear	0.250	enweghị mmasị
hag	fear	0.250	hag
picket	fear	0.250	picket
delusional	fear	0.250	nke aghụghọ
standstill	fear	0.250	nkwụsịtụ
rating	fear	0.250	ogo
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	amaghi ama
indecisive	fear	0.250	na-enweghi mkpebi
grounded	fear	0.242	n'ala
badhabit	fear	0.242	badhabit
highest	fear	0.236	kacha elu
aaaah	fear	0.234	aaaaa
shrink	fear	0.234	gbadaa
insomniac	fear	0.234	ehighi ura
chicken	fear	0.234	ọkụkọ
bee	fear	0.234	anu
inequality	fear	0.234	ahaghị nhata
verge	fear	0.234	verge
shelters	fear	0.234	ebe nchekwa
buzz	fear	0.234	buzz
buck	fear	0.234	ego
discontent	fear	0.234	enweghị afọ ojuju
difficulty	fear	0.234	ike
finalized	fear	0.234	emechaala
overdrive	fear	0.234	overdrive
pinion	fear	0.234	pinion
scaffold	fear	0.234	scaffold
dependence	fear	0.234	ịdabere
rekindle	fear	0.234	maliteghachi
instinctive	fear	0.234	mmuo
thatmoment	fear	0.234	oge ahụ
sleepless	fear	0.234	ehighi ura
intercede	fear	0.234	ịrịọchitere arịrịọ
psychiatrist	fear	0.234	dibia mgbaka
rushing	fear	0.233	na-agba ọsọ
overslept	fear	0.226	hie ụra
default	fear	0.226	ndabara
confessional	fear	0.225	nkwuputa
impatient	fear	0.224	enweghi ndidi
tactics	fear	0.219	ụzọ aghụghọ
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	obi ụtọ
immigrant	fear	0.219	onye mbata
veer	fear	0.219	veer
sweat	fear	0.219	ọsụsọ
cane	fear	0.219	okpete
revelations	fear	0.219	mkpughe
whatif	fear	0.219	ọ bụrụ na
waver	fear	0.219	ifelata
jungle	fear	0.219	oke ohia
fingerscrossed	fear	0.219	gafere mkpịsị aka
stingy	fear	0.219	nke ikereke
bait	fear	0.219	azụ
unequal	fear	0.219	ahaghị nhata
lastminute	fear	0.219	nkeji ikpeazụ
heft	fear	0.219	heft
overtired	fear	0.218	ike gwụrụ ya
prognosis	fear	0.217	prognosis
alertness	fear	0.216	njikere
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	obi ụtọ
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	nnwale
clowns	fear	0.207	clowns
fluctuation	fear	0.204	mgbanwe
examination	fear	0.204	nyocha
restless	fear	0.204	enweghị izu ike
uphill	fear	0.203	elu ugwu
quail	fear	0.203	nnụnụ kwel
phew	fear	0.203	phew
mighty	fear	0.203	dike
cross	fear	0.203	obe
hurry	fear	0.203	mee ngwa ngwa
recesses	fear	0.203	ezumike
intimacy	fear	0.203	mmekọrịta chiri anya
overcome	fear	0.203	merie
birth	fear	0.203	ọmụmụ
acceptances	fear	0.203	nnabata
help	fear	0.203	Enyemaka
fearless	fear	0.200	n'atụghị egwu
change	fear	0.198	gbanwee
ware	fear	0.198	ngwa
withstand	fear	0.197	iguzogide
asap	fear	0.191	ngwa ngwa
heighten	fear	0.188	bulie elu
watch	fear	0.188	nche
tract	fear	0.188	traktị
advance	fear	0.188	n'ihu
overcoming	fear	0.188	imeri
attorney	fear	0.188	onye ọka iwu
deadlines	fear	0.188	oge imecha
bug	fear	0.188	ahụhụ
knots	fear	0.188	mara mma
owing	fear	0.188	iji
waitinggame	fear	0.188	egwuregwu echere
unorganised	fear	0.188	na-ahazighị ya
gnome	fear	0.188	gnome
fragile	fear	0.188	na-esighi ike
cautiously	fear	0.188	jiri nlezianya mee ihe
stillness	fear	0.188	ịnọ jụụ
intrigue	fear	0.188	aghụghọ
rule	fear	0.188	iwu
elf	fear	0.185	elf
stillwaiting	fear	0.184	na-eche
lonely	fear	0.183	owu ọmụma
slippery	fear	0.181	na-amị amị
interview	fear	0.180	ajụjụ ọnụ
everyman	fear	0.178	onye ọ bụla
speculation	fear	0.176	ntule
needtoknow	fear	0.173	kwesịrị ịmara
worship	fear	0.172	ife ofufe
unsure	fear	0.172	ejighi n'aka
surprise	fear	0.172	ihe ijuanya
settlor	fear	0.172	onye obibi
competition	fear	0.172	asọmpi
readytogo	fear	0.172	njikere
checkpoint	fear	0.172	ebe nlele
composure	fear	0.172	obi iru ala
interviewer	fear	0.172	onye na-agba ajụjụ ọnụ
chaff	fear	0.172	igbogbo ọka
regulatory	fear	0.172	usoro iwu
birch	fear	0.172	birch
shell	fear	0.172	shei
assessment	fear	0.172	ntule
uncertain	fear	0.172	ejighi n'aka
rod	fear	0.172	mkpanaka
humanrights	fear	0.172	ikike mmadu
less	fear	0.167	Mpekarị
coy	fear	0.162	nkenke
iris	fear	0.160	iris
intimately	fear	0.156	na-akpachi anya
hearing	fear	0.156	ịnụ ihe
legalized	fear	0.156	kwadoro iwu
needit	fear	0.156	mkpa
audition	fear	0.156	nyocha
retirement	fear	0.156	ezumike nka
countdown	fear	0.156	agụta
sly	fear	0.156	aghụghọ
bases	fear	0.156	ntọala
ceasefire	fear	0.156	kwụsịtụ
medication	fear	0.156	ọgwụ
courageous	fear	0.154	obi ike
overthinker	fear	0.153	onye na-eche echiche
backtrack	fear	0.151	azụ azụ
dawned	fear	0.150	chi bọrọ
censor	fear	0.149	nyocha
bailiff	fear	0.147	onye kotima
syllabus	fear	0.147	syllabus
delay	fear	0.141	igbu oge
newcomer	fear	0.141	onye ohuru
imagination	fear	0.141	echiche
waiting	fear	0.141	ichere
gent	fear	0.141	nwa nwoke
validity	fear	0.141	ndaba
cove	fear	0.141	anya
rationality	fear	0.141	ezi uche
caricature	fear	0.141	caricature
eventuality	fear	0.141	n'ikpeazụ
alreadyyyyy	fear	0.140	ugbua
shy	fear	0.140	ihere
symptom	fear	0.133	akara
excite	fear	0.132	kpalie
raccoon	fear	0.127	raccoon
clown	fear	0.125	ome ochi
tryout	fear	0.125	nwalee
needtorelax	fear	0.125	mkpa relax
swim	fear	0.125	igwu mmiri
campaigning	fear	0.125	mkpọsa
hawk	fear	0.125	egbe
prevent	fear	0.125	gbochie
gameday	fear	0.125	ụbọchị egwuregwu
ahhh	fear	0.125	ahuhu
marry	fear	0.125	lụọ nwunye
sprite	fear	0.125	sprite
soready	fear	0.125	nke ukwuu
sag	fear	0.123	sag
pharmacy	fear	0.123	ụlọ ahịa ọgwụ
policeman	fear	0.121	onye uwe ojii
dreamt	fear	0.111	rọrọ nrọ
lace	fear	0.111	lace
homework	fear	0.109	ọrụ ụlọ
destination	fear	0.109	ebe aga
incase	fear	0.109	adịghị ama ama
pray	fear	0.109	kpee ekpere
knot	fear	0.109	eriri
confidence	fear	0.109	obi ike
bigday	fear	0.109	nnukwu ụbọchị
holiness	fear	0.109	ịdị nsọ
notoriety	fear	0.109	ama ama
weight	fear	0.109	ibu
slender	fear	0.100	dị gịrịgịrị
undecided	fear	0.098	ekpebiela
sympathetic	fear	0.097	ọmịiko
poise	fear	0.094	udo
case	fear	0.094	ikpe
treat	fear	0.094	na-emeso
locate	fear	0.094	chọta
loyal	fear	0.094	iguzosi ike n'ihe
grades	fear	0.094	akara ule
god	fear	0.094	chi
helmet	fear	0.094	okpu agha
confident	fear	0.094	obi ike
counsellor	fear	0.094	onye ndụmọdụ
northeast	fear	0.088	ugwu ọwụwa anyanwụ
graduation	fear	0.078	ngụsị akwụkwọ
compassion	fear	0.078	ọmịiko
nurture	fear	0.078	zụlite
graded	fear	0.075	akara
mum	fear	0.070	nne
infant	fear	0.067	nwa ọhụrụ
journey	fear	0.062	njem
parade	fear	0.062	ngagharị
gradschool	fear	0.062	ụlọ akwụkwọ sekọndrị
civilian	fear	0.062	onye nkịtị
cloudiness	fear	0.062	urukpuru
cash	fear	0.062	ego
civilians	fear	0.062	ndị nkịtị
guidelines	fear	0.062	ntuziaka
soulmate	fear	0.062	onye ndu
youth	fear	0.062	ntorobịa
opera	fear	0.057	opera
synonymous	fear	0.056	synonym
honest	fear	0.047	eziokwu
praying	fear	0.047	na-ekpe ekpere
intelligence	fear	0.038	ọgụgụ isi
volunteer	fear	0.031	afọ ofufo
romance	fear	0.031	ihunanya
lines	fear	0.031	ahịrị
obey	fear	0.016	rube isi
happiest	joy	0.986	kacha nwee obi ụtọ
happiness	joy	0.984	obi ụtọ
bliss	joy	0.971	obi ụtọ
celebrating	joy	0.970	na-eme ememe
jubilant	joy	0.969	jubilant
ecstatic	joy	0.954	obi ụtọ
elation	joy	0.944	obi ụtọ
beaming	joy	0.938	na-egbuke egbuke
bestdayever	joy	0.938	ụbọchị ọ bụla
loveee	joy	0.932	ihunanya
celebration	joy	0.929	ememe
awesomeness	joy	0.926	ịdị egwu
joy	joy	0.924	ọṅụ
joyous	joy	0.922	ọṅụ
fabulous	joy	0.922	magburu onwe ya
happily	joy	0.922	obi ụtọ
excitement	joy	0.922	obi ụtọ
exuberance	joy	0.922	obi ụtọ
makesmehappy	joy	0.922	na-eme m obi ụtọ
euphoria	joy	0.922	euphoria
lovee	joy	0.920	ihunanya
gratitude	joy	0.914	ekele
happydance	joy	0.912	obi ụtọ
merriment	joy	0.912	obi ụtọ
spectacular	joy	0.912	di egwu
overjoyed	joy	0.909	oké ọṅụ
purebliss	joy	0.909	ịdị ọcha
triumphant	joy	0.907	imeri
ecstasy	joy	0.906	obi ụtọ
lovelovelove	joy	0.906	ịhụnanya ịhụnanya
cheerful	joy	0.906	obi ụtọ
cheer	joy	0.897	nwee obi ụtọ
elated	joy	0.894	obi ụtọ
peaceofmind	joy	0.891	udo nke obi
jolly	joy	0.891	ọṅụ
delighted	joy	0.891	Obi Ụtọ
lovethis	joy	0.891	ihunanya
excitation	joy	0.891	mkpali
exhilaration	joy	0.891	obi ụtọ
pleasures	joy	0.891	obi ụtọ
laugh	joy	0.891	ochi
marvelously	joy	0.881	dị ebube
loving	joy	0.879	ihunanya
joyful	joy	0.879	ọṅụ
blissful	joy	0.879	nke obi ụtọ
outstanding	joy	0.879	pụtara ìhè
pleasurable	joy	0.877	na-atọ ụtọ
lovinglife	joy	0.875	ndụ ịhụnanya
enthusiastic	joy	0.875	na-anụ ọkụ n'obi
glee	joy	0.875	obi ụtọ
iloveher	joy	0.875	a hụrụ m ya n'anya
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	ngafe ọnwa
happyplace	joy	0.875	ebe obi ụtọ
sohappy	joy	0.868	obi ụtọ
superb	joy	0.864	magburu onwe ya
woohoo	joy	0.864	woooo
laughing	joy	0.864	na-achị ọchị
wonderful	joy	0.863	magburu onwe ya
hooray	joy	0.859	hụ
loved	joy	0.859	hụrụ n'anya
tearsofjoy	joy	0.859	anya mmiri ọṅụ
hallelujah	joy	0.859	halleluyah
magnificent	joy	0.859	magburu onwe ya
glory	joy	0.859	ebube
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	amamiihe
celebrated	joy	0.859	eme ememe
cheering	joy	0.859	na-eti mkpu
yayyyy	joy	0.859	yayyy
heavenly	joy	0.853	eluigwe
exciting	joy	0.853	na-akpali akpali
thrilled	joy	0.851	nwere obi ụtọ
mademyday	joy	0.848	ụbọchị mere
hohoho	joy	0.845	hụhoho
celebrate	joy	0.844	eme ememe
wonderfully	joy	0.844	magburu onwe ya
blessing	joy	0.844	ngozi
favoriteholiday	joy	0.844	ezumike kacha amasị
paradise	joy	0.833	paradaịs
marvellous	joy	0.833	magburu onwe ya
festive	joy	0.833	emume
sweetness	joy	0.833	ụtọ
blessed	joy	0.833	gọziri agọzi
celebrations	joy	0.833	ememe
compliment	joy	0.831	otuto
smiling	joy	0.828	na-amụmụ ọnụ ọchị
allsmiles	joy	0.828	na-achị ọchị
love	joy	0.828	ihunanya
enchanting	joy	0.828	na-atọ ụtọ
homesweethome	joy	0.826	ụlọ ọmarịcha ụlọ
thankyougod	joy	0.824	daalụ
marvelous	joy	0.824	magburu onwe ya
laughter	joy	0.824	ochi
goodmood	joy	0.819	obi ụtọ
goodness	joy	0.818	ịdị mma
excellence	joy	0.818	kacha mma
sensational	joy	0.818	ihe na-akpali akpali
joys	joy	0.818	ọṅụ
delightful	joy	0.818	na-atọ ụtọ
excited	joy	0.818	obi ụtọ
rejoicing	joy	0.818	na-aṅụrị ọṅụ
happyheart	joy	0.818	obi ụtọ
celebratory	joy	0.818	emume
greatful	joy	0.816	dị ukwuu
jovial	joy	0.814	ihe ọchị
rejoice	joy	0.812	ṅụrịa ọṅụ
splendid	joy	0.812	mara mma
enjoy	joy	0.812	nwee obi ụtọ
smiley	joy	0.812	na-amụmụ ọnụ ọchị
glorious	joy	0.812	ebube
victorious	joy	0.812	mmeri
lovemaking	joy	0.812	ime ịhụnanya
bonanza	joy	0.812	bonanza
greatday	joy	0.812	ezigbo ụbọchị
excellent	joy	0.812	magburu onwe ya
goodtimes	joy	0.811	oge oma
whatmakesmesmile	joy	0.811	kedu ihe dị egwu
happyday	joy	0.809	obi ụtọ ụbọchị
myfavorite	joy	0.804	ọkacha mmasị m
thankyoulord	joy	0.803	daalụ
gladness	joy	0.803	obi ụtọ
yayyy	joy	0.803	yayy
yeahhhh	joy	0.803	eehhh
pleasure	joy	0.803	obi ụtọ
giggle	joy	0.802	ịkwa emo
happier	joy	0.797	obi ụtọ karịa
lovemylife	joy	0.797	ndu m n'anya
magnificence	joy	0.797	ịdị ebube
happytweet	joy	0.797	obi ụtọ tweet
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	eess
dancing	joy	0.797	ịgba egwu
success	joy	0.797	ihe ịga nke ọma
grateful	joy	0.789	ekele
amuse	joy	0.788	ihe ọchị
splendor	joy	0.788	ịma mma
happy	joy	0.788	obi ụtọ
fun	joy	0.788	fun
giggling	joy	0.781	na-achị ọchị
glad	joy	0.781	obi ụtọ
glorify	joy	0.781	inye otuto
radiant	joy	0.781	na-egbuke egbuke
beautiful	joy	0.781	mara mma
solucky	joy	0.781	solucky
sothankful	joy	0.781	obi ụtọ
enchanted	joy	0.781	enchanted
romance	joy	0.779	ihunanya
perfection	joy	0.779	izu oke
christmassy	joy	0.779	ekeresimesi
heavens	joy	0.779	eluigwe
thrilling	joy	0.776	na-akpali akpali
lovable	joy	0.773	hụrụ n'anya
congrats	joy	0.773	ekele
fiesta	joy	0.773	fiista
entertain	joy	0.773	ntụrụndụ
happyvalentinesday	joy	0.773	obi ụtọ ụbọchị ụka
miraculous	joy	0.773	ebube
cheers	joy	0.773	chesie ike
cheered	joy	0.773	aṅụrị
positivity	joy	0.773	positivity
funday	joy	0.772	ụbọchị
enjoying	joy	0.771	na-ekpori ndụ
lifeisgood	joy	0.766	ndu di nma
amused	joy	0.766	ọchị
goodfeeling	joy	0.766	obi ụtọ
christmasspirit	joy	0.766	ekeresimesi
cuddling	joy	0.766	nchikota
smiles	joy	0.766	na-amụmụ ọnụ ọchị
sosweet	joy	0.766	dị oke ụtọ
thebest	joy	0.766	nke kacha mma
party	joy	0.765	oriri
delight	joy	0.765	obi ụtọ
orgasm	joy	0.765	orgasm
positive	joy	0.761	nti
sweetheart	joy	0.758	obi ụtọ
enlighten	joy	0.758	mee ka ọ ghọta
cheerfulness	joy	0.758	obi ụtọ
miracles	joy	0.758	ọrụ ebube
giddy	joy	0.757	giddy
christmastime	joy	0.757	oge ekeresimesi
gratify	joy	0.750	nwee afọ ojuju
greatness	joy	0.750	ịdị ukwuu
friendliness	joy	0.750	enyi enyi
blessings	joy	0.750	ngozi
laughs	joy	0.750	na-achị ọchị
tistheseason	joy	0.750	oge nkeji iri
smile	joy	0.750	ịmụmụ ọnụ ọchị
pleasing	joy	0.750	na-atọ ụtọ
romantic	joy	0.750	ihunanya
happyholidays	joy	0.750	ezumike obi ụtọ
frolic	joy	0.748	frolic
jubilee	joy	0.742	jubilii
miracle	joy	0.742	ọrụ ebube
enthusiasm	joy	0.742	ịnụ ọkụ n'obi
selflove	joy	0.742	ịhụ onwe ya n'anya
triumph	joy	0.742	mmeri
magical	joy	0.742	anwansị
rewarding	joy	0.742	na-akwụghachi ụgwọ
goodvibes	joy	0.742	ihe ọma
positiveenergy	joy	0.742	nti ume
feelgood	joy	0.736	obi dị mma
prosperity	joy	0.735	ọganihu
behappy	joy	0.734	nwee anụrị
admiration	joy	0.734	mmasi
passionate	joy	0.734	kemmasi
goodday	joy	0.734	ehihie ọma
luxurious	joy	0.734	okomoko
tgif	joy	0.734	tgif
victory	joy	0.734	mmeri
feelinggood	joy	0.734	ịdị mma
enchant	joy	0.734	enchant
greatnight	joy	0.734	nnukwu abalị
vivacious	joy	0.734	vivacious
glorification	joy	0.733	otuto
sing	joy	0.729	bụọ
glowing	joy	0.729	na-egbuke egbuke
yessss	joy	0.728	eess
fulfillment	joy	0.728	mmezu
breathtaking	joy	0.728	na-akpali akpali
thankful	joy	0.727	ekele
cheery	joy	0.727	obi ụtọ
santa	joy	0.727	santa
hurrah	joy	0.727	hụ hụ
christmasbreak	joy	0.727	ezumike ekeresimesi
win	joy	0.727	merie
atpeace	joy	0.727	udo
award	joy	0.727	ihe nrite
merry	joy	0.727	obi ụtọ
inspiration	joy	0.725	mkpali
radiance	joy	0.725	na-egbuke egbuke
pleased	joy	0.725	dị ụtọ
uplift	joy	0.723	ebuli elu
optimistic	joy	0.723	nwere nchekwube
heaven	joy	0.721	eluigwe
lucky	joy	0.721	kechioma
godisgreat	joy	0.721	ịdị mma
holidays	joy	0.721	ezumike
thrill	joy	0.721	obi ụtọ
congratulatory	joy	0.719	ekele
thriving	joy	0.719	na-eme nke ọma
amusement	joy	0.719	ntụrụndụ
perfect	joy	0.719	zuru oke
lover	joy	0.719	onye hụrụ n'anya
xmas	joy	0.719	xmas
heartfelt	joy	0.719	sitere n'obi
utopian	joy	0.719	utopian
lovely	joy	0.719	mara mma
harmony	joy	0.719	nkwekọ
praising	joy	0.719	na-eto
brighten	joy	0.719	mee ka ìhè
luckiest	joy	0.712	kacha chioma
merrychristmas	joy	0.712	ezi ekeresimesi
magic	joy	0.712	anwansi
achievement	joy	0.712	mmezu
yay	joy	0.712	yay
holiday	joy	0.712	ezumike
treasures	joy	0.712	akụ
luxury	joy	0.712	okomoko
bestfeeling	joy	0.712	kacha mma
intimate	joy	0.710	nke chiri anya
soblessed	joy	0.706	obi iru ala
yaaay	joy	0.706	yaaa
rave	joy	0.706	agụụ
chuckle	joy	0.706	chịrị ọchị
proud	joy	0.704	mpako
winning	joy	0.703	imeri
cherish	joy	0.703	hụrụ n'anya
goodnews	joy	0.703	ozi ọma
fuckyeah	joy	0.703	fuckee
optimism	joy	0.703	nchekwube
amazingly	joy	0.703	dị ịtụnanya
lovelife	joy	0.703	ndụ ịhụnanya
truelove	joy	0.703	ezigbo ịhụnanya
beautification	joy	0.703	ịchọ mma
satisfying	joy	0.703	na-eju afọ
appreciates	joy	0.703	ekele
cuddled	joy	0.703	agbakọta ọnụ
goodlife	joy	0.703	ndu oma
gooood	joy	0.703	nke ọma
sweetest	joy	0.703	kacha ụtọ
yaay	joy	0.700	yaay
entertained	joy	0.700	ọbịa
excite	joy	0.697	kpalie
newbeginnings	joy	0.693	mmalite ọhụrụ
praisejesus	joy	0.691	otutojesus
birthday	joy	0.691	ụbọchị ọmụmụ
greatfriends	joy	0.688	ezigbo enyi
adoration	joy	0.688	ofufe
godsend	joy	0.688	chineke
favorite	joy	0.688	ọkacha mmasị
content	joy	0.688	ọdịnaya
entertaining	joy	0.688	na-atọ ụtọ
honored	joy	0.688	kwanyere ugwu
metime	joy	0.688	oge
exquisite	joy	0.688	mara mma
holidayseason	joy	0.688	oge ezumike
thankyoujesus	joy	0.688	thankyoujesus
angelic	joy	0.688	mmụọ ozi
goodhealth	joy	0.682	ịdị mma
majestic	joy	0.682	ịdị ebube
luscious	joy	0.682	na-atọ ụtọ
memoriesiwontforget	joy	0.682	ncheta agaghị echefu
bestfriends	joy	0.682	ezi enyi
precious	joy	0.682	dị oké ọnụ ahịa
appreciated	joy	0.682	ekele
exaltation	joy	0.682	ebuli elu
smiled	joy	0.682	turu ọnụ ọchị
brightens	joy	0.682	na-egbuke egbuke
tranquility	joy	0.679	udo
marry	joy	0.676	lụọ nwunye
embrace	joy	0.676	nabata
positively	joy	0.676	nke ọma
grin	joy	0.672	ọchị
hug	joy	0.672	mmakọ
hilarious	joy	0.672	na-atọ ọchị
dearest	joy	0.672	ọkacha mmasị
contentment	joy	0.672	afọ ojuju
accomplished	joy	0.672	mezuru
relaxation	joy	0.672	ntụrụndụ
bday	joy	0.672	bday
enliven	joy	0.672	enlive
weeeee	joy	0.672	weeee
giggles	joy	0.672	na-achị ọchị
fulfilled	joy	0.667	mezuru
bountiful	joy	0.667	bara ụba
victor	joy	0.667	onye mmeri
adore	joy	0.667	hụrụ n'anya
boisterous	joy	0.667	na-eme mkpọtụ
fulfill	joy	0.664	mezuo
cuddles	joy	0.662	na-akwagharị
prosperous	joy	0.660	ogaranya
appreciation	joy	0.656	ekele
serenity	joy	0.656	obi iru ala
happynewyear	joy	0.656	ezi afọ ọhụrụ
humor	joy	0.656	ọchị
satisfy	joy	0.656	afọ ju
besties	joy	0.656	ndị kasị mma
encouraged	joy	0.656	gbara ume
captivate	joy	0.656	na-adọrọ adọrọ
christmaseve	joy	0.656	abalị fotere ekeresimesi
glow	joy	0.656	na-egbuke egbuke
romanticism	joy	0.656	ihunanya
innerpeace	joy	0.656	obi iru ala
pleasant	joy	0.656	obi ụtọ
praises	joy	0.652	otuto
abundance	joy	0.652	ụbara
fortunes	joy	0.652	uba
engaged	joy	0.652	agbadoro aka
praised	joy	0.652	otuto
relaxing	joy	0.652	izuike
treasure	joy	0.652	akụ
satisfaction	joy	0.652	afọ ojuju
nothingbetter	joy	0.647	ọ dịghị mma
affection	joy	0.647	ịhụnanya
relieved	joy	0.647	obi iru ala
complement	joy	0.647	imeju
carnival	joy	0.643	kanival
priceless	joy	0.641	enweghị ọnụ ahịa
uplifting	joy	0.641	na-ebuli elu
sensuality	joy	0.641	mmetụta uche
saintly	joy	0.641	dị nsọ
champion	joy	0.641	onye mmeri
thanksgiving	joy	0.641	ekele
harmoniously	joy	0.641	n'otu n'otu
wedding	joy	0.641	agbamakwụkwọ
achieve	joy	0.641	nweta
divine	joy	0.641	Chineke
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	ezumike ezumike
exalt	joy	0.636	bulie elu
twinkle	joy	0.636	nwughari
comforting	joy	0.636	na-akasi obi
felicity	joy	0.636	felicity
peaceful	joy	0.636	udo
climax	joy	0.636	njedebe
winner	joy	0.636	onye mmeri
reverie	joy	0.636	reverie
yayy	joy	0.636	yay
cuddle	joy	0.636	mmuo
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	na-ele anya
festival	joy	0.625	ememe
sweet	joy	0.625	ụtọ
generosity	joy	0.625	mmesapụ aka
brighter	joy	0.625	na-egbuke egbuke
praisegod	joy	0.625	chineke
gorgeous	joy	0.625	mara mma
hearts	joy	0.625	obi
amusing	joy	0.625	na-atọ ọchị
fondness	joy	0.625	obi ụtọ
snuggling	joy	0.625	snggling
reward	joy	0.625	ụgwọ ọrụ
sex	joy	0.622	mmekọahụ
kind	joy	0.621	ụdị
genial	joy	0.621	genial
parade	joy	0.621	ngagharị
applause	joy	0.621	ịkụ aka
beauty	joy	0.621	ịma mma
fulfilling	joy	0.618	na-emezu
aspiring	joy	0.618	na-achọsi ike
newlife	joy	0.618	ndu ohuru
godbless	joy	0.616	Chukwu gozie
virtuous	joy	0.613	nke ọma
kiss	joy	0.610	nsusu ọnụ
christmas	joy	0.609	ekeresimesi
