English Word	Emotion	Emotion-Intensity-Score	Punjabi Word
laurels	joy	0.521	ਮਾਣ
commendable	joy	0.519	ਸ਼ਲਾਘਾਯੋਗ
succeed	joy	0.516	ਸਫਲ
jingle	joy	0.516	ਜਿੰਗਲ
zest	joy	0.516	ਜੋਸ਼
noschool	joy	0.516	noschool
brotherly	joy	0.516	ਭਰਾਤਰੀ
silly	joy	0.516	ਮੂਰਖ
abundant	joy	0.516	ਭਰਪੂਰ
fancy	joy	0.516	ਫੈਨਸੀ
resplendent	joy	0.516	ਚਮਕਦਾਰ
strengthening	joy	0.516	ਮਜ਼ਬੂਤੀ
presents	joy	0.516	ਪੇਸ਼ ਕਰਦਾ ਹੈ
pride	joy	0.516	ਮਾਣ
almighty	joy	0.516	ਸਰਵ ਸ਼ਕਤੀਮਾਨ
powerful	joy	0.516	ਸ਼ਕਤੀਸ਼ਾਲੀ
aspire	joy	0.516	ਇੱਛਾ
remarkable	joy	0.516	ਕਮਾਲ ਦੇ
greeted	joy	0.516	ਨਮਸਕਾਰ
thanking	joy	0.515	ਧੰਨਵਾਦ
cutie	joy	0.515	cutie
kudos	joy	0.515	ਸ਼ਲਾਘਾ
therapeutic	joy	0.515	ਉਪਚਾਰਕ
zen	joy	0.515	ਜ਼ੇਨ
coronation	joy	0.515	ਤਾਜਪੋਸ਼ੀ
complete	joy	0.515	ਪੂਰਾ
shining	joy	0.515	ਚਮਕਦਾਰ
spirit	joy	0.515	ਆਤਮਾ
princely	joy	0.515	ਸ਼ਾਹੀ
vivid	joy	0.515	ਚਮਕਦਾਰ
comfort	joy	0.515	ਆਰਾਮ
leisure	joy	0.515	ਆਰਾਮ
reunited	joy	0.515	ਮੁੜ ਜੁੜਿਆ
kid	joy	0.515	ਬੱਚਾ
newme	joy	0.515	newme
payday	joy	0.515	ਤਨਖਾਹ ਦਾ ਦਿਨ
animated	joy	0.515	ਐਨੀਮੇਟਡ
familytime	joy	0.515	ਪਰਿਵਾਰਕ ਸਮਾਂ
relationship	joy	0.514	ਰਿਸ਼ਤਾ
godly	joy	0.514	ਧਰਮੀ
marriage	joy	0.514	ਵਿਆਹ
daymade	joy	0.514	ਦਿਨ ਦਾ ਬਣਿਆ
spouse	joy	0.507	ਜੀਵਨ ਸਾਥੀ
intimately	joy	0.507	ਨੇੜਿਓਂ
respect	joy	0.500	ਸਤਿਕਾਰ
bloom	joy	0.500	ਖਿੜ
purr	joy	0.500	purr
carefree	joy	0.500	ਬੇਪਰਵਾਹ
nature	joy	0.500	ਕੁਦਰਤ
encourage	joy	0.500	ਉਤਸ਼ਾਹਿਤ ਕਰੋ
soulful	joy	0.500	ਰੂਹਦਾਰ
refreshed	joy	0.500	ਤਾਜ਼ਾ
family	joy	0.500	ਪਰਿਵਾਰ
gem	joy	0.500	ਰਤਨ
meritorious	joy	0.500	ਹੋਣਹਾਰ
achieved	joy	0.500	ਪ੍ਰਾਪਤ ਕੀਤਾ
motherhood	joy	0.500	ਮਾਂ
holyspirit	joy	0.500	ਪਵਿੱਤਰ ਆਤਮਾ
surreal	joy	0.500	ਅਸਲ
charitable	joy	0.500	ਚੈਰੀਟੇਬਲ
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	ਤਣਾਅ ਤੋਂ ਰਾਹਤ
erotic	joy	0.500	ਕਾਮੁਕ
inviting	joy	0.500	ਸੱਦਾ
baby	joy	0.500	ਬੱਚਾ
dignity	joy	0.500	ਮਾਣ
satisfied	joy	0.500	ਸੰਤੁਸ਼ਟ
visionary	joy	0.500	ਦੂਰਦਰਸ਼ੀ
memorable	joy	0.500	ਯਾਦਗਾਰੀ
veracity	joy	0.500	ਸੱਚਾਈ
healthy	joy	0.500	ਸਿਹਤਮੰਦ
welcoming	joy	0.500	ਸਵਾਗਤ
diamond	joy	0.500	ਹੀਰਾ
christ	joy	0.500	ਮਸੀਹ
beach	joy	0.500	ਬੀਚ
accomplish	joy	0.500	ਪੂਰਾ
friends	joy	0.500	ਦੋਸਤ
excel	joy	0.500	ਐਕਸਲ
health	joy	0.493	ਸਿਹਤ
aura	joy	0.493	ਆਭਾ
yehey	joy	0.486	ਹਾਂ
approved	joy	0.486	ਨੂੰ ਮਨਜ਼ੂਰੀ ਦਿੱਤੀ
oasis	joy	0.486	ਓਏਸਿਸ
liberty	joy	0.486	ਆਜ਼ਾਦੀ
crowning	joy	0.485	ਤਾਜ
aspiration	joy	0.485	ਇੱਛਾ
privileged	joy	0.485	ਵਿਸ਼ੇਸ਼ ਅਧਿਕਾਰ ਪ੍ਰਾਪਤ
crescendo	joy	0.485	ਕ੍ਰੇਸੈਂਡੋ
rapture	joy	0.485	ਅਨੰਦ
liberate	joy	0.485	ਆਜ਼ਾਦ ਕਰਨਾ
nocomplaints	joy	0.485	ਕੋਈ ਸ਼ਿਕਾਇਤ ਨਹੀਂ
prestige	joy	0.485	ਵੱਕਾਰ
bounty	joy	0.485	ਇਨਾਮ
gentle	joy	0.485	ਕੋਮਲ
inseparable	joy	0.485	ਅਟੁੱਟ
engaging	joy	0.485	ਆਕਰਸ਼ਕ
loyal	joy	0.485	ਵਫ਼ਾਦਾਰ
betrothed	joy	0.485	ਵਿਆਹੁਤਾ
transcendence	joy	0.484	ਅੰਤਰ
selfworth	joy	0.484	ਸਵੈ-ਮੁੱਲ
yummy	joy	0.484	ਸੁਆਦੀ
datenight	joy	0.484	ਮਿਤੀ ਰਾਤ
destiny	joy	0.484	ਕਿਸਮਤ
heyday	joy	0.484	ਉੱਤਮ ਦਿਨ
aloha	joy	0.484	aloha
desire	joy	0.484	ਇੱਛਾ
dream	joy	0.484	ਸੁਪਨਾ
luck	joy	0.484	ਕਿਸਮਤ
fete	joy	0.484	ਤਿਉਹਾਰ
trophy	joy	0.484	ਟਰਾਫੀ
bouquet	joy	0.484	ਗੁਲਦਸਤਾ
chocolate	joy	0.484	ਚਾਕਲੇਟ
creativity	joy	0.484	ਰਚਨਾਤਮਕਤਾ
boyfriend	joy	0.480	ਬੁਆਏਫ੍ਰੈਂਡ
commemoration	joy	0.479	ਯਾਦਗਾਰ
intelligence	joy	0.477	ਖੁਫੀਆ
readiness	joy	0.473	ਤਿਆਰੀ
friend	joy	0.471	ਦੋਸਤ
bride	joy	0.471	ਲਾੜੀ
enthusiast	joy	0.471	ਉਤਸ਼ਾਹੀ
lush	joy	0.470	ਹਰੇ ਭਰੇ
inheritance	joy	0.470	ਵਿਰਾਸਤ
soothe	joy	0.470	ਸ਼ਾਂਤ ਕਰਨਾ
tickle	joy	0.470	ਗੁੰਦ
kiddo	joy	0.470	ਬੱਚਾ
nostalgia	joy	0.470	ਨੋਸਟਾਲਜੀਆ
massage	joy	0.470	ਮਾਲਸ਼
calming	joy	0.470	ਸ਼ਾਂਤ ਕਰਨ ਵਾਲਾ
adventure	joy	0.470	ਸਾਹਸ
pretty	joy	0.469	ਸੁੰਦਰ
purring	joy	0.469	purring
eternal	joy	0.469	ਸਦੀਵੀ
humanitarian	joy	0.469	ਮਨੁੱਖਤਾਵਾਦੀ
nurture	joy	0.469	ਪਾਲਣ ਪੋਸ਼ਣ
giving	joy	0.469	ਦੇਣਾ
rest	joy	0.469	ਆਰਾਮ
getaway	joy	0.469	ਨੱਠ ਗਏ
goals	joy	0.469	ਟੀਚੇ
pray	joy	0.469	ਪ੍ਰਾਰਥਨਾ ਕਰੋ
bridegroom	joy	0.469	ਲਾੜਾ
heartily	joy	0.469	ਦਿਲੋਂ
luster	joy	0.469	ਚਮਕ
bonding	joy	0.469	ਬੰਧਨ
princess	joy	0.469	ਰਾਜਕੁਮਾਰੀ
amicable	joy	0.469	ਦੋਸਤਾਨਾ
benevolence	joy	0.469	ਪਰਉਪਕਾਰੀ
child	joy	0.466	ਬੱਚਾ
salutary	joy	0.465	ਸਲਾਮ ਹੈ
invite	joy	0.457	ਸੱਦਾ
beam	joy	0.456	ਬੀਮ
reminiscing	joy	0.456	ਯਾਦ ਦਿਵਾਉਣਾ
befriend	joy	0.455	ਦੋਸਤੀ
aesthetics	joy	0.455	ਸੁਹਜ
friday	joy	0.455	ਸ਼ੁੱਕਰਵਾਰ
freshair	joy	0.455	ਤਾਜ਼ੀ ਹਵਾ
ceremony	joy	0.455	ਰਸਮ
kindred	joy	0.455	ਰਿਸ਼ਤੇਦਾਰ
mindfulness	joy	0.455	ਧਿਆਨ
sonice	joy	0.455	ਬਹੁਤ ਵਧੀਆ
elevation	joy	0.455	ਉਚਾਈ
tropical	joy	0.455	ਖੰਡੀ
scholarship	joy	0.455	ਸਕਾਲਰਸ਼ਿਪ
hee	joy	0.455	hee
noworries	joy	0.453	ਫਿਕਰ ਨਹੀ
allure	joy	0.453	ਲੁਭਾਉਣਾ
approve	joy	0.453	ਮਨਜ਼ੂਰ ਕਰੋ
scenery	joy	0.453	ਦ੍ਰਿਸ਼
waterfall	joy	0.453	ਝਰਨਾ
vindication	joy	0.453	ਪ੍ਰਮਾਣਿਕਤਾ
namaste	joy	0.453	ਨਮਸਤੇ
commemorate	joy	0.453	ਯਾਦ ਕਰਨਾ
faith	joy	0.453	ਵਿਸ਼ਵਾਸ
birth	joy	0.453	ਜਨਮ
forgiveness	joy	0.453	ਮਾਫ਼ੀ
journey	joy	0.447	ਯਾਤਰਾ
meditation	joy	0.446	ਧਿਆਨ
relaxed	joy	0.442	ਆਰਾਮਦਾਇਕ
present	joy	0.441	ਮੌਜੂਦ
weekend	joy	0.441	ਵੀਕਐਂਡ
tender	joy	0.441	ਟੈਂਡਰ
tranquil	joy	0.441	ਸ਼ਾਂਤ
lyrical	joy	0.439	ਗੀਤਕਾਰੀ
sharing	joy	0.439	ਸਾਂਝਾ ਕਰਨਾ
esteem	joy	0.439	ਸਨਮਾਨ
nostalgic	joy	0.439	ਉਦਾਸੀਨ
prayer	joy	0.439	ਪ੍ਰਾਰਥਨਾ
righteousness	joy	0.439	ਧਾਰਮਿਕਤਾ
husband	joy	0.438	ਪਤੀ
relief	joy	0.438	ਰਾਹਤ
strength	joy	0.438	ਤਾਕਤ
mighty	joy	0.438	ਸ਼ਕਤੀਸ਼ਾਲੀ
unbeaten	joy	0.438	ਅਜੇਤੂ
eager	joy	0.438	ਉਤਸੁਕ
share	joy	0.438	ਸ਼ੇਅਰ
newday	joy	0.438	ਨਵਾਂ ਦਿਨ
sonnet	joy	0.438	ਸੋਨੇਟ
meditate	joy	0.438	ਮਨਨ
life	joy	0.438	ਜੀਵਨ
winterbreak	joy	0.429	ਸਰਦੀਆਂ ਦੀ ਛੁੱਟੀ
warm	joy	0.429	ਗਰਮ
movingforward	joy	0.429	ਅੱਗੇ ਵਧਣਾ
buddy	joy	0.427	ਦੋਸਤ
oneness	joy	0.426	ਏਕਤਾ
unconstrained	joy	0.424	ਬੇਰੋਕ
amen	joy	0.424	ਆਮੀਨ
reverence	joy	0.424	ਸਤਿਕਾਰ
healthful	joy	0.424	ਸਿਹਤਮੰਦ
thelittlethings	joy	0.424	ਛੋਟੀਆਂ ਚੀਜ਼ਾਂ
medal	joy	0.424	ਮੈਡਲ
unsurpassed	joy	0.424	ਬੇਮਿਸਾਲ
candlelight	joy	0.424	ਮੋਮਬੱਤੀ ਦੀ ਰੋਸ਼ਨੀ
carols	joy	0.424	ਕੈਰੋਲ
ejaculation	joy	0.424	ejaculation
beginnings	joy	0.422	ਸ਼ੁਰੂਆਤ
sledding	joy	0.422	ਸਲੈਡਿੰਗ
graduation	joy	0.422	ਗ੍ਰੈਜੂਏਸ਼ਨ
frisky	joy	0.422	ਤੇਜ਼
lml	joy	0.422	ਐਲਐਮਐਲ
ease	joy	0.422	ਆਸਾਨੀ
symphony	joy	0.422	ਸਿੰਫਨੀ
wealth	joy	0.422	ਦੌਲਤ
helpful	joy	0.422	ਮਦਦਗਾਰ
musical	joy	0.422	ਸੰਗੀਤਕ
glitter	joy	0.422	ਚਮਕ
calmness	joy	0.422	ਸ਼ਾਂਤੀ
energy	joy	0.422	ਊਰਜਾ
safe	joy	0.422	ਸੁਰੱਖਿਅਤ
nostress	joy	0.421	nostress
soundness	joy	0.421	ਤੰਦਰੁਸਤੀ
promise	joy	0.415	ਵਾਅਦਾ
reunite	joy	0.414	ਮੁੜ ਜੁੜਣਾ
mother	joy	0.412	ਮਾਂ
salvation	joy	0.412	ਮੁਕਤੀ
poems	joy	0.412	ਕਵਿਤਾਵਾਂ
clown	joy	0.409	ਜੋਕਰ
lavender	joy	0.409	ਲਵੈਂਡਰ
immaculate	joy	0.409	ਪਵਿੱਤਰ
purify	joy	0.409	ਸ਼ੁੱਧ
inauguration	joy	0.409	ਉਦਘਾਟਨ
aromatherapy	joy	0.409	ਐਰੋਮਾਥੈਰੇਪੀ
lighten	joy	0.409	ਹਲਕਾ
travel	joy	0.409	ਯਾਤਰਾ
cash	joy	0.406	ਨਕਦ
companion	joy	0.406	ਸਾਥੀ
live	joy	0.406	ਲਾਈਵ
opportune	joy	0.406	ਮੌਕਾ
completing	joy	0.406	ਪੂਰਾ ਕਰਨਾ
charity	joy	0.406	ਚੈਰਿਟੀ
heal	joy	0.406	ਚੰਗਾ
star	joy	0.406	ਤਾਰਾ
wishing	joy	0.406	ਇੱਛਾ
flowers	joy	0.406	ਫੁੱਲ
income	joy	0.403	ਆਮਦਨ
soul	joy	0.401	ਆਤਮਾ
munchies	joy	0.400	ਮੰਚੀ
emancipation	joy	0.397	ਮੁਕਤੀ
indescribable	joy	0.397	ਵਰਣਨਯੋਗ
progress	joy	0.397	ਤਰੱਕੀ
equality	joy	0.394	ਸਮਾਨਤਾ
childhood	joy	0.394	ਬਚਪਨ
together	joy	0.394	ਇਕੱਠੇ
rhythmical	joy	0.394	ਤਾਲਬੱਧ
fullness	joy	0.394	ਸੰਪੂਰਨਤਾ
calm	joy	0.394	ਸ਼ਾਂਤ
hammock	joy	0.394	hammock
picnic	joy	0.394	ਪਿਕਨਿਕ
movies	joy	0.393	ਫਿਲਮਾਂ
zealous	joy	0.393	ਜੋਸ਼ੀਲੇ
playground	joy	0.391	ਖੇਡ ਦਾ ਮੈਦਾਨ
affluence	joy	0.391	ਅਮੀਰੀ
warms	joy	0.391	ਗਰਮ ਕਰਦਾ ਹੈ
choir	joy	0.391	ਕੋਆਇਰ
littlethings	joy	0.391	ਛੋਟੀਆਂ ਚੀਜ਼ਾਂ
auspicious	joy	0.391	ਸ਼ੁਭ
meaningful	joy	0.391	ਅਰਥਪੂਰਨ
adventures	joy	0.391	ਸਾਹਸ
goofy	joy	0.391	ਮੂਰਖ
starry	joy	0.391	ਤਾਰਿਆਂ ਵਾਲਾ
humanity	joy	0.391	ਮਨੁੱਖਤਾ
gesture	joy	0.387	ਸੰਕੇਤ
witty	joy	0.382	ਮਜ਼ਾਕੀਆ
vow	joy	0.382	ਕਸਮ
shopping	joy	0.382	ਖਰੀਦਦਾਰੀ
vibes	joy	0.379	ਵਾਈਬਸ
worship	joy	0.379	ਪੂਜਾ, ਭਗਤੀ
jump	joy	0.379	ਛਾਲ
communion	joy	0.379	ਸਾਂਝ
reverend	joy	0.377	ਸਤਿਕਾਰਯੋਗ
rising	joy	0.375	ਵਧ ਰਿਹਾ ਹੈ
advance	joy	0.375	ਪੇਸ਼ਗੀ
beaches	joy	0.375	ਬੀਚ
sonorous	joy	0.375	ਸੋਹਣਾ
courtship	joy	0.375	ਵਿਆਹ
experience	joy	0.375	ਅਨੁਭਵ
reunion	joy	0.375	ਰੀਯੂਨੀਅਨ
simplicity	joy	0.375	ਸਾਦਗੀ
full	joy	0.375	ਪੂਰਾ
hymn	joy	0.375	ਭਜਨ
spirits	joy	0.375	ਆਤਮਾਵਾਂ
unforgettable	joy	0.375	ਅਭੁੱਲ
mirth	joy	0.375	ਖੁਸ਼ੀ
youth	joy	0.375	ਨੌਜਵਾਨ
scenic	joy	0.375	ਸੁੰਦਰ
unique	joy	0.375	ਵਿਲੱਖਣ
redeemed	joy	0.375	ਰੀਡੀਮ ਕੀਤਾ
alliance	joy	0.368	ਗਠਜੋੜ
baptismal	joy	0.368	ਬਪਤਿਸਮਾ ਦੇਣ ਵਾਲਾ
grant	joy	0.366	ਗ੍ਰਾਂਟ
kitten	joy	0.364	ਬਿੱਲੀ ਦਾ ਬੱਚਾ
sanctification	joy	0.364	ਪਵਿੱਤਰੀਕਰਨ
conciliation	joy	0.364	ਸੁਲਾਹ
improves	joy	0.364	ਸੁਧਾਰ ਕਰਦਾ ਹੈ
pure	joy	0.364	ਸ਼ੁੱਧ
improve	joy	0.364	ਸੁਧਾਰ
authentic	joy	0.364	ਪ੍ਰਮਾਣਿਕ
moonlight	joy	0.364	ਚੰਦਰਮਾ
weightloss	joy	0.362	ਵਜ਼ਨ ਘਟਾਉਣਾ
raspberries	joy	0.360	ਰਸਬੇਰੀ
feeling	joy	0.359	ਭਾਵਨਾ
jest	joy	0.359	ਮਜ਼ਾਕ
independent	joy	0.359	ਸੁਤੰਤਰ
sanctify	joy	0.359	ਪਵਿੱਤਰ ਕਰਨਾ
devotional	joy	0.359	ਸ਼ਰਧਾਲੂ
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	ਮੁਹਾਰਤ
listenting	joy	0.359	ਸੁਣਨਾ
fidelity	joy	0.359	ਵਫ਼ਾਦਾਰੀ
revival	joy	0.359	ਬੇਦਾਰੀ
giver	joy	0.353	ਦੇਣ ਵਾਲਾ
cocoa	joy	0.353	ਕੋਕੋ
deliverance	joy	0.348	ਛੁਟਕਾਰਾ
melody	joy	0.348	ਧੁਨ
unification	joy	0.348	ਏਕੀਕਰਨ
romp	joy	0.348	romp
purpose	joy	0.348	ਮਕਸਦ
choral	joy	0.348	ਕੋਰਲ
exceed	joy	0.348	ਵੱਧ
dolphin	joy	0.348	ਡਾਲਫਿਨ
roaring	joy	0.348	ਗਰਜਣਾ
favor	joy	0.348	ਪੱਖ
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	ਕਾਮੁਕ
fruits	joy	0.344	ਫਲ
cookies	joy	0.344	ਕੂਕੀਜ਼
manicure	joy	0.344	manicure
nowork	joy	0.344	ਕੋਈ ਕੰਮ
date	joy	0.344	ਤਾਰੀਖ਼
newstart	joy	0.344	ਨਿਊਜ਼ਸਟਾਰਟ
hedonism	joy	0.344	hedonism
pledge	joy	0.344	ਵਚਨ
electric	joy	0.344	ਬਿਜਲੀ
humble	joy	0.344	ਨਿਮਰ
roadtrip	joy	0.344	ਸੜਕੀ ਯਾਤਰਾ
thx	joy	0.344	thx
kiddos	joy	0.344	ਬੱਚੇ
celebrity	joy	0.342	ਸੇਲਿਬ੍ਰਿਟੀ
bridesmaid	joy	0.338	ਲਾੜੀ
rhythm	joy	0.338	ਤਾਲ
spa	joy	0.333	ਸਪਾ
snowday	joy	0.333	ਬਰਫ਼ ਦਾ ਦਿਨ
familiarity	joy	0.333	ਜਾਣ-ਪਛਾਣ
coffee	joy	0.333	ਕਾਫੀ
edification	joy	0.333	ਸੋਧ
garden	joy	0.333	ਬਾਗ
renovation	joy	0.333	ਨਵੀਨੀਕਰਨ
dawn	joy	0.333	ਸਵੇਰ
connoisseur	joy	0.333	ਜਾਣਕਾਰ
gazing	joy	0.333	ਦੇਖਣਾ
obliging	joy	0.333	ਮਜਬੂਰ
partner	joy	0.333	ਸਾਥੀ
foodie	joy	0.331	ਖਾਣ ਵਾਲੇ
synchronize	joy	0.329	ਸਮਕਾਲੀ
tribulation	joy	0.328	ਬਿਪਤਾ
psalm	joy	0.328	ਜ਼ਬੂਰ
pedicure	joy	0.328	ਪੈਡੀਕਿਓਰ
noregrets	joy	0.328	ਅਫ਼ਸੋਸ
chirping	joy	0.328	ਚਹਿਕਣਾ
saint	joy	0.328	ਸੰਤ
healing	joy	0.328	ਇਲਾਜ
carol	joy	0.328	ਕੈਰੋਲ
true	joy	0.328	ਸੱਚਾ
hobby	joy	0.328	ਸ਼ੌਕ
amnesty	joy	0.328	ਮੁਆਫ਼ੀ
respite	joy	0.324	ਰਾਹਤ
recreational	joy	0.318	ਮਨੋਰੰਜਨ
cousins	joy	0.318	ਚਚੇਰੇ ਭਰਾਵਾਂ
mellow	joy	0.318	ਮਿੱਠਾ
restorative	joy	0.318	ਬਹਾਲ ਕਰਨ ਵਾਲਾ
lazyday	joy	0.318	ਆਲਸੀ ਦਿਨ
classics	joy	0.318	ਕਲਾਸਿਕ
reconciliation	joy	0.316	ਸੁਲ੍ਹਾ
woods	joy	0.312	ਜੰਗਲ
progression	joy	0.312	ਤਰੱਕੀ
muchneeded	joy	0.312	ਬਹੁਤ ਲੋੜੀਂਦਾ
sterling	joy	0.312	ਸਟਰਲਿੰਗ
dove	joy	0.312	ਘੁੱਗੀ
simplify	joy	0.312	ਸਰਲ ਬਣਾਉਣਾ
fitness	joy	0.312	ਤੰਦਰੁਸਤੀ
sunset	joy	0.312	ਸੂਰਜ ਡੁੱਬਣਾ
wisdom	joy	0.312	ਸਿਆਣਪ
relight	joy	0.312	ਆਰਾਮ
living	joy	0.312	ਜੀਵਤ
presto	joy	0.312	presto
playhouse	joy	0.312	ਪਲੇਹਾਊਸ
superman	joy	0.312	ਸੁਪਰਮੈਨ
pony	joy	0.312	ਟੱਟੂ
recovery	joy	0.312	ਰਿਕਵਰੀ
crafts	joy	0.312	ਸ਼ਿਲਪਕਾਰੀ
lord	joy	0.312	ਪ੍ਰਭੂ
deal	joy	0.312	ਸੌਦਾ
improvement	joy	0.309	ਸੁਧਾਰ
infant	joy	0.309	ਬੱਚਾ
absolution	joy	0.306	ਮੁਕਤੀ
honest	joy	0.303	ਇਮਾਨਦਾਰ
gently	joy	0.303	ਨਰਮੀ ਨਾਲ
banquet	joy	0.303	ਦਾਅਵਤ
established	joy	0.303	ਦੀ ਸਥਾਪਨਾ
endless	joy	0.303	ਬੇਅੰਤ
decorating	joy	0.303	ਸਜਾਵਟ
providing	joy	0.300	ਪ੍ਰਦਾਨ ਕਰਨਾ
lounging	joy	0.297	lounging
growth	joy	0.297	ਵਾਧਾ
strolling	joy	0.297	ਸੈਰ
feat	joy	0.297	ਕਾਰਨਾਮਾ
morals	joy	0.297	ਨੈਤਿਕਤਾ
mine	joy	0.297	ਮੇਰਾ
spending	joy	0.297	ਖਰਚ
light	joy	0.297	ਰੋਸ਼ਨੀ
spiritual	joy	0.297	ਅਧਿਆਤਮਿਕ
quaint	joy	0.297	ਅਜੀਬ
fraternal	joy	0.297	ਭਰਾਤਰੀ
notable	joy	0.297	ਜ਼ਿਕਰਯੋਗ ਹੈ
softly	joy	0.297	ਨਰਮੀ ਨਾਲ
harvest	joy	0.297	ਵਾਢੀ
yearning	joy	0.297	ਤਰਸ
breeze	joy	0.297	ਹਵਾ
joker	joy	0.297	ਜੋਕਰ
meditating	joy	0.297	ਧਿਆਨ
fervor	joy	0.295	ਜੋਸ਼
quotes	joy	0.294	ਹਵਾਲੇ
volunteer	joy	0.294	ਵਲੰਟੀਅਰ
gain	joy	0.288	ਲਾਭ
resources	joy	0.288	ਸਰੋਤ
create	joy	0.288	ਬਣਾਓ
psalms	joy	0.288	ਜ਼ਬੂਰ
hippie	joy	0.288	ਹਿੱਪੀ
taoism	joy	0.288	ਤਾਓਵਾਦ
midwife	joy	0.288	ਦਾਈ
receiving	joy	0.287	ਪ੍ਰਾਪਤ ਕਰਨਾ
snowfall	joy	0.286	ਬਰਫ਼ਬਾਰੀ
ocean	joy	0.286	ਸਮੁੰਦਰ
lsd	joy	0.286	ਐਲਐਸਡੀ
hiking	joy	0.283	ਹਾਈਕਿੰਗ
evergreen	joy	0.281	ਸਦਾਬਹਾਰ
destination	joy	0.281	ਮੰਜ਼ਿਲ
candid	joy	0.281	ਨਿਰਪੱਖ
unwind	joy	0.281	ਆਰਾਮ ਕਰੋ
truce	joy	0.281	ਜੰਗਬੰਦੀ
toast	joy	0.281	ਟੋਸਟ
chill	joy	0.281	ਠੰਡਾ
infinity	joy	0.281	ਅਨੰਤਤਾ
rested	joy	0.281	ਆਰਾਮ ਕੀਤਾ
buzzing	joy	0.281	ਗੂੰਜ
venerable	joy	0.279	ਸਤਿਕਾਰਯੋਗ
balance	joy	0.275	ਸੰਤੁਲਨ
retirement	joy	0.275	ਸੇਵਾਮੁਕਤੀ
fireplace	joy	0.273	ਚੁੱਲ੍ਹਾ
buddha	joy	0.273	ਬੁੱਧ
devout	joy	0.273	ਸ਼ਰਧਾਲੂ
drinks	joy	0.273	ਡਰਿੰਕਸ
rapt	joy	0.273	ਰੌਲਾ
swim	joy	0.273	ਤੈਰਾਕੀ
compensate	joy	0.273	ਮੁਆਵਜ਼ਾ
snowing	joy	0.271	ਬਰਫਬਾਰੀ
sublimation	joy	0.270	ਉੱਤਮਤਾ
fruity	joy	0.268	ਫਲ
sunday	joy	0.266	ਐਤਵਾਰ
sketching	joy	0.266	ਸਕੈਚਿੰਗ
paragon	joy	0.266	ਪੈਰਾਗਨ
humility	joy	0.266	ਨਿਮਰਤਾ
ministry	joy	0.266	ਮੰਤਰਾਲਾ
waves	joy	0.266	ਲਹਿਰਾਂ
cathedral	joy	0.266	ਗਿਰਜਾਘਰ
sun	joy	0.266	ਸੂਰਜ
yoga	joy	0.266	ਯੋਗਾ
fortitude	joy	0.266	ਤਾਕਤ
salute	joy	0.266	ਸਲਾਮੀ
buddhism	joy	0.266	ਬੁੱਧ ਧਰਮ
whim	joy	0.266	whim
artwork	joy	0.265	ਕਲਾਕਾਰੀ
practiced	joy	0.264	ਅਭਿਆਸ ਕੀਤਾ
clean	joy	0.260	ਸਾਫ਼
running	joy	0.258	ਚੱਲ ਰਿਹਾ ਹੈ
clarity	joy	0.258	ਸਪਸ਼ਟਤਾ
found	joy	0.258	ਪਾਇਆ
fitting	joy	0.258	ਫਿਟਿੰਗ
immerse	joy	0.258	ਡੁੱਬਣਾ
exercise	joy	0.258	ਕਸਰਤ
food	joy	0.258	ਭੋਜਨ
autumn	joy	0.254	ਪਤਝੜ
fit	joy	0.250	ਫਿੱਟ
morning	joy	0.250	ਸਵੇਰ
contagious	joy	0.250	ਛੂਤਕਾਰੀ
outdoors	joy	0.250	ਬਾਹਰ
hardy	joy	0.250	ਹਾਰਡੀ
candles	joy	0.250	ਮੋਮਬੱਤੀਆਂ
advocacy	joy	0.250	ਵਕਾਲਤ
countryside	joy	0.250	ਪੇਂਡੂ ਖੇਤਰ
demonstrative	joy	0.250	ਪ੍ਰਦਰਸ਼ਨਕਾਰੀ
football	joy	0.250	ਫੁੱਟਬਾਲ
chirp	joy	0.250	ਚੀਕਣਾ
chilled	joy	0.250	ਠੰਡਾ
undying	joy	0.250	ਬੇਅੰਤ
visitor	joy	0.250	ਵਿਜ਼ਟਰ
clap	joy	0.250	ਤਾੜੀ
diary	joy	0.250	ਡਾਇਰੀ
ardent	joy	0.250	ਉਤਸ਼ਾਹੀ
expedient	joy	0.250	ਫਾਇਦੇਮੰਦ
mountain	joy	0.250	ਪਹਾੜ
cradle	joy	0.247	ਪੰਘੂੜਾ
trance	joy	0.246	ਟ੍ਰਾਂਸ
intense	joy	0.242	ਤੀਬਰ
procession	joy	0.242	ਜਲੂਸ
church	joy	0.242	ਚਰਚ
pay	joy	0.242	ਭੁਗਤਾਨ ਕਰੋ
supremacy	joy	0.242	ਸਰਵਉੱਚਤਾ
preservative	joy	0.242	ਰੱਖਿਅਕ
grow	joy	0.242	ਵਧਣਾ
breakfast	joy	0.242	ਨਾਸ਼ਤਾ
consecration	joy	0.235	ਪਵਿੱਤਰਤਾ
salary	joy	0.234	ਤਨਖਾਹ
lifetime	joy	0.234	ਜੀਵਨ ਭਰ
incense	joy	0.234	ਧੂਪ
ordination	joy	0.234	ਤਾਲਮੇਲ
snowy	joy	0.234	ਬਰਫ਼ਬਾਰੀ
art	joy	0.234	ਕਲਾ
