English Word	Emotion	Emotion-Intensity-Score	Japanese Word
lights	joy	0.203	ライト
cove	joy	0.203	入り江
save	joy	0.200	保存
pastor	joy	0.197	牧師
atone	joy	0.197	償う
symmetry	joy	0.197	対称
trees	joy	0.197	木
oneday	joy	0.197	ある日
scripture	joy	0.196	聖書
mountains	joy	0.194	山
craziness	joy	0.188	狂気
tea	joy	0.188	お茶
walking	joy	0.188	ウォーキング
whiteness	joy	0.188	白さ
sympathetic	joy	0.188	同情的な
forefathers	joy	0.188	先祖
pathway	joy	0.188	小道
custom	joy	0.188	習慣
quiet	joy	0.188	静かな
liquor	joy	0.188	お酒
soppy	joy	0.188	ねっとり
patient	joy	0.186	忍耐強い
movingon	joy	0.182	ムービングオン
score	joy	0.182	スコア
dollhouse	joy	0.182	ドールハウス
bath	joy	0.182	浴
supporter	joy	0.180	サポーター
accompaniment	joy	0.179	伴奏
pursuit	joy	0.176	追跡
outburst	joy	0.176	爆発
frosty	joy	0.174	冷ややかな
luncheon	joy	0.172	ランチョン
service	joy	0.172	サービス
workout	joy	0.172	いい結果
closure	joy	0.172	閉鎖
wintery	joy	0.172	冬らしい
civilized	joy	0.169	文明化された
wages	joy	0.169	賃金
december	joy	0.167	12月
fain	joy	0.167	かすかな
glide	joy	0.162	滑る
acrobat	joy	0.162	アクロバット
finally	joy	0.157	最後に
chai	joy	0.156	チャイ
obtainable	joy	0.156	入手可能
elf	joy	0.156	妖精
peppermint	joy	0.156	ペパーミント
break	joy	0.156	壊す
reproductive	joy	0.156	生殖的な
stroll	joy	0.156	散歩
organization	joy	0.156	組織
bathtub	joy	0.156	バスタブ
advent	joy	0.152	出現
measured	joy	0.152	測定した
balm	joy	0.152	バーム
scifi	joy	0.152	SF
spaniel	joy	0.145	スパニエル
ditty	joy	0.141	ちっぽけな
oils	joy	0.141	オイル
tan	joy	0.141	日焼け
simple	joy	0.141	単純
bubble	joy	0.141	バブル
beer	joy	0.141	ビール
green	joy	0.137	緑
makingdisciples	joy	0.136	弟子を作る
buss	joy	0.136	バス
books	joy	0.136	本
chow	joy	0.135	チョウ
pitter	joy	0.134	ピッター
flows	joy	0.130	流れ
silence	joy	0.127	沈黙
bookstore	joy	0.125	書店
solitude	joy	0.125	孤独
roadster	joy	0.125	ロードスター
circumstances	joy	0.125	状況
wine	joy	0.125	ワイン
soak	joy	0.121	浸す
priesthood	joy	0.121	神権
japan	joy	0.121	日本
wilderness	joy	0.121	荒野
critical	joy	0.116	致命的
neutral	joy	0.114	中性
hunting	joy	0.109	狩猟
sand	joy	0.109	砂
opera	joy	0.109	オペラ
weight	joy	0.109	重さ
wind	joy	0.109	風
untie	joy	0.109	解く
labor	joy	0.106	労働
classical	joy	0.106	クラシカル
lake	joy	0.103	湖
affliction	joy	0.103	苦悩
organ	joy	0.094	器官
dwelling	joy	0.094	住居
tree	joy	0.090	木
pond	joy	0.089	池
marrow	joy	0.078	骨髄
latte	joy	0.078	ラテ
sipping	joy	0.076	すすっている
benign	joy	0.074	良性
majority	joy	0.073	多数
leaf	joy	0.065	葉
troubles	joy	0.062	トラブル
basketball	joy	0.062	バスケットボール
explosions	joy	0.061	爆発
cream	joy	0.061	クリーム
shepherd	joy	0.058	羊飼い
tuesday	joy	0.047	火曜日
turbulence	joy	0.045	乱気流
calf	joy	0.040	ふくらはぎ
hardship	joy	0.031	苦難
unhappiness	joy	0.016	不幸
sixty	joy	0.016	60
mourning	sadness	0.969	喪
heartbreaking	sadness	0.969	悲痛な
tragic	sadness	0.961	悲劇的な
holocaust	sadness	0.953	ホロコースト
suicidal	sadness	0.941	自殺的な
misery	sadness	0.938	悲惨
massacre	sadness	0.931	虐殺
euthanasia	sadness	0.927	安楽死
depression	sadness	0.925	うつ
grieving	sadness	0.922	悲しむ
bereavement	sadness	0.922	死別
fatal	sadness	0.922	致命的
bereaved	sadness	0.920	遺族
devastation	sadness	0.917	荒廃
death	sadness	0.915	死
devastated	sadness	0.912	荒廃した
suicide	sadness	0.912	自殺
catastrophe	sadness	0.911	大惨事
horrifying	sadness	0.907	恐ろしい
died	sadness	0.906	死亡しました
tragedy	sadness	0.906	悲劇
depressing	sadness	0.906	憂鬱な
anguish	sadness	0.902	苦悩
agony	sadness	0.900	苦痛
deadly	sadness	0.898	致命的な
weeping	sadness	0.896	嗚咽する
stillbirth	sadness	0.891	死産
deceased	sadness	0.891	故人
murderer	sadness	0.877	殺人者
cancer	sadness	0.875	癌
dying	sadness	0.875	死んでいる
rape	sadness	0.875	レイプ
devastating	sadness	0.875	壊滅的な
morbidity	sadness	0.864	罹患率
sadness	sadness	0.864	悲しみ
execution	sadness	0.859	実行
traumatic	sadness	0.859	外傷性
perish	sadness	0.859	滅びる
grief	sadness	0.859	悲しみ
abandonment	sadness	0.859	放棄
atrocity	sadness	0.859	残虐行為
crucifixion	sadness	0.859	はりつけ
depressed	sadness	0.859	うつ病
cadaver	sadness	0.853	死体
treachery	sadness	0.848	裏切り
betrayed	sadness	0.848	裏切られた
grieve	sadness	0.844	悲しむ
suffering	sadness	0.844	苦しむ
funeral	sadness	0.844	葬儀
destroyed	sadness	0.844	破壊されました
homicide	sadness	0.844	殺人
hopelessness	sadness	0.844	絶望
slaughtering	sadness	0.844	屠殺
persecution	sadness	0.844	迫害
murderous	sadness	0.844	殺人的な
sorrow	sadness	0.844	悲しみ
miserable	sadness	0.844	惨め
sad	sadness	0.844	悲しい
horrific	sadness	0.844	恐ろしい
unhappiness	sadness	0.839	不幸
bloodshed	sadness	0.836	流血
crippled	sadness	0.836	不自由な
carnage	sadness	0.833	大虐殺
pained	sadness	0.833	痛んだ
manslaughter	sadness	0.833	過失致死
unbearable	sadness	0.830	耐えられない
stillborn	sadness	0.830	死産
morbid	sadness	0.828	病的な
annihilation	sadness	0.828	消滅
helplessness	sadness	0.828	無力
mourn	sadness	0.828	嘆く
murder	sadness	0.828	殺人
slavery	sadness	0.828	奴隷制
abandoned	sadness	0.828	放棄された
horrors	sadness	0.828	恐怖
mutilation	sadness	0.828	切断
annihilated	sadness	0.828	全滅した
casualty	sadness	0.828	死傷者
enslaved	sadness	0.828	奴隷にされた
sickness	sadness	0.828	病気
torment	sadness	0.828	苦しめる
miscarriage	sadness	0.824	流産
starvation	sadness	0.819	飢餓
mournful	sadness	0.812	悲しげな
sadly	sadness	0.812	悲しいことに
famine	sadness	0.812	飢饉
burial	sadness	0.812	埋葬
distraught	sadness	0.812	取り乱した
failure	sadness	0.812	失敗
killing	sadness	0.812	殺す
despair	sadness	0.812	絶望
cruelty	sadness	0.812	残酷さ
saddens	sadness	0.812	悲しむ
oppression	sadness	0.812	抑圧
heartache	sadness	0.812	心痛
terrorism	sadness	0.812	テロ
disgrace	sadness	0.812	不名誉
childloss	sadness	0.812	チャイルドロス
bloody	sadness	0.806	流血
perishing	sadness	0.804	滅びる
inhumanity	sadness	0.804	非人道的
malignancy	sadness	0.803	悪性
mortification	sadness	0.802	苦行
slave	sadness	0.797	スレーブ
lifeless	sadness	0.797	生気のない
sarcoma	sadness	0.797	肉腫
dreadfully	sadness	0.797	ひどく
assassination	sadness	0.797	暗殺
perished	sadness	0.797	死んだ
kill	sadness	0.797	殺す
devastate	sadness	0.797	荒廃させる
dreadful	sadness	0.797	恐ろしい
mortuary	sadness	0.797	遺体安置所
leukemia	sadness	0.797	白血病
lethal	sadness	0.797	致死
desolation	sadness	0.797	荒廃
gallows	sadness	0.797	絞首台
brokenheart	sadness	0.792	失恋
banishment	sadness	0.790	追放
afflict	sadness	0.789	苦しめる
disheartened	sadness	0.788	がっかりした
bury	sadness	0.781	埋め込む
terrorize	sadness	0.781	恐怖に陥れる
crying	sadness	0.781	泣く
demoralized	sadness	0.781	意気消沈
tumour	sadness	0.781	腫瘍
heartbreak	sadness	0.781	失恋
desecration	sadness	0.781	冒涜
die	sadness	0.773	死ぬ
lynch	sadness	0.773	リンチ
sufferer	sadness	0.770	被害者
fatality	sadness	0.766	死亡率
diseased	sadness	0.766	病気の
doomed	sadness	0.766	運命づけられた
fearful	sadness	0.766	恐ろしい
destitute	sadness	0.766	貧しい
abortion	sadness	0.766	中絶
condolence	sadness	0.766	お悔やみ
torture	sadness	0.766	拷問
dismemberment	sadness	0.766	切断
slayer	sadness	0.766	スレイヤー
loneliness	sadness	0.766	孤独
cemetery	sadness	0.766	お墓
moribund	sadness	0.758	瀕死
painfully	sadness	0.758	痛々しく
disaster	sadness	0.758	災害
depress	sadness	0.755	押し下げる
condemnation	sadness	0.754	非難
obliteration	sadness	0.750	抹消
damnation	sadness	0.750	天罰
sorrowful	sadness	0.750	悲しい
desperation	sadness	0.750	絶望
cry	sadness	0.750	泣く
terrorist	sadness	0.750	テロリスト
painful	sadness	0.750	痛い
abduction	sadness	0.750	拉致
incest	sadness	0.750	近親相姦
corpse	sadness	0.750	死体
deplorable	sadness	0.750	嘆かわしい
pandemic	sadness	0.750	パンデミック
sickening	sadness	0.750	気分が悪くなる
hemorrhage	sadness	0.750	出血
guilt	sadness	0.750	罪悪感
depressive	sadness	0.750	憂鬱な
doomsday	sadness	0.750	終末
defeated	sadness	0.750	敗北した
victimized	sadness	0.750	犠牲になった
regretful	sadness	0.750	悔しい
unhappy	sadness	0.750	不幸
unfairness	sadness	0.745	不公平
molestation	sadness	0.744	痴漢
abysmal	sadness	0.742	ひどい
exile	sadness	0.742	亡命
hellish	sadness	0.738	地獄のような
exterminate	sadness	0.736	根絶する
destroying	sadness	0.734	破壊
miserably	sadness	0.734	惨めに
disastrous	sadness	0.734	悲惨な
battered	sadness	0.734	ボロボロの
morgue	sadness	0.734	遺体安置所
assassin	sadness	0.734	暗殺者
horrid	sadness	0.734	恐ろしい
disgraced	sadness	0.734	不名誉な
homeless	sadness	0.734	ホームレス
earthquake	sadness	0.734	地震
orphan	sadness	0.734	孤児
slaughter	sadness	0.734	虐殺
warfare	sadness	0.734	戦争
betrayal	sadness	0.734	裏切り
lonesome	sadness	0.734	寂しい
listless	sadness	0.729	無気力
unfortunately	sadness	0.727	不幸にも
emptiness	sadness	0.727	空虚
grave	sadness	0.727	墓
alienated	sadness	0.727	疎外された
fraught	sadness	0.722	困った
violently	sadness	0.719	激しく
woe	sadness	0.719	悲惨
heartless	sadness	0.719	無情な
malicious	sadness	0.719	悪意のある
missing	sadness	0.719	ない
paralysis	sadness	0.719	麻痺
horror	sadness	0.719	ホラー
ashamed	sadness	0.719	恥ずかしかった
forsaken	sadness	0.719	見捨てられた
emaciated	sadness	0.719	やせ衰えた
atrophy	sadness	0.719	萎縮
danger	sadness	0.719	危険
pain	sadness	0.719	痛み
cripple	sadness	0.719	不自由
cried	sadness	0.719	泣いた
disheartening	sadness	0.719	がっかり
leprosy	sadness	0.719	ハンセン病
demise	sadness	0.717	終焉
disgruntled	sadness	0.712	不機嫌な
rejected	sadness	0.712	拒否されました
sickly	sadness	0.712	病弱
violence	sadness	0.712	暴力
torn	sadness	0.710	引き裂かれた
calamity	sadness	0.709	災害
grim	sadness	0.708	厳しい
grievous	sadness	0.704	悲惨な
deformed	sadness	0.703	変形した
deformity	sadness	0.703	変形
punishing	sadness	0.703	罰する
hearse	sadness	0.703	霊柩車
meltdown	sadness	0.703	メルトダウン
incurable	sadness	0.703	不治の病
extinct	sadness	0.703	絶滅
victim	sadness	0.703	被害者
suffocating	sadness	0.703	息苦しい
tearful	sadness	0.703	涙ぐむ
obit	sadness	0.703	オビット
oppressor	sadness	0.703	抑圧者
slaughterhouse	sadness	0.703	食肉処理場
abandon	sadness	0.703	放棄する
crushed	sadness	0.703	破砕されました
isolation	sadness	0.703	隔離
decomposition	sadness	0.703	分解
inhuman	sadness	0.703	非人道的な
disfigured	sadness	0.703	変形した
buried	sadness	0.703	埋められた
strangle	sadness	0.703	絞め殺す
isolate	sadness	0.703	隔離する
humiliate	sadness	0.703	屈辱を与える
carcinoma	sadness	0.703	癌腫
hell	sadness	0.700	地獄
lifesucks	sadness	0.700	吸う
ruinous	sadness	0.698	破滅的な
banish	sadness	0.697	追放する
widow	sadness	0.697	未亡人
accursed	sadness	0.697	呪われた
ruined	sadness	0.697	台無しにされた
vanished	sadness	0.695	消えた
displaced	sadness	0.691	移動した
poverty	sadness	0.690	貧困
hopeless	sadness	0.688	絶望的
regretting	sadness	0.688	後悔
widower	sadness	0.688	男やもめ
stab	sadness	0.688	刺す
deserted	sadness	0.688	さびれた
insanity	sadness	0.688	狂気
teary	sadness	0.688	涙ぐむ
hurt	sadness	0.688	傷つく
terminal	sadness	0.688	ターミナル
shooting	sadness	0.688	撮影
banished	sadness	0.688	追放された
hospice	sadness	0.688	ホスピス
depraved	sadness	0.688	堕落した
nohope	sadness	0.688	絶望
sob	sadness	0.688	すすり泣く
imprisoned	sadness	0.688	投獄された
travesty	sadness	0.688	茶番
loss	sadness	0.688	損失
hurtful	sadness	0.688	人を傷つける
dementia	sadness	0.688	認知症
pathetic	sadness	0.688	哀れな
neglected	sadness	0.688	無視された
epidemic	sadness	0.688	伝染病
illness	sadness	0.688	病気
foreveralone	sadness	0.688	いつまでも一人ぼっち
infidelity	sadness	0.688	不貞
dismissal	sadness	0.686	解任
alienation	sadness	0.685	疎外
hardship	sadness	0.685	苦難
choke	sadness	0.682	むせさせる
kidnap	sadness	0.682	誘拐
bleeding	sadness	0.673	出血
punished	sadness	0.672	罰せられた
malevolent	sadness	0.672	悪意のある
gory	sadness	0.672	血みどろ
wail	sadness	0.672	泣き叫ぶ
despairing	sadness	0.672	絶望的な
coffin	sadness	0.672	棺
disparage	sadness	0.672	軽蔑する
missingyou	sadness	0.672	あなたが恋しい
obituary	sadness	0.672	訃報
deprivation	sadness	0.672	剥奪
abortive	sadness	0.672	流産
evil	sadness	0.672	悪の
wretch	sadness	0.672	惨めな
imprisonment	sadness	0.672	投獄
outcast	sadness	0.672	のけ者
belittle	sadness	0.672	見くびる
poison	sadness	0.672	毒
frightful	sadness	0.672	恐ろしい
decomposed	sadness	0.672	分解した
wretched	sadness	0.672	惨めな
feelingdown	sadness	0.672	気分が落ち込む
disabled	sadness	0.672	無効
woefully	sadness	0.672	ひどく
barren	sadness	0.670	不毛
executioner	sadness	0.667	死刑執行人
poisoned	sadness	0.667	毒された
disease	sadness	0.665	疾患
oppress	sadness	0.664	抑圧する
disembodied	sadness	0.660	肉体のない
steal	sadness	0.656	窃盗
jail	sadness	0.656	刑務所
dreary	sadness	0.656	退屈な
shitty	sadness	0.656	くだらない
ailing	sadness	0.656	病んでいる
polio	sadness	0.656	ポリオ
blighted	sadness	0.656	荒廃した
hate	sadness	0.656	嫌い
demonic	sadness	0.656	悪魔的な
weep	sadness	0.656	泣く
lamenting	sadness	0.656	嘆き
ruin	sadness	0.656	破滅
bleak	sadness	0.656	暗い
tear	sadness	0.656	破れ目
peril	sadness	0.656	危険
casket	sadness	0.656	棺
mangle	sadness	0.656	マングル
lonely	sadness	0.656	さみしい
carcass	sadness	0.653	枝肉
cowardice	sadness	0.652	臆病
regretted	sadness	0.652	後悔した
beating	sadness	0.652	殴る
disability	sadness	0.648	障害
affliction	sadness	0.645	苦悩
infertility	sadness	0.641	不妊
emergency	sadness	0.641	緊急
stricken	sadness	0.641	被災した
powerless	sadness	0.641	無力
inequality	sadness	0.641	不平等
poisonous	sadness	0.641	有毒
shroud	sadness	0.641	シュラウド
exorcism	sadness	0.641	悪魔祓い
woeful	sadness	0.641	悲惨な
worry	sadness	0.641	心配
perilous	sadness	0.641	危険な
drown	sadness	0.641	溺れる
failing	sadness	0.641	失敗する
scourge	sadness	0.641	惨劇
hatred	sadness	0.641	憎しみ
terribly	sadness	0.641	ひどく
awful	sadness	0.641	最悪
termination	sadness	0.641	終了
sinful	sadness	0.641	罪深い
incarceration	sadness	0.641	投獄
psychosis	sadness	0.638	精神病
lament	sadness	0.636	嘆く
demolish	sadness	0.636	取り壊す
dismay	sadness	0.636	落胆
disappointed	sadness	0.636	残念だった
burdensome	sadness	0.634	面倒な
mausoleum	sadness	0.630	霊廟
shattered	sadness	0.630	粉々になった
dishonor	sadness	0.625	不名誉
forlorn	sadness	0.625	寂しい
posthumous	sadness	0.625	死後の
disappointing	sadness	0.625	残念な
lost	sadness	0.625	失った
hurting	sadness	0.625	傷つける
oppressive	sadness	0.625	抑圧的な
regret	sadness	0.625	後悔
terminate	sadness	0.625	終了する
duress	sadness	0.625	強要
wound	sadness	0.625	傷
palsy	sadness	0.625	麻痺
cursed	sadness	0.625	呪われた
schizophrenia	sadness	0.625	統合失調症
insurmountable	sadness	0.625	乗り越えられない
deteriorate	sadness	0.625	劣化する
abuse	sadness	0.625	乱用
undesired	sadness	0.625	望ましくない
tyrant	sadness	0.625	暴君
gloom	sadness	0.625	暗がり
bitterly	sadness	0.625	激しく
impotence	sadness	0.625	インポテンス
wrecked	sadness	0.625	難破した
demolished	sadness	0.625	取り壊された
soulless	sadness	0.623	ソウルレス
divorce	sadness	0.623	離婚
cremation	sadness	0.621	火葬
worried	sadness	0.621	心配した
bomb	sadness	0.621	爆弾
plight	sadness	0.621	苦境
forsake	sadness	0.621	見捨てる
melancholy	sadness	0.621	憂鬱
unforgiving	sadness	0.612	容赦ない
sepsis	sadness	0.611	敗血症
guilty	sadness	0.609	有罪
debacle	sadness	0.609	大失敗
ugliness	sadness	0.609	醜さ
degrading	sadness	0.609	劣化している
cruel	sadness	0.609	残酷
faithless	sadness	0.609	不誠実
worthless	sadness	0.609	価値のない
shatter	sadness	0.609	粉々になる
excluded	sadness	0.609	除外
injure	sadness	0.609	傷つける
breakup	sadness	0.609	別れる
disparaging	sadness	0.609	軽蔑する
injured	sadness	0.609	怪我した
shameful	sadness	0.609	恥ずかしい
gore	sadness	0.609	ゴア
derogatory	sadness	0.609	軽蔑的な
disappoint	sadness	0.609	がっかりする
irreparable	sadness	0.609	取り返しのつかない
bankrupt	sadness	0.609	破産
fearfully	sadness	0.609	恐る恐る
alcoholism	sadness	0.609	アルコール依存症
shackle	sadness	0.609	シャックル
languishing	sadness	0.609	苦しむ
sinner	sadness	0.609	罪人
dilapidated	sadness	0.609	荒廃した
dire	sadness	0.609	悲惨な
sacrifices	sadness	0.609	犠牲
crushing	sadness	0.609	破砕
subjugation	sadness	0.609	征服
overwhelmed	sadness	0.609	圧倒する
curse	sadness	0.608	呪い
anthrax	sadness	0.600	炭疽菌
alone	sadness	0.600	1人
robbery	sadness	0.600	強盗
angst	sadness	0.598	不安
bawl	sadness	0.594	大声で叫ぶ
deportation	sadness	0.594	国外追放
broken	sadness	0.594	壊れた
obliterate	sadness	0.594	消し去る
petloss	sadness	0.594	ペットロス
condolences	sadness	0.594	お悔やみ
downfall	sadness	0.594	没落
prison	sadness	0.594	刑務所
chaos	sadness	0.594	混沌
abyss	sadness	0.594	深淵
disappointment	sadness	0.594	失望
helpless	sadness	0.594	無力
somber	sadness	0.594	くすんだ
crumbling	sadness	0.594	崩壊している
violation	sadness	0.594	違反
poaching	sadness	0.594	密猟
nothingness	sadness	0.594	虚無
eviction	sadness	0.594	立ち退き
losing	sadness	0.594	負け
shame	sadness	0.594	恥
vendetta	sadness	0.594	復讐
crypt	sadness	0.594	クリプト
contaminated	sadness	0.594	汚染された
martyrdom	sadness	0.594	殉教
irreconcilable	sadness	0.594	相容れない
ill	sadness	0.594	病気
deprived	sadness	0.594	奪われた
distress	sadness	0.594	苦痛
offender	sadness	0.594	違反者
betray	sadness	0.594	裏切る
