English Word	Emotion	Emotion-Intensity-Score	Haitian-Creole Word
encouraged	joy	0.656	ankouraje
captivate	joy	0.656	kaptive
christmaseve	joy	0.656	Nwèl la
glow	joy	0.656	ekla
romanticism	joy	0.656	romantik
innerpeace	joy	0.656	lapè enteryè
pleasant	joy	0.656	bèl
praises	joy	0.652	lwanj
abundance	joy	0.652	abondans
fortunes	joy	0.652	fòtin
engaged	joy	0.652	angaje
praised	joy	0.652	fè lwanj
relaxing	joy	0.652	ap detann
treasure	joy	0.652	trezò
satisfaction	joy	0.652	satisfaksyon
nothingbetter	joy	0.647	anyen pi bon
affection	joy	0.647	afeksyon
relieved	joy	0.647	soulaje
complement	joy	0.647	konpleman
carnival	joy	0.643	kanaval
priceless	joy	0.641	inestimable
uplifting	joy	0.641	relèvman
sensuality	joy	0.641	sensualite
saintly	joy	0.641	sen
champion	joy	0.641	chanpyon
thanksgiving	joy	0.641	di Bondye mèsi
harmoniously	joy	0.641	annamoni
wedding	joy	0.641	maryaj
achieve	joy	0.641	reyalize
divine	joy	0.641	divin
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	Lin de myèl
exalt	joy	0.636	egzalte
twinkle	joy	0.636	twinkle
comforting	joy	0.636	rekonfòte
felicity	joy	0.636	kontantman
peaceful	joy	0.636	lapè
climax	joy	0.636	pi gwo pwen
winner	joy	0.636	gayan
reverie	joy	0.636	reveri
yayy	joy	0.636	yayy
cuddle	joy	0.636	karese
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	gade zetwal
festival	joy	0.625	festival
sweet	joy	0.625	dous
generosity	joy	0.625	jenerozite
brighter	joy	0.625	pi klere
praisegod	joy	0.625	lwanj Bondye
gorgeous	joy	0.625	supèrb
hearts	joy	0.625	kè
amusing	joy	0.625	amizan
fondness	joy	0.625	lanmou
snuggling	joy	0.625	snuggling
reward	joy	0.625	rekonpans
sex	joy	0.622	sèks
kind	joy	0.621	jantiyès
genial	joy	0.621	jeniyal
parade	joy	0.621	parad
applause	joy	0.621	aplodisman
beauty	joy	0.621	bote
fulfilling	joy	0.618	ranpli
aspiring	joy	0.618	aspiran
newlife	joy	0.618	nouvo lavi
godbless	joy	0.616	Bondye beni
virtuous	joy	0.613	vètye
kiss	joy	0.610	bo
christmas	joy	0.609	nwèl
rainbows	joy	0.609	lakansyèl
elegance	joy	0.609	distenksyon
generous	joy	0.609	jenere
super	joy	0.609	super
playful	joy	0.609	jwe
enlightenment	joy	0.609	lumières
praiseworthy	joy	0.609	louanj
awards	joy	0.609	prim
adorable	joy	0.609	adorabl
rekindle	joy	0.609	reviv
winnings	joy	0.609	genyen
independence	joy	0.607	endepandans
amour	joy	0.607	amour
kindness	joy	0.606	jantiyès
surprises	joy	0.606	sipriz
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilarite
wonder	joy	0.606	sezi
freely	joy	0.606	lib
successful	joy	0.606	siksè
inspired	joy	0.606	enspire
onelove	joy	0.606	yon sèl Lanmou
whimsical	joy	0.603	kaprisyeuz
entertainment	joy	0.603	amizman
passion	joy	0.603	pasyon
stressfree	joy	0.601	san estrès
beautify	joy	0.601	anbeli
sunrise	joy	0.600	solèy leve
godisgood	joy	0.597	bondye bon
goodmusic	joy	0.594	bon mizik
revere	joy	0.594	revere
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfare
inspire	joy	0.594	enspire
angel	joy	0.594	anj
thankgod	joy	0.594	mèsi Bondye
goodies	joy	0.594	kado
jesus	joy	0.594	Jezi
accomplishment	joy	0.594	akonplisman
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	pasifikman
flirt	joy	0.594	flirt
friendship	joy	0.591	amitye
singing	joy	0.591	chante
heroic	joy	0.591	ewoyik
exalted	joy	0.591	egzalte
fortune	joy	0.591	fòtin
highest	joy	0.591	pi wo
summer	joy	0.591	ete
contented	joy	0.588	kontante
rollicking	joy	0.588	woule
overflowing	joy	0.588	debòde
woot	joy	0.588	wot
accolade	joy	0.586	felisitasyon
hope	joy	0.586	espwa
cozy	joy	0.583	brikabrak
delicious	joy	0.579	bon gou
raving	joy	0.578	divagasyon
thelife	joy	0.578	lavi
darling	joy	0.578	cheri
sensuous	joy	0.578	sansyèl
picturesque	joy	0.578	pitorèsk
friendly	joy	0.578	zanmitay
everlasting	joy	0.578	etènèl
praise	joy	0.578	lwanj
ambition	joy	0.578	Anbisyon
sparkle	joy	0.577	klere
sensual	joy	0.576	sansyèl
peace	joy	0.576	lapè
flattering	joy	0.576	flater
grace	joy	0.576	lagras
luckygirl	joy	0.576	luckygirl
heroism	joy	0.576	ewoyis
succeeding	joy	0.576	reyisi
yeahhh	joy	0.576	yeahhh
special	joy	0.574	espesyal
livelife	joy	0.574	viv lavi
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	ponpe
yey	joy	0.562	wi
surprise	joy	0.562	sipriz
sunny	joy	0.562	solèy
prevail	joy	0.562	domine
revels	joy	0.562	revel
humorous	joy	0.562	komik
sweets	joy	0.562	bagay dous
liking	joy	0.562	senpati
admirable	joy	0.562	admirab
superstar	joy	0.562	sipèsta
relax	joy	0.562	detann
prosper	joy	0.562	pwospere
hero	joy	0.562	ewo
hugs	joy	0.562	akolad
worthwhile	joy	0.562	entérésan
newyear	joy	0.561	Nouvel ane
tenderness	joy	0.561	tandrès
bless	joy	0.561	beni
favorable	joy	0.561	favorab
freedom	joy	0.561	libète
masterpiece	joy	0.561	chèf
dreams	joy	0.559	rèv
hopeful	joy	0.559	espwa
home	joy	0.559	lakay ou
cruising	joy	0.556	kwazyè
gracias	joy	0.554	mèsi
faithfulness	joy	0.553	fidelite
eagerness	joy	0.552	anvi
closeness	joy	0.552	pwoksimite
sunshine	joy	0.551	solèy
comfy	joy	0.551	konfòtab
vacation	joy	0.547	vakans
celestial	joy	0.547	selès
good	joy	0.547	bon
elite	joy	0.547	elit
illuminate	joy	0.547	eklere
confidence	joy	0.547	konfyans
mistletoe	joy	0.547	gi
daughter	joy	0.547	pitit fi
lifted	joy	0.547	leve
goodmorning	joy	0.547	Bonjou
zeal	joy	0.547	zèl
gifts	joy	0.547	kado
gift	joy	0.547	kado
astonishment	joy	0.547	sezi
heart	joy	0.547	kè
completion	joy	0.547	fini
bonus	joy	0.547	bonis
charmed	joy	0.546	chame
dance	joy	0.545	danse
sublime	joy	0.545	sublime
recreation	joy	0.545	rekreyasyon
encouragement	joy	0.545	ankourajman
god	joy	0.545	Bondye
gush	joy	0.545	jarèt
freshstart	joy	0.544	nouvo kòmansman
free	joy	0.544	gratis
savior	joy	0.543	sovè
sanctuary	joy	0.541	sanctuaire
grandchildren	joy	0.540	pitit pitit
wellness	joy	0.537	byennèt
revel	joy	0.534	revel
music	joy	0.531	Mizik
fab	joy	0.531	fab
bridal	joy	0.531	maryaj
soar	joy	0.531	monte
alive	joy	0.531	vivan
money	joy	0.531	lajan
soothing	joy	0.531	kalme
serene	joy	0.531	trankilite
holiness	joy	0.531	sentete
inspirational	joy	0.531	enspirasyon
matrimony	joy	0.531	maryaj
dayoff	joy	0.531	konje
savor	joy	0.531	gou
vitality	joy	0.531	vitalite
confident	joy	0.531	konfyans
firstborn	joy	0.531	premye pitit
rainbow	joy	0.531	lakansyèl
liberation	joy	0.531	liberasyon
elegant	joy	0.530	elegant
mastery	joy	0.530	metriz
glimmer	joy	0.530	eklere
illumination	joy	0.530	ekleraj
blossom	joy	0.530	fleri
warmth	joy	0.530	chalè
welcomed	joy	0.530	akeyi
treat	joy	0.529	trete
faithful	joy	0.529	fidèl
snuggles	joy	0.522	snuggles
laurels	joy	0.521	lorye
commendable	joy	0.519	louabl
succeed	joy	0.516	reyisi
jingle	joy	0.516	jingle
zest	joy	0.516	zès
noschool	joy	0.516	pa gen lekòl
brotherly	joy	0.516	fratènèl
silly	joy	0.516	enbesil
abundant	joy	0.516	abondan
fancy	joy	0.516	anpenpan
resplendent	joy	0.516	klere
strengthening	joy	0.516	ranfòse
presents	joy	0.516	prezante
pride	joy	0.516	fyète
almighty	joy	0.516	ki gen tout pouvwa
powerful	joy	0.516	pwisan
aspire	joy	0.516	aspire
remarkable	joy	0.516	remakab
greeted	joy	0.516	salye
thanking	joy	0.515	remèsye
cutie	joy	0.515	kuti
kudos	joy	0.515	bravo
therapeutic	joy	0.515	terapetik
zen	joy	0.515	zen
coronation	joy	0.515	kouwònasyon
complete	joy	0.515	konplè
shining	joy	0.515	klere
spirit	joy	0.515	lespri
princely	joy	0.515	chèf
vivid	joy	0.515	vivan
comfort	joy	0.515	konfò
leisure	joy	0.515	lwazi
reunited	joy	0.515	reyini
kid	joy	0.515	timoun
newme	joy	0.515	newme
payday	joy	0.515	jou peman
animated	joy	0.515	anime
familytime	joy	0.515	tan fanmi
relationship	joy	0.514	relasyon
godly	joy	0.514	Bondye
marriage	joy	0.514	maryaj
daymade	joy	0.514	lajounen
spouse	joy	0.507	mari oswa madanm
intimately	joy	0.507	intimman
respect	joy	0.500	respè
bloom	joy	0.500	fleri
purr	joy	0.500	ronron
carefree	joy	0.500	san kont
nature	joy	0.500	lanati
encourage	joy	0.500	ankouraje
soulful	joy	0.500	nanm
refreshed	joy	0.500	rafrechi
family	joy	0.500	fanmi
gem	joy	0.500	gem
meritorious	joy	0.500	merite
achieved	joy	0.500	reyalize
motherhood	joy	0.500	matènite
holyspirit	joy	0.500	lespri sen
surreal	joy	0.500	sureèl
charitable	joy	0.500	charitab
teamjesus	joy	0.500	ekipjesus
stressrelief	joy	0.500	soulajman estrès
erotic	joy	0.500	erotik
inviting	joy	0.500	envite
baby	joy	0.500	ti bebe
dignity	joy	0.500	diyite
satisfied	joy	0.500	satisfè
visionary	joy	0.500	vizyonè
memorable	joy	0.500	memorab
veracity	joy	0.500	verasite
healthy	joy	0.500	an sante
welcoming	joy	0.500	akeyan
diamond	joy	0.500	dyaman
christ	joy	0.500	Kris la
beach	joy	0.500	plaj
accomplish	joy	0.500	akonpli
friends	joy	0.500	zanmi
excel	joy	0.500	briye
health	joy	0.493	sante
aura	joy	0.493	aura
yehey	joy	0.486	wi
approved	joy	0.486	apwouve
oasis	joy	0.486	oasis
liberty	joy	0.486	libète
crowning	joy	0.485	kouwone
aspiration	joy	0.485	aspirasyon
privileged	joy	0.485	privilejye
crescendo	joy	0.485	crescendo
rapture	joy	0.485	chache fidèl
liberate	joy	0.485	libere
nocomplaints	joy	0.485	nocomplaints
prestige	joy	0.485	prestige
bounty	joy	0.485	bounty
gentle	joy	0.485	dou
inseparable	joy	0.485	inséparabl
engaging	joy	0.485	angaje
loyal	joy	0.485	rete fidèl
betrothed	joy	0.485	fiyanse
transcendence	joy	0.484	transandans
selfworth	joy	0.484	pwòp tèt ou
yummy	joy	0.484	Apetisan
datenight	joy	0.484	dat swa
destiny	joy	0.484	desten
heyday	joy	0.484	gran jou de glwa
aloha	joy	0.484	aloha
desire	joy	0.484	dezi
dream	joy	0.484	rèv
luck	joy	0.484	chans
fete	joy	0.484	fete
trophy	joy	0.484	twofe
bouquet	joy	0.484	bouquet
chocolate	joy	0.484	chokola
creativity	joy	0.484	kreyativite
boyfriend	joy	0.480	mennaj
commemoration	joy	0.479	komemorasyon
intelligence	joy	0.477	entèlijans
readiness	joy	0.473	preparasyon
friend	joy	0.471	zanmi
bride	joy	0.471	lamarye
enthusiast	joy	0.471	antouzyast
lush	joy	0.470	Fertile
inheritance	joy	0.470	eritaj
soothe	joy	0.470	kalme
tickle	joy	0.470	chatouye
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	nostalji
massage	joy	0.470	masaj
calming	joy	0.470	kalme
adventure	joy	0.470	avanti
pretty	joy	0.469	bèl
purring	joy	0.469	ronron
eternal	joy	0.469	etènèl
humanitarian	joy	0.469	imanitè
nurture	joy	0.469	nouri
giving	joy	0.469	bay
rest	joy	0.469	repoze
getaway	joy	0.469	escaped
goals	joy	0.469	objektif
pray	joy	0.469	lapriyè
bridegroom	joy	0.469	marye
heartily	joy	0.469	ak kè kontan
luster	joy	0.469	ekla
bonding	joy	0.469	lyezon
princess	joy	0.469	Princess
amicable	joy	0.469	amikal
benevolence	joy	0.469	byenveyans
child	joy	0.466	pitit
salutary	joy	0.465	salye
invite	joy	0.457	envite
beam	joy	0.456	gwo bout bwa
reminiscing	joy	0.456	sonje
befriend	joy	0.455	fè zanmi
aesthetics	joy	0.455	estetik
friday	joy	0.455	vandredi
freshair	joy	0.455	lè frè
ceremony	joy	0.455	seremoni
kindred	joy	0.455	fanmi
mindfulness	joy	0.455	atensyon
sonice	joy	0.455	trè bèl
elevation	joy	0.455	elevasyon
tropical	joy	0.455	twopikal
scholarship	joy	0.455	bousdetid
hee	joy	0.455	hee
noworries	joy	0.453	nowories
allure	joy	0.453	atiran
approve	joy	0.453	apwouve
scenery	joy	0.453	peyizaj
waterfall	joy	0.453	kaskad dlo
vindication	joy	0.453	revandikasyon
namaste	joy	0.453	namaste
commemorate	joy	0.453	komemore
faith	joy	0.453	lafwa
birth	joy	0.453	nesans
forgiveness	joy	0.453	padon
journey	joy	0.447	vwayaj
meditation	joy	0.446	meditasyon
relaxed	joy	0.442	rilaks
present	joy	0.441	prezan
weekend	joy	0.441	wikenn
tender	joy	0.441	sansib
tranquil	joy	0.441	trankil
lyrical	joy	0.439	lirik
sharing	joy	0.439	pataje
esteem	joy	0.439	estim
nostalgic	joy	0.439	nostaljik
prayer	joy	0.439	lapriyè
righteousness	joy	0.439	lajistis
husband	joy	0.438	mari
relief	joy	0.438	soulajman
strength	joy	0.438	fòs
mighty	joy	0.438	vanyan sòlda
unbeaten	joy	0.438	envenku
eager	joy	0.438	anvi
share	joy	0.438	pataje
newday	joy	0.438	nouvo jou
sonnet	joy	0.438	sonèt
meditate	joy	0.438	medite
life	joy	0.438	lavi
winterbreak	joy	0.429	sezon fredi
warm	joy	0.429	cho
movingforward	joy	0.429	Avanse
buddy	joy	0.427	zanmi
oneness	joy	0.426	inite
unconstrained	joy	0.424	san kontrent
amen	joy	0.424	amèn
reverence	joy	0.424	reverans
healthful	joy	0.424	an sante
thelittlethings	joy	0.424	ti bagay yo
medal	joy	0.424	meday
unsurpassed	joy	0.424	san parèy
candlelight	joy	0.424	chandèl
carols	joy	0.424	chante
ejaculation	joy	0.424	ejakulasyon
beginnings	joy	0.422	kòmansman
sledding	joy	0.422	trennen
graduation	joy	0.422	gradyasyon
frisky	joy	0.422	friyan
lml	joy	0.422	lml
ease	joy	0.422	fasilite
symphony	joy	0.422	senfoni
wealth	joy	0.422	richès
helpful	joy	0.422	itil
musical	joy	0.422	mizikal
glitter	joy	0.422	briye
calmness	joy	0.422	kalm
energy	joy	0.422	enèji
safe	joy	0.422	san danje
nostress	joy	0.421	nou yo
soundness	joy	0.421	sonite
promise	joy	0.415	pwomès
reunite	joy	0.414	reyini
mother	joy	0.412	manman
salvation	joy	0.412	delivrans
poems	joy	0.412	powèm
clown	joy	0.409	kloun
lavender	joy	0.409	lavand
immaculate	joy	0.409	imakile
purify	joy	0.409	pirifye
inauguration	joy	0.409	inogirasyon
aromatherapy	joy	0.409	aromaterapi
lighten	joy	0.409	aleje
travel	joy	0.409	vwayaje
cash	joy	0.406	lajan kach
companion	joy	0.406	konpayon
live	joy	0.406	viv
opportune	joy	0.406	apwopriye
completing	joy	0.406	ranpli
charity	joy	0.406	charite
heal	joy	0.406	geri
star	joy	0.406	zetwal
wishing	joy	0.406	vle
flowers	joy	0.406	flè
income	joy	0.403	revni
soul	joy	0.401	nanm
munchies	joy	0.400	munchies
emancipation	joy	0.397	emansipasyon
indescribable	joy	0.397	endèskriptibl
progress	joy	0.397	pwogrè
equality	joy	0.394	egalite
childhood	joy	0.394	anfans
together	joy	0.394	ansanm
rhythmical	joy	0.394	ritmik
fullness	joy	0.394	plenite
calm	joy	0.394	kalm
hammock	joy	0.394	Hammock
picnic	joy	0.394	piknik
movies	joy	0.393	sinema
zealous	joy	0.393	zele
playground	joy	0.391	lakou rekreyasyon
affluence	joy	0.391	richès
warms	joy	0.391	chofe
choir	joy	0.391	koral
littlethings	joy	0.391	ti bagay
auspicious	joy	0.391	favorab
meaningful	joy	0.391	sans
adventures	joy	0.391	avantur
goofy	joy	0.391	so
starry	joy	0.391	zetwal
humanity	joy	0.391	imanite
gesture	joy	0.387	jès
witty	joy	0.382	enjenyeu
vow	joy	0.382	ve
shopping	joy	0.382	fè makèt
vibes	joy	0.379	vib
worship	joy	0.379	adore
jump	joy	0.379	sote
communion	joy	0.379	kominyon
reverend	joy	0.377	reveran
rising	joy	0.375	k ap monte
advance	joy	0.375	avanse
beaches	joy	0.375	plaj
sonorous	joy	0.375	sonore
courtship	joy	0.375	koutwazi
experience	joy	0.375	eksperyans
reunion	joy	0.375	reunion
simplicity	joy	0.375	senplisite
full	joy	0.375	plen
hymn	joy	0.375	kantik
spirits	joy	0.375	lespri
unforgettable	joy	0.375	inoubliyab
mirth	joy	0.375	lajwa
youth	joy	0.375	jenès
scenic	joy	0.375	panoramique
unique	joy	0.375	inik
redeemed	joy	0.375	rachte
alliance	joy	0.368	alyans
baptismal	joy	0.368	batèm
grant	joy	0.366	sibvansyon
kitten	joy	0.364	ti chat
sanctification	joy	0.364	sanktifikasyon
conciliation	joy	0.364	konsilyasyon
improves	joy	0.364	amelyore
pure	joy	0.364	pi bon kalite
improve	joy	0.364	amelyore
authentic	joy	0.364	natif natal
moonlight	joy	0.364	lalin
weightloss	joy	0.362	pèdi pwa
raspberries	joy	0.360	Franbwazye
feeling	joy	0.359	santi
jest	joy	0.359	plezant
independent	joy	0.359	endepandan
sanctify	joy	0.359	sanktifye
devotional	joy	0.359	devosyonèl
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	konpetans
listenting	joy	0.359	koute
fidelity	joy	0.359	fidelite
revival	joy	0.359	renesans
giver	joy	0.353	bayè
cocoa	joy	0.353	kakawo
deliverance	joy	0.348	delivrans
melody	joy	0.348	melodi
unification	joy	0.348	inifikasyon
romp	joy	0.348	romp
purpose	joy	0.348	objektif
choral	joy	0.348	koral
exceed	joy	0.348	depase
dolphin	joy	0.348	dofen
roaring	joy	0.348	gwonde
favor	joy	0.348	favè
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	voluptueux
fruits	joy	0.344	fwi yo
cookies	joy	0.344	bonbon
manicure	joy	0.344	manukur
nowork	joy	0.344	pa travay
date	joy	0.344	dat
newstart	joy	0.344	newstart
hedonism	joy	0.344	edonism
pledge	joy	0.344	pwomès
electric	joy	0.344	elektrik
humble	joy	0.344	enb
roadtrip	joy	0.344	vwayaj
thx	joy	0.344	mèsi
kiddos	joy	0.344	timoun yo
celebrity	joy	0.342	selebrite
bridesmaid	joy	0.338	oneur
rhythm	joy	0.338	ritm
spa	joy	0.333	spa
snowday	joy	0.333	jou nèj
familiarity	joy	0.333	abitye
coffee	joy	0.333	kafe
edification	joy	0.333	edifikasyon
garden	joy	0.333	jaden
renovation	joy	0.333	renovasyon
dawn	joy	0.333	douvanjou
connoisseur	joy	0.333	koneseur
gazing	joy	0.333	gade
obliging	joy	0.333	obliyan
partner	joy	0.333	patnè
foodie	joy	0.331	manje
synchronize	joy	0.329	senkronize
tribulation	joy	0.328	tribilasyon
psalm	joy	0.328	sòm
pedicure	joy	0.328	pedikur
noregrets	joy	0.328	noregrets
chirping	joy	0.328	pepiman
saint	joy	0.328	sen
healing	joy	0.328	gerizon
carol	joy	0.328	Carol
true	joy	0.328	vre
hobby	joy	0.328	plezi
amnesty	joy	0.328	amnisti
respite	joy	0.324	relèv
recreational	joy	0.318	lwazi
cousins	joy	0.318	kouzen
mellow	joy	0.318	dou
restorative	joy	0.318	restorative
lazyday	joy	0.318	lazyday
classics	joy	0.318	klasik
reconciliation	joy	0.316	rekonsilyasyon
woods	joy	0.312	rakbwa
progression	joy	0.312	pwogresyon
muchneeded	joy	0.312	anpil bezwen
sterling	joy	0.312	sterling
dove	joy	0.312	pijon
simplify	joy	0.312	senplifye
fitness	joy	0.312	kondisyon fizik
sunset	joy	0.312	solèy kouche
wisdom	joy	0.312	bon konprann
relight	joy	0.312	relight
living	joy	0.312	k ap viv
presto	joy	0.312	presto
playhouse	joy	0.312	playhouse
superman	joy	0.312	devni selèb
pony	joy	0.312	pone
recovery	joy	0.312	rekiperasyon
crafts	joy	0.312	atizana
lord	joy	0.312	Seyè
deal	joy	0.312	kontra
improvement	joy	0.309	amelyorasyon
infant	joy	0.309	tibebe
absolution	joy	0.306	absolisyon
honest	joy	0.303	onèt
gently	joy	0.303	dousman
banquet	joy	0.303	bankè
established	joy	0.303	etabli
endless	joy	0.303	kontinuèl
decorating	joy	0.303	dekorasyon
providing	joy	0.300	bay
lounging	joy	0.297	lounging
growth	joy	0.297	kwasans
strolling	joy	0.297	flannen
feat	joy	0.297	feat
morals	joy	0.297	moralite
mine	joy	0.297	mwen
spending	joy	0.297	depans
light	joy	0.297	limyè
spiritual	joy	0.297	espirityèl
quaint	joy	0.297	pitorèsk
fraternal	joy	0.297	fratènèl
notable	joy	0.297	remakab
softly	joy	0.297	dousman
harvest	joy	0.297	rekòt
yearning	joy	0.297	anvi
breeze	joy	0.297	briz
joker	joy	0.297	djokè
meditating	joy	0.297	medite
fervor	joy	0.295	ferveur
quotes	joy	0.294	quotes
volunteer	joy	0.294	volontè
gain	joy	0.288	genyen
resources	joy	0.288	resous yo
create	joy	0.288	kreye
psalms	joy	0.288	sòm
hippie	joy	0.288	ipi
taoism	joy	0.288	taoism
midwife	joy	0.288	fanmsaj
receiving	joy	0.287	k ap resevwa
snowfall	joy	0.286	Lanèj ki tonbe
ocean	joy	0.286	oseyan
lsd	joy	0.286	lsd
hiking	joy	0.283	randone
evergreen	joy	0.281	Evergreen
destination	joy	0.281	destinasyon
candid	joy	0.281	fran
unwind	joy	0.281	detant
truce	joy	0.281	trèv
toast	joy	0.281	pen griye
chill	joy	0.281	fredi
infinity	joy	0.281	enfinite
rested	joy	0.281	repoze
buzzing	joy	0.281	buz
venerable	joy	0.279	venere
balance	joy	0.275	balans
retirement	joy	0.275	retrèt
fireplace	joy	0.273	chemine
buddha	joy	0.273	bouda
devout	joy	0.273	devwe
drinks	joy	0.273	bwason
rapt	joy	0.273	rapte
swim	joy	0.273	naje
compensate	joy	0.273	konpanse
snowing	joy	0.271	nèj
sublimation	joy	0.270	sublimasyon
fruity	joy	0.268	frwiti
sunday	joy	0.266	Dimanch
sketching	joy	0.266	trase
paragon	joy	0.266	paragon
humility	joy	0.266	imilite
ministry	joy	0.266	ministè
waves	joy	0.266	vag
cathedral	joy	0.266	katedral
sun	joy	0.266	solèy
yoga	joy	0.266	yoga
fortitude	joy	0.266	kouraj
salute	joy	0.266	salye
buddhism	joy	0.266	boudis
whim	joy	0.266	kapris
artwork	joy	0.265	travay atistik
practiced	joy	0.264	pratike
clean	joy	0.260	pwòp
running	joy	0.258	kouri
clarity	joy	0.258	klète
found	joy	0.258	jwenn
fitting	joy	0.258	sere
immerse	joy	0.258	plonje
exercise	joy	0.258	fè egzèsis
food	joy	0.258	manje
autumn	joy	0.254	otòn
fit	joy	0.250	anfòm
morning	joy	0.250	maten
contagious	joy	0.250	trapan
outdoors	joy	0.250	deyò
hardy	joy	0.250	hardy
candles	joy	0.250	bouji
advocacy	joy	0.250	defans
countryside	joy	0.250	pwovens
demonstrative	joy	0.250	demonstrasyon
football	joy	0.250	foutbòl
chirp	joy	0.250	pepi
chilled	joy	0.250	refwadi
undying	joy	0.250	p'ap mouri
visitor	joy	0.250	vizitè
clap	joy	0.250	bat bravo
diary	joy	0.250	jounal pèsonèl
ardent	joy	0.250	chod
expedient	joy	0.250	pi vit
mountain	joy	0.250	montay
cradle	joy	0.247	bèso
trance	joy	0.246	vizyon
intense	joy	0.242	entans
procession	joy	0.242	pwosesyon
church	joy	0.242	legliz
pay	joy	0.242	peye
supremacy	joy	0.242	sipremasi
preservative	joy	0.242	konsèvasyon
grow	joy	0.242	grandi
breakfast	joy	0.242	manje maten
consecration	joy	0.235	konsekrasyon
salary	joy	0.234	salè
lifetime	joy	0.234	pou tout lavi
incense	joy	0.234	lansan
ordination	joy	0.234	òdinasyon
snowy	joy	0.234	lanèj
art	joy	0.234	atizay
nursery	joy	0.234	pepinyè
skiing	joy	0.234	ski
candle	joy	0.234	chandèl
doll	joy	0.234	poupe
vote	joy	0.234	vote
humbled	joy	0.234	imilye
lyre	joy	0.234	lir
pastry	joy	0.229	patisri
remedy	joy	0.227	remèd
chilling	joy	0.227	refrijerasyon
firefly	joy	0.227	koukouy
rescue	joy	0.225	sekou
camping	joy	0.221	kan
perspective	joy	0.221	pèspektiv
orchestra	joy	0.221	òkès
orchard	joy	0.221	orchard
breezy	joy	0.219	briz
gardens	joy	0.219	jaden yo
castle	joy	0.219	chato
lamb	joy	0.219	ti mouton
possess	joy	0.219	posede
bouttime	joy	0.212	bouttime
pho	joy	0.212	pho
reggae	joy	0.212	rege
countrymusic	joy	0.212	mizik country
teach	joy	0.212	anseye
brisk	joy	0.212	anime
