English Word	Emotion	Emotion-Intensity-Score	Urdu Word
carols	joy	0.424	carols
ejaculation	joy	0.424	انزال
beginnings	joy	0.422	آغاز
sledding	joy	0.422	سلیڈنگ
graduation	joy	0.422	گریجویشن
frisky	joy	0.422	تیز
lml	joy	0.422	ایل ایم ایل
ease	joy	0.422	آسانی
symphony	joy	0.422	سمفنی
wealth	joy	0.422	دولت
helpful	joy	0.422	مددگار
musical	joy	0.422	میوزیکل
glitter	joy	0.422	چمک
calmness	joy	0.422	سکون
energy	joy	0.422	توانائی
safe	joy	0.422	محفوظ
nostress	joy	0.421	کوئی پریشانی نہیں
soundness	joy	0.421	صحت مندی
promise	joy	0.415	وعدہ
reunite	joy	0.414	دوبارہ ملنا
mother	joy	0.412	ماں
salvation	joy	0.412	نجات
poems	joy	0.412	نظمیں
clown	joy	0.409	مسخرہ
lavender	joy	0.409	لیوینڈر
immaculate	joy	0.409	بے عیب
purify	joy	0.409	پاک کرنا
inauguration	joy	0.409	افتتاح
aromatherapy	joy	0.409	اروما تھراپی
lighten	joy	0.409	ہلکا کرنا
travel	joy	0.409	سفر
cash	joy	0.406	نقد
companion	joy	0.406	ساتھی
live	joy	0.406	زندہ
opportune	joy	0.406	موقع
completing	joy	0.406	مکمل کرنا
charity	joy	0.406	صدقہ
heal	joy	0.406	شفا
star	joy	0.406	ستارہ
wishing	joy	0.406	خواہش
flowers	joy	0.406	پھول
income	joy	0.403	آمدنی
soul	joy	0.401	روح
munchies	joy	0.400	منچی
emancipation	joy	0.397	آزادی
indescribable	joy	0.397	ناقابل بیان
progress	joy	0.397	ترقی
equality	joy	0.394	مساوات
childhood	joy	0.394	بچپن
together	joy	0.394	ایک ساتھ
rhythmical	joy	0.394	ردھم والا
fullness	joy	0.394	پرپورنتا
calm	joy	0.394	پرسکون
hammock	joy	0.394	جھولا
picnic	joy	0.394	پکنک
movies	joy	0.393	فلمیں
zealous	joy	0.393	پرجوش
playground	joy	0.391	کھیل کا میدان
affluence	joy	0.391	دولت
warms	joy	0.391	گرم کرتا ہے
choir	joy	0.391	کوئر
littlethings	joy	0.391	چھوٹی چیزیں
auspicious	joy	0.391	مبارک
meaningful	joy	0.391	بامعنی
adventures	joy	0.391	مہم جوئی
goofy	joy	0.391	بیوقوف
starry	joy	0.391	تارامی
humanity	joy	0.391	انسانیت
gesture	joy	0.387	اشارہ
witty	joy	0.382	مضحکہ خیز
vow	joy	0.382	منت
shopping	joy	0.382	خریداری
vibes	joy	0.379	وائبز
worship	joy	0.379	عبادت
jump	joy	0.379	چھلانگ
communion	joy	0.379	کمیونین
reverend	joy	0.377	قابل احترام
rising	joy	0.375	بڑھتی ہوئی
advance	joy	0.375	پیشگی
beaches	joy	0.375	ساحل
sonorous	joy	0.375	سنوری
courtship	joy	0.375	صحبت
experience	joy	0.375	تجربہ
reunion	joy	0.375	دوبارہ ملاپ
simplicity	joy	0.375	سادگی
full	joy	0.375	مکمل
hymn	joy	0.375	تسبیح
spirits	joy	0.375	روحیں
unforgettable	joy	0.375	ناقابل فراموش
mirth	joy	0.375	خوشی
youth	joy	0.375	نوجوان
scenic	joy	0.375	قدرتی
unique	joy	0.375	منفرد
redeemed	joy	0.375	چھڑا لیا
alliance	joy	0.368	اتحاد
baptismal	joy	0.368	بپتسمہ دینے والا
grant	joy	0.366	عطا
kitten	joy	0.364	بلی کا بچہ
sanctification	joy	0.364	تقدیس
conciliation	joy	0.364	مفاہمت
improves	joy	0.364	بہتر کرتا ہے
pure	joy	0.364	خالص
improve	joy	0.364	بہتر کریں
authentic	joy	0.364	مستند
moonlight	joy	0.364	چاندنی
weightloss	joy	0.362	وزن میں کمی
raspberries	joy	0.360	رسبری
feeling	joy	0.359	احساس
jest	joy	0.359	مذاق
independent	joy	0.359	آزاد
sanctify	joy	0.359	مقدس کرنا
devotional	joy	0.359	عقیدت مند
tinsel	joy	0.359	ٹنسل
proficiency	joy	0.359	مہارت
listenting	joy	0.359	سننا
fidelity	joy	0.359	مخلص
revival	joy	0.359	بحالی
giver	joy	0.353	دینے والا
cocoa	joy	0.353	کوکو
deliverance	joy	0.348	نجات
melody	joy	0.348	راگ
unification	joy	0.348	اتحاد
romp	joy	0.348	کودنا
purpose	joy	0.348	مقصد
choral	joy	0.348	کورل
exceed	joy	0.348	حد سے زیادہ
dolphin	joy	0.348	ڈالفن
roaring	joy	0.348	گرجنے والا
favor	joy	0.348	احسان
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	شہوت انگیز
fruits	joy	0.344	پھل
cookies	joy	0.344	کوکیز
manicure	joy	0.344	مینیکیور
nowork	joy	0.344	کوئی کام
date	joy	0.344	تاریخ
newstart	joy	0.344	نیا آغاز
hedonism	joy	0.344	hedonism
pledge	joy	0.344	عہد
electric	joy	0.344	بجلی
humble	joy	0.344	عاجز
roadtrip	joy	0.344	سڑک کے سفر
thx	joy	0.344	شکریہ
kiddos	joy	0.344	بچے
celebrity	joy	0.342	مشہور شخصیت
bridesmaid	joy	0.338	دلہن
rhythm	joy	0.338	تال
spa	joy	0.333	سپا
snowday	joy	0.333	برف کا دن
familiarity	joy	0.333	واقفیت
coffee	joy	0.333	کافی
edification	joy	0.333	ترمیم
garden	joy	0.333	باغ
renovation	joy	0.333	تزئین و آرائش
dawn	joy	0.333	ڈان کی
connoisseur	joy	0.333	ماہر
gazing	joy	0.333	گھورنا
obliging	joy	0.333	پابند
partner	joy	0.333	ساتھی
foodie	joy	0.331	کھانے کا شوقین
synchronize	joy	0.329	مطابقت پذیری
tribulation	joy	0.328	مصیبت
psalm	joy	0.328	زبور
pedicure	joy	0.328	پیڈیکیور
noregrets	joy	0.328	کوئی افسوس نہیں
chirping	joy	0.328	چہچہانا
saint	joy	0.328	سنت
healing	joy	0.328	مندمل ہونا
carol	joy	0.328	کیرول
true	joy	0.328	سچ
hobby	joy	0.328	شوق
amnesty	joy	0.328	معافی
respite	joy	0.324	مہلت
recreational	joy	0.318	تفریحی
cousins	joy	0.318	کزن
mellow	joy	0.318	مدھر
restorative	joy	0.318	بحالی
lazyday	joy	0.318	سست دن
classics	joy	0.318	کلاسیکی
reconciliation	joy	0.316	مفاہمت
woods	joy	0.312	جنگل
progression	joy	0.312	ترقی
muchneeded	joy	0.312	بہت ضرورت ہے
sterling	joy	0.312	سٹرلنگ
dove	joy	0.312	کبوتر
simplify	joy	0.312	آسان بنانا
fitness	joy	0.312	تندرستی
sunset	joy	0.312	غروب آفتاب
wisdom	joy	0.312	حکمت
relight	joy	0.312	آرام
living	joy	0.312	زندہ
presto	joy	0.312	presto
playhouse	joy	0.312	پلے ہاؤس
superman	joy	0.312	سپرمین
pony	joy	0.312	ٹٹو
recovery	joy	0.312	بحالی
crafts	joy	0.312	دستکاری
lord	joy	0.312	رب
deal	joy	0.312	سودا
improvement	joy	0.309	بہتری
infant	joy	0.309	شیرخوار
absolution	joy	0.306	معافی
honest	joy	0.303	ایماندار
gently	joy	0.303	آہستہ سے
banquet	joy	0.303	ضیافت
established	joy	0.303	قائم
endless	joy	0.303	لامتناہی
decorating	joy	0.303	سجاوٹ
providing	joy	0.300	فراہم کرنا
lounging	joy	0.297	لانگنگ
growth	joy	0.297	ترقی
strolling	joy	0.297	ٹہلنا
feat	joy	0.297	کارنامہ
morals	joy	0.297	اخلاقیات
mine	joy	0.297	میرا
spending	joy	0.297	خرچ
light	joy	0.297	روشنی
spiritual	joy	0.297	روحانی
quaint	joy	0.297	عجیب
fraternal	joy	0.297	برادرانہ
notable	joy	0.297	قابل ذکر
softly	joy	0.297	نرمی سے
harvest	joy	0.297	فصل
yearning	joy	0.297	تڑپ
breeze	joy	0.297	ہوا
joker	joy	0.297	جوکر
meditating	joy	0.297	مراقبہ
fervor	joy	0.295	جوش
quotes	joy	0.294	حوالہ جات
volunteer	joy	0.294	رضاکار
gain	joy	0.288	حاصل کرنا
resources	joy	0.288	حوالہ جات
create	joy	0.288	بنانا
psalms	joy	0.288	زبور
hippie	joy	0.288	ہپی
taoism	joy	0.288	تاؤ ازم
midwife	joy	0.288	دائی
receiving	joy	0.287	وصول کرنا
snowfall	joy	0.286	برف باری
ocean	joy	0.286	سمندر
lsd	joy	0.286	ایل ایس ڈی
hiking	joy	0.283	پیدل سفر
evergreen	joy	0.281	سدا بہار
destination	joy	0.281	منزل
candid	joy	0.281	صاف گوئی
unwind	joy	0.281	کھولنا
truce	joy	0.281	جنگ بندی
toast	joy	0.281	ٹوسٹ
chill	joy	0.281	ٹھنڈا
infinity	joy	0.281	انفینٹی
rested	joy	0.281	آرام کیا
buzzing	joy	0.281	بھنبھناہٹ
venerable	joy	0.279	قابل احترام
balance	joy	0.275	بقیہ
retirement	joy	0.275	ریٹائرمنٹ
fireplace	joy	0.273	چمنی
buddha	joy	0.273	بدھ
devout	joy	0.273	متقی
drinks	joy	0.273	مشروبات
rapt	joy	0.273	غصہ
swim	joy	0.273	تیرنا
compensate	joy	0.273	معاوضہ
snowing	joy	0.271	برفباری ہو رہی
sublimation	joy	0.270	سربلندی
fruity	joy	0.268	پھل
sunday	joy	0.266	اتوار
sketching	joy	0.266	خاکہ نگاری
paragon	joy	0.266	پیراگون
humility	joy	0.266	عاجزی
ministry	joy	0.266	وزارت
waves	joy	0.266	لہریں
cathedral	joy	0.266	کیتھیڈرل
sun	joy	0.266	سورج
yoga	joy	0.266	یوگا
fortitude	joy	0.266	استقامت
salute	joy	0.266	سلام
buddhism	joy	0.266	بدھ مت
whim	joy	0.266	وہم
artwork	joy	0.265	آرٹ ورک
practiced	joy	0.264	مشق
clean	joy	0.260	صاف
running	joy	0.258	چل رہا ہے
clarity	joy	0.258	وضاحت
found	joy	0.258	پایا
fitting	joy	0.258	فٹنگ
immerse	joy	0.258	غرق
exercise	joy	0.258	ورزش
food	joy	0.258	کھانا
autumn	joy	0.254	خزاں
fit	joy	0.250	فٹ
morning	joy	0.250	صبح
contagious	joy	0.250	متعدی
outdoors	joy	0.250	باہر
hardy	joy	0.250	ہارڈی
candles	joy	0.250	موم بتیاں
advocacy	joy	0.250	وکالت
countryside	joy	0.250	دیہی علاقوں
demonstrative	joy	0.250	نمائشی
football	joy	0.250	فٹ بال
chirp	joy	0.250	چہچہانا
chilled	joy	0.250	ٹھنڈا
undying	joy	0.250	لامتناہی
visitor	joy	0.250	وزیٹر
clap	joy	0.250	تالی بجانا
diary	joy	0.250	ڈائری
ardent	joy	0.250	پرجوش
expedient	joy	0.250	مفید
mountain	joy	0.250	پہاڑ
cradle	joy	0.247	جھولا
trance	joy	0.246	ٹرانس
intense	joy	0.242	شدید
procession	joy	0.242	جلوس
church	joy	0.242	چرچ
pay	joy	0.242	ادائیگی
supremacy	joy	0.242	بالادستی
preservative	joy	0.242	محافظ
grow	joy	0.242	بڑھنا
breakfast	joy	0.242	ناشتہ
consecration	joy	0.235	تقدیس
salary	joy	0.234	تنخواہ
lifetime	joy	0.234	زندگی بھر
incense	joy	0.234	بخور
ordination	joy	0.234	ترتیب
snowy	joy	0.234	برفانی
art	joy	0.234	فن
nursery	joy	0.234	نرسری
skiing	joy	0.234	سکینگ
candle	joy	0.234	موم بتی
doll	joy	0.234	گڑیا
vote	joy	0.234	ووٹ
humbled	joy	0.234	عاجز
lyre	joy	0.234	لیر
pastry	joy	0.229	پیسٹری
remedy	joy	0.227	علاج
chilling	joy	0.227	ٹھنڈا کرنا
firefly	joy	0.227	فائر فلائی
rescue	joy	0.225	بچاؤ
camping	joy	0.221	کیمپنگ
perspective	joy	0.221	نقطہ نظر
orchestra	joy	0.221	آرکسٹرا
orchard	joy	0.221	باغ
breezy	joy	0.219	ہوا دار
gardens	joy	0.219	باغات
castle	joy	0.219	قلعہ
lamb	joy	0.219	میمنے
possess	joy	0.219	مالک
bouttime	joy	0.212	bouttime
pho	joy	0.212	pho
reggae	joy	0.212	ریگے
countrymusic	joy	0.212	ملک کی موسیقی
teach	joy	0.212	سکھانا
brisk	joy	0.212	تیز
ribbon	joy	0.212	ربن
raindrops	joy	0.212	بارش کے قطرے
mucis	joy	0.212	mucis
repay	joy	0.212	ادا کرنا
listneing	joy	0.212	سننا
nap	joy	0.206	جھپکی
legalized	joy	0.203	قانونی
unexpected	joy	0.203	غیر متوقع
vernal	joy	0.203	مقامی
chant	joy	0.203	نعرہ لگانا
hire	joy	0.203	کرایہ پر لینا
uncontrollable	joy	0.203	بے قابو
stillness	joy	0.203	خاموشی
lights	joy	0.203	لائٹس
cove	joy	0.203	cove
save	joy	0.200	محفوظ کریں
pastor	joy	0.197	پادری
atone	joy	0.197	کفارہ
symmetry	joy	0.197	ہم آہنگی
trees	joy	0.197	درخت
oneday	joy	0.197	ایک دن
scripture	joy	0.196	صحیفہ
mountains	joy	0.194	پہاڑ
craziness	joy	0.188	پاگل پن
tea	joy	0.188	چائے
walking	joy	0.188	چلنا
whiteness	joy	0.188	سفیدی
sympathetic	joy	0.188	ہمدرد
forefathers	joy	0.188	باپ دادا
pathway	joy	0.188	راستہ
custom	joy	0.188	اپنی مرضی کے مطابق
quiet	joy	0.188	خاموش
liquor	joy	0.188	شراب
soppy	joy	0.188	سوپی
patient	joy	0.186	صبر
movingon	joy	0.182	حرکت پذیر
score	joy	0.182	سکور
dollhouse	joy	0.182	گڑیا گھر
bath	joy	0.182	غسل
supporter	joy	0.180	حامی
accompaniment	joy	0.179	ساتھ
pursuit	joy	0.176	حصول
outburst	joy	0.176	غصہ
frosty	joy	0.174	پالا ہوا
luncheon	joy	0.172	لنچ
service	joy	0.172	سروس
workout	joy	0.172	مشقت
closure	joy	0.172	بندش
wintery	joy	0.172	موسم سرما
civilized	joy	0.169	مہذب
wages	joy	0.169	اجرت
december	joy	0.167	دسمبر
fain	joy	0.167	بیہوش
glide	joy	0.162	سرکنا
acrobat	joy	0.162	ایکروبیٹ
finally	joy	0.157	آخر میں
chai	joy	0.156	چائی
obtainable	joy	0.156	قابل حصول
elf	joy	0.156	یلف
peppermint	joy	0.156	پودینہ
break	joy	0.156	توڑنا
reproductive	joy	0.156	تولیدی
stroll	joy	0.156	ٹہلنے
organization	joy	0.156	تنظیم
bathtub	joy	0.156	باتھ ٹب
advent	joy	0.152	آمد
measured	joy	0.152	ماپا
balm	joy	0.152	بام
scifi	joy	0.152	سائنسی
spaniel	joy	0.145	اسپینیل
ditty	joy	0.141	گندا
oils	joy	0.141	تیل
tan	joy	0.141	ٹین
simple	joy	0.141	سادہ
bubble	joy	0.141	بلبلا
beer	joy	0.141	بیئر
green	joy	0.137	سبز
makingdisciples	joy	0.136	شاگرد بنانا
buss	joy	0.136	بس
books	joy	0.136	کتابیں
chow	joy	0.135	چاؤ
pitter	joy	0.134	pitter
flows	joy	0.130	بہنا
silence	joy	0.127	خاموشی
bookstore	joy	0.125	کتابوں کی دکان
solitude	joy	0.125	تنہائی
roadster	joy	0.125	روڈسٹر
circumstances	joy	0.125	حالات
wine	joy	0.125	شراب
soak	joy	0.121	لینا
priesthood	joy	0.121	کہانت
japan	joy	0.121	جاپان
wilderness	joy	0.121	بیابان
critical	joy	0.116	تنقیدی
neutral	joy	0.114	غیر جانبدار
hunting	joy	0.109	شکار
sand	joy	0.109	ریت
opera	joy	0.109	اوپیرا
weight	joy	0.109	وزن
wind	joy	0.109	ہوا
untie	joy	0.109	کھولنا
labor	joy	0.106	مزدور
classical	joy	0.106	کلاسیکی
lake	joy	0.103	جھیل
affliction	joy	0.103	مصیبت
organ	joy	0.094	عضو
dwelling	joy	0.094	رہائش
tree	joy	0.090	درخت
pond	joy	0.089	تالاب
marrow	joy	0.078	میرو
latte	joy	0.078	لیٹ
sipping	joy	0.076	گھونٹ
benign	joy	0.074	بے نظیر
majority	joy	0.073	اکثریت
leaf	joy	0.065	پتی
troubles	joy	0.062	مشکلات
basketball	joy	0.062	باسکٹ بال
explosions	joy	0.061	دھماکے
cream	joy	0.061	کریم
shepherd	joy	0.058	چرواہا
tuesday	joy	0.047	منگل
turbulence	joy	0.045	ہنگامہ خیزی
calf	joy	0.040	بچھڑا
hardship	joy	0.031	مشکل
unhappiness	joy	0.016	دکھ
sixty	joy	0.016	ساٹھ
mourning	sadness	0.969	ماتم
heartbreaking	sadness	0.969	دل دہلا دینے والا
tragic	sadness	0.961	المناک
holocaust	sadness	0.953	ہولوکاسٹ
suicidal	sadness	0.941	خودکشی
misery	sadness	0.938	مصیبت
massacre	sadness	0.931	قتل عام
euthanasia	sadness	0.927	یوتھناسیا
depression	sadness	0.925	ذہنی دباؤ
grieving	sadness	0.922	غمگین
bereavement	sadness	0.922	سوگ
fatal	sadness	0.922	مہلک
bereaved	sadness	0.920	سوگوار
devastation	sadness	0.917	تباہی
death	sadness	0.915	موت
devastated	sadness	0.912	تباہ
suicide	sadness	0.912	خودکشی
catastrophe	sadness	0.911	تباہی
horrifying	sadness	0.907	خوفناک
died	sadness	0.906	مر گیا
tragedy	sadness	0.906	سانحہ
depressing	sadness	0.906	افسردہ کرنے والا
anguish	sadness	0.902	تکلیف
agony	sadness	0.900	اذیت
deadly	sadness	0.898	مہلک
weeping	sadness	0.896	رونا
stillbirth	sadness	0.891	مردہ پیدائش
deceased	sadness	0.891	متوفی
murderer	sadness	0.877	قاتل
cancer	sadness	0.875	کینسر
dying	sadness	0.875	مر رہا ہے
rape	sadness	0.875	عصمت دری
devastating	sadness	0.875	تباہ کن
morbidity	sadness	0.864	بیماری
sadness	sadness	0.864	اداسی
execution	sadness	0.859	عملدرآمد
traumatic	sadness	0.859	تکلیف دہ
perish	sadness	0.859	ہلاک
grief	sadness	0.859	غم
abandonment	sadness	0.859	دستبرداری
atrocity	sadness	0.859	ظلم
crucifixion	sadness	0.859	مصلوب
depressed	sadness	0.859	اداس
cadaver	sadness	0.853	لاش
treachery	sadness	0.848	غداری
betrayed	sadness	0.848	دھوکہ دیا
grieve	sadness	0.844	غم
suffering	sadness	0.844	تکلیف
funeral	sadness	0.844	جنازہ
destroyed	sadness	0.844	تباہ
homicide	sadness	0.844	قتل عام
hopelessness	sadness	0.844	ناامیدی
slaughtering	sadness	0.844	ذبح
persecution	sadness	0.844	ظلم و ستم
murderous	sadness	0.844	قاتل
sorrow	sadness	0.844	غم
miserable	sadness	0.844	دکھی
sad	sadness	0.844	اداس
horrific	sadness	0.844	خوفناک
unhappiness	sadness	0.839	دکھ
bloodshed	sadness	0.836	خونریزی
crippled	sadness	0.836	اپاہج
carnage	sadness	0.833	قتل عام
pained	sadness	0.833	درد
manslaughter	sadness	0.833	قتل عام
unbearable	sadness	0.830	ناقابل برداشت
stillborn	sadness	0.830	مردہ پیدا ہوا
morbid	sadness	0.828	مریض
annihilation	sadness	0.828	فنا
helplessness	sadness	0.828	بے بسی
mourn	sadness	0.828	ماتم
murder	sadness	0.828	قتل
slavery	sadness	0.828	غلامی
abandoned	sadness	0.828	چھوڑ دیا
horrors	sadness	0.828	ہولناکیاں
mutilation	sadness	0.828	مسخ کرنا
annihilated	sadness	0.828	فنا کر دیا
casualty	sadness	0.828	جانی نقصان
enslaved	sadness	0.828	غلامی
sickness	sadness	0.828	بیماری
torment	sadness	0.828	عذاب
miscarriage	sadness	0.824	اسقاط حمل
starvation	sadness	0.819	بھوک
mournful	sadness	0.812	سوگوار
sadly	sadness	0.812	افسوس سے
famine	sadness	0.812	قحط
burial	sadness	0.812	کفن دفن
distraught	sadness	0.812	پریشان
failure	sadness	0.812	ناکامی
killing	sadness	0.812	قتل
despair	sadness	0.812	مایوسی
cruelty	sadness	0.812	ظلم
saddens	sadness	0.812	اداس
oppression	sadness	0.812	جبر
heartache	sadness	0.812	دل کا درد
terrorism	sadness	0.812	دہشت گردی
disgrace	sadness	0.812	بے عزتی
childloss	sadness	0.812	بچے کا نقصان
bloody	sadness	0.806	خونی
perishing	sadness	0.804	فنا ہونے والا
inhumanity	sadness	0.804	غیر انسانی
malignancy	sadness	0.803	بدنیتی
mortification	sadness	0.802	موت
slave	sadness	0.797	غلام
lifeless	sadness	0.797	بے جان
sarcoma	sadness	0.797	سارکوما
dreadfully	sadness	0.797	خوفناک طور پر
assassination	sadness	0.797	قتل
perished	sadness	0.797	ہلاک
kill	sadness	0.797	مار ڈالو
devastate	sadness	0.797	تباہ
dreadful	sadness	0.797	خوفناک
mortuary	sadness	0.797	مردہ خانہ
leukemia	sadness	0.797	سرطان خون
lethal	sadness	0.797	مہلک
desolation	sadness	0.797	ویرانی
gallows	sadness	0.797	پھانسی
brokenheart	sadness	0.792	ٹو ٹاہوا دل
banishment	sadness	0.790	جلاوطنی
afflict	sadness	0.789	مصیبت
disheartened	sadness	0.788	مایوس
bury	sadness	0.781	دفن
terrorize	sadness	0.781	دہشت زدہ کرنا
crying	sadness	0.781	رونا
demoralized	sadness	0.781	حوصلہ شکنی
tumour	sadness	0.781	ٹیومر
heartbreak	sadness	0.781	دل ٹوٹنا
desecration	sadness	0.781	بے حرمتی
die	sadness	0.773	مرنا
lynch	sadness	0.773	لنچ
sufferer	sadness	0.770	شکار
fatality	sadness	0.766	ہلاکت
diseased	sadness	0.766	بیمار
doomed	sadness	0.766	برباد
fearful	sadness	0.766	خوفناک
destitute	sadness	0.766	بے سہارا
abortion	sadness	0.766	اسقاط حمل
condolence	sadness	0.766	تعزیت
torture	sadness	0.766	تشدد
dismemberment	sadness	0.766	تقسیم
slayer	sadness	0.766	قاتل
