English Word	Emotion	Emotion-Intensity-Score	Uzbek Word
lovethis	joy	0.891	buni yaxshi ko'raman
excitation	joy	0.891	qo'zg'alish
exhilaration	joy	0.891	hayajonlanish
pleasures	joy	0.891	zavqlar
laugh	joy	0.891	kulmoq
marvelously	joy	0.881	ajoyib tarzda
loving	joy	0.879	mehribon
joyful	joy	0.879	quvonchli
blissful	joy	0.879	baxtiyor
outstanding	joy	0.879	ajoyib
pleasurable	joy	0.877	yoqimli
lovinglife	joy	0.875	muhabbatli hayot
enthusiastic	joy	0.875	g'ayratli
glee	joy	0.875	xursandchilik
iloveher	joy	0.875	Men uni sevaman
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	to'satdan
happyplace	joy	0.875	baxtli joy
sohappy	joy	0.868	juda baxtli
superb	joy	0.864	ajoyib
woohoo	joy	0.864	voohoo
laughing	joy	0.864	kulib
wonderful	joy	0.863	ajoyib
hooray	joy	0.859	afsus
loved	joy	0.859	sevgan
tearsofjoy	joy	0.859	quvonch ko'z yoshlari
hallelujah	joy	0.859	assalomu alaykum
magnificent	joy	0.859	ajoyib
glory	joy	0.859	shon-sharaf
ilovechristmas	joy	0.859	Rojdestvo
brilliant	joy	0.859	ajoyib
celebrated	joy	0.859	nishonlandi
cheering	joy	0.859	xursandchilik
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	samoviy
exciting	joy	0.853	hayajonli
thrilled	joy	0.851	hayajonlandi
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	nishonlash
wonderfully	joy	0.844	ajoyib
blessing	joy	0.844	baraka
favoriteholiday	joy	0.844	sevimli bayram
paradise	joy	0.833	jannat
marvellous	joy	0.833	ajoyib
festive	joy	0.833	bayramona
sweetness	joy	0.833	shirinlik
blessed	joy	0.833	muborak
celebrations	joy	0.833	bayramlar
compliment	joy	0.831	iltifot
smiling	joy	0.828	tabassum
allsmiles	joy	0.828	tabassum
love	joy	0.828	sevgi
enchanting	joy	0.828	maftunkor
homesweethome	joy	0.826	Uy Shirin uy
thankyougod	joy	0.824	xudoga rahmat
marvelous	joy	0.824	ajoyib
laughter	joy	0.824	kulgu
goodmood	joy	0.819	yaxshi kayfiyat
goodness	joy	0.818	yaxshilik
excellence	joy	0.818	mukammallik
sensational	joy	0.818	sensatsion
joys	joy	0.818	quvonchlar
delightful	joy	0.818	yoqimli
excited	joy	0.818	hayajonlangan
rejoicing	joy	0.818	quvonish
happyheart	joy	0.818	baxtli yurak
celebratory	joy	0.818	bayramona
greatful	joy	0.816	ajoyib
jovial	joy	0.814	quvnoq
rejoice	joy	0.812	quvonmoq
splendid	joy	0.812	ajoyib
enjoy	joy	0.812	rohatlaning
smiley	joy	0.812	tabassum
glorious	joy	0.812	ulug'vor
victorious	joy	0.812	g'olib
lovemaking	joy	0.812	sevish
bonanza	joy	0.812	bonanza
greatday	joy	0.812	ajoyib kun
excellent	joy	0.812	ajoyib
goodtimes	joy	0.811	yaxshi damlar
whatmakesmesmile	joy	0.811	nima yomon qiladi
happyday	joy	0.809	baxtli kun
myfavorite	joy	0.804	mening sevimli
thankyoulord	joy	0.803	rahmat sizga
gladness	joy	0.803	xursandchilik
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	hahhh
pleasure	joy	0.803	zavq
giggle	joy	0.802	kulmoq
happier	joy	0.797	baxtliroq
lovemylife	joy	0.797	mening hayotimni sevaman
magnificence	joy	0.797	ulug'vorlik
happytweet	joy	0.797	baxtli tvit
lovinlife	joy	0.797	sevishgan hayot
yesss	joy	0.797	ha
dancing	joy	0.797	raqsga tushish
success	joy	0.797	muvaffaqiyat
grateful	joy	0.789	minnatdor
amuse	joy	0.788	qiziqtirmoq
splendor	joy	0.788	ulug'vorlik
happy	joy	0.788	baxtli
fun	joy	0.788	qiziqarli
giggling	joy	0.781	kulish
glad	joy	0.781	xursand
glorify	joy	0.781	ulug'lash
radiant	joy	0.781	nurli
beautiful	joy	0.781	go'zal
solucky	joy	0.781	omadli
sothankful	joy	0.781	rahmat
enchanted	joy	0.781	sehrlangan
romance	joy	0.779	romantika
perfection	joy	0.779	mukammallik
christmassy	joy	0.779	Rojdestvo
heavens	joy	0.779	osmonlar
thrilling	joy	0.776	hayajonli
lovable	joy	0.773	sevimli
congrats	joy	0.773	tabriklayman
fiesta	joy	0.773	bayram
entertain	joy	0.773	ko'ngil ochish
happyvalentinesday	joy	0.773	sevishganlar kuni bilan tabriklayman
miraculous	joy	0.773	mo''jizaviy
cheers	joy	0.773	xayr
cheered	joy	0.773	quvondi
positivity	joy	0.773	ijobiylik
funday	joy	0.772	kulgili kun
enjoying	joy	0.771	zavqlanish
lifeisgood	joy	0.766	hayot go'zal
amused	joy	0.766	quvnoq
goodfeeling	joy	0.766	yaxshi tuyg'u
christmasspirit	joy	0.766	Rojdestvo ruhi
cuddling	joy	0.766	quchoqlash
smiles	joy	0.766	tabassum qiladi
sosweet	joy	0.766	juda shirin
thebest	joy	0.766	eng yahshi
party	joy	0.765	partiya
delight	joy	0.765	zavq
orgasm	joy	0.765	orgazm
positive	joy	0.761	ijobiy
sweetheart	joy	0.758	Jonginam
enlighten	joy	0.758	ma'rifat berish
cheerfulness	joy	0.758	quvnoqlik
miracles	joy	0.758	mo''jizalar
giddy	joy	0.757	boshi qotib qolgan
christmastime	joy	0.757	Rojdestvo
gratify	joy	0.750	mamnun qilish
greatness	joy	0.750	buyuklik
friendliness	joy	0.750	do'stlik
blessings	joy	0.750	barakalar
laughs	joy	0.750	kuladi
tistheseason	joy	0.750	fasl
smile	joy	0.750	tabassum
pleasing	joy	0.750	yoqimli
romantic	joy	0.750	romantik
happyholidays	joy	0.750	bayramlar bilan
frolic	joy	0.748	quvnoq
jubilee	joy	0.742	yubiley
miracle	joy	0.742	mo''jiza
enthusiasm	joy	0.742	ishtiyoq
selflove	joy	0.742	o'zini sevish
triumph	joy	0.742	g'alaba
magical	joy	0.742	sehrli
rewarding	joy	0.742	mukofotlash
goodvibes	joy	0.742	Yaxshi taassurotlar
positiveenergy	joy	0.742	ijobiy energiya
feelgood	joy	0.736	yaxshi his qilmoq
prosperity	joy	0.735	farovonlik
behappy	joy	0.734	baxtli bo'l
admiration	joy	0.734	hayrat
passionate	joy	0.734	ehtirosli
goodday	joy	0.734	Xayrli kun
luxurious	joy	0.734	hashamatli
tgif	joy	0.734	tgif
victory	joy	0.734	g'alaba
feelinggood	joy	0.734	yaxshi his qilish
enchant	joy	0.734	sehrlash
greatnight	joy	0.734	ajoyib kecha
vivacious	joy	0.734	jonli
glorification	joy	0.733	ulug'lash
sing	joy	0.729	kuylash
glowing	joy	0.729	porlayotgan
yessss	joy	0.728	ha.sss
fulfillment	joy	0.728	bajarilishi
breathtaking	joy	0.728	hayajonli
thankful	joy	0.727	rahmat
cheery	joy	0.727	quvnoq
santa	joy	0.727	Santa
hurrah	joy	0.727	shoshiling
christmasbreak	joy	0.727	Rojdestvo bayrami
win	joy	0.727	g'alaba qozonish
atpeace	joy	0.727	tinchlik
award	joy	0.727	mukofoti
merry	joy	0.727	quvnoq
inspiration	joy	0.725	ilhom
radiance	joy	0.725	nurlanish
pleased	joy	0.725	mamnun
uplift	joy	0.723	yuksalish
optimistic	joy	0.723	optimistik
heaven	joy	0.721	jannat
lucky	joy	0.721	omadli
godisgreat	joy	0.721	xudo zo'r
holidays	joy	0.721	bayramlar
thrill	joy	0.721	hayajon
congratulatory	joy	0.719	tabriklaymiz
thriving	joy	0.719	gullab-yashnamoqda
amusement	joy	0.719	o'yin-kulgi
perfect	joy	0.719	mukammal
lover	joy	0.719	sevgilisi
xmas	joy	0.719	Rojdestvo
heartfelt	joy	0.719	samimiy
utopian	joy	0.719	utopik
lovely	joy	0.719	yoqimli
harmony	joy	0.719	Garmoniya
praising	joy	0.719	maqtash
brighten	joy	0.719	yorqinlashtirmoq
luckiest	joy	0.712	eng omadli
merrychristmas	joy	0.712	Rojdestvo bilan
magic	joy	0.712	sehr
achievement	joy	0.712	muvaffaqiyat
yay	joy	0.712	vajjaj
holiday	joy	0.712	bayram
treasures	joy	0.712	xazinalar
luxury	joy	0.712	hashamat
bestfeeling	joy	0.712	eng yaxshi tuyg'u
intimate	joy	0.710	samimiy
soblessed	joy	0.706	yig'ladi
yaaay	joy	0.706	yaaay
rave	joy	0.706	maqtov
chuckle	joy	0.706	kulmoq
proud	joy	0.704	mag'rur
winning	joy	0.703	g'alaba qozonish
cherish	joy	0.703	qadrlash
goodnews	joy	0.703	xush habar
fuckyeah	joy	0.703	ha
optimism	joy	0.703	optimizm
amazingly	joy	0.703	hayratlanarli darajada
lovelife	joy	0.703	hayotni sevmoq
truelove	joy	0.703	haqiqiy sevgi
beautification	joy	0.703	obodonlashtirish
satisfying	joy	0.703	qoniqarli
appreciates	joy	0.703	qadrlaydi
cuddled	joy	0.703	quchoqlashgan
goodlife	joy	0.703	yaxshi hayot
gooood	joy	0.703	yaxshi
sweetest	joy	0.703	eng shirin
yaay	joy	0.700	ha
entertained	joy	0.700	qiziqarli
excite	joy	0.697	hayajonlantirish
newbeginnings	joy	0.693	yangi boshlanishlar
praisejesus	joy	0.691	maqtovlar Iso
birthday	joy	0.691	tug'ilgan kun
greatfriends	joy	0.688	buyuk do'stlar
adoration	joy	0.688	sajda qilish
godsend	joy	0.688	xudo
favorite	joy	0.688	sevimli
content	joy	0.688	mazmuni
entertaining	joy	0.688	qiziqarli
honored	joy	0.688	sharaflangan
metime	joy	0.688	vaqt
exquisite	joy	0.688	nafis
holidayseason	joy	0.688	dam olish mavsumi
thankyoujesus	joy	0.688	rahmat sizga Iso
angelic	joy	0.688	farishta
goodhealth	joy	0.682	salomatlik
majestic	joy	0.682	ulug'vor
luscious	joy	0.682	shirin
memoriesiwontforget	joy	0.682	xotiralar unutmaydi
bestfriends	joy	0.682	Yaqin do'stlar
precious	joy	0.682	qimmatli
appreciated	joy	0.682	qadrlanadi
exaltation	joy	0.682	yuksaltirish
smiled	joy	0.682	tabassum qildi
brightens	joy	0.682	yoritadi
tranquility	joy	0.679	xotirjamlik
marry	joy	0.676	uylanmoq
embrace	joy	0.676	quchoqlash
positively	joy	0.676	ijobiy
grin	joy	0.672	jilmayish
hug	joy	0.672	quchoqlash
hilarious	joy	0.672	kulgili
dearest	joy	0.672	eng azizim
contentment	joy	0.672	mamnunlik
accomplished	joy	0.672	bajarilgan
relaxation	joy	0.672	dam olish
bday	joy	0.672	tug'ilgan kun
enliven	joy	0.672	jonlantirish
weeeee	joy	0.672	vay
giggles	joy	0.672	kuladi
fulfilled	joy	0.667	bajarilgan
bountiful	joy	0.667	serob
victor	joy	0.667	g'olib
adore	joy	0.667	sevaman
boisterous	joy	0.667	shovqinli
fulfill	joy	0.664	bajarish
cuddles	joy	0.662	quchoqlashadi
prosperous	joy	0.660	obod
appreciation	joy	0.656	qadrlash
serenity	joy	0.656	xotirjamlik
happynewyear	joy	0.656	yangi Yil muborak
humor	joy	0.656	hazil
satisfy	joy	0.656	qondirish
besties	joy	0.656	azizlar
encouraged	joy	0.656	rag'batlantirildi
captivate	joy	0.656	maftun qilmoq
christmaseve	joy	0.656	Rojdestvo arafasi
glow	joy	0.656	porlash
romanticism	joy	0.656	romantizm
innerpeace	joy	0.656	ichki tinchlik
pleasant	joy	0.656	yoqimli
praises	joy	0.652	maqtaydi
abundance	joy	0.652	mo'l-ko'llik
fortunes	joy	0.652	boyliklar
engaged	joy	0.652	unashtirilgan
praised	joy	0.652	maqtadi
relaxing	joy	0.652	dam olish
treasure	joy	0.652	xazina
satisfaction	joy	0.652	qoniqish
nothingbetter	joy	0.647	yaxshiroq narsa
affection	joy	0.647	mehr
relieved	joy	0.647	yengillashgan
complement	joy	0.647	to'ldiruvchi
carnival	joy	0.643	karnaval
priceless	joy	0.641	bebaho
uplifting	joy	0.641	ko'taruvchi
sensuality	joy	0.641	shahvoniylik
saintly	joy	0.641	aziz
champion	joy	0.641	chempion
thanksgiving	joy	0.641	minnatdorchilik
harmoniously	joy	0.641	uyg'un holda
wedding	joy	0.641	to'y
achieve	joy	0.641	erishish
divine	joy	0.641	ilohiy
jackpot	joy	0.641	jekpot
honeymoon	joy	0.636	asal oyi
exalt	joy	0.636	yuksaltirish
twinkle	joy	0.636	miltillash
comforting	joy	0.636	tasalli beruvchi
felicity	joy	0.636	baxt
peaceful	joy	0.636	tinch
climax	joy	0.636	avj nuqtasi
winner	joy	0.636	g'olib
reverie	joy	0.636	xayolparastlik
yayy	joy	0.636	yahshi
cuddle	joy	0.636	quchoqlash
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	yulduzcha qarash
festival	joy	0.625	festival
sweet	joy	0.625	shirin
generosity	joy	0.625	saxiylik
brighter	joy	0.625	yorqinroq
praisegod	joy	0.625	xudoga hamd
gorgeous	joy	0.625	ajoyib
hearts	joy	0.625	yuraklar
amusing	joy	0.625	kulgili
fondness	joy	0.625	mehr
snuggling	joy	0.625	siqilish
reward	joy	0.625	sovrin
sex	joy	0.622	jinsiy aloqa
kind	joy	0.621	mehribon
genial	joy	0.621	samimiy
parade	joy	0.621	parad
applause	joy	0.621	qarsaklar
beauty	joy	0.621	go'zallik
fulfilling	joy	0.618	bajaruvchi
aspiring	joy	0.618	intiluvchan
newlife	joy	0.618	Yangi hayot
godbless	joy	0.616	Xudo panohida saqlasin
virtuous	joy	0.613	fazilatli
kiss	joy	0.610	o'pish
christmas	joy	0.609	Rojdestvo
rainbows	joy	0.609	kamalaklar
elegance	joy	0.609	nafislik
generous	joy	0.609	saxiy
super	joy	0.609	super
playful	joy	0.609	o'ynoqi
enlightenment	joy	0.609	ma'rifat
praiseworthy	joy	0.609	maqtovga sazovor
awards	joy	0.609	mukofotlari
adorable	joy	0.609	yoqimli
rekindle	joy	0.609	qayta yoqish
winnings	joy	0.609	yutuqlar
independence	joy	0.607	mustaqillik
amour	joy	0.607	ishqiboz
kindness	joy	0.606	mehribonlik
surprises	joy	0.606	kutilmagan hodisalar
heheh	joy	0.606	hehe
hilarity	joy	0.606	quvnoqlik
wonder	joy	0.606	hayrat
freely	joy	0.606	erkin
successful	joy	0.606	omadli
inspired	joy	0.606	ilhomlantirgan
onelove	joy	0.606	bir muhabbat
whimsical	joy	0.603	injiq
entertainment	joy	0.603	o'yin-kulgi
passion	joy	0.603	ehtiros
stressfree	joy	0.601	stresssiz
beautify	joy	0.601	go'zallashtirmoq
sunrise	joy	0.600	quyosh chiqishi
godisgood	joy	0.597	xudojo'y
goodmusic	joy	0.594	yaxshi musiqa
revere	joy	0.594	hurmat qilmoq
whoo	joy	0.594	voy
fanfare	joy	0.594	fanfar
inspire	joy	0.594	ilhomlantirmoq
angel	joy	0.594	farishta
thankgod	joy	0.594	Xudoga shukur
goodies	joy	0.594	shirinliklar
jesus	joy	0.594	Iso
accomplishment	joy	0.594	muvaffaqiyat
snuggled	joy	0.594	cho'kib ketdi
peacefully	joy	0.594	tinchgina
flirt	joy	0.594	noz-karashma
friendship	joy	0.591	do'stlik
singing	joy	0.591	kuylash
heroic	joy	0.591	qahramonlik
exalted	joy	0.591	yuksaltirdi
fortune	joy	0.591	boylik
highest	joy	0.591	eng yuqori
summer	joy	0.591	yoz
contented	joy	0.588	mamnun
rollicking	joy	0.588	dumalab yurish
overflowing	joy	0.588	to'lib toshgan
woot	joy	0.588	vay
accolade	joy	0.586	maqtov
hope	joy	0.586	umid
cozy	joy	0.583	qulay
delicious	joy	0.579	mazali
raving	joy	0.578	quvnoq
thelife	joy	0.578	hayot
darling	joy	0.578	azizim
sensuous	joy	0.578	hissiy
picturesque	joy	0.578	manzarali
friendly	joy	0.578	do'stona
everlasting	joy	0.578	abadiy
praise	joy	0.578	Maqtov
ambition	joy	0.578	ambitsiya
sparkle	joy	0.577	porlash
sensual	joy	0.576	shahvoniy
peace	joy	0.576	tinchlik
flattering	joy	0.576	xushomadgo'ylik
grace	joy	0.576	inoyat
luckygirl	joy	0.576	omadli qiz
heroism	joy	0.576	qahramonlik
succeeding	joy	0.576	muvaffaqiyatli
yeahhh	joy	0.576	hahh
special	joy	0.574	maxsus
livelife	joy	0.574	hayotni yasha
tantalizing	joy	0.572	jozibali
pumped	joy	0.567	pompalanadi
yey	joy	0.562	yey
surprise	joy	0.562	ajablanib
sunny	joy	0.562	quyoshli
prevail	joy	0.562	ustunlik qiladi
revels	joy	0.562	quvonadi
humorous	joy	0.562	hazilkash
sweets	joy	0.562	shirinliklar
liking	joy	0.562	yoqtirish
admirable	joy	0.562	tahsinga sazovor
superstar	joy	0.562	super yulduz
relax	joy	0.562	Rohatlaning
prosper	joy	0.562	gullab-yashnamoq
hero	joy	0.562	qahramon
hugs	joy	0.562	quchoqlaydi
worthwhile	joy	0.562	munosib
newyear	joy	0.561	Yangi yil
tenderness	joy	0.561	muloyimlik
bless	joy	0.561	baraka ber
favorable	joy	0.561	qulay
freedom	joy	0.561	erkinlik
masterpiece	joy	0.561	shoh asar
dreams	joy	0.559	orzular
hopeful	joy	0.559	umidvor
home	joy	0.559	uy
cruising	joy	0.556	kruiz
gracias	joy	0.554	rahmat
faithfulness	joy	0.553	sodiqlik
eagerness	joy	0.552	ishtiyoq
closeness	joy	0.552	yaqinlik
sunshine	joy	0.551	quyosh nuri
comfy	joy	0.551	qulay
vacation	joy	0.547	dam olish
celestial	joy	0.547	samoviy
good	joy	0.547	yaxshi
elite	joy	0.547	elita
illuminate	joy	0.547	yoritmoq
confidence	joy	0.547	ishonch
mistletoe	joy	0.547	ökse o'ti
daughter	joy	0.547	qizim
lifted	joy	0.547	ko'tarildi
goodmorning	joy	0.547	xayrli tong
zeal	joy	0.547	g'ayrat
gifts	joy	0.547	sovg'alar
gift	joy	0.547	sovg'a
astonishment	joy	0.547	hayrat
heart	joy	0.547	yurak
completion	joy	0.547	yakunlash
bonus	joy	0.547	bonus
charmed	joy	0.546	Maftun bo'ldim
dance	joy	0.545	raqsga tushish
sublime	joy	0.545	ulug'vor
recreation	joy	0.545	dam olish
encouragement	joy	0.545	rag'batlantirish
god	joy	0.545	xudo
gush	joy	0.545	oqish
freshstart	joy	0.544	yangi boshlanish
free	joy	0.544	ozod
savior	joy	0.543	qutqaruvchi
sanctuary	joy	0.541	muqaddas joy
grandchildren	joy	0.540	nevaralar
wellness	joy	0.537	salomatlik
revel	joy	0.534	zavqlanish
music	joy	0.531	musiqa
fab	joy	0.531	ajoyib
bridal	joy	0.531	kelinlik
soar	joy	0.531	uchmoq
alive	joy	0.531	tirik
money	joy	0.531	pul
soothing	joy	0.531	tinchlantiruvchi
serene	joy	0.531	tinch
holiness	joy	0.531	muqaddaslik
inspirational	joy	0.531	ilhomlantiruvchi
matrimony	joy	0.531	nikoh
dayoff	joy	0.531	Dam olish kuni
savor	joy	0.531	tatib ko'ring
vitality	joy	0.531	muhimlik
confident	joy	0.531	o'ziga ishongan
firstborn	joy	0.531	to'ng'ich
rainbow	joy	0.531	kamalak
liberation	joy	0.531	ozodlik
elegant	joy	0.530	oqlangan
mastery	joy	0.530	mahorat
glimmer	joy	0.530	yaltiroq
illumination	joy	0.530	yoritish
blossom	joy	0.530	gullash
warmth	joy	0.530	issiqlik
welcomed	joy	0.530	kutib oldi
treat	joy	0.529	davolash
faithful	joy	0.529	sodiq
snuggles	joy	0.522	siqiladi
laurels	joy	0.521	dafna
commendable	joy	0.519	maqtovga sazovor
succeed	joy	0.516	muvaffaqiyatga erishing
jingle	joy	0.516	jiringlamoq
zest	joy	0.516	lazzat
noschool	joy	0.516	maktab
brotherly	joy	0.516	birodarlik
silly	joy	0.516	ahmoq
abundant	joy	0.516	mo'l
fancy	joy	0.516	xayoliy
resplendent	joy	0.516	yorqin
strengthening	joy	0.516	mustahkamlash
presents	joy	0.516	sovg'alar
pride	joy	0.516	g'urur
almighty	joy	0.516	qudratli
powerful	joy	0.516	kuchli
aspire	joy	0.516	intilmoq
remarkable	joy	0.516	ajoyib
greeted	joy	0.516	salomlashdi
thanking	joy	0.515	rahmat
cutie	joy	0.515	shirinlik
kudos	joy	0.515	rahmat
therapeutic	joy	0.515	terapevtik
zen	joy	0.515	zen
coronation	joy	0.515	toj kiyish
complete	joy	0.515	to'liq
shining	joy	0.515	porlash
spirit	joy	0.515	ruh
princely	joy	0.515	knyazlik
vivid	joy	0.515	jonli
comfort	joy	0.515	qulaylik
leisure	joy	0.515	dam olish
reunited	joy	0.515	qayta birlashdi
kid	joy	0.515	bola
newme	joy	0.515	yangi
payday	joy	0.515	ish haqi kuni
animated	joy	0.515	jonlantirilgan
familytime	joy	0.515	oilaviy vaqt
relationship	joy	0.514	munosabat
godly	joy	0.514	xudojo'y
marriage	joy	0.514	nikoh
daymade	joy	0.514	kunlik
spouse	joy	0.507	turmush o'rtog'i
intimately	joy	0.507	yaqindan
respect	joy	0.500	hurmat
bloom	joy	0.500	gullash
purr	joy	0.500	purr
carefree	joy	0.500	beparvo
nature	joy	0.500	tabiat
encourage	joy	0.500	rag'batlantirish
soulful	joy	0.500	jonli
refreshed	joy	0.500	yangilangan
family	joy	0.500	oila
gem	joy	0.500	marvarid
meritorious	joy	0.500	sharafli
achieved	joy	0.500	erishilgan
motherhood	joy	0.500	onalik
holyspirit	joy	0.500	muqaddas ruh
surreal	joy	0.500	syurreal
charitable	joy	0.500	xayriya
teamjesus	joy	0.500	jamoa jesus
stressrelief	joy	0.500	stressdan xalos bo'lish
erotic	joy	0.500	erotik
inviting	joy	0.500	taklif qiluvchi
baby	joy	0.500	chaqaloq
dignity	joy	0.500	qadr-qimmat
satisfied	joy	0.500	mamnun
visionary	joy	0.500	ko'ruvchi
memorable	joy	0.500	esda qolarli
veracity	joy	0.500	haqiqat
healthy	joy	0.500	sog'lom
welcoming	joy	0.500	xush kelibsiz
diamond	joy	0.500	olmos
christ	joy	0.500	Masih
beach	joy	0.500	plyaj
accomplish	joy	0.500	bajarish
friends	joy	0.500	do'stlar
excel	joy	0.500	excel
health	joy	0.493	salomatlik
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	tasdiqlangan
oasis	joy	0.486	voha
liberty	joy	0.486	erkinlik
crowning	joy	0.485	toj kiyish
aspiration	joy	0.485	intilish
privileged	joy	0.485	imtiyozli
crescendo	joy	0.485	kreşendo
rapture	joy	0.485	jo'shqinlik
liberate	joy	0.485	ozod qilish
nocomplaints	joy	0.485	hech qanday shikoyatlar yo'q
prestige	joy	0.485	nufuz
bounty	joy	0.485	ne'mat
gentle	joy	0.485	muloyim
inseparable	joy	0.485	ajralmas
engaging	joy	0.485	jalb qiluvchi
loyal	joy	0.485	sodiq
betrothed	joy	0.485	unashtirilgan
transcendence	joy	0.484	transsendensiya
selfworth	joy	0.484	o'zini qadrlash
yummy	joy	0.484	mazali
datenight	joy	0.484	kun kechasi
destiny	joy	0.484	taqdir
heyday	joy	0.484	gullagan kun
aloha	joy	0.484	assalomu alaykum
desire	joy	0.484	istak
dream	joy	0.484	orzu
luck	joy	0.484	omad
fete	joy	0.484	bayram
trophy	joy	0.484	kubok
bouquet	joy	0.484	guldasta
chocolate	joy	0.484	shokolad
creativity	joy	0.484	ijodkorlik
boyfriend	joy	0.480	yigit
commemoration	joy	0.479	xotirlash
intelligence	joy	0.477	razvedka
readiness	joy	0.473	tayyorlik
friend	joy	0.471	do'st
bride	joy	0.471	kelin
enthusiast	joy	0.471	ishqiboz
lush	joy	0.470	yam-yashil
inheritance	joy	0.470	meros olish
soothe	joy	0.470	tinchlantirish
tickle	joy	0.470	qitiqlash
kiddo	joy	0.470	bolakay
nostalgia	joy	0.470	nostalji
massage	joy	0.470	massaj
calming	joy	0.470	tinchlantiruvchi
adventure	joy	0.470	sarguzasht
pretty	joy	0.469	go'zal
purring	joy	0.469	xirillash
eternal	joy	0.469	abadiy
humanitarian	joy	0.469	gumanitar
nurture	joy	0.469	tarbiyalash
giving	joy	0.469	berib
rest	joy	0.469	dam olish
getaway	joy	0.469	ta'tilga chiqmoq; qiyin holatdan chiqmoq
goals	joy	0.469	maqsadlar
pray	joy	0.469	ibodat qiling
bridegroom	joy	0.469	kuyov
heartily	joy	0.469	chin dildan
luster	joy	0.469	yaltiroqlik
bonding	joy	0.469	bog'lash
princess	joy	0.469	malika
amicable	joy	0.469	do'stona
benevolence	joy	0.469	xayrixohlik
child	joy	0.466	bola
salutary	joy	0.465	salomatlik
invite	joy	0.457	taklif qiling
beam	joy	0.456	nur
reminiscing	joy	0.456	eslash
befriend	joy	0.455	do'stlash
aesthetics	joy	0.455	estetika
friday	joy	0.455	juma
freshair	joy	0.455	toza havo
ceremony	joy	0.455	marosim
kindred	joy	0.455	qarindosh
mindfulness	joy	0.455	hushyorlik
sonice	joy	0.455	Juda ajoyib
elevation	joy	0.455	balandlik
tropical	joy	0.455	tropik
scholarship	joy	0.455	stipendiya
hee	joy	0.455	he
noworries	joy	0.453	hech qisi yo'q; tashvishga o'rin yo'q
allure	joy	0.453	jozibali
approve	joy	0.453	ma'qullash
scenery	joy	0.453	manzara
waterfall	joy	0.453	sharshara
vindication	joy	0.453	oqlash
namaste	joy	0.453	namaste
commemorate	joy	0.453	xotirlash
faith	joy	0.453	imon
birth	joy	0.453	tug'ilish
forgiveness	joy	0.453	kechirimlilik
journey	joy	0.447	sayohat
meditation	joy	0.446	meditatsiya
relaxed	joy	0.442	tinchlandi
present	joy	0.441	hozir
weekend	joy	0.441	hafta oxiri
tender	joy	0.441	tender
tranquil	joy	0.441	tinch
lyrical	joy	0.439	lirik
sharing	joy	0.439	almashish
esteem	joy	0.439	hurmat
nostalgic	joy	0.439	nostaljik
prayer	joy	0.439	ibodat
righteousness	joy	0.439	solihlik
husband	joy	0.438	er
relief	joy	0.438	yengillik
strength	joy	0.438	kuch
mighty	joy	0.438	qudratli
unbeaten	joy	0.438	mag'lubiyatsiz
eager	joy	0.438	ishtiyoqli
share	joy	0.438	baham ko'ring
newday	joy	0.438	yangi kun
sonnet	joy	0.438	sonet
meditate	joy	0.438	meditatsiya qiling
life	joy	0.438	hayot
winterbreak	joy	0.429	qishki ta'til
warm	joy	0.429	issiq
movingforward	joy	0.429	oldinga siljish
