English Word	Emotion	Emotion-Intensity-Score	Chichewa Word
yesss	joy	0.797	eya
dancing	joy	0.797	kuvina
success	joy	0.797	kupambana
grateful	joy	0.789	woyamikira
amuse	joy	0.788	zosangalatsa
splendor	joy	0.788	ulemerero
happy	joy	0.788	wokondwa
fun	joy	0.788	zosangalatsa
giggling	joy	0.781	kuseka
glad	joy	0.781	wokondwa
glorify	joy	0.781	lemekezani
radiant	joy	0.781	chowala
beautiful	joy	0.781	wokongola
solucky	joy	0.781	wachisoni
sothankful	joy	0.781	wothokoza
enchanted	joy	0.781	kulodzedwa
romance	joy	0.779	chikondi
perfection	joy	0.779	ungwiro
christmassy	joy	0.779	Khrisimasi
heavens	joy	0.779	kumwamba
thrilling	joy	0.776	osangalatsa
lovable	joy	0.773	okondeka
congrats	joy	0.773	zikomo
fiesta	joy	0.773	fiesta
entertain	joy	0.773	sangalatsa
happyvalentinesday	joy	0.773	happyvalentinesday
miraculous	joy	0.773	zodabwitsa
cheers	joy	0.773	cheers
cheered	joy	0.773	anasangalala
positivity	joy	0.773	zabwino
funday	joy	0.772	funday
enjoying	joy	0.771	kusangalala
lifeisgood	joy	0.766	moyo wabwino
amused	joy	0.766	woseketsa
goodfeeling	joy	0.766	kumva bwino
christmasspirit	joy	0.766	khirisimasi
cuddling	joy	0.766	kukumbatirana
smiles	joy	0.766	kumwetulira
sosweet	joy	0.766	zabwino kwambiri
thebest	joy	0.766	bwino kwambiri
party	joy	0.765	phwando
delight	joy	0.765	chisangalalo
orgasm	joy	0.765	orgasm
positive	joy	0.761	zabwino
sweetheart	joy	0.758	wokondedwa
enlighten	joy	0.758	unikira
cheerfulness	joy	0.758	chisangalalo
miracles	joy	0.758	zozizwitsa
giddy	joy	0.757	gidi
christmastime	joy	0.757	nthawi ya Khrisimasi
gratify	joy	0.750	sangalalani
greatness	joy	0.750	ukulu
friendliness	joy	0.750	mwaubwenzi
blessings	joy	0.750	madalitso
laughs	joy	0.750	amaseka
tistheseason	joy	0.750	titheseason
smile	joy	0.750	kumwetulira
pleasing	joy	0.750	zokondweretsa
romantic	joy	0.750	zachikondi
happyholidays	joy	0.750	masiku osangalala
frolic	joy	0.748	kusangalala
jubilee	joy	0.742	chisangalalo
miracle	joy	0.742	chozizwitsa
enthusiasm	joy	0.742	changu
selflove	joy	0.742	kudzikonda
triumph	joy	0.742	kupambana
magical	joy	0.742	zamatsenga
rewarding	joy	0.742	zopindulitsa
goodvibes	joy	0.742	zabwino
positiveenergy	joy	0.742	positiveenergy
feelgood	joy	0.736	kumva bwino
prosperity	joy	0.735	kulemera
behappy	joy	0.734	Sangalalani
admiration	joy	0.734	kusilira
passionate	joy	0.734	wokonda
goodday	joy	0.734	tsiku labwino
luxurious	joy	0.734	wapamwamba
tgif	joy	0.734	tgif
victory	joy	0.734	chigonjetso
feelinggood	joy	0.734	kumva bwino
enchant	joy	0.734	matsenga
greatnight	joy	0.734	usiku wabwino
vivacious	joy	0.734	zamoyo
glorification	joy	0.733	ulemerero
sing	joy	0.729	yimba
glowing	joy	0.729	chowala
yessss	joy	0.728	yesss
fulfillment	joy	0.728	kukwaniritsidwa
breathtaking	joy	0.728	chopumira
thankful	joy	0.727	wothokoza
cheery	joy	0.727	chisangalalo
santa	joy	0.727	santa
hurrah	joy	0.727	hure
christmasbreak	joy	0.727	Khirisimasi
win	joy	0.727	kupambana
atpeace	joy	0.727	mtendere
award	joy	0.727	mphoto
merry	joy	0.727	chisangalalo
inspiration	joy	0.725	kudzoza
radiance	joy	0.725	kuwala
pleased	joy	0.725	wokondwa
uplift	joy	0.723	kweza
optimistic	joy	0.723	woyembekezera
heaven	joy	0.721	kumwamba
lucky	joy	0.721	mwayi
godisgreat	joy	0.721	godigreat
holidays	joy	0.721	tchuthi
thrill	joy	0.721	chisangalalo
congratulatory	joy	0.719	zabwino
thriving	joy	0.719	akuyenda bwino
amusement	joy	0.719	zosangalatsa
perfect	joy	0.719	wangwiro
lover	joy	0.719	wokonda
xmas	joy	0.719	xmas
heartfelt	joy	0.719	kuchokera pansi pamtima
utopian	joy	0.719	utopian
lovely	joy	0.719	okondeka
harmony	joy	0.719	mgwirizano
praising	joy	0.719	kuyamika
brighten	joy	0.719	owala
luckiest	joy	0.712	mwayi kwambiri
merrychristmas	joy	0.712	Khrisimasi yabwino
magic	joy	0.712	matsenga
achievement	joy	0.712	kupindula
yay	joy	0.712	Pamenepo
holiday	joy	0.712	tchuthi
treasures	joy	0.712	chuma
luxury	joy	0.712	zapamwamba
bestfeeling	joy	0.712	kumva bwino
intimate	joy	0.710	wapamtima
soblessed	joy	0.706	wokhumudwa
yaaay	joy	0.706	ayi
rave	joy	0.706	rave
chuckle	joy	0.706	seka
proud	joy	0.704	wonyada
winning	joy	0.703	kupambana
cherish	joy	0.703	samalira
goodnews	joy	0.703	uthenga wabwino
fuckyeah	joy	0.703	fukya
optimism	joy	0.703	chiyembekezo
amazingly	joy	0.703	modabwitsa
lovelife	joy	0.703	moyo wachikondi
truelove	joy	0.703	chikondi chowona
beautification	joy	0.703	kukongoletsa
satisfying	joy	0.703	zokhutiritsa
appreciates	joy	0.703	amayamikira
cuddled	joy	0.703	kukumbatirana
goodlife	joy	0.703	moyo wabwino
gooood	joy	0.703	zabwino
sweetest	joy	0.703	okoma kwambiri
yaay	joy	0.700	ayi
entertained	joy	0.700	kusangalatsidwa
excite	joy	0.697	sangalatsa
newbeginnings	joy	0.693	zatsopano
praisejesus	joy	0.691	lemekezani Yesu
birthday	joy	0.691	tsiku lobadwa
greatfriends	joy	0.688	abwenzi aakulu
adoration	joy	0.688	kupembedza
godsend	joy	0.688	mulungu
favorite	joy	0.688	wokondedwa
content	joy	0.688	zomwe zili
entertaining	joy	0.688	zosangalatsa
honored	joy	0.688	kulemekezedwa
metime	joy	0.688	nthawi
exquisite	joy	0.688	wokongola
holidayseason	joy	0.688	tchuthi
thankyoujesus	joy	0.688	zikomo Yesu
angelic	joy	0.688	zaungelo
goodhealth	joy	0.682	thanzi labwino
majestic	joy	0.682	zazikulu
luscious	joy	0.682	zokonda
memoriesiwontforget	joy	0.682	kukumbukiranso kuyiwala
bestfriends	joy	0.682	abwenzi apamtima
precious	joy	0.682	zamtengo wapatali
appreciated	joy	0.682	kuyamikiridwa
exaltation	joy	0.682	kukwezedwa
smiled	joy	0.682	kumwetulira
brightens	joy	0.682	kuwala
tranquility	joy	0.679	bata
marry	joy	0.676	kukwatira
embrace	joy	0.676	kukumbatira
positively	joy	0.676	bwino
grin	joy	0.672	kulira
hug	joy	0.672	kukumbatirana
hilarious	joy	0.672	zoseketsa
dearest	joy	0.672	wokondedwa kwambiri
contentment	joy	0.672	kukhutira
accomplished	joy	0.672	zakwaniritsidwa
relaxation	joy	0.672	kupumula
bday	joy	0.672	tsiku
enliven	joy	0.672	patsa moyo
weeeee	joy	0.672	weeeee
giggles	joy	0.672	kuseka
fulfilled	joy	0.667	kukwaniritsidwa
bountiful	joy	0.667	zambiri
victor	joy	0.667	victor
adore	joy	0.667	kupembedza
boisterous	joy	0.667	zaphokoso
fulfill	joy	0.664	kukwaniritsa
cuddles	joy	0.662	kukumbatirana
prosperous	joy	0.660	wolemera
appreciation	joy	0.656	kuyamikira
serenity	joy	0.656	bata
happynewyear	joy	0.656	chaka chabwino chatsopano
humor	joy	0.656	nthabwala
satisfy	joy	0.656	kwaniritsa
besties	joy	0.656	zabwino
encouraged	joy	0.656	kulimbikitsidwa
captivate	joy	0.656	gwira
christmaseve	joy	0.656	nyengo yakhirisimasi
glow	joy	0.656	kuwala
romanticism	joy	0.656	chikondi
innerpeace	joy	0.656	mtendere
pleasant	joy	0.656	zosangalatsa
praises	joy	0.652	kuyamika
abundance	joy	0.652	kuchuluka
fortunes	joy	0.652	mwayi
engaged	joy	0.652	chinkhoswe
praised	joy	0.652	kuyamika
relaxing	joy	0.652	kupumula
treasure	joy	0.652	chuma
satisfaction	joy	0.652	kukhutitsidwa
nothingbetter	joy	0.647	palibe chabwino
affection	joy	0.647	chikondi
relieved	joy	0.647	kumasuka
complement	joy	0.647	wowonjezera
carnival	joy	0.643	carnival
priceless	joy	0.641	zamtengo wapatali
uplifting	joy	0.641	kukweza
sensuality	joy	0.641	chiwerewere
saintly	joy	0.641	woyera
champion	joy	0.641	ngwazi
thanksgiving	joy	0.641	kuthokoza
harmoniously	joy	0.641	mogwirizana
wedding	joy	0.641	ukwati
achieve	joy	0.641	kukwaniritsa
divine	joy	0.641	zaumulungu
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	tchuthi chaukwati
exalt	joy	0.636	kwezani
twinkle	joy	0.636	kuthwanima
comforting	joy	0.636	otonthoza
felicity	joy	0.636	chisangalalo
peaceful	joy	0.636	wamtendere
climax	joy	0.636	pachimake
winner	joy	0.636	wopambana
reverie	joy	0.636	reverie
yayy	joy	0.636	ayi
cuddle	joy	0.636	kukumbatira
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	kuyang'ana nyenyezi
festival	joy	0.625	chikondwerero
sweet	joy	0.625	okoma
generosity	joy	0.625	kuwolowa manja
brighter	joy	0.625	chowala
praisegod	joy	0.625	praisegod
gorgeous	joy	0.625	zokongola
hearts	joy	0.625	mitima
amusing	joy	0.625	zoseketsa
fondness	joy	0.625	kukonda
snuggling	joy	0.625	kugwedeza
reward	joy	0.625	mphotho
sex	joy	0.622	kugonana
kind	joy	0.621	okoma mtima
genial	joy	0.621	genial
parade	joy	0.621	parade
applause	joy	0.621	kuwomba m’manja
beauty	joy	0.621	kukongola
fulfilling	joy	0.618	kukwaniritsa
aspiring	joy	0.618	kufuna
newlife	joy	0.618	moyo watsopano
godbless	joy	0.616	Mulungu adalitse
virtuous	joy	0.613	wabwino
kiss	joy	0.610	kupsopsona
christmas	joy	0.609	Khrisimasi
rainbows	joy	0.609	utawaleza
elegance	joy	0.609	kukongola
generous	joy	0.609	wowolowa manja
super	joy	0.609	wapamwamba
playful	joy	0.609	wosewera
enlightenment	joy	0.609	kuzindikira
praiseworthy	joy	0.609	kuyamikiridwa
awards	joy	0.609	mphoto
adorable	joy	0.609	wokongola
rekindle	joy	0.609	kuyatsanso
winnings	joy	0.609	zopambana
independence	joy	0.607	kudziimira
amour	joy	0.607	chikondi
kindness	joy	0.606	kukoma mtima
surprises	joy	0.606	zodabwitsa
heheh	joy	0.606	heheh
hilarity	joy	0.606	chisangalalo
wonder	joy	0.606	zodabwitsa
freely	joy	0.606	mwaufulu
successful	joy	0.606	wopambana
inspired	joy	0.606	owuziridwa
onelove	joy	0.606	chikondi chimodzi
whimsical	joy	0.603	zoseketsa
entertainment	joy	0.603	zosangalatsa
passion	joy	0.603	chilakolako
stressfree	joy	0.601	wopanda nkhawa
beautify	joy	0.601	kukongoletsa
sunrise	joy	0.600	kutuluka kwa dzuwa
godisgood	joy	0.597	zabwino
goodmusic	joy	0.594	nyimbo zabwino
revere	joy	0.594	ulemu
whoo	joy	0.594	uwu
fanfare	joy	0.594	fani
inspire	joy	0.594	limbikitsa
angel	joy	0.594	mngelo
thankgod	joy	0.594	Tiyamike ambuye
goodies	joy	0.594	zabwino
jesus	joy	0.594	yesu
accomplishment	joy	0.594	kukwaniritsa
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	mwamtendere
flirt	joy	0.594	kukopana
friendship	joy	0.591	ubwenzi
singing	joy	0.591	kuimba
heroic	joy	0.591	ngwazi
exalted	joy	0.591	kukwezedwa
fortune	joy	0.591	mwayi
highest	joy	0.591	apamwamba
summer	joy	0.591	chirimwe
contented	joy	0.588	wokhutira
rollicking	joy	0.588	kugudubuzika
overflowing	joy	0.588	kusefukira
woot	joy	0.588	uwu
accolade	joy	0.586	kuyamikira
hope	joy	0.586	chiyembekezo
cozy	joy	0.583	wokoma
delicious	joy	0.579	chokoma
raving	joy	0.578	raving
thelife	joy	0.578	moyo
darling	joy	0.578	wokondedwa
sensuous	joy	0.578	wokhudzika mtima
picturesque	joy	0.578	zokongola
friendly	joy	0.578	waubwenzi
everlasting	joy	0.578	kwamuyaya
praise	joy	0.578	kuyamika
ambition	joy	0.578	chilakolako
sparkle	joy	0.577	kunyezimira
sensual	joy	0.576	zathupi
peace	joy	0.576	mtendere
flattering	joy	0.576	wokometsera
grace	joy	0.576	chisomo
luckygirl	joy	0.576	mtsikana wamwayi
heroism	joy	0.576	ngwazi
succeeding	joy	0.576	kupambana
yeahhh	joy	0.576	uwu
special	joy	0.574	wapadera
livelife	joy	0.574	moyo
tantalizing	joy	0.572	chosangalatsa
pumped	joy	0.567	kupopedwa
yey	joy	0.562	ayi
surprise	joy	0.562	zodabwitsa
sunny	joy	0.562	dzuwa
prevail	joy	0.562	kupambana
revels	joy	0.562	zosangalatsa
humorous	joy	0.562	oseketsa
sweets	joy	0.562	maswiti
liking	joy	0.562	kukonda
admirable	joy	0.562	chosiririka
superstar	joy	0.562	nyenyezi
relax	joy	0.562	Khazikani mtima pansi
prosper	joy	0.562	bwino
hero	joy	0.562	ngwazi
hugs	joy	0.562	kukumbatirana
worthwhile	joy	0.562	zaphindu
newyear	joy	0.561	chaka chatsopano
tenderness	joy	0.561	kukoma mtima
bless	joy	0.561	dalitsani
favorable	joy	0.561	zabwino
freedom	joy	0.561	ufulu
masterpiece	joy	0.561	chaluso
dreams	joy	0.559	maloto
hopeful	joy	0.559	wachiyembekezo
home	joy	0.559	kunyumba
cruising	joy	0.556	kuyenda panyanja
gracias	joy	0.554	chisomo
faithfulness	joy	0.553	kukhulupirika
eagerness	joy	0.552	changu
closeness	joy	0.552	kuyandikira
sunshine	joy	0.551	dzuwa
comfy	joy	0.551	zabwino
vacation	joy	0.547	tchuthi
celestial	joy	0.547	wakumwamba
good	joy	0.547	zabwino
elite	joy	0.547	osankhika
illuminate	joy	0.547	aunikire
confidence	joy	0.547	chidaliro
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	mwana wamkazi
lifted	joy	0.547	kukwezedwa
goodmorning	joy	0.547	m'mawa wabwino
zeal	joy	0.547	changu
gifts	joy	0.547	mphatso
gift	joy	0.547	mphatso
astonishment	joy	0.547	kudabwa
heart	joy	0.547	mtima
completion	joy	0.547	kumaliza
bonus	joy	0.547	bonasi
charmed	joy	0.546	Chezetsedwa
dance	joy	0.545	gule
sublime	joy	0.545	wapamwamba
recreation	joy	0.545	zosangalatsa
encouragement	joy	0.545	chilimbikitso
god	joy	0.545	mulungu
gush	joy	0.545	gush
freshstart	joy	0.544	chiyambi
free	joy	0.544	mfulu
savior	joy	0.543	mpulumutsi
sanctuary	joy	0.541	malo opatulika
grandchildren	joy	0.540	adzukulu
wellness	joy	0.537	thanzi
revel	joy	0.534	chisangalalo
music	joy	0.531	nyimbo
fab	joy	0.531	Fab
bridal	joy	0.531	mkwatibwi
soar	joy	0.531	kukwera
alive	joy	0.531	moyo
money	joy	0.531	ndalama
soothing	joy	0.531	otonthoza
serene	joy	0.531	wodekha
holiness	joy	0.531	chiyero
inspirational	joy	0.531	zolimbikitsa
matrimony	joy	0.531	ukwati
dayoff	joy	0.531	tsiku lopuma
savor	joy	0.531	fungo
vitality	joy	0.531	mphamvu
confident	joy	0.531	wodzidalira
firstborn	joy	0.531	woyamba kubadwa
rainbow	joy	0.531	utawaleza
liberation	joy	0.531	kumasulidwa
elegant	joy	0.530	zokongola
mastery	joy	0.530	ukatswiri
glimmer	joy	0.530	chonyezimira
illumination	joy	0.530	kuunikira
blossom	joy	0.530	duwa
warmth	joy	0.530	kutentha
welcomed	joy	0.530	kulandilidwa
treat	joy	0.529	chithandizo
faithful	joy	0.529	okhulupirika
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laurels
commendable	joy	0.519	choyamikirika
succeed	joy	0.516	kupambana
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	sukulu
brotherly	joy	0.516	abale
silly	joy	0.516	wopusa
abundant	joy	0.516	zambiri
fancy	joy	0.516	wapamwamba
resplendent	joy	0.516	wowala
strengthening	joy	0.516	kulimbikitsa
presents	joy	0.516	mphatso
pride	joy	0.516	kunyada
almighty	joy	0.516	wamphamvuyonse
powerful	joy	0.516	wamphamvu
aspire	joy	0.516	funa
remarkable	joy	0.516	chodabwitsa
greeted	joy	0.516	moni
thanking	joy	0.515	kuthokoza
cutie	joy	0.515	cutie
kudos	joy	0.515	kudos
therapeutic	joy	0.515	achire
zen	joy	0.515	zeni
coronation	joy	0.515	kuveka ufumu
complete	joy	0.515	wathunthu
shining	joy	0.515	kuwala
spirit	joy	0.515	mzimu
princely	joy	0.515	mwachifumu
vivid	joy	0.515	zomveka
comfort	joy	0.515	chitonthozo
leisure	joy	0.515	nthawi yopuma
reunited	joy	0.515	kukumananso
kid	joy	0.515	mwana
newme	joy	0.515	watsopano
payday	joy	0.515	tsiku lolipira
animated	joy	0.515	zamoyo
familytime	joy	0.515	nthawi yabanja
relationship	joy	0.514	ubale
godly	joy	0.514	waumulungu
marriage	joy	0.514	ukwati
daymade	joy	0.514	zamasiku
spouse	joy	0.507	mkazi
intimately	joy	0.507	mwachikondi
respect	joy	0.500	ulemu
bloom	joy	0.500	pachimake
purr	joy	0.500	purr
carefree	joy	0.500	osasamala
nature	joy	0.500	chilengedwe
encourage	joy	0.500	limbikitsa
soulful	joy	0.500	wamoyo
refreshed	joy	0.500	wotsitsimula
family	joy	0.500	banja
gem	joy	0.500	mwala
meritorious	joy	0.500	zabwino
achieved	joy	0.500	zatheka
motherhood	joy	0.500	umayi
holyspirit	joy	0.500	mzimu woyera
surreal	joy	0.500	surreal
charitable	joy	0.500	wachifundo
teamjesus	joy	0.500	timu yesu
stressrelief	joy	0.500	kuchepetsa nkhawa
erotic	joy	0.500	zokopa
inviting	joy	0.500	kuitana
baby	joy	0.500	mwana
dignity	joy	0.500	ulemu
satisfied	joy	0.500	kukhutitsidwa
visionary	joy	0.500	wamasomphenya
memorable	joy	0.500	wosaiŵalika
veracity	joy	0.500	zoona
healthy	joy	0.500	wathanzi
welcoming	joy	0.500	kulandira
diamond	joy	0.500	diamondi
christ	joy	0.500	khristu
beach	joy	0.500	nyanja
accomplish	joy	0.500	kukwaniritsa
friends	joy	0.500	abwenzi
excel	joy	0.500	kupambana
health	joy	0.493	thanzi
aura	joy	0.493	aura
yehey	joy	0.486	ayi
approved	joy	0.486	kuvomerezedwa
oasis	joy	0.486	oasis
liberty	joy	0.486	ufulu
crowning	joy	0.485	kuvala korona
aspiration	joy	0.485	chilakolako
privileged	joy	0.485	mwayi
crescendo	joy	0.485	crescendo
rapture	joy	0.485	mkwatulo
liberate	joy	0.485	kumasula
nocomplaints	joy	0.485	palibe madandaulo
prestige	joy	0.485	kutchuka
bounty	joy	0.485	ubwino
gentle	joy	0.485	wodekha
inseparable	joy	0.485	osalekanitsidwa
engaging	joy	0.485	kuchitapo kanthu
loyal	joy	0.485	okhulupirika
betrothed	joy	0.485	wokwatiwa
transcendence	joy	0.484	kudutsa
selfworth	joy	0.484	kudzikonda
yummy	joy	0.484	zabwino
datenight	joy	0.484	usiku
destiny	joy	0.484	tsogolo
heyday	joy	0.484	tsiku labwino
aloha	joy	0.484	lowa
desire	joy	0.484	chilakolako
dream	joy	0.484	loto
luck	joy	0.484	mwayi
fete	joy	0.484	fete
trophy	joy	0.484	chikho
bouquet	joy	0.484	maluwa
chocolate	joy	0.484	chokoleti
creativity	joy	0.484	luso
boyfriend	joy	0.480	chibwenzi
commemoration	joy	0.479	chikumbutso
intelligence	joy	0.477	nzeru
readiness	joy	0.473	kukonzekera
friend	joy	0.471	bwenzi
bride	joy	0.471	mkwatibwi
enthusiast	joy	0.471	wokonda
lush	joy	0.470	zobiriwira
inheritance	joy	0.470	cholowa
soothe	joy	0.470	kutonthoza
tickle	joy	0.470	kuseketsa
kiddo	joy	0.470	mwana
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	kutikita minofu
calming	joy	0.470	wodekha
adventure	joy	0.470	ulendo
pretty	joy	0.469	wokongola
purring	joy	0.469	purring
eternal	joy	0.469	wamuyaya
humanitarian	joy	0.469	wothandiza anthu
nurture	joy	0.469	kulera
giving	joy	0.469	kupereka
rest	joy	0.469	kupuma
getaway	joy	0.469	chokanipo
goals	joy	0.469	zolinga
pray	joy	0.469	pempherani
bridegroom	joy	0.469	mkwati
heartily	joy	0.469	ndi mtima wonse
luster	joy	0.469	kuwala
bonding	joy	0.469	kugwirizana
princess	joy	0.469	mwana wamfumu
amicable	joy	0.469	mwamtendere
benevolence	joy	0.469	chifundo
child	joy	0.466	mwana
salutary	joy	0.465	zabwino
invite	joy	0.457	kuitana
beam	joy	0.456	mtengo
reminiscing	joy	0.456	kukumbukira
befriend	joy	0.455	bwenzi
aesthetics	joy	0.455	zokongola
friday	joy	0.455	lachisanu
freshair	joy	0.455	mpweya wabwino
ceremony	joy	0.455	mwambo
kindred	joy	0.455	achibale
mindfulness	joy	0.455	kulingalira
sonice	joy	0.455	sonice
elevation	joy	0.455	kukwera
tropical	joy	0.455	otentha
scholarship	joy	0.455	maphunziro
hee	joy	0.455	hee
noworries	joy	0.453	Osadandaula
allure	joy	0.453	kukopa
approve	joy	0.453	vomereza
scenery	joy	0.453	zokongola
waterfall	joy	0.453	mathithi
vindication	joy	0.453	kutsimikizira
namaste	joy	0.453	namaste
commemorate	joy	0.453	chikumbutso
faith	joy	0.453	chikhulupiriro
birth	joy	0.453	kubadwa
forgiveness	joy	0.453	chikhululukiro
journey	joy	0.447	ulendo
meditation	joy	0.446	kusinkhasinkha
relaxed	joy	0.442	womasuka
present	joy	0.441	kupezeka
weekend	joy	0.441	sabata
tender	joy	0.441	wachifundo
tranquil	joy	0.441	bata
lyrical	joy	0.439	nyimbo
sharing	joy	0.439	kugawana
esteem	joy	0.439	ulemu
nostalgic	joy	0.439	nostalgic
prayer	joy	0.439	pemphero
righteousness	joy	0.439	chilungamo
husband	joy	0.438	mwamuna
relief	joy	0.438	mpumulo
strength	joy	0.438	mphamvu
mighty	joy	0.438	wamphamvu
unbeaten	joy	0.438	wosagonja
eager	joy	0.438	mwachidwi
share	joy	0.438	kugawana
newday	joy	0.438	tsiku latsopano
sonnet	joy	0.438	sonnet
meditate	joy	0.438	sinkhasinkha
life	joy	0.438	moyo
winterbreak	joy	0.429	nyengo yozizira
warm	joy	0.429	kutentha
movingforward	joy	0.429	kupita patsogolo
buddy	joy	0.427	bwanawe
oneness	joy	0.426	umodzi
unconstrained	joy	0.424	wosaumirizidwa
amen	joy	0.424	amene
reverence	joy	0.424	ulemu
healthful	joy	0.424	wathanzi
thelittlethings	joy	0.424	zinthu zazing'ono
medal	joy	0.424	mendulo
unsurpassed	joy	0.424	osapambana
candlelight	joy	0.424	kuyatsa kandulo
carols	joy	0.424	nyimbo
ejaculation	joy	0.424	kutulutsa umuna
beginnings	joy	0.422	zoyambira
sledding	joy	0.422	sledding
graduation	joy	0.422	kumaliza maphunziro
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	kumasuka
symphony	joy	0.422	symphony
wealth	joy	0.422	chuma
helpful	joy	0.422	zothandiza
musical	joy	0.422	zanyimbo
glitter	joy	0.422	chonyezimira
calmness	joy	0.422	bata
energy	joy	0.422	mphamvu
safe	joy	0.422	otetezeka
nostress	joy	0.421	nostress
soundness	joy	0.421	zabwino
promise	joy	0.415	lonjezo
reunite	joy	0.414	gwirizananso
mother	joy	0.412	amayi
salvation	joy	0.412	chipulumutso
poems	joy	0.412	ndakatulo
clown	joy	0.409	wojambula
lavender	joy	0.409	lavenda
immaculate	joy	0.409	wopanda chilema
purify	joy	0.409	yeretsani
inauguration	joy	0.409	kutsegulira
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	chepetsa
travel	joy	0.409	kuyenda
cash	joy	0.406	ndalama
companion	joy	0.406	bwenzi
live	joy	0.406	moyo
opportune	joy	0.406	mwayi
completing	joy	0.406	kumaliza
charity	joy	0.406	zachifundo
heal	joy	0.406	chiritsa
star	joy	0.406	nyenyezi
wishing	joy	0.406	kufuna
flowers	joy	0.406	maluwa
income	joy	0.403	ndalama
soul	joy	0.401	moyo
munchies	joy	0.400	munchies
emancipation	joy	0.397	kumasulidwa
indescribable	joy	0.397	zosafotokozedwa
progress	joy	0.397	kupita patsogolo
equality	joy	0.394	kufanana
childhood	joy	0.394	ubwana
together	joy	0.394	pamodzi
rhythmical	joy	0.394	wanyimbo
fullness	joy	0.394	chidzalo
calm	joy	0.394	bata
hammock	joy	0.394	hammock
picnic	joy	0.394	pikiniki
movies	joy	0.393	mafilimu
zealous	joy	0.393	wachangu
playground	joy	0.391	bwalo lamasewera
affluence	joy	0.391	kulemera
warms	joy	0.391	kutentha
choir	joy	0.391	kwaya
littlethings	joy	0.391	zinthu zazing'ono
auspicious	joy	0.391	zabwino
meaningful	joy	0.391	zatanthauzo
adventures	joy	0.391	ulendo
goofy	joy	0.391	goofy
starry	joy	0.391	nyenyezi
humanity	joy	0.391	umunthu
gesture	joy	0.387	manja
witty	joy	0.382	wanzeru
vow	joy	0.382	lumbiro
shopping	joy	0.382	kugula
vibes	joy	0.379	mavibe
worship	joy	0.379	kulambira
jump	joy	0.379	kulumpha
communion	joy	0.379	mgonero
reverend	joy	0.377	m'busa
rising	joy	0.375	kuwuka
advance	joy	0.375	patsogolo
beaches	joy	0.375	magombe
sonorous	joy	0.375	sonorous
courtship	joy	0.375	chibwenzi
