English Word	Emotion	Emotion-Intensity-Score	Lithuanian Word
independence	joy	0.607	nepriklausomybę
amour	joy	0.607	meilė
kindness	joy	0.606	gerumas
surprises	joy	0.606	netikėtumai
heheh	joy	0.606	hehe
hilarity	joy	0.606	linksmumas
wonder	joy	0.606	stebuklas
freely	joy	0.606	laisvai
successful	joy	0.606	sėkmingas
inspired	joy	0.606	Įkvėptas
onelove	joy	0.606	viena meilė
whimsical	joy	0.603	įnoringas
entertainment	joy	0.603	pramogos
passion	joy	0.603	aistra
stressfree	joy	0.601	be streso
beautify	joy	0.601	pagražinti
sunrise	joy	0.600	saulėtekis
godisgood	joy	0.597	Dievas yra geras
goodmusic	joy	0.594	gera muzika
revere	joy	0.594	gerbti
whoo	joy	0.594	oho
fanfare	joy	0.594	fanfaros
inspire	joy	0.594	įkvėpti
angel	joy	0.594	angelas
thankgod	joy	0.594	ačiū Dievui
goodies	joy	0.594	gėrybės
jesus	joy	0.594	Jėzus
accomplishment	joy	0.594	pasiekimas
snuggled	joy	0.594	prisiglaudęs
peacefully	joy	0.594	taikiai
flirt	joy	0.594	flirtuoti
friendship	joy	0.591	Draugystė
singing	joy	0.591	dainavimas
heroic	joy	0.591	herojiškas
exalted	joy	0.591	išaukštintas
fortune	joy	0.591	turtas
highest	joy	0.591	aukščiausias
summer	joy	0.591	vasara
contented	joy	0.588	patenkintas
rollicking	joy	0.588	riedantis
overflowing	joy	0.588	perpildytas
woot	joy	0.588	woot
accolade	joy	0.586	pagyrimas
hope	joy	0.586	viltis
cozy	joy	0.583	jaukus
delicious	joy	0.579	skanus
raving	joy	0.578	šėlsdamas
thelife	joy	0.578	gyvenimas
darling	joy	0.578	brangusis
sensuous	joy	0.578	jausmingas
picturesque	joy	0.578	vaizdingas
friendly	joy	0.578	draugiškas
everlasting	joy	0.578	amžinas
praise	joy	0.578	pagirti
ambition	joy	0.578	ambicijos
sparkle	joy	0.577	kibirkščiuoti
sensual	joy	0.576	jausmingas
peace	joy	0.576	ramybė
flattering	joy	0.576	glostantis
grace	joy	0.576	malonė
luckygirl	joy	0.576	laiminga mergina
heroism	joy	0.576	didvyriškumas
succeeding	joy	0.576	pavyksta
yeahhh	joy	0.576	taip
special	joy	0.574	ypatingas
livelife	joy	0.574	Gyvenk gyvenimą
tantalizing	joy	0.572	viliojantis
pumped	joy	0.567	pumpuojamas
yey	joy	0.562	taip
surprise	joy	0.562	siurprizas
sunny	joy	0.562	saulėta
prevail	joy	0.562	vyrauti
revels	joy	0.562	mėgaujasi
humorous	joy	0.562	humoristinis
sweets	joy	0.562	saldainiai
liking	joy	0.562	patiko
admirable	joy	0.562	žavintis
superstar	joy	0.562	superžvaigždė
relax	joy	0.562	atsipalaiduoti
prosper	joy	0.562	klestėti
hero	joy	0.562	herojus
hugs	joy	0.562	apkabinimai
worthwhile	joy	0.562	verta
newyear	joy	0.561	Naujieji metai
tenderness	joy	0.561	švelnumas
bless	joy	0.561	palaimink
favorable	joy	0.561	palankus
freedom	joy	0.561	laisvė
masterpiece	joy	0.561	šedevras
dreams	joy	0.559	svajones
hopeful	joy	0.559	tikintis
home	joy	0.559	namai
cruising	joy	0.556	kreiserinis
gracias	joy	0.554	gracias
faithfulness	joy	0.553	ištikimybė
eagerness	joy	0.552	noras
closeness	joy	0.552	artumas
sunshine	joy	0.551	saulės šviesa
comfy	joy	0.551	patogus
vacation	joy	0.547	atostogos
celestial	joy	0.547	dangiškas
good	joy	0.547	Gerai
elite	joy	0.547	elitas
illuminate	joy	0.547	apšviesti
confidence	joy	0.547	pasitikėjimą
mistletoe	joy	0.547	amalas
daughter	joy	0.547	dukra
lifted	joy	0.547	pakeltas
goodmorning	joy	0.547	Labas rytas
zeal	joy	0.547	uolumas
gifts	joy	0.547	dovanos
gift	joy	0.547	dovana
astonishment	joy	0.547	nuostaba
heart	joy	0.547	širdies
completion	joy	0.547	užbaigimas
bonus	joy	0.547	premija
charmed	joy	0.546	sužavėtas
dance	joy	0.545	šokis
sublime	joy	0.545	didinga
recreation	joy	0.545	poilsis
encouragement	joy	0.545	paskatinimas
god	joy	0.545	dievas
gush	joy	0.545	trykšti
freshstart	joy	0.544	nauja pradžia
free	joy	0.544	Laisvas
savior	joy	0.543	gelbėtojas
sanctuary	joy	0.541	šventovė
grandchildren	joy	0.540	anūkai
wellness	joy	0.537	sveikatingumo
revel	joy	0.534	pasilinksminti
music	joy	0.531	muzika
fab	joy	0.531	fab
bridal	joy	0.531	nuotakos
soar	joy	0.531	pakilti
alive	joy	0.531	gyvas
money	joy	0.531	pinigų
soothing	joy	0.531	raminantis
serene	joy	0.531	ramus
holiness	joy	0.531	šventumas
inspirational	joy	0.531	įkvepiantis
matrimony	joy	0.531	santuoka
dayoff	joy	0.531	laisvadienis
savor	joy	0.531	pasimėgauti
vitality	joy	0.531	gyvybingumas
confident	joy	0.531	įsitikinęs
firstborn	joy	0.531	pirmagimis
rainbow	joy	0.531	vaivorykštė
liberation	joy	0.531	išsivadavimas
elegant	joy	0.530	elegantiškas
mastery	joy	0.530	meistriškumas
glimmer	joy	0.530	blykstelėjimas
illumination	joy	0.530	apšvietimas
blossom	joy	0.530	žiedas
warmth	joy	0.530	šiluma
welcomed	joy	0.530	pasveikino
treat	joy	0.529	gydyti
faithful	joy	0.529	Ištikimas
snuggles	joy	0.522	priglunda
laurels	joy	0.521	laurus
commendable	joy	0.519	pagirtinas
succeed	joy	0.516	pavyks
jingle	joy	0.516	dzingtelėti
zest	joy	0.516	potraukis
noschool	joy	0.516	Jokios mokyklos
brotherly	joy	0.516	broliškas
silly	joy	0.516	kvailas
abundant	joy	0.516	gausu
fancy	joy	0.516	išgalvotas
resplendent	joy	0.516	spindintis
strengthening	joy	0.516	stiprinimas
presents	joy	0.516	dovanos
pride	joy	0.516	pasididžiavimas
almighty	joy	0.516	visagalis
powerful	joy	0.516	galingas
aspire	joy	0.516	siekti
remarkable	joy	0.516	nepaprastas
greeted	joy	0.516	pasisveikino
thanking	joy	0.515	dėkodamas
cutie	joy	0.515	mielas
kudos	joy	0.515	pagyrimai
therapeutic	joy	0.515	terapinis
zen	joy	0.515	zen
coronation	joy	0.515	karūnavimas
complete	joy	0.515	užbaigti
shining	joy	0.515	šviečianti
spirit	joy	0.515	dvasia
princely	joy	0.515	kunigaikščio
vivid	joy	0.515	ryškus
comfort	joy	0.515	komfortą
leisure	joy	0.515	laisvalaikis
reunited	joy	0.515	vėl susivienijo
kid	joy	0.515	vaikas
newme	joy	0.515	naujokas
payday	joy	0.515	atlyginimo diena
animated	joy	0.515	animacinis
familytime	joy	0.515	seimos laikas
relationship	joy	0.514	santykiai
godly	joy	0.514	dievobaimingas
marriage	joy	0.514	santuoka
daymade	joy	0.514	dieninis
spouse	joy	0.507	sutuoktinis
intimately	joy	0.507	intymiai
respect	joy	0.500	pagarba
bloom	joy	0.500	žydėti
purr	joy	0.500	murkti
carefree	joy	0.500	nerūpestingas
nature	joy	0.500	gamta
encourage	joy	0.500	paskatinti
soulful	joy	0.500	sielos kupinas
refreshed	joy	0.500	atsigaivino
family	joy	0.500	šeima
gem	joy	0.500	brangakmenis
meritorious	joy	0.500	nusipelnęs
achieved	joy	0.500	pasiekti
motherhood	joy	0.500	motinystė
holyspirit	joy	0.500	Šventoji Dvasia
surreal	joy	0.500	siurrealistinis
charitable	joy	0.500	labdaringa
teamjesus	joy	0.500	komanda Jėzus
stressrelief	joy	0.500	streso sumažinimas
erotic	joy	0.500	erotinis
inviting	joy	0.500	kviečiantis
baby	joy	0.500	kūdikis
dignity	joy	0.500	orumo
satisfied	joy	0.500	patenkintas
visionary	joy	0.500	vizionierius
memorable	joy	0.500	įsimintinas
veracity	joy	0.500	tikrumas
healthy	joy	0.500	sveikas
welcoming	joy	0.500	sveikinantis
diamond	joy	0.500	deimantas
christ	joy	0.500	kristus
beach	joy	0.500	papludimys
accomplish	joy	0.500	įvykdyti
friends	joy	0.500	draugai
excel	joy	0.500	Excel
health	joy	0.493	sveikata
aura	joy	0.493	aura
yehey	joy	0.486	taip
approved	joy	0.486	patvirtino
oasis	joy	0.486	oazė
liberty	joy	0.486	laisvė
crowning	joy	0.485	vainikavimas
aspiration	joy	0.485	siekis
privileged	joy	0.485	privilegijuotas
crescendo	joy	0.485	crescendo
rapture	joy	0.485	paėmimas
liberate	joy	0.485	išlaisvinti
nocomplaints	joy	0.485	jokių skundų
prestige	joy	0.485	prestižas
bounty	joy	0.485	dovana
gentle	joy	0.485	švelnus
inseparable	joy	0.485	neatskiriamas
engaging	joy	0.485	patrauklus
loyal	joy	0.485	ištikimas
betrothed	joy	0.485	susižadėjęs
transcendence	joy	0.484	transcendencija
selfworth	joy	0.484	savivertė
yummy	joy	0.484	skanus
datenight	joy	0.484	pasimatymo vakaras
destiny	joy	0.484	likimas
heyday	joy	0.484	klestėjimo laikas
aloha	joy	0.484	aloha
desire	joy	0.484	noras
dream	joy	0.484	svajonė
luck	joy	0.484	sėkmė
fete	joy	0.484	šventė
trophy	joy	0.484	trofėjus
bouquet	joy	0.484	puokštė
chocolate	joy	0.484	šokolado
creativity	joy	0.484	kūrybiškumas
boyfriend	joy	0.480	vaikinas
commemoration	joy	0.479	minėjimas
intelligence	joy	0.477	intelektas
readiness	joy	0.473	pasirengimas
friend	joy	0.471	draugas
bride	joy	0.471	nuotaka
enthusiast	joy	0.471	entuziastas
lush	joy	0.470	sodrus
inheritance	joy	0.470	paveldėjimo
soothe	joy	0.470	nuraminti
tickle	joy	0.470	kutenti
kiddo	joy	0.470	mažylis
nostalgia	joy	0.470	nostalgija
massage	joy	0.470	masažas
calming	joy	0.470	raminantis
adventure	joy	0.470	nuotykis
pretty	joy	0.469	graži
purring	joy	0.469	murkimas
eternal	joy	0.469	amžinas
humanitarian	joy	0.469	humanitarinis
nurture	joy	0.469	puoselėti
giving	joy	0.469	duodamas
rest	joy	0.469	poilsis
getaway	joy	0.469	pabėgimas
goals	joy	0.469	tikslus
pray	joy	0.469	melstis
bridegroom	joy	0.469	jaunikis
heartily	joy	0.469	nuoširdžiai
luster	joy	0.469	blizgesys
bonding	joy	0.469	surišimas
princess	joy	0.469	princesė
amicable	joy	0.469	draugiškas
benevolence	joy	0.469	geranoriškumas
child	joy	0.466	vaikas
salutary	joy	0.465	išganingas
invite	joy	0.457	pakviesti
beam	joy	0.456	sija
reminiscing	joy	0.456	prisiminimais
befriend	joy	0.455	draugauti
aesthetics	joy	0.455	estetika
friday	joy	0.455	penktadienis
freshair	joy	0.455	grynas oras
ceremony	joy	0.455	ceremonija
kindred	joy	0.455	giminės
mindfulness	joy	0.455	dėmesingumas
sonice	joy	0.455	taip miela
elevation	joy	0.455	pakilimas
tropical	joy	0.455	atogrąžų
scholarship	joy	0.455	stipendija
hee	joy	0.455	ei
noworries	joy	0.453	nesijaudink
allure	joy	0.453	viliojimas
approve	joy	0.453	patvirtinti
scenery	joy	0.453	peizažas
waterfall	joy	0.453	krioklys
vindication	joy	0.453	patvirtinimas
namaste	joy	0.453	namaste
commemorate	joy	0.453	atminti
faith	joy	0.453	tikėjimas
birth	joy	0.453	Gimdymas
forgiveness	joy	0.453	atleidimas
journey	joy	0.447	kelionė
meditation	joy	0.446	meditacija
relaxed	joy	0.442	atsipalaidavęs
present	joy	0.441	pateikti
weekend	joy	0.441	savaitgalis
tender	joy	0.441	švelnus
tranquil	joy	0.441	ramus
lyrical	joy	0.439	lyriškas
sharing	joy	0.439	dalijimasis
esteem	joy	0.439	gerbti
nostalgic	joy	0.439	nostalgiškas
prayer	joy	0.439	malda
righteousness	joy	0.439	teisumas
husband	joy	0.438	vyras
relief	joy	0.438	palengvėjimas
strength	joy	0.438	stiprumas
mighty	joy	0.438	galingas
unbeaten	joy	0.438	nenugalimas
eager	joy	0.438	trokštantis
share	joy	0.438	Dalintis
newday	joy	0.438	nauja diena
sonnet	joy	0.438	sonetas
meditate	joy	0.438	medituoti
life	joy	0.438	gyvenimą
winterbreak	joy	0.429	žiemos pertraukos
warm	joy	0.429	šiltas
movingforward	joy	0.429	judeti i prieki
buddy	joy	0.427	bičiulis
oneness	joy	0.426	vienovė
unconstrained	joy	0.424	nevaržomas
amen	joy	0.424	amen
reverence	joy	0.424	pagarba
healthful	joy	0.424	sveikas
thelittlethings	joy	0.424	maži dalykai
medal	joy	0.424	medalis
unsurpassed	joy	0.424	nepralenkiamas
candlelight	joy	0.424	žvakių šviesa
carols	joy	0.424	giesmės
ejaculation	joy	0.424	ejakuliacija
beginnings	joy	0.422	pradžios
sledding	joy	0.422	važinėjimas rogutėmis
graduation	joy	0.422	baigimo
frisky	joy	0.422	žvalus
lml	joy	0.422	lml
ease	joy	0.422	lengvumas
symphony	joy	0.422	simfonija
wealth	joy	0.422	turtus
helpful	joy	0.422	naudinga
musical	joy	0.422	muzikinis
glitter	joy	0.422	blizgučiai
calmness	joy	0.422	ramybė
energy	joy	0.422	energijos
safe	joy	0.422	saugus
nostress	joy	0.421	nostress
soundness	joy	0.421	tvirtumo
promise	joy	0.415	pažadas
reunite	joy	0.414	susijungti
mother	joy	0.412	motina
salvation	joy	0.412	išganymas
poems	joy	0.412	eilėraščiai
clown	joy	0.409	klounas
lavender	joy	0.409	levandos
immaculate	joy	0.409	nepriekaištinga
purify	joy	0.409	išvalyti
inauguration	joy	0.409	inauguracija
aromatherapy	joy	0.409	aromaterapija
lighten	joy	0.409	pašviesinti
travel	joy	0.409	kelionė
cash	joy	0.406	grynųjų pinigų
companion	joy	0.406	palydovas
live	joy	0.406	gyventi
opportune	joy	0.406	tinkamas
completing	joy	0.406	užbaigimas
charity	joy	0.406	labdara
heal	joy	0.406	Išgyti
star	joy	0.406	žvaigždė
wishing	joy	0.406	norintys
flowers	joy	0.406	gėlės
income	joy	0.403	pajamos
soul	joy	0.401	siela
munchies	joy	0.400	gurkšniai
emancipation	joy	0.397	emancipacija
indescribable	joy	0.397	neapsakomas
progress	joy	0.397	progresas
equality	joy	0.394	lygybė
childhood	joy	0.394	vaikystė
together	joy	0.394	kartu
rhythmical	joy	0.394	ritmiškas
fullness	joy	0.394	pilnatvė
calm	joy	0.394	Ramus
hammock	joy	0.394	hamakas
picnic	joy	0.394	piknikas
movies	joy	0.393	filmai
zealous	joy	0.393	uolus
playground	joy	0.391	žaidimų aikštelė
affluence	joy	0.391	turtus
warms	joy	0.391	šildo
choir	joy	0.391	choras
littlethings	joy	0.391	maži dalykai
auspicious	joy	0.391	palankus
meaningful	joy	0.391	reikšmingas
adventures	joy	0.391	nuotykius
goofy	joy	0.391	kvailas
starry	joy	0.391	žvaigždėtas
humanity	joy	0.391	žmogiškumas
gesture	joy	0.387	gestas
witty	joy	0.382	šmaikštus
vow	joy	0.382	priesaika
shopping	joy	0.382	apsipirkti
vibes	joy	0.379	bangos
worship	joy	0.379	garbinimas
jump	joy	0.379	šokinėti
communion	joy	0.379	bendrystę
reverend	joy	0.377	gerbiamasis
rising	joy	0.375	kylanti
advance	joy	0.375	avansu
beaches	joy	0.375	paplūdimiai
sonorous	joy	0.375	skambus
courtship	joy	0.375	piršlybos
experience	joy	0.375	patirtį
reunion	joy	0.375	susijungimas
simplicity	joy	0.375	paprastumas
full	joy	0.375	pilnas
hymn	joy	0.375	himnas
spirits	joy	0.375	dvasios
unforgettable	joy	0.375	nepamirštamas
mirth	joy	0.375	linksmybės
youth	joy	0.375	jaunimas
scenic	joy	0.375	vaizdingas
unique	joy	0.375	Unikalus
redeemed	joy	0.375	išpirkta
alliance	joy	0.368	aljansą
baptismal	joy	0.368	krikštas
grant	joy	0.366	dotacija
kitten	joy	0.364	kačiukas
sanctification	joy	0.364	pašventinimas
conciliation	joy	0.364	susitaikymas
improves	joy	0.364	pagerina
pure	joy	0.364	grynas
improve	joy	0.364	pagerinti
authentic	joy	0.364	autentiškas
moonlight	joy	0.364	mėnulio šviesa
weightloss	joy	0.362	svorio metimas
raspberries	joy	0.360	aviečių
feeling	joy	0.359	jausmas
jest	joy	0.359	pokštas
independent	joy	0.359	nepriklausomas
sanctify	joy	0.359	pašventinti
devotional	joy	0.359	atsidavimo
tinsel	joy	0.359	blizgučiai
proficiency	joy	0.359	mokėjimas
listenting	joy	0.359	klausantis
fidelity	joy	0.359	ištikimybė
revival	joy	0.359	atgimimas
giver	joy	0.353	davėjas
cocoa	joy	0.353	kakavos
deliverance	joy	0.348	išlaisvinimas
melody	joy	0.348	melodija
unification	joy	0.348	suvienijimas
romp	joy	0.348	šėlti
purpose	joy	0.348	tikslas
choral	joy	0.348	choralas
exceed	joy	0.348	viršyti
dolphin	joy	0.348	delfinas
roaring	joy	0.348	riaumojimas
favor	joy	0.348	palankumą
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	geidulingas
fruits	joy	0.344	vaisiai
cookies	joy	0.344	sausainiai
manicure	joy	0.344	manikiūras
nowork	joy	0.344	jokio darbo
date	joy	0.344	data
newstart	joy	0.344	nauja pradžia
hedonism	joy	0.344	hedonizmas
pledge	joy	0.344	įkeitimas
electric	joy	0.344	elektrinis
humble	joy	0.344	nuolankus
roadtrip	joy	0.344	kelionė
thx	joy	0.344	Ačiū
kiddos	joy	0.344	vaikiukai
celebrity	joy	0.342	įžymybė
bridesmaid	joy	0.338	pamergė
rhythm	joy	0.338	ritmas
spa	joy	0.333	SPA
snowday	joy	0.333	sniego diena
familiarity	joy	0.333	susipažinimas
coffee	joy	0.333	kavos
edification	joy	0.333	ugdymas
garden	joy	0.333	sodas
renovation	joy	0.333	renovacija
dawn	joy	0.333	aušra
connoisseur	joy	0.333	žinovas
gazing	joy	0.333	žiūrėdamas
obliging	joy	0.333	įpareigojantis
partner	joy	0.333	partneris
foodie	joy	0.331	gurmanas
synchronize	joy	0.329	sinchronizuoti
tribulation	joy	0.328	vargas
psalm	joy	0.328	psalmė
pedicure	joy	0.328	pedikiūras
noregrets	joy	0.328	nesigaili
chirping	joy	0.328	čiulbėdamas
saint	joy	0.328	šventasis
healing	joy	0.328	gijimas
carol	joy	0.328	karolis
true	joy	0.328	tiesa
hobby	joy	0.328	hobis
amnesty	joy	0.328	amnestija
respite	joy	0.324	atokvėpis
recreational	joy	0.318	pramoginiai
cousins	joy	0.318	pusbroliai
mellow	joy	0.318	švelnus
restorative	joy	0.318	atkuriamoji
lazyday	joy	0.318	tinginys
classics	joy	0.318	klasika
reconciliation	joy	0.316	Susitaikymas
woods	joy	0.312	miškai
progression	joy	0.312	progresija
muchneeded	joy	0.312	labai reikalingas
sterling	joy	0.312	sterlingų
dove	joy	0.312	balandis
simplify	joy	0.312	supaprastinti
fitness	joy	0.312	fitnesas
sunset	joy	0.312	saulėlydis
wisdom	joy	0.312	išmintis
relight	joy	0.312	pakartotinai apšviesti
living	joy	0.312	gyvenantys
presto	joy	0.312	presto
playhouse	joy	0.312	žaidimų namelis
superman	joy	0.312	supermenas
pony	joy	0.312	ponis
recovery	joy	0.312	atsigavimas
crafts	joy	0.312	amatai
lord	joy	0.312	viešpatie
deal	joy	0.312	sandoris
improvement	joy	0.309	tobulinimas
infant	joy	0.309	kūdikis
absolution	joy	0.306	atleidimas
honest	joy	0.303	nuoširdus
gently	joy	0.303	švelniai
banquet	joy	0.303	banketas
established	joy	0.303	nustatyta
endless	joy	0.303	begalinis
decorating	joy	0.303	dekoravimas
providing	joy	0.300	teikiant
lounging	joy	0.297	ilsintis
growth	joy	0.297	augimas
strolling	joy	0.297	pasivaikščiojimas
feat	joy	0.297	žygdarbis
morals	joy	0.297	moralės
mine	joy	0.297	mano
spending	joy	0.297	išlaidų
light	joy	0.297	šviesos
spiritual	joy	0.297	dvasinis
quaint	joy	0.297	nuostabus
fraternal	joy	0.297	broliškas
notable	joy	0.297	pažymėtinas
softly	joy	0.297	švelniai
harvest	joy	0.297	derlius
yearning	joy	0.297	ilgesys
breeze	joy	0.297	vėjas
joker	joy	0.297	juokdarys
meditating	joy	0.297	medituojant
fervor	joy	0.295	užsidegimas
quotes	joy	0.294	citatos
volunteer	joy	0.294	savanoris
gain	joy	0.288	įgyti
resources	joy	0.288	išteklių
create	joy	0.288	sukurti
psalms	joy	0.288	psalmės
hippie	joy	0.288	hipis
taoism	joy	0.288	daoizmas
midwife	joy	0.288	akušerė
receiving	joy	0.287	gavimo
snowfall	joy	0.286	iškritęs sniegas
ocean	joy	0.286	vandenynas
lsd	joy	0.286	lsd
hiking	joy	0.283	žygiai
evergreen	joy	0.281	visžalis
destination	joy	0.281	Kelionės tikslas
candid	joy	0.281	atviras
unwind	joy	0.281	atsipalaiduoti
truce	joy	0.281	paliaubos
toast	joy	0.281	skrebučiai
chill	joy	0.281	atvėsinti
infinity	joy	0.281	begalybė
rested	joy	0.281	pailsėjęs
buzzing	joy	0.281	zvimbimas
venerable	joy	0.279	gerbiamas
balance	joy	0.275	pusiausvyrą
retirement	joy	0.275	išėjimas į pensiją
fireplace	joy	0.273	židinys
buddha	joy	0.273	buda
devout	joy	0.273	pamaldus
drinks	joy	0.273	gėrimai
rapt	joy	0.273	sužavėtas
swim	joy	0.273	plaukti
compensate	joy	0.273	kompensuoti
snowing	joy	0.271	sninga
sublimation	joy	0.270	sublimacija
fruity	joy	0.268	vaisinis
sunday	joy	0.266	sekmadienis
sketching	joy	0.266	eskizavimas
paragon	joy	0.266	paragonas
humility	joy	0.266	nuolankumas
ministry	joy	0.266	ministerija
waves	joy	0.266	bangos
cathedral	joy	0.266	katedra
sun	joy	0.266	saulė
yoga	joy	0.266	joga
fortitude	joy	0.266	tvirtybės
salute	joy	0.266	sveikinimas
buddhism	joy	0.266	budizmas
whim	joy	0.266	užgaida
artwork	joy	0.265	meno kūrinys
practiced	joy	0.264	praktikuojamas
clean	joy	0.260	švarus
running	joy	0.258	bėgimas
clarity	joy	0.258	aiškumas
found	joy	0.258	rasta
fitting	joy	0.258	montavimas
immerse	joy	0.258	panardinti
exercise	joy	0.258	pratimas
food	joy	0.258	maistas
autumn	joy	0.254	ruduo
fit	joy	0.250	tinka
morning	joy	0.250	ryto
contagious	joy	0.250	užkrečiama
outdoors	joy	0.250	lauke
hardy	joy	0.250	atsparus
candles	joy	0.250	žvakės
advocacy	joy	0.250	advokacija
countryside	joy	0.250	kaimas
demonstrative	joy	0.250	demonstratyvus
football	joy	0.250	futbolas
chirp	joy	0.250	čiulbėti
chilled	joy	0.250	atšaldytas
undying	joy	0.250	nemirštantis
visitor	joy	0.250	lankytojas
clap	joy	0.250	ploti
diary	joy	0.250	dienoraštis
ardent	joy	0.250	aršus
expedient	joy	0.250	tikslinga
mountain	joy	0.250	kalnas
cradle	joy	0.247	lopšys
trance	joy	0.246	transas
intense	joy	0.242	intensyvus
procession	joy	0.242	procesija
church	joy	0.242	bažnyčia
pay	joy	0.242	mokėti
supremacy	joy	0.242	viršenybę
preservative	joy	0.242	konservantas
grow	joy	0.242	augti
breakfast	joy	0.242	pusryčiai
consecration	joy	0.235	pašventinimas
salary	joy	0.234	atlyginimas
lifetime	joy	0.234	gyvenimas
incense	joy	0.234	smilkalai
ordination	joy	0.234	įšventinimas
snowy	joy	0.234	snieguotas
art	joy	0.234	str
nursery	joy	0.234	darželis
skiing	joy	0.234	slidinėjimas
candle	joy	0.234	žvakė
doll	joy	0.234	lėlė
vote	joy	0.234	balsas
humbled	joy	0.234	nusižeminęs
lyre	joy	0.234	lyra
pastry	joy	0.229	pyragas
remedy	joy	0.227	priemonė
chilling	joy	0.227	atšaldymas
firefly	joy	0.227	ugniagesė
rescue	joy	0.225	gelbėti
camping	joy	0.221	stovyklavimas
perspective	joy	0.221	perspektyvą
orchestra	joy	0.221	orkestras
orchard	joy	0.221	vaisių sodas
breezy	joy	0.219	vėjuotas
gardens	joy	0.219	sodai
castle	joy	0.219	pilis
lamb	joy	0.219	ėriena
possess	joy	0.219	turėti
bouttime	joy	0.212	pertrauka
pho	joy	0.212	ph
reggae	joy	0.212	reggae
countrymusic	joy	0.212	Kantri muzika
teach	joy	0.212	mokyti
brisk	joy	0.212	žvalus
ribbon	joy	0.212	juostele
raindrops	joy	0.212	lietaus lašai
mucis	joy	0.212	mucis
repay	joy	0.212	grąžinti
listneing	joy	0.212	klausymas
