English Word	Emotion	Emotion-Intensity-Score	Azerbaijani Word
husband	joy	0.438	ər
relief	joy	0.438	relyef
strength	joy	0.438	güc
mighty	joy	0.438	qüdrətli
unbeaten	joy	0.438	məğlubedilməz
eager	joy	0.438	həvəsli
share	joy	0.438	paylaş
newday	joy	0.438	yeni gün
sonnet	joy	0.438	sonet
meditate	joy	0.438	meditasiya etmək
life	joy	0.438	həyat
winterbreak	joy	0.429	Qış fasiləsi
warm	joy	0.429	isti
movingforward	joy	0.429	irəliləyir
buddy	joy	0.427	dostum
oneness	joy	0.426	birlik
unconstrained	joy	0.424	məhdudiyyətsiz
amen	joy	0.424	amin
reverence	joy	0.424	ehtiram
healthful	joy	0.424	sağlam
thelittlethings	joy	0.424	xırda şeylər
medal	joy	0.424	medal
unsurpassed	joy	0.424	üstün olmayan
candlelight	joy	0.424	şam işığı
carols	joy	0.424	carols
ejaculation	joy	0.424	boşalma
beginnings	joy	0.422	başlanğıclar
sledding	joy	0.422	xizək sürmə
graduation	joy	0.422	məzuniyyət
frisky	joy	0.422	şıltaq
lml	joy	0.422	lml
ease	joy	0.422	asanlıq
symphony	joy	0.422	simfoniya
wealth	joy	0.422	sərvət
helpful	joy	0.422	faydalı
musical	joy	0.422	musiqili
glitter	joy	0.422	parıltı
calmness	joy	0.422	sakitlik
energy	joy	0.422	enerji
safe	joy	0.422	təhlükəsiz
nostress	joy	0.421	heç bir stress
soundness	joy	0.421	sağlamlıq
promise	joy	0.415	söz
reunite	joy	0.414	qovuşmaq
mother	joy	0.412	ana
salvation	joy	0.412	qurtuluş
poems	joy	0.412	şeirlər
clown	joy	0.409	təlxək
lavender	joy	0.409	lavanda
immaculate	joy	0.409	qüsursuz
purify	joy	0.409	saflaşdırmaq
inauguration	joy	0.409	inauqurasiya
aromatherapy	joy	0.409	aromaterapiya
lighten	joy	0.409	yüngülləşdirmək
travel	joy	0.409	səyahət
cash	joy	0.406	nağd pul
companion	joy	0.406	yoldaş
live	joy	0.406	yaşamaq
opportune	joy	0.406	münasib
completing	joy	0.406	tamamlayır
charity	joy	0.406	xeyriyyə
heal	joy	0.406	sağalmaq
star	joy	0.406	ulduz
wishing	joy	0.406	arzulayan
flowers	joy	0.406	çiçəklər
income	joy	0.403	gəlir
soul	joy	0.401	can
munchies	joy	0.400	munchies
emancipation	joy	0.397	emansipasiya
indescribable	joy	0.397	təsvirolunmaz
progress	joy	0.397	tərəqqi
equality	joy	0.394	bərabərlik
childhood	joy	0.394	uşaqlıq
together	joy	0.394	birlikdə
rhythmical	joy	0.394	ritmik
fullness	joy	0.394	dolğunluq
calm	joy	0.394	sakit
hammock	joy	0.394	hamak
picnic	joy	0.394	piknik
movies	joy	0.393	filmlər
zealous	joy	0.393	qeyrətli
playground	joy	0.391	oyun meydançası
affluence	joy	0.391	zənginlik
warms	joy	0.391	qızdırır
choir	joy	0.391	xor
littlethings	joy	0.391	kiçik şeylər
auspicious	joy	0.391	xeyirli
meaningful	joy	0.391	mənalı
adventures	joy	0.391	sərgüzəştlər
goofy	joy	0.391	axmaq
starry	joy	0.391	ulduzlu
humanity	joy	0.391	insanlıq
gesture	joy	0.387	jest
witty	joy	0.382	hazırcavab
vow	joy	0.382	and iç
shopping	joy	0.382	alış-veriş
vibes	joy	0.379	vibes
worship	joy	0.379	ibadət etmək
jump	joy	0.379	tullanmaq
communion	joy	0.379	birlik
reverend	joy	0.377	möhtərəm
rising	joy	0.375	yüksələn
advance	joy	0.375	avans
beaches	joy	0.375	çimərliklər
sonorous	joy	0.375	səs-küylü
courtship	joy	0.375	arvadbazlıq
experience	joy	0.375	təcrübə
reunion	joy	0.375	qovuşmaq
simplicity	joy	0.375	sadəlik
full	joy	0.375	dolu
hymn	joy	0.375	himn
spirits	joy	0.375	ruhlar
unforgettable	joy	0.375	unudulmaz
mirth	joy	0.375	şənlik
youth	joy	0.375	gənclik
scenic	joy	0.375	mənzərəli
unique	joy	0.375	unikal
redeemed	joy	0.375	geri alındı
alliance	joy	0.368	ittifaq
baptismal	joy	0.368	vəftiz
grant	joy	0.366	qrant
kitten	joy	0.364	pişik
sanctification	joy	0.364	müqəddəsləşdirmə
conciliation	joy	0.364	barışıq
improves	joy	0.364	yaxşılaşdırır
pure	joy	0.364	təmiz
improve	joy	0.364	təkmilləşdirmək
authentic	joy	0.364	orijinal
moonlight	joy	0.364	ay işığı
weightloss	joy	0.362	çəki itirmək
raspberries	joy	0.360	moruq
feeling	joy	0.359	hiss
jest	joy	0.359	zarafat
independent	joy	0.359	müstəqil
sanctify	joy	0.359	müqəddəsləşdirmək
devotional	joy	0.359	sədaqətli
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	bacarıq
listenting	joy	0.359	dinləmək
fidelity	joy	0.359	sədaqət
revival	joy	0.359	dirçəliş
giver	joy	0.353	verən
cocoa	joy	0.353	kakao
deliverance	joy	0.348	qurtuluş
melody	joy	0.348	melodiya
unification	joy	0.348	birləşmə
romp	joy	0.348	dələduz
purpose	joy	0.348	məqsəd
choral	joy	0.348	xor
exceed	joy	0.348	aşmaq
dolphin	joy	0.348	delfin
roaring	joy	0.348	uğultu
favor	joy	0.348	lütf
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	şəhvətli
fruits	joy	0.344	meyvələr
cookies	joy	0.344	Peçenyelər
manicure	joy	0.344	manikür
nowork	joy	0.344	heç bir iş
date	joy	0.344	Tarix
newstart	joy	0.344	yeni başlanğıc
hedonism	joy	0.344	hedonizm
pledge	joy	0.344	girov
electric	joy	0.344	elektrik
humble	joy	0.344	təvazökar
roadtrip	joy	0.344	yol səfəri
thx	joy	0.344	Təşəkkür
kiddos	joy	0.344	uşaqlar
celebrity	joy	0.342	məşhur
bridesmaid	joy	0.338	gəlin
rhythm	joy	0.338	ritm
spa	joy	0.333	spa
snowday	joy	0.333	qar günü
familiarity	joy	0.333	tanışlıq
coffee	joy	0.333	qəhvə
edification	joy	0.333	tərbiyə
garden	joy	0.333	bağ
renovation	joy	0.333	təmir
dawn	joy	0.333	sübh
connoisseur	joy	0.333	bilici
gazing	joy	0.333	baxaraq
obliging	joy	0.333	məcbur edən
partner	joy	0.333	tərəfdaş
foodie	joy	0.331	Yemək mütəxəssisi
synchronize	joy	0.329	sinxronlaşdırın
tribulation	joy	0.328	müsibət
psalm	joy	0.328	məzmur
pedicure	joy	0.328	pedikür
noregrets	joy	0.328	Peşman olmamaq
chirping	joy	0.328	cik-cik
saint	joy	0.328	müqəddəs
healing	joy	0.328	şəfa
carol	joy	0.328	carol
true	joy	0.328	doğru
hobby	joy	0.328	hobbi
amnesty	joy	0.328	amnistiya
respite	joy	0.324	möhlət
recreational	joy	0.318	istirahət
cousins	joy	0.318	əmioğlular
mellow	joy	0.318	yumşaq
restorative	joy	0.318	bərpaedici
lazyday	joy	0.318	tənbəl gün
classics	joy	0.318	klassiklər
reconciliation	joy	0.316	barışıq
woods	joy	0.312	meşələr
progression	joy	0.312	irəliləmə
muchneeded	joy	0.312	cox lazimdi
sterling	joy	0.312	sterlinq
dove	joy	0.312	göyərçin
simplify	joy	0.312	sadələşdirmək
fitness	joy	0.312	fitnes
sunset	joy	0.312	qürub
wisdom	joy	0.312	hikmət
relight	joy	0.312	yenidən işıqlandırmaq
living	joy	0.312	yaşayan
presto	joy	0.312	presto
playhouse	joy	0.312	oyun evi
superman	joy	0.312	supermen
pony	joy	0.312	pony
recovery	joy	0.312	bərpa
crafts	joy	0.312	sənətkarlıq
lord	joy	0.312	ağa
deal	joy	0.312	sövdələşmə
improvement	joy	0.309	təkmilləşdirilməsi
infant	joy	0.309	körpə
absolution	joy	0.306	bağışlanma
honest	joy	0.303	vicdanlı
gently	joy	0.303	nəzakətlə
banquet	joy	0.303	ziyafət
established	joy	0.303	yaradılmışdır
endless	joy	0.303	sonsuz
decorating	joy	0.303	bəzək
providing	joy	0.300	təmin edir
lounging	joy	0.297	uzanmaq
growth	joy	0.297	artım
strolling	joy	0.297	gəzinti
feat	joy	0.297	feat
morals	joy	0.297	əxlaq
mine	joy	0.297	mənim
spending	joy	0.297	xərcləmə
light	joy	0.297	işıq
spiritual	joy	0.297	mənəvi
quaint	joy	0.297	qəribə
fraternal	joy	0.297	qardaş
notable	joy	0.297	diqqətəlayiq
softly	joy	0.297	yumşaq
harvest	joy	0.297	məhsul
yearning	joy	0.297	həsrət
breeze	joy	0.297	meh
joker	joy	0.297	zarafatcıl
meditating	joy	0.297	meditasiya
fervor	joy	0.295	şövq
quotes	joy	0.294	sitatlar
volunteer	joy	0.294	könüllü
gain	joy	0.288	qazanc
resources	joy	0.288	resurslar
create	joy	0.288	yaratmaq
psalms	joy	0.288	məzmurlar
hippie	joy	0.288	hippi
taoism	joy	0.288	daoizm
midwife	joy	0.288	mama
receiving	joy	0.287	qəbul
snowfall	joy	0.286	qar yağışı
ocean	joy	0.286	okean
lsd	joy	0.286	lsd
hiking	joy	0.283	gəzinti
evergreen	joy	0.281	həmişəyaşıl
destination	joy	0.281	təyinat
candid	joy	0.281	səmimi
unwind	joy	0.281	dincəlmək
truce	joy	0.281	atəşkəs
toast	joy	0.281	qızartmaq
chill	joy	0.281	sərinləmək
infinity	joy	0.281	sonsuzluq
rested	joy	0.281	istirahət etdi
buzzing	joy	0.281	vızıltı
venerable	joy	0.279	hörmətli
balance	joy	0.275	balans
retirement	joy	0.275	pensiya
fireplace	joy	0.273	kamin
buddha	joy	0.273	budda
devout	joy	0.273	dindar
drinks	joy	0.273	içkilər
rapt	joy	0.273	coşdu
swim	joy	0.273	üzmək
compensate	joy	0.273	kompensasiya etmək
snowing	joy	0.271	qar yağır
sublimation	joy	0.270	sublimasiya
fruity	joy	0.268	meyvəli
sunday	joy	0.266	bazar günü
sketching	joy	0.266	eskiz
paragon	joy	0.266	paraqon
humility	joy	0.266	təvazökarlıq
ministry	joy	0.266	nazirlik
waves	joy	0.266	dalğalar
cathedral	joy	0.266	kafedral
sun	joy	0.266	günəş
yoga	joy	0.266	yoqa
fortitude	joy	0.266	mətanət
salute	joy	0.266	salam
buddhism	joy	0.266	buddizm
whim	joy	0.266	şıltaqlıq
artwork	joy	0.265	sənət əsəri
practiced	joy	0.264	məşq etdi
clean	joy	0.260	təmiz
running	joy	0.258	qaçış
clarity	joy	0.258	aydınlıq
found	joy	0.258	tapıldı
fitting	joy	0.258	uyğunluq
immerse	joy	0.258	batırmaq
exercise	joy	0.258	məşq edin
food	joy	0.258	yemək
autumn	joy	0.254	payız
fit	joy	0.250	uyğun
morning	joy	0.250	səhər
contagious	joy	0.250	yoluxucu
outdoors	joy	0.250	açıq havada
hardy	joy	0.250	dözümlü
candles	joy	0.250	şamlar
advocacy	joy	0.250	vəkillik
countryside	joy	0.250	kənd
demonstrative	joy	0.250	nümayişkaranə
football	joy	0.250	futbol
chirp	joy	0.250	cik-cik
chilled	joy	0.250	soyudulmuş
undying	joy	0.250	ölməz
visitor	joy	0.250	qonaq
clap	joy	0.250	alqış
diary	joy	0.250	gündəlik
ardent	joy	0.250	alovlu
expedient	joy	0.250	məqsədəuyğun
mountain	joy	0.250	dağ
cradle	joy	0.247	beşik
trance	joy	0.246	trans
intense	joy	0.242	sıx
procession	joy	0.242	yürüş
church	joy	0.242	kilsə
pay	joy	0.242	ödəmək
supremacy	joy	0.242	alilik
preservative	joy	0.242	konservant
grow	joy	0.242	böyümək
breakfast	joy	0.242	səhər yeməyi
consecration	joy	0.235	təqdis
salary	joy	0.234	maaş
lifetime	joy	0.234	ömür boyu
incense	joy	0.234	buxur
ordination	joy	0.234	təyinat
snowy	joy	0.234	qarlı
art	joy	0.234	incəsənət
nursery	joy	0.234	uşaq bağçası
skiing	joy	0.234	xizək sürmək
candle	joy	0.234	şam
doll	joy	0.234	kukla
vote	joy	0.234	səs verin
humbled	joy	0.234	təvazökar
lyre	joy	0.234	lira
pastry	joy	0.229	xəmir
remedy	joy	0.227	çarə
chilling	joy	0.227	soyutma
firefly	joy	0.227	atəşböcəyi
rescue	joy	0.225	xilas
camping	joy	0.221	düşərgə
perspective	joy	0.221	perspektiv
orchestra	joy	0.221	orkestr
orchard	joy	0.221	meyvə bağı
breezy	joy	0.219	küləkli
gardens	joy	0.219	bağlar
castle	joy	0.219	qala
lamb	joy	0.219	quzu
possess	joy	0.219	sahib olmaq
bouttime	joy	0.212	bitmə vaxtı
pho	joy	0.212	pho
reggae	joy	0.212	reqqi
countrymusic	joy	0.212	ölkə musiqisi
teach	joy	0.212	öyrətmək
brisk	joy	0.212	cəld
ribbon	joy	0.212	lent
raindrops	joy	0.212	yağış damcıları
mucis	joy	0.212	mucis
repay	joy	0.212	qaytarmaq
listneing	joy	0.212	dinləmək
nap	joy	0.206	yatmaq
legalized	joy	0.203	qanuniləşdirilib
unexpected	joy	0.203	gözlənilməz
vernal	joy	0.203	bahar
chant	joy	0.203	tərənnüm etmək
hire	joy	0.203	işə götürmək
uncontrollable	joy	0.203	nəzarətsiz
stillness	joy	0.203	sükunət
lights	joy	0.203	işıqlar
cove	joy	0.203	koy
save	joy	0.200	yadda saxla
pastor	joy	0.197	pastor
atone	joy	0.197	kəffarə etmək
symmetry	joy	0.197	simmetriya
trees	joy	0.197	ağaclar
oneday	joy	0.197	bir gün
scripture	joy	0.196	kitab
mountains	joy	0.194	dağlar
craziness	joy	0.188	dəlilik
tea	joy	0.188	çay
walking	joy	0.188	gəzinti
whiteness	joy	0.188	ağlıq
sympathetic	joy	0.188	simpatik
forefathers	joy	0.188	atalar
pathway	joy	0.188	cığır
custom	joy	0.188	adət
quiet	joy	0.188	sakit
liquor	joy	0.188	içki
soppy	joy	0.188	soppy
patient	joy	0.186	xəstə
movingon	joy	0.182	davam etmək
score	joy	0.182	xal
dollhouse	joy	0.182	kukla evi
bath	joy	0.182	hamam
supporter	joy	0.180	tərəfdarı
accompaniment	joy	0.179	müşayiət
pursuit	joy	0.176	təqib
outburst	joy	0.176	partlayış
frosty	joy	0.174	şaxtalı
luncheon	joy	0.172	nahar
service	joy	0.172	xidmət
workout	joy	0.172	çalışmaq
closure	joy	0.172	bağlanması
wintery	joy	0.172	qışlı
civilized	joy	0.169	sivil
wages	joy	0.169	əmək haqqı
december	joy	0.167	dekabr
fain	joy	0.167	zəif
glide	joy	0.162	sürüşmək
acrobat	joy	0.162	akrobat
finally	joy	0.157	nəhayət
chai	joy	0.156	çay
obtainable	joy	0.156	əldə edilə bilər
elf	joy	0.156	elf
peppermint	joy	0.156	nanə
break	joy	0.156	fasilə
reproductive	joy	0.156	reproduktiv
stroll	joy	0.156	gəzmək
organization	joy	0.156	təşkilat
bathtub	joy	0.156	küvet
advent	joy	0.152	gəlişi
measured	joy	0.152	ölçülür
balm	joy	0.152	balzam
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	pis
oils	joy	0.141	yağlar
tan	joy	0.141	tan
simple	joy	0.141	sadə
bubble	joy	0.141	qabarcıq
beer	joy	0.141	pivə
green	joy	0.137	yaşıl
makingdisciples	joy	0.136	şagird hazırlamaq
buss	joy	0.136	avtobus
books	joy	0.136	Kitablar
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	axır
silence	joy	0.127	sükut
bookstore	joy	0.125	kitab mağazası
solitude	joy	0.125	təklik
roadster	joy	0.125	rodster
circumstances	joy	0.125	hallar
wine	joy	0.125	şərab
soak	joy	0.121	islatmaq
priesthood	joy	0.121	kahinlik
japan	joy	0.121	yaponiya
wilderness	joy	0.121	səhra
critical	joy	0.116	tənqidi
neutral	joy	0.114	neytral
hunting	joy	0.109	ovçuluq
sand	joy	0.109	qum
opera	joy	0.109	opera
weight	joy	0.109	çəki
wind	joy	0.109	külək
untie	joy	0.109	açmaq
labor	joy	0.106	əmək
classical	joy	0.106	klassik
lake	joy	0.103	göl
affliction	joy	0.103	əziyyət
organ	joy	0.094	orqan
dwelling	joy	0.094	yaşayış yeri
tree	joy	0.090	ağac
pond	joy	0.089	gölməçə
marrow	joy	0.078	ilik
latte	joy	0.078	latte
sipping	joy	0.076	qurtum içmək
benign	joy	0.074	xeyirxah
majority	joy	0.073	çoxluq
leaf	joy	0.065	yarpaq
troubles	joy	0.062	çətinliklər
basketball	joy	0.062	Basketbol
explosions	joy	0.061	partlayışlar
cream	joy	0.061	krem
shepherd	joy	0.058	çoban
tuesday	joy	0.047	çərşənbə axşamı
turbulence	joy	0.045	turbulentlik
calf	joy	0.040	dana
hardship	joy	0.031	çətinlik
unhappiness	joy	0.016	bədbəxtlik
sixty	joy	0.016	altmış
mourning	sadness	0.969	yas
heartbreaking	sadness	0.969	ürəkbulandırıcı
tragic	sadness	0.961	faciəli
holocaust	sadness	0.953	holokost
suicidal	sadness	0.941	intihara meylli
misery	sadness	0.938	səfalət
massacre	sadness	0.931	qırğın
euthanasia	sadness	0.927	evtanaziya
depression	sadness	0.925	depressiya
grieving	sadness	0.922	kədərləndirici
bereavement	sadness	0.922	yas
fatal	sadness	0.922	ölümcül
bereaved	sadness	0.920	yas tutdu
devastation	sadness	0.917	dağıntı
death	sadness	0.915	ölüm
devastated	sadness	0.912	viran
suicide	sadness	0.912	intihar
catastrophe	sadness	0.911	fəlakət
horrifying	sadness	0.907	dəhşətli
died	sadness	0.906	ölmüş
tragedy	sadness	0.906	faciə
depressing	sadness	0.906	depressiv
anguish	sadness	0.902	iztirab
agony	sadness	0.900	əzab
deadly	sadness	0.898	ölümcül
weeping	sadness	0.896	ağlamaq
stillbirth	sadness	0.891	ölü doğum
deceased	sadness	0.891	mərhum
murderer	sadness	0.877	qatil
cancer	sadness	0.875	xərçəng
dying	sadness	0.875	ölür
rape	sadness	0.875	zorlama
devastating	sadness	0.875	dağıdıcı
morbidity	sadness	0.864	xəstələnmə
sadness	sadness	0.864	kədər
execution	sadness	0.859	icra
traumatic	sadness	0.859	travmatik
perish	sadness	0.859	məhv
grief	sadness	0.859	kədər
abandonment	sadness	0.859	tərk etmə
atrocity	sadness	0.859	vəhşilik
crucifixion	sadness	0.859	çarmıxa çəkilmə
depressed	sadness	0.859	depressiyada
cadaver	sadness	0.853	kadavra
treachery	sadness	0.848	xəyanət
betrayed	sadness	0.848	xəyanət etdi
grieve	sadness	0.844	kədərlənmək
suffering	sadness	0.844	əziyyət
funeral	sadness	0.844	dəfn
destroyed	sadness	0.844	məhv edildi
homicide	sadness	0.844	cinayət
hopelessness	sadness	0.844	ümidsizlik
slaughtering	sadness	0.844	kəsim
persecution	sadness	0.844	təqib
murderous	sadness	0.844	qatil
sorrow	sadness	0.844	kədər
miserable	sadness	0.844	bədbəxt
sad	sadness	0.844	kədərli
horrific	sadness	0.844	dəhşətli
unhappiness	sadness	0.839	bədbəxtlik
bloodshed	sadness	0.836	qan tökülməsi
crippled	sadness	0.836	şikəst
carnage	sadness	0.833	qırğın
pained	sadness	0.833	ağrılı
manslaughter	sadness	0.833	adam öldürmə
unbearable	sadness	0.830	dözülməz
stillborn	sadness	0.830	ölü doğulmuş
morbid	sadness	0.828	xəstə
annihilation	sadness	0.828	məhv edilməsi
helplessness	sadness	0.828	acizlik
mourn	sadness	0.828	yas tutmaq
murder	sadness	0.828	qətl
slavery	sadness	0.828	köləlik
abandoned	sadness	0.828	tərk edilmiş
horrors	sadness	0.828	dəhşətlər
mutilation	sadness	0.828	şikəstlik
annihilated	sadness	0.828	məhv edilmişdir
casualty	sadness	0.828	qurban
enslaved	sadness	0.828	əsarət altına alındı
sickness	sadness	0.828	xəstəlik
torment	sadness	0.828	əzab
miscarriage	sadness	0.824	düşük
starvation	sadness	0.819	aclıq
mournful	sadness	0.812	kədərli
sadly	sadness	0.812	təəssüf ki
famine	sadness	0.812	aclıq
burial	sadness	0.812	dəfn
distraught	sadness	0.812	pərişan
failure	sadness	0.812	uğursuzluq
killing	sadness	0.812	öldürmək
despair	sadness	0.812	ümidsizlik
cruelty	sadness	0.812	qəddarlıq
saddens	sadness	0.812	kədərləndirir
oppression	sadness	0.812	zülm
heartache	sadness	0.812	ürək ağrısı
terrorism	sadness	0.812	terrorizm
disgrace	sadness	0.812	biabırçılıq
childloss	sadness	0.812	uşaq itkisi
bloody	sadness	0.806	qanlı
perishing	sadness	0.804	məhv olmaq
inhumanity	sadness	0.804	qeyri-insanilik
malignancy	sadness	0.803	bədxassəli xəstəlik
mortification	sadness	0.802	inciklik
slave	sadness	0.797	qul
lifeless	sadness	0.797	cansız
sarcoma	sadness	0.797	sarkoma
dreadfully	sadness	0.797	qorxunc
assassination	sadness	0.797	sui-qəsd
perished	sadness	0.797	həlak oldu
kill	sadness	0.797	öldürmək
devastate	sadness	0.797	viran etmək
dreadful	sadness	0.797	qorxulu
mortuary	sadness	0.797	meyitxana
leukemia	sadness	0.797	leykemiya
lethal	sadness	0.797	öldürücü
desolation	sadness	0.797	xarabalıq
gallows	sadness	0.797	dar ağacı
brokenheart	sadness	0.792	qırıq ürək
banishment	sadness	0.790	sürgün
afflict	sadness	0.789	əzab çəkmək
disheartened	sadness	0.788	ruhdan düşmüş
bury	sadness	0.781	basdırmaq
terrorize	sadness	0.781	terror etmək
crying	sadness	0.781	ağlamaq
demoralized	sadness	0.781	ruhdan düşmüş
tumour	sadness	0.781	şiş
heartbreak	sadness	0.781	ürəkbulanma
desecration	sadness	0.781	təhqir
die	sadness	0.773	ölmək
lynch	sadness	0.773	linç
sufferer	sadness	0.770	əziyyət çəkən
fatality	sadness	0.766	ölüm
diseased	sadness	0.766	xəstə
doomed	sadness	0.766	məhkum
fearful	sadness	0.766	qorxulu
destitute	sadness	0.766	yoxsul
abortion	sadness	0.766	abort
condolence	sadness	0.766	başsağlığı
torture	sadness	0.766	işgəncə
dismemberment	sadness	0.766	parçalanma
slayer	sadness	0.766	qatil
loneliness	sadness	0.766	təklik
cemetery	sadness	0.766	məzarlıq
moribund	sadness	0.758	ölüb
painfully	sadness	0.758	ağrılı
disaster	sadness	0.758	fəlakət
depress	sadness	0.755	depressiya etmək
condemnation	sadness	0.754	qınama
obliteration	sadness	0.750	məhv edilməsi
damnation	sadness	0.750	lənət
sorrowful	sadness	0.750	kədərli
desperation	sadness	0.750	çarəsizlik
cry	sadness	0.750	ağlamaq
terrorist	sadness	0.750	terrorçu
painful	sadness	0.750	ağrılı
abduction	sadness	0.750	qaçırma
incest	sadness	0.750	insest
corpse	sadness	0.750	cəsəd
deplorable	sadness	0.750	acınacaqlı
pandemic	sadness	0.750	pandemiya
sickening	sadness	0.750	xəstələndirici
hemorrhage	sadness	0.750	qanaxma
guilt	sadness	0.750	günah
depressive	sadness	0.750	depressiv
doomsday	sadness	0.750	qiyamət
defeated	sadness	0.750	məğlub oldu
victimized	sadness	0.750	qurban
regretful	sadness	0.750	peşman
unhappy	sadness	0.750	bədbəxt
unfairness	sadness	0.745	ədalətsizlik
molestation	sadness	0.744	təcavüz
abysmal	sadness	0.742	uçurum
exile	sadness	0.742	sürgün
hellish	sadness	0.738	cəhənnəm
exterminate	sadness	0.736	məhv etmək
destroying	sadness	0.734	məhv edir
miserably	sadness	0.734	yazıq
disastrous	sadness	0.734	fəlakətli
battered	sadness	0.734	döyülmüş
morgue	sadness	0.734	meyitxana
assassin	sadness	0.734	qatil
horrid	sadness	0.734	dəhşətli
disgraced	sadness	0.734	rüsvay oldu
homeless	sadness	0.734	evsiz
earthquake	sadness	0.734	zəlzələ
orphan	sadness	0.734	yetim
slaughter	sadness	0.734	qırğın
warfare	sadness	0.734	müharibə
betrayal	sadness	0.734	xəyanət
lonesome	sadness	0.734	tənha
listless	sadness	0.729	diqqətsiz
unfortunately	sadness	0.727	təəssüf ki
emptiness	sadness	0.727	boşluq
grave	sadness	0.727	məzar
alienated	sadness	0.727	özgəninkiləşdirilib
fraught	sadness	0.722	dolu
violently	sadness	0.719	şiddətlə
woe	sadness	0.719	vay
heartless	sadness	0.719	ürəksiz
malicious	sadness	0.719	pis niyyətli
missing	sadness	0.719	itkin
paralysis	sadness	0.719	iflic
horror	sadness	0.719	dəhşət
ashamed	sadness	0.719	utandım
forsaken	sadness	0.719	tərk edilmiş
emaciated	sadness	0.719	arıq
atrophy	sadness	0.719	atrofiya
danger	sadness	0.719	təhlükə
pain	sadness	0.719	ağrı
cripple	sadness	0.719	şikəst
cried	sadness	0.719	ağladı
disheartening	sadness	0.719	məyusedici
leprosy	sadness	0.719	cüzam
demise	sadness	0.717	ölüm
disgruntled	sadness	0.712	narazı
rejected	sadness	0.712	rədd edildi
sickly	sadness	0.712	xəstə
violence	sadness	0.712	zorakılıq
torn	sadness	0.710	cırıq
calamity	sadness	0.709	fəlakət
grim	sadness	0.708	əzazil
grievous	sadness	0.704	acınacaqlı
deformed	sadness	0.703	deformasiyaya uğramışdır
deformity	sadness	0.703	deformasiya
punishing	sadness	0.703	cəzalandırmaq
hearse	sadness	0.703	cənazə vaqonu
