English Word	Emotion	Emotion-Intensity-Score	Hawaiian Word
soundness	joy	0.421	maikaʻi
promise	joy	0.415	hoohiki
reunite	joy	0.414	hui hou
mother	joy	0.412	makuahine
salvation	joy	0.412	ke ola
poems	joy	0.412	poems
clown	joy	0.409	clown
lavender	joy	0.409	lavender
immaculate	joy	0.409	maemae ole
purify	joy	0.409	e hoomaemae
inauguration	joy	0.409	hoʻolaʻa
aromatherapy	joy	0.409	ʻalaʻala
lighten	joy	0.409	hoʻomāmā
travel	joy	0.409	huakaʻi
cash	joy	0.406	kālā
companion	joy	0.406	hoahele
live	joy	0.406	ola
opportune	joy	0.406	kūpono
completing	joy	0.406	hoopau ana
charity	joy	0.406	aloha aloha
heal	joy	0.406	hoʻōla
star	joy	0.406	hoku
wishing	joy	0.406	makemake
flowers	joy	0.406	pua
income	joy	0.403	loaʻa kālā
soul	joy	0.401	ʻuhane
munchies	joy	0.400	nā meaʻai
emancipation	joy	0.397	hoʻokuʻu ʻia
indescribable	joy	0.397	hiki ole ke hoakakaia
progress	joy	0.397	holomua
equality	joy	0.394	kaulike
childhood	joy	0.394	wā kamaliʻi
together	joy	0.394	hui pu
rhythmical	joy	0.394	hoʻokani pila
fullness	joy	0.394	piha
calm	joy	0.394	mālie
hammock	joy	0.394	wahi moe
picnic	joy	0.394	pīniki
movies	joy	0.393	nā kiʻiʻoniʻoni
zealous	joy	0.393	ukiuki
playground	joy	0.391	kahua pāʻani
affluence	joy	0.391	waiwai
warms	joy	0.391	mehana
choir	joy	0.391	papa himeni
littlethings	joy	0.391	nā mea liʻiliʻi
auspicious	joy	0.391	maikaʻi
meaningful	joy	0.391	mea nui
adventures	joy	0.391	hoʻohiwahiwa
goofy	joy	0.391	pupule
starry	joy	0.391	hoku
humanity	joy	0.391	kanaka
gesture	joy	0.387	hōʻailona
witty	joy	0.382	akamai
vow	joy	0.382	hoʻohiki
shopping	joy	0.382	kūʻai
vibes	joy	0.379	vibes
worship	joy	0.379	hoomana
jump	joy	0.379	lele
communion	joy	0.379	hui pu ana
reverend	joy	0.377	kahunapule
rising	joy	0.375	e ala ana
advance	joy	0.375	mua
beaches	joy	0.375	kahakai
sonorous	joy	0.375	kani kani
courtship	joy	0.375	hoopalau
experience	joy	0.375	ʻike
reunion	joy	0.375	hui hou
simplicity	joy	0.375	ka maʻalahi
full	joy	0.375	piha
hymn	joy	0.375	himeni
spirits	joy	0.375	ʻuhane
unforgettable	joy	0.375	poina ole
mirth	joy	0.375	ʻoliʻoli
youth	joy	0.375	ʻōpio
scenic	joy	0.375	nani
unique	joy	0.375	kū hoʻokahi
redeemed	joy	0.375	panaiia
alliance	joy	0.368	kuikahi
baptismal	joy	0.368	ka bapetizo ana
grant	joy	0.366	hāʻawi
kitten	joy	0.364	pipiki
sanctification	joy	0.364	ka hoolaa ana
conciliation	joy	0.364	hookuikahi
improves	joy	0.364	hoʻomaikaʻi
pure	joy	0.364	maʻemaʻe
improve	joy	0.364	hoʻomaikaʻi
authentic	joy	0.364	ʻoiaʻiʻo
moonlight	joy	0.364	malamalama mahina
weightloss	joy	0.362	Kaumaha emi
raspberries	joy	0.360	raspberries
feeling	joy	0.359	manaʻo
jest	joy	0.359	hoʻohenehene
independent	joy	0.359	kūʻokoʻa
sanctify	joy	0.359	e hoano
devotional	joy	0.359	haipule
tinsel	joy	0.359	kāhili
proficiency	joy	0.359	akamai
listenting	joy	0.359	ka hoʻolohe ʻana
fidelity	joy	0.359	kūpaʻa
revival	joy	0.359	ola hou
giver	joy	0.353	mea hāʻawi
cocoa	joy	0.353	koko
deliverance	joy	0.348	hoopakele ana
melody	joy	0.348	mele mele
unification	joy	0.348	hoʻohuihui
romp	joy	0.348	hoʻopaʻapaʻa
purpose	joy	0.348	kumu
choral	joy	0.348	mele mele
exceed	joy	0.348	e oi aku
dolphin	joy	0.348	dolphin
roaring	joy	0.348	e uwo ana
favor	joy	0.348	aloha
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	ʻoluʻolu
fruits	joy	0.344	hua
cookies	joy	0.344	nā kuki
manicure	joy	0.344	manicure
nowork	joy	0.344	ʻaʻohe hana
date	joy	0.344	lā
newstart	joy	0.344	hoʻomaka hou
hedonism	joy	0.344	hedonism
pledge	joy	0.344	hoohiki
electric	joy	0.344	uila
humble	joy	0.344	haahaa
roadtrip	joy	0.344	alahele
thx	joy	0.344	thx
kiddos	joy	0.344	nā kamaliʻi
celebrity	joy	0.342	mea kaulana
bridesmaid	joy	0.338	wahine mare
rhythm	joy	0.338	puolo
spa	joy	0.333	spa
snowday	joy	0.333	lā hau
familiarity	joy	0.333	kamaʻāina
coffee	joy	0.333	kope
edification	joy	0.333	hoʻonaʻauao
garden	joy	0.333	kīhāpai
renovation	joy	0.333	hana hou
dawn	joy	0.333	wanaʻao
connoisseur	joy	0.333	mea akamai
gazing	joy	0.333	e nana ana
obliging	joy	0.333	ʻo ka ʻae ʻana
partner	joy	0.333	hoa pili
foodie	joy	0.331	mea ʻai
synchronize	joy	0.329	hoʻolikelike
tribulation	joy	0.328	pilikia
psalm	joy	0.328	himeni
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	mihi ole
chirping	joy	0.328	kani ʻana
saint	joy	0.328	haipule
healing	joy	0.328	hoʻōla
carol	joy	0.328	mele mele
true	joy	0.328	ʻoiaʻiʻo
hobby	joy	0.328	leʻaleʻa
amnesty	joy	0.328	kalahala
respite	joy	0.324	hoʻomaha
recreational	joy	0.318	leʻaleʻa
cousins	joy	0.318	nā hoahānau
mellow	joy	0.318	ʻoluʻolu
restorative	joy	0.318	hoihoi hou
lazyday	joy	0.318	lazyday
classics	joy	0.318	mea kahiko
reconciliation	joy	0.316	hookuikahi
woods	joy	0.312	lāʻau
progression	joy	0.312	ka holomua
muchneeded	joy	0.312	makemake nui ia
sterling	joy	0.312	sterling
dove	joy	0.312	manu nūnū
simplify	joy	0.312	hoʻomāmā
fitness	joy	0.312	hooikaika kino
sunset	joy	0.312	napoo ana o ka la
wisdom	joy	0.312	naauao
relight	joy	0.312	relight
living	joy	0.312	noho ana
presto	joy	0.312	presto
playhouse	joy	0.312	hale pāʻani
superman	joy	0.312	superman
pony	joy	0.312	poni
recovery	joy	0.312	hoʻihoʻi hou
crafts	joy	0.312	hana lima
lord	joy	0.312	haku
deal	joy	0.312	ʻaelike
improvement	joy	0.309	hoʻomaikaʻi
infant	joy	0.309	kamaliʻi
absolution	joy	0.306	kala ʻana
honest	joy	0.303	pololei
gently	joy	0.303	me ke akahai
banquet	joy	0.303	ahaaina
established	joy	0.303	hoʻokumu ʻia
endless	joy	0.303	pau ole
decorating	joy	0.303	kāhiko
providing	joy	0.300	hoolako ana
lounging	joy	0.297	e kau ana
growth	joy	0.297	ulu ana
strolling	joy	0.297	hele wāwae
feat	joy	0.297	feat
morals	joy	0.297	ka pono
mine	joy	0.297	na'u
spending	joy	0.297	hoʻolilo
light	joy	0.297	māmā
spiritual	joy	0.297	uhane
quaint	joy	0.297	kuʻuna
fraternal	joy	0.297	hoahanau
notable	joy	0.297	kaulana
softly	joy	0.297	mālie
harvest	joy	0.297	ʻohi ʻai
yearning	joy	0.297	makemake nui
breeze	joy	0.297	makani makani
joker	joy	0.297	mea hoʻohenehene
meditating	joy	0.297	ka noonoo ana
fervor	joy	0.295	hooikaika kino
quotes	joy	0.294	nā huaʻōlelo
volunteer	joy	0.294	manawaleʻa
gain	joy	0.288	loaa
resources	joy	0.288	waiwai
create	joy	0.288	hana
psalms	joy	0.288	halelu
hippie	joy	0.288	hippie
taoism	joy	0.288	ka hoʻomanaʻo tao
midwife	joy	0.288	pale keiki
receiving	joy	0.287	ka loaa ana
snowfall	joy	0.286	hāʻule hau
ocean	joy	0.286	moana, kai
lsd	joy	0.286	lsd
hiking	joy	0.283	hele wāwae
evergreen	joy	0.281	ʻōmaʻomaʻo mau
destination	joy	0.281	kahi e hele ai
candid	joy	0.281	pololei
unwind	joy	0.281	hoʻomaha
truce	joy	0.281	kuʻikahi
toast	joy	0.281	ʻai ʻai
chill	joy	0.281	ʻoluʻolu
infinity	joy	0.281	pau ʻole
rested	joy	0.281	hoomaha
buzzing	joy	0.281	halulu
venerable	joy	0.279	hanohano
balance	joy	0.275	kaulike
retirement	joy	0.275	hoʻomaha
fireplace	joy	0.273	kapuahi
buddha	joy	0.273	buddha
devout	joy	0.273	haipule
drinks	joy	0.273	mea inu
rapt	joy	0.273	rapt
swim	joy	0.273	ʻauʻau
compensate	joy	0.273	uku
snowing	joy	0.271	ka hau
sublimation	joy	0.270	sublimation
fruity	joy	0.268	huaʻai
sunday	joy	0.266	Lāpule
sketching	joy	0.266	kiʻi kiʻi
paragon	joy	0.266	hoʻohālike
humility	joy	0.266	haahaa
ministry	joy	0.266	oihana lawelawe
waves	joy	0.266	nalu
cathedral	joy	0.266	halepule
sun	joy	0.266	lā
yoga	joy	0.266	yoga
fortitude	joy	0.266	ikaika
salute	joy	0.266	aloha
buddhism	joy	0.266	Hoʻomana Buda
whim	joy	0.266	ʻimi
artwork	joy	0.265	hana noʻeau
practiced	joy	0.264	hoʻomaʻamaʻa
clean	joy	0.260	maʻemaʻe
running	joy	0.258	e holo ana
clarity	joy	0.258	akaka
found	joy	0.258	loaa
fitting	joy	0.258	kūpono
immerse	joy	0.258	hoʻolulu
exercise	joy	0.258	hooikaika kino
food	joy	0.258	meaʻai
autumn	joy	0.254	hāʻule
fit	joy	0.250	kūpono
morning	joy	0.250	kakahiaka
contagious	joy	0.250	lele lele
outdoors	joy	0.250	waho
hardy	joy	0.250	paakiki
candles	joy	0.250	nā kukui
advocacy	joy	0.250	hoʻolaha
countryside	joy	0.250	kuaaina
demonstrative	joy	0.250	hōʻike
football	joy	0.250	pôpeku
chirp	joy	0.250	kani kani
chilled	joy	0.250	hauʻoli
undying	joy	0.250	make ole
visitor	joy	0.250	malihini
clap	joy	0.250	paʻipaʻi
diary	joy	0.250	diary
ardent	joy	0.250	ikaika loa
expedient	joy	0.250	pono
mountain	joy	0.250	mauna
cradle	joy	0.247	moi
trance	joy	0.246	ka ʻike ʻana
intense	joy	0.242	ikaika loa
procession	joy	0.242	huakaʻi
church	joy	0.242	halepule
pay	joy	0.242	uku
supremacy	joy	0.242	kūlana kiʻekiʻe
preservative	joy	0.242	mea mālama
grow	joy	0.242	ulu
breakfast	joy	0.242	kakahiaka kakahiaka
consecration	joy	0.235	ka hoolaa ana
salary	joy	0.234	uku uku
lifetime	joy	0.234	ola ana
incense	joy	0.234	mea ʻala
ordination	joy	0.234	ka poni ana
snowy	joy	0.234	hau
art	joy	0.234	noʻeau
nursery	joy	0.234	kahu hānai
skiing	joy	0.234	hoʻokele ski
candle	joy	0.234	kukui
doll	joy	0.234	pēpē
vote	joy	0.234	koho
humbled	joy	0.234	hoohaahaa
lyre	joy	0.234	lira
pastry	joy	0.229	pāʻai
remedy	joy	0.227	hoʻoponopono
chilling	joy	0.227	ʻoluʻolu
firefly	joy	0.227	lele ahi
rescue	joy	0.225	hoʻopakele
camping	joy	0.221	hoʻomoana
perspective	joy	0.221	kuʻuna
orchestra	joy	0.221	hoʻokani pila
orchard	joy	0.221	māla waina
breezy	joy	0.219	makani makani
gardens	joy	0.219	nā māla
castle	joy	0.219	hale kākela
lamb	joy	0.219	keiki hipa
possess	joy	0.219	loaa
bouttime	joy	0.212	wā kūʻai
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	mele ʻāina
teach	joy	0.212	ao aku
brisk	joy	0.212	wikiwiki
ribbon	joy	0.212	lipine
raindrops	joy	0.212	kulu ua
mucis	joy	0.212	mucis
repay	joy	0.212	e uku aku
listneing	joy	0.212	ka hoolohe ana
nap	joy	0.206	hiamoe
legalized	joy	0.203	hoʻoholo kānāwai
unexpected	joy	0.203	manaʻo ʻole ʻia
vernal	joy	0.203	vernal
chant	joy	0.203	oli
hire	joy	0.203	hoolimalima
uncontrollable	joy	0.203	hiki ole ke hoomaluia
stillness	joy	0.203	noho malie
lights	joy	0.203	kukui
cove	joy	0.203	cove
save	joy	0.200	hoopakele
pastor	joy	0.197	kahunapule
atone	joy	0.197	kalahala
symmetry	joy	0.197	likelike
trees	joy	0.197	lāʻau
oneday	joy	0.197	i kekahi lā
scripture	joy	0.196	palapala hemolele
mountains	joy	0.194	mauna
craziness	joy	0.188	pupule
tea	joy	0.188	kī
walking	joy	0.188	hele wāwae
whiteness	joy	0.188	keokeo
sympathetic	joy	0.188	aloha
forefathers	joy	0.188	nā kūpuna
pathway	joy	0.188	alahele
custom	joy	0.188	maʻamau
quiet	joy	0.188	mālie
liquor	joy	0.188	waiʻona
soppy	joy	0.188	ʻoluʻolu
patient	joy	0.186	hoomanawanui
movingon	joy	0.182	movingon
score	joy	0.182	helu helu
dollhouse	joy	0.182	hale kūkaʻi
bath	joy	0.182	ʻauʻau
supporter	joy	0.180	kākoʻo
accompaniment	joy	0.179	hoʻokani pila
pursuit	joy	0.176	hahai
outburst	joy	0.176	ʻāhuehue
frosty	joy	0.174	hau hau
luncheon	joy	0.172	ʻaina awakea
service	joy	0.172	lawelawe
workout	joy	0.172	hoʻoikaika kino
closure	joy	0.172	pani ana
wintery	joy	0.172	hooilo
civilized	joy	0.169	makaainana
wages	joy	0.169	uku
december	joy	0.167	Kekemapa
fain	joy	0.167	fain
glide	joy	0.162	lele
acrobat	joy	0.162	acrobat
finally	joy	0.157	hope loa
chai	joy	0.156	chai
obtainable	joy	0.156	hiki ke loaa
elf	joy	0.156	elf
peppermint	joy	0.156	paʻakai
break	joy	0.156	hakihaki
reproductive	joy	0.156	hānau hānau
stroll	joy	0.156	hele wāwae
organization	joy	0.156	hui
bathtub	joy	0.156	ʻauʻau ʻauʻau
advent	joy	0.152	hiki mai
measured	joy	0.152	anaia
balm	joy	0.152	balsama
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	aila
tan	joy	0.141	ʻeleʻele
simple	joy	0.141	maʻalahi
bubble	joy	0.141	ʻōhū
beer	joy	0.141	pia
green	joy	0.137	ʻōmaʻomaʻo
makingdisciples	joy	0.136	e hana ana i mau haumana
buss	joy	0.136	kaʻa kaʻa
books	joy	0.136	puke
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	kahe ana
silence	joy	0.127	hāmau
bookstore	joy	0.125	hale kūʻai puke
solitude	joy	0.125	mehameha
roadster	joy	0.125	mea alanui
circumstances	joy	0.125	nā kūlana
wine	joy	0.125	waina
soak	joy	0.121	pulu
priesthood	joy	0.121	kahunapule
japan	joy	0.121	Iapana
wilderness	joy	0.121	waonahele
critical	joy	0.116	koʻikoʻi
neutral	joy	0.114	kūʻokoʻa
hunting	joy	0.109	hahai holoholona
sand	joy	0.109	one
opera	joy	0.109	opera
weight	joy	0.109	kaumaha
wind	joy	0.109	makani
untie	joy	0.109	wehe
labor	joy	0.106	hana
classical	joy	0.106	kahiko
lake	joy	0.103	loko
affliction	joy	0.103	ka pilikia
organ	joy	0.094	kinona
dwelling	joy	0.094	hale noho
tree	joy	0.090	kumulāʻau
pond	joy	0.089	loko loko
marrow	joy	0.078	ka momona
latte	joy	0.078	latte
sipping	joy	0.076	uwau ana
benign	joy	0.074	maikaʻi
majority	joy	0.073	ka hapa nui
leaf	joy	0.065	lau
troubles	joy	0.062	pilikia
basketball	joy	0.062	basketball
explosions	joy	0.061	pahū
cream	joy	0.061	holika
shepherd	joy	0.058	kahuhipa
tuesday	joy	0.047	Pōʻalua
turbulence	joy	0.045	haunaele
calf	joy	0.040	bipi keiki
hardship	joy	0.031	pilikia
unhappiness	joy	0.016	poino
sixty	joy	0.016	kanaono
mourning	sadness	0.969	kanikau
heartbreaking	sadness	0.969	ʻeha puʻuwai
tragic	sadness	0.961	pōʻino
holocaust	sadness	0.953	holocaust
suicidal	sadness	0.941	pepehi kanaka
misery	sadness	0.938	poino
massacre	sadness	0.931	pepehi kanaka
euthanasia	sadness	0.927	euthanasia
depression	sadness	0.925	kaumaha
grieving	sadness	0.922	kaumaha ana
bereavement	sadness	0.922	kaumaha
fatal	sadness	0.922	mea make
bereaved	sadness	0.920	kaumaha
devastation	sadness	0.917	pōʻino
death	sadness	0.915	make
devastated	sadness	0.912	pōʻino
suicide	sadness	0.912	pepehi kanaka
catastrophe	sadness	0.911	pōʻino
horrifying	sadness	0.907	weliweli
died	sadness	0.906	make
tragedy	sadness	0.906	pōʻino
depressing	sadness	0.906	kaumaha
anguish	sadness	0.902	ehaeha
agony	sadness	0.900	ʻehaʻeha
deadly	sadness	0.898	mea make
weeping	sadness	0.896	uwe ana
stillbirth	sadness	0.891	hānau make
deceased	sadness	0.891	i make
murderer	sadness	0.877	pepehi kanaka
cancer	sadness	0.875	ma'i 'a'ai
dying	sadness	0.875	e make ana
rape	sadness	0.875	hoopalau
devastating	sadness	0.875	e hoopoino ana
morbidity	sadness	0.864	maʻi maʻi
sadness	sadness	0.864	kaumaha
execution	sadness	0.859	ka hoʻokō ʻana
traumatic	sadness	0.859	ʻehaʻeha
perish	sadness	0.859	make
grief	sadness	0.859	kaumaha
abandonment	sadness	0.859	haʻalele
atrocity	sadness	0.859	hana ʻino
crucifixion	sadness	0.859	kau ma ke kea
depressed	sadness	0.859	kaumaha
cadaver	sadness	0.853	kino make
treachery	sadness	0.848	hoopunipuni
betrayed	sadness	0.848	kumakaia
grieve	sadness	0.844	kaumaha
suffering	sadness	0.844	ehaeha
funeral	sadness	0.844	hoolewa
destroyed	sadness	0.844	luku ʻia
homicide	sadness	0.844	pepehi kanaka
hopelessness	sadness	0.844	manaʻolana ʻole
slaughtering	sadness	0.844	ka pepehi ana
persecution	sadness	0.844	ka hoomaau ana
murderous	sadness	0.844	pepehi kanaka
sorrow	sadness	0.844	kaumaha
miserable	sadness	0.844	poino
sad	sadness	0.844	kaumaha
horrific	sadness	0.844	weliweli
unhappiness	sadness	0.839	poino
bloodshed	sadness	0.836	hookahe koko
crippled	sadness	0.836	ʻōʻopa
carnage	sadness	0.833	pepehi kanaka
pained	sadness	0.833	ʻehaʻeha
manslaughter	sadness	0.833	pepehi kanaka
unbearable	sadness	0.830	hiki ole ke hoomanawanui
stillborn	sadness	0.830	hanau make
morbid	sadness	0.828	ʻehaʻeha
annihilation	sadness	0.828	hoopau ana
helplessness	sadness	0.828	hemahema
mourn	sadness	0.828	kanikau
murder	sadness	0.828	pepehi kanaka
slavery	sadness	0.828	hookauwa
abandoned	sadness	0.828	haʻalele ʻia
horrors	sadness	0.828	mea weliweli
mutilation	sadness	0.828	ʻoki ʻana
annihilated	sadness	0.828	hoopauia
casualty	sadness	0.828	poino
enslaved	sadness	0.828	hookauwa
sickness	sadness	0.828	ka mai
torment	sadness	0.828	ehaeha
miscarriage	sadness	0.824	hāʻule hāʻule
starvation	sadness	0.819	pololi
mournful	sadness	0.812	kanikau
sadly	sadness	0.812	kaumaha
famine	sadness	0.812	wi
burial	sadness	0.812	kanu ʻana
distraught	sadness	0.812	pilikia
failure	sadness	0.812	hāʻule
killing	sadness	0.812	pepehi kanaka
despair	sadness	0.812	paulele
cruelty	sadness	0.812	lokoino
saddens	sadness	0.812	kaumaha
oppression	sadness	0.812	hookaumaha
heartache	sadness	0.812	ʻeha puʻuwai
terrorism	sadness	0.812	hooweliweli
disgrace	sadness	0.812	ka hilahila
childloss	sadness	0.812	nele keiki
bloody	sadness	0.806	koko
perishing	sadness	0.804	e make ana
inhumanity	sadness	0.804	hana ʻino ʻole
malignancy	sadness	0.803	ʻinoʻino
mortification	sadness	0.802	hoʻomāʻewaʻewa
slave	sadness	0.797	kauā
lifeless	sadness	0.797	ola ole
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	weliweli
assassination	sadness	0.797	pepehi kanaka
perished	sadness	0.797	ua make
kill	sadness	0.797	pepehi
devastate	sadness	0.797	hoopoino
dreadful	sadness	0.797	weliweli
mortuary	sadness	0.797	hale kupapaʻu
leukemia	sadness	0.797	leukemia
lethal	sadness	0.797	mea make
desolation	sadness	0.797	neoneo
gallows	sadness	0.797	lāʻau ʻauʻau
brokenheart	sadness	0.792	ʻehaʻeha
banishment	sadness	0.790	hookuke ana
afflict	sadness	0.789	ehaeha
disheartened	sadness	0.788	nawaliwali
bury	sadness	0.781	kanu
terrorize	sadness	0.781	hooweliweli
crying	sadness	0.781	uwe ana
demoralized	sadness	0.781	demoralized
tumour	sadness	0.781	ʻuʻuku
heartbreak	sadness	0.781	ʻeha puʻuwai
desecration	sadness	0.781	hoʻohaumia
die	sadness	0.773	make
lynch	sadness	0.773	lynch
sufferer	sadness	0.770	mea eha
fatality	sadness	0.766	ka make ana
diseased	sadness	0.766	ma'i
doomed	sadness	0.766	poino
fearful	sadness	0.766	makaʻu
destitute	sadness	0.766	nele
abortion	sadness	0.766	hoʻopaʻa keiki
condolence	sadness	0.766	aloha aloha
torture	sadness	0.766	hoehaeha
dismemberment	sadness	0.766	ʻoki ʻana
slayer	sadness	0.766	pepehi kanaka
loneliness	sadness	0.766	mehameha
cemetery	sadness	0.766	hale kupapaʻu
moribund	sadness	0.758	make loa
painfully	sadness	0.758	me ka eha
disaster	sadness	0.758	pōʻino
depress	sadness	0.755	kaumaha
condemnation	sadness	0.754	ka hoohewa ana
obliteration	sadness	0.750	ka hoopau ana
damnation	sadness	0.750	poino
sorrowful	sadness	0.750	kaumaha
desperation	sadness	0.750	paulele
cry	sadness	0.750	uwe
terrorist	sadness	0.750	mea hooweliweli
painful	sadness	0.750	ʻehaʻeha
abduction	sadness	0.750	ʻaihue
incest	sadness	0.750	moe kolohe
corpse	sadness	0.750	kupapau
deplorable	sadness	0.750	poino
pandemic	sadness	0.750	maʻi maʻi maʻi
sickening	sadness	0.750	ʻehaʻeha
hemorrhage	sadness	0.750	kahe koko
guilt	sadness	0.750	hewa
depressive	sadness	0.750	kaumaha
doomsday	sadness	0.750	lā make
defeated	sadness	0.750	pio
victimized	sadness	0.750	hoʻopilikia ʻia
regretful	sadness	0.750	mihi
unhappy	sadness	0.750	hauʻoli ʻole
unfairness	sadness	0.745	pono ole
molestation	sadness	0.744	hoʻomāinoino
abysmal	sadness	0.742	abysmal
exile	sadness	0.742	hoʻopio ʻia
hellish	sadness	0.738	pōʻino
exterminate	sadness	0.736	e hoopau
destroying	sadness	0.734	e luku ana
miserably	sadness	0.734	poino
disastrous	sadness	0.734	pōʻino
battered	sadness	0.734	hahauia
morgue	sadness	0.734	morgue
assassin	sadness	0.734	pepehi kanaka
horrid	sadness	0.734	weliweli
disgraced	sadness	0.734	hoʻohilahila ʻia
homeless	sadness	0.734	home ole
earthquake	sadness	0.734	ōlaʻi
orphan	sadness	0.734	keiki makua ole
slaughter	sadness	0.734	pepehi kanaka
warfare	sadness	0.734	kaua
betrayal	sadness	0.734	kumakaia
lonesome	sadness	0.734	mehameha
listless	sadness	0.729	paulele ole
unfortunately	sadness	0.727	pōʻino
emptiness	sadness	0.727	ka hakahaka
grave	sadness	0.727	luakupapau
alienated	sadness	0.727	kaawale
fraught	sadness	0.722	piha
violently	sadness	0.719	hana ino
woe	sadness	0.719	auwe
heartless	sadness	0.719	naau ole
malicious	sadness	0.719	ino
missing	sadness	0.719	nalowale
paralysis	sadness	0.719	maʻi lolo
horror	sadness	0.719	weliweli
ashamed	sadness	0.719	hilahila
forsaken	sadness	0.719	haʻalele ʻia
emaciated	sadness	0.719	ʻeleʻele
atrophy	sadness	0.719	atrophy
danger	sadness	0.719	pilikia
pain	sadness	0.719	ʻehaʻeha
cripple	sadness	0.719	ʻōʻopa
cried	sadness	0.719	uē
disheartening	sadness	0.719	hoonawaliwali
leprosy	sadness	0.719	lepera
demise	sadness	0.717	make ana
disgruntled	sadness	0.712	hauʻoli
rejected	sadness	0.712	hooleia
sickly	sadness	0.712	ma'i
violence	sadness	0.712	hana ino
torn	sadness	0.710	haehae ʻia
calamity	sadness	0.709	pōʻino
grim	sadness	0.708	ʻinoʻino
grievous	sadness	0.704	kaumaha
deformed	sadness	0.703	deformed
deformity	sadness	0.703	deformity
punishing	sadness	0.703	ka hoopai ana
hearse	sadness	0.703	kaʻa kupapaʻu
meltdown	sadness	0.703	hoʻoheheʻe
incurable	sadness	0.703	hiki ole ke hoolaia
extinct	sadness	0.703	pau loa
victim	sadness	0.703	mea pepehi kanaka
suffocating	sadness	0.703	ʻoluʻolu
tearful	sadness	0.703	waimaka
obit	sadness	0.703	obit
oppressor	sadness	0.703	mea hooluhi
slaughterhouse	sadness	0.703	hale pepehi kanaka
abandon	sadness	0.703	haalele
crushed	sadness	0.703	ʻeha ʻia
isolation	sadness	0.703	kaawale
decomposition	sadness	0.703	palaho
inhuman	sadness	0.703	kino kanaka
disfigured	sadness	0.703	ino
buried	sadness	0.703	kanu ʻia
strangle	sadness	0.703	ʻumi ʻumi
isolate	sadness	0.703	hoʻokaʻawale
humiliate	sadness	0.703	hoʻohaʻahaʻa
carcinoma	sadness	0.703	maʻi ʻaʻai kino
hell	sadness	0.700	Gehena
lifesucks	sadness	0.700	ola kino
ruinous	sadness	0.698	poino
banish	sadness	0.697	kipaku
widow	sadness	0.697	wahine kāne make
accursed	sadness	0.697	hōʻino ʻia
ruined	sadness	0.697	hoʻopau ʻia
vanished	sadness	0.695	nalowale
displaced	sadness	0.691	hoʻoneʻe ʻia
poverty	sadness	0.690	ʻilihune
hopeless	sadness	0.688	manaʻolana ʻole
regretting	sadness	0.688	mihi ana
widower	sadness	0.688	wahine kāne make
stab	sadness	0.688	houʻa
deserted	sadness	0.688	mehameha
insanity	sadness	0.688	pupule
teary	sadness	0.688	waimaka
hurt	sadness	0.688	ʻeha
terminal	sadness	0.688	hoʻokuʻu
shooting	sadness	0.688	pana ana
banished	sadness	0.688	kipakuia
hospice	sadness	0.688	hale hospice
depraved	sadness	0.688	ino
nohope	sadness	0.688	nohope
sob	sadness	0.688	kanikau
imprisoned	sadness	0.688	paʻahao
travesty	sadness	0.688	hana kolohe
loss	sadness	0.688	poho
hurtful	sadness	0.688	ʻehaʻeha
dementia	sadness	0.688	dementia
pathetic	sadness	0.688	minamina
neglected	sadness	0.688	malama ole ia
epidemic	sadness	0.688	ahulau
illness	sadness	0.688	mai
foreveralone	sadness	0.688	noho mau hoʻokahi
infidelity	sadness	0.688	hoopunipuni
dismissal	sadness	0.686	ka hoopau ana
alienation	sadness	0.685	kaawale
hardship	sadness	0.685	pilikia
choke	sadness	0.682	ʻōʻō
kidnap	sadness	0.682	ʻaihue
bleeding	sadness	0.673	kahe koko
punished	sadness	0.672	hoopaiia
malevolent	sadness	0.672	kolohe
gory	sadness	0.672	ʻehaʻeha
wail	sadness	0.672	uē
despairing	sadness	0.672	paulele
coffin	sadness	0.672	pahu kupapaʻu
disparage	sadness	0.672	hoʻomāʻewaʻewa
missingyou	sadness	0.672	haʻo iā ʻoe
obituary	sadness	0.672	obituary
deprivation	sadness	0.672	nele
abortive	sadness	0.672	hoʻohāʻule
evil	sadness	0.672	ino
wretch	sadness	0.672	poino
imprisonment	sadness	0.672	paʻahao
