English Word	Emotion	Emotion-Intensity-Score	Hungarian Word
sunny	joy	0.562	napos
prevail	joy	0.562	érvényesül
revels	joy	0.562	mulat
humorous	joy	0.562	tréfás
sweets	joy	0.562	édesség
liking	joy	0.562	szeretet
admirable	joy	0.562	csodálatra méltó
superstar	joy	0.562	szupersztár
relax	joy	0.562	lazíts
prosper	joy	0.562	boldogulni
hero	joy	0.562	hős
hugs	joy	0.562	ölelés
worthwhile	joy	0.562	érdemes
newyear	joy	0.561	újév
tenderness	joy	0.561	érzékenység
bless	joy	0.561	áldja
favorable	joy	0.561	kedvező
freedom	joy	0.561	szabadság
masterpiece	joy	0.561	mestermű
dreams	joy	0.559	álmokat
hopeful	joy	0.559	bizakodó
home	joy	0.559	itthon
cruising	joy	0.556	utazó
gracias	joy	0.554	gracias
faithfulness	joy	0.553	hűség
eagerness	joy	0.552	vágy
closeness	joy	0.552	közelség
sunshine	joy	0.551	napfény
comfy	joy	0.551	kényelmes
vacation	joy	0.547	vakáció
celestial	joy	0.547	égi
good	joy	0.547	jó
elite	joy	0.547	elit
illuminate	joy	0.547	világít
confidence	joy	0.547	bizalom
mistletoe	joy	0.547	fagyöngy
daughter	joy	0.547	lánya
lifted	joy	0.547	felemelték
goodmorning	joy	0.547	jó reggelt kívánok
zeal	joy	0.547	buzgóság
gifts	joy	0.547	ajándékokat
gift	joy	0.547	ajándék
astonishment	joy	0.547	csodálkozás
heart	joy	0.547	szív
completion	joy	0.547	befejezése
bonus	joy	0.547	bónusz
charmed	joy	0.546	elbűvölte
dance	joy	0.545	tánc
sublime	joy	0.545	fenséges
recreation	joy	0.545	pihenés
encouragement	joy	0.545	bátorítás
god	joy	0.545	Isten
gush	joy	0.545	áradat
freshstart	joy	0.544	újrakezdés
free	joy	0.544	ingyenes
savior	joy	0.543	megmentő
sanctuary	joy	0.541	szentély
grandchildren	joy	0.540	unokák
wellness	joy	0.537	wellness
revel	joy	0.534	mulatság
music	joy	0.531	zene
fab	joy	0.531	fab
bridal	joy	0.531	menyasszonyi
soar	joy	0.531	felszáll
alive	joy	0.531	élő
money	joy	0.531	pénz
soothing	joy	0.531	megnyugtató
serene	joy	0.531	derűs
holiness	joy	0.531	szentség
inspirational	joy	0.531	inspiráló
matrimony	joy	0.531	házasság
dayoff	joy	0.531	szabadnap
savor	joy	0.531	ízesít
vitality	joy	0.531	életerő
confident	joy	0.531	magabiztos
firstborn	joy	0.531	elsőszülött
rainbow	joy	0.531	szivárvány
liberation	joy	0.531	felszabadulás
elegant	joy	0.530	elegáns
mastery	joy	0.530	uralom
glimmer	joy	0.530	pislákol
illumination	joy	0.530	megvilágítás
blossom	joy	0.530	kivirul
warmth	joy	0.530	melegség
welcomed	joy	0.530	üdvözölte
treat	joy	0.529	csemege
faithful	joy	0.529	hűséges
snuggles	joy	0.522	összebújik
laurels	joy	0.521	babérok
commendable	joy	0.519	dicséretes
succeed	joy	0.516	sikerül
jingle	joy	0.516	csilingel
zest	joy	0.516	lelkesedés
noschool	joy	0.516	nincs iskola
brotherly	joy	0.516	testvéri
silly	joy	0.516	bolondos
abundant	joy	0.516	bőséges
fancy	joy	0.516	díszes
resplendent	joy	0.516	fénylő
strengthening	joy	0.516	erősítése
presents	joy	0.516	bemutatja
pride	joy	0.516	büszkeség
almighty	joy	0.516	mindenható
powerful	joy	0.516	erős
aspire	joy	0.516	törekszik
remarkable	joy	0.516	figyelemre méltó
greeted	joy	0.516	üdvözölte
thanking	joy	0.515	megköszönve
cutie	joy	0.515	szivi
kudos	joy	0.515	dicsőség
therapeutic	joy	0.515	gyógyászati
zen	joy	0.515	zen
coronation	joy	0.515	koronázás
complete	joy	0.515	teljes
shining	joy	0.515	csillogó
spirit	joy	0.515	szellem
princely	joy	0.515	fejedelmi
vivid	joy	0.515	élénk
comfort	joy	0.515	kényelem
leisure	joy	0.515	szabadidő
reunited	joy	0.515	újra egyesült
kid	joy	0.515	kölyök
newme	joy	0.515	újonc
payday	joy	0.515	fizetésnap
animated	joy	0.515	élénk
familytime	joy	0.515	családi idő
relationship	joy	0.514	kapcsolat
godly	joy	0.514	istenes
marriage	joy	0.514	házasság
daymade	joy	0.514	daymade
spouse	joy	0.507	házastárs
intimately	joy	0.507	bensőségesen
respect	joy	0.500	tisztelet
bloom	joy	0.500	virágzás
purr	joy	0.500	dorombolás
carefree	joy	0.500	gondtalan
nature	joy	0.500	természet
encourage	joy	0.500	bátorítani
soulful	joy	0.500	lelkes
refreshed	joy	0.500	felfrissült
family	joy	0.500	család
gem	joy	0.500	drágakő
meritorious	joy	0.500	érdemes
achieved	joy	0.500	elért
motherhood	joy	0.500	anyaság
holyspirit	joy	0.500	Szentlélek
surreal	joy	0.500	szürreális
charitable	joy	0.500	jótékony
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	stresszoldó
erotic	joy	0.500	erotikus
inviting	joy	0.500	hívogató
baby	joy	0.500	baba
dignity	joy	0.500	méltóság
satisfied	joy	0.500	elégedett
visionary	joy	0.500	látnok
memorable	joy	0.500	emlékezetes
veracity	joy	0.500	igazságosság
healthy	joy	0.500	egészséges
welcoming	joy	0.500	üdvözlő
diamond	joy	0.500	gyémánt
christ	joy	0.500	Krisztus
beach	joy	0.500	strand
accomplish	joy	0.500	megvalósítani, végrahajt
friends	joy	0.500	barátok
excel	joy	0.500	excel
health	joy	0.493	Egészség
aura	joy	0.493	aura
yehey	joy	0.486	jééé
approved	joy	0.486	jóváhagyott
oasis	joy	0.486	oázis
liberty	joy	0.486	szabadság
crowning	joy	0.485	koronázás
aspiration	joy	0.485	törekvés
privileged	joy	0.485	kiváltságos
crescendo	joy	0.485	crescendo
rapture	joy	0.485	elragadtatás
liberate	joy	0.485	felszabadítani
nocomplaints	joy	0.485	nincs panasz
prestige	joy	0.485	presztízs
bounty	joy	0.485	nagylelkűség
gentle	joy	0.485	kedves
inseparable	joy	0.485	elválaszthatatlan
engaging	joy	0.485	megnyerő
loyal	joy	0.485	hűséges
betrothed	joy	0.485	jegyes
transcendence	joy	0.484	transzcendencia
selfworth	joy	0.484	önértékelés
yummy	joy	0.484	isteni finom
datenight	joy	0.484	esti randi
destiny	joy	0.484	sors
heyday	joy	0.484	virágkor
aloha	joy	0.484	aloha
desire	joy	0.484	vágy
dream	joy	0.484	álom
luck	joy	0.484	szerencse
fete	joy	0.484	ünnepség
trophy	joy	0.484	trófea
bouquet	joy	0.484	csokor
chocolate	joy	0.484	csokoládé
creativity	joy	0.484	kreativitás
boyfriend	joy	0.480	fiú barát
commemoration	joy	0.479	megemlékezés
intelligence	joy	0.477	intelligencia
readiness	joy	0.473	készenlét
friend	joy	0.471	barátja
bride	joy	0.471	menyasszony
enthusiast	joy	0.471	lelkes
lush	joy	0.470	buja
inheritance	joy	0.470	öröklés
soothe	joy	0.470	megnyugtatni
tickle	joy	0.470	viszket
kiddo	joy	0.470	kölyök
nostalgia	joy	0.470	nosztalgia
massage	joy	0.470	masszázs
calming	joy	0.470	megnyugtató
adventure	joy	0.470	kaland
pretty	joy	0.469	szép
purring	joy	0.469	dorombolva
eternal	joy	0.469	örök
humanitarian	joy	0.469	humanitárius
nurture	joy	0.469	táplálkozás
giving	joy	0.469	adva
rest	joy	0.469	pihenés
getaway	joy	0.469	tűnj el
goals	joy	0.469	célokat
pray	joy	0.469	imádkozik
bridegroom	joy	0.469	vőlegény
heartily	joy	0.469	szívélyesen
luster	joy	0.469	ragyogás
bonding	joy	0.469	kötés
princess	joy	0.469	hercegnő
amicable	joy	0.469	baráti
benevolence	joy	0.469	jóakarat
child	joy	0.466	gyermek
salutary	joy	0.465	üdvös
invite	joy	0.457	meghívás
beam	joy	0.456	gerenda
reminiscing	joy	0.456	visszaemlékezve
befriend	joy	0.455	barátkozik
aesthetics	joy	0.455	esztétika
friday	joy	0.455	péntek
freshair	joy	0.455	friss levegő
ceremony	joy	0.455	ceremónia
kindred	joy	0.455	rokon
mindfulness	joy	0.455	éberség
sonice	joy	0.455	olyan szép
elevation	joy	0.455	magasság
tropical	joy	0.455	tropikus
scholarship	joy	0.455	ösztöndíj
hee	joy	0.455	hé
noworries	joy	0.453	semmi gond
allure	joy	0.453	csábító
approve	joy	0.453	jóváhagy
scenery	joy	0.453	Látvány
waterfall	joy	0.453	vízesés
vindication	joy	0.453	igazolás
namaste	joy	0.453	namaste
commemorate	joy	0.453	megemlékezni
faith	joy	0.453	hit
birth	joy	0.453	születés
forgiveness	joy	0.453	megbocsátás
journey	joy	0.447	utazás
meditation	joy	0.446	elmélkedés
relaxed	joy	0.442	kipihent
present	joy	0.441	jelenlegi
weekend	joy	0.441	hétvége
tender	joy	0.441	pályázati kiírás
tranquil	joy	0.441	nyugodt
lyrical	joy	0.439	lírai
sharing	joy	0.439	megosztás
esteem	joy	0.439	becsülés
nostalgic	joy	0.439	nosztalgikus
prayer	joy	0.439	ima
righteousness	joy	0.439	igazságosság
husband	joy	0.438	férj
relief	joy	0.438	megkönnyebbülés
strength	joy	0.438	erő
mighty	joy	0.438	hatalmas
unbeaten	joy	0.438	veretlen
eager	joy	0.438	mohó
share	joy	0.438	részvény
newday	joy	0.438	új nap
sonnet	joy	0.438	szonett
meditate	joy	0.438	elmélkedik
life	joy	0.438	élet
winterbreak	joy	0.429	téli szünet
warm	joy	0.429	meleg
movingforward	joy	0.429	haladni előre
buddy	joy	0.427	haver
oneness	joy	0.426	egység
unconstrained	joy	0.424	kötetlen
amen	joy	0.424	ámen
reverence	joy	0.424	tisztelet
healthful	joy	0.424	egészséges
thelittlethings	joy	0.424	a kis dolgok
medal	joy	0.424	érem
unsurpassed	joy	0.424	páratlan
candlelight	joy	0.424	gyertyafény
carols	joy	0.424	énekeket
ejaculation	joy	0.424	ejakuláció
beginnings	joy	0.422	kezdetek
sledding	joy	0.422	szánkózás
graduation	joy	0.422	érettségi
frisky	joy	0.422	élénk
lml	joy	0.422	lml
ease	joy	0.422	könnyedség
symphony	joy	0.422	szimfónia
wealth	joy	0.422	jólét
helpful	joy	0.422	hasznos
musical	joy	0.422	zenei
glitter	joy	0.422	csillám
calmness	joy	0.422	nyugalom
energy	joy	0.422	energia
safe	joy	0.422	biztonságos
nostress	joy	0.421	nincs stressz
soundness	joy	0.421	szilárdság
promise	joy	0.415	ígéret
reunite	joy	0.414	újra egyesülni
mother	joy	0.412	anya
salvation	joy	0.412	megváltás
poems	joy	0.412	verseket
clown	joy	0.409	bohóc
lavender	joy	0.409	levendula
immaculate	joy	0.409	hibátlan
purify	joy	0.409	megtisztítani
inauguration	joy	0.409	beiktatás
aromatherapy	joy	0.409	aromaterápia
lighten	joy	0.409	könnyítsen
travel	joy	0.409	utazás
cash	joy	0.406	készpénz
companion	joy	0.406	társ
live	joy	0.406	élő
opportune	joy	0.406	időszerű
completing	joy	0.406	befejezése
charity	joy	0.406	adomány
heal	joy	0.406	gyógyít
star	joy	0.406	csillag
wishing	joy	0.406	kívánván
flowers	joy	0.406	virágok
income	joy	0.403	jövedelem
soul	joy	0.401	lélek
munchies	joy	0.400	rágcsálnivaló
emancipation	joy	0.397	emancipáció
indescribable	joy	0.397	leírhatatlan
progress	joy	0.397	előrehalad
equality	joy	0.394	egyenlőség
childhood	joy	0.394	gyermekkor
together	joy	0.394	együtt
rhythmical	joy	0.394	ütemes
fullness	joy	0.394	teljesség
calm	joy	0.394	nyugodt
hammock	joy	0.394	függőágy
picnic	joy	0.394	piknik
movies	joy	0.393	filmeket
zealous	joy	0.393	buzgó
playground	joy	0.391	játszótér
affluence	joy	0.391	bőség
warms	joy	0.391	melegít
choir	joy	0.391	kórus
littlethings	joy	0.391	kis dolgok
auspicious	joy	0.391	kedvező
meaningful	joy	0.391	jelentőségteljes
adventures	joy	0.391	kalandok
goofy	joy	0.391	ostoba
starry	joy	0.391	csillagos
humanity	joy	0.391	emberiség
gesture	joy	0.387	gesztus
witty	joy	0.382	szellemes
vow	joy	0.382	eskü
shopping	joy	0.382	bevásárlás
vibes	joy	0.379	vibrafon
worship	joy	0.379	imádat
jump	joy	0.379	ugrás
communion	joy	0.379	úrvacsora
reverend	joy	0.377	tisztelendő
rising	joy	0.375	emelkedő
advance	joy	0.375	előleg
beaches	joy	0.375	strandok
sonorous	joy	0.375	zengzetes
courtship	joy	0.375	udvarlás
experience	joy	0.375	tapasztalat
reunion	joy	0.375	újraegyesülés
simplicity	joy	0.375	egyszerűség
full	joy	0.375	teljes
hymn	joy	0.375	himnusz
spirits	joy	0.375	szellemek
unforgettable	joy	0.375	felejthetetlen
mirth	joy	0.375	vidámság
youth	joy	0.375	ifjúság
scenic	joy	0.375	színpadi
unique	joy	0.375	egyedi
redeemed	joy	0.375	megváltva
alliance	joy	0.368	szövetség
baptismal	joy	0.368	keresztelési
grant	joy	0.366	támogatást
kitten	joy	0.364	cica
sanctification	joy	0.364	megszentelés
conciliation	joy	0.364	békéltetés
improves	joy	0.364	javítja
pure	joy	0.364	tiszta
improve	joy	0.364	javítani
authentic	joy	0.364	hiteles
moonlight	joy	0.364	holdfény
weightloss	joy	0.362	fogyás
raspberries	joy	0.360	málna
feeling	joy	0.359	érzés
jest	joy	0.359	tréfa
independent	joy	0.359	független
sanctify	joy	0.359	megszentel
devotional	joy	0.359	vallásos
tinsel	joy	0.359	talmi
proficiency	joy	0.359	jártasság
listenting	joy	0.359	hallgatni
fidelity	joy	0.359	hűség
revival	joy	0.359	ébredés
giver	joy	0.353	adakozó
cocoa	joy	0.353	kakaó
deliverance	joy	0.348	megszabadítás
melody	joy	0.348	dallam
unification	joy	0.348	egyesítés
romp	joy	0.348	pajkoskodik
purpose	joy	0.348	célja
choral	joy	0.348	kórus-
exceed	joy	0.348	meghaladja
dolphin	joy	0.348	delfin
roaring	joy	0.348	ordítozó
favor	joy	0.348	szívességet
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	kéjes
fruits	joy	0.344	gyümölcsök
cookies	joy	0.344	sütiket
manicure	joy	0.344	manikűr
nowork	joy	0.344	nincs munka
date	joy	0.344	dátum
newstart	joy	0.344	új kezdet
hedonism	joy	0.344	hedonizmus
pledge	joy	0.344	fogadalom
electric	joy	0.344	elektromos
humble	joy	0.344	alázatos
roadtrip	joy	0.344	kirándulás
thx	joy	0.344	Kösz
kiddos	joy	0.344	kölykök
celebrity	joy	0.342	híres ember
bridesmaid	joy	0.338	koszorúslány
rhythm	joy	0.338	ritmus
spa	joy	0.333	gyógyfürdő
snowday	joy	0.333	havas nap
familiarity	joy	0.333	ismertség
coffee	joy	0.333	kávé
edification	joy	0.333	építkezés
garden	joy	0.333	kert
renovation	joy	0.333	felújítása
dawn	joy	0.333	hajnal
connoisseur	joy	0.333	műértő
gazing	joy	0.333	bámulva
obliging	joy	0.333	kötelezve
partner	joy	0.333	partner
foodie	joy	0.331	ínyenc
synchronize	joy	0.329	szinkronizálni
tribulation	joy	0.328	nyomorúság
psalm	joy	0.328	zsoltár
pedicure	joy	0.328	pedikűr
noregrets	joy	0.328	nincs megbánás
chirping	joy	0.328	csiripelés
saint	joy	0.328	szent
healing	joy	0.328	gyógyulás
carol	joy	0.328	ének
true	joy	0.328	igaz
hobby	joy	0.328	hobbi
amnesty	joy	0.328	amnesztia
respite	joy	0.324	haladékot
recreational	joy	0.318	szabadidős
cousins	joy	0.318	unokatestvérek
mellow	joy	0.318	érett
restorative	joy	0.318	helyreállító
lazyday	joy	0.318	lusta nap
classics	joy	0.318	klasszikusok
reconciliation	joy	0.316	egyeztetés
woods	joy	0.312	fák
progression	joy	0.312	progresszió
muchneeded	joy	0.312	nagy szükség van
sterling	joy	0.312	font
dove	joy	0.312	galamb
simplify	joy	0.312	egyszerűsíteni
fitness	joy	0.312	fitnesz
sunset	joy	0.312	napnyugta
wisdom	joy	0.312	bölcsesség
relight	joy	0.312	újra meggyújt
living	joy	0.312	élő
presto	joy	0.312	gyors
playhouse	joy	0.312	színház
superman	joy	0.312	felsőbbrendű ember
pony	joy	0.312	póniló
recovery	joy	0.312	felépülés
crafts	joy	0.312	iparművészet
lord	joy	0.312	lord
deal	joy	0.312	üzlet
improvement	joy	0.309	javulás
infant	joy	0.309	csecsemő
absolution	joy	0.306	feloldozás
honest	joy	0.303	becsületes
gently	joy	0.303	gyengéden
banquet	joy	0.303	bankett
established	joy	0.303	alapított
endless	joy	0.303	végtelen
decorating	joy	0.303	díszítő
providing	joy	0.300	gondoskodás
lounging	joy	0.297	heverészve
growth	joy	0.297	növekedés
strolling	joy	0.297	sétáló
feat	joy	0.297	feat
morals	joy	0.297	erkölcsök
mine	joy	0.297	enyém
spending	joy	0.297	kiadások
light	joy	0.297	könnyű
spiritual	joy	0.297	lelki
quaint	joy	0.297	régimódi de elegáns
fraternal	joy	0.297	testvéri
notable	joy	0.297	jelentős
softly	joy	0.297	halkan
harvest	joy	0.297	aratás
yearning	joy	0.297	sóvárgás
breeze	joy	0.297	szellő
joker	joy	0.297	dzsókerkártya
meditating	joy	0.297	meditál
fervor	joy	0.295	buzgalom
quotes	joy	0.294	idézetek
volunteer	joy	0.294	önkéntes
gain	joy	0.288	nyereség
resources	joy	0.288	erőforrások
create	joy	0.288	teremt
psalms	joy	0.288	zsoltárok
hippie	joy	0.288	hippi
taoism	joy	0.288	taoizmus
midwife	joy	0.288	bába
receiving	joy	0.287	fogadása
snowfall	joy	0.286	hóesés
ocean	joy	0.286	óceán
lsd	joy	0.286	lsd
hiking	joy	0.283	túrázás
evergreen	joy	0.281	örökzöld
destination	joy	0.281	rendeltetési hely
candid	joy	0.281	őszinte
unwind	joy	0.281	lazítson
truce	joy	0.281	fegyverszünet
toast	joy	0.281	pirítós
chill	joy	0.281	hideg
infinity	joy	0.281	végtelenség
rested	joy	0.281	pihent
buzzing	joy	0.281	zümmögő
venerable	joy	0.279	tiszteletreméltó
balance	joy	0.275	egyensúly
retirement	joy	0.275	nyugdíjazás
fireplace	joy	0.273	kandalló
buddha	joy	0.273	Buddha
devout	joy	0.273	istenfélő
drinks	joy	0.273	italokat
rapt	joy	0.273	elbűvölt
swim	joy	0.273	úszás
compensate	joy	0.273	kompenzálni
snowing	joy	0.271	havazik
sublimation	joy	0.270	szublimáció
fruity	joy	0.268	gyümölcsös
sunday	joy	0.266	vasárnap
sketching	joy	0.266	vázlatkészítés
paragon	joy	0.266	eszménykép
humility	joy	0.266	alázatosság
ministry	joy	0.266	minisztérium
waves	joy	0.266	hullámok
cathedral	joy	0.266	székesegyház
sun	joy	0.266	nap
yoga	joy	0.266	jóga
fortitude	joy	0.266	bátorság
salute	joy	0.266	üdvözöl
buddhism	joy	0.266	buddhizmus
whim	joy	0.266	szeszély
artwork	joy	0.265	alkotás
practiced	joy	0.264	gyakorolt
clean	joy	0.260	tiszta
running	joy	0.258	futó
clarity	joy	0.258	világosság
found	joy	0.258	megtalált
fitting	joy	0.258	szerelvény
immerse	joy	0.258	bemerül
exercise	joy	0.258	gyakorlat
food	joy	0.258	étel
autumn	joy	0.254	ősz
fit	joy	0.250	elfér
morning	joy	0.250	reggel
contagious	joy	0.250	fertőző
outdoors	joy	0.250	szabadban
hardy	joy	0.250	szívós
candles	joy	0.250	gyertyák
advocacy	joy	0.250	pártfogás
countryside	joy	0.250	vidéki táj
demonstrative	joy	0.250	demonstratív
football	joy	0.250	futball
chirp	joy	0.250	csipog
chilled	joy	0.250	hűtve
undying	joy	0.250	halhatatlan
visitor	joy	0.250	látogató
clap	joy	0.250	taps
diary	joy	0.250	napló
ardent	joy	0.250	lelkes
expedient	joy	0.250	célszerű
mountain	joy	0.250	hegy
cradle	joy	0.247	bölcső
trance	joy	0.246	transz
intense	joy	0.242	erős
procession	joy	0.242	felvonulás
church	joy	0.242	templom
pay	joy	0.242	fizetés
supremacy	joy	0.242	fölény
preservative	joy	0.242	konzerváló
grow	joy	0.242	nő
breakfast	joy	0.242	reggeli
consecration	joy	0.235	felszentelés
salary	joy	0.234	fizetés
lifetime	joy	0.234	élettartam
incense	joy	0.234	tömjén
ordination	joy	0.234	felszentelés
snowy	joy	0.234	havas
art	joy	0.234	Művészet
nursery	joy	0.234	óvoda
skiing	joy	0.234	síelés
candle	joy	0.234	gyertya
doll	joy	0.234	baba
vote	joy	0.234	szavazás
humbled	joy	0.234	alázatosan
lyre	joy	0.234	lant
pastry	joy	0.229	cukrászsütemény
remedy	joy	0.227	jogorvoslat
chilling	joy	0.227	hűsítő
firefly	joy	0.227	szentjánosbogár
rescue	joy	0.225	mentés
camping	joy	0.221	kemping
perspective	joy	0.221	perspektíva
orchestra	joy	0.221	zenekar
orchard	joy	0.221	gyümölcsöskert
breezy	joy	0.219	szellős
gardens	joy	0.219	kertek
castle	joy	0.219	kastély
lamb	joy	0.219	Bárány
possess	joy	0.219	birtokolni
bouttime	joy	0.212	leállás
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	Country zene
teach	joy	0.212	tanít
brisk	joy	0.212	fürge
ribbon	joy	0.212	szalag
raindrops	joy	0.212	esőcseppek
mucis	joy	0.212	mucis
repay	joy	0.212	visszafizetni
listneing	joy	0.212	hallgatni
nap	joy	0.206	szundikál
legalized	joy	0.203	legalizálták
unexpected	joy	0.203	váratlan
vernal	joy	0.203	tavaszi
chant	joy	0.203	ének
hire	joy	0.203	bérel
uncontrollable	joy	0.203	ellenőrizhetetlen
stillness	joy	0.203	nyugalom
lights	joy	0.203	Lámpák
cove	joy	0.203	öbölben
save	joy	0.200	megment
pastor	joy	0.197	lelkész
atone	joy	0.197	vezekel
symmetry	joy	0.197	szimmetria
trees	joy	0.197	fák
oneday	joy	0.197	egy nap
scripture	joy	0.196	szentírás
mountains	joy	0.194	hegyek
craziness	joy	0.188	őrület
tea	joy	0.188	tea
walking	joy	0.188	gyaloglás
whiteness	joy	0.188	fehérség
sympathetic	joy	0.188	szimpatikus
forefathers	joy	0.188	ősatyák
pathway	joy	0.188	útvonalat
custom	joy	0.188	egyedi
quiet	joy	0.188	csendes
liquor	joy	0.188	folyadék
soppy	joy	0.188	átázott
patient	joy	0.186	beteg
movingon	joy	0.182	továbblépni
score	joy	0.182	pontszám
dollhouse	joy	0.182	babaház
bath	joy	0.182	fürdőkád
supporter	joy	0.180	támogató
accompaniment	joy	0.179	kíséret
pursuit	joy	0.176	törekvés
outburst	joy	0.176	kitörés
frosty	joy	0.174	fagyos
luncheon	joy	0.172	ebéd
service	joy	0.172	szolgáltatás
workout	joy	0.172	edzés
closure	joy	0.172	bezárás
wintery	joy	0.172	télies
civilized	joy	0.169	civilizált
wages	joy	0.169	bérek
december	joy	0.167	december
fain	joy	0.167	fain
glide	joy	0.162	siklik
acrobat	joy	0.162	akrobata
finally	joy	0.157	végül
chai	joy	0.156	chai
obtainable	joy	0.156	megszerezhető
elf	joy	0.156	Manó
peppermint	joy	0.156	borsmenta
break	joy	0.156	szünet
reproductive	joy	0.156	szaporodó
