English Word	Emotion	Emotion-Intensity-Score	Hindi Word
date	joy	0.344	दिनांक
newstart	joy	0.344	नई शुरुआत
hedonism	joy	0.344	हेडोनिजम
pledge	joy	0.344	प्रतिज्ञा करना
electric	joy	0.344	बिजली
humble	joy	0.344	विनीत
roadtrip	joy	0.344	सड़क यात्रा
thx	joy	0.344	धन्यवाद
kiddos	joy	0.344	किडोस
celebrity	joy	0.342	सेलिब्रिटी
bridesmaid	joy	0.338	वर
rhythm	joy	0.338	ताल
spa	joy	0.333	स्पा
snowday	joy	0.333	बर्फीला दिन
familiarity	joy	0.333	सुपरिचय
coffee	joy	0.333	कॉफ़ी
edification	joy	0.333	नसीहत
garden	joy	0.333	बगीचा
renovation	joy	0.333	नवीकरण
dawn	joy	0.333	भोर
connoisseur	joy	0.333	विशेषज्ञ
gazing	joy	0.333	एकटक
obliging	joy	0.333	ऋणी
partner	joy	0.333	साथी
foodie	joy	0.331	खाने का शौकीन
synchronize	joy	0.329	सिंक्रनाइज़
tribulation	joy	0.328	क्लेश
psalm	joy	0.328	भजन
pedicure	joy	0.328	पेडीक्योर
noregrets	joy	0.328	कोई पछतावा नहीं
chirping	joy	0.328	चहचहाहट
saint	joy	0.328	सेंट
healing	joy	0.328	उपचारात्मक
carol	joy	0.328	तराना
true	joy	0.328	सच
hobby	joy	0.328	शौक
amnesty	joy	0.328	आम माफ़ी
respite	joy	0.324	मोहलत
recreational	joy	0.318	मनोरंजन
cousins	joy	0.318	चचेरे भाई बहिन
mellow	joy	0.318	मधुर
restorative	joy	0.318	मज़बूत कर देनेवाला
lazyday	joy	0.318	आलसी दिन
classics	joy	0.318	कुंआरियां
reconciliation	joy	0.316	सुलह
woods	joy	0.312	वुड्स
progression	joy	0.312	प्रगति
muchneeded	joy	0.312	बहुत जरूरी
sterling	joy	0.312	वास्तविक
dove	joy	0.312	डव
simplify	joy	0.312	सरल
fitness	joy	0.312	स्वास्थ्य
sunset	joy	0.312	सूर्यास्त
wisdom	joy	0.312	बुद्धि
relight	joy	0.312	रोशन
living	joy	0.312	जीविका
presto	joy	0.312	हाथ की सफ़ाई
playhouse	joy	0.312	नाटकशाला
superman	joy	0.312	अतिमानव
pony	joy	0.312	टट्टू
recovery	joy	0.312	स्वास्थ्य लाभ
crafts	joy	0.312	शिल्प
lord	joy	0.312	भगवान
deal	joy	0.312	सौदा
improvement	joy	0.309	सुधार
infant	joy	0.309	बच्चा
absolution	joy	0.306	मुक्ति
honest	joy	0.303	ईमानदार
gently	joy	0.303	धीरे
banquet	joy	0.303	भोज
established	joy	0.303	स्थापित
endless	joy	0.303	अनंत
decorating	joy	0.303	सजा
providing	joy	0.300	उपलब्ध कराने के
lounging	joy	0.297	लाउंजिंग
growth	joy	0.297	वृद्धि
strolling	joy	0.297	आवारा
feat	joy	0.297	करतब
morals	joy	0.297	नैतिकता
mine	joy	0.297	मेरा
spending	joy	0.297	खर्च
light	joy	0.297	रोशनी
spiritual	joy	0.297	आध्यात्मिक
quaint	joy	0.297	विचित्र
fraternal	joy	0.297	भाईचारे का
notable	joy	0.297	प्रसिद्ध
softly	joy	0.297	नरमी से
harvest	joy	0.297	फसल काटना
yearning	joy	0.297	तड़प
breeze	joy	0.297	समीर
joker	joy	0.297	जोकर
meditating	joy	0.297	मनन करना
fervor	joy	0.295	जोश
quotes	joy	0.294	उल्लेख
volunteer	joy	0.294	स्वयंसेवी
gain	joy	0.288	बढ़त
resources	joy	0.288	साधन
create	joy	0.288	सृजन करना
psalms	joy	0.288	स्तोत्र
hippie	joy	0.288	हिप्पी
taoism	joy	0.288	ताओ धर्म
midwife	joy	0.288	दाई
receiving	joy	0.287	प्राप्त
snowfall	joy	0.286	हिमपात
ocean	joy	0.286	सागर
lsd	joy	0.286	एलएसडी
hiking	joy	0.283	लंबी दूरी पर पैदल चलना
evergreen	joy	0.281	सदाबहार
destination	joy	0.281	गंतव्य
candid	joy	0.281	स्पष्टवादी
unwind	joy	0.281	खोलना
truce	joy	0.281	युद्धविराम संधि
toast	joy	0.281	सेंकना
chill	joy	0.281	सर्द
infinity	joy	0.281	अनंतता
rested	joy	0.281	विश्राम किया
buzzing	joy	0.281	गूंज
venerable	joy	0.279	सम्मानित
balance	joy	0.275	संतुलन
retirement	joy	0.275	निवृत्ति
fireplace	joy	0.273	चिमनी
buddha	joy	0.273	बुद्धा
devout	joy	0.273	धार्मिक
drinks	joy	0.273	पेय
rapt	joy	0.273	मगन
swim	joy	0.273	तैरना
compensate	joy	0.273	कमी पूर्ति
snowing	joy	0.271	बर्फ गिर रही है
sublimation	joy	0.270	उच्च बनाने की क्रिया
fruity	joy	0.268	फल
sunday	joy	0.266	रविवार
sketching	joy	0.266	स्केच
paragon	joy	0.266	प्रतिद्वंद्वी
humility	joy	0.266	विनम्रता
ministry	joy	0.266	मंत्रालय
waves	joy	0.266	लहर की
cathedral	joy	0.266	कैथेड्रल
sun	joy	0.266	रवि
yoga	joy	0.266	योग
fortitude	joy	0.266	धैर्य
salute	joy	0.266	सलाम
buddhism	joy	0.266	बुद्ध धर्म
whim	joy	0.266	रंग
artwork	joy	0.265	कलाकृति
practiced	joy	0.264	अभ्यास
clean	joy	0.260	स्वच्छ
running	joy	0.258	दौड़ना
clarity	joy	0.258	स्पष्टता
found	joy	0.258	मिल गया
fitting	joy	0.258	फिटिंग
immerse	joy	0.258	तल्लीन
exercise	joy	0.258	व्यायाम
food	joy	0.258	भोजन
autumn	joy	0.254	पतझड़
fit	joy	0.250	उपयुक्त
morning	joy	0.250	प्रभात
contagious	joy	0.250	संक्रामक
outdoors	joy	0.250	सड़क पर
hardy	joy	0.250	साहसी
candles	joy	0.250	मोमबत्ती
advocacy	joy	0.250	वकालत
countryside	joy	0.250	ग्रामीण क्षेत्र
demonstrative	joy	0.250	ठोस
football	joy	0.250	फ़ुटबॉल
chirp	joy	0.250	कलरव
chilled	joy	0.250	ठंडा
undying	joy	0.250	अमर
visitor	joy	0.250	आगंतुक
clap	joy	0.250	ताली
diary	joy	0.250	डायरी
ardent	joy	0.250	उत्साही
expedient	joy	0.250	उपाय
mountain	joy	0.250	पहाड़
cradle	joy	0.247	पालना
trance	joy	0.246	ट्रांस
intense	joy	0.242	गहन
procession	joy	0.242	जुलूस
church	joy	0.242	गिरजाघर
pay	joy	0.242	भुगतान करना
supremacy	joy	0.242	प्रभुत्व
preservative	joy	0.242	परिरक्षक
grow	joy	0.242	बढ़ना
breakfast	joy	0.242	सुबह का नाश्ता
consecration	joy	0.235	अभिषेक
salary	joy	0.234	वेतन
lifetime	joy	0.234	जीवन काल
incense	joy	0.234	धूप
ordination	joy	0.234	समन्वय
snowy	joy	0.234	हिमाच्छन्न
art	joy	0.234	कला
nursery	joy	0.234	नर्सरी
skiing	joy	0.234	स्कीइंग
candle	joy	0.234	मोमबत्ती
doll	joy	0.234	गुड़िया
vote	joy	0.234	वोट
humbled	joy	0.234	विनम्र
lyre	joy	0.234	वीणा
pastry	joy	0.229	पेस्ट्री
remedy	joy	0.227	निदान
chilling	joy	0.227	द्रुतशीतन
firefly	joy	0.227	जुगनू
rescue	joy	0.225	बचाव
camping	joy	0.221	डेरा डालना
perspective	joy	0.221	परिप्रेक्ष्य
orchestra	joy	0.221	ऑर्केस्ट्रा
orchard	joy	0.221	बगीचे
breezy	joy	0.219	समीरिक
gardens	joy	0.219	गार्डन
castle	joy	0.219	किला
lamb	joy	0.219	मेमना
possess	joy	0.219	धारण करना
bouttime	joy	0.212	मुक्केबाज़ी समय
pho	joy	0.212	फो
reggae	joy	0.212	रेग
countrymusic	joy	0.212	लोक गायक
teach	joy	0.212	सिखाना
brisk	joy	0.212	तेज
ribbon	joy	0.212	फीता
raindrops	joy	0.212	वर्षाबूंदों
mucis	joy	0.212	श्लेष्मा
repay	joy	0.212	चुकाने
listneing	joy	0.212	सुनना
nap	joy	0.206	झपकी
legalized	joy	0.203	वैध
unexpected	joy	0.203	अप्रत्याशित
vernal	joy	0.203	वसंती
chant	joy	0.203	मंत्र
hire	joy	0.203	किराये पर लेना
uncontrollable	joy	0.203	अवज्ञा का
stillness	joy	0.203	शांति
lights	joy	0.203	दीपक
cove	joy	0.203	कोव
save	joy	0.200	सहेजें
pastor	joy	0.197	पादरी
atone	joy	0.197	मेल करना
symmetry	joy	0.197	समरूपता
trees	joy	0.197	पेड़
oneday	joy	0.197	एक दिन
scripture	joy	0.196	इंजील
mountains	joy	0.194	पहाड़ों
craziness	joy	0.188	सिड़
tea	joy	0.188	चाय
walking	joy	0.188	टहलना
whiteness	joy	0.188	सफ़ेदी
sympathetic	joy	0.188	सहानुभूति
forefathers	joy	0.188	पूर्वजों
pathway	joy	0.188	मार्ग
custom	joy	0.188	रीति
quiet	joy	0.188	चुप
liquor	joy	0.188	शराब
soppy	joy	0.188	बरसाती
patient	joy	0.186	रोगी
movingon	joy	0.182	आगे बढ़ते रहना
score	joy	0.182	अंक
dollhouse	joy	0.182	गुड़िया का घर
bath	joy	0.182	स्नान
supporter	joy	0.180	समर्थक
accompaniment	joy	0.179	संगत
pursuit	joy	0.176	तलाश
outburst	joy	0.176	विस्फोट
frosty	joy	0.174	ठंढा
luncheon	joy	0.172	लंच
service	joy	0.172	सर्विस
workout	joy	0.172	कसरत करना
closure	joy	0.172	समापन
wintery	joy	0.172	शीत ऋतु
civilized	joy	0.169	सभ्य
wages	joy	0.169	वेतन
december	joy	0.167	दिसंबर
fain	joy	0.167	प्रसन्नतापूर्वक
glide	joy	0.162	फिसलन
acrobat	joy	0.162	नट
finally	joy	0.157	आखिरकार
chai	joy	0.156	चाय
obtainable	joy	0.156	प्राप्य
elf	joy	0.156	योगिनी
peppermint	joy	0.156	पुदीना
break	joy	0.156	टूटना
reproductive	joy	0.156	प्रजनन
stroll	joy	0.156	चहलक़दमी
organization	joy	0.156	संगठन
bathtub	joy	0.156	बाथटब
advent	joy	0.152	आगमन
measured	joy	0.152	मापा
balm	joy	0.152	बाम
scifi	joy	0.152	scifi
spaniel	joy	0.145	चाटुकार
ditty	joy	0.141	छोटा गीत
oils	joy	0.141	तेलों
tan	joy	0.141	टैन
simple	joy	0.141	सरल
bubble	joy	0.141	बुलबुला
beer	joy	0.141	बीयर
green	joy	0.137	हरा
makingdisciples	joy	0.136	शिष्य बनाना
buss	joy	0.136	बूस
books	joy	0.136	पुस्तकें
chow	joy	0.135	चौ
pitter	joy	0.134	हलकी
flows	joy	0.130	बहती
silence	joy	0.127	शांति
bookstore	joy	0.125	किताबों की दुकान
solitude	joy	0.125	अकेलापन
roadster	joy	0.125	गाड़ी
circumstances	joy	0.125	परिस्थितियां
wine	joy	0.125	शराब
soak	joy	0.121	डुबाना
priesthood	joy	0.121	पुजारी
japan	joy	0.121	जापान
wilderness	joy	0.121	जंगल
critical	joy	0.116	नाजुक
neutral	joy	0.114	तटस्थ
hunting	joy	0.109	शिकार करना
sand	joy	0.109	रेत
opera	joy	0.109	ओपेरा
weight	joy	0.109	वजन
wind	joy	0.109	हवा
untie	joy	0.109	खोल
labor	joy	0.106	श्रम
classical	joy	0.106	क्लासिक
lake	joy	0.103	झील
affliction	joy	0.103	यातना
organ	joy	0.094	अंग
dwelling	joy	0.094	आवास
tree	joy	0.090	पेड़
pond	joy	0.089	तालाब
marrow	joy	0.078	मज्जा
latte	joy	0.078	लाटे
sipping	joy	0.076	बरतें
benign	joy	0.074	सौम्य
majority	joy	0.073	बहुलता
leaf	joy	0.065	पत्ती
troubles	joy	0.062	मुसीबतों
basketball	joy	0.062	बास्केटबाल
explosions	joy	0.061	विस्फोट
cream	joy	0.061	मलाई
shepherd	joy	0.058	चरवाहा
tuesday	joy	0.047	मंगलवार
turbulence	joy	0.045	अशांति
calf	joy	0.040	बछड़ा
hardship	joy	0.031	कष्ट
unhappiness	joy	0.016	नाखुशी
sixty	joy	0.016	साठ
mourning	sadness	0.969	शोक
heartbreaking	sadness	0.969	शोकाकुल
tragic	sadness	0.961	दुखद
holocaust	sadness	0.953	प्रलय
suicidal	sadness	0.941	आत्मघात
misery	sadness	0.938	कष्ट
massacre	sadness	0.931	हत्याकांड
euthanasia	sadness	0.927	इच्छामृत्यु
depression	sadness	0.925	डिप्रेशन
grieving	sadness	0.922	दु: ख
bereavement	sadness	0.922	वियोग
fatal	sadness	0.922	घातक
bereaved	sadness	0.920	वंचित
devastation	sadness	0.917	तबाही
death	sadness	0.915	मौत
devastated	sadness	0.912	सदमाग्रस्त
suicide	sadness	0.912	आत्मघाती
catastrophe	sadness	0.911	तबाही
horrifying	sadness	0.907	भयानक
died	sadness	0.906	मृत
tragedy	sadness	0.906	त्रासदी
depressing	sadness	0.906	दबाकर
anguish	sadness	0.902	पीड़ा
