English Word	Emotion	Emotion-Intensity-Score	Dutch Word
wonder	joy	0.606	vraag me af
freely	joy	0.606	vrij
successful	joy	0.606	succesvol
inspired	joy	0.606	geïnspireerd
onelove	joy	0.606	een liefde
whimsical	joy	0.603	grillig
entertainment	joy	0.603	amusement
passion	joy	0.603	passie
stressfree	joy	0.601	stress-vrij
beautify	joy	0.601	verfraaien
sunrise	joy	0.600	zonsopkomst
godisgood	joy	0.597	God is goed
goodmusic	joy	0.594	goede muziek
revere	joy	0.594	eerbiedigen
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfare
inspire	joy	0.594	inspireren
angel	joy	0.594	engel
thankgod	joy	0.594	Godzijdank
goodies	joy	0.594	lekkers
jesus	joy	0.594	Jezus
accomplishment	joy	0.594	prestatie
snuggled	joy	0.594	nestelde zich
peacefully	joy	0.594	vreedzaam
flirt	joy	0.594	flirt
friendship	joy	0.591	vriendschap
singing	joy	0.591	zingen
heroic	joy	0.591	heldhaftig
exalted	joy	0.591	verheven
fortune	joy	0.591	fortuin
highest	joy	0.591	hoogste
summer	joy	0.591	zomer
contented	joy	0.588	tevreden
rollicking	joy	0.588	onstuimig
overflowing	joy	0.588	overvol
woot	joy	0.588	woot
accolade	joy	0.586	accolade
hope	joy	0.586	hoop
cozy	joy	0.583	knus
delicious	joy	0.579	verrukkelijk
raving	joy	0.578	enthousiast
thelife	joy	0.578	het leven
darling	joy	0.578	liefje
sensuous	joy	0.578	sensueel
picturesque	joy	0.578	pittoreske
friendly	joy	0.578	vriendelijk
everlasting	joy	0.578	eeuwigdurend
praise	joy	0.578	loven
ambition	joy	0.578	ambitie
sparkle	joy	0.577	fonkeling
sensual	joy	0.576	sensueel
peace	joy	0.576	vrede
flattering	joy	0.576	vleiend
grace	joy	0.576	elegantie
luckygirl	joy	0.576	geluksvogel
heroism	joy	0.576	heldhaftigheid
succeeding	joy	0.576	slagen
yeahhh	joy	0.576	yeahhh
special	joy	0.574	speciaal
livelife	joy	0.574	leef het leven
tantalizing	joy	0.572	prikkelend
pumped	joy	0.567	gemotiveerd
yey	joy	0.562	ja hoor
surprise	joy	0.562	verrassing
sunny	joy	0.562	zonnig
prevail	joy	0.562	zegevieren
revels	joy	0.562	zwelgt
humorous	joy	0.562	humoristisch
sweets	joy	0.562	snoepgoed
liking	joy	0.562	leuk vinden
admirable	joy	0.562	bewonderenswaardig
superstar	joy	0.562	superster
relax	joy	0.562	kom tot rust
prosper	joy	0.562	bloeien
hero	joy	0.562	held
hugs	joy	0.562	knuffels
worthwhile	joy	0.562	de moeite waard
newyear	joy	0.561	Nieuwjaar
tenderness	joy	0.561	tederheid
bless	joy	0.561	zegenen
favorable	joy	0.561	gunstig
freedom	joy	0.561	vrijheid
masterpiece	joy	0.561	meesterwerk
dreams	joy	0.559	dromen
hopeful	joy	0.559	hoopvol
home	joy	0.559	huis
cruising	joy	0.556	cruisen
gracias	joy	0.554	gracias
faithfulness	joy	0.553	trouw
eagerness	joy	0.552	gretigheid
closeness	joy	0.552	nabijheid
sunshine	joy	0.551	zonneschijn
comfy	joy	0.551	comfortabel
vacation	joy	0.547	vakantie
celestial	joy	0.547	hemel-
good	joy	0.547	goed
elite	joy	0.547	elite
illuminate	joy	0.547	verlichten
confidence	joy	0.547	vertrouwen
mistletoe	joy	0.547	maretak
daughter	joy	0.547	dochter
lifted	joy	0.547	opgeheven
goodmorning	joy	0.547	Goedemorgen
zeal	joy	0.547	ijver
gifts	joy	0.547	geschenken
gift	joy	0.547	geschenk
astonishment	joy	0.547	verbazing
heart	joy	0.547	hart
completion	joy	0.547	voltooiing
bonus	joy	0.547	bonus
charmed	joy	0.546	gecharmeerd
dance	joy	0.545	dans
sublime	joy	0.545	subliem
recreation	joy	0.545	recreatie
encouragement	joy	0.545	aanmoediging
god	joy	0.545	god
gush	joy	0.545	gutsen
freshstart	joy	0.544	nieuw begin
free	joy	0.544	vrij
savior	joy	0.543	redder
sanctuary	joy	0.541	heiligdom
grandchildren	joy	0.540	kleinkinderen
wellness	joy	0.537	welzijn
revel	joy	0.534	genieten
music	joy	0.531	muziek
fab	joy	0.531	geweldig
bridal	joy	0.531	bruids
soar	joy	0.531	zweven
alive	joy	0.531	in leven
money	joy	0.531	geld
soothing	joy	0.531	geruststelling
serene	joy	0.531	sereen
holiness	joy	0.531	heiligheid
inspirational	joy	0.531	inspirerend
matrimony	joy	0.531	huwelijk
dayoff	joy	0.531	vrije dag
savor	joy	0.531	genieten
vitality	joy	0.531	vitaliteit
confident	joy	0.531	zelfverzekerd
firstborn	joy	0.531	eerstgeborene
rainbow	joy	0.531	regenboog
liberation	joy	0.531	bevrijding
elegant	joy	0.530	elegant
mastery	joy	0.530	meesterschap
glimmer	joy	0.530	glinsteren
illumination	joy	0.530	verlichting
blossom	joy	0.530	bloesem
warmth	joy	0.530	warmte
welcomed	joy	0.530	welkom
treat	joy	0.529	traktatie
faithful	joy	0.529	trouw
snuggles	joy	0.522	lekker liggen
laurels	joy	0.521	lauweren
commendable	joy	0.519	prijzenswaardig
succeed	joy	0.516	slagen
jingle	joy	0.516	rinkelen
zest	joy	0.516	animo
noschool	joy	0.516	geen school
brotherly	joy	0.516	broederlijk
silly	joy	0.516	gek
abundant	joy	0.516	overvloedig
fancy	joy	0.516	luxe
resplendent	joy	0.516	schitterend
strengthening	joy	0.516	versterking
presents	joy	0.516	presenteert
pride	joy	0.516	trots
almighty	joy	0.516	almachtig
powerful	joy	0.516	krachtig
aspire	joy	0.516	streven
remarkable	joy	0.516	opmerkelijk
greeted	joy	0.516	begroet
thanking	joy	0.515	bedanken
cutie	joy	0.515	schattig
kudos	joy	0.515	kudos
therapeutic	joy	0.515	therapeutisch
zen	joy	0.515	zen
coronation	joy	0.515	kroning
complete	joy	0.515	compleet
shining	joy	0.515	schijnend
spirit	joy	0.515	geest
princely	joy	0.515	prinselijk
vivid	joy	0.515	levendig
comfort	joy	0.515	comfort
leisure	joy	0.515	vrije tijd
reunited	joy	0.515	herenigd
kid	joy	0.515	kind
newme	joy	0.515	nieuwe ik
payday	joy	0.515	betaaldag
animated	joy	0.515	geanimeerd
familytime	joy	0.515	familie tijd
relationship	joy	0.514	relatie
godly	joy	0.514	goddelijk
marriage	joy	0.514	huwelijk
daymade	joy	0.514	dag gemaakt
spouse	joy	0.507	echtgenoot
intimately	joy	0.507	intiem
respect	joy	0.500	respect
bloom	joy	0.500	bloeien
purr	joy	0.500	snorren
carefree	joy	0.500	zorgeloos
nature	joy	0.500	natuur
encourage	joy	0.500	aanmoedigen
soulful	joy	0.500	soulvol
refreshed	joy	0.500	opgefrist
family	joy	0.500	familie
gem	joy	0.500	edelsteen
meritorious	joy	0.500	verdienstelijk
achieved	joy	0.500	bereikt
motherhood	joy	0.500	moederschap
holyspirit	joy	0.500	heilige Geest
surreal	joy	0.500	surrealistisch
charitable	joy	0.500	liefdadigheid
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	drukvermindering
erotic	joy	0.500	erotisch
inviting	joy	0.500	uitnodigend
baby	joy	0.500	baby
dignity	joy	0.500	waardigheid
satisfied	joy	0.500	tevreden
visionary	joy	0.500	visionair
memorable	joy	0.500	gedenkwaardig
veracity	joy	0.500	waarheidsgetrouwheid
healthy	joy	0.500	gezond
welcoming	joy	0.500	gastvrij
diamond	joy	0.500	diamant
christ	joy	0.500	Christus
beach	joy	0.500	strand
accomplish	joy	0.500	bereiken
friends	joy	0.500	vrienden
excel	joy	0.500	excelleren
health	joy	0.493	Gezondheid
aura	joy	0.493	aura
yehey	joy	0.486	jeej
approved	joy	0.486	goedgekeurd
oasis	joy	0.486	oase
liberty	joy	0.486	vrijheid
crowning	joy	0.485	bekroning
aspiration	joy	0.485	aspiratie
privileged	joy	0.485	bevoorrecht
crescendo	joy	0.485	crescendo
rapture	joy	0.485	trance
liberate	joy	0.485	bevrijden
nocomplaints	joy	0.485	geen klachten
prestige	joy	0.485	prestige
bounty	joy	0.485	premie
gentle	joy	0.485	zacht
inseparable	joy	0.485	onafscheidelijk
engaging	joy	0.485	innemend
loyal	joy	0.485	loyaal
betrothed	joy	0.485	verloofde
transcendence	joy	0.484	transcendentie
selfworth	joy	0.484	eigenwaarde
yummy	joy	0.484	lekker
datenight	joy	0.484	datenight
destiny	joy	0.484	lotsbestemming
heyday	joy	0.484	hoogtijdagen
aloha	joy	0.484	aloha
desire	joy	0.484	wens
dream	joy	0.484	droom
luck	joy	0.484	geluk
fete	joy	0.484	feest
trophy	joy	0.484	trofee
bouquet	joy	0.484	boeket
chocolate	joy	0.484	chocola
creativity	joy	0.484	creativiteit
boyfriend	joy	0.480	vriend
commemoration	joy	0.479	herdenking
intelligence	joy	0.477	intelligentie-
readiness	joy	0.473	gereedheid
friend	joy	0.471	vriend
bride	joy	0.471	bruid
enthusiast	joy	0.471	liefhebber
lush	joy	0.470	weelderig
inheritance	joy	0.470	erfenis
soothe	joy	0.470	kalmeren
tickle	joy	0.470	kietelen
kiddo	joy	0.470	jochie
nostalgia	joy	0.470	nostalgie
massage	joy	0.470	massage
calming	joy	0.470	kalmerend
adventure	joy	0.470	avontuur
pretty	joy	0.469	mooi
purring	joy	0.469	spinnen
eternal	joy	0.469	eeuwig
humanitarian	joy	0.469	humanitair
nurture	joy	0.469	voeden
giving	joy	0.469	geven
rest	joy	0.469	rust uit
getaway	joy	0.469	ga weg
goals	joy	0.469	doelen
pray	joy	0.469	bidden
bridegroom	joy	0.469	bruidegom
heartily	joy	0.469	hartelijk
luster	joy	0.469	glans
bonding	joy	0.469	binding
princess	joy	0.469	prinses
amicable	joy	0.469	vriendschappelijk
benevolence	joy	0.469	welwillendheid
child	joy	0.466	kind
salutary	joy	0.465	heilzaam
invite	joy	0.457	nodig uit
beam	joy	0.456	straal
reminiscing	joy	0.456	herinneringen ophalen
befriend	joy	0.455	bevriend raken met
aesthetics	joy	0.455	esthetiek
friday	joy	0.455	vrijdag
freshair	joy	0.455	verse lucht
ceremony	joy	0.455	ceremonie
kindred	joy	0.455	verwant
mindfulness	joy	0.455	opmerkzaamheid
sonice	joy	0.455	zo leuk
elevation	joy	0.455	verhoging
tropical	joy	0.455	tropisch
scholarship	joy	0.455	studiebeurs
hee	joy	0.455	hee
noworries	joy	0.453	Maak je geen zorgen
allure	joy	0.453	verleiden
approve	joy	0.453	goedkeuren
scenery	joy	0.453	landschap
waterfall	joy	0.453	waterval
vindication	joy	0.453	rechtvaardiging
namaste	joy	0.453	namasté
commemorate	joy	0.453	herdenken
faith	joy	0.453	vertrouwen
birth	joy	0.453	geboorte
forgiveness	joy	0.453	vergiffenis
journey	joy	0.447	reis
meditation	joy	0.446	meditatie
relaxed	joy	0.442	ontspannen
present	joy	0.441	Cadeau
weekend	joy	0.441	weekend
tender	joy	0.441	teder
tranquil	joy	0.441	rustig
lyrical	joy	0.439	lyrisch
sharing	joy	0.439	delen
esteem	joy	0.439	achting
nostalgic	joy	0.439	nostalgisch
prayer	joy	0.439	gebed
righteousness	joy	0.439	gerechtigheid
husband	joy	0.438	echtgenoot
relief	joy	0.438	Verlichting
strength	joy	0.438	kracht
mighty	joy	0.438	machtig
unbeaten	joy	0.438	ongeslagen
eager	joy	0.438	gretig
share	joy	0.438	deel
newday	joy	0.438	nieuwe dag
sonnet	joy	0.438	sonnet
meditate	joy	0.438	mediteren
life	joy	0.438	leven
winterbreak	joy	0.429	wintervakantie
warm	joy	0.429	warm
movingforward	joy	0.429	vooruit gaan
buddy	joy	0.427	vriend
oneness	joy	0.426	eenheid
unconstrained	joy	0.424	onbeperkt
amen	joy	0.424	amen
reverence	joy	0.424	eerbied
healthful	joy	0.424	gezond
thelittlethings	joy	0.424	de kleine dingen
medal	joy	0.424	medaille
unsurpassed	joy	0.424	onovertroffen
candlelight	joy	0.424	kaarslicht
carols	joy	0.424	kerstliederen
ejaculation	joy	0.424	ejaculatie
beginnings	joy	0.422	begin
sledding	joy	0.422	rodelen
graduation	joy	0.422	diploma uitreiking
frisky	joy	0.422	dartel
lml	joy	0.422	lml
ease	joy	0.422	gemak
symphony	joy	0.422	symfonie
wealth	joy	0.422	rijkdom
helpful	joy	0.422	behulpzaam
musical	joy	0.422	muzikaal
glitter	joy	0.422	schitteren
calmness	joy	0.422	rust
energy	joy	0.422	energie
safe	joy	0.422	veilig
nostress	joy	0.421	geen stress
soundness	joy	0.421	degelijkheid
promise	joy	0.415	belofte
reunite	joy	0.414	herenigen
mother	joy	0.412	moeder
salvation	joy	0.412	redding
poems	joy	0.412	gedichten
clown	joy	0.409	clown
lavender	joy	0.409	lavendel
immaculate	joy	0.409	vlekkeloos
purify	joy	0.409	zuiveren
inauguration	joy	0.409	inhuldiging
aromatherapy	joy	0.409	aromatherapie
lighten	joy	0.409	verlichten
travel	joy	0.409	reis
cash	joy	0.406	contant geld
companion	joy	0.406	metgezel
live	joy	0.406	live
opportune	joy	0.406	opportuun
completing	joy	0.406	voltooien
charity	joy	0.406	liefdadigheid
heal	joy	0.406	genezen
star	joy	0.406	ster
wishing	joy	0.406	wensen
flowers	joy	0.406	bloemen
income	joy	0.403	inkomen
soul	joy	0.401	ziel
munchies	joy	0.400	munchies
emancipation	joy	0.397	emancipatie
indescribable	joy	0.397	onbeschrijfelijk
progress	joy	0.397	voortgang
equality	joy	0.394	gelijkwaardigheid
childhood	joy	0.394	jeugd
together	joy	0.394	samen
rhythmical	joy	0.394	ritmisch
fullness	joy	0.394	volheid
calm	joy	0.394	kalm
hammock	joy	0.394	hangmat
picnic	joy	0.394	picknick
movies	joy	0.393	films
zealous	joy	0.393	ijverig
playground	joy	0.391	speelplaats
affluence	joy	0.391	welvaart
warms	joy	0.391	verwarmt
choir	joy	0.391	koor
littlethings	joy	0.391	kleine dingen
auspicious	joy	0.391	voorspoedig
meaningful	joy	0.391	betekenisvol
adventures	joy	0.391	avonturen
goofy	joy	0.391	mal
starry	joy	0.391	sterrenhemel
humanity	joy	0.391	de mensheid
gesture	joy	0.387	gebaar
witty	joy	0.382	geestig
vow	joy	0.382	gelofte
shopping	joy	0.382	winkelen
vibes	joy	0.379	gevoel
worship	joy	0.379	aanbidding
jump	joy	0.379	springen
communion	joy	0.379	gemeenschap
reverend	joy	0.377	dominee
rising	joy	0.375	stijgende lijn
advance	joy	0.375	voorschot
beaches	joy	0.375	stranden
sonorous	joy	0.375	sonoor
courtship	joy	0.375	verkering
experience	joy	0.375	beleven
reunion	joy	0.375	bijeenkomst
simplicity	joy	0.375	eenvoud
full	joy	0.375	vol
hymn	joy	0.375	hymne
spirits	joy	0.375	geesten
unforgettable	joy	0.375	onvergetelijk
mirth	joy	0.375	vrolijkheid
youth	joy	0.375	jeugd
scenic	joy	0.375	toneel-
unique	joy	0.375	uniek
redeemed	joy	0.375	ingewisseld
alliance	joy	0.368	alliantie
baptismal	joy	0.368	doop
grant	joy	0.366	studiebeurs
kitten	joy	0.364	katje
sanctification	joy	0.364	heiliging
conciliation	joy	0.364	verzoening
improves	joy	0.364	verbetert
pure	joy	0.364	zuiver
improve	joy	0.364	verbeteren
authentic	joy	0.364	authentiek
moonlight	joy	0.364	maanlicht
weightloss	joy	0.362	gewichtsverlies
raspberries	joy	0.360	frambozen
feeling	joy	0.359	gevoel
jest	joy	0.359	grap
independent	joy	0.359	onafhankelijk
sanctify	joy	0.359	heiligen
devotional	joy	0.359	devotionele
tinsel	joy	0.359	klatergoud
proficiency	joy	0.359	vaardigheid
listenting	joy	0.359	luisteren
fidelity	joy	0.359	trouw
revival	joy	0.359	opwekking
giver	joy	0.353	gever
cocoa	joy	0.353	cacao
deliverance	joy	0.348	verlossing
melody	joy	0.348	melodie
unification	joy	0.348	eenwording
romp	joy	0.348	ravotten
purpose	joy	0.348	doel
choral	joy	0.348	koor-
exceed	joy	0.348	overschrijden
dolphin	joy	0.348	dolfijn
roaring	joy	0.348	brullend
favor	joy	0.348	gunst
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	wulps
fruits	joy	0.344	fruit
cookies	joy	0.344	koekjes
manicure	joy	0.344	manicure
nowork	joy	0.344	geen werk
date	joy	0.344	datum
newstart	joy	0.344	nieuw begin
hedonism	joy	0.344	hedonisme
pledge	joy	0.344	belofte
electric	joy	0.344	elektrisch
humble	joy	0.344	nederig
roadtrip	joy	0.344	rondrit
thx	joy	0.344	Dankje
kiddos	joy	0.344	kinderen
celebrity	joy	0.342	beroemdheid
bridesmaid	joy	0.338	bruidsmeisje
rhythm	joy	0.338	ritme
spa	joy	0.333	spa
snowday	joy	0.333	sneeuwdag
familiarity	joy	0.333	bekendheid
coffee	joy	0.333	koffie
edification	joy	0.333	stichting
garden	joy	0.333	tuin
renovation	joy	0.333	vernieuwing
dawn	joy	0.333	ochtendgloren
connoisseur	joy	0.333	kenner
gazing	joy	0.333	staren
obliging	joy	0.333	gedienstig
partner	joy	0.333	partner
foodie	joy	0.331	Bourgondiër
synchronize	joy	0.329	synchroniseren
tribulation	joy	0.328	beproeving
psalm	joy	0.328	psalm
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	geen spijt
chirping	joy	0.328	getjilp
saint	joy	0.328	heilige
healing	joy	0.328	genezing
carol	joy	0.328	Carol
true	joy	0.328	WAAR
hobby	joy	0.328	hobby
amnesty	joy	0.328	amnestie
respite	joy	0.324	uitstel
recreational	joy	0.318	recreatief
cousins	joy	0.318	nichten en neven
mellow	joy	0.318	zacht
restorative	joy	0.318	herstellend
lazyday	joy	0.318	luie dag
classics	joy	0.318	klassiekers
reconciliation	joy	0.316	verzoening
woods	joy	0.312	bossen
progression	joy	0.312	progressie
muchneeded	joy	0.312	broodnodige
sterling	joy	0.312	sterling
dove	joy	0.312	duif
simplify	joy	0.312	makkelijker maken
fitness	joy	0.312	fitness
sunset	joy	0.312	zonsondergang
wisdom	joy	0.312	wijsheid
relight	joy	0.312	opnieuw aansteken
living	joy	0.312	levend
presto	joy	0.312	presto
playhouse	joy	0.312	speelhuisje
superman	joy	0.312	superman
pony	joy	0.312	pony
recovery	joy	0.312	herstel
crafts	joy	0.312	ambachten
lord	joy	0.312	heer
deal	joy	0.312	overeenkomst
improvement	joy	0.309	verbetering
infant	joy	0.309	zuigeling
absolution	joy	0.306	absolutie
honest	joy	0.303	eerlijk
gently	joy	0.303	voorzichtig
banquet	joy	0.303	banket
established	joy	0.303	gevestigd
endless	joy	0.303	eindeloos
decorating	joy	0.303	decoreren
providing	joy	0.300	het verstrekken van
lounging	joy	0.297	loungen
growth	joy	0.297	groei
strolling	joy	0.297	wandelen
feat	joy	0.297	prestatie
morals	joy	0.297	moraal
mine	joy	0.297	de mijne
spending	joy	0.297	uitgaven
light	joy	0.297	licht
spiritual	joy	0.297	spiritueel
quaint	joy	0.297	schilderachtig
fraternal	joy	0.297	broederlijk
notable	joy	0.297	opmerkelijk
softly	joy	0.297	zacht
harvest	joy	0.297	oogst
yearning	joy	0.297	verlangend
breeze	joy	0.297	briesje
joker	joy	0.297	grappenmaker
meditating	joy	0.297	mediteren
fervor	joy	0.295	vurigheid
quotes	joy	0.294	citaten
volunteer	joy	0.294	vrijwilliger
gain	joy	0.288	verdienen
resources	joy	0.288	bronnen
create	joy	0.288	creëren
psalms	joy	0.288	psalmen
hippie	joy	0.288	hippie
taoism	joy	0.288	taoïsme
midwife	joy	0.288	verloskundige
receiving	joy	0.287	ontvangen
snowfall	joy	0.286	sneeuwval
ocean	joy	0.286	oceaan
lsd	joy	0.286	LSD
hiking	joy	0.283	hiking
evergreen	joy	0.281	groenblijvend
destination	joy	0.281	bestemming
candid	joy	0.281	helder
unwind	joy	0.281	ontspannen
truce	joy	0.281	bestand
toast	joy	0.281	geroosterd brood
chill	joy	0.281	chillen
infinity	joy	0.281	oneindigheid
rested	joy	0.281	uitgerust
buzzing	joy	0.281	zoemend
venerable	joy	0.279	eerbiedwaardig
balance	joy	0.275	evenwicht
retirement	joy	0.275	pensioen
fireplace	joy	0.273	haard
buddha	joy	0.273	Boeddha
devout	joy	0.273	vroom
drinks	joy	0.273	drankjes
rapt	joy	0.273	rapt
swim	joy	0.273	zwemmen
compensate	joy	0.273	compenseren
snowing	joy	0.271	sneeuwen
sublimation	joy	0.270	sublimatie
fruity	joy	0.268	fruitig
sunday	joy	0.266	zondag
sketching	joy	0.266	schetsen
paragon	joy	0.266	toonbeeld
humility	joy	0.266	nederigheid
ministry	joy	0.266	ministerie
waves	joy	0.266	golven
cathedral	joy	0.266	kathedraal
sun	joy	0.266	zon
yoga	joy	0.266	yoga
fortitude	joy	0.266	standvastigheid
salute	joy	0.266	groet
buddhism	joy	0.266	Boeddhisme
whim	joy	0.266	opwelling
artwork	joy	0.265	kunstwerk
practiced	joy	0.264	geoefend
clean	joy	0.260	schoon
running	joy	0.258	rennen
clarity	joy	0.258	helderheid
found	joy	0.258	gevonden
fitting	joy	0.258	passend
immerse	joy	0.258	onderdompelen
exercise	joy	0.258	oefening
food	joy	0.258	voedsel
autumn	joy	0.254	herfst
fit	joy	0.250	fit
morning	joy	0.250	ochtend
contagious	joy	0.250	besmettelijk
outdoors	joy	0.250	buitenshuis
hardy	joy	0.250	winterhard
candles	joy	0.250	kaarsen
advocacy	joy	0.250	belangenbehartiging
countryside	joy	0.250	platteland
demonstrative	joy	0.250	demonstratief
football	joy	0.250	Amerikaans voetbal
chirp	joy	0.250	tjilpen
chilled	joy	0.250	gekoeld
undying	joy	0.250	onsterfelijk
visitor	joy	0.250	bezoeker
clap	joy	0.250	klap
diary	joy	0.250	dagboek
ardent	joy	0.250	vurig
expedient	joy	0.250	opportuun
mountain	joy	0.250	berg
cradle	joy	0.247	wieg
trance	joy	0.246	trance
intense	joy	0.242	intens
procession	joy	0.242	processie
church	joy	0.242	kerk
pay	joy	0.242	betalen
supremacy	joy	0.242	suprematie
preservative	joy	0.242	conserveermiddel
grow	joy	0.242	groeien
breakfast	joy	0.242	ontbijt
consecration	joy	0.235	wijding
salary	joy	0.234	salaris
lifetime	joy	0.234	levenslang
incense	joy	0.234	wierook
ordination	joy	0.234	wijding
snowy	joy	0.234	besneeuwd
art	joy	0.234	kunst
nursery	joy	0.234	kinderkamer
skiing	joy	0.234	skiën
candle	joy	0.234	kaars
doll	joy	0.234	pop
vote	joy	0.234	stemmen
humbled	joy	0.234	vernederd
lyre	joy	0.234	lier
pastry	joy	0.229	gebakje
remedy	joy	0.227	remedie
chilling	joy	0.227	chillen
firefly	joy	0.227	glimworm
rescue	joy	0.225	redden
camping	joy	0.221	camping
perspective	joy	0.221	perspectief
orchestra	joy	0.221	orkest
orchard	joy	0.221	boomgaard
breezy	joy	0.219	winderig
gardens	joy	0.219	tuinen
castle	joy	0.219	kasteel
lamb	joy	0.219	lam
possess	joy	0.219	bezitten
bouttime	joy	0.212	bouttime
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	Country muziek
teach	joy	0.212	leren
brisk	joy	0.212	levendig
ribbon	joy	0.212	lintje
raindrops	joy	0.212	regendruppels
mucis	joy	0.212	slijm
repay	joy	0.212	terugbetalen
listneing	joy	0.212	luisteren
nap	joy	0.206	dutje
legalized	joy	0.203	gelegaliseerd
unexpected	joy	0.203	niet verwacht
vernal	joy	0.203	lente-
chant	joy	0.203	zingen
hire	joy	0.203	arbeidskracht
uncontrollable	joy	0.203	oncontroleerbaar
stillness	joy	0.203	stilte
lights	joy	0.203	lichten
cove	joy	0.203	inham
save	joy	0.200	opslaan
pastor	joy	0.197	pastoor
atone	joy	0.197	boetedoening
symmetry	joy	0.197	symmetrie
trees	joy	0.197	bomen
oneday	joy	0.197	op een dag
scripture	joy	0.196	geschrift
mountains	joy	0.194	bergen
craziness	joy	0.188	gekte
tea	joy	0.188	thee
walking	joy	0.188	wandelen
whiteness	joy	0.188	witheid
sympathetic	joy	0.188	sympathiek
