English Word	Emotion	Emotion-Intensity-Score	Afrikaans Word
paragon	joy	0.266	toonbeeld
humility	joy	0.266	nederigheid
ministry	joy	0.266	bediening
waves	joy	0.266	golwe
cathedral	joy	0.266	katedraal
sun	joy	0.266	son
yoga	joy	0.266	joga
fortitude	joy	0.266	standvastigheid
salute	joy	0.266	groet
buddhism	joy	0.266	boeddhisme
whim	joy	0.266	gril
artwork	joy	0.265	kunswerk
practiced	joy	0.264	geoefen
clean	joy	0.260	skoon
running	joy	0.258	hardloop
clarity	joy	0.258	duidelikheid
found	joy	0.258	gevind
fitting	joy	0.258	pas
immerse	joy	0.258	onderdompel
exercise	joy	0.258	oefen
food	joy	0.258	kos
autumn	joy	0.254	herfs
fit	joy	0.250	pas
morning	joy	0.250	oggend
contagious	joy	0.250	aansteeklik
outdoors	joy	0.250	buitelug
hardy	joy	0.250	gehard
candles	joy	0.250	kerse
advocacy	joy	0.250	voorspraak
countryside	joy	0.250	platteland
demonstrative	joy	0.250	demonstratief
football	joy	0.250	sokker
chirp	joy	0.250	tjirp
chilled	joy	0.250	verkoel
undying	joy	0.250	onsterflik
visitor	joy	0.250	besoeker
clap	joy	0.250	klap
diary	joy	0.250	dagboek
ardent	joy	0.250	vurig
expedient	joy	0.250	doeltreffend
mountain	joy	0.250	berg
cradle	joy	0.247	wieg
trance	joy	0.246	beswyming
intense	joy	0.242	intens
procession	joy	0.242	optog
church	joy	0.242	kerk
pay	joy	0.242	betaal
supremacy	joy	0.242	oppergesag
preservative	joy	0.242	preserveermiddel
grow	joy	0.242	groei
breakfast	joy	0.242	ontbyt
consecration	joy	0.235	toewyding
salary	joy	0.234	salaris
lifetime	joy	0.234	lewensduur
incense	joy	0.234	wierook
ordination	joy	0.234	ordening
snowy	joy	0.234	sneeu
art	joy	0.234	kuns
nursery	joy	0.234	kwekery
skiing	joy	0.234	ski
candle	joy	0.234	kers
doll	joy	0.234	Pop
vote	joy	0.234	stem
humbled	joy	0.234	verneder
lyre	joy	0.234	lier
pastry	joy	0.229	gebak
remedy	joy	0.227	oplossing
chilling	joy	0.227	verkoeling
firefly	joy	0.227	vuurvliegie
rescue	joy	0.225	redding
camping	joy	0.221	kampeer
perspective	joy	0.221	perspektief
orchestra	joy	0.221	orkes
orchard	joy	0.221	boord
breezy	joy	0.219	winderig
gardens	joy	0.219	tuine
castle	joy	0.219	kasteel
lamb	joy	0.219	lam
possess	joy	0.219	besit
bouttime	joy	0.212	boutyd
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	Country musiek
teach	joy	0.212	leer
brisk	joy	0.212	flink
ribbon	joy	0.212	lint
raindrops	joy	0.212	reëndruppels
mucis	joy	0.212	mucis
repay	joy	0.212	terugbetaal
listneing	joy	0.212	luister
nap	joy	0.206	slapie
legalized	joy	0.203	gewettig
unexpected	joy	0.203	onverwags
vernal	joy	0.203	vernal
chant	joy	0.203	dreunsang
hire	joy	0.203	huur
uncontrollable	joy	0.203	onbeheerbaar
stillness	joy	0.203	stilte
lights	joy	0.203	ligte
cove	joy	0.203	inham
save	joy	0.200	red
pastor	joy	0.197	pastoor
atone	joy	0.197	versoening
symmetry	joy	0.197	simmetrie
trees	joy	0.197	bome
oneday	joy	0.197	eendag
scripture	joy	0.196	skrif
mountains	joy	0.194	berge
craziness	joy	0.188	gekheid
tea	joy	0.188	tee
walking	joy	0.188	loop
whiteness	joy	0.188	witheid
sympathetic	joy	0.188	simpatiek
forefathers	joy	0.188	voorvaders
pathway	joy	0.188	pad
custom	joy	0.188	pasgemaak
quiet	joy	0.188	stil
liquor	joy	0.188	drank
soppy	joy	0.188	soppy
patient	joy	0.186	pasiënt
movingon	joy	0.182	aanbeweeg
score	joy	0.182	telling
dollhouse	joy	0.182	poppekas
bath	joy	0.182	bad
supporter	joy	0.180	ondersteuner
accompaniment	joy	0.179	begeleiding
pursuit	joy	0.176	strewe
outburst	joy	0.176	uitbarsting
frosty	joy	0.174	ryp
luncheon	joy	0.172	middagete
service	joy	0.172	diens
workout	joy	0.172	oefensessie
closure	joy	0.172	sluiting
wintery	joy	0.172	winters
civilized	joy	0.169	beskaafd
wages	joy	0.169	lone
december	joy	0.167	Desember
fain	joy	0.167	faan
glide	joy	0.162	gly
acrobat	joy	0.162	akrobaat
finally	joy	0.157	uiteindelik
chai	joy	0.156	chai
obtainable	joy	0.156	verkrygbaar
elf	joy	0.156	elf
peppermint	joy	0.156	peperment
break	joy	0.156	breek
reproductive	joy	0.156	reproduktief
stroll	joy	0.156	kuier
organization	joy	0.156	organisasie
bathtub	joy	0.156	bad
advent	joy	0.152	koms
measured	joy	0.152	gemeet
balm	joy	0.152	salf
scifi	joy	0.152	scifi
spaniel	joy	0.145	spanjoel
ditty	joy	0.141	ditty
oils	joy	0.141	olies
tan	joy	0.141	Tan
simple	joy	0.141	eenvoudig
bubble	joy	0.141	borrel
beer	joy	0.141	bier
green	joy	0.137	groen
makingdisciples	joy	0.136	dissipels maak
buss	joy	0.136	bus
books	joy	0.136	boeke
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	vloei
silence	joy	0.127	stilte
bookstore	joy	0.125	boekwinkel
solitude	joy	0.125	eensaamheid
roadster	joy	0.125	roadster
circumstances	joy	0.125	omstandighede
wine	joy	0.125	wyn
soak	joy	0.121	week
priesthood	joy	0.121	priesterskap
japan	joy	0.121	Japan
wilderness	joy	0.121	wildernis
critical	joy	0.116	krities
neutral	joy	0.114	neutraal
hunting	joy	0.109	jag
sand	joy	0.109	sand
opera	joy	0.109	opera
weight	joy	0.109	gewig
wind	joy	0.109	wind
untie	joy	0.109	losmaak
labor	joy	0.106	arbeid
classical	joy	0.106	klassiek
lake	joy	0.103	meer
affliction	joy	0.103	ellende
organ	joy	0.094	orrel
dwelling	joy	0.094	woning
tree	joy	0.090	boom
pond	joy	0.089	dam
marrow	joy	0.078	murg
latte	joy	0.078	latte
sipping	joy	0.076	teug
benign	joy	0.074	benigne
majority	joy	0.073	meerderheid
leaf	joy	0.065	blaar
troubles	joy	0.062	probleme
basketball	joy	0.062	basketbal
explosions	joy	0.061	ontploffings
cream	joy	0.061	room
shepherd	joy	0.058	herder
tuesday	joy	0.047	dinsdag
turbulence	joy	0.045	turbulensie
calf	joy	0.040	kalf
hardship	joy	0.031	swaarkry
unhappiness	joy	0.016	ongelukkigheid
sixty	joy	0.016	sestig
mourning	sadness	0.969	rou
heartbreaking	sadness	0.969	hartverskeurend
tragic	sadness	0.961	tragies
holocaust	sadness	0.953	holocaust
suicidal	sadness	0.941	selfmoord
misery	sadness	0.938	ellende
massacre	sadness	0.931	bloedbad
euthanasia	sadness	0.927	genadedood
depression	sadness	0.925	depressie
grieving	sadness	0.922	treur
bereavement	sadness	0.922	rou
fatal	sadness	0.922	noodlottig
bereaved	sadness	0.920	bedroef
devastation	sadness	0.917	verwoesting
death	sadness	0.915	dood
devastated	sadness	0.912	verwoes
suicide	sadness	0.912	selfmoord
catastrophe	sadness	0.911	katastrofe
horrifying	sadness	0.907	afgryslik
died	sadness	0.906	gesterf het
tragedy	sadness	0.906	tragedie
depressing	sadness	0.906	neerdrukkend
anguish	sadness	0.902	angs
agony	sadness	0.900	angs
deadly	sadness	0.898	dodelik
weeping	sadness	0.896	huil
stillbirth	sadness	0.891	stilgeboorte
deceased	sadness	0.891	oorledene
murderer	sadness	0.877	moordenaar
cancer	sadness	0.875	Kanker
dying	sadness	0.875	sterf
rape	sadness	0.875	verkragting
devastating	sadness	0.875	verwoestend
morbidity	sadness	0.864	morbiditeit
sadness	sadness	0.864	hartseer
execution	sadness	0.859	uitvoering
traumatic	sadness	0.859	traumaties
perish	sadness	0.859	vergaan
grief	sadness	0.859	hartseer
abandonment	sadness	0.859	verlating
atrocity	sadness	0.859	gruweldaad
crucifixion	sadness	0.859	kruisiging
depressed	sadness	0.859	depressief
cadaver	sadness	0.853	kadawer
treachery	sadness	0.848	verraad
betrayed	sadness	0.848	verraai
grieve	sadness	0.844	treur
suffering	sadness	0.844	lyding
funeral	sadness	0.844	begrafnis
destroyed	sadness	0.844	vernietig
homicide	sadness	0.844	moord
hopelessness	sadness	0.844	hopeloosheid
slaughtering	sadness	0.844	slagting
persecution	sadness	0.844	vervolging
murderous	sadness	0.844	moorddadig
sorrow	sadness	0.844	hartseer
miserable	sadness	0.844	ellendig
sad	sadness	0.844	hartseer
horrific	sadness	0.844	gruwelik
unhappiness	sadness	0.839	ongelukkigheid
bloodshed	sadness	0.836	bloedvergieting
crippled	sadness	0.836	kreupel
carnage	sadness	0.833	bloedbad
pained	sadness	0.833	gepyn
manslaughter	sadness	0.833	manslag
unbearable	sadness	0.830	ondraaglik
stillborn	sadness	0.830	doodgebore
morbid	sadness	0.828	morbied
annihilation	sadness	0.828	uitwissing
helplessness	sadness	0.828	hulpeloosheid
mourn	sadness	0.828	treur
murder	sadness	0.828	moord
slavery	sadness	0.828	slawerny
abandoned	sadness	0.828	verlate
horrors	sadness	0.828	gruwels
mutilation	sadness	0.828	verminking
annihilated	sadness	0.828	tot niet gemaak
casualty	sadness	0.828	ongevalle
enslaved	sadness	0.828	verslaaf
sickness	sadness	0.828	siekte
torment	sadness	0.828	pyniging
miscarriage	sadness	0.824	miskraam
starvation	sadness	0.819	verhongering
mournful	sadness	0.812	treurig
sadly	sadness	0.812	hartseer
famine	sadness	0.812	hongersnood
burial	sadness	0.812	begrafnis
distraught	sadness	0.812	ontsteld
failure	sadness	0.812	mislukking
killing	sadness	0.812	doodmaak
despair	sadness	0.812	wanhoop
cruelty	sadness	0.812	wreedheid
saddens	sadness	0.812	hartseer maak
oppression	sadness	0.812	onderdrukking
heartache	sadness	0.812	hartseer
terrorism	sadness	0.812	terrorisme
disgrace	sadness	0.812	skande
childloss	sadness	0.812	kinderverlies
bloody	sadness	0.806	bloederig
perishing	sadness	0.804	vergaan
inhumanity	sadness	0.804	onmenslikheid
malignancy	sadness	0.803	kwaadaardigheid
mortification	sadness	0.802	mortifikasie
slave	sadness	0.797	slaaf
lifeless	sadness	0.797	leweloos
sarcoma	sadness	0.797	sarkoom
dreadfully	sadness	0.797	vreeslik
assassination	sadness	0.797	sluipmoord
perished	sadness	0.797	omgekom het
kill	sadness	0.797	doodmaak
devastate	sadness	0.797	verwoes
dreadful	sadness	0.797	verskriklik
mortuary	sadness	0.797	lykshuis
leukemia	sadness	0.797	leukemie
lethal	sadness	0.797	dodelik
desolation	sadness	0.797	verlatenheid
gallows	sadness	0.797	galg
brokenheart	sadness	0.792	Gebroke hart
banishment	sadness	0.790	verbanning
afflict	sadness	0.789	aandoen
disheartened	sadness	0.788	moedeloos
bury	sadness	0.781	begrawe
terrorize	sadness	0.781	terroriseer
crying	sadness	0.781	huil
demoralized	sadness	0.781	gedemoraliseer
tumour	sadness	0.781	gewas
heartbreak	sadness	0.781	hartseer
desecration	sadness	0.781	ontheiliging
die	sadness	0.773	sterf
lynch	sadness	0.773	lynch
sufferer	sadness	0.770	lyer
fatality	sadness	0.766	sterflikheid
diseased	sadness	0.766	siek
doomed	sadness	0.766	gedoem
fearful	sadness	0.766	vreesbevange
destitute	sadness	0.766	behoeftig
abortion	sadness	0.766	aborsie
condolence	sadness	0.766	meegevoel
torture	sadness	0.766	marteling
dismemberment	sadness	0.766	verbrokkeling
slayer	sadness	0.766	moordenaar
loneliness	sadness	0.766	eensaamheid
cemetery	sadness	0.766	begraafplaas
moribund	sadness	0.758	sterflike
painfully	sadness	0.758	pynlik
disaster	sadness	0.758	ramp
depress	sadness	0.755	depressief
condemnation	sadness	0.754	veroordeling
obliteration	sadness	0.750	uitwissing
damnation	sadness	0.750	verdoemenis
sorrowful	sadness	0.750	hartseer
desperation	sadness	0.750	desperaatheid
cry	sadness	0.750	huil
terrorist	sadness	0.750	terroris
painful	sadness	0.750	pynlike
abduction	sadness	0.750	ontvoering
incest	sadness	0.750	bloedskande
corpse	sadness	0.750	lyk
deplorable	sadness	0.750	betreurenswaardig
pandemic	sadness	0.750	pandemie
sickening	sadness	0.750	sieklik
hemorrhage	sadness	0.750	bloeding
guilt	sadness	0.750	skuld
depressive	sadness	0.750	depressief
doomsday	sadness	0.750	oordeelsdag
defeated	sadness	0.750	verslaan
victimized	sadness	0.750	geviktimiseer
regretful	sadness	0.750	spyt
unhappy	sadness	0.750	ongelukkig
unfairness	sadness	0.745	onregverdigheid
molestation	sadness	0.744	molestering
abysmal	sadness	0.742	afgrondelik
exile	sadness	0.742	ballingskap
hellish	sadness	0.738	helse
exterminate	sadness	0.736	uitroei
destroying	sadness	0.734	vernietig
miserably	sadness	0.734	ellendig
disastrous	sadness	0.734	rampspoedig
battered	sadness	0.734	gehawende
morgue	sadness	0.734	lykshuis
assassin	sadness	0.734	sluipmoordenaar
horrid	sadness	0.734	verskriklik
disgraced	sadness	0.734	onteer
homeless	sadness	0.734	haweloos
earthquake	sadness	0.734	aardbewing
orphan	sadness	0.734	weeskind
slaughter	sadness	0.734	slagting
warfare	sadness	0.734	oorlogvoering
betrayal	sadness	0.734	verraad
lonesome	sadness	0.734	eensaam
listless	sadness	0.729	lusteloos
unfortunately	sadness	0.727	Ongelukkig
emptiness	sadness	0.727	leegheid
grave	sadness	0.727	graf
alienated	sadness	0.727	vervreemd
fraught	sadness	0.722	belaai
violently	sadness	0.719	gewelddadig
woe	sadness	0.719	wee
heartless	sadness	0.719	harteloos
malicious	sadness	0.719	kwaadwillig
missing	sadness	0.719	vermis
paralysis	sadness	0.719	verlamming
horror	sadness	0.719	gruwel
ashamed	sadness	0.719	skaam
forsaken	sadness	0.719	verlate
emaciated	sadness	0.719	uitgeteer
atrophy	sadness	0.719	atrofie
danger	sadness	0.719	gevaar
pain	sadness	0.719	pyn
cripple	sadness	0.719	kreupel
cried	sadness	0.719	het gehuil
disheartening	sadness	0.719	ontmoedigend
leprosy	sadness	0.719	melaatsheid
demise	sadness	0.717	afsterwe
disgruntled	sadness	0.712	ontevrede
rejected	sadness	0.712	verwerp
sickly	sadness	0.712	sieklik
violence	sadness	0.712	geweld
torn	sadness	0.710	geskeur
calamity	sadness	0.709	rampspoed
grim	sadness	0.708	grimmig
grievous	sadness	0.704	hartseer
deformed	sadness	0.703	vervorm
deformity	sadness	0.703	misvorming
punishing	sadness	0.703	straf
hearse	sadness	0.703	lykswa
meltdown	sadness	0.703	ineenstorting
incurable	sadness	0.703	ongeneeslik
extinct	sadness	0.703	uitgesterf
victim	sadness	0.703	slagoffer
suffocating	sadness	0.703	verstikkend
tearful	sadness	0.703	tranerig
obit	sadness	0.703	aflewer
oppressor	sadness	0.703	onderdrukker
slaughterhouse	sadness	0.703	slaghuis
abandon	sadness	0.703	verlaat
crushed	sadness	0.703	verpletter
isolation	sadness	0.703	isolasie
decomposition	sadness	0.703	ontbinding
inhuman	sadness	0.703	onmenslik
disfigured	sadness	0.703	ontsier
buried	sadness	0.703	begrawe
strangle	sadness	0.703	wurg
isolate	sadness	0.703	isoleer
humiliate	sadness	0.703	verneder
carcinoma	sadness	0.703	karsinoom
hell	sadness	0.700	hel
lifesucks	sadness	0.700	die lewe is swaar
ruinous	sadness	0.698	verwoestend
banish	sadness	0.697	verban
widow	sadness	0.697	weduwee
accursed	sadness	0.697	vervloek
ruined	sadness	0.697	verwoes
vanished	sadness	0.695	verdwyn het
displaced	sadness	0.691	verplaas
poverty	sadness	0.690	armoede
hopeless	sadness	0.688	hopeloos
regretting	sadness	0.688	spyt
widower	sadness	0.688	wewenaar
stab	sadness	0.688	steek
deserted	sadness	0.688	verlate
insanity	sadness	0.688	waansin
teary	sadness	0.688	tranerig
hurt	sadness	0.688	seermaak
terminal	sadness	0.688	terminaal
shooting	sadness	0.688	skiet
banished	sadness	0.688	verban
hospice	sadness	0.688	hospies
depraved	sadness	0.688	verdorwe
nohope	sadness	0.688	geen hoop
sob	sadness	0.688	snik
imprisoned	sadness	0.688	gevange geneem
travesty	sadness	0.688	travestie
loss	sadness	0.688	verlies
hurtful	sadness	0.688	kwetsend
dementia	sadness	0.688	demensie
pathetic	sadness	0.688	pateties
neglected	sadness	0.688	verwaarloos
epidemic	sadness	0.688	epidemie
illness	sadness	0.688	siekte
foreveralone	sadness	0.688	vir altyd alleen
infidelity	sadness	0.688	ontrouheid
dismissal	sadness	0.686	ontslag
alienation	sadness	0.685	vervreemding
hardship	sadness	0.685	swaarkry
choke	sadness	0.682	verstik
kidnap	sadness	0.682	ontvoer
bleeding	sadness	0.673	bloeding
punished	sadness	0.672	gestraf
malevolent	sadness	0.672	kwaadwillig
gory	sadness	0.672	bloederig
wail	sadness	0.672	huil
despairing	sadness	0.672	moedeloos
coffin	sadness	0.672	kis
disparage	sadness	0.672	afkraak
missingyou	sadness	0.672	verlang na jou
obituary	sadness	0.672	doodsberig
deprivation	sadness	0.672	ontneming
abortive	sadness	0.672	abortief
evil	sadness	0.672	kwaad
wretch	sadness	0.672	ellendig
imprisonment	sadness	0.672	gevangenisstraf
outcast	sadness	0.672	uitgeworpene
belittle	sadness	0.672	verkleineer
poison	sadness	0.672	gif
frightful	sadness	0.672	skrikwekkend
decomposed	sadness	0.672	ontbind
wretched	sadness	0.672	ellendig
feelingdown	sadness	0.672	terneergedruk voel
disabled	sadness	0.672	gestremd
woefully	sadness	0.672	jammerlik
barren	sadness	0.670	onvrugbaar
executioner	sadness	0.667	laksman
poisoned	sadness	0.667	vergiftig
disease	sadness	0.665	siekte
oppress	sadness	0.664	onderdruk
disembodied	sadness	0.660	ontliggaam
steal	sadness	0.656	steel
jail	sadness	0.656	tronk
dreary	sadness	0.656	somber
shitty	sadness	0.656	kak
ailing	sadness	0.656	siek
polio	sadness	0.656	polio
blighted	sadness	0.656	verswak
hate	sadness	0.656	haat
demonic	sadness	0.656	demonies
weep	sadness	0.656	huil
lamenting	sadness	0.656	treurend
ruin	sadness	0.656	ondergang
bleak	sadness	0.656	somber
tear	sadness	0.656	skeur
peril	sadness	0.656	gevaar
casket	sadness	0.656	kis
mangle	sadness	0.656	mangle
lonely	sadness	0.656	eensaam
carcass	sadness	0.653	karkas
cowardice	sadness	0.652	lafhartigheid
regretted	sadness	0.652	betreur
beating	sadness	0.652	slaan
disability	sadness	0.648	gestremdheid
affliction	sadness	0.645	ellende
infertility	sadness	0.641	onvrugbaarheid
emergency	sadness	0.641	noodgeval
stricken	sadness	0.641	getref
powerless	sadness	0.641	magteloos
inequality	sadness	0.641	ongelykheid
poisonous	sadness	0.641	giftig
shroud	sadness	0.641	kleed
exorcism	sadness	0.641	eksorcisme
woeful	sadness	0.641	treurig
worry	sadness	0.641	bekommer
perilous	sadness	0.641	gevaarlik
drown	sadness	0.641	verdrink
failing	sadness	0.641	misluk
scourge	sadness	0.641	plaag
hatred	sadness	0.641	haat
terribly	sadness	0.641	verskriklik
awful	sadness	0.641	aaklig
termination	sadness	0.641	beëindiging
sinful	sadness	0.641	sondig
incarceration	sadness	0.641	opsluiting
psychosis	sadness	0.638	psigose
lament	sadness	0.636	weeklaag
demolish	sadness	0.636	sloop
dismay	sadness	0.636	ontsteltenis
disappointed	sadness	0.636	teleurgesteld
burdensome	sadness	0.634	lastig
mausoleum	sadness	0.630	mausoleum
shattered	sadness	0.630	verpletter
dishonor	sadness	0.625	oneer
forlorn	sadness	0.625	verlate
posthumous	sadness	0.625	postuum
disappointing	sadness	0.625	teleurstellend
lost	sadness	0.625	verlore
hurting	sadness	0.625	seermaak
oppressive	sadness	0.625	onderdrukkend
regret	sadness	0.625	spyt
terminate	sadness	0.625	beëindig
duress	sadness	0.625	dwang
wound	sadness	0.625	wond
palsy	sadness	0.625	verlamming
cursed	sadness	0.625	vervloek
schizophrenia	sadness	0.625	skisofrenie
insurmountable	sadness	0.625	onoorkomelik
deteriorate	sadness	0.625	versleg
abuse	sadness	0.625	misbruik
undesired	sadness	0.625	ongewens
tyrant	sadness	0.625	tiran
gloom	sadness	0.625	somberheid
bitterly	sadness	0.625	bitterlik
impotence	sadness	0.625	impotensie
wrecked	sadness	0.625	verniel
demolished	sadness	0.625	afgebreek
soulless	sadness	0.623	sielloos
divorce	sadness	0.623	egskeiding
cremation	sadness	0.621	verassing
worried	sadness	0.621	bekommerd
bomb	sadness	0.621	bom
plight	sadness	0.621	benarde toestand
forsake	sadness	0.621	laat vaar
melancholy	sadness	0.621	melancholie
unforgiving	sadness	0.612	onvergewensgesind
sepsis	sadness	0.611	sepsis
guilty	sadness	0.609	skuldig
debacle	sadness	0.609	debakel
ugliness	sadness	0.609	lelik
degrading	sadness	0.609	afbrekend
cruel	sadness	0.609	wreed
faithless	sadness	0.609	ongelowig
worthless	sadness	0.609	waardeloos
shatter	sadness	0.609	verbrysel
excluded	sadness	0.609	uitgesluit
injure	sadness	0.609	beseer
breakup	sadness	0.609	op breek
disparaging	sadness	0.609	neerhalend
injured	sadness	0.609	beseer
shameful	sadness	0.609	skandelik
gore	sadness	0.609	goor
derogatory	sadness	0.609	neerhalend
disappoint	sadness	0.609	teleurstel
irreparable	sadness	0.609	onherstelbaar
bankrupt	sadness	0.609	bankrot
fearfully	sadness	0.609	vreesbevange
alcoholism	sadness	0.609	alkoholisme
shackle	sadness	0.609	boei
languishing	sadness	0.609	kwyn
sinner	sadness	0.609	sondaar
dilapidated	sadness	0.609	vervalle
dire	sadness	0.609	erg
sacrifices	sadness	0.609	opofferings
crushing	sadness	0.609	verpletterend
subjugation	sadness	0.609	onderwerping
overwhelmed	sadness	0.609	oorweldig
curse	sadness	0.608	vloek
anthrax	sadness	0.600	miltsiekte
alone	sadness	0.600	alleen
robbery	sadness	0.600	roof
angst	sadness	0.598	angs
bawl	sadness	0.594	skree
deportation	sadness	0.594	deportasie
broken	sadness	0.594	stukkend
obliterate	sadness	0.594	uitwis
petloss	sadness	0.594	troeteldierverlies
condolences	sadness	0.594	meegevoel
downfall	sadness	0.594	ondergang
prison	sadness	0.594	tronk
chaos	sadness	0.594	chaos
abyss	sadness	0.594	afgrond
disappointment	sadness	0.594	teleurstelling
helpless	sadness	0.594	hulpeloos
somber	sadness	0.594	somber
crumbling	sadness	0.594	verkrummel
violation	sadness	0.594	oortreding
poaching	sadness	0.594	stropery
nothingness	sadness	0.594	niksheid
eviction	sadness	0.594	uitsetting
losing	sadness	0.594	verloor
shame	sadness	0.594	skande
vendetta	sadness	0.594	vendetta
crypt	sadness	0.594	krip
contaminated	sadness	0.594	besmet
martyrdom	sadness	0.594	martelaarskap
irreconcilable	sadness	0.594	onversoenbaar
ill	sadness	0.594	siek
deprived	sadness	0.594	ontneem
distress	sadness	0.594	nood
offender	sadness	0.594	oortreder
betray	sadness	0.594	verraai
longing	sadness	0.594	verlange
remorse	sadness	0.594	berou
captivity	sadness	0.594	gevangenskap
demon	sadness	0.594	demoon
dysentery	sadness	0.593	disenterie
melancholic	sadness	0.591	melancholies
blight	sadness	0.591	roes
rupture	sadness	0.588	skeur
traitor	sadness	0.588	verraaier
haggard	sadness	0.587	afgesaag
lie	sadness	0.585	lieg
cholera	sadness	0.583	cholera
unwell	sadness	0.578	ongesteld
undesirable	sadness	0.578	ongewens
denied	sadness	0.578	ontken
whine	sadness	0.578	kerm
humiliation	sadness	0.578	vernedering
terrible	sadness	0.578	verskriklik
bully	sadness	0.578	boelie
