English Word	Emotion	Emotion-Intensity-Score	Spanish Word
sweets	joy	0.562	dulces
liking	joy	0.562	gusto
admirable	joy	0.562	admirable
superstar	joy	0.562	superestrella
relax	joy	0.562	relax
prosper	joy	0.562	prosperar
hero	joy	0.562	héroe
hugs	joy	0.562	abrazos
worthwhile	joy	0.562	vale la pena
newyear	joy	0.561	Año Nuevo
tenderness	joy	0.561	sensibilidad
bless	joy	0.561	bendecir
favorable	joy	0.561	favorable
freedom	joy	0.561	libertad
masterpiece	joy	0.561	obra maestra
dreams	joy	0.559	Sueños
hopeful	joy	0.559	esperanzado
home	joy	0.559	hogar
cruising	joy	0.556	crucero
gracias	joy	0.554	gracias
faithfulness	joy	0.553	fidelidad
eagerness	joy	0.552	afán
closeness	joy	0.552	cercanía
sunshine	joy	0.551	Brillo Solar
comfy	joy	0.551	confortable
vacation	joy	0.547	vacaciones
celestial	joy	0.547	celestial
good	joy	0.547	bueno
elite	joy	0.547	élite
illuminate	joy	0.547	iluminar
confidence	joy	0.547	confianza
mistletoe	joy	0.547	muérdago
daughter	joy	0.547	hija
lifted	joy	0.547	levantado
goodmorning	joy	0.547	Buenos días
zeal	joy	0.547	celo
gifts	joy	0.547	regalos
gift	joy	0.547	regalo
astonishment	joy	0.547	asombro
heart	joy	0.547	corazón
completion	joy	0.547	terminación
bonus	joy	0.547	prima
charmed	joy	0.546	Encantado
dance	joy	0.545	baile
sublime	joy	0.545	sublime
recreation	joy	0.545	recreación
encouragement	joy	0.545	ánimo
god	joy	0.545	dios
gush	joy	0.545	chorro
freshstart	joy	0.544	nuevo comienzo
free	joy	0.544	libre
savior	joy	0.543	salvador
sanctuary	joy	0.541	santuario
grandchildren	joy	0.540	nietos
wellness	joy	0.537	bienestar
revel	joy	0.534	jaranear
music	joy	0.531	música
fab	joy	0.531	fabuloso
bridal	joy	0.531	nupcial
soar	joy	0.531	remontarse
alive	joy	0.531	viva
money	joy	0.531	dinero
soothing	joy	0.531	calmante
serene	joy	0.531	sereno
holiness	joy	0.531	santidad
inspirational	joy	0.531	inspirador
matrimony	joy	0.531	matrimonio
dayoff	joy	0.531	día libre
savor	joy	0.531	saborear
vitality	joy	0.531	vitalidad
confident	joy	0.531	confidente
firstborn	joy	0.531	Primogénito
rainbow	joy	0.531	arcoíris
liberation	joy	0.531	liberación
elegant	joy	0.530	elegante
mastery	joy	0.530	maestría
glimmer	joy	0.530	luz tenue
illumination	joy	0.530	iluminación
blossom	joy	0.530	florecer
warmth	joy	0.530	calor
welcomed	joy	0.530	bienvenido
treat	joy	0.529	tratar
faithful	joy	0.529	fiel
snuggles	joy	0.522	se acurruca
laurels	joy	0.521	laureles
commendable	joy	0.519	recomendable
succeed	joy	0.516	triunfar
jingle	joy	0.516	tintineo
zest	joy	0.516	ánimo
noschool	joy	0.516	no hay clases
brotherly	joy	0.516	fraternal
silly	joy	0.516	tonto
abundant	joy	0.516	abundante
fancy	joy	0.516	lujoso
resplendent	joy	0.516	resplandeciente
strengthening	joy	0.516	fortalecimiento
presents	joy	0.516	presenta
pride	joy	0.516	orgullo
almighty	joy	0.516	todopoderoso
powerful	joy	0.516	poderoso
aspire	joy	0.516	aspirar
remarkable	joy	0.516	Notable
greeted	joy	0.516	saludado
thanking	joy	0.515	agradeciendo
cutie	joy	0.515	chica
kudos	joy	0.515	prestigio
therapeutic	joy	0.515	terapéutico
zen	joy	0.515	zen
coronation	joy	0.515	coronación
complete	joy	0.515	completo
shining	joy	0.515	brillante
spirit	joy	0.515	espíritu
princely	joy	0.515	principesco
vivid	joy	0.515	vívido
comfort	joy	0.515	comodidad
leisure	joy	0.515	ocio
reunited	joy	0.515	reunidos
kid	joy	0.515	niño
newme	joy	0.515	Nuevo yo
payday	joy	0.515	día de paga
animated	joy	0.515	animado
familytime	joy	0.515	tiempo familiar
relationship	joy	0.514	relación
godly	joy	0.514	piadoso
marriage	joy	0.514	matrimonio
daymade	joy	0.514	Día hecho
spouse	joy	0.507	esposa
intimately	joy	0.507	íntimamente
respect	joy	0.500	respeto
bloom	joy	0.500	florecer
purr	joy	0.500	ronroneo
carefree	joy	0.500	despreocupado
nature	joy	0.500	naturaleza
encourage	joy	0.500	alentar
soulful	joy	0.500	conmovedor
refreshed	joy	0.500	renovado
family	joy	0.500	familia
gem	joy	0.500	joya
meritorious	joy	0.500	meritorio
achieved	joy	0.500	logrado
motherhood	joy	0.500	maternidad
holyspirit	joy	0.500	espíritu Santo
surreal	joy	0.500	surrealista
charitable	joy	0.500	Caritativo
teamjesus	joy	0.500	equipojesus
stressrelief	joy	0.500	el alivio del estrés
erotic	joy	0.500	erótico
inviting	joy	0.500	atractivo
baby	joy	0.500	bebé
dignity	joy	0.500	dignidad
satisfied	joy	0.500	satisfecho
visionary	joy	0.500	visionario
memorable	joy	0.500	memorable
veracity	joy	0.500	veracidad
healthy	joy	0.500	saludable
welcoming	joy	0.500	acogedor
diamond	joy	0.500	diamante
christ	joy	0.500	Cristo
beach	joy	0.500	playa
accomplish	joy	0.500	realizar
friends	joy	0.500	amigos
excel	joy	0.500	sobresalir
health	joy	0.493	salud
aura	joy	0.493	aura
yehey	joy	0.486	jejeje
approved	joy	0.486	aprobado
oasis	joy	0.486	oasis
liberty	joy	0.486	libertad
crowning	joy	0.485	coronamiento
aspiration	joy	0.485	aspiración
privileged	joy	0.485	privilegiado
crescendo	joy	0.485	crescendo
rapture	joy	0.485	rapto
liberate	joy	0.485	liberar
nocomplaints	joy	0.485	sin quejas
prestige	joy	0.485	prestigio
bounty	joy	0.485	generosidad
gentle	joy	0.485	amable
inseparable	joy	0.485	inseparable
engaging	joy	0.485	atractivo
loyal	joy	0.485	leal
betrothed	joy	0.485	prometido
transcendence	joy	0.484	trascendencia
selfworth	joy	0.484	Autoestima
yummy	joy	0.484	delicioso
datenight	joy	0.484	noche de cita
destiny	joy	0.484	destino
heyday	joy	0.484	apogeo
aloha	joy	0.484	aloha
desire	joy	0.484	deseo
dream	joy	0.484	sueño
luck	joy	0.484	suerte
fete	joy	0.484	fiesta
trophy	joy	0.484	trofeo
bouquet	joy	0.484	ramo
chocolate	joy	0.484	chocolate
creativity	joy	0.484	creatividad
boyfriend	joy	0.480	novio
commemoration	joy	0.479	conmemoración
intelligence	joy	0.477	inteligencia
readiness	joy	0.473	preparación
friend	joy	0.471	amigo
bride	joy	0.471	novia
enthusiast	joy	0.471	entusiasta
lush	joy	0.470	lozano
inheritance	joy	0.470	herencia
soothe	joy	0.470	calmar
tickle	joy	0.470	cosquillas
kiddo	joy	0.470	niño
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	masaje
calming	joy	0.470	calmante
adventure	joy	0.470	aventura
pretty	joy	0.469	bonita
purring	joy	0.469	ronroneando
eternal	joy	0.469	eterno
humanitarian	joy	0.469	humanitario
nurture	joy	0.469	nutrir
giving	joy	0.469	donación
rest	joy	0.469	descansar
getaway	joy	0.469	escapar
goals	joy	0.469	metas
pray	joy	0.469	rezar
bridegroom	joy	0.469	novio
heartily	joy	0.469	sinceramente
luster	joy	0.469	lustre
bonding	joy	0.469	unión
princess	joy	0.469	princesa
amicable	joy	0.469	amistoso
benevolence	joy	0.469	benevolencia
child	joy	0.466	niño
salutary	joy	0.465	saludable
invite	joy	0.457	invitar
beam	joy	0.456	haz
reminiscing	joy	0.456	recordando
befriend	joy	0.455	ofrecer amistad
aesthetics	joy	0.455	estética
friday	joy	0.455	viernes
freshair	joy	0.455	aire fresco
ceremony	joy	0.455	ceremonia
kindred	joy	0.455	parientes
mindfulness	joy	0.455	atención plena
sonice	joy	0.455	tan agradable
elevation	joy	0.455	elevación
tropical	joy	0.455	tropical
scholarship	joy	0.455	beca
hee	joy	0.455	je
noworries	joy	0.453	sin preocupaciones
allure	joy	0.453	seducir
approve	joy	0.453	aprobar
scenery	joy	0.453	escenario
waterfall	joy	0.453	cascada
vindication	joy	0.453	vindicación
namaste	joy	0.453	namasté
commemorate	joy	0.453	conmemorar
faith	joy	0.453	fe
birth	joy	0.453	nacimiento
forgiveness	joy	0.453	perdón
journey	joy	0.447	viaje
meditation	joy	0.446	meditación
relaxed	joy	0.442	relajado
present	joy	0.441	presente
weekend	joy	0.441	fin de semana
tender	joy	0.441	tierno
tranquil	joy	0.441	tranquilo
lyrical	joy	0.439	lírico
sharing	joy	0.439	intercambio
esteem	joy	0.439	estima
nostalgic	joy	0.439	nostálgico
prayer	joy	0.439	oración
righteousness	joy	0.439	justicia
husband	joy	0.438	esposo
relief	joy	0.438	alivio
strength	joy	0.438	fuerza
mighty	joy	0.438	poderoso
unbeaten	joy	0.438	invicto
eager	joy	0.438	ansioso
share	joy	0.438	Cuota
newday	joy	0.438	nuevo día
sonnet	joy	0.438	soneto
meditate	joy	0.438	meditar
life	joy	0.438	vida
winterbreak	joy	0.429	vacaciones de invierno
warm	joy	0.429	cálido
movingforward	joy	0.429	avanzando
buddy	joy	0.427	amigo
oneness	joy	0.426	unidad
unconstrained	joy	0.424	sin restricciones
amen	joy	0.424	amén
reverence	joy	0.424	reverencia
healthful	joy	0.424	sano
thelittlethings	joy	0.424	las pequeñas cosas
medal	joy	0.424	medalla
unsurpassed	joy	0.424	insuperado
candlelight	joy	0.424	luz de una vela
carols	joy	0.424	villancicos
ejaculation	joy	0.424	eyaculación
beginnings	joy	0.422	principios
sledding	joy	0.422	trineo
graduation	joy	0.422	graduación
frisky	joy	0.422	retozón
lml	joy	0.422	lml
ease	joy	0.422	facilitar
symphony	joy	0.422	sinfonía
wealth	joy	0.422	riqueza
helpful	joy	0.422	útil
musical	joy	0.422	musical
glitter	joy	0.422	Brillantina
calmness	joy	0.422	calma
energy	joy	0.422	energía
safe	joy	0.422	seguro
nostress	joy	0.421	sin estrés
soundness	joy	0.421	solvencia
promise	joy	0.415	promesa
reunite	joy	0.414	reunir
mother	joy	0.412	madre
salvation	joy	0.412	salvación
poems	joy	0.412	poemas
clown	joy	0.409	payaso
lavender	joy	0.409	lavanda
immaculate	joy	0.409	inmaculado
purify	joy	0.409	purificar
inauguration	joy	0.409	inauguración
aromatherapy	joy	0.409	aromaterapia
lighten	joy	0.409	aligerar
travel	joy	0.409	viajar
cash	joy	0.406	dinero
companion	joy	0.406	compañero
live	joy	0.406	En Vivo
opportune	joy	0.406	oportuno
completing	joy	0.406	completando
charity	joy	0.406	caridad
heal	joy	0.406	sanar
star	joy	0.406	estrella
wishing	joy	0.406	deseando
flowers	joy	0.406	flores
income	joy	0.403	ingreso
soul	joy	0.401	alma
munchies	joy	0.400	bocadillos
emancipation	joy	0.397	emancipación
indescribable	joy	0.397	indescriptible
progress	joy	0.397	Progreso
equality	joy	0.394	igualdad
childhood	joy	0.394	infancia
together	joy	0.394	juntos
rhythmical	joy	0.394	rítmico
fullness	joy	0.394	plenitud
calm	joy	0.394	calma
hammock	joy	0.394	hamaca
picnic	joy	0.394	picnic
movies	joy	0.393	películas
zealous	joy	0.393	celoso
playground	joy	0.391	patio de juegos
affluence	joy	0.391	afluencia
warms	joy	0.391	calienta
choir	joy	0.391	coro
littlethings	joy	0.391	cosas Pequeñas
auspicious	joy	0.391	propicio
meaningful	joy	0.391	significativo
adventures	joy	0.391	aventuras
goofy	joy	0.391	mentecato
starry	joy	0.391	estrellado
humanity	joy	0.391	humanidad
gesture	joy	0.387	gesto
witty	joy	0.382	ingenioso
vow	joy	0.382	voto
shopping	joy	0.382	compras
vibes	joy	0.379	vibras
worship	joy	0.379	Adoración
jump	joy	0.379	salto
communion	joy	0.379	comunión
reverend	joy	0.377	reverendo
rising	joy	0.375	creciente
advance	joy	0.375	ventaja
beaches	joy	0.375	playas
sonorous	joy	0.375	sonoro
courtship	joy	0.375	noviazgo
experience	joy	0.375	experiencia
reunion	joy	0.375	reunión
simplicity	joy	0.375	sencillez
full	joy	0.375	completo
hymn	joy	0.375	himno
spirits	joy	0.375	espíritu
unforgettable	joy	0.375	inolvidable
mirth	joy	0.375	alegría
youth	joy	0.375	juventud
scenic	joy	0.375	escénico
unique	joy	0.375	único
redeemed	joy	0.375	redimido
alliance	joy	0.368	Alianza
baptismal	joy	0.368	bautismal
grant	joy	0.366	otorgar
kitten	joy	0.364	gatito
sanctification	joy	0.364	santificación
conciliation	joy	0.364	conciliación
improves	joy	0.364	mejora
pure	joy	0.364	puro
improve	joy	0.364	mejorar
authentic	joy	0.364	auténtico
moonlight	joy	0.364	luz de la luna
weightloss	joy	0.362	pérdida de peso
raspberries	joy	0.360	frambuesas
feeling	joy	0.359	sentimiento
jest	joy	0.359	broma
independent	joy	0.359	independiente
sanctify	joy	0.359	santificar
devotional	joy	0.359	piadoso
tinsel	joy	0.359	oropel
proficiency	joy	0.359	competencia
listenting	joy	0.359	escuchando
fidelity	joy	0.359	fidelidad
revival	joy	0.359	renacimiento
giver	joy	0.353	dotante
cocoa	joy	0.353	cacao
deliverance	joy	0.348	liberación
melody	joy	0.348	melodía
unification	joy	0.348	unificación
romp	joy	0.348	retozar
purpose	joy	0.348	objetivo
choral	joy	0.348	coral
exceed	joy	0.348	superar
dolphin	joy	0.348	delfín
roaring	joy	0.348	rugido
favor	joy	0.348	favor
hotyoga	joy	0.347	yoga caliente
voluptuous	joy	0.344	voluptuoso
fruits	joy	0.344	frutas
cookies	joy	0.344	galletas
manicure	joy	0.344	manicura
nowork	joy	0.344	ningún trabajo
date	joy	0.344	fecha
newstart	joy	0.344	nuevo comienzo
hedonism	joy	0.344	hedonismo
pledge	joy	0.344	promesa
electric	joy	0.344	eléctrico
humble	joy	0.344	humilde
roadtrip	joy	0.344	viaje
thx	joy	0.344	gracias
kiddos	joy	0.344	niños
celebrity	joy	0.342	celebridad
bridesmaid	joy	0.338	dama de honor
rhythm	joy	0.338	ritmo
spa	joy	0.333	spa
snowday	joy	0.333	dia de nieve
familiarity	joy	0.333	familiaridad
coffee	joy	0.333	café
edification	joy	0.333	edificación
garden	joy	0.333	jardín
renovation	joy	0.333	renovación
dawn	joy	0.333	amanecer
connoisseur	joy	0.333	conocedor
gazing	joy	0.333	mirando
obliging	joy	0.333	servicial
partner	joy	0.333	compañero
foodie	joy	0.331	Conocedor gourmet
synchronize	joy	0.329	sincronizar
tribulation	joy	0.328	tribulación
psalm	joy	0.328	salmo
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	sin arrepentimientos
chirping	joy	0.328	piando
saint	joy	0.328	Smo
healing	joy	0.328	cicatrización
carol	joy	0.328	villancico
true	joy	0.328	verdadero
hobby	joy	0.328	Hobby
amnesty	joy	0.328	amnistía
respite	joy	0.324	respiro
recreational	joy	0.318	recreativo
cousins	joy	0.318	primos
mellow	joy	0.318	meloso
restorative	joy	0.318	restaurativo
lazyday	joy	0.318	dia vago
classics	joy	0.318	clásicos
reconciliation	joy	0.316	reconciliación
woods	joy	0.312	bosque
progression	joy	0.312	progresión
muchneeded	joy	0.312	muy necesario
sterling	joy	0.312	libra esterlina
dove	joy	0.312	paloma
simplify	joy	0.312	simplificar
fitness	joy	0.312	aptitud física
sunset	joy	0.312	puesta de sol
wisdom	joy	0.312	sabiduría
relight	joy	0.312	volver a arder
living	joy	0.312	vivir
presto	joy	0.312	presto
playhouse	joy	0.312	teatro
superman	joy	0.312	superhombre
pony	joy	0.312	poni
recovery	joy	0.312	recuperación
crafts	joy	0.312	artesanía
lord	joy	0.312	caballero
deal	joy	0.312	acuerdo
improvement	joy	0.309	mejora
infant	joy	0.309	niño
absolution	joy	0.306	absolución
honest	joy	0.303	honesto
gently	joy	0.303	suavemente
banquet	joy	0.303	banquete
established	joy	0.303	establecido
endless	joy	0.303	sin fin
decorating	joy	0.303	decorando
providing	joy	0.300	Proporcionar
lounging	joy	0.297	descansando
growth	joy	0.297	crecimiento
strolling	joy	0.297	vagante
feat	joy	0.297	Con
morals	joy	0.297	moralidad
mine	joy	0.297	mía
spending	joy	0.297	gasto
light	joy	0.297	luz
spiritual	joy	0.297	espiritual
quaint	joy	0.297	pintoresco
fraternal	joy	0.297	fraternal
notable	joy	0.297	Incapaz
softly	joy	0.297	suavemente
harvest	joy	0.297	cosecha
yearning	joy	0.297	anhelo
breeze	joy	0.297	brisa
joker	joy	0.297	bufón
meditating	joy	0.297	meditando
fervor	joy	0.295	fervor
quotes	joy	0.294	cotizaciones
volunteer	joy	0.294	voluntario
gain	joy	0.288	ganar
resources	joy	0.288	recursos
create	joy	0.288	crear
psalms	joy	0.288	salmos
hippie	joy	0.288	hippie
taoism	joy	0.288	taoísmo
midwife	joy	0.288	Partera
receiving	joy	0.287	recepción
snowfall	joy	0.286	nevada
ocean	joy	0.286	Oceano
lsd	joy	0.286	LSD
hiking	joy	0.283	senderismo
evergreen	joy	0.281	hojas perennes
destination	joy	0.281	destino
candid	joy	0.281	sincero
unwind	joy	0.281	relajarse
truce	joy	0.281	tregua
toast	joy	0.281	tostada
chill	joy	0.281	enfriar
infinity	joy	0.281	infinito
rested	joy	0.281	descansado
buzzing	joy	0.281	zumbido
venerable	joy	0.279	venerable
balance	joy	0.275	balance
retirement	joy	0.275	Jubilación
fireplace	joy	0.273	chimenea
buddha	joy	0.273	Buda
devout	joy	0.273	devoto
drinks	joy	0.273	bebidas
rapt	joy	0.273	arrebatado
swim	joy	0.273	nadar
compensate	joy	0.273	compensar
snowing	joy	0.271	nevando
sublimation	joy	0.270	sublimación
fruity	joy	0.268	sabroso
sunday	joy	0.266	domingo
sketching	joy	0.266	dibujando
paragon	joy	0.266	dechado
humility	joy	0.266	humildad
ministry	joy	0.266	ministerio
waves	joy	0.266	ondas
cathedral	joy	0.266	catedral
sun	joy	0.266	sol
yoga	joy	0.266	yoga
fortitude	joy	0.266	fortaleza
salute	joy	0.266	saludo
buddhism	joy	0.266	budismo
whim	joy	0.266	capricho
artwork	joy	0.265	obra de arte
practiced	joy	0.264	experto
clean	joy	0.260	limpio
running	joy	0.258	correr
clarity	joy	0.258	claridad
found	joy	0.258	fundar
fitting	joy	0.258	adecuado
immerse	joy	0.258	sumergirse
exercise	joy	0.258	ejercicio
food	joy	0.258	alimento
autumn	joy	0.254	otoño
fit	joy	0.250	adaptar
morning	joy	0.250	Mañana
contagious	joy	0.250	contagioso
outdoors	joy	0.250	al aire libre
hardy	joy	0.250	resistente
candles	joy	0.250	velas
advocacy	joy	0.250	Abogacía
countryside	joy	0.250	campo
demonstrative	joy	0.250	demostrativo
football	joy	0.250	fútbol
chirp	joy	0.250	chirrido
chilled	joy	0.250	enfriado
undying	joy	0.250	eterno
visitor	joy	0.250	visitante
clap	joy	0.250	aplaudir
diary	joy	0.250	diario
ardent	joy	0.250	ardiente
expedient	joy	0.250	conveniente
mountain	joy	0.250	montaña
cradle	joy	0.247	cuna
trance	joy	0.246	trance
intense	joy	0.242	intenso
procession	joy	0.242	procesión
church	joy	0.242	iglesia
pay	joy	0.242	pagar
supremacy	joy	0.242	supremacía
preservative	joy	0.242	preservativo
grow	joy	0.242	crecer
breakfast	joy	0.242	desayuno
consecration	joy	0.235	consagración
salary	joy	0.234	salario
lifetime	joy	0.234	toda la vida
incense	joy	0.234	incienso
ordination	joy	0.234	ordenación
snowy	joy	0.234	Nevado
art	joy	0.234	Arte
nursery	joy	0.234	guardería
skiing	joy	0.234	esquí
candle	joy	0.234	vela
doll	joy	0.234	muñeca
vote	joy	0.234	votar
humbled	joy	0.234	humillado
lyre	joy	0.234	lira
pastry	joy	0.229	Pastelería
remedy	joy	0.227	recurso
chilling	joy	0.227	Relajado
firefly	joy	0.227	luciérnaga
rescue	joy	0.225	rescate
camping	joy	0.221	cámping
perspective	joy	0.221	perspectiva
orchestra	joy	0.221	orquesta
orchard	joy	0.221	huerta
breezy	joy	0.219	ventoso
gardens	joy	0.219	jardines
castle	joy	0.219	castillo
lamb	joy	0.219	cordero
possess	joy	0.219	poseer
bouttime	joy	0.212	era hora
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	la música country
teach	joy	0.212	enseñar
brisk	joy	0.212	enérgico
ribbon	joy	0.212	cinta
raindrops	joy	0.212	gotas de lluvia
mucis	joy	0.212	mucis
repay	joy	0.212	pagar
listneing	joy	0.212	escuchando
nap	joy	0.206	siesta
legalized	joy	0.203	legalizado
unexpected	joy	0.203	inesperado
vernal	joy	0.203	vernal
chant	joy	0.203	cantar
hire	joy	0.203	contratar
uncontrollable	joy	0.203	incontrolable
stillness	joy	0.203	quietud
lights	joy	0.203	luces
cove	joy	0.203	ensenada
save	joy	0.200	ahorrar
pastor	joy	0.197	pastor
atone	joy	0.197	expiar
symmetry	joy	0.197	simetría
trees	joy	0.197	árboles
oneday	joy	0.197	Un día
scripture	joy	0.196	Sagrada Escritura
mountains	joy	0.194	montañas
craziness	joy	0.188	locura
tea	joy	0.188	té
walking	joy	0.188	caminando
whiteness	joy	0.188	blancura
sympathetic	joy	0.188	simpático
forefathers	joy	0.188	antepasados
pathway	joy	0.188	ruta
custom	joy	0.188	disfraz
quiet	joy	0.188	tranquilo
liquor	joy	0.188	espíritu
soppy	joy	0.188	sensiblero
patient	joy	0.186	paciente
movingon	joy	0.182	hacia adelante
score	joy	0.182	puntaje
dollhouse	joy	0.182	casa de muñecas
bath	joy	0.182	bañera
supporter	joy	0.180	seguidor
accompaniment	joy	0.179	acompañamiento
pursuit	joy	0.176	buscar
outburst	joy	0.176	explosión
frosty	joy	0.174	escarchado
luncheon	joy	0.172	almuerzo
service	joy	0.172	Servicio
workout	joy	0.172	ejercicio
closure	joy	0.172	cierre
wintery	joy	0.172	invernal
civilized	joy	0.169	civilizado
wages	joy	0.169	salarios
december	joy	0.167	diciembre
fain	joy	0.167	deseando
glide	joy	0.162	planeo
acrobat	joy	0.162	acróbata
finally	joy	0.157	finalmente
chai	joy	0.156	Chai
obtainable	joy	0.156	asequible
elf	joy	0.156	duende
peppermint	joy	0.156	menta
break	joy	0.156	descanso
reproductive	joy	0.156	reproductivo
stroll	joy	0.156	paseo
organization	joy	0.156	organización
bathtub	joy	0.156	bañera
advent	joy	0.152	adviento
measured	joy	0.152	Medido
balm	joy	0.152	bálsamo
