English Word	Emotion	Emotion-Intensity-Score	Frisian Word
stillwaiting	fear	0.184	noch altyd oan it wachtsjen
lonely	fear	0.183	iensum
slippery	fear	0.181	glêd
interview	fear	0.180	fraachpetear
everyman	fear	0.178	alle manlju
speculation	fear	0.176	spekulaasje
needtoknow	fear	0.173	needtoknow
worship	fear	0.172	oanbidding
unsure	fear	0.172	ûnwis
surprise	fear	0.172	ferrassing
settlor	fear	0.172	settlor
competition	fear	0.172	kompetysje
readytogo	fear	0.172	der klear foar
checkpoint	fear	0.172	checkpoint
composure	fear	0.172	kalmte
interviewer	fear	0.172	ynterviewer
chaff	fear	0.172	kaf
regulatory	fear	0.172	regeljouwing
birch	fear	0.172	bjirk
shell	fear	0.172	shell
assessment	fear	0.172	beoardieling
uncertain	fear	0.172	ûnwis
rod	fear	0.172	roede
humanrights	fear	0.172	minskerjochten
less	fear	0.167	minder
coy	fear	0.162	coy
iris	fear	0.160	iris
intimately	fear	0.156	yntym
hearing	fear	0.156	harksitting
legalized	fear	0.156	legalized
needit	fear	0.156	haw it nedich
audition	fear	0.156	audysje
retirement	fear	0.156	pensjoen
countdown	fear	0.156	countdown
sly	fear	0.156	slûch
bases	fear	0.156	bases
ceasefire	fear	0.156	wapenstilstân
medication	fear	0.156	medikaasje
courageous	fear	0.154	moedich
overthinker	fear	0.153	oertinker
backtrack	fear	0.151	backtrack
dawned	fear	0.150	dawn
censor	fear	0.149	sensuer
bailiff	fear	0.147	baljuw
syllabus	fear	0.147	syllabus
delay	fear	0.141	fertraging
newcomer	fear	0.141	nijkommer
imagination	fear	0.141	ferbylding
waiting	fear	0.141	wachtsjend
gent	fear	0.141	hear
validity	fear	0.141	jildigens
cove	fear	0.141	cove
rationality	fear	0.141	rasjonaliteit
caricature	fear	0.141	karikatuer
eventuality	fear	0.141	eventualiteit
alreadyyyyy	fear	0.140	al
shy	fear	0.140	ferlegen
symptom	fear	0.133	symptoom
excite	fear	0.132	excite
raccoon	fear	0.127	wasbeer
clown	fear	0.125	clown
tryout	fear	0.125	Besykje
needtorelax	fear	0.125	needtorrelax
swim	fear	0.125	swimme
campaigning	fear	0.125	kampanje
hawk	fear	0.125	hawk
prevent	fear	0.125	foarkomme
gameday	fear	0.125	gameday
ahhh	fear	0.125	ahhh
marry	fear	0.125	trouwe
sprite	fear	0.125	sprite
soready	fear	0.125	soready
sag	fear	0.123	sag
pharmacy	fear	0.123	apotheek
policeman	fear	0.121	plysjeman
dreamt	fear	0.111	dreamde
lace	fear	0.111	kant
homework	fear	0.109	húswurk
destination	fear	0.109	bestimming
incase	fear	0.109	yn 't gefal dat
pray	fear	0.109	bidde
knot	fear	0.109	knoop
confidence	fear	0.109	betrouwen
bigday	fear	0.109	grutte dei
holiness	fear	0.109	hilligens
notoriety	fear	0.109	bekendheid
weight	fear	0.109	gewicht
slender	fear	0.100	slank
undecided	fear	0.098	ûnbeslist
sympathetic	fear	0.097	sympatyk
poise	fear	0.094	poise
case	fear	0.094	rjochtsaak
treat	fear	0.094	behannelje
locate	fear	0.094	locate
loyal	fear	0.094	loyaal
grades	fear	0.094	grades
god	fear	0.094	god
helmet	fear	0.094	helm
confident	fear	0.094	wis
counsellor	fear	0.094	riedsman
northeast	fear	0.088	noardeastlik
graduation	fear	0.078	ôfstudearjen
compassion	fear	0.078	begrutsjen
nurture	fear	0.078	nurture
graded	fear	0.075	gradearre
mum	fear	0.070	mem
infant	fear	0.067	infant
journey	fear	0.062	reis
parade	fear	0.062	parade
gradschool	fear	0.062	gradschool
civilian	fear	0.062	boarger
cloudiness	fear	0.062	bewolking
cash	fear	0.062	cash
civilians	fear	0.062	boargers
guidelines	fear	0.062	rjochtlinen
soulmate	fear	0.062	sielsgenoat
youth	fear	0.062	jeugd
opera	fear	0.057	opera
synonymous	fear	0.056	synonym
honest	fear	0.047	earlik
praying	fear	0.047	bidden
intelligence	fear	0.038	yntelliginsje
volunteer	fear	0.031	frijwilliger
romance	fear	0.031	romantyk
lines	fear	0.031	rigels
obey	fear	0.016	hearrich
happiest	joy	0.986	lokkichste
happiness	joy	0.984	lok
bliss	joy	0.971	bliss
celebrating	joy	0.970	fiere
jubilant	joy	0.969	jubeljend
ecstatic	joy	0.954	ekstatysk
elation	joy	0.944	opwekking
beaming	joy	0.938	beaming
bestdayever	joy	0.938	bêste dei ea
loveee	joy	0.932	leafee
celebration	joy	0.929	feest
awesomeness	joy	0.926	awesomeness
joy	joy	0.924	freugde
joyous	joy	0.922	bliid
fabulous	joy	0.922	fabulous
happily	joy	0.922	lokkich
excitement	joy	0.922	opwining
exuberance	joy	0.922	oermoed
makesmehappy	joy	0.922	makket my lokkich
euphoria	joy	0.922	eufory
lovee	joy	0.920	lovee
gratitude	joy	0.914	tankberens
happydance	joy	0.912	happydance
merriment	joy	0.912	merriment
spectacular	joy	0.912	spektakulêr
overjoyed	joy	0.909	oergelokkich
purebliss	joy	0.909	purebliss
triumphant	joy	0.907	triomfantlik
ecstasy	joy	0.906	ekstase
lovelovelove	joy	0.906	leafde leafde Leafde
cheerful	joy	0.906	fleurich
cheer	joy	0.897	cheer
elated	joy	0.894	optein
peaceofmind	joy	0.891	frede fan geast
jolly	joy	0.891	joly
delighted	joy	0.891	bliid
lovethis	joy	0.891	geweldich
excitation	joy	0.891	excitation
exhilaration	joy	0.891	opwining
pleasures	joy	0.891	pleasures
laugh	joy	0.891	laitsje
marvelously	joy	0.881	wûnderlik
loving	joy	0.879	leafdefol
joyful	joy	0.879	blide
blissful	joy	0.879	sillich
outstanding	joy	0.879	opmerklik
pleasurable	joy	0.877	pleasurable
lovinglife	joy	0.875	leafdelibben
enthusiastic	joy	0.875	entûsjast
glee	joy	0.875	glee
iloveher	joy	0.875	iloveher
yaaaay	joy	0.875	jaaaay
overthemoon	joy	0.875	oermoanne
happyplace	joy	0.875	happyplace
sohappy	joy	0.868	sa bliid
superb	joy	0.864	treflik
woohoo	joy	0.864	woohoo
laughing	joy	0.864	laitsjend
wonderful	joy	0.863	prachtich
hooray	joy	0.859	hoera
loved	joy	0.859	leafhawwe
tearsofjoy	joy	0.859	triennen fan bliidskip
hallelujah	joy	0.859	halleluja
magnificent	joy	0.859	manjefyk
glory	joy	0.859	gloarje
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	briljant
celebrated	joy	0.859	fierd
cheering	joy	0.859	jubelje
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	himelske
exciting	joy	0.853	spannend
thrilled	joy	0.851	optein
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	fiere
wonderfully	joy	0.844	prachtich
blessing	joy	0.844	segen
favoriteholiday	joy	0.844	favorite fakânsje
paradise	joy	0.833	paradys
marvellous	joy	0.833	wûnderlik
festive	joy	0.833	feestlik
sweetness	joy	0.833	swietens
blessed	joy	0.833	segene
celebrations	joy	0.833	fieringen
compliment	joy	0.831	komplimint
smiling	joy	0.828	glimkjend
allsmiles	joy	0.828	allsmiles
love	joy	0.828	leafde
enchanting	joy	0.828	betsjoenend
homesweethome	joy	0.826	lang om let thús
thankyougod	joy	0.824	tank jo God
marvelous	joy	0.824	wûnderlik
laughter	joy	0.824	laitsjen
goodmood	joy	0.819	goedmood
goodness	joy	0.818	goedens
excellence	joy	0.818	treflikens
sensational	joy	0.818	sensasjoneel
joys	joy	0.818	freugden
delightful	joy	0.818	hearlik
excited	joy	0.818	oerémis
rejoicing	joy	0.818	blide
happyheart	joy	0.818	bliidheart
celebratory	joy	0.818	feestlik
greatful	joy	0.816	geweldich
jovial	joy	0.814	joviaal
rejoice	joy	0.812	bliid
splendid	joy	0.812	prachtich
enjoy	joy	0.812	genietsje
smiley	joy	0.812	smiley
glorious	joy	0.812	hearlik
victorious	joy	0.812	oerwinnende
lovemaking	joy	0.812	tútsjeboartsje
bonanza	joy	0.812	bonanza
greatday	joy	0.812	Geweldige dei
excellent	joy	0.812	treflik
goodtimes	joy	0.811	goede tiden
whatmakesmesmile	joy	0.811	wat makket mesmile
happyday	joy	0.809	fleurige dei
myfavorite	joy	0.804	myn favorite
thankyoulord	joy	0.803	thankyoulord
gladness	joy	0.803	blidens
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	johhh
pleasure	joy	0.803	nocht
giggle	joy	0.802	gigge
happier	joy	0.797	lokkiger
lovemylife	joy	0.797	hâld fan myn libben
magnificence	joy	0.797	pracht
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	yesss
dancing	joy	0.797	dûnsjen
success	joy	0.797	sukses
grateful	joy	0.789	tankber
amuse	joy	0.788	amusearje
splendor	joy	0.788	pracht
happy	joy	0.788	lokkich
fun	joy	0.788	wille
giggling	joy	0.781	giggles
glad	joy	0.781	bliid
glorify	joy	0.781	ferhearlikje
radiant	joy	0.781	útstrieling
beautiful	joy	0.781	prachtich
solucky	joy	0.781	sa lokkich
sothankful	joy	0.781	tankber
enchanted	joy	0.781	betsjoen
romance	joy	0.779	romantyk
perfection	joy	0.779	perfeksje
christmassy	joy	0.779	christmassy
heavens	joy	0.779	himelen
thrilling	joy	0.776	spannend
lovable	joy	0.773	leaflik
congrats	joy	0.773	lokwinske
fiesta	joy	0.773	fiesta
entertain	joy	0.773	fermeitsje
happyvalentinesday	joy	0.773	lokkiche Valentynsdei
miraculous	joy	0.773	wûnderbaarlik
cheers	joy	0.773	Tsjoch
cheered	joy	0.773	jubele
positivity	joy	0.773	positiviteit
funday	joy	0.772	willedei
enjoying	joy	0.771	genietsje
lifeisgood	joy	0.766	libben is goed
amused	joy	0.766	amusearre
goodfeeling	joy	0.766	goed gefoel
christmasspirit	joy	0.766	christmasspirit
cuddling	joy	0.766	knuffeljen
smiles	joy	0.766	glimket
sosweet	joy	0.766	sa leaf
thebest	joy	0.766	de bêste
party	joy	0.765	feest
delight	joy	0.765	wille
orgasm	joy	0.765	orgasme
positive	joy	0.761	posityf
sweetheart	joy	0.758	leafste
enlighten	joy	0.758	ferljochtsje
cheerfulness	joy	0.758	fleurichheid
miracles	joy	0.758	wûnders
giddy	joy	0.757	giddy
christmastime	joy	0.757	Krysttiid
gratify	joy	0.750	gratify
greatness	joy	0.750	gruttens
friendliness	joy	0.750	freonlikens
blessings	joy	0.750	segeningen
laughs	joy	0.750	laket
tistheseason	joy	0.750	tsiende seizoen
smile	joy	0.750	laitsje
pleasing	joy	0.750	noflik
romantic	joy	0.750	romantysk
happyholidays	joy	0.750	lokwinske
frolic	joy	0.748	frolic
jubilee	joy	0.742	jubileum
miracle	joy	0.742	wûnder
enthusiasm	joy	0.742	entûsjasme
selflove	joy	0.742	selsleafde
triumph	joy	0.742	triomf
magical	joy	0.742	magysk
rewarding	joy	0.742	beleanjend
goodvibes	joy	0.742	goed gefoel
positiveenergy	joy	0.742	positive enerzjy
feelgood	joy	0.736	fiel goed
prosperity	joy	0.735	wolfeart
behappy	joy	0.734	Wês bliid
admiration	joy	0.734	bewûndering
passionate	joy	0.734	hertstochtlik
goodday	joy	0.734	goeie
luxurious	joy	0.734	lúkse
tgif	joy	0.734	tgif
victory	joy	0.734	oerwinning
feelinggood	joy	0.734	goed fiele
enchant	joy	0.734	betoverje
greatnight	joy	0.734	moaie nacht
vivacious	joy	0.734	libbendich
glorification	joy	0.733	ferhearliking
sing	joy	0.729	sjonge
glowing	joy	0.729	gloeiend
yessss	joy	0.728	yessss
fulfillment	joy	0.728	ferfolling
breathtaking	joy	0.728	breathtaking
thankful	joy	0.727	tankber
cheery	joy	0.727	fleurich
santa	joy	0.727	santa
hurrah	joy	0.727	hoera
christmasbreak	joy	0.727	krystfakânsje
win	joy	0.727	winne
atpeace	joy	0.727	yn frede
award	joy	0.727	priis
merry	joy	0.727	fleurich
inspiration	joy	0.725	ynspiraasje
radiance	joy	0.725	útstrieling
pleased	joy	0.725	bliid
uplift	joy	0.723	opheffing
optimistic	joy	0.723	optimistysk
heaven	joy	0.721	himel
lucky	joy	0.721	lokkich
godisgreat	joy	0.721	God is grut
holidays	joy	0.721	fakânsjes
thrill	joy	0.721	opwining
congratulatory	joy	0.719	lokwinske
thriving	joy	0.719	bloeiende
amusement	joy	0.719	fermaak
perfect	joy	0.719	perfekt
lover	joy	0.719	leafhawwer
xmas	joy	0.719	xmas
heartfelt	joy	0.719	hertlik
utopian	joy	0.719	utopysk
lovely	joy	0.719	moai
harmony	joy	0.719	harmony
praising	joy	0.719	lof
brighten	joy	0.719	opheldere
luckiest	joy	0.712	lokkichste
merrychristmas	joy	0.712	noflike krystdagen
magic	joy	0.712	magy
achievement	joy	0.712	prestaasje
yay	joy	0.712	jo
holiday	joy	0.712	fakânsje
treasures	joy	0.712	skatten
luxury	joy	0.712	lúkse
bestfeeling	joy	0.712	bêste gefoel
intimate	joy	0.710	yntym
soblessed	joy	0.706	soblessed
yaaay	joy	0.706	jaaay
rave	joy	0.706	rave
chuckle	joy	0.706	tsjokke
proud	joy	0.704	grutsk
winning	joy	0.703	winning
cherish	joy	0.703	koesterje
goodnews	joy	0.703	goed nijs
fuckyeah	joy	0.703	ferdomd ja
optimism	joy	0.703	optimisme
amazingly	joy	0.703	amazingly
lovelife	joy	0.703	leafdeslibben
truelove	joy	0.703	wiere leafde
beautification	joy	0.703	beautification
satisfying	joy	0.703	befredigjend
appreciates	joy	0.703	wurdearret
cuddled	joy	0.703	knuffele
goodlife	joy	0.703	goed libben
gooood	joy	0.703	gooood
sweetest	joy	0.703	leafste
yaay	joy	0.700	yay
entertained	joy	0.700	fermakke
excite	joy	0.697	excite
newbeginnings	joy	0.693	in nij begjin
praisejesus	joy	0.691	lof
birthday	joy	0.691	jierdei
greatfriends	joy	0.688	grutte freonen
adoration	joy	0.688	oanbidding
godsend	joy	0.688	goadenskip
favorite	joy	0.688	favoryt
content	joy	0.688	ynhâld
entertaining	joy	0.688	fermaaklik
honored	joy	0.688	eare
metime	joy	0.688	meitiid
exquisite	joy	0.688	exquisite
holidayseason	joy	0.688	fakânsjetiid
thankyoujesus	joy	0.688	tankewol
angelic	joy	0.688	angelic
goodhealth	joy	0.682	Sûnens
majestic	joy	0.682	majestueuze
luscious	joy	0.682	hearlik
memoriesiwontforget	joy	0.682	oantinkens net ferjitte
bestfriends	joy	0.682	bêste freonen
precious	joy	0.682	kostber
appreciated	joy	0.682	wurdearre
exaltation	joy	0.682	ferhevening
smiled	joy	0.682	glimke
brightens	joy	0.682	ljochtet op
tranquility	joy	0.679	rêst
marry	joy	0.676	trouwe
embrace	joy	0.676	omearmje
positively	joy	0.676	posityf
grin	joy	0.672	gryn
hug	joy	0.672	knuffel
hilarious	joy	0.672	hilarysk
dearest	joy	0.672	leafste
contentment	joy	0.672	tefredenens
accomplished	joy	0.672	folbrocht
relaxation	joy	0.672	ûntspanning
bday	joy	0.672	bday
enliven	joy	0.672	enliven
weeeee	joy	0.672	weeeee
giggles	joy	0.672	giggles
fulfilled	joy	0.667	folbrocht
bountiful	joy	0.667	oerfloedich
victor	joy	0.667	oerwinner
adore	joy	0.667	oanbidde
boisterous	joy	0.667	boisterous
fulfill	joy	0.664	ferfolje
cuddles	joy	0.662	knuffels
prosperous	joy	0.660	foarspoedich
appreciation	joy	0.656	erkentlikens
serenity	joy	0.656	serenity
happynewyear	joy	0.656	lokkich nijjier
humor	joy	0.656	humor
satisfy	joy	0.656	foldwaan
besties	joy	0.656	besties
encouraged	joy	0.656	oanmoedige
captivate	joy	0.656	boeije
christmaseve	joy	0.656	Kryst jûn
glow	joy	0.656	gloed
romanticism	joy	0.656	romantyk
innerpeace	joy	0.656	innerpeace
pleasant	joy	0.656	noflik
praises	joy	0.652	lof
abundance	joy	0.652	oerfloed
fortunes	joy	0.652	fortún
engaged	joy	0.652	ferloofd
praised	joy	0.652	priizge
relaxing	joy	0.652	relaxing
treasure	joy	0.652	skat
satisfaction	joy	0.652	befrediging
nothingbetter	joy	0.647	neat better
affection	joy	0.647	affection
relieved	joy	0.647	ferljochte
complement	joy	0.647	oanfolling
carnival	joy	0.643	karnaval
priceless	joy	0.641	priceless
uplifting	joy	0.641	ferheffend
sensuality	joy	0.641	sensualiteit
saintly	joy	0.641	hillich
champion	joy	0.641	kampioen
thanksgiving	joy	0.641	tanksizzing
harmoniously	joy	0.641	harmoniously
wedding	joy	0.641	brulloft
achieve	joy	0.641	berikke
divine	joy	0.641	godlik
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	houliksreis
exalt	joy	0.636	ferheven
twinkle	joy	0.636	glimke
comforting	joy	0.636	treastlik
felicity	joy	0.636	lokwinsken
peaceful	joy	0.636	freedsum
climax	joy	0.636	klimaks
winner	joy	0.636	winner
reverie	joy	0.636	revery
yayy	joy	0.636	yayy
cuddle	joy	0.636	knuffel
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stargazing
festival	joy	0.625	festival
sweet	joy	0.625	swiet
generosity	joy	0.625	grutmoedigens
brighter	joy	0.625	helderder
praisegod	joy	0.625	lof god
gorgeous	joy	0.625	prachtich
hearts	joy	0.625	hearts
amusing	joy	0.625	amusant
fondness	joy	0.625	fondness
snuggling	joy	0.625	snuggling
reward	joy	0.625	lean
sex	joy	0.622	seks
kind	joy	0.621	soart
genial	joy	0.621	geniaal
parade	joy	0.621	parade
applause	joy	0.621	applaus
beauty	joy	0.621	skientme
fulfilling	joy	0.618	ferfolling
aspiring	joy	0.618	aspirant
newlife	joy	0.618	nij libben
godbless	joy	0.616	God seinigt
virtuous	joy	0.613	deugdsum
kiss	joy	0.610	tút
christmas	joy	0.609	Kryst
rainbows	joy	0.609	reinbôgen
elegance	joy	0.609	elegânsje
generous	joy	0.609	royaal
super	joy	0.609	super
playful	joy	0.609	boartlik
enlightenment	joy	0.609	ferljochting
praiseworthy	joy	0.609	priizge
awards	joy	0.609	prizen
adorable	joy	0.609	adorable
rekindle	joy	0.609	opnij oanstekke
winnings	joy	0.609	winst
independence	joy	0.607	selsstannigens
amour	joy	0.607	amour
kindness	joy	0.606	freonlikens
surprises	joy	0.606	ferrassingen
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilariteit
wonder	joy	0.606	wûnder
freely	joy	0.606	frij
successful	joy	0.606	suksesfol
inspired	joy	0.606	ynspirearre
onelove	joy	0.606	ien leafde
whimsical	joy	0.603	grillige
entertainment	joy	0.603	entertainment
passion	joy	0.603	passy
stressfree	joy	0.601	frij fan stress
beautify	joy	0.601	ferfetsje
sunrise	joy	0.600	sinne opgong
godisgood	joy	0.597	God is goëd
goodmusic	joy	0.594	goeie muzyk
revere	joy	0.594	fereare
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfare
inspire	joy	0.594	ynspirearje
angel	joy	0.594	ingel
thankgod	joy	0.594	thankgod
goodies	joy	0.594	goodies
jesus	joy	0.594	jesus
accomplishment	joy	0.594	prestaasje
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	freedsum
flirt	joy	0.594	flirt
friendship	joy	0.591	freonskip
singing	joy	0.591	sjonge
heroic	joy	0.591	heroysk
exalted	joy	0.591	ferheven
fortune	joy	0.591	fortún
highest	joy	0.591	heechste
summer	joy	0.591	simmer
contented	joy	0.588	tefreden
rollicking	joy	0.588	rollicking
overflowing	joy	0.588	oerrinnend
woot	joy	0.588	woot
accolade	joy	0.586	lof
hope	joy	0.586	hope
cozy	joy	0.583	gesellich
delicious	joy	0.579	hearlik
raving	joy	0.578	raving
thelife	joy	0.578	it libben
darling	joy	0.578	leave
sensuous	joy	0.578	sensueel
picturesque	joy	0.578	skildereftich
friendly	joy	0.578	freonlik
everlasting	joy	0.578	ivich
praise	joy	0.578	priizgje
ambition	joy	0.578	ambysje
sparkle	joy	0.577	sparkle
sensual	joy	0.576	sensueel
peace	joy	0.576	frede
flattering	joy	0.576	flattering
grace	joy	0.576	graasje
luckygirl	joy	0.576	geloksfûgel
heroism	joy	0.576	heroïsme
succeeding	joy	0.576	slagje
yeahhh	joy	0.576	johh
special	joy	0.574	spesjaal
livelife	joy	0.574	libje libben
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	pompt
yey	joy	0.562	jo
surprise	joy	0.562	ferrassing
sunny	joy	0.562	sinnich
prevail	joy	0.562	oerhearskje
revels	joy	0.562	revels
humorous	joy	0.562	humoristysk
sweets	joy	0.562	sweets
liking	joy	0.562	leuk
admirable	joy	0.562	bewûnderlik
superstar	joy	0.562	superstar
relax	joy	0.562	relax
prosper	joy	0.562	bloeie
hero	joy	0.562	held
hugs	joy	0.562	knuffels
worthwhile	joy	0.562	de muoite wurdich
newyear	joy	0.561	nijjier
tenderness	joy	0.561	sêftens
bless	joy	0.561	seinigje
favorable	joy	0.561	geunstich
freedom	joy	0.561	frijheid
masterpiece	joy	0.561	masterstik
dreams	joy	0.559	dreamen
hopeful	joy	0.559	hoopfol
home	joy	0.559	thús
cruising	joy	0.556	cruising
gracias	joy	0.554	gracias
faithfulness	joy	0.553	trou
eagerness	joy	0.552	iver
closeness	joy	0.552	tichtens
sunshine	joy	0.551	sinneskyn
comfy	joy	0.551	noflik
vacation	joy	0.547	fakânsje
celestial	joy	0.547	himelske
good	joy	0.547	goed
elite	joy	0.547	elite
illuminate	joy	0.547	ferljochtsje
confidence	joy	0.547	betrouwen
mistletoe	joy	0.547	mistel
daughter	joy	0.547	dochter
lifted	joy	0.547	ferhege
goodmorning	joy	0.547	goedei
zeal	joy	0.547	iver
gifts	joy	0.547	gifts
gift	joy	0.547	jefte
astonishment	joy	0.547	fernuvering
heart	joy	0.547	hert
completion	joy	0.547	foltôging
bonus	joy	0.547	bonus
charmed	joy	0.546	sjarmearre
dance	joy	0.545	dûnsje
sublime	joy	0.545	sublym
recreation	joy	0.545	rekreaasje
encouragement	joy	0.545	oanmoediging
god	joy	0.545	god
gush	joy	0.545	gush
freshstart	joy	0.544	nij begjin
free	joy	0.544	frij
savior	joy	0.543	ferlosser
sanctuary	joy	0.541	hillichdom
grandchildren	joy	0.540	bernsbern
wellness	joy	0.537	wellness
revel	joy	0.534	revel
music	joy	0.531	muzyk
fab	joy	0.531	fab
bridal	joy	0.531	brulloft
soar	joy	0.531	soar
alive	joy	0.531	libben
money	joy	0.531	jild
soothing	joy	0.531	beruhigend
serene	joy	0.531	serene
holiness	joy	0.531	hilligens
inspirational	joy	0.531	ynspirearjend
matrimony	joy	0.531	houlik
dayoff	joy	0.531	frije dei
savor	joy	0.531	smakke
vitality	joy	0.531	vitaliteit
confident	joy	0.531	wis
firstborn	joy	0.531	earstberne
rainbow	joy	0.531	reinbôge
liberation	joy	0.531	befrijing
elegant	joy	0.530	elegant
mastery	joy	0.530	masterskip
glimmer	joy	0.530	glimmer
illumination	joy	0.530	ferljochting
blossom	joy	0.530	bloeie
warmth	joy	0.530	waarmte
welcomed	joy	0.530	wolkom
treat	joy	0.529	behannelje
faithful	joy	0.529	trou
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laurels
commendable	joy	0.519	lofberens
succeed	joy	0.516	slagje
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	gjin skoalle
brotherly	joy	0.516	broederlik
silly	joy	0.516	silly
abundant	joy	0.516	oerfloedich
fancy	joy	0.516	fancy
resplendent	joy	0.516	briljant
strengthening	joy	0.516	fersterkjen
presents	joy	0.516	kadootsjes
pride	joy	0.516	grutskens
almighty	joy	0.516	almachtich
powerful	joy	0.516	krêftich
aspire	joy	0.516	aspire
remarkable	joy	0.516	opmerklik
greeted	joy	0.516	groete
thanking	joy	0.515	tankje
cutie	joy	0.515	cutie
kudos	joy	0.515	kudos
therapeutic	joy	0.515	terapeutyske
