English Word	Emotion	Emotion-Intensity-Score	Turkmen Word
cataract	fear	0.250	katarakt
stealthy	fear	0.250	gizlin
swampy	fear	0.250	batgalyk
sunk	fear	0.250	batdy
run	fear	0.250	ylga
scapegoat	fear	0.250	aldaw
jobinterview	fear	0.250	iş söhbetdeşligi
repent	fear	0.250	toba et
breakingnews	fear	0.250	sonky habarlar
obliging	fear	0.250	borçly
rascal	fear	0.250	gödek
impatiently	fear	0.250	sabyrsyzlyk bilen
react	fear	0.250	reaksiýa beriň
doubt	fear	0.250	şübhe
guard	fear	0.250	garawul
forewarned	fear	0.250	öňünden duýduryş berildi
foul	fear	0.250	erbet
indifference	fear	0.250	biperwaýlyk
hag	fear	0.250	Hag
picket	fear	0.250	piket
delusional	fear	0.250	aldaw
standstill	fear	0.250	durmak
rating	fear	0.250	reýting
spinster	fear	0.250	egirme
unfamiliar	fear	0.250	nätanyş
indecisive	fear	0.250	karar bermezlik
grounded	fear	0.242	toprakly
badhabit	fear	0.242	erbet endik
highest	fear	0.236	iň ýokary
aaaah	fear	0.234	aaaah
shrink	fear	0.234	kiçeltmek
insomniac	fear	0.234	ukusyzlyk
chicken	fear	0.234	towuk
bee	fear	0.234	ary
inequality	fear	0.234	deňsizlik
verge	fear	0.234	gyrada
shelters	fear	0.234	gaçybatalga
buzz	fear	0.234	buzz
buck	fear	0.234	bag
discontent	fear	0.234	nägilelik
difficulty	fear	0.234	kynçylyk
finalized	fear	0.234	gutardy
overdrive	fear	0.234	aşa sürmek
pinion	fear	0.234	çeňňek
scaffold	fear	0.234	skaf
dependence	fear	0.234	baglylyk
rekindle	fear	0.234	täzeden başla
instinctive	fear	0.234	instinkt
thatmoment	fear	0.234	Bu
sleepless	fear	0.234	ukusyz
intercede	fear	0.234	şepagat et
psychiatrist	fear	0.234	psihiatr
rushing	fear	0.233	howlukmaç
overslept	fear	0.226	artykmaç
default	fear	0.226	gaýybana
confessional	fear	0.225	boýun alma
impatient	fear	0.224	sabyrsyzlyk
tactics	fear	0.219	taktikasy
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	tolgunmak
immigrant	fear	0.219	immigrant
veer	fear	0.219	veer
sweat	fear	0.219	der
cane	fear	0.219	hasa
revelations	fear	0.219	Ylhamlar
whatif	fear	0.219	whatif
waver	fear	0.219	tolkun
jungle	fear	0.219	jeňňel
fingerscrossed	fear	0.219	barmaklar
stingy	fear	0.219	keýpsiz
bait	fear	0.219	çeňňek
unequal	fear	0.219	deň däl
lastminute	fear	0.219	iň soňky minut
heft	fear	0.219	heft
overtired	fear	0.218	aşdy
prognosis	fear	0.217	çaklama
alertness	fear	0.216	hüşgärlik
hyped	fear	0.214	giped
wishmeluck	fear	0.212	maňa üstünlik arzuw et
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	synanyşyk
clowns	fear	0.207	masgarabazlar
fluctuation	fear	0.204	üýtgeme
examination	fear	0.204	synag
restless	fear	0.204	rahatsyz
uphill	fear	0.203	ýokaryk
quail	fear	0.203	beden
phew	fear	0.203	phew
mighty	fear	0.203	güýçli
cross	fear	0.203	haç
hurry	fear	0.203	howlukma
recesses	fear	0.203	dynç alyş
intimacy	fear	0.203	ýakynlyk
overcome	fear	0.203	ýeňiň
birth	fear	0.203	dogulmagy
acceptances	fear	0.203	kabul etmek
help	fear	0.203	Kömek ediň
fearless	fear	0.200	gorkman
change	fear	0.198	üýtgetmek
ware	fear	0.198	gap-gaç
withstand	fear	0.197	garşy dur
asap	fear	0.191	asap
heighten	fear	0.188	beýgeltmek
watch	fear	0.188	sagat
tract	fear	0.188	bukjasy
advance	fear	0.188	öňe gitmek
overcoming	fear	0.188	ýeňmek
attorney	fear	0.188	aklawçysy
deadlines	fear	0.188	möhletleri
bug	fear	0.188	bug
knots	fear	0.188	düwünler
owing	fear	0.188	bergisi
waitinggame	fear	0.188	garaşýan ýeri
unorganised	fear	0.188	tertipsiz
gnome	fear	0.188	gnome
fragile	fear	0.188	näzik
cautiously	fear	0.188	seresaplylyk bilen
stillness	fear	0.188	ümsümlik
intrigue	fear	0.188	dildüwşük
rule	fear	0.188	düzgün
elf	fear	0.185	elf
stillwaiting	fear	0.184	henizem garaşýar
lonely	fear	0.183	ýalňyzlyk
slippery	fear	0.181	süýşmek
interview	fear	0.180	söhbetdeşlik
everyman	fear	0.178	her kim
speculation	fear	0.176	çaklamalar
needtoknow	fear	0.173	Ynha
worship	fear	0.172	ybadat
unsure	fear	0.172	ynamsyz
surprise	fear	0.172	geň galdyryjy
settlor	fear	0.172	göçüriji
competition	fear	0.172	bäsdeşlik
readytogo	fear	0.172	gitmäge taýýar
checkpoint	fear	0.172	barlag nokady
composure	fear	0.172	rahatlyk
interviewer	fear	0.172	söhbetdeş
chaff	fear	0.172	saman
regulatory	fear	0.172	kadalaşdyryjy
birch	fear	0.172	gaýa
shell	fear	0.172	gabyk
assessment	fear	0.172	baha bermek
uncertain	fear	0.172	näbellidir
rod	fear	0.172	hasa
humanrights	fear	0.172	ynsan hukuklary
less	fear	0.167	az
coy	fear	0.162	köý
iris	fear	0.160	iris
intimately	fear	0.156	ýakyn
hearing	fear	0.156	diňlemek
legalized	fear	0.156	kanunlaşdyryldy
needit	fear	0.156	mätäçlik
audition	fear	0.156	auditoriýa
retirement	fear	0.156	pensiýa
countdown	fear	0.156	sanamak
sly	fear	0.156	mekir
bases	fear	0.156	esaslar
ceasefire	fear	0.156	ýaraşyk
medication	fear	0.156	derman
courageous	fear	0.154	batyr
overthinker	fear	0.153	çakdanaşa pikirlenmek
backtrack	fear	0.151	Yzyna
dawned	fear	0.150	daň atdy
censor	fear	0.149	senzura
bailiff	fear	0.147	kazy
syllabus	fear	0.147	okuw meýilnamasy
delay	fear	0.141	gijikdirmek
newcomer	fear	0.141	täze gelen
imagination	fear	0.141	hyýal
waiting	fear	0.141	garaşýaryn
gent	fear	0.141	mylaýym
validity	fear	0.141	ygtybarlylygy
cove	fear	0.141	gowak
rationality	fear	0.141	rasionalizm
caricature	fear	0.141	karikatura
eventuality	fear	0.141	Netijede
alreadyyyyy	fear	0.140	eýýäm
shy	fear	0.140	utanjaň
symptom	fear	0.133	alamaty
excite	fear	0.132	tolgunmak
raccoon	fear	0.127	ýangyç
clown	fear	0.125	masgarabaz
tryout	fear	0.125	synanyşyk
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	ýüzmek
campaigning	fear	0.125	kampaniýa
hawk	fear	0.125	gyrgy
prevent	fear	0.125	öňüni al
gameday	fear	0.125	gameday
ahhh	fear	0.125	ahhh
marry	fear	0.125	öýlenmek
sprite	fear	0.125	sprite
soready	fear	0.125	agyry
sag	fear	0.123	sag
pharmacy	fear	0.123	dermanhana
policeman	fear	0.121	polisiýa işgäri
dreamt	fear	0.111	düýş gördi
lace	fear	0.111	krujka
homework	fear	0.109	öý işi
destination	fear	0.109	barmaly ýeri
incase	fear	0.109	birdan
pray	fear	0.109	doga et
knot	fear	0.109	düwün
confidence	fear	0.109	ynam
bigday	fear	0.109	bigday
holiness	fear	0.109	mukaddeslik
notoriety	fear	0.109	meşhurlyk
weight	fear	0.109	agramy
slender	fear	0.100	ýuka
undecided	fear	0.098	karar berilmedik
sympathetic	fear	0.097	duýgudaş
poise	fear	0.094	rahat
case	fear	0.094	ýagdaý
treat	fear	0.094	bejermek
locate	fear	0.094	tapmak
loyal	fear	0.094	wepaly
grades	fear	0.094	bahalar
god	fear	0.094	hudaý
helmet	fear	0.094	kaska
confident	fear	0.094	ynamly
counsellor	fear	0.094	geňeşçisi
northeast	fear	0.088	demirgazyk-gündogar
graduation	fear	0.078	gutardyş
compassion	fear	0.078	rehimdarlyk
nurture	fear	0.078	terbiýelemek
graded	fear	0.075	derejelendirilen
mum	fear	0.070	eje
infant	fear	0.067	bäbek
journey	fear	0.062	syýahat
parade	fear	0.062	parad
gradschool	fear	0.062	synp mekdebi
civilian	fear	0.062	raýat
cloudiness	fear	0.062	bulutlylyk
cash	fear	0.062	nagt
civilians	fear	0.062	parahat ilat
guidelines	fear	0.062	görkezmeleri
soulmate	fear	0.062	ýoldaş
youth	fear	0.062	ýaşlyk
opera	fear	0.057	operasy
synonymous	fear	0.056	manydaş
honest	fear	0.047	dogruçyl
praying	fear	0.047	doga edýär
intelligence	fear	0.038	akyl
volunteer	fear	0.031	meýletinçi
romance	fear	0.031	romantika
lines	fear	0.031	setirler
obey	fear	0.016	boýun bol
happiest	joy	0.986	iň bagtly
happiness	joy	0.984	bagt
bliss	joy	0.971	bagt
celebrating	joy	0.970	bellemek
jubilant	joy	0.969	şatlyk
ecstatic	joy	0.954	begençli
elation	joy	0.944	begenç
beaming	joy	0.938	şöhle
bestdayever	joy	0.938	iň gowy gün
loveee	joy	0.932	söýgüli
celebration	joy	0.929	baýramçylyk
awesomeness	joy	0.926	ajaýyplyk
joy	joy	0.924	şatlyk
joyous	joy	0.922	şatlyk
fabulous	joy	0.922	ajaýyp
happily	joy	0.922	bagtly
excitement	joy	0.922	tolgunmak
exuberance	joy	0.922	artykmaçlyk
makesmehappy	joy	0.922	bagtly
euphoria	joy	0.922	şadyýanlyk
lovee	joy	0.920	söýgüli
gratitude	joy	0.914	minnetdarlyk
happydance	joy	0.912	bagtly
merriment	joy	0.912	şatlyk
spectacular	joy	0.912	ajaýyp
overjoyed	joy	0.909	begendim
purebliss	joy	0.909	purebliss
triumphant	joy	0.907	ýeňiş gazandy
ecstasy	joy	0.906	begenç
lovelovelove	joy	0.906	aşyk
cheerful	joy	0.906	şadyýan
cheer	joy	0.897	begen!
elated	joy	0.894	begendim
peaceofmind	joy	0.891	ruhy rahatlyk
jolly	joy	0.891	gülkünç
delighted	joy	0.891	begendim
lovethis	joy	0.891	söýgi
excitation	joy	0.891	tolgunma
exhilaration	joy	0.891	tolgunmak
pleasures	joy	0.891	lezzetler
laugh	joy	0.891	gül
marvelously	joy	0.881	ajaýyp
loving	joy	0.879	söýýän
joyful	joy	0.879	şat
blissful	joy	0.879	bagtly
outstanding	joy	0.879	görnükli
pleasurable	joy	0.877	ýakymly
lovinglife	joy	0.875	söýgi durmuşy
enthusiastic	joy	0.875	joşgunly
glee	joy	0.875	eliňi al
iloveher	joy	0.875	men ony söýýän
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	artykmaç
happyplace	joy	0.875	bagt
sohappy	joy	0.868	şeýle bir şat
superb	joy	0.864	ajaýyp
woohoo	joy	0.864	woohoo
laughing	joy	0.864	gülýär
wonderful	joy	0.863	ajaýyp
hooray	joy	0.859	hooray
loved	joy	0.859	gowy görýärdi
tearsofjoy	joy	0.859	gözýaş
hallelujah	joy	0.859	halelua
magnificent	joy	0.859	ajaýyp
glory	joy	0.859	şöhrat
ilovechristmas	joy	0.859	iloveristmas
brilliant	joy	0.859	ajaýyp
celebrated	joy	0.859	bellendi
cheering	joy	0.859	begenýär
yayyyy	joy	0.859	yayyyyy
heavenly	joy	0.853	jennet
exciting	joy	0.853	tolgundyryjy
thrilled	joy	0.851	tolgundy
mademyday	joy	0.848	Mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	bellemek
wonderfully	joy	0.844	ajaýyp
blessing	joy	0.844	bereket
favoriteholiday	joy	0.844	iň gowy görýän
paradise	joy	0.833	jennet
marvellous	joy	0.833	ajaýyp
festive	joy	0.833	baýramçylyk
sweetness	joy	0.833	süýji
blessed	joy	0.833	mübärek
celebrations	joy	0.833	dabaralar
compliment	joy	0.831	öwgi
smiling	joy	0.828	ýylgyrdy
allsmiles	joy	0.828	allsmiles
love	joy	0.828	söýgi
enchanting	joy	0.828	jadylaýjy
homesweethome	joy	0.826	öýli
thankyougod	joy	0.824	sag bol
marvelous	joy	0.824	ajaýyp
laughter	joy	0.824	gülki
goodmood	joy	0.819	ýagşy
goodness	joy	0.818	ýagşylyk
excellence	joy	0.818	kämillik
sensational	joy	0.818	sensasion
joys	joy	0.818	şatlyk
delightful	joy	0.818	hezil
excited	joy	0.818	tolgunýar
rejoicing	joy	0.818	begenýär
happyheart	joy	0.818	bagtly
celebratory	joy	0.818	dabaraly
greatful	joy	0.816	ajaýyp
jovial	joy	0.814	jovial
rejoice	joy	0.812	begen
splendid	joy	0.812	ajaýyp
enjoy	joy	0.812	lezzet al
smiley	joy	0.812	ýylgyryş
glorious	joy	0.812	şöhratly
victorious	joy	0.812	ýeňiji
lovemaking	joy	0.812	söýgi
bonanza	joy	0.812	bonanza
greatday	joy	0.812	ajaýyp gün
excellent	joy	0.812	gaty gowy
goodtimes	joy	0.811	gowy wagtlar
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	bagtly gün
myfavorite	joy	0.804	söýgüli
thankyoulord	joy	0.803	sag bol
gladness	joy	0.803	şatlyk
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	hawa
pleasure	joy	0.803	lezzet
giggle	joy	0.802	gülmek
happier	joy	0.797	has bagtly
lovemylife	joy	0.797	söýgi
magnificence	joy	0.797	ajaýyplyk
happytweet	joy	0.797	bagtly
lovinlife	joy	0.797	söýgi
yesss	joy	0.797	yesss
dancing	joy	0.797	tans edýär
success	joy	0.797	üstünlik
grateful	joy	0.789	minnetdar
amuse	joy	0.788	gülkünç
splendor	joy	0.788	ajaýyplyk
happy	joy	0.788	bagtly
fun	joy	0.788	gyzykly
giggling	joy	0.781	gygyrýar
glad	joy	0.781	begenýärin
glorify	joy	0.781	şöhratlandyr
radiant	joy	0.781	şöhle saçýar
beautiful	joy	0.781	owadan
solucky	joy	0.781	bagtly
sothankful	joy	0.781	sothankful
enchanted	joy	0.781	jadyly
romance	joy	0.779	romantika
perfection	joy	0.779	kämillik
christmassy	joy	0.779	natal-ya
heavens	joy	0.779	Gökler
thrilling	joy	0.776	tolgundyryjy
lovable	joy	0.773	söýgüli
congrats	joy	0.773	gutlaýarys
fiesta	joy	0.773	fiesta
entertain	joy	0.773	güýmenmek
happyvalentinesday	joy	0.773	bagtly gün
miraculous	joy	0.773	gudrat
cheers	joy	0.773	begenýär
cheered	joy	0.773	begendiler
positivity	joy	0.773	oňynlygy
funday	joy	0.772	fond
enjoying	joy	0.771	lezzet almak
lifeisgood	joy	0.766	Durmuş gowy
amused	joy	0.766	gülkünç
goodfeeling	joy	0.766	gowy duýgy
christmasspirit	joy	0.766	natal-ya
cuddling	joy	0.766	gujaklamak
smiles	joy	0.766	ýylgyrýar
sosweet	joy	0.766	Sosweet
thebest	joy	0.766	thebest
party	joy	0.765	partiýa
delight	joy	0.765	lezzet
orgasm	joy	0.765	orgazm
positive	joy	0.761	oňyn
sweetheart	joy	0.758	söýgülim
enlighten	joy	0.758	ýagtylandyr
cheerfulness	joy	0.758	şadyýanlyk
miracles	joy	0.758	gudratlar
giddy	joy	0.757	giddy
christmastime	joy	0.757	natal-ya
gratify	joy	0.750	kanagatlandyr
greatness	joy	0.750	beýiklik
friendliness	joy	0.750	dostluk
blessings	joy	0.750	bereket
laughs	joy	0.750	gülýär
tistheseason	joy	0.750	Tistheseason
smile	joy	0.750	ýylgyr
pleasing	joy	0.750	ýakymly
romantic	joy	0.750	romantik
happyholidays	joy	0.750	Baýramlar mübärek bolsun
frolic	joy	0.748	frolik
jubilee	joy	0.742	ýubileý
miracle	joy	0.742	gudrat
enthusiasm	joy	0.742	joşgun
selflove	joy	0.742	öz-özüňi söýmek
triumph	joy	0.742	ýeňiş
magical	joy	0.742	jadyly
rewarding	joy	0.742	peýdaly
goodvibes	joy	0.742	hoşlaşyk
positiveenergy	joy	0.742	pozitiw energiýa
feelgood	joy	0.736	gowy duý
prosperity	joy	0.735	abadançylyk
behappy	joy	0.734	özüni alyp barmak
admiration	joy	0.734	haýran galmak
passionate	joy	0.734	hyjuwly
goodday	joy	0.734	ýagşy günler
luxurious	joy	0.734	kaşaň
tgif	joy	0.734	tgif
victory	joy	0.734	ýeňiş
feelinggood	joy	0.734	gowy duýmak
enchant	joy	0.734	jadygöý
greatnight	joy	0.734	gijäňiz rahat bolsun!
vivacious	joy	0.734	janly
glorification	joy	0.733	şöhratlandyrmak
sing	joy	0.729	aýdym aýdyň
glowing	joy	0.729	ýalpyldawuk
yessss	joy	0.728	yessss
fulfillment	joy	0.728	ýerine ýetirilmegi
breathtaking	joy	0.728	täsir galdyryjy
thankful	joy	0.727	minnetdar
cheery	joy	0.727	begenç
santa	joy	0.727	santa
hurrah	joy	0.727	Hurray
christmasbreak	joy	0.727	natal-ya
win	joy	0.727	ýeňiş
atpeace	joy	0.727	atpeace
award	joy	0.727	baýrak
merry	joy	0.727	şatlykly
inspiration	joy	0.725	Ylham
radiance	joy	0.725	şöhle
pleased	joy	0.725	razy
uplift	joy	0.723	ýokary götermek
optimistic	joy	0.723	optimist
heaven	joy	0.721	jennet
lucky	joy	0.721	bagtly
godisgreat	joy	0.721	Godisgreat
holidays	joy	0.721	dynç alyş
thrill	joy	0.721	tolgunmak
congratulatory	joy	0.719	gutlaýan
thriving	joy	0.719	gülläp ösýär
amusement	joy	0.719	güýmenje
perfect	joy	0.719	ajaýyp
lover	joy	0.719	söýgüli
xmas	joy	0.719	xmas
heartfelt	joy	0.719	tüýs ýürekden
utopian	joy	0.719	utopian
lovely	joy	0.719	owadan
harmony	joy	0.719	sazlaşyk
praising	joy	0.719	öwmek
brighten	joy	0.719	ýagtylandyr
luckiest	joy	0.712	iň bagtly
merrychristmas	joy	0.712	Täze ýyl
magic	joy	0.712	jady
achievement	joy	0.712	üstünlik
yay	joy	0.712	yay
holiday	joy	0.712	dynç alyş
treasures	joy	0.712	hazynalar
luxury	joy	0.712	kaşaň
bestfeeling	joy	0.712	iň gowy duýgy
intimate	joy	0.710	ýakyn
soblessed	joy	0.706	aglady
yaaay	joy	0.706	yaaay
rave	joy	0.706	tolkun
chuckle	joy	0.706	gykylyk
proud	joy	0.704	buýsanýar
winning	joy	0.703	ýeňiji
cherish	joy	0.703	gadyr
goodnews	joy	0.703	gowy täzelik
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	optimizm
amazingly	joy	0.703	Geň galdyryjy
lovelife	joy	0.703	durmuşy söý
truelove	joy	0.703	truelove
beautification	joy	0.703	gözellik
satisfying	joy	0.703	kanagatlandyryjy
appreciates	joy	0.703	minnetdar
cuddled	joy	0.703	gysyldy
goodlife	joy	0.703	gowy durmuş
gooood	joy	0.703	gowy
sweetest	joy	0.703	iň süýji
yaay	joy	0.700	yaaý
entertained	joy	0.700	hezil etdi
excite	joy	0.697	tolgunmak
newbeginnings	joy	0.693	newbeginnings
praisejesus	joy	0.691	öwgi
birthday	joy	0.691	doglan güni
greatfriends	joy	0.688	dostlar
adoration	joy	0.688	sejde
godsend	joy	0.688	hudaý
favorite	joy	0.688	halaýan
content	joy	0.688	mazmuny
entertaining	joy	0.688	gyzykly
honored	joy	0.688	hormatlanýar
metime	joy	0.688	metime
exquisite	joy	0.688	nepis
holidayseason	joy	0.688	dynç alyş möwsümi
thankyoujesus	joy	0.688	sag bol
angelic	joy	0.688	perişde
goodhealth	joy	0.682	saglyk
majestic	joy	0.682	ajaýyp
luscious	joy	0.682	luscious
memoriesiwontforget	joy	0.682	ýatdan çykarma
bestfriends	joy	0.682	iň gowy dostlar
precious	joy	0.682	gymmatly
appreciated	joy	0.682	minnetdar
exaltation	joy	0.682	beýgeltmek
smiled	joy	0.682	ýylgyrdy
brightens	joy	0.682	ýagtylandyrýar
tranquility	joy	0.679	rahatlyk
marry	joy	0.676	öýlenmek
embrace	joy	0.676	gujakla
positively	joy	0.676	oňyn
grin	joy	0.672	ýylgyr
hug	joy	0.672	gujakla
hilarious	joy	0.672	gülkünç
dearest	joy	0.672	ezizim
contentment	joy	0.672	kanagat
accomplished	joy	0.672	ýerine ýetirildi
relaxation	joy	0.672	dynç almak
bday	joy	0.672	bday
enliven	joy	0.672	janlandyrmak
weeeee	joy	0.672	weeeee
giggles	joy	0.672	gülýär
fulfilled	joy	0.667	ýerine ýetirildi
bountiful	joy	0.667	bereketli
victor	joy	0.667	ýeňiji
adore	joy	0.667	seorede etmek
boisterous	joy	0.667	joşgunly
fulfill	joy	0.664	ýerine ýetir
cuddles	joy	0.662	gujaklar
prosperous	joy	0.660	abadan
appreciation	joy	0.656	minnetdarlyk
serenity	joy	0.656	rahatlyk
happynewyear	joy	0.656	bagtly
humor	joy	0.656	degişme
satisfy	joy	0.656	kanagatlandyrmak
besties	joy	0.656	besties
encouraged	joy	0.656	höweslendirildi
captivate	joy	0.656	özüne çekiji
christmaseve	joy	0.656	natal-ya
glow	joy	0.656	ýalpyldawuk
romanticism	joy	0.656	romantizm
innerpeace	joy	0.656	içki giňişlik
pleasant	joy	0.656	ýakymly
praises	joy	0.652	öwýär
abundance	joy	0.652	bolçulyk
fortunes	joy	0.652	bagt
engaged	joy	0.652	meşgul
praised	joy	0.652	öwdi
relaxing	joy	0.652	dynç almak
treasure	joy	0.652	hazyna
satisfaction	joy	0.652	kanagatlandyrmak
nothingbetter	joy	0.647	hiç zat
affection	joy	0.647	mähir
relieved	joy	0.647	rahatlandy
complement	joy	0.647	doldurmak
carnival	joy	0.643	karnawal
priceless	joy	0.641	bahasyna ýetip bolmajak zat
uplifting	joy	0.641	beýgeltmek
sensuality	joy	0.641	duýgurlyk
saintly	joy	0.641	keramatly
champion	joy	0.641	çempion
thanksgiving	joy	0.641	minnetdarlyk
harmoniously	joy	0.641	sazlaşykly
wedding	joy	0.641	toý
achieve	joy	0.641	gazanmak
divine	joy	0.641	ylahy
jackpot	joy	0.641	jekpot
honeymoon	joy	0.636	bal aýy
exalt	joy	0.636	beýgeltmek
twinkle	joy	0.636	ýalpyldawuk
comforting	joy	0.636	teselli beriji
felicity	joy	0.636	bagt
peaceful	joy	0.636	parahatçylykly
climax	joy	0.636	iň ýokary derejesi
winner	joy	0.636	ýeňiji
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	gujaklamak
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	ýyldyz ýazgysy
festival	joy	0.625	Festiwal
sweet	joy	0.625	süýji
generosity	joy	0.625	sahylyk
brighter	joy	0.625	has ýagty
praisegod	joy	0.625	öwgi
gorgeous	joy	0.625	ajaýyp
hearts	joy	0.625	ýürekler
amusing	joy	0.625	gülkünç
fondness	joy	0.625	söýgi
snuggling	joy	0.625	garakçylyk
reward	joy	0.625	sylag
sex	joy	0.622	jyns
kind	joy	0.621	görnüşli
genial	joy	0.621	genial
parade	joy	0.621	parad
applause	joy	0.621	el çarpyşmalar
beauty	joy	0.621	gözellik
fulfilling	joy	0.618	ýerine ýetirýär
aspiring	joy	0.618	ymtylýan
newlife	joy	0.618	täze durmuş
godbless	joy	0.616	hudaýsyz
virtuous	joy	0.613	ahlakly
kiss	joy	0.610	öp
christmas	joy	0.609	natal-ya
rainbows	joy	0.609	älemgoşar
elegance	joy	0.609	nepislik
generous	joy	0.609	sahy
super	joy	0.609	super
playful	joy	0.609	oýnawaç
enlightenment	joy	0.609	aň-bilim bermek
praiseworthy	joy	0.609	öwgä mynasyp
awards	joy	0.609	baýraklary
adorable	joy	0.609	bezeg
rekindle	joy	0.609	täzeden başla
winnings	joy	0.609	ýeňişler
independence	joy	0.607	garaşsyzlyk
amour	joy	0.607	amour
kindness	joy	0.606	hoşniýetlilik
surprises	joy	0.606	garaşylmadyk ýagdaýlar
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilarity
wonder	joy	0.606	geň gal
freely	joy	0.606	erkin
successful	joy	0.606	üstünlikli
inspired	joy	0.606	ylham aldy
onelove	joy	0.606	onelove
whimsical	joy	0.603	aljyraňňy
entertainment	joy	0.603	güýmenje
passion	joy	0.603	hyjuw
stressfree	joy	0.601	stress
beautify	joy	0.601	owadanlamak
sunrise	joy	0.600	gün dogmagy
godisgood	joy	0.597	Godisgood
goodmusic	joy	0.594	goodmusic
revere	joy	0.594	hormat
whoo	joy	0.594	kim
fanfare	joy	0.594	janköýerlik
inspire	joy	0.594	ylham ber
angel	joy	0.594	perişde
thankgod	joy	0.594	Hudaýa şükür
goodies	joy	0.594	gowy adamlar
jesus	joy	0.594	Isa
accomplishment	joy	0.594	üstünlik
snuggled	joy	0.594	garakçy
peacefully	joy	0.594	parahatçylykly ýagdaýda
flirt	joy	0.594	flirt
friendship	joy	0.591	dostluk
singing	joy	0.591	aýdym aýtmak
heroic	joy	0.591	gahryman
exalted	joy	0.591	beýgeldildi
fortune	joy	0.591	bagt
highest	joy	0.591	iň ýokary
summer	joy	0.591	tomus
contented	joy	0.588	kanagatlandy
rollicking	joy	0.588	togalanmak
overflowing	joy	0.588	suw joşmagy
woot	joy	0.588	woot
accolade	joy	0.586	öwgi
hope	joy	0.586	umyt
cozy	joy	0.583	amatly
delicious	joy	0.579	tagamly
raving	joy	0.578	gyrkmak
thelife	joy	0.578	durmuş
darling	joy	0.578	ezizim
sensuous	joy	0.578	duýgur
picturesque	joy	0.578	owadan
friendly	joy	0.578	dost
everlasting	joy	0.578	ebedi
praise	joy	0.578	öwgi
ambition	joy	0.578	ambisiýa
sparkle	joy	0.577	ýalpyldawuk
