English Word	Emotion	Emotion-Intensity-Score	Romanian Word
victor	joy	0.667	Victor
adore	joy	0.667	adora
boisterous	joy	0.667	gălăgios
fulfill	joy	0.664	îndeplini
cuddles	joy	0.662	îmbrățișări
prosperous	joy	0.660	prosper
appreciation	joy	0.656	apreciere
serenity	joy	0.656	seninătate
happynewyear	joy	0.656	an Nou Fericit
humor	joy	0.656	umor
satisfy	joy	0.656	satisface
besties	joy	0.656	besties
encouraged	joy	0.656	încurajat
captivate	joy	0.656	captiva
christmaseve	joy	0.656	Ajunul Craciunului
glow	joy	0.656	strălucire
romanticism	joy	0.656	romantism
innerpeace	joy	0.656	pace interioara
pleasant	joy	0.656	placut
praises	joy	0.652	laude
abundance	joy	0.652	abundenţă
fortunes	joy	0.652	averi
engaged	joy	0.652	logodit
praised	joy	0.652	lăudat
relaxing	joy	0.652	relaxant
treasure	joy	0.652	comoară
satisfaction	joy	0.652	satisfacţie
nothingbetter	joy	0.647	nimic mai bun
affection	joy	0.647	afecţiune
relieved	joy	0.647	uşurat
complement	joy	0.647	completa
carnival	joy	0.643	carnaval
priceless	joy	0.641	neprețuit
uplifting	joy	0.641	înălțător
sensuality	joy	0.641	senzualitate
saintly	joy	0.641	sfânt
champion	joy	0.641	campion
thanksgiving	joy	0.641	mulțumire
harmoniously	joy	0.641	armonios
wedding	joy	0.641	nuntă
achieve	joy	0.641	obține
divine	joy	0.641	divin
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	luna de miere
exalt	joy	0.636	înălţa
twinkle	joy	0.636	sclipire
comforting	joy	0.636	reconfortant
felicity	joy	0.636	fericire
peaceful	joy	0.636	pașnic
climax	joy	0.636	punct culminant
winner	joy	0.636	câştigător
reverie	joy	0.636	reverie
yayy	joy	0.636	daaa
cuddle	joy	0.636	îmbrățișa
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	a se uita la stele
festival	joy	0.625	festival
sweet	joy	0.625	dulce
generosity	joy	0.625	generozitate
brighter	joy	0.625	mai luminos
praisegod	joy	0.625	slavă Domnului
gorgeous	joy	0.625	superba
hearts	joy	0.625	inimile
amusing	joy	0.625	amuzant
fondness	joy	0.625	dragoste
snuggling	joy	0.625	ghemuindu-se
reward	joy	0.625	Răsplată
sex	joy	0.622	sex
kind	joy	0.621	drăguț
genial	joy	0.621	genial
parade	joy	0.621	paradă
applause	joy	0.621	aplauze
beauty	joy	0.621	frumuseţe
fulfilling	joy	0.618	împlinitoare
aspiring	joy	0.618	aspirant
newlife	joy	0.618	viață nouă
godbless	joy	0.616	Dumnezeu să ajute
virtuous	joy	0.613	virtuos
kiss	joy	0.610	sărut
christmas	joy	0.609	Crăciun
rainbows	joy	0.609	curcubee
elegance	joy	0.609	eleganţă
generous	joy	0.609	generos
super	joy	0.609	super
playful	joy	0.609	jucăuş
enlightenment	joy	0.609	iluminare
praiseworthy	joy	0.609	laudabil
awards	joy	0.609	premii
adorable	joy	0.609	adorabil
rekindle	joy	0.609	reaprinde
winnings	joy	0.609	câștiguri
independence	joy	0.607	independenţă
amour	joy	0.607	amour
kindness	joy	0.606	bunătate
surprises	joy	0.606	surprize
heheh	joy	0.606	heheh
hilarity	joy	0.606	ilaritate
wonder	joy	0.606	mirare
freely	joy	0.606	liber
successful	joy	0.606	de succes
inspired	joy	0.606	inspirat
onelove	joy	0.606	iubire pentru toţi
whimsical	joy	0.603	capricios
entertainment	joy	0.603	divertisment
passion	joy	0.603	pasiune
stressfree	joy	0.601	fără stres
beautify	joy	0.601	înfrumuseţa
sunrise	joy	0.600	răsărit
godisgood	joy	0.597	Dumnezeu e bun
goodmusic	joy	0.594	muzica buna
revere	joy	0.594	venerare
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfară
inspire	joy	0.594	a inspira
angel	joy	0.594	înger
thankgod	joy	0.594	slava Domnului
goodies	joy	0.594	bunătăți
jesus	joy	0.594	Iisus
accomplishment	joy	0.594	realizare
snuggled	joy	0.594	ghemuit
peacefully	joy	0.594	paşnic
flirt	joy	0.594	flirt
friendship	joy	0.591	prietenie
singing	joy	0.591	cântând
heroic	joy	0.591	eroic
exalted	joy	0.591	exaltat
fortune	joy	0.591	avere
highest	joy	0.591	cel mai inalt
summer	joy	0.591	vară
contented	joy	0.588	multumit
rollicking	joy	0.588	tăvăluind
overflowing	joy	0.588	debordant
woot	joy	0.588	woot
accolade	joy	0.586	acoladă
hope	joy	0.586	speranţă
cozy	joy	0.583	confortabil
delicious	joy	0.579	delicios
raving	joy	0.578	delirios
thelife	joy	0.578	viata
darling	joy	0.578	dragă
sensuous	joy	0.578	senzual
picturesque	joy	0.578	pitoresc
friendly	joy	0.578	prietenos
everlasting	joy	0.578	veşnic
praise	joy	0.578	laudă
ambition	joy	0.578	ambiţie
sparkle	joy	0.577	scânteie
sensual	joy	0.576	senzual
peace	joy	0.576	pace
flattering	joy	0.576	măgulitor
grace	joy	0.576	graţie
luckygirl	joy	0.576	fată norocoasă
heroism	joy	0.576	eroism
succeeding	joy	0.576	reușind
yeahhh	joy	0.576	da
special	joy	0.574	special
livelife	joy	0.574	trăiește viața
tantalizing	joy	0.572	tantalic
pumped	joy	0.567	pompat
yey	joy	0.562	da
surprise	joy	0.562	surprinde
sunny	joy	0.562	însorită
prevail	joy	0.562	prevala
revels	joy	0.562	se delectează
humorous	joy	0.562	plin de umor
sweets	joy	0.562	dulciuri
liking	joy	0.562	plăcere
admirable	joy	0.562	admirabil
superstar	joy	0.562	superstar
relax	joy	0.562	Relaxați-vă
prosper	joy	0.562	prospera
hero	joy	0.562	erou
hugs	joy	0.562	îmbrățișări
worthwhile	joy	0.562	merită
newyear	joy	0.561	an Nou
tenderness	joy	0.561	sensibilitate
bless	joy	0.561	binecuvânta
favorable	joy	0.561	favorabil
freedom	joy	0.561	libertate
masterpiece	joy	0.561	capodoperă
dreams	joy	0.559	vise
hopeful	joy	0.559	plin de speranță
home	joy	0.559	Acasă
cruising	joy	0.556	de croazieră
gracias	joy	0.554	multumesc
faithfulness	joy	0.553	fidelitate
eagerness	joy	0.552	nerăbdare
closeness	joy	0.552	apropiere
sunshine	joy	0.551	raza de soare
comfy	joy	0.551	confortabil
vacation	joy	0.547	concediu de odihna
celestial	joy	0.547	ceresc
good	joy	0.547	bun
elite	joy	0.547	elită
illuminate	joy	0.547	ilumina
confidence	joy	0.547	încredere
mistletoe	joy	0.547	vasc
daughter	joy	0.547	fiica
lifted	joy	0.547	ridicat
goodmorning	joy	0.547	Buna dimineata
zeal	joy	0.547	zel
gifts	joy	0.547	cadouri
gift	joy	0.547	cadou
astonishment	joy	0.547	uimire
heart	joy	0.547	inima
completion	joy	0.547	completare
bonus	joy	0.547	primă
charmed	joy	0.546	Fermecat
dance	joy	0.545	dans
sublime	joy	0.545	sublim
recreation	joy	0.545	recreere
encouragement	joy	0.545	încurajare
god	joy	0.545	dumnezeu
gush	joy	0.545	şuvoi
freshstart	joy	0.544	început proaspăt
free	joy	0.544	gratuit
savior	joy	0.543	salvator
sanctuary	joy	0.541	sanctuar
grandchildren	joy	0.540	nepoţii
wellness	joy	0.537	bunastare
revel	joy	0.534	se delectează
music	joy	0.531	muzică
fab	joy	0.531	fabulos
bridal	joy	0.531	de mireasă
soar	joy	0.531	avânta
alive	joy	0.531	în viaţă
money	joy	0.531	bani
soothing	joy	0.531	liniştitor
serene	joy	0.531	senin
holiness	joy	0.531	sfinţenie
inspirational	joy	0.531	inspirational
matrimony	joy	0.531	căsătorie
dayoff	joy	0.531	zi libera
savor	joy	0.531	savura
vitality	joy	0.531	vitalitate
confident	joy	0.531	încrezător
firstborn	joy	0.531	primul născut
rainbow	joy	0.531	curcubeu
liberation	joy	0.531	eliberare
elegant	joy	0.530	elegant
mastery	joy	0.530	măiestrie
glimmer	joy	0.530	licărire
illumination	joy	0.530	iluminare
blossom	joy	0.530	a inflori
warmth	joy	0.530	căldură
welcomed	joy	0.530	binevenit
treat	joy	0.529	trata
faithful	joy	0.529	credincios
snuggles	joy	0.522	se ghemuieste
laurels	joy	0.521	lauri
commendable	joy	0.519	lăudabil
succeed	joy	0.516	a reusi
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	fara scoala
brotherly	joy	0.516	frăţesc
silly	joy	0.516	prostesc
abundant	joy	0.516	abundent
fancy	joy	0.516	extravagant
resplendent	joy	0.516	splendid
strengthening	joy	0.516	întărirea
presents	joy	0.516	cadouri
pride	joy	0.516	mândrie
almighty	joy	0.516	atotputernic
powerful	joy	0.516	puternic
aspire	joy	0.516	aspira
remarkable	joy	0.516	remarcabil
greeted	joy	0.516	salutat
thanking	joy	0.515	multumind
cutie	joy	0.515	drăguță
kudos	joy	0.515	Apreciere
therapeutic	joy	0.515	terapeutic
zen	joy	0.515	zen
coronation	joy	0.515	încoronare
complete	joy	0.515	complet
shining	joy	0.515	strălucitor
spirit	joy	0.515	spirit
princely	joy	0.515	princiar
vivid	joy	0.515	vii
comfort	joy	0.515	confort
leisure	joy	0.515	agrement
reunited	joy	0.515	reunite
kid	joy	0.515	copil
newme	joy	0.515	noul eu
payday	joy	0.515	zi de plată
animated	joy	0.515	animat
familytime	joy	0.515	timp pentru familie
relationship	joy	0.514	relaţie
godly	joy	0.514	evlavios
marriage	joy	0.514	căsătorie
daymade	joy	0.514	făcut de zi
spouse	joy	0.507	soție
intimately	joy	0.507	intim
respect	joy	0.500	respect
bloom	joy	0.500	a inflori
purr	joy	0.500	tors
carefree	joy	0.500	fără griji
nature	joy	0.500	natură
encourage	joy	0.500	a incuraja
soulful	joy	0.500	sentimental
refreshed	joy	0.500	odihnit
family	joy	0.500	familie
gem	joy	0.500	bijuterie
meritorious	joy	0.500	meritorie
achieved	joy	0.500	realizat
motherhood	joy	0.500	maternitate
holyspirit	joy	0.500	Spirit Sfant
surreal	joy	0.500	ireal
charitable	joy	0.500	caritabil
teamjesus	joy	0.500	echipa Iisus
stressrelief	joy	0.500	eliberare de stres
erotic	joy	0.500	erotic
inviting	joy	0.500	îmbietor
baby	joy	0.500	bebelus
dignity	joy	0.500	demnitate
satisfied	joy	0.500	multumit
visionary	joy	0.500	vizionar
memorable	joy	0.500	memorabil
veracity	joy	0.500	veridicitatea
healthy	joy	0.500	sănătos
welcoming	joy	0.500	primitoare
diamond	joy	0.500	diamant
christ	joy	0.500	Hristos
beach	joy	0.500	plajă
accomplish	joy	0.500	realiza
friends	joy	0.500	prieteni
excel	joy	0.500	excela
health	joy	0.493	sănătate
aura	joy	0.493	aură
yehey	joy	0.486	da hei
approved	joy	0.486	aprobat
oasis	joy	0.486	oază
liberty	joy	0.486	libertate
crowning	joy	0.485	încoronarea
aspiration	joy	0.485	aspiraţie
privileged	joy	0.485	privilegiat
crescendo	joy	0.485	crescendo
rapture	joy	0.485	extaz
liberate	joy	0.485	elibera
nocomplaints	joy	0.485	nicio plangere
prestige	joy	0.485	prestigiu
bounty	joy	0.485	recompensă
gentle	joy	0.485	blând
inseparable	joy	0.485	de nedespartit
engaging	joy	0.485	antrenant
loyal	joy	0.485	loial
betrothed	joy	0.485	logodit
transcendence	joy	0.484	transcendenta
selfworth	joy	0.484	valoare de sine
yummy	joy	0.484	delicios
datenight	joy	0.484	data noaptea
destiny	joy	0.484	destin
heyday	joy	0.484	ziua de glorie
aloha	joy	0.484	aloha
desire	joy	0.484	dorință
dream	joy	0.484	vis
luck	joy	0.484	noroc
fete	joy	0.484	sărbătoare
trophy	joy	0.484	trofeu
bouquet	joy	0.484	buchet
chocolate	joy	0.484	ciocolată
creativity	joy	0.484	creativitate
boyfriend	joy	0.480	iubit
commemoration	joy	0.479	comemorare
intelligence	joy	0.477	inteligenţă
readiness	joy	0.473	pregătire
friend	joy	0.471	prieten
bride	joy	0.471	mireasă
enthusiast	joy	0.471	entuziast
lush	joy	0.470	luxuriantă
inheritance	joy	0.470	moştenire
soothe	joy	0.470	calma
tickle	joy	0.470	stârni
kiddo	joy	0.470	puști
nostalgia	joy	0.470	nostalgie
massage	joy	0.470	masaj
calming	joy	0.470	calmant
adventure	joy	0.470	aventură
pretty	joy	0.469	frumos
purring	joy	0.469	torcând
eternal	joy	0.469	etern
humanitarian	joy	0.469	umanitar
nurture	joy	0.469	hrăni
giving	joy	0.469	dând
rest	joy	0.469	odihnă
getaway	joy	0.469	fugi
goals	joy	0.469	obiective
pray	joy	0.469	roagă-te
bridegroom	joy	0.469	mire
heartily	joy	0.469	din toată inima
luster	joy	0.469	luciu
bonding	joy	0.469	lipirea
princess	joy	0.469	prinţesă
amicable	joy	0.469	amiabil
benevolence	joy	0.469	bunăvoinţă
child	joy	0.466	copil
salutary	joy	0.465	salutar
invite	joy	0.457	a invita
beam	joy	0.456	grindă
reminiscing	joy	0.456	amintind
befriend	joy	0.455	imprieteneste-te
aesthetics	joy	0.455	estetică
friday	joy	0.455	vineri
freshair	joy	0.455	aer proaspat
ceremony	joy	0.455	ceremonie
kindred	joy	0.455	rude
mindfulness	joy	0.455	sănătate mintală
sonice	joy	0.455	atât de frumos
elevation	joy	0.455	cota
tropical	joy	0.455	tropical
scholarship	joy	0.455	Bursa de studiu
hee	joy	0.455	hee
noworries	joy	0.453	nu vă faceți griji
allure	joy	0.453	alura
approve	joy	0.453	aproba
scenery	joy	0.453	decor
waterfall	joy	0.453	cascadă
vindication	joy	0.453	îndreptăţire
namaste	joy	0.453	namaste
commemorate	joy	0.453	comemora
faith	joy	0.453	credinţă
birth	joy	0.453	naștere
forgiveness	joy	0.453	iertare
journey	joy	0.447	călătorie
meditation	joy	0.446	meditaţie
relaxed	joy	0.442	relaxat
present	joy	0.441	prezent
weekend	joy	0.441	weekend
tender	joy	0.441	delicat, fraged
tranquil	joy	0.441	liniştit
lyrical	joy	0.439	liric
sharing	joy	0.439	partajarea
esteem	joy	0.439	stima
nostalgic	joy	0.439	nostalgic
prayer	joy	0.439	rugăciune
righteousness	joy	0.439	dreptatea
husband	joy	0.438	soțul
relief	joy	0.438	relief
strength	joy	0.438	putere
mighty	joy	0.438	puternic
unbeaten	joy	0.438	neînvins
eager	joy	0.438	dornic
share	joy	0.438	acțiune
newday	joy	0.438	zi noua
sonnet	joy	0.438	sonet
meditate	joy	0.438	medita
life	joy	0.438	viaţă
winterbreak	joy	0.429	vacanta de iarna
warm	joy	0.429	cald
movingforward	joy	0.429	inainta
buddy	joy	0.427	prietene
oneness	joy	0.426	unitate
unconstrained	joy	0.424	neconstrâns
amen	joy	0.424	Amin
reverence	joy	0.424	reverenţă
healthful	joy	0.424	sănătos
thelittlethings	joy	0.424	micile lucruri
medal	joy	0.424	medalie
unsurpassed	joy	0.424	de neîntrecut
candlelight	joy	0.424	lumina lumânărilor
carols	joy	0.424	colinde
ejaculation	joy	0.424	ejaculare
beginnings	joy	0.422	începuturi
sledding	joy	0.422	sanie
graduation	joy	0.422	absolvire
frisky	joy	0.422	zburdalnic
lml	joy	0.422	lml
ease	joy	0.422	uşura
symphony	joy	0.422	simfonie
wealth	joy	0.422	bogatie
helpful	joy	0.422	util
musical	joy	0.422	muzical
glitter	joy	0.422	sclipici
calmness	joy	0.422	calm
energy	joy	0.422	energie
safe	joy	0.422	sigur
nostress	joy	0.421	fara stres
soundness	joy	0.421	soliditatea
promise	joy	0.415	promisiune
reunite	joy	0.414	reuni
mother	joy	0.412	mamă
salvation	joy	0.412	mântuirea
poems	joy	0.412	poezii
clown	joy	0.409	clovn
lavender	joy	0.409	lavandă
immaculate	joy	0.409	imaculat
purify	joy	0.409	purifica
inauguration	joy	0.409	inaugurare
aromatherapy	joy	0.409	aromaterapie
lighten	joy	0.409	uşura
travel	joy	0.409	voiaj
cash	joy	0.406	bani lichizi
companion	joy	0.406	însoțitor
live	joy	0.406	Trăi
opportune	joy	0.406	oportun
completing	joy	0.406	completând
charity	joy	0.406	caritate
heal	joy	0.406	vindeca
star	joy	0.406	stea
wishing	joy	0.406	dorind
flowers	joy	0.406	flori
income	joy	0.403	sursa de venit
soul	joy	0.401	suflet
munchies	joy	0.400	gustări
emancipation	joy	0.397	emancipare
indescribable	joy	0.397	de nedescris
progress	joy	0.397	progres
equality	joy	0.394	egalitate
childhood	joy	0.394	copilărie
together	joy	0.394	împreună
rhythmical	joy	0.394	ritmic
fullness	joy	0.394	plenitudine
calm	joy	0.394	calm
hammock	joy	0.394	hamac
picnic	joy	0.394	picnic
movies	joy	0.393	filme
zealous	joy	0.393	zelos
playground	joy	0.391	loc de joaca
affluence	joy	0.391	bunăstare
warms	joy	0.391	se încălzește
choir	joy	0.391	cor
littlethings	joy	0.391	Lucruri mărunte
auspicious	joy	0.391	de bun augur
meaningful	joy	0.391	plin de înțeles
adventures	joy	0.391	aventuri
goofy	joy	0.391	nătărău
starry	joy	0.391	înstelat
humanity	joy	0.391	umanitatea
gesture	joy	0.387	gest
witty	joy	0.382	spiritual
vow	joy	0.382	jurământ
shopping	joy	0.382	cumpărături
vibes	joy	0.379	vibrații
worship	joy	0.379	cult
jump	joy	0.379	a sari
communion	joy	0.379	comuniune
reverend	joy	0.377	reverend
rising	joy	0.375	în creștere
advance	joy	0.375	avans
beaches	joy	0.375	plaje
sonorous	joy	0.375	sonor
courtship	joy	0.375	curte
experience	joy	0.375	experienţă
reunion	joy	0.375	reuniune
simplicity	joy	0.375	simplitate
full	joy	0.375	deplin
hymn	joy	0.375	imn
spirits	joy	0.375	spiritele
unforgettable	joy	0.375	de neuitat
mirth	joy	0.375	veselie
youth	joy	0.375	tineret
scenic	joy	0.375	pitoresc
unique	joy	0.375	unic
redeemed	joy	0.375	răscumpărat
alliance	joy	0.368	alianţă
baptismal	joy	0.368	botezului
grant	joy	0.366	acorda
kitten	joy	0.364	pisoi
sanctification	joy	0.364	sfinţire
conciliation	joy	0.364	conciliere
improves	joy	0.364	se îmbunătățește
pure	joy	0.364	pur
improve	joy	0.364	îmbunătăţi
authentic	joy	0.364	autentic
moonlight	joy	0.364	lumina lunii
weightloss	joy	0.362	pierdere în greutate
raspberries	joy	0.360	zmeura
feeling	joy	0.359	sentiment
jest	joy	0.359	glumă
independent	joy	0.359	independent
sanctify	joy	0.359	sfinţi
devotional	joy	0.359	devoțional
tinsel	joy	0.359	beteală
proficiency	joy	0.359	experiență
listenting	joy	0.359	ascultând
fidelity	joy	0.359	fidelitate
revival	joy	0.359	renaştere
giver	joy	0.353	dăruitor
cocoa	joy	0.353	cacao
deliverance	joy	0.348	eliberare
melody	joy	0.348	melodie
unification	joy	0.348	unificare
romp	joy	0.348	zburda
purpose	joy	0.348	scop
choral	joy	0.348	coral
exceed	joy	0.348	depaseste
dolphin	joy	0.348	delfin
roaring	joy	0.348	hohotitor
favor	joy	0.348	favoare
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	voluptoasă
fruits	joy	0.344	fructe
cookies	joy	0.344	cookie-uri
manicure	joy	0.344	manichiură
nowork	joy	0.344	fără muncă
date	joy	0.344	Data
newstart	joy	0.344	un nou inceput
hedonism	joy	0.344	hedonism
pledge	joy	0.344	angajament
electric	joy	0.344	electric
humble	joy	0.344	umil
roadtrip	joy	0.344	excursie rutieră
thx	joy	0.344	mersi
kiddos	joy	0.344	copii
celebrity	joy	0.342	celebritate
bridesmaid	joy	0.338	domnisoara de onoare
rhythm	joy	0.338	ritm
spa	joy	0.333	spa
snowday	joy	0.333	zi cu zapada
familiarity	joy	0.333	familiaritate
coffee	joy	0.333	cafea
edification	joy	0.333	edificare
garden	joy	0.333	grădină
renovation	joy	0.333	renovare
dawn	joy	0.333	zori
connoisseur	joy	0.333	cunoscător
gazing	joy	0.333	privind
obliging	joy	0.333	obligator
partner	joy	0.333	partener
foodie	joy	0.331	gurmand
synchronize	joy	0.329	sincroniza
tribulation	joy	0.328	necazul
psalm	joy	0.328	psalm
pedicure	joy	0.328	pedichiură
noregrets	joy	0.328	noregrets
chirping	joy	0.328	ciripit
saint	joy	0.328	sfânt
healing	joy	0.328	vindecare
carol	joy	0.328	colindă
true	joy	0.328	Adevărat
hobby	joy	0.328	hobby
amnesty	joy	0.328	amnistia
respite	joy	0.324	răgaz
recreational	joy	0.318	recreative
cousins	joy	0.318	veri
mellow	joy	0.318	moale
restorative	joy	0.318	restauratoare
lazyday	joy	0.318	zi de lene
classics	joy	0.318	clasici
reconciliation	joy	0.316	reconciliere
woods	joy	0.312	pădure
progression	joy	0.312	progresie
muchneeded	joy	0.312	foarte necesar
sterling	joy	0.312	sterlină
dove	joy	0.312	porumbel
simplify	joy	0.312	simplifica
fitness	joy	0.312	fitness
sunset	joy	0.312	apus de soare
wisdom	joy	0.312	înţelepciune
relight	joy	0.312	reaprinde
living	joy	0.312	viaţă
presto	joy	0.312	presto
playhouse	joy	0.312	casă de joacă
superman	joy	0.312	supraom
pony	joy	0.312	ponei
recovery	joy	0.312	recuperare
crafts	joy	0.312	meşteşuguri
lord	joy	0.312	Lord
deal	joy	0.312	afacere
improvement	joy	0.309	îmbunătăţire
infant	joy	0.309	copil
absolution	joy	0.306	absolvire
honest	joy	0.303	sincer
gently	joy	0.303	blând
banquet	joy	0.303	banchet
established	joy	0.303	stabilit
endless	joy	0.303	fără sfârşit
decorating	joy	0.303	decorarea
providing	joy	0.300	furnizarea
lounging	joy	0.297	odihni
growth	joy	0.297	creştere
strolling	joy	0.297	plimbându-se
feat	joy	0.297	feat
morals	joy	0.297	morala
mine	joy	0.297	A mea
spending	joy	0.297	cheltuire
light	joy	0.297	ușoară
spiritual	joy	0.297	spiritual
quaint	joy	0.297	ciudat
fraternal	joy	0.297	fratern
notable	joy	0.297	notabil
softly	joy	0.297	blând
harvest	joy	0.297	recolta
yearning	joy	0.297	dor
breeze	joy	0.297	briză
joker	joy	0.297	glumeţ
meditating	joy	0.297	meditand
fervor	joy	0.295	fervoare
quotes	joy	0.294	citate
volunteer	joy	0.294	voluntar
gain	joy	0.288	câştig
resources	joy	0.288	resurse
create	joy	0.288	crea
psalms	joy	0.288	psalmii
hippie	joy	0.288	hippie
taoism	joy	0.288	taoism
midwife	joy	0.288	moaşă
receiving	joy	0.287	primind
snowfall	joy	0.286	zăpadă
ocean	joy	0.286	ocean
lsd	joy	0.286	lsd
hiking	joy	0.283	drumeții
evergreen	joy	0.281	vesnic verde
destination	joy	0.281	destinaţie
candid	joy	0.281	sincer
unwind	joy	0.281	relaxează-te
truce	joy	0.281	armistiţiu
toast	joy	0.281	paine prajita
chill	joy	0.281	frig
infinity	joy	0.281	infinit
rested	joy	0.281	odihnit
buzzing	joy	0.281	zumzet
venerable	joy	0.279	venerabil
balance	joy	0.275	echilibru
