English Word	Emotion	Emotion-Intensity-Score	Tamil Word
onedge	fear	0.359	ஒரு முனை
jaundice	fear	0.359	மஞ்சள் காமாலை
pessimism	fear	0.359	அவநம்பிக்கை
recurring	fear	0.359	மீண்டும் மீண்டும்
difficult	fear	0.359	கடினமான
concerned	fear	0.359	சம்பந்தப்பட்ட
consternation	fear	0.359	திகைப்பு
bottomless	fear	0.359	அடிமட்ட
revolution	fear	0.359	புரட்சி
stint	fear	0.359	ஸ்டிண்ட்
government	fear	0.359	அரசாங்கம்
bankruptcy	fear	0.359	திவால்
timid	fear	0.359	கூச்ச சுபாவமுள்ள
contempt	fear	0.359	அவமதிப்பு
warned	fear	0.359	எச்சரித்தார்
measles	fear	0.359	தட்டம்மை
rejects	fear	0.359	நிராகரிக்கிறார்
sectarian	fear	0.359	பிரிவினர்
headaches	fear	0.359	தலைவலி
dart	fear	0.359	ஈட்டி
sortie	fear	0.359	வரிசைப்படுத்து
wasting	fear	0.359	வீணாகிறது
conquest	fear	0.359	வெற்றி
depreciation	fear	0.359	தேய்மானம்
mournful	fear	0.359	துக்கம் நிறைந்த
mandamus	fear	0.359	மாண்டமஸ்
spike	fear	0.359	கூர்முனை
cur	fear	0.359	கர்
burke	fear	0.359	பர்க்
rebel	fear	0.359	கிளர்ச்சியாளர்
exam	fear	0.359	தேர்வு
anomaly	fear	0.359	ஒழுங்கின்மை
mug	fear	0.359	குவளை
constrain	fear	0.358	கட்டுப்படுத்து
languishing	fear	0.358	நலிந்து கிடக்கிறது
bane	fear	0.356	தடை
impeach	fear	0.354	குற்றச்சாட்டு
warden	fear	0.354	காவலாளி
adverse	fear	0.352	பாதகமான
lawyer	fear	0.349	வழக்கறிஞர்
libel	fear	0.348	அவதூறு
retrenchment	fear	0.345	ஆட்குறைப்பு
imminent	fear	0.345	உடனடி
shame	fear	0.344	அவமானம்
avoidance	fear	0.344	தவிர்த்தல்
shortage	fear	0.344	பற்றாக்குறை
opium	fear	0.344	அபின்
swerve	fear	0.344	திசைதிருப்ப
evade	fear	0.344	தவிர்க்க
servile	fear	0.344	அடிமையான
pest	fear	0.344	பூச்சி
hesitation	fear	0.344	தயக்கம்
loneliness	fear	0.344	தனிமை
discipline	fear	0.344	ஒழுக்கம்
fanaticism	fear	0.344	மதவெறி
sorrow	fear	0.344	துக்கம்
hiss	fear	0.344	சத்தம்
belittle	fear	0.344	சிறியது
knell	fear	0.344	மண்டியிடு
contentious	fear	0.344	சர்ச்சைக்குரிய
bearish	fear	0.344	முரட்டுத்தனமான
opposed	fear	0.344	எதிர்த்தார்கள்
launches	fear	0.344	ஏவுகிறது
taboo	fear	0.344	விலக்கப்பட்ட
cutter	fear	0.344	கட்டர்
defy	fear	0.344	மீறுகின்றனர்
unjustifiable	fear	0.344	நியாயப்படுத்த முடியாதது
parachute	fear	0.344	பாராசூட்
eel	fear	0.344	விலாங்கு மீன்
psych	fear	0.344	உளவியல்
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	தீர்ப்பு
mri	fear	0.344	திரு
shaky	fear	0.344	நடுங்கும்
resistant	fear	0.344	எதிர்க்கும்
obstacle	fear	0.344	தடையாக
reckless	fear	0.344	பொறுப்பற்ற
recession	fear	0.344	மந்தநிலை
disrespectful	fear	0.343	மரியாதையற்ற
phalanx	fear	0.342	ஃபாலன்க்ஸ்
creature	fear	0.340	உயிரினம்
specter	fear	0.331	பேய்
mortgage	fear	0.331	அடமானம்
enigmatic	fear	0.329	புதிரான
supremacy	fear	0.328	மேலாதிக்கம்
bugaboo	fear	0.328	புகாபூ
defendant	fear	0.328	பிரதிவாதி
feeling	fear	0.328	உணர்வு
ethereal	fear	0.328	மிக தூய்மையான
undesirable	fear	0.328	விரும்பத்தகாத
mishap	fear	0.328	விபத்து
outpost	fear	0.328	புறக்காவல் நிலையம்
weirdo	fear	0.328	வித்தியாசமான
caution	fear	0.328	எச்சரிக்கை
spillin	fear	0.328	கசிவு
dike	fear	0.328	அணை
dominion	fear	0.328	ஆதிக்கம்
wimp	fear	0.328	பலவீனமானவன்
quash	fear	0.328	குவாஷ்
subordinate	fear	0.328	கீழ்நிலை
shank	fear	0.328	சங்கு
remove	fear	0.328	அகற்று
senseless	fear	0.328	உணர்வற்ற
shutdown	fear	0.328	பணிநிறுத்தம்
gametime	fear	0.328	விளையாட்டு நேரம்
uhoh	fear	0.328	அட டா
loom	fear	0.328	தறி
police	fear	0.328	காவல்
wrongly	fear	0.328	தவறாக
unlucky	fear	0.328	துரதிர்ஷ்டவசமான
gladiator	fear	0.328	கிளாடியேட்டர்
adrift	fear	0.328	அலைந்து திரிதல்
hives	fear	0.328	படை நோய்
smut	fear	0.328	கறைபடிந்த
encumbrance	fear	0.328	சுமை
unsettled	fear	0.327	அமைதியற்ற
scarce	fear	0.327	பற்றாக்குறை
antisocial	fear	0.324	சமூக விரோதி
astray	fear	0.320	வழிதவறி
vigilant	fear	0.319	விழிப்புடன்
socialist	fear	0.318	சோசலிஸ்ட்
halter	fear	0.318	நிறுத்து
pessimist	fear	0.317	அவநம்பிக்கையாளர்
pacing	fear	0.316	வேகக்கட்டுப்பாடு
wimpy	fear	0.312	விம்பி
clinical	fear	0.312	மருத்துவ
blight	fear	0.312	ப்ளைட்
muzzle	fear	0.312	முகவாய்
ahhhhhhhh	fear	0.312	அஹ்ஹ்ஹ்ஹ்ஹ்ஹ்ஹ்
therapist	fear	0.312	சிகிச்சையாளர்
laxative	fear	0.312	மலமிளக்கி
obsessing	fear	0.312	ஆவேசம்
seclusion	fear	0.312	தனிமை
foreigner	fear	0.312	வெளிநாட்டவர்
dentist	fear	0.312	பல் மருத்துவர்
chargeable	fear	0.312	வசூலிக்கக்கூடியது
deadline	fear	0.312	காலக்கெடுவை
uneasy	fear	0.312	அமைதியற்ற
valium	fear	0.312	வேலியம்
powerful	fear	0.312	சக்தி வாய்ந்த
opponent	fear	0.312	எதிர்ப்பாளர்
ordnance	fear	0.312	ஆயுதம்
cram	fear	0.312	நெரிசல்
unexpected	fear	0.312	எதிர்பாராத
thorny	fear	0.312	முட்கள் நிறைந்த
discontinuity	fear	0.312	தொடர்ச்சியின்மை
conspire	fear	0.312	சதி
collusion	fear	0.312	சதி
litigate	fear	0.312	வழக்காடு
unkind	fear	0.312	இரக்கமற்ற
whirlwind	fear	0.312	சூறாவளி
nether	fear	0.312	நிகரானது
trickery	fear	0.312	தந்திரம்
bewilderment	fear	0.312	திகைப்பு
overthinking	fear	0.309	அதிகப்படியான யோசனை
doubts	fear	0.308	சந்தேகங்கள்
seriousness	fear	0.305	தீவிரத்தன்மை
irrational	fear	0.305	பகுத்தறிவற்ற
erase	fear	0.303	அழிக்க
teasing	fear	0.303	கிண்டல்
razor	fear	0.303	ரேஸர்
sweating	fear	0.298	வியர்வை
mage	fear	0.297	மந்திரவாதி
giant	fear	0.297	மாபெரும்
weighty	fear	0.297	கனமான
warning	fear	0.297	எச்சரிக்கை
avoid	fear	0.297	தவிர்க்க
inflation	fear	0.297	வீக்கம்
mislead	fear	0.297	தவறாக வழிநடத்துகிறது
adjudicate	fear	0.297	தீர்ப்பளிக்கவும்
endless	fear	0.297	முடிவில்லாத
deflation	fear	0.297	பணவாட்டம்
depreciated	fear	0.297	தேய்மானம்
bitch	fear	0.297	பிச்
swamp	fear	0.297	சதுப்பு நிலம்
bale	fear	0.297	பேல்
dashed	fear	0.297	கோடு போட்டது
crouching	fear	0.297	குனிந்து
flounder	fear	0.297	படபடப்பு
hide	fear	0.297	மறைக்க
reluctant	fear	0.297	தயக்கம்
unsurpassed	fear	0.297	மிஞ்சாத
medical	fear	0.297	மருத்துவ
timidity	fear	0.297	கூச்சம்
auditor	fear	0.297	தணிக்கையாளர்
deluge	fear	0.287	பிரளயம்
disinformation	fear	0.286	தவறான தகவல்
court	fear	0.284	நீதிமன்றம்
aversion	fear	0.283	வெறுப்பு
cartridge	fear	0.281	கெட்டி
unfriendly	fear	0.281	நட்பற்ற
cautious	fear	0.281	எச்சரிக்கையுடன்
surveillance	fear	0.281	கண்காணிப்பு
yelp	fear	0.281	அலறல்
confusion	fear	0.281	குழப்பம்
apache	fear	0.281	அப்பாச்சி
flying	fear	0.281	பறக்கும்
submitting	fear	0.281	சமர்ப்பிக்கிறது
discourage	fear	0.281	ஊக்கம்
rush	fear	0.281	அவசரம்
fortress	fear	0.281	கோட்டை
dwarfed	fear	0.281	குள்ளமான
challenge	fear	0.281	சவால்
notready	fear	0.281	தயாராக இல்லை
wan	fear	0.281	வான்
mistaken	fear	0.281	தவறாக
hurryup	fear	0.281	சீக்கிரம்
swelling	fear	0.281	வீக்கம்
oncoming	fear	0.281	வரும்
remains	fear	0.281	எஞ்சியுள்ளது
unruly	fear	0.281	கட்டுக்கடங்காத
bigoted	fear	0.281	மதவெறியர்
intense	fear	0.279	தீவிரமான
noncompliance	fear	0.276	இணக்கமின்மை
alerts	fear	0.276	எச்சரிக்கைகள்
planes	fear	0.274	விமானங்கள்
cop	fear	0.273	போலீஸ்காரர்
displeased	fear	0.273	அதிருப்தி
unbridled	fear	0.271	கட்டுக்கடங்காத
problem	fear	0.266	பிரச்சனை
crouch	fear	0.266	கூனி
sneak	fear	0.266	பதுங்கி
hood	fear	0.266	பேட்டை
force	fear	0.266	படை
confession	fear	0.266	வாக்குமூலம்
posse	fear	0.266	உடையவை
banger	fear	0.266	களமிறங்கினார்
belt	fear	0.266	பெல்ட்
crowds	fear	0.266	கூட்டம்
elevation	fear	0.266	உயரம்
insomnia	fear	0.266	தூக்கமின்மை
auditions	fear	0.266	தேர்வுகள்
forgotten	fear	0.266	மறந்துவிட்டது
affront	fear	0.266	அவமதிப்பு
cloak	fear	0.266	மேலங்கி
newjob	fear	0.266	புதிய வேலை
blindfold	fear	0.266	கண்மூடி
skid	fear	0.266	சறுக்கல்
blemish	fear	0.266	களங்கம்
uncanny	fear	0.266	விசித்திரமான
sentence	fear	0.266	வாக்கியம்
cupping	fear	0.266	கப்பிங்
regiment	fear	0.266	படைப்பிரிவு
hooded	fear	0.266	பேட்டை
operation	fear	0.266	அறுவை சிகிச்சை
immerse	fear	0.266	மூழ்கி
shanghai	fear	0.266	ஷாங்காய்
acrobat	fear	0.266	அக்ரோபேட்
flurries	fear	0.266	அலைகள்
spur	fear	0.262	தூண்டுதல்
mortgagor	fear	0.258	அடமானம் வைப்பவர்
defense	fear	0.258	பாதுகாப்பு
insect	fear	0.250	பூச்சி
defend	fear	0.250	பாதுகாக்க
cataract	fear	0.250	கண்புரை
stealthy	fear	0.250	திருட்டுத்தனமான
swampy	fear	0.250	சதுப்பு நிலம்
sunk	fear	0.250	மூழ்கியது
run	fear	0.250	ஓடு
scapegoat	fear	0.250	பலிகடா
jobinterview	fear	0.250	வேலை நேர்முக தேர்வு
repent	fear	0.250	தவம்
breakingnews	fear	0.250	முக்கிய செய்தி
obliging	fear	0.250	கட்டாயப்படுத்துதல்
rascal	fear	0.250	அயோக்கியன்
impatiently	fear	0.250	பொறுமையின்றி
react	fear	0.250	எதிர்வினை
doubt	fear	0.250	சந்தேகம்
guard	fear	0.250	காவலர்
