English Word	Emotion	Emotion-Intensity-Score	Mongolian Word
delighted	joy	0.891	баярласан
lovethis	joy	0.891	Үүнд дуртай
excitation	joy	0.891	өдөөлт
exhilaration	joy	0.891	баяр хөөр
pleasures	joy	0.891	таашаал
laugh	joy	0.891	инээх
marvelously	joy	0.881	гайхалтай
loving	joy	0.879	хайртай
joyful	joy	0.879	баяр хөөртэй
blissful	joy	0.879	аз жаргалтай
outstanding	joy	0.879	гайхалтай
pleasurable	joy	0.877	тааламжтай
lovinglife	joy	0.875	хайртай амьдрал
enthusiastic	joy	0.875	урам зоригтой
glee	joy	0.875	баярлах
iloveher	joy	0.875	би тэрэнд хайртай
yaaaay	joy	0.875	яааааа
overthemoon	joy	0.875	Саран дээр
happyplace	joy	0.875	аз жаргалтай газар
sohappy	joy	0.868	маш их аз жаргалтай
superb	joy	0.864	гайхалтай
woohoo	joy	0.864	woohoo
laughing	joy	0.864	инээж байна
wonderful	joy	0.863	гайхалтай
hooray	joy	0.859	хөөе
loved	joy	0.859	хайртай
tearsofjoy	joy	0.859	баярын нулимс
hallelujah	joy	0.859	сайн уу
magnificent	joy	0.859	гайхалтай
glory	joy	0.859	алдар
ilovechristmas	joy	0.859	Зул сарын баяр
brilliant	joy	0.859	гайхалтай
celebrated	joy	0.859	тэмдэглэв
cheering	joy	0.859	хөгжөөн дэмжинэ
yayyyy	joy	0.859	аааааа
heavenly	joy	0.853	тэнгэрлэг
exciting	joy	0.853	сэтгэл хөдөлгөм
thrilled	joy	0.851	сэтгэл хөдөлсөн
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	ха ха ха
celebrate	joy	0.844	тэмдэглэх
wonderfully	joy	0.844	гайхалтай
blessing	joy	0.844	адислал
favoriteholiday	joy	0.844	дуртай баяр
paradise	joy	0.833	диваажин
marvellous	joy	0.833	гайхалтай
festive	joy	0.833	баяр
sweetness	joy	0.833	чихэрлэг байдал
blessed	joy	0.833	адислагдсан
celebrations	joy	0.833	баярууд
compliment	joy	0.831	магтаал
smiling	joy	0.828	инээмсэглэж байна
allsmiles	joy	0.828	бүгд инээмсэглэв
love	joy	0.828	хайр
enchanting	joy	0.828	сэтгэл татам
homesweethome	joy	0.826	гэрийн сайхан гэр
thankyougod	joy	0.824	бурхандаа баярлалаа
marvelous	joy	0.824	гайхалтай
laughter	joy	0.824	инээд
goodmood	joy	0.819	сайн төлөв байдал
goodness	joy	0.818	сайн сайхан
excellence	joy	0.818	шилдэг
sensational	joy	0.818	сенсаацтай
joys	joy	0.818	баяр баясгалан
delightful	joy	0.818	сэтгэл татам
excited	joy	0.818	сэтгэл хөдөлсөн
rejoicing	joy	0.818	баярлаж байна
happyheart	joy	0.818	аз жаргалтай сэтгэл
celebratory	joy	0.818	баяр
greatful	joy	0.816	агуу
jovial	joy	0.814	хөгжилтэй
rejoice	joy	0.812	баярлах
splendid	joy	0.812	гайхалтай
enjoy	joy	0.812	таашаал авах
smiley	joy	0.812	инээмсэглэл
glorious	joy	0.812	алдар суутай
victorious	joy	0.812	ялсан
lovemaking	joy	0.812	Хайрыг бий болгох
bonanza	joy	0.812	сайн сайхан
greatday	joy	0.812	сайхан өдөр
excellent	joy	0.812	маш сайн
goodtimes	joy	0.811	сайхан цаг
whatmakesmesmile	joy	0.811	юу нь инээмсэглэлтэй болгодог
happyday	joy	0.809	жаргалтай өдөр
myfavorite	joy	0.804	Миний дуртай
thankyoulord	joy	0.803	баярлалаа
gladness	joy	0.803	баяр баясгалан
yayyy	joy	0.803	аааа
yeahhhh	joy	0.803	тиймээ
pleasure	joy	0.803	таашаал
giggle	joy	0.802	инээх
happier	joy	0.797	илүү аз жаргалтай
lovemylife	joy	0.797	Би амьдралд хайртай
magnificence	joy	0.797	сүр жавхлан
happytweet	joy	0.797	аз жаргалтай жиргээ
lovinlife	joy	0.797	хайртай амьдрал
yesss	joy	0.797	тиймээ
dancing	joy	0.797	бүжиглэх
success	joy	0.797	амжилт
grateful	joy	0.789	талархаж байна
amuse	joy	0.788	зугаацуулах
splendor	joy	0.788	сүр жавхлан
happy	joy	0.788	баяртай
fun	joy	0.788	хөгжилтэй
giggling	joy	0.781	инээх
glad	joy	0.781	баяртай
glorify	joy	0.781	алдаршуулах
radiant	joy	0.781	гэрэлтдэг
beautiful	joy	0.781	үзэсгэлэнтэй
solucky	joy	0.781	азтай
sothankful	joy	0.781	талархаж байна
enchanted	joy	0.781	илбэдсэн
romance	joy	0.779	романтик
perfection	joy	0.779	төгс байдал
christmassy	joy	0.779	зул сарын баяр
heavens	joy	0.779	тэнгэр
thrilling	joy	0.776	сэтгэл хөдөлгөм
lovable	joy	0.773	хайрт
congrats	joy	0.773	баяр хүргэе
fiesta	joy	0.773	баяр
entertain	joy	0.773	зугаацуулах
happyvalentinesday	joy	0.773	Валентины баярын мэнд хүргэе
miraculous	joy	0.773	гайхамшигт
cheers	joy	0.773	баяр хүргэе
cheered	joy	0.773	баярласан
positivity	joy	0.773	эерэг байдал
funday	joy	0.772	хөгжилтэй өдөр
enjoying	joy	0.771	таашаал авч байна
lifeisgood	joy	0.766	амьдрал сайхан
amused	joy	0.766	хөгжилтэй
goodfeeling	joy	0.766	сайхан мэдрэмж
christmasspirit	joy	0.766	зул сарын баяр
cuddling	joy	0.766	тэврэх
smiles	joy	0.766	инээмсэглэв
sosweet	joy	0.766	хөөрхөн
thebest	joy	0.766	Хамгийн сайн
party	joy	0.765	үдэшлэг
delight	joy	0.765	баярлах
orgasm	joy	0.765	дур тавих
positive	joy	0.761	эерэг
sweetheart	joy	0.758	хонгор минь
enlighten	joy	0.758	гэгээрүүлэх
cheerfulness	joy	0.758	хөгжилтэй байдал
miracles	joy	0.758	гайхамшгууд
giddy	joy	0.757	толгой эргэх
christmastime	joy	0.757	Зул Сарын Цаг
gratify	joy	0.750	баярлуулах
greatness	joy	0.750	агуу байдал
friendliness	joy	0.750	найрсаг байдал
blessings	joy	0.750	адислалууд
laughs	joy	0.750	инээв
tistheseason	joy	0.750	tistheason
smile	joy	0.750	инээмсэглэ
pleasing	joy	0.750	тааламжтай
romantic	joy	0.750	романтик
happyholidays	joy	0.750	баярын мэнд
frolic	joy	0.748	хөгжилтэй
jubilee	joy	0.742	ойн баяр
miracle	joy	0.742	гайхамшиг
enthusiasm	joy	0.742	урам зориг
selflove	joy	0.742	өөрийгөө хайрлах
triumph	joy	0.742	ялалт
magical	joy	0.742	ид шидийн
rewarding	joy	0.742	урамшуулах
goodvibes	joy	0.742	сайхан сэтгэл
positiveenergy	joy	0.742	эерэг энерги
feelgood	joy	0.736	сайхан мэдрэмж
prosperity	joy	0.735	хөгжил цэцэглэлт
behappy	joy	0.734	аз жаргалтай
admiration	joy	0.734	гайхал
passionate	joy	0.734	хүсэл тэмүүлэлтэй
goodday	joy	0.734	Сайхан өдөр
luxurious	joy	0.734	тансаг
tgif	joy	0.734	tgif
victory	joy	0.734	ялалт
feelinggood	joy	0.734	сайхан байна
enchant	joy	0.734	ховсдох
greatnight	joy	0.734	гайхалтай орой
vivacious	joy	0.734	эрч хүчтэй
glorification	joy	0.733	алдаршуулах
sing	joy	0.729	дуулах
glowing	joy	0.729	гэрэлтдэг
yessss	joy	0.728	тиймээ
fulfillment	joy	0.728	биелэлт
breathtaking	joy	0.728	сэтгэл хөдөлгөм
thankful	joy	0.727	талархаж байна
cheery	joy	0.727	хөгжилтэй
santa	joy	0.727	Санта
hurrah	joy	0.727	яараарай
christmasbreak	joy	0.727	зул сарын баяр
win	joy	0.727	ялна
atpeace	joy	0.727	амар амгалан
award	joy	0.727	шагнал
merry	joy	0.727	хөгжилтэй
inspiration	joy	0.725	урам зориг
radiance	joy	0.725	туяа
pleased	joy	0.725	сэтгэл хангалуун
uplift	joy	0.723	өргөлт
optimistic	joy	0.723	өөдрөг үзэлтэй
heaven	joy	0.721	диваажин
lucky	joy	0.721	азтай
godisgreat	joy	0.721	Бурхан бол агуу
holidays	joy	0.721	амралтын өдрүүд
thrill	joy	0.721	сэтгэл хөдөлгөм
congratulatory	joy	0.719	баяр хүргэе
thriving	joy	0.719	цэцэглэн хөгжиж байна
amusement	joy	0.719	зугаа цэнгэл
perfect	joy	0.719	төгс
lover	joy	0.719	амраг
xmas	joy	0.719	зул сарын баяр
heartfelt	joy	0.719	чин сэтгэлээсээ
utopian	joy	0.719	утопи
lovely	joy	0.719	хөөрхөн
harmony	joy	0.719	эв нэгдэл
praising	joy	0.719	магтаж байна
brighten	joy	0.719	гэрэлтүүлэх
luckiest	joy	0.712	хамгийн азтай
merrychristmas	joy	0.712	Зул сарын баярын мэнд
magic	joy	0.712	ид шид
achievement	joy	0.712	ололт амжилт
yay	joy	0.712	өө
holiday	joy	0.712	амралт
treasures	joy	0.712	эрдэнэс
luxury	joy	0.712	тансаг байдал
bestfeeling	joy	0.712	хамгийн сайхан мэдрэмж
intimate	joy	0.710	дотно
soblessed	joy	0.706	уйлсан
yaaay	joy	0.706	яааа
rave	joy	0.706	магтсан
chuckle	joy	0.706	инээх
proud	joy	0.704	бахархаж байна
winning	joy	0.703	ялалт
cherish	joy	0.703	эрхэмлэх
goodnews	joy	0.703	сайн мэдээ
fuckyeah	joy	0.703	новш тийм
optimism	joy	0.703	өөдрөг үзэл
amazingly	joy	0.703	гайхалтай
lovelife	joy	0.703	хайрын амьдрал
truelove	joy	0.703	жинхэнэ хайр
beautification	joy	0.703	гоо сайхан
satisfying	joy	0.703	сэтгэл ханамжтай
appreciates	joy	0.703	үнэлдэг
cuddled	joy	0.703	тэвэрсэн
goodlife	joy	0.703	сайхан амьдрал
gooood	joy	0.703	сайн байна
sweetest	joy	0.703	хамгийн амттай
yaay	joy	0.700	өө
entertained	joy	0.700	зугаацуулсан
excite	joy	0.697	өдөөх
newbeginnings	joy	0.693	шинэ эхлэл
praisejesus	joy	0.691	Есүсийг магт
birthday	joy	0.691	төрсөн өдөр
greatfriends	joy	0.688	агуу найзууд
adoration	joy	0.688	шүтэн бишрэх
godsend	joy	0.688	бурхны хишиг
favorite	joy	0.688	дуртай
content	joy	0.688	агуулга
entertaining	joy	0.688	зугаатай
honored	joy	0.688	хүндэтгэсэн
metime	joy	0.688	цаг хугацаа
exquisite	joy	0.688	тансаг
holidayseason	joy	0.688	амралтын улирал
thankyoujesus	joy	0.688	баярлалаа Есүс
angelic	joy	0.688	сахиусан тэнгэр
goodhealth	joy	0.682	эрүүл мэнд
majestic	joy	0.682	Сүр жавхлант
luscious	joy	0.682	амттай
memoriesiwontforget	joy	0.682	дурсамжийг мартахгүй
bestfriends	joy	0.682	сайн найзууд
precious	joy	0.682	үнэт
appreciated	joy	0.682	үнэлэв
exaltation	joy	0.682	өргөмжлөл
smiled	joy	0.682	инээмсэглэв
brightens	joy	0.682	гэрэлтүүлдэг
tranquility	joy	0.679	тайван байдал
marry	joy	0.676	гэрлэх
embrace	joy	0.676	тэврэх
positively	joy	0.676	эерэгээр
grin	joy	0.672	инээх
hug	joy	0.672	тэврэх
hilarious	joy	0.672	инээдтэй
dearest	joy	0.672	хамгийн эрхэм
contentment	joy	0.672	сэтгэл ханамж
accomplished	joy	0.672	биелсэн
relaxation	joy	0.672	Амралт
bday	joy	0.672	төрсөн өдөр
enliven	joy	0.672	амьдруулах
weeeee	joy	0.672	вээээ
giggles	joy	0.672	инээв
fulfilled	joy	0.667	биелсэн
bountiful	joy	0.667	арвин
victor	joy	0.667	ялагч
adore	joy	0.667	биширдэг
boisterous	joy	0.667	шуугиантай
fulfill	joy	0.664	биелүүлэх
cuddles	joy	0.662	тэвэрдэг
prosperous	joy	0.660	цэцэглэн хөгжсөн
appreciation	joy	0.656	талархал
serenity	joy	0.656	тайван байдал
happynewyear	joy	0.656	шинэ жилийн мэнд хүргэе
humor	joy	0.656	хошигнол
satisfy	joy	0.656	хангах
besties	joy	0.656	хонгорууд
encouraged	joy	0.656	урам зориг өгсөн
captivate	joy	0.656	сэтгэл татах
christmaseve	joy	0.656	зул сарын баяр
glow	joy	0.656	гэрэлтэх
romanticism	joy	0.656	романтизм
innerpeace	joy	0.656	Дотоод амар амгалан
pleasant	joy	0.656	тааламжтай
praises	joy	0.652	магтдаг
abundance	joy	0.652	элбэг дэлбэг байдал
fortunes	joy	0.652	аз
engaged	joy	0.652	сүй тавьсан
praised	joy	0.652	магтсан
relaxing	joy	0.652	амарч байна
treasure	joy	0.652	эрдэнэс
satisfaction	joy	0.652	сэтгэл ханамж
nothingbetter	joy	0.647	илүү сайн зүйл байхгүй
affection	joy	0.647	хайр сэтгэл
relieved	joy	0.647	тайвширсан
complement	joy	0.647	нэмэлт
carnival	joy	0.643	багт наадам
priceless	joy	0.641	үнэлж баршгүй
uplifting	joy	0.641	өөдрөг
sensuality	joy	0.641	мэдрэмж
saintly	joy	0.641	гэгээнтэн
champion	joy	0.641	аварга
thanksgiving	joy	0.641	талархал
harmoniously	joy	0.641	эв найртай
wedding	joy	0.641	хурим
achieve	joy	0.641	хүрэх
divine	joy	0.641	бурханлаг
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	бал сар
exalt	joy	0.636	өргөмжлөх
twinkle	joy	0.636	гялалзах
comforting	joy	0.636	тайвшруулах
felicity	joy	0.636	аз жаргал
peaceful	joy	0.636	тайван
climax	joy	0.636	оргил үе
winner	joy	0.636	ялагч
reverie	joy	0.636	бодол
yayy	joy	0.636	хөөе
cuddle	joy	0.636	тэврэх
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	од харах
festival	joy	0.625	наадам
sweet	joy	0.625	чихэрлэг
generosity	joy	0.625	өгөөмөр сэтгэл
brighter	joy	0.625	илүү тод
praisegod	joy	0.625	магтаал бурхан
gorgeous	joy	0.625	гоёмсог
hearts	joy	0.625	зүрх сэтгэл
amusing	joy	0.625	хөгжилтэй
fondness	joy	0.625	хайр дурлал
snuggling	joy	0.625	тэврэх
reward	joy	0.625	шагнал
sex	joy	0.622	секс
kind	joy	0.621	төрлийн
genial	joy	0.621	эелдэг
parade	joy	0.621	жагсаал
applause	joy	0.621	алга ташилт
beauty	joy	0.621	гоо сайхан
fulfilling	joy	0.618	биелүүлэх
aspiring	joy	0.618	тэмүүлж байна
newlife	joy	0.618	шинэ амьдрал
godbless	joy	0.616	Бурхан ивээг
virtuous	joy	0.613	буянтай
kiss	joy	0.610	үнсэлт
christmas	joy	0.609	зул сарын баяр
rainbows	joy	0.609	солонго
elegance	joy	0.609	дэгжин байдал
generous	joy	0.609	өгөөмөр
super	joy	0.609	мундаг
playful	joy	0.609	хөгжилтэй
enlightenment	joy	0.609	гэгээрэл
praiseworthy	joy	0.609	магтууштай
awards	joy	0.609	шагналууд
adorable	joy	0.609	өхөөрдөм
rekindle	joy	0.609	дахин асаах
winnings	joy	0.609	ялалт
independence	joy	0.607	тусгаар тогтнол
amour	joy	0.607	дурлал
kindness	joy	0.606	сайхан сэтгэл
surprises	joy	0.606	гэнэтийн бэлэг
heheh	joy	0.606	хэхэ
hilarity	joy	0.606	хөгжилтэй байдал
wonder	joy	0.606	гайхах
freely	joy	0.606	чөлөөтэй
successful	joy	0.606	амжилттай
inspired	joy	0.606	урам зориг өгсөн
onelove	joy	0.606	нэг хайр
whimsical	joy	0.603	сонин
entertainment	joy	0.603	зугаа цэнгэл
passion	joy	0.603	хүсэл тэмүүлэл
stressfree	joy	0.601	стрессгүй
beautify	joy	0.601	гоёх
sunrise	joy	0.600	нар мандах
godisgood	joy	0.597	Бурхан бол сайн
goodmusic	joy	0.594	сайхан хөгжим
revere	joy	0.594	хүндэлдэг
whoo	joy	0.594	өө
fanfare	joy	0.594	сүр дуулиан
inspire	joy	0.594	урам зориг өгөх
angel	joy	0.594	сахиусан тэнгэр
thankgod	joy	0.594	бурхандаа баярлалаа
goodies	joy	0.594	сайхан зүйлс
