English Word	Emotion	Emotion-Intensity-Score	Danish Word
countryside	joy	0.250	landskab
demonstrative	joy	0.250	demonstrativt
football	joy	0.250	fodbold
chirp	joy	0.250	kvidre
chilled	joy	0.250	afkølet
undying	joy	0.250	udødelig
visitor	joy	0.250	besøgende
clap	joy	0.250	klappe
diary	joy	0.250	dagbog
ardent	joy	0.250	brændende
expedient	joy	0.250	formålstjenlig
mountain	joy	0.250	bjerg
cradle	joy	0.247	vugge
trance	joy	0.246	trance
intense	joy	0.242	intens
procession	joy	0.242	procession
church	joy	0.242	kirke
pay	joy	0.242	betale
supremacy	joy	0.242	overhøjhed
preservative	joy	0.242	konserveringsmiddel
grow	joy	0.242	dyrke
breakfast	joy	0.242	morgenmad
consecration	joy	0.235	indvielse
salary	joy	0.234	løn
lifetime	joy	0.234	livstid
incense	joy	0.234	røgelse
ordination	joy	0.234	ordination
snowy	joy	0.234	snedækket
art	joy	0.234	kunst
nursery	joy	0.234	planteskole
skiing	joy	0.234	stå på ski
candle	joy	0.234	lys
doll	joy	0.234	dukke
vote	joy	0.234	stemme
humbled	joy	0.234	ydmyget
lyre	joy	0.234	lyre
pastry	joy	0.229	bagværk
remedy	joy	0.227	afhjælpe
chilling	joy	0.227	nedkøling
firefly	joy	0.227	ildflue
rescue	joy	0.225	redde
camping	joy	0.221	Camping
perspective	joy	0.221	perspektiv
orchestra	joy	0.221	orkester
orchard	joy	0.221	frugthave
breezy	joy	0.219	blæsende
gardens	joy	0.219	haver
castle	joy	0.219	slot
lamb	joy	0.219	lam
possess	joy	0.219	have
bouttime	joy	0.212	kamptid
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	Country musik
teach	joy	0.212	underviser
brisk	joy	0.212	rask
ribbon	joy	0.212	bånd
raindrops	joy	0.212	regndråber
mucis	joy	0.212	mucis
repay	joy	0.212	tilbagebetale
listneing	joy	0.212	lyttende
nap	joy	0.206	lur
legalized	joy	0.203	legaliseret
unexpected	joy	0.203	uventet
vernal	joy	0.203	vernal
chant	joy	0.203	sang
hire	joy	0.203	leje
uncontrollable	joy	0.203	ustyrlig
stillness	joy	0.203	Stilhed
lights	joy	0.203	lys
cove	joy	0.203	bugt
save	joy	0.200	Gemme
pastor	joy	0.197	pastor
atone	joy	0.197	sone
symmetry	joy	0.197	symmetri
trees	joy	0.197	træer
oneday	joy	0.197	en dag
scripture	joy	0.196	skriften
mountains	joy	0.194	bjerge
craziness	joy	0.188	galskab
tea	joy	0.188	te
walking	joy	0.188	gå
whiteness	joy	0.188	hvidhed
sympathetic	joy	0.188	sympatisk
forefathers	joy	0.188	forfædre
pathway	joy	0.188	vej
custom	joy	0.188	brugerdefinerede
quiet	joy	0.188	rolige
liquor	joy	0.188	spiritus
soppy	joy	0.188	soppet
patient	joy	0.186	patient
movingon	joy	0.182	komme videre
score	joy	0.182	score
dollhouse	joy	0.182	dukkehus
bath	joy	0.182	bad
supporter	joy	0.180	tilhænger
accompaniment	joy	0.179	akkompagnement
pursuit	joy	0.176	forfølgelse
outburst	joy	0.176	udbrud
frosty	joy	0.174	frost-
luncheon	joy	0.172	frokost
service	joy	0.172	service
workout	joy	0.172	træning
closure	joy	0.172	lukning
wintery	joy	0.172	vinterlig
civilized	joy	0.169	civiliseret
wages	joy	0.169	løn
december	joy	0.167	december
fain	joy	0.167	fain
glide	joy	0.162	svæve
acrobat	joy	0.162	akrobat
finally	joy	0.157	langt om længe
chai	joy	0.156	chai
obtainable	joy	0.156	opnåelig
elf	joy	0.156	nisse
peppermint	joy	0.156	pebermynte
break	joy	0.156	pause
reproductive	joy	0.156	reproduktive
stroll	joy	0.156	slentre
organization	joy	0.156	organisation
bathtub	joy	0.156	badekar
advent	joy	0.152	advent
measured	joy	0.152	målt
balm	joy	0.152	balsam
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	olier
tan	joy	0.141	tan
simple	joy	0.141	enkel
bubble	joy	0.141	boble
beer	joy	0.141	øl
green	joy	0.137	grøn
makingdisciples	joy	0.136	gøre disciple
buss	joy	0.136	bus
books	joy	0.136	bøger
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	strømme
silence	joy	0.127	stilhed
bookstore	joy	0.125	boghandel
solitude	joy	0.125	ensomhed
roadster	joy	0.125	roadster
circumstances	joy	0.125	omstændigheder
wine	joy	0.125	vin
soak	joy	0.121	blødgøres
priesthood	joy	0.121	præstedømmet
japan	joy	0.121	japan
wilderness	joy	0.121	ødemark
critical	joy	0.116	kritisk
neutral	joy	0.114	neutral
hunting	joy	0.109	jagt
sand	joy	0.109	sand
opera	joy	0.109	opera
weight	joy	0.109	vægt
wind	joy	0.109	vind
untie	joy	0.109	løsne
labor	joy	0.106	arbejdskraft
classical	joy	0.106	klassisk
lake	joy	0.103	sø
affliction	joy	0.103	lidelse
organ	joy	0.094	organ
dwelling	joy	0.094	bolig
tree	joy	0.090	træ
pond	joy	0.089	Dam
marrow	joy	0.078	marv
latte	joy	0.078	latte
sipping	joy	0.076	nipper
benign	joy	0.074	godartet
majority	joy	0.073	flertal
leaf	joy	0.065	blad
troubles	joy	0.062	problemer
basketball	joy	0.062	basketball
explosions	joy	0.061	eksplosioner
cream	joy	0.061	fløde
shepherd	joy	0.058	fårehyrde
tuesday	joy	0.047	tirsdag
turbulence	joy	0.045	turbulens
calf	joy	0.040	kalv
hardship	joy	0.031	strabadser
unhappiness	joy	0.016	ulykkelighed
sixty	joy	0.016	tres
mourning	sadness	0.969	sorg
heartbreaking	sadness	0.969	hjerteskærende
tragic	sadness	0.961	tragisk
holocaust	sadness	0.953	holocaust
suicidal	sadness	0.941	selvmorderisk
misery	sadness	0.938	elendighed
massacre	sadness	0.931	massakre
euthanasia	sadness	0.927	aktiv dødshjælp
depression	sadness	0.925	depression
grieving	sadness	0.922	sørgende
bereavement	sadness	0.922	sorg
fatal	sadness	0.922	fatal
bereaved	sadness	0.920	efterladte
devastation	sadness	0.917	ødelæggelse
death	sadness	0.915	død
devastated	sadness	0.912	knust
suicide	sadness	0.912	selvmord
catastrophe	sadness	0.911	katastrofe
horrifying	sadness	0.907	rædselsvækkende
died	sadness	0.906	døde
tragedy	sadness	0.906	tragedie
depressing	sadness	0.906	deprimerende
anguish	sadness	0.902	kvaler
agony	sadness	0.900	smerte
deadly	sadness	0.898	dødelig
weeping	sadness	0.896	grædende
stillbirth	sadness	0.891	dødfødsel
deceased	sadness	0.891	afdød
murderer	sadness	0.877	morder
cancer	sadness	0.875	Kræft
dying	sadness	0.875	døende
rape	sadness	0.875	voldtage
devastating	sadness	0.875	ødelæggende
morbidity	sadness	0.864	sygelighed
sadness	sadness	0.864	sorg
execution	sadness	0.859	udførelse
traumatic	sadness	0.859	traumatisk
perish	sadness	0.859	Forsvinde
grief	sadness	0.859	sorg
abandonment	sadness	0.859	opgivelse
atrocity	sadness	0.859	grusomhed
crucifixion	sadness	0.859	korsfæstelse
depressed	sadness	0.859	deprimeret
cadaver	sadness	0.853	kadaver
treachery	sadness	0.848	forræderi
betrayed	sadness	0.848	bedraget
grieve	sadness	0.844	sørge over
suffering	sadness	0.844	lidelse
funeral	sadness	0.844	begravelse
destroyed	sadness	0.844	ødelagt
homicide	sadness	0.844	drab
hopelessness	sadness	0.844	håbløshed
slaughtering	sadness	0.844	slagtning
persecution	sadness	0.844	forfølgelse
murderous	sadness	0.844	morderisk
sorrow	sadness	0.844	sorg
miserable	sadness	0.844	elendig
sad	sadness	0.844	trist
horrific	sadness	0.844	forfærdelige
unhappiness	sadness	0.839	ulykkelighed
bloodshed	sadness	0.836	blodsudgydelse
crippled	sadness	0.836	forkrøblet
carnage	sadness	0.833	blodbad
pained	sadness	0.833	smertede
manslaughter	sadness	0.833	manddrab
unbearable	sadness	0.830	uudholdelig
stillborn	sadness	0.830	dødfødt
morbid	sadness	0.828	sygelig
annihilation	sadness	0.828	tilintetgørelse
helplessness	sadness	0.828	hjælpeløshed
mourn	sadness	0.828	sørge over
murder	sadness	0.828	mord
slavery	sadness	0.828	slaveri
abandoned	sadness	0.828	forladt
horrors	sadness	0.828	rædsler
mutilation	sadness	0.828	lemlæstelse
annihilated	sadness	0.828	udslettet
casualty	sadness	0.828	tilskadekomne
enslaved	sadness	0.828	slavegjort
sickness	sadness	0.828	sygdom
torment	sadness	0.828	pine
miscarriage	sadness	0.824	abort
starvation	sadness	0.819	sult
mournful	sadness	0.812	sørgmodig
sadly	sadness	0.812	desværre
famine	sadness	0.812	hungersnød
burial	sadness	0.812	begravelse
distraught	sadness	0.812	fortvivlet
failure	sadness	0.812	fiasko
killing	sadness	0.812	drab
despair	sadness	0.812	fortvivlelse
cruelty	sadness	0.812	grusomhed
saddens	sadness	0.812	sørger
oppression	sadness	0.812	undertrykkelse
heartache	sadness	0.812	hjertesorg
terrorism	sadness	0.812	terrorisme
disgrace	sadness	0.812	vanære
childloss	sadness	0.812	tab af børn
bloody	sadness	0.806	blodig
perishing	sadness	0.804	går til grunde
inhumanity	sadness	0.804	umenneskelighed
malignancy	sadness	0.803	malignitet
mortification	sadness	0.802	mortifikation
slave	sadness	0.797	slave
lifeless	sadness	0.797	livløs
sarcoma	sadness	0.797	sarkom
dreadfully	sadness	0.797	frygteligt
assassination	sadness	0.797	snigmord
perished	sadness	0.797	omkom
kill	sadness	0.797	dræbe
devastate	sadness	0.797	ødelægge
dreadful	sadness	0.797	forfærdelig
mortuary	sadness	0.797	lighus
leukemia	sadness	0.797	leukæmi
lethal	sadness	0.797	dødbringende
desolation	sadness	0.797	øde
gallows	sadness	0.797	galger
brokenheart	sadness	0.792	knust hjerte
banishment	sadness	0.790	forvisning
afflict	sadness	0.789	plage
disheartened	sadness	0.788	modløs
bury	sadness	0.781	begrave
terrorize	sadness	0.781	terrorisere
crying	sadness	0.781	græder
demoralized	sadness	0.781	demoraliseret
tumour	sadness	0.781	svulst
heartbreak	sadness	0.781	hjertesorg
desecration	sadness	0.781	vanhelligelse
die	sadness	0.773	dø
lynch	sadness	0.773	lynch
sufferer	sadness	0.770	lidende
fatality	sadness	0.766	dødsfald
diseased	sadness	0.766	syge
doomed	sadness	0.766	dømt
fearful	sadness	0.766	bange
destitute	sadness	0.766	nødlidende
abortion	sadness	0.766	abort
condolence	sadness	0.766	kondolence
torture	sadness	0.766	tortur
dismemberment	sadness	0.766	sønderdeling
slayer	sadness	0.766	dræber
loneliness	sadness	0.766	ensomhed
cemetery	sadness	0.766	kirkegård
moribund	sadness	0.758	døende
painfully	sadness	0.758	smertefuldt
disaster	sadness	0.758	katastrofe
depress	sadness	0.755	deprimere
condemnation	sadness	0.754	fordømmelse
obliteration	sadness	0.750	udslettelse
damnation	sadness	0.750	forbandelse
sorrowful	sadness	0.750	sorgfuld
desperation	sadness	0.750	desperation
cry	sadness	0.750	skrig
terrorist	sadness	0.750	terrorist
painful	sadness	0.750	smertefuld
abduction	sadness	0.750	bortførelse
incest	sadness	0.750	blodskam
corpse	sadness	0.750	lig
deplorable	sadness	0.750	beklageligt
pandemic	sadness	0.750	pandemi
sickening	sadness	0.750	kvalmende
hemorrhage	sadness	0.750	blødning
guilt	sadness	0.750	skyld
depressive	sadness	0.750	depressive
doomsday	sadness	0.750	dommedag
defeated	sadness	0.750	besejret
victimized	sadness	0.750	ofre
regretful	sadness	0.750	beklagende
unhappy	sadness	0.750	ulykkelig
unfairness	sadness	0.745	uretfærdighed
molestation	sadness	0.744	overgreb
abysmal	sadness	0.742	afgrundsdyb
exile	sadness	0.742	eksil
hellish	sadness	0.738	helvedes
exterminate	sadness	0.736	udrydde
destroying	sadness	0.734	ødelæggende
miserably	sadness	0.734	elendigt
disastrous	sadness	0.734	katastrofal
battered	sadness	0.734	voldsramte
morgue	sadness	0.734	lighus
assassin	sadness	0.734	snigmorder
horrid	sadness	0.734	rædselsfuldt
disgraced	sadness	0.734	vanæret
homeless	sadness	0.734	hjemløs
earthquake	sadness	0.734	jordskælv
orphan	sadness	0.734	forældreløs
slaughter	sadness	0.734	slagte
warfare	sadness	0.734	krigsførelse
betrayal	sadness	0.734	forræderi
lonesome	sadness	0.734	ensom
listless	sadness	0.729	sløv
unfortunately	sadness	0.727	desværre
emptiness	sadness	0.727	tomhed
grave	sadness	0.727	grav
alienated	sadness	0.727	fremmedgjort
fraught	sadness	0.722	fyldt
violently	sadness	0.719	voldsomt
woe	sadness	0.719	ve
heartless	sadness	0.719	hjerteløs
malicious	sadness	0.719	ondsindet
missing	sadness	0.719	mangler
paralysis	sadness	0.719	lammelse
horror	sadness	0.719	rædsel
ashamed	sadness	0.719	skamme sig
forsaken	sadness	0.719	forladt
emaciated	sadness	0.719	afmagret
atrophy	sadness	0.719	atrofi
danger	sadness	0.719	fare
pain	sadness	0.719	smerte
cripple	sadness	0.719	krøbling
cried	sadness	0.719	græd
disheartening	sadness	0.719	nedslående
leprosy	sadness	0.719	spedalskhed
demise	sadness	0.717	død
disgruntled	sadness	0.712	utilfredse
rejected	sadness	0.712	afvist
sickly	sadness	0.712	sygelig
violence	sadness	0.712	vold
torn	sadness	0.710	revet i stykker
calamity	sadness	0.709	ulykke
grim	sadness	0.708	barsk
grievous	sadness	0.704	sørgelig
deformed	sadness	0.703	deform
deformity	sadness	0.703	deformitet
punishing	sadness	0.703	straffe
hearse	sadness	0.703	ligvogn
meltdown	sadness	0.703	nedsmeltning
incurable	sadness	0.703	uhelbredelig
extinct	sadness	0.703	uddøde
victim	sadness	0.703	offer
suffocating	sadness	0.703	kvælende
tearful	sadness	0.703	tårefuldt
obit	sadness	0.703	obit
oppressor	sadness	0.703	undertrykker
slaughterhouse	sadness	0.703	slagteri
abandon	sadness	0.703	opgive
crushed	sadness	0.703	knust
isolation	sadness	0.703	isolation
decomposition	sadness	0.703	nedbrydning
inhuman	sadness	0.703	umenneskelig
disfigured	sadness	0.703	vansiret
buried	sadness	0.703	begravet
strangle	sadness	0.703	kvæle
isolate	sadness	0.703	isolere
humiliate	sadness	0.703	ydmyge
carcinoma	sadness	0.703	karcinom
hell	sadness	0.700	helvede
lifesucks	sadness	0.700	livet stinker
ruinous	sadness	0.698	ruinerende
banish	sadness	0.697	forjage
widow	sadness	0.697	enke
accursed	sadness	0.697	forbandet
ruined	sadness	0.697	ødelagt
vanished	sadness	0.695	forsvundet
displaced	sadness	0.691	fortrængt
poverty	sadness	0.690	fattigdom
hopeless	sadness	0.688	håbløs
regretting	sadness	0.688	beklager
widower	sadness	0.688	enkemand
stab	sadness	0.688	dolke
deserted	sadness	0.688	øde
insanity	sadness	0.688	sindssyge
teary	sadness	0.688	tårevækkende
hurt	sadness	0.688	gøre ondt
terminal	sadness	0.688	terminal
shooting	sadness	0.688	skydning
banished	sadness	0.688	forvist
hospice	sadness	0.688	hospice
depraved	sadness	0.688	fordærvet
nohope	sadness	0.688	intet håb
sob	sadness	0.688	hulke
imprisoned	sadness	0.688	fængslet
travesty	sadness	0.688	parodi
loss	sadness	0.688	tab
hurtful	sadness	0.688	sårende
dementia	sadness	0.688	demens
pathetic	sadness	0.688	patetisk
neglected	sadness	0.688	forsømt
epidemic	sadness	0.688	epidemi
illness	sadness	0.688	sygdom
foreveralone	sadness	0.688	forevigt alene
infidelity	sadness	0.688	utroskab
dismissal	sadness	0.686	afskedigelse
alienation	sadness	0.685	fremmedgørelse
hardship	sadness	0.685	strabadser
choke	sadness	0.682	kvæle
kidnap	sadness	0.682	kidnappe
bleeding	sadness	0.673	blødende
punished	sadness	0.672	straffet
malevolent	sadness	0.672	ondsindet
gory	sadness	0.672	blodig
wail	sadness	0.672	jamre
despairing	sadness	0.672	fortvivlet
coffin	sadness	0.672	kiste
disparage	sadness	0.672	nedsættende
missingyou	sadness	0.672	savner dig
obituary	sadness	0.672	nekrolog
deprivation	sadness	0.672	afsavn
abortive	sadness	0.672	mislykket
evil	sadness	0.672	ond
wretch	sadness	0.672	stakkel
imprisonment	sadness	0.672	fængsling
outcast	sadness	0.672	udstødt
belittle	sadness	0.672	forklejne
poison	sadness	0.672	gift
frightful	sadness	0.672	skræmmende
decomposed	sadness	0.672	nedbrudt
wretched	sadness	0.672	elendige
feelingdown	sadness	0.672	føle sig nede
disabled	sadness	0.672	handicappet
woefully	sadness	0.672	sørgeligt
barren	sadness	0.670	ufrugtbar
executioner	sadness	0.667	bøddel
poisoned	sadness	0.667	forgiftet
disease	sadness	0.665	sygdom
oppress	sadness	0.664	undertrykke
disembodied	sadness	0.660	aflegemer
steal	sadness	0.656	stjæle
jail	sadness	0.656	fængsel
dreary	sadness	0.656	trist
shitty	sadness	0.656	lorte
ailing	sadness	0.656	skrantende
polio	sadness	0.656	polio
blighted	sadness	0.656	ødelagt
hate	sadness	0.656	had
demonic	sadness	0.656	dæmonisk
weep	sadness	0.656	græde
lamenting	sadness	0.656	beklagende
ruin	sadness	0.656	ruin
bleak	sadness	0.656	dyster
tear	sadness	0.656	tåre
peril	sadness	0.656	fare
casket	sadness	0.656	skrin
mangle	sadness	0.656	mangle
lonely	sadness	0.656	ensom
carcass	sadness	0.653	slagtekrop
cowardice	sadness	0.652	fejhed
regretted	sadness	0.652	fortrudt
beating	sadness	0.652	prygl
disability	sadness	0.648	handicap
affliction	sadness	0.645	lidelse
infertility	sadness	0.641	infertilitet
emergency	sadness	0.641	nødsituation
stricken	sadness	0.641	ramt
powerless	sadness	0.641	magtesløs
inequality	sadness	0.641	ulighed
poisonous	sadness	0.641	giftig
shroud	sadness	0.641	ligklæde
exorcism	sadness	0.641	eksorcisme
woeful	sadness	0.641	sørgeligt
worry	sadness	0.641	bekymre
perilous	sadness	0.641	faretruende
drown	sadness	0.641	drukne
failing	sadness	0.641	fejler
scourge	sadness	0.641	plage
hatred	sadness	0.641	had
terribly	sadness	0.641	forfærdeligt
awful	sadness	0.641	forfærdelig
termination	sadness	0.641	afslutning
sinful	sadness	0.641	syndig
incarceration	sadness	0.641	fængsling
psychosis	sadness	0.638	psykose
lament	sadness	0.636	beklage
demolish	sadness	0.636	nedrive
dismay	sadness	0.636	forfærdelse
disappointed	sadness	0.636	skuffet
burdensome	sadness	0.634	tyngende
mausoleum	sadness	0.630	mausoleum
shattered	sadness	0.630	knust
dishonor	sadness	0.625	vanære
forlorn	sadness	0.625	fortabt
posthumous	sadness	0.625	posthumt
disappointing	sadness	0.625	skuffende
lost	sadness	0.625	faret vild
hurting	sadness	0.625	gør ondt
oppressive	sadness	0.625	undertrykkende
regret	sadness	0.625	fortryde
terminate	sadness	0.625	opsige
duress	sadness	0.625	tvang
wound	sadness	0.625	sår
palsy	sadness	0.625	parese
cursed	sadness	0.625	forbandet
schizophrenia	sadness	0.625	skizofreni
insurmountable	sadness	0.625	uoverkommelig
deteriorate	sadness	0.625	forringes
abuse	sadness	0.625	misbrug
undesired	sadness	0.625	uønsket
tyrant	sadness	0.625	tyrann
gloom	sadness	0.625	dysterhed
bitterly	sadness	0.625	bittert
impotence	sadness	0.625	impotens
wrecked	sadness	0.625	ødelagt
demolished	sadness	0.625	nedrevet
soulless	sadness	0.623	sjælløs
divorce	sadness	0.623	skilsmisse
cremation	sadness	0.621	kremation
worried	sadness	0.621	bekymret
bomb	sadness	0.621	bombe
plight	sadness	0.621	situation
forsake	sadness	0.621	Svigte
melancholy	sadness	0.621	melankoli
unforgiving	sadness	0.612	utilgivelig
sepsis	sadness	0.611	sepsis
guilty	sadness	0.609	skyldig
debacle	sadness	0.609	debacle
ugliness	sadness	0.609	grimhed
degrading	sadness	0.609	nedværdigende
cruel	sadness	0.609	grusom
faithless	sadness	0.609	troløse
worthless	sadness	0.609	værdiløs
shatter	sadness	0.609	splintre
excluded	sadness	0.609	udelukket
injure	sadness	0.609	beskadige
breakup	sadness	0.609	slå op
disparaging	sadness	0.609	nedsættende
injured	sadness	0.609	såret
shameful	sadness	0.609	skammeligt
gore	sadness	0.609	gore
derogatory	sadness	0.609	nedsættende
disappoint	sadness	0.609	skuffe
irreparable	sadness	0.609	uoprettelig
bankrupt	sadness	0.609	bankerot
fearfully	sadness	0.609	frygtsomt
alcoholism	sadness	0.609	alkoholisme
shackle	sadness	0.609	lænke
languishing	sadness	0.609	sygnende
sinner	sadness	0.609	synder
dilapidated	sadness	0.609	faldefærdig
dire	sadness	0.609	forfærdeligt
sacrifices	sadness	0.609	ofre
crushing	sadness	0.609	knusende
subjugation	sadness	0.609	underkastelse
overwhelmed	sadness	0.609	overvældet
curse	sadness	0.608	forbande
anthrax	sadness	0.600	miltbrand
alone	sadness	0.600	alene
robbery	sadness	0.600	røveri
angst	sadness	0.598	angst
bawl	sadness	0.594	brøle
deportation	sadness	0.594	udvisning
broken	sadness	0.594	gået i stykker
obliterate	sadness	0.594	udslette
petloss	sadness	0.594	tab af kæledyr
condolences	sadness	0.594	kondolence
downfall	sadness	0.594	fald
prison	sadness	0.594	fængsel
chaos	sadness	0.594	kaos
abyss	sadness	0.594	afgrunden
disappointment	sadness	0.594	skuffelse
helpless	sadness	0.594	hjælpeløs
somber	sadness	0.594	dystert
crumbling	sadness	0.594	smuldre
violation	sadness	0.594	krænkelse
poaching	sadness	0.594	krybskytteri
nothingness	sadness	0.594	intethed
eviction	sadness	0.594	udsættelse
losing	sadness	0.594	tabe
shame	sadness	0.594	skam
vendetta	sadness	0.594	hævn
crypt	sadness	0.594	krypt
contaminated	sadness	0.594	forurenet
martyrdom	sadness	0.594	martyrium
irreconcilable	sadness	0.594	uforenelige
ill	sadness	0.594	syg
deprived	sadness	0.594	frataget
distress	sadness	0.594	nød
offender	sadness	0.594	gerningsmand
betray	sadness	0.594	forråde
longing	sadness	0.594	længes efter
remorse	sadness	0.594	anger
captivity	sadness	0.594	fangenskab
demon	sadness	0.594	dæmon
dysentery	sadness	0.593	dysenteri
melancholic	sadness	0.591	melankolsk
blight	sadness	0.591	skimmelsvamp
rupture	sadness	0.588	brud
traitor	sadness	0.588	forræder
haggard	sadness	0.587	udslidt
lie	sadness	0.585	ligge
cholera	sadness	0.583	kolera
unwell	sadness	0.578	utilpas
undesirable	sadness	0.578	uønsket
denied	sadness	0.578	nægtet
whine	sadness	0.578	klynke
humiliation	sadness	0.578	ydmygelse
terrible	sadness	0.578	forfærdeligt
bully	sadness	0.578	Bølle
damage	sadness	0.578	skade
turmoil	sadness	0.578	oprør
bitterness	sadness	0.578	bitterhed
interment	sadness	0.578	bisættelse
gloomy	sadness	0.578	dyster
degeneracy	sadness	0.578	degeneration
immoral	sadness	0.578	umoralsk
harmful	sadness	0.578	skadelig
sordid	sadness	0.578	elendigt
frighten	sadness	0.578	skræmme
discrimination	sadness	0.578	forskelsbehandling
