English Word	Emotion	Emotion-Intensity-Score	Somali Word
helmet	fear	0.094	koofiyadda
confident	fear	0.094	kalsooni
counsellor	fear	0.094	lataliye
northeast	fear	0.088	waqooyi bari
graduation	fear	0.078	qalin-jabin
compassion	fear	0.078	naxariista
nurture	fear	0.078	korin
graded	fear	0.075	darajeeyey
mum	fear	0.070	hooyo
infant	fear	0.067	dhallaan
journey	fear	0.062	safar
parade	fear	0.062	dhoolatus
gradschool	fear	0.062	dugsiga sare
civilian	fear	0.062	shacab
cloudiness	fear	0.062	daruuro
cash	fear	0.062	lacag caddaan ah
civilians	fear	0.062	shicib
guidelines	fear	0.062	tilmaamaha
soulmate	fear	0.062	naf-wadaag
youth	fear	0.062	dhalinyarada
opera	fear	0.057	opera
synonymous	fear	0.056	la mid ah
honest	fear	0.047	daacad ah
praying	fear	0.047	tukanaya
intelligence	fear	0.038	garaadka
volunteer	fear	0.031	iskaa wax u qabso
romance	fear	0.031	jaceylka
lines	fear	0.031	khadadka
obey	fear	0.016	addeecid
happiest	joy	0.986	ugu faraxsan
happiness	joy	0.984	farxad
bliss	joy	0.971	farxad
celebrating	joy	0.970	u dabaal degaya
jubilant	joy	0.969	farxay
ecstatic	joy	0.954	farxay
elation	joy	0.944	farxad
beaming	joy	0.938	dhalaalid
bestdayever	joy	0.938	maalin wanaagsan
loveee	joy	0.932	loveee
celebration	joy	0.929	dabbaaldegid
awesomeness	joy	0.926	cabsida
joy	joy	0.924	farxad
joyous	joy	0.922	farxad leh
fabulous	joy	0.922	cajiib ah
happily	joy	0.922	farxad
excitement	joy	0.922	xamaasad
exuberance	joy	0.922	raynrayn
makesmehappy	joy	0.922	ka farxisa
euphoria	joy	0.922	farxad
lovee	joy	0.920	jacayl
gratitude	joy	0.914	mahad
happydance	joy	0.912	farxad
merriment	joy	0.912	farxad
spectacular	joy	0.912	cajiib ah
overjoyed	joy	0.909	aad u faraxsan
purebliss	joy	0.909	daahirnimo
triumphant	joy	0.907	liibaanay
ecstasy	joy	0.906	farxad
lovelovelove	joy	0.906	lovelovelove
cheerful	joy	0.906	farxad leh
cheer	joy	0.897	farxad
elated	joy	0.894	farxay
peaceofmind	joy	0.891	maskaxda nabadda
jolly	joy	0.891	kaftan
delighted	joy	0.891	faraxsan
lovethis	joy	0.891	lovethis
excitation	joy	0.891	kicin
exhilaration	joy	0.891	raynrayn
pleasures	joy	0.891	raaxada
laugh	joy	0.891	qosol
marvelously	joy	0.881	yaab leh
loving	joy	0.879	jecel
joyful	joy	0.879	farxad leh
blissful	joy	0.879	liibaanay
outstanding	joy	0.879	heersare ah
pleasurable	joy	0.877	lagu farxo
lovinglife	joy	0.875	nolol jacayl
enthusiastic	joy	0.875	xamaasad leh
glee	joy	0.875	farxad
iloveher	joy	0.875	waan jeclahay iyada
yaaaay	joy	0.875	yaaay
overthemoon	joy	0.875	dayax dhaafid
happyplace	joy	0.875	meel farxadeed
sohappy	joy	0.868	faraxsan
superb	joy	0.864	heer sare ah
woohoo	joy	0.864	woohoo
laughing	joy	0.864	qosol
wonderful	joy	0.863	cajiib
hooray	joy	0.859	horee
loved	joy	0.859	jeclaaday
tearsofjoy	joy	0.859	ilmada farxadda
hallelujah	joy	0.859	allaah
magnificent	joy	0.859	qurux badan
glory	joy	0.859	ammaanta
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	dhalaalaya
celebrated	joy	0.859	dabaal degay
cheering	joy	0.859	farxad
yayyyy	joy	0.859	yay
heavenly	joy	0.853	jannada
exciting	joy	0.853	xiiso leh
thrilled	joy	0.851	faraxsan
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hooho
celebrate	joy	0.844	dabaaldeg
wonderfully	joy	0.844	cajiib ah
blessing	joy	0.844	duco
favoriteholiday	joy	0.844	Fasaxa la jecel yahay
paradise	joy	0.833	janno
marvellous	joy	0.833	yaab leh
festive	joy	0.833	xaflado
sweetness	joy	0.833	macaan
blessed	joy	0.833	barakeeyey
celebrations	joy	0.833	dabbaaldegyo
compliment	joy	0.831	bogaadin
smiling	joy	0.828	dhoola cadeynaya
allsmiles	joy	0.828	dhoola cadeyn
love	joy	0.828	jacayl
enchanting	joy	0.828	sixraya
homesweethome	joy	0.826	guriga macaan
thankyougod	joy	0.824	mahadsanid
marvelous	joy	0.824	yaab leh
laughter	joy	0.824	qosol
goodmood	joy	0.819	niyad wanaag
goodness	joy	0.818	wanaag
excellence	joy	0.818	heer sare
sensational	joy	0.818	dareen leh
joys	joy	0.818	farxad
delightful	joy	0.818	cajiib ah
excited	joy	0.818	faraxsan
rejoicing	joy	0.818	raynrayn
happyheart	joy	0.818	qalbi faraxsan
celebratory	joy	0.818	dabbaaldegga
greatful	joy	0.816	weyn
jovial	joy	0.814	kaftan
rejoice	joy	0.812	farxa
splendid	joy	0.812	qurux badan
enjoy	joy	0.812	ku raaxayso
smiley	joy	0.812	dhoola cadeyn
glorious	joy	0.812	sharaf leh
victorious	joy	0.812	guul leh
lovemaking	joy	0.812	jacayl samayn
bonanza	joy	0.812	bonanza
greatday	joy	0.812	maalin weyn
excellent	joy	0.812	heer sare ah
goodtimes	joy	0.811	waqtiyo wacan
whatmakesmesmile	joy	0.811	maxa ka dhigaysa
happyday	joy	0.809	farxad
myfavorite	joy	0.804	aan jeclaa
thankyoulord	joy	0.803	mahadsanid
gladness	joy	0.803	farxad
yayyy	joy	0.803	yay
yeahhhh	joy	0.803	haahhh
pleasure	joy	0.803	raaxo
giggle	joy	0.802	giijis
happier	joy	0.797	ka farxad badan
lovemylife	joy	0.797	noloshayda jacaylka
magnificence	joy	0.797	haybad
happytweet	joy	0.797	Happytweet
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	haa
dancing	joy	0.797	qoob ka ciyaarka
success	joy	0.797	guul
grateful	joy	0.789	mahadsanid
amuse	joy	0.788	maaweelo
splendor	joy	0.788	qurux
happy	joy	0.788	faraxsan
fun	joy	0.788	madadaalo
giggling	joy	0.781	qoslaya
glad	joy	0.781	faraxsan
glorify	joy	0.781	ammaani
radiant	joy	0.781	dhalaalaysa
beautiful	joy	0.781	qurux badan
solucky	joy	0.781	caajisnimo
sothankful	joy	0.781	mahadsanid
enchanted	joy	0.781	sixray
romance	joy	0.779	jaceylka
perfection	joy	0.779	kaamilnimo
christmassy	joy	0.779	kirismaska
heavens	joy	0.779	jannada
thrilling	joy	0.776	xiiso leh
lovable	joy	0.773	la jecel yahay
congrats	joy	0.773	hambalyo
fiesta	joy	0.773	fiista
entertain	joy	0.773	maaweelo
happyvalentinesday	joy	0.773	Happyvalentinesday
miraculous	joy	0.773	mucjiso
cheers	joy	0.773	farxad
cheered	joy	0.773	farxay
positivity	joy	0.773	togan
funday	joy	0.772	funday
enjoying	joy	0.771	ku raaxaysanaya
lifeisgood	joy	0.766	noloshu waa wanaagsan tahay
amused	joy	0.766	maaweelo
goodfeeling	joy	0.766	dareen fiican
christmasspirit	joy	0.766	kirismaska
cuddling	joy	0.766	koolkoolin
smiles	joy	0.766	dhoola cadeynaya
sosweet	joy	0.766	aad u macaan
thebest	joy	0.766	ugu fiican
party	joy	0.765	xaflad
delight	joy	0.765	farxad
orgasm	joy	0.765	kacsi
positive	joy	0.761	togan
sweetheart	joy	0.758	macaanto
enlighten	joy	0.758	iftiimin
cheerfulness	joy	0.758	farxad
miracles	joy	0.758	mucjisooyin
giddy	joy	0.757	caajisnimo
christmastime	joy	0.757	kirismaska
gratify	joy	0.750	ku qanacdo
greatness	joy	0.750	haybad
friendliness	joy	0.750	saaxiibtinimo
blessings	joy	0.750	duco
laughs	joy	0.750	qosol
tistheseason	joy	0.750	xilli-xilliyeedka
smile	joy	0.750	dhoola cadeyn
pleasing	joy	0.750	lagu farxo
romantic	joy	0.750	jaceyl
happyholidays	joy	0.750	Fasax wanagsan
frolic	joy	0.748	baaluq
jubilee	joy	0.742	jubilee
miracle	joy	0.742	mucjiso
enthusiasm	joy	0.742	xamaasad
selflove	joy	0.742	isjecel
triumph	joy	0.742	guul
magical	joy	0.742	sixir
rewarding	joy	0.742	abaal marin
goodvibes	joy	0.742	wanaag
positiveenergy	joy	0.742	tamarta togan
feelgood	joy	0.736	dareen wanaagsan
prosperity	joy	0.735	barwaaqo
behappy	joy	0.734	faraxsan
admiration	joy	0.734	majeerteen
passionate	joy	0.734	xamaasad leh
goodday	joy	0.734	maalin wanaagsan
luxurious	joy	0.734	raaxo leh
tgif	joy	0.734	tgif
victory	joy	0.734	guul
feelinggood	joy	0.734	dareen wanaagsan
enchant	joy	0.734	sixran
greatnight	joy	0.734	habeen weyn
vivacious	joy	0.734	noole
glorification	joy	0.733	ammaanid
sing	joy	0.729	hees
glowing	joy	0.729	dhalaalaya
yessss	joy	0.728	yesss
fulfillment	joy	0.728	buuxin
breathtaking	joy	0.728	neefsasho
thankful	joy	0.727	mahadsanid
cheery	joy	0.727	farxad
santa	joy	0.727	santa
hurrah	joy	0.727	hurray
christmasbreak	joy	0.727	Christmas-ka
win	joy	0.727	guulayso
atpeace	joy	0.727	nabad gelyo
award	joy	0.727	abaal-marin
merry	joy	0.727	faraxsan
inspiration	joy	0.725	waxyi
radiance	joy	0.725	dhalaalid
pleased	joy	0.725	ku faraxsan
uplift	joy	0.723	kor u qaadid
optimistic	joy	0.723	yididiilo leh
heaven	joy	0.721	jannada
lucky	joy	0.721	nasiib badan
godisgreat	joy	0.721	ilaahyow
holidays	joy	0.721	ciidaha
thrill	joy	0.721	farxad
congratulatory	joy	0.719	hambalyo
thriving	joy	0.719	kobcaya
amusement	joy	0.719	maaweelo
perfect	joy	0.719	kaamil ah
lover	joy	0.719	gacaliye
xmas	joy	0.719	xmas
heartfelt	joy	0.719	qalbi jab
utopian	joy	0.719	Utopian
lovely	joy	0.719	qurux badan
harmony	joy	0.719	wada noolaansho
praising	joy	0.719	ammaanaya
brighten	joy	0.719	iftiimaya
luckiest	joy	0.712	ugu nasiib badan
merrychristmas	joy	0.712	Christmas-ka
magic	joy	0.712	sixir
achievement	joy	0.712	guul
yay	joy	0.712	yay
holiday	joy	0.712	fasax
treasures	joy	0.712	khasnado
luxury	joy	0.712	raaxo
bestfeeling	joy	0.712	dareen wanaagsan
intimate	joy	0.710	dhow
soblessed	joy	0.706	murugaysan
yaaay	joy	0.706	yaaay
rave	joy	0.706	hanuunin
chuckle	joy	0.706	qosol
proud	joy	0.704	faan
winning	joy	0.703	guulaysta
cherish	joy	0.703	qadarin
goodnews	joy	0.703	War wanaagsan
fuckyeah	joy	0.703	fuckyeh
optimism	joy	0.703	yididiilo
amazingly	joy	0.703	yaab leh
lovelife	joy	0.703	nolosha jacaylka
truelove	joy	0.703	jacayl run
beautification	joy	0.703	qurxinta
satisfying	joy	0.703	qancin
appreciates	joy	0.703	qadarin
cuddled	joy	0.703	koolkoolin
goodlife	joy	0.703	nolol wanaagsan
gooood	joy	0.703	gooood
sweetest	joy	0.703	ugu macaan
yaay	joy	0.700	yay
entertained	joy	0.700	maaweelo
excite	joy	0.697	xamaasad
newbeginnings	joy	0.693	bilow cusub
praisejesus	joy	0.691	mahad ciise
birthday	joy	0.691	dhalasho
greatfriends	joy	0.688	saaxiibo waaweyn
adoration	joy	0.688	caabudid
godsend	joy	0.688	ilaahow
favorite	joy	0.688	jecel yahay
content	joy	0.688	nuxurka
entertaining	joy	0.688	madadaalo
honored	joy	0.688	sharaf leh
metime	joy	0.688	waqti
exquisite	joy	0.688	cajiib ah
holidayseason	joy	0.688	xilliga fasaxa
thankyoujesus	joy	0.688	mahadsanid
angelic	joy	0.688	malaa'ig
goodhealth	joy	0.682	caafimaad wanaagsan
majestic	joy	0.682	haybad
luscious	joy	0.682	macaan
memoriesiwontforget	joy	0.682	xusuusta ilaawin
bestfriends	joy	0.682	saaxiibo fiican
precious	joy	0.682	qaali ah
appreciated	joy	0.682	mahadiyay
exaltation	joy	0.682	sarraysiin
smiled	joy	0.682	dhoola cadeyn
brightens	joy	0.682	iftiimaya
tranquility	joy	0.679	xasilloonida
marry	joy	0.676	guurso
embrace	joy	0.676	isku duubni
positively	joy	0.676	si togan
grin	joy	0.672	dhoola cadeyn
hug	joy	0.672	habsiin
hilarious	joy	0.672	qosol badan
dearest	joy	0.672	ugu qaalisan
contentment	joy	0.672	qanacsanaansho
accomplished	joy	0.672	dhammaatay
relaxation	joy	0.672	nasasho
bday	joy	0.672	bday
enliven	joy	0.672	noolayn
weeeee	joy	0.672	weeee
giggles	joy	0.672	gilgila
fulfilled	joy	0.667	oofiyey
bountiful	joy	0.667	deeqsinimo leh
victor	joy	0.667	guulwade
adore	joy	0.667	jecel
boisterous	joy	0.667	qaylo badan
fulfill	joy	0.664	buuxiyo
cuddles	joy	0.662	koolkoolin
prosperous	joy	0.660	barwaaqaysan
appreciation	joy	0.656	qaddarin
serenity	joy	0.656	xasilooni
happynewyear	joy	0.656	sanadka cusub
humor	joy	0.656	kaftan
satisfy	joy	0.656	qanci
besties	joy	0.656	akhyaarta
encouraged	joy	0.656	dhiirigeliyay
captivate	joy	0.656	soo jiidasho leh
christmaseve	joy	0.656	Habeenka krismaska
glow	joy	0.656	dhalaalid
romanticism	joy	0.656	jaceylka
innerpeace	joy	0.656	innerpeace
pleasant	joy	0.656	wacan
praises	joy	0.652	amaano
abundance	joy	0.652	faro badan
fortunes	joy	0.652	nasiib
engaged	joy	0.652	ku hawlan
praised	joy	0.652	ammaanay
relaxing	joy	0.652	nasasho
treasure	joy	0.652	hanti
satisfaction	joy	0.652	ku qanacsanaansho
nothingbetter	joy	0.647	wax ka roon
affection	joy	0.647	kalgacal
relieved	joy	0.647	nafistay
complement	joy	0.647	dhamaystirid
carnival	joy	0.643	carnival
priceless	joy	0.641	aan qiimo lahayn
uplifting	joy	0.641	kor u qaadaya
sensuality	joy	0.641	dareen
saintly	joy	0.641	awliyo
champion	joy	0.641	horyaalka
thanksgiving	joy	0.641	mahadnaqid
harmoniously	joy	0.641	si isku mid ah
wedding	joy	0.641	aroos
achieve	joy	0.641	gaadhaan
divine	joy	0.641	rabaani ah
jackpot	joy	0.641	Ghanna
honeymoon	joy	0.636	bisha malabka
exalt	joy	0.636	sarraysiiya
twinkle	joy	0.636	dhalaalid
comforting	joy	0.636	nasteexo
felicity	joy	0.636	raaxaysi
peaceful	joy	0.636	nabad
climax	joy	0.636	ugu sarreysa
winner	joy	0.636	guulayste
reverie	joy	0.636	reverie
yayy	joy	0.636	yay
cuddle	joy	0.636	koolkoolin
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	xiddigo
festival	joy	0.625	Dabaaldag
sweet	joy	0.625	macaan
generosity	joy	0.625	deeqsinimo
brighter	joy	0.625	dhalaal badan
praisegod	joy	0.625	mahad ilaahay
gorgeous	joy	0.625	qurux badan
hearts	joy	0.625	quluubta
amusing	joy	0.625	madadaalo
fondness	joy	0.625	kalgacal
snuggling	joy	0.625	dhuuqid
reward	joy	0.625	abaalmarin
sex	joy	0.622	galmada
kind	joy	0.621	naxariis leh
genial	joy	0.621	caarada
parade	joy	0.621	dhoolatus
applause	joy	0.621	sacab
beauty	joy	0.621	qurux
fulfilling	joy	0.618	buuxinaya
aspiring	joy	0.618	hammiyi
newlife	joy	0.618	nolol cusub
godbless	joy	0.616	Ilaah ha barakeeyo
virtuous	joy	0.613	wanaagsan
kiss	joy	0.610	dhunkasho
christmas	joy	0.609	kirismaska
rainbows	joy	0.609	qaanso-roobaadyada
elegance	joy	0.609	xarrago
generous	joy	0.609	deeqsinimo
super	joy	0.609	super
playful	joy	0.609	cayaareed
enlightenment	joy	0.609	iftiimin
praiseworthy	joy	0.609	mahad leh
awards	joy	0.609	abaalmarino
adorable	joy	0.609	qurux badan
rekindle	joy	0.609	dib u kicin
winnings	joy	0.609	guulaysta
independence	joy	0.607	madaxbannaanida
amour	joy	0.607	amor
kindness	joy	0.606	naxariista
surprises	joy	0.606	yaabab
heheh	joy	0.606	heheh
hilarity	joy	0.606	kaftan
wonder	joy	0.606	yaab
freely	joy	0.606	si xor ah
successful	joy	0.606	guul
inspired	joy	0.606	waxyoonay
onelove	joy	0.606	hal jacayl
whimsical	joy	0.603	qosol leh
entertainment	joy	0.603	madadaalo
passion	joy	0.603	xamaasad
stressfree	joy	0.601	stress-free
beautify	joy	0.601	qurxi
sunrise	joy	0.600	qorrax ka soo baxa
godisgood	joy	0.597	Godisgood
goodmusic	joy	0.594	music wanaagsan
revere	joy	0.594	ixtiraam
whoo	joy	0.594	kuye
fanfare	joy	0.594	fanfare
inspire	joy	0.594	dhiirigelin
angel	joy	0.594	malag
thankgod	joy	0.594	mahad Ilaah
goodies	joy	0.594	wanaag
jesus	joy	0.594	ciise
accomplishment	joy	0.594	wax qabad
snuggled	joy	0.594	dhuuqay
peacefully	joy	0.594	si nabad ah
flirt	joy	0.594	haasaawaha
friendship	joy	0.591	saaxiibtinimo
singing	joy	0.591	heeso
heroic	joy	0.591	geesinimo
exalted	joy	0.591	sarraysa
fortune	joy	0.591	nasiib
highest	joy	0.591	ugu sarreeya
summer	joy	0.591	xagaaga
contented	joy	0.588	ku qanacsan
rollicking	joy	0.588	rogrogasho
overflowing	joy	0.588	qulqulaya
woot	joy	0.588	woot
accolade	joy	0.586	bogaadin
hope	joy	0.586	rajo
cozy	joy	0.583	raaxo leh
delicious	joy	0.579	macaan
raving	joy	0.578	xamaasad
thelife	joy	0.578	nolosha
darling	joy	0.578	gacaliso
sensuous	joy	0.578	dareen leh
picturesque	joy	0.578	qurux badan
friendly	joy	0.578	saaxiibtinimo
everlasting	joy	0.578	waarta
praise	joy	0.578	ammaan
ambition	joy	0.578	hami
sparkle	joy	0.577	dhalaalid
sensual	joy	0.576	dareen leh
peace	joy	0.576	nabad
flattering	joy	0.576	sasabasho
grace	joy	0.576	nimco
luckygirl	joy	0.576	Gabar nasiib badan
heroism	joy	0.576	geesinimo
succeeding	joy	0.576	guulaysato
yeahhh	joy	0.576	haahhh
special	joy	0.574	gaar ah
livelife	joy	0.574	nolosha
tantalizing	joy	0.572	dhalanteed
pumped	joy	0.567	bamgareeyay
yey	joy	0.562	yey
surprise	joy	0.562	yaab
sunny	joy	0.562	qorrax leh
prevail	joy	0.562	ka adkaan
revels	joy	0.562	riwaayado
humorous	joy	0.562	kaftan badan
sweets	joy	0.562	macmacaanka
liking	joy	0.562	jecel
admirable	joy	0.562	la yaab leh
superstar	joy	0.562	xiddig weyn
relax	joy	0.562	naso
prosper	joy	0.562	barwaaqaysan
hero	joy	0.562	geesi
hugs	joy	0.562	habsiin
worthwhile	joy	0.562	qiimo leh
newyear	joy	0.561	sanad cusub
tenderness	joy	0.561	danqasho
bless	joy	0.561	duco
favorable	joy	0.561	wanaagsan
freedom	joy	0.561	xorriyadda
masterpiece	joy	0.561	farshaxanka
dreams	joy	0.559	riyooyin
hopeful	joy	0.559	rajo leh
home	joy	0.559	guriga
cruising	joy	0.556	socdaalid
gracias	joy	0.554	gracias
faithfulness	joy	0.553	aaminnimo
eagerness	joy	0.552	rabitaan
closeness	joy	0.552	isu soo dhawaansho
sunshine	joy	0.551	qorraxdu
comfy	joy	0.551	raaxo leh
vacation	joy	0.547	fasax
celestial	joy	0.547	samada
good	joy	0.547	wanaagsan
elite	joy	0.547	akhyaar
illuminate	joy	0.547	iftiimin
confidence	joy	0.547	kalsooni
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	inanta
lifted	joy	0.547	kor loo qaaday
goodmorning	joy	0.547	subax wanaagsan
zeal	joy	0.547	xamaasad
gifts	joy	0.547	hadiyado
gift	joy	0.547	hadyad
astonishment	joy	0.547	amakaag
heart	joy	0.547	wadnaha
completion	joy	0.547	dhamaystirid
bonus	joy	0.547	gunno
charmed	joy	0.546	soo jiidasho leh
dance	joy	0.545	qoob ka ciyaar
sublime	joy	0.545	heersare ah
recreation	joy	0.545	madadaalada
encouragement	joy	0.545	dhiirigelin
god	joy	0.545	ilaah
gush	joy	0.545	guf
freshstart	joy	0.544	bilow cusub
free	joy	0.544	bilaasha
savior	joy	0.543	badbaadiye
sanctuary	joy	0.541	meesha quduuska ah
grandchildren	joy	0.540	dhaleen
wellness	joy	0.537	fayoobid
revel	joy	0.534	mucjiso
music	joy	0.531	muusik
fab	joy	0.531	fab
bridal	joy	0.531	aroosad
soar	joy	0.531	kor u qaad
alive	joy	0.531	nool
money	joy	0.531	lacag
soothing	joy	0.531	nasteexo
serene	joy	0.531	xasilloon
holiness	joy	0.531	quduusnimada
inspirational	joy	0.531	dhiirigelin leh
matrimony	joy	0.531	guur
dayoff	joy	0.531	maalin fasax
savor	joy	0.531	dhadhan
vitality	joy	0.531	firfircooni
confident	joy	0.531	kalsooni
firstborn	joy	0.531	curad
rainbow	joy	0.531	qaanso-roobaad
liberation	joy	0.531	xorayn
elegant	joy	0.530	xarrago leh
mastery	joy	0.530	awood
glimmer	joy	0.530	dhalaalid
illumination	joy	0.530	iftiimin
blossom	joy	0.530	ubaxu
warmth	joy	0.530	diirimaadka
welcomed	joy	0.530	soo dhoweeyey
treat	joy	0.529	daweyn
faithful	joy	0.529	aamin
snuggles	joy	0.522	dhuudhuuban
laurels	joy	0.521	dharbaaxo
commendable	joy	0.519	amaan mudan
succeed	joy	0.516	guulayso
jingle	joy	0.516	jingle
zest	joy	0.516	xamaasad
noschool	joy	0.516	iskoolka
brotherly	joy	0.516	walaalnimo
silly	joy	0.516	nacasnimo
abundant	joy	0.516	badan
fancy	joy	0.516	qurux badan
resplendent	joy	0.516	dhalaalaya
strengthening	joy	0.516	xoojinta
presents	joy	0.516	hadiyado
pride	joy	0.516	kibir
almighty	joy	0.516	awood leh
powerful	joy	0.516	awood leh
aspire	joy	0.516	hammi
remarkable	joy	0.516	cajiib ah
greeted	joy	0.516	salaamay
thanking	joy	0.515	mahadsanid
cutie	joy	0.515	cutie
kudos	joy	0.515	mahad
therapeutic	joy	0.515	daweyn
zen	joy	0.515	zen
coronation	joy	0.515	caleemo saarka
complete	joy	0.515	dhamaystiran
shining	joy	0.515	dhalaalaya
spirit	joy	0.515	ruux
princely	joy	0.515	amiir ahaan
vivid	joy	0.515	cad
comfort	joy	0.515	raaxada
leisure	joy	0.515	firaaqo
reunited	joy	0.515	dib u midoobay
kid	joy	0.515	ilmo
newme	joy	0.515	cusub
payday	joy	0.515	lacag bixin
animated	joy	0.515	noole
familytime	joy	0.515	wakhtiga qoyska
relationship	joy	0.514	xiriirka
godly	joy	0.514	cibaado leh
marriage	joy	0.514	guur
daymade	joy	0.514	dharaarsame
spouse	joy	0.507	xaaska
intimately	joy	0.507	si dhow
respect	joy	0.500	ixtiraam
bloom	joy	0.500	ubax
purr	joy	0.500	purr
carefree	joy	0.500	taxadar la'aan
nature	joy	0.500	dabeecadda
encourage	joy	0.500	dhiiri galin
soulful	joy	0.500	nafta leh
refreshed	joy	0.500	dib u cusbooneysiiyay
family	joy	0.500	qoyska
gem	joy	0.500	jawharad
meritorious	joy	0.500	mudnaan leh
achieved	joy	0.500	la gaaray
motherhood	joy	0.500	hooyonimo
holyspirit	joy	0.500	ruuxa quduuska ah
surreal	joy	0.500	is dhiibid
charitable	joy	0.500	samafal
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	diiqada
erotic	joy	0.500	kacsi
inviting	joy	0.500	martiqaadid
baby	joy	0.500	dhallaan
dignity	joy	0.500	sharafta
satisfied	joy	0.500	ku qanacsan
visionary	joy	0.500	aragti dheer
memorable	joy	0.500	xusuus leh
veracity	joy	0.500	runnimada
healthy	joy	0.500	caafimaad qaba
welcoming	joy	0.500	soo dhawayn
diamond	joy	0.500	dheeman
christ	joy	0.500	Masiix
beach	joy	0.500	xeebta
accomplish	joy	0.500	dhammayn
friends	joy	0.500	asxaabta
excel	joy	0.500	heer sare
health	joy	0.493	caafimaadka
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	ansixiyay
oasis	joy	0.486	oasis
liberty	joy	0.486	xorriyadda
crowning	joy	0.485	taaj
aspiration	joy	0.485	hammi
privileged	joy	0.485	mudnaanta leh
crescendo	joy	0.485	crescendo
rapture	joy	0.485	rayrayn
liberate	joy	0.485	xoreeyo
nocomplaints	joy	0.485	cabasho la'aan
prestige	joy	0.485	haybad
bounty	joy	0.485	deeqsi
gentle	joy	0.485	debecsanaan
inseparable	joy	0.485	aan la kala saari karin
engaging	joy	0.485	mashquulin
loyal	joy	0.485	daacad
betrothed	joy	0.485	guursaday
transcendence	joy	0.484	dhaafid
selfworth	joy	0.484	is-qiimeyn
yummy	joy	0.484	macaan
datenight	joy	0.484	habeenimadii
destiny	joy	0.484	qaddar
heyday	joy	0.484	heyday
aloha	joy	0.484	allaah
desire	joy	0.484	rabitaan
dream	joy	0.484	riyo
luck	joy	0.484	nasiib
fete	joy	0.484	fete
trophy	joy	0.484	koob
bouquet	joy	0.484	bouquet
chocolate	joy	0.484	shukulaatada
creativity	joy	0.484	hal-abuurnimo
boyfriend	joy	0.480	saaxiib
commemoration	joy	0.479	xuska
intelligence	joy	0.477	garaadka
readiness	joy	0.473	diyaarsanaan
friend	joy	0.471	saaxiib
bride	joy	0.471	aroosadda
enthusiast	joy	0.471	xamaasad
lush	joy	0.470	macaan
inheritance	joy	0.470	dhaxalka
soothe	joy	0.470	nafis
tickle	joy	0.470	xajin
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	duugis
calming	joy	0.470	dejin
adventure	joy	0.470	tacabur
pretty	joy	0.469	quruxsan
purring	joy	0.469	nadiifin
eternal	joy	0.469	weligeed ah
humanitarian	joy	0.469	bini'aadantinimo
nurture	joy	0.469	korin
giving	joy	0.469	siinta
rest	joy	0.469	naso
