English Word	Emotion	Emotion-Intensity-Score	Kazakh Word
soulful	joy	0.500	жанды
refreshed	joy	0.500	жаңартылды
family	joy	0.500	отбасы
gem	joy	0.500	асыл тас
meritorious	joy	0.500	еңбегі сіңген
achieved	joy	0.500	қол жеткізілді
motherhood	joy	0.500	ана болу
holyspirit	joy	0.500	киелі рух
surreal	joy	0.500	сюрреальды
charitable	joy	0.500	қайырымдылық
teamjesus	joy	0.500	команда Иса
stressrelief	joy	0.500	стрессті жеңілдету
erotic	joy	0.500	эротикалық
inviting	joy	0.500	шақыру
baby	joy	0.500	нәресте
dignity	joy	0.500	абырой
satisfied	joy	0.500	қанағаттандырылды
visionary	joy	0.500	көреген
memorable	joy	0.500	есте қаларлық
veracity	joy	0.500	ақиқат
healthy	joy	0.500	сау
welcoming	joy	0.500	қарсы алу
diamond	joy	0.500	алмаз
christ	joy	0.500	христиан
beach	joy	0.500	жағажай
accomplish	joy	0.500	орындау
friends	joy	0.500	достар
excel	joy	0.500	Excel
health	joy	0.493	денсаулық
aura	joy	0.493	аура
yehey	joy	0.486	ей
approved	joy	0.486	бекітілген
oasis	joy	0.486	оазис
liberty	joy	0.486	бостандық
crowning	joy	0.485	тәж кию
aspiration	joy	0.485	ұмтылу
privileged	joy	0.485	артықшылықты
crescendo	joy	0.485	кресендо
rapture	joy	0.485	құштарлық
liberate	joy	0.485	босату
nocomplaints	joy	0.485	шағымдар жоқ
prestige	joy	0.485	бедел
bounty	joy	0.485	сый
gentle	joy	0.485	жұмсақ
inseparable	joy	0.485	ажырамас
engaging	joy	0.485	тартымды
loyal	joy	0.485	адал
betrothed	joy	0.485	күйеуге шыққан
transcendence	joy	0.484	трансценденттік
selfworth	joy	0.484	өзін-өзі бағалау
yummy	joy	0.484	дәмді
datenight	joy	0.484	күндізгі түн
destiny	joy	0.484	тағдыр
heyday	joy	0.484	гүлденген күн
aloha	joy	0.484	сәлем
desire	joy	0.484	тілек
dream	joy	0.484	Арман
luck	joy	0.484	сәттілік
fete	joy	0.484	мереке
trophy	joy	0.484	кубок
bouquet	joy	0.484	букет
chocolate	joy	0.484	шоколад
creativity	joy	0.484	шығармашылық
boyfriend	joy	0.480	жігіт
commemoration	joy	0.479	еске алу
intelligence	joy	0.477	ақыл
readiness	joy	0.473	дайындығы
friend	joy	0.471	дос
bride	joy	0.471	қалыңдық
enthusiast	joy	0.471	энтузиаст
lush	joy	0.470	жайқалған
inheritance	joy	0.470	мұрагерлік
soothe	joy	0.470	тыныштандырады
tickle	joy	0.470	қытықтау
kiddo	joy	0.470	балақай
nostalgia	joy	0.470	ностальгия
massage	joy	0.470	массаж
calming	joy	0.470	тыныштандыру
adventure	joy	0.470	шытырман оқиға
pretty	joy	0.469	әдемі
purring	joy	0.469	ызылдау
eternal	joy	0.469	мәңгілік
humanitarian	joy	0.469	гуманитарлық
nurture	joy	0.469	тәрбиелеу
giving	joy	0.469	беру
rest	joy	0.469	демалыс
getaway	joy	0.469	құтылып кету
goals	joy	0.469	мақсаттар
pray	joy	0.469	дұға ету
bridegroom	joy	0.469	күйеу жігіт
heartily	joy	0.469	шын жүректен
luster	joy	0.469	жылтырлығы
bonding	joy	0.469	байланыстыру
princess	joy	0.469	ханшайым
amicable	joy	0.469	тату
benevolence	joy	0.469	қайырымдылық
child	joy	0.466	бала
salutary	joy	0.465	салауатты
invite	joy	0.457	шақыру
beam	joy	0.456	сәуле
reminiscing	joy	0.456	еске түсіру
befriend	joy	0.455	дос бол
aesthetics	joy	0.455	эстетика
friday	joy	0.455	жұма
freshair	joy	0.455	таза ауа
ceremony	joy	0.455	рәсім
kindred	joy	0.455	туысқан
mindfulness	joy	0.455	зейін
sonice	joy	0.455	өте жақсы
elevation	joy	0.455	биіктік
tropical	joy	0.455	тропикалық
scholarship	joy	0.455	шәкіртақы
hee	joy	0.455	хе
noworries	joy	0.453	уайымдама
allure	joy	0.453	тартымдылық
approve	joy	0.453	бекіту
scenery	joy	0.453	декорация
waterfall	joy	0.453	сарқырама
vindication	joy	0.453	ақтау
namaste	joy	0.453	намасте
commemorate	joy	0.453	еске алу
faith	joy	0.453	сенім
birth	joy	0.453	туу
forgiveness	joy	0.453	кешірім
journey	joy	0.447	саяхат
meditation	joy	0.446	медитация
relaxed	joy	0.442	босаңсыған
present	joy	0.441	қазіргі
weekend	joy	0.441	демалыс күні
tender	joy	0.441	нәзік
tranquil	joy	0.441	тыныш
lyrical	joy	0.439	лирикалық
sharing	joy	0.439	бөлісу
esteem	joy	0.439	құрметтеу
nostalgic	joy	0.439	ностальгиялық
prayer	joy	0.439	дұға
righteousness	joy	0.439	әділдік
husband	joy	0.438	күйеу
relief	joy	0.438	рельеф
strength	joy	0.438	күш
mighty	joy	0.438	құдіретті
unbeaten	joy	0.438	жеңілмеген
eager	joy	0.438	ынталы
share	joy	0.438	бөлісу
newday	joy	0.438	жаңа күн
sonnet	joy	0.438	сонет
meditate	joy	0.438	медитация жасау
life	joy	0.438	өмір
winterbreak	joy	0.429	қысқы демалыс
warm	joy	0.429	жылы
movingforward	joy	0.429	алға жылжу
buddy	joy	0.427	дос
oneness	joy	0.426	бірлік
unconstrained	joy	0.424	шектеусіз
amen	joy	0.424	аумин
reverence	joy	0.424	құрмет
healthful	joy	0.424	сау
thelittlethings	joy	0.424	ұсақ-түйектер
medal	joy	0.424	медаль
unsurpassed	joy	0.424	артық емес
candlelight	joy	0.424	шам жарығы
carols	joy	0.424	carols
ejaculation	joy	0.424	эякуляция
beginnings	joy	0.422	бастаулары
sledding	joy	0.422	шана тебу
graduation	joy	0.422	бітіру
frisky	joy	0.422	қызық
lml	joy	0.422	lml
ease	joy	0.422	жеңілдігі
symphony	joy	0.422	симфония
wealth	joy	0.422	байлық
helpful	joy	0.422	пайдалы
musical	joy	0.422	музыкалық
glitter	joy	0.422	жарқырау
calmness	joy	0.422	тыныштық
energy	joy	0.422	энергия
safe	joy	0.422	қауіпсіз
nostress	joy	0.421	нострас
soundness	joy	0.421	сауаттылық
promise	joy	0.415	уәде
reunite	joy	0.414	қайта қосылу
mother	joy	0.412	ана
salvation	joy	0.412	құтқару
poems	joy	0.412	өлеңдер
clown	joy	0.409	сайқымазақ
lavender	joy	0.409	лаванда
immaculate	joy	0.409	мінсіз
purify	joy	0.409	тазарту
inauguration	joy	0.409	инаугурация
aromatherapy	joy	0.409	ароматерапия
lighten	joy	0.409	жеңілдету
travel	joy	0.409	саяхат
cash	joy	0.406	қолма-қол ақша
companion	joy	0.406	серік
live	joy	0.406	өмір сүр
opportune	joy	0.406	қолайлы
completing	joy	0.406	аяқтау
charity	joy	0.406	қайырымдылық
heal	joy	0.406	сауықтыру
star	joy	0.406	жұлдыз
wishing	joy	0.406	тілек білдіру
flowers	joy	0.406	гүлдер
income	joy	0.403	табыс
soul	joy	0.401	жан
munchies	joy	0.400	мүнчи
emancipation	joy	0.397	эмансипация
indescribable	joy	0.397	айтып жеткізу мүмкін емес
progress	joy	0.397	прогресс
equality	joy	0.394	теңдік
childhood	joy	0.394	балалық шақ
together	joy	0.394	бірге
rhythmical	joy	0.394	ырғақты
fullness	joy	0.394	толықтық
calm	joy	0.394	тыныш
hammock	joy	0.394	гамак
picnic	joy	0.394	пикник
movies	joy	0.393	фильмдер
zealous	joy	0.393	ынталы
playground	joy	0.391	ойын алаңы
affluence	joy	0.391	молшылық
warms	joy	0.391	жылытады
choir	joy	0.391	хор
littlethings	joy	0.391	кішкентай нәрселер
auspicious	joy	0.391	берекелі
meaningful	joy	0.391	мағыналы
adventures	joy	0.391	шытырман оқиғалар
goofy	joy	0.391	ақымақ
starry	joy	0.391	жұлдызды
humanity	joy	0.391	адамгершілік
gesture	joy	0.387	ым
witty	joy	0.382	тапқыр
vow	joy	0.382	ант
shopping	joy	0.382	сатып алу
vibes	joy	0.379	діріл
worship	joy	0.379	ғибадат ету
jump	joy	0.379	секіру
communion	joy	0.379	қарым-қатынас
reverend	joy	0.377	құрметті
rising	joy	0.375	көтерілуде
advance	joy	0.375	алдын ала
beaches	joy	0.375	жағажайлар
sonorous	joy	0.375	үнді
courtship	joy	0.375	танысу
experience	joy	0.375	тәжірибе
reunion	joy	0.375	қайта қосылу
simplicity	joy	0.375	қарапайымдылық
full	joy	0.375	толық
hymn	joy	0.375	гимн
spirits	joy	0.375	рухтар
unforgettable	joy	0.375	ұмытылмас
mirth	joy	0.375	шаттық
youth	joy	0.375	жастар
scenic	joy	0.375	көркем
unique	joy	0.375	бірегей
redeemed	joy	0.375	өтелді
alliance	joy	0.368	одақ
baptismal	joy	0.368	шомылдыру рәсімінен өту
grant	joy	0.366	грант
kitten	joy	0.364	котенка
sanctification	joy	0.364	қасиетті ету
conciliation	joy	0.364	татуласу
improves	joy	0.364	жақсартады
pure	joy	0.364	таза
improve	joy	0.364	жақсарту
authentic	joy	0.364	шынайы
moonlight	joy	0.364	ай сәулесі
weightloss	joy	0.362	салмақ жоғалту
raspberries	joy	0.360	таңқурай
feeling	joy	0.359	сезім
jest	joy	0.359	әзіл
independent	joy	0.359	тәуелсіз
sanctify	joy	0.359	қасиетті ету
devotional	joy	0.359	берілгендік
tinsel	joy	0.359	қаңылтыр
proficiency	joy	0.359	шеберлік
listenting	joy	0.359	тыңдау
fidelity	joy	0.359	адалдық
revival	joy	0.359	жаңғыру
giver	joy	0.353	беруші
cocoa	joy	0.353	какао
deliverance	joy	0.348	құтылу
melody	joy	0.348	әуен
unification	joy	0.348	біріктіру
romp	joy	0.348	бұзық
purpose	joy	0.348	мақсаты
choral	joy	0.348	хор
exceed	joy	0.348	асып кету
dolphin	joy	0.348	дельфин
roaring	joy	0.348	гүрілдеу
favor	joy	0.348	жақсылық
hotyoga	joy	0.347	хотиога
voluptuous	joy	0.344	ерікті
fruits	joy	0.344	жемістер
cookies	joy	0.344	печенье
manicure	joy	0.344	маникюр
nowork	joy	0.344	жұмыс жоқ
date	joy	0.344	күні
newstart	joy	0.344	жаңадан бастау
hedonism	joy	0.344	гедонизм
pledge	joy	0.344	кепіл
electric	joy	0.344	электр
humble	joy	0.344	кішіпейіл
roadtrip	joy	0.344	жолсапар
thx	joy	0.344	Рақмет
kiddos	joy	0.344	балалар
celebrity	joy	0.342	атақты
bridesmaid	joy	0.338	қалыңдық
rhythm	joy	0.338	ырғақ
spa	joy	0.333	спа
snowday	joy	0.333	қар күні
familiarity	joy	0.333	танысу
coffee	joy	0.333	кофе
edification	joy	0.333	тәрбиелеу
garden	joy	0.333	бақша
renovation	joy	0.333	жөндеу
dawn	joy	0.333	таң
connoisseur	joy	0.333	білгір
gazing	joy	0.333	қарау
obliging	joy	0.333	міндеттеу
partner	joy	0.333	серіктес
foodie	joy	0.331	тамақ талғағыш
synchronize	joy	0.329	синхрондау
tribulation	joy	0.328	азап
psalm	joy	0.328	жыр
pedicure	joy	0.328	педикюр
noregrets	joy	0.328	өкінбейді
chirping	joy	0.328	шырылдау
saint	joy	0.328	әулие
healing	joy	0.328	емдеу
carol	joy	0.328	Кэрол
true	joy	0.328	шын
hobby	joy	0.328	хобби
amnesty	joy	0.328	амнистия
respite	joy	0.324	демалыс
recreational	joy	0.318	рекреациялық
cousins	joy	0.318	немере ағалары
mellow	joy	0.318	жұмсақ
restorative	joy	0.318	қалпына келтіретін
lazyday	joy	0.318	жалқау
classics	joy	0.318	классика
reconciliation	joy	0.316	татуласу
woods	joy	0.312	ормандар
progression	joy	0.312	прогрессия
muchneeded	joy	0.312	өте қажет
sterling	joy	0.312	стерлинг
dove	joy	0.312	көгершін
simplify	joy	0.312	жеңілдету
fitness	joy	0.312	фитнес
sunset	joy	0.312	күн батуы
wisdom	joy	0.312	даналық
relight	joy	0.312	қайта жарықтандыру
living	joy	0.312	өмір сүру
presto	joy	0.312	presto
playhouse	joy	0.312	ойын үйі
superman	joy	0.312	супермен
pony	joy	0.312	пони
recovery	joy	0.312	қалпына келтіру
crafts	joy	0.312	қолөнер
lord	joy	0.312	мырза
deal	joy	0.312	мәміле
improvement	joy	0.309	жақсарту
infant	joy	0.309	нәресте
absolution	joy	0.306	кешірім
honest	joy	0.303	адал
gently	joy	0.303	ақырын
banquet	joy	0.303	банкет
established	joy	0.303	құрылды
endless	joy	0.303	шексіз
decorating	joy	0.303	безендіру
providing	joy	0.300	қамтамасыз ету
lounging	joy	0.297	демалу
growth	joy	0.297	өсу
strolling	joy	0.297	серуендеу
feat	joy	0.297	ерлік
morals	joy	0.297	мораль
mine	joy	0.297	менікі
spending	joy	0.297	жұмсау
light	joy	0.297	жарық
spiritual	joy	0.297	рухани
quaint	joy	0.297	қызық
fraternal	joy	0.297	бауырлас
notable	joy	0.297	көрнекті
softly	joy	0.297	жұмсақ
harvest	joy	0.297	егін жинау
yearning	joy	0.297	құштарлық
breeze	joy	0.297	жел
joker	joy	0.297	әзілкеш
meditating	joy	0.297	медитация
fervor	joy	0.295	құштарлық
quotes	joy	0.294	дәйексөздер
volunteer	joy	0.294	ерікті
gain	joy	0.288	пайда
resources	joy	0.288	ресурстар
create	joy	0.288	жасау
psalms	joy	0.288	забур жырлары
hippie	joy	0.288	хиппи
taoism	joy	0.288	даосизм
midwife	joy	0.288	акушерка
receiving	joy	0.287	қабылдау
snowfall	joy	0.286	қар жауады
ocean	joy	0.286	мұхит
lsd	joy	0.286	lsd
hiking	joy	0.283	жаяу жүру
evergreen	joy	0.281	мәңгі жасыл
destination	joy	0.281	межелі
candid	joy	0.281	ашық
unwind	joy	0.281	босаңсу
truce	joy	0.281	бітім
toast	joy	0.281	тост
chill	joy	0.281	салқындату
infinity	joy	0.281	шексіздік
rested	joy	0.281	демалды
buzzing	joy	0.281	ызылдаған
venerable	joy	0.279	құрметті
balance	joy	0.275	теңгерім
retirement	joy	0.275	зейнеткерлікке шығу
fireplace	joy	0.273	камин
buddha	joy	0.273	Будда
devout	joy	0.273	діндар
drinks	joy	0.273	сусындар
rapt	joy	0.273	ренжіді
swim	joy	0.273	жүзу
compensate	joy	0.273	өтеу
snowing	joy	0.271	қар жауады
sublimation	joy	0.270	сублимация
fruity	joy	0.268	жемісті
sunday	joy	0.266	Жексенбі
sketching	joy	0.266	эскиз
paragon	joy	0.266	парагон
humility	joy	0.266	кішіпейілділік
ministry	joy	0.266	министрлік
waves	joy	0.266	толқындар
cathedral	joy	0.266	собор
sun	joy	0.266	күн
yoga	joy	0.266	йога
fortitude	joy	0.266	табандылық
salute	joy	0.266	сәлем
buddhism	joy	0.266	буддизм
whim	joy	0.266	қыңырлық
artwork	joy	0.265	өнер туындысы
practiced	joy	0.264	жаттықты
clean	joy	0.260	таза
running	joy	0.258	жүгіру
clarity	joy	0.258	айқындық
found	joy	0.258	табылды
fitting	joy	0.258	сәйкестендіру
immerse	joy	0.258	батыру
exercise	joy	0.258	жаттығу
food	joy	0.258	тамақ
autumn	joy	0.254	күз
fit	joy	0.250	жарамды
morning	joy	0.250	таң
contagious	joy	0.250	жұқпалы
outdoors	joy	0.250	ашық ауада
hardy	joy	0.250	төзімді
candles	joy	0.250	шамдар
advocacy	joy	0.250	қорғау
countryside	joy	0.250	ауыл
