English Word	Emotion	Emotion-Intensity-Score	Swahili Word
coffee	joy	0.333	kahawa
edification	joy	0.333	ujengaji
garden	joy	0.333	bustani
renovation	joy	0.333	ukarabati
dawn	joy	0.333	alfajiri
connoisseur	joy	0.333	mjuzi
gazing	joy	0.333	kutazama
obliging	joy	0.333	kulazimisha
partner	joy	0.333	mshirika
foodie	joy	0.331	mla chakula
synchronize	joy	0.329	landanisha
tribulation	joy	0.328	dhiki
psalm	joy	0.328	zaburi
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	majuto
chirping	joy	0.328	kuunguruma
saint	joy	0.328	mtakatifu
healing	joy	0.328	uponyaji
carol	joy	0.328	karoli
true	joy	0.328	kweli
hobby	joy	0.328	hobby
amnesty	joy	0.328	msamaha
respite	joy	0.324	muhula
recreational	joy	0.318	burudani
cousins	joy	0.318	binamu
mellow	joy	0.318	tulivu
restorative	joy	0.318	kurejesha
lazyday	joy	0.318	lazyday
classics	joy	0.318	classics
reconciliation	joy	0.316	upatanisho
woods	joy	0.312	misitu
progression	joy	0.312	mwendelezo
muchneeded	joy	0.312	inayohitajika sana
sterling	joy	0.312	sterling
dove	joy	0.312	hua
simplify	joy	0.312	Rahisisha
fitness	joy	0.312	utimamu wa mwili
sunset	joy	0.312	machweo
wisdom	joy	0.312	hekima
relight	joy	0.312	relight
living	joy	0.312	wanaoishi
presto	joy	0.312	presto
playhouse	joy	0.312	jumba la michezo
superman	joy	0.312	superman
pony	joy	0.312	GPPony
recovery	joy	0.312	kupona
crafts	joy	0.312	ufundi
lord	joy	0.312	bwana
deal	joy	0.312	mpango
improvement	joy	0.309	uboreshaji
infant	joy	0.309	mtoto mchanga
absolution	joy	0.306	msamaha
honest	joy	0.303	mwaminifu
gently	joy	0.303	kwa upole
banquet	joy	0.303	karamu
established	joy	0.303	imara
endless	joy	0.303	isiyo na mwisho
decorating	joy	0.303	mapambo
providing	joy	0.300	kutoa
lounging	joy	0.297	kulia
growth	joy	0.297	ukuaji
strolling	joy	0.297	kutembea
feat	joy	0.297	feat
morals	joy	0.297	maadili
mine	joy	0.297	yangu
spending	joy	0.297	matumizi
light	joy	0.297	mwanga
spiritual	joy	0.297	kiroho
quaint	joy	0.297	quaint
fraternal	joy	0.297	udugu
notable	joy	0.297	mashuhuri
softly	joy	0.297	kwa upole
harvest	joy	0.297	mavuno
yearning	joy	0.297	hamu
breeze	joy	0.297	upepo
joker	joy	0.297	mcheshi
meditating	joy	0.297	kutafakari
fervor	joy	0.295	hamasa
quotes	joy	0.294	nukuu
volunteer	joy	0.294	kujitolea
gain	joy	0.288	faida
resources	joy	0.288	rasilimali
create	joy	0.288	kuunda
psalms	joy	0.288	zaburi
hippie	joy	0.288	kiboko
taoism	joy	0.288	utao
midwife	joy	0.288	mkunga
receiving	joy	0.287	kupokea
snowfall	joy	0.286	maporomoko ya theluji
ocean	joy	0.286	Bahari
lsd	joy	0.286	lsd
hiking	joy	0.283	kupanda kwa miguu
evergreen	joy	0.281	evergreen
destination	joy	0.281	marudio
candid	joy	0.281	wazi
unwind	joy	0.281	tuliza
truce	joy	0.281	makubaliano
toast	joy	0.281	toast
chill	joy	0.281	tulia
infinity	joy	0.281	usio na mwisho
rested	joy	0.281	kupumzika
buzzing	joy	0.281	kupiga kelele
venerable	joy	0.279	kuheshimiwa
balance	joy	0.275	usawa
retirement	joy	0.275	kustaafu
fireplace	joy	0.273	mahali pa moto
buddha	joy	0.273	Buddha
devout	joy	0.273	mcha Mungu
drinks	joy	0.273	Vinywaji
rapt	joy	0.273	rap
swim	joy	0.273	kuogelea
compensate	joy	0.273	fidia
snowing	joy	0.271	theluji
sublimation	joy	0.270	usablimishaji
fruity	joy	0.268	matunda
sunday	joy	0.266	Jumapili
sketching	joy	0.266	kuchora
paragon	joy	0.266	paragon
humility	joy	0.266	unyenyekevu
ministry	joy	0.266	wizara
waves	joy	0.266	mawimbi
cathedral	joy	0.266	kanisa kuu
sun	joy	0.266	jua
yoga	joy	0.266	yoga
fortitude	joy	0.266	ujasiri
salute	joy	0.266	salamu
buddhism	joy	0.266	Ubudha
whim	joy	0.266	mshtuko
artwork	joy	0.265	kazi ya sanaa
practiced	joy	0.264	mazoezi
clean	joy	0.260	safi
running	joy	0.258	Kimbia
clarity	joy	0.258	uwazi
found	joy	0.258	kupatikana
fitting	joy	0.258	kufaa
immerse	joy	0.258	tumbukiza
exercise	joy	0.258	mazoezi
food	joy	0.258	chakula
autumn	joy	0.254	vuli
fit	joy	0.250	inafaa
morning	joy	0.250	asubuhi
contagious	joy	0.250	ya kuambukiza
outdoors	joy	0.250	nje
hardy	joy	0.250	imara
candles	joy	0.250	mishumaa
advocacy	joy	0.250	utetezi
countryside	joy	0.250	mashambani
demonstrative	joy	0.250	maandamano
football	joy	0.250	soka
chirp	joy	0.250	chirp
chilled	joy	0.250	kilichopozwa
undying	joy	0.250	isiyokufa
visitor	joy	0.250	mgeni
clap	joy	0.250	kupiga makofi
diary	joy	0.250	shajara
ardent	joy	0.250	mwenye bidii
expedient	joy	0.250	inafaa
mountain	joy	0.250	mlima
cradle	joy	0.247	utoto
trance	joy	0.246	mawazo
intense	joy	0.242	makali
procession	joy	0.242	maandamano
church	joy	0.242	kanisa
pay	joy	0.242	kulipa
supremacy	joy	0.242	ukuu
preservative	joy	0.242	kihifadhi
grow	joy	0.242	kukua
breakfast	joy	0.242	kifungua kinywa
consecration	joy	0.235	kuwekwa wakfu
salary	joy	0.234	mshahara
lifetime	joy	0.234	maisha yote
incense	joy	0.234	uvumba
ordination	joy	0.234	kuwekwa wakfu
snowy	joy	0.234	theluji
art	joy	0.234	sanaa
nursery	joy	0.234	kitalu
skiing	joy	0.234	skiing
candle	joy	0.234	mshumaa
doll	joy	0.234	mwanasesere
vote	joy	0.234	piga kura
humbled	joy	0.234	mnyenyekevu
lyre	joy	0.234	kinubi
pastry	joy	0.229	maandazi
remedy	joy	0.227	dawa
chilling	joy	0.227	kutuliza
firefly	joy	0.227	Kimulimuli
rescue	joy	0.225	uokoaji
camping	joy	0.221	kupiga kambi
perspective	joy	0.221	mtazamo
orchestra	joy	0.221	orchestra
orchard	joy	0.221	bustani
breezy	joy	0.219	upepo
gardens	joy	0.219	bustani
castle	joy	0.219	ngome
lamb	joy	0.219	mwana-kondoo
possess	joy	0.219	kumiliki
bouttime	joy	0.212	wakati wa mapumziko
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	muziki wa nchi
teach	joy	0.212	fundisha
brisk	joy	0.212	haraka
ribbon	joy	0.212	utepe
raindrops	joy	0.212	matone ya mvua
mucis	joy	0.212	muziki
repay	joy	0.212	kulipa
listneing	joy	0.212	usikilizaji
nap	joy	0.206	kulala usingizi
legalized	joy	0.203	kuhalalishwa
unexpected	joy	0.203	zisizotarajiwa
vernal	joy	0.203	ya kikabila
chant	joy	0.203	wimbo
hire	joy	0.203	kuajiri
uncontrollable	joy	0.203	isiyoweza kudhibitiwa
stillness	joy	0.203	utulivu
lights	joy	0.203	taa
cove	joy	0.203	kutamani
save	joy	0.200	kuokoa
pastor	joy	0.197	mchungaji
atone	joy	0.197	upatanisho
symmetry	joy	0.197	ulinganifu
trees	joy	0.197	miti
oneday	joy	0.197	siku moja
scripture	joy	0.196	maandiko
mountains	joy	0.194	milima
craziness	joy	0.188	kichaa
tea	joy	0.188	chai
walking	joy	0.188	kutembea
whiteness	joy	0.188	weupe
sympathetic	joy	0.188	mwenye huruma
forefathers	joy	0.188	mababu
pathway	joy	0.188	njia
custom	joy	0.188	desturi
quiet	joy	0.188	kimya
liquor	joy	0.188	pombe
soppy	joy	0.188	soppy
patient	joy	0.186	mgonjwa
movingon	joy	0.182	kuendelea
score	joy	0.182	alama
dollhouse	joy	0.182	nyumba ya wanasesere
bath	joy	0.182	kuoga
supporter	joy	0.180	msaidizi
accompaniment	joy	0.179	kusindikiza
pursuit	joy	0.176	harakati
outburst	joy	0.176	mlipuko
frosty	joy	0.174	barafu
luncheon	joy	0.172	chakula cha mchana
service	joy	0.172	huduma
workout	joy	0.172	Fanya mazoezi
closure	joy	0.172	kufungwa
wintery	joy	0.172	majira ya baridi
civilized	joy	0.169	mstaarabu
wages	joy	0.169	mshahara
december	joy	0.167	Desemba
fain	joy	0.167	faini
glide	joy	0.162	kuteleza
acrobat	joy	0.162	sarakasi
finally	joy	0.157	hatimaye
chai	joy	0.156	chai
obtainable	joy	0.156	kupatikana
elf	joy	0.156	elf
peppermint	joy	0.156	peremende
break	joy	0.156	mapumziko
reproductive	joy	0.156	uzazi
stroll	joy	0.156	tembea
organization	joy	0.156	shirika
bathtub	joy	0.156	bafu
advent	joy	0.152	ujio
measured	joy	0.152	kipimo
balm	joy	0.152	zeri
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	uchafu
oils	joy	0.141	mafuta
tan	joy	0.141	tan
simple	joy	0.141	rahisi
bubble	joy	0.141	Bubble
beer	joy	0.141	bia
green	joy	0.137	kijani
makingdisciples	joy	0.136	kufanya wanafunzi
buss	joy	0.136	basi
books	joy	0.136	vitabu
chow	joy	0.135	choo
pitter	joy	0.134	pitter
flows	joy	0.130	mtiririko
silence	joy	0.127	kimya
bookstore	joy	0.125	duka la vitabu
solitude	joy	0.125	upweke
roadster	joy	0.125	barabara
circumstances	joy	0.125	mazingira
wine	joy	0.125	mvinyo
soak	joy	0.121	loweka
priesthood	joy	0.121	ukuhani
japan	joy	0.121	japan
wilderness	joy	0.121	Nyika
critical	joy	0.116	muhimu
neutral	joy	0.114	upande wowote
hunting	joy	0.109	uwindaji
sand	joy	0.109	mchanga
opera	joy	0.109	opera
weight	joy	0.109	uzito
wind	joy	0.109	upepo
untie	joy	0.109	fungua
labor	joy	0.106	kazi
classical	joy	0.106	classical
lake	joy	0.103	Ziwa
affliction	joy	0.103	mateso
organ	joy	0.094	chombo
dwelling	joy	0.094	makao
tree	joy	0.090	mti
pond	joy	0.089	bwawa
marrow	joy	0.078	uboho
latte	joy	0.078	latte
sipping	joy	0.076	kumeza
benign	joy	0.074	wema
majority	joy	0.073	wengi
leaf	joy	0.065	jani
troubles	joy	0.062	matatizo
basketball	joy	0.062	mpira wa kikapu
explosions	joy	0.061	milipuko
cream	joy	0.061	cream
shepherd	joy	0.058	mchungaji
tuesday	joy	0.047	jumanne
turbulence	joy	0.045	mtikisiko
calf	joy	0.040	ndama
hardship	joy	0.031	ugumu
unhappiness	joy	0.016	kutokuwa na furaha
sixty	joy	0.016	sitini
mourning	sadness	0.969	maombolezo
heartbreaking	sadness	0.969	ya kuvunja moyo
tragic	sadness	0.961	ya kusikitisha
holocaust	sadness	0.953	Holocaust
suicidal	sadness	0.941	ya kujiua
misery	sadness	0.938	taabu
massacre	sadness	0.931	mauaji
euthanasia	sadness	0.927	euthanasia
depression	sadness	0.925	huzuni
grieving	sadness	0.922	kuhuzunika
bereavement	sadness	0.922	kufiwa
fatal	sadness	0.922	mbaya
bereaved	sadness	0.920	kufiwa
devastation	sadness	0.917	uharibifu
death	sadness	0.915	kifo
devastated	sadness	0.912	kuharibiwa
suicide	sadness	0.912	kujiua
catastrophe	sadness	0.911	janga
horrifying	sadness	0.907	ya kutisha
died	sadness	0.906	alikufa
tragedy	sadness	0.906	msiba
depressing	sadness	0.906	huzuni
anguish	sadness	0.902	uchungu
agony	sadness	0.900	uchungu
deadly	sadness	0.898	mauti
weeping	sadness	0.896	kulia
stillbirth	sadness	0.891	kuzaliwa mfu
deceased	sadness	0.891	marehemu
murderer	sadness	0.877	muuaji
cancer	sadness	0.875	saratani
dying	sadness	0.875	kufa
rape	sadness	0.875	ubakaji
devastating	sadness	0.875	yenye kuangamiza
morbidity	sadness	0.864	maradhi
sadness	sadness	0.864	huzuni
execution	sadness	0.859	utekelezaji
traumatic	sadness	0.859	kiwewe
perish	sadness	0.859	kuangamia
grief	sadness	0.859	majonzi
abandonment	sadness	0.859	kuachwa
atrocity	sadness	0.859	ukatili
crucifixion	sadness	0.859	kusulubishwa
depressed	sadness	0.859	huzuni
cadaver	sadness	0.853	kada
treachery	sadness	0.848	usaliti
betrayed	sadness	0.848	kusalitiwa
grieve	sadness	0.844	huzuni
suffering	sadness	0.844	mateso
funeral	sadness	0.844	mazishi
destroyed	sadness	0.844	kuharibiwa
homicide	sadness	0.844	mauaji
hopelessness	sadness	0.844	kutokuwa na tumaini
slaughtering	sadness	0.844	kuchinja
persecution	sadness	0.844	mateso
murderous	sadness	0.844	muuaji
sorrow	sadness	0.844	huzuni
miserable	sadness	0.844	huzuni
sad	sadness	0.844	huzuni
horrific	sadness	0.844	ya kutisha
unhappiness	sadness	0.839	kutokuwa na furaha
bloodshed	sadness	0.836	umwagaji damu
crippled	sadness	0.836	vilema
carnage	sadness	0.833	mauaji
pained	sadness	0.833	maumivu
manslaughter	sadness	0.833	mauaji
unbearable	sadness	0.830	isiyovumilika
stillborn	sadness	0.830	aliyezaliwa mfu
morbid	sadness	0.828	mgonjwa
annihilation	sadness	0.828	maangamizi
helplessness	sadness	0.828	kutokuwa na msaada
mourn	sadness	0.828	kuomboleza
murder	sadness	0.828	mauaji
slavery	sadness	0.828	utumwa
abandoned	sadness	0.828	kutelekezwa
horrors	sadness	0.828	mambo ya kutisha
mutilation	sadness	0.828	ukeketaji
annihilated	sadness	0.828	kuangamizwa
casualty	sadness	0.828	majeruhi
enslaved	sadness	0.828	utumwani
sickness	sadness	0.828	ugonjwa
torment	sadness	0.828	mateso
miscarriage	sadness	0.824	kuharibika kwa mimba
starvation	sadness	0.819	njaa
mournful	sadness	0.812	mwenye huzuni
sadly	sadness	0.812	kwa huzuni
famine	sadness	0.812	njaa
burial	sadness	0.812	mazishi
distraught	sadness	0.812	kufadhaika
failure	sadness	0.812	kushindwa
killing	sadness	0.812	kuua
despair	sadness	0.812	kukata tamaa
cruelty	sadness	0.812	ukatili
saddens	sadness	0.812	huzuni
oppression	sadness	0.812	ukandamizaji
heartache	sadness	0.812	maumivu ya moyo
terrorism	sadness	0.812	ugaidi
disgrace	sadness	0.812	fedheha
childloss	sadness	0.812	kupoteza mtoto
bloody	sadness	0.806	damu
perishing	sadness	0.804	kuangamia
inhumanity	sadness	0.804	unyama
malignancy	sadness	0.803	ubaya
mortification	sadness	0.802	unyogovu
slave	sadness	0.797	mtumwa
lifeless	sadness	0.797	bila uhai
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	kwa kutisha
assassination	sadness	0.797	mauaji
perished	sadness	0.797	kuangamia
kill	sadness	0.797	kuua
devastate	sadness	0.797	uharibifu
dreadful	sadness	0.797	ya kutisha
mortuary	sadness	0.797	chumba cha maiti
leukemia	sadness	0.797	leukemia
lethal	sadness	0.797	hatari
desolation	sadness	0.797	ukiwa
gallows	sadness	0.797	mti
brokenheart	sadness	0.792	Moyo uliovunjika
banishment	sadness	0.790	kufukuzwa
afflict	sadness	0.789	sumbua
disheartened	sadness	0.788	kukata tamaa
bury	sadness	0.781	kuzika
terrorize	sadness	0.781	kutisha
crying	sadness	0.781	kulia
demoralized	sadness	0.781	tamaa
tumour	sadness	0.781	uvimbe
heartbreak	sadness	0.781	mshtuko wa moyo
desecration	sadness	0.781	kunajisi
die	sadness	0.773	kufa
lynch	sadness	0.773	lynch
sufferer	sadness	0.770	mgonjwa
fatality	sadness	0.766	vifo
diseased	sadness	0.766	mgonjwa
doomed	sadness	0.766	kuhukumiwa
fearful	sadness	0.766	mwenye hofu
destitute	sadness	0.766	maskini
abortion	sadness	0.766	utoaji mimba
condolence	sadness	0.766	rambirambi
torture	sadness	0.766	mateso
dismemberment	sadness	0.766	kukatwa viungo
slayer	sadness	0.766	mwuaji
loneliness	sadness	0.766	upweke
cemetery	sadness	0.766	makaburi
moribund	sadness	0.758	kufa
painfully	sadness	0.758	kwa uchungu
disaster	sadness	0.758	janga
depress	sadness	0.755	huzuni
condemnation	sadness	0.754	hukumu
obliteration	sadness	0.750	kufutwa
damnation	sadness	0.750	laana
sorrowful	sadness	0.750	mwenye huzuni
desperation	sadness	0.750	kukata tamaa
cry	sadness	0.750	kulia
terrorist	sadness	0.750	kigaidi
painful	sadness	0.750	chungu
abduction	sadness	0.750	utekaji nyara
incest	sadness	0.750	kujamiiana
corpse	sadness	0.750	maiti
deplorable	sadness	0.750	ya kusikitisha
pandemic	sadness	0.750	janga kubwa
sickening	sadness	0.750	kuugua
hemorrhage	sadness	0.750	kutokwa na damu
guilt	sadness	0.750	hatia
depressive	sadness	0.750	huzuni
doomsday	sadness	0.750	siku ya mwisho
defeated	sadness	0.750	kushindwa
victimized	sadness	0.750	kudhulumiwa
regretful	sadness	0.750	yenye majuto
unhappy	sadness	0.750	kutokuwa na furaha
unfairness	sadness	0.745	ukosefu wa haki
molestation	sadness	0.744	unyanyasaji
abysmal	sadness	0.742	kuzimu
exile	sadness	0.742	uhamishoni
hellish	sadness	0.738	kuzimu
exterminate	sadness	0.736	kuangamiza
destroying	sadness	0.734	kuharibu
miserably	sadness	0.734	kwa huzuni
disastrous	sadness	0.734	balaa
battered	sadness	0.734	kupigwa
morgue	sadness	0.734	chumba cha kuhifadhi maiti
assassin	sadness	0.734	muuaji
horrid	sadness	0.734	mbaya
disgraced	sadness	0.734	fedheha
homeless	sadness	0.734	wasio na makazi
earthquake	sadness	0.734	tetemeko la ardhi
orphan	sadness	0.734	yatima
slaughter	sadness	0.734	kuchinja
warfare	sadness	0.734	vita
betrayal	sadness	0.734	usaliti
lonesome	sadness	0.734	mpweke
listless	sadness	0.729	wasio na orodha
unfortunately	sadness	0.727	kwa bahati mbaya
emptiness	sadness	0.727	utupu
grave	sadness	0.727	kaburi
alienated	sadness	0.727	kutengwa
fraught	sadness	0.722	mkali
violently	sadness	0.719	kwa ukali
woe	sadness	0.719	ole
heartless	sadness	0.719	wasio na moyo
malicious	sadness	0.719	hasidi
missing	sadness	0.719	kukosa
paralysis	sadness	0.719	kupooza
horror	sadness	0.719	hofu
ashamed	sadness	0.719	aibu
forsaken	sadness	0.719	kuachwa
emaciated	sadness	0.719	amedhoofika
atrophy	sadness	0.719	kudhoofika
danger	sadness	0.719	hatari
pain	sadness	0.719	maumivu
cripple	sadness	0.719	kilema
cried	sadness	0.719	akalia
disheartening	sadness	0.719	ya kukatisha tamaa
leprosy	sadness	0.719	ukoma
demise	sadness	0.717	kufariki
disgruntled	sadness	0.712	kutoridhika
rejected	sadness	0.712	kukataliwa
sickly	sadness	0.712	mgonjwa
violence	sadness	0.712	vurugu
torn	sadness	0.710	imechanika
calamity	sadness	0.709	msiba
grim	sadness	0.708	mbaya
grievous	sadness	0.704	chungu
deformed	sadness	0.703	kasoro
deformity	sadness	0.703	ulemavu
punishing	sadness	0.703	kuadhibu
hearse	sadness	0.703	kusikia
meltdown	sadness	0.703	kuyeyuka
incurable	sadness	0.703	isiyoweza kupona
extinct	sadness	0.703	kutoweka
victim	sadness	0.703	mwathirika
suffocating	sadness	0.703	kukosa hewa
tearful	sadness	0.703	machozi
obit	sadness	0.703	obit
oppressor	sadness	0.703	dhalimu
slaughterhouse	sadness	0.703	kichinjio
abandon	sadness	0.703	kuacha
crushed	sadness	0.703	kupondwa
isolation	sadness	0.703	kujitenga
decomposition	sadness	0.703	mtengano
inhuman	sadness	0.703	unyama
disfigured	sadness	0.703	kuharibika
buried	sadness	0.703	kuzikwa
strangle	sadness	0.703	nyonga
isolate	sadness	0.703	kujitenga
humiliate	sadness	0.703	kudhalilisha
carcinoma	sadness	0.703	saratani
hell	sadness	0.700	kuzimu
lifesucks	sadness	0.700	maisha duni
ruinous	sadness	0.698	uharibifu
banish	sadness	0.697	fukuza
widow	sadness	0.697	mjane
accursed	sadness	0.697	kulaaniwa
ruined	sadness	0.697	kuharibiwa
vanished	sadness	0.695	kutoweka
displaced	sadness	0.691	kuhamishwa
poverty	sadness	0.690	umaskini
hopeless	sadness	0.688	bila matumaini
regretting	sadness	0.688	kujuta
widower	sadness	0.688	mjane
stab	sadness	0.688	kuchoma
deserted	sadness	0.688	kuachwa
insanity	sadness	0.688	kichaa
teary	sadness	0.688	machozi
hurt	sadness	0.688	kuumiza
terminal	sadness	0.688	terminal
shooting	sadness	0.688	risasi
banished	sadness	0.688	kufukuzwa
hospice	sadness	0.688	hospitali
depraved	sadness	0.688	potovu
nohope	sadness	0.688	hakuna matumaini
sob	sadness	0.688	kulia
imprisoned	sadness	0.688	kufungwa
travesty	sadness	0.688	uzembe
loss	sadness	0.688	hasara
hurtful	sadness	0.688	kuumiza
dementia	sadness	0.688	shida ya akili
pathetic	sadness	0.688	huzuni
neglected	sadness	0.688	kupuuzwa
epidemic	sadness	0.688	janga
illness	sadness	0.688	ugonjwa
foreveralone	sadness	0.688	Daima pekee
infidelity	sadness	0.688	ukafiri
dismissal	sadness	0.686	kufukuzwa kazi
alienation	sadness	0.685	kutengwa
hardship	sadness	0.685	ugumu
choke	sadness	0.682	choma
kidnap	sadness	0.682	Teka nyara
bleeding	sadness	0.673	Vujadamu
punished	sadness	0.672	kuadhibiwa
malevolent	sadness	0.672	mbaya
gory	sadness	0.672	gori
wail	sadness	0.672	kulia
despairing	sadness	0.672	kukata tamaa
coffin	sadness	0.672	jeneza
disparage	sadness	0.672	dharau
missingyou	sadness	0.672	kukukosa
obituary	sadness	0.672	maiti
deprivation	sadness	0.672	kunyimwa
abortive	sadness	0.672	kutoa mimba
evil	sadness	0.672	uovu
wretch	sadness	0.672	mnyonge
imprisonment	sadness	0.672	kifungo
outcast	sadness	0.672	kufukuzwa
belittle	sadness	0.672	duni
poison	sadness	0.672	sumu
frightful	sadness	0.672	ya kutisha
decomposed	sadness	0.672	iliyooza
wretched	sadness	0.672	mnyonge
feelingdown	sadness	0.672	hisia chini
disabled	sadness	0.672	walemavu
woefully	sadness	0.672	kwa huzuni
barren	sadness	0.670	tasa
executioner	sadness	0.667	mnyongaji
poisoned	sadness	0.667	sumu
disease	sadness	0.665	ugonjwa
oppress	sadness	0.664	kudhulumu
disembodied	sadness	0.660	kutokuwa na mwili
steal	sadness	0.656	kuiba
jail	sadness	0.656	jela
dreary	sadness	0.656	kutisha
shitty	sadness	0.656	uchafu
ailing	sadness	0.656	mgonjwa
polio	sadness	0.656	polio
blighted	sadness	0.656	kuharibiwa
hate	sadness	0.656	chuki
demonic	sadness	0.656	kipepo
weep	sadness	0.656	kulia
lamenting	sadness	0.656	kuomboleza
ruin	sadness	0.656	uharibifu
bleak	sadness	0.656	gizani
tear	sadness	0.656	machozi
peril	sadness	0.656	hatari
casket	sadness	0.656	sanduku
mangle	sadness	0.656	manyoya
lonely	sadness	0.656	upweke
carcass	sadness	0.653	mzoga
cowardice	sadness	0.652	woga
regretted	sadness	0.652	alijuta
beating	sadness	0.652	kupiga
disability	sadness	0.648	ulemavu
affliction	sadness	0.645	mateso
infertility	sadness	0.641	utasa
emergency	sadness	0.641	dharura
stricken	sadness	0.641	amepigwa
powerless	sadness	0.641	wasio na nguvu
inequality	sadness	0.641	ukosefu wa usawa
poisonous	sadness	0.641	yenye sumu
shroud	sadness	0.641	sanda
exorcism	sadness	0.641	kutoa pepo
woeful	sadness	0.641	mbaya
worry	sadness	0.641	wasiwasi
perilous	sadness	0.641	hatari
drown	sadness	0.641	kuzama
failing	sadness	0.641	kushindwa
scourge	sadness	0.641	janga
hatred	sadness	0.641	chuki
terribly	sadness	0.641	sana
awful	sadness	0.641	mbaya
termination	sadness	0.641	kusitisha
sinful	sadness	0.641	mwenye dhambi
incarceration	sadness	0.641	kufungwa
psychosis	sadness	0.638	saikolojia
lament	sadness	0.636	kuomboleza
demolish	sadness	0.636	kubomoa
dismay	sadness	0.636	fadhaa
disappointed	sadness	0.636	kukata tamaa
burdensome	sadness	0.634	mzigo
mausoleum	sadness	0.630	kaburi
shattered	sadness	0.630	kuvunjwa
dishonor	sadness	0.625	aibu
forlorn	sadness	0.625	huzuni
posthumous	sadness	0.625	baada ya kifo
disappointing	sadness	0.625	kukatisha tamaa
lost	sadness	0.625	potea
hurting	sadness	0.625	kuumiza
oppressive	sadness	0.625	dhuluma
regret	sadness	0.625	majuto
terminate	sadness	0.625	kusitisha
duress	sadness	0.625	shinikizo
wound	sadness	0.625	jeraha
palsy	sadness	0.625	kupooza
cursed	sadness	0.625	kulaaniwa
schizophrenia	sadness	0.625	skizofrenia
insurmountable	sadness	0.625	isiyoweza kushindwa
deteriorate	sadness	0.625	kuzorota
abuse	sadness	0.625	unyanyasaji
undesired	sadness	0.625	zisizohitajika
tyrant	sadness	0.625	jeuri
gloom	sadness	0.625	giza
bitterly	sadness	0.625	kwa uchungu
impotence	sadness	0.625	kutokuwa na uwezo
wrecked	sadness	0.625	imeharibika
demolished	sadness	0.625	kubomolewa
soulless	sadness	0.623	wasio na roho
divorce	sadness	0.623	talaka
cremation	sadness	0.621	kuchoma maiti
worried	sadness	0.621	wasiwasi
bomb	sadness	0.621	bomu
plight	sadness	0.621	hali mbaya
forsake	sadness	0.621	acha
melancholy	sadness	0.621	huzuni
unforgiving	sadness	0.612	kutosamehe
sepsis	sadness	0.611	sepsis
guilty	sadness	0.609	hatia
debacle	sadness	0.609	debacle
ugliness	sadness	0.609	ubaya
degrading	sadness	0.609	kudhalilisha
cruel	sadness	0.609	mkatili
faithless	sadness	0.609	wasio na imani
worthless	sadness	0.609	isiyo na thamani
shatter	sadness	0.609	kupasuka
excluded	sadness	0.609	kutengwa
