English Word	Emotion	Emotion-Intensity-Score	Yiddish Word
hardy	joy	0.250	האַרדי
candles	joy	0.250	ליכט
advocacy	joy	0.250	אַדוואַקאַסי
countryside	joy	0.250	קאַנטריסייד
demonstrative	joy	0.250	דעמאָנסטראַטיווע
football	joy	0.250	פוטבאָל
chirp	joy	0.250	ציטערן
chilled	joy	0.250	געצילט
undying	joy	0.250	ומבאַקוועם
visitor	joy	0.250	גאַסט
clap	joy	0.250	קלאַפּן
diary	joy	0.250	טאָגבוך
ardent	joy	0.250	פאַרברענט
expedient	joy	0.250	נוציק
mountain	joy	0.250	באַרג
cradle	joy	0.247	וויגעלע
trance	joy	0.246	טראַנס
intense	joy	0.242	טיף
procession	joy	0.242	פּראָצעסיע
church	joy	0.242	קירך
pay	joy	0.242	באַצאָלן
supremacy	joy	0.242	העכערקייט
preservative	joy	0.242	פּראַזערוואַטיוו
grow	joy	0.242	וואַקסן
breakfast	joy	0.242	פרישטיק
consecration	joy	0.235	קאַנסאַקריישאַן
salary	joy	0.234	געצאָלט
lifetime	joy	0.234	לעבנסצייט
incense	joy	0.234	קטורת
ordination	joy	0.234	אָרדאַניישאַן
snowy	joy	0.234	שניייק
art	joy	0.234	קונסט
nursery	joy	0.234	קינדער - צימער
skiing	joy	0.234	סקיינג
candle	joy	0.234	ליכט
doll	joy	0.234	ליאַלקע
vote	joy	0.234	שטימען
humbled	joy	0.234	דערנידעריקט
lyre	joy	0.234	לירע
pastry	joy	0.229	געבעקס
remedy	joy	0.227	סגולע
chilling	joy	0.227	טשילינג
firefly	joy	0.227	פייערפליי
rescue	joy	0.225	ראַטעווען
camping	joy	0.221	קעמפּינג
perspective	joy	0.221	פּערספּעקטיוו
orchestra	joy	0.221	אָרקעסטער
orchard	joy	0.221	סאָד
breezy	joy	0.219	פליז
gardens	joy	0.219	גאַרדענס
castle	joy	0.219	שלאָס
lamb	joy	0.219	לאַם
possess	joy	0.219	פאַרמאָגן
bouttime	joy	0.212	בוטטימע
pho	joy	0.212	pho
reggae	joy	0.212	רעגגאַע
countrymusic	joy	0.212	לאַנד מוזיק
teach	joy	0.212	לערנען
brisk	joy	0.212	בריסק
ribbon	joy	0.212	בענד
raindrops	joy	0.212	ריינדראָפּס
mucis	joy	0.212	mucis
repay	joy	0.212	צוריקצאָלן
listneing	joy	0.212	צוגעהערט
nap	joy	0.206	דרעמל
legalized	joy	0.203	ליגאַלייזד
unexpected	joy	0.203	אומגעריכט
vernal	joy	0.203	ווערנאַל
chant	joy	0.203	געזאַנג
hire	joy	0.203	אָנשטעלן
uncontrollable	joy	0.203	אַנקאַנטראָולאַבאַל
stillness	joy	0.203	שטילקייט
lights	joy	0.203	לייץ
cove	joy	0.203	קאָווע
save	joy	0.200	ראַטעווען
pastor	joy	0.197	פּאַסטער
atone	joy	0.197	כפרה
symmetry	joy	0.197	סימעטריע
trees	joy	0.197	ביימער
oneday	joy	0.197	איין טאג
scripture	joy	0.196	פסוק
mountains	joy	0.194	בערג
craziness	joy	0.188	מעשוגאַס
tea	joy	0.188	טיי
walking	joy	0.188	גיין
whiteness	joy	0.188	ווייטקייט
sympathetic	joy	0.188	סימפּאַטיש
forefathers	joy	0.188	אבות
pathway	joy	0.188	וועג
custom	joy	0.188	מנהג
quiet	joy	0.188	שטיל
liquor	joy	0.188	מאַשקע
soppy	joy	0.188	סאַפּפּי
patient	joy	0.186	פּאַציענט
movingon	joy	0.182	מאָווינגאָן
score	joy	0.182	כעזשבן
dollhouse	joy	0.182	ליאַלקע הויז
bath	joy	0.182	וואַנע
supporter	joy	0.180	שטיצן
accompaniment	joy	0.179	אַקאַמפּנימאַנט
pursuit	joy	0.176	יאָג
outburst	joy	0.176	אויסברוך
frosty	joy	0.174	פראָסטיק
luncheon	joy	0.172	מיטאג
service	joy	0.172	דינסט
workout	joy	0.172	אויסארבעטן
closure	joy	0.172	קלאָוזשער
wintery	joy	0.172	ווינטערדיק
civilized	joy	0.169	סיוואַלייזד
wages	joy	0.169	לוין
december	joy	0.167	דעצעמבער
fain	joy	0.167	fain
glide	joy	0.162	גליטשן
acrobat	joy	0.162	אַקראָבאַט
finally	joy	0.157	צום סוף
chai	joy	0.156	chai
obtainable	joy	0.156	באקומען
elf	joy	0.156	שרעטל
peppermint	joy	0.156	פעפערמינץ
break	joy	0.156	ברעכן
reproductive	joy	0.156	רעפּראָדוקטיווע
stroll	joy	0.156	שפּאַצירן
organization	joy	0.156	אָרגאַניזאַציע
bathtub	joy	0.156	וואַנע
advent	joy	0.152	אַדווענט
measured	joy	0.152	געמאסטן
balm	joy	0.152	באַלזאַם
scifi	joy	0.152	scifi
spaniel	joy	0.145	ספּאַניאַל
ditty	joy	0.141	דיטי
oils	joy	0.141	אָילס
tan	joy	0.141	טאַן
simple	joy	0.141	פּשוט
bubble	joy	0.141	בלאָז
beer	joy	0.141	ביר
green	joy	0.137	גרין
makingdisciples	joy	0.136	מאכן תלמידים
buss	joy	0.136	ויטאָבוס
books	joy	0.136	ביכער
chow	joy	0.135	chow
pitter	joy	0.134	פּיטער
flows	joy	0.130	פלאָוז
silence	joy	0.127	שטילקייַט
bookstore	joy	0.125	בוקסטאָר
solitude	joy	0.125	איינזאמקייט
roadster	joy	0.125	ראָאַדסטער
circumstances	joy	0.125	צושטאנדן
wine	joy	0.125	ווייַן
soak	joy	0.121	ווייקן
priesthood	joy	0.121	כהונה
japan	joy	0.121	יאַפּאַן
wilderness	joy	0.121	מדבר
critical	joy	0.116	קריטיש
neutral	joy	0.114	נייטראַל
hunting	joy	0.109	גייעג
sand	joy	0.109	זאַמד
opera	joy	0.109	אָפּעראַ
weight	joy	0.109	וואָג
wind	joy	0.109	ווינט
untie	joy	0.109	אָפּמאַכן
labor	joy	0.106	אַרבעט
classical	joy	0.106	קלאסישע
lake	joy	0.103	טייך
affliction	joy	0.103	צרה
organ	joy	0.094	אָרגאַן
dwelling	joy	0.094	וווינונג
tree	joy	0.090	בוים
pond	joy	0.089	סטאַוו
marrow	joy	0.078	מאַרך
latte	joy	0.078	latte
sipping	joy	0.076	סיפּינג
benign	joy	0.074	ווויל
majority	joy	0.073	מערהייט
leaf	joy	0.065	בלאַט
troubles	joy	0.062	צרות
basketball	joy	0.062	קוישבאָל
explosions	joy	0.061	יקספּלאָוזשאַנז
cream	joy	0.061	קרעם
shepherd	joy	0.058	פּאַסטעך
tuesday	joy	0.047	דינסטיק
turbulence	joy	0.045	טערבולאַנס
calf	joy	0.040	קאַלב
hardship	joy	0.031	שוועריגקייט
unhappiness	joy	0.016	ומגליק
sixty	joy	0.016	זעכציק
mourning	sadness	0.969	טרויער
heartbreaking	sadness	0.969	כאַרטברייקינג
tragic	sadness	0.961	טראַגיש
holocaust	sadness	0.953	חורבן
suicidal	sadness	0.941	זעלבסטמאָרד
misery	sadness	0.938	אומגליק
massacre	sadness	0.931	שחיטה
euthanasia	sadness	0.927	יוטאַניישאַן
depression	sadness	0.925	דעפּרעסיע
grieving	sadness	0.922	טרויעריק
bereavement	sadness	0.922	צער
fatal	sadness	0.922	פאַטאַל
bereaved	sadness	0.920	בארימט
devastation	sadness	0.917	חורבן
death	sadness	0.915	טויט
devastated	sadness	0.912	חרובֿ
suicide	sadness	0.912	זעלבסטמאָרד
catastrophe	sadness	0.911	קאַטאַסטראָפע
horrifying	sadness	0.907	גרויליק
died	sadness	0.906	געשטארבן
tragedy	sadness	0.906	טראַגעדיע
depressing	sadness	0.906	דיפּרעסינג
anguish	sadness	0.902	פּײַן
agony	sadness	0.900	ווייטאג
deadly	sadness	0.898	טויטלעך
weeping	sadness	0.896	געוויין
stillbirth	sadness	0.891	נאָך געבורט
deceased	sadness	0.891	פאַרשטאָרבן
murderer	sadness	0.877	מערדער
cancer	sadness	0.875	ראַק
dying	sadness	0.875	שטאַרבן
rape	sadness	0.875	שענדונג
devastating	sadness	0.875	דעוואַסטייטינג
morbidity	sadness	0.864	מאָרבידאַטי
sadness	sadness	0.864	טרויעריק
execution	sadness	0.859	דורכפירונג
traumatic	sadness	0.859	טראַוומאַטיש
perish	sadness	0.859	אומקומען
grief	sadness	0.859	טרויער
abandonment	sadness	0.859	פאַרלאָזן
atrocity	sadness	0.859	גרויזאַם
crucifixion	sadness	0.859	קרוסיפיקשאַן
depressed	sadness	0.859	דערשלאָגן
cadaver	sadness	0.853	קאַדאַווער
treachery	sadness	0.848	טרעטשערי
betrayed	sadness	0.848	פארראטן
grieve	sadness	0.844	טרויערן
suffering	sadness	0.844	צאָרעס
funeral	sadness	0.844	לוויה
destroyed	sadness	0.844	חרובֿ
homicide	sadness	0.844	מאָרד
hopelessness	sadness	0.844	כאָופּלאַסנאַס
slaughtering	sadness	0.844	שחיטה
persecution	sadness	0.844	פֿאַרפֿאָלגונג
murderous	sadness	0.844	מערדעראַס
sorrow	sadness	0.844	צער
miserable	sadness	0.844	צאָרעדיק
sad	sadness	0.844	טרויעריק
horrific	sadness	0.844	שרעקלעך
unhappiness	sadness	0.839	ומגליק
bloodshed	sadness	0.836	בלוט פארגיסונג
crippled	sadness	0.836	פארקריפלט
carnage	sadness	0.833	בלוטבאָד
pained	sadness	0.833	פּיין
manslaughter	sadness	0.833	מאנאלע
unbearable	sadness	0.830	אומדערטרעגלעך
stillborn	sadness	0.830	טויט געבוירן
morbid	sadness	0.828	מאָרביד
annihilation	sadness	0.828	פאַרניכטונג
helplessness	sadness	0.828	אָפענטיק
mourn	sadness	0.828	טרויערן
murder	sadness	0.828	מאָרד
slavery	sadness	0.828	שקלאַפֿערײַ
abandoned	sadness	0.828	פארלאזט
horrors	sadness	0.828	כאָרערז
mutilation	sadness	0.828	מיוטאַליישאַן
annihilated	sadness	0.828	פארניכטעט
casualty	sadness	0.828	קרבנות
enslaved	sadness	0.828	ענסליווד
sickness	sadness	0.828	קרענק
torment	sadness	0.828	מאַטערן
miscarriage	sadness	0.824	מיסקעראַדזש
starvation	sadness	0.819	הונגער
mournful	sadness	0.812	טרויעריק
sadly	sadness	0.812	טרויעריק
famine	sadness	0.812	הונגער
burial	sadness	0.812	קווורע
distraught	sadness	0.812	צערודערט
failure	sadness	0.812	דורכפאַל
killing	sadness	0.812	מאָרד
despair	sadness	0.812	פאַרצווייפלונג
cruelty	sadness	0.812	אַכזאָריעס
saddens	sadness	0.812	טרויעריק
oppression	sadness	0.812	דריקונג
heartache	sadness	0.812	האַרצווייטיק
terrorism	sadness	0.812	טעראָריזם
disgrace	sadness	0.812	שאַנד
childloss	sadness	0.812	קינד אָנווער
bloody	sadness	0.806	בלוטיקע
perishing	sadness	0.804	אומקומען
inhumanity	sadness	0.804	אוממענטשלעכקייט
malignancy	sadness	0.803	מאַליגנאַנס
mortification	sadness	0.802	מאָרפיקאַטיאָן
slave	sadness	0.797	קנעכט
lifeless	sadness	0.797	לייפלאַס
sarcoma	sadness	0.797	סאַרקאָמאַ
dreadfully	sadness	0.797	שרעקלעך
assassination	sadness	0.797	אַסאַסאַניישאַן
perished	sadness	0.797	אומגעקומען
kill	sadness	0.797	טויטן
devastate	sadness	0.797	צעשטערן
dreadful	sadness	0.797	שרעקלעך
mortuary	sadness	0.797	מאָרטשוערי
leukemia	sadness	0.797	לוקימיאַ
lethal	sadness	0.797	טויטלעך
desolation	sadness	0.797	וויסטעניש
gallows	sadness	0.797	תהום
brokenheart	sadness	0.792	צובראכן הארץ
banishment	sadness	0.790	פאַרבאָט
afflict	sadness	0.789	פּלאָגן
disheartened	sadness	0.788	דיכאַרטאַנד
bury	sadness	0.781	באַגראָבן
terrorize	sadness	0.781	טעראָריזירן
crying	sadness	0.781	וויינען
demoralized	sadness	0.781	דעמאָראַליזעד
tumour	sadness	0.781	אָנוווקס
heartbreak	sadness	0.781	העאַרטברעאַק
desecration	sadness	0.781	חילול השם
die	sadness	0.773	שטאַרבן
lynch	sadness	0.773	לינטש
sufferer	sadness	0.770	ליידער
fatality	sadness	0.766	פאַטאַליטי
diseased	sadness	0.766	קראַנקע
doomed	sadness	0.766	דומד
fearful	sadness	0.766	מוראדיק
destitute	sadness	0.766	פאַראָרעמט
abortion	sadness	0.766	אַבאָרשאַן
condolence	sadness	0.766	קאָנדאָלענציע
torture	sadness	0.766	פּייַניקונג
dismemberment	sadness	0.766	דיסמעמבערמאַנט
slayer	sadness	0.766	סלייער
loneliness	sadness	0.766	עלנט
cemetery	sadness	0.766	בית-עולם
moribund	sadness	0.758	שטאַרבן
painfully	sadness	0.758	ווייטיקדיק
disaster	sadness	0.758	ומגליק
depress	sadness	0.755	דעפּרעסיע
condemnation	sadness	0.754	פאַרשילטן
obliteration	sadness	0.750	אובליטעראציע
damnation	sadness	0.750	פאַרשילטן
sorrowful	sadness	0.750	טרויעריק
desperation	sadness	0.750	פאַרצווייפלונג
cry	sadness	0.750	וויינען
terrorist	sadness	0.750	טעראָריסט
painful	sadness	0.750	ווייטיקדיק
abduction	sadness	0.750	אַבדאַקשאַן
incest	sadness	0.750	ינסעסט
corpse	sadness	0.750	מעס
deplorable	sadness	0.750	טרויעריק
pandemic	sadness	0.750	פאנדעמיק
sickening	sadness	0.750	קראַנקינג
hemorrhage	sadness	0.750	כעמעראַדזש
guilt	sadness	0.750	שולד
depressive	sadness	0.750	דעפּרעסיוו
doomsday	sadness	0.750	דוםסטאג
defeated	sadness	0.750	באזיגט
victimized	sadness	0.750	וויקטימיזעד
regretful	sadness	0.750	באַדויערן
unhappy	sadness	0.750	ומגליקלעך
unfairness	sadness	0.745	ומיוישערדיק
molestation	sadness	0.744	מאלעסטאציע
abysmal	sadness	0.742	אַביסמאַל
exile	sadness	0.742	גלות
hellish	sadness	0.738	גיהנום
exterminate	sadness	0.736	ויסמעקן
destroying	sadness	0.734	צעשטערן
miserably	sadness	0.734	צאָרעדיק
disastrous	sadness	0.734	דיזאַסטראַס
battered	sadness	0.734	באַטערד
morgue	sadness	0.734	מאָרג
assassin	sadness	0.734	מערדער
horrid	sadness	0.734	שרעקלעך
disgraced	sadness	0.734	פארשעמט
homeless	sadness	0.734	היימלאָז
earthquake	sadness	0.734	ערדציטערניש
orphan	sadness	0.734	יתום
slaughter	sadness	0.734	שחיטה
warfare	sadness	0.734	מלחמה
betrayal	sadness	0.734	פאַרראַט
lonesome	sadness	0.734	עלנט
listless	sadness	0.729	ליסטלעסס
unfortunately	sadness	0.727	ליידער
emptiness	sadness	0.727	פּוסטקייט
grave	sadness	0.727	ערנסט
alienated	sadness	0.727	פרעמד
fraught	sadness	0.722	פראָט
violently	sadness	0.719	גוואַלדיק
woe	sadness	0.719	וויי
heartless	sadness	0.719	האַרציק
malicious	sadness	0.719	בייזע
missing	sadness	0.719	פעלנדיק
paralysis	sadness	0.719	פּאַראַליסיס
horror	sadness	0.719	גרויל
ashamed	sadness	0.719	פאַרשעמט
forsaken	sadness	0.719	פארלאזט
emaciated	sadness	0.719	אויסגעמאטערט
atrophy	sadness	0.719	אַטראָפי
danger	sadness	0.719	געפאַר
pain	sadness	0.719	ווייטיק
cripple	sadness	0.719	קאַליע
cried	sadness	0.719	געשריגן
disheartening	sadness	0.719	דיכאַרטינג
leprosy	sadness	0.719	מצורע
demise	sadness	0.717	טויט
disgruntled	sadness	0.712	ומגליקלעך
rejected	sadness	0.712	אפגעווארפן
sickly	sadness	0.712	קרענקלעך
violence	sadness	0.712	גוואַלד
torn	sadness	0.710	צעריסן
calamity	sadness	0.709	אומגליק
grim	sadness	0.708	grim
grievous	sadness	0.704	שווער
deformed	sadness	0.703	דיפאָרמעד
deformity	sadness	0.703	דיפאָרמאַטי
punishing	sadness	0.703	באַשטראָפן
hearse	sadness	0.703	כערס
meltdown	sadness	0.703	צעלאָזן
incurable	sadness	0.703	ינקיילאַבאַל
extinct	sadness	0.703	אויסגעשטארבן
victim	sadness	0.703	קאָרבן
suffocating	sadness	0.703	דערשטיקן
tearful	sadness	0.703	טרערן
obit	sadness	0.703	אָביט
oppressor	sadness	0.703	דריקער
slaughterhouse	sadness	0.703	שעכטהויז
abandon	sadness	0.703	פאַרלאָזן
crushed	sadness	0.703	צעטרעטן
isolation	sadness	0.703	איזאלאציע
decomposition	sadness	0.703	דיקאַמפּאָוזישאַן
inhuman	sadness	0.703	אוממענטשלעך
disfigured	sadness	0.703	דיספיגיערד
buried	sadness	0.703	באַגראָבן
strangle	sadness	0.703	דערשטיקן
isolate	sadness	0.703	יזאָלירן
humiliate	sadness	0.703	דערנידעריקן
carcinoma	sadness	0.703	קאַרסינאָמאַ
hell	sadness	0.700	גענעם
lifesucks	sadness	0.700	דאס לעבן גייט שלעכט
ruinous	sadness	0.698	חורבן
banish	sadness	0.697	פאַרטרייַבן
widow	sadness	0.697	אלמנה
accursed	sadness	0.697	פארשאלטן
ruined	sadness	0.697	קאַליע
vanished	sadness	0.695	פאַרשווונדן
displaced	sadness	0.691	דיספּלייסט
poverty	sadness	0.690	אָרעמקייַט
hopeless	sadness	0.688	האָפענונג
regretting	sadness	0.688	ריגרעטינג
widower	sadness	0.688	אלמן
stab	sadness	0.688	שטעכן
deserted	sadness	0.688	וויסט
insanity	sadness	0.688	מעשוגאַס
teary	sadness	0.688	טרערן
hurt	sadness	0.688	שאַטן
terminal	sadness	0.688	וואָקזאַל
shooting	sadness	0.688	שיסעריי
banished	sadness	0.688	פאַרבאָטן
hospice	sadness	0.688	האָספּייס
depraved	sadness	0.688	פאַרדאָרבן
nohope	sadness	0.688	ניין
sob	sadness	0.688	זיבן
imprisoned	sadness	0.688	אין טורמע
travesty	sadness	0.688	טראַוועסטי
loss	sadness	0.688	אָנווער
hurtful	sadness	0.688	שעדלעך
dementia	sadness	0.688	דימענשיאַ
pathetic	sadness	0.688	פּאַטעטיש
neglected	sadness	0.688	אָפּגעלאָזן
epidemic	sadness	0.688	עפידעמיע
illness	sadness	0.688	קראנקהייט
foreveralone	sadness	0.688	אויף אייביק
infidelity	sadness	0.688	ינפידעליטי
dismissal	sadness	0.686	אָפּזאָגן
alienation	sadness	0.685	ייליאַניישאַן
hardship	sadness	0.685	שוועריגקייט
choke	sadness	0.682	דערשטיקן
kidnap	sadness	0.682	קידנאַפּ
bleeding	sadness	0.673	בלידינג
punished	sadness	0.672	באשטראפט
malevolent	sadness	0.672	מאַלישאַס
gory	sadness	0.672	גאָרי
wail	sadness	0.672	װײנען
despairing	sadness	0.672	פאַרצווייפלט
coffin	sadness	0.672	אָרן
disparage	sadness	0.672	דיספּערידזש
missingyou	sadness	0.672	בענק נאך דיר
obituary	sadness	0.672	נענקבארקייט
deprivation	sadness	0.672	דעפּראַוויישאַן
abortive	sadness	0.672	אַבאָרטיוו
evil	sadness	0.672	בייז
wretch	sadness	0.672	אומגליק
imprisonment	sadness	0.672	טורמע
outcast	sadness	0.672	אַרויסגעוואָרפן
belittle	sadness	0.672	פאַרמינערן
poison	sadness	0.672	סם
frightful	sadness	0.672	שרעקלעך
decomposed	sadness	0.672	צעלאָזן
wretched	sadness	0.672	אומגליקלעך
feelingdown	sadness	0.672	געפיל אַראָפּ
disabled	sadness	0.672	פאַרקריפּלט
woefully	sadness	0.672	וויידלי
