English Word	Emotion	Emotion-Intensity-Score	Welsh Word
fun	joy	0.788	hwyl
giggling	joy	0.781	giglo
glad	joy	0.781	llawen
glorify	joy	0.781	gogoneddu
radiant	joy	0.781	pelydrol
beautiful	joy	0.781	hardd
solucky	joy	0.781	swrth
sothankful	joy	0.781	diddiolch
enchanted	joy	0.781	hudolus
romance	joy	0.779	rhamant
perfection	joy	0.779	perffeithrwydd
christmassy	joy	0.779	nadolig
heavens	joy	0.779	nefoedd
thrilling	joy	0.776	gwefreiddiol
lovable	joy	0.773	hoffus
congrats	joy	0.773	llongyfarchiadau
fiesta	joy	0.773	ffiesta
entertain	joy	0.773	difyrru
happyvalentinesday	joy	0.773	dydd San Ffolant hapus
miraculous	joy	0.773	gwyrthiol
cheers	joy	0.773	lloniannau
cheered	joy	0.773	llon
positivity	joy	0.773	positifrwydd
funday	joy	0.772	diwrnod hwyl
enjoying	joy	0.771	yn mwynhau
lifeisgood	joy	0.766	Mae bywyd yn dda
amused	joy	0.766	difyr
goodfeeling	joy	0.766	teimlad da
christmasspirit	joy	0.766	ysbryd nadolig
cuddling	joy	0.766	cwtsh
smiles	joy	0.766	gwenu
sosweet	joy	0.766	mor melys
thebest	joy	0.766	y gorau
party	joy	0.765	parti
delight	joy	0.765	hyfrydwch
orgasm	joy	0.765	orgasm
positive	joy	0.761	cadarnhaol
sweetheart	joy	0.758	cariad
enlighten	joy	0.758	goleuo
cheerfulness	joy	0.758	sirioldeb
miracles	joy	0.758	gwyrthiau
giddy	joy	0.757	berfedd
christmastime	joy	0.757	nadolig
gratify	joy	0.750	boddhau
greatness	joy	0.750	mawredd
friendliness	joy	0.750	cyfeillgarwch
blessings	joy	0.750	bendithion
laughs	joy	0.750	chwerthin
tistheseason	joy	0.750	y tymor
smile	joy	0.750	gwenu
pleasing	joy	0.750	dymunol
romantic	joy	0.750	rhamantus
happyholidays	joy	0.750	gwyliau hapus
frolic	joy	0.748	frolic
jubilee	joy	0.742	jiwbilî
miracle	joy	0.742	gwyrth
enthusiasm	joy	0.742	brwdfrydedd
selflove	joy	0.742	hunangariad
triumph	joy	0.742	buddugoliaeth
magical	joy	0.742	hudol
rewarding	joy	0.742	gwobrwyol
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	egni positif
feelgood	joy	0.736	teimlo'n dda
prosperity	joy	0.735	ffyniant
behappy	joy	0.734	byddwch yn hapus
admiration	joy	0.734	edmygedd
passionate	joy	0.734	angerddol
goodday	joy	0.734	diwrnod da
luxurious	joy	0.734	moethus
tgif	joy	0.734	tgif
victory	joy	0.734	buddugoliaeth
feelinggood	joy	0.734	teimlo'n dda
enchant	joy	0.734	swyngyfaredd
greatnight	joy	0.734	noson wych
vivacious	joy	0.734	bywiol
glorification	joy	0.733	gogoneddiad
sing	joy	0.729	canu
glowing	joy	0.729	disgleirio
yessss	joy	0.728	oesss
fulfillment	joy	0.728	cyflawniad
breathtaking	joy	0.728	syfrdanol
thankful	joy	0.727	diolchgar
cheery	joy	0.727	siriol
santa	joy	0.727	santa
hurrah	joy	0.727	hurray
christmasbreak	joy	0.727	doriad nadolig
win	joy	0.727	ennill
atpeace	joy	0.727	heddwch
award	joy	0.727	gwobr
merry	joy	0.727	llawen
inspiration	joy	0.725	ysbrydoliaeth
radiance	joy	0.725	pelydru
pleased	joy	0.725	falch
uplift	joy	0.723	ymgodiad
optimistic	joy	0.723	optimistaidd
heaven	joy	0.721	nef
lucky	joy	0.721	lwcus
godisgreat	joy	0.721	godisgreat
holidays	joy	0.721	gwyliau
thrill	joy	0.721	gwefr
congratulatory	joy	0.719	llongyfarch
thriving	joy	0.719	yn ffynnu
amusement	joy	0.719	difyrrwch
perfect	joy	0.719	perffaith
lover	joy	0.719	cariad
xmas	joy	0.719	Nadolig
heartfelt	joy	0.719	galonog
utopian	joy	0.719	iwtopaidd
lovely	joy	0.719	hyfryd
harmony	joy	0.719	cytgord
praising	joy	0.719	canmol
brighten	joy	0.719	bywiogi
luckiest	joy	0.712	lwcus
merrychristmas	joy	0.712	Nadolig Llawen
magic	joy	0.712	hud
achievement	joy	0.712	cyflawniad
yay	joy	0.712	hwrê
holiday	joy	0.712	gwyliau
treasures	joy	0.712	trysorau
luxury	joy	0.712	moethusrwydd
bestfeeling	joy	0.712	teimlad gorau
intimate	joy	0.710	agos-atoch
soblessed	joy	0.706	soblessed
yaaay	joy	0.706	yaaay
rave	joy	0.706	rêf
chuckle	joy	0.706	chwerthin
proud	joy	0.704	balch
winning	joy	0.703	ennill
cherish	joy	0.703	coleddu
goodnews	joy	0.703	Newyddion da
fuckyeah	joy	0.703	ffycin
optimism	joy	0.703	optimistiaeth
amazingly	joy	0.703	yn rhyfeddol
lovelife	joy	0.703	bywyd cariad
truelove	joy	0.703	Gwir gariad
beautification	joy	0.703	harddu
satisfying	joy	0.703	boddhaus
appreciates	joy	0.703	yn gwerthfawrogi
cuddled	joy	0.703	cwtsh
goodlife	joy	0.703	Bywyd da
gooood	joy	0.703	dda
sweetest	joy	0.703	melysaf
yaay	joy	0.700	iaay
entertained	joy	0.700	diddanu
excite	joy	0.697	cyffroi
newbeginnings	joy	0.693	dechreuadau newydd
praisejesus	joy	0.691	moliant
birthday	joy	0.691	penblwydd
greatfriends	joy	0.688	ffrindiau mawr
adoration	joy	0.688	addoliad
godsend	joy	0.688	duwiol
favorite	joy	0.688	hoff
content	joy	0.688	cynnwys
entertaining	joy	0.688	difyr
honored	joy	0.688	anrhydeddu
metime	joy	0.688	amser
exquisite	joy	0.688	goeth
holidayseason	joy	0.688	gwyliau tymor
thankyoujesus	joy	0.688	diolch i ti
angelic	joy	0.688	angylaidd
goodhealth	joy	0.682	Iechyd da
majestic	joy	0.682	mawreddog
luscious	joy	0.682	melys
memoriesiwontforget	joy	0.682	atgofion byth anghofio
bestfriends	joy	0.682	ffrindiau gorau
precious	joy	0.682	gwerthfawr
appreciated	joy	0.682	gwerthfawrogi
exaltation	joy	0.682	dyrchafiad
smiled	joy	0.682	gwenodd
brightens	joy	0.682	yn goleuo
tranquility	joy	0.679	llonyddwch
marry	joy	0.676	priodi
embrace	joy	0.676	cofleidio
positively	joy	0.676	yn gadarnhaol
grin	joy	0.672	gwenu
hug	joy	0.672	cwtsh
hilarious	joy	0.672	doniol
dearest	joy	0.672	anwylaf
contentment	joy	0.672	bodlonrwydd
accomplished	joy	0.672	cyflawni
relaxation	joy	0.672	ymlacio
bday	joy	0.672	bday
enliven	joy	0.672	bywiogi
weeeee	joy	0.672	weeeee
giggles	joy	0.672	chwerthin
fulfilled	joy	0.667	cyflawni
bountiful	joy	0.667	hael
victor	joy	0.667	buddugwr
adore	joy	0.667	addoli
boisterous	joy	0.667	afreolus
fulfill	joy	0.664	cyflawni
cuddles	joy	0.662	cwtsh
prosperous	joy	0.660	llewyrchus
appreciation	joy	0.656	gwerthfawrogiad
serenity	joy	0.656	tangnefedd
happynewyear	joy	0.656	blwyddyn Newydd Dda
humor	joy	0.656	hiwmor
satisfy	joy	0.656	bodloni
besties	joy	0.656	goreuon
encouraged	joy	0.656	annog
captivate	joy	0.656	swyno
christmaseve	joy	0.656	noswyl Nadolig
glow	joy	0.656	llewyrch
romanticism	joy	0.656	rhamantiaeth
innerpeace	joy	0.656	heddwch mewnol
pleasant	joy	0.656	dymunol
praises	joy	0.652	yn canmol
abundance	joy	0.652	helaethrwydd
fortunes	joy	0.652	ffawd
engaged	joy	0.652	dyweddi
praised	joy	0.652	canmol
relaxing	joy	0.652	ymlaciol
treasure	joy	0.652	trysor
satisfaction	joy	0.652	boddlonrwydd
nothingbetter	joy	0.647	dim byd gwell
affection	joy	0.647	serchogrwydd
relieved	joy	0.647	rhyddhad
complement	joy	0.647	ategu
carnival	joy	0.643	carnifal
priceless	joy	0.641	amhrisiadwy
uplifting	joy	0.641	dyrchafol
sensuality	joy	0.641	cnawdolrwydd
saintly	joy	0.641	santaidd
champion	joy	0.641	pencampwr
thanksgiving	joy	0.641	diolchgarwch
harmoniously	joy	0.641	yn gytun
wedding	joy	0.641	priodas
achieve	joy	0.641	cyflawni
divine	joy	0.641	dwyfol
jackpot	joy	0.641	jacpot
honeymoon	joy	0.636	mis mêl
exalt	joy	0.636	gorfoledd
twinkle	joy	0.636	gwreichionen
comforting	joy	0.636	cysurus
felicity	joy	0.636	felusrwydd
peaceful	joy	0.636	heddychol
climax	joy	0.636	uchafbwynt
winner	joy	0.636	enillydd
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	cwtsh
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	syllu ar y sêr
festival	joy	0.625	gwyl
sweet	joy	0.625	melys
generosity	joy	0.625	haelioni
brighter	joy	0.625	disgleiriach
praisegod	joy	0.625	moliant
gorgeous	joy	0.625	prydferth
hearts	joy	0.625	calonnau
amusing	joy	0.625	doniol
fondness	joy	0.625	hoffder
snuggling	joy	0.625	snuggl
reward	joy	0.625	Gwobr
sex	joy	0.622	rhyw
kind	joy	0.621	caredig
genial	joy	0.621	hynaws
parade	joy	0.621	parêd
applause	joy	0.621	cymmeradwyaeth
beauty	joy	0.621	harddwch
fulfilling	joy	0.618	cyflawni
aspiring	joy	0.618	dyheu
newlife	joy	0.618	Bywyd newydd
godbless	joy	0.616	duwiol
virtuous	joy	0.613	rhinweddol
kiss	joy	0.610	cusan
christmas	joy	0.609	nadolig
rainbows	joy	0.609	enfys
elegance	joy	0.609	ceinder
generous	joy	0.609	hael
super	joy	0.609	super
playful	joy	0.609	chwareus
enlightenment	joy	0.609	goleuedigaeth
praiseworthy	joy	0.609	canmoladwy
awards	joy	0.609	gwobrau
adorable	joy	0.609	annwyl
rekindle	joy	0.609	ailgynnau
winnings	joy	0.609	enillion
independence	joy	0.607	annibyniaeth
amour	joy	0.607	amour
kindness	joy	0.606	caredigrwydd
surprises	joy	0.606	syrpreis
heheh	joy	0.606	heheh
hilarity	joy	0.606	digrifwch
wonder	joy	0.606	rhyfeddod
freely	joy	0.606	yn rhydd
successful	joy	0.606	llwyddiannus
inspired	joy	0.606	ysbrydoledig
onelove	joy	0.606	un cariad
whimsical	joy	0.603	mympwyol
entertainment	joy	0.603	adloniant
passion	joy	0.603	angerdd
stressfree	joy	0.601	di-straen
beautify	joy	0.601	harddu
sunrise	joy	0.600	codiad haul
godisgood	joy	0.597	godisgood
goodmusic	joy	0.594	cerddoriaeth dda
revere	joy	0.594	parch
whoo	joy	0.594	pwyo
fanfare	joy	0.594	ffanffer
inspire	joy	0.594	ysbrydoli
angel	joy	0.594	angel
thankgod	joy	0.594	Diolch i Dduw
goodies	joy	0.594	nwyddau
jesus	joy	0.594	lesu
accomplishment	joy	0.594	cyflawniad
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	yn heddychlon
flirt	joy	0.594	fflyrt
friendship	joy	0.591	cyfeillgarwch
singing	joy	0.591	canu
heroic	joy	0.591	arwrol
exalted	joy	0.591	dyrchafedig
fortune	joy	0.591	ffortiwn
highest	joy	0.591	uchaf
summer	joy	0.591	haf
contented	joy	0.588	bodlon
rollicking	joy	0.588	rholio
overflowing	joy	0.588	gorlifo
woot	joy	0.588	woot
accolade	joy	0.586	clod
hope	joy	0.586	gobaith
cozy	joy	0.583	clyd
delicious	joy	0.579	blasus
raving	joy	0.578	cynddeiriog
thelife	joy	0.578	y bywyd
darling	joy	0.578	darling
sensuous	joy	0.578	synhwyrus
picturesque	joy	0.578	darluniadol
friendly	joy	0.578	cyfeillgar
everlasting	joy	0.578	tragywyddol
praise	joy	0.578	mawl
ambition	joy	0.578	uchelgais
sparkle	joy	0.577	sgleinio
sensual	joy	0.576	synhwyrus
peace	joy	0.576	heddwch
flattering	joy	0.576	gwenieithus
grace	joy	0.576	gras
luckygirl	joy	0.576	merch lwcus
heroism	joy	0.576	arwriaeth
succeeding	joy	0.576	yn llwyddo
yeahhh	joy	0.576	yeahhh
special	joy	0.574	arbennig
livelife	joy	0.574	byw bywyd
tantalizing	joy	0.572	pryfoclyd
pumped	joy	0.567	pwmpio
yey	joy	0.562	ie
surprise	joy	0.562	syndod
sunny	joy	0.562	Heulog
prevail	joy	0.562	drechaf
revels	joy	0.562	gwleddoedd
humorous	joy	0.562	doniol
sweets	joy	0.562	melysion
liking	joy	0.562	hoffi
admirable	joy	0.562	clodwiw
superstar	joy	0.562	seren wib
relax	joy	0.562	ymlacio
prosper	joy	0.562	ffynnu
hero	joy	0.562	arwr
hugs	joy	0.562	cwtsh
worthwhile	joy	0.562	gwerth chweil
newyear	joy	0.561	blwyddyn Newydd
tenderness	joy	0.561	tynerwch
bless	joy	0.561	bendith
favorable	joy	0.561	ffafriol
freedom	joy	0.561	rhyddid
masterpiece	joy	0.561	campwaith
dreams	joy	0.559	breuddwydion
hopeful	joy	0.559	gobeithiol
home	joy	0.559	cartref
cruising	joy	0.556	mordeithio
gracias	joy	0.554	gracias
faithfulness	joy	0.553	ffyddlondeb
eagerness	joy	0.552	awydd
closeness	joy	0.552	agosatrwydd
sunshine	joy	0.551	heulwen
comfy	joy	0.551	cyffyrddus
vacation	joy	0.547	gwyliau
celestial	joy	0.547	nefol
good	joy	0.547	dda
elite	joy	0.547	elitaidd
illuminate	joy	0.547	goleuo
confidence	joy	0.547	hyder
mistletoe	joy	0.547	uchelwydd
daughter	joy	0.547	merch
lifted	joy	0.547	codi
goodmorning	joy	0.547	bore da
zeal	joy	0.547	selog
gifts	joy	0.547	anrhegion
gift	joy	0.547	anrheg
astonishment	joy	0.547	syndod
heart	joy	0.547	calon
completion	joy	0.547	cwblhau
bonus	joy	0.547	bonws
charmed	joy	0.546	swyno
dance	joy	0.545	dawns
sublime	joy	0.545	aruchel
recreation	joy	0.545	hamdden
encouragement	joy	0.545	anogaeth
god	joy	0.545	duw
gush	joy	0.545	gush
freshstart	joy	0.544	dechrau ffres
free	joy	0.544	rhydd
savior	joy	0.543	gwaredwr
sanctuary	joy	0.541	noddfa
grandchildren	joy	0.540	wyrion
wellness	joy	0.537	lles
revel	joy	0.534	ymhyfrydu
music	joy	0.531	cerddoriaeth
fab	joy	0.531	fab
bridal	joy	0.531	priodasol
soar	joy	0.531	esgyn
alive	joy	0.531	yn fyw
money	joy	0.531	arian
soothing	joy	0.531	lleddfol
serene	joy	0.531	tangnefedd
holiness	joy	0.531	sancteiddrwydd
inspirational	joy	0.531	ysbrydoledig
matrimony	joy	0.531	priodas
dayoff	joy	0.531	diwrnod i ffwrdd
savor	joy	0.531	sawrus
vitality	joy	0.531	bywiogrwydd
confident	joy	0.531	hyderus
firstborn	joy	0.531	cyntafanedig
rainbow	joy	0.531	enfys
liberation	joy	0.531	ryddhad
elegant	joy	0.530	cain
mastery	joy	0.530	meistrolaeth
glimmer	joy	0.530	llygedyn
illumination	joy	0.530	goleu
blossom	joy	0.530	blodeuyn
warmth	joy	0.530	cynhesrwydd
welcomed	joy	0.530	croeso
treat	joy	0.529	trin
faithful	joy	0.529	ffyddlon
snuggles	joy	0.522	snuggles
laurels	joy	0.521	rhwyfau
commendable	joy	0.519	clodwiw
succeed	joy	0.516	llwyddo
jingle	joy	0.516	jigl
zest	joy	0.516	croen
noschool	joy	0.516	noysgol
brotherly	joy	0.516	brawdol
silly	joy	0.516	gwirion
abundant	joy	0.516	helaeth
fancy	joy	0.516	ffansi
resplendent	joy	0.516	resplendent
strengthening	joy	0.516	cryfhau
presents	joy	0.516	anrhegion
pride	joy	0.516	balchder
almighty	joy	0.516	hollalluog
powerful	joy	0.516	nerthol
aspire	joy	0.516	dyheu
remarkable	joy	0.516	hynod
greeted	joy	0.516	cyfarch
thanking	joy	0.515	diolch
cutie	joy	0.515	cutie
kudos	joy	0.515	clod
therapeutic	joy	0.515	therapiwtig
zen	joy	0.515	zen
coronation	joy	0.515	coroni
complete	joy	0.515	cyflawn
shining	joy	0.515	disgleirio
spirit	joy	0.515	ysbryd
princely	joy	0.515	tywysogaidd
vivid	joy	0.515	byw
comfort	joy	0.515	cysur
leisure	joy	0.515	hamdden
reunited	joy	0.515	aduno
kid	joy	0.515	plentyn
newme	joy	0.515	newme
payday	joy	0.515	diwrnod cyflog
animated	joy	0.515	hanimeiddio
familytime	joy	0.515	amser teulu
relationship	joy	0.514	perthynas
godly	joy	0.514	duwiol
marriage	joy	0.514	priodas
daymade	joy	0.514	dyddorol
spouse	joy	0.507	priod
intimately	joy	0.507	yn agos
respect	joy	0.500	parch
bloom	joy	0.500	blodeuo
purr	joy	0.500	purr
carefree	joy	0.500	diofal
nature	joy	0.500	natur
encourage	joy	0.500	annog
soulful	joy	0.500	enaid
refreshed	joy	0.500	adfywio
family	joy	0.500	teulu
gem	joy	0.500	gem
meritorious	joy	0.500	teilwng
achieved	joy	0.500	cyflawni
motherhood	joy	0.500	mamolaeth
holyspirit	joy	0.500	ysbryd sanctaidd
surreal	joy	0.500	swreal
charitable	joy	0.500	elusennol
teamjesus	joy	0.500	tîmjesus
stressrelief	joy	0.500	lleddfu straen
erotic	joy	0.500	erotig
inviting	joy	0.500	gwahodd
baby	joy	0.500	babi
dignity	joy	0.500	urddas
satisfied	joy	0.500	bodlon
visionary	joy	0.500	gweledigaethol
memorable	joy	0.500	cofiadwy
veracity	joy	0.500	geirwiredd
healthy	joy	0.500	iach
welcoming	joy	0.500	croesawgar
diamond	joy	0.500	diemwnt
christ	joy	0.500	crist
beach	joy	0.500	traeth
accomplish	joy	0.500	cyflawni
friends	joy	0.500	ffrindiau
excel	joy	0.500	rhagori
health	joy	0.493	iechyd
aura	joy	0.493	naws
yehey	joy	0.486	ie
approved	joy	0.486	cymeradwy
oasis	joy	0.486	gwerddon
liberty	joy	0.486	rhyddid
crowning	joy	0.485	coroni
aspiration	joy	0.485	dyhead
privileged	joy	0.485	breintiedig
crescendo	joy	0.485	crescendo
rapture	joy	0.485	raptur
liberate	joy	0.485	rhyddhau
nocomplaints	joy	0.485	nocwynion
prestige	joy	0.485	bri
bounty	joy	0.485	haelioni
gentle	joy	0.485	tyner
inseparable	joy	0.485	anwahanadwy
engaging	joy	0.485	ymgysylltu
loyal	joy	0.485	ffyddlon
betrothed	joy	0.485	dyweddi
transcendence	joy	0.484	trosgedd
selfworth	joy	0.484	hunanwerth
yummy	joy	0.484	blasus
datenight	joy	0.484	nos ddydd
destiny	joy	0.484	tynged
heyday	joy	0.484	anterth
aloha	joy	0.484	aloha
desire	joy	0.484	awydd
dream	joy	0.484	breuddwyd
luck	joy	0.484	lwc
fete	joy	0.484	ffair
trophy	joy	0.484	tlws
bouquet	joy	0.484	tusw
chocolate	joy	0.484	siocled
creativity	joy	0.484	creadigrwydd
boyfriend	joy	0.480	cariad
commemoration	joy	0.479	coffadwriaeth
intelligence	joy	0.477	cudd-wybodaeth
readiness	joy	0.473	parodrwydd
friend	joy	0.471	ffrind
bride	joy	0.471	priodferch
enthusiast	joy	0.471	selog
lush	joy	0.470	gwyrddlas
inheritance	joy	0.470	etifeddiaeth
soothe	joy	0.470	lleddfu
tickle	joy	0.470	gogog
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	hiraeth
massage	joy	0.470	tylino
calming	joy	0.470	tawelu
adventure	joy	0.470	antur
pretty	joy	0.469	pert
purring	joy	0.469	purring
eternal	joy	0.469	tragywyddol
humanitarian	joy	0.469	dyngarol
nurture	joy	0.469	meithrin
giving	joy	0.469	rhoi
rest	joy	0.469	gorffwys
getaway	joy	0.469	getaway
goals	joy	0.469	nodau
pray	joy	0.469	gweddio
bridegroom	joy	0.469	priodfab
heartily	joy	0.469	yn galonog
luster	joy	0.469	llewyrch
bonding	joy	0.469	bondio
princess	joy	0.469	tywysoges
amicable	joy	0.469	cyfeillgar
benevolence	joy	0.469	cymwynasgarwch
child	joy	0.466	plentyn
salutary	joy	0.465	llesol
invite	joy	0.457	gwahodd
beam	joy	0.456	trawst
reminiscing	joy	0.456	yn hel atgofion
befriend	joy	0.455	cyfeillio
aesthetics	joy	0.455	estheteg
friday	joy	0.455	dydd Gwener
freshair	joy	0.455	Awyr iach
ceremony	joy	0.455	seremoni
kindred	joy	0.455	caredig
mindfulness	joy	0.455	ymwybyddiaeth ofalgar
sonice	joy	0.455	sonig
elevation	joy	0.455	drychiad
tropical	joy	0.455	trofannol
scholarship	joy	0.455	ysgoloriaeth
hee	joy	0.455	hee
noworries	joy	0.453	gofidiau
allure	joy	0.453	hudoliaeth
approve	joy	0.453	cymeradwyo
scenery	joy	0.453	golygfeydd
waterfall	joy	0.453	Rhaeadr
vindication	joy	0.453	cyfiawnhad
namaste	joy	0.453	namaste
commemorate	joy	0.453	coffau
faith	joy	0.453	ffydd
birth	joy	0.453	geni
forgiveness	joy	0.453	maddeuant
journey	joy	0.447	taith
meditation	joy	0.446	myfyrdod
relaxed	joy	0.442	hamddenol
present	joy	0.441	bresennol
weekend	joy	0.441	penwythnos
tender	joy	0.441	tyner
tranquil	joy	0.441	heddychlon
lyrical	joy	0.439	telynegol
sharing	joy	0.439	rhannu
esteem	joy	0.439	parch
nostalgic	joy	0.439	hiraethus
prayer	joy	0.439	gweddi
righteousness	joy	0.439	cyfiawnder
husband	joy	0.438	gwr
relief	joy	0.438	rhyddhad
strength	joy	0.438	nerth
mighty	joy	0.438	nerthol
unbeaten	joy	0.438	diguro
eager	joy	0.438	awyddus
share	joy	0.438	rhannu
newday	joy	0.438	dydd newydd
sonnet	joy	0.438	soned
meditate	joy	0.438	myfyrio
life	joy	0.438	bywyd
winterbreak	joy	0.429	toriad y gaeaf
warm	joy	0.429	cynnes
movingforward	joy	0.429	symud ymlaen
buddy	joy	0.427	ffrind
oneness	joy	0.426	undod
unconstrained	joy	0.424	anghyfyngedig
amen	joy	0.424	amen
reverence	joy	0.424	parch
healthful	joy	0.424	iachus
thelittlethings	joy	0.424	y pethau bychain
medal	joy	0.424	medal
unsurpassed	joy	0.424	heb ei ail
candlelight	joy	0.424	golau cannwyll
carols	joy	0.424	carolau
ejaculation	joy	0.424	ejaculation
beginnings	joy	0.422	dechreuadau
sledding	joy	0.422	sledding
graduation	joy	0.422	graddio
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	rhwyddineb
symphony	joy	0.422	symffoni
wealth	joy	0.422	cyfoeth
helpful	joy	0.422	cymwynasgar
musical	joy	0.422	cerddorol
glitter	joy	0.422	gliter
calmness	joy	0.422	llonyddwch
energy	joy	0.422	egni
safe	joy	0.422	diogel
nostress	joy	0.421	ffroen
soundness	joy	0.421	cadernid
promise	joy	0.415	addewid
reunite	joy	0.414	aduno
mother	joy	0.412	mam
salvation	joy	0.412	iachawdwriaeth
poems	joy	0.412	cerddi
clown	joy	0.409	clown
lavender	joy	0.409	lafant
immaculate	joy	0.409	ddihalog
purify	joy	0.409	puro
inauguration	joy	0.409	urddo
aromatherapy	joy	0.409	aromatherapi
lighten	joy	0.409	ysgafnhau
travel	joy	0.409	teithio
cash	joy	0.406	arian parod
companion	joy	0.406	cydymaith
live	joy	0.406	byw
opportune	joy	0.406	amserol
completing	joy	0.406	cwblhau
charity	joy	0.406	elusen
heal	joy	0.406	iachau
star	joy	0.406	seren
wishing	joy	0.406	dymuno
flowers	joy	0.406	blodau
income	joy	0.403	incwm
soul	joy	0.401	enaid
munchies	joy	0.400	munchies
emancipation	joy	0.397	rhyddfreiniad
indescribable	joy	0.397	annisgrifiadwy
progress	joy	0.397	cynnydd
equality	joy	0.394	Cydraddoldeb
childhood	joy	0.394	plentyndod
together	joy	0.394	gyda'i gilydd
rhythmical	joy	0.394	rhythmig
fullness	joy	0.394	llawnder
calm	joy	0.394	tawelwch
hammock	joy	0.394	hamog
picnic	joy	0.394	picnic
movies	joy	0.393	ffilmiau
zealous	joy	0.393	selog
playground	joy	0.391	maes chwarae
affluence	joy	0.391	cyfoeth
warms	joy	0.391	yn cynhesu
choir	joy	0.391	côr
littlethings	joy	0.391	pethau bach
auspicious	joy	0.391	addawol
meaningful	joy	0.391	ystyrlon
adventures	joy	0.391	anturiaethau
goofy	joy	0.391	goofy
starry	joy	0.391	serennog
humanity	joy	0.391	dynoliaeth
gesture	joy	0.387	ystum
witty	joy	0.382	ffraeth
vow	joy	0.382	adduned
shopping	joy	0.382	siopa
vibes	joy	0.379	vibes
worship	joy	0.379	addoliad
jump	joy	0.379	neidio
communion	joy	0.379	cymun
reverend	joy	0.377	parchedig
rising	joy	0.375	yn codi
advance	joy	0.375	ymlaen llaw
beaches	joy	0.375	traethau
sonorous	joy	0.375	soniarus
courtship	joy	0.375	carwriaeth
experience	joy	0.375	profiad
reunion	joy	0.375	aduniad
simplicity	joy	0.375	symlrwydd
full	joy	0.375	llawn
hymn	joy	0.375	emyn
spirits	joy	0.375	gwirodydd
unforgettable	joy	0.375	bythgofiadwy
mirth	joy	0.375	gorfoledd
youth	joy	0.375	ieuenctid
scenic	joy	0.375	golygfaol
unique	joy	0.375	unigryw
redeemed	joy	0.375	gwarededig
alliance	joy	0.368	cynghrair
baptismal	joy	0.368	bedydd
grant	joy	0.366	grant
kitten	joy	0.364	gath fach
sanctification	joy	0.364	sancteiddhad
conciliation	joy	0.364	cymodi
improves	joy	0.364	yn gwella
pure	joy	0.364	pur
improve	joy	0.364	gwella
authentic	joy	0.364	dilys
moonlight	joy	0.364	golau lleuad
weightloss	joy	0.362	colli pwysau
raspberries	joy	0.360	mafon
feeling	joy	0.359	teimlad
jest	joy	0.359	jest
independent	joy	0.359	annibynnol
sanctify	joy	0.359	sancteiddio
devotional	joy	0.359	defosiynol
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	hyfedredd
listenting	joy	0.359	gwrando
fidelity	joy	0.359	ffyddlondeb
revival	joy	0.359	adfywiad
giver	joy	0.353	rhoddwr
cocoa	joy	0.353	coco
deliverance	joy	0.348	gwaredigaeth
melody	joy	0.348	alaw
unification	joy	0.348	uno
romp	joy	0.348	rhuthr
purpose	joy	0.348	pwrpas
choral	joy	0.348	corawl
exceed	joy	0.348	rhagori
dolphin	joy	0.348	dolffin
roaring	joy	0.348	rhuo
favor	joy	0.348	ffafr
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	voluptuous
fruits	joy	0.344	ffrwythau
cookies	joy	0.344	briwsion
manicure	joy	0.344	trin dwylo
nowork	joy	0.344	Dim gwaith
date	joy	0.344	dyddiad
newstart	joy	0.344	dechrau newydd
hedonism	joy	0.344	hedoniaeth
pledge	joy	0.344	adduned
