English Word	Emotion	Emotion-Intensity-Score	Samoan Word
rainbows	joy	0.609	nuanua
elegance	joy	0.609	lalelei
generous	joy	0.609	agalelei
super	joy	0.609	sili
playful	joy	0.609	ulavale
enlightenment	joy	0.609	malamalama
praiseworthy	joy	0.609	viia
awards	joy	0.609	faailoga
adorable	joy	0.609	aulelei
rekindle	joy	0.609	toe faaolaola
winnings	joy	0.609	manumalo
independence	joy	0.607	tutoatasi
amour	joy	0.607	alofa
kindness	joy	0.606	agalelei
surprises	joy	0.606	fa'ate'ia
heheh	joy	0.606	heheh
hilarity	joy	0.606	malie
wonder	joy	0.606	ofo
freely	joy	0.606	saoloto
successful	joy	0.606	manuia
inspired	joy	0.606	musuia
onelove	joy	0.606	tasi le alofa
whimsical	joy	0.603	fa'anoanoa
entertainment	joy	0.603	faafiafiaga
passion	joy	0.603	tu'inanau
stressfree	joy	0.601	leai se popole
beautify	joy	0.601	faamatagofie
sunrise	joy	0.600	oso a'e o le la
godisgood	joy	0.597	lelei le Atua
goodmusic	joy	0.594	lelei musika
revere	joy	0.594	fa'aaloalo
whoo	joy	0.594	oi
fanfare	joy	0.594	fa'afiafiaga
inspire	joy	0.594	musuia
angel	joy	0.594	agelu
thankgod	joy	0.594	faafetai
goodies	joy	0.594	mea lelei
jesus	joy	0.594	Iesu
accomplishment	joy	0.594	ausia
snuggled	joy	0.594	faapupuu
peacefully	joy	0.594	filemu
flirt	joy	0.594	faatafai
friendship	joy	0.591	faauoga
singing	joy	0.591	pesega
heroic	joy	0.591	lototoa
exalted	joy	0.591	faaeaina
fortune	joy	0.591	manuia
highest	joy	0.591	maualuga
summer	joy	0.591	taumafanafana
contented	joy	0.588	faamalieina
rollicking	joy	0.588	ta'avale
overflowing	joy	0.588	taumasuasua
woot	joy	0.588	woot
accolade	joy	0.586	viia
hope	joy	0.586	faamoemoe
cozy	joy	0.583	mafanafana
delicious	joy	0.579	suamalie
raving	joy	0.578	gugutu
thelife	joy	0.578	le ola
darling	joy	0.578	pele
sensuous	joy	0.578	tu'inanau
picturesque	joy	0.578	matagofie
friendly	joy	0.578	faauo
everlasting	joy	0.578	e faavavau
praise	joy	0.578	viiga
ambition	joy	0.578	fa'anaunauta'iga
sparkle	joy	0.577	fe'ilafi
sensual	joy	0.576	tu'inanau
peace	joy	0.576	filemu
flattering	joy	0.576	fa'ase'e
grace	joy	0.576	alofa tunoa
luckygirl	joy	0.576	laki teine
heroism	joy	0.576	lototoa
succeeding	joy	0.576	manuia
yeahhh	joy	0.576	ioehh
special	joy	0.574	fa'apitoa
livelife	joy	0.574	olaola
tantalizing	joy	0.572	fa'alili
pumped	joy	0.567	pamu
yey	joy	0.562	ioe
surprise	joy	0.562	ofo
sunny	joy	0.562	la
prevail	joy	0.562	manumalo
revels	joy	0.562	fiafia
humorous	joy	0.562	malie
sweets	joy	0.562	suamalie
liking	joy	0.562	fiafia
admirable	joy	0.562	mata'ina
superstar	joy	0.562	fetuutuuna'i
relax	joy	0.562	malolo
prosper	joy	0.562	manuia
hero	joy	0.562	toa
hugs	joy	0.562	fusi
worthwhile	joy	0.562	aoga
newyear	joy	0.561	tausaga fou
tenderness	joy	0.561	agavaivai
bless	joy	0.561	faamanuia
favorable	joy	0.561	lelei
freedom	joy	0.561	saolotoga
masterpiece	joy	0.561	mata'ina
dreams	joy	0.559	miti
hopeful	joy	0.559	fa'amoemoe
home	joy	0.559	aiga
cruising	joy	0.556	folau
gracias	joy	0.554	faafetai
faithfulness	joy	0.553	faamaoni
eagerness	joy	0.552	naunau
closeness	joy	0.552	vavalalata
sunshine	joy	0.551	susulu o le la
comfy	joy	0.551	mafanafana
vacation	joy	0.547	malologa
celestial	joy	0.547	selesitila
good	joy	0.547	lelei
elite	joy	0.547	tagata maualuluga
illuminate	joy	0.547	fa'amalamalama
confidence	joy	0.547	mautinoa
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	afa'fine
lifted	joy	0.547	siitia
goodmorning	joy	0.547	manuia le taeao
zeal	joy	0.547	ma'elega
gifts	joy	0.547	meaalofa
gift	joy	0.547	meaalofa
astonishment	joy	0.547	ofo
heart	joy	0.547	loto
completion	joy	0.547	mae'a
bonus	joy	0.547	ponesi
charmed	joy	0.546	faatosina
dance	joy	0.545	siva
sublime	joy	0.545	mamalu
recreation	joy	0.545	fa'afiafiaga
encouragement	joy	0.545	faamalosiau
god	joy	0.545	atua
gush	joy	0.545	puna
freshstart	joy	0.544	amataga fou
free	joy	0.544	saoloto
savior	joy	0.543	faaola
sanctuary	joy	0.541	malumalu
grandchildren	joy	0.540	fanau a fanau
wellness	joy	0.537	soifua maloloina
revel	joy	0.534	fiafia
music	joy	0.531	musika
fab	joy	0.531	fab
bridal	joy	0.531	fa'aipoipo
soar	joy	0.531	lele
alive	joy	0.531	ola
money	joy	0.531	tupe
soothing	joy	0.531	fa'afilemu
serene	joy	0.531	filemu
holiness	joy	0.531	le paia
inspirational	joy	0.531	musuia
matrimony	joy	0.531	fa'aipoipoga
dayoff	joy	0.531	aso malolo
savor	joy	0.531	tofo
vitality	joy	0.531	malosi
confident	joy	0.531	mautinoa
firstborn	joy	0.531	ulumatua
rainbow	joy	0.531	nuanua
liberation	joy	0.531	fa'asa'olotoga
elegant	joy	0.530	aulelei
mastery	joy	0.530	pule
glimmer	joy	0.530	fe'ilafi
illumination	joy	0.530	fa'amalamalamaga
blossom	joy	0.530	fuga
warmth	joy	0.530	mafanafana
welcomed	joy	0.530	talia
treat	joy	0.529	togafiti
faithful	joy	0.529	faamaoni
snuggles	joy	0.522	faapupuu
laurels	joy	0.521	laurels
commendable	joy	0.519	viia
succeed	joy	0.516	manuia
jingle	joy	0.516	tagitagi
zest	joy	0.516	suamalie
noschool	joy	0.516	leai se aoga
brotherly	joy	0.516	uso
silly	joy	0.516	faavalevalea
abundant	joy	0.516	tele
fancy	joy	0.516	manaia
resplendent	joy	0.516	pupula
strengthening	joy	0.516	faamalosiau
presents	joy	0.516	meaalofa
pride	joy	0.516	faamaualuga
almighty	joy	0.516	silisiliese
powerful	joy	0.516	malosi
aspire	joy	0.516	fa'anaunau
remarkable	joy	0.516	ofoofogia
greeted	joy	0.516	faafeiloai
thanking	joy	0.515	faafetai
cutie	joy	0.515	aulelei
kudos	joy	0.515	fa'afetai
therapeutic	joy	0.515	togafitiga
zen	joy	0.515	zen
coronation	joy	0.515	faapaleina
complete	joy	0.515	mae'a
shining	joy	0.515	susulu
spirit	joy	0.515	agaga
princely	joy	0.515	faaalii
vivid	joy	0.515	olaola
comfort	joy	0.515	fa'amafanafanaga
leisure	joy	0.515	taimi paganoa
reunited	joy	0.515	toe faatasia
kid	joy	0.515	tama
newme	joy	0.515	fou
payday	joy	0.515	aso totogi
animated	joy	0.515	fa'aola
familytime	joy	0.515	taimi faaleaiga
relationship	joy	0.514	mafutaga
godly	joy	0.514	amioatua
marriage	joy	0.514	faaipoipoga
daymade	joy	0.514	fai aso
spouse	joy	0.507	to'alua
intimately	joy	0.507	vavalalata
respect	joy	0.500	faaaloalo
bloom	joy	0.500	fuga
purr	joy	0.500	mumu
carefree	joy	0.500	leai se popole
nature	joy	0.500	natura
encourage	joy	0.500	faamalosiau
soulful	joy	0.500	agaga
refreshed	joy	0.500	faafouina
family	joy	0.500	aiga
gem	joy	0.500	maa taua
meritorious	joy	0.500	tauleleia
achieved	joy	0.500	ausia
motherhood	joy	0.500	tulaga faatina
holyspirit	joy	0.500	agaga paia
surreal	joy	0.500	fa'alilolilo
charitable	joy	0.500	alofa
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	fa'amama avega
erotic	joy	0.500	fa'afeusuaiga
inviting	joy	0.500	valaaulia
baby	joy	0.500	pepe
dignity	joy	0.500	mamalu
satisfied	joy	0.500	faamalieina
visionary	joy	0.500	va'ai
memorable	joy	0.500	manatua pea
veracity	joy	0.500	faamaoni
healthy	joy	0.500	maloloina
welcoming	joy	0.500	fa'afeiloa'i
diamond	joy	0.500	taimane
christ	joy	0.500	Keriso
beach	joy	0.500	matafaga
accomplish	joy	0.500	ausia
friends	joy	0.500	uo
excel	joy	0.500	sili
health	joy	0.493	soifua maloloina
aura	joy	0.493	aura
yehey	joy	0.486	ioe
approved	joy	0.486	faamaonia
oasis	joy	0.486	oasis
liberty	joy	0.486	sa'olotoga
crowning	joy	0.485	faapaleina
aspiration	joy	0.485	moomooga
privileged	joy	0.485	fa'aeaina
crescendo	joy	0.485	crescendo
rapture	joy	0.485	fiafia
liberate	joy	0.485	faasaoloto
nocomplaints	joy	0.485	leai ni faitioga
prestige	joy	0.485	mamalu
bounty	joy	0.485	foa'i
gentle	joy	0.485	agamalu
inseparable	joy	0.485	e le mavavaeeseina
engaging	joy	0.485	auai
loyal	joy	0.485	faamaoni
betrothed	joy	0.485	fa'aipoipo
transcendence	joy	0.484	fa'asilisili
selfworth	joy	0.484	taua faaletagata lava ia
yummy	joy	0.484	suamalie
datenight	joy	0.484	tafaoga faamasani
destiny	joy	0.484	taunuuga
heyday	joy	0.484	aso manuia
aloha	joy	0.484	alofa
desire	joy	0.484	manao
dream	joy	0.484	miti
luck	joy	0.484	laki
fete	joy	0.484	fa'amanatuga
trophy	joy	0.484	ipu
bouquet	joy	0.484	teuteu
chocolate	joy	0.484	sukalati
creativity	joy	0.484	fatufatuga
boyfriend	joy	0.480	uo tama
commemoration	joy	0.479	fa'amanatuga
intelligence	joy	0.477	atamai
readiness	joy	0.473	saunia
friend	joy	0.471	uo
bride	joy	0.471	fa'aipoipo
enthusiast	joy	0.471	fiafia
lush	joy	0.470	lauolaola
inheritance	joy	0.470	tofi
soothe	joy	0.470	fa'afilemu
tickle	joy	0.470	togi
kiddo	joy	0.470	tama'ita'i
nostalgia	joy	0.470	fa'anoanoa
massage	joy	0.470	massage
calming	joy	0.470	fa'afilemu
adventure	joy	0.470	malaga
pretty	joy	0.469	aulelei
purring	joy	0.469	tu'u
eternal	joy	0.469	e faavavau
humanitarian	joy	0.469	fesoasoani alofa
nurture	joy	0.469	faafailele
giving	joy	0.469	foai
rest	joy	0.469	malolo
getaway	joy	0.469	alu ese
goals	joy	0.469	sini
pray	joy	0.469	tatalo
bridegroom	joy	0.469	faatoafaiava
heartily	joy	0.469	ma le loto
luster	joy	0.469	iila
bonding	joy	0.469	fusifusia
princess	joy	0.469	tama'ita'i
amicable	joy	0.469	agalelei
benevolence	joy	0.469	agalelei
child	joy	0.466	tama
salutary	joy	0.465	fa'afetai
invite	joy	0.457	valaaulia
beam	joy	0.456	fa'alava
reminiscing	joy	0.456	toe faamanatu
befriend	joy	0.455	faauo
aesthetics	joy	0.455	matagofie
friday	joy	0.455	Aso Faralie
freshair	joy	0.455	mālūlū
ceremony	joy	0.455	sauniga
kindred	joy	0.455	aiga
mindfulness	joy	0.455	mafaufau
sonice	joy	0.455	sonice
elevation	joy	0.455	maualuga
tropical	joy	0.455	teropika
scholarship	joy	0.455	sikolasipi
hee	joy	0.455	hee
noworries	joy	0.453	aua popole
allure	joy	0.453	faatosina
approve	joy	0.453	fa'amaonia
scenery	joy	0.453	vaaiga
waterfall	joy	0.453	afu
vindication	joy	0.453	fa'amaoni
namaste	joy	0.453	namaste
commemorate	joy	0.453	faamanatu
faith	joy	0.453	faatuatua
birth	joy	0.453	fanau mai
forgiveness	joy	0.453	faamagaloga
journey	joy	0.447	malaga
meditation	joy	0.446	manatunatu loloto
relaxed	joy	0.442	malolo
present	joy	0.441	o iai
weekend	joy	0.441	faaiuga o vaiaso
tender	joy	0.441	alofa
tranquil	joy	0.441	to'afilemu
lyrical	joy	0.439	pese
sharing	joy	0.439	fetufaaiga
esteem	joy	0.439	fa'aaloalo
nostalgic	joy	0.439	fa'anoanoa
prayer	joy	0.439	tatalo
righteousness	joy	0.439	amiotonu
husband	joy	0.438	tane
relief	joy	0.438	toomaga
strength	joy	0.438	malosi
mighty	joy	0.438	malosi
unbeaten	joy	0.438	le faiaina
eager	joy	0.438	naunau
share	joy	0.438	faasoa
newday	joy	0.438	aso fou
sonnet	joy	0.438	soneta
meditate	joy	0.438	mafaufau loloto
life	joy	0.438	olaga
winterbreak	joy	0.429	taumalulu
warm	joy	0.429	mafanafana
movingforward	joy	0.429	agai i luma
buddy	joy	0.427	uo
oneness	joy	0.426	tasi
unconstrained	joy	0.424	le taofiofia
amen	joy	0.424	amene
reverence	joy	0.424	fa'aaloalo
healthful	joy	0.424	maloloina
thelittlethings	joy	0.424	o mea laiti
medal	joy	0.424	pine
unsurpassed	joy	0.424	e le mafaatusalia
candlelight	joy	0.424	moli moligao
carols	joy	0.424	pesega
ejaculation	joy	0.424	ejaculation
beginnings	joy	0.422	amataga
sledding	joy	0.422	faasee
graduation	joy	0.422	fa'au'uga
frisky	joy	0.422	fe'ai
lml	joy	0.422	lml
ease	joy	0.422	faigofie
symphony	joy	0.422	symphony
wealth	joy	0.422	tamaoaiga
helpful	joy	0.422	fesoasoani
musical	joy	0.422	faamusika
glitter	joy	0.422	feilafi
calmness	joy	0.422	filemu
energy	joy	0.422	malosi
safe	joy	0.422	saogalemu
nostress	joy	0.421	isuisu
soundness	joy	0.421	lelei
promise	joy	0.415	folafolaga
reunite	joy	0.414	toe faatasia
mother	joy	0.412	tina
salvation	joy	0.412	fa'aolataga
poems	joy	0.412	solo
clown	joy	0.409	ulavale
lavender	joy	0.409	lavender
immaculate	joy	0.409	le mama
purify	joy	0.409	fa'amamā
inauguration	joy	0.409	faapaiaga
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	fa'amama
travel	joy	0.409	malaga
cash	joy	0.406	tinoitupe
companion	joy	0.406	soa
live	joy	0.406	ola
opportune	joy	0.406	avanoa
completing	joy	0.406	fa'amae'aina
charity	joy	0.406	alofa
heal	joy	0.406	faamalolo
star	joy	0.406	fetu
wishing	joy	0.406	moomooga
flowers	joy	0.406	fugalaau
income	joy	0.403	tupe maua
soul	joy	0.401	agaga
munchies	joy	0.400	mea'ai
emancipation	joy	0.397	fa'asa'olotoga
indescribable	joy	0.397	e le mafaamatalaina
progress	joy	0.397	alualu i luma
equality	joy	0.394	tutusa
childhood	joy	0.394	o le tamaitiiti
together	joy	0.394	faatasi
rhythmical	joy	0.394	fati
fullness	joy	0.394	tumu
calm	joy	0.394	filemu
hammock	joy	0.394	fa'amoe
picnic	joy	0.394	pikiniki
movies	joy	0.393	ata tifaga
zealous	joy	0.393	ma'elega
playground	joy	0.391	malaetaalo
affluence	joy	0.391	tamaoaiga
warms	joy	0.391	mafanafana
choir	joy	0.391	aufaipese
littlethings	joy	0.391	tama'i mea
auspicious	joy	0.391	manuia
meaningful	joy	0.391	anoa
adventures	joy	0.391	mea tutupu
goofy	joy	0.391	valea
starry	joy	0.391	fetū
humanity	joy	0.391	tagata soifua
gesture	joy	0.387	fa'ailoga
witty	joy	0.382	atamai
vow	joy	0.382	tautoga
shopping	joy	0.382	faatauga
vibes	joy	0.379	vibes
worship	joy	0.379	tapuai
jump	joy	0.379	oso
communion	joy	0.379	mafutaga
reverend	joy	0.377	faafeagaiga
rising	joy	0.375	tula'i
advance	joy	0.375	agai i luma
beaches	joy	0.375	matafaga
sonorous	joy	0.375	fa'alogona
courtship	joy	0.375	faauoga
experience	joy	0.375	poto masani
reunion	joy	0.375	toe feiloa'i
simplicity	joy	0.375	faigofie
full	joy	0.375	tumu
hymn	joy	0.375	viiga
spirits	joy	0.375	agaga
unforgettable	joy	0.375	e le mafaagaloina
mirth	joy	0.375	fiafia
youth	joy	0.375	talavou
scenic	joy	0.375	matagofie
unique	joy	0.375	tulaga ese
redeemed	joy	0.375	togiolaina
alliance	joy	0.368	soofaatasi
baptismal	joy	0.368	papatisoga
grant	joy	0.366	foa'i
kitten	joy	0.364	pusi
sanctification	joy	0.364	faapaiaga
conciliation	joy	0.364	faaleleiga
improves	joy	0.364	faaleleia
pure	joy	0.364	mama
improve	joy	0.364	faaleleia
authentic	joy	0.364	moni
moonlight	joy	0.364	malamalama o le masina
weightloss	joy	0.362	pa'u mamafa
raspberries	joy	0.360	rasipi
feeling	joy	0.359	lagona
jest	joy	0.359	tausuaga
independent	joy	0.359	tutoatasi
sanctify	joy	0.359	faapaia
devotional	joy	0.359	faigalotu
tinsel	joy	0.359	fa'ameamea
proficiency	joy	0.359	tomai
listenting	joy	0.359	faalogo
fidelity	joy	0.359	faamaoni
revival	joy	0.359	toe faafouga
giver	joy	0.353	foa'i
cocoa	joy	0.353	koko
deliverance	joy	0.348	lavea'i
melody	joy	0.348	fati
unification	joy	0.348	fa'atasi
romp	joy	0.348	taufetuli
purpose	joy	0.348	faamoemoe
choral	joy	0.348	aufaipese
exceed	joy	0.348	sili atu
dolphin	joy	0.348	dolfin
roaring	joy	0.348	tagi
favor	joy	0.348	alofaaga
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	tausaafia
fruits	joy	0.344	fua
cookies	joy	0.344	kuki
manicure	joy	0.344	manicure
nowork	joy	0.344	leai se galuega
date	joy	0.344	aso
newstart	joy	0.344	amataga fou
hedonism	joy	0.344	fa'aloloto
pledge	joy	0.344	tautoga
electric	joy	0.344	eletise
humble	joy	0.344	loto maulalo
roadtrip	joy	0.344	ala malaga
thx	joy	0.344	fa'afetai
kiddos	joy	0.344	tama'ita'i
celebrity	joy	0.342	ta'uta'ua
bridesmaid	joy	0.338	fa'aipoipo
rhythm	joy	0.338	fati
spa	joy	0.333	spa
snowday	joy	0.333	aso kiona
familiarity	joy	0.333	masani
coffee	joy	0.333	kofe
edification	joy	0.333	fa'amanino
garden	joy	0.333	togalaau
renovation	joy	0.333	toefaafouga
dawn	joy	0.333	vaveao
connoisseur	joy	0.333	tagata poto
gazing	joy	0.333	va'ava'ai
obliging	joy	0.333	fa'atosina
partner	joy	0.333	paaga
foodie	joy	0.331	fai mea'ai
synchronize	joy	0.329	fa'atasi
tribulation	joy	0.328	puapuaga
psalm	joy	0.328	Salamo
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	leai se faanoanoa
chirping	joy	0.328	tagitagi
saint	joy	0.328	tagata paia
healing	joy	0.328	faamalologa
carol	joy	0.328	pese
true	joy	0.328	moni
hobby	joy	0.328	mea fiafia
amnesty	joy	0.328	faamagaloga
respite	joy	0.324	malolo
recreational	joy	0.318	fa'afiafiaga
cousins	joy	0.318	tausoga
mellow	joy	0.318	mālū
restorative	joy	0.318	toe fa'afo'isia
lazyday	joy	0.318	aso paie
classics	joy	0.318	masani
reconciliation	joy	0.316	faaleleiga
woods	joy	0.312	togavao
progression	joy	0.312	alualu i luma
muchneeded	joy	0.312	mana'omia tele
sterling	joy	0.312	sterling
dove	joy	0.312	lupe
simplify	joy	0.312	fa'afaigofie
fitness	joy	0.312	malosi
sunset	joy	0.312	goto ifo
wisdom	joy	0.312	poto
relight	joy	0.312	toe faaola
living	joy	0.312	ola
presto	joy	0.312	presto
playhouse	joy	0.312	fale ta'alo
superman	joy	0.312	tagata sili
pony	joy	0.312	poni
recovery	joy	0.312	toe fa'aleleia
crafts	joy	0.312	galuega taulima
lord	joy	0.312	alii
deal	joy	0.312	fefa'ataua'iga
improvement	joy	0.309	faaleleia
infant	joy	0.309	pepe
absolution	joy	0.306	faamagaloga
honest	joy	0.303	faamaoni
gently	joy	0.303	lemu
banquet	joy	0.303	taumafataga
established	joy	0.303	faavaeina
endless	joy	0.303	e le gata
decorating	joy	0.303	teuteuga
providing	joy	0.300	saunia
lounging	joy	0.297	malolo
growth	joy	0.297	tuputupu a'e
strolling	joy	0.297	savalivali
feat	joy	0.297	feat
morals	joy	0.297	amio lelei
mine	joy	0.297	a'u
spending	joy	0.297	tupe faaalu
light	joy	0.297	malamalama
spiritual	joy	0.297	faaleagaga
quaint	joy	0.297	uiga ese
fraternal	joy	0.297	uso
notable	joy	0.297	iloga
softly	joy	0.297	lemu
harvest	joy	0.297	seleselega
yearning	joy	0.297	moomooga
breeze	joy	0.297	savili
joker	joy	0.297	tausua
meditating	joy	0.297	manatunatu loloto
fervor	joy	0.295	fa'anaunau
quotes	joy	0.294	upusii
volunteer	joy	0.294	volenitia
gain	joy	0.288	maua
resources	joy	0.288	punaoa
create	joy	0.288	faia
psalms	joy	0.288	salāmo
hippie	joy	0.288	hippie
taoism	joy	0.288	tau-taua
midwife	joy	0.288	faatosaga
receiving	joy	0.287	mauaina
snowfall	joy	0.286	kiona
ocean	joy	0.286	vasa
lsd	joy	0.286	lsd
hiking	joy	0.283	savaliga sopo
evergreen	joy	0.281	lanumeamata
destination	joy	0.281	taunuuga
candid	joy	0.281	fa'amaoni
unwind	joy	0.281	malolo
truce	joy	0.281	filemu
toast	joy	0.281	toast
chill	joy	0.281	mālūlū
infinity	joy	0.281	lē gata
rested	joy	0.281	malolo
buzzing	joy	0.281	pisapisao
venerable	joy	0.279	mamalu
balance	joy	0.275	paleni
retirement	joy	0.275	litaea
fireplace	joy	0.273	afi afi
buddha	joy	0.273	buddha
devout	joy	0.273	faamaoni
drinks	joy	0.273	meainu
rapt	joy	0.273	rapt
swim	joy	0.273	aau
compensate	joy	0.273	taui
snowing	joy	0.271	kiona
sublimation	joy	0.270	sublimation
fruity	joy	0.268	fua
sunday	joy	0.266	Aso Sa
sketching	joy	0.266	tusi ata
paragon	joy	0.266	fa'atusa
humility	joy	0.266	loto maulalo
ministry	joy	0.266	faiva
waves	joy	0.266	galu
cathedral	joy	0.266	falesa
sun	joy	0.266	la
yoga	joy	0.266	yoga
fortitude	joy	0.266	malosi
salute	joy	0.266	fa'afetai
buddhism	joy	0.266	talitonuga faa Buddhism
whim	joy	0.266	tu'inanau
artwork	joy	0.265	galuega taulima
practiced	joy	0.264	faataitai
clean	joy	0.260	mama
running	joy	0.258	tamoe
clarity	joy	0.258	manino
found	joy	0.258	maua
fitting	joy	0.258	fetaui
immerse	joy	0.258	faatofu
exercise	joy	0.258	faamalositino
food	joy	0.258	meaai
autumn	joy	0.254	autumn
fit	joy	0.250	fetaui
morning	joy	0.250	taeao
contagious	joy	0.250	pipisi
outdoors	joy	0.250	fafo
hardy	joy	0.250	malosi
candles	joy	0.250	moligao
advocacy	joy	0.250	fautua
countryside	joy	0.250	nuu i tua
demonstrative	joy	0.250	fa'aali
football	joy	0.250	lakapi
chirp	joy	0.250	tagi
chilled	joy	0.250	mālūlū
undying	joy	0.250	le oti
visitor	joy	0.250	tagata asiasi
clap	joy	0.250	patipati
diary	joy	0.250	api talaaga
ardent	joy	0.250	vilivilita'i
expedient	joy	0.250	talafeagai
mountain	joy	0.250	mauga
cradle	joy	0.247	moega pepe
trance	joy	0.246	mata'utia
intense	joy	0.242	malosi
procession	joy	0.242	solo
church	joy	0.242	ekalesia
pay	joy	0.242	totogi
supremacy	joy	0.242	pule silisili ese
preservative	joy	0.242	fa'asao
grow	joy	0.242	tupu
breakfast	joy	0.242	taeao
consecration	joy	0.235	faapaiaga
salary	joy	0.234	totogi
lifetime	joy	0.234	olaga atoa
incense	joy	0.234	mea manogi
ordination	joy	0.234	faauuina
snowy	joy	0.234	kiona
art	joy	0.234	faatufugaga
nursery	joy	0.234	vasega pepe
skiing	joy	0.234	faasee
candle	joy	0.234	moligao
doll	joy	0.234	pepe meataalo
vote	joy	0.234	palota
humbled	joy	0.234	faamaulalo
lyre	joy	0.234	kitara
pastry	joy	0.229	keke
remedy	joy	0.227	fofo
chilling	joy	0.227	malulu
firefly	joy	0.227	lagomu
rescue	joy	0.225	laveai
camping	joy	0.221	tolauapiga
perspective	joy	0.221	vaaiga
orchestra	joy	0.221	faaili
orchard	joy	0.221	fa'ato'aga
breezy	joy	0.219	savili
gardens	joy	0.219	togalaau
castle	joy	0.219	maota
lamb	joy	0.219	tamai mamoe
possess	joy	0.219	umia
bouttime	joy	0.212	taimi
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	musika a atunuu
teach	joy	0.212	aoao atu
brisk	joy	0.212	vave
ribbon	joy	0.212	lipine
raindrops	joy	0.212	timuga
mucis	joy	0.212	mucis
repay	joy	0.212	toe totogi
listneing	joy	0.212	faalogo
nap	joy	0.206	moe
legalized	joy	0.203	fa'atulafonoina
unexpected	joy	0.203	fa'afuase'i
vernal	joy	0.203	vernal
chant	joy	0.203	pese
hire	joy	0.203	totogi
uncontrollable	joy	0.203	le pulea
stillness	joy	0.203	filemu
lights	joy	0.203	moli
cove	joy	0.203	cove
save	joy	0.200	faaola
pastor	joy	0.197	faifeau
atone	joy	0.197	togiola
symmetry	joy	0.197	foliga tutusa
trees	joy	0.197	laau
oneday	joy	0.197	se tasi aso
scripture	joy	0.196	mau
mountains	joy	0.194	mauga
craziness	joy	0.188	valea
tea	joy	0.188	lauti
walking	joy	0.188	savali
whiteness	joy	0.188	pa'epa'e
sympathetic	joy	0.188	tigaalofa
forefathers	joy	0.188	augatama
pathway	joy	0.188	ala
custom	joy	0.188	aga masani
quiet	joy	0.188	filemu
liquor	joy	0.188	ava malosi
soppy	joy	0.188	susu
patient	joy	0.186	onosai
movingon	joy	0.182	aga'i atu
score	joy	0.182	togi
dollhouse	joy	0.182	fale taalo
bath	joy	0.182	ta'elega
supporter	joy	0.180	lagolago
accompaniment	joy	0.179	fa'atasi
pursuit	joy	0.176	tulituliloa
outburst	joy	0.176	osooso
frosty	joy	0.174	aisa
luncheon	joy	0.172	'aiga o le aoauli
service	joy	0.172	auaunaga
workout	joy	0.172	galue ane
closure	joy	0.172	tapunia
wintery	joy	0.172	taumalulu
civilized	joy	0.169	malamalama
wages	joy	0.169	totogi
december	joy	0.167	Tesema
fain	joy	0.167	fa'anoanoa
glide	joy	0.162	fa'ase'e
acrobat	joy	0.162	acrobat
finally	joy	0.157	mulimuli ane
chai	joy	0.156	chai
obtainable	joy	0.156	maua
elf	joy	0.156	elf
peppermint	joy	0.156	pepemini
break	joy	0.156	malepe
reproductive	joy	0.156	fanautama
stroll	joy	0.156	savalivali
organization	joy	0.156	faalapotopotoga
