English Word	Emotion	Emotion-Intensity-Score	Galician Word
sothankful	joy	0.781	tan agradecido
enchanted	joy	0.781	encantado
romance	joy	0.779	romance
perfection	joy	0.779	perfección
christmassy	joy	0.779	navideño
heavens	joy	0.779	ceos
thrilling	joy	0.776	emocionante
lovable	joy	0.773	adorable
congrats	joy	0.773	parabéns
fiesta	joy	0.773	festa
entertain	joy	0.773	entreter
happyvalentinesday	joy	0.773	feliz día de San Valentín
miraculous	joy	0.773	milagrosa
cheers	joy	0.773	ánimo
cheered	joy	0.773	animado
positivity	joy	0.773	positividade
funday	joy	0.772	funday
enjoying	joy	0.771	gozando
lifeisgood	joy	0.766	a vida é boa
amused	joy	0.766	divertido
goodfeeling	joy	0.766	boa sensación
christmasspirit	joy	0.766	espírito do Nadal
cuddling	joy	0.766	abrazos
smiles	joy	0.766	sorrisos
sosweet	joy	0.766	doce
thebest	joy	0.766	o mellor
party	joy	0.765	festa
delight	joy	0.765	deleite
orgasm	joy	0.765	orgasmo
positive	joy	0.761	positivo
sweetheart	joy	0.758	cariño
enlighten	joy	0.758	iluminar
cheerfulness	joy	0.758	alegría
miracles	joy	0.758	milagres
giddy	joy	0.757	mareado
christmastime	joy	0.757	Nadal
gratify	joy	0.750	gratificar
greatness	joy	0.750	grandeza
friendliness	joy	0.750	amabilidade
blessings	joy	0.750	bendicións
laughs	joy	0.750	risas
tistheseason	joy	0.750	esta tempada
smile	joy	0.750	sorriso
pleasing	joy	0.750	agradable
romantic	joy	0.750	romántico
happyholidays	joy	0.750	felices vacacións
frolic	joy	0.748	xogar
jubilee	joy	0.742	xubileo
miracle	joy	0.742	milagre
enthusiasm	joy	0.742	entusiasmo
selflove	joy	0.742	amor propio
triumph	joy	0.742	triunfo
magical	joy	0.742	máxico
rewarding	joy	0.742	gratificante
goodvibes	joy	0.742	boas vibracións
positiveenergy	joy	0.742	enerxía positiva
feelgood	joy	0.736	sentirse ben
prosperity	joy	0.735	prosperidade
behappy	joy	0.734	feliz
admiration	joy	0.734	admiración
passionate	joy	0.734	apaixonado
goodday	joy	0.734	bo día
luxurious	joy	0.734	luxoso
tgif	joy	0.734	tgif
victory	joy	0.734	vitoria
feelinggood	joy	0.734	sentirse ben
enchant	joy	0.734	encantar
greatnight	joy	0.734	gran noite
vivacious	joy	0.734	vivaz
glorification	joy	0.733	glorificación
sing	joy	0.729	cantar
glowing	joy	0.729	brillante
yessss	joy	0.728	sisss
fulfillment	joy	0.728	cumprimento
breathtaking	joy	0.728	impresionante
thankful	joy	0.727	agradecido
cheery	joy	0.727	alegre
santa	joy	0.727	santa
hurrah	joy	0.727	urxa
christmasbreak	joy	0.727	Nadal
win	joy	0.727	gañar
atpeace	joy	0.727	en paz
award	joy	0.727	premio
merry	joy	0.727	alegre
inspiration	joy	0.725	inspiración
radiance	joy	0.725	resplandor
pleased	joy	0.725	satisfeito
uplift	joy	0.723	elevación
optimistic	joy	0.723	optimista
heaven	joy	0.721	o ceo
lucky	joy	0.721	sorte
godisgreat	joy	0.721	Deus e xenial
holidays	joy	0.721	vacacións
thrill	joy	0.721	emoción
congratulatory	joy	0.719	parabéns
thriving	joy	0.719	próspera
amusement	joy	0.719	diversión
perfect	joy	0.719	perfecto
lover	joy	0.719	amante
xmas	joy	0.719	Nadal
heartfelt	joy	0.719	de corazón
utopian	joy	0.719	utópico
lovely	joy	0.719	encantador
harmony	joy	0.719	harmonía
praising	joy	0.719	louvando
brighten	joy	0.719	iluminar
luckiest	joy	0.712	máis afortunados
merrychristmas	joy	0.712	bo nadal
magic	joy	0.712	maxia
achievement	joy	0.712	logro
yay	joy	0.712	si
holiday	joy	0.712	vacacións
treasures	joy	0.712	tesouros
luxury	joy	0.712	luxo
bestfeeling	joy	0.712	mellor sensación
intimate	joy	0.710	íntimo
soblessed	joy	0.706	bendito
yaaay	joy	0.706	xaaaa
rave	joy	0.706	rave
chuckle	joy	0.706	risa
proud	joy	0.704	orgulloso
winning	joy	0.703	gañando
cherish	joy	0.703	apreciar
goodnews	joy	0.703	Boas novas
fuckyeah	joy	0.703	carallo
optimism	joy	0.703	optimismo
amazingly	joy	0.703	sorprendentemente
lovelife	joy	0.703	amar a vida
truelove	joy	0.703	amor verdadeiro
beautification	joy	0.703	embelecemento
satisfying	joy	0.703	satisfactorio
appreciates	joy	0.703	agradece
cuddled	joy	0.703	abrazos
goodlife	joy	0.703	Boa vida
gooood	joy	0.703	boooo
sweetest	joy	0.703	máis doce
yaay	joy	0.700	xai
entertained	joy	0.700	entretido
excite	joy	0.697	emocionar
newbeginnings	joy	0.693	novos comezos
praisejesus	joy	0.691	louvanza Xesús
birthday	joy	0.691	aniversario
greatfriends	joy	0.688	grandes amigos
adoration	joy	0.688	adoración
godsend	joy	0.688	bendición
favorite	joy	0.688	favorito
content	joy	0.688	contido
entertaining	joy	0.688	entretido
honored	joy	0.688	honrado
metime	joy	0.688	tempo
exquisite	joy	0.688	exquisito
holidayseason	joy	0.688	temporada de vacacións
thankyoujesus	joy	0.688	grazas Xesús
angelic	joy	0.688	anxelical
goodhealth	joy	0.682	boa saúde
majestic	joy	0.682	maxestoso
luscious	joy	0.682	delicioso
memoriesiwontforget	joy	0.682	lembranzas non esquecer
bestfriends	joy	0.682	Mellores amigos
precious	joy	0.682	precioso
appreciated	joy	0.682	apreciado
exaltation	joy	0.682	exaltación
smiled	joy	0.682	sorriu
brightens	joy	0.682	ilumina
tranquility	joy	0.679	tranquilidade
marry	joy	0.676	casar
embrace	joy	0.676	abrazar
positively	joy	0.676	positivamente
grin	joy	0.672	sorriso
hug	joy	0.672	aperta
hilarious	joy	0.672	divertido
dearest	joy	0.672	máis querida
contentment	joy	0.672	contento
accomplished	joy	0.672	conseguido
relaxation	joy	0.672	relaxación
bday	joy	0.672	cumpleanos
enliven	joy	0.672	animar
weeeee	joy	0.672	weeeee
giggles	joy	0.672	risas
fulfilled	joy	0.667	cumprido
bountiful	joy	0.667	abundante
victor	joy	0.667	vencedor
adore	joy	0.667	adorar
boisterous	joy	0.667	bulliciosa
fulfill	joy	0.664	cumprir
cuddles	joy	0.662	abrazos
prosperous	joy	0.660	próspero
appreciation	joy	0.656	aprecio
serenity	joy	0.656	serenidade
happynewyear	joy	0.656	Feliz aninovo
humor	joy	0.656	humor
satisfy	joy	0.656	satisfacer
besties	joy	0.656	besties
encouraged	joy	0.656	animado
captivate	joy	0.656	cativar
christmaseve	joy	0.656	Noiteboa
glow	joy	0.656	brillo
romanticism	joy	0.656	romanticismo
innerpeace	joy	0.656	a paz interior
pleasant	joy	0.656	agradable
praises	joy	0.652	loanzas
abundance	joy	0.652	abundancia
fortunes	joy	0.652	fortunas
engaged	joy	0.652	comprometido
praised	joy	0.652	eloxiado
relaxing	joy	0.652	relaxante
treasure	joy	0.652	tesouro
satisfaction	joy	0.652	satisfacción
nothingbetter	joy	0.647	nada mellor
affection	joy	0.647	cariño
relieved	joy	0.647	aliviado
complement	joy	0.647	complemento
carnival	joy	0.643	entroido
priceless	joy	0.641	impagable
uplifting	joy	0.641	edificante
sensuality	joy	0.641	sensualidade
saintly	joy	0.641	santo
champion	joy	0.641	campión
thanksgiving	joy	0.641	acción de grazas
harmoniously	joy	0.641	harmoniosamente
wedding	joy	0.641	voda
achieve	joy	0.641	acadar
divine	joy	0.641	divina
jackpot	joy	0.641	bote
honeymoon	joy	0.636	lúa de mel
exalt	joy	0.636	exaltar
twinkle	joy	0.636	intermitencia
comforting	joy	0.636	reconfortante
felicity	joy	0.636	felicidade
peaceful	joy	0.636	pacífico
climax	joy	0.636	clímax
winner	joy	0.636	gañador
reverie	joy	0.636	ensoñación
yayy	joy	0.636	xai
cuddle	joy	0.636	abrazo
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	observando as estrelas
festival	joy	0.625	festival
sweet	joy	0.625	doce
generosity	joy	0.625	xenerosidade
brighter	joy	0.625	máis brillante
praisegod	joy	0.625	louvanza
gorgeous	joy	0.625	fermoso
hearts	joy	0.625	corazóns
amusing	joy	0.625	divertido
fondness	joy	0.625	cariño
snuggling	joy	0.625	acurrucándose
reward	joy	0.625	recompensa
sex	joy	0.622	sexo
kind	joy	0.621	amable
genial	joy	0.621	xenial
parade	joy	0.621	desfile
applause	joy	0.621	aplausos
beauty	joy	0.621	beleza
fulfilling	joy	0.618	cumprindo
aspiring	joy	0.618	aspirante
newlife	joy	0.618	nova vida
godbless	joy	0.616	Deus bendiga
virtuous	joy	0.613	virtuoso
kiss	joy	0.610	bico
christmas	joy	0.609	Nadal
rainbows	joy	0.609	arco da vella
elegance	joy	0.609	elegancia
generous	joy	0.609	xeneroso
super	joy	0.609	super
playful	joy	0.609	xoguetón
enlightenment	joy	0.609	a iluminación
praiseworthy	joy	0.609	loable
awards	joy	0.609	premios
adorable	joy	0.609	adorable
rekindle	joy	0.609	reavivar
winnings	joy	0.609	gañas
independence	joy	0.607	independencia
amour	joy	0.607	amor
kindness	joy	0.606	bondade
surprises	joy	0.606	sorpresas
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilaridade
wonder	joy	0.606	marabilla
freely	joy	0.606	libremente
successful	joy	0.606	exitoso
inspired	joy	0.606	inspirado
onelove	joy	0.606	un amor
whimsical	joy	0.603	caprichoso
entertainment	joy	0.603	entretemento
passion	joy	0.603	paixón
stressfree	joy	0.601	sen estrés
beautify	joy	0.601	embelecer
sunrise	joy	0.600	amencer
godisgood	joy	0.597	Deus é bo
goodmusic	joy	0.594	boa música
revere	joy	0.594	reverenciar
whoo	joy	0.594	quen
fanfare	joy	0.594	fanfarria
inspire	joy	0.594	inspirar
angel	joy	0.594	anxo
thankgod	joy	0.594	grazas a Deus
goodies	joy	0.594	golosinas
jesus	joy	0.594	Xesús
accomplishment	joy	0.594	realización
snuggled	joy	0.594	acurrucado
peacefully	joy	0.594	pacíficamente
flirt	joy	0.594	ligar
friendship	joy	0.591	amizade
singing	joy	0.591	cantando
heroic	joy	0.591	heroico
exalted	joy	0.591	exaltado
fortune	joy	0.591	fortuna
highest	joy	0.591	máis alto
summer	joy	0.591	verán
contented	joy	0.588	contento
rollicking	joy	0.588	rolando
overflowing	joy	0.588	desbordante
woot	joy	0.588	woot
accolade	joy	0.586	eloxio
hope	joy	0.586	esperanza
cozy	joy	0.583	acolledor
delicious	joy	0.579	delicioso
raving	joy	0.578	delirando
thelife	joy	0.578	a vida
darling	joy	0.578	Cariño
sensuous	joy	0.578	sensual
picturesque	joy	0.578	pintoresco
friendly	joy	0.578	amigable
everlasting	joy	0.578	eterno
praise	joy	0.578	loanza
ambition	joy	0.578	ambición
sparkle	joy	0.577	brillo
sensual	joy	0.576	sensual
peace	joy	0.576	paz
flattering	joy	0.576	adulador
grace	joy	0.576	graza
luckygirl	joy	0.576	moza afortunada
heroism	joy	0.576	heroísmo
succeeding	joy	0.576	triunfando
yeahhh	joy	0.576	sihh
special	joy	0.574	especial
livelife	joy	0.574	vivir a vida
tantalizing	joy	0.572	tentador
pumped	joy	0.567	bombeado
yey	joy	0.562	si
surprise	joy	0.562	sorpresa
sunny	joy	0.562	soleado
prevail	joy	0.562	prevalecer
revels	joy	0.562	deleites
humorous	joy	0.562	humorístico
sweets	joy	0.562	doces
liking	joy	0.562	gusto
admirable	joy	0.562	admirable
superstar	joy	0.562	superestrela
relax	joy	0.562	relaxarse
prosper	joy	0.562	prosperar
hero	joy	0.562	heroe
hugs	joy	0.562	apertas
worthwhile	joy	0.562	paga a pena
newyear	joy	0.561	ano novo
tenderness	joy	0.561	tenrura
bless	joy	0.561	bendicir
favorable	joy	0.561	favorable
freedom	joy	0.561	liberdade
masterpiece	joy	0.561	obra mestra
dreams	joy	0.559	soños
hopeful	joy	0.559	esperanzado
home	joy	0.559	casa
cruising	joy	0.556	cruceiro
gracias	joy	0.554	grazas
faithfulness	joy	0.553	fidelidade
eagerness	joy	0.552	afán
closeness	joy	0.552	proximidade
sunshine	joy	0.551	sol
comfy	joy	0.551	cómodo
vacation	joy	0.547	vacacións
celestial	joy	0.547	celestial
good	joy	0.547	bo
elite	joy	0.547	elite
illuminate	joy	0.547	iluminar
confidence	joy	0.547	confianza
mistletoe	joy	0.547	visco
daughter	joy	0.547	filla
lifted	joy	0.547	levantado
goodmorning	joy	0.547	Bos días
zeal	joy	0.547	celo
gifts	joy	0.547	agasallos
gift	joy	0.547	agasallo
astonishment	joy	0.547	asombro
heart	joy	0.547	corazón
completion	joy	0.547	finalización
bonus	joy	0.547	bonificación
charmed	joy	0.546	encantado
dance	joy	0.545	baile
sublime	joy	0.545	sublime
recreation	joy	0.545	recreación
encouragement	joy	0.545	estímulo
god	joy	0.545	deus
gush	joy	0.545	chorro
freshstart	joy	0.544	novo comezo
free	joy	0.544	gratuíto
savior	joy	0.543	salvador
sanctuary	joy	0.541	santuario
grandchildren	joy	0.540	netos
wellness	joy	0.537	benestar
revel	joy	0.534	deleitarse
music	joy	0.531	música
fab	joy	0.531	fabuloso
bridal	joy	0.531	nupcial
soar	joy	0.531	sobe
alive	joy	0.531	vivo
money	joy	0.531	diñeiro
soothing	joy	0.531	calmante
serene	joy	0.531	sereno
holiness	joy	0.531	santidade
inspirational	joy	0.531	inspirador
matrimony	joy	0.531	matrimonio
dayoff	joy	0.531	día libre
savor	joy	0.531	saborear
vitality	joy	0.531	vitalidade
confident	joy	0.531	confiado
firstborn	joy	0.531	primoxénito
rainbow	joy	0.531	arco da vella
liberation	joy	0.531	liberación
elegant	joy	0.530	elegante
mastery	joy	0.530	mestría
glimmer	joy	0.530	brillo
illumination	joy	0.530	iluminación
blossom	joy	0.530	florecer
warmth	joy	0.530	calor
welcomed	joy	0.530	benvida
treat	joy	0.529	tratar
faithful	joy	0.529	fiel
snuggles	joy	0.522	acurrucándose
laurels	joy	0.521	loureiros
commendable	joy	0.519	encomiable
succeed	joy	0.516	ter éxito
jingle	joy	0.516	jingle
zest	joy	0.516	raspadura
noschool	joy	0.516	sen escola
brotherly	joy	0.516	fraternal
silly	joy	0.516	parvo
abundant	joy	0.516	abundante
fancy	joy	0.516	fantasía
resplendent	joy	0.516	resplandeciente
strengthening	joy	0.516	fortalecemento
presents	joy	0.516	presenta
pride	joy	0.516	orgullo
almighty	joy	0.516	todopoderoso
powerful	joy	0.516	poderoso
aspire	joy	0.516	aspirar
remarkable	joy	0.516	notable
greeted	joy	0.516	saudado
thanking	joy	0.515	agradecendo
cutie	joy	0.515	bonita
kudos	joy	0.515	parabéns
therapeutic	joy	0.515	terapéutico
zen	joy	0.515	zen
coronation	joy	0.515	coroación
complete	joy	0.515	completo
shining	joy	0.515	brillando
spirit	joy	0.515	espírito
princely	joy	0.515	principesco
vivid	joy	0.515	vívido
comfort	joy	0.515	confort
leisure	joy	0.515	lecer
reunited	joy	0.515	reunidos
kid	joy	0.515	neno
newme	joy	0.515	novome
payday	joy	0.515	día de pago
animated	joy	0.515	animado
familytime	joy	0.515	tempo familiar
relationship	joy	0.514	relación
godly	joy	0.514	piadoso
marriage	joy	0.514	matrimonio
daymade	joy	0.514	feito de día
spouse	joy	0.507	cónxuxe
intimately	joy	0.507	intimamente
respect	joy	0.500	respecto
bloom	joy	0.500	florecer
purr	joy	0.500	ronronear
carefree	joy	0.500	despreocupado
nature	joy	0.500	natureza
encourage	joy	0.500	animar
soulful	joy	0.500	alma
refreshed	joy	0.500	renovado
family	joy	0.500	familia
gem	joy	0.500	xoia
meritorious	joy	0.500	meritorio
achieved	joy	0.500	conseguido
motherhood	joy	0.500	maternidade
holyspirit	joy	0.500	espírito santo
surreal	joy	0.500	surrealista
charitable	joy	0.500	caritativo
teamjesus	joy	0.500	equipo Xesús
stressrelief	joy	0.500	alivio do estrés
erotic	joy	0.500	erótico
inviting	joy	0.500	invitando
baby	joy	0.500	bebé
dignity	joy	0.500	dignidade
satisfied	joy	0.500	satisfeito
visionary	joy	0.500	visionario
memorable	joy	0.500	memorable
veracity	joy	0.500	veracidade
healthy	joy	0.500	saudable
welcoming	joy	0.500	acolledor
diamond	joy	0.500	diamante
christ	joy	0.500	cristo
beach	joy	0.500	praia
accomplish	joy	0.500	realizar
friends	joy	0.500	amigos
excel	joy	0.500	excel
health	joy	0.493	saúde
aura	joy	0.493	aura
yehey	joy	0.486	si
approved	joy	0.486	aprobado
oasis	joy	0.486	oasis
liberty	joy	0.486	liberdade
crowning	joy	0.485	coroación
aspiration	joy	0.485	aspiración
privileged	joy	0.485	privilexiados
crescendo	joy	0.485	crescendo
rapture	joy	0.485	arrebato
liberate	joy	0.485	liberar
nocomplaints	joy	0.485	sen queixas
prestige	joy	0.485	prestixio
bounty	joy	0.485	recompensa
gentle	joy	0.485	manso
inseparable	joy	0.485	inseparables
engaging	joy	0.485	atractivo
loyal	joy	0.485	leal
betrothed	joy	0.485	prometido
transcendence	joy	0.484	transcendencia
selfworth	joy	0.484	autoestima
yummy	joy	0.484	delicioso
datenight	joy	0.484	data noite
destiny	joy	0.484	destino
heyday	joy	0.484	apoxeo
aloha	joy	0.484	aloha
desire	joy	0.484	desexo
dream	joy	0.484	soño
luck	joy	0.484	sorte
fete	joy	0.484	festa
trophy	joy	0.484	trofeo
bouquet	joy	0.484	ramo
chocolate	joy	0.484	chocolate
creativity	joy	0.484	creatividade
boyfriend	joy	0.480	mozo
commemoration	joy	0.479	conmemoración
intelligence	joy	0.477	intelixencia
readiness	joy	0.473	preparación
friend	joy	0.471	amigo
bride	joy	0.471	noiva
enthusiast	joy	0.471	entusiasta
lush	joy	0.470	exuberante
inheritance	joy	0.470	herdanza
soothe	joy	0.470	calmar
tickle	joy	0.470	cóxegas
kiddo	joy	0.470	neno
nostalgia	joy	0.470	nostalxia
massage	joy	0.470	masaxe
calming	joy	0.470	calmante
adventure	joy	0.470	aventura
pretty	joy	0.469	fermosa
purring	joy	0.469	ronronear
eternal	joy	0.469	eterno
humanitarian	joy	0.469	humanitaria
nurture	joy	0.469	nutrir
giving	joy	0.469	dando
rest	joy	0.469	descansar
getaway	joy	0.469	Escapar
goals	joy	0.469	obxectivos
pray	joy	0.469	rezar
bridegroom	joy	0.469	noivo
heartily	joy	0.469	de corazón
luster	joy	0.469	brillo
bonding	joy	0.469	vinculación
princess	joy	0.469	princesa
amicable	joy	0.469	amigable
benevolence	joy	0.469	benevolencia
child	joy	0.466	neno
salutary	joy	0.465	saudable
invite	joy	0.457	invitar
beam	joy	0.456	feixe
reminiscing	joy	0.456	lembrando
befriend	joy	0.455	facerse amigo
aesthetics	joy	0.455	estética
friday	joy	0.455	venres
freshair	joy	0.455	aire fresco
ceremony	joy	0.455	cerimonia
kindred	joy	0.455	parentesco
mindfulness	joy	0.455	atención plena
sonice	joy	0.455	tan bo
elevation	joy	0.455	elevación
tropical	joy	0.455	tropical
scholarship	joy	0.455	bolsa de estudos
hee	joy	0.455	hee
noworries	joy	0.453	sen preocupacións
allure	joy	0.453	encanto
approve	joy	0.453	aprobar
scenery	joy	0.453	paisaxes
waterfall	joy	0.453	fervenza
vindication	joy	0.453	reivindicación
namaste	joy	0.453	namaste
commemorate	joy	0.453	conmemorar
faith	joy	0.453	fe
birth	joy	0.453	nacemento
forgiveness	joy	0.453	perdón
journey	joy	0.447	viaxe
meditation	joy	0.446	meditación
relaxed	joy	0.442	relaxado
present	joy	0.441	presente
weekend	joy	0.441	fin de semana
tender	joy	0.441	tenro
tranquil	joy	0.441	tranquilo
lyrical	joy	0.439	lírico
sharing	joy	0.439	compartindo
esteem	joy	0.439	estima
nostalgic	joy	0.439	nostálxico
prayer	joy	0.439	oración
righteousness	joy	0.439	xustiza
husband	joy	0.438	marido
relief	joy	0.438	relevo
strength	joy	0.438	forza
mighty	joy	0.438	poderoso
unbeaten	joy	0.438	invicto
eager	joy	0.438	Ansioso
share	joy	0.438	compartir
newday	joy	0.438	novo día
sonnet	joy	0.438	soneto
meditate	joy	0.438	meditar
life	joy	0.438	vida
winterbreak	joy	0.429	vacacións de inverno
warm	joy	0.429	quente
movingforward	joy	0.429	avanzando
buddy	joy	0.427	compañeiro
oneness	joy	0.426	unidade
unconstrained	joy	0.424	sen restricións
amen	joy	0.424	amén
reverence	joy	0.424	reverencia
healthful	joy	0.424	saudable
thelittlethings	joy	0.424	as pequenas cousas
medal	joy	0.424	medalla
unsurpassed	joy	0.424	insuperable
candlelight	joy	0.424	luz de velas
carols	joy	0.424	villancicos
ejaculation	joy	0.424	exaculación
beginnings	joy	0.422	comezos
sledding	joy	0.422	trineo
graduation	joy	0.422	graduación
frisky	joy	0.422	xurro
lml	joy	0.422	lml
ease	joy	0.422	facilidade
symphony	joy	0.422	sinfonía
wealth	joy	0.422	riqueza
helpful	joy	0.422	útil
musical	joy	0.422	musical
glitter	joy	0.422	brillo
calmness	joy	0.422	tranquilidade
energy	joy	0.422	enerxía
safe	joy	0.422	seguro
nostress	joy	0.421	nosos
soundness	joy	0.421	solidez
promise	joy	0.415	promesa
reunite	joy	0.414	reunirse
mother	joy	0.412	nai
salvation	joy	0.412	salvación
poems	joy	0.412	poemas
clown	joy	0.409	pallaso
lavender	joy	0.409	lavanda
immaculate	joy	0.409	inmaculado
purify	joy	0.409	purificar
inauguration	joy	0.409	inauguración
aromatherapy	joy	0.409	aromaterapia
lighten	joy	0.409	alixeirar
travel	joy	0.409	viaxar
cash	joy	0.406	diñeiro en efectivo
companion	joy	0.406	compañeiro
live	joy	0.406	vivir
opportune	joy	0.406	oportuno
completing	joy	0.406	completando
charity	joy	0.406	caridade
heal	joy	0.406	curar
star	joy	0.406	estrela
wishing	joy	0.406	desexando
flowers	joy	0.406	flores
income	joy	0.403	ingresos
soul	joy	0.401	alma
munchies	joy	0.400	empanadas
emancipation	joy	0.397	emancipación
indescribable	joy	0.397	indescriptible
progress	joy	0.397	progreso
equality	joy	0.394	igualdade
