English Word	Emotion	Emotion-Intensity-Score	Cebuano Word
newyear	joy	0.561	bag-ong tuig
tenderness	joy	0.561	kalumo
bless	joy	0.561	panalangini
favorable	joy	0.561	paborable
freedom	joy	0.561	kagawasan
masterpiece	joy	0.561	obra maestra
dreams	joy	0.559	mga damgo
hopeful	joy	0.559	malaumon
home	joy	0.559	balay
cruising	joy	0.556	paglayag
gracias	joy	0.554	salamat
faithfulness	joy	0.553	pagkamatinud-anon
eagerness	joy	0.552	kahinam
closeness	joy	0.552	pagkasuod
sunshine	joy	0.551	kahayag sa adlaw
comfy	joy	0.551	komportable
vacation	joy	0.547	bakasyon
celestial	joy	0.547	celestial
good	joy	0.547	maayo
elite	joy	0.547	elite
illuminate	joy	0.547	modan-ag
confidence	joy	0.547	pagsalig
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	anak nga babaye
lifted	joy	0.547	gibayaw
goodmorning	joy	0.547	maayong buntag
zeal	joy	0.547	kasibot
gifts	joy	0.547	mga gasa
gift	joy	0.547	gasa
astonishment	joy	0.547	katingala
heart	joy	0.547	kasingkasing
completion	joy	0.547	pagkompleto
bonus	joy	0.547	bonus
charmed	joy	0.546	nadani
dance	joy	0.545	sayaw
sublime	joy	0.545	halangdon
recreation	joy	0.545	kalingawan
encouragement	joy	0.545	pagdasig
god	joy	0.545	Dios
gush	joy	0.545	mibuswak
freshstart	joy	0.544	bag-ong pagsugod
free	joy	0.544	libre
savior	joy	0.543	manluluwas
sanctuary	joy	0.541	santwaryo
grandchildren	joy	0.540	mga apo
wellness	joy	0.537	kaayohan
revel	joy	0.534	paglingawlingaw
music	joy	0.531	musika
fab	joy	0.531	fab
bridal	joy	0.531	pangasaw-onon
soar	joy	0.531	molupad
alive	joy	0.531	buhi
money	joy	0.531	kwarta
soothing	joy	0.531	makapahupay
serene	joy	0.531	malinawon
holiness	joy	0.531	pagkabalaan
inspirational	joy	0.531	makapadasig
matrimony	joy	0.531	kaminyoon
dayoff	joy	0.531	dayoff
savor	joy	0.531	lami
vitality	joy	0.531	kalagsik
confident	joy	0.531	masaligon
firstborn	joy	0.531	panganay
rainbow	joy	0.531	balangaw
liberation	joy	0.531	kalingkawasan
elegant	joy	0.530	elegante
mastery	joy	0.530	kahanas
glimmer	joy	0.530	glimmer
illumination	joy	0.530	kahayag
blossom	joy	0.530	mamulak
warmth	joy	0.530	kainit
welcomed	joy	0.530	giabiabi
treat	joy	0.529	pagtratar
faithful	joy	0.529	matinud-anon
snuggles	joy	0.522	nagkugos
laurels	joy	0.521	mga laurel
commendable	joy	0.519	dalaygon
succeed	joy	0.516	molampos
jingle	joy	0.516	jingle
zest	joy	0.516	kahinam
noschool	joy	0.516	walay skwelahan
brotherly	joy	0.516	igsuon
silly	joy	0.516	binuang
abundant	joy	0.516	abunda
fancy	joy	0.516	nindot
resplendent	joy	0.516	masanag
strengthening	joy	0.516	pagpalig-on
presents	joy	0.516	mga regalo
pride	joy	0.516	garbo
almighty	joy	0.516	makagagahum sa tanan
powerful	joy	0.516	gamhanan
aspire	joy	0.516	magtinguha
remarkable	joy	0.516	talagsaon
greeted	joy	0.516	nangumusta
thanking	joy	0.515	pagpasalamat
cutie	joy	0.515	cutie
kudos	joy	0.515	kudos
therapeutic	joy	0.515	terapyutik
zen	joy	0.515	zen
coronation	joy	0.515	koronasyon
complete	joy	0.515	kompleto
shining	joy	0.515	nagsidlak
spirit	joy	0.515	espiritu
princely	joy	0.515	prinsipe
vivid	joy	0.515	tin-aw
comfort	joy	0.515	kaharuhay
leisure	joy	0.515	kalingawan
reunited	joy	0.515	nagkita pag-usab
kid	joy	0.515	bata
newme	joy	0.515	newme
payday	joy	0.515	adlaw sa sweldo
animated	joy	0.515	animated
familytime	joy	0.515	oras sa pamilya
relationship	joy	0.514	relasyon
godly	joy	0.514	diosnon
marriage	joy	0.514	kaminyoon
daymade	joy	0.514	daymade
spouse	joy	0.507	kapikas
intimately	joy	0.507	suod
respect	joy	0.500	pagtahud
bloom	joy	0.500	mamulak
purr	joy	0.500	purr
carefree	joy	0.500	walay kabalaka
nature	joy	0.500	kinaiyahan
encourage	joy	0.500	pagdasig
soulful	joy	0.500	kalagsik
refreshed	joy	0.500	gipa-refresh
family	joy	0.500	pamilya
gem	joy	0.500	mutya
meritorious	joy	0.500	takus
achieved	joy	0.500	nakab-ot
motherhood	joy	0.500	pagka-inahan
holyspirit	joy	0.500	balaan nga espiritu
surreal	joy	0.500	surreal
charitable	joy	0.500	manggihatagon
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	paghupay sa tensiyon
erotic	joy	0.500	erotiko
inviting	joy	0.500	pagdapit
baby	joy	0.500	bata
dignity	joy	0.500	dignidad
satisfied	joy	0.500	natagbaw
visionary	joy	0.500	panan-awon
memorable	joy	0.500	halandumon
veracity	joy	0.500	kamatuoran
healthy	joy	0.500	himsog
welcoming	joy	0.500	pag-abiabi
diamond	joy	0.500	brilyante
christ	joy	0.500	Kristo
beach	joy	0.500	baybayon
accomplish	joy	0.500	matuman
friends	joy	0.500	mga higala
excel	joy	0.500	excel
health	joy	0.493	panglawas
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	giaprobahan
oasis	joy	0.486	oasis
liberty	joy	0.486	kagawasan
crowning	joy	0.485	pagkorona
aspiration	joy	0.485	pangandoy
privileged	joy	0.485	pribilihiyo
crescendo	joy	0.485	crescendo
rapture	joy	0.485	pagbayaw
liberate	joy	0.485	buhian
nocomplaints	joy	0.485	walay reklamo
prestige	joy	0.485	dungog
bounty	joy	0.485	gasa
gentle	joy	0.485	malumo
inseparable	joy	0.485	dili mabulag
engaging	joy	0.485	pag-apil
loyal	joy	0.485	maunongon
betrothed	joy	0.485	kaslonon
transcendence	joy	0.484	transendence
selfworth	joy	0.484	bili sa kaugalingon
yummy	joy	0.484	lami
datenight	joy	0.484	datenight
destiny	joy	0.484	kapalaran
heyday	joy	0.484	maayong adlaw
aloha	joy	0.484	gugma
desire	joy	0.484	tinguha
dream	joy	0.484	damgo
luck	joy	0.484	suwerte
fete	joy	0.484	piyesta
trophy	joy	0.484	tropeyo
bouquet	joy	0.484	bouquet
chocolate	joy	0.484	tsokolate
creativity	joy	0.484	pagkamamugnaon
boyfriend	joy	0.480	uyab
commemoration	joy	0.479	paghandom
intelligence	joy	0.477	paniktik
readiness	joy	0.473	andam
friend	joy	0.471	higala
bride	joy	0.471	pangasaw-onon
enthusiast	joy	0.471	mahiligon
lush	joy	0.470	lunhaw
inheritance	joy	0.470	kabilin
soothe	joy	0.470	makapahupay
tickle	joy	0.470	kiliti
kiddo	joy	0.470	bata
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	pagmasahe
calming	joy	0.470	nagpakalma
adventure	joy	0.470	adventure
pretty	joy	0.469	gwapa
purring	joy	0.469	pag-ungol
eternal	joy	0.469	walay katapusan
humanitarian	joy	0.469	humanitarian
nurture	joy	0.469	pag-amuma
giving	joy	0.469	paghatag
rest	joy	0.469	pahulay
getaway	joy	0.469	Pahawa
goals	joy	0.469	mga tumong
pray	joy	0.469	ampo
bridegroom	joy	0.469	pamanhonon
heartily	joy	0.469	kinasingkasing
luster	joy	0.469	kahayag
bonding	joy	0.469	bonding
princess	joy	0.469	prinsesa
amicable	joy	0.469	mahigalaon
benevolence	joy	0.469	pagkamaayo
child	joy	0.466	bata
salutary	joy	0.465	makaayo
invite	joy	0.457	imbitar
beam	joy	0.456	sagbayan
reminiscing	joy	0.456	nagpahinumdom
befriend	joy	0.455	higala
aesthetics	joy	0.455	aesthetics
friday	joy	0.455	biyernes
freshair	joy	0.455	presko nga hangin
ceremony	joy	0.455	seremonya
kindred	joy	0.455	kabanay
mindfulness	joy	0.455	pagkamahunahunaon
sonice	joy	0.455	sonice
elevation	joy	0.455	kahitas-an
tropical	joy	0.455	tropikal
scholarship	joy	0.455	scholarship
hee	joy	0.455	hee
noworries	joy	0.453	walay kabalaka
allure	joy	0.453	pagdani
approve	joy	0.453	mouyon
scenery	joy	0.453	talan-awon
waterfall	joy	0.453	busay
vindication	joy	0.453	pagpanghimatuod
namaste	joy	0.453	namaste
commemorate	joy	0.453	paghandom
faith	joy	0.453	pagtoo
birth	joy	0.453	pagkatawo
forgiveness	joy	0.453	pagpasaylo
journey	joy	0.447	panaw
meditation	joy	0.446	pagpamalandong
relaxed	joy	0.442	nagpahayahay
present	joy	0.441	presente
weekend	joy	0.441	katapusan sa semana
tender	joy	0.441	malumo
tranquil	joy	0.441	malinawon
lyrical	joy	0.439	liriko
sharing	joy	0.439	pagpaambit
esteem	joy	0.439	pagtamod
nostalgic	joy	0.439	nostalhik
prayer	joy	0.439	pag-ampo
righteousness	joy	0.439	pagkamatarong
husband	joy	0.438	bana
relief	joy	0.438	kahupayan
strength	joy	0.438	kusog
mighty	joy	0.438	gamhanan
unbeaten	joy	0.438	walay pildi
eager	joy	0.438	naghinamhinam
share	joy	0.438	share
newday	joy	0.438	bag-ong adlaw
sonnet	joy	0.438	soneto
meditate	joy	0.438	mamalandong
life	joy	0.438	kinabuhi
winterbreak	joy	0.429	tingtugnaw
warm	joy	0.429	init
movingforward	joy	0.429	paglihok sa unahan
buddy	joy	0.427	higala
oneness	joy	0.426	pagkausa
unconstrained	joy	0.424	walay pagpugong
amen	joy	0.424	amen
reverence	joy	0.424	pagtahud
healthful	joy	0.424	makapahimsog
thelittlethings	joy	0.424	ang gagmay nga mga butang
medal	joy	0.424	medalya
unsurpassed	joy	0.424	dili hitupngan
candlelight	joy	0.424	kahayag sa kandila
carols	joy	0.424	mga awit
ejaculation	joy	0.424	ejaculation
beginnings	joy	0.422	mga sinugdanan
sledding	joy	0.422	balsa
graduation	joy	0.422	gradwasyon
frisky	joy	0.422	maliputon
lml	joy	0.422	lml
ease	joy	0.422	kasayon
symphony	joy	0.422	symphony
wealth	joy	0.422	bahandi
helpful	joy	0.422	makatabang
musical	joy	0.422	musikal
glitter	joy	0.422	glitter
calmness	joy	0.422	kalinaw
energy	joy	0.422	kusog
safe	joy	0.422	luwas
nostress	joy	0.421	ilong
soundness	joy	0.421	pagkamaayo
promise	joy	0.415	saad
reunite	joy	0.414	maghiusa pag-usab
mother	joy	0.412	inahan
salvation	joy	0.412	kaluwasan
poems	joy	0.412	mga balak
clown	joy	0.409	clown
lavender	joy	0.409	lavender
immaculate	joy	0.409	putli
purify	joy	0.409	putli
inauguration	joy	0.409	inagurasyon
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	mogaan
travel	joy	0.409	pagbiyahe
cash	joy	0.406	kwarta
companion	joy	0.406	kauban
live	joy	0.406	mabuhi
opportune	joy	0.406	nahiangay
completing	joy	0.406	pagkompleto
charity	joy	0.406	gugmang putli
heal	joy	0.406	pag-ayo
star	joy	0.406	bituon
wishing	joy	0.406	nangandoy
flowers	joy	0.406	mga bulak
income	joy	0.403	kita
soul	joy	0.401	kalag
munchies	joy	0.400	mga munchies
emancipation	joy	0.397	pagpalingkawas
indescribable	joy	0.397	dili mahulagway
progress	joy	0.397	pag-uswag
equality	joy	0.394	pagkaparehas
childhood	joy	0.394	pagkabata
together	joy	0.394	kauban
rhythmical	joy	0.394	ritmo
fullness	joy	0.394	kapuno
calm	joy	0.394	kalmado
hammock	joy	0.394	duyan
picnic	joy	0.394	piknik
movies	joy	0.393	mga salida
zealous	joy	0.393	madasigon
playground	joy	0.391	dulaanan
affluence	joy	0.391	kadato
warms	joy	0.391	nagpainit
choir	joy	0.391	koro
littlethings	joy	0.391	gagmayng butang
auspicious	joy	0.391	mapalad
meaningful	joy	0.391	makahuluganon
adventures	joy	0.391	mga panimpalad
goofy	joy	0.391	buang
starry	joy	0.391	bituon
humanity	joy	0.391	katawhan
gesture	joy	0.387	lihok
witty	joy	0.382	buotan
vow	joy	0.382	panaad
shopping	joy	0.382	pagpamalit
vibes	joy	0.379	vibes
worship	joy	0.379	pagsimba
jump	joy	0.379	ambak
communion	joy	0.379	panag-ambit
reverend	joy	0.377	reverend
rising	joy	0.375	pagbangon
advance	joy	0.375	abante
beaches	joy	0.375	mga baybayon
sonorous	joy	0.375	makabungog
courtship	joy	0.375	pagpangulitawo
experience	joy	0.375	kasinatian
reunion	joy	0.375	reunion
simplicity	joy	0.375	kayano
full	joy	0.375	puno
hymn	joy	0.375	himno
spirits	joy	0.375	mga espiritu
unforgettable	joy	0.375	dili makalimtan nga
mirth	joy	0.375	kasadya
youth	joy	0.375	kabatan-onan
scenic	joy	0.375	talan-awon
unique	joy	0.375	talagsaon
redeemed	joy	0.375	gitubos
alliance	joy	0.368	alyansa
baptismal	joy	0.368	bunyag
grant	joy	0.366	paghatag
kitten	joy	0.364	kuting
sanctification	joy	0.364	pagbalaan
conciliation	joy	0.364	pakig-uli
improves	joy	0.364	molambo
pure	joy	0.364	putli
improve	joy	0.364	sa pagpalambo sa
authentic	joy	0.364	tinuod
moonlight	joy	0.364	kahayag sa bulan
weightloss	joy	0.362	pagkawala sa timbang
raspberries	joy	0.360	raspberry
feeling	joy	0.359	pagbati
jest	joy	0.359	pagbiaybiay
independent	joy	0.359	independente
sanctify	joy	0.359	pagbalaan
devotional	joy	0.359	debosyonal
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	kahanas
listenting	joy	0.359	pagpaminaw
fidelity	joy	0.359	pagkamatinud-anon
revival	joy	0.359	pagkabanhaw
giver	joy	0.353	tighatag
cocoa	joy	0.353	kakaw
deliverance	joy	0.348	pagluwas
melody	joy	0.348	melodiya
unification	joy	0.348	panaghiusa
romp	joy	0.348	romp
purpose	joy	0.348	katuyoan
choral	joy	0.348	choral
exceed	joy	0.348	molapas
dolphin	joy	0.348	dolphin
roaring	joy	0.348	nagngulob
favor	joy	0.348	pabor
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	mabulukon
fruits	joy	0.344	mga prutas
cookies	joy	0.344	cookies
manicure	joy	0.344	manicure
nowork	joy	0.344	walay trabaho
date	joy	0.344	petsa
newstart	joy	0.344	bag-ong pagsugod
hedonism	joy	0.344	hedonismo
pledge	joy	0.344	saad
electric	joy	0.344	elektrisidad
humble	joy	0.344	mapaubsanon
roadtrip	joy	0.344	roadtrip
thx	joy	0.344	salamat
kiddos	joy	0.344	mga bata
celebrity	joy	0.342	celebrity
bridesmaid	joy	0.338	bridesmaid
rhythm	joy	0.338	ritmo
spa	joy	0.333	spa
snowday	joy	0.333	adlaw sa niyebe
familiarity	joy	0.333	pagkapamilyar
coffee	joy	0.333	kape
edification	joy	0.333	pagpalig-on
garden	joy	0.333	tanaman
renovation	joy	0.333	renovation
dawn	joy	0.333	kaadlawon
connoisseur	joy	0.333	eksperto
gazing	joy	0.333	nagtan-aw
obliging	joy	0.333	obligado
partner	joy	0.333	kauban
foodie	joy	0.331	tigkaon
synchronize	joy	0.329	i-synchronize
tribulation	joy	0.328	kagul-anan
psalm	joy	0.328	salmo
pedicure	joy	0.328	pedikyur
noregrets	joy	0.328	walay pagmahay
chirping	joy	0.328	huni
saint	joy	0.328	santos
healing	joy	0.328	pag-ayo
carol	joy	0.328	carol
true	joy	0.328	tinuod
hobby	joy	0.328	kalingawan
amnesty	joy	0.328	amnestiya
respite	joy	0.324	pahulay
recreational	joy	0.318	kalingawan
cousins	joy	0.318	ig-agaw
mellow	joy	0.318	malumo
restorative	joy	0.318	pagpasig-uli
lazyday	joy	0.318	lazyday
classics	joy	0.318	mga klasiko
reconciliation	joy	0.316	pakig-uli
woods	joy	0.312	kakahoyan
progression	joy	0.312	pag-uswag
muchneeded	joy	0.312	gikinahanglan kaayo
sterling	joy	0.312	sterling
dove	joy	0.312	salampati
simplify	joy	0.312	pasimplehon
fitness	joy	0.312	kabaskog
sunset	joy	0.312	pagsalop sa adlaw
wisdom	joy	0.312	kaalam
relight	joy	0.312	relight
living	joy	0.312	buhi
presto	joy	0.312	presto
playhouse	joy	0.312	dulaanan
superman	joy	0.312	superman
pony	joy	0.312	pony
recovery	joy	0.312	pagkaayo
crafts	joy	0.312	crafts
lord	joy	0.312	ginoo
deal	joy	0.312	deal
improvement	joy	0.309	kalamboan
infant	joy	0.309	masuso
absolution	joy	0.306	pagpasaylo
honest	joy	0.303	matinud-anon
gently	joy	0.303	sa kalumo
banquet	joy	0.303	bangkete
established	joy	0.303	gitukod
endless	joy	0.303	walay katapusan
decorating	joy	0.303	pangdekorasyon
providing	joy	0.300	paghatag
lounging	joy	0.297	nagpahayahay
growth	joy	0.297	pagtubo
strolling	joy	0.297	paglakawlakaw
feat	joy	0.297	feat
morals	joy	0.297	moralidad
mine	joy	0.297	akoa
spending	joy	0.297	paggasto
light	joy	0.297	kahayag
spiritual	joy	0.297	espirituhanon
quaint	joy	0.297	talagsaon
fraternal	joy	0.297	panag-igsoonay
notable	joy	0.297	talalupangdon
softly	joy	0.297	hinay
harvest	joy	0.297	ani
yearning	joy	0.297	pangandoy
breeze	joy	0.297	hangin
joker	joy	0.297	joker
meditating	joy	0.297	pagpamalandong
fervor	joy	0.295	kainit
quotes	joy	0.294	kinutlo
volunteer	joy	0.294	boluntaryo
gain	joy	0.288	ganancia
resources	joy	0.288	kahinguhaan
create	joy	0.288	paghimo
psalms	joy	0.288	mga salmo
hippie	joy	0.288	hippie
taoism	joy	0.288	taoismo
midwife	joy	0.288	mananabang
receiving	joy	0.287	nagdawat
snowfall	joy	0.286	ulan sa niyebe
ocean	joy	0.286	kadagatan
lsd	joy	0.286	lsd
hiking	joy	0.283	pagbaktas
evergreen	joy	0.281	evergreen
destination	joy	0.281	destinasyon
candid	joy	0.281	prangka
unwind	joy	0.281	makapahulay
truce	joy	0.281	hunong-buto
toast	joy	0.281	tosta
chill	joy	0.281	kabugnaw
infinity	joy	0.281	walay katapusan
rested	joy	0.281	mipahulay
buzzing	joy	0.281	nagsaba-saba
venerable	joy	0.279	talahuron
balance	joy	0.275	balanse
retirement	joy	0.275	pagretiro
fireplace	joy	0.273	fireplace
buddha	joy	0.273	buddha
devout	joy	0.273	debotado
drinks	joy	0.273	mga ilimnon
rapt	joy	0.273	rapt
swim	joy	0.273	paglangoy
compensate	joy	0.273	bayad
snowing	joy	0.271	ulan ug niyebe
sublimation	joy	0.270	sublimation
fruity	joy	0.268	prutas
sunday	joy	0.266	Domingo
sketching	joy	0.266	sketching
paragon	joy	0.266	paragon
humility	joy	0.266	pagpaubos
ministry	joy	0.266	ministeryo
waves	joy	0.266	mga balud
cathedral	joy	0.266	katedral
sun	joy	0.266	adlaw
yoga	joy	0.266	yoga
fortitude	joy	0.266	kalig-on
salute	joy	0.266	saludo
buddhism	joy	0.266	Budhismo
whim	joy	0.266	kapritso
artwork	joy	0.265	buhat sa arte
practiced	joy	0.264	gipraktisan
clean	joy	0.260	limpyo
running	joy	0.258	nagdagan
clarity	joy	0.258	katin-aw
found	joy	0.258	nakit-an
fitting	joy	0.258	angay
immerse	joy	0.258	isawsaw
exercise	joy	0.258	ehersisyo
food	joy	0.258	pagkaon
autumn	joy	0.254	tingdagdag
fit	joy	0.250	mohaum
morning	joy	0.250	buntag
contagious	joy	0.250	makatakud
outdoors	joy	0.250	sa gawas
hardy	joy	0.250	lig-on
candles	joy	0.250	mga kandila
advocacy	joy	0.250	adbokasiya
countryside	joy	0.250	kabanikanhan
demonstrative	joy	0.250	demonstratibo
football	joy	0.250	football
chirp	joy	0.250	huni
chilled	joy	0.250	gipabugnaw
undying	joy	0.250	walay kamatayon
visitor	joy	0.250	bisita
clap	joy	0.250	pakpak
diary	joy	0.250	diary
ardent	joy	0.250	madasigon
expedient	joy	0.250	angay
mountain	joy	0.250	bukid
cradle	joy	0.247	duyan
trance	joy	0.246	ulitawo
intense	joy	0.242	grabe
procession	joy	0.242	prosesyon
church	joy	0.242	simbahan
pay	joy	0.242	pagbayad
supremacy	joy	0.242	pagkalabaw
preservative	joy	0.242	preserbatibo
grow	joy	0.242	motubo
breakfast	joy	0.242	pamahaw
consecration	joy	0.235	pagkonsagrar
salary	joy	0.234	sweldo
lifetime	joy	0.234	tibuok kinabuhi
incense	joy	0.234	insenso
ordination	joy	0.234	ordinasyon
snowy	joy	0.234	niyebe
art	joy	0.234	arte
nursery	joy	0.234	nursery
skiing	joy	0.234	pag-ski
candle	joy	0.234	kandila
doll	joy	0.234	monyeka
vote	joy	0.234	boto
humbled	joy	0.234	nagpaubos
lyre	joy	0.234	lira
pastry	joy	0.229	pastry
remedy	joy	0.227	tambal
chilling	joy	0.227	makapabugnaw
firefly	joy	0.227	alitaptap
rescue	joy	0.225	pagluwas
camping	joy	0.221	kamping
perspective	joy	0.221	panglantaw
orchestra	joy	0.221	orkestra
orchard	joy	0.221	prutasan
breezy	joy	0.219	huyuhoy
gardens	joy	0.219	mga tanaman
castle	joy	0.219	kastilyo
lamb	joy	0.219	nating karnero
possess	joy	0.219	pagpanag-iya
bouttime	joy	0.212	panahon
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	country music
teach	joy	0.212	pagtudlo
brisk	joy	0.212	kusog
ribbon	joy	0.212	laso
raindrops	joy	0.212	mga tulo sa ulan
mucis	joy	0.212	mucis
repay	joy	0.212	mubayad
listneing	joy	0.212	pagpaminaw
nap	joy	0.206	pagkatulog
legalized	joy	0.203	gi-legalize
unexpected	joy	0.203	wala damha
vernal	joy	0.203	vernal
chant	joy	0.203	awit
hire	joy	0.203	suhol
uncontrollable	joy	0.203	dili mapugngan
stillness	joy	0.203	kahilom
lights	joy	0.203	mga suga
cove	joy	0.203	luok
save	joy	0.200	pagluwas
pastor	joy	0.197	pastor
atone	joy	0.197	pag-ula
symmetry	joy	0.197	simetriya
trees	joy	0.197	mga kahoy
oneday	joy	0.197	usa ka adlaw
scripture	joy	0.196	kasulatan
mountains	joy	0.194	kabukiran
craziness	joy	0.188	pagkabuang
tea	joy	0.188	tsa
walking	joy	0.188	paglakaw
whiteness	joy	0.188	pagkaputi
sympathetic	joy	0.188	mabination
forefathers	joy	0.188	mga katigulangan
pathway	joy	0.188	agianan
custom	joy	0.188	kostumbre
quiet	joy	0.188	hilom
liquor	joy	0.188	ilimnon
soppy	joy	0.188	humok
patient	joy	0.186	pasyente
movingon	joy	0.182	movingon
score	joy	0.182	iskor
dollhouse	joy	0.182	balay nga manika
bath	joy	0.182	pagkaligo
supporter	joy	0.180	tigpaluyo
accompaniment	joy	0.179	duyog
pursuit	joy	0.176	paggukod
outburst	joy	0.176	pagsilaob
frosty	joy	0.174	nagyelo
luncheon	joy	0.172	paniudto
service	joy	0.172	serbisyo
workout	joy	0.172	pag-ehersisyo
closure	joy	0.172	pagsira
wintery	joy	0.172	tingtugnaw
civilized	joy	0.169	sibilisado
wages	joy	0.169	suhol
december	joy	0.167	disyembre
fain	joy	0.167	lingaw
glide	joy	0.162	molupad
acrobat	joy	0.162	akrobat
finally	joy	0.157	sa katapusan
chai	joy	0.156	chai
obtainable	joy	0.156	makuha
elf	joy	0.156	elf
peppermint	joy	0.156	peppermint
break	joy	0.156	buwag
reproductive	joy	0.156	reproductive
stroll	joy	0.156	Lakaw
organization	joy	0.156	organisasyon
bathtub	joy	0.156	banyera
advent	joy	0.152	pag-abot
measured	joy	0.152	gisukod
balm	joy	0.152	balsamo
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	mga lana
tan	joy	0.141	tan
simple	joy	0.141	yano
bubble	joy	0.141	bula
beer	joy	0.141	beer
green	joy	0.137	berde
makingdisciples	joy	0.136	paghimog mga tinun-an
buss	joy	0.136	buss
books	joy	0.136	mga libro
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	nag-agos
silence	joy	0.127	kahilom
bookstore	joy	0.125	tindahan sa libro
solitude	joy	0.125	pag-inusara
roadster	joy	0.125	roadster
circumstances	joy	0.125	mga kahimtang
wine	joy	0.125	bino
soak	joy	0.121	matumog
priesthood	joy	0.121	pagkapari
japan	joy	0.121	Japan
wilderness	joy	0.121	kamingawan
critical	joy	0.116	kritikal
neutral	joy	0.114	neyutral
hunting	joy	0.109	pagpangayam
sand	joy	0.109	balas
opera	joy	0.109	opera
weight	joy	0.109	gibug-aton
wind	joy	0.109	hangin
untie	joy	0.109	paghubad
labor	joy	0.106	paghago
classical	joy	0.106	klasikal
lake	joy	0.103	linaw
affliction	joy	0.103	kasakitan
organ	joy	0.094	organo
dwelling	joy	0.094	pinuy-anan
tree	joy	0.090	kahoy
pond	joy	0.089	lim-aw
marrow	joy	0.078	utok
latte	joy	0.078	latte
sipping	joy	0.076	paghigop
benign	joy	0.074	benign
majority	joy	0.073	kadaghanan
leaf	joy	0.065	dahon
troubles	joy	0.062	mga kasamok
basketball	joy	0.062	basketball
explosions	joy	0.061	mga pagbuto
cream	joy	0.061	krema
shepherd	joy	0.058	magbalantay sa karnero
tuesday	joy	0.047	martes
turbulence	joy	0.045	kaguliyang
calf	joy	0.040	nating baka
hardship	joy	0.031	kalisud
