English Word	Emotion	Emotion-Intensity-Score	Bulgarian Word
happytweet	joy	0.797	щастлив туит
lovinlife	joy	0.797	любовен живот
yesss	joy	0.797	yesss
dancing	joy	0.797	танцуване
success	joy	0.797	успех
grateful	joy	0.789	благодарен
amuse	joy	0.788	забавлявам
splendor	joy	0.788	разкош
happy	joy	0.788	щастлив
fun	joy	0.788	забавление
giggling	joy	0.781	кикотене
glad	joy	0.781	радвам се
glorify	joy	0.781	прославям
radiant	joy	0.781	сияен
beautiful	joy	0.781	красив
solucky	joy	0.781	голям късметлия
sothankful	joy	0.781	толкова благодарен
enchanted	joy	0.781	омагьосан
romance	joy	0.779	романтика
perfection	joy	0.779	съвършенство
christmassy	joy	0.779	коледа
heavens	joy	0.779	небесата
thrilling	joy	0.776	вълнуващо
lovable	joy	0.773	обичлив
congrats	joy	0.773	поздравления
fiesta	joy	0.773	фиеста
entertain	joy	0.773	забавлявам
happyvalentinesday	joy	0.773	Честит Свети Валентин
miraculous	joy	0.773	чудотворен
cheers	joy	0.773	наздраве
cheered	joy	0.773	развесели
positivity	joy	0.773	позитивност
funday	joy	0.772	забавен ден
enjoying	joy	0.771	наслаждавайки се
lifeisgood	joy	0.766	Животът е добър
amused	joy	0.766	развеселен
goodfeeling	joy	0.766	добро чувство
christmasspirit	joy	0.766	коледен дух
cuddling	joy	0.766	гушкане
smiles	joy	0.766	усмивки
sosweet	joy	0.766	толкова сладко
thebest	joy	0.766	най-доброто
party	joy	0.765	партия
delight	joy	0.765	наслада
orgasm	joy	0.765	оргазъм
positive	joy	0.761	положителен
sweetheart	joy	0.758	скъпа
enlighten	joy	0.758	просветлявам
cheerfulness	joy	0.758	бодрост
miracles	joy	0.758	чудеса
giddy	joy	0.757	замаян
christmastime	joy	0.757	Коледа
gratify	joy	0.750	удовлетворявам
greatness	joy	0.750	величие
friendliness	joy	0.750	дружелюбност
blessings	joy	0.750	благословии
laughs	joy	0.750	смее се
tistheseason	joy	0.750	десети сезон
smile	joy	0.750	Усмихни се
pleasing	joy	0.750	приятно
romantic	joy	0.750	романтичен
happyholidays	joy	0.750	весели празници
frolic	joy	0.748	лудувам
jubilee	joy	0.742	юбилей
miracle	joy	0.742	чудо
enthusiasm	joy	0.742	ентусиазъм
selflove	joy	0.742	любов към самия себе си
triumph	joy	0.742	триумф
magical	joy	0.742	магически
rewarding	joy	0.742	възнаграждаване
goodvibes	joy	0.742	добро предчувствие
positiveenergy	joy	0.742	позитивна енергия
feelgood	joy	0.736	чувствам се добре
prosperity	joy	0.735	просперитет
behappy	joy	0.734	Бъди щастлив
admiration	joy	0.734	възхищение
passionate	joy	0.734	страстен
goodday	joy	0.734	добър ден
luxurious	joy	0.734	луксозен
tgif	joy	0.734	tgif
victory	joy	0.734	победа
feelinggood	joy	0.734	чувствам се добре
enchant	joy	0.734	омагьосвам
greatnight	joy	0.734	страхотна вечер
vivacious	joy	0.734	жизнерадостен
glorification	joy	0.733	прославяне
sing	joy	0.729	пея
glowing	joy	0.729	светещ
yessss	joy	0.728	дасссс
fulfillment	joy	0.728	изпълнение
breathtaking	joy	0.728	спиращ дъха
thankful	joy	0.727	благодарен
cheery	joy	0.727	весело
santa	joy	0.727	Дядо Коледа
hurrah	joy	0.727	ура
christmasbreak	joy	0.727	коледна ваканция
win	joy	0.727	печеля
atpeace	joy	0.727	в мир
award	joy	0.727	награда
merry	joy	0.727	весел
inspiration	joy	0.725	вдъхновение
radiance	joy	0.725	излъчване
pleased	joy	0.725	доволен
uplift	joy	0.723	повдигане
optimistic	joy	0.723	оптимистичен
heaven	joy	0.721	рая
lucky	joy	0.721	късметлия
godisgreat	joy	0.721	Господ е Велик
holidays	joy	0.721	почивни дни
thrill	joy	0.721	тръпка
congratulatory	joy	0.719	поздравителен
thriving	joy	0.719	процъфтяващ
amusement	joy	0.719	забавление
perfect	joy	0.719	перфектен
lover	joy	0.719	любовник
xmas	joy	0.719	Коледа
heartfelt	joy	0.719	сърдечно
utopian	joy	0.719	утопичен
lovely	joy	0.719	прекрасно
harmony	joy	0.719	хармония
praising	joy	0.719	възхваляване
brighten	joy	0.719	озаряват
luckiest	joy	0.712	най-големият късметлия
merrychristmas	joy	0.712	Весела Коледа
magic	joy	0.712	магия
achievement	joy	0.712	постижение
yay	joy	0.712	ура
holiday	joy	0.712	празник
treasures	joy	0.712	съкровища
luxury	joy	0.712	лукс
bestfeeling	joy	0.712	bestfeeling
intimate	joy	0.710	интимен
soblessed	joy	0.706	толкова благословен
yaaay	joy	0.706	даааа
rave	joy	0.706	бълнувам
chuckle	joy	0.706	кудкудякане
proud	joy	0.704	горд
winning	joy	0.703	печеливш
cherish	joy	0.703	ценя
goodnews	joy	0.703	добри новини
fuckyeah	joy	0.703	по дяволите
optimism	joy	0.703	оптимизъм
amazingly	joy	0.703	невероятно
lovelife	joy	0.703	любовен живот
truelove	joy	0.703	истинска любов
beautification	joy	0.703	разкрасяване
satisfying	joy	0.703	задоволително
appreciates	joy	0.703	оценява
cuddled	joy	0.703	гушнати
goodlife	joy	0.703	добър живот
gooood	joy	0.703	браво
sweetest	joy	0.703	най-сладкото
yaay	joy	0.700	дааа
entertained	joy	0.700	забавляван
excite	joy	0.697	вълнувам
newbeginnings	joy	0.693	ново начало
praisejesus	joy	0.691	хвала Исусе
birthday	joy	0.691	рожден ден
greatfriends	joy	0.688	страхотни приятели
adoration	joy	0.688	обожание
godsend	joy	0.688	Божи дар
favorite	joy	0.688	любими
content	joy	0.688	съдържание
entertaining	joy	0.688	забавно
honored	joy	0.688	почитан
metime	joy	0.688	време
exquisite	joy	0.688	изискан
holidayseason	joy	0.688	ваканционен сезон
thankyoujesus	joy	0.688	благодаря ти Господи
angelic	joy	0.688	ангелски
goodhealth	joy	0.682	добро здраве
majestic	joy	0.682	величествен
luscious	joy	0.682	пищен
memoriesiwontforget	joy	0.682	спомени, които няма да забравя
bestfriends	joy	0.682	най-добри приятели
precious	joy	0.682	скъпоценен
appreciated	joy	0.682	оценявам
exaltation	joy	0.682	екзалтация
smiled	joy	0.682	усмихна се
brightens	joy	0.682	изсветлява
tranquility	joy	0.679	спокойствие
marry	joy	0.676	ожени се
embrace	joy	0.676	прегръщам
positively	joy	0.676	положително
grin	joy	0.672	усмивка
hug	joy	0.672	прегръдка
hilarious	joy	0.672	весело
dearest	joy	0.672	най-скъп
contentment	joy	0.672	задоволство
accomplished	joy	0.672	изпълнено
relaxation	joy	0.672	релаксация
bday	joy	0.672	бден
enliven	joy	0.672	оживявам
weeeee	joy	0.672	уаааа
giggles	joy	0.672	кикотене
fulfilled	joy	0.667	изпълнени
bountiful	joy	0.667	изобилен
victor	joy	0.667	победител
adore	joy	0.667	обожавам
boisterous	joy	0.667	буен
fulfill	joy	0.664	изпълнявам
cuddles	joy	0.662	гушки
prosperous	joy	0.660	проспериращ
appreciation	joy	0.656	признателност
serenity	joy	0.656	спокойствие
happynewyear	joy	0.656	Честита Нова Година
humor	joy	0.656	хумор
satisfy	joy	0.656	задоволяват
besties	joy	0.656	най-добрите
encouraged	joy	0.656	насърчавани
captivate	joy	0.656	пленявам
christmaseve	joy	0.656	Бъдни вечер
glow	joy	0.656	светят
romanticism	joy	0.656	романтизъм
innerpeace	joy	0.656	вътрешен мир
pleasant	joy	0.656	приятно
praises	joy	0.652	хвали
abundance	joy	0.652	изобилие
fortunes	joy	0.652	богатства
engaged	joy	0.652	сгоден
praised	joy	0.652	похвален
relaxing	joy	0.652	релаксиращо
treasure	joy	0.652	съкровище
satisfaction	joy	0.652	удовлетворение
nothingbetter	joy	0.647	нищо по-добро
affection	joy	0.647	привързаност
relieved	joy	0.647	облекчен
complement	joy	0.647	допълнение
carnival	joy	0.643	карнавал
priceless	joy	0.641	безценен
uplifting	joy	0.641	повдигащ духа
sensuality	joy	0.641	чувственост
saintly	joy	0.641	светец
champion	joy	0.641	шампион
thanksgiving	joy	0.641	Денят на благодарността
harmoniously	joy	0.641	хармонично
wedding	joy	0.641	сватба
achieve	joy	0.641	постигам
divine	joy	0.641	божествено
jackpot	joy	0.641	джакпот
honeymoon	joy	0.636	Меден месец
exalt	joy	0.636	превъзнасям
twinkle	joy	0.636	блещукане
comforting	joy	0.636	успокояващо
felicity	joy	0.636	щастие
peaceful	joy	0.636	мирен
climax	joy	0.636	кулминация
winner	joy	0.636	победител
reverie	joy	0.636	замечтаност
yayy	joy	0.636	yyyy
cuddle	joy	0.636	сгушвам се
xoxo	joy	0.634	хо хо
stargazing	joy	0.625	гледане на звезди
festival	joy	0.625	фестивал
sweet	joy	0.625	сладка
generosity	joy	0.625	щедрост
brighter	joy	0.625	по-ярък
praisegod	joy	0.625	хвала на бога
gorgeous	joy	0.625	великолепен
hearts	joy	0.625	сърца
amusing	joy	0.625	забавно
fondness	joy	0.625	привързаност
snuggling	joy	0.625	гушкане
reward	joy	0.625	награда
sex	joy	0.622	секс
kind	joy	0.621	мил
genial	joy	0.621	гениален
parade	joy	0.621	парад
applause	joy	0.621	аплодисменти
beauty	joy	0.621	красота
fulfilling	joy	0.618	изпълняващ
aspiring	joy	0.618	стремящ се
newlife	joy	0.618	нов живот
godbless	joy	0.616	Бог да благослови
virtuous	joy	0.613	добродетелен
kiss	joy	0.610	целувка
christmas	joy	0.609	Коледа
rainbows	joy	0.609	дъги
elegance	joy	0.609	елегантност
generous	joy	0.609	щедър
super	joy	0.609	супер
playful	joy	0.609	игриво
enlightenment	joy	0.609	просветление
praiseworthy	joy	0.609	похвално
awards	joy	0.609	награди
adorable	joy	0.609	очарователен
rekindle	joy	0.609	запалвам отново
winnings	joy	0.609	печалби
independence	joy	0.607	независимост
amour	joy	0.607	любов
kindness	joy	0.606	доброта
surprises	joy	0.606	изненади
heheh	joy	0.606	хехех
hilarity	joy	0.606	веселие
wonder	joy	0.606	чудя се
freely	joy	0.606	свободно
successful	joy	0.606	успешен
inspired	joy	0.606	вдъхновен
onelove	joy	0.606	една любов
whimsical	joy	0.603	причудлив
entertainment	joy	0.603	забавление
passion	joy	0.603	страст
stressfree	joy	0.601	без стрес
beautify	joy	0.601	разкрасявам
sunrise	joy	0.600	изгрев
godisgood	joy	0.597	Бог е добър
goodmusic	joy	0.594	добра музика
revere	joy	0.594	почитам
whoo	joy	0.594	уау
fanfare	joy	0.594	фанфари
inspire	joy	0.594	вдъхновяват
angel	joy	0.594	ангел
thankgod	joy	0.594	слава Богу
goodies	joy	0.594	лакомства
jesus	joy	0.594	Исус
accomplishment	joy	0.594	постижение
snuggled	joy	0.594	сгушен
peacefully	joy	0.594	мирно
flirt	joy	0.594	флиртувам
friendship	joy	0.591	приятелство
singing	joy	0.591	пеене
heroic	joy	0.591	героичен
exalted	joy	0.591	възвишен
fortune	joy	0.591	състояние
highest	joy	0.591	най-високо
summer	joy	0.591	лятото
contented	joy	0.588	доволен
rollicking	joy	0.588	лудостен
overflowing	joy	0.588	преливащ
woot	joy	0.588	уау
