English Word	Emotion	Emotion-Intensity-Score	Malagasy Word
relationship	joy	0.514	FIFANDRAISANA
godly	joy	0.514	MATAHOTRA AN'ANDRIAMANITRA
marriage	joy	0.514	FANAMBADIANA
daymade	joy	0.514	antoandro
spouse	joy	0.507	vady
intimately	joy	0.507	akaiky
respect	joy	0.500	fanajana
bloom	joy	0.500	fotoana fivelaran'ny
purr	joy	0.500	purr
carefree	joy	0.500	mivaky loha
nature	joy	0.500	toetra
encourage	joy	0.500	mampirisika
soulful	joy	0.500	feno fanahy
refreshed	joy	0.500	aina
family	joy	0.500	family
gem	joy	0.500	vatosoa
meritorious	joy	0.500	mendrika hampihatra izay mampihatra
achieved	joy	0.500	tratra
motherhood	joy	0.500	reny
holyspirit	joy	0.500	fanahy masina
surreal	joy	0.500	mampino
charitable	joy	0.500	mpanao asa soa
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	fanalefahana ny adin-tsaina
erotic	joy	0.500	manaitaitra
inviting	joy	0.500	manintona
baby	joy	0.500	ZAZAKELY
dignity	joy	0.500	fahamendrehana
satisfied	joy	0.500	afa-po
visionary	joy	0.500	fahitana
memorable	joy	0.500	TSY HAY HADINOINA
veracity	joy	0.500	fahamarinan'ilay
healthy	joy	0.500	ara-pahasalamana
welcoming	joy	0.500	miarahaba
diamond	joy	0.500	Diamond
christ	joy	0.500	Kristy
beach	joy	0.500	tora-pasika
accomplish	joy	0.500	hanatanteraka
friends	joy	0.500	NAMANA
excel	joy	0.500	excel
health	joy	0.493	FAHASALAMANA
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	nankatoavina
oasis	joy	0.486	lonaka
liberty	joy	0.486	fahafahana
crowning	joy	0.485	avo indrindra amin'ny
aspiration	joy	0.485	faniriantsika
privileged	joy	0.485	manana tombontsoa
crescendo	joy	0.485	crescendo
rapture	joy	0.485	fampakarana
liberate	joy	0.485	hanafaka
nocomplaints	joy	0.485	tsy misy fitarainana
prestige	joy	0.485	laza
bounty	joy	0.485	fanomen'ny
gentle	joy	0.485	malemy fanahy
inseparable	joy	0.485	afa-misaraka
engaging	joy	0.485	hanintona
loyal	joy	0.485	Mivadika Mihitsy!
betrothed	joy	0.485	voafofo ho vadin'olona
transcendence	joy	0.484	Ny fahamboniana
selfworth	joy	0.484	selfworth
yummy	joy	0.484	matsiro
datenight	joy	0.484	datenight
destiny	joy	0.484	anjara
heyday	joy	0.484	heyday
aloha	joy	0.484	aloha
desire	joy	0.484	FANIRIAN'NY
dream	joy	0.484	manonofy
luck	joy	0.484	vintana
fete	joy	0.484	fête
trophy	joy	0.484	amboara
bouquet	joy	0.484	fehezam-boninkazo
chocolate	joy	0.484	sôkôla
creativity	joy	0.484	famoronana
boyfriend	joy	0.480	ankizilahy
commemoration	joy	0.479	fankalazana
intelligence	joy	0.477	fahiratan-tsaina
readiness	joy	0.473	fahavononana
friend	joy	0.471	NAMANA
bride	joy	0.471	AMPAKARINA
enthusiast	joy	0.471	mafana fo
lush	joy	0.470	maitso mavana
inheritance	joy	0.470	LOVA
soothe	joy	0.470	mampitony
tickle	joy	0.470	hahafinaritra
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	Nostalgia
massage	joy	0.470	fanorana
calming	joy	0.470	mampilamina
adventure	joy	0.470	traikefa nahafinaritra
pretty	joy	0.469	tsara tarehy
purring	joy	0.469	purring
eternal	joy	0.469	MANDRAKIZAY
humanitarian	joy	0.469	maha-olona
nurture	joy	0.469	fanabeazana
giving	joy	0.469	Fanomezana
rest	joy	0.469	HAFA
getaway	joy	0.469	andehana mandeha
goals	joy	0.469	tanjona
pray	joy	0.469	MIVAVAHA
bridegroom	joy	0.469	mpampakatra
heartily	joy	0.469	fo
luster	joy	0.469	famirapiratany
bonding	joy	0.469	firaiketam-po
princess	joy	0.469	Princess
amicable	joy	0.469	milamina
benevolence	joy	0.469	fiantrana
child	joy	0.466	ZAZA
salutary	joy	0.465	mahavonjy
invite	joy	0.457	Asao
beam	joy	0.456	hazo
reminiscing	joy	0.456	namisavisa ny lasa
befriend	joy	0.455	misakaiza
aesthetics	joy	0.455	aesthetics
friday	joy	0.455	ZOMA
freshair	joy	0.455	rivotra madio
ceremony	joy	0.455	lanonana
kindred	joy	0.455	havanao
mindfulness	joy	0.455	fahatsiarovan-tena
sonice	joy	0.455	tena tsara
elevation	joy	0.455	isam-ponina
tropical	joy	0.455	tany mafana
scholarship	joy	0.455	manam-pahaizana
hee	joy	0.455	hee
noworries	joy	0.453	tsy misy ahiahy
allure	joy	0.453	fitaoman'ity
approve	joy	0.453	hanaiky
scenery	joy	0.453	toerana manodidina
waterfall	joy	0.453	riandrano
vindication	joy	0.453	fanamarinana
namaste	joy	0.453	namaste
commemorate	joy	0.453	hahatsiarovana
faith	joy	0.453	finoana
birth	joy	0.453	teraka
forgiveness	joy	0.453	Famelan-keloka
journey	joy	0.447	dia
meditation	joy	0.446	HOSAINTSAININA
relaxed	joy	0.442	nanalefaka
present	joy	0.441	Ny ankehitriny
weekend	joy	0.441	Weekend
tender	joy	0.441	fanahy
tranquil	joy	0.441	milamina
lyrical	joy	0.439	tonon-
sharing	joy	0.439	fizarana
esteem	joy	0.439	fanajana
nostalgic	joy	0.439	nostalgia
prayer	joy	0.439	VAVAKA
righteousness	joy	0.439	FAHAMARINANA
husband	joy	0.438	lehilahy
relief	joy	0.438	fanampiana
strength	joy	0.438	HERY
mighty	joy	0.438	MAHERY
unbeaten	joy	0.438	tsy resy
eager	joy	0.438	te
share	joy	0.438	anjara
newday	joy	0.438	newday
sonnet	joy	0.438	sonnet
meditate	joy	0.438	Saintsaino
life	joy	0.438	Fiainana
winterbreak	joy	0.429	ririnina
warm	joy	0.429	mafana
movingforward	joy	0.429	mandroso
buddy	joy	0.427	akama
oneness	joy	0.426	maha iray
unconstrained	joy	0.424	tsy voafehy
amen	joy	0.424	amena
reverence	joy	0.424	fanehoana fanajana
healthful	joy	0.424	mahasoa
thelittlethings	joy	0.424	thelittlethings
medal	joy	0.424	medaly
unsurpassed	joy	0.424	manan-tsahala
candlelight	joy	0.424	labozia
carols	joy	0.424	hira
ejaculation	joy	0.424	ejaculation
beginnings	joy	0.422	fiandohan'ny
sledding	joy	0.422	sled
graduation	joy	0.422	diplaoma
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	hampitony
symphony	joy	0.422	symphonie
wealth	joy	0.422	Ny harena
helpful	joy	0.422	manampy
musical	joy	0.422	mozika
glitter	joy	0.422	Mamiratra
calmness	joy	0.422	fahatoniana
energy	joy	0.422	ANGOVO
safe	joy	0.422	MAMPIDI-DOZA
nostress	joy	0.421	nostress
soundness	joy	0.421	fahasalamana
promise	joy	0.415	teny fikasana
reunite	joy	0.414	miverina ho
mother	joy	0.412	rENY
salvation	joy	0.412	famonjena
poems	joy	0.412	tononkalo
clown	joy	0.409	mpanao hatsikana
lavender	joy	0.409	lavender
immaculate	joy	0.409	madiodio
purify	joy	0.409	hanadio
inauguration	joy	0.409	fitokanana
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	ampahazavao ny mazoto
travel	joy	0.409	Tsangatsangana
cash	joy	0.406	vola
companion	joy	0.406	mpiara-mitory
live	joy	0.406	velona
opportune	joy	0.406	manararaotra
completing	joy	0.406	nahavita
charity	joy	0.406	fiantrana
heal	joy	0.406	manasitrana
star	joy	0.406	kintana
wishing	joy	0.406	maniry
flowers	joy	0.406	voninkazo
income	joy	0.403	fidiram-bola
soul	joy	0.401	fanahinao manontolo
munchies	joy	0.400	munchies
emancipation	joy	0.397	fanafahana
indescribable	joy	0.397	hay lazaina
progress	joy	0.397	fandrosoana
equality	joy	0.394	fitoviana
childhood	joy	0.394	ANKIZY
together	joy	0.394	miara-
rhythmical	joy	0.394	gadona
fullness	joy	0.394	fahafenoan'ny
calm	joy	0.394	Tony
hammock	joy	0.394	fandriana mihantona
picnic	joy	0.394	fitsangatsanganana
movies	joy	0.393	Movies
zealous	joy	0.393	be zotom-po
playground	joy	0.391	tokotanin-tsekoly
affluence	joy	0.391	fananan-tany
warms	joy	0.391	Mahafaly
choir	joy	0.391	amboarampeo
littlethings	joy	0.391	zavatra madinidinika
auspicious	joy	0.391	soa
meaningful	joy	0.391	manan-danja
adventures	joy	0.391	niainany
goofy	joy	0.391	goofy
starry	joy	0.391	feno kintana
humanity	joy	0.391	maha-olombelona
gesture	joy	0.387	fihetsika
witty	joy	0.382	ara-panahy
vow	joy	0.382	VOADIN'I
shopping	joy	0.382	fiantsenana
vibes	joy	0.379	vibes
worship	joy	0.379	fanompoam-pivavahana
jump	joy	0.379	Hanketo
communion	joy	0.379	fiombonana
reverend	joy	0.377	révérend
rising	joy	0.375	miakatra
advance	joy	0.375	mialoha
beaches	joy	0.375	tora-pasika
sonorous	joy	0.375	maneno
courtship	joy	0.375	fiarahana
experience	joy	0.375	Experience
reunion	joy	0.375	fihaonana
simplicity	joy	0.375	tsotra
full	joy	0.375	feno
hymn	joy	0.375	hira
spirits	joy	0.375	FANAHY
unforgettable	joy	0.375	tsy hay hadinoina
mirth	joy	0.375	fifaliana
youth	joy	0.375	HO AN'NY ZATOVO
scenic	joy	0.375	Toerana mahafinaritra
unique	joy	0.375	tsy manam-paharoa
redeemed	joy	0.375	voavotro
alliance	joy	0.368	fifanarahana
baptismal	joy	0.368	tamin'ny batisa
grant	joy	0.366	manome
kitten	joy	0.364	saka
sanctification	joy	0.364	FANAMASINANA
conciliation	joy	0.364	fampihavanana
improves	joy	0.364	kokoa
pure	joy	0.364	madio
improve	joy	0.364	manatsara
authentic	joy	0.364	marina
moonlight	joy	0.364	Moonlight
weightloss	joy	0.362	lanja
raspberries	joy	0.360	voaroy
feeling	joy	0.359	fihetseham-po
jest	joy	0.359	nihomehy ireny
independent	joy	0.359	tsy miankina
sanctify	joy	0.359	Manamasina ny
devotional	joy	0.359	fivoriana fampaherezam-panahy
tinsel	joy	0.359	haingony boribory na miolanolana
proficiency	joy	0.359	fahaizany
listenting	joy	0.359	mihaino
fidelity	joy	0.359	fivadihana
revival	joy	0.359	fifohazana
giver	joy	0.353	mpanome
cocoa	joy	0.353	kakaô
deliverance	joy	0.348	Fanafahana
melody	joy	0.348	fiderana
unification	joy	0.348	fampiraisan-tsaina
romp	joy	0.348	romp
purpose	joy	0.348	Zava-kendreny
choral	joy	0.348	mpihira
exceed	joy	0.348	mihoatra
dolphin	joy	0.348	feso
roaring	joy	0.348	fierony
favor	joy	0.348	sitraka
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	voluptuous
fruits	joy	0.344	voankazo
cookies	joy	0.344	mofomamy
manicure	joy	0.344	manicure
nowork	joy	0.344	tsy misy asa
date	joy	0.344	daty
newstart	joy	0.344	vaovao fanombohana
hedonism	joy	0.344	hedonisma
pledge	joy	0.344	antoka
electric	joy	0.344	elektrika
humble	joy	0.344	Nanetry Tena
roadtrip	joy	0.344	lalana
thx	joy	0.344	THX
kiddos	joy	0.344	kiddos
celebrity	joy	0.342	olo-malaza
bridesmaid	joy	0.338	bridesmaid
rhythm	joy	0.338	gadona
spa	joy	0.333	spa
snowday	joy	0.333	andro oram-panala
familiarity	joy	0.333	mahazatra
coffee	joy	0.333	kafe
edification	joy	0.333	fampandrosoana
garden	joy	0.333	ZARIDAINA
renovation	joy	0.333	fanavaozana
dawn	joy	0.333	mangiran-dratsy
connoisseur	joy	0.333	connoisseur
gazing	joy	0.333	mijery
obliging	joy	0.333	manery ny
partner	joy	0.333	mpiara-miasa
foodie	joy	0.331	tendan-kanina
synchronize	joy	0.329	mampifanaraka
tribulation	joy	0.328	FAHORIANA
psalm	joy	0.328	Salamo
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	tsy manenina
chirping	joy	0.328	sioka
saint	joy	0.328	masina
healing	joy	0.328	fanasitranana
carol	joy	0.328	carol
true	joy	0.328	marina
hobby	joy	0.328	fialam-boly
amnesty	joy	0.328	famotsoran-keloka
respite	joy	0.324	fialantsasatra
recreational	joy	0.318	fialamboly
cousins	joy	0.318	havany
mellow	joy	0.318	mahafinaritra fanaon'ilay vorona
restorative	joy	0.318	hamerenana amin'ny laoniny
lazyday	joy	0.318	lazyday
classics	joy	0.318	klasika
reconciliation	joy	0.316	fampihavanana
woods	joy	0.312	ala
progression	joy	0.312	fivoarana
muchneeded	joy	0.312	tena ilaina
sterling	joy	0.312	sterling
dove	joy	0.312	voromailala
simplify	joy	0.312	Tsorina ny
fitness	joy	0.312	Fitness
sunset	joy	0.312	masoandro
wisdom	joy	0.312	FAHENDRENA
relight	joy	0.312	relight
living	joy	0.312	VELONA
presto	joy	0.312	presto
playhouse	joy	0.312	teatra
superman	joy	0.312	superman
pony	joy	0.312	pony
recovery	joy	0.312	famerenana
crafts	joy	0.312	asa-tanana
lord	joy	0.312	Tompo
deal	joy	0.312	fifanarahana
improvement	joy	0.309	fanatsarana
infant	joy	0.309	zaza
absolution	joy	0.306	famotsoran-keloka
honest	joy	0.303	marina
gently	joy	0.303	moramora
banquet	joy	0.303	fanasana
established	joy	0.303	niorina
endless	joy	0.303	tsy misy farany
decorating	joy	0.303	nandravaka
providing	joy	0.300	fanomezana
lounging	joy	0.297	mitsilailay
growth	joy	0.297	fitomboana
strolling	joy	0.297	Nitsangantsangana
feat	joy	0.297	feat
morals	joy	0.297	fitondran-tena
mine	joy	0.297	pitrandrahana
spending	joy	0.297	fandaniana
light	joy	0.297	fahazavana
spiritual	joy	0.297	ARA-pANAHY
quaint	joy	0.297	hafahafa
fraternal	joy	0.297	pirahalahiana
notable	joy	0.297	miavaka
softly	joy	0.297	moramora
harvest	joy	0.297	vokatra
yearning	joy	0.297	faniriana
breeze	joy	0.297	tsio-drivotra
joker	joy	0.297	joker
meditating	joy	0.297	ny fisaintsainana
fervor	joy	0.295	noforonin'Andriamanitra
quotes	joy	0.294	Quotes
volunteer	joy	0.294	mpilatsaka an-tsitrapo
gain	joy	0.288	tombony
resources	joy	0.288	harena
create	joy	0.288	MANANGANA
psalms	joy	0.288	SALAMO
hippie	joy	0.288	hippie
taoism	joy	0.288	Taoisma
midwife	joy	0.288	mpampivelona
receiving	joy	0.287	fandraisana
snowfall	joy	0.286	orampanala
ocean	joy	0.286	ranomasimbe
lsd	joy	0.286	lsd
hiking	joy	0.283	tongotra lavitra
evergreen	joy	0.281	maitso maitso
destination	joy	0.281	toerana halehany
candid	joy	0.281	ahiahinao
unwind	joy	0.281	sorisory
truce	joy	0.281	fampiatoan'ady
toast	joy	0.281	toast
chill	joy	0.281	vatany
infinity	joy	0.281	tsy manam-petra
rested	joy	0.281	nitsahatra
buzzing	joy	0.281	naresaka
venerable	joy	0.279	mendri-kaja
balance	joy	0.275	Mila mahay mandanjalanja
retirement	joy	0.275	fisotroan-dronono
fireplace	joy	0.273	am-patana
buddha	joy	0.273	Buddha
devout	joy	0.273	mpivavaka
drinks	joy	0.273	zava-pisotro
rapt	joy	0.273	rapt
swim	joy	0.273	milomano
compensate	joy	0.273	hanonitra
snowing	joy	0.271	oram-panala
sublimation	joy	0.270	sublimation
fruity	joy	0.268	Tsirom
sunday	joy	0.266	ALAHADY
sketching	joy	0.266	sketching
paragon	joy	0.266	paragon
humility	joy	0.266	FANETREN-TENA
ministry	joy	0.266	asa fanompoana
waves	joy	0.266	onja
cathedral	joy	0.266	Katedraly
sun	joy	0.266	Masoandro
yoga	joy	0.266	ny yoga
fortitude	joy	0.266	herimpo
salute	joy	0.266	tsaina
buddhism	joy	0.266	Bodisma
whim	joy	0.266	haitraitra fotsiny
artwork	joy	0.265	sary
practiced	joy	0.264	nampihatra
clean	joy	0.260	MADIO
running	joy	0.258	mihazakazaka
clarity	joy	0.258	mazava
found	joy	0.258	HITA
fitting	joy	0.258	mety tsara
immerse	joy	0.258	hanitrika
exercise	joy	0.258	FANAZARAN-TENA
food	joy	0.258	sakafo
autumn	joy	0.254	fararano
fit	joy	0.250	mendrika
morning	joy	0.250	MARAINA
contagious	joy	0.250	mifindra
outdoors	joy	0.250	any an-tokotany
hardy	joy	0.250	mafy
candles	joy	0.250	labozia
advocacy	joy	0.250	fisoloana vava
countryside	joy	0.250	ambanivohitra
demonstrative	joy	0.250	demonstrative
football	joy	0.250	baolina kitra
chirp	joy	0.250	sioka
chilled	joy	0.250	hipoaka
undying	joy	0.250	tsy mety lefy
visitor	joy	0.250	mpitsidika
clap	joy	0.250	Miteha
diary	joy	0.250	diary
ardent	joy	0.250	mafana fo
expedient	joy	0.250	ilaina
mountain	joy	0.250	TENDROMBOHITR'ANDRIAMANITRA
cradle	joy	0.247	fandrian-jaza
trance	joy	0.246	azon-tsindrimandry
intense	joy	0.242	mafy
procession	joy	0.242	filaharana
church	joy	0.242	fiangonana
pay	joy	0.242	vola
supremacy	joy	0.242	fara tampony
preservative	joy	0.242	miaro
grow	joy	0.242	mitombo
breakfast	joy	0.242	sakafo maraina
consecration	joy	0.235	fanokanana
salary	joy	0.234	karama
lifetime	joy	0.234	androm-piainana
incense	joy	0.234	ditin-kazo manitra
ordination	joy	0.234	fanendrena
snowy	joy	0.234	oram-panala
art	joy	0.234	kanto
nursery	joy	0.234	TANIKETSA
skiing	joy	0.234	tia manao ski ambony
candle	joy	0.234	labozia
doll	joy	0.234	saribakoly
vote	joy	0.234	fifidianana
humbled	joy	0.234	nanetry
lyre	joy	0.234	lokanga
pastry	joy	0.229	mofomamy
remedy	joy	0.227	fanafody
chilling	joy	0.227	bolo
firefly	joy	0.227	firefly
rescue	joy	0.225	fanavotana
camping	joy	0.221	filasiana
perspective	joy	0.221	fomba fijery
orchestra	joy	0.221	mpitendry zavamaneno
orchard	joy	0.221	saham-boankazo
breezy	joy	0.219	rivotra
gardens	joy	0.219	ZARIDAINA
castle	joy	0.219	lapan'ny
lamb	joy	0.219	ondry
possess	joy	0.219	manana
bouttime	joy	0.212	fotoana fohy
pho	joy	0.212	pho
reggae	joy	0.212	ny reggae
countrymusic	joy	0.212	countrymusic
teach	joy	0.212	Ampianaro
brisk	joy	0.212	maika,
ribbon	joy	0.212	kofehy
raindrops	joy	0.212	ranonorana
mucis	joy	0.212	mucis
repay	joy	0.212	mamaly
listneing	joy	0.212	mihaino
nap	joy	0.206	torimaso kely,
legalized	joy	0.203	ara-dalàna
unexpected	joy	0.203	tsy nampoizina
vernal	joy	0.203	vernal
chant	joy	0.203	mivovo
hire	joy	0.203	karamako
uncontrollable	joy	0.203	voafehy
stillness	joy	0.203	mangina
lights	joy	0.203	jiro
cove	joy	0.203	cove
save	joy	0.200	afa-tsy
pastor	joy	0.197	mpitandrina
atone	joy	0.197	Fampihavanana ou fanavotana
symmetry	joy	0.197	symmetry
trees	joy	0.197	HAZO
oneday	joy	0.197	indray andro
scripture	joy	0.196	SORATRA MASINA
mountains	joy	0.194	tendrombohitra
craziness	joy	0.188	hadalana
tea	joy	0.188	dite
walking	joy	0.188	MANDEHA
whiteness	joy	0.188	hafotsiany
sympathetic	joy	0.188	mangoraka
forefathers	joy	0.188	razanareo
pathway	joy	0.188	lalana
custom	joy	0.188	fanao
quiet	joy	0.188	mangina
liquor	joy	0.188	toaka
soppy	joy	0.188	soppy
patient	joy	0.186	marary
movingon	joy	0.182	moveon
score	joy	0.182	Maty
dollhouse	joy	0.182	trano saribakoly
bath	joy	0.182	fandroana
supporter	joy	0.180	mpanohana
accompaniment	joy	0.179	arahina
pursuit	joy	0.176	nanenjika
outburst	joy	0.176	fipoahan'ny
frosty	joy	0.174	mangatsiaka
luncheon	joy	0.172	sakafo atoandro
service	joy	0.172	fanompoana
workout	joy	0.172	mikotrana
closure	joy	0.172	fanakatonana
wintery	joy	0.172	ririnina
civilized	joy	0.169	mandroso
wages	joy	0.169	karama
december	joy	0.167	Desambra
fain	joy	0.167	satriny
glide	joy	0.162	manidina
acrobat	joy	0.162	akrobat
finally	joy	0.157	Farany
chai	joy	0.156	chai
obtainable	joy	0.156	alaina
elf	joy	0.156	elf
peppermint	joy	0.156	solila
break	joy	0.156	tapaka
reproductive	joy	0.156	-pananahana
stroll	joy	0.156	Fitsangatsanganana
organization	joy	0.156	fikambanana
bathtub	joy	0.156	koveta be fandroana
advent	joy	0.152	fiavian'ny
measured	joy	0.152	norefesiny
balm	joy	0.152	balsama
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	menaka
tan	joy	0.141	tan
simple	joy	0.141	tsotra
bubble	joy	0.141	fefy
beer	joy	0.141	labiera
green	joy	0.137	maitso
makingdisciples	joy	0.136	manao mpianatra
buss	joy	0.136	buss
books	joy	0.136	boky
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	mikoriana
silence	joy	0.127	Mangina
bookstore	joy	0.125	FIVAROTAM-BOKY
solitude	joy	0.125	manirery
roadster	joy	0.125	roadster
circumstances	joy	0.125	toe-javatra
wine	joy	0.125	divay
soak	joy	0.121	manapotsitra
priesthood	joy	0.121	FISORONANA
japan	joy	0.121	Japana
wilderness	joy	0.121	tany efitra
critical	joy	0.116	manakiana
neutral	joy	0.114	tsy miandany
hunting	joy	0.109	mihaza
sand	joy	0.109	fasika
opera	joy	0.109	opéra
weight	joy	0.109	lanja
wind	joy	0.109	rivotra
untie	joy	0.109	vahao
labor	joy	0.106	asa
classical	joy	0.106	kilasika
lake	joy	0.103	FARIHY
affliction	joy	0.103	fahoriana
organ	joy	0.094	taova
dwelling	joy	0.094	monina
tree	joy	0.090	HAZO
pond	joy	0.089	dobo
marrow	joy	0.078	tsoka
latte	joy	0.078	latté
sipping	joy	0.076	mitsoka
benign	joy	0.074	mahasoa
majority	joy	0.073	maro an'isa
leaf	joy	0.065	ravina
troubles	joy	0.062	fahasahiranana
basketball	joy	0.062	baskety
explosions	joy	0.061	fipoahana
cream	joy	0.061	fanosotra
shepherd	joy	0.058	mpiandry
tuesday	joy	0.047	talata
turbulence	joy	0.045	misafotofoto
calf	joy	0.040	Ombilahy Kely
hardship	joy	0.031	zava-tsarotra
unhappiness	joy	0.016	tsy fahasambarana
sixty	joy	0.016	enim-polo
mourning	sadness	0.969	fisaonana
heartbreaking	sadness	0.969	nahavaky fo
tragic	sadness	0.961	-doza
holocaust	sadness	0.953	Famonoana Tambabe
suicidal	sadness	0.941	hamono tena
misery	sadness	0.938	fahoriana
massacre	sadness	0.931	fandripahana
euthanasia	sadness	0.927	euthanasie
depression	sadness	0.925	ketraka
grieving	sadness	0.922	mitomany
bereavement	sadness	0.922	havan-tiany
fatal	sadness	0.922	mahafaty
bereaved	sadness	0.920	nidonam-pahoriana
devastation	sadness	0.917	fandravana
death	sadness	0.915	FAHAFATESANA
devastated	sadness	0.912	rava
suicide	sadness	0.912	famonoan-tena
catastrophe	sadness	0.911	loza
horrifying	sadness	0.907	mampivarahontsana
died	sadness	0.906	MATY
tragedy	sadness	0.906	zava-doza
depressing	sadness	0.906	mahakivy
anguish	sadness	0.902	ny fahoriam
agony	sadness	0.900	fanaintainana
deadly	sadness	0.898	mahafaty
weeping	sadness	0.896	fitomaniana
stillbirth	sadness	0.891	fahaterahana maty
deceased	sadness	0.891	nodimandry
murderer	sadness	0.877	mpamono olona
cancer	sadness	0.875	cancer
dying	sadness	0.875	maty
rape	sadness	0.875	fanolanana
devastating	sadness	0.875	nampivaloharika
morbidity	sadness	0.864	aretina
sadness	sadness	0.864	ny alahelo
execution	sadness	0.859	famonoana
traumatic	sadness	0.859	fiantraikany
perish	sadness	0.859	very
grief	sadness	0.859	ny alahelo
abandonment	sadness	0.859	fandaozana
atrocity	sadness	0.859	habibiana
crucifixion	sadness	0.859	fanomboana
depressed	sadness	0.859	ketraka
cadaver	sadness	0.853	cadaver
treachery	sadness	0.848	fitaka
betrayed	sadness	0.848	hatolotra
grieve	sadness	0.844	Havana
suffering	sadness	0.844	fijaliana
funeral	sadness	0.844	fandevenana
destroyed	sadness	0.844	rava
homicide	sadness	0.844	vono olona
hopelessness	sadness	0.844	fahaverezam-panantenana
slaughtering	sadness	0.844	famonoana
persecution	sadness	0.844	fanenjehana
murderous	sadness	0.844	mpamono olona
sorrow	sadness	0.844	ny alahelo
miserable	sadness	0.844	fadiranovana
sad	sadness	0.844	mampalahelo
horrific	sadness	0.844	mampihoron-koditra
unhappiness	sadness	0.839	tsy fahasambarana
bloodshed	sadness	0.836	fandatsahan-drà
crippled	sadness	0.836	mandringa
carnage	sadness	0.833	fandripahana
pained	sadness	0.833	nalahelo
manslaughter	sadness	0.833	tsy nahy
unbearable	sadness	0.830	zaka
stillborn	sadness	0.830	teraka maty
morbid	sadness	0.828	mampihorohoro
annihilation	sadness	0.828	fandringanana
helplessness	sadness	0.828	tsy afa-manoatra
mourn	sadness	0.828	halahelo
murder	sadness	0.828	vonoan-olona
slavery	sadness	0.828	fanandevozana
abandoned	sadness	0.828	nandao
horrors	sadness	0.828	nahatsiravina
mutilation	sadness	0.828	fanapahana rantsambatana
