English Word	Emotion	Emotion-Intensity-Score	Slovenian Word
singing	joy	0.591	petje
heroic	joy	0.591	junaško
exalted	joy	0.591	vzvišen
fortune	joy	0.591	bogastvo
highest	joy	0.591	najvišja
summer	joy	0.591	poletje
contented	joy	0.588	zadovoljen
rollicking	joy	0.588	veselo
overflowing	joy	0.588	prelivanje
woot	joy	0.588	woot
accolade	joy	0.586	priznanje
hope	joy	0.586	upanje
cozy	joy	0.583	udobno
delicious	joy	0.579	okusno
raving	joy	0.578	divjanje
thelife	joy	0.578	življenje
darling	joy	0.578	Draga
sensuous	joy	0.578	čutno
picturesque	joy	0.578	slikovito
friendly	joy	0.578	prijazen
everlasting	joy	0.578	večno
praise	joy	0.578	pohvala
ambition	joy	0.578	ambicija
sparkle	joy	0.577	bleščati
sensual	joy	0.576	čutno
peace	joy	0.576	mir
flattering	joy	0.576	laskavo
grace	joy	0.576	milost
luckygirl	joy	0.576	Srečnica
heroism	joy	0.576	junaštvo
succeeding	joy	0.576	uspešen
yeahhh	joy	0.576	jahhh
special	joy	0.574	poseben
livelife	joy	0.574	živi življenje
tantalizing	joy	0.572	mamljivo
pumped	joy	0.567	načrpano
yey	joy	0.562	ja
surprise	joy	0.562	presenečenje
sunny	joy	0.562	sončno
prevail	joy	0.562	prevladati
revels	joy	0.562	uživanja
humorous	joy	0.562	humoren
sweets	joy	0.562	sladkarije
liking	joy	0.562	všečnost
admirable	joy	0.562	občudovanja vredno
superstar	joy	0.562	superzvezda
relax	joy	0.562	sprostite se
prosper	joy	0.562	uspevati
hero	joy	0.562	junak
hugs	joy	0.562	objemi
worthwhile	joy	0.562	vredno
newyear	joy	0.561	novo leto
tenderness	joy	0.561	nežnost
bless	joy	0.561	blagoslovi
favorable	joy	0.561	ugodno
freedom	joy	0.561	svoboda
masterpiece	joy	0.561	mojstrovina
dreams	joy	0.559	sanje
hopeful	joy	0.559	poln upanja
home	joy	0.559	domov
cruising	joy	0.556	križarjenje
gracias	joy	0.554	hvala
faithfulness	joy	0.553	zvestoba
eagerness	joy	0.552	vnema
closeness	joy	0.552	bližino
sunshine	joy	0.551	sonček
comfy	joy	0.551	udobno
vacation	joy	0.547	počitnice
celestial	joy	0.547	nebeški
good	joy	0.547	dobro
elite	joy	0.547	elita
illuminate	joy	0.547	osvetliti
confidence	joy	0.547	zaupanje
mistletoe	joy	0.547	omela
daughter	joy	0.547	hči
lifted	joy	0.547	dvignjen
goodmorning	joy	0.547	dobro jutro
zeal	joy	0.547	vnema
gifts	joy	0.547	darila
gift	joy	0.547	darilo
astonishment	joy	0.547	začudenje
heart	joy	0.547	srce
completion	joy	0.547	dokončanje
bonus	joy	0.547	bonus
charmed	joy	0.546	očaran
dance	joy	0.545	ples
sublime	joy	0.545	vzvišeno
recreation	joy	0.545	rekreacijo
encouragement	joy	0.545	spodbuda
god	joy	0.545	Bog
gush	joy	0.545	bruhati
freshstart	joy	0.544	svež začetek
free	joy	0.544	prost
savior	joy	0.543	rešitelj
sanctuary	joy	0.541	svetišče
grandchildren	joy	0.540	vnuki
wellness	joy	0.537	dobro počutje
revel	joy	0.534	uživanje
music	joy	0.531	glasba
fab	joy	0.531	fab
bridal	joy	0.531	poročna
soar	joy	0.531	vzleteti
alive	joy	0.531	živ
money	joy	0.531	denar
soothing	joy	0.531	pomirjujoče
serene	joy	0.531	spokojen
holiness	joy	0.531	svetost
inspirational	joy	0.531	navdihujoče
matrimony	joy	0.531	zakonska zveza
dayoff	joy	0.531	prosti dan
savor	joy	0.531	okusiti
vitality	joy	0.531	vitalnost
confident	joy	0.531	samozavesten
firstborn	joy	0.531	prvorojenec
rainbow	joy	0.531	mavrica
liberation	joy	0.531	osvoboditev
elegant	joy	0.530	eleganten
mastery	joy	0.530	mojstrstvo
glimmer	joy	0.530	lesk
illumination	joy	0.530	osvetlitev
blossom	joy	0.530	cvet
warmth	joy	0.530	toplina
welcomed	joy	0.530	dobrodošli
treat	joy	0.529	zdravljenje
faithful	joy	0.529	zvest
snuggles	joy	0.522	se stisne
laurels	joy	0.521	lovorike
commendable	joy	0.519	hvalevredno
succeed	joy	0.516	uspeti
jingle	joy	0.516	žvenketati
zest	joy	0.516	polet
noschool	joy	0.516	Ni šole
brotherly	joy	0.516	bratski
silly	joy	0.516	neumno
abundant	joy	0.516	obilno
fancy	joy	0.516	fancy
resplendent	joy	0.516	sijajen
strengthening	joy	0.516	krepitev
presents	joy	0.516	darila
pride	joy	0.516	ponos
almighty	joy	0.516	vsemogočen
powerful	joy	0.516	močan
aspire	joy	0.516	težiti
remarkable	joy	0.516	izjemen
greeted	joy	0.516	pozdravil
thanking	joy	0.515	zahvaljevanje
cutie	joy	0.515	srček
kudos	joy	0.515	pohvale
therapeutic	joy	0.515	terapevtski
zen	joy	0.515	zen
coronation	joy	0.515	kronanje
complete	joy	0.515	popolna
shining	joy	0.515	sijoče
spirit	joy	0.515	duha
princely	joy	0.515	knežji
vivid	joy	0.515	živahno
comfort	joy	0.515	udobje
leisure	joy	0.515	prosti čas
reunited	joy	0.515	ponovno združeni
kid	joy	0.515	otrok
newme	joy	0.515	newme
payday	joy	0.515	plačilni dan
animated	joy	0.515	animirani
familytime	joy	0.515	čas za družino
relationship	joy	0.514	odnos
godly	joy	0.514	pobožen
marriage	joy	0.514	poroka
daymade	joy	0.514	daymade
spouse	joy	0.507	zakonec
intimately	joy	0.507	intimno
respect	joy	0.500	spoštovanje
bloom	joy	0.500	cvetenje
purr	joy	0.500	predenje
carefree	joy	0.500	brezskrbno
nature	joy	0.500	narave
encourage	joy	0.500	spodbujati
soulful	joy	0.500	duševno
refreshed	joy	0.500	osveženo
family	joy	0.500	družina
gem	joy	0.500	dragulj
meritorious	joy	0.500	zaslužni
achieved	joy	0.500	dosežen
motherhood	joy	0.500	materinstvo
holyspirit	joy	0.500	Sveti Duh
surreal	joy	0.500	nadrealistično
charitable	joy	0.500	dobrodelno
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	lajšanje stresa
erotic	joy	0.500	erotično
inviting	joy	0.500	vabljiv
baby	joy	0.500	dojenček
dignity	joy	0.500	dostojanstvo
satisfied	joy	0.500	zadovoljen
visionary	joy	0.500	vizionar
memorable	joy	0.500	nepozabno
veracity	joy	0.500	verodostojnost
healthy	joy	0.500	zdravo
welcoming	joy	0.500	dobrodošli
diamond	joy	0.500	diamant
christ	joy	0.500	kristus
beach	joy	0.500	plaža
accomplish	joy	0.500	doseči
friends	joy	0.500	prijatelji
excel	joy	0.500	excel
health	joy	0.493	zdravje
aura	joy	0.493	avra
yehey	joy	0.486	jahej
approved	joy	0.486	odobreno
oasis	joy	0.486	oaza
liberty	joy	0.486	svoboda
crowning	joy	0.485	kronanje
aspiration	joy	0.485	aspiracija
privileged	joy	0.485	privilegiran
crescendo	joy	0.485	crescendo
rapture	joy	0.485	navdušenje
liberate	joy	0.485	osvoboditi
nocomplaints	joy	0.485	brez pritožb
prestige	joy	0.485	prestiž
bounty	joy	0.485	nagrada
gentle	joy	0.485	nežen
inseparable	joy	0.485	neločljiva
engaging	joy	0.485	privlačen
loyal	joy	0.485	zvest
betrothed	joy	0.485	zaročen
transcendence	joy	0.484	transcendenca
selfworth	joy	0.484	lastna vrednost
yummy	joy	0.484	okusno
datenight	joy	0.484	noč za zmenek
destiny	joy	0.484	usoda
heyday	joy	0.484	razcvet
aloha	joy	0.484	aloha
desire	joy	0.484	želja
dream	joy	0.484	sanje
luck	joy	0.484	sreča
fete	joy	0.484	praznik
trophy	joy	0.484	pokal
bouquet	joy	0.484	šopek
chocolate	joy	0.484	čokolada
creativity	joy	0.484	ustvarjalnost
boyfriend	joy	0.480	fant
commemoration	joy	0.479	komemoracija
intelligence	joy	0.477	inteligenca
readiness	joy	0.473	pripravljenost
friend	joy	0.471	prijatelj
bride	joy	0.471	nevesta
enthusiast	joy	0.471	navdušenec
lush	joy	0.470	bujna
inheritance	joy	0.470	dedovanje
soothe	joy	0.470	pomiriti
tickle	joy	0.470	žgečkati
kiddo	joy	0.470	otrok
nostalgia	joy	0.470	nostalgija
massage	joy	0.470	sporočilo
calming	joy	0.470	pomirjujoče
adventure	joy	0.470	pustolovščina
pretty	joy	0.469	lepa
purring	joy	0.469	predenje
eternal	joy	0.469	večna
humanitarian	joy	0.469	humanitarno
nurture	joy	0.469	negovati
giving	joy	0.469	dajanje
rest	joy	0.469	počitek
getaway	joy	0.469	Pojdi stran
goals	joy	0.469	cilji
pray	joy	0.469	moliti
bridegroom	joy	0.469	ženina
heartily	joy	0.469	srčno
luster	joy	0.469	lesk
bonding	joy	0.469	lepljenje
princess	joy	0.469	princesa
amicable	joy	0.469	prijateljski
benevolence	joy	0.469	dobrohotnost
child	joy	0.466	otrok
salutary	joy	0.465	rešilno
invite	joy	0.457	povabi
beam	joy	0.456	žarek
reminiscing	joy	0.456	obujanje spominov
befriend	joy	0.455	spoprijateljiti se
aesthetics	joy	0.455	estetika
friday	joy	0.455	petek
freshair	joy	0.455	svež zrak
ceremony	joy	0.455	slovesnost
kindred	joy	0.455	sorodstvo
mindfulness	joy	0.455	čuječnost
sonice	joy	0.455	tako lepo
elevation	joy	0.455	višina
tropical	joy	0.455	tropski
scholarship	joy	0.455	štipendija
hee	joy	0.455	hej
noworries	joy	0.453	brez skrbi
allure	joy	0.453	privlačnost
approve	joy	0.453	odobriti
scenery	joy	0.453	kulisa
waterfall	joy	0.453	slap
vindication	joy	0.453	opravičenje
namaste	joy	0.453	namaste
commemorate	joy	0.453	obeležiti spomin
faith	joy	0.453	vera
birth	joy	0.453	rojstvo
forgiveness	joy	0.453	odpuščanje
journey	joy	0.447	potovanje
meditation	joy	0.446	meditacija
relaxed	joy	0.442	sproščeno
present	joy	0.441	prisoten
weekend	joy	0.441	vikend
tender	joy	0.441	ponudba
tranquil	joy	0.441	miren
lyrical	joy	0.439	lirično
sharing	joy	0.439	delitev
esteem	joy	0.439	spoštovanje
nostalgic	joy	0.439	nostalgičen
prayer	joy	0.439	molitev
righteousness	joy	0.439	pravičnost
husband	joy	0.438	mož
relief	joy	0.438	olajšanje
strength	joy	0.438	moč
mighty	joy	0.438	mogočen
unbeaten	joy	0.438	nepremagan
eager	joy	0.438	zavzet
share	joy	0.438	deliti
newday	joy	0.438	nov dan
sonnet	joy	0.438	sonet
meditate	joy	0.438	meditirati
life	joy	0.438	življenje
winterbreak	joy	0.429	Zimski odmor
warm	joy	0.429	toplo
movingforward	joy	0.429	premikanje naprej
buddy	joy	0.427	kolega
oneness	joy	0.426	enost
unconstrained	joy	0.424	neomejeno
amen	joy	0.424	amen
reverence	joy	0.424	spoštovanje
healthful	joy	0.424	zdravo
thelittlethings	joy	0.424	malenkosti
medal	joy	0.424	medalja
unsurpassed	joy	0.424	neprekosljivo
candlelight	joy	0.424	svetloba sveč
carols	joy	0.424	kolednice
ejaculation	joy	0.424	ejakulacija
beginnings	joy	0.422	začetki
sledding	joy	0.422	sankanje
graduation	joy	0.422	matura
frisky	joy	0.422	živahno
lml	joy	0.422	lml
ease	joy	0.422	enostavnost
symphony	joy	0.422	simfonija
wealth	joy	0.422	bogastvo
helpful	joy	0.422	koristno
musical	joy	0.422	glasbeni
glitter	joy	0.422	bleščice
calmness	joy	0.422	umirjenost
energy	joy	0.422	energija
safe	joy	0.422	varno
nostress	joy	0.421	brez stresa
soundness	joy	0.421	trdnost
promise	joy	0.415	obljuba
reunite	joy	0.414	ponovno združiti
mother	joy	0.412	mati
salvation	joy	0.412	odrešitev
poems	joy	0.412	pesmi
clown	joy	0.409	klovn
lavender	joy	0.409	sivka
immaculate	joy	0.409	brezmadežno
purify	joy	0.409	prečistiti
inauguration	joy	0.409	inavguracija
aromatherapy	joy	0.409	aromaterapija
lighten	joy	0.409	osvetliti
travel	joy	0.409	potovanja
cash	joy	0.406	gotovina
companion	joy	0.406	družabnik
live	joy	0.406	v živo
opportune	joy	0.406	oportuno
completing	joy	0.406	dokončanje
charity	joy	0.406	dobrodelnost
heal	joy	0.406	zdraviti
star	joy	0.406	zvezda
wishing	joy	0.406	ki si želijo
flowers	joy	0.406	rože
income	joy	0.403	dohodek
soul	joy	0.401	duša
munchies	joy	0.400	munchies
emancipation	joy	0.397	emancipacija
indescribable	joy	0.397	neopisljivo
progress	joy	0.397	napredek
equality	joy	0.394	enakost
childhood	joy	0.394	otroštvo
together	joy	0.394	skupaj
rhythmical	joy	0.394	ritmično
fullness	joy	0.394	polnost
calm	joy	0.394	miren
hammock	joy	0.394	viseča mreža
picnic	joy	0.394	piknik
movies	joy	0.393	filmi
zealous	joy	0.393	vneta
playground	joy	0.391	igrišče
affluence	joy	0.391	bogastvo
warms	joy	0.391	segreje
choir	joy	0.391	pevski zbor
littlethings	joy	0.391	majhne stvari
auspicious	joy	0.391	ugodno
meaningful	joy	0.391	smiselno
adventures	joy	0.391	pustolovščine
goofy	joy	0.391	trapasto
starry	joy	0.391	zvezdnato
humanity	joy	0.391	človečnost
gesture	joy	0.387	gesta
witty	joy	0.382	duhovit
vow	joy	0.382	zaobljuba
shopping	joy	0.382	nakupovanje
vibes	joy	0.379	vibracije
worship	joy	0.379	čaščenje
jump	joy	0.379	skok
communion	joy	0.379	obhajilo
reverend	joy	0.377	prečastiti
rising	joy	0.375	naraščajoče
advance	joy	0.375	vnaprej
beaches	joy	0.375	plaže
sonorous	joy	0.375	sonoren
courtship	joy	0.375	dvorjenje
experience	joy	0.375	izkušnje
reunion	joy	0.375	ponovno srečanje
simplicity	joy	0.375	preprostost
full	joy	0.375	poln
hymn	joy	0.375	himna
spirits	joy	0.375	žgane pijače
unforgettable	joy	0.375	nepozabno
mirth	joy	0.375	veselje
youth	joy	0.375	mladina
scenic	joy	0.375	slikovito
unique	joy	0.375	edinstveno
redeemed	joy	0.375	odkupil
alliance	joy	0.368	zavezništvo
baptismal	joy	0.368	krstni
grant	joy	0.366	dodelitev
kitten	joy	0.364	mucek
sanctification	joy	0.364	posvečenje
conciliation	joy	0.364	sprava
improves	joy	0.364	izboljša
pure	joy	0.364	čista
improve	joy	0.364	izboljšati
authentic	joy	0.364	verodostojno
moonlight	joy	0.364	mesečina
weightloss	joy	0.362	izguba teže
raspberries	joy	0.360	maline
feeling	joy	0.359	občutek
jest	joy	0.359	šala
independent	joy	0.359	neodvisen
sanctify	joy	0.359	posvetiti
devotional	joy	0.359	predano
tinsel	joy	0.359	bleščica
proficiency	joy	0.359	strokovnost
listenting	joy	0.359	poslušanje
fidelity	joy	0.359	zvestoba
revival	joy	0.359	oživitev
giver	joy	0.353	dajalec
cocoa	joy	0.353	kakav
deliverance	joy	0.348	odrešitev
melody	joy	0.348	melodija
unification	joy	0.348	poenotenje
romp	joy	0.348	norčati
purpose	joy	0.348	namen
choral	joy	0.348	zborovska
exceed	joy	0.348	preseči
dolphin	joy	0.348	delfin
roaring	joy	0.348	rjovenje
favor	joy	0.348	uslugo
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	pohotna
fruits	joy	0.344	sadje
cookies	joy	0.344	piškotki
manicure	joy	0.344	manikura
nowork	joy	0.344	ni dela
date	joy	0.344	datum
newstart	joy	0.344	nov začetek
hedonism	joy	0.344	hedonizem
pledge	joy	0.344	obljuba
electric	joy	0.344	električni
humble	joy	0.344	skromen
roadtrip	joy	0.344	roadtrip
thx	joy	0.344	Hvala
kiddos	joy	0.344	otroci
celebrity	joy	0.342	slavna oseba
bridesmaid	joy	0.338	družica
rhythm	joy	0.338	ritem
spa	joy	0.333	zdravilišče
snowday	joy	0.333	snežni dan
familiarity	joy	0.333	domačnost
coffee	joy	0.333	kava
edification	joy	0.333	poučevanje
garden	joy	0.333	vrt
renovation	joy	0.333	prenova
dawn	joy	0.333	Zora
connoisseur	joy	0.333	poznavalec
gazing	joy	0.333	strmenje
obliging	joy	0.333	ustrežljiv
partner	joy	0.333	partner
foodie	joy	0.331	gurman
synchronize	joy	0.329	sinhronizirati
tribulation	joy	0.328	stiska
psalm	joy	0.328	psalm
pedicure	joy	0.328	pedikura
noregrets	joy	0.328	brez obžalovanja
chirping	joy	0.328	čivkanje
saint	joy	0.328	svetnik
healing	joy	0.328	celjenje
carol	joy	0.328	kolednica
true	joy	0.328	prav
hobby	joy	0.328	hobi
amnesty	joy	0.328	amnestija
respite	joy	0.324	predah
recreational	joy	0.318	rekreativni
cousins	joy	0.318	bratranci
mellow	joy	0.318	mehak
restorative	joy	0.318	obnovitveno
lazyday	joy	0.318	lenuh
classics	joy	0.318	klasike
reconciliation	joy	0.316	sprava
woods	joy	0.312	gozdovi
progression	joy	0.312	napredovanje
muchneeded	joy	0.312	prepotrebno
sterling	joy	0.312	šterling
dove	joy	0.312	golobica
simplify	joy	0.312	poenostaviti
fitness	joy	0.312	fitnes
sunset	joy	0.312	sončni zahod
wisdom	joy	0.312	modrost
relight	joy	0.312	ponovno prižgati
living	joy	0.312	živeti
presto	joy	0.312	presto
playhouse	joy	0.312	igralnica
superman	joy	0.312	nadčlovek
pony	joy	0.312	poni
recovery	joy	0.312	okrevanje
crafts	joy	0.312	obrti
lord	joy	0.312	gospod
deal	joy	0.312	dogovor
improvement	joy	0.309	izboljšava
infant	joy	0.309	dojenček
absolution	joy	0.306	odpuščanje
honest	joy	0.303	pošten
gently	joy	0.303	narahlo
banquet	joy	0.303	banket
established	joy	0.303	ustanovljena
endless	joy	0.303	neskončno
decorating	joy	0.303	okrasitev
providing	joy	0.300	zagotavljanje
lounging	joy	0.297	poležavanje
growth	joy	0.297	rast
strolling	joy	0.297	sprehajanje
feat	joy	0.297	feat
morals	joy	0.297	morala
mine	joy	0.297	moj
spending	joy	0.297	poraba
light	joy	0.297	svetloba
spiritual	joy	0.297	duhovno
quaint	joy	0.297	čuden
fraternal	joy	0.297	bratski
notable	joy	0.297	opazen
softly	joy	0.297	nežno
harvest	joy	0.297	žetev
yearning	joy	0.297	hrepenenje
breeze	joy	0.297	vetrič
joker	joy	0.297	šaljivec
meditating	joy	0.297	meditiranje
fervor	joy	0.295	gorečnost
quotes	joy	0.294	citati
volunteer	joy	0.294	prostovoljec
gain	joy	0.288	dobiček
resources	joy	0.288	virov
create	joy	0.288	ustvariti
psalms	joy	0.288	psalmi
hippie	joy	0.288	hipi
taoism	joy	0.288	taoizem
midwife	joy	0.288	babica
receiving	joy	0.287	prejemanje
snowfall	joy	0.286	sneženje
ocean	joy	0.286	ocean
lsd	joy	0.286	lsd
hiking	joy	0.283	pohodništvo
evergreen	joy	0.281	zimzeleno
destination	joy	0.281	cilj
candid	joy	0.281	odkrito
unwind	joy	0.281	odviti
truce	joy	0.281	premirje
toast	joy	0.281	toast
chill	joy	0.281	ohladiti
infinity	joy	0.281	neskončnost
rested	joy	0.281	spočiti
buzzing	joy	0.281	brenčanje
venerable	joy	0.279	častitljiv
balance	joy	0.275	ravnovesje
retirement	joy	0.275	upokojitev
fireplace	joy	0.273	kamin
buddha	joy	0.273	buda
devout	joy	0.273	pobožen
drinks	joy	0.273	pijače
rapt	joy	0.273	navdušen
swim	joy	0.273	plavati
compensate	joy	0.273	nadomestiti
snowing	joy	0.271	sneženje
sublimation	joy	0.270	sublimacija
fruity	joy	0.268	sadno
sunday	joy	0.266	nedelja
sketching	joy	0.266	skiciranje
paragon	joy	0.266	vzornik
humility	joy	0.266	ponižnost
ministry	joy	0.266	ministrstvo
waves	joy	0.266	valovi
cathedral	joy	0.266	katedrala
sun	joy	0.266	sonce
yoga	joy	0.266	joga
fortitude	joy	0.266	trdnost
salute	joy	0.266	pozdrav
buddhism	joy	0.266	budizem
whim	joy	0.266	muhavost
artwork	joy	0.265	umetniško delo
practiced	joy	0.264	vadili
clean	joy	0.260	čisto
running	joy	0.258	teče
clarity	joy	0.258	jasnost
found	joy	0.258	našel
fitting	joy	0.258	prileganje
immerse	joy	0.258	potopiti
exercise	joy	0.258	telovadba
food	joy	0.258	hrano
autumn	joy	0.254	jesen
fit	joy	0.250	fit
morning	joy	0.250	jutro
contagious	joy	0.250	nalezljiv
outdoors	joy	0.250	na prostem
hardy	joy	0.250	vzdržljiv
candles	joy	0.250	sveče
advocacy	joy	0.250	zagovorništvo
countryside	joy	0.250	podeželje
demonstrative	joy	0.250	demonstrativno
football	joy	0.250	nogomet
chirp	joy	0.250	cvrkutati
chilled	joy	0.250	ohlajeno
undying	joy	0.250	nesmrten
visitor	joy	0.250	obiskovalec
clap	joy	0.250	ploskati
diary	joy	0.250	Dnevnik
ardent	joy	0.250	goreč
expedient	joy	0.250	smotrno
mountain	joy	0.250	gora
cradle	joy	0.247	zibelka
trance	joy	0.246	trans
intense	joy	0.242	intenzivno
procession	joy	0.242	procesija
church	joy	0.242	cerkev
pay	joy	0.242	plačati
supremacy	joy	0.242	nadvlado
preservative	joy	0.242	konzervans
grow	joy	0.242	rasti
breakfast	joy	0.242	zajtrk
consecration	joy	0.235	posvetitev
salary	joy	0.234	plača
lifetime	joy	0.234	življenska doba
incense	joy	0.234	kadilo
ordination	joy	0.234	posvečenje
snowy	joy	0.234	sneženo
art	joy	0.234	umetnost
nursery	joy	0.234	vrtec
skiing	joy	0.234	smučanje
candle	joy	0.234	sveča
doll	joy	0.234	lutka
vote	joy	0.234	glasovati
humbled	joy	0.234	ponižan
lyre	joy	0.234	lira
pastry	joy	0.229	pecivo
remedy	joy	0.227	pravno sredstvo
chilling	joy	0.227	ohlajanje
firefly	joy	0.227	kresnica
rescue	joy	0.225	reševanje
camping	joy	0.221	kampiranje
perspective	joy	0.221	perspektiva
orchestra	joy	0.221	orkester
orchard	joy	0.221	sadovnjak
breezy	joy	0.219	vetrovno
gardens	joy	0.219	vrtovi
castle	joy	0.219	grad
lamb	joy	0.219	jagnjetina
possess	joy	0.219	posedovati
bouttime	joy	0.212	bouttime
pho	joy	0.212	fo
reggae	joy	0.212	reggae
countrymusic	joy	0.212	Narodnozabavna glasba
teach	joy	0.212	učiti
brisk	joy	0.212	živahen
ribbon	joy	0.212	trak
raindrops	joy	0.212	dežne kaplje
mucis	joy	0.212	mucis
repay	joy	0.212	poplačati
listneing	joy	0.212	poslušanje
nap	joy	0.206	dremež
legalized	joy	0.203	legalizirana
unexpected	joy	0.203	nepričakovano
vernal	joy	0.203	spomladanski
chant	joy	0.203	petje
hire	joy	0.203	najeti
uncontrollable	joy	0.203	neobvladljiv
stillness	joy	0.203	tišina
lights	joy	0.203	luči
cove	joy	0.203	zaliv
save	joy	0.200	shraniti
pastor	joy	0.197	župnik
atone	joy	0.197	odkupiti se
symmetry	joy	0.197	simetrija
trees	joy	0.197	drevesa
oneday	joy	0.197	nekega dne
scripture	joy	0.196	sveto pismo
mountains	joy	0.194	gore
craziness	joy	0.188	norost
tea	joy	0.188	čaj
walking	joy	0.188	hoditi
whiteness	joy	0.188	belina
sympathetic	joy	0.188	sočuten
forefathers	joy	0.188	predniki
pathway	joy	0.188	pot
custom	joy	0.188	po meri
quiet	joy	0.188	tih
liquor	joy	0.188	alkoholne pijače
soppy	joy	0.188	soppy
patient	joy	0.186	bolnik
movingon	joy	0.182	iti naprej
score	joy	0.182	rezultat
dollhouse	joy	0.182	hiša za punčke
bath	joy	0.182	kopel
supporter	joy	0.180	podpornik
accompaniment	joy	0.179	spremstvo
pursuit	joy	0.176	zasledovanje
outburst	joy	0.176	izbruh
frosty	joy	0.174	ledeno
luncheon	joy	0.172	kosilo
service	joy	0.172	storitev
workout	joy	0.172	telovaditi
closure	joy	0.172	zaključek
wintery	joy	0.172	zimsko
civilized	joy	0.169	civilizirano
wages	joy	0.169	plače
december	joy	0.167	decembra
fain	joy	0.167	fain
glide	joy	0.162	drsenje
acrobat	joy	0.162	akrobat
finally	joy	0.157	končno
chai	joy	0.156	čaj
obtainable	joy	0.156	mogoče dobiti
elf	joy	0.156	elf
peppermint	joy	0.156	poprova meta
break	joy	0.156	odmor
