English Word	Emotion	Emotion-Intensity-Score	Chinese-Simplified Word
praised	joy	0.652	称赞
relaxing	joy	0.652	放松
treasure	joy	0.652	宝藏
satisfaction	joy	0.652	满意
nothingbetter	joy	0.647	没有什么比......好
affection	joy	0.647	感情
relieved	joy	0.647	松了一口气
complement	joy	0.647	补充
carnival	joy	0.643	狂欢
priceless	joy	0.641	无价
uplifting	joy	0.641	令人振奋
sensuality	joy	0.641	肉欲
saintly	joy	0.641	圣洁的
champion	joy	0.641	冠军
thanksgiving	joy	0.641	感恩
harmoniously	joy	0.641	和谐地
wedding	joy	0.641	婚礼
achieve	joy	0.641	达到
divine	joy	0.641	神圣的
jackpot	joy	0.641	头奖
honeymoon	joy	0.636	蜜月
exalt	joy	0.636	高举
twinkle	joy	0.636	闪烁
comforting	joy	0.636	安慰
felicity	joy	0.636	幸福
peaceful	joy	0.636	平静的
climax	joy	0.636	高潮
winner	joy	0.636	优胜者
reverie	joy	0.636	遐想
yayy	joy	0.636	耶耶
cuddle	joy	0.636	偎
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	观星
festival	joy	0.625	节日
sweet	joy	0.625	甜的
generosity	joy	0.625	慷慨
brighter	joy	0.625	更亮
praisegod	joy	0.625	赞美神
gorgeous	joy	0.625	华丽的
hearts	joy	0.625	心
amusing	joy	0.625	有趣
fondness	joy	0.625	喜爱
snuggling	joy	0.625	依偎
reward	joy	0.625	报酬
sex	joy	0.622	性别
kind	joy	0.621	种类
genial	joy	0.621	和蔼的
parade	joy	0.621	游行
applause	joy	0.621	掌声
beauty	joy	0.621	美丽
fulfilling	joy	0.618	充实的
aspiring	joy	0.618	有抱负的
newlife	joy	0.618	新生活
godbless	joy	0.616	上帝保佑
virtuous	joy	0.613	贤惠的
kiss	joy	0.610	吻
christmas	joy	0.609	圣诞节
rainbows	joy	0.609	彩虹
elegance	joy	0.609	优雅
generous	joy	0.609	慷慨的
super	joy	0.609	极好的
playful	joy	0.609	俏皮
enlightenment	joy	0.609	启示
praiseworthy	joy	0.609	值得称道
awards	joy	0.609	奖项
adorable	joy	0.609	可爱的
rekindle	joy	0.609	重新点燃
winnings	joy	0.609	奖金
independence	joy	0.607	独立
amour	joy	0.607	恋情
kindness	joy	0.606	善良
surprises	joy	0.606	惊喜
heheh	joy	0.606	呵呵
hilarity	joy	0.606	欢闹
wonder	joy	0.606	想知道
freely	joy	0.606	自由自在
successful	joy	0.606	成功的
inspired	joy	0.606	启发
onelove	joy	0.606	唯一的爱
whimsical	joy	0.603	异想天开
entertainment	joy	0.603	娱乐
passion	joy	0.603	热情
stressfree	joy	0.601	无压力
beautify	joy	0.601	美化
sunrise	joy	0.600	日出
godisgood	joy	0.597	上帝是好的
goodmusic	joy	0.594	好的音乐
revere	joy	0.594	尊敬
whoo	joy	0.594	哇哦
fanfare	joy	0.594	大张旗鼓
inspire	joy	0.594	启发
angel	joy	0.594	天使
thankgod	joy	0.594	感谢上帝
goodies	joy	0.594	好东西
jesus	joy	0.594	耶稣
accomplishment	joy	0.594	成就
snuggled	joy	0.594	依偎
peacefully	joy	0.594	和平地
flirt	joy	0.594	调情
friendship	joy	0.591	友谊
singing	joy	0.591	唱歌
heroic	joy	0.591	英勇
exalted	joy	0.591	崇高的
fortune	joy	0.591	财富
highest	joy	0.591	最高
summer	joy	0.591	夏天
contented	joy	0.588	满足
rollicking	joy	0.588	嬉闹
overflowing	joy	0.588	溢出
woot	joy	0.588	呜呜
accolade	joy	0.586	荣誉
hope	joy	0.586	希望
cozy	joy	0.583	舒适
delicious	joy	0.579	可口的
raving	joy	0.578	狂言
thelife	joy	0.578	人生
darling	joy	0.578	宠儿
sensuous	joy	0.578	感性的
picturesque	joy	0.578	如画
friendly	joy	0.578	友谊赛
everlasting	joy	0.578	永恒的
praise	joy	0.578	称赞
ambition	joy	0.578	志向
sparkle	joy	0.577	火花
sensual	joy	0.576	感性的
peace	joy	0.576	和平
flattering	joy	0.576	讨人喜欢
grace	joy	0.576	优雅
luckygirl	joy	0.576	幸运女郎
heroism	joy	0.576	英雄主义
succeeding	joy	0.576	成功
yeahhh	joy	0.576	是啊
special	joy	0.574	特别的
livelife	joy	0.574	生活
tantalizing	joy	0.572	诱人的
pumped	joy	0.567	抽水
yey	joy	0.562	是的
surprise	joy	0.562	惊喜
sunny	joy	0.562	晴天
prevail	joy	0.562	占上风
revels	joy	0.562	狂欢
humorous	joy	0.562	幽默
sweets	joy	0.562	糖果
liking	joy	0.562	喜欢
admirable	joy	0.562	令人钦佩
superstar	joy	0.562	超级明星
relax	joy	0.562	放松
prosper	joy	0.562	繁荣
hero	joy	0.562	英雄
hugs	joy	0.562	拥抱
worthwhile	joy	0.562	值得
newyear	joy	0.561	新年
tenderness	joy	0.561	压痛
bless	joy	0.561	保佑
favorable	joy	0.561	有利
freedom	joy	0.561	自由
masterpiece	joy	0.561	杰作
dreams	joy	0.559	梦想
hopeful	joy	0.559	充满希望
home	joy	0.559	家
cruising	joy	0.556	巡航
gracias	joy	0.554	格雷西亚斯
faithfulness	joy	0.553	忠诚
eagerness	joy	0.552	热切
closeness	joy	0.552	亲近
sunshine	joy	0.551	阳光
comfy	joy	0.551	舒服
vacation	joy	0.547	假期
celestial	joy	0.547	天上的
good	joy	0.547	好的
elite	joy	0.547	精英
illuminate	joy	0.547	照亮
confidence	joy	0.547	信心
mistletoe	joy	0.547	槲寄生
daughter	joy	0.547	女儿
lifted	joy	0.547	举起
goodmorning	joy	0.547	早上好
zeal	joy	0.547	热情
gifts	joy	0.547	礼物
gift	joy	0.547	礼物
astonishment	joy	0.547	惊讶
heart	joy	0.547	心
completion	joy	0.547	完成
bonus	joy	0.547	奖金
charmed	joy	0.546	迷住了
dance	joy	0.545	舞蹈
sublime	joy	0.545	升华
recreation	joy	0.545	娱乐
encouragement	joy	0.545	鼓励
god	joy	0.545	上帝
gush	joy	0.545	喷
freshstart	joy	0.544	新的开始
free	joy	0.544	自由的
savior	joy	0.543	救主
sanctuary	joy	0.541	避难所
grandchildren	joy	0.540	孙子
wellness	joy	0.537	健康
revel	joy	0.534	陶醉
music	joy	0.531	音乐
fab	joy	0.531	晶圆厂
bridal	joy	0.531	新娘
soar	joy	0.531	翱翔
alive	joy	0.531	活
money	joy	0.531	钱
soothing	joy	0.531	舒缓的
serene	joy	0.531	安详
holiness	joy	0.531	圣洁
inspirational	joy	0.531	鼓舞人心的
matrimony	joy	0.531	婚姻
dayoff	joy	0.531	休假
savor	joy	0.531	品尝
vitality	joy	0.531	活力
confident	joy	0.531	自信的
firstborn	joy	0.531	长子
rainbow	joy	0.531	彩虹
liberation	joy	0.531	解放
elegant	joy	0.530	优雅的
mastery	joy	0.530	掌握
glimmer	joy	0.530	微光
illumination	joy	0.530	照明
blossom	joy	0.530	开花
warmth	joy	0.530	温暖
welcomed	joy	0.530	欢迎
treat	joy	0.529	对待
faithful	joy	0.529	可信
snuggles	joy	0.522	依偎
laurels	joy	0.521	桂冠
commendable	joy	0.519	值得称道
succeed	joy	0.516	成功
jingle	joy	0.516	叮当
zest	joy	0.516	热情
noschool	joy	0.516	没有学校
brotherly	joy	0.516	兄弟般的
silly	joy	0.516	愚蠢的
abundant	joy	0.516	丰富
fancy	joy	0.516	想要
resplendent	joy	0.516	灿烂
strengthening	joy	0.516	强化
presents	joy	0.516	礼物
pride	joy	0.516	自豪
almighty	joy	0.516	万能的
powerful	joy	0.516	强大的
aspire	joy	0.516	渴望
remarkable	joy	0.516	卓越
greeted	joy	0.516	打招呼
thanking	joy	0.515	感谢
cutie	joy	0.515	可爱的
kudos	joy	0.515	荣誉
therapeutic	joy	0.515	治疗性的
zen	joy	0.515	禅
coronation	joy	0.515	加冕礼
complete	joy	0.515	完全的
shining	joy	0.515	闪亮的
spirit	joy	0.515	精神
princely	joy	0.515	王侯的
vivid	joy	0.515	生动
comfort	joy	0.515	舒适
leisure	joy	0.515	闲暇
reunited	joy	0.515	重聚
kid	joy	0.515	孩子
newme	joy	0.515	新我
payday	joy	0.515	发薪日
animated	joy	0.515	动画
familytime	joy	0.515	家人在一起的时间
relationship	joy	0.514	关系
godly	joy	0.514	敬虔的
marriage	joy	0.514	婚姻
daymade	joy	0.514	白日造
spouse	joy	0.507	伴侣
intimately	joy	0.507	亲密地
respect	joy	0.500	尊重
bloom	joy	0.500	盛开
purr	joy	0.500	咕噜咕噜
carefree	joy	0.500	畅快
nature	joy	0.500	自然
encourage	joy	0.500	鼓励
soulful	joy	0.500	深情的
refreshed	joy	0.500	刷新
family	joy	0.500	家庭
gem	joy	0.500	宝石
meritorious	joy	0.500	立功
achieved	joy	0.500	达到
motherhood	joy	0.500	母性
holyspirit	joy	0.500	神圣的灵魂
surreal	joy	0.500	超现实主义
charitable	joy	0.500	慈善
teamjesus	joy	0.500	团队耶稣
stressrelief	joy	0.500	缓解压力
erotic	joy	0.500	色情
inviting	joy	0.500	邀请
baby	joy	0.500	婴儿
dignity	joy	0.500	尊严
satisfied	joy	0.500	使满意
visionary	joy	0.500	有远见的
memorable	joy	0.500	难忘
veracity	joy	0.500	真实性
healthy	joy	0.500	健康
welcoming	joy	0.500	欢迎
diamond	joy	0.500	钻石
christ	joy	0.500	基督
beach	joy	0.500	海滩
accomplish	joy	0.500	完成
friends	joy	0.500	朋友们
excel	joy	0.500	擅长
health	joy	0.493	健康
aura	joy	0.493	光环
yehey	joy	0.486	耶嘿
approved	joy	0.486	得到正式认可的
oasis	joy	0.486	绿洲
liberty	joy	0.486	自由
crowning	joy	0.485	加冕
aspiration	joy	0.485	愿望
privileged	joy	0.485	特权
crescendo	joy	0.485	渐强
rapture	joy	0.485	狂喜
liberate	joy	0.485	解放
nocomplaints	joy	0.485	没什么好抱怨的
prestige	joy	0.485	声望
bounty	joy	0.485	赏金
gentle	joy	0.485	温和的
inseparable	joy	0.485	形影不离
engaging	joy	0.485	引人入胜
loyal	joy	0.485	忠诚
betrothed	joy	0.485	订婚的
transcendence	joy	0.484	超越
selfworth	joy	0.484	自我价值
yummy	joy	0.484	好吃
datenight	joy	0.484	约会之夜
destiny	joy	0.484	命运
heyday	joy	0.484	鼎盛时期
aloha	joy	0.484	阿罗哈
desire	joy	0.484	欲望
dream	joy	0.484	梦
luck	joy	0.484	运气
fete	joy	0.484	宴请
trophy	joy	0.484	杯
bouquet	joy	0.484	花束
chocolate	joy	0.484	巧克力
creativity	joy	0.484	创造力
boyfriend	joy	0.480	男朋友
commemoration	joy	0.479	纪念
intelligence	joy	0.477	智力
readiness	joy	0.473	准备就绪
friend	joy	0.471	朋友
bride	joy	0.471	新娘
enthusiast	joy	0.471	爱好者
lush	joy	0.470	郁郁葱葱
inheritance	joy	0.470	遗产
soothe	joy	0.470	舒缓
tickle	joy	0.470	痒痒
kiddo	joy	0.470	孩子
nostalgia	joy	0.470	怀旧
massage	joy	0.470	按摩
calming	joy	0.470	镇定
adventure	joy	0.470	冒险
pretty	joy	0.469	漂亮的
purring	joy	0.469	咕噜咕噜
eternal	joy	0.469	永恒
humanitarian	joy	0.469	人道主义
nurture	joy	0.469	培育
giving	joy	0.469	给予
rest	joy	0.469	休息
getaway	joy	0.469	逃离
goals	joy	0.469	目标
pray	joy	0.469	祈祷
bridegroom	joy	0.469	新郎
heartily	joy	0.469	衷心地
luster	joy	0.469	光泽
bonding	joy	0.469	粘合
princess	joy	0.469	公主
amicable	joy	0.469	友善的
benevolence	joy	0.469	仁
child	joy	0.466	孩子
salutary	joy	0.465	有益的
invite	joy	0.457	邀请
beam	joy	0.456	光束
reminiscing	joy	0.456	回忆
befriend	joy	0.455	交朋友
aesthetics	joy	0.455	美学
friday	joy	0.455	星期五
freshair	joy	0.455	新鲜空气
ceremony	joy	0.455	仪式
kindred	joy	0.455	亲属
mindfulness	joy	0.455	正念
sonice	joy	0.455	很好
elevation	joy	0.455	海拔
tropical	joy	0.455	热带
scholarship	joy	0.455	奖学金
hee	joy	0.455	嘻嘻
noworries	joy	0.453	不用担心
allure	joy	0.453	引诱
approve	joy	0.453	批准
scenery	joy	0.453	风景
waterfall	joy	0.453	瀑布
vindication	joy	0.453	平反
namaste	joy	0.453	合十礼
commemorate	joy	0.453	纪念
faith	joy	0.453	信仰
birth	joy	0.453	出生
forgiveness	joy	0.453	饶恕
journey	joy	0.447	旅行
meditation	joy	0.446	冥想
relaxed	joy	0.442	轻松
present	joy	0.441	当下
weekend	joy	0.441	周末
tender	joy	0.441	投标
tranquil	joy	0.441	宁静
lyrical	joy	0.439	抒情的
sharing	joy	0.439	分享
esteem	joy	0.439	尊重
nostalgic	joy	0.439	怀旧的
prayer	joy	0.439	祷告
righteousness	joy	0.439	义
husband	joy	0.438	丈夫
relief	joy	0.438	宽慰
strength	joy	0.438	力量
mighty	joy	0.438	强大的
unbeaten	joy	0.438	不败
eager	joy	0.438	渴望的
share	joy	0.438	分享
newday	joy	0.438	新的一天
sonnet	joy	0.438	十四行诗
meditate	joy	0.438	幽思
life	joy	0.438	生活
winterbreak	joy	0.429	寒假
warm	joy	0.429	温暖的
movingforward	joy	0.429	向前进
buddy	joy	0.427	伙伴
oneness	joy	0.426	合一
unconstrained	joy	0.424	不受约束
amen	joy	0.424	阿门
reverence	joy	0.424	尊敬
healthful	joy	0.424	健康的
thelittlethings	joy	0.424	小事
medal	joy	0.424	勋章
unsurpassed	joy	0.424	无与伦比
candlelight	joy	0.424	烛光
carols	joy	0.424	颂歌
ejaculation	joy	0.424	射精
beginnings	joy	0.422	开始
sledding	joy	0.422	雪橇
graduation	joy	0.422	毕业
frisky	joy	0.422	活泼的
lml	joy	0.422	升
ease	joy	0.422	舒适
symphony	joy	0.422	交响乐
wealth	joy	0.422	财富
helpful	joy	0.422	有帮助
musical	joy	0.422	音乐
glitter	joy	0.422	闪光
calmness	joy	0.422	冷静
energy	joy	0.422	活力
safe	joy	0.422	安全的
nostress	joy	0.421	无压力
soundness	joy	0.421	健全性
promise	joy	0.415	承诺
reunite	joy	0.414	团聚
mother	joy	0.412	母亲
salvation	joy	0.412	救恩
poems	joy	0.412	诗
clown	joy	0.409	小丑
lavender	joy	0.409	薰衣草
immaculate	joy	0.409	完美无暇
purify	joy	0.409	净化
inauguration	joy	0.409	就职典礼
aromatherapy	joy	0.409	芳香疗法
lighten	joy	0.409	减轻
travel	joy	0.409	旅行
cash	joy	0.406	现金
companion	joy	0.406	伴侣
live	joy	0.406	居住
opportune	joy	0.406	恰逢其时
completing	joy	0.406	完成
charity	joy	0.406	慈善机构
heal	joy	0.406	愈合
star	joy	0.406	星星
wishing	joy	0.406	许愿
flowers	joy	0.406	花卉
income	joy	0.403	收入
soul	joy	0.401	灵魂
munchies	joy	0.400	零食
emancipation	joy	0.397	解放
indescribable	joy	0.397	无法形容
progress	joy	0.397	进步
equality	joy	0.394	平等
childhood	joy	0.394	童年
together	joy	0.394	一起
rhythmical	joy	0.394	有节奏的
fullness	joy	0.394	丰满度
calm	joy	0.394	冷静的
hammock	joy	0.394	吊床
picnic	joy	0.394	野餐
movies	joy	0.393	电影
zealous	joy	0.393	热心
playground	joy	0.391	操场
affluence	joy	0.391	富裕
warms	joy	0.391	暖和
choir	joy	0.391	唱诗班
littlethings	joy	0.391	小东西
auspicious	joy	0.391	吉祥
meaningful	joy	0.391	有意义的
adventures	joy	0.391	冒险
goofy	joy	0.391	傻傻的
starry	joy	0.391	繁星点点
humanity	joy	0.391	人性
gesture	joy	0.387	手势
witty	joy	0.382	机智
vow	joy	0.382	发誓
shopping	joy	0.382	购物
vibes	joy	0.379	气氛
worship	joy	0.379	崇拜
jump	joy	0.379	跳
communion	joy	0.379	圣餐
reverend	joy	0.377	牧师
rising	joy	0.375	上升
advance	joy	0.375	进步
beaches	joy	0.375	海滩
sonorous	joy	0.375	铿锵有力
courtship	joy	0.375	求爱
experience	joy	0.375	经验
reunion	joy	0.375	团圆
simplicity	joy	0.375	简单
full	joy	0.375	满的
hymn	joy	0.375	圣歌
spirits	joy	0.375	精神
unforgettable	joy	0.375	难忘
mirth	joy	0.375	欢笑
youth	joy	0.375	青年
scenic	joy	0.375	风景优美
unique	joy	0.375	独特的
redeemed	joy	0.375	赎回
alliance	joy	0.368	联盟
baptismal	joy	0.368	洗礼
grant	joy	0.366	授予
kitten	joy	0.364	小猫
sanctification	joy	0.364	成圣
conciliation	joy	0.364	调解
improves	joy	0.364	改善
pure	joy	0.364	纯的
improve	joy	0.364	提升
authentic	joy	0.364	真正的
moonlight	joy	0.364	月光
weightloss	joy	0.362	减肥
raspberries	joy	0.360	山莓
feeling	joy	0.359	感觉
jest	joy	0.359	笑话
independent	joy	0.359	独立的
sanctify	joy	0.359	成圣
devotional	joy	0.359	虔诚的
tinsel	joy	0.359	箔
proficiency	joy	0.359	熟练度
listenting	joy	0.359	听
fidelity	joy	0.359	保真度
revival	joy	0.359	复兴
giver	joy	0.353	给予者
cocoa	joy	0.353	可可
deliverance	joy	0.348	释放
melody	joy	0.348	旋律
unification	joy	0.348	统一
romp	joy	0.348	欢蹦乱跳
purpose	joy	0.348	目的
choral	joy	0.348	合唱
exceed	joy	0.348	超出
dolphin	joy	0.348	海豚
roaring	joy	0.348	咆哮
favor	joy	0.348	青睐
hotyoga	joy	0.347	热瑜伽
voluptuous	joy	0.344	妖娆
fruits	joy	0.344	水果
cookies	joy	0.344	饼干
manicure	joy	0.344	修指甲
nowork	joy	0.344	没有工作
date	joy	0.344	日期
newstart	joy	0.344	新的开始
hedonism	joy	0.344	享乐主义
pledge	joy	0.344	保证
electric	joy	0.344	电的
humble	joy	0.344	谦逊的
roadtrip	joy	0.344	自驾游
thx	joy	0.344	谢谢
kiddos	joy	0.344	孩子们
celebrity	joy	0.342	名人
bridesmaid	joy	0.338	伴娘
rhythm	joy	0.338	韵律
spa	joy	0.333	温泉
snowday	joy	0.333	下雪天
familiarity	joy	0.333	熟悉度
coffee	joy	0.333	咖啡
edification	joy	0.333	熏陶
garden	joy	0.333	花园
renovation	joy	0.333	装修
dawn	joy	0.333	黎明
connoisseur	joy	0.333	行家
gazing	joy	0.333	凝视
obliging	joy	0.333	有义务的
partner	joy	0.333	伙伴
foodie	joy	0.331	美食家
synchronize	joy	0.329	同步
tribulation	joy	0.328	苦难
psalm	joy	0.328	诗篇
pedicure	joy	0.328	修脚
noregrets	joy	0.328	不后悔
chirping	joy	0.328	唧唧喳喳
saint	joy	0.328	圣
healing	joy	0.328	康复
carol	joy	0.328	颂歌
true	joy	0.328	“真的”
hobby	joy	0.328	爱好
amnesty	joy	0.328	大赦
respite	joy	0.324	喘息
recreational	joy	0.318	休闲的
cousins	joy	0.318	表亲
mellow	joy	0.318	醇美
restorative	joy	0.318	恢复性
lazyday	joy	0.318	慵懒的一天
classics	joy	0.318	经典
reconciliation	joy	0.316	和解
woods	joy	0.312	树木
progression	joy	0.312	进展
muchneeded	joy	0.312	急需
sterling	joy	0.312	英镑
dove	joy	0.312	鸽子
simplify	joy	0.312	简化
fitness	joy	0.312	健康
sunset	joy	0.312	日落
wisdom	joy	0.312	智慧
relight	joy	0.312	重新点燃
living	joy	0.312	活的
presto	joy	0.312	急速
playhouse	joy	0.312	剧场
superman	joy	0.312	超人
pony	joy	0.312	小马
recovery	joy	0.312	恢复
crafts	joy	0.312	工艺
lord	joy	0.312	主
deal	joy	0.312	交易
improvement	joy	0.309	改进
infant	joy	0.309	婴儿
absolution	joy	0.306	赦免
honest	joy	0.303	诚实的
gently	joy	0.303	轻轻地
banquet	joy	0.303	宴会
established	joy	0.303	已确立的
endless	joy	0.303	无尽的
decorating	joy	0.303	装饰
providing	joy	0.300	提供
lounging	joy	0.297	闲逛
growth	joy	0.297	生长
strolling	joy	0.297	漫步
feat	joy	0.297	壮举
morals	joy	0.297	德
mine	joy	0.297	矿
spending	joy	0.297	开支
light	joy	0.297	光
spiritual	joy	0.297	精神
quaint	joy	0.297	古朴
fraternal	joy	0.297	兄弟
notable	joy	0.297	值得注意的
softly	joy	0.297	轻轻的
harvest	joy	0.297	收成
yearning	joy	0.297	向往
breeze	joy	0.297	微风
joker	joy	0.297	小丑
meditating	joy	0.297	打坐
fervor	joy	0.295	热情
quotes	joy	0.294	引号
volunteer	joy	0.294	志愿者
gain	joy	0.288	获得
resources	joy	0.288	资源
create	joy	0.288	创造
psalms	joy	0.288	诗篇
hippie	joy	0.288	嬉皮士
taoism	joy	0.288	道教
midwife	joy	0.288	助产士
receiving	joy	0.287	接收
snowfall	joy	0.286	降雪
ocean	joy	0.286	海洋
lsd	joy	0.286	迷幻药
hiking	joy	0.283	远足
evergreen	joy	0.281	常绿
destination	joy	0.281	目的地
candid	joy	0.281	坦率
unwind	joy	0.281	放松
truce	joy	0.281	休战
toast	joy	0.281	吐司
chill	joy	0.281	寒意
infinity	joy	0.281	无穷
rested	joy	0.281	休息
buzzing	joy	0.281	嗡嗡声
venerable	joy	0.279	可敬
balance	joy	0.275	平衡
retirement	joy	0.275	退休
fireplace	joy	0.273	壁炉
buddha	joy	0.273	佛
devout	joy	0.273	虔诚的
drinks	joy	0.273	饮料
rapt	joy	0.273	全神贯注
swim	joy	0.273	游泳
compensate	joy	0.273	补偿
snowing	joy	0.271	下雪
sublimation	joy	0.270	升华
fruity	joy	0.268	果味
sunday	joy	0.266	星期日
sketching	joy	0.266	素描
paragon	joy	0.266	模范
humility	joy	0.266	谦逊
ministry	joy	0.266	部
waves	joy	0.266	波浪
cathedral	joy	0.266	大教堂
sun	joy	0.266	太阳
yoga	joy	0.266	瑜伽
fortitude	joy	0.266	刚毅
salute	joy	0.266	礼炮
buddhism	joy	0.266	佛教
whim	joy	0.266	心血来潮
artwork	joy	0.265	艺术品
practiced	joy	0.264	实践过
clean	joy	0.260	干净的
running	joy	0.258	跑步
clarity	joy	0.258	明晰
found	joy	0.258	成立
fitting	joy	0.258	配件
immerse	joy	0.258	沉浸
exercise	joy	0.258	锻炼
food	joy	0.258	食物
autumn	joy	0.254	秋天
fit	joy	0.250	合身
morning	joy	0.250	早晨
contagious	joy	0.250	传染性的
outdoors	joy	0.250	户外
hardy	joy	0.250	耐寒
candles	joy	0.250	蜡烛
advocacy	joy	0.250	倡导
countryside	joy	0.250	农村
demonstrative	joy	0.250	示范的
football	joy	0.250	足球
chirp	joy	0.250	唧唧喳喳
chilled	joy	0.250	冷藏
undying	joy	0.250	不朽
visitor	joy	0.250	游客
clap	joy	0.250	拍
diary	joy	0.250	日记
ardent	joy	0.250	热心
expedient	joy	0.250	权宜
mountain	joy	0.250	山
cradle	joy	0.247	摇篮
trance	joy	0.246	发呆
intense	joy	0.242	激烈的
procession	joy	0.242	游行
church	joy	0.242	教会
pay	joy	0.242	支付
supremacy	joy	0.242	霸权
preservative	joy	0.242	防腐剂
grow	joy	0.242	生长
breakfast	joy	0.242	早餐
consecration	joy	0.235	奉献
salary	joy	0.234	薪水
lifetime	joy	0.234	寿命
incense	joy	0.234	香
ordination	joy	0.234	受戒
snowy	joy	0.234	下雪的
art	joy	0.234	艺术
nursery	joy	0.234	苗圃
skiing	joy	0.234	滑雪
candle	joy	0.234	蜡烛
doll	joy	0.234	玩具娃娃
vote	joy	0.234	投票
humbled	joy	0.234	谦卑
lyre	joy	0.234	七弦琴
