English Word	Emotion	Emotion-Intensity-Score	Maori Word
warms	joy	0.391	whakamahana
choir	joy	0.391	waiata waiata
littlethings	joy	0.391	mea iti
auspicious	joy	0.391	manaakitanga
meaningful	joy	0.391	whai kiko
adventures	joy	0.391	nga haerenga
goofy	joy	0.391	poauau
starry	joy	0.391	wheturangitia
humanity	joy	0.391	tangata
gesture	joy	0.387	tohu
witty	joy	0.382	mohio
vow	joy	0.382	oati
shopping	joy	0.382	hokohoko
vibes	joy	0.379	wiri
worship	joy	0.379	karakia
jump	joy	0.379	pekepeke
communion	joy	0.379	tahitanga
reverend	joy	0.377	reverend
rising	joy	0.375	piki ake
advance	joy	0.375	mua
beaches	joy	0.375	takutai
sonorous	joy	0.375	tangi
courtship	joy	0.375	whakapoapoa
experience	joy	0.375	wheako
reunion	joy	0.375	reunion
simplicity	joy	0.375	ngawari
full	joy	0.375	ki tonu
hymn	joy	0.375	himene
spirits	joy	0.375	wairua
unforgettable	joy	0.375	e kore e warewaretia
mirth	joy	0.375	harikoa
youth	joy	0.375	rangatahi
scenic	joy	0.375	ātaahua
unique	joy	0.375	ahurei
redeemed	joy	0.375	hokona
alliance	joy	0.368	hononga
baptismal	joy	0.368	iriiringa
grant	joy	0.366	karaati
kitten	joy	0.364	punua
sanctification	joy	0.364	te whakatapu
conciliation	joy	0.364	whakamaumahara
improves	joy	0.364	whakapai ake
pure	joy	0.364	parakore
improve	joy	0.364	whakapai ake
authentic	joy	0.364	pono
moonlight	joy	0.364	marama marama
weightloss	joy	0.362	mate taimaha
raspberries	joy	0.360	raspberries
feeling	joy	0.359	mana'o
jest	joy	0.359	whakahi
independent	joy	0.359	motuhake
sanctify	joy	0.359	whakatapua
devotional	joy	0.359	karakia
tinsel	joy	0.359	tāne
proficiency	joy	0.359	matatau
listenting	joy	0.359	whakarongo
fidelity	joy	0.359	pono
revival	joy	0.359	whakaoranga
giver	joy	0.353	kaituku
cocoa	joy	0.353	kakao
deliverance	joy	0.348	whakaoranga
melody	joy	0.348	waiata
unification	joy	0.348	whakakotahitanga
romp	joy	0.348	takahurihuri
purpose	joy	0.348	kaupapa
choral	joy	0.348	waiata
exceed	joy	0.348	nui atu
dolphin	joy	0.348	aihe
roaring	joy	0.348	haruru
favor	joy	0.348	manaaki
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	whakahihiri
fruits	joy	0.344	hua
cookies	joy	0.344	pihikete
manicure	joy	0.344	manicure
nowork	joy	0.344	kore mahi
date	joy	0.344	rā
newstart	joy	0.344	timatanga hou
hedonism	joy	0.344	hedonism
pledge	joy	0.344	taunaha
electric	joy	0.344	hiko
humble	joy	0.344	whakaiti
roadtrip	joy	0.344	haerenga huarahi
thx	joy	0.344	thx
kiddos	joy	0.344	tamariki
celebrity	joy	0.342	rongonui
bridesmaid	joy	0.338	wahine marena hou
rhythm	joy	0.338	manawataki
spa	joy	0.333	kaukau
snowday	joy	0.333	te hukarere
familiarity	joy	0.333	taunga
coffee	joy	0.333	kawhe
edification	joy	0.333	whakapakari
garden	joy	0.333	māra
renovation	joy	0.333	whakahounga
dawn	joy	0.333	ata
connoisseur	joy	0.333	tohunga mohio
gazing	joy	0.333	titiro
obliging	joy	0.333	herenga
partner	joy	0.333	hoa
foodie	joy	0.331	kai kai
synchronize	joy	0.329	tukutahi
tribulation	joy	0.328	whakapawerawera
psalm	joy	0.328	himene
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	kore pouri
chirping	joy	0.328	tangitangi
saint	joy	0.328	tapu
healing	joy	0.328	whakaora
carol	joy	0.328	karaehe
true	joy	0.328	pono
hobby	joy	0.328	arearea
amnesty	joy	0.328	murunga hara
respite	joy	0.324	whakatā
recreational	joy	0.318	whakangahau
cousins	joy	0.318	whanaunga
mellow	joy	0.318	ngawari
restorative	joy	0.318	whakaora
lazyday	joy	0.318	rangi mangere
classics	joy	0.318	matarohia
reconciliation	joy	0.316	te houhanga rongo
woods	joy	0.312	ngahere
progression	joy	0.312	ahu whakamua
muchneeded	joy	0.312	tino hiahiatia
sterling	joy	0.312	sterling
dove	joy	0.312	kukupa
simplify	joy	0.312	faaohie
fitness	joy	0.312	whakapakari tinana
sunset	joy	0.312	tōmuritanga
wisdom	joy	0.312	whakaaro nui
relight	joy	0.312	whakamuri
living	joy	0.312	noho
presto	joy	0.312	presto
playhouse	joy	0.312	whare takaro
superman	joy	0.312	superman
pony	joy	0.312	poni
recovery	joy	0.312	whakaora
crafts	joy	0.312	mahi toi
lord	joy	0.312	ariki
deal	joy	0.312	mahi
improvement	joy	0.309	whakapai ake
infant	joy	0.309	kohungahunga
absolution	joy	0.306	murunga
honest	joy	0.303	pono
gently	joy	0.303	marie
banquet	joy	0.303	hakari
established	joy	0.303	whakapumautia
endless	joy	0.303	mutunga kore
decorating	joy	0.303	whakapaipai
providing	joy	0.300	whakarato
lounging	joy	0.297	whakaroa
growth	joy	0.297	tupuranga
strolling	joy	0.297	hikoi haere
feat	joy	0.297	feat
morals	joy	0.297	morare
mine	joy	0.297	taku
spending	joy	0.297	whakapaunga
light	joy	0.297	marama
spiritual	joy	0.297	wairua
quaint	joy	0.297	tauhou
fraternal	joy	0.297	teina
notable	joy	0.297	rongonui
softly	joy	0.297	ngawari
harvest	joy	0.297	hauhake
yearning	joy	0.297	hiahia
breeze	joy	0.297	hau
joker	joy	0.297	whakakatakata
meditating	joy	0.297	te whakaaroaro
fervor	joy	0.295	karekau
quotes	joy	0.294	kupu korero
volunteer	joy	0.294	tūao
gain	joy	0.288	taonga
resources	joy	0.288	rauemi
create	joy	0.288	hanga
psalms	joy	0.288	waiata
hippie	joy	0.288	hippie
taoism	joy	0.288	taoism
midwife	joy	0.288	kaiwhakawhanau
receiving	joy	0.287	e whiwhi ana
snowfall	joy	0.286	te hukarere
ocean	joy	0.286	moana
lsd	joy	0.286	lsd
hiking	joy	0.283	hīkoi
evergreen	joy	0.281	kākāriki
destination	joy	0.281	ūnga
candid	joy	0.281	pono
unwind	joy	0.281	whakangawari
truce	joy	0.281	whakatakariri
toast	joy	0.281	tohi
chill	joy	0.281	whakamatao
infinity	joy	0.281	mutunga kore
rested	joy	0.281	whakatā
buzzing	joy	0.281	haruru
venerable	joy	0.279	honore
balance	joy	0.275	taurite
retirement	joy	0.275	whakatā
fireplace	joy	0.273	ahi ahi
buddha	joy	0.273	buddha
devout	joy	0.273	karakia
drinks	joy	0.273	inu
rapt	joy	0.273	rapt
swim	joy	0.273	kauhoe
compensate	joy	0.273	utu
snowing	joy	0.271	te hukarere
sublimation	joy	0.270	whakaroto
fruity	joy	0.268	hua
sunday	joy	0.266	Rātapu
sketching	joy	0.266	tuhi tuhi
paragon	joy	0.266	whakatauira
humility	joy	0.266	te haehaa
ministry	joy	0.266	mahi minita
waves	joy	0.266	ngaru
cathedral	joy	0.266	whare karakia
sun	joy	0.266	ra
yoga	joy	0.266	yoga
fortitude	joy	0.266	kaha
salute	joy	0.266	mihi
buddhism	joy	0.266	Buddhism
whim	joy	0.266	hikaka
artwork	joy	0.265	mahi toi
practiced	joy	0.264	mahi
clean	joy	0.260	ma
running	joy	0.258	rere
clarity	joy	0.258	marama
found	joy	0.258	kitea
fitting	joy	0.258	tika
immerse	joy	0.258	rumakina
exercise	joy	0.258	korikori tinana
food	joy	0.258	kai
autumn	joy	0.254	ngahuru
fit	joy	0.250	pai
morning	joy	0.250	ata
contagious	joy	0.250	hopuhopu
outdoors	joy	0.250	ki waho
hardy	joy	0.250	pakari
candles	joy	0.250	kānara
advocacy	joy	0.250	tautoko
countryside	joy	0.250	tuawhenua
demonstrative	joy	0.250	whakaatu
football	joy	0.250	whutupaoro
chirp	joy	0.250	tangi
chilled	joy	0.250	mātao
undying	joy	0.250	matekore
visitor	joy	0.250	manuhiri
clap	joy	0.250	pakipaki
diary	joy	0.250	rātaka
ardent	joy	0.250	pukuriri
expedient	joy	0.250	tika
mountain	joy	0.250	maunga
cradle	joy	0.247	pourakau
trance	joy	0.246	whakapouri
intense	joy	0.242	kaha
procession	joy	0.242	tira haere
church	joy	0.242	whare karakia
pay	joy	0.242	utu
supremacy	joy	0.242	mana rangatira
preservative	joy	0.242	tiaki
grow	joy	0.242	tupu
breakfast	joy	0.242	parakuihi
consecration	joy	0.235	whakataputanga
salary	joy	0.234	utu
lifetime	joy	0.234	ora tonu
incense	joy	0.234	whakakakara
ordination	joy	0.234	whakatohungatanga
snowy	joy	0.234	hukarere
art	joy	0.234	toi
nursery	joy	0.234	whare whakatipu
skiing	joy	0.234	retireti
candle	joy	0.234	kānara
doll	joy	0.234	tamare
vote	joy	0.234	pooti
humbled	joy	0.234	whakaiti
lyre	joy	0.234	hatere
pastry	joy	0.229	pōhā
remedy	joy	0.227	rongoa
chilling	joy	0.227	whakamatao
firefly	joy	0.227	ngarara
rescue	joy	0.225	whakaora
camping	joy	0.221	puni
perspective	joy	0.221	tirohanga
orchestra	joy	0.221	whakatangitangi
orchard	joy	0.221	huarākau
breezy	joy	0.219	hauhau
gardens	joy	0.219	māra
castle	joy	0.219	whare rangatira
lamb	joy	0.219	reme
possess	joy	0.219	riro
bouttime	joy	0.212	wā wā
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	waiata whenua
teach	joy	0.212	whakaako
brisk	joy	0.212	tere
ribbon	joy	0.212	riipene
raindrops	joy	0.212	nga ua
mucis	joy	0.212	mucis
repay	joy	0.212	utu
listneing	joy	0.212	te whakarongo
nap	joy	0.206	moe
legalized	joy	0.203	kua whakamanahia
unexpected	joy	0.203	ohorere
vernal	joy	0.203	vernal
chant	joy	0.203	waiata
hire	joy	0.203	utu
uncontrollable	joy	0.203	kore e taea te whakahaere
stillness	joy	0.203	te ata noho
lights	joy	0.203	rama
cove	joy	0.203	kokoru
save	joy	0.200	whakaora
pastor	joy	0.197	minita
atone	joy	0.197	taraehara
symmetry	joy	0.197	hangarite
trees	joy	0.197	rakau
oneday	joy	0.197	kotahi ra
scripture	joy	0.196	karaipiture
mountains	joy	0.194	maunga
craziness	joy	0.188	porangi
tea	joy	0.188	tea
walking	joy	0.188	haere haere
whiteness	joy	0.188	te ma
sympathetic	joy	0.188	aroha
forefathers	joy	0.188	nga tupuna
pathway	joy	0.188	ara
custom	joy	0.188	ritenga
quiet	joy	0.188	ata noho
liquor	joy	0.188	waipiro
soppy	joy	0.188	marumaru
patient	joy	0.186	manawanui
movingon	joy	0.182	movingon
score	joy	0.182	piro
dollhouse	joy	0.182	whare tare
bath	joy	0.182	pati
supporter	joy	0.180	kaitautoko
accompaniment	joy	0.179	te haere tahi
pursuit	joy	0.176	whaia
outburst	joy	0.176	pupuhi
frosty	joy	0.174	hukapapa
luncheon	joy	0.172	tina
service	joy	0.172	ratonga
workout	joy	0.172	whakangungu
closure	joy	0.172	katinga
wintery	joy	0.172	takurua
civilized	joy	0.169	mohio
wages	joy	0.169	utu
december	joy	0.167	Hakihea
fain	joy	0.167	whakapouri
glide	joy	0.162	rere
acrobat	joy	0.162	acrobat
finally	joy	0.157	ka mutu
chai	joy	0.156	chai
obtainable	joy	0.156	ka taea
elf	joy	0.156	elf
peppermint	joy	0.156	peera
break	joy	0.156	pakaru
reproductive	joy	0.156	whakawhānau
stroll	joy	0.156	hikoi haere
organization	joy	0.156	whakahaere
bathtub	joy	0.156	kaukau
advent	joy	0.152	te taenga mai
measured	joy	0.152	i whanganga
balm	joy	0.152	pama
scifi	joy	0.152	scifi
spaniel	joy	0.145	Paniora
ditty	joy	0.141	iti
oils	joy	0.141	hinuhinu
tan	joy	0.141	tan
simple	joy	0.141	ngawari
bubble	joy	0.141	mirumiru
beer	joy	0.141	pia
green	joy	0.137	kākāriki
makingdisciples	joy	0.136	te hanga akonga
buss	joy	0.136	pahi
books	joy	0.136	pukapuka
chow	joy	0.135	kai
pitter	joy	0.134	pitter
flows	joy	0.130	rere
silence	joy	0.127	noho puku
bookstore	joy	0.125	toa pukapuka
solitude	joy	0.125	mokemoke
roadster	joy	0.125	kaihoroi rori
circumstances	joy	0.125	nga ahuatanga
wine	joy	0.125	waina
soak	joy	0.121	whakamaua
priesthood	joy	0.121	tohungatanga
japan	joy	0.121	Japan
wilderness	joy	0.121	koraha
critical	joy	0.116	arohaehae
neutral	joy	0.114	kūpapa
hunting	joy	0.109	whakangau
sand	joy	0.109	kirikiri
opera	joy	0.109	opera
weight	joy	0.109	taumaha
wind	joy	0.109	hau
untie	joy	0.109	wetewete
labor	joy	0.106	mahi
classical	joy	0.106	puāwaitanga
lake	joy	0.103	roto
affliction	joy	0.103	mamae
organ	joy	0.094	okana
dwelling	joy	0.094	nohonga
tree	joy	0.090	rakau
pond	joy	0.089	hāroto
marrow	joy	0.078	te hinu wheua
latte	joy	0.078	latte
sipping	joy	0.076	momi
benign	joy	0.074	ngawari
majority	joy	0.073	te nuinga
leaf	joy	0.065	rau
troubles	joy	0.062	raruraru
basketball	joy	0.062	poitūkohu
explosions	joy	0.061	pahūtanga
cream	joy	0.061	kirīmi
shepherd	joy	0.058	hepara
tuesday	joy	0.047	rātū
turbulence	joy	0.045	pororaruraru
calf	joy	0.040	kuao kau
hardship	joy	0.031	mamaetanga
unhappiness	joy	0.016	pouri
sixty	joy	0.016	ono tekau
mourning	sadness	0.969	tangihanga
heartbreaking	sadness	0.969	mamae ngakau
tragic	sadness	0.961	kino
holocaust	sadness	0.953	tahunga tinana
suicidal	sadness	0.941	whakamomori
misery	sadness	0.938	pouri
massacre	sadness	0.931	kohuru
euthanasia	sadness	0.927	euthanasia
depression	sadness	0.925	pouri
grieving	sadness	0.922	e pouri ana
bereavement	sadness	0.922	pouri
fatal	sadness	0.922	matemate
bereaved	sadness	0.920	pouri
devastation	sadness	0.917	whakangaromanga
death	sadness	0.915	mate
devastated	sadness	0.912	kua pakaru
suicide	sadness	0.912	whakamomori
catastrophe	sadness	0.911	aitua
horrifying	sadness	0.907	whakamataku
died	sadness	0.906	mate
tragedy	sadness	0.906	aitua
depressing	sadness	0.906	whakapouri
anguish	sadness	0.902	mamae
agony	sadness	0.900	mamae mamae
deadly	sadness	0.898	whakamate
weeping	sadness	0.896	e tangi ana
stillbirth	sadness	0.891	whanau mate
deceased	sadness	0.891	kua mate
murderer	sadness	0.877	kohuru
cancer	sadness	0.875	mate pukupuku
dying	sadness	0.875	ka mate
rape	sadness	0.875	raupatu
devastating	sadness	0.875	whakakino
morbidity	sadness	0.864	mate mate
sadness	sadness	0.864	pouri
execution	sadness	0.859	te whakamatenga
traumatic	sadness	0.859	mamae
perish	sadness	0.859	mate
grief	sadness	0.859	pouri
abandonment	sadness	0.859	whakarere
atrocity	sadness	0.859	mahi nanakia
crucifixion	sadness	0.859	ripekatia
depressed	sadness	0.859	pouri
cadaver	sadness	0.853	tūpāpaku
treachery	sadness	0.848	tinihanga
betrayed	sadness	0.848	tuku
grieve	sadness	0.844	whakapouri
suffering	sadness	0.844	mamae
funeral	sadness	0.844	tangihanga
destroyed	sadness	0.844	whakahoroa
homicide	sadness	0.844	kohuru
hopelessness	sadness	0.844	te kore tumanako
slaughtering	sadness	0.844	patupatu
persecution	sadness	0.844	whakatoi
murderous	sadness	0.844	kohuru
sorrow	sadness	0.844	pouri
miserable	sadness	0.844	pouri
sad	sadness	0.844	pouri
horrific	sadness	0.844	whakamataku
unhappiness	sadness	0.839	pouri
bloodshed	sadness	0.836	whakaheke toto
crippled	sadness	0.836	kopa
carnage	sadness	0.833	kohuru
pained	sadness	0.833	mamae
manslaughter	sadness	0.833	kohuru
unbearable	sadness	0.830	kore e mau
stillborn	sadness	0.830	whanau mate
morbid	sadness	0.828	mate kino
annihilation	sadness	0.828	whakamomori
helplessness	sadness	0.828	korekore
mourn	sadness	0.828	tangihia
murder	sadness	0.828	kohuru
slavery	sadness	0.828	taurekareka
abandoned	sadness	0.828	whakarerea
horrors	sadness	0.828	whakamataku
mutilation	sadness	0.828	whakakino
annihilated	sadness	0.828	whakamotitia
casualty	sadness	0.828	patunga
enslaved	sadness	0.828	taurekareka
sickness	sadness	0.828	mate
torment	sadness	0.828	whakamamae
miscarriage	sadness	0.824	mahungatanga
starvation	sadness	0.819	matekai
mournful	sadness	0.812	pouri
sadly	sadness	0.812	pouri
famine	sadness	0.812	matekai
burial	sadness	0.812	nehunga
distraught	sadness	0.812	raruraru
failure	sadness	0.812	korenga
killing	sadness	0.812	kohuru
despair	sadness	0.812	pouri
cruelty	sadness	0.812	nanakia
saddens	sadness	0.812	pouri
oppression	sadness	0.812	tukino
heartache	sadness	0.812	mamae ngakau
terrorism	sadness	0.812	whakawetiweti
disgrace	sadness	0.812	whakama
childloss	sadness	0.812	mate tamariki
bloody	sadness	0.806	toto
perishing	sadness	0.804	ka mate
inhumanity	sadness	0.804	kino tangata
malignancy	sadness	0.803	mate kino
mortification	sadness	0.802	whakapouri
slave	sadness	0.797	taurekareka
lifeless	sadness	0.797	kore ora
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	whakamataku
assassination	sadness	0.797	kohuru
perished	sadness	0.797	kua mate
kill	sadness	0.797	patu
devastate	sadness	0.797	whakakino
dreadful	sadness	0.797	whakamataku
mortuary	sadness	0.797	whare mate
leukemia	sadness	0.797	mate pukupuku
lethal	sadness	0.797	whakamate
desolation	sadness	0.797	whakamomori
gallows	sadness	0.797	tarawhana
brokenheart	sadness	0.792	ngakau maru
banishment	sadness	0.790	panaia
afflict	sadness	0.789	whakawhiua
disheartened	sadness	0.788	pouri
bury	sadness	0.781	tanu
terrorize	sadness	0.781	whakawetiweti
crying	sadness	0.781	tangi
demoralized	sadness	0.781	whakahekehia
tumour	sadness	0.781	puku
heartbreak	sadness	0.781	mamae ngakau
desecration	sadness	0.781	whakakino
die	sadness	0.773	mate
lynch	sadness	0.773	lynch
sufferer	sadness	0.770	tangata mamae
fatality	sadness	0.766	matemate
diseased	sadness	0.766	mate
doomed	sadness	0.766	kua mate
fearful	sadness	0.766	wehi
destitute	sadness	0.766	rawakore
abortion	sadness	0.766	materoto
condolence	sadness	0.766	aroha
torture	sadness	0.766	whakamamae
dismemberment	sadness	0.766	te wetewete
slayer	sadness	0.766	kaipatu
loneliness	sadness	0.766	mokemoke
cemetery	sadness	0.766	urupā
moribund	sadness	0.758	matemate
painfully	sadness	0.758	mamae
disaster	sadness	0.758	aitua
depress	sadness	0.755	whakapouri
condemnation	sadness	0.754	whakahenga
obliteration	sadness	0.750	whakakorenga
damnation	sadness	0.750	whakatara
sorrowful	sadness	0.750	pouri
desperation	sadness	0.750	hepohepo
cry	sadness	0.750	tangi
terrorist	sadness	0.750	kaiwhakatuma
painful	sadness	0.750	mamae
abduction	sadness	0.750	kāhaki
incest	sadness	0.750	iramutu
corpse	sadness	0.750	tūpāpaku
deplorable	sadness	0.750	whakapouri
pandemic	sadness	0.750	mate urutā
sickening	sadness	0.750	mamae
hemorrhage	sadness	0.750	whakaheke toto
guilt	sadness	0.750	hara
depressive	sadness	0.750	whakapouri
doomsday	sadness	0.750	maminga
defeated	sadness	0.750	hinga
victimized	sadness	0.750	patua
regretful	sadness	0.750	pouri
unhappy	sadness	0.750	pouri
unfairness	sadness	0.745	he kore tika
molestation	sadness	0.744	whakakino
abysmal	sadness	0.742	kino
exile	sadness	0.742	whakarau
hellish	sadness	0.738	reinga
exterminate	sadness	0.736	whakamotitia
destroying	sadness	0.734	whakangaro
miserably	sadness	0.734	pouri
disastrous	sadness	0.734	kino
battered	sadness	0.734	patupatua
morgue	sadness	0.734	whare mate
assassin	sadness	0.734	kohuru
horrid	sadness	0.734	whakamataku
disgraced	sadness	0.734	whakama
homeless	sadness	0.734	kore kainga
earthquake	sadness	0.734	rū whenua
orphan	sadness	0.734	pani
slaughter	sadness	0.734	kohuru
warfare	sadness	0.734	whawhai
betrayal	sadness	0.734	tinihanga
lonesome	sadness	0.734	mokemoke
listless	sadness	0.729	korekore
unfortunately	sadness	0.727	te pouri
emptiness	sadness	0.727	takoto kau
grave	sadness	0.727	urupa
alienated	sadness	0.727	kua wehea
fraught	sadness	0.722	kikii
violently	sadness	0.719	tutu
woe	sadness	0.719	aue
heartless	sadness	0.719	ngakaukore
malicious	sadness	0.719	kino
missing	sadness	0.719	ngaro
paralysis	sadness	0.719	pararutiki
horror	sadness	0.719	whakamataku
ashamed	sadness	0.719	whakama
forsaken	sadness	0.719	whakarerea
emaciated	sadness	0.719	kua pahekeheke
atrophy	sadness	0.719	atrophy
danger	sadness	0.719	mōrearea
pain	sadness	0.719	mamae
cripple	sadness	0.719	kopa
cried	sadness	0.719	ka tangi
disheartening	sadness	0.719	whakapouri
leprosy	sadness	0.719	repera
demise	sadness	0.717	mate
disgruntled	sadness	0.712	pouri
rejected	sadness	0.712	paopao
sickly	sadness	0.712	māuiui
violence	sadness	0.712	tutu
torn	sadness	0.710	haea
calamity	sadness	0.709	aitua
grim	sadness	0.708	pouri
grievous	sadness	0.704	whakapouri
deformed	sadness	0.703	heke
deformity	sadness	0.703	whakakino
punishing	sadness	0.703	whakawhiu
hearse	sadness	0.703	waka rongo
meltdown	sadness	0.703	rewa
incurable	sadness	0.703	e kore e taea te rongoa
extinct	sadness	0.703	ngaro
victim	sadness	0.703	patunga
suffocating	sadness	0.703	whakamomoka
tearful	sadness	0.703	roimata
obit	sadness	0.703	obit
oppressor	sadness	0.703	kaitukino
slaughterhouse	sadness	0.703	whare patu
abandon	sadness	0.703	whakarerea
crushed	sadness	0.703	mongamonga
isolation	sadness	0.703	wehe
decomposition	sadness	0.703	pirau
inhuman	sadness	0.703	kore tangata
disfigured	sadness	0.703	whakakino
buried	sadness	0.703	tanumia
strangle	sadness	0.703	whakawiri
isolate	sadness	0.703	whakataha
humiliate	sadness	0.703	whakaiti
carcinoma	sadness	0.703	mate pukupuku
hell	sadness	0.700	reinga
lifesucks	sadness	0.700	ngau ora
ruinous	sadness	0.698	whakakino
banish	sadness	0.697	panaia
widow	sadness	0.697	pouaru
accursed	sadness	0.697	kanga
ruined	sadness	0.697	kua pakaru
vanished	sadness	0.695	kua ngaro
displaced	sadness	0.691	whakanekehia
poverty	sadness	0.690	te rawakore
hopeless	sadness	0.688	korekore
regretting	sadness	0.688	pouri
widower	sadness	0.688	pouaru
stab	sadness	0.688	wero
deserted	sadness	0.688	mokemoke
insanity	sadness	0.688	porangi
teary	sadness	0.688	roimata
hurt	sadness	0.688	mamae
terminal	sadness	0.688	kāpeka
shooting	sadness	0.688	pupuhi
banished	sadness	0.688	panaia
hospice	sadness	0.688	hōhipera
depraved	sadness	0.688	kino
nohope	sadness	0.688	nohope
sob	sadness	0.688	tangi
imprisoned	sadness	0.688	ka mauheretia
travesty	sadness	0.688	whakakino
loss	sadness	0.688	mate
hurtful	sadness	0.688	whakakino
dementia	sadness	0.688	mate pāwera
pathetic	sadness	0.688	whakapouri
neglected	sadness	0.688	waihotia
epidemic	sadness	0.688	mate urutā
illness	sadness	0.688	mate
foreveralone	sadness	0.688	mo ake tonu atu
infidelity	sadness	0.688	whakateka
dismissal	sadness	0.686	whakakorenga
alienation	sadness	0.685	whakaatea
hardship	sadness	0.685	mamaetanga
choke	sadness	0.682	kowaowao
kidnap	sadness	0.682	kāhaki
bleeding	sadness	0.673	whakaheke toto
punished	sadness	0.672	whiua
malevolent	sadness	0.672	kino
gory	sadness	0.672	pouri
wail	sadness	0.672	aue
despairing	sadness	0.672	pouri
coffin	sadness	0.672	kāwhena
disparage	sadness	0.672	whakakino
missingyou	sadness	0.672	ngaro koe
obituary	sadness	0.672	obituari
deprivation	sadness	0.672	te korenga
abortive	sadness	0.672	materoto
evil	sadness	0.672	kino
wretch	sadness	0.672	kino
imprisonment	sadness	0.672	whare herehere
outcast	sadness	0.672	kua peia
belittle	sadness	0.672	whakaiti
poison	sadness	0.672	paihana
frightful	sadness	0.672	whakamataku
decomposed	sadness	0.672	pirau
wretched	sadness	0.672	pouri
feelingdown	sadness	0.672	pouri
disabled	sadness	0.672	hauā
woefully	sadness	0.672	aue
barren	sadness	0.670	pakoko
executioner	sadness	0.667	kaiwhakamate
poisoned	sadness	0.667	kawa
disease	sadness	0.665	mate
oppress	sadness	0.664	tukino
disembodied	sadness	0.660	kore tinana
steal	sadness	0.656	tahae
jail	sadness	0.656	whare herehere
dreary	sadness	0.656	pouri
shitty	sadness	0.656	whakapouri
ailing	sadness	0.656	māuiui
