English Word	Emotion	Emotion-Intensity-Score	Portuguese Word
victorious	joy	0.812	vitorioso
lovemaking	joy	0.812	fazer amor
bonanza	joy	0.812	bonança
greatday	joy	0.812	bom dia
excellent	joy	0.812	excelente
goodtimes	joy	0.811	bons tempos
whatmakesmesmile	joy	0.811	o que me faz sorrir
happyday	joy	0.809	dia feliz
myfavorite	joy	0.804	meu favorito
thankyoulord	joy	0.803	obrigado senhor
gladness	joy	0.803	alegria
yayyy	joy	0.803	aaaa
yeahhhh	joy	0.803	sim
pleasure	joy	0.803	prazer
giggle	joy	0.802	rir
happier	joy	0.797	mais feliz
lovemylife	joy	0.797	amo minha vida
magnificence	joy	0.797	magnificência
happytweet	joy	0.797	feliz tweet
lovinlife	joy	0.797	vida amorosa
yesss	joy	0.797	sim
dancing	joy	0.797	dançando
success	joy	0.797	sucesso
grateful	joy	0.789	grato
amuse	joy	0.788	divertir
splendor	joy	0.788	esplendor
happy	joy	0.788	feliz
fun	joy	0.788	Diversão
giggling	joy	0.781	rindo
glad	joy	0.781	alegre
glorify	joy	0.781	glorificar
radiant	joy	0.781	radiante
beautiful	joy	0.781	lindo
solucky	joy	0.781	sortudo
sothankful	joy	0.781	tão grato
enchanted	joy	0.781	encantado
romance	joy	0.779	romance
perfection	joy	0.779	perfeição
christmassy	joy	0.779	natalino
heavens	joy	0.779	céus
thrilling	joy	0.776	emocionante
lovable	joy	0.773	adorável
congrats	joy	0.773	Parabéns
fiesta	joy	0.773	festa
entertain	joy	0.773	entreter
happyvalentinesday	joy	0.773	feliz Dia dos namorados
miraculous	joy	0.773	milagroso
cheers	joy	0.773	Felicidades
cheered	joy	0.773	animado
positivity	joy	0.773	positividade
funday	joy	0.772	dia divertido
enjoying	joy	0.771	desfrutando
lifeisgood	joy	0.766	a vida é boa
amused	joy	0.766	divertido
goodfeeling	joy	0.766	sentimento bom
christmasspirit	joy	0.766	espirito natalino
cuddling	joy	0.766	abraçando
smiles	joy	0.766	sorrisos
sosweet	joy	0.766	tão doce
thebest	joy	0.766	ao melhor
party	joy	0.765	Festa
delight	joy	0.765	prazer
orgasm	joy	0.765	orgasmo
positive	joy	0.761	positivo
sweetheart	joy	0.758	amada
enlighten	joy	0.758	iluminar
cheerfulness	joy	0.758	alegria
miracles	joy	0.758	milagres
giddy	joy	0.757	vertiginoso
christmastime	joy	0.757	época de Natal
gratify	joy	0.750	satisfazer
greatness	joy	0.750	grandeza
friendliness	joy	0.750	simpatia
blessings	joy	0.750	bênçãos
laughs	joy	0.750	risos
tistheseason	joy	0.750	esta é a estação
smile	joy	0.750	sorriso
pleasing	joy	0.750	agradável
romantic	joy	0.750	romântico
happyholidays	joy	0.750	boas festas
frolic	joy	0.748	brincar
jubilee	joy	0.742	jubileu
miracle	joy	0.742	milagre
enthusiasm	joy	0.742	entusiasmo
selflove	joy	0.742	amor próprio
triumph	joy	0.742	triunfo
magical	joy	0.742	mágico
rewarding	joy	0.742	recompensador
goodvibes	joy	0.742	Boas vibrações
positiveenergy	joy	0.742	energia positiva
feelgood	joy	0.736	sentir bem
prosperity	joy	0.735	prosperidade
behappy	joy	0.734	seja feliz
admiration	joy	0.734	admiração
passionate	joy	0.734	apaixonado
goodday	joy	0.734	bom dia
luxurious	joy	0.734	luxuoso
tgif	joy	0.734	tgif
victory	joy	0.734	vitória
feelinggood	joy	0.734	sentindo-se bem
enchant	joy	0.734	encantar
greatnight	joy	0.734	ótima noite
vivacious	joy	0.734	vivaz
glorification	joy	0.733	glorificação
sing	joy	0.729	canta
glowing	joy	0.729	brilhante
yessss	joy	0.728	simmm
fulfillment	joy	0.728	cumprimento
breathtaking	joy	0.728	tirar o fôlego
thankful	joy	0.727	grato
cheery	joy	0.727	alegre
santa	joy	0.727	papai noel
hurrah	joy	0.727	viva
christmasbreak	joy	0.727	Feriado de natal
win	joy	0.727	ganhar
atpeace	joy	0.727	em paz
award	joy	0.727	prêmio
merry	joy	0.727	alegre
inspiration	joy	0.725	inspiração
radiance	joy	0.725	brilho
pleased	joy	0.725	satisfeito
uplift	joy	0.723	elevar
optimistic	joy	0.723	otimista
heaven	joy	0.721	paraíso
lucky	joy	0.721	afortunado
godisgreat	joy	0.721	Deus é bom
holidays	joy	0.721	feriados
thrill	joy	0.721	emoção
congratulatory	joy	0.719	congratulatório
thriving	joy	0.719	próspero
amusement	joy	0.719	diversão
perfect	joy	0.719	perfeito
lover	joy	0.719	amante
xmas	joy	0.719	natal
heartfelt	joy	0.719	sincero
utopian	joy	0.719	utópico
lovely	joy	0.719	encantador
harmony	joy	0.719	harmonia
praising	joy	0.719	louvando
brighten	joy	0.719	iluminar
luckiest	joy	0.712	mais sortudas
merrychristmas	joy	0.712	Feliz Natal
magic	joy	0.712	Magia
achievement	joy	0.712	conquista
yay	joy	0.712	yay
holiday	joy	0.712	feriado
treasures	joy	0.712	tesouros
luxury	joy	0.712	luxo
bestfeeling	joy	0.712	melhor sentimento
intimate	joy	0.710	íntimo
soblessed	joy	0.706	tão abençoado
yaaay	joy	0.706	sim
rave	joy	0.706	delírio
chuckle	joy	0.706	rir
proud	joy	0.704	orgulhoso
winning	joy	0.703	ganhando
cherish	joy	0.703	estimar
goodnews	joy	0.703	boas notícias
fuckyeah	joy	0.703	foda-se
optimism	joy	0.703	otimismo
amazingly	joy	0.703	Surpreendentemente
lovelife	joy	0.703	vida amorosa
truelove	joy	0.703	o amor verdadeiro
beautification	joy	0.703	embelezamento
satisfying	joy	0.703	satisfatório
appreciates	joy	0.703	aprecia
cuddled	joy	0.703	abraçado
goodlife	joy	0.703	boa vida
gooood	joy	0.703	bomoo
sweetest	joy	0.703	mais doce
yaay	joy	0.700	sim
entertained	joy	0.700	entretido
excite	joy	0.697	excitar
newbeginnings	joy	0.693	novos começos
praisejesus	joy	0.691	Louve Jesus
birthday	joy	0.691	aniversário
greatfriends	joy	0.688	grandes amigas
adoration	joy	0.688	adoração
godsend	joy	0.688	dádiva de Deus
favorite	joy	0.688	favorito
content	joy	0.688	contente
entertaining	joy	0.688	divertido
honored	joy	0.688	honrado
metime	joy	0.688	metime
exquisite	joy	0.688	exótico
holidayseason	joy	0.688	temporada de férias
thankyoujesus	joy	0.688	obrigado jesus
angelic	joy	0.688	angélico
goodhealth	joy	0.682	boa saúde
majestic	joy	0.682	majestoso
luscious	joy	0.682	delicioso
memoriesiwontforget	joy	0.682	memórias que eu não vou esquecer
bestfriends	joy	0.682	melhores amigos
precious	joy	0.682	precioso
appreciated	joy	0.682	estimado
exaltation	joy	0.682	exaltação
smiled	joy	0.682	sorriu
brightens	joy	0.682	ilumina
tranquility	joy	0.679	tranqüilidade
marry	joy	0.676	casar
embrace	joy	0.676	abraçar
positively	joy	0.676	positivamente
grin	joy	0.672	sorriso
hug	joy	0.672	abraço
hilarious	joy	0.672	Hilário
dearest	joy	0.672	querido
contentment	joy	0.672	contentamento
accomplished	joy	0.672	realizado
relaxation	joy	0.672	relaxamento
bday	joy	0.672	aniversário
enliven	joy	0.672	animar
weeeee	joy	0.672	weeee
giggles	joy	0.672	risadinhas
fulfilled	joy	0.667	realizada
bountiful	joy	0.667	abundante
victor	joy	0.667	vencedor
adore	joy	0.667	adorar
boisterous	joy	0.667	turbulento
fulfill	joy	0.664	Preencha
cuddles	joy	0.662	abraços
prosperous	joy	0.660	próspero
appreciation	joy	0.656	apreciação
serenity	joy	0.656	serenidade
happynewyear	joy	0.656	feliz Ano Novo
humor	joy	0.656	humor
satisfy	joy	0.656	satisfazer
besties	joy	0.656	melhores amigos
encouraged	joy	0.656	encorajado
captivate	joy	0.656	cativar
christmaseve	joy	0.656	véspera de Natal
glow	joy	0.656	brilho
romanticism	joy	0.656	romantismo
innerpeace	joy	0.656	paz interior
pleasant	joy	0.656	prazeroso
praises	joy	0.652	elogios
abundance	joy	0.652	abundância
fortunes	joy	0.652	fortunas
engaged	joy	0.652	noivo
praised	joy	0.652	elogiado
relaxing	joy	0.652	relaxante
treasure	joy	0.652	tesouro
satisfaction	joy	0.652	satisfação
nothingbetter	joy	0.647	nada melhor
affection	joy	0.647	afeição
relieved	joy	0.647	aliviado
complement	joy	0.647	complemento
carnival	joy	0.643	carnaval
priceless	joy	0.641	impagável
uplifting	joy	0.641	inspirador
sensuality	joy	0.641	sensualidade
saintly	joy	0.641	santo
champion	joy	0.641	campeão
thanksgiving	joy	0.641	Ação de graças
harmoniously	joy	0.641	harmoniosamente
wedding	joy	0.641	Casamento
achieve	joy	0.641	alcançar
divine	joy	0.641	divino
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	lua de mel
exalt	joy	0.636	exaltar
twinkle	joy	0.636	cintilação
comforting	joy	0.636	reconfortante
felicity	joy	0.636	felicidade
peaceful	joy	0.636	pacífico
climax	joy	0.636	clímax
winner	joy	0.636	vencedora
reverie	joy	0.636	devaneio
yayy	joy	0.636	yayy
cuddle	joy	0.636	abraçar
xoxo	joy	0.634	Xoxo
stargazing	joy	0.625	observação de estrelas
festival	joy	0.625	festival
sweet	joy	0.625	doce
generosity	joy	0.625	generosidade
brighter	joy	0.625	mais brilhante
praisegod	joy	0.625	louve a Deus
gorgeous	joy	0.625	linda
hearts	joy	0.625	corações
amusing	joy	0.625	divertido
fondness	joy	0.625	carinho
snuggling	joy	0.625	aconchegar
reward	joy	0.625	recompensa
sex	joy	0.622	sexo
kind	joy	0.621	Gentil
genial	joy	0.621	genial
parade	joy	0.621	parada
applause	joy	0.621	aplausos
beauty	joy	0.621	beleza
fulfilling	joy	0.618	satisfatório
aspiring	joy	0.618	aspirante
newlife	joy	0.618	vida nova
godbless	joy	0.616	Deus abençoe
virtuous	joy	0.613	virtuoso
kiss	joy	0.610	beijo
christmas	joy	0.609	Natal
rainbows	joy	0.609	arco-íris
elegance	joy	0.609	elegância
generous	joy	0.609	generoso
super	joy	0.609	super
playful	joy	0.609	brincalhão
enlightenment	joy	0.609	iluminação
praiseworthy	joy	0.609	louvável
awards	joy	0.609	prêmios
adorable	joy	0.609	adorável
rekindle	joy	0.609	reacender
winnings	joy	0.609	ganhos
independence	joy	0.607	independência
amour	joy	0.607	amor
kindness	joy	0.606	gentileza
surprises	joy	0.606	surpresas
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilaridade
wonder	joy	0.606	maravilha
freely	joy	0.606	livremente
successful	joy	0.606	bem sucedido
inspired	joy	0.606	inspirado
onelove	joy	0.606	um amor
whimsical	joy	0.603	caprichoso
entertainment	joy	0.603	entretenimento
passion	joy	0.603	paixão
stressfree	joy	0.601	sem estresse
beautify	joy	0.601	embelezar
sunrise	joy	0.600	nascer do sol
godisgood	joy	0.597	Deus é bom
goodmusic	joy	0.594	boa música
revere	joy	0.594	reverenciar
whoo	joy	0.594	uau
fanfare	joy	0.594	fanfarra
inspire	joy	0.594	inspirar
angel	joy	0.594	anjo
thankgod	joy	0.594	graças a Deus
goodies	joy	0.594	guloseimas
jesus	joy	0.594	Jesus
accomplishment	joy	0.594	realização
snuggled	joy	0.594	aconchegado
peacefully	joy	0.594	pacificamente
flirt	joy	0.594	flerte
friendship	joy	0.591	amizade
singing	joy	0.591	cantando
heroic	joy	0.591	heróico
exalted	joy	0.591	exaltado
fortune	joy	0.591	fortuna
highest	joy	0.591	Altíssima
summer	joy	0.591	verão
contented	joy	0.588	contente
rollicking	joy	0.588	brincalhão
overflowing	joy	0.588	transbordante
woot	joy	0.588	woot
accolade	joy	0.586	elogio
hope	joy	0.586	ter esperança
cozy	joy	0.583	aconchegante
delicious	joy	0.579	delicioso
raving	joy	0.578	delirante
thelife	joy	0.578	a vida
darling	joy	0.578	querida
sensuous	joy	0.578	sensual
picturesque	joy	0.578	pitoresco
friendly	joy	0.578	amigáveis
everlasting	joy	0.578	eterno
praise	joy	0.578	elogio
ambition	joy	0.578	ambição
sparkle	joy	0.577	brilhar
sensual	joy	0.576	sensual
peace	joy	0.576	Paz
flattering	joy	0.576	lisonjeiro
grace	joy	0.576	graça
luckygirl	joy	0.576	garota de sorte
heroism	joy	0.576	heroísmo
succeeding	joy	0.576	tendo sucesso
yeahhh	joy	0.576	sim
special	joy	0.574	especial
livelife	joy	0.574	viver a Vida
tantalizing	joy	0.572	tentador
pumped	joy	0.567	bombeado
yey	joy	0.562	sim
surprise	joy	0.562	surpresa
sunny	joy	0.562	ensolarado
prevail	joy	0.562	prevalecer
revels	joy	0.562	festeja
humorous	joy	0.562	humorístico
sweets	joy	0.562	doces
liking	joy	0.562	gosto
admirable	joy	0.562	admirável
superstar	joy	0.562	Super estrela
relax	joy	0.562	relaxar
prosper	joy	0.562	prosperar
hero	joy	0.562	herói
hugs	joy	0.562	abraços
worthwhile	joy	0.562	que vale a pena
newyear	joy	0.561	ano Novo
tenderness	joy	0.561	ternura
bless	joy	0.561	abençoar
favorable	joy	0.561	favorável
freedom	joy	0.561	liberdade
masterpiece	joy	0.561	obra-prima
dreams	joy	0.559	sonhos
hopeful	joy	0.559	esperançoso
home	joy	0.559	casa
cruising	joy	0.556	cruzeiro
gracias	joy	0.554	gracias
faithfulness	joy	0.553	fidelidade
eagerness	joy	0.552	ânsia
closeness	joy	0.552	proximidade
sunshine	joy	0.551	brilho do sol
comfy	joy	0.551	confortável
vacation	joy	0.547	período de férias
celestial	joy	0.547	celestial
good	joy	0.547	Boa
elite	joy	0.547	elite
illuminate	joy	0.547	iluminar
confidence	joy	0.547	confiança
mistletoe	joy	0.547	visco
daughter	joy	0.547	filha
lifted	joy	0.547	levantado
goodmorning	joy	0.547	bom Dia
zeal	joy	0.547	zelo
gifts	joy	0.547	presentes
gift	joy	0.547	Presente
astonishment	joy	0.547	espanto
heart	joy	0.547	coração
completion	joy	0.547	conclusão
bonus	joy	0.547	bônus
charmed	joy	0.546	Encantado
dance	joy	0.545	dança
sublime	joy	0.545	sublime
recreation	joy	0.545	lazer
encouragement	joy	0.545	encorajamento
god	joy	0.545	Deus
gush	joy	0.545	jorrar
freshstart	joy	0.544	novo começo
free	joy	0.544	gratuitamente
savior	joy	0.543	salvador
sanctuary	joy	0.541	santuário
grandchildren	joy	0.540	netos
wellness	joy	0.537	bem estar
revel	joy	0.534	deleitar-se
music	joy	0.531	música
fab	joy	0.531	fabuloso
bridal	joy	0.531	nupcial
soar	joy	0.531	disparar
alive	joy	0.531	vivo
money	joy	0.531	dinheiro
soothing	joy	0.531	suavizante
serene	joy	0.531	sereno
holiness	joy	0.531	santidade
inspirational	joy	0.531	inspirador
matrimony	joy	0.531	matrimônio
dayoff	joy	0.531	folga
savor	joy	0.531	saborear
vitality	joy	0.531	vitalidade
confident	joy	0.531	confiante
firstborn	joy	0.531	primogênito
rainbow	joy	0.531	arco Iris
liberation	joy	0.531	libertação
elegant	joy	0.530	elegante
mastery	joy	0.530	domínio
glimmer	joy	0.530	vislumbre
illumination	joy	0.530	iluminação
blossom	joy	0.530	florescer
warmth	joy	0.530	cordialidade
welcomed	joy	0.530	bem-vindo
treat	joy	0.529	tratar
faithful	joy	0.529	fiel
snuggles	joy	0.522	aconchego
laurels	joy	0.521	louros
commendable	joy	0.519	louvável
succeed	joy	0.516	ter sucesso
jingle	joy	0.516	tinir
zest	joy	0.516	entusiasmo
noschool	joy	0.516	sem escola
brotherly	joy	0.516	fraternal
silly	joy	0.516	boba
abundant	joy	0.516	abundante
fancy	joy	0.516	gostar
resplendent	joy	0.516	resplandecente
strengthening	joy	0.516	Reforço
presents	joy	0.516	presentes
pride	joy	0.516	orgulho
almighty	joy	0.516	todo-poderoso
powerful	joy	0.516	poderoso
aspire	joy	0.516	aspirar
remarkable	joy	0.516	notável
greeted	joy	0.516	saudado
thanking	joy	0.515	agradecendo
cutie	joy	0.515	gracinha
kudos	joy	0.515	parabéns
therapeutic	joy	0.515	terapêutico
zen	joy	0.515	zen
coronation	joy	0.515	coroação
complete	joy	0.515	completo
shining	joy	0.515	brilhando
spirit	joy	0.515	espírito
princely	joy	0.515	principesco
vivid	joy	0.515	vívido
comfort	joy	0.515	conforto
leisure	joy	0.515	lazer
reunited	joy	0.515	reunido
kid	joy	0.515	miúdo
newme	joy	0.515	novo eu
payday	joy	0.515	dia do pagamento
animated	joy	0.515	animado
familytime	joy	0.515	tempo para a família
relationship	joy	0.514	relação
godly	joy	0.514	piedoso
marriage	joy	0.514	casado
daymade	joy	0.514	diurno
spouse	joy	0.507	cônjuge
intimately	joy	0.507	intimamente
respect	joy	0.500	respeito
bloom	joy	0.500	florescer
purr	joy	0.500	ronronar
carefree	joy	0.500	despreocupado
nature	joy	0.500	natureza
encourage	joy	0.500	encorajar
soulful	joy	0.500	comovente
refreshed	joy	0.500	atualizado
family	joy	0.500	família
gem	joy	0.500	gema
meritorious	joy	0.500	meritório
achieved	joy	0.500	alcançou
motherhood	joy	0.500	maternidade
holyspirit	joy	0.500	Espírito Santo
surreal	joy	0.500	surreal
charitable	joy	0.500	caridoso
teamjesus	joy	0.500	equipe jesus
stressrelief	joy	0.500	alívio de estresse
erotic	joy	0.500	erótico
inviting	joy	0.500	convidativo
baby	joy	0.500	bebê
dignity	joy	0.500	dignidade
satisfied	joy	0.500	satisfeito
visionary	joy	0.500	visionário
memorable	joy	0.500	memorável
veracity	joy	0.500	veracidade
healthy	joy	0.500	saudável
welcoming	joy	0.500	acolhedor
diamond	joy	0.500	diamante
christ	joy	0.500	Cristo
beach	joy	0.500	de praia
accomplish	joy	0.500	concluir
friends	joy	0.500	amigos
excel	joy	0.500	sobressair
health	joy	0.493	saúde
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	aprovado
oasis	joy	0.486	oásis
liberty	joy	0.486	liberdade
crowning	joy	0.485	coroando
aspiration	joy	0.485	aspiração
privileged	joy	0.485	privilegiado
crescendo	joy	0.485	crescendo
rapture	joy	0.485	êxtase
liberate	joy	0.485	libertar
nocomplaints	joy	0.485	sem reclamações
prestige	joy	0.485	prestígio
bounty	joy	0.485	recompensa
gentle	joy	0.485	□ Gentil
inseparable	joy	0.485	inseparável
engaging	joy	0.485	noivando
loyal	joy	0.485	leal
betrothed	joy	0.485	noivo
transcendence	joy	0.484	transcendência
selfworth	joy	0.484	autovalorização
yummy	joy	0.484	gostoso
datenight	joy	0.484	encontro a noite
destiny	joy	0.484	destino
heyday	joy	0.484	auge
aloha	joy	0.484	aloha
desire	joy	0.484	desejo
dream	joy	0.484	Sonhe
luck	joy	0.484	sorte
fete	joy	0.484	festa
trophy	joy	0.484	troféu
bouquet	joy	0.484	ramalhete
chocolate	joy	0.484	chocolate
creativity	joy	0.484	criatividade
boyfriend	joy	0.480	namorado
commemoration	joy	0.479	comemoração
intelligence	joy	0.477	inteligência
readiness	joy	0.473	prontidão
friend	joy	0.471	amigo
bride	joy	0.471	noiva
enthusiast	joy	0.471	entusiasta
lush	joy	0.470	exuberante
inheritance	joy	0.470	herança
soothe	joy	0.470	acalmar
tickle	joy	0.470	cócegas
kiddo	joy	0.470	garoto
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	massagem
calming	joy	0.470	calmante
adventure	joy	0.470	aventura
pretty	joy	0.469	bonito
purring	joy	0.469	ronronar
eternal	joy	0.469	eterno
humanitarian	joy	0.469	humanitário
nurture	joy	0.469	nutrir
giving	joy	0.469	dando
rest	joy	0.469	descanso
getaway	joy	0.469	fugir
goals	joy	0.469	metas
pray	joy	0.469	rezar
bridegroom	joy	0.469	noivo
heartily	joy	0.469	cordialmente
luster	joy	0.469	brilho
bonding	joy	0.469	vínculo
princess	joy	0.469	Princesa
amicable	joy	0.469	amigável
benevolence	joy	0.469	benevolência
child	joy	0.466	filho
salutary	joy	0.465	salutar
invite	joy	0.457	convidar
beam	joy	0.456	feixe
reminiscing	joy	0.456	relembrando
befriend	joy	0.455	fazer amizade
aesthetics	joy	0.455	estética
friday	joy	0.455	Sexta-feira
freshair	joy	0.455	ar fresco
ceremony	joy	0.455	cerimônia
kindred	joy	0.455	parentesco
mindfulness	joy	0.455	atenção plena
sonice	joy	0.455	tão legal
elevation	joy	0.455	elevação
tropical	joy	0.455	tropical
scholarship	joy	0.455	Bolsa de estudo
hee	joy	0.455	hee
noworries	joy	0.453	sem problemas
allure	joy	0.453	fascínio
approve	joy	0.453	aprovar
scenery	joy	0.453	cenário
waterfall	joy	0.453	cascata
vindication	joy	0.453	vindicação
namaste	joy	0.453	namastê
commemorate	joy	0.453	comemorar
faith	joy	0.453	fé
birth	joy	0.453	nascimento
forgiveness	joy	0.453	perdão
journey	joy	0.447	jornada
meditation	joy	0.446	meditação
relaxed	joy	0.442	relaxado
present	joy	0.441	presente
weekend	joy	0.441	fim de semana
tender	joy	0.441	macio
tranquil	joy	0.441	tranquilo
lyrical	joy	0.439	lírico
sharing	joy	0.439	compartilhamento
esteem	joy	0.439	estima
nostalgic	joy	0.439	nostálgico
prayer	joy	0.439	oração
righteousness	joy	0.439	justiça
husband	joy	0.438	esposo
relief	joy	0.438	alívio
strength	joy	0.438	força
mighty	joy	0.438	poderoso
unbeaten	joy	0.438	invicto
eager	joy	0.438	ansioso
share	joy	0.438	compartilhar
newday	joy	0.438	novo dia
sonnet	joy	0.438	soneto
meditate	joy	0.438	meditar
life	joy	0.438	vida
winterbreak	joy	0.429	férias de inverno
warm	joy	0.429	caloroso
movingforward	joy	0.429	avançando
buddy	joy	0.427	camarada
oneness	joy	0.426	unidade
unconstrained	joy	0.424	irrestrito
amen	joy	0.424	um homem
reverence	joy	0.424	reverência
healthful	joy	0.424	saudável
thelittlethings	joy	0.424	as pequenas coisas
medal	joy	0.424	medalha
unsurpassed	joy	0.424	insuperável
