English Word	Emotion	Emotion-Intensity-Score	Irish Word
pure	joy	0.364	íon
improve	joy	0.364	feabhas
authentic	joy	0.364	barántúla
moonlight	joy	0.364	gealach
weightloss	joy	0.362	meáchain caillteanas
raspberries	joy	0.360	sútha craobh
feeling	joy	0.359	mothú
jest	joy	0.359	jest
independent	joy	0.359	neamhspleách
sanctify	joy	0.359	naomhaigh
devotional	joy	0.359	deabhóideach
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	oilteacht
listenting	joy	0.359	ag éisteacht
fidelity	joy	0.359	dílseacht
revival	joy	0.359	athbheochan
giver	joy	0.353	tabharthóir
cocoa	joy	0.353	cócó
deliverance	joy	0.348	saoradh
melody	joy	0.348	séis
unification	joy	0.348	aontú
romp	joy	0.348	romp
purpose	joy	0.348	cuspóir
choral	joy	0.348	córúil
exceed	joy	0.348	dul thar
dolphin	joy	0.348	Deilf
roaring	joy	0.348	roaring
favor	joy	0.348	fabhar
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	voluptuous
fruits	joy	0.344	torthaí
cookies	joy	0.344	fianáin
manicure	joy	0.344	manicure
nowork	joy	0.344	gan obair
date	joy	0.344	dáta
newstart	joy	0.344	tús nua
hedonism	joy	0.344	héadónachas
pledge	joy	0.344	gealltanas
electric	joy	0.344	Leictreach
humble	joy	0.344	humhal
roadtrip	joy	0.344	turas bóthair
thx	joy	0.344	thx
kiddos	joy	0.344	páistí
celebrity	joy	0.342	cáil
bridesmaid	joy	0.338	bridesmaid
rhythm	joy	0.338	rithim
spa	joy	0.333	spa
snowday	joy	0.333	lá sneachta
familiarity	joy	0.333	aithne
coffee	joy	0.333	caife
edification	joy	0.333	eagna
garden	joy	0.333	gairdín
renovation	joy	0.333	athchóiriú
dawn	joy	0.333	breacadh an lae
connoisseur	joy	0.333	connoisseoir
gazing	joy	0.333	ag amharc
obliging	joy	0.333	oibleagáid
partner	joy	0.333	comhpháirtí
foodie	joy	0.331	biaie
synchronize	joy	0.329	sioncronaigh
tribulation	joy	0.328	tribulation
psalm	joy	0.328	salm
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	Gan aiféala
chirping	joy	0.328	chirping
saint	joy	0.328	naomh
healing	joy	0.328	leighis
carol	joy	0.328	carúl
true	joy	0.328	fíor
hobby	joy	0.328	caitheamh aimsire
amnesty	joy	0.328	ollmhaithiúnas
respite	joy	0.324	faoisimh
recreational	joy	0.318	caitheamh aimsire
cousins	joy	0.318	col ceathracha
mellow	joy	0.318	caol
restorative	joy	0.318	aisiríoch
lazyday	joy	0.318	lá leisciúil
classics	joy	0.318	clasaicí
reconciliation	joy	0.316	athmhuintearas
woods	joy	0.312	coillte
progression	joy	0.312	dul chun cinn
muchneeded	joy	0.312	ag teastáil go géar
sterling	joy	0.312	steirling
dove	joy	0.312	colm
simplify	joy	0.312	shimpliú
fitness	joy	0.312	aclaíochta
sunset	joy	0.312	luí na gréine
wisdom	joy	0.312	eagna
relight	joy	0.312	athlasadh
living	joy	0.312	beo
presto	joy	0.312	presto
playhouse	joy	0.312	teach súgartha
superman	joy	0.312	sárfhear
pony	joy	0.312	chapaillíní
recovery	joy	0.312	téarnamh
crafts	joy	0.312	Ceardaíocht
lord	joy	0.312	tiarna
deal	joy	0.312	déileáil
improvement	joy	0.309	feabhsú
infant	joy	0.309	naíonán
absolution	joy	0.306	fuadach
honest	joy	0.303	macánta
gently	joy	0.303	go réidh
banquet	joy	0.303	féasta
established	joy	0.303	bunaithe
endless	joy	0.303	gan deireadh
decorating	joy	0.303	maisiú
providing	joy	0.300	ag soláthar
lounging	joy	0.297	lounging
growth	joy	0.297	fás
strolling	joy	0.297	ag spaisteoireacht
feat	joy	0.297	feat
morals	joy	0.297	mhoráltacht
mine	joy	0.297	mianach
spending	joy	0.297	caitheamh
light	joy	0.297	éadrom
spiritual	joy	0.297	spioradálta
quaint	joy	0.297	ceint
fraternal	joy	0.297	bráthair
notable	joy	0.297	suntasach
softly	joy	0.297	go bog
harvest	joy	0.297	fómhar
yearning	joy	0.297	blian
breeze	joy	0.297	breab
joker	joy	0.297	magadh
meditating	joy	0.297	ag machnamh
fervor	joy	0.295	feall
quotes	joy	0.294	Sleachta
volunteer	joy	0.294	deonach
gain	joy	0.288	gnóthachan
resources	joy	0.288	acmhainní
create	joy	0.288	chruthú
psalms	joy	0.288	sailm
hippie	joy	0.288	hippie
taoism	joy	0.288	taoism
midwife	joy	0.288	cnáimhseach
receiving	joy	0.287	ag fáil
snowfall	joy	0.286	sneachta
ocean	joy	0.286	aigéan
lsd	joy	0.286	lsd
hiking	joy	0.283	fánaíocht
evergreen	joy	0.281	síorghlas
destination	joy	0.281	ceann scríbe
candid	joy	0.281	cantalach
unwind	joy	0.281	scaoileadh
truce	joy	0.281	sos cogaidh
toast	joy	0.281	tósta
chill	joy	0.281	fuaraigh
infinity	joy	0.281	éigríoch
rested	joy	0.281	quieuit
buzzing	joy	0.281	buzzing
venerable	joy	0.279	venerable
balance	joy	0.275	cothromaíocht
retirement	joy	0.275	scoir
fireplace	joy	0.273	teallach
buddha	joy	0.273	buddha
devout	joy	0.273	diabhail
drinks	joy	0.273	deochanna
rapt	joy	0.273	éigniú
swim	joy	0.273	snámh
compensate	joy	0.273	cúiteamh
snowing	joy	0.271	ag cur sneachta
sublimation	joy	0.270	sublimation
fruity	joy	0.268	torthúil
sunday	joy	0.266	dé domhnaigh
sketching	joy	0.266	sceitseáil
paragon	joy	0.266	paragon
humility	joy	0.266	umhlaíocht
ministry	joy	0.266	aireacht
waves	joy	0.266	tonnta
cathedral	joy	0.266	ardeaglais
sun	joy	0.266	ghrian
yoga	joy	0.266	ióga
fortitude	joy	0.266	daingne
salute	joy	0.266	cúirtéis
buddhism	joy	0.266	búdachas
whim	joy	0.266	whim
artwork	joy	0.265	saothar ealaíne
practiced	joy	0.264	chleachtadh
clean	joy	0.260	glan
running	joy	0.258	ag rith
clarity	joy	0.258	soiléireacht
found	joy	0.258	fuarthas
fitting	joy	0.258	feistiú
immerse	joy	0.258	thumadh
exercise	joy	0.258	aclaíocht
food	joy	0.258	bia
autumn	joy	0.254	fómhar
fit	joy	0.250	oiriúnach
morning	joy	0.250	maidin
contagious	joy	0.250	tógálach
outdoors	joy	0.250	amuigh
hardy	joy	0.250	crua
candles	joy	0.250	coinnle
advocacy	joy	0.250	Abhcóideacht
countryside	joy	0.250	tuath
demonstrative	joy	0.250	taispeántach
football	joy	0.250	peil
chirp	joy	0.250	chirp
chilled	joy	0.250	fuaraithe
undying	joy	0.250	undying
visitor	joy	0.250	cuairteoir
clap	joy	0.250	bualadh bos
diary	joy	0.250	dialann
ardent	joy	0.250	arda
expedient	joy	0.250	fóirsteanach
mountain	joy	0.250	sliabh
cradle	joy	0.247	chliabhán
trance	joy	0.246	trance
intense	joy	0.242	dian
procession	joy	0.242	mórshiúl
church	joy	0.242	eaglais
pay	joy	0.242	pá
supremacy	joy	0.242	ardcheannas
preservative	joy	0.242	leasaitheach
grow	joy	0.242	fás
breakfast	joy	0.242	bricfeasta
consecration	joy	0.235	coisrigeadh
salary	joy	0.234	tuarastal
lifetime	joy	0.234	feadh an tsaoil
incense	joy	0.234	tuisle
ordination	joy	0.234	ordú
snowy	joy	0.234	sneachta
art	joy	0.234	ealaín
nursery	joy	0.234	naíonra
skiing	joy	0.234	sciáil
candle	joy	0.234	coinneal
doll	joy	0.234	bábóg
vote	joy	0.234	vóta
humbled	joy	0.234	humhal
lyre	joy	0.234	lire
pastry	joy	0.229	taosrán
remedy	joy	0.227	leigheas
chilling	joy	0.227	fuarú
firefly	joy	0.227	cuileog
rescue	joy	0.225	tarrthála
camping	joy	0.221	campála
perspective	joy	0.221	peirspictíocht
orchestra	joy	0.221	ceolfhoirne
orchard	joy	0.221	úllord
breezy	joy	0.219	gaofar
gardens	joy	0.219	gairdíní
castle	joy	0.219	caisleán
lamb	joy	0.219	uan
possess	joy	0.219	seilbh
bouttime	joy	0.212	am bout
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	ceol tíre
teach	joy	0.212	mhúineadh
brisk	joy	0.212	brisg
ribbon	joy	0.212	ribín
raindrops	joy	0.212	braon báistí
mucis	joy	0.212	mucis
repay	joy	0.212	aisíoc
listneing	joy	0.212	ag éisteacht
nap	joy	0.206	nap
legalized	joy	0.203	dleathach
unexpected	joy	0.203	gan choinne
vernal	joy	0.203	vernal
chant	joy	0.203	cantaireacht
hire	joy	0.203	fruiliú
uncontrollable	joy	0.203	neamhrialaithe
stillness	joy	0.203	socracht
lights	joy	0.203	soilse
cove	joy	0.203	cuas
save	joy	0.200	shábháil
pastor	joy	0.197	sagart
atone	joy	0.197	atóin
symmetry	joy	0.197	siméadracht
trees	joy	0.197	crainn
oneday	joy	0.197	lá amháin
scripture	joy	0.196	scrioptúr
mountains	joy	0.194	sléibhte
craziness	joy	0.188	mire
tea	joy	0.188	tae
walking	joy	0.188	ag siúl
whiteness	joy	0.188	ghile
sympathetic	joy	0.188	báúil
forefathers	joy	0.188	sinsir
pathway	joy	0.188	cosán
custom	joy	0.188	saincheaptha
quiet	joy	0.188	ciúin
liquor	joy	0.188	meisciúla
soppy	joy	0.188	soip
patient	joy	0.186	othar
movingon	joy	0.182	ag leanuint ar aghaidh
score	joy	0.182	scór
dollhouse	joy	0.182	teach bábóige
bath	joy	0.182	folctha
supporter	joy	0.180	tacadóir
accompaniment	joy	0.179	tionlacan
pursuit	joy	0.176	tóir
outburst	joy	0.176	sceith
frosty	joy	0.174	sioc
luncheon	joy	0.172	lón
service	joy	0.172	seirbhíse
workout	joy	0.172	oibriú amach
closure	joy	0.172	dúnadh
wintery	joy	0.172	geimhridh
civilized	joy	0.169	sibhialta
wages	joy	0.169	páigh
december	joy	0.167	nollaig
fain	joy	0.167	fain
glide	joy	0.162	Sleamhnaigh
acrobat	joy	0.162	acrobat
finally	joy	0.157	ar deireadh
chai	joy	0.156	cai
obtainable	joy	0.156	infhaighte
elf	joy	0.156	elf
peppermint	joy	0.156	lus an phiobair
break	joy	0.156	briseadh
reproductive	joy	0.156	atáirgthe
stroll	joy	0.156	spaisteoireacht
organization	joy	0.156	eagraíocht
bathtub	joy	0.156	bathtub
advent	joy	0.152	teacht
measured	joy	0.152	tomhaiste
balm	joy	0.152	balm
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	olaí
tan	joy	0.141	tan
simple	joy	0.141	simplí
bubble	joy	0.141	mboilgeog
beer	joy	0.141	beoir
green	joy	0.137	glas
makingdisciples	joy	0.136	ag déanamh dheisceabail
buss	joy	0.136	bus
books	joy	0.136	leabhair
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	sreabha
silence	joy	0.127	ciúnas
bookstore	joy	0.125	siopa leabhar
solitude	joy	0.125	uaigneas
roadster	joy	0.125	ródaire
circumstances	joy	0.125	imthosca
wine	joy	0.125	fíona
soak	joy	0.121	soak
priesthood	joy	0.121	sagartacht
japan	joy	0.121	an tseapáin
wilderness	joy	0.121	fásach
critical	joy	0.116	criticiúil
neutral	joy	0.114	neodrach
hunting	joy	0.109	seilg
sand	joy	0.109	gaineamh
opera	joy	0.109	ceoldráma
weight	joy	0.109	meáchan
wind	joy	0.109	gaoth
untie	joy	0.109	scaoil
labor	joy	0.106	saothair
classical	joy	0.106	clasaiceach
lake	joy	0.103	loch
affliction	joy	0.103	aimhreas
organ	joy	0.094	orgán
dwelling	joy	0.094	teaghais
tree	joy	0.090	crann
pond	joy	0.089	lochán
marrow	joy	0.078	smior
latte	joy	0.078	laitís
sipping	joy	0.076	sileadh
benign	joy	0.074	neamhurchóideach
majority	joy	0.073	tromlach
leaf	joy	0.065	duilleog
troubles	joy	0.062	trioblóid
basketball	joy	0.062	cispheil
explosions	joy	0.061	pléascanna
cream	joy	0.061	uachtar
shepherd	joy	0.058	aoire
tuesday	joy	0.047	dé máirt
turbulence	joy	0.045	suaiteacht
calf	joy	0.040	lao
hardship	joy	0.031	cruatan
unhappiness	joy	0.016	míshásta
sixty	joy	0.016	seasca
mourning	sadness	0.969	ag caoineadh
heartbreaking	sadness	0.969	briseadh croí
tragic	sadness	0.961	tragóideach
holocaust	sadness	0.953	uileloscadh
suicidal	sadness	0.941	féinmharfach
misery	sadness	0.938	truaighe
massacre	sadness	0.931	masla
euthanasia	sadness	0.927	eotanáis
depression	sadness	0.925	dúlagar
grieving	sadness	0.922	ag caoineadh
bereavement	sadness	0.922	méala
fatal	sadness	0.922	marfach
bereaved	sadness	0.920	méala
devastation	sadness	0.917	léirscrios
death	sadness	0.915	bás
devastated	sadness	0.912	millte
suicide	sadness	0.912	féinmharú
catastrophe	sadness	0.911	tubaiste
horrifying	sadness	0.907	uafás
died	sadness	0.906	fuair bás
tragedy	sadness	0.906	tragóid
depressing	sadness	0.906	dubhach
anguish	sadness	0.902	anachain
agony	sadness	0.900	cráite
deadly	sadness	0.898	marfach
weeping	sadness	0.896	ag gol
stillbirth	sadness	0.891	marbh-bhreith
deceased	sadness	0.891	éagaigh
murderer	sadness	0.877	dúnmharfóir
cancer	sadness	0.875	ailse
dying	sadness	0.875	ag fáil bháis
rape	sadness	0.875	éigniú
devastating	sadness	0.875	tubaisteach
morbidity	sadness	0.864	galracht
sadness	sadness	0.864	brón
execution	sadness	0.859	forghníomhú
traumatic	sadness	0.859	trámach
perish	sadness	0.859	bás
grief	sadness	0.859	dólás
abandonment	sadness	0.859	tréigean
atrocity	sadness	0.859	achrann
crucifixion	sadness	0.859	céasadh
depressed	sadness	0.859	dubhach
cadaver	sadness	0.853	cadaver
treachery	sadness	0.848	feall
betrayed	sadness	0.848	feall
grieve	sadness	0.844	brón
suffering	sadness	0.844	fulaingt
funeral	sadness	0.844	sochraide
destroyed	sadness	0.844	scriosta
homicide	sadness	0.844	dúnmharú
hopelessness	sadness	0.844	gan dóchas
slaughtering	sadness	0.844	marú
persecution	sadness	0.844	géarleanúint
murderous	sadness	0.844	dúnmharfach
sorrow	sadness	0.844	brón
miserable	sadness	0.844	truagh
sad	sadness	0.844	brónach
horrific	sadness	0.844	uafásach
unhappiness	sadness	0.839	míshásta
bloodshed	sadness	0.836	doirteadh fola
crippled	sadness	0.836	crippled
carnage	sadness	0.833	carnage
pained	sadness	0.833	pianta
manslaughter	sadness	0.833	dúnorgain
unbearable	sadness	0.830	dofhulaingthe
stillborn	sadness	0.830	marbhbheirthe
morbid	sadness	0.828	galrach
annihilation	sadness	0.828	díothú
helplessness	sadness	0.828	gan chabhair
mourn	sadness	0.828	caoineadh
murder	sadness	0.828	dúnmharú
slavery	sadness	0.828	sclábhaíocht
abandoned	sadness	0.828	tréigthe
horrors	sadness	0.828	uafáis
mutilation	sadness	0.828	ciorrú
annihilated	sadness	0.828	díothaithe
casualty	sadness	0.828	taisme
enslaved	sadness	0.828	sclábhaithe
sickness	sadness	0.828	breoiteachta
torment	sadness	0.828	crá
miscarriage	sadness	0.824	iomrall
starvation	sadness	0.819	ocras
mournful	sadness	0.812	caoineadh
sadly	sadness	0.812	faraor
famine	sadness	0.812	gorta
burial	sadness	0.812	adhlacadh
distraught	sadness	0.812	suaite
failure	sadness	0.812	teip
killing	sadness	0.812	marú
despair	sadness	0.812	éadóchas
cruelty	sadness	0.812	cruálacht
saddens	sadness	0.812	brón
oppression	sadness	0.812	cos ar bolg
heartache	sadness	0.812	crá croí
terrorism	sadness	0.812	sceimhlitheoireacht
disgrace	sadness	0.812	náire
childloss	sadness	0.812	caillteanas linbh
bloody	sadness	0.806	fuilteach
perishing	sadness	0.804	básaithe
inhumanity	sadness	0.804	mídhaonnacht
malignancy	sadness	0.803	urchóideacht
mortification	sadness	0.802	mortadh
slave	sadness	0.797	sclábhaí
lifeless	sadness	0.797	gan bheatha
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	go suarach
assassination	sadness	0.797	feallmharú
perished	sadness	0.797	básaithe
kill	sadness	0.797	mharú
devastate	sadness	0.797	scrios
dreadful	sadness	0.797	suarach
mortuary	sadness	0.797	marbhlann
leukemia	sadness	0.797	leoicéime
lethal	sadness	0.797	marfach
desolation	sadness	0.797	léirscrios
gallows	sadness	0.797	chroich
brokenheart	sadness	0.792	croí briste
banishment	sadness	0.790	díothú
afflict	sadness	0.789	aimhreas
disheartened	sadness	0.788	dishearted
bury	sadness	0.781	adhlacadh
terrorize	sadness	0.781	sceimhle
crying	sadness	0.781	ag caoineadh
demoralized	sadness	0.781	diomailt
tumour	sadness	0.781	meall
heartbreak	sadness	0.781	briseadh croí
desecration	sadness	0.781	desecration
die	sadness	0.773	bás
lynch	sadness	0.773	lions
sufferer	sadness	0.770	fulaingt
fatality	sadness	0.766	bás
diseased	sadness	0.766	ghalraithe
doomed	sadness	0.766	doomed
fearful	sadness	0.766	eaglach
destitute	sadness	0.766	díomhaoin
abortion	sadness	0.766	ginmhilleadh
condolence	sadness	0.766	comhbhrón
torture	sadness	0.766	chéasadh
dismemberment	sadness	0.766	dismemberment
slayer	sadness	0.766	maraí
loneliness	sadness	0.766	uaigneas
cemetery	sadness	0.766	reilig
moribund	sadness	0.758	moribund
painfully	sadness	0.758	go pianmhar
disaster	sadness	0.758	Tubaiste
depress	sadness	0.755	dubhach
condemnation	sadness	0.754	cáineadh
obliteration	sadness	0.750	díothú
damnation	sadness	0.750	damanta
sorrowful	sadness	0.750	brón
desperation	sadness	0.750	éadóchais
cry	sadness	0.750	caoin
terrorist	sadness	0.750	sceimhlitheoir
painful	sadness	0.750	pianmhar
abduction	sadness	0.750	fuadach
incest	sadness	0.750	ciorrú coil
corpse	sadness	0.750	corp
deplorable	sadness	0.750	truamhéalach
pandemic	sadness	0.750	paindéim
sickening	sadness	0.750	tinn
hemorrhage	sadness	0.750	hemorrhage
guilt	sadness	0.750	ciontacht
depressive	sadness	0.750	dubhach
doomsday	sadness	0.750	doomsday
defeated	sadness	0.750	ruaig
victimized	sadness	0.750	íospairt
regretful	sadness	0.750	aiféala
unhappy	sadness	0.750	míshásta
unfairness	sadness	0.745	éagothroime
molestation	sadness	0.744	molestation
abysmal	sadness	0.742	aimhreasach
exile	sadness	0.742	deoraíocht
hellish	sadness	0.738	ifreann
exterminate	sadness	0.736	scrios
destroying	sadness	0.734	ag milleadh
miserably	sadness	0.734	go truaigh
disastrous	sadness	0.734	tubaisteach
battered	sadness	0.734	buailte
morgue	sadness	0.734	morgue
assassin	sadness	0.734	assassin
horrid	sadness	0.734	uafás
disgraced	sadness	0.734	náire
homeless	sadness	0.734	gan dídean
earthquake	sadness	0.734	crith talún
orphan	sadness	0.734	dílleachta
slaughter	sadness	0.734	maraithe
warfare	sadness	0.734	cogaíocht
betrayal	sadness	0.734	feall
lonesome	sadness	0.734	uaigneach
listless	sadness	0.729	gan liosta
unfortunately	sadness	0.727	ar an drochuair
emptiness	sadness	0.727	folmhú
grave	sadness	0.727	uaigh
alienated	sadness	0.727	coimhthithe
fraught	sadness	0.722	frinneach
violently	sadness	0.719	go foréigneach
woe	sadness	0.719	mairg
heartless	sadness	0.719	gan chroí
malicious	sadness	0.719	mailíseach
missing	sadness	0.719	ar iarraidh
paralysis	sadness	0.719	pairilis
horror	sadness	0.719	uafás
ashamed	sadness	0.719	náire
forsaken	sadness	0.719	thréig
emaciated	sadness	0.719	emaciated
atrophy	sadness	0.719	atrophy
danger	sadness	0.719	contúirt
pain	sadness	0.719	pian
cripple	sadness	0.719	cripple
cried	sadness	0.719	adeir
disheartening	sadness	0.719	díchreidmheach
leprosy	sadness	0.719	lobhra
demise	sadness	0.717	i léig
disgruntled	sadness	0.712	disgruntled
rejected	sadness	0.712	dhiúltaigh
sickly	sadness	0.712	tinn
violence	sadness	0.712	foréigean
torn	sadness	0.710	stróicthe
calamity	sadness	0.709	anachain
grim	sadness	0.708	gruama
grievous	sadness	0.704	gríosach
deformed	sadness	0.703	dífhoirmithe
deformity	sadness	0.703	deformity
punishing	sadness	0.703	ag pionós
hearse	sadness	0.703	hears
meltdown	sadness	0.703	tubaiste
incurable	sadness	0.703	do-leigheas
extinct	sadness	0.703	imithe in éag
victim	sadness	0.703	íospartach
suffocating	sadness	0.703	suffocating
tearful	sadness	0.703	deorach
obit	sadness	0.703	obit
oppressor	sadness	0.703	leatromach
slaughterhouse	sadness	0.703	seamlas
abandon	sadness	0.703	thréigean
crushed	sadness	0.703	brúite
isolation	sadness	0.703	leithlis
decomposition	sadness	0.703	lobhadh
inhuman	sadness	0.703	mídhaonna
disfigured	sadness	0.703	disfigured
buried	sadness	0.703	curtha
strangle	sadness	0.703	stríoc
isolate	sadness	0.703	aonrú
humiliate	sadness	0.703	náirigh
carcinoma	sadness	0.703	carcanóma
hell	sadness	0.700	ifreann
lifesucks	sadness	0.700	saolta
ruinous	sadness	0.698	fothrach
banish	sadness	0.697	bainis
widow	sadness	0.697	baintreach
accursed	sadness	0.697	fabhraithe
ruined	sadness	0.697	scriosta
vanished	sadness	0.695	imithe as
displaced	sadness	0.691	easáitithe
poverty	sadness	0.690	bochtaineacht
hopeless	sadness	0.688	gan dóchas
regretting	sadness	0.688	aiféala
widower	sadness	0.688	baintreach fir
stab	sadness	0.688	stab
deserted	sadness	0.688	tréigthe
insanity	sadness	0.688	gealtachta
teary	sadness	0.688	teary
hurt	sadness	0.688	gortaítear
terminal	sadness	0.688	críochfort
shooting	sadness	0.688	lámhach
banished	sadness	0.688	díbeartha
hospice	sadness	0.688	ospís
depraved	sadness	0.688	depraved
nohope	sadness	0.688	nodóchas
sob	sadness	0.688	sob
imprisoned	sadness	0.688	i bpríosún
travesty	sadness	0.688	travesty
loss	sadness	0.688	caillteanas
hurtful	sadness	0.688	gortach
dementia	sadness	0.688	néaltrú
pathetic	sadness	0.688	foighneach
neglected	sadness	0.688	faillí
epidemic	sadness	0.688	eipidéim
illness	sadness	0.688	tinneas
foreveralone	sadness	0.688	go deo ina n-aonar
infidelity	sadness	0.688	neamhchreidimh
dismissal	sadness	0.686	dífhostú
alienation	sadness	0.685	coimhthiú
hardship	sadness	0.685	cruatan
choke	sadness	0.682	tachtadh
kidnap	sadness	0.682	fuadach
bleeding	sadness	0.673	fuiliú
punished	sadness	0.672	phionósú
malevolent	sadness	0.672	mairg
gory	sadness	0.672	gory
wail	sadness	0.672	caoineadh
despairing	sadness	0.672	éadóchas
coffin	sadness	0.672	cónra
disparage	sadness	0.672	dímheas
missingyou	sadness	0.672	ar iarraidh ort
obituary	sadness	0.672	marbhna
deprivation	sadness	0.672	díothacht
abortive	sadness	0.672	ginmhilleadh
evil	sadness	0.672	olc
wretch	sadness	0.672	truaigh
imprisonment	sadness	0.672	príosúnacht
outcast	sadness	0.672	outcast
belittle	sadness	0.672	beagáinín
poison	sadness	0.672	nimhe
frightful	sadness	0.672	scanrúil
decomposed	sadness	0.672	lobhadh
wretched	sadness	0.672	truagh
feelingdown	sadness	0.672	mothú síos
disabled	sadness	0.672	faoi mhíchumas
woefully	sadness	0.672	go críonna
barren	sadness	0.670	barrach
executioner	sadness	0.667	seiceadóir
poisoned	sadness	0.667	nimhe
disease	sadness	0.665	galar
oppress	sadness	0.664	leatrom
disembodied	sadness	0.660	disembodied
steal	sadness	0.656	goid
jail	sadness	0.656	bpríosún
dreary	sadness	0.656	dreary
shitty	sadness	0.656	shitty
ailing	sadness	0.656	tinn
polio	sadness	0.656	polaimiailíteas
blighted	sadness	0.656	blighted
hate	sadness	0.656	fuath
demonic	sadness	0.656	diamhanach
weep	sadness	0.656	gol
lamenting	sadness	0.656	ag caoineadh
ruin	sadness	0.656	scrios
bleak	sadness	0.656	gruama
tear	sadness	0.656	cuimilt
peril	sadness	0.656	guais
casket	sadness	0.656	caiseal
mangle	sadness	0.656	mangle
