English Word	Emotion	Emotion-Intensity-Score	Filipino Word
atpeace	joy	0.727	kapayapaan
award	joy	0.727	parangal
merry	joy	0.727	masayahin
inspiration	joy	0.725	inspirasyon
radiance	joy	0.725	ningning
pleased	joy	0.725	natutuwa
uplift	joy	0.723	pagtaas
optimistic	joy	0.723	optimistiko
heaven	joy	0.721	langit
lucky	joy	0.721	maswerte
godisgreat	joy	0.721	Ang Diyos ay magaling
holidays	joy	0.721	holidays
thrill	joy	0.721	kiligin
congratulatory	joy	0.719	pagbati
thriving	joy	0.719	umuunlad
amusement	joy	0.719	libangan
perfect	joy	0.719	perpekto
lover	joy	0.719	magkasintahan
xmas	joy	0.719	pasko
heartfelt	joy	0.719	taos puso
utopian	joy	0.719	utopiya
lovely	joy	0.719	kaibig-ibig
harmony	joy	0.719	pagkakaisa
praising	joy	0.719	pagpupuri
brighten	joy	0.719	lumiwanag
luckiest	joy	0.712	pinakamaswerte
merrychristmas	joy	0.712	Maligayang Pasko
magic	joy	0.712	mahika
achievement	joy	0.712	tagumpay
yay	joy	0.712	yay
holiday	joy	0.712	holiday
treasures	joy	0.712	mga kayamanan
luxury	joy	0.712	luho
bestfeeling	joy	0.712	bestfeeling
intimate	joy	0.710	intimate
soblessed	joy	0.706	nalulungkot
yaaay	joy	0.706	yaaay
rave	joy	0.706	magmagaling
chuckle	joy	0.706	tumawa
proud	joy	0.704	ipinagmamalaki
winning	joy	0.703	panalo
cherish	joy	0.703	pahalagahan
goodnews	joy	0.703	magandang balita
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	optimismo
amazingly	joy	0.703	kamangha-mangha
lovelife	joy	0.703	buhay pag-ibig
truelove	joy	0.703	tunay na pag-ibig
beautification	joy	0.703	pagpapaganda
satisfying	joy	0.703	kasiya-siya
appreciates	joy	0.703	pinahahalagahan
cuddled	joy	0.703	nakayakap
goodlife	joy	0.703	magandang buhay
gooood	joy	0.703	gooood
sweetest	joy	0.703	pinakamatamis
yaay	joy	0.700	yaay
entertained	joy	0.700	naaaliw
excite	joy	0.697	excite
newbeginnings	joy	0.693	bagong simula
praisejesus	joy	0.691	purihin si Hesus
birthday	joy	0.691	kaarawan
greatfriends	joy	0.688	mabuting mgakaibigan
adoration	joy	0.688	pagsamba
godsend	joy	0.688	kaloob ng diyos
favorite	joy	0.688	paborito
content	joy	0.688	nilalaman
entertaining	joy	0.688	kawili-wili
honored	joy	0.688	pinarangalan
metime	joy	0.688	metime
exquisite	joy	0.688	katangi-tangi
holidayseason	joy	0.688	kapaskuhan
thankyoujesus	joy	0.688	salamat hesus
angelic	joy	0.688	mala-anghel
goodhealth	joy	0.682	mabuting kalusugan
majestic	joy	0.682	maringal
luscious	joy	0.682	masarap
memoriesiwontforget	joy	0.682	memoriesiwntforget
bestfriends	joy	0.682	mag bestfriends
precious	joy	0.682	mahalaga
appreciated	joy	0.682	pinahahalagahan
exaltation	joy	0.682	kadakilaan
smiled	joy	0.682	ngumiti
brightens	joy	0.682	lumiliwanag
tranquility	joy	0.679	katahimikan
marry	joy	0.676	magpakasal
embrace	joy	0.676	yakapin
positively	joy	0.676	positibo
grin	joy	0.672	ngumisi
hug	joy	0.672	yakap
hilarious	joy	0.672	nakakatuwa
dearest	joy	0.672	pinakamamahal
contentment	joy	0.672	kasiyahan
accomplished	joy	0.672	nagawa
relaxation	joy	0.672	pagpapahinga
bday	joy	0.672	bday
enliven	joy	0.672	buhayin
weeeee	joy	0.672	weeeee
giggles	joy	0.672	humagikgik
fulfilled	joy	0.667	natupad
bountiful	joy	0.667	masagana
victor	joy	0.667	panalo
adore	joy	0.667	sambahin
boisterous	joy	0.667	maingay
fulfill	joy	0.664	tuparin
cuddles	joy	0.662	magkayakap
prosperous	joy	0.660	maunlad
appreciation	joy	0.656	pagpapahalaga
serenity	joy	0.656	katahimikan
happynewyear	joy	0.656	Maligayang bagong Taon
humor	joy	0.656	katatawanan
satisfy	joy	0.656	masiyahan
besties	joy	0.656	mga besties
encouraged	joy	0.656	hinihikayat
captivate	joy	0.656	mabihag
christmaseve	joy	0.656	pasko
glow	joy	0.656	mamula
romanticism	joy	0.656	romantikismo
innerpeace	joy	0.656	innerpeace
pleasant	joy	0.656	kaaya-aya
praises	joy	0.652	mga papuri
abundance	joy	0.652	kasaganaan
fortunes	joy	0.652	mga kapalaran
engaged	joy	0.652	engaged
praised	joy	0.652	pinuri
relaxing	joy	0.652	nakakarelax
treasure	joy	0.652	kayamanan
satisfaction	joy	0.652	kasiyahan
nothingbetter	joy	0.647	walang mas maganda
affection	joy	0.647	pagmamahal
relieved	joy	0.647	gumaan ang loob
complement	joy	0.647	pandagdag
carnival	joy	0.643	karnabal
priceless	joy	0.641	hindi mabibili ng salapi
uplifting	joy	0.641	nakapagpapasigla
sensuality	joy	0.641	kahalayan
saintly	joy	0.641	banal
champion	joy	0.641	kampeon
thanksgiving	joy	0.641	pagpapasalamat
harmoniously	joy	0.641	maayos
wedding	joy	0.641	kasal
achieve	joy	0.641	makamit
divine	joy	0.641	banal
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	hanimun
exalt	joy	0.636	dakilain
twinkle	joy	0.636	kumislap
comforting	joy	0.636	nakakaaliw
felicity	joy	0.636	kaligayahan
peaceful	joy	0.636	mapayapa
climax	joy	0.636	kasukdulan
winner	joy	0.636	nagwagi
reverie	joy	0.636	gunitain
yayy	joy	0.636	yayy
cuddle	joy	0.636	yakap
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	pagmamasid ng bituin
festival	joy	0.625	pagdiriwang
sweet	joy	0.625	matamis
generosity	joy	0.625	pagkabukas-palad
brighter	joy	0.625	mas maliwanag
praisegod	joy	0.625	praisegod
gorgeous	joy	0.625	napakarilag
hearts	joy	0.625	mga puso
amusing	joy	0.625	nakakatuwa
fondness	joy	0.625	pagmamahal
snuggling	joy	0.625	magkayakap
reward	joy	0.625	gantimpala
sex	joy	0.622	kasarian
kind	joy	0.621	mabait
genial	joy	0.621	mabait
parade	joy	0.621	parada
applause	joy	0.621	palakpakan
beauty	joy	0.621	kagandahan
fulfilling	joy	0.618	pagtupad
aspiring	joy	0.618	naghahangad
newlife	joy	0.618	bagong buhay
godbless	joy	0.616	Biyayaan ka
virtuous	joy	0.613	mabait
kiss	joy	0.610	halikan
christmas	joy	0.609	pasko
rainbows	joy	0.609	bahaghari
elegance	joy	0.609	kakisigan
generous	joy	0.609	mapagbigay
super	joy	0.609	sobrang
playful	joy	0.609	mapaglaro
enlightenment	joy	0.609	kaliwanagan
praiseworthy	joy	0.609	kapuri-puri
awards	joy	0.609	mga parangal
adorable	joy	0.609	kaibig-ibig
rekindle	joy	0.609	muling magpainit
winnings	joy	0.609	panalo
independence	joy	0.607	pagsasarili
amour	joy	0.607	pagmamahalan
kindness	joy	0.606	kabaitan
surprises	joy	0.606	mga sorpresa
heheh	joy	0.606	heheh
hilarity	joy	0.606	katuwaan
wonder	joy	0.606	pagtataka
freely	joy	0.606	malaya
successful	joy	0.606	matagumpay
inspired	joy	0.606	inspirasyon
onelove	joy	0.606	onelove
whimsical	joy	0.603	kakaiba
entertainment	joy	0.603	Aliwan
passion	joy	0.603	pagsinta
stressfree	joy	0.601	walang stress
beautify	joy	0.601	pagandahin
sunrise	joy	0.600	pagsikat ng araw
godisgood	joy	0.597	Diyos ay mabuti
goodmusic	joy	0.594	Magandang musika
revere	joy	0.594	igalang
whoo	joy	0.594	whoo
fanfare	joy	0.594	katuwaan
inspire	joy	0.594	magbigay ng inspirasyon
angel	joy	0.594	anghel
thankgod	joy	0.594	Salamat sa Diyos
goodies	joy	0.594	goodies
jesus	joy	0.594	Hesus
accomplishment	joy	0.594	tagumpay
snuggled	joy	0.594	nakayakap
peacefully	joy	0.594	mapayapa
flirt	joy	0.594	lumandi
friendship	joy	0.591	pagkakaibigan
singing	joy	0.591	pagkanta
heroic	joy	0.591	kabayanihan
exalted	joy	0.591	itinaas
fortune	joy	0.591	swerte
highest	joy	0.591	pinakamataas
summer	joy	0.591	tag-init
contented	joy	0.588	kontento na
rollicking	joy	0.588	gumugulong
overflowing	joy	0.588	umaapaw
woot	joy	0.588	woot
accolade	joy	0.586	parangal
hope	joy	0.586	pag-asa
cozy	joy	0.583	maaliwalas
delicious	joy	0.579	masarap
raving	joy	0.578	nagra-raving
thelife	joy	0.578	ang buhay
darling	joy	0.578	sinta
sensuous	joy	0.578	madamdamin
picturesque	joy	0.578	parang larawan
friendly	joy	0.578	palakaibigan
everlasting	joy	0.578	walang hanggan
praise	joy	0.578	papuri
ambition	joy	0.578	ambisyon
sparkle	joy	0.577	kislap
sensual	joy	0.576	sensual
peace	joy	0.576	kapayapaan
flattering	joy	0.576	nambobola
grace	joy	0.576	biyaya
luckygirl	joy	0.576	mapalad na babae
heroism	joy	0.576	kabayanihan
succeeding	joy	0.576	nagtatagumpay
yeahhh	joy	0.576	yeahhh
special	joy	0.574	espesyal
livelife	joy	0.574	Mamuhay
tantalizing	joy	0.572	mapanukso
pumped	joy	0.567	pumped
yey	joy	0.562	yey
surprise	joy	0.562	sorpresa
sunny	joy	0.562	maaraw
prevail	joy	0.562	mananaig
revels	joy	0.562	nagsasaya
humorous	joy	0.562	nakakatawa
sweets	joy	0.562	matamis
liking	joy	0.562	pagkagusto
admirable	joy	0.562	kahanga-hanga
superstar	joy	0.562	superstar
relax	joy	0.562	magpahinga
prosper	joy	0.562	umunlad
hero	joy	0.562	bayani
hugs	joy	0.562	mga yakap
worthwhile	joy	0.562	sulit
newyear	joy	0.561	bagong Taon
tenderness	joy	0.561	paglalambing
bless	joy	0.561	pagpalain
favorable	joy	0.561	kanais-nais
freedom	joy	0.561	kalayaan
masterpiece	joy	0.561	obra maestra
dreams	joy	0.559	mga pangarap
hopeful	joy	0.559	umaasa
home	joy	0.559	bahay
cruising	joy	0.556	paglalayag
gracias	joy	0.554	salamat
faithfulness	joy	0.553	katapatan
eagerness	joy	0.552	pagkasabik
closeness	joy	0.552	pagiging malapit
sunshine	joy	0.551	sikat ng araw
comfy	joy	0.551	kumportable
vacation	joy	0.547	bakasyon
celestial	joy	0.547	makalangit
good	joy	0.547	mabuti
elite	joy	0.547	piling tao
illuminate	joy	0.547	lumiwanag
confidence	joy	0.547	kumpiyansa
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	anak na babae
lifted	joy	0.547	itinaas
goodmorning	joy	0.547	magandang umaga
zeal	joy	0.547	kasigasigan
gifts	joy	0.547	mga regalo
gift	joy	0.547	regalo
astonishment	joy	0.547	pagtataka
heart	joy	0.547	puso
completion	joy	0.547	pagkumpleto
bonus	joy	0.547	bonus
charmed	joy	0.546	ginayuma
dance	joy	0.545	sayaw
sublime	joy	0.545	dakila
recreation	joy	0.545	libangan
encouragement	joy	0.545	pampatibay-loob
god	joy	0.545	diyos
gush	joy	0.545	bumulwak
freshstart	joy	0.544	bagong simula
free	joy	0.544	libre
savior	joy	0.543	tagapagligtas
sanctuary	joy	0.541	santuwaryo
grandchildren	joy	0.540	mga apo
wellness	joy	0.537	kagalingan
revel	joy	0.534	pagsasaya
music	joy	0.531	musika
fab	joy	0.531	fab
bridal	joy	0.531	pangkasal
soar	joy	0.531	pumailanglang
alive	joy	0.531	buhay
money	joy	0.531	pera
soothing	joy	0.531	nakapapawi
serene	joy	0.531	matahimik
holiness	joy	0.531	kabanalan
inspirational	joy	0.531	nakakainspirasyon
matrimony	joy	0.531	matrimonyo
dayoff	joy	0.531	araw ng pahinga
savor	joy	0.531	sarap
vitality	joy	0.531	sigla
confident	joy	0.531	tiwala
firstborn	joy	0.531	panganay
rainbow	joy	0.531	bahaghari
liberation	joy	0.531	pagpapalaya
elegant	joy	0.530	matikas
mastery	joy	0.530	pagwawagi
glimmer	joy	0.530	kumislap
illumination	joy	0.530	pag-iilaw
blossom	joy	0.530	namumulaklak
warmth	joy	0.530	init
welcomed	joy	0.530	tinatanggap
treat	joy	0.529	gamutin
faithful	joy	0.529	tapat
snuggles	joy	0.522	snuggles
laurels	joy	0.521	mga laurel
commendable	joy	0.519	kapuri-puri
succeed	joy	0.516	magtagumpay
jingle	joy	0.516	jingle
zest	joy	0.516	sarap
noschool	joy	0.516	walang pasok
brotherly	joy	0.516	magkapatid
silly	joy	0.516	hangal
abundant	joy	0.516	sagana
fancy	joy	0.516	magarbong
resplendent	joy	0.516	nagniningning
strengthening	joy	0.516	pagpapalakas
presents	joy	0.516	mga regalo
pride	joy	0.516	pagmamalaki
almighty	joy	0.516	makapangyarihan sa lahat
powerful	joy	0.516	makapangyarihan
aspire	joy	0.516	maghangad
remarkable	joy	0.516	kapansin-pansin
greeted	joy	0.516	binati
thanking	joy	0.515	pagpapasalamat
cutie	joy	0.515	cutie
kudos	joy	0.515	kudos
therapeutic	joy	0.515	panterapeutika
zen	joy	0.515	zen
coronation	joy	0.515	koronasyon
complete	joy	0.515	kumpleto
shining	joy	0.515	nagniningning
spirit	joy	0.515	espiritu
princely	joy	0.515	prinsipe
vivid	joy	0.515	matingkad
comfort	joy	0.515	kaginhawaan
leisure	joy	0.515	paglilibang
reunited	joy	0.515	muling nagkita
kid	joy	0.515	bata
newme	joy	0.515	bagong ako
payday	joy	0.515	araw ng suweldo
animated	joy	0.515	animated
familytime	joy	0.515	oras ng pamilya
relationship	joy	0.514	relasyon
godly	joy	0.514	maka-Diyos
marriage	joy	0.514	kasal
daymade	joy	0.514	daymade
spouse	joy	0.507	asawa
intimately	joy	0.507	intimately
respect	joy	0.500	paggalang
bloom	joy	0.500	namumulaklak
purr	joy	0.500	purr
carefree	joy	0.500	walang pakialam
nature	joy	0.500	kalikasan
encourage	joy	0.500	hikayatin
soulful	joy	0.500	madamdamin
refreshed	joy	0.500	nire-refresh
family	joy	0.500	pamilya
gem	joy	0.500	hiyas
meritorious	joy	0.500	karapat-dapat
achieved	joy	0.500	nakamit
motherhood	joy	0.500	pagiging ina
holyspirit	joy	0.500	banal na Espiritu
surreal	joy	0.500	surreal
charitable	joy	0.500	kawanggawa
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	pampawala ng stress
erotic	joy	0.500	erotiko
inviting	joy	0.500	nag-aanyaya
baby	joy	0.500	baby
dignity	joy	0.500	dignidad
satisfied	joy	0.500	nasiyahan
visionary	joy	0.500	visionary
memorable	joy	0.500	hindi malilimutan
veracity	joy	0.500	katotohanan
healthy	joy	0.500	malusog
welcoming	joy	0.500	pagtanggap
diamond	joy	0.500	brilyante
christ	joy	0.500	Kristo
beach	joy	0.500	tabing dagat
accomplish	joy	0.500	matupad
friends	joy	0.500	mga kaibigan
excel	joy	0.500	excel
health	joy	0.493	kalusugan
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	naaprubahan
oasis	joy	0.486	oasis
liberty	joy	0.486	kalayaan
crowning	joy	0.485	pagpaparangal
aspiration	joy	0.485	hangad
privileged	joy	0.485	may pribilehiyo
crescendo	joy	0.485	crescendo
rapture	joy	0.485	rapture
liberate	joy	0.485	palayain
nocomplaints	joy	0.485	walang reklamo
prestige	joy	0.485	prestihiyo
bounty	joy	0.485	bounty
gentle	joy	0.485	malumanay
inseparable	joy	0.485	hindi mapaghihiwalay
engaging	joy	0.485	nakakaengganyo
loyal	joy	0.485	tapat
betrothed	joy	0.485	katipan
transcendence	joy	0.484	transendence
selfworth	joy	0.484	pagpapahalaga sa sarili
yummy	joy	0.484	masarap
datenight	joy	0.484	datenight
destiny	joy	0.484	tadhana
heyday	joy	0.484	kaarawan
aloha	joy	0.484	aloha
desire	joy	0.484	pagnanasa
dream	joy	0.484	pangarap
luck	joy	0.484	swerte
fete	joy	0.484	pista
trophy	joy	0.484	tropeo
bouquet	joy	0.484	palumpon
chocolate	joy	0.484	tsokolate
creativity	joy	0.484	pagkamalikhain
boyfriend	joy	0.480	kasintahan
commemoration	joy	0.479	paggunita
intelligence	joy	0.477	katalinuhan
readiness	joy	0.473	kahandaan
friend	joy	0.471	kaibigan
bride	joy	0.471	nobya
enthusiast	joy	0.471	mahilig
lush	joy	0.470	malago
inheritance	joy	0.470	mana
soothe	joy	0.470	umalma
tickle	joy	0.470	kiliti
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	masahe
calming	joy	0.470	nagpapakalma
adventure	joy	0.470	pakikipagsapalaran
pretty	joy	0.469	maganda
purring	joy	0.469	purring
eternal	joy	0.469	walang hanggan
humanitarian	joy	0.469	makatao
nurture	joy	0.469	pagyamanin
giving	joy	0.469	pagbibigay
rest	joy	0.469	magpahinga
getaway	joy	0.469	paglayas
goals	joy	0.469	mga layunin
pray	joy	0.469	manalangin
bridegroom	joy	0.469	kasintahang lalaki
heartily	joy	0.469	nang buong puso
luster	joy	0.469	ningning
bonding	joy	0.469	bonding
princess	joy	0.469	prinsesa
amicable	joy	0.469	matulungin
benevolence	joy	0.469	kabutihang loob
child	joy	0.466	bata
salutary	joy	0.465	nakapagpapalusog
invite	joy	0.457	mag-anyaya
beam	joy	0.456	sinag
reminiscing	joy	0.456	nagrereminisce
befriend	joy	0.455	makipagkaibigan
aesthetics	joy	0.455	aesthetics
friday	joy	0.455	biyernes
freshair	joy	0.455	sariwang hangin
ceremony	joy	0.455	seremonya
kindred	joy	0.455	kamag-anak
mindfulness	joy	0.455	pag-iisip
sonice	joy	0.455	sonice
elevation	joy	0.455	elevation
tropical	joy	0.455	tropikal
scholarship	joy	0.455	scholarship
hee	joy	0.455	hee
noworries	joy	0.453	noworries
allure	joy	0.453	pang-akit
approve	joy	0.453	aprubahan
scenery	joy	0.453	tanawin
waterfall	joy	0.453	talon
vindication	joy	0.453	pagpapatunay
namaste	joy	0.453	namaste
commemorate	joy	0.453	gunitain
faith	joy	0.453	pananampalataya
birth	joy	0.453	kapanganakan
forgiveness	joy	0.453	pagpapatawad
journey	joy	0.447	paglalakbay
meditation	joy	0.446	pagninilay
relaxed	joy	0.442	nakakarelaks
present	joy	0.441	kasalukuyan
weekend	joy	0.441	katapusan ng linggo
tender	joy	0.441	malambing
tranquil	joy	0.441	tahimik
lyrical	joy	0.439	liriko
sharing	joy	0.439	pagbabahagi
esteem	joy	0.439	pagpapahalaga
nostalgic	joy	0.439	nostalhik
prayer	joy	0.439	panalangin
righteousness	joy	0.439	katuwiran
husband	joy	0.438	asawa
relief	joy	0.438	kaluwagan
strength	joy	0.438	lakas
mighty	joy	0.438	makapangyarihan
unbeaten	joy	0.438	walang talo
eager	joy	0.438	sabik
share	joy	0.438	ibahagi
newday	joy	0.438	bagong araw
sonnet	joy	0.438	soneto
meditate	joy	0.438	magnilay
life	joy	0.438	buhay
winterbreak	joy	0.429	taglamig
warm	joy	0.429	mainit-init
movingforward	joy	0.429	sumulong
buddy	joy	0.427	kaibigan
oneness	joy	0.426	pagkakaisa
unconstrained	joy	0.424	walang pinipigilan
amen	joy	0.424	amen
reverence	joy	0.424	paggalang
healthful	joy	0.424	nakapagpapalusog
thelittlethings	joy	0.424	ang maliliit na bagay
medal	joy	0.424	medalya
unsurpassed	joy	0.424	walang kapantay
candlelight	joy	0.424	liwanag ng kandila
carols	joy	0.424	carols
ejaculation	joy	0.424	bulalas
beginnings	joy	0.422	mga simula
sledding	joy	0.422	pagpaparagos
graduation	joy	0.422	graduation
frisky	joy	0.422	malikot
lml	joy	0.422	lml
ease	joy	0.422	kadalian
symphony	joy	0.422	symphony
wealth	joy	0.422	kayamanan
helpful	joy	0.422	matulungin
musical	joy	0.422	musikal
glitter	joy	0.422	kumikinang
calmness	joy	0.422	katahimikan
energy	joy	0.422	enerhiya
safe	joy	0.422	ligtas
nostress	joy	0.421	ilong
soundness	joy	0.421	kagalingan
promise	joy	0.415	pangako
reunite	joy	0.414	muling magsama-sama
mother	joy	0.412	ina
salvation	joy	0.412	kaligtasan
poems	joy	0.412	mga tula
clown	joy	0.409	payaso
lavender	joy	0.409	lavender
immaculate	joy	0.409	malinis na malinis
purify	joy	0.409	maglinis
inauguration	joy	0.409	inagurasyon
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	gumaan
travel	joy	0.409	paglalakbay
cash	joy	0.406	cash
companion	joy	0.406	kasama
live	joy	0.406	mabuhay
opportune	joy	0.406	pagkakataon
completing	joy	0.406	pagkumpleto
charity	joy	0.406	kawanggawa
heal	joy	0.406	gumaling
star	joy	0.406	bituin
wishing	joy	0.406	nagnanais
flowers	joy	0.406	mga bulaklak
income	joy	0.403	kita
soul	joy	0.401	kaluluwa
munchies	joy	0.400	munchies
emancipation	joy	0.397	pagpapalaya
indescribable	joy	0.397	hindi mailalarawan
progress	joy	0.397	pag-unlad
equality	joy	0.394	pagkakapantay-pantay
childhood	joy	0.394	pagkabata
together	joy	0.394	magkasama
rhythmical	joy	0.394	maindayog
fullness	joy	0.394	kapunuan
calm	joy	0.394	kalmado
hammock	joy	0.394	duyan
picnic	joy	0.394	piknik
movies	joy	0.393	mga pelikula
zealous	joy	0.393	masigasig
playground	joy	0.391	palaruan
affluence	joy	0.391	kasaganaan
warms	joy	0.391	nagpapainit
choir	joy	0.391	koro
littlethings	joy	0.391	maliliit na bagay
auspicious	joy	0.391	mapalad
meaningful	joy	0.391	makabuluhan
adventures	joy	0.391	mga pakikipagsapalaran
goofy	joy	0.391	maloko
starry	joy	0.391	mabituin
humanity	joy	0.391	sangkatauhan
gesture	joy	0.387	kilos
witty	joy	0.382	matalino
vow	joy	0.382	panata
shopping	joy	0.382	pamimili
vibes	joy	0.379	vibes
worship	joy	0.379	pagsamba
jump	joy	0.379	tumalon
communion	joy	0.379	komunyon
reverend	joy	0.377	kagalang-galang
rising	joy	0.375	tumataas
advance	joy	0.375	advance
beaches	joy	0.375	mga beach
sonorous	joy	0.375	matunog
courtship	joy	0.375	panliligaw
experience	joy	0.375	karanasan
reunion	joy	0.375	reunion
simplicity	joy	0.375	pagiging simple
full	joy	0.375	puno na
hymn	joy	0.375	himno
spirits	joy	0.375	mga espiritu
unforgettable	joy	0.375	hindi malilimutan
mirth	joy	0.375	katuwaan
youth	joy	0.375	kabataan
scenic	joy	0.375	magandang tanawin
unique	joy	0.375	kakaiba
redeemed	joy	0.375	natubos
alliance	joy	0.368	alyansa
baptismal	joy	0.368	binyag
grant	joy	0.366	bigyan
kitten	joy	0.364	kuting
sanctification	joy	0.364	pagpapabanal
conciliation	joy	0.364	pagkakasundo
improves	joy	0.364	nagpapabuti
pure	joy	0.364	dalisay
improve	joy	0.364	mapabuti
authentic	joy	0.364	tunay
moonlight	joy	0.364	liwanag ng buwan
weightloss	joy	0.362	pagbaba ng timbang
raspberries	joy	0.360	raspberry
feeling	joy	0.359	pakiramdam
jest	joy	0.359	biro
independent	joy	0.359	malaya
sanctify	joy	0.359	magpabanal
devotional	joy	0.359	debosyonal
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	kahusayan
listenting	joy	0.359	nakikinig
fidelity	joy	0.359	katapatan
revival	joy	0.359	muling pagbabangon
giver	joy	0.353	tagapagbigay
cocoa	joy	0.353	kakaw
deliverance	joy	0.348	pagpapalaya
melody	joy	0.348	himig
unification	joy	0.348	pagkakaisa
romp	joy	0.348	magkagulo
purpose	joy	0.348	layunin
choral	joy	0.348	koro
exceed	joy	0.348	lumampas
dolphin	joy	0.348	dolphin
roaring	joy	0.348	umaatungal
favor	joy	0.348	pabor
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	masigla
fruits	joy	0.344	mga prutas
cookies	joy	0.344	cookies
manicure	joy	0.344	manikyur
nowork	joy	0.344	walang trabaho
date	joy	0.344	petsa
newstart	joy	0.344	bagong simula
hedonism	joy	0.344	hedonismo
pledge	joy	0.344	pangako
electric	joy	0.344	electric
humble	joy	0.344	mapagpakumbaba
roadtrip	joy	0.344	biyahe
thx	joy	0.344	Salamat
kiddos	joy	0.344	kiddos
celebrity	joy	0.342	tanyag na tao
bridesmaid	joy	0.338	abay na babae
rhythm	joy	0.338	ritmo
spa	joy	0.333	spa
snowday	joy	0.333	araw ng niyebe
familiarity	joy	0.333	pagiging pamilyar
coffee	joy	0.333	kape
edification	joy	0.333	pagpapatibay
garden	joy	0.333	hardin
renovation	joy	0.333	pagsasaayos
dawn	joy	0.333	madaling araw
connoisseur	joy	0.333	manhid
gazing	joy	0.333	tumitingin
