English Word	Emotion	Emotion-Intensity-Score	Esperanto Word
chill	joy	0.281	malvarmeto
infinity	joy	0.281	senfineco
rested	joy	0.281	ripozis
buzzing	joy	0.281	zumante
venerable	joy	0.279	respektinda
balance	joy	0.275	ekvilibro
retirement	joy	0.275	izoliteco
fireplace	joy	0.273	kameno
buddha	joy	0.273	budho
devout	joy	0.273	devota
drinks	joy	0.273	trinkas
rapt	joy	0.273	ravita
swim	joy	0.273	naĝi
compensate	joy	0.273	kompensi
snowing	joy	0.271	neĝado
sublimation	joy	0.270	sublimado
fruity	joy	0.268	frukteca
sunday	joy	0.266	dimanĉo
sketching	joy	0.266	skizado
paragon	joy	0.266	paragon
humility	joy	0.266	humileco
ministry	joy	0.266	ministerio
waves	joy	0.266	ondoj
cathedral	joy	0.266	katedralo
sun	joy	0.266	sunon
yoga	joy	0.266	jogo
fortitude	joy	0.266	forto
salute	joy	0.266	saluton
buddhism	joy	0.266	budhismo
whim	joy	0.266	kaprico
artwork	joy	0.265	artaĵoj
practiced	joy	0.264	praktikita
clean	joy	0.260	purigi
running	joy	0.258	kurante
clarity	joy	0.258	klareco
found	joy	0.258	trovita
fitting	joy	0.258	konvena
immerse	joy	0.258	mergi
exercise	joy	0.258	ekzercado
food	joy	0.258	manĝaĵo
autumn	joy	0.254	aŭtuno
fit	joy	0.250	taŭga
morning	joy	0.250	mateno
contagious	joy	0.250	kontaĝa
outdoors	joy	0.250	ekstere
hardy	joy	0.250	hardita
candles	joy	0.250	kandelojn
advocacy	joy	0.250	pledado
countryside	joy	0.250	kamparo
demonstrative	joy	0.250	demonstrativo
football	joy	0.250	piedpilko
chirp	joy	0.250	pepi
chilled	joy	0.250	malvarmigita
undying	joy	0.250	senmorta
visitor	joy	0.250	vizitanto
clap	joy	0.250	aplaŭdi
diary	joy	0.250	taglibro
ardent	joy	0.250	arda
expedient	joy	0.250	oportuna
mountain	joy	0.250	monto
cradle	joy	0.247	lulilo
trance	joy	0.246	tranco
intense	joy	0.242	intensa
procession	joy	0.242	procesio
church	joy	0.242	preĝejo
pay	joy	0.242	pagi
supremacy	joy	0.242	supereco
preservative	joy	0.242	konservativo
grow	joy	0.242	kreski
breakfast	joy	0.242	matenmanĝo
consecration	joy	0.235	konsekro
salary	joy	0.234	salajro
lifetime	joy	0.234	vivdaŭro
incense	joy	0.234	incenso
ordination	joy	0.234	ordigo
snowy	joy	0.234	neĝa
art	joy	0.234	arto
nursery	joy	0.234	infanvartejo
skiing	joy	0.234	skiado
candle	joy	0.234	kandelo
doll	joy	0.234	pupo
vote	joy	0.234	voĉdono
humbled	joy	0.234	humiligita
lyre	joy	0.234	liro
pastry	joy	0.229	kukaĵo
remedy	joy	0.227	rimedo
chilling	joy	0.227	malvarmigo
firefly	joy	0.227	fulgoro
rescue	joy	0.225	savo
camping	joy	0.221	tendaro
perspective	joy	0.221	perspektivo
orchestra	joy	0.221	orkestro
orchard	joy	0.221	fruktoĝardeno
breezy	joy	0.219	ventega
gardens	joy	0.219	ĝardenoj
castle	joy	0.219	kastelo
lamb	joy	0.219	ŝafido
possess	joy	0.219	posedi
bouttime	joy	0.212	bouttime
pho	joy	0.212	pho
reggae	joy	0.212	regeo
countrymusic	joy	0.212	landmuziko
teach	joy	0.212	instrui
brisk	joy	0.212	vigla
ribbon	joy	0.212	rubando
raindrops	joy	0.212	pluvetoj
mucis	joy	0.212	mucis
repay	joy	0.212	repagi
listneing	joy	0.212	aŭskultado
nap	joy	0.206	dormeto
legalized	joy	0.203	leĝigita
unexpected	joy	0.203	Neatendita
vernal	joy	0.203	printempa
chant	joy	0.203	ĉanti
hire	joy	0.203	dungi
uncontrollable	joy	0.203	neregebla
stillness	joy	0.203	kvieto
lights	joy	0.203	lumoj
cove	joy	0.203	golfeto
save	joy	0.200	savi
pastor	joy	0.197	pastro
atone	joy	0.197	pekliberigi
symmetry	joy	0.197	simetrio
trees	joy	0.197	arboj
oneday	joy	0.197	iun tagon
scripture	joy	0.196	skribo
mountains	joy	0.194	montoj
craziness	joy	0.188	frenezo
tea	joy	0.188	teo
walking	joy	0.188	marŝante
whiteness	joy	0.188	blankeco
sympathetic	joy	0.188	simpatia
forefathers	joy	0.188	prapatroj
pathway	joy	0.188	vojo
custom	joy	0.188	kutimo
quiet	joy	0.188	trankvila
liquor	joy	0.188	likvoro
soppy	joy	0.188	soppy
patient	joy	0.186	paciento
movingon	joy	0.182	pluirante
score	joy	0.182	poentaro
dollhouse	joy	0.182	pupdomo
bath	joy	0.182	bano
supporter	joy	0.180	subtenanto
accompaniment	joy	0.179	akompano
pursuit	joy	0.176	postkuro
outburst	joy	0.176	eksplodo
frosty	joy	0.174	frosta
luncheon	joy	0.172	tagmanĝo
service	joy	0.172	servo
workout	joy	0.172	trejnado
closure	joy	0.172	fermo
wintery	joy	0.172	vintra
civilized	joy	0.169	civilizita
wages	joy	0.169	salajroj
december	joy	0.167	decembro
fain	joy	0.167	fain
glide	joy	0.162	gliti
acrobat	joy	0.162	akrobato
finally	joy	0.157	fine
chai	joy	0.156	chai
obtainable	joy	0.156	akirebla
elf	joy	0.156	elfo
peppermint	joy	0.156	pipromento
break	joy	0.156	rompi
reproductive	joy	0.156	reprodukta
stroll	joy	0.156	promeni
organization	joy	0.156	organizo
bathtub	joy	0.156	banujo
advent	joy	0.152	advento
measured	joy	0.152	mezurita
balm	joy	0.152	balzamo
scifi	joy	0.152	scifi
spaniel	joy	0.145	spanielo
ditty	joy	0.141	kanzonaĵo
oils	joy	0.141	oleoj
tan	joy	0.141	sunbruno
simple	joy	0.141	simpla
bubble	joy	0.141	veziko
beer	joy	0.141	biero
green	joy	0.137	verda
makingdisciples	joy	0.136	farante disĉiplojn
buss	joy	0.136	buso
books	joy	0.136	libroj
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	fluas
silence	joy	0.127	silento
bookstore	joy	0.125	librovendejo
solitude	joy	0.125	soleco
roadster	joy	0.125	roadster
circumstances	joy	0.125	cirkonstancoj
wine	joy	0.125	vinon
soak	joy	0.121	trempi
priesthood	joy	0.121	pastraro
japan	joy	0.121	Japanio
wilderness	joy	0.121	dezerto
critical	joy	0.116	kritikaj
neutral	joy	0.114	neŭtrala
hunting	joy	0.109	ĉasado
sand	joy	0.109	sablo
opera	joy	0.109	opero
weight	joy	0.109	pezo
wind	joy	0.109	vento
untie	joy	0.109	malligi
labor	joy	0.106	laboro
classical	joy	0.106	klasika
lake	joy	0.103	lago
affliction	joy	0.103	aflikto
organ	joy	0.094	orgeno
dwelling	joy	0.094	loĝejo
tree	joy	0.090	arbo
pond	joy	0.089	lageto
marrow	joy	0.078	medolo
latte	joy	0.078	lakto
sipping	joy	0.076	trinkante
benign	joy	0.074	benigna
majority	joy	0.073	plimulto
leaf	joy	0.065	folio
troubles	joy	0.062	problemoj
basketball	joy	0.062	basketbalo
explosions	joy	0.061	eksplodoj
cream	joy	0.061	kremo
shepherd	joy	0.058	paŝtisto
tuesday	joy	0.047	mardon
turbulence	joy	0.045	turbuleco
calf	joy	0.040	bovido
hardship	joy	0.031	malfacilaĵo
unhappiness	joy	0.016	malfeliĉo
sixty	joy	0.016	sesdek
mourning	sadness	0.969	funebro
heartbreaking	sadness	0.969	korŝira
tragic	sadness	0.961	tragika
holocaust	sadness	0.953	holokaŭsto
suicidal	sadness	0.941	memmortiga
misery	sadness	0.938	mizero
massacre	sadness	0.931	masakro
euthanasia	sadness	0.927	eŭtanazio
depression	sadness	0.925	depresio
grieving	sadness	0.922	funebra
bereavement	sadness	0.922	funebro
fatal	sadness	0.922	fatala
bereaved	sadness	0.920	funebrigita
devastation	sadness	0.917	ruiniĝo
death	sadness	0.915	morto
devastated	sadness	0.912	detruita
suicide	sadness	0.912	memmortigo
catastrophe	sadness	0.911	katastrofo
horrifying	sadness	0.907	terura
died	sadness	0.906	mortis
tragedy	sadness	0.906	tragedio
depressing	sadness	0.906	deprimante
anguish	sadness	0.902	angoro
agony	sadness	0.900	agonio
deadly	sadness	0.898	mortiga
weeping	sadness	0.896	plorante
stillbirth	sadness	0.891	mortinaska
deceased	sadness	0.891	mortinto
murderer	sadness	0.877	murdisto
cancer	sadness	0.875	kancero
dying	sadness	0.875	mortante
rape	sadness	0.875	seksperforto
devastating	sadness	0.875	ruiniga
morbidity	sadness	0.864	malsaneco
sadness	sadness	0.864	malgajo
execution	sadness	0.859	ekzekuto
traumatic	sadness	0.859	traŭmata
perish	sadness	0.859	perei
grief	sadness	0.859	malĝojo
abandonment	sadness	0.859	forlaso
atrocity	sadness	0.859	abomenaĵo
crucifixion	sadness	0.859	krucumo
depressed	sadness	0.859	deprimita
cadaver	sadness	0.853	kadavro
treachery	sadness	0.848	perfido
betrayed	sadness	0.848	perfidita
grieve	sadness	0.844	malĝoji
suffering	sadness	0.844	sufero
funeral	sadness	0.844	funebra
destroyed	sadness	0.844	detruitaj
homicide	sadness	0.844	hommortigo
hopelessness	sadness	0.844	senespereco
slaughtering	sadness	0.844	buĉado
persecution	sadness	0.844	persekuto
murderous	sadness	0.844	murdema
sorrow	sadness	0.844	malĝojo
miserable	sadness	0.844	mizera
sad	sadness	0.844	malĝoja
horrific	sadness	0.844	terura
unhappiness	sadness	0.839	malfeliĉo
bloodshed	sadness	0.836	sangoverŝado
crippled	sadness	0.836	kripla
carnage	sadness	0.833	buĉado
pained	sadness	0.833	dolorigita
manslaughter	sadness	0.833	mortigo
unbearable	sadness	0.830	neeltenebla
stillborn	sadness	0.830	mortnaskita
morbid	sadness	0.828	morbo
annihilation	sadness	0.828	neniigo
helplessness	sadness	0.828	senpoveco
mourn	sadness	0.828	funebri
murder	sadness	0.828	murdo
slavery	sadness	0.828	sklaveco
abandoned	sadness	0.828	forlasita
horrors	sadness	0.828	hororoj
mutilation	sadness	0.828	kripligo
annihilated	sadness	0.828	neniigita
casualty	sadness	0.828	viktimo
enslaved	sadness	0.828	sklavigita
sickness	sadness	0.828	malsano
torment	sadness	0.828	turmenti
miscarriage	sadness	0.824	aborto
starvation	sadness	0.819	malsato
mournful	sadness	0.812	funebra
sadly	sadness	0.812	bedaŭrinde
famine	sadness	0.812	malsato
burial	sadness	0.812	entombigo
distraught	sadness	0.812	ekscitita
failure	sadness	0.812	fiasko
killing	sadness	0.812	mortigo
despair	sadness	0.812	malespero
cruelty	sadness	0.812	krueleco
saddens	sadness	0.812	malĝojas
oppression	sadness	0.812	subpremo
heartache	sadness	0.812	kordoloro
terrorism	sadness	0.812	terorismo
disgrace	sadness	0.812	malhonoro
childloss	sadness	0.812	infanperdo
bloody	sadness	0.806	sanga
perishing	sadness	0.804	pereanta
inhumanity	sadness	0.804	malhomeco
malignancy	sadness	0.803	maligneco
mortification	sadness	0.802	mortiĝo
slave	sadness	0.797	sklavo
lifeless	sadness	0.797	senviva
sarcoma	sadness	0.797	sarkomo
dreadfully	sadness	0.797	terure
assassination	sadness	0.797	murdo
perished	sadness	0.797	pereis
kill	sadness	0.797	mortigi
devastate	sadness	0.797	ruinigi
dreadful	sadness	0.797	terura
mortuary	sadness	0.797	kadavrodeponejo
leukemia	sadness	0.797	leŭkemio
lethal	sadness	0.797	mortiga
desolation	sadness	0.797	dezerto
gallows	sadness	0.797	pendumiloj
brokenheart	sadness	0.792	rompita koro
banishment	sadness	0.790	elpelo
afflict	sadness	0.789	aflikti
disheartened	sadness	0.788	senkuraĝigita
bury	sadness	0.781	enterigi
terrorize	sadness	0.781	teruradi
crying	sadness	0.781	plorante
demoralized	sadness	0.781	demoralizita
tumour	sadness	0.781	tumoro
heartbreak	sadness	0.781	koraflikto
desecration	sadness	0.781	profanigo
die	sadness	0.773	morti
lynch	sadness	0.773	linĉo
sufferer	sadness	0.770	suferanto
fatality	sadness	0.766	fatalo
diseased	sadness	0.766	malsana
doomed	sadness	0.766	kondamnita
fearful	sadness	0.766	timema
destitute	sadness	0.766	malriĉa
abortion	sadness	0.766	abortigo
condolence	sadness	0.766	kondolenco
torture	sadness	0.766	torturo
dismemberment	sadness	0.766	dismembrigo
slayer	sadness	0.766	mortiginto
loneliness	sadness	0.766	soleco
cemetery	sadness	0.766	tombejo
moribund	sadness	0.758	moribunda
painfully	sadness	0.758	dolore
disaster	sadness	0.758	katastrofo
depress	sadness	0.755	deprimi
condemnation	sadness	0.754	kondamno
obliteration	sadness	0.750	forigo
damnation	sadness	0.750	damno
sorrowful	sadness	0.750	malĝoja
desperation	sadness	0.750	malespero
cry	sadness	0.750	plori
terrorist	sadness	0.750	teroristo
painful	sadness	0.750	dolora
abduction	sadness	0.750	forkapto
incest	sadness	0.750	incesto
corpse	sadness	0.750	kadavro
deplorable	sadness	0.750	bedaŭrinda
pandemic	sadness	0.750	pandemia
sickening	sadness	0.750	malsaniga
hemorrhage	sadness	0.750	hemoragio
guilt	sadness	0.750	kulpo
depressive	sadness	0.750	deprimiĝema
doomsday	sadness	0.750	finjuĝo
defeated	sadness	0.750	venkita
victimized	sadness	0.750	viktimigita
regretful	sadness	0.750	bedaŭrinda
unhappy	sadness	0.750	malfeliĉa
unfairness	sadness	0.745	maljusteco
molestation	sadness	0.744	molestado
abysmal	sadness	0.742	abismaj
exile	sadness	0.742	ekzilo
hellish	sadness	0.738	infera
exterminate	sadness	0.736	ekstermi
destroying	sadness	0.734	detruante
miserably	sadness	0.734	mizere
disastrous	sadness	0.734	katastrofa
battered	sadness	0.734	batita
morgue	sadness	0.734	kadavrodeponejo
assassin	sadness	0.734	murdisto
horrid	sadness	0.734	terura
disgraced	sadness	0.734	malhonorita
homeless	sadness	0.734	senhejma
earthquake	sadness	0.734	tertremo
orphan	sadness	0.734	orfo
slaughter	sadness	0.734	buĉado
warfare	sadness	0.734	militado
betrayal	sadness	0.734	perfido
lonesome	sadness	0.734	soleca
listless	sadness	0.729	malvigla
unfortunately	sadness	0.727	bedaŭrinde
emptiness	sadness	0.727	malpleneco
grave	sadness	0.727	tombo
alienated	sadness	0.727	fremdigita
fraught	sadness	0.722	plena
violently	sadness	0.719	perforte
woe	sadness	0.719	ve
heartless	sadness	0.719	senkora
malicious	sadness	0.719	malica
missing	sadness	0.719	mankas
paralysis	sadness	0.719	paralizo
horror	sadness	0.719	teruro
ashamed	sadness	0.719	hontas
forsaken	sadness	0.719	forlasita
emaciated	sadness	0.719	malgrasigita
atrophy	sadness	0.719	atrofio
danger	sadness	0.719	danĝero
pain	sadness	0.719	doloro
cripple	sadness	0.719	kriplulo
cried	sadness	0.719	kriis
disheartening	sadness	0.719	malkuraĝiga
leprosy	sadness	0.719	lepro
demise	sadness	0.717	forpaso
disgruntled	sadness	0.712	malkontenta
rejected	sadness	0.712	malakceptita
sickly	sadness	0.712	malsane
violence	sadness	0.712	perforto
torn	sadness	0.710	ŝirita
calamity	sadness	0.709	katastrofo
grim	sadness	0.708	malgaja
grievous	sadness	0.704	malĝoja
deformed	sadness	0.703	misformita
deformity	sadness	0.703	misformiĝo
punishing	sadness	0.703	punante
hearse	sadness	0.703	ĉerkveturilo
meltdown	sadness	0.703	disfandiĝo
incurable	sadness	0.703	nekuracebla
extinct	sadness	0.703	formortinta
victim	sadness	0.703	viktimo
suffocating	sadness	0.703	sufokanta
tearful	sadness	0.703	larmoplena
obit	sadness	0.703	obit
oppressor	sadness	0.703	subpremanto
slaughterhouse	sadness	0.703	buĉejo
abandon	sadness	0.703	forlasi
crushed	sadness	0.703	dispremita
isolation	sadness	0.703	izolo
decomposition	sadness	0.703	putriĝo
inhuman	sadness	0.703	malhoma
disfigured	sadness	0.703	malbeligita
buried	sadness	0.703	enterigita
strangle	sadness	0.703	strangoli
isolate	sadness	0.703	izoli
humiliate	sadness	0.703	humiligi
carcinoma	sadness	0.703	karcinomo
hell	sadness	0.700	infero
lifesucks	sadness	0.700	vivsuĉas
ruinous	sadness	0.698	ruiniga
banish	sadness	0.697	forpeli
widow	sadness	0.697	vidvino
accursed	sadness	0.697	malbenita
ruined	sadness	0.697	ruinigita
vanished	sadness	0.695	malaperis
displaced	sadness	0.691	delokitaj
poverty	sadness	0.690	malriĉeco
hopeless	sadness	0.688	senespera
regretting	sadness	0.688	bedaŭrante
widower	sadness	0.688	vidvo
stab	sadness	0.688	ponardi
deserted	sadness	0.688	dezerta
insanity	sadness	0.688	frenezo
teary	sadness	0.688	larmoplena
hurt	sadness	0.688	vundita
terminal	sadness	0.688	terminalo
shooting	sadness	0.688	pafado
banished	sadness	0.688	forigita
hospice	sadness	0.688	hospico
depraved	sadness	0.688	depravado
nohope	sadness	0.688	neniu espero
sob	sadness	0.688	singulto
imprisoned	sadness	0.688	malliberigita
travesty	sadness	0.688	parodia
loss	sadness	0.688	perdo
hurtful	sadness	0.688	doloriga
dementia	sadness	0.688	demenco
pathetic	sadness	0.688	patosa
neglected	sadness	0.688	neglektita
epidemic	sadness	0.688	epidemia
illness	sadness	0.688	malsano
foreveralone	sadness	0.688	Eterne sola
infidelity	sadness	0.688	malfideleco
dismissal	sadness	0.686	maldungo
alienation	sadness	0.685	fremdiĝo
hardship	sadness	0.685	malfacilaĵo
choke	sadness	0.682	sufoki
kidnap	sadness	0.682	kidnapo
bleeding	sadness	0.673	sanganta
punished	sadness	0.672	punita
malevolent	sadness	0.672	malbonvola
gory	sadness	0.672	sanga
wail	sadness	0.672	lamenti
despairing	sadness	0.672	malespere
coffin	sadness	0.672	ĉerko
disparage	sadness	0.672	malestimi
missingyou	sadness	0.672	sopiras vin
obituary	sadness	0.672	nekrologo
deprivation	sadness	0.672	senigo
abortive	sadness	0.672	abortita
evil	sadness	0.672	malbono
wretch	sadness	0.672	mizerulo
imprisonment	sadness	0.672	malliberigo
outcast	sadness	0.672	forpelito
belittle	sadness	0.672	malgrandigi
poison	sadness	0.672	veneno
frightful	sadness	0.672	timiga
decomposed	sadness	0.672	malkomponita
wretched	sadness	0.672	mizera
feelingdown	sadness	0.672	senti malbone
disabled	sadness	0.672	malfunkciigita
woefully	sadness	0.672	bedaŭrinde
barren	sadness	0.670	sterila
executioner	sadness	0.667	ekzekutisto
poisoned	sadness	0.667	venenita
disease	sadness	0.665	malsano
oppress	sadness	0.664	subpremi
disembodied	sadness	0.660	senkorpa
steal	sadness	0.656	ŝteli
jail	sadness	0.656	malliberejo
dreary	sadness	0.656	morna
shitty	sadness	0.656	aĉa
ailing	sadness	0.656	malsana
polio	sadness	0.656	poliomjelito
blighted	sadness	0.656	difektita
hate	sadness	0.656	malamo
demonic	sadness	0.656	demona
weep	sadness	0.656	plori
lamenting	sadness	0.656	lamentante
ruin	sadness	0.656	ruino
bleak	sadness	0.656	malgaja
tear	sadness	0.656	larmo
peril	sadness	0.656	danĝero
casket	sadness	0.656	kesteto
mangle	sadness	0.656	mangle
lonely	sadness	0.656	soleca
carcass	sadness	0.653	kadavro
cowardice	sadness	0.652	malkuragxo
regretted	sadness	0.652	bedaŭris
beating	sadness	0.652	batante
disability	sadness	0.648	malkapablo
affliction	sadness	0.645	aflikto
infertility	sadness	0.641	malfekundeco
emergency	sadness	0.641	krizo
stricken	sadness	0.641	frapita
powerless	sadness	0.641	senpova
inequality	sadness	0.641	malegaleco
poisonous	sadness	0.641	venena
shroud	sadness	0.641	mortintotuko
exorcism	sadness	0.641	ekzorcismo
woeful	sadness	0.641	malĝoja
worry	sadness	0.641	maltrankvilo
perilous	sadness	0.641	danĝera
drown	sadness	0.641	droni
failing	sadness	0.641	malsukcesante
scourge	sadness	0.641	plago
hatred	sadness	0.641	malamo
terribly	sadness	0.641	terure
awful	sadness	0.641	terura
termination	sadness	0.641	ĉesigo
sinful	sadness	0.641	pekema
incarceration	sadness	0.641	malliberigo
psychosis	sadness	0.638	psikozo
lament	sadness	0.636	lamenti
demolish	sadness	0.636	malkonstrui
dismay	sadness	0.636	teruro
disappointed	sadness	0.636	seniluziigita
burdensome	sadness	0.634	ŝarĝega
mausoleum	sadness	0.630	maŭzoleo
shattered	sadness	0.630	frakasita
dishonor	sadness	0.625	malhonoro
forlorn	sadness	0.625	malfeliĉa
posthumous	sadness	0.625	postmorta
disappointing	sadness	0.625	seniluziiga
lost	sadness	0.625	perdita
hurting	sadness	0.625	dolorante
oppressive	sadness	0.625	subprema
regret	sadness	0.625	bedaŭro
terminate	sadness	0.625	fini
duress	sadness	0.625	devigo
wound	sadness	0.625	vundo
palsy	sadness	0.625	paralizo
cursed	sadness	0.625	malbenita
schizophrenia	sadness	0.625	skizofrenio
insurmountable	sadness	0.625	nesuperebla
deteriorate	sadness	0.625	difekti
abuse	sadness	0.625	misuzo
undesired	sadness	0.625	nedezirataj
tyrant	sadness	0.625	tirano
gloom	sadness	0.625	malgajo
bitterly	sadness	0.625	amare
impotence	sadness	0.625	senpoveco
wrecked	sadness	0.625	ruinigita
demolished	sadness	0.625	malkonstruita
soulless	sadness	0.623	senanima
divorce	sadness	0.623	eksedziĝo
cremation	sadness	0.621	kremacio
worried	sadness	0.621	maltrankviligita
bomb	sadness	0.621	bombo
plight	sadness	0.621	sorto
forsake	sadness	0.621	forlasi
melancholy	sadness	0.621	melankolio
unforgiving	sadness	0.612	nepardonantaj
sepsis	sadness	0.611	sepsis
guilty	sadness	0.609	kulpa
debacle	sadness	0.609	fiasko
ugliness	sadness	0.609	malbeleco
degrading	sadness	0.609	degradante
cruel	sadness	0.609	kruela
faithless	sadness	0.609	senfida
worthless	sadness	0.609	senvalora
shatter	sadness	0.609	frakasi
excluded	sadness	0.609	ekskludita
injure	sadness	0.609	vundi
breakup	sadness	0.609	disiĝi
disparaging	sadness	0.609	malestimante
injured	sadness	0.609	vundita
shameful	sadness	0.609	hontinda
gore	sadness	0.609	gore
derogatory	sadness	0.609	malestima
disappoint	sadness	0.609	seniluziigi
irreparable	sadness	0.609	neriparebla
bankrupt	sadness	0.609	bankrota
fearfully	sadness	0.609	timeme
alcoholism	sadness	0.609	alkoholismo
shackle	sadness	0.609	kateno
languishing	sadness	0.609	langanta
sinner	sadness	0.609	pekulo
dilapidated	sadness	0.609	kaduka
dire	sadness	0.609	dire
sacrifices	sadness	0.609	oferoj
crushing	sadness	0.609	disbatanta
subjugation	sadness	0.609	subigo
overwhelmed	sadness	0.609	superfortita
curse	sadness	0.608	malbeno
anthrax	sadness	0.600	antrakso
alone	sadness	0.600	sole
robbery	sadness	0.600	rabo
angst	sadness	0.598	angoro
bawl	sadness	0.594	kriegi
deportation	sadness	0.594	deportado
broken	sadness	0.594	rompita
obliterate	sadness	0.594	forigi
petloss	sadness	0.594	petloss
condolences	sadness	0.594	kondolencon
downfall	sadness	0.594	falo
prison	sadness	0.594	malliberejo
chaos	sadness	0.594	kaoso
abyss	sadness	0.594	abismo
disappointment	sadness	0.594	seniluziiĝo
helpless	sadness	0.594	senhelpa
somber	sadness	0.594	somber
crumbling	sadness	0.594	diseriĝanta
violation	sadness	0.594	malobservo
poaching	sadness	0.594	ŝtelĉasado
nothingness	sadness	0.594	nenio
eviction	sadness	0.594	eldomigo
losing	sadness	0.594	perdanta
shame	sadness	0.594	honto
vendetta	sadness	0.594	vendetto
crypt	sadness	0.594	kripto
contaminated	sadness	0.594	poluita
martyrdom	sadness	0.594	martireco
irreconcilable	sadness	0.594	nepacigebla
ill	sadness	0.594	malsana
deprived	sadness	0.594	senigita
distress	sadness	0.594	mizero
offender	sadness	0.594	krimulo
betray	sadness	0.594	perfidi
longing	sadness	0.594	sopiro
remorse	sadness	0.594	pento
captivity	sadness	0.594	kaptiteco
demon	sadness	0.594	demono
dysentery	sadness	0.593	disenterio
melancholic	sadness	0.591	melankolia
blight	sadness	0.591	malprospero
rupture	sadness	0.588	rompo
traitor	sadness	0.588	perfidulo
haggard	sadness	0.587	ĉagreno
lie	sadness	0.585	mensogi
cholera	sadness	0.583	ĥolero
unwell	sadness	0.578	malbonfara
undesirable	sadness	0.578	nedezirinda
denied	sadness	0.578	neis
whine	sadness	0.578	ĝemas
humiliation	sadness	0.578	humiligo
