English Word	Emotion	Emotion-Intensity-Score	Kinyarwanda Word
meditating	joy	0.297	kuzirikana
fervor	joy	0.295	ishyaka
quotes	joy	0.294	imirongo
volunteer	joy	0.294	umukorerabushake
gain	joy	0.288	inyungu
resources	joy	0.288	ibikoresho
create	joy	0.288	kurema
psalms	joy	0.288	zaburi
hippie	joy	0.288	hippie
taoism	joy	0.288	taoism
midwife	joy	0.288	umubyaza
receiving	joy	0.287	kwakira
snowfall	joy	0.286	shelegi
ocean	joy	0.286	inyanja
lsd	joy	0.286	lsd
hiking	joy	0.283	gutembera
evergreen	joy	0.281	icyatsi cyose
destination	joy	0.281	aho ujya
candid	joy	0.281	kandidatire
unwind	joy	0.281	Kurekura
truce	joy	0.281	amahoro
toast	joy	0.281	toast
chill	joy	0.281	gukonja
infinity	joy	0.281	ubuziraherezo
rested	joy	0.281	kuruhuka
buzzing	joy	0.281	buzzing
venerable	joy	0.279	icyubahiro
balance	joy	0.275	kuringaniza
retirement	joy	0.275	ikiruhuko cy'izabukuru
fireplace	joy	0.273	itanura
buddha	joy	0.273	buddha
devout	joy	0.273	abihaye Imana
drinks	joy	0.273	ibinyobwa
rapt	joy	0.273	rapt
swim	joy	0.273	koga
compensate	joy	0.273	indishyi
snowing	joy	0.271	shelegi
sublimation	joy	0.270	sublimation
fruity	joy	0.268	imbuto
sunday	joy	0.266	Ku cyumweru
sketching	joy	0.266	gushushanya
paragon	joy	0.266	paragon
humility	joy	0.266	kwicisha bugufi
ministry	joy	0.266	umurimo
waves	joy	0.266	imiraba
cathedral	joy	0.266	katedrali
sun	joy	0.266	izuba
yoga	joy	0.266	yoga
fortitude	joy	0.266	ubutwari
salute	joy	0.266	indamutso
buddhism	joy	0.266	buddism
whim	joy	0.266	icyifuzo
artwork	joy	0.265	ibihangano
practiced	joy	0.264	imyitozo
clean	joy	0.260	isuku
running	joy	0.258	kwiruka
clarity	joy	0.258	bisobanutse
found	joy	0.258	byabonetse
fitting	joy	0.258	bikwiye
immerse	joy	0.258	kwibiza
exercise	joy	0.258	imyitozo
food	joy	0.258	ibiryo
autumn	joy	0.254	igihe cy'izuba
fit	joy	0.250	bikwiye
morning	joy	0.250	mu gitondo
contagious	joy	0.250	yandura
outdoors	joy	0.250	hanze
hardy	joy	0.250	hardy
candles	joy	0.250	buji
advocacy	joy	0.250	ubuvugizi
countryside	joy	0.250	icyaro
demonstrative	joy	0.250	kwerekana
football	joy	0.250	umupira wamaguru
chirp	joy	0.250	chirp
chilled	joy	0.250	gukonja
undying	joy	0.250	Undying
visitor	joy	0.250	umushyitsi
clap	joy	0.250	bakoma amashyi
diary	joy	0.250	ikarita
ardent	joy	0.250	ardent
expedient	joy	0.250	byiza
mountain	joy	0.250	umusozi
cradle	joy	0.247	ingobyi
trance	joy	0.246	inzira
intense	joy	0.242	bikomeye
procession	joy	0.242	umutambagiro
church	joy	0.242	Itorero
pay	joy	0.242	kwishyura
supremacy	joy	0.242	ubukuru
preservative	joy	0.242	kubungabunga
grow	joy	0.242	gukura
breakfast	joy	0.242	ifunguro rya mu gitondo
consecration	joy	0.235	kwiyegurira Imana
salary	joy	0.234	umushahara
lifetime	joy	0.234	ubuzima bwose
incense	joy	0.234	imibavu
ordination	joy	0.234	Gushiraho
snowy	joy	0.234	shelegi
art	joy	0.234	ubuhanzi
nursery	joy	0.234	pepiniyeri
skiing	joy	0.234	skiing
candle	joy	0.234	buji
doll	joy	0.234	igipupe
vote	joy	0.234	gutora
humbled	joy	0.234	yicishije bugufi
lyre	joy	0.234	lyre
pastry	joy	0.229	ibiryo
remedy	joy	0.227	Umuti
chilling	joy	0.227	gukonja
firefly	joy	0.227	umuriro
rescue	joy	0.225	gutabara
camping	joy	0.221	ingando
perspective	joy	0.221	icyerekezo
orchestra	joy	0.221	orchestre
orchard	joy	0.221	umurima
breezy	joy	0.219	akayaga
gardens	joy	0.219	ubusitani
castle	joy	0.219	igihome
lamb	joy	0.219	umwana w'intama
possess	joy	0.219	gutunga
bouttime	joy	0.212	bouttime
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	countrymusic
teach	joy	0.212	wigishe
brisk	joy	0.212	byihuse
ribbon	joy	0.212	lente
raindrops	joy	0.212	imvura
mucis	joy	0.212	mucis
repay	joy	0.212	kwishyura
listneing	joy	0.212	Urutonde
nap	joy	0.206	gusinzira
legalized	joy	0.203	byemewe n'amategeko
unexpected	joy	0.203	bitunguranye
vernal	joy	0.203	rusange
chant	joy	0.203	kuririmba
hire	joy	0.203	hire
uncontrollable	joy	0.203	kugenzurwa
stillness	joy	0.203	gutuza
lights	joy	0.203	amatara
cove	joy	0.203	cove
save	joy	0.200	kuzigama
pastor	joy	0.197	umushumba
atone	joy	0.197	impongano
symmetry	joy	0.197	guhuza
trees	joy	0.197	ibiti
oneday	joy	0.197	oneday
scripture	joy	0.196	Ibyanditswe Byera
mountains	joy	0.194	imisozi
craziness	joy	0.188	ubusazi
tea	joy	0.188	icyayi
walking	joy	0.188	kugenda
whiteness	joy	0.188	umweru
sympathetic	joy	0.188	impuhwe
forefathers	joy	0.188	abakurambere
pathway	joy	0.188	inzira
custom	joy	0.188	gakondo
quiet	joy	0.188	ceceka
liquor	joy	0.188	inzoga
soppy	joy	0.188	soppy
patient	joy	0.186	ihangane
movingon	joy	0.182	gukomeza
score	joy	0.182	amanota
dollhouse	joy	0.182	inzu yububiko
bath	joy	0.182	kwiyuhagira
supporter	joy	0.180	umuterankunga
accompaniment	joy	0.179	guherekeza
pursuit	joy	0.176	gukurikirana
outburst	joy	0.176	kurakara
frosty	joy	0.174	ubukonje
luncheon	joy	0.172	Ifunguro rya sasita
service	joy	0.172	serivisi
workout	joy	0.172	imyitozo
closure	joy	0.172	gufunga
wintery	joy	0.172	wintery
civilized	joy	0.169	umuco
wages	joy	0.169	umushahara
december	joy	0.167	Ukuboza
fain	joy	0.167	gucika intege
glide	joy	0.162	glide
acrobat	joy	0.162	acrobat
finally	joy	0.157	amaherezo
chai	joy	0.156	chai
obtainable	joy	0.156	birashoboka
elf	joy	0.156	elf
peppermint	joy	0.156	peppermint
break	joy	0.156	kuruhuka
reproductive	joy	0.156	imyororokere
stroll	joy	0.156	gutembera
organization	joy	0.156	ishyirahamwe
bathtub	joy	0.156	ubwogero
advent	joy	0.152	ukuza
measured	joy	0.152	gupimwa
balm	joy	0.152	amavuta
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	amavuta
tan	joy	0.141	tan
simple	joy	0.141	byoroshye
bubble	joy	0.141	bubble
beer	joy	0.141	byeri
green	joy	0.137	icyatsi
makingdisciples	joy	0.136	abigishwa
buss	joy	0.136	bus
books	joy	0.136	ibitabo
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	itemba
silence	joy	0.127	guceceka
bookstore	joy	0.125	ububiko bwibitabo
solitude	joy	0.125	wenyine
roadster	joy	0.125	umuhanda
circumstances	joy	0.125	ibihe
wine	joy	0.125	vino
soak	joy	0.121	koga
priesthood	joy	0.121	ubupadiri
japan	joy	0.121	Yapani
wilderness	joy	0.121	ubutayu
critical	joy	0.116	kunegura
neutral	joy	0.114	kutabogama
hunting	joy	0.109	guhiga
sand	joy	0.109	umucanga
opera	joy	0.109	opera
weight	joy	0.109	uburemere
wind	joy	0.109	umuyaga
untie	joy	0.109	fungura
labor	joy	0.106	umurimo
classical	joy	0.106	kera
lake	joy	0.103	ikiyaga
affliction	joy	0.103	umubabaro
organ	joy	0.094	urugingo
dwelling	joy	0.094	ubuturo
tree	joy	0.090	igiti
pond	joy	0.089	icyuzi
marrow	joy	0.078	marrow
latte	joy	0.078	latte
sipping	joy	0.076	guswera
benign	joy	0.074	benign
majority	joy	0.073	benshi
leaf	joy	0.065	ikibabi
troubles	joy	0.062	ibibazo
basketball	joy	0.062	basketball
explosions	joy	0.061	guturika
cream	joy	0.061	cream
shepherd	joy	0.058	umwungeri
tuesday	joy	0.047	Ku wa kabiri
turbulence	joy	0.045	imivurungano
calf	joy	0.040	inyana
hardship	joy	0.031	ingorane
unhappiness	joy	0.016	kutishima
sixty	joy	0.016	mirongo itandatu
mourning	sadness	0.969	icyunamo
heartbreaking	sadness	0.969	birababaje
tragic	sadness	0.961	biteye agahinda
holocaust	sadness	0.953	itsembabwoko
suicidal	sadness	0.941	kwiyahura
misery	sadness	0.938	amakuba
massacre	sadness	0.931	ubwicanyi
euthanasia	sadness	0.927	euthanasiya
depression	sadness	0.925	kwiheba
grieving	sadness	0.922	intimba
bereavement	sadness	0.922	kubura ababo
fatal	sadness	0.922	byica
bereaved	sadness	0.920	abapfushije
devastation	sadness	0.917	gusenya
death	sadness	0.915	urupfu
devastated	sadness	0.912	yashegeshwe
suicide	sadness	0.912	kwiyahura
catastrophe	sadness	0.911	ibyago
horrifying	sadness	0.907	biteye ubwoba
died	sadness	0.906	yarapfuye
tragedy	sadness	0.906	ibyago
depressing	sadness	0.906	birababaje
anguish	sadness	0.902	umubabaro
agony	sadness	0.900	ububabare
deadly	sadness	0.898	byica
weeping	sadness	0.896	kurira
stillbirth	sadness	0.891	kubyara
deceased	sadness	0.891	wapfuye
murderer	sadness	0.877	umwicanyi
cancer	sadness	0.875	kanseri
dying	sadness	0.875	gupfa
rape	sadness	0.875	gufata ku ngufu
devastating	sadness	0.875	birababaje
morbidity	sadness	0.864	uburwayi
sadness	sadness	0.864	agahinda
execution	sadness	0.859	kwicwa
traumatic	sadness	0.859	guhahamuka
perish	sadness	0.859	kurimbuka
grief	sadness	0.859	intimba
abandonment	sadness	0.859	gutererana
atrocity	sadness	0.859	amarorerwa
crucifixion	sadness	0.859	kubambwa
depressed	sadness	0.859	kwiheba
cadaver	sadness	0.853	cadaver
treachery	sadness	0.848	ubuhemu
betrayed	sadness	0.848	guhemukirwa
grieve	sadness	0.844	intimba
suffering	sadness	0.844	kubabara
funeral	sadness	0.844	gushyingura
destroyed	sadness	0.844	yarimbuwe
homicide	sadness	0.844	ubwicanyi
hopelessness	sadness	0.844	kwiheba
slaughtering	sadness	0.844	kubaga
persecution	sadness	0.844	gutotezwa
murderous	sadness	0.844	umwicanyi
sorrow	sadness	0.844	agahinda
miserable	sadness	0.844	birababaje
sad	sadness	0.844	birababaje
horrific	sadness	0.844	biteye ubwoba
unhappiness	sadness	0.839	kutishima
bloodshed	sadness	0.836	kumena amaraso
crippled	sadness	0.836	ikimuga
carnage	sadness	0.833	ubwicanyi
pained	sadness	0.833	arababara
manslaughter	sadness	0.833	ubwicanyi
unbearable	sadness	0.830	kutihanganirwa
stillborn	sadness	0.830	apfuye
morbid	sadness	0.828	indwara
annihilation	sadness	0.828	kurimbuka
helplessness	sadness	0.828	kutagira gitabara
mourn	sadness	0.828	icyunamo
murder	sadness	0.828	ubwicanyi
slavery	sadness	0.828	ubucakara
abandoned	sadness	0.828	yatereranye
horrors	sadness	0.828	amahano
mutilation	sadness	0.828	gutemagurwa
annihilated	sadness	0.828	kurimburwa
casualty	sadness	0.828	impanuka
enslaved	sadness	0.828	imbata
sickness	sadness	0.828	indwara
torment	sadness	0.828	kubabazwa
miscarriage	sadness	0.824	gukuramo inda
starvation	sadness	0.819	inzara
mournful	sadness	0.812	birababaje
sadly	sadness	0.812	birababaje
famine	sadness	0.812	inzara
burial	sadness	0.812	gushyingura
distraught	sadness	0.812	ndumiwe
failure	sadness	0.812	gutsindwa
killing	sadness	0.812	kwica
despair	sadness	0.812	kwiheba
cruelty	sadness	0.812	ubugome
saddens	sadness	0.812	Saddens
oppression	sadness	0.812	gukandamizwa
heartache	sadness	0.812	kubabaza umutima
terrorism	sadness	0.812	iterabwoba
disgrace	sadness	0.812	amahano
childloss	sadness	0.812	umwana
bloody	sadness	0.806	maraso
perishing	sadness	0.804	kurimbuka
inhumanity	sadness	0.804	ubumuntu
malignancy	sadness	0.803	ububi
mortification	sadness	0.802	gupfa
slave	sadness	0.797	imbata
lifeless	sadness	0.797	ubuzima
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	biteye ubwoba
assassination	sadness	0.797	ubwicanyi
perished	sadness	0.797	bararimbutse
kill	sadness	0.797	kwica
devastate	sadness	0.797	gusenya
dreadful	sadness	0.797	biteye ubwoba
mortuary	sadness	0.797	umurambo
leukemia	sadness	0.797	leukemia
lethal	sadness	0.797	byica
desolation	sadness	0.797	ubutayu
gallows	sadness	0.797	igiti
brokenheart	sadness	0.792	umutima umenetse
banishment	sadness	0.790	kwirukanwa
afflict	sadness	0.789	Kubabara
disheartened	sadness	0.788	gucika intege
bury	sadness	0.781	bury
terrorize	sadness	0.781	iterabwoba
crying	sadness	0.781	kurira
demoralized	sadness	0.781	gucika intege
tumour	sadness	0.781	ikibyimba
heartbreak	sadness	0.781	kubabaza umutima
desecration	sadness	0.781	gutukwa
die	sadness	0.773	gupfa
lynch	sadness	0.773	lynch
sufferer	sadness	0.770	abababaye
fatality	sadness	0.766	impfu
diseased	sadness	0.766	barwaye
doomed	sadness	0.766	Kurimbuka
fearful	sadness	0.766	ubwoba
destitute	sadness	0.766	abatishoboye
abortion	sadness	0.766	gukuramo inda
condolence	sadness	0.766	akababaro
torture	sadness	0.766	iyicarubozo
dismemberment	sadness	0.766	gutandukana
slayer	sadness	0.766	umwicanyi
loneliness	sadness	0.766	irungu
cemetery	sadness	0.766	irimbi
moribund	sadness	0.758	moribund
painfully	sadness	0.758	kubabaza
disaster	sadness	0.758	ibiza
depress	sadness	0.755	kwiheba
condemnation	sadness	0.754	gucirwaho iteka
obliteration	sadness	0.750	kurimbuka
damnation	sadness	0.750	gucirwaho iteka
sorrowful	sadness	0.750	birababaje
desperation	sadness	0.750	kwiheba
cry	sadness	0.750	kurira
terrorist	sadness	0.750	iterabwoba
painful	sadness	0.750	birababaza
abduction	sadness	0.750	gushimuta
incest	sadness	0.750	kuryamana
corpse	sadness	0.750	umurambo
deplorable	sadness	0.750	birababaje
pandemic	sadness	0.750	icyorezo
sickening	sadness	0.750	kurwara
hemorrhage	sadness	0.750	kuva amaraso
guilt	sadness	0.750	icyaha
depressive	sadness	0.750	kwiheba
doomsday	sadness	0.750	umunsi w'imperuka
defeated	sadness	0.750	gutsindwa
victimized	sadness	0.750	abahohotewe
regretful	sadness	0.750	kwicuza
unhappy	sadness	0.750	batishimye
unfairness	sadness	0.745	akarengane
molestation	sadness	0.744	gusambanywa
abysmal	sadness	0.742	abysmal
exile	sadness	0.742	ubuhunzi
hellish	sadness	0.738	ikuzimu
exterminate	sadness	0.736	gutsemba
destroying	sadness	0.734	gusenya
miserably	sadness	0.734	nabi
disastrous	sadness	0.734	ibyago
battered	sadness	0.734	yakubiswe
morgue	sadness	0.734	morgue
assassin	sadness	0.734	umwicanyi
horrid	sadness	0.734	biteye ubwoba
disgraced	sadness	0.734	biteye isoni
homeless	sadness	0.734	abadafite aho baba
earthquake	sadness	0.734	umutingito
orphan	sadness	0.734	imfubyi
slaughter	sadness	0.734	kubaga
warfare	sadness	0.734	intambara
betrayal	sadness	0.734	ubuhemu
lonesome	sadness	0.734	wenyine
listless	sadness	0.729	Urutonde
unfortunately	sadness	0.727	kubwamahirwe
emptiness	sadness	0.727	ubusa
grave	sadness	0.727	imva
alienated	sadness	0.727	kwitandukanya
fraught	sadness	0.722	yuzuye
violently	sadness	0.719	ku buryo bukabije
woe	sadness	0.719	ishyano
heartless	sadness	0.719	umutima
malicious	sadness	0.719	mubi
missing	sadness	0.719	kubura
paralysis	sadness	0.719	kumugara
horror	sadness	0.719	ubwoba
ashamed	sadness	0.719	isoni
forsaken	sadness	0.719	yarahebwe
emaciated	sadness	0.719	gucika intege
atrophy	sadness	0.719	atrophy
danger	sadness	0.719	akaga
pain	sadness	0.719	ububabare
cripple	sadness	0.719	ikimuga
cried	sadness	0.719	yararize
disheartening	sadness	0.719	gucika intege
leprosy	sadness	0.719	ibibembe
demise	sadness	0.717	kurimbuka
disgruntled	sadness	0.712	batishimiye
rejected	sadness	0.712	byanze
sickly	sadness	0.712	uburwayi
violence	sadness	0.712	urugomo
torn	sadness	0.710	yatanyaguwe
calamity	sadness	0.709	ibyago
grim	sadness	0.708	grim
grievous	sadness	0.704	birababaje
deformed	sadness	0.703	yahinduwe
deformity	sadness	0.703	ubumuga
punishing	sadness	0.703	guhana
hearse	sadness	0.703	umva
meltdown	sadness	0.703	gushonga
incurable	sadness	0.703	idakira
extinct	sadness	0.703	kuzimangana
victim	sadness	0.703	uwahohotewe
suffocating	sadness	0.703	guhumeka
tearful	sadness	0.703	amarira
obit	sadness	0.703	obit
oppressor	sadness	0.703	umukandamiza
slaughterhouse	sadness	0.703	ibagiro
abandon	sadness	0.703	kureka
crushed	sadness	0.703	yajanjaguwe
isolation	sadness	0.703	kwigunga
decomposition	sadness	0.703	kubora
inhuman	sadness	0.703	ubumuntu
disfigured	sadness	0.703	Byahinduwe
buried	sadness	0.703	yashyinguwe
strangle	sadness	0.703	kuniga
isolate	sadness	0.703	kwigunga
humiliate	sadness	0.703	agasuzuguro
carcinoma	sadness	0.703	kanseri
hell	sadness	0.700	ikuzimu
lifesucks	sadness	0.700	ubuzima
ruinous	sadness	0.698	Kurimbuka
banish	sadness	0.697	kwirukana
widow	sadness	0.697	umupfakazi
accursed	sadness	0.697	yavumwe
ruined	sadness	0.697	yangiritse
vanished	sadness	0.695	yazimiye
displaced	sadness	0.691	bimuwe
poverty	sadness	0.690	ubukene
hopeless	sadness	0.688	nta byiringiro
regretting	sadness	0.688	kwicuza
widower	sadness	0.688	umupfakazi
stab	sadness	0.688	icyuma
deserted	sadness	0.688	ubutayu
insanity	sadness	0.688	ubusazi
teary	sadness	0.688	amarira
hurt	sadness	0.688	kubabaza
terminal	sadness	0.688	terminal
shooting	sadness	0.688	kurasa
banished	sadness	0.688	birukanwe
hospice	sadness	0.688	ibitaro
depraved	sadness	0.688	yangiritse
nohope	sadness	0.688	nohope
sob	sadness	0.688	arira
imprisoned	sadness	0.688	bafunzwe
travesty	sadness	0.688	Yamazaki
loss	sadness	0.688	igihombo
hurtful	sadness	0.688	birababaje
dementia	sadness	0.688	guta umutwe
pathetic	sadness	0.688	birababaje
neglected	sadness	0.688	birengagijwe
epidemic	sadness	0.688	icyorezo
illness	sadness	0.688	uburwayi
foreveralone	sadness	0.688	kubuntu
infidelity	sadness	0.688	ubuhemu
dismissal	sadness	0.686	kwirukanwa
alienation	sadness	0.685	kwitandukanya
hardship	sadness	0.685	ingorane
choke	sadness	0.682	kuniga
kidnap	sadness	0.682	gushimuta
bleeding	sadness	0.673	kuva amaraso
punished	sadness	0.672	yahaniwe
malevolent	sadness	0.672	malvolent
gory	sadness	0.672	gory
wail	sadness	0.672	muboroge
despairing	sadness	0.672	kwiheba
coffin	sadness	0.672	isanduku
disparage	sadness	0.672	gusuzugura
missingyou	sadness	0.672	kubura
obituary	sadness	0.672	obituary
deprivation	sadness	0.672	kwamburwa
abortive	sadness	0.672	gukuramo inda
evil	sadness	0.672	ikibi
wretch	sadness	0.672	ishyano
imprisonment	sadness	0.672	igifungo
outcast	sadness	0.672	birukanwe
belittle	sadness	0.672	gupfobya
poison	sadness	0.672	uburozi
frightful	sadness	0.672	ubwoba
decomposed	sadness	0.672	kubora
wretched	sadness	0.672	birababaje
feelingdown	sadness	0.672	ibyiyumvo
disabled	sadness	0.672	bamugaye
woefully	sadness	0.672	ishyano
barren	sadness	0.670	ingumba
executioner	sadness	0.667	uwishe
poisoned	sadness	0.667	uburozi
disease	sadness	0.665	indwara
oppress	sadness	0.664	gukandamiza
disembodied	sadness	0.660	disambodied
steal	sadness	0.656	kwiba
jail	sadness	0.656	gereza
dreary	sadness	0.656	kurota
shitty	sadness	0.656	shitty
ailing	sadness	0.656	uburwayi
polio	sadness	0.656	icyorezo
blighted	sadness	0.656	Indwara
hate	sadness	0.656	urwango
demonic	sadness	0.656	abadayimoni
weep	sadness	0.656	kurira
lamenting	sadness	0.656	gutaka
ruin	sadness	0.656	amatongo
bleak	sadness	0.656	bleak
tear	sadness	0.656	amarira
peril	sadness	0.656	akaga
casket	sadness	0.656	isanduku
mangle	sadness	0.656	mangle
lonely	sadness	0.656	irungu
carcass	sadness	0.653	umurambo
cowardice	sadness	0.652	ubugwari
regretted	sadness	0.652	kwicuza
beating	sadness	0.652	gukubita
disability	sadness	0.648	ubumuga
affliction	sadness	0.645	umubabaro
infertility	sadness	0.641	ubugumba
emergency	sadness	0.641	byihutirwa
stricken	sadness	0.641	yakubiswe
powerless	sadness	0.641	idafite imbaraga
inequality	sadness	0.641	ubusumbane
poisonous	sadness	0.641	uburozi
shroud	sadness	0.641	igitambaro
exorcism	sadness	0.641	kwirukana
woeful	sadness	0.641	ishyano
worry	sadness	0.641	impungenge
perilous	sadness	0.641	akaga
drown	sadness	0.641	kurohama
failing	sadness	0.641	kunanirwa
scourge	sadness	0.641	icyorezo
hatred	sadness	0.641	inzangano
terribly	sadness	0.641	bikabije
awful	sadness	0.641	biteye ubwoba
termination	sadness	0.641	kurangiza
sinful	sadness	0.641	icyaha
incarceration	sadness	0.641	gufungwa
psychosis	sadness	0.638	imitekerereze
lament	sadness	0.636	icyunamo
demolish	sadness	0.636	gusenya
dismay	sadness	0.636	ubwoba
disappointed	sadness	0.636	gutenguha
burdensome	sadness	0.634	umutwaro
mausoleum	sadness	0.630	mawariya
shattered	sadness	0.630	yamenetse
dishonor	sadness	0.625	agasuzuguro
forlorn	sadness	0.625	forlorn
posthumous	sadness	0.625	nyuma y'urupfu
disappointing	sadness	0.625	gutenguha
lost	sadness	0.625	yazimiye
hurting	sadness	0.625	kubabaza
oppressive	sadness	0.625	gukandamiza
regret	sadness	0.625	kwicuza
terminate	sadness	0.625	kurangiza
duress	sadness	0.625	igihe
wound	sadness	0.625	igikomere
palsy	sadness	0.625	ubumuga
cursed	sadness	0.625	havumwe
schizophrenia	sadness	0.625	schizofrenia
insurmountable	sadness	0.625	idashobora kurenga
deteriorate	sadness	0.625	kwangirika
abuse	sadness	0.625	guhohoterwa
undesired	sadness	0.625	kutifuzwa
tyrant	sadness	0.625	umunyagitugu
gloom	sadness	0.625	umwijima
bitterly	sadness	0.625	bikabije
impotence	sadness	0.625	impotence
wrecked	sadness	0.625	yamenetse
demolished	sadness	0.625	yashenywe
soulless	sadness	0.623	nta bugingo
divorce	sadness	0.623	gutandukana
cremation	sadness	0.621	gutwika imirambo
worried	sadness	0.621	uhangayitse
bomb	sadness	0.621	igisasu
plight	sadness	0.621	ibibazo
forsake	sadness	0.621	kureka
melancholy	sadness	0.621	umubabaro
unforgiving	sadness	0.612	kutababarira
sepsis	sadness	0.611	sepsis
guilty	sadness	0.609	icyaha
debacle	sadness	0.609	imbogamizi
ugliness	sadness	0.609	ububi
degrading	sadness	0.609	gutesha agaciro
cruel	sadness	0.609	ubugome
faithless	sadness	0.609	kutizera
worthless	sadness	0.609	nta gaciro
shatter	sadness	0.609	kumeneka
excluded	sadness	0.609	ukuyemo
injure	sadness	0.609	gukomeretsa
breakup	sadness	0.609	gutandukana
disparaging	sadness	0.609	gutesha agaciro
injured	sadness	0.609	bakomeretse
shameful	sadness	0.609	biteye isoni
gore	sadness	0.609	gore
derogatory	sadness	0.609	gusebanya
disappoint	sadness	0.609	gutenguha
irreparable	sadness	0.609	bidasubirwaho
bankrupt	sadness	0.609	guhomba
fearfully	sadness	0.609	ubwoba
alcoholism	sadness	0.609	ubusinzi
shackle	sadness	0.609	ingoyi
languishing	sadness	0.609	kurambirwa
sinner	sadness	0.609	umunyabyaha
dilapidated	sadness	0.609	yarangiritse
dire	sadness	0.609	dire
sacrifices	sadness	0.609	ibitambo
crushing	sadness	0.609	kumenagura
subjugation	sadness	0.609	kuganduka
overwhelmed	sadness	0.609	birenze
curse	sadness	0.608	umuvumo
anthrax	sadness	0.600	anthrax
alone	sadness	0.600	wenyine
robbery	sadness	0.600	ubujura
angst	sadness	0.598	angst
bawl	sadness	0.594	bawl
deportation	sadness	0.594	kwirukanwa
broken	sadness	0.594	yamenetse
obliterate	sadness	0.594	kurimbuka
petloss	sadness	0.594	petloss
condolences	sadness	0.594	akababaro
downfall	sadness	0.594	kugwa
prison	sadness	0.594	gereza
chaos	sadness	0.594	akajagari
abyss	sadness	0.594	ikuzimu
disappointment	sadness	0.594	gutenguha
helpless	sadness	0.594	abatishoboye
somber	sadness	0.594	somber
crumbling	sadness	0.594	gusenyuka
violation	sadness	0.594	kurenga ku mategeko
poaching	sadness	0.594	guhiga
nothingness	sadness	0.594	ubusa
eviction	sadness	0.594	kwirukanwa
losing	sadness	0.594	gutsindwa
shame	sadness	0.594	isoni
vendetta	sadness	0.594	vendetta
crypt	sadness	0.594	kurira
contaminated	sadness	0.594	yanduye
martyrdom	sadness	0.594	umumaritiri
irreconcilable	sadness	0.594	bidashoboka
ill	sadness	0.594	uburwayi
deprived	sadness	0.594	kwamburwa
