English Word	Emotion	Emotion-Intensity-Score	Zulu Word
happyheart	joy	0.818	inhliziyo ejabule
celebratory	joy	0.818	umgubho
greatful	joy	0.816	kakhulu
jovial	joy	0.814	injabulo
rejoice	joy	0.812	jabulani
splendid	joy	0.812	kuhle
enjoy	joy	0.812	ujabulele
smiley	joy	0.812	smiley
glorious	joy	0.812	ekhazimulayo
victorious	joy	0.812	onqobayo
lovemaking	joy	0.812	ukwenza uthando
bonanza	joy	0.812	bonanza
greatday	joy	0.812	usuku oluhle
excellent	joy	0.812	kuhle kakhulu
goodtimes	joy	0.811	izikhathi ezinhle
whatmakesmesmile	joy	0.811	yini eyenza ngimamatheke
happyday	joy	0.809	usuku oluhle
myfavorite	joy	0.804	intandokazi yami
thankyoulord	joy	0.803	thankyoulord
gladness	joy	0.803	injabulo
yayyy	joy	0.803	eya
yeahhhh	joy	0.803	yebo
pleasure	joy	0.803	injabulo
giggle	joy	0.802	gigitheka
happier	joy	0.797	ngijabule kakhulu
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	ubuhle
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	i-lovinlife
yesss	joy	0.797	yebo
dancing	joy	0.797	ukudansa
success	joy	0.797	impumelelo
grateful	joy	0.789	ngiyabonga
amuse	joy	0.788	hlekisa
splendor	joy	0.788	ubukhazikhazi
happy	joy	0.788	ngijabule
fun	joy	0.788	ubumnandi
giggling	joy	0.781	egigitheka
glad	joy	0.781	ngijabule
glorify	joy	0.781	khazimulisa
radiant	joy	0.781	ekhazimulayo
beautiful	joy	0.781	enhle
solucky	joy	0.781	solucky
sothankful	joy	0.781	ngiyabonga
enchanted	joy	0.781	eloyiwe
romance	joy	0.779	ezothando
perfection	joy	0.779	ukuphelela
christmassy	joy	0.779	ukhisimusi
heavens	joy	0.779	amazulu
thrilling	joy	0.776	evusa amadlingozi
lovable	joy	0.773	ezithandekayo
congrats	joy	0.773	siyakuhalalisela
fiesta	joy	0.773	fiesta
entertain	joy	0.773	jabulisa
happyvalentinesday	joy	0.773	usuku oluhle lwe-Valentines
miraculous	joy	0.773	eyisimangaliso
cheers	joy	0.773	injabulo
cheered	joy	0.773	bajabule
positivity	joy	0.773	ubuhle
funday	joy	0.772	funday
enjoying	joy	0.771	ukujabulela
lifeisgood	joy	0.766	ukuphila kuhle
amused	joy	0.766	hlekisa
goodfeeling	joy	0.766	umuzwa omuhle
christmasspirit	joy	0.766	ukhisimusi
cuddling	joy	0.766	ukugona
smiles	joy	0.766	emamatheka
sosweet	joy	0.766	kunoshukela
thebest	joy	0.766	okuncono
party	joy	0.765	iphathi
delight	joy	0.765	injabulo
orgasm	joy	0.765	i-orgasm
positive	joy	0.761	positive
sweetheart	joy	0.758	isithandwa
enlighten	joy	0.758	khanyisela
cheerfulness	joy	0.758	ukujabula
miracles	joy	0.758	izimangaliso
giddy	joy	0.757	giddy
christmastime	joy	0.757	ukhisimusi
gratify	joy	0.750	jabulisa
greatness	joy	0.750	ubukhulu
friendliness	joy	0.750	ubungane
blessings	joy	0.750	izibusiso
laughs	joy	0.750	uyahleka
tistheseason	joy	0.750	isizini
smile	joy	0.750	mamatheka
pleasing	joy	0.750	ethokozisayo
romantic	joy	0.750	ezothando
happyholidays	joy	0.750	amaholide ajabulisayo
frolic	joy	0.748	frolic
jubilee	joy	0.742	ijubili
miracle	joy	0.742	isimangaliso
enthusiasm	joy	0.742	umdlandla
selflove	joy	0.742	ukuzithanda
triumph	joy	0.742	ukunqoba
magical	joy	0.742	imilingo
rewarding	joy	0.742	okuvuza
goodvibes	joy	0.742	amavibe
positiveenergy	joy	0.742	positiveenergy
feelgood	joy	0.736	ngizizwa kahle
prosperity	joy	0.735	ukuchuma
behappy	joy	0.734	Jabula
admiration	joy	0.734	ukutuswa
passionate	joy	0.734	nothando
goodday	joy	0.734	usuku oluhle
luxurious	joy	0.734	zikanokusho
tgif	joy	0.734	tgif
victory	joy	0.734	ukunqoba
feelinggood	joy	0.734	ngizizwa kahle
enchant	joy	0.734	umthakathi
greatnight	joy	0.734	ubusuku obuhle
vivacious	joy	0.734	ekhaliphile
glorification	joy	0.733	ukudunyiswa
sing	joy	0.729	cula
glowing	joy	0.729	elikhazimulayo
yessss	joy	0.728	yesss
fulfillment	joy	0.728	ukugcwaliseka
breathtaking	joy	0.728	okumangalisayo
thankful	joy	0.727	ngiyabonga
cheery	joy	0.727	ukujabula
santa	joy	0.727	usanta
hurrah	joy	0.727	phuthuma
christmasbreak	joy	0.727	ikhefu likakhisimuzi
win	joy	0.727	nqoba
atpeace	joy	0.727	ukuthula
award	joy	0.727	umklomelo
merry	joy	0.727	ngijabule
inspiration	joy	0.725	ugqozi
radiance	joy	0.725	ukukhazimula
pleased	joy	0.725	ngithokozile
uplift	joy	0.723	phakamisa
optimistic	joy	0.723	nethemba
heaven	joy	0.721	ezulwini
lucky	joy	0.721	unenhlanhla
godisgreat	joy	0.721	uNkulunkulu mkhulu
holidays	joy	0.721	amaholide
thrill	joy	0.721	injabulo
congratulatory	joy	0.719	siyakuhalalisela
thriving	joy	0.719	echumayo
amusement	joy	0.719	ukuzijabulisa
perfect	joy	0.719	ephelele
lover	joy	0.719	isithandwa
xmas	joy	0.719	uKhisimusi
heartfelt	joy	0.719	ngokusuka enhliziyweni
utopian	joy	0.719	utopian
lovely	joy	0.719	enhle
harmony	joy	0.719	ukuzwana
praising	joy	0.719	edumisa
brighten	joy	0.719	khanyisa
luckiest	joy	0.712	onenhlanhla
merrychristmas	joy	0.712	Jabulela Ukhisimusi
magic	joy	0.712	umlingo
achievement	joy	0.712	impumelelo
yay	joy	0.712	yebo
holiday	joy	0.712	iholidi
treasures	joy	0.712	ingcebo
luxury	joy	0.712	ukunethezeka
bestfeeling	joy	0.712	umuzwa omuhle kakhulu
intimate	joy	0.710	obuseduze
soblessed	joy	0.706	edabukile
yaaay	joy	0.706	yaay
rave	joy	0.706	rave
chuckle	joy	0.706	hleka
proud	joy	0.704	uyaziqhenya
winning	joy	0.703	ukuwina
cherish	joy	0.703	hlonipha
goodnews	joy	0.703	izindaba ezinhle
fuckyeah	joy	0.703	fokofu ya
optimism	joy	0.703	ithemba
amazingly	joy	0.703	ngokumangalisayo
lovelife	joy	0.703	lovelife
truelove	joy	0.703	uthando lwangempela
beautification	joy	0.703	ubuhle
satisfying	joy	0.703	eyanelisayo
appreciates	joy	0.703	uyazisa
cuddled	joy	0.703	ngigone
goodlife	joy	0.703	impilo enhle
gooood	joy	0.703	gooood
sweetest	joy	0.703	emnandi kakhulu
yaay	joy	0.700	eya
entertained	joy	0.700	kujatshuliswa
excite	joy	0.697	jabulisa
newbeginnings	joy	0.693	iziqalo ezintsha
praisejesus	joy	0.691	simdumise uJesu
birthday	joy	0.691	usuku lokuzalwa
greatfriends	joy	0.688	abangani abakhulu
adoration	joy	0.688	ukudunyiswa
godsend	joy	0.688	godsend
favorite	joy	0.688	intandokazi
content	joy	0.688	okuqukethwe
entertaining	joy	0.688	kuyajabulisa
honored	joy	0.688	ihlonishwe
metime	joy	0.688	isikhathi
exquisite	joy	0.688	enhle kakhulu
holidayseason	joy	0.688	isizini
thankyoujesus	joy	0.688	thankyoujesus
angelic	joy	0.688	eyengelosi
goodhealth	joy	0.682	Impilo enhle
majestic	joy	0.682	ngokubabazekayo
luscious	joy	0.682	luscious
memoriesiwontforget	joy	0.682	izinkumbulowontkhohlwa
bestfriends	joy	0.682	abangani bangempela
precious	joy	0.682	yigugu
appreciated	joy	0.682	baziswa
exaltation	joy	0.682	ukuphakanyiswa
smiled	joy	0.682	amamatheke
brightens	joy	0.682	kukhanya
tranquility	joy	0.679	ukuthula
marry	joy	0.676	shada
embrace	joy	0.676	nganga
positively	joy	0.676	kahle
grin	joy	0.672	hleka
hug	joy	0.672	hug
hilarious	joy	0.672	ehlekisayo
dearest	joy	0.672	othandekayo
contentment	joy	0.672	ukwaneliseka
accomplished	joy	0.672	kufeziwe
relaxation	joy	0.672	ukuphumula
bday	joy	0.672	bday
enliven	joy	0.672	philisa
weeeee	joy	0.672	weeeee
giggles	joy	0.672	egigitheka
fulfilled	joy	0.667	kugcwalisekile
bountiful	joy	0.667	inala
victor	joy	0.667	umnqobi
adore	joy	0.667	thanda
boisterous	joy	0.667	ehlokomayo
fulfill	joy	0.664	gcwalisa
cuddles	joy	0.662	ukugona
prosperous	joy	0.660	abaphumelelayo
appreciation	joy	0.656	ukwazisa
serenity	joy	0.656	ukuthula
happynewyear	joy	0.656	Jabulela unyaka omusha
humor	joy	0.656	amahlaya
satisfy	joy	0.656	anelise
besties	joy	0.656	besties
encouraged	joy	0.656	khuthazwa
captivate	joy	0.656	thumba
christmaseve	joy	0.656	usuku ngaphambi kukakhisimusi
glow	joy	0.656	khazimula
romanticism	joy	0.656	uthando lothando
innerpeace	joy	0.656	ukuthula kwangaphakathi
pleasant	joy	0.656	emnandi
praises	joy	0.652	izindumiso
abundance	joy	0.652	inala
fortunes	joy	0.652	ingcebo
engaged	joy	0.652	umshado
praised	joy	0.652	batuswa
relaxing	joy	0.652	ukuphumula
treasure	joy	0.652	umcebo
satisfaction	joy	0.652	ukwaneliseka
nothingbetter	joy	0.647	akukho okungcono
affection	joy	0.647	uthando
relieved	joy	0.647	ekhululekile
complement	joy	0.647	umphelelisi
carnival	joy	0.643	imikhosi
priceless	joy	0.641	eyigugu
uplifting	joy	0.641	eyakhayo
sensuality	joy	0.641	inkanuko
saintly	joy	0.641	ongcwele
champion	joy	0.641	ingqwele
thanksgiving	joy	0.641	ukubonga
harmoniously	joy	0.641	ngokuvumelana
wedding	joy	0.641	umshado
achieve	joy	0.641	zuza
divine	joy	0.641	okwaphezulu
jackpot	joy	0.641	ijackpot
honeymoon	joy	0.636	i-honeymoon
exalt	joy	0.636	phakamisa
twinkle	joy	0.636	ukucwayiza
comforting	joy	0.636	eduduzayo
felicity	joy	0.636	injabulo
peaceful	joy	0.636	enokuthula
climax	joy	0.636	uvuthondaba
winner	joy	0.636	owinile
reverie	joy	0.636	i-reverie
yayy	joy	0.636	eya
cuddle	joy	0.636	manga
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	ukubuka izinkanyezi
festival	joy	0.625	umkhosi
sweet	joy	0.625	emnandi
generosity	joy	0.625	ukuphana
brighter	joy	0.625	elikhanyayo
praisegod	joy	0.625	praisegod
gorgeous	joy	0.625	enhle
hearts	joy	0.625	izinhliziyo
amusing	joy	0.625	ezihlekisayo
fondness	joy	0.625	uthando
snuggling	joy	0.625	snuggling
reward	joy	0.625	umvuzo
sex	joy	0.622	ucansi
kind	joy	0.621	umusa
genial	joy	0.621	genial
parade	joy	0.621	umbukiso
applause	joy	0.621	ihlombe
beauty	joy	0.621	ubuhle
fulfilling	joy	0.618	eyanelisayo
aspiring	joy	0.618	ukufisa
newlife	joy	0.618	impilo entsha
godbless	joy	0.616	inkosi ikubusise
virtuous	joy	0.613	elungile
kiss	joy	0.610	qabula
christmas	joy	0.609	ukhisimusi
rainbows	joy	0.609	uthingo
elegance	joy	0.609	ubuhle
generous	joy	0.609	ophanayo
super	joy	0.609	super
playful	joy	0.609	ukudlala
enlightenment	joy	0.609	ukukhanyiselwa
praiseworthy	joy	0.609	encomekayo
awards	joy	0.609	imiklomelo
adorable	joy	0.609	iyathandeka
rekindle	joy	0.609	vusa kabusha
winnings	joy	0.609	okuwinile
independence	joy	0.607	ukuzimela
amour	joy	0.607	uthando
kindness	joy	0.606	umusa
surprises	joy	0.606	lezimanga
heheh	joy	0.606	heheh
hilarity	joy	0.606	ukujabula
wonder	joy	0.606	zibuze
freely	joy	0.606	ngokukhululeka
successful	joy	0.606	ngempumelelo
inspired	joy	0.606	ephefumulelwe
onelove	joy	0.606	uthando olulodwa
whimsical	joy	0.603	okuhlekisayo
entertainment	joy	0.603	ukuzijabulisa
passion	joy	0.603	uthando
stressfree	joy	0.601	i-stressfree
beautify	joy	0.601	buhle
sunrise	joy	0.600	ukuphuma kwelanga
godisgood	joy	0.597	godisgood
goodmusic	joy	0.594	umculo omuhle
revere	joy	0.594	hlonipha
whoo	joy	0.594	awu
fanfare	joy	0.594	i-fanfare
inspire	joy	0.594	gqugquzela
angel	joy	0.594	ingelosi
thankgod	joy	0.594	Ngiyabonga Nkosi
goodies	joy	0.594	okumnandi
jesus	joy	0.594	uJesu
accomplishment	joy	0.594	impumelelo
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	ngokuthula
flirt	joy	0.594	dlala ngothando
friendship	joy	0.591	ubungane
singing	joy	0.591	ukucula
heroic	joy	0.591	ubuqhawe
exalted	joy	0.591	uphakeme
fortune	joy	0.591	ingcebo
highest	joy	0.591	eliphezulu kakhulu
summer	joy	0.591	ihlobo
contented	joy	0.588	anelisekile
rollicking	joy	0.588	ukuginqika
overflowing	joy	0.588	echichimayo
woot	joy	0.588	wothi
accolade	joy	0.586	ncoma
hope	joy	0.586	ithemba
cozy	joy	0.583	ethokomele
delicious	joy	0.579	okumnandi
raving	joy	0.578	raving
thelife	joy	0.578	impilo
darling	joy	0.578	sithandwa
sensuous	joy	0.578	ovusa inkanuko
picturesque	joy	0.578	enhle
friendly	joy	0.578	enobungane
everlasting	joy	0.578	okuphakade
praise	joy	0.578	dumisa
ambition	joy	0.578	isifiso sokuvelela
sparkle	joy	0.577	ukucwazimula
sensual	joy	0.576	inkanuko
peace	joy	0.576	ukuthula
flattering	joy	0.576	ukuthopha
grace	joy	0.576	umusa
luckygirl	joy	0.576	luckygirl
heroism	joy	0.576	ubuqhawe
succeeding	joy	0.576	bayaphumelela
yeahhh	joy	0.576	yeahhh
special	joy	0.574	ekhethekile
livelife	joy	0.574	Phila impilo
tantalizing	joy	0.572	okumangalisayo
pumped	joy	0.567	ukupompa
yey	joy	0.562	yebo
surprise	joy	0.562	ukumangala
sunny	joy	0.562	libalele
prevail	joy	0.562	nqoba
revels	joy	0.562	kuyajabulisa
humorous	joy	0.562	ezihlekisayo
sweets	joy	0.562	amaswidi
liking	joy	0.562	ukuthanda
admirable	joy	0.562	encomekayo
superstar	joy	0.562	inkanyezi
relax	joy	0.562	Nethezeka
prosper	joy	0.562	phumelela
hero	joy	0.562	iqhawe
hugs	joy	0.562	ukwanga
worthwhile	joy	0.562	kuyafaneleka
newyear	joy	0.561	unyaka omusha
tenderness	joy	0.561	ubumnene
bless	joy	0.561	busisa
favorable	joy	0.561	evumayo
freedom	joy	0.561	inkululeko
masterpiece	joy	0.561	ubuciko bobuciko
dreams	joy	0.559	amaphupho
hopeful	joy	0.559	ithemba
home	joy	0.559	ekhaya
cruising	joy	0.556	ukuhamba ngomkhumbi
gracias	joy	0.554	umusa
faithfulness	joy	0.553	ukwethembeka
eagerness	joy	0.552	ukulangazela
closeness	joy	0.552	ukusondelana
sunshine	joy	0.551	ukukhanya kwelanga
comfy	joy	0.551	ithokomele
vacation	joy	0.547	iholidi
celestial	joy	0.547	yasezulwini
good	joy	0.547	kuhle
elite	joy	0.547	elite
illuminate	joy	0.547	khanyisa
confidence	joy	0.547	ukuzethemba
mistletoe	joy	0.547	i-mistletoe
daughter	joy	0.547	indodakazi
lifted	joy	0.547	iphakanyisiwe
goodmorning	joy	0.547	Sawubona
zeal	joy	0.547	intshiseko
gifts	joy	0.547	izipho
gift	joy	0.547	isipho
astonishment	joy	0.547	ukumangala
heart	joy	0.547	inhliziyo
completion	joy	0.547	ukuqedwa
bonus	joy	0.547	ibhonasi
charmed	joy	0.546	ebukekayo
dance	joy	0.545	umdanso
sublime	joy	0.545	sublime
recreation	joy	0.545	ukuzijabulisa
encouragement	joy	0.545	isikhuthazo
god	joy	0.545	unkulunkulu
gush	joy	0.545	gush
freshstart	joy	0.544	isiqalo esisha
free	joy	0.544	mahhala
savior	joy	0.543	umsindisi
sanctuary	joy	0.541	indawo engcwele
grandchildren	joy	0.540	abazukulu
wellness	joy	0.537	ukuphila kahle
revel	joy	0.534	ukujabula
music	joy	0.531	umculo
fab	joy	0.531	fab
bridal	joy	0.531	umakoti
soar	joy	0.531	ukundiza
alive	joy	0.531	ephila
money	joy	0.531	imali
soothing	joy	0.531	epholile
serene	joy	0.531	ezolile
holiness	joy	0.531	ubungcwele
inspirational	joy	0.531	ezikhuthazayo
matrimony	joy	0.531	umshado
dayoff	joy	0.531	usuku lokuphumula
savor	joy	0.531	iphunga
vitality	joy	0.531	ubungqabavu
confident	joy	0.531	ukuzethemba
firstborn	joy	0.531	izibulo
rainbow	joy	0.531	uthingo
liberation	joy	0.531	inkululeko
elegant	joy	0.530	nenhle
mastery	joy	0.530	ubuhlakani
glimmer	joy	0.530	ukubenyezela
illumination	joy	0.530	ukukhanya
blossom	joy	0.530	qhakaza
warmth	joy	0.530	imfudumalo
welcomed	joy	0.530	wamukelekile
treat	joy	0.529	phatha
faithful	joy	0.529	ethembekile
snuggles	joy	0.522	snuggles
laurels	joy	0.521	ama-laurels
commendable	joy	0.519	kuyancomeka
succeed	joy	0.516	phumelela
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	akukho sikole
brotherly	joy	0.516	ubuzalwane
silly	joy	0.516	ubuwula
abundant	joy	0.516	kuningi
fancy	joy	0.516	fancy
resplendent	joy	0.516	ekhazimulayo
strengthening	joy	0.516	ukuqinisa
presents	joy	0.516	izipho
pride	joy	0.516	ukuziqhenya
almighty	joy	0.516	somandla
powerful	joy	0.516	enamandla
aspire	joy	0.516	fisa
remarkable	joy	0.516	ephawulekayo
greeted	joy	0.516	ngibingelele
thanking	joy	0.515	ukubonga
cutie	joy	0.515	cutie
kudos	joy	0.515	ukuncoma
therapeutic	joy	0.515	okwelaphayo
zen	joy	0.515	zen
coronation	joy	0.515	ukugcotshwa
complete	joy	0.515	ephelele
shining	joy	0.515	ecwebezelayo
spirit	joy	0.515	umoya
princely	joy	0.515	ngokwenkosana
vivid	joy	0.515	cacile
comfort	joy	0.515	induduzo
leisure	joy	0.515	ezokungcebeleka
reunited	joy	0.515	sihlangane kabusha
kid	joy	0.515	ingane
newme	joy	0.515	entsha
payday	joy	0.515	usuku lokukhokha
animated	joy	0.515	opopayi
familytime	joy	0.515	isikhathi somndeni
relationship	joy	0.514	ubuhlobo
godly	joy	0.514	uNkulunkulu
marriage	joy	0.514	umshado
daymade	joy	0.514	kwasemini
spouse	joy	0.507	umlingani
intimately	joy	0.507	ngokuseduze
respect	joy	0.500	inhlonipho
bloom	joy	0.500	qhakaza
purr	joy	0.500	i-purr
carefree	joy	0.500	abangenandaba
nature	joy	0.500	imvelo
encourage	joy	0.500	khuthaza
soulful	joy	0.500	enomphefumulo
refreshed	joy	0.500	ivuselelwe
family	joy	0.500	umndeni
gem	joy	0.500	itshe eliyigugu
meritorious	joy	0.500	meritorious
achieved	joy	0.500	okuzuziwe
motherhood	joy	0.500	ubumama
holyspirit	joy	0.500	umoya ongcwele
surreal	joy	0.500	i-surreal
charitable	joy	0.500	abasweleyo
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	ukukhululeka kwengcindezi
erotic	joy	0.500	inkanuko
inviting	joy	0.500	ngiyamema
baby	joy	0.500	ingane
dignity	joy	0.500	isithunzi
satisfied	joy	0.500	anelisekile
visionary	joy	0.500	onombono
memorable	joy	0.500	ekhumbulekayo
veracity	joy	0.500	ubuqiniso
healthy	joy	0.500	enempilo
welcoming	joy	0.500	ukwamukela
diamond	joy	0.500	idayimane
christ	joy	0.500	uKristu
beach	joy	0.500	ulwandle
accomplish	joy	0.500	fezekisa
friends	joy	0.500	abangani
excel	joy	0.500	kuhle kakhulu
health	joy	0.493	impilo
aura	joy	0.493	i-aura
yehey	joy	0.486	yey
approved	joy	0.486	kugunyaziwe
oasis	joy	0.486	i-oasis
liberty	joy	0.486	inkululeko
crowning	joy	0.485	ukuthweswa umqhele
aspiration	joy	0.485	ukulangazelela
privileged	joy	0.485	nelungelo
crescendo	joy	0.485	crescendo
rapture	joy	0.485	ukuhlwithwa
liberate	joy	0.485	khulula
nocomplaints	joy	0.485	akukho zikhalazo
prestige	joy	0.485	udumo
bounty	joy	0.485	inzuzo
gentle	joy	0.485	mnene
inseparable	joy	0.485	engahlukaniseki
engaging	joy	0.485	ezibandakanyayo
loyal	joy	0.485	qotho
betrothed	joy	0.485	oqonyiwe
transcendence	joy	0.484	ukweqa
selfworth	joy	0.484	ukuzethemba
yummy	joy	0.484	kumnandi
datenight	joy	0.484	ebusuku
destiny	joy	0.484	isiphetho
heyday	joy	0.484	sawubona
aloha	joy	0.484	ulala
desire	joy	0.484	isifiso
dream	joy	0.484	iphupho
luck	joy	0.484	inhlanhla
fete	joy	0.484	phatha
trophy	joy	0.484	indebe
bouquet	joy	0.484	isixha sezimbali
chocolate	joy	0.484	ushokoledi
creativity	joy	0.484	ubuhlakani
boyfriend	joy	0.480	isoka
commemoration	joy	0.479	isikhumbuzo
intelligence	joy	0.477	ubuhlakani
readiness	joy	0.473	ukulungela
friend	joy	0.471	umngane
bride	joy	0.471	umakoti
enthusiast	joy	0.471	umshisekeli
lush	joy	0.470	luhlaza
inheritance	joy	0.470	ifa
soothe	joy	0.470	pholisa
tickle	joy	0.470	ukukitaza
kiddo	joy	0.470	ingane
nostalgia	joy	0.470	i-nostalgia
massage	joy	0.470	massage
calming	joy	0.470	ezolile
adventure	joy	0.470	uhambo
pretty	joy	0.469	muhle
purring	joy	0.469	purring
eternal	joy	0.469	okwaphakade
humanitarian	joy	0.469	osiza abantu
nurture	joy	0.469	khulisa
giving	joy	0.469	ukupha
rest	joy	0.469	phumula
getaway	joy	0.469	Phuma
goals	joy	0.469	imigomo
pray	joy	0.469	khuleka
bridegroom	joy	0.469	umkhwenyana
heartily	joy	0.469	ngenhliziyo
luster	joy	0.469	ukucwebezela
bonding	joy	0.469	ukuhlanganisa
princess	joy	0.469	nkosazane
amicable	joy	0.469	enokuthula
benevolence	joy	0.469	umusa
child	joy	0.466	ingane
salutary	joy	0.465	ewusizo
invite	joy	0.457	mema
beam	joy	0.456	ugongolo
reminiscing	joy	0.456	ukukhumbula
befriend	joy	0.455	umngane
aesthetics	joy	0.455	ubuhle
friday	joy	0.455	ulwesihlanu
freshair	joy	0.455	umoya omusha
ceremony	joy	0.455	umcimbi
kindred	joy	0.455	izihlobo
mindfulness	joy	0.455	ukuqaphela
sonice	joy	0.455	sonice
elevation	joy	0.455	ukuphakama
tropical	joy	0.455	ezishisayo
scholarship	joy	0.455	umfundaze
hee	joy	0.455	hee
noworries	joy	0.453	Azikho izinkinga
allure	joy	0.453	ukuyenga
approve	joy	0.453	vuma
scenery	joy	0.453	indawo
waterfall	joy	0.453	impophoma
vindication	joy	0.453	ukuqinisekiswa
namaste	joy	0.453	namaste
commemorate	joy	0.453	khumbula
faith	joy	0.453	ukholo
birth	joy	0.453	ukuzalwa
forgiveness	joy	0.453	intethelelo
journey	joy	0.447	uhambo
meditation	joy	0.446	ukuzindla
relaxed	joy	0.442	ekhululekile
present	joy	0.441	samanje
weekend	joy	0.441	ngempelasonto
tender	joy	0.441	ithenda
tranquil	joy	0.441	ezolile
lyrical	joy	0.439	okomculo
sharing	joy	0.439	ukwabelana
esteem	joy	0.439	ukuhlonishwa
nostalgic	joy	0.439	i-nostalgic
prayer	joy	0.439	umthandazo
righteousness	joy	0.439	ukulunga
husband	joy	0.438	umyeni
relief	joy	0.438	impumuzo
strength	joy	0.438	amandla
mighty	joy	0.438	enamandla
unbeaten	joy	0.438	engahluliwe
eager	joy	0.438	ngokulangazela
share	joy	0.438	ukwabelana
newday	joy	0.438	usuku olusha
sonnet	joy	0.438	i-sonnet
meditate	joy	0.438	zindla
life	joy	0.438	ukuphila
winterbreak	joy	0.429	ikhefu lasebusika
warm	joy	0.429	efudumele
movingforward	joy	0.429	Qhubekela phambili
buddy	joy	0.427	umngane
oneness	joy	0.426	ubunye
unconstrained	joy	0.424	engaphoqelekile
amen	joy	0.424	amen
reverence	joy	0.424	inhlonipho
healthful	joy	0.424	enempilo
thelittlethings	joy	0.424	izinto ezincane
medal	joy	0.424	indondo
unsurpassed	joy	0.424	engadlulwanga
candlelight	joy	0.424	ukukhanya kwekhandlela
carols	joy	0.424	izingoma zezingoma
ejaculation	joy	0.424	ukuqhanyelwa
beginnings	joy	0.422	iziqalo
sledding	joy	0.422	ukushushuluza
graduation	joy	0.422	ukuthweswa iziqu
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	ukukhululeka
symphony	joy	0.422	i-symphony
wealth	joy	0.422	ingcebo
helpful	joy	0.422	usizo
musical	joy	0.422	okomculo
glitter	joy	0.422	glitter
calmness	joy	0.422	ukuzola
energy	joy	0.422	amandla
safe	joy	0.422	iphephile
nostress	joy	0.421	i-nostress
soundness	joy	0.421	ukuzwakala
promise	joy	0.415	isithembiso
reunite	joy	0.414	hlanganani futhi
mother	joy	0.412	umama
salvation	joy	0.412	insindiso
poems	joy	0.412	izinkondlo
clown	joy	0.409	umlingisi
lavender	joy	0.409	i-lavender
immaculate	joy	0.409	msulwa
purify	joy	0.409	hlanza
inauguration	joy	0.409	ukugcotshwa
aromatherapy	joy	0.409	i-aromatherapy
lighten	joy	0.409	khanyisa
travel	joy	0.409	ukuhamba
cash	joy	0.406	imali
companion	joy	0.406	umngane
live	joy	0.406	phila
opportune	joy	0.406	ithuba
completing	joy	0.406	ukuqeda
charity	joy	0.406	uthando
heal	joy	0.406	philisa
star	joy	0.406	inkanyezi
wishing	joy	0.406	ukufisa
flowers	joy	0.406	izimbali
income	joy	0.403	imali engenayo
soul	joy	0.401	umphefumulo
munchies	joy	0.400	ama-munchies
emancipation	joy	0.397	ukukhululwa
indescribable	joy	0.397	engachazeki
progress	joy	0.397	inqubekelaphambili
equality	joy	0.394	ukulingana
childhood	joy	0.394	ebuntwaneni
