English Word	Emotion	Emotion-Intensity-Score	Macedonian Word
charitable	joy	0.500	добротворни
teamjesus	joy	0.500	тим Исус
stressrelief	joy	0.500	ослободување од стрес
erotic	joy	0.500	еротски
inviting	joy	0.500	поканува
baby	joy	0.500	бебе
dignity	joy	0.500	Достоинство
satisfied	joy	0.500	задоволни
visionary	joy	0.500	визионер
memorable	joy	0.500	незаборавни
veracity	joy	0.500	вистинитост
healthy	joy	0.500	здрав
welcoming	joy	0.500	добредојде
diamond	joy	0.500	дијамант
christ	joy	0.500	Христос
beach	joy	0.500	плажа
accomplish	joy	0.500	постигне
friends	joy	0.500	пријатели
excel	joy	0.500	ексел
health	joy	0.493	здравје
aura	joy	0.493	аура
yehey	joy	0.486	ехеј
approved	joy	0.486	одобрени
oasis	joy	0.486	оаза
liberty	joy	0.486	слободата
crowning	joy	0.485	крунисување
aspiration	joy	0.485	аспирација
privileged	joy	0.485	привилегирани
crescendo	joy	0.485	крешендо
rapture	joy	0.485	занес
liberate	joy	0.485	ослободи
nocomplaints	joy	0.485	без поплаки
prestige	joy	0.485	престиж
bounty	joy	0.485	награда
gentle	joy	0.485	нежни
inseparable	joy	0.485	неразделни
engaging	joy	0.485	ангажирање
loyal	joy	0.485	лојални
betrothed	joy	0.485	свршени
transcendence	joy	0.484	трансценденција
selfworth	joy	0.484	самодоверба
yummy	joy	0.484	вкусен
datenight	joy	0.484	датум ноќ
destiny	joy	0.484	судбина
heyday	joy	0.484	најславни
aloha	joy	0.484	алоха
desire	joy	0.484	желба
dream	joy	0.484	сон
luck	joy	0.484	среќа
fete	joy	0.484	фет
trophy	joy	0.484	трофеј
bouquet	joy	0.484	букет
chocolate	joy	0.484	чоколадо
creativity	joy	0.484	креативност
boyfriend	joy	0.480	дечко
commemoration	joy	0.479	комеморација
intelligence	joy	0.477	интелигенција
readiness	joy	0.473	готовност
friend	joy	0.471	пријател
bride	joy	0.471	невеста
enthusiast	joy	0.471	ентузијаст
lush	joy	0.470	бујна
inheritance	joy	0.470	наследство
soothe	joy	0.470	смируваат
tickle	joy	0.470	скокоткаат
kiddo	joy	0.470	дете
nostalgia	joy	0.470	носталгија
massage	joy	0.470	масажа
calming	joy	0.470	смирувачки
adventure	joy	0.470	авантура
pretty	joy	0.469	убава
purring	joy	0.469	прчење
eternal	joy	0.469	вечен
humanitarian	joy	0.469	хуманитарен
nurture	joy	0.469	негуваат
giving	joy	0.469	давање
rest	joy	0.469	одмор
getaway	joy	0.469	бегај
goals	joy	0.469	цели
pray	joy	0.469	молете се
bridegroom	joy	0.469	младоженец
heartily	joy	0.469	срдечно
luster	joy	0.469	сјај
bonding	joy	0.469	врзување
princess	joy	0.469	принцеза
amicable	joy	0.469	пријателски
benevolence	joy	0.469	добронамерност
child	joy	0.466	дете
salutary	joy	0.465	спасоносна
invite	joy	0.457	покани
beam	joy	0.456	зрак
reminiscing	joy	0.456	потсетувајќи се
befriend	joy	0.455	спријателувај се
aesthetics	joy	0.455	естетика
friday	joy	0.455	петок
freshair	joy	0.455	свеж воздух
ceremony	joy	0.455	церемонија
kindred	joy	0.455	роднина
mindfulness	joy	0.455	свесност
sonice	joy	0.455	сонис
elevation	joy	0.455	надморска височина
tropical	joy	0.455	тропски
scholarship	joy	0.455	стипендија
hee	joy	0.455	хи
noworries	joy	0.453	грижи
allure	joy	0.453	привлечност
approve	joy	0.453	одобри
scenery	joy	0.453	сценографијата
waterfall	joy	0.453	водопад
vindication	joy	0.453	оправдување
namaste	joy	0.453	намасте
commemorate	joy	0.453	комеморираат
faith	joy	0.453	вера
birth	joy	0.453	раѓање
forgiveness	joy	0.453	простување
journey	joy	0.447	патување
meditation	joy	0.446	медитација
relaxed	joy	0.442	опуштено
present	joy	0.441	присутни
weekend	joy	0.441	викенд
tender	joy	0.441	тендер
tranquil	joy	0.441	мирен
lyrical	joy	0.439	лирски
sharing	joy	0.439	споделување
esteem	joy	0.439	почит
nostalgic	joy	0.439	носталгичен
prayer	joy	0.439	молитва
righteousness	joy	0.439	праведност
husband	joy	0.438	сопруг
relief	joy	0.438	олеснување
strength	joy	0.438	силата
mighty	joy	0.438	моќно
unbeaten	joy	0.438	непобеден
eager	joy	0.438	желни
share	joy	0.438	споделување
newday	joy	0.438	нов ден
sonnet	joy	0.438	сонет
meditate	joy	0.438	медитираат
life	joy	0.438	животот
winterbreak	joy	0.429	Зимски одмор
warm	joy	0.429	топло
movingforward	joy	0.429	се движи напред
buddy	joy	0.427	другар
oneness	joy	0.426	единство
unconstrained	joy	0.424	неограничено
amen	joy	0.424	амин
reverence	joy	0.424	почит
healthful	joy	0.424	здрав
thelittlethings	joy	0.424	малите нешта
medal	joy	0.424	медал
unsurpassed	joy	0.424	ненадмината
candlelight	joy	0.424	свеќа
carols	joy	0.424	песнички
ejaculation	joy	0.424	ејакулација
beginnings	joy	0.422	почетоци
sledding	joy	0.422	санкање
graduation	joy	0.422	дипломирање
frisky	joy	0.422	живописен
lml	joy	0.422	lml
ease	joy	0.422	леснотија
symphony	joy	0.422	симфонија
wealth	joy	0.422	богатство
helpful	joy	0.422	корисни
musical	joy	0.422	музички
glitter	joy	0.422	сјајот
calmness	joy	0.422	смиреност
energy	joy	0.422	енергија
safe	joy	0.422	безбедно
nostress	joy	0.421	без стрес
soundness	joy	0.421	здравост
promise	joy	0.415	ветување
reunite	joy	0.414	повторно обединат
mother	joy	0.412	мајка
salvation	joy	0.412	спасението
poems	joy	0.412	песни
clown	joy	0.409	кловн
lavender	joy	0.409	лаванда
immaculate	joy	0.409	беспрекорен
purify	joy	0.409	прочистуваат
inauguration	joy	0.409	инаугурација
aromatherapy	joy	0.409	ароматерапијата
lighten	joy	0.409	олеснат
travel	joy	0.409	патува
cash	joy	0.406	готовина
companion	joy	0.406	придружник
live	joy	0.406	во живо
opportune	joy	0.406	пригоден
completing	joy	0.406	комплетирање
charity	joy	0.406	добротворна организација
heal	joy	0.406	исцели
star	joy	0.406	ѕвезда
wishing	joy	0.406	посакувајќи
flowers	joy	0.406	цвеќиња
income	joy	0.403	приход
soul	joy	0.401	душа
munchies	joy	0.400	мунчи
emancipation	joy	0.397	еманципација
indescribable	joy	0.397	неописливо
progress	joy	0.397	напредок
equality	joy	0.394	еднаквост
childhood	joy	0.394	детството
together	joy	0.394	заедно
rhythmical	joy	0.394	ритмички
fullness	joy	0.394	полнота
calm	joy	0.394	смирен
hammock	joy	0.394	хамак
picnic	joy	0.394	пикник
movies	joy	0.393	филмови
zealous	joy	0.393	ревносен
playground	joy	0.391	игралиште
affluence	joy	0.391	изобилство
warms	joy	0.391	загрева
choir	joy	0.391	хорот
littlethings	joy	0.391	мали нешта
auspicious	joy	0.391	поволна
meaningful	joy	0.391	значајно
adventures	joy	0.391	авантури
goofy	joy	0.391	глупав
starry	joy	0.391	ѕвездено
humanity	joy	0.391	човештвото
gesture	joy	0.387	гест
witty	joy	0.382	духовит
vow	joy	0.382	завет
shopping	joy	0.382	шопинг
vibes	joy	0.379	вибрации
worship	joy	0.379	обожување
jump	joy	0.379	скокаат
communion	joy	0.379	причестување
reverend	joy	0.377	пречесниот
rising	joy	0.375	во пораст
advance	joy	0.375	однапред
beaches	joy	0.375	плажи
sonorous	joy	0.375	звучен
courtship	joy	0.375	додворување
experience	joy	0.375	Искуство
reunion	joy	0.375	повторно обединување
simplicity	joy	0.375	едноставност
full	joy	0.375	полн
hymn	joy	0.375	химна
spirits	joy	0.375	духови
unforgettable	joy	0.375	незаборавно
mirth	joy	0.375	веселба
youth	joy	0.375	младина
scenic	joy	0.375	сценско
unique	joy	0.375	единствен
redeemed	joy	0.375	откупени
alliance	joy	0.368	Алијанса
baptismal	joy	0.368	крштевањето
grant	joy	0.366	грант
kitten	joy	0.364	маче
sanctification	joy	0.364	осветување
conciliation	joy	0.364	помирување
improves	joy	0.364	се подобрува
pure	joy	0.364	чиста
improve	joy	0.364	подобри
authentic	joy	0.364	автентични
moonlight	joy	0.364	месечината
weightloss	joy	0.362	губење на тежина
raspberries	joy	0.360	малини
feeling	joy	0.359	чувство
jest	joy	0.359	шега
independent	joy	0.359	независна
sanctify	joy	0.359	освети
devotional	joy	0.359	благочестив
tinsel	joy	0.359	ЛАЖЕН
proficiency	joy	0.359	владеење
listenting	joy	0.359	слушање
fidelity	joy	0.359	верност
revival	joy	0.359	преродба
giver	joy	0.353	давател
cocoa	joy	0.353	какао
deliverance	joy	0.348	избавување
melody	joy	0.348	мелодија
unification	joy	0.348	обединување
romp	joy	0.348	забави
purpose	joy	0.348	цел
choral	joy	0.348	хорски
exceed	joy	0.348	надмине
dolphin	joy	0.348	делфин
roaring	joy	0.348	рикање
favor	joy	0.348	услуга
hotyoga	joy	0.347	хотјога
voluptuous	joy	0.344	сладострасна
fruits	joy	0.344	плодовите
cookies	joy	0.344	колачиња
manicure	joy	0.344	маникир
nowork	joy	0.344	нема работа
date	joy	0.344	датум
newstart	joy	0.344	newstart
hedonism	joy	0.344	хедонизам
pledge	joy	0.344	залог
electric	joy	0.344	електрични
humble	joy	0.344	смирен
roadtrip	joy	0.344	Излет
thx	joy	0.344	благодарам
kiddos	joy	0.344	деца
celebrity	joy	0.342	славна личност
bridesmaid	joy	0.338	деверуша
rhythm	joy	0.338	ритам
spa	joy	0.333	бањата
snowday	joy	0.333	снежен ден
familiarity	joy	0.333	блискост
coffee	joy	0.333	кафе
edification	joy	0.333	издигнување
garden	joy	0.333	градина
renovation	joy	0.333	реновирање
dawn	joy	0.333	зората
connoisseur	joy	0.333	познавач
gazing	joy	0.333	гледајќи
obliging	joy	0.333	обврзувачки
partner	joy	0.333	партнер
foodie	joy	0.331	хранител
synchronize	joy	0.329	синхронизираат
tribulation	joy	0.328	неволја
psalm	joy	0.328	псалм
pedicure	joy	0.328	педикир
noregrets	joy	0.328	без каење
chirping	joy	0.328	чврчорење
saint	joy	0.328	светец
healing	joy	0.328	исцелување
carol	joy	0.328	песна
true	joy	0.328	вистинито
hobby	joy	0.328	хоби
amnesty	joy	0.328	амнестија
respite	joy	0.324	одмор
recreational	joy	0.318	рекреативни
cousins	joy	0.318	братучеди
mellow	joy	0.318	мека
restorative	joy	0.318	ресторативна
lazyday	joy	0.318	мрзливец
classics	joy	0.318	класици
reconciliation	joy	0.316	помирување
woods	joy	0.312	шуми
progression	joy	0.312	прогресија
muchneeded	joy	0.312	многу потребна
sterling	joy	0.312	фунта
dove	joy	0.312	гулаб
simplify	joy	0.312	поедностави
fitness	joy	0.312	фитнес
sunset	joy	0.312	зајдисонце
wisdom	joy	0.312	мудрост
relight	joy	0.312	светлина
living	joy	0.312	живеење
presto	joy	0.312	престо
playhouse	joy	0.312	игротека
superman	joy	0.312	супермен
pony	joy	0.312	пони
recovery	joy	0.312	закрепнување
crafts	joy	0.312	занаети
lord	joy	0.312	господ
deal	joy	0.312	договор
improvement	joy	0.309	подобрување
infant	joy	0.309	доенче
absolution	joy	0.306	ослободување
honest	joy	0.303	искрен
gently	joy	0.303	нежно
banquet	joy	0.303	банкет
established	joy	0.303	воспоставена
endless	joy	0.303	бескрајна
decorating	joy	0.303	украсување
providing	joy	0.300	обезбедување
lounging	joy	0.297	лежење
growth	joy	0.297	раст
strolling	joy	0.297	шетање
feat	joy	0.297	подвиг
morals	joy	0.297	моралот
mine	joy	0.297	мојата
spending	joy	0.297	трошење
light	joy	0.297	светлина
