English Word	Emotion	Emotion-Intensity-Score	Chinese-Traditional Word
entertainment	joy	0.603	娛樂
passion	joy	0.603	熱情
stressfree	joy	0.601	無壓力
beautify	joy	0.601	美化
sunrise	joy	0.600	日出
godisgood	joy	0.597	上帝是好的
goodmusic	joy	0.594	好的音樂
revere	joy	0.594	尊敬
whoo	joy	0.594	哇哦
fanfare	joy	0.594	大張旗鼓
inspire	joy	0.594	啟發
angel	joy	0.594	天使
thankgod	joy	0.594	感謝上帝
goodies	joy	0.594	好東西
jesus	joy	0.594	耶穌
accomplishment	joy	0.594	成就
snuggled	joy	0.594	依偎
peacefully	joy	0.594	和平地
flirt	joy	0.594	調情
friendship	joy	0.591	友誼
singing	joy	0.591	唱歌
heroic	joy	0.591	英勇
exalted	joy	0.591	崇高的
fortune	joy	0.591	財富
highest	joy	0.591	最高
summer	joy	0.591	夏天
contented	joy	0.588	滿足
rollicking	joy	0.588	嬉鬧
overflowing	joy	0.588	溢出
woot	joy	0.588	嗚嗚
accolade	joy	0.586	榮譽
hope	joy	0.586	希望
cozy	joy	0.583	舒適
delicious	joy	0.579	可口的
raving	joy	0.578	狂言
thelife	joy	0.578	人生
darling	joy	0.578	寵兒
sensuous	joy	0.578	感性的
picturesque	joy	0.578	如畫
friendly	joy	0.578	友誼賽
everlasting	joy	0.578	永恆的
praise	joy	0.578	稱讚
ambition	joy	0.578	志向
sparkle	joy	0.577	火花
sensual	joy	0.576	感性的
peace	joy	0.576	和平
flattering	joy	0.576	討人喜歡
grace	joy	0.576	優雅
luckygirl	joy	0.576	幸運女郎
heroism	joy	0.576	英雄主義
succeeding	joy	0.576	成功
yeahhh	joy	0.576	是啊
special	joy	0.574	特別的
livelife	joy	0.574	生活
tantalizing	joy	0.572	誘人的
pumped	joy	0.567	抽水
yey	joy	0.562	是的
surprise	joy	0.562	驚喜
sunny	joy	0.562	晴天
prevail	joy	0.562	佔上風
revels	joy	0.562	狂歡
humorous	joy	0.562	幽默
sweets	joy	0.562	糖果
liking	joy	0.562	喜歡
admirable	joy	0.562	令人欽佩
superstar	joy	0.562	超級明星
relax	joy	0.562	放鬆
prosper	joy	0.562	繁榮
hero	joy	0.562	英雄
hugs	joy	0.562	擁抱
worthwhile	joy	0.562	值得
newyear	joy	0.561	新年
tenderness	joy	0.561	壓痛
bless	joy	0.561	保佑
favorable	joy	0.561	有利
freedom	joy	0.561	自由
masterpiece	joy	0.561	傑作
dreams	joy	0.559	夢想
hopeful	joy	0.559	充滿希望
home	joy	0.559	家
cruising	joy	0.556	巡航
gracias	joy	0.554	格雷西亞斯
faithfulness	joy	0.553	忠誠
eagerness	joy	0.552	熱切
closeness	joy	0.552	親近
sunshine	joy	0.551	陽光
comfy	joy	0.551	舒服
vacation	joy	0.547	假期
celestial	joy	0.547	天上的
good	joy	0.547	好的
elite	joy	0.547	精英
illuminate	joy	0.547	照亮
confidence	joy	0.547	信心
mistletoe	joy	0.547	槲寄生
daughter	joy	0.547	女兒
lifted	joy	0.547	舉起
goodmorning	joy	0.547	早上好
zeal	joy	0.547	熱情
gifts	joy	0.547	禮物
gift	joy	0.547	禮物
astonishment	joy	0.547	驚訝
heart	joy	0.547	心
completion	joy	0.547	完成
bonus	joy	0.547	獎金
charmed	joy	0.546	迷住了
dance	joy	0.545	舞蹈
sublime	joy	0.545	昇華
recreation	joy	0.545	娛樂
encouragement	joy	0.545	鼓勵
god	joy	0.545	上帝
gush	joy	0.545	噴
freshstart	joy	0.544	新的開始
free	joy	0.544	自由的
savior	joy	0.543	救主
sanctuary	joy	0.541	避難所
grandchildren	joy	0.540	孫子
wellness	joy	0.537	健康
revel	joy	0.534	陶醉
music	joy	0.531	音樂
fab	joy	0.531	晶圓廠
bridal	joy	0.531	新娘
soar	joy	0.531	翱翔
alive	joy	0.531	活
money	joy	0.531	錢
soothing	joy	0.531	舒緩的
serene	joy	0.531	安詳
holiness	joy	0.531	聖潔
inspirational	joy	0.531	鼓舞人心的
matrimony	joy	0.531	婚姻
dayoff	joy	0.531	休假
savor	joy	0.531	品嚐
vitality	joy	0.531	活力
confident	joy	0.531	自信的
firstborn	joy	0.531	長子
rainbow	joy	0.531	彩虹
liberation	joy	0.531	解放
elegant	joy	0.530	優雅的
mastery	joy	0.530	掌握
glimmer	joy	0.530	微光
illumination	joy	0.530	照明
blossom	joy	0.530	開花
warmth	joy	0.530	溫暖
welcomed	joy	0.530	歡迎
treat	joy	0.529	對待
faithful	joy	0.529	可信
snuggles	joy	0.522	依偎
laurels	joy	0.521	桂冠
commendable	joy	0.519	值得稱道
succeed	joy	0.516	成功
jingle	joy	0.516	叮噹
zest	joy	0.516	熱情
noschool	joy	0.516	沒有學校
brotherly	joy	0.516	兄弟般的
silly	joy	0.516	愚蠢的
abundant	joy	0.516	豐富
fancy	joy	0.516	想要
resplendent	joy	0.516	燦爛
strengthening	joy	0.516	強化
presents	joy	0.516	禮物
pride	joy	0.516	自豪
almighty	joy	0.516	萬能的
powerful	joy	0.516	強大的
aspire	joy	0.516	渴望
remarkable	joy	0.516	卓越
greeted	joy	0.516	打招呼
thanking	joy	0.515	感謝
cutie	joy	0.515	可愛的
kudos	joy	0.515	榮譽
therapeutic	joy	0.515	治療性的
zen	joy	0.515	禪
coronation	joy	0.515	加冕禮
complete	joy	0.515	完全的
shining	joy	0.515	閃亮的
spirit	joy	0.515	精神
princely	joy	0.515	王侯的
vivid	joy	0.515	生動
comfort	joy	0.515	舒適
leisure	joy	0.515	閒暇
reunited	joy	0.515	重聚
kid	joy	0.515	孩子
newme	joy	0.515	新我
payday	joy	0.515	發薪日
animated	joy	0.515	動畫
familytime	joy	0.515	家人在一起的時間
relationship	joy	0.514	關係
godly	joy	0.514	敬虔的
marriage	joy	0.514	婚姻
daymade	joy	0.514	白日造
spouse	joy	0.507	伴侶
intimately	joy	0.507	親密地
respect	joy	0.500	尊重
bloom	joy	0.500	盛開
purr	joy	0.500	咕嚕咕嚕
carefree	joy	0.500	暢快
nature	joy	0.500	自然
encourage	joy	0.500	鼓勵
soulful	joy	0.500	深情的
refreshed	joy	0.500	刷新
family	joy	0.500	家庭
gem	joy	0.500	寶石
meritorious	joy	0.500	立功
achieved	joy	0.500	達到
motherhood	joy	0.500	母性
holyspirit	joy	0.500	神聖的靈魂
surreal	joy	0.500	超現實主義
charitable	joy	0.500	慈善
teamjesus	joy	0.500	團隊耶穌
stressrelief	joy	0.500	緩解壓力
erotic	joy	0.500	色情
inviting	joy	0.500	邀請
baby	joy	0.500	嬰兒
dignity	joy	0.500	尊嚴
satisfied	joy	0.500	使滿意
visionary	joy	0.500	有遠見的
memorable	joy	0.500	難忘
veracity	joy	0.500	真實性
healthy	joy	0.500	健康
welcoming	joy	0.500	歡迎
diamond	joy	0.500	鑽石
christ	joy	0.500	基督
beach	joy	0.500	海灘
accomplish	joy	0.500	完成
friends	joy	0.500	朋友們
excel	joy	0.500	擅長
health	joy	0.493	健康
aura	joy	0.493	光環
yehey	joy	0.486	耶嘿
approved	joy	0.486	得到正式認可的
oasis	joy	0.486	綠洲
liberty	joy	0.486	自由
crowning	joy	0.485	加冕
aspiration	joy	0.485	願望
privileged	joy	0.485	特權
crescendo	joy	0.485	漸強
rapture	joy	0.485	狂喜
liberate	joy	0.485	解放
nocomplaints	joy	0.485	沒什麼好抱怨的
prestige	joy	0.485	聲望
bounty	joy	0.485	賞金
gentle	joy	0.485	溫和的
inseparable	joy	0.485	形影不離
engaging	joy	0.485	引人入勝
loyal	joy	0.485	忠誠
betrothed	joy	0.485	訂婚的
transcendence	joy	0.484	超越
selfworth	joy	0.484	自我價值
yummy	joy	0.484	好吃
datenight	joy	0.484	約會之夜
destiny	joy	0.484	命運
heyday	joy	0.484	鼎盛時期
aloha	joy	0.484	阿羅哈
desire	joy	0.484	慾望
dream	joy	0.484	夢
luck	joy	0.484	運氣
fete	joy	0.484	宴請
trophy	joy	0.484	杯
bouquet	joy	0.484	花束
chocolate	joy	0.484	巧克力
creativity	joy	0.484	創造力
boyfriend	joy	0.480	男朋友
commemoration	joy	0.479	紀念
intelligence	joy	0.477	智力
readiness	joy	0.473	準備就緒
friend	joy	0.471	朋友
bride	joy	0.471	新娘
enthusiast	joy	0.471	愛好者
lush	joy	0.470	鬱鬱蔥蔥
inheritance	joy	0.470	遺產
soothe	joy	0.470	舒緩
tickle	joy	0.470	癢癢
kiddo	joy	0.470	孩子
nostalgia	joy	0.470	懷舊
massage	joy	0.470	按摩
calming	joy	0.470	鎮定
adventure	joy	0.470	冒險
pretty	joy	0.469	漂亮的
purring	joy	0.469	咕嚕咕嚕
eternal	joy	0.469	永恆
humanitarian	joy	0.469	人道主義
nurture	joy	0.469	培育
giving	joy	0.469	給予
rest	joy	0.469	休息
getaway	joy	0.469	逃離
goals	joy	0.469	目標
pray	joy	0.469	祈禱
bridegroom	joy	0.469	新郎
heartily	joy	0.469	衷心地
luster	joy	0.469	光澤
bonding	joy	0.469	粘合
princess	joy	0.469	公主
amicable	joy	0.469	友善的
benevolence	joy	0.469	仁
child	joy	0.466	孩子
salutary	joy	0.465	有益的
invite	joy	0.457	邀請
beam	joy	0.456	光束
reminiscing	joy	0.456	回憶
befriend	joy	0.455	交朋友
aesthetics	joy	0.455	美學
friday	joy	0.455	星期五
freshair	joy	0.455	新鮮空氣
ceremony	joy	0.455	儀式
kindred	joy	0.455	親屬
mindfulness	joy	0.455	正念
sonice	joy	0.455	很好
elevation	joy	0.455	海拔
tropical	joy	0.455	熱帶
scholarship	joy	0.455	獎學金
hee	joy	0.455	嘻嘻
noworries	joy	0.453	不用擔心
allure	joy	0.453	引誘
approve	joy	0.453	批准
scenery	joy	0.453	風景
waterfall	joy	0.453	瀑布
vindication	joy	0.453	平反
namaste	joy	0.453	合十禮
commemorate	joy	0.453	紀念
faith	joy	0.453	信仰
birth	joy	0.453	出生
forgiveness	joy	0.453	饒恕
journey	joy	0.447	旅行
meditation	joy	0.446	冥想
relaxed	joy	0.442	輕鬆
present	joy	0.441	當下
weekend	joy	0.441	週末
tender	joy	0.441	投標
tranquil	joy	0.441	寧靜
lyrical	joy	0.439	抒情的
sharing	joy	0.439	分享
esteem	joy	0.439	尊重
nostalgic	joy	0.439	懷舊的
prayer	joy	0.439	禱告
righteousness	joy	0.439	義
husband	joy	0.438	丈夫
relief	joy	0.438	寬慰
strength	joy	0.438	力量
mighty	joy	0.438	強大的
unbeaten	joy	0.438	不敗
eager	joy	0.438	渴望的
share	joy	0.438	分享
newday	joy	0.438	新的一天
sonnet	joy	0.438	十四行詩
meditate	joy	0.438	幽思
life	joy	0.438	生活
winterbreak	joy	0.429	寒假
warm	joy	0.429	溫暖的
movingforward	joy	0.429	向前進
buddy	joy	0.427	夥伴
oneness	joy	0.426	合一
unconstrained	joy	0.424	不受約束
amen	joy	0.424	阿門
reverence	joy	0.424	尊敬
healthful	joy	0.424	健康的
thelittlethings	joy	0.424	小事
medal	joy	0.424	勳章
unsurpassed	joy	0.424	無與倫比
candlelight	joy	0.424	燭光
carols	joy	0.424	頌歌
ejaculation	joy	0.424	射精
beginnings	joy	0.422	開始
sledding	joy	0.422	雪橇
graduation	joy	0.422	畢業
frisky	joy	0.422	活潑的
lml	joy	0.422	升
ease	joy	0.422	舒適
symphony	joy	0.422	交響樂
wealth	joy	0.422	財富
helpful	joy	0.422	有幫助
musical	joy	0.422	音樂
glitter	joy	0.422	閃光
calmness	joy	0.422	冷靜
energy	joy	0.422	活力
safe	joy	0.422	安全的
nostress	joy	0.421	無壓力
soundness	joy	0.421	健全性
promise	joy	0.415	承諾
reunite	joy	0.414	團聚
mother	joy	0.412	母親
salvation	joy	0.412	救恩
poems	joy	0.412	詩
clown	joy	0.409	小丑
lavender	joy	0.409	薰衣草
immaculate	joy	0.409	完美無暇
purify	joy	0.409	淨化
inauguration	joy	0.409	就職典禮
aromatherapy	joy	0.409	芳香療法
lighten	joy	0.409	減輕
travel	joy	0.409	旅行
cash	joy	0.406	現金
companion	joy	0.406	伴侶
live	joy	0.406	居住
opportune	joy	0.406	恰逢其時
completing	joy	0.406	完成
charity	joy	0.406	慈善機構
heal	joy	0.406	癒合
star	joy	0.406	星星
wishing	joy	0.406	許願
flowers	joy	0.406	花卉
income	joy	0.403	收入
soul	joy	0.401	靈魂
munchies	joy	0.400	零食
emancipation	joy	0.397	解放
indescribable	joy	0.397	無法形容
progress	joy	0.397	進步
equality	joy	0.394	平等
childhood	joy	0.394	童年
together	joy	0.394	一起
rhythmical	joy	0.394	有節奏的
fullness	joy	0.394	豐滿度
calm	joy	0.394	冷靜的
hammock	joy	0.394	吊床
picnic	joy	0.394	野餐
movies	joy	0.393	電影
zealous	joy	0.393	熱心
playground	joy	0.391	操場
affluence	joy	0.391	富裕
warms	joy	0.391	暖和
choir	joy	0.391	唱詩班
littlethings	joy	0.391	小東西
auspicious	joy	0.391	吉祥
meaningful	joy	0.391	有意義的
adventures	joy	0.391	冒險
goofy	joy	0.391	傻傻的
starry	joy	0.391	繁星點點
humanity	joy	0.391	人性
gesture	joy	0.387	手勢
witty	joy	0.382	機智
vow	joy	0.382	發誓
shopping	joy	0.382	購物
vibes	joy	0.379	氣氛
worship	joy	0.379	崇拜
jump	joy	0.379	跳
communion	joy	0.379	聖餐
reverend	joy	0.377	牧師
rising	joy	0.375	上升
advance	joy	0.375	進步
beaches	joy	0.375	海灘
sonorous	joy	0.375	鏗鏘有力
courtship	joy	0.375	求愛
experience	joy	0.375	經驗
reunion	joy	0.375	團圓
simplicity	joy	0.375	簡單
full	joy	0.375	滿的
hymn	joy	0.375	聖歌
spirits	joy	0.375	精神
unforgettable	joy	0.375	難忘
mirth	joy	0.375	歡笑
youth	joy	0.375	青年
scenic	joy	0.375	風景優美
unique	joy	0.375	獨特的
redeemed	joy	0.375	贖回
alliance	joy	0.368	聯盟
baptismal	joy	0.368	洗禮
grant	joy	0.366	授予
kitten	joy	0.364	小貓
sanctification	joy	0.364	成聖
conciliation	joy	0.364	調解
improves	joy	0.364	改善
pure	joy	0.364	純的
improve	joy	0.364	提升
authentic	joy	0.364	真正的
moonlight	joy	0.364	月光
weightloss	joy	0.362	減肥
raspberries	joy	0.360	山莓
feeling	joy	0.359	感覺
jest	joy	0.359	笑話
independent	joy	0.359	獨立的
sanctify	joy	0.359	成聖
devotional	joy	0.359	虔誠的
tinsel	joy	0.359	箔
proficiency	joy	0.359	熟練度
listenting	joy	0.359	聽
fidelity	joy	0.359	保真度
revival	joy	0.359	復興
giver	joy	0.353	給予者
cocoa	joy	0.353	可可
deliverance	joy	0.348	釋放
melody	joy	0.348	旋律
unification	joy	0.348	統一
romp	joy	0.348	歡蹦亂跳
purpose	joy	0.348	目的
choral	joy	0.348	合唱
exceed	joy	0.348	超出
dolphin	joy	0.348	海豚
roaring	joy	0.348	咆哮
favor	joy	0.348	青睞
hotyoga	joy	0.347	熱瑜伽
voluptuous	joy	0.344	妖嬈
fruits	joy	0.344	水果
cookies	joy	0.344	餅乾
manicure	joy	0.344	修指甲
nowork	joy	0.344	沒有工作
date	joy	0.344	日期
newstart	joy	0.344	新的開始
hedonism	joy	0.344	享樂主義
pledge	joy	0.344	保證
electric	joy	0.344	電的
humble	joy	0.344	謙遜的
roadtrip	joy	0.344	自駕游
thx	joy	0.344	謝謝
kiddos	joy	0.344	孩子們
celebrity	joy	0.342	名人
bridesmaid	joy	0.338	伴娘
rhythm	joy	0.338	韻律
spa	joy	0.333	溫泉
snowday	joy	0.333	下雪天
familiarity	joy	0.333	熟悉度
coffee	joy	0.333	咖啡
edification	joy	0.333	熏陶
garden	joy	0.333	花園
renovation	joy	0.333	裝修
dawn	joy	0.333	黎明
connoisseur	joy	0.333	行家
gazing	joy	0.333	凝視
obliging	joy	0.333	有義務的
partner	joy	0.333	夥伴
foodie	joy	0.331	美食家
synchronize	joy	0.329	同步
tribulation	joy	0.328	苦難
psalm	joy	0.328	詩篇
pedicure	joy	0.328	修腳
noregrets	joy	0.328	不後悔
chirping	joy	0.328	唧唧喳喳
saint	joy	0.328	聖
healing	joy	0.328	康復
carol	joy	0.328	頌歌
true	joy	0.328	“真的”
hobby	joy	0.328	愛好
amnesty	joy	0.328	大赦
respite	joy	0.324	喘息
recreational	joy	0.318	休閒的
cousins	joy	0.318	表親
mellow	joy	0.318	醇美
restorative	joy	0.318	恢復性
lazyday	joy	0.318	慵懶的一天
classics	joy	0.318	經典
reconciliation	joy	0.316	和解
woods	joy	0.312	樹木
progression	joy	0.312	進展
muchneeded	joy	0.312	急需
sterling	joy	0.312	英鎊
dove	joy	0.312	鴿子
simplify	joy	0.312	簡化
fitness	joy	0.312	健康
sunset	joy	0.312	日落
wisdom	joy	0.312	智慧
relight	joy	0.312	重新點燃
living	joy	0.312	活的
presto	joy	0.312	急速
playhouse	joy	0.312	劇場
superman	joy	0.312	超人
pony	joy	0.312	小馬
recovery	joy	0.312	恢復
crafts	joy	0.312	工藝
lord	joy	0.312	主
deal	joy	0.312	交易
improvement	joy	0.309	改進
infant	joy	0.309	嬰兒
absolution	joy	0.306	赦免
honest	joy	0.303	誠實的
gently	joy	0.303	輕輕地
banquet	joy	0.303	宴會
established	joy	0.303	已確立的
endless	joy	0.303	無盡的
decorating	joy	0.303	裝飾
providing	joy	0.300	提供
lounging	joy	0.297	閒逛
growth	joy	0.297	生長
strolling	joy	0.297	漫步
feat	joy	0.297	壯舉
morals	joy	0.297	德
mine	joy	0.297	礦
spending	joy	0.297	開支
light	joy	0.297	光
spiritual	joy	0.297	精神
quaint	joy	0.297	古樸
fraternal	joy	0.297	兄弟
notable	joy	0.297	值得注意的
softly	joy	0.297	輕輕的
harvest	joy	0.297	收成
yearning	joy	0.297	嚮往
breeze	joy	0.297	微風
joker	joy	0.297	小丑
meditating	joy	0.297	打坐
fervor	joy	0.295	熱情
quotes	joy	0.294	引號
volunteer	joy	0.294	志願者
gain	joy	0.288	獲得
resources	joy	0.288	資源
create	joy	0.288	創造
psalms	joy	0.288	詩篇
hippie	joy	0.288	嬉皮士
taoism	joy	0.288	道教
midwife	joy	0.288	助產士
receiving	joy	0.287	接收
snowfall	joy	0.286	降雪
ocean	joy	0.286	海洋
lsd	joy	0.286	迷幻藥
hiking	joy	0.283	遠足
evergreen	joy	0.281	常綠
destination	joy	0.281	目的地
candid	joy	0.281	坦率
unwind	joy	0.281	放鬆
truce	joy	0.281	休戰
toast	joy	0.281	吐司
chill	joy	0.281	寒意
infinity	joy	0.281	無窮
rested	joy	0.281	休息
buzzing	joy	0.281	嗡嗡聲
venerable	joy	0.279	可敬
balance	joy	0.275	平衡
retirement	joy	0.275	退休
fireplace	joy	0.273	壁爐
buddha	joy	0.273	佛
devout	joy	0.273	虔誠的
drinks	joy	0.273	飲料
rapt	joy	0.273	全神貫注
swim	joy	0.273	游泳
compensate	joy	0.273	補償
snowing	joy	0.271	下雪
sublimation	joy	0.270	昇華
fruity	joy	0.268	果味
sunday	joy	0.266	星期日
sketching	joy	0.266	素描
paragon	joy	0.266	模範
humility	joy	0.266	謙遜
ministry	joy	0.266	部
waves	joy	0.266	波浪
cathedral	joy	0.266	大教堂
sun	joy	0.266	太陽
yoga	joy	0.266	瑜伽
fortitude	joy	0.266	剛毅
salute	joy	0.266	禮炮
buddhism	joy	0.266	佛教
whim	joy	0.266	心血來潮
artwork	joy	0.265	藝術品
practiced	joy	0.264	實踐過
clean	joy	0.260	乾淨的
running	joy	0.258	跑步
clarity	joy	0.258	明晰
found	joy	0.258	成立
fitting	joy	0.258	配件
immerse	joy	0.258	沉浸
exercise	joy	0.258	鍛煉
food	joy	0.258	食物
autumn	joy	0.254	秋天
fit	joy	0.250	合身
morning	joy	0.250	早晨
contagious	joy	0.250	傳染性的
outdoors	joy	0.250	戶外
hardy	joy	0.250	耐寒
candles	joy	0.250	蠟燭
advocacy	joy	0.250	倡導
countryside	joy	0.250	農村
demonstrative	joy	0.250	示範的
football	joy	0.250	足球
chirp	joy	0.250	唧唧喳喳
chilled	joy	0.250	冷藏
undying	joy	0.250	不朽
visitor	joy	0.250	遊客
clap	joy	0.250	拍
diary	joy	0.250	日記
ardent	joy	0.250	熱心
expedient	joy	0.250	權宜
mountain	joy	0.250	山
cradle	joy	0.247	搖籃
trance	joy	0.246	發呆
intense	joy	0.242	激烈的
procession	joy	0.242	遊行
church	joy	0.242	教會
pay	joy	0.242	支付
supremacy	joy	0.242	霸權
preservative	joy	0.242	防腐劑
grow	joy	0.242	生長
breakfast	joy	0.242	早餐
consecration	joy	0.235	奉獻
salary	joy	0.234	薪水
lifetime	joy	0.234	壽命
incense	joy	0.234	香
ordination	joy	0.234	受戒
snowy	joy	0.234	下雪的
art	joy	0.234	藝術
nursery	joy	0.234	苗圃
skiing	joy	0.234	滑雪
candle	joy	0.234	蠟燭
doll	joy	0.234	玩具娃娃
vote	joy	0.234	投票
humbled	joy	0.234	謙卑
lyre	joy	0.234	七弦琴
pastry	joy	0.229	糕點
remedy	joy	0.227	補救
chilling	joy	0.227	不寒而栗
firefly	joy	0.227	螢火蟲
rescue	joy	0.225	救援
camping	joy	0.221	野營
perspective	joy	0.221	看法
orchestra	joy	0.221	樂隊
orchard	joy	0.221	果園
breezy	joy	0.219	微風輕拂
gardens	joy	0.219	花園
castle	joy	0.219	城堡
lamb	joy	0.219	羊肉
possess	joy	0.219	具有
bouttime	joy	0.212	回合時間
pho	joy	0.212	河粉
reggae	joy	0.212	雷鬼
countrymusic	joy	0.212	鄉村音樂
teach	joy	0.212	教
brisk	joy	0.212	輕快
ribbon	joy	0.212	絲帶
raindrops	joy	0.212	雨滴
mucis	joy	0.212	粘液
repay	joy	0.212	償還
listneing	joy	0.212	傾聽
nap	joy	0.206	小憩
legalized	joy	0.203	合法化
unexpected	joy	0.203	意外
vernal	joy	0.203	春季
chant	joy	0.203	唄
hire	joy	0.203	聘請
uncontrollable	joy	0.203	不可控
stillness	joy	0.203	寂靜
lights	joy	0.203	燈
cove	joy	0.203	灣
save	joy	0.200	節省
pastor	joy	0.197	牧師
atone	joy	0.197	贖罪
symmetry	joy	0.197	對稱
trees	joy	0.197	樹木
oneday	joy	0.197	一天
scripture	joy	0.196	聖經
mountains	joy	0.194	山
craziness	joy	0.188	瘋狂
tea	joy	0.188	茶
walking	joy	0.188	步行
whiteness	joy	0.188	白度
sympathetic	joy	0.188	同情的
forefathers	joy	0.188	祖先
pathway	joy	0.188	途徑
custom	joy	0.188	風俗
quiet	joy	0.188	安靜的
liquor	joy	0.188	酒
soppy	joy	0.188	濕漉漉的
patient	joy	0.186	病人
movingon	joy	0.182	繼續
score	joy	0.182	分數
dollhouse	joy	0.182	娃娃屋
bath	joy	0.182	洗澡
supporter	joy	0.180	支持者
accompaniment	joy	0.179	伴奏
pursuit	joy	0.176	追求
outburst	joy	0.176	爆發
frosty	joy	0.174	冷若冰霜
luncheon	joy	0.172	午餐
service	joy	0.172	服務
workout	joy	0.172	鍛煉
closure	joy	0.172	關閉
wintery	joy	0.172	冬天的
civilized	joy	0.169	文明的
wages	joy	0.169	工資
december	joy	0.167	十二月
fain	joy	0.167	欣然
glide	joy	0.162	滑行
acrobat	joy	0.162	雜技演員
finally	joy	0.157	最後
chai	joy	0.156	柴
obtainable	joy	0.156	可獲得的
elf	joy	0.156	精靈
peppermint	joy	0.156	薄荷
break	joy	0.156	休息
reproductive	joy	0.156	生殖
stroll	joy	0.156	漫步
organization	joy	0.156	組織
bathtub	joy	0.156	浴缸
advent	joy	0.152	來臨
measured	joy	0.152	測量的
balm	joy	0.152	香脂
scifi	joy	0.152	科幻
spaniel	joy	0.145	西班牙獵狗
ditty	joy	0.141	小曲
oils	joy	0.141	油
tan	joy	0.141	棕褐色
simple	joy	0.141	簡單的
