English Word	Emotion	Emotion-Intensity-Score	Bosnian Word
chant	joy	0.203	pjevanje
hire	joy	0.203	hire
uncontrollable	joy	0.203	nekontrolisano
stillness	joy	0.203	mirovanje
lights	joy	0.203	svjetla
cove	joy	0.203	uvala
save	joy	0.200	spasiti
pastor	joy	0.197	pastor
atone	joy	0.197	iskupiti
symmetry	joy	0.197	simetrija
trees	joy	0.197	drveće
oneday	joy	0.197	jednog dana
scripture	joy	0.196	sveto pismo
mountains	joy	0.194	planine
craziness	joy	0.188	ludost
tea	joy	0.188	čaj
walking	joy	0.188	hodanje
whiteness	joy	0.188	bjelina
sympathetic	joy	0.188	simpatičan
forefathers	joy	0.188	preci
pathway	joy	0.188	put
custom	joy	0.188	običaj
quiet	joy	0.188	tiho
liquor	joy	0.188	liker
soppy	joy	0.188	soppy
patient	joy	0.186	pacijent
movingon	joy	0.182	moveon
score	joy	0.182	rezultat
dollhouse	joy	0.182	kućica za lutke
bath	joy	0.182	kupatilo
supporter	joy	0.180	pristalica
accompaniment	joy	0.179	pratnja
pursuit	joy	0.176	težnja
outburst	joy	0.176	ispad
frosty	joy	0.174	frosty
luncheon	joy	0.172	ručak
service	joy	0.172	usluga
workout	joy	0.172	vježbati
closure	joy	0.172	zatvaranje
wintery	joy	0.172	zimski
civilized	joy	0.169	civilizovano
wages	joy	0.169	plate
december	joy	0.167	decembar
fain	joy	0.167	fain
glide	joy	0.162	glide
acrobat	joy	0.162	acrobat
finally	joy	0.157	konačno
chai	joy	0.156	chai
obtainable	joy	0.156	dostupno
elf	joy	0.156	elf
peppermint	joy	0.156	pepermint
break	joy	0.156	break
reproductive	joy	0.156	reproduktivni
stroll	joy	0.156	šetnja
organization	joy	0.156	organizacija
bathtub	joy	0.156	kada
advent	joy	0.152	advent
measured	joy	0.152	izmjereno
balm	joy	0.152	balzam
scifi	joy	0.152	scifi
spaniel	joy	0.145	španijel
ditty	joy	0.141	ditty
oils	joy	0.141	ulja
tan	joy	0.141	tan
simple	joy	0.141	jednostavno
bubble	joy	0.141	balon
beer	joy	0.141	pivo
green	joy	0.137	zeleno
makingdisciples	joy	0.136	madedisciples
buss	joy	0.136	buss
books	joy	0.136	knjige
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	tokovi
silence	joy	0.127	tišina
bookstore	joy	0.125	knjižara
solitude	joy	0.125	samoća
roadster	joy	0.125	roadster
circumstances	joy	0.125	okolnosti
wine	joy	0.125	vino
soak	joy	0.121	soak
priesthood	joy	0.121	sveštenstvo
japan	joy	0.121	japan
wilderness	joy	0.121	divljina
critical	joy	0.116	kritičan
neutral	joy	0.114	neutralan
hunting	joy	0.109	lov
sand	joy	0.109	pijesak
opera	joy	0.109	opera
weight	joy	0.109	težina
wind	joy	0.109	vjetar
untie	joy	0.109	odvezati
labor	joy	0.106	rad
classical	joy	0.106	klasična
lake	joy	0.103	jezero
affliction	joy	0.103	nevolja
organ	joy	0.094	organ
dwelling	joy	0.094	stanovanje
tree	joy	0.090	drvo
pond	joy	0.089	ribnjak
marrow	joy	0.078	srž
latte	joy	0.078	latte
sipping	joy	0.076	pijuckanje
benign	joy	0.074	benigni
majority	joy	0.073	većina
leaf	joy	0.065	list
troubles	joy	0.062	nevolje
basketball	joy	0.062	košarka
explosions	joy	0.061	eksplozije
cream	joy	0.061	krema
shepherd	joy	0.058	pastir
tuesday	joy	0.047	utorak
turbulence	joy	0.045	turbulencija
calf	joy	0.040	tele
hardship	joy	0.031	teškoća
unhappiness	joy	0.016	nesreća
sixty	joy	0.016	šezdeset
mourning	sadness	0.969	mourning
heartbreaking	sadness	0.969	srceparajuće
tragic	sadness	0.961	tragicno
holocaust	sadness	0.953	holokaust
suicidal	sadness	0.941	samoubilački
misery	sadness	0.938	bijeda
massacre	sadness	0.931	masakr
euthanasia	sadness	0.927	eutanazija
depression	sadness	0.925	depresija
grieving	sadness	0.922	tugujući
bereavement	sadness	0.922	žalost
fatal	sadness	0.922	fatalan
bereaved	sadness	0.920	ožalošćeni
devastation	sadness	0.917	devastacija
death	sadness	0.915	smrt
devastated	sadness	0.912	devastirano
suicide	sadness	0.912	samoubistvo
catastrophe	sadness	0.911	katastrofa
horrifying	sadness	0.907	užasno
died	sadness	0.906	umro
tragedy	sadness	0.906	tragedija
depressing	sadness	0.906	depresivno
anguish	sadness	0.902	tjeskoba
agony	sadness	0.900	agonija
deadly	sadness	0.898	smrtonosna
weeping	sadness	0.896	plačući
stillbirth	sadness	0.891	mrtvorođenost
deceased	sadness	0.891	pokojni
murderer	sadness	0.877	ubica
cancer	sadness	0.875	rak
dying	sadness	0.875	umire
rape	sadness	0.875	silovanje
devastating	sadness	0.875	razorno
morbidity	sadness	0.864	morbiditet
sadness	sadness	0.864	tuga
execution	sadness	0.859	izvršenje
traumatic	sadness	0.859	traumatski
perish	sadness	0.859	propasti
grief	sadness	0.859	žalost
abandonment	sadness	0.859	napuštanje
atrocity	sadness	0.859	zvjerstvo
crucifixion	sadness	0.859	raspeće
depressed	sadness	0.859	depresivan
cadaver	sadness	0.853	cadaver
treachery	sadness	0.848	izdaja
betrayed	sadness	0.848	izdao
grieve	sadness	0.844	tugovati
suffering	sadness	0.844	patnja
funeral	sadness	0.844	sahrana
destroyed	sadness	0.844	uništeno
homicide	sadness	0.844	ubistvo
hopelessness	sadness	0.844	beznađe
slaughtering	sadness	0.844	klanje
persecution	sadness	0.844	progon
murderous	sadness	0.844	ubilački
sorrow	sadness	0.844	tuga
miserable	sadness	0.844	mizeran
sad	sadness	0.844	tužan
horrific	sadness	0.844	užasno
unhappiness	sadness	0.839	nesreća
bloodshed	sadness	0.836	krvoproliće
crippled	sadness	0.836	osakaćen
carnage	sadness	0.833	carnage
pained	sadness	0.833	bolno
manslaughter	sadness	0.833	ubistvo iz nehata
unbearable	sadness	0.830	nepodnošljivo
stillborn	sadness	0.830	mrtvorođen
morbid	sadness	0.828	morbidno
annihilation	sadness	0.828	uništenje
helplessness	sadness	0.828	bespomoćnosti
mourn	sadness	0.828	tugovati
murder	sadness	0.828	ubistvo
slavery	sadness	0.828	ropstvo
abandoned	sadness	0.828	napušteno
horrors	sadness	0.828	užasi
mutilation	sadness	0.828	sakaćenje
annihilated	sadness	0.828	uništen
casualty	sadness	0.828	žrtva
enslaved	sadness	0.828	porobljen
sickness	sadness	0.828	bolest
torment	sadness	0.828	mučiti
miscarriage	sadness	0.824	pobačaj
starvation	sadness	0.819	gladovanje
mournful	sadness	0.812	žalostan
sadly	sadness	0.812	tužno
famine	sadness	0.812	glad
burial	sadness	0.812	sahrana
distraught	sadness	0.812	izbezumljen
failure	sadness	0.812	neuspjeh
killing	sadness	0.812	ubijanje
despair	sadness	0.812	očaj
cruelty	sadness	0.812	okrutnost
saddens	sadness	0.812	rastužuje
oppression	sadness	0.812	ugnjetavanje
heartache	sadness	0.812	heartache
terrorism	sadness	0.812	terorizam
disgrace	sadness	0.812	sramota
childloss	sadness	0.812	gubitak djece
bloody	sadness	0.806	krvavo
perishing	sadness	0.804	propadanje
inhumanity	sadness	0.804	nehumanost
malignancy	sadness	0.803	malignitet
mortification	sadness	0.802	mortification
slave	sadness	0.797	rob
lifeless	sadness	0.797	beživotno
sarcoma	sadness	0.797	sarkom
dreadfully	sadness	0.797	strašno
assassination	sadness	0.797	atentat
perished	sadness	0.797	poginuo
kill	sadness	0.797	ubiti
devastate	sadness	0.797	devastate
dreadful	sadness	0.797	strašno
mortuary	sadness	0.797	mrtvačnica
leukemia	sadness	0.797	leukemija
lethal	sadness	0.797	smrtonosna
desolation	sadness	0.797	pustoš
gallows	sadness	0.797	vješala
brokenheart	sadness	0.792	slomljeno srce
banishment	sadness	0.790	progon
afflict	sadness	0.789	afflict
disheartened	sadness	0.788	obeshrabren
bury	sadness	0.781	sahrani
terrorize	sadness	0.781	terorisati
crying	sadness	0.781	plakanje
demoralized	sadness	0.781	demoralisan
tumour	sadness	0.781	tumor
heartbreak	sadness	0.781	slomljeno srce
desecration	sadness	0.781	skrnavljenje
die	sadness	0.773	umreti
lynch	sadness	0.773	linč
sufferer	sadness	0.770	sufferer
fatality	sadness	0.766	fatalnost
diseased	sadness	0.766	bolestan
doomed	sadness	0.766	osuđen na propast
fearful	sadness	0.766	uplašen
destitute	sadness	0.766	siromašan
abortion	sadness	0.766	abortus
condolence	sadness	0.766	saučešće
torture	sadness	0.766	mučenje
dismemberment	sadness	0.766	rasparčavanje
slayer	sadness	0.766	ubica
loneliness	sadness	0.766	usamljenost
cemetery	sadness	0.766	groblje
moribund	sadness	0.758	umiruće
painfully	sadness	0.758	bolno
disaster	sadness	0.758	katastrofa
depress	sadness	0.755	depresija
condemnation	sadness	0.754	osuda
obliteration	sadness	0.750	obliteracija
damnation	sadness	0.750	prokletstvo
sorrowful	sadness	0.750	tužno
desperation	sadness	0.750	očaj
cry	sadness	0.750	plakati
terrorist	sadness	0.750	terorista
painful	sadness	0.750	bolno
abduction	sadness	0.750	otmica
incest	sadness	0.750	incest
corpse	sadness	0.750	leš
deplorable	sadness	0.750	žalosno
pandemic	sadness	0.750	pandemija
sickening	sadness	0.750	bolesno
hemorrhage	sadness	0.750	hemoragija
guilt	sadness	0.750	krivica
depressive	sadness	0.750	depresivno
doomsday	sadness	0.750	sudnji dan
defeated	sadness	0.750	poražen
victimized	sadness	0.750	viktimiziran
regretful	sadness	0.750	žaljenje
unhappy	sadness	0.750	nesretan
unfairness	sadness	0.745	nepravednost
molestation	sadness	0.744	zlostavljanje
abysmal	sadness	0.742	bezdan
exile	sadness	0.742	egzil
hellish	sadness	0.738	pakleno
exterminate	sadness	0.736	istrijebiti
destroying	sadness	0.734	uništavajući
miserably	sadness	0.734	jadno
disastrous	sadness	0.734	katastrofalno
battered	sadness	0.734	battered
morgue	sadness	0.734	mrtvačnica
assassin	sadness	0.734	assassin
horrid	sadness	0.734	užasno
disgraced	sadness	0.734	osramoćen
homeless	sadness	0.734	beskućnici
earthquake	sadness	0.734	zemljotres
orphan	sadness	0.734	siroče
slaughter	sadness	0.734	klanje
warfare	sadness	0.734	ratovanje
betrayal	sadness	0.734	izdaja
lonesome	sadness	0.734	usamljen
listless	sadness	0.729	bezvoljan
unfortunately	sadness	0.727	nažalost
emptiness	sadness	0.727	praznina
grave	sadness	0.727	grob
alienated	sadness	0.727	otuđen
fraught	sadness	0.722	ispunjen
violently	sadness	0.719	nasilno
woe	sadness	0.719	jao
heartless	sadness	0.719	bez srca
malicious	sadness	0.719	zlonamjeran
missing	sadness	0.719	nedostaje
paralysis	sadness	0.719	paraliza
horror	sadness	0.719	horor
ashamed	sadness	0.719	posramljen
forsaken	sadness	0.719	ostavljen
emaciated	sadness	0.719	mršav
atrophy	sadness	0.719	atrofija
danger	sadness	0.719	opasnost
pain	sadness	0.719	bol
cripple	sadness	0.719	bogalj
cried	sadness	0.719	plakala
disheartening	sadness	0.719	obeshrabrujuće
leprosy	sadness	0.719	guba
demise	sadness	0.717	smrt
disgruntled	sadness	0.712	nezadovoljan
rejected	sadness	0.712	odbijeno
sickly	sadness	0.712	bolesno
violence	sadness	0.712	nasilje
torn	sadness	0.710	torn
calamity	sadness	0.709	nesreća
grim	sadness	0.708	mračan
grievous	sadness	0.704	tužan
deformed	sadness	0.703	deformisan
deformity	sadness	0.703	deformitet
punishing	sadness	0.703	kažnjavanje
hearse	sadness	0.703	mrtvačka kola
meltdown	sadness	0.703	topljenje
incurable	sadness	0.703	neizlječiv
extinct	sadness	0.703	izumrli
victim	sadness	0.703	žrtva
suffocating	sadness	0.703	gušeći se
tearful	sadness	0.703	plačljiv
obit	sadness	0.703	obit
oppressor	sadness	0.703	tlačitelja
slaughterhouse	sadness	0.703	klaonica
abandon	sadness	0.703	napustiti
crushed	sadness	0.703	zdrobljen
isolation	sadness	0.703	izolacija
decomposition	sadness	0.703	raspadanje
inhuman	sadness	0.703	neljudski
disfigured	sadness	0.703	unakažena
buried	sadness	0.703	sahranjen
strangle	sadness	0.703	zadaviti
isolate	sadness	0.703	izolovati
humiliate	sadness	0.703	ponižavati
carcinoma	sadness	0.703	karcinoma
hell	sadness	0.700	pakao
lifesucks	sadness	0.700	lifesucks
ruinous	sadness	0.698	ruinous
banish	sadness	0.697	protjerati
widow	sadness	0.697	udovica
accursed	sadness	0.697	prokleti
ruined	sadness	0.697	upropastio
vanished	sadness	0.695	nestao
displaced	sadness	0.691	raseljeni
poverty	sadness	0.690	siromaštvo
hopeless	sadness	0.688	beznadežno
regretting	sadness	0.688	žaljenje
widower	sadness	0.688	udovac
stab	sadness	0.688	ubod
deserted	sadness	0.688	napušteno
insanity	sadness	0.688	ludilo
teary	sadness	0.688	plačljiv
hurt	sadness	0.688	povrijediti
terminal	sadness	0.688	terminal
shooting	sadness	0.688	pucanje
banished	sadness	0.688	prognan
hospice	sadness	0.688	hospicij
depraved	sadness	0.688	izopačen
nohope	sadness	0.688	nema nade
sob	sadness	0.688	jecaj
imprisoned	sadness	0.688	zatvoren
travesty	sadness	0.688	travestija
loss	sadness	0.688	gubitak
hurtful	sadness	0.688	bolno
dementia	sadness	0.688	demencija
pathetic	sadness	0.688	patetično
neglected	sadness	0.688	zanemaren
epidemic	sadness	0.688	epidemija
illness	sadness	0.688	bolest
foreveralone	sadness	0.688	zauvijek sam
infidelity	sadness	0.688	neverstvo
dismissal	sadness	0.686	otpuštanje
alienation	sadness	0.685	otuđenje
hardship	sadness	0.685	teškoća
choke	sadness	0.682	gušiti
kidnap	sadness	0.682	kidnap
bleeding	sadness	0.673	krvarenje
punished	sadness	0.672	kažnjen
malevolent	sadness	0.672	zlonamjeran
gory	sadness	0.672	gory
wail	sadness	0.672	wail
despairing	sadness	0.672	očajavajući
coffin	sadness	0.672	kovčeg
disparage	sadness	0.672	omalovažavanje
missingyou	sadness	0.672	nedostaješ mi
obituary	sadness	0.672	nekrolog
deprivation	sadness	0.672	deprivacija
abortive	sadness	0.672	neuspješan
evil	sadness	0.672	zlo
wretch	sadness	0.672	bednik
imprisonment	sadness	0.672	zatvor
outcast	sadness	0.672	izopćenik
belittle	sadness	0.672	omalovažavati
poison	sadness	0.672	otrov
frightful	sadness	0.672	strašno
decomposed	sadness	0.672	razloženo
wretched	sadness	0.672	jadan
feelingdown	sadness	0.672	feeldown
disabled	sadness	0.672	onemogućeno
woefully	sadness	0.672	žalosno
barren	sadness	0.670	jalov
executioner	sadness	0.667	dželat
poisoned	sadness	0.667	otrovan
disease	sadness	0.665	bolest
oppress	sadness	0.664	ugnjetavati
disembodied	sadness	0.660	bestjelesni
steal	sadness	0.656	krasti
jail	sadness	0.656	zatvor
dreary	sadness	0.656	turobno
shitty	sadness	0.656	sranje
ailing	sadness	0.656	ailing
polio	sadness	0.656	dječja paraliza
blighted	sadness	0.656	blighted
hate	sadness	0.656	mržnja
demonic	sadness	0.656	demonski
weep	sadness	0.656	plači
lamenting	sadness	0.656	lamenting
ruin	sadness	0.656	propast
bleak	sadness	0.656	bleak
tear	sadness	0.656	suza
peril	sadness	0.656	opasnost
casket	sadness	0.656	kovčeg
mangle	sadness	0.656	mangle
lonely	sadness	0.656	usamljen
carcass	sadness	0.653	trup
cowardice	sadness	0.652	kukavičluk
regretted	sadness	0.652	požalio
beating	sadness	0.652	batina
disability	sadness	0.648	invaliditet
affliction	sadness	0.645	nevolja
infertility	sadness	0.641	neplodnost
emergency	sadness	0.641	hitan slučaj
stricken	sadness	0.641	pogođen
powerless	sadness	0.641	nemoćan
inequality	sadness	0.641	nejednakost
poisonous	sadness	0.641	otrovno
shroud	sadness	0.641	pokrov
exorcism	sadness	0.641	egzorcizam
woeful	sadness	0.641	jadno
worry	sadness	0.641	brinuti se
perilous	sadness	0.641	opasno
drown	sadness	0.641	utopiti se
failing	sadness	0.641	neuspješno
scourge	sadness	0.641	bič
hatred	sadness	0.641	mržnja
terribly	sadness	0.641	strašno
awful	sadness	0.641	grozno
termination	sadness	0.641	prestanak
sinful	sadness	0.641	grešna
incarceration	sadness	0.641	zatvaranje
psychosis	sadness	0.638	psihoza
lament	sadness	0.636	lament
demolish	sadness	0.636	demolish
dismay	sadness	0.636	užasnutost
disappointed	sadness	0.636	razočaran
burdensome	sadness	0.634	opterećujuće
mausoleum	sadness	0.630	mauzolej
shattered	sadness	0.630	razbijen
dishonor	sadness	0.625	sramota
forlorn	sadness	0.625	forlorn
posthumous	sadness	0.625	posthumno
disappointing	sadness	0.625	razočaravajući
lost	sadness	0.625	izgubljen
hurting	sadness	0.625	boli
oppressive	sadness	0.625	opresivno
regret	sadness	0.625	žaljenje
terminate	sadness	0.625	prekinuti
duress	sadness	0.625	prisila
wound	sadness	0.625	rana
palsy	sadness	0.625	paraliza
cursed	sadness	0.625	proklet
schizophrenia	sadness	0.625	shizofrenija
insurmountable	sadness	0.625	nepremostiv
deteriorate	sadness	0.625	pogoršati
abuse	sadness	0.625	zlostavljanje
undesired	sadness	0.625	nepoželjno
tyrant	sadness	0.625	tiranin
gloom	sadness	0.625	mrak
bitterly	sadness	0.625	gorko
impotence	sadness	0.625	impotencija
wrecked	sadness	0.625	razbijen
demolished	sadness	0.625	demolished
soulless	sadness	0.623	bez duše
divorce	sadness	0.623	razvod
cremation	sadness	0.621	kremacija
worried	sadness	0.621	zabrinuti
bomb	sadness	0.621	bomba
plight	sadness	0.621	nevolja
forsake	sadness	0.621	ostavi
melancholy	sadness	0.621	melanholija
unforgiving	sadness	0.612	neoprostivi
sepsis	sadness	0.611	sepsa
guilty	sadness	0.609	kriv
debacle	sadness	0.609	debakl
ugliness	sadness	0.609	ružnoća
degrading	sadness	0.609	ponižavajuće
cruel	sadness	0.609	okrutno
faithless	sadness	0.609	neveran
worthless	sadness	0.609	bezvrijedan
shatter	sadness	0.609	razbiti
excluded	sadness	0.609	isključeno
injure	sadness	0.609	povrijediti
breakup	sadness	0.609	raskid
disparaging	sadness	0.609	omalovažavajući
injured	sadness	0.609	povrijeđen
shameful	sadness	0.609	sramotno
gore	sadness	0.609	gore
derogatory	sadness	0.609	pogrdno
disappoint	sadness	0.609	razočarati
irreparable	sadness	0.609	nepopravljivo
bankrupt	sadness	0.609	bankrot
fearfully	sadness	0.609	bojažljivo
alcoholism	sadness	0.609	alkoholizam
shackle	sadness	0.609	okov
languishing	sadness	0.609	čami
sinner	sadness	0.609	grešnik
dilapidated	sadness	0.609	oronulo
dire	sadness	0.609	strašno
sacrifices	sadness	0.609	žrtve
crushing	sadness	0.609	drobljenje
subjugation	sadness	0.609	potčinjavanje
overwhelmed	sadness	0.609	preplavljeni
curse	sadness	0.608	prokletstvo
anthrax	sadness	0.600	antraks
alone	sadness	0.600	sam
robbery	sadness	0.600	pljačka
angst	sadness	0.598	angst
bawl	sadness	0.594	bawl
deportation	sadness	0.594	deportacija
broken	sadness	0.594	slomljena
obliterate	sadness	0.594	izbrisati
petloss	sadness	0.594	petloss
condolences	sadness	0.594	saučešće
downfall	sadness	0.594	pad
prison	sadness	0.594	zatvor
chaos	sadness	0.594	haos
abyss	sadness	0.594	ponor
disappointment	sadness	0.594	razočaranje
helpless	sadness	0.594	bespomoćan
somber	sadness	0.594	mračno
crumbling	sadness	0.594	raspadanje
violation	sadness	0.594	kršenje
poaching	sadness	0.594	krivolov
nothingness	sadness	0.594	ništavilo
eviction	sadness	0.594	deložacija
losing	sadness	0.594	gubljenje
shame	sadness	0.594	sramota
vendetta	sadness	0.594	vendetta
crypt	sadness	0.594	kripta
contaminated	sadness	0.594	kontaminiran
martyrdom	sadness	0.594	mučeništvo
irreconcilable	sadness	0.594	nepomirljiv
ill	sadness	0.594	ill
deprived	sadness	0.594	lišen
distress	sadness	0.594	nevolja
offender	sadness	0.594	prestupnik
betray	sadness	0.594	izdati
longing	sadness	0.594	čežnja
remorse	sadness	0.594	kajanje
captivity	sadness	0.594	zatočeništvo
demon	sadness	0.594	demon
dysentery	sadness	0.593	dizenterija
melancholic	sadness	0.591	melanholic
blight	sadness	0.591	blight
rupture	sadness	0.588	rupture
traitor	sadness	0.588	izdajica
haggard	sadness	0.587	haggard
lie	sadness	0.585	laž
cholera	sadness	0.583	kolera
unwell	sadness	0.578	loše
undesirable	sadness	0.578	nepoželjan
denied	sadness	0.578	odbijen
whine	sadness	0.578	kukati
humiliation	sadness	0.578	poniženje
terrible	sadness	0.578	strašno
bully	sadness	0.578	bully
damage	sadness	0.578	oštećenja
turmoil	sadness	0.578	previranja
bitterness	sadness	0.578	gorčina
interment	sadness	0.578	sahranjivanje
gloomy	sadness	0.578	sumorno
degeneracy	sadness	0.578	degeneracija
immoral	sadness	0.578	nemoralno
harmful	sadness	0.578	štetno
sordid	sadness	0.578	pokvaren
frighten	sadness	0.578	uplašiti
discrimination	sadness	0.578	diskriminacija
devil	sadness	0.576	đavola
captive	sadness	0.576	zarobljeni
whimper	sadness	0.576	cviliti
pessimism	sadness	0.576	pesimizam
delirium	sadness	0.576	delirijum
deplore	sadness	0.576	žaliti
damages	sadness	0.576	štete
disliked	sadness	0.576	disliked
hateful	sadness	0.575	mrski
bigoted	sadness	0.574	fanatičan
perdition	sadness	0.569	propast
adultery	sadness	0.566	preljuba
corrupting	sadness	0.565	korumpirajuće
anathema	sadness	0.562	anatema
deceive	sadness	0.562	obmanuti
shipwreck	sadness	0.562	brodolom
autopsy	sadness	0.562	autopsija
worsening	sadness	0.562	pogoršanje
dismal	sadness	0.562	turobno
wallow	sadness	0.562	valjati se
urn	sadness	0.562	urn
upset	sadness	0.562	uznemiren
flog	sadness	0.562	bičevati
sadday	sadness	0.562	sadday
infliction	sadness	0.562	nanošenje
endocarditis	sadness	0.562	endokarditis
resentment	sadness	0.562	ogorčenost
tomb	sadness	0.562	grobnica
deceit	sadness	0.562	prevara
rejection	sadness	0.562	odbacivanje
tyranny	sadness	0.562	tiranija
worrying	sadness	0.562	zabrinjavajuće
runaway	sadness	0.562	bježi
punitive	sadness	0.562	kazneni
pessimist	sadness	0.562	pesimista
pauper	sadness	0.562	siromah
rheumatism	sadness	0.562	reumatizam
comatose	sadness	0.562	koma
deceitful	sadness	0.562	varljiv
expire	sadness	0.562	isteći
injury	sadness	0.562	povreda
departed	sadness	0.558	otišao
martyr	sadness	0.556	mučenik
smite	sadness	0.555	smite
memorial	sadness	0.547	memorijal
plague	sadness	0.547	kuga
bummed	sadness	0.547	bummed
isolated	sadness	0.547	izolovan
shot	sadness	0.547	pucao
malaria	sadness	0.547	malarija
resignation	sadness	0.547	ostavku
hydrocephalus	sadness	0.547	hidrocefalus
bomber	sadness	0.547	bombarder
chagrin	sadness	0.547	chagrin
reject	sadness	0.547	odbiti
pity	sadness	0.547	sažaljenje
shun	sadness	0.547	kloni se
hanging	sadness	0.547	visi
absence	sadness	0.547	odsustvo
unfulfilled	sadness	0.547	neispunjeno
