English Word	Emotion	Emotion-Intensity-Score	Shona Word
charitable	joy	0.500	charitable
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	stress relief
erotic	joy	0.500	zvinyadzi
inviting	joy	0.500	kukoka
baby	joy	0.500	mwana
dignity	joy	0.500	chiremerera
satisfied	joy	0.500	kugutsikana
visionary	joy	0.500	muoni
memorable	joy	0.500	zvisingakanganwiki
veracity	joy	0.500	chokwadi
healthy	joy	0.500	utano
welcoming	joy	0.500	kugamuchira
diamond	joy	0.500	diamond
christ	joy	0.500	kristu
beach	joy	0.500	beach
accomplish	joy	0.500	zadzisa
friends	joy	0.500	shamwari
excel	joy	0.500	excel
health	joy	0.493	utano
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	mvumo
oasis	joy	0.486	oasis
liberty	joy	0.486	rusununguko
crowning	joy	0.485	korona
aspiration	joy	0.485	chido
privileged	joy	0.485	ropafadzo
crescendo	joy	0.485	crescendo
rapture	joy	0.485	kubvutwa
liberate	joy	0.485	sunungura
nocomplaints	joy	0.485	nocomplaints
prestige	joy	0.485	mukurumbira
bounty	joy	0.485	bounty
gentle	joy	0.485	munyoro
inseparable	joy	0.485	vasingaparadzanisiki
engaging	joy	0.485	kuita
loyal	joy	0.485	akavimbika
betrothed	joy	0.485	akapfimbwa
transcendence	joy	0.484	kudarika
selfworth	joy	0.484	selfworth
yummy	joy	0.484	Yummy
datenight	joy	0.484	datenight
destiny	joy	0.484	destiny
heyday	joy	0.484	heyday
aloha	joy	0.484	aloha
desire	joy	0.484	chido
dream	joy	0.484	hope
luck	joy	0.484	rombo rakanaka
fete	joy	0.484	fete
trophy	joy	0.484	mukombe
bouquet	joy	0.484	bouquet
chocolate	joy	0.484	chokoreti
creativity	joy	0.484	kusika
boyfriend	joy	0.480	mukomana
commemoration	joy	0.479	mhemberero
intelligence	joy	0.477	njere
readiness	joy	0.473	readyness
friend	joy	0.471	shamwari
bride	joy	0.471	mwenga
enthusiast	joy	0.471	enthusiast
lush	joy	0.470	lush
inheritance	joy	0.470	nhaka
soothe	joy	0.470	soothe
tickle	joy	0.470	tickle
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	masaja
calming	joy	0.470	kudzikama
adventure	joy	0.470	adventure
pretty	joy	0.469	runako
purring	joy	0.469	purring
eternal	joy	0.469	nokusingaperi
humanitarian	joy	0.469	humanitarian
nurture	joy	0.469	kurera
giving	joy	0.469	kupa
rest	joy	0.469	zorora
getaway	joy	0.469	ibva ipapo
goals	joy	0.469	zvinangwa
pray	joy	0.469	nyengeterai
bridegroom	joy	0.469	chikomba
heartily	joy	0.469	nemoyo wese
luster	joy	0.469	luster
bonding	joy	0.469	bonding
princess	joy	0.469	mwanasikana wamambo
amicable	joy	0.469	ane hukama
benevolence	joy	0.469	nyasha
child	joy	0.466	mwana
salutary	joy	0.465	salutary
invite	joy	0.457	koka
beam	joy	0.456	danda
reminiscing	joy	0.456	kurangarira
befriend	joy	0.455	shamwari
aesthetics	joy	0.455	aesthetics
friday	joy	0.455	Chishanu
freshair	joy	0.455	freshair
ceremony	joy	0.455	mhemberero
kindred	joy	0.455	hama
mindfulness	joy	0.455	mindfulness
sonice	joy	0.455	sonice
elevation	joy	0.455	elevation
tropical	joy	0.455	dzinopisa
scholarship	joy	0.455	scholarship
hee	joy	0.455	hee
noworries	joy	0.453	hapana kunetseka
allure	joy	0.453	allure
approve	joy	0.453	bvumira
scenery	joy	0.453	nzvimbo
waterfall	joy	0.453	mapopoma
vindication	joy	0.453	kurevererwa
namaste	joy	0.453	namaste
commemorate	joy	0.453	rangarira
faith	joy	0.453	kutenda
birth	joy	0.453	kuberekwa
forgiveness	joy	0.453	ruregerero
journey	joy	0.447	rwendo
meditation	joy	0.446	kufungisisa
relaxed	joy	0.442	kusununguka
present	joy	0.441	present
weekend	joy	0.441	kupera kwevhiki
tender	joy	0.441	tender
tranquil	joy	0.441	runyararo
lyrical	joy	0.439	lyrical
sharing	joy	0.439	kugoverana
esteem	joy	0.439	esteem
nostalgic	joy	0.439	nostalgic
prayer	joy	0.439	munyengetero
righteousness	joy	0.439	kururama
husband	joy	0.438	murume
relief	joy	0.438	zororo
strength	joy	0.438	simba
mighty	joy	0.438	simba
unbeaten	joy	0.438	asina kurohwa
eager	joy	0.438	eager
share	joy	0.438	share
newday	joy	0.438	newday
sonnet	joy	0.438	sonnet
meditate	joy	0.438	fungisisa
life	joy	0.438	hupenyu
winterbreak	joy	0.429	winterbreak
warm	joy	0.429	warm
movingforward	joy	0.429	tichienda mberi
buddy	joy	0.427	shamwari
oneness	joy	0.426	humwe
unconstrained	joy	0.424	unconstrained
amen	joy	0.424	ameni
reverence	joy	0.424	ruremekedzo
healthful	joy	0.424	utano
thelittlethings	joy	0.424	zvinhu zvidiki
medal	joy	0.424	menduru
unsurpassed	joy	0.424	zvisingaenzaniswi
candlelight	joy	0.424	kenduru
carols	joy	0.424	nziyo
ejaculation	joy	0.424	kubuda urume
beginnings	joy	0.422	matangiro
sledding	joy	0.422	sledding
graduation	joy	0.422	kupedza chikoro
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	ease
symphony	joy	0.422	symphony
wealth	joy	0.422	upfumi
helpful	joy	0.422	zvinobatsira
musical	joy	0.422	musical
glitter	joy	0.422	kupenya
calmness	joy	0.422	kudzikama
energy	joy	0.422	simba
safe	joy	0.422	safe
nostress	joy	0.421	nostress
soundness	joy	0.421	kunaka
promise	joy	0.415	promise
reunite	joy	0.414	kusanganazve
mother	joy	0.412	amai
salvation	joy	0.412	ruponeso
poems	joy	0.412	nhetembo
clown	joy	0.409	clown
lavender	joy	0.409	lavender
immaculate	joy	0.409	asina kuchena
purify	joy	0.409	purify
inauguration	joy	0.409	kugadzwa
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	lighten
travel	joy	0.409	travel
cash	joy	0.406	cash
companion	joy	0.406	shamwari
live	joy	0.406	live
opportune	joy	0.406	mukana
completing	joy	0.406	kupedza
charity	joy	0.406	rudo
heal	joy	0.406	poresa
star	joy	0.406	star
wishing	joy	0.406	kuda
flowers	joy	0.406	maruva
income	joy	0.403	mari
soul	joy	0.401	mweya
munchies	joy	0.400	munchies
emancipation	joy	0.397	kusunungurwa
indescribable	joy	0.397	zvisingatsananguriki
progress	joy	0.397	kufambira mberi
equality	joy	0.394	kuenzana
childhood	joy	0.394	uduku
together	joy	0.394	pamwe chete
rhythmical	joy	0.394	rhythmical
fullness	joy	0.394	kuzara
calm	joy	0.394	kudzikama
hammock	joy	0.394	hammock
picnic	joy	0.394	pikiniki
movies	joy	0.393	mafirimu
zealous	joy	0.393	anoshingaira
playground	joy	0.391	nzvimbo yekutamba
affluence	joy	0.391	upfumi
warms	joy	0.391	warms
choir	joy	0.391	kwaya
littlethings	joy	0.391	zvinhu zvidiki
auspicious	joy	0.391	zvakanaka
meaningful	joy	0.391	zvine musoro
adventures	joy	0.391	adventures
goofy	joy	0.391	goofy
starry	joy	0.391	starry
humanity	joy	0.391	vanhu
gesture	joy	0.387	gesture
witty	joy	0.382	Witty
vow	joy	0.382	mhiko
shopping	joy	0.382	shopping
vibes	joy	0.379	vibes
worship	joy	0.379	kunamata
jump	joy	0.379	svetuka
communion	joy	0.379	chirairo
reverend	joy	0.377	reverend
rising	joy	0.375	achisimuka
advance	joy	0.375	advance
beaches	joy	0.375	beaches
sonorous	joy	0.375	sonorous
courtship	joy	0.375	kupfimbana
experience	joy	0.375	ruzivo
reunion	joy	0.375	kusanganazve
simplicity	joy	0.375	nyore
full	joy	0.375	yakazara
hymn	joy	0.375	rwiyo
spirits	joy	0.375	mweya
unforgettable	joy	0.375	zvisingakanganwiki
mirth	joy	0.375	mufaro
youth	joy	0.375	youth
scenic	joy	0.375	scenic
unique	joy	0.375	unique
redeemed	joy	0.375	dzikinurwa
alliance	joy	0.368	mubatanidzwa
baptismal	joy	0.368	rubhabhatidzo
grant	joy	0.366	grant
kitten	joy	0.364	katsi
sanctification	joy	0.364	kucheneswa
conciliation	joy	0.364	kuyananisa
improves	joy	0.364	inovandudza
pure	joy	0.364	yakachena
improve	joy	0.364	vandudza
authentic	joy	0.364	authentic
moonlight	joy	0.364	mwedzi chiedza
weightloss	joy	0.362	kuonda
raspberries	joy	0.360	raspberries
feeling	joy	0.359	kunzwa
jest	joy	0.359	jest
independent	joy	0.359	kuzvimiririra
sanctify	joy	0.359	tsvenesa
devotional	joy	0.359	kunamata
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	unyanzvi
listenting	joy	0.359	kuteerera
fidelity	joy	0.359	kutendeka
revival	joy	0.359	rumutsiriro
giver	joy	0.353	mupi
cocoa	joy	0.353	cocoa
deliverance	joy	0.348	deliverance
melody	joy	0.348	rwiyo
unification	joy	0.348	kubatana
romp	joy	0.348	romp
purpose	joy	0.348	chinangwa
choral	joy	0.348	kwaya
exceed	joy	0.348	kudarika
dolphin	joy	0.348	dolphin
roaring	joy	0.348	kudzvova
favor	joy	0.348	favour
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	voluptuous
fruits	joy	0.344	michero
cookies	joy	0.344	cookies
manicure	joy	0.344	manicure
nowork	joy	0.344	nowork
date	joy	0.344	date
newstart	joy	0.344	newstart
hedonism	joy	0.344	hedonism
pledge	joy	0.344	pledge
electric	joy	0.344	yemagetsi
humble	joy	0.344	humble
roadtrip	joy	0.344	rwendo nenzira
thx	joy	0.344	thx
kiddos	joy	0.344	kiddos
celebrity	joy	0.342	mukurumbira
bridesmaid	joy	0.338	muroora
rhythm	joy	0.338	rhythm
spa	joy	0.333	spa
snowday	joy	0.333	snowday
familiarity	joy	0.333	familiarity
coffee	joy	0.333	kofi
edification	joy	0.333	edification
garden	joy	0.333	garden
renovation	joy	0.333	kugadzirisa
dawn	joy	0.333	mambakwedza
connoisseur	joy	0.333	connoisseur
gazing	joy	0.333	kutarisa
obliging	joy	0.333	kusungirwa
partner	joy	0.333	shamwari
foodie	joy	0.331	foodie
synchronize	joy	0.329	synchronize
tribulation	joy	0.328	kutambudzika
psalm	joy	0.328	Pisarema
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	hapana chekudemba
chirping	joy	0.328	kurira
saint	joy	0.328	mutsvene
healing	joy	0.328	kuporesa
carol	joy	0.328	carol
true	joy	0.328	chokwadi
hobby	joy	0.328	hobby
amnesty	joy	0.328	ruregerero
respite	joy	0.324	respite
recreational	joy	0.318	recreational
cousins	joy	0.318	vazukuru
mellow	joy	0.318	mellow
restorative	joy	0.318	restorative
lazyday	joy	0.318	lazyday
classics	joy	0.318	classics
reconciliation	joy	0.316	kuyananiswa
woods	joy	0.312	huni
progression	joy	0.312	kufambira mberi
muchneeded	joy	0.312	muchneeded
sterling	joy	0.312	sterling
dove	joy	0.312	njiva
simplify	joy	0.312	nyore
fitness	joy	0.312	kugwinya
sunset	joy	0.312	kuvira kwezuva
wisdom	joy	0.312	uchenjeri
relight	joy	0.312	relight
living	joy	0.312	kurarama
presto	joy	0.312	presto
playhouse	joy	0.312	imba yekutamba
superman	joy	0.312	superman
pony	joy	0.312	pony
recovery	joy	0.312	kupora
crafts	joy	0.312	crafts
lord	joy	0.312	ishe
deal	joy	0.312	deal
improvement	joy	0.309	kuvandudzika
infant	joy	0.309	mucheche
absolution	joy	0.306	absolution
honest	joy	0.303	kutendeka
gently	joy	0.303	zvinyoronyoro
banquet	joy	0.303	banquet
established	joy	0.303	yakasimbiswa
endless	joy	0.303	kusingaperi
decorating	joy	0.303	decorating
providing	joy	0.300	kupa
lounging	joy	0.297	lounging
growth	joy	0.297	kukura
strolling	joy	0.297	kufamba-famba
feat	joy	0.297	feat
morals	joy	0.297	tsika
mine	joy	0.297	yangu
spending	joy	0.297	kushandisa
light	joy	0.297	chiedza
spiritual	joy	0.297	zvemweya
quaint	joy	0.297	quaint
fraternal	joy	0.297	fraternal
notable	joy	0.297	noable
softly	joy	0.297	zvinyoronyoro
harvest	joy	0.297	goho
yearning	joy	0.297	chido
breeze	joy	0.297	mhepo
joker	joy	0.297	joker
meditating	joy	0.297	kufungisisa
fervor	joy	0.295	fervor
quotes	joy	0.294	quotes
volunteer	joy	0.294	volunteer
gain	joy	0.288	gain
resources	joy	0.288	zviwanikwa
create	joy	0.288	gadzira
psalms	joy	0.288	mapisarema
hippie	joy	0.288	hippie
taoism	joy	0.288	taoism
midwife	joy	0.288	nyamukuta
receiving	joy	0.287	kugamuchira
snowfall	joy	0.286	kunaya kwechando
ocean	joy	0.286	ocean
lsd	joy	0.286	lsd
hiking	joy	0.283	kufamba
evergreen	joy	0.281	evergreen
destination	joy	0.281	destination
candid	joy	0.281	candid
unwind	joy	0.281	sunungura
truce	joy	0.281	truce
toast	joy	0.281	toast
chill	joy	0.281	chill
infinity	joy	0.281	infinity
rested	joy	0.281	akazorora
buzzing	joy	0.281	buzzing
venerable	joy	0.279	venerable
balance	joy	0.275	balance
retirement	joy	0.275	retirement
fireplace	joy	0.273	choto
buddha	joy	0.273	Buddha
devout	joy	0.273	akazvipira
drinks	joy	0.273	zvinwiwa
rapt	joy	0.273	rapt
swim	joy	0.273	kushambira
compensate	joy	0.273	compensate
snowing	joy	0.271	chando
sublimation	joy	0.270	sublimation
fruity	joy	0.268	fruity
sunday	joy	0.266	Svondo
sketching	joy	0.266	sketching
paragon	joy	0.266	paragon
humility	joy	0.266	kuzvininipisa
ministry	joy	0.266	ushumiri
waves	joy	0.266	masaisai
cathedral	joy	0.266	cathedral
sun	joy	0.266	zuva
yoga	joy	0.266	yoga
fortitude	joy	0.266	fortitude
salute	joy	0.266	salute
buddhism	joy	0.266	ChiBhudha
whim	joy	0.266	whim
artwork	joy	0.265	artwork
practiced	joy	0.264	kudzidzira
clean	joy	0.260	yakachena
running	joy	0.258	kumhanya
clarity	joy	0.258	kujeka
found	joy	0.258	akawana
fitting	joy	0.258	zvakakodzera
immerse	joy	0.258	immerse
exercise	joy	0.258	kurovedza muviri
food	joy	0.258	chikafu
autumn	joy	0.254	matsutso
fit	joy	0.250	fit
morning	joy	0.250	mangwanani
contagious	joy	0.250	kutapukira nyore nyore
outdoors	joy	0.250	kunze
hardy	joy	0.250	hardy
candles	joy	0.250	makenduru
advocacy	joy	0.250	Advocacy
countryside	joy	0.250	kumaruwa
demonstrative	joy	0.250	demonstrative
football	joy	0.250	nhabvu
chirp	joy	0.250	kurira
chilled	joy	0.250	chilled
undying	joy	0.250	undying
visitor	joy	0.250	mushanyi
clap	joy	0.250	kuombera
diary	joy	0.250	diary
ardent	joy	0.250	ardent
expedient	joy	0.250	zvakakodzera
mountain	joy	0.250	gomo
cradle	joy	0.247	cradle
trance	joy	0.246	Trance
intense	joy	0.242	intense
procession	joy	0.242	kufora
church	joy	0.242	chechi
pay	joy	0.242	pay
supremacy	joy	0.242	ukuru
preservative	joy	0.242	kuchengetedza
grow	joy	0.242	kukura
breakfast	joy	0.242	breakfast
consecration	joy	0.235	kutsaurira
salary	joy	0.234	muhoro
lifetime	joy	0.234	hupenyu hwose
incense	joy	0.234	rusenzi
ordination	joy	0.234	kugadza
snowy	joy	0.234	snowy
art	joy	0.234	art
nursery	joy	0.234	nursery
skiing	joy	0.234	skiing
candle	joy	0.234	kenduru
doll	joy	0.234	chidhori
vote	joy	0.234	vhoti
humbled	joy	0.234	humbled
lyre	joy	0.234	mbira
pastry	joy	0.229	pastry
remedy	joy	0.227	mushonga
chilling	joy	0.227	kuchilling
firefly	joy	0.227	chimumhunzi
rescue	joy	0.225	nunura
camping	joy	0.221	camping
perspective	joy	0.221	maonero
orchestra	joy	0.221	orchestra
orchard	joy	0.221	munda wemichero
breezy	joy	0.219	breezy
gardens	joy	0.219	gardens
castle	joy	0.219	castle
lamb	joy	0.219	gwayana
possess	joy	0.219	possess
bouttime	joy	0.212	bouttime
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	countrymusic
teach	joy	0.212	dzidzisa
brisk	joy	0.212	brisk
ribbon	joy	0.212	ribhoni
raindrops	joy	0.212	madonhwe emvura
mucis	joy	0.212	mucis
repay	joy	0.212	dzorera
listneing	joy	0.212	listneing
nap	joy	0.206	kurara
legalized	joy	0.203	zviri pamutemo
unexpected	joy	0.203	zvisingatarisirwi
vernal	joy	0.203	vernal
chant	joy	0.203	chant
hire	joy	0.203	hire
uncontrollable	joy	0.203	asingadzoreki
stillness	joy	0.203	runyararo
lights	joy	0.203	magetsi
cove	joy	0.203	cove
save	joy	0.200	save
pastor	joy	0.197	mufundisi
atone	joy	0.197	atone
symmetry	joy	0.197	symmetry
trees	joy	0.197	miti
oneday	joy	0.197	nerimwe zuva
scripture	joy	0.196	rugwaro
mountains	joy	0.194	makomo
craziness	joy	0.188	kupenga
tea	joy	0.188	chai
walking	joy	0.188	kufamba
whiteness	joy	0.188	kuchena
sympathetic	joy	0.188	tsitsi
forefathers	joy	0.188	madzibaba
pathway	joy	0.188	nzira
custom	joy	0.188	tsika
quiet	joy	0.188	nyarara
liquor	joy	0.188	doro
soppy	joy	0.188	soppy
patient	joy	0.186	murwere
movingon	joy	0.182	moveon
score	joy	0.182	score
dollhouse	joy	0.182	chidhori
bath	joy	0.182	bath
supporter	joy	0.180	mutsigiri
accompaniment	joy	0.179	kuperekedza
pursuit	joy	0.176	kutevera
outburst	joy	0.176	kuputika
frosty	joy	0.174	frosty
luncheon	joy	0.172	luncheon
service	joy	0.172	service
workout	joy	0.172	ita kuti zviite
closure	joy	0.172	kuvhara
wintery	joy	0.172	wintery
civilized	joy	0.169	vakabudirira
wages	joy	0.169	mubayiro
december	joy	0.167	Zvita
fain	joy	0.167	fain
glide	joy	0.162	glide
acrobat	joy	0.162	acrobat
finally	joy	0.157	pakupedzisira
chai	joy	0.156	chai
obtainable	joy	0.156	kuwanikwa
elf	joy	0.156	elf
peppermint	joy	0.156	peppermint
break	joy	0.156	break
reproductive	joy	0.156	kubereka
stroll	joy	0.156	famba
organization	joy	0.156	sangano
bathtub	joy	0.156	tabhu
advent	joy	0.152	advent
measured	joy	0.152	kuyerwa
balm	joy	0.152	balm
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	mafuta
tan	joy	0.141	tan
simple	joy	0.141	simple
bubble	joy	0.141	bubble
beer	joy	0.141	doro
green	joy	0.137	girinhi
makingdisciples	joy	0.136	kuita vadzidzi
buss	joy	0.136	bhazi
books	joy	0.136	mabhuku
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	inoyerera
silence	joy	0.127	kunyarara
bookstore	joy	0.125	chitoro chemabhuku
solitude	joy	0.125	kuva wega
roadster	joy	0.125	roadster
circumstances	joy	0.125	mamiriro ezvinhu
wine	joy	0.125	waini
soak	joy	0.121	soak
priesthood	joy	0.121	uprista
japan	joy	0.121	Japani
wilderness	joy	0.121	murenje
critical	joy	0.116	kutsoropodza
neutral	joy	0.114	kwaakarerekera
hunting	joy	0.109	kuvhima
sand	joy	0.109	jecha
opera	joy	0.109	opera
weight	joy	0.109	uremu
wind	joy	0.109	mhepo
untie	joy	0.109	sunungura
labor	joy	0.106	basa
classical	joy	0.106	classical
lake	joy	0.103	lake
affliction	joy	0.103	kutambudzika
organ	joy	0.094	nhengo
dwelling	joy	0.094	pekugara
tree	joy	0.090	muti
pond	joy	0.089	dziva
marrow	joy	0.078	mwongo
latte	joy	0.078	latte
sipping	joy	0.076	sipping
benign	joy	0.074	zvakanaka
majority	joy	0.073	vazhinji
leaf	joy	0.065	leaf
troubles	joy	0.062	matambudziko
basketball	joy	0.062	basketball
explosions	joy	0.061	kuputika
cream	joy	0.061	cream
shepherd	joy	0.058	mufudzi
tuesday	joy	0.047	Chipiri
turbulence	joy	0.045	nyonganyonga
calf	joy	0.040	mhuru
hardship	joy	0.031	kuomerwa
unhappiness	joy	0.016	kusafara
sixty	joy	0.016	makumi matanhatu
mourning	sadness	0.969	kuchema
heartbreaking	sadness	0.969	zvinorwadza moyo
tragic	sadness	0.961	tragic
holocaust	sadness	0.953	holocaust
suicidal	sadness	0.941	kuzviuraya
misery	sadness	0.938	nhamo
massacre	sadness	0.931	kuuraya
euthanasia	sadness	0.927	euthanasia
depression	sadness	0.925	kuora mwoyo
grieving	sadness	0.922	kuchema
bereavement	sadness	0.922	kufirwa
fatal	sadness	0.922	zvinouraya
bereaved	sadness	0.920	akafirwa
devastation	sadness	0.917	kuparadza
death	sadness	0.915	rufu
devastated	sadness	0.912	kuparara
suicide	sadness	0.912	kuzviuraya
catastrophe	sadness	0.911	njodzi
horrifying	sadness	0.907	zvinotyisa
died	sadness	0.906	akafa
tragedy	sadness	0.906	nhamo
depressing	sadness	0.906	kuora mwoyo
anguish	sadness	0.902	kurwadziwa
agony	sadness	0.900	kurwadziwa
deadly	sadness	0.898	zvinouraya
weeping	sadness	0.896	kuchema
stillbirth	sadness	0.891	kuzvara mwana akafa
deceased	sadness	0.891	akafa
murderer	sadness	0.877	mhondi
cancer	sadness	0.875	kenza
dying	sadness	0.875	kufa
rape	sadness	0.875	kubata chibharo
devastating	sadness	0.875	kuparadza
morbidity	sadness	0.864	chirwere
sadness	sadness	0.864	kusuwa
execution	sadness	0.859	kuuraya
traumatic	sadness	0.859	traumatic
perish	sadness	0.859	kuparara
grief	sadness	0.859	kusuwa
abandonment	sadness	0.859	kusiiwa
atrocity	sadness	0.859	hutsinye
crucifixion	sadness	0.859	kurovererwa
depressed	sadness	0.859	akaora mwoyo
cadaver	sadness	0.853	cadaver
treachery	sadness	0.848	kunyengera
betrayed	sadness	0.848	kutengeswa
grieve	sadness	0.844	kusuwa
suffering	sadness	0.844	kutambura
funeral	sadness	0.844	funeral
destroyed	sadness	0.844	kuparadzwa
homicide	sadness	0.844	kuuraya
hopelessness	sadness	0.844	kushaya tariro
slaughtering	sadness	0.844	kuuraya
persecution	sadness	0.844	kutambudzwa
murderous	sadness	0.844	mhondi
sorrow	sadness	0.844	kusuwa
miserable	sadness	0.844	nhamo
sad	sadness	0.844	suwa
horrific	sadness	0.844	zvinotyisa
unhappiness	sadness	0.839	kusafara
bloodshed	sadness	0.836	kudeuka kweropa
crippled	sadness	0.836	zvirema
carnage	sadness	0.833	carnage
pained	sadness	0.833	kurwadziwa
manslaughter	sadness	0.833	kuuraya
unbearable	sadness	0.830	zvisingatsungiririki
stillborn	sadness	0.830	akafa
morbid	sadness	0.828	morbid
annihilation	sadness	0.828	kuparadzwa
helplessness	sadness	0.828	kushaya simba
mourn	sadness	0.828	kuchema
murder	sadness	0.828	kuuraya
slavery	sadness	0.828	uranda
abandoned	sadness	0.828	kusiiwa
horrors	sadness	0.828	zvinotyisa
mutilation	sadness	0.828	kuchekeresa
annihilated	sadness	0.828	annihilated
casualty	sadness	0.828	casualty
enslaved	sadness	0.828	varanda
sickness	sadness	0.828	chirwere
torment	sadness	0.828	kutambudzika
miscarriage	sadness	0.824	kupfupfudzika
starvation	sadness	0.819	nzara
mournful	sadness	0.812	kuchema
sadly	sadness	0.812	zvinosuwisa
famine	sadness	0.812	nzara
burial	sadness	0.812	kuvigwa
distraught	sadness	0.812	distraught
failure	sadness	0.812	kukundikana
killing	sadness	0.812	kuuraya
despair	sadness	0.812	kupererwa
cruelty	sadness	0.812	utsinye
saddens	sadness	0.812	zvinosuruvarisa
oppression	sadness	0.812	kudzvinyirirwa
heartache	sadness	0.812	kurwadziwa kwemoyo
terrorism	sadness	0.812	ugandanga
disgrace	sadness	0.812	kunyadziswa
childloss	sadness	0.812	kufirwa nemwana
bloody	sadness	0.806	ropa
perishing	sadness	0.804	kuparara
inhumanity	sadness	0.804	hutsinye
malignancy	sadness	0.803	kuipa
mortification	sadness	0.802	mortification
slave	sadness	0.797	muranda
lifeless	sadness	0.797	vasina upenyu
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	zvinotyisa
assassination	sadness	0.797	kuurayiwa
perished	sadness	0.797	vakaparara
kill	sadness	0.797	kuuraya
devastate	sadness	0.797	devastate
dreadful	sadness	0.797	zvinotyisa
mortuary	sadness	0.797	motuary
leukemia	sadness	0.797	leukemia
lethal	sadness	0.797	zvinouraya
desolation	sadness	0.797	dongo
gallows	sadness	0.797	gallow
brokenheart	sadness	0.792	broken heart
banishment	sadness	0.790	kudzingwa
afflict	sadness	0.789	tambudza
disheartened	sadness	0.788	kuora mwoyo
bury	sadness	0.781	viga
terrorize	sadness	0.781	kutya
crying	sadness	0.781	kuchema
demoralized	sadness	0.781	demoralized
tumour	sadness	0.781	bundu
heartbreak	sadness	0.781	kuora mwoyo
desecration	sadness	0.781	desecration
die	sadness	0.773	kufa
lynch	sadness	0.773	lynch
sufferer	sadness	0.770	anorwara
fatality	sadness	0.766	kufa
