English Word	Emotion	Emotion-Intensity-Score	Javanese Word
reunite	joy	0.414	kumpul maneh
mother	joy	0.412	ibu
salvation	joy	0.412	kawilujengan
poems	joy	0.412	geguritan
clown	joy	0.409	badut
lavender	joy	0.409	lavender
immaculate	joy	0.409	resik
purify	joy	0.409	ngresiki
inauguration	joy	0.409	peresmian
aromatherapy	joy	0.409	aromaterapi
lighten	joy	0.409	ngenthengake
travel	joy	0.409	dolan
cash	joy	0.406	awis
companion	joy	0.406	pendamping
live	joy	0.406	urip
opportune	joy	0.406	pas
completing	joy	0.406	ngrampungake
charity	joy	0.406	amal
heal	joy	0.406	waras
star	joy	0.406	lintang
wishing	joy	0.406	kepinginan
flowers	joy	0.406	kembang
income	joy	0.403	penghasilan
soul	joy	0.401	nyawa
munchies	joy	0.400	munchies
emancipation	joy	0.397	emansipasi
indescribable	joy	0.397	ora bisa diterangake
progress	joy	0.397	kemajuan
equality	joy	0.394	Podo
childhood	joy	0.394	bocah cilik
together	joy	0.394	bebarengan
rhythmical	joy	0.394	ritmis
fullness	joy	0.394	kapenuhan
calm	joy	0.394	kalem
hammock	joy	0.394	hammock
picnic	joy	0.394	piknik
movies	joy	0.393	wayang
zealous	joy	0.393	sregep
playground	joy	0.391	papan dolanan
affluence	joy	0.391	kamakmuran
warms	joy	0.391	anget
choir	joy	0.391	koor
littlethings	joy	0.391	barang cilik
auspicious	joy	0.391	wilujeng
meaningful	joy	0.391	tegesipun
adventures	joy	0.391	petualangan
goofy	joy	0.391	goblog
starry	joy	0.391	lintang
humanity	joy	0.391	kamanungsan
gesture	joy	0.387	polah
witty	joy	0.382	pinter
vow	joy	0.382	sumpah
shopping	joy	0.382	blanja
vibes	joy	0.379	getaran
worship	joy	0.379	ngibadah
jump	joy	0.379	mlumpat
communion	joy	0.379	komuni
reverend	joy	0.377	pandhita
rising	joy	0.375	munggah
advance	joy	0.375	maju
beaches	joy	0.375	pesisir
sonorous	joy	0.375	nyono
courtship	joy	0.375	pacaran
experience	joy	0.375	pengalaman
reunion	joy	0.375	reuni
simplicity	joy	0.375	kesederhanaan
full	joy	0.375	kebak
hymn	joy	0.375	kidung pamuji
spirits	joy	0.375	roh-roh
unforgettable	joy	0.375	ora iso dilalekake
mirth	joy	0.375	kasenengan
youth	joy	0.375	mudha
scenic	joy	0.375	endah
unique	joy	0.375	unik
redeemed	joy	0.375	ditebus
alliance	joy	0.368	aliansi
baptismal	joy	0.368	baptis
grant	joy	0.366	maringi
kitten	joy	0.364	anak kucing
sanctification	joy	0.364	kasucian
conciliation	joy	0.364	karukunan
improves	joy	0.364	mbenakake
pure	joy	0.364	resik
improve	joy	0.364	nambah
authentic	joy	0.364	asli
moonlight	joy	0.364	padhang rembulan
weightloss	joy	0.362	bobote mudun
raspberries	joy	0.360	raspberries
feeling	joy	0.359	pangrasa
jest	joy	0.359	guyon
independent	joy	0.359	merdika
sanctify	joy	0.359	nucèkaké
devotional	joy	0.359	bhakti
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	kaprigelan
listenting	joy	0.359	ngrungokake
fidelity	joy	0.359	kasetyan
revival	joy	0.359	kawentar
giver	joy	0.353	sing menehi
cocoa	joy	0.353	kakao
deliverance	joy	0.348	ngluwari
melody	joy	0.348	melodi
unification	joy	0.348	manunggal
romp	joy	0.348	romp
purpose	joy	0.348	tujuane
choral	joy	0.348	paduan suara
exceed	joy	0.348	ngluwihi
dolphin	joy	0.348	dolphin
roaring	joy	0.348	gumuruh
favor	joy	0.348	sih
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	greget
fruits	joy	0.344	woh-wohan
cookies	joy	0.344	cookie
manicure	joy	0.344	manikur
nowork	joy	0.344	ora kerja
date	joy	0.344	tanggal
newstart	joy	0.344	wiwitan anyar
hedonism	joy	0.344	hedonisme
pledge	joy	0.344	sumpah
electric	joy	0.344	listrik
humble	joy	0.344	andhap asor
roadtrip	joy	0.344	dalan dalan
thx	joy	0.344	thx
kiddos	joy	0.344	bocah-bocah
celebrity	joy	0.342	selebriti
bridesmaid	joy	0.338	prameswari
rhythm	joy	0.338	irama
spa	joy	0.333	spa
snowday	joy	0.333	salju
familiarity	joy	0.333	akrab
coffee	joy	0.333	kopi
edification	joy	0.333	mbangun
garden	joy	0.333	taman
renovation	joy	0.333	renovasi
dawn	joy	0.333	subuh
connoisseur	joy	0.333	ahli ilmu
gazing	joy	0.333	nyawang
obliging	joy	0.333	wajib
partner	joy	0.333	mitra
foodie	joy	0.331	panganan
synchronize	joy	0.329	nyelarasake
tribulation	joy	0.328	kasusahan
psalm	joy	0.328	masmur
pedicure	joy	0.328	pedikur
noregrets	joy	0.328	ora getun
chirping	joy	0.328	kicau
saint	joy	0.328	suci
healing	joy	0.328	marasake awakmu
carol	joy	0.328	carol
true	joy	0.328	bener
hobby	joy	0.328	hobi
amnesty	joy	0.328	amnesti
respite	joy	0.324	ngaso
recreational	joy	0.318	rekreasi
cousins	joy	0.318	sepupu
mellow	joy	0.318	mellow
restorative	joy	0.318	restoratif
lazyday	joy	0.318	lazyday
classics	joy	0.318	klasik
reconciliation	joy	0.316	rekonsiliasi
woods	joy	0.312	alas
progression	joy	0.312	kemajuan
muchneeded	joy	0.312	dibutuhake banget
sterling	joy	0.312	sterling
dove	joy	0.312	manuk dara
simplify	joy	0.312	nyederhanakake
fitness	joy	0.312	fitness
sunset	joy	0.312	surup
wisdom	joy	0.312	kawicaksanan
relight	joy	0.312	relight
living	joy	0.312	urip
presto	joy	0.312	presto
playhouse	joy	0.312	papan dolanan
superman	joy	0.312	superman
pony	joy	0.312	poni
recovery	joy	0.312	mbalekake
crafts	joy	0.312	kerajinan
lord	joy	0.312	gusti
deal	joy	0.312	menehi hasil
improvement	joy	0.309	dandan
infant	joy	0.309	bayi
absolution	joy	0.306	pangapunten
honest	joy	0.303	jujur
gently	joy	0.303	alon-alon
banquet	joy	0.303	pesta
established	joy	0.303	ditetepake
endless	joy	0.303	tanpa wates
decorating	joy	0.303	dekorasi
providing	joy	0.300	nyediakake
lounging	joy	0.297	ngaso
growth	joy	0.297	wutah
strolling	joy	0.297	mlaku-mlaku
feat	joy	0.297	feat
morals	joy	0.297	moral
mine	joy	0.297	mine
spending	joy	0.297	mbuwang
light	joy	0.297	cahya
spiritual	joy	0.297	spiritual
quaint	joy	0.297	aneh
fraternal	joy	0.297	seduluran
notable	joy	0.297	kacathet
softly	joy	0.297	lirih
harvest	joy	0.297	panen
yearning	joy	0.297	kangen
breeze	joy	0.297	sumilir angin
joker	joy	0.297	joker
meditating	joy	0.297	semedi
fervor	joy	0.295	semangat
quotes	joy	0.294	kuotasi
volunteer	joy	0.294	sukarelawan
gain	joy	0.288	gain
resources	joy	0.288	sumber daya
create	joy	0.288	nggawe
psalms	joy	0.288	masmur
hippie	joy	0.288	hippie
taoism	joy	0.288	Taoisme
midwife	joy	0.288	bidan
receiving	joy	0.287	nampa
snowfall	joy	0.286	udan salju
ocean	joy	0.286	samodra
lsd	joy	0.286	lsd
hiking	joy	0.283	hiking
evergreen	joy	0.281	evergreen
destination	joy	0.281	tujuan
candid	joy	0.281	jujur
unwind	joy	0.281	unwind
truce	joy	0.281	gencatan senjata
toast	joy	0.281	roti panggang
chill	joy	0.281	hawa adhem
infinity	joy	0.281	tanpa wates
rested	joy	0.281	ngaso
buzzing	joy	0.281	buzzing
venerable	joy	0.279	kinurmatan
balance	joy	0.275	imbangan
retirement	joy	0.275	leren
fireplace	joy	0.273	perapian
buddha	joy	0.273	budha
devout	joy	0.273	mukmin
drinks	joy	0.273	ombenan
rapt	joy	0.273	rapet
swim	joy	0.273	nglangi
compensate	joy	0.273	menehi ganti rugi
snowing	joy	0.271	udan salju
sublimation	joy	0.270	sublimasi
fruity	joy	0.268	woh-wohan
sunday	joy	0.266	dino minggu
sketching	joy	0.266	sketsa
paragon	joy	0.266	paraga
humility	joy	0.266	andhap asor
ministry	joy	0.266	pelayanan
waves	joy	0.266	ombak
cathedral	joy	0.266	katedral
sun	joy	0.266	srengenge
yoga	joy	0.266	yoga
fortitude	joy	0.266	keteguhan
salute	joy	0.266	salam
buddhism	joy	0.266	agama budha
whim	joy	0.266	karep
artwork	joy	0.265	karya seni
practiced	joy	0.264	dipraktikake
clean	joy	0.260	resik
running	joy	0.258	mlaku
clarity	joy	0.258	kajelasan
found	joy	0.258	ketemu
fitting	joy	0.258	pas
immerse	joy	0.258	nyemplungaken
exercise	joy	0.258	olahraga
food	joy	0.258	panganan
autumn	joy	0.254	musim gugur
fit	joy	0.250	pas
morning	joy	0.250	enjing
contagious	joy	0.250	nular
outdoors	joy	0.250	njobo
hardy	joy	0.250	hardy
candles	joy	0.250	lilin
advocacy	joy	0.250	advokasi
countryside	joy	0.250	padesan
demonstrative	joy	0.250	demonstratif
football	joy	0.250	bal-balan
chirp	joy	0.250	ngece
chilled	joy	0.250	adhem
undying	joy	0.250	langgeng
visitor	joy	0.250	pengunjung
clap	joy	0.250	keplok
diary	joy	0.250	diary
ardent	joy	0.250	semangat
expedient	joy	0.250	prayoga
mountain	joy	0.250	gunung
cradle	joy	0.247	bandulan
trance	joy	0.246	kesurupan
intense	joy	0.242	sengit
procession	joy	0.242	arak-arakan
church	joy	0.242	pasamuwan
pay	joy	0.242	mbayar
supremacy	joy	0.242	supremasi
preservative	joy	0.242	pengawet
grow	joy	0.242	tuwuh
breakfast	joy	0.242	sarapan
consecration	joy	0.235	pasucian
salary	joy	0.234	gaji
lifetime	joy	0.234	sakumur urip
incense	joy	0.234	dupa
ordination	joy	0.234	penahbisan
snowy	joy	0.234	salju
art	joy	0.234	seni
nursery	joy	0.234	nursery
skiing	joy	0.234	ski
candle	joy	0.234	lilin
doll	joy	0.234	boneka
vote	joy	0.234	milih
humbled	joy	0.234	asor
lyre	joy	0.234	lira
pastry	joy	0.229	jajanan
remedy	joy	0.227	obat
chilling	joy	0.227	adem ayem
firefly	joy	0.227	kunang-kunang
rescue	joy	0.225	nulung
camping	joy	0.221	kemah
perspective	joy	0.221	perspektif
orchestra	joy	0.221	orkestra
orchard	joy	0.221	kebonan
breezy	joy	0.219	sumilir
gardens	joy	0.219	kebon
castle	joy	0.219	puri
lamb	joy	0.219	wedhus
possess	joy	0.219	nduweni
bouttime	joy	0.212	wektu
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	musik kampung
teach	joy	0.212	mulang
brisk	joy	0.212	cepet
ribbon	joy	0.212	pita
raindrops	joy	0.212	tetesing udan
mucis	joy	0.212	mucis
repay	joy	0.212	mbayar maneh
listneing	joy	0.212	ngrungokake
nap	joy	0.206	turu
legalized	joy	0.203	legalized
unexpected	joy	0.203	ora dikarepke
vernal	joy	0.203	vernal
chant	joy	0.203	tembang
hire	joy	0.203	nyewa
uncontrollable	joy	0.203	ora bisa dikendhaleni
stillness	joy	0.203	sepi
lights	joy	0.203	lampu
cove	joy	0.203	teluk
save	joy	0.200	nyimpen
pastor	joy	0.197	pandhita
atone	joy	0.197	atone
symmetry	joy	0.197	simetri
trees	joy	0.197	wit-witan
oneday	joy	0.197	sawijining dina
scripture	joy	0.196	kitab suci
mountains	joy	0.194	gunungan
craziness	joy	0.188	edan
tea	joy	0.188	teh
walking	joy	0.188	mlaku-mlaku
whiteness	joy	0.188	keputihan
sympathetic	joy	0.188	simpatik
forefathers	joy	0.188	leluhur
pathway	joy	0.188	dalan
custom	joy	0.188	adat
quiet	joy	0.188	sepi
liquor	joy	0.188	omben-omben
soppy	joy	0.188	somplak
patient	joy	0.186	sabar
movingon	joy	0.182	movingon
score	joy	0.182	skor
dollhouse	joy	0.182	omah boneka
bath	joy	0.182	adus
supporter	joy	0.180	panyengkuyung
accompaniment	joy	0.179	iringan
pursuit	joy	0.176	nguber
outburst	joy	0.176	njeblug
frosty	joy	0.174	adhem
luncheon	joy	0.172	nedha awan
service	joy	0.172	layanan
workout	joy	0.172	latian
closure	joy	0.172	penutupan
wintery	joy	0.172	musim dingin
civilized	joy	0.169	beradab
wages	joy	0.169	upah
december	joy	0.167	desember
fain	joy	0.167	fain
glide	joy	0.162	ngleyang
acrobat	joy	0.162	akrobat
finally	joy	0.157	pungkasane
chai	joy	0.156	chai
obtainable	joy	0.156	diolehake
elf	joy	0.156	elf
peppermint	joy	0.156	mrico
break	joy	0.156	putus
reproductive	joy	0.156	reproduksi
stroll	joy	0.156	mlaku-mlaku
organization	joy	0.156	organisasi
bathtub	joy	0.156	bak mandi
advent	joy	0.152	tekane
measured	joy	0.152	diukur
balm	joy	0.152	balsem
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	lenga
tan	joy	0.141	tan
simple	joy	0.141	prasaja
bubble	joy	0.141	gelembung
beer	joy	0.141	bir
green	joy	0.137	ijo
makingdisciples	joy	0.136	nggawe murid
buss	joy	0.136	bis
books	joy	0.136	buku
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	mili
silence	joy	0.127	meneng
bookstore	joy	0.125	toko buku
solitude	joy	0.125	kasepen
roadster	joy	0.125	tukang jalan
circumstances	joy	0.125	kahanan
wine	joy	0.125	anggur
soak	joy	0.121	nglembur
priesthood	joy	0.121	imam
japan	joy	0.121	japan
wilderness	joy	0.121	ara-ara samun
critical	joy	0.116	kritis
neutral	joy	0.114	netral
hunting	joy	0.109	mburu
sand	joy	0.109	wedhi
opera	joy	0.109	opera
weight	joy	0.109	bobot
wind	joy	0.109	angin
untie	joy	0.109	uculake
labor	joy	0.106	tenaga kerja
classical	joy	0.106	klasik
lake	joy	0.103	tlaga
affliction	joy	0.103	kasangsaran
organ	joy	0.094	organ
dwelling	joy	0.094	omah
tree	joy	0.090	wit
pond	joy	0.089	tambak
marrow	joy	0.078	sumsum
latte	joy	0.078	latte
sipping	joy	0.076	ngisep
benign	joy	0.074	entheng
majority	joy	0.073	mayoritas
leaf	joy	0.065	godhong
troubles	joy	0.062	alangan
basketball	joy	0.062	basket
explosions	joy	0.061	bledosan
cream	joy	0.061	krim
shepherd	joy	0.058	bocah angon
tuesday	joy	0.047	selasa
turbulence	joy	0.045	kerusuhan
calf	joy	0.040	pedhet
hardship	joy	0.031	kasusahan
unhappiness	joy	0.016	rasa ora seneng
sixty	joy	0.016	sewidak
mourning	sadness	0.969	sungkawa
heartbreaking	sadness	0.969	nglarani ati
tragic	sadness	0.961	tragis
holocaust	sadness	0.953	holocaust
suicidal	sadness	0.941	lampus
misery	sadness	0.938	kasangsaran
massacre	sadness	0.931	ontran-ontran
euthanasia	sadness	0.927	euthanasia
depression	sadness	0.925	depresi
grieving	sadness	0.922	sedhih
bereavement	sadness	0.922	panyuwunan
fatal	sadness	0.922	fatal
bereaved	sadness	0.920	nandhang sangsara
devastation	sadness	0.917	karusakan
death	sadness	0.915	pati
devastated	sadness	0.912	rusak
suicide	sadness	0.912	lampus
catastrophe	sadness	0.911	musibah
horrifying	sadness	0.907	nggegirisi
died	sadness	0.906	seda
tragedy	sadness	0.906	tragedi
depressing	sadness	0.906	nandhang sungkowo
anguish	sadness	0.902	kasangsaran
agony	sadness	0.900	kasangsaran
deadly	sadness	0.898	agawe
weeping	sadness	0.896	nangis
stillbirth	sadness	0.891	lair mati
deceased	sadness	0.891	seda
murderer	sadness	0.877	tukang mateni
cancer	sadness	0.875	kanker
dying	sadness	0.875	sekarat
rape	sadness	0.875	rudo pekso
devastating	sadness	0.875	ngrusak
morbidity	sadness	0.864	morbiditas
sadness	sadness	0.864	nelangsa
execution	sadness	0.859	eksekusi
traumatic	sadness	0.859	traumatik
perish	sadness	0.859	tiwas
grief	sadness	0.859	kasusahan
abandonment	sadness	0.859	nilar
atrocity	sadness	0.859	kekejeman
crucifixion	sadness	0.859	panyaliban
depressed	sadness	0.859	nandhang sungkowo
cadaver	sadness	0.853	mayat
treachery	sadness	0.848	khianat
betrayed	sadness	0.848	dikhianati
grieve	sadness	0.844	sedhih
suffering	sadness	0.844	kasangsaran
funeral	sadness	0.844	panguburan
destroyed	sadness	0.844	dirusak
homicide	sadness	0.844	rajapati
hopelessness	sadness	0.844	putus asa
slaughtering	sadness	0.844	nyembelih
persecution	sadness	0.844	buron
murderous	sadness	0.844	mateni
sorrow	sadness	0.844	nelongso
miserable	sadness	0.844	sengsara
sad	sadness	0.844	susah
horrific	sadness	0.844	nggegirisi
unhappiness	sadness	0.839	rasa ora seneng
bloodshed	sadness	0.836	getihen
crippled	sadness	0.836	lumpuh
carnage	sadness	0.833	pembantaian
pained	sadness	0.833	lara
manslaughter	sadness	0.833	rajapati
unbearable	sadness	0.830	ora tahan
stillborn	sadness	0.830	lair mati
morbid	sadness	0.828	morbid
annihilation	sadness	0.828	ngrusak
helplessness	sadness	0.828	ora duwe daya
mourn	sadness	0.828	sungkawa
murder	sadness	0.828	rajapati
slavery	sadness	0.828	perbudakan
abandoned	sadness	0.828	nilar
horrors	sadness	0.828	medeni
mutilation	sadness	0.828	mutilasi
annihilated	sadness	0.828	dirusak
casualty	sadness	0.828	korban
enslaved	sadness	0.828	diperbudak
sickness	sadness	0.828	penyakit
torment	sadness	0.828	nyiksa
miscarriage	sadness	0.824	keguguran
starvation	sadness	0.819	kaliren
mournful	sadness	0.812	sedhih
sadly	sadness	0.812	sedhih
famine	sadness	0.812	paceklik
burial	sadness	0.812	panguburan
distraught	sadness	0.812	bingung
failure	sadness	0.812	gagal
killing	sadness	0.812	mateni
despair	sadness	0.812	mutung
cruelty	sadness	0.812	kekejeman
saddens	sadness	0.812	sedhih
oppression	sadness	0.812	penindasan
heartache	sadness	0.812	lara ati
terrorism	sadness	0.812	terorisme
disgrace	sadness	0.812	nistha
childloss	sadness	0.812	mundhut anak
bloody	sadness	0.806	getihen
perishing	sadness	0.804	tiwas
inhumanity	sadness	0.804	inhumanity
malignancy	sadness	0.803	ganas
mortification	sadness	0.802	mortifikasi
slave	sadness	0.797	abdi
lifeless	sadness	0.797	ora urip
sarcoma	sadness	0.797	sarkoma
dreadfully	sadness	0.797	ngeri
assassination	sadness	0.797	rajapati
perished	sadness	0.797	tiwas
kill	sadness	0.797	mateni
devastate	sadness	0.797	ngrusak
dreadful	sadness	0.797	ngeri
mortuary	sadness	0.797	kamar mayat
leukemia	sadness	0.797	leukemia
lethal	sadness	0.797	matine
desolation	sadness	0.797	sepi
gallows	sadness	0.797	gantungan
brokenheart	sadness	0.792	patah hati
banishment	sadness	0.790	pambuwangan
afflict	sadness	0.789	nandhang sangsara
disheartened	sadness	0.788	sedhih
bury	sadness	0.781	ngubur
terrorize	sadness	0.781	nggegirisi
crying	sadness	0.781	nangis
demoralized	sadness	0.781	demoralized
tumour	sadness	0.781	tumor
heartbreak	sadness	0.781	lara ati
desecration	sadness	0.781	najisake
die	sadness	0.773	mati
lynch	sadness	0.773	lynch
sufferer	sadness	0.770	panandhang
fatality	sadness	0.766	fatality
diseased	sadness	0.766	lara
doomed	sadness	0.766	pinasthi
fearful	sadness	0.766	wedi
destitute	sadness	0.766	mlarat
abortion	sadness	0.766	aborsi
condolence	sadness	0.766	bela sungkawa
torture	sadness	0.766	nyiksa
dismemberment	sadness	0.766	dismemberment
slayer	sadness	0.766	tukang mateni
loneliness	sadness	0.766	kasepen
cemetery	sadness	0.766	kuburan
moribund	sadness	0.758	mati
painfully	sadness	0.758	nglarani
disaster	sadness	0.758	bilai
depress	sadness	0.755	nandhang sungkowo
condemnation	sadness	0.754	paukuman
obliteration	sadness	0.750	obliteration
damnation	sadness	0.750	kutukan
sorrowful	sadness	0.750	sedhih
desperation	sadness	0.750	putus asa
cry	sadness	0.750	nangis
terrorist	sadness	0.750	teroris
painful	sadness	0.750	nglarani
abduction	sadness	0.750	nyulik
incest	sadness	0.750	incest
corpse	sadness	0.750	mayit
deplorable	sadness	0.750	sedhih
pandemic	sadness	0.750	pandemi
sickening	sadness	0.750	nglarani
hemorrhage	sadness	0.750	getihen
guilt	sadness	0.750	kaluputan
depressive	sadness	0.750	depresi
doomsday	sadness	0.750	kiamat
defeated	sadness	0.750	kalah
victimized	sadness	0.750	korban
regretful	sadness	0.750	getun
unhappy	sadness	0.750	ora seneng
unfairness	sadness	0.745	ora adil
molestation	sadness	0.744	nganiaya
abysmal	sadness	0.742	abysmal
exile	sadness	0.742	pambuwangan
hellish	sadness	0.738	naraka
exterminate	sadness	0.736	nyirnakake
destroying	sadness	0.734	ngrusak
miserably	sadness	0.734	sengsara
disastrous	sadness	0.734	bilai
battered	sadness	0.734	dibuwang
morgue	sadness	0.734	kamar mayat
assassin	sadness	0.734	tukang mateni
horrid	sadness	0.734	ngeri
disgraced	sadness	0.734	nistha
homeless	sadness	0.734	ora duwe omah
earthquake	sadness	0.734	lindhu
orphan	sadness	0.734	yatim piatu
slaughter	sadness	0.734	nyembelih
warfare	sadness	0.734	perang
betrayal	sadness	0.734	ngiyanati
lonesome	sadness	0.734	kesepian
listless	sadness	0.729	ora kesusu
unfortunately	sadness	0.727	sayangé
emptiness	sadness	0.727	kekosongan
grave	sadness	0.727	kuburan
alienated	sadness	0.727	disingkiri
fraught	sadness	0.722	kebak
violently	sadness	0.719	kanthi kasar
woe	sadness	0.719	bilai
heartless	sadness	0.719	tanpa ati
malicious	sadness	0.719	angkoro
missing	sadness	0.719	ilang
paralysis	sadness	0.719	lumpuh
horror	sadness	0.719	medeni
ashamed	sadness	0.719	isin
forsaken	sadness	0.719	ditinggal
emaciated	sadness	0.719	kurus
atrophy	sadness	0.719	atrofi
danger	sadness	0.719	bebaya
pain	sadness	0.719	nyeri
cripple	sadness	0.719	lumpuh
cried	sadness	0.719	nangis
disheartening	sadness	0.719	nglarani ati
leprosy	sadness	0.719	lepra
demise	sadness	0.717	tilar donya
disgruntled	sadness	0.712	ora marem
rejected	sadness	0.712	ditolak
sickly	sadness	0.712	sakit-sakitan
violence	sadness	0.712	panganiaya
torn	sadness	0.710	suwuk
calamity	sadness	0.709	bilai
grim	sadness	0.708	surem
grievous	sadness	0.704	nglarani
deformed	sadness	0.703	cacat
deformity	sadness	0.703	deformitas
punishing	sadness	0.703	ngukum
hearse	sadness	0.703	mobil jenazah
meltdown	sadness	0.703	lebur
incurable	sadness	0.703	ora bisa ditambani
extinct	sadness	0.703	punah
victim	sadness	0.703	korban
suffocating	sadness	0.703	nyesek
tearful	sadness	0.703	nangis
obit	sadness	0.703	obit
oppressor	sadness	0.703	wong nindhes
slaughterhouse	sadness	0.703	rumah jagal
abandon	sadness	0.703	nilar
crushed	sadness	0.703	remuk
isolation	sadness	0.703	isolasi
decomposition	sadness	0.703	dekomposisi
inhuman	sadness	0.703	ora manungsa
disfigured	sadness	0.703	cacad
buried	sadness	0.703	kekubur, kependhem
strangle	sadness	0.703	nyekek
isolate	sadness	0.703	ngisolasi
humiliate	sadness	0.703	ngasorake
carcinoma	sadness	0.703	karsinoma
hell	sadness	0.700	neraka
lifesucks	sadness	0.700	urip
ruinous	sadness	0.698	ngrusak
banish	sadness	0.697	ngusir
widow	sadness	0.697	randha
accursed	sadness	0.697	dilaknat
ruined	sadness	0.697	rusak
vanished	sadness	0.695	sirna
displaced	sadness	0.691	dipindhah
poverty	sadness	0.690	mlarat
hopeless	sadness	0.688	ora duwe pangarep-arep
regretting	sadness	0.688	getun
widower	sadness	0.688	duda
stab	sadness	0.688	nusuk
deserted	sadness	0.688	sepi
insanity	sadness	0.688	edan
teary	sadness	0.688	nangis
hurt	sadness	0.688	lara
terminal	sadness	0.688	terminal
shooting	sadness	0.688	shooting
banished	sadness	0.688	dibuwang
hospice	sadness	0.688	hospice
depraved	sadness	0.688	nasar
nohope	sadness	0.688	kayane
sob	sadness	0.688	sob
imprisoned	sadness	0.688	dikunjara
travesty	sadness	0.688	travesty
loss	sadness	0.688	mundhut
hurtful	sadness	0.688	nglarani
dementia	sadness	0.688	pikun
pathetic	sadness	0.688	pathek
neglected	sadness	0.688	dilirwakaké
epidemic	sadness	0.688	wabah
illness	sadness	0.688	penyakit
foreveralone	sadness	0.688	salawas-lawase
infidelity	sadness	0.688	kafir
dismissal	sadness	0.686	dipecat
alienation	sadness	0.685	alienasi
hardship	sadness	0.685	kasusahan
choke	sadness	0.682	keselak
kidnap	sadness	0.682	nyulik
