English Word	Emotion	Emotion-Intensity-Score	Hausa Word
besties	joy	0.656	mafi kyau
encouraged	joy	0.656	karfafa
captivate	joy	0.656	burgewa
christmaseve	joy	0.656	Kirsimeti
glow	joy	0.656	haske
romanticism	joy	0.656	soyayya
innerpeace	joy	0.656	kwanciyar hankali
pleasant	joy	0.656	m
praises	joy	0.652	yabo
abundance	joy	0.652	yawa
fortunes	joy	0.652	arziki
engaged	joy	0.652	tsunduma
praised	joy	0.652	yabo
relaxing	joy	0.652	shakatawa
treasure	joy	0.652	dukiya
satisfaction	joy	0.652	gamsuwa
nothingbetter	joy	0.647	babu abin da ya fi kyau
affection	joy	0.647	soyayya
relieved	joy	0.647	an sassauta
complement	joy	0.647	cika
carnival	joy	0.643	carnival
priceless	joy	0.641	m
uplifting	joy	0.641	daukaka
sensuality	joy	0.641	son zuciya
saintly	joy	0.641	mai tsarki
champion	joy	0.641	zakara
thanksgiving	joy	0.641	godiya
harmoniously	joy	0.641	cikin jituwa
wedding	joy	0.641	bikin aure
achieve	joy	0.641	cimma
divine	joy	0.641	allahntaka
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	gudun amarci
exalt	joy	0.636	ɗaukaka
twinkle	joy	0.636	kyalli
comforting	joy	0.636	ta'aziyya
felicity	joy	0.636	jin dadi
peaceful	joy	0.636	zaman lafiya
climax	joy	0.636	koli
winner	joy	0.636	mai nasara
reverie	joy	0.636	revere
yayy	joy	0.636	yaya
cuddle	joy	0.636	cudanya
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	tauraro
festival	joy	0.625	biki
sweet	joy	0.625	zaki
generosity	joy	0.625	karimci
brighter	joy	0.625	mai haske
praisegod	joy	0.625	yabo
gorgeous	joy	0.625	m
hearts	joy	0.625	zukata
amusing	joy	0.625	m
fondness	joy	0.625	so
snuggling	joy	0.625	tsugunne
reward	joy	0.625	lada
sex	joy	0.622	jima'i
kind	joy	0.621	irin
genial	joy	0.621	na al'ada
parade	joy	0.621	fareti
applause	joy	0.621	tafi
beauty	joy	0.621	kyau
fulfilling	joy	0.618	cikawa
aspiring	joy	0.618	m
newlife	joy	0.618	sabuwar rayuwa
godbless	joy	0.616	abin godiya
virtuous	joy	0.613	nagari
kiss	joy	0.610	sumba
christmas	joy	0.609	Kirsimeti
rainbows	joy	0.609	bakan gizo
elegance	joy	0.609	ladabi
generous	joy	0.609	m
super	joy	0.609	super
playful	joy	0.609	m
enlightenment	joy	0.609	wayewa
praiseworthy	joy	0.609	abin yabo
awards	joy	0.609	kyaututtuka
adorable	joy	0.609	kyakkyawa
rekindle	joy	0.609	farfado
winnings	joy	0.609	cin nasara
independence	joy	0.607	'yancin kai
amour	joy	0.607	almubazzaranci
kindness	joy	0.606	alheri
surprises	joy	0.606	abubuwan mamaki
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilarity
wonder	joy	0.606	mamaki
freely	joy	0.606	kyauta
successful	joy	0.606	nasara
inspired	joy	0.606	wahayi
onelove	joy	0.606	soyayya daya
whimsical	joy	0.603	m
entertainment	joy	0.603	nishadi
passion	joy	0.603	sha'awa
stressfree	joy	0.601	rashin damuwa
beautify	joy	0.601	kawata
sunrise	joy	0.600	fitowar rana
godisgood	joy	0.597	godiya
goodmusic	joy	0.594	mai kyau music
revere	joy	0.594	girmamawa
whoo	joy	0.594	ku
fanfare	joy	0.594	fanfari
inspire	joy	0.594	wahayi
angel	joy	0.594	mala'ika
thankgod	joy	0.594	alhamdulillahi
goodies	joy	0.594	alheri
jesus	joy	0.594	Yesu
accomplishment	joy	0.594	nasara
snuggled	joy	0.594	tsugunne
peacefully	joy	0.594	cikin lumana
flirt	joy	0.594	kwarkwasa
friendship	joy	0.591	abota
singing	joy	0.591	waka
heroic	joy	0.591	jarumtaka
exalted	joy	0.591	daukaka
fortune	joy	0.591	arziki
highest	joy	0.591	mafi girma
summer	joy	0.591	rani
contented	joy	0.588	gamsu
rollicking	joy	0.588	mirginawa
overflowing	joy	0.588	ambaliya
woot	joy	0.588	wut
accolade	joy	0.586	yabawa
hope	joy	0.586	fata
cozy	joy	0.583	jin dadi
delicious	joy	0.579	dadi
raving	joy	0.578	ragi
thelife	joy	0.578	rayuwa
darling	joy	0.578	masoyi
sensuous	joy	0.578	m
picturesque	joy	0.578	m
friendly	joy	0.578	m
everlasting	joy	0.578	na har abada
praise	joy	0.578	yabo
ambition	joy	0.578	buri
sparkle	joy	0.577	kyalli
sensual	joy	0.576	na sha'awa
peace	joy	0.576	zaman lafiya
flattering	joy	0.576	m
grace	joy	0.576	alheri
luckygirl	joy	0.576	yarinya sa'a
heroism	joy	0.576	jarumtaka
succeeding	joy	0.576	nasara
yeahhh	joy	0.576	iya ahhh
special	joy	0.574	na musamman
livelife	joy	0.574	rayuwa
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	famfo
yey	joy	0.562	yi y
surprise	joy	0.562	mamaki
sunny	joy	0.562	rana
prevail	joy	0.562	rinjaye
revels	joy	0.562	revels
humorous	joy	0.562	m
sweets	joy	0.562	kayan zaki
liking	joy	0.562	so
admirable	joy	0.562	abin sha'awa
superstar	joy	0.562	babban tauraro
relax	joy	0.562	Huta
prosper	joy	0.562	wadata
hero	joy	0.562	jarumi
hugs	joy	0.562	runguma
worthwhile	joy	0.562	m
newyear	joy	0.561	sabuwar shekara
tenderness	joy	0.561	tausayi
bless	joy	0.561	albarka
favorable	joy	0.561	m
freedom	joy	0.561	'yanci
masterpiece	joy	0.561	gwaninta
dreams	joy	0.559	mafarki
hopeful	joy	0.559	m
home	joy	0.559	gida
cruising	joy	0.556	yawo
gracias	joy	0.554	gracias
faithfulness	joy	0.553	aminci
eagerness	joy	0.552	himma
closeness	joy	0.552	kusanci
sunshine	joy	0.551	sunshine
comfy	joy	0.551	dadi
vacation	joy	0.547	hutu
celestial	joy	0.547	na sama
good	joy	0.547	mai kyau
elite	joy	0.547	fitattu
illuminate	joy	0.547	haskakawa
confidence	joy	0.547	amincewa
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	'yar
lifted	joy	0.547	dagawa
goodmorning	joy	0.547	barka da safiya
zeal	joy	0.547	himma
gifts	joy	0.547	kyautai
gift	joy	0.547	kyauta
astonishment	joy	0.547	mamaki
heart	joy	0.547	zuciya
completion	joy	0.547	kammalawa
bonus	joy	0.547	kari
charmed	joy	0.546	m
dance	joy	0.545	rawa
sublime	joy	0.545	daukaka
recreation	joy	0.545	nishaɗi
encouragement	joy	0.545	ƙarfafawa
god	joy	0.545	allah
gush	joy	0.545	gushe
freshstart	joy	0.544	sabon farawa
free	joy	0.544	kyauta
savior	joy	0.543	mai ceto
sanctuary	joy	0.541	Wuri Mai Tsarki
grandchildren	joy	0.540	jikoki
wellness	joy	0.537	lafiya
revel	joy	0.534	murna
music	joy	0.531	kiɗa
fab	joy	0.531	fab
bridal	joy	0.531	amarya
soar	joy	0.531	tashi
alive	joy	0.531	mai rai
money	joy	0.531	kudi
soothing	joy	0.531	kwantar da hankali
serene	joy	0.531	nutsuwa
holiness	joy	0.531	tsarki
inspirational	joy	0.531	ilhama
matrimony	joy	0.531	aure
dayoff	joy	0.531	ranan
savor	joy	0.531	dadi
vitality	joy	0.531	kuzari
confident	joy	0.531	m
firstborn	joy	0.531	ɗan fari
rainbow	joy	0.531	bakan gizo
liberation	joy	0.531	'yanci
elegant	joy	0.530	m
mastery	joy	0.530	gwaninta
glimmer	joy	0.530	kyalli
illumination	joy	0.530	haskakawa
blossom	joy	0.530	fure
warmth	joy	0.530	dumi
welcomed	joy	0.530	maraba
treat	joy	0.529	bi da
faithful	joy	0.529	aminci
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laurel
commendable	joy	0.519	abin yabawa
succeed	joy	0.516	nasara
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	makaranta
brotherly	joy	0.516	'yan uwantaka
silly	joy	0.516	wauta
abundant	joy	0.516	mai yawa
fancy	joy	0.516	zato
resplendent	joy	0.516	m
strengthening	joy	0.516	ƙarfafawa
presents	joy	0.516	gabatarwa
pride	joy	0.516	girman kai
almighty	joy	0.516	madaukaki
powerful	joy	0.516	mai iko
aspire	joy	0.516	buri
remarkable	joy	0.516	na ban mamaki
greeted	joy	0.516	gaisuwa
thanking	joy	0.515	godiya
cutie	joy	0.515	cute
kudos	joy	0.515	godiya
therapeutic	joy	0.515	warkewa
zen	joy	0.515	zan
coronation	joy	0.515	nadin sarauta
complete	joy	0.515	cikakke
shining	joy	0.515	haskakawa
spirit	joy	0.515	ruhi
princely	joy	0.515	na sarauta
vivid	joy	0.515	m
comfort	joy	0.515	ta'aziyya
leisure	joy	0.515	nishadi
reunited	joy	0.515	sake haduwa
kid	joy	0.515	yaro
newme	joy	0.515	sabon
payday	joy	0.515	ranar biya
animated	joy	0.515	mai rai
familytime	joy	0.515	lokacin dangi
relationship	joy	0.514	dangantaka
godly	joy	0.514	na ibada
marriage	joy	0.514	aure
daymade	joy	0.514	rana
spouse	joy	0.507	matar aure
intimately	joy	0.507	m
respect	joy	0.500	girmamawa
bloom	joy	0.500	Bloom
purr	joy	0.500	purr
carefree	joy	0.500	rashin kulawa
nature	joy	0.500	yanayi
encourage	joy	0.500	karfafa
soulful	joy	0.500	mai rai
refreshed	joy	0.500	wartsake
family	joy	0.500	iyali
gem	joy	0.500	dutse mai daraja
meritorious	joy	0.500	m
achieved	joy	0.500	samu
motherhood	joy	0.500	uwa
holyspirit	joy	0.500	ruhu mai tsarki
surreal	joy	0.500	sallama
charitable	joy	0.500	sadaka
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	rage damuwa
erotic	joy	0.500	na batsa
inviting	joy	0.500	gayyata
baby	joy	0.500	baby
dignity	joy	0.500	mutunci
satisfied	joy	0.500	gamsu
visionary	joy	0.500	mai hangen nesa
memorable	joy	0.500	abin tunawa
veracity	joy	0.500	gaskiya
healthy	joy	0.500	lafiya
welcoming	joy	0.500	maraba
diamond	joy	0.500	lu'u-lu'u
christ	joy	0.500	Kristi
beach	joy	0.500	bakin teku
accomplish	joy	0.500	cim ma
friends	joy	0.500	abokai
excel	joy	0.500	zarce
health	joy	0.493	lafiya
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	yarda
oasis	joy	0.486	oasis
liberty	joy	0.486	'yanci
crowning	joy	0.485	rawani
aspiration	joy	0.485	buri
privileged	joy	0.485	mai gata
crescendo	joy	0.485	crescendo
rapture	joy	0.485	fyaucewa
liberate	joy	0.485	'yantar da
nocomplaints	joy	0.485	babu korafe-korafe
prestige	joy	0.485	daraja
bounty	joy	0.485	kyauta
gentle	joy	0.485	m
inseparable	joy	0.485	m
engaging	joy	0.485	shiga
loyal	joy	0.485	masu aminci
betrothed	joy	0.485	amarya
transcendence	joy	0.484	wuce gona da iri
selfworth	joy	0.484	son kai
yummy	joy	0.484	m
datenight	joy	0.484	dare dare
destiny	joy	0.484	kaddara
heyday	joy	0.484	sannu
aloha	joy	0.484	alhamdulillah
desire	joy	0.484	sha'awa
dream	joy	0.484	mafarki
luck	joy	0.484	sa'a
fete	joy	0.484	fete
trophy	joy	0.484	ganima
bouquet	joy	0.484	bouquet
chocolate	joy	0.484	cakulan
creativity	joy	0.484	kerawa
boyfriend	joy	0.480	saurayi
commemoration	joy	0.479	tunawa
intelligence	joy	0.477	hankali
readiness	joy	0.473	shiri
friend	joy	0.471	aboki
bride	joy	0.471	amarya
enthusiast	joy	0.471	mai sha'awa
lush	joy	0.470	lush
inheritance	joy	0.470	gado
soothe	joy	0.470	kwantar da hankali
tickle	joy	0.470	kaska
kiddo	joy	0.470	yaro
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	tausa
calming	joy	0.470	kwantar da hankali
adventure	joy	0.470	kasada
pretty	joy	0.469	kyakkyawa
purring	joy	0.469	purring
eternal	joy	0.469	na har abada
humanitarian	joy	0.469	jin kai
nurture	joy	0.469	raya
giving	joy	0.469	bayarwa
rest	joy	0.469	hutawa
getaway	joy	0.469	tafi
goals	joy	0.469	raga
pray	joy	0.469	addu'a
bridegroom	joy	0.469	angon
heartily	joy	0.469	da zuciya ɗaya
luster	joy	0.469	haske
bonding	joy	0.469	bonding
princess	joy	0.469	gimbiya
amicable	joy	0.469	m
benevolence	joy	0.469	alheri
child	joy	0.466	yaro
salutary	joy	0.465	salati
invite	joy	0.457	gayyata
beam	joy	0.456	katako
reminiscing	joy	0.456	tunatarwa
befriend	joy	0.455	abota
aesthetics	joy	0.455	kayan ado
friday	joy	0.455	Juma'a
freshair	joy	0.455	sabo
ceremony	joy	0.455	bikin
kindred	joy	0.455	dangi
mindfulness	joy	0.455	hankali
sonice	joy	0.455	sonice
elevation	joy	0.455	daukaka
tropical	joy	0.455	wurare masu zafi
scholarship	joy	0.455	malanta
hee	joy	0.455	hehe
noworries	joy	0.453	ba damuwa
allure	joy	0.453	lallashi
approve	joy	0.453	yarda
scenery	joy	0.453	shimfidar wuri
waterfall	joy	0.453	waterfall
vindication	joy	0.453	tabbatarwa
namaste	joy	0.453	namaste
commemorate	joy	0.453	tunawa
faith	joy	0.453	imani
birth	joy	0.453	haihuwa
forgiveness	joy	0.453	gafara
journey	joy	0.447	tafiya
meditation	joy	0.446	tunani
relaxed	joy	0.442	annashuwa
present	joy	0.441	ba
weekend	joy	0.441	karshen mako
tender	joy	0.441	m
tranquil	joy	0.441	natsuwa
lyrical	joy	0.439	na waƙa
sharing	joy	0.439	rabawa
esteem	joy	0.439	girma
nostalgic	joy	0.439	nostalgic
prayer	joy	0.439	addu'a
righteousness	joy	0.439	adalci
husband	joy	0.438	miji
relief	joy	0.438	taimako
strength	joy	0.438	ƙarfi
mighty	joy	0.438	mai girma
unbeaten	joy	0.438	rashin nasara
eager	joy	0.438	m
share	joy	0.438	raba
newday	joy	0.438	sabuwar rana
sonnet	joy	0.438	sonnet
meditate	joy	0.438	yin zuzzurfan tunani
life	joy	0.438	rayuwa
winterbreak	joy	0.429	lokacin hunturu
warm	joy	0.429	dumi
movingforward	joy	0.429	ci gaba
buddy	joy	0.427	aboki
oneness	joy	0.426	kadaitaka
unconstrained	joy	0.424	rashin takura
amen	joy	0.424	amin
reverence	joy	0.424	girmamawa
healthful	joy	0.424	lafiya
thelittlethings	joy	0.424	kananan abubuwa
medal	joy	0.424	lambar yabo
unsurpassed	joy	0.424	maras misaltuwa
candlelight	joy	0.424	fitilar kyandir
carols	joy	0.424	waƙoƙi
ejaculation	joy	0.424	fitar maniyyi
beginnings	joy	0.422	farkon
sledding	joy	0.422	sledding
graduation	joy	0.422	kammala karatun digiri
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	sauki
symphony	joy	0.422	symphony
wealth	joy	0.422	dukiya
helpful	joy	0.422	taimako
musical	joy	0.422	na kiɗa
glitter	joy	0.422	kyalkyali
calmness	joy	0.422	nutsuwa
energy	joy	0.422	makamashi
safe	joy	0.422	lafiya
nostress	joy	0.421	hanci
soundness	joy	0.421	lafiya
promise	joy	0.415	alkawari
reunite	joy	0.414	sake haduwa
mother	joy	0.412	uwa
salvation	joy	0.412	ceto
poems	joy	0.412	wakoki
clown	joy	0.409	wawa
lavender	joy	0.409	lavender
immaculate	joy	0.409	m
purify	joy	0.409	tsarkakewa
inauguration	joy	0.409	bikin rantsar da shi
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	saukaka
travel	joy	0.409	tafiya
cash	joy	0.406	tsabar kudi
companion	joy	0.406	abokin tafiya
live	joy	0.406	rayuwa
opportune	joy	0.406	dama
completing	joy	0.406	kammalawa
charity	joy	0.406	sadaka
heal	joy	0.406	waraka
star	joy	0.406	tauraro
wishing	joy	0.406	fata
flowers	joy	0.406	furanni
income	joy	0.403	kudin shiga
soul	joy	0.401	rai
munchies	joy	0.400	munchies
emancipation	joy	0.397	yanci
indescribable	joy	0.397	maras misaltuwa
progress	joy	0.397	ci gaba
equality	joy	0.394	daidaito
childhood	joy	0.394	yarinta
together	joy	0.394	tare
rhythmical	joy	0.394	rhythmical
fullness	joy	0.394	cikawa
calm	joy	0.394	kwantar da hankali
hammock	joy	0.394	hamma
picnic	joy	0.394	fikinik
movies	joy	0.393	fina-finai
zealous	joy	0.393	m
playground	joy	0.391	filin wasa
affluence	joy	0.391	wadata
warms	joy	0.391	dumi
choir	joy	0.391	ƙungiyar mawaƙa
littlethings	joy	0.391	kananan abubuwa
auspicious	joy	0.391	m
meaningful	joy	0.391	m
adventures	joy	0.391	kasada
goofy	joy	0.391	gofi
starry	joy	0.391	taurari
humanity	joy	0.391	ɗan adam
gesture	joy	0.387	karimci
witty	joy	0.382	m
vow	joy	0.382	alwashi
shopping	joy	0.382	cin kasuwa
vibes	joy	0.379	rawar jiki
worship	joy	0.379	ibada
jump	joy	0.379	tsalle
communion	joy	0.379	tarayya
reverend	joy	0.377	girmamawa
rising	joy	0.375	tashi
advance	joy	0.375	gaba
beaches	joy	0.375	rairayin bakin teku masu
sonorous	joy	0.375	sonorous
courtship	joy	0.375	zawarcinsa
experience	joy	0.375	kwarewa
reunion	joy	0.375	haduwa
simplicity	joy	0.375	sauki
full	joy	0.375	cika
hymn	joy	0.375	yabo
spirits	joy	0.375	ruhohi
unforgettable	joy	0.375	wanda ba a iya mantawa da shi
mirth	joy	0.375	murna
youth	joy	0.375	matasa
scenic	joy	0.375	na wasan kwaikwayo
unique	joy	0.375	na musamman
redeemed	joy	0.375	fansa
alliance	joy	0.368	kawance
baptismal	joy	0.368	baftisma
grant	joy	0.366	kyauta
kitten	joy	0.364	kyanwa
sanctification	joy	0.364	tsarkakewa
conciliation	joy	0.364	sulhu
improves	joy	0.364	inganta
pure	joy	0.364	tsarki
improve	joy	0.364	inganta
authentic	joy	0.364	na kwarai
moonlight	joy	0.364	hasken wata
weightloss	joy	0.362	rage nauyi
raspberries	joy	0.360	raspberries
feeling	joy	0.359	ji
jest	joy	0.359	wasa
independent	joy	0.359	mai zaman kansa
sanctify	joy	0.359	tsarkakewa
devotional	joy	0.359	ibada
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	iyawa
listenting	joy	0.359	saurare
fidelity	joy	0.359	aminci
revival	joy	0.359	farfaɗowa
giver	joy	0.353	mai bayarwa
cocoa	joy	0.353	koko
deliverance	joy	0.348	ceto
melody	joy	0.348	waƙa
unification	joy	0.348	hadin kai
romp	joy	0.348	romp
purpose	joy	0.348	manufa
choral	joy	0.348	choral
exceed	joy	0.348	wuce
dolphin	joy	0.348	dabbar dolphin
roaring	joy	0.348	ruri
favor	joy	0.348	falala
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	m
fruits	joy	0.344	'ya'yan itatuwa
cookies	joy	0.344	kukis
manicure	joy	0.344	manicure
nowork	joy	0.344	babu aiki
date	joy	0.344	kwanan wata
newstart	joy	0.344	labarai
hedonism	joy	0.344	hedonism
pledge	joy	0.344	alkawari
electric	joy	0.344	lantarki
humble	joy	0.344	tawali'u
roadtrip	joy	0.344	tafiyar hanya
thx	joy	0.344	ku thx
kiddos	joy	0.344	yara
celebrity	joy	0.342	mashahuri
bridesmaid	joy	0.338	yar amarya
rhythm	joy	0.338	kari
spa	joy	0.333	spa
snowday	joy	0.333	ranar dusar ƙanƙara
familiarity	joy	0.333	saba
coffee	joy	0.333	kofi
edification	joy	0.333	haɓakawa
garden	joy	0.333	lambu
renovation	joy	0.333	gyarawa
dawn	joy	0.333	alfijir
connoisseur	joy	0.333	masani
gazing	joy	0.333	kallo
obliging	joy	0.333	wajibci
partner	joy	0.333	abokin tarayya
foodie	joy	0.331	mai abinci
synchronize	joy	0.329	aiki tare
tribulation	joy	0.328	tsanani
psalm	joy	0.328	zabura
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	babu nadama
chirping	joy	0.328	hayaniya
saint	joy	0.328	saint
healing	joy	0.328	waraka
carol	joy	0.328	carol
true	joy	0.328	gaskiya
hobby	joy	0.328	sha'awa
amnesty	joy	0.328	afuwa
respite	joy	0.324	jinkiri
recreational	joy	0.318	na nishaɗi
cousins	joy	0.318	yan uwa
mellow	joy	0.318	m
restorative	joy	0.318	maidowa
lazyday	joy	0.318	lazyday
classics	joy	0.318	na gargajiya
reconciliation	joy	0.316	sulhu
woods	joy	0.312	katako
progression	joy	0.312	ci gaba
muchneeded	joy	0.312	ake bukata sosai
sterling	joy	0.312	ma'auni
dove	joy	0.312	kurciya
simplify	joy	0.312	sauƙaƙa
fitness	joy	0.312	dacewa
sunset	joy	0.312	faduwar rana
wisdom	joy	0.312	hikima
relight	joy	0.312	haske
living	joy	0.312	rayuwa
presto	joy	0.312	presto
playhouse	joy	0.312	gidan wasan kwaikwayo
superman	joy	0.312	superman
pony	joy	0.312	doki
recovery	joy	0.312	farfadowa
crafts	joy	0.312	sana'a
lord	joy	0.312	ubangiji
deal	joy	0.312	yarjejeniya
improvement	joy	0.309	inganta
infant	joy	0.309	jariri
absolution	joy	0.306	kawar da kai
honest	joy	0.303	gaskiya
gently	joy	0.303	a hankali
banquet	joy	0.303	liyafa
established	joy	0.303	kafa
endless	joy	0.303	mara iyaka
decorating	joy	0.303	yin ado
providing	joy	0.300	bayarwa
lounging	joy	0.297	lounging
growth	joy	0.297	girma
strolling	joy	0.297	yawo
feat	joy	0.297	feat
morals	joy	0.297	halin kirki
mine	joy	0.297	tawa
spending	joy	0.297	ciyarwa
light	joy	0.297	haske
spiritual	joy	0.297	na ruhaniya
quaint	joy	0.297	kwarjini
fraternal	joy	0.297	'yan'uwa
notable	joy	0.297	sananne
softly	joy	0.297	a hankali
harvest	joy	0.297	girbi
yearning	joy	0.297	buri
breeze	joy	0.297	iska
joker	joy	0.297	joker
meditating	joy	0.297	yin zuzzurfan tunani
fervor	joy	0.295	zafin rai
quotes	joy	0.294	ambato
volunteer	joy	0.294	sa kai
gain	joy	0.288	riba
resources	joy	0.288	albarkatun
create	joy	0.288	halitta
psalms	joy	0.288	zabura
hippie	joy	0.288	hippie
taoism	joy	0.288	taoism
midwife	joy	0.288	ungozoma
receiving	joy	0.287	karba
snowfall	joy	0.286	dusar ƙanƙara
ocean	joy	0.286	teku
lsd	joy	0.286	lsd
hiking	joy	0.283	tafiya
evergreen	joy	0.281	kore kore
destination	joy	0.281	makoma
candid	joy	0.281	gaskiya
unwind	joy	0.281	warware
truce	joy	0.281	sulhu
toast	joy	0.281	toast
chill	joy	0.281	sanyi
infinity	joy	0.281	rashin iyaka
rested	joy	0.281	ya huta
buzzing	joy	0.281	buzzing
venerable	joy	0.279	abin girmamawa
balance	joy	0.275	daidaitawa
retirement	joy	0.275	ritaya
fireplace	joy	0.273	murhu
buddha	joy	0.273	buda
devout	joy	0.273	masu ibada
drinks	joy	0.273	abin sha
rapt	joy	0.273	fyaɗe
swim	joy	0.273	yi iyo
compensate	joy	0.273	rama
snowing	joy	0.271	dusar ƙanƙara
sublimation	joy	0.270	sublimation
fruity	joy	0.268	'ya'yan itace
sunday	joy	0.266	Lahadi
sketching	joy	0.266	zane-zane
paragon	joy	0.266	paragon
humility	joy	0.266	tawali'u
ministry	joy	0.266	ma'aikatar
waves	joy	0.266	igiyoyin ruwa
cathedral	joy	0.266	babban coci
sun	joy	0.266	rana
yoga	joy	0.266	yoga
fortitude	joy	0.266	karfin hali
salute	joy	0.266	sallama
buddhism	joy	0.266	addinin Buddha
whim	joy	0.266	shashasha
artwork	joy	0.265	aikin fasaha
practiced	joy	0.264	aikata
clean	joy	0.260	mai tsabta
running	joy	0.258	gudu
clarity	joy	0.258	tsabta
found	joy	0.258	samu
fitting	joy	0.258	dacewa
immerse	joy	0.258	nutsewa
exercise	joy	0.258	motsa jiki
food	joy	0.258	abinci
autumn	joy	0.254	kaka
fit	joy	0.250	dace
morning	joy	0.250	safe
contagious	joy	0.250	mai yaɗuwa
outdoors	joy	0.250	a waje
hardy	joy	0.250	mai wuya
candles	joy	0.250	kyandirori
advocacy	joy	0.250	shawara
countryside	joy	0.250	karkara
demonstrative	joy	0.250	m
football	joy	0.250	kwallon kafa
chirp	joy	0.250	tsirfa
chilled	joy	0.250	sanyi
undying	joy	0.250	rashin mutuwa
visitor	joy	0.250	baƙo
clap	joy	0.250	tafawa
diary	joy	0.250	diary
ardent	joy	0.250	m
expedient	joy	0.250	m
mountain	joy	0.250	dutse
cradle	joy	0.247	shimfiɗar jariri
trance	joy	0.246	hayyacinta
intense	joy	0.242	mai tsanani
procession	joy	0.242	jerin gwano
church	joy	0.242	coci
pay	joy	0.242	biya
supremacy	joy	0.242	fifiko
preservative	joy	0.242	abin kiyayewa
grow	joy	0.242	girma
breakfast	joy	0.242	karin kumallo
consecration	joy	0.235	tsarkakewa
salary	joy	0.234	albashi
lifetime	joy	0.234	rayuwa
incense	joy	0.234	turare
ordination	joy	0.234	nadawa
snowy	joy	0.234	dusar ƙanƙara
art	joy	0.234	fasaha
nursery	joy	0.234	gandun daji
skiing	joy	0.234	gudun kan kankara
candle	joy	0.234	kyandir
doll	joy	0.234	tsana
vote	joy	0.234	zabe
humbled	joy	0.234	kaskantar da kai
lyre	joy	0.234	gwangwani
pastry	joy	0.229	irin kek
remedy	joy	0.227	magani
chilling	joy	0.227	sanyi
firefly	joy	0.227	gobara
rescue	joy	0.225	ceto
camping	joy	0.221	zango
perspective	joy	0.221	hangen zaman gaba
orchestra	joy	0.221	makada
orchard	joy	0.221	gonar lambu
breezy	joy	0.219	m
gardens	joy	0.219	lambuna
castle	joy	0.219	gidan sarauta
lamb	joy	0.219	dan tunkiya
possess	joy	0.219	mallaka
bouttime	joy	0.212	rashin lokaci
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	kiɗan ƙasa
teach	joy	0.212	koyar
brisk	joy	0.212	garkame
ribbon	joy	0.212	kintinkiri
