English Word	Emotion	Emotion-Intensity-Score	Croatian Word
stroll	joy	0.156	šetati
organization	joy	0.156	organizacija
bathtub	joy	0.156	kada
advent	joy	0.152	dolazak
measured	joy	0.152	izmjereno
balm	joy	0.152	balzam
scifi	joy	0.152	znanstvena fantastika
spaniel	joy	0.145	španijel
ditty	joy	0.141	pjesmica
oils	joy	0.141	ulja
tan	joy	0.141	preplanuli ten
simple	joy	0.141	jednostavan
bubble	joy	0.141	mjehurić
beer	joy	0.141	pivo
green	joy	0.137	zelena
makingdisciples	joy	0.136	stvaranje učenika
buss	joy	0.136	poljubac
books	joy	0.136	knjige
chow	joy	0.135	jelo
pitter	joy	0.134	piter
flows	joy	0.130	teče
silence	joy	0.127	tišina
bookstore	joy	0.125	knjižara
solitude	joy	0.125	samoća
roadster	joy	0.125	roadster
circumstances	joy	0.125	okolnosti
wine	joy	0.125	vino
soak	joy	0.121	upiti
priesthood	joy	0.121	svećenstvo
japan	joy	0.121	Japan
wilderness	joy	0.121	divljina
critical	joy	0.116	kritično
neutral	joy	0.114	neutralan
hunting	joy	0.109	lov
sand	joy	0.109	pijesak
opera	joy	0.109	opera
weight	joy	0.109	težina
wind	joy	0.109	vjetar
untie	joy	0.109	odriješiti
labor	joy	0.106	rad
classical	joy	0.106	klasični
lake	joy	0.103	jezero
affliction	joy	0.103	nevolja
organ	joy	0.094	orgulje
dwelling	joy	0.094	stanovanje
tree	joy	0.090	drvo
pond	joy	0.089	jezero
marrow	joy	0.078	srž
latte	joy	0.078	kavu s mlijekom
sipping	joy	0.076	pijuckajući
benign	joy	0.074	benigni
majority	joy	0.073	većina
leaf	joy	0.065	list
troubles	joy	0.062	nevolje
basketball	joy	0.062	košarka
explosions	joy	0.061	eksplozije
cream	joy	0.061	krema
shepherd	joy	0.058	pastir
tuesday	joy	0.047	utorak
turbulence	joy	0.045	turbulencija
calf	joy	0.040	tele
hardship	joy	0.031	teškoće
unhappiness	joy	0.016	nesreća
sixty	joy	0.016	šezdeset
mourning	sadness	0.969	tugovanje
heartbreaking	sadness	0.969	srceparajući
tragic	sadness	0.961	tragičan
holocaust	sadness	0.953	holokaust
suicidal	sadness	0.941	samoubilački
misery	sadness	0.938	bijeda
massacre	sadness	0.931	masakr
euthanasia	sadness	0.927	eutanazija
depression	sadness	0.925	depresija
grieving	sadness	0.922	tugujući
bereavement	sadness	0.922	težak gubitak
fatal	sadness	0.922	koban
bereaved	sadness	0.920	ožalošćeni
devastation	sadness	0.917	razaranja
death	sadness	0.915	smrt
devastated	sadness	0.912	razoren
suicide	sadness	0.912	samoubojstvo
catastrophe	sadness	0.911	katastrofa
horrifying	sadness	0.907	užasavajuće
died	sadness	0.906	umro
tragedy	sadness	0.906	tragedija
depressing	sadness	0.906	depresivno
anguish	sadness	0.902	tjeskoba
agony	sadness	0.900	agonija
deadly	sadness	0.898	smrtonosan
weeping	sadness	0.896	plačući
stillbirth	sadness	0.891	mrtvorođenče
deceased	sadness	0.891	umrli
murderer	sadness	0.877	ubojica
cancer	sadness	0.875	Rak
dying	sadness	0.875	umiranje
rape	sadness	0.875	silovanje
devastating	sadness	0.875	razoran
morbidity	sadness	0.864	morbiditet
sadness	sadness	0.864	tuga
execution	sadness	0.859	izvršenje
traumatic	sadness	0.859	traumatično
perish	sadness	0.859	poginuti
grief	sadness	0.859	tuga
abandonment	sadness	0.859	napuštanje
atrocity	sadness	0.859	grozota
crucifixion	sadness	0.859	raspeće
depressed	sadness	0.859	depresivno
cadaver	sadness	0.853	kadaver
treachery	sadness	0.848	izdaja
betrayed	sadness	0.848	izdao
grieve	sadness	0.844	tugovati
suffering	sadness	0.844	pati
funeral	sadness	0.844	pogreb
destroyed	sadness	0.844	uništeno
homicide	sadness	0.844	umorstvo
hopelessness	sadness	0.844	beznađe
slaughtering	sadness	0.844	klanje
persecution	sadness	0.844	progon
murderous	sadness	0.844	ubilački
sorrow	sadness	0.844	tuga
miserable	sadness	0.844	jadan
sad	sadness	0.844	tužan
horrific	sadness	0.844	užasan
unhappiness	sadness	0.839	nesreća
bloodshed	sadness	0.836	krvoproliće
crippled	sadness	0.836	osakaćen
carnage	sadness	0.833	pokolj
pained	sadness	0.833	bolan
manslaughter	sadness	0.833	ubojstvo iz nehata
unbearable	sadness	0.830	nepodnošljiva
stillborn	sadness	0.830	mrtvorođenče
morbid	sadness	0.828	morbidno
annihilation	sadness	0.828	uništenje
helplessness	sadness	0.828	bespomoćnost
mourn	sadness	0.828	tugovati
murder	sadness	0.828	ubiti
slavery	sadness	0.828	ropstvo
abandoned	sadness	0.828	napuštena
horrors	sadness	0.828	užasi
mutilation	sadness	0.828	sakaćenje
annihilated	sadness	0.828	poništen
casualty	sadness	0.828	unesrećeni
enslaved	sadness	0.828	porobljeni
sickness	sadness	0.828	bolest
torment	sadness	0.828	mučiti
miscarriage	sadness	0.824	pobačaj
starvation	sadness	0.819	gladovanje
mournful	sadness	0.812	žalosna
sadly	sadness	0.812	nažalost
famine	sadness	0.812	glad
burial	sadness	0.812	ukop
distraught	sadness	0.812	izbezumljen
failure	sadness	0.812	neuspjeh
killing	sadness	0.812	ubijanje
despair	sadness	0.812	očaj
cruelty	sadness	0.812	okrutnost
saddens	sadness	0.812	rastužuje
oppression	sadness	0.812	ugnjetavanje
heartache	sadness	0.812	bol u srcu
terrorism	sadness	0.812	terorizam
disgrace	sadness	0.812	sramota
childloss	sadness	0.812	gubitak djece
bloody	sadness	0.806	krvavi
perishing	sadness	0.804	propadajući
inhumanity	sadness	0.804	nečovječnost
malignancy	sadness	0.803	zloćudnost
mortification	sadness	0.802	mrtvljenje
slave	sadness	0.797	rob
lifeless	sadness	0.797	beživotna
sarcoma	sadness	0.797	sarkom
dreadfully	sadness	0.797	užasno
assassination	sadness	0.797	atentat
perished	sadness	0.797	stradao
kill	sadness	0.797	ubiti
devastate	sadness	0.797	opustošiti
dreadful	sadness	0.797	užasan
mortuary	sadness	0.797	mrtvačnica
leukemia	sadness	0.797	leukemija
lethal	sadness	0.797	smrtonosan
desolation	sadness	0.797	pustoš
gallows	sadness	0.797	vješala
brokenheart	sadness	0.792	slomljeno srce
banishment	sadness	0.790	progonstvo
afflict	sadness	0.789	povrijediti
disheartened	sadness	0.788	obeshrabreni
bury	sadness	0.781	zakopati
terrorize	sadness	0.781	terorizirati
crying	sadness	0.781	plač
demoralized	sadness	0.781	demoraliziran
tumour	sadness	0.781	tumor
heartbreak	sadness	0.781	slomljeno srce
desecration	sadness	0.781	skrnavljenje
die	sadness	0.773	umrijeti
lynch	sadness	0.773	linčovati
sufferer	sadness	0.770	stradalac
fatality	sadness	0.766	fatalnost
diseased	sadness	0.766	oboljeli
doomed	sadness	0.766	osuđen na propast
fearful	sadness	0.766	bojažljiv
destitute	sadness	0.766	oskudica
abortion	sadness	0.766	abortus
condolence	sadness	0.766	sućut
torture	sadness	0.766	mučenje
dismemberment	sadness	0.766	komadanje
slayer	sadness	0.766	ubojica
loneliness	sadness	0.766	usamljenost
cemetery	sadness	0.766	groblje
moribund	sadness	0.758	na umoru
painfully	sadness	0.758	bolno
disaster	sadness	0.758	katastrofa
depress	sadness	0.755	pritisnuti
condemnation	sadness	0.754	osuda
obliteration	sadness	0.750	uništenje
damnation	sadness	0.750	prokletstvo
sorrowful	sadness	0.750	tužan
desperation	sadness	0.750	očaj
cry	sadness	0.750	plakati
terrorist	sadness	0.750	terorista
painful	sadness	0.750	bolan
abduction	sadness	0.750	otmica
incest	sadness	0.750	incest
corpse	sadness	0.750	leš
deplorable	sadness	0.750	žalosno
pandemic	sadness	0.750	pandemija
sickening	sadness	0.750	odvratan
hemorrhage	sadness	0.750	hemoragija
guilt	sadness	0.750	osjećaj krivnje
depressive	sadness	0.750	depresivno
doomsday	sadness	0.750	Sudnji dan
defeated	sadness	0.750	poraženi
victimized	sadness	0.750	viktimiziran
regretful	sadness	0.750	žalosni
unhappy	sadness	0.750	nesretna
unfairness	sadness	0.745	nepravednost
molestation	sadness	0.744	zlostavljanje
abysmal	sadness	0.742	bez dna
exile	sadness	0.742	progonstvo
hellish	sadness	0.738	pakleni
exterminate	sadness	0.736	uništiti
destroying	sadness	0.734	uništavajući
miserably	sadness	0.734	jadno
disastrous	sadness	0.734	katastrofalan
battered	sadness	0.734	pohaban
morgue	sadness	0.734	mrtvačnica
assassin	sadness	0.734	ubojica
horrid	sadness	0.734	užasan
disgraced	sadness	0.734	osramoćen
homeless	sadness	0.734	beskućnik
earthquake	sadness	0.734	potres
orphan	sadness	0.734	siroče
slaughter	sadness	0.734	pokolj
warfare	sadness	0.734	ratovanje
betrayal	sadness	0.734	izdaja
lonesome	sadness	0.734	usamljen
listless	sadness	0.729	bezvoljan
unfortunately	sadness	0.727	nažalost
emptiness	sadness	0.727	praznina
grave	sadness	0.727	grob
alienated	sadness	0.727	otuđen
fraught	sadness	0.722	bremenit
violently	sadness	0.719	žestoko
woe	sadness	0.719	jao
heartless	sadness	0.719	bešćutan
malicious	sadness	0.719	zlonamjeran
missing	sadness	0.719	nedostaje
paralysis	sadness	0.719	paraliza
horror	sadness	0.719	užas
ashamed	sadness	0.719	posramljen
forsaken	sadness	0.719	napuštena
emaciated	sadness	0.719	mršav
atrophy	sadness	0.719	atrofija
danger	sadness	0.719	opasnost
pain	sadness	0.719	bol
cripple	sadness	0.719	bogalj
cried	sadness	0.719	plakala
disheartening	sadness	0.719	rastužujući
leprosy	sadness	0.719	guba
demise	sadness	0.717	propast
disgruntled	sadness	0.712	nezadovoljan
rejected	sadness	0.712	odbijena
sickly	sadness	0.712	boležljivo
violence	sadness	0.712	nasilje
torn	sadness	0.710	poderan
calamity	sadness	0.709	nesreća
grim	sadness	0.708	mrgodan
grievous	sadness	0.704	žalostan
deformed	sadness	0.703	deformiran
deformity	sadness	0.703	deformacija
punishing	sadness	0.703	kažnjavajući
hearse	sadness	0.703	mrtvačka kola
meltdown	sadness	0.703	otapanje
incurable	sadness	0.703	neizlječiv
extinct	sadness	0.703	izumro
victim	sadness	0.703	žrtva
suffocating	sadness	0.703	zagušljiv
tearful	sadness	0.703	uplakana
obit	sadness	0.703	obit
oppressor	sadness	0.703	tlačitelj
slaughterhouse	sadness	0.703	klaonica
abandon	sadness	0.703	napustiti
crushed	sadness	0.703	zgnječen
isolation	sadness	0.703	izolacija
decomposition	sadness	0.703	raspad
inhuman	sadness	0.703	neljudski
disfigured	sadness	0.703	unakažena
buried	sadness	0.703	pokopan
strangle	sadness	0.703	zadaviti
isolate	sadness	0.703	izolirati
humiliate	sadness	0.703	poniziti
carcinoma	sadness	0.703	karcinom
hell	sadness	0.700	pakao
lifesucks	sadness	0.700	usisivači života
ruinous	sadness	0.698	ruševna
banish	sadness	0.697	protjerati
widow	sadness	0.697	udovica
accursed	sadness	0.697	proklet
ruined	sadness	0.697	upropašten
vanished	sadness	0.695	nestao
displaced	sadness	0.691	raseljeni
poverty	sadness	0.690	siromaštvo
hopeless	sadness	0.688	beznadno
regretting	sadness	0.688	žaleći
widower	sadness	0.688	udovac
stab	sadness	0.688	ubosti
deserted	sadness	0.688	napušten
insanity	sadness	0.688	ludilo
teary	sadness	0.688	suzna
hurt	sadness	0.688	povrijediti
terminal	sadness	0.688	terminal
shooting	sadness	0.688	pucanje
banished	sadness	0.688	protjeran
hospice	sadness	0.688	hospicij
depraved	sadness	0.688	razvratan
nohope	sadness	0.688	Nema nade
sob	sadness	0.688	jecanje
imprisoned	sadness	0.688	zatvorena
travesty	sadness	0.688	travestija
loss	sadness	0.688	gubitak
hurtful	sadness	0.688	štetno
dementia	sadness	0.688	demencija
pathetic	sadness	0.688	patetičan
neglected	sadness	0.688	zapuštena
epidemic	sadness	0.688	epidemija
illness	sadness	0.688	bolest
foreveralone	sadness	0.688	zauvijek sam
infidelity	sadness	0.688	nevjera
dismissal	sadness	0.686	otkaz
alienation	sadness	0.685	otuđenje
hardship	sadness	0.685	teškoće
choke	sadness	0.682	gušiti
kidnap	sadness	0.682	oteti
bleeding	sadness	0.673	krvarenje
punished	sadness	0.672	kažnjen
malevolent	sadness	0.672	zlonamjeran
gory	sadness	0.672	krvav
wail	sadness	0.672	naricati
despairing	sadness	0.672	očajavajući
coffin	sadness	0.672	mrtvački sanduk
disparage	sadness	0.672	omalovažavati
missingyou	sadness	0.672	Nedostaješ mi
obituary	sadness	0.672	nekrolog
deprivation	sadness	0.672	uskraćivanje
abortive	sadness	0.672	prijevremen
evil	sadness	0.672	zlo
wretch	sadness	0.672	jadnik
imprisonment	sadness	0.672	zatvorska kazna
outcast	sadness	0.672	izopćenik
belittle	sadness	0.672	omalovažavati
poison	sadness	0.672	Otrov
frightful	sadness	0.672	zastrašujuće
decomposed	sadness	0.672	razgrađena
wretched	sadness	0.672	jadan
feelingdown	sadness	0.672	osjećaj potištenosti
disabled	sadness	0.672	onemogućeno
woefully	sadness	0.672	jadno
barren	sadness	0.670	neplodan
executioner	sadness	0.667	krvnik
poisoned	sadness	0.667	otrovana
disease	sadness	0.665	bolest
oppress	sadness	0.664	tlačiti
disembodied	sadness	0.660	bestjelesna
steal	sadness	0.656	ukrasti
jail	sadness	0.656	zatvor
dreary	sadness	0.656	turoban
shitty	sadness	0.656	usrana
ailing	sadness	0.656	bolan
polio	sadness	0.656	dječja paraliza
blighted	sadness	0.656	pokvaren
hate	sadness	0.656	mrziti
demonic	sadness	0.656	demonski
weep	sadness	0.656	plakati
lamenting	sadness	0.656	jadikujući
ruin	sadness	0.656	propast
bleak	sadness	0.656	sumoran
tear	sadness	0.656	suza
peril	sadness	0.656	opasnost
casket	sadness	0.656	kovčeg
mangle	sadness	0.656	komadati
lonely	sadness	0.656	usamljena
carcass	sadness	0.653	lešina
cowardice	sadness	0.652	kukavičluk
regretted	sadness	0.652	požalio
beating	sadness	0.652	premlaćivanje
disability	sadness	0.648	invalidnost
affliction	sadness	0.645	nevolja
infertility	sadness	0.641	neplodnost
emergency	sadness	0.641	hitan slučaj
stricken	sadness	0.641	pogođeni
powerless	sadness	0.641	slab
inequality	sadness	0.641	nejednakost
poisonous	sadness	0.641	otrovan
shroud	sadness	0.641	pokrov
exorcism	sadness	0.641	egzorcizam
woeful	sadness	0.641	jadan
worry	sadness	0.641	brinuti se
perilous	sadness	0.641	opasan
drown	sadness	0.641	utopiti
failing	sadness	0.641	neuspješno
scourge	sadness	0.641	bičevati
hatred	sadness	0.641	mržnja
terribly	sadness	0.641	užasno
awful	sadness	0.641	grozno
termination	sadness	0.641	raskid
sinful	sadness	0.641	grješna
incarceration	sadness	0.641	zatvaranje
psychosis	sadness	0.638	psihoza
lament	sadness	0.636	jadikovati
demolish	sadness	0.636	rušiti
dismay	sadness	0.636	užasnutost
disappointed	sadness	0.636	razočaran
burdensome	sadness	0.634	opterećujući
mausoleum	sadness	0.630	mauzolej
shattered	sadness	0.630	razbijen
dishonor	sadness	0.625	obeščašćenje
forlorn	sadness	0.625	napuštena
posthumous	sadness	0.625	posmrtno
disappointing	sadness	0.625	razočaravajuće
lost	sadness	0.625	izgubljeno
hurting	sadness	0.625	ranjavanje
oppressive	sadness	0.625	ugnjetavački
regret	sadness	0.625	žaljenje
terminate	sadness	0.625	prekinuti
duress	sadness	0.625	prisila
wound	sadness	0.625	rana
palsy	sadness	0.625	paraliza
cursed	sadness	0.625	prokleti
schizophrenia	sadness	0.625	shizofrenija
insurmountable	sadness	0.625	nepremostiv
deteriorate	sadness	0.625	pogoršati
abuse	sadness	0.625	zlostavljanje
undesired	sadness	0.625	nepoželjan
tyrant	sadness	0.625	tiranin
gloom	sadness	0.625	sumornost
bitterly	sadness	0.625	gorko
impotence	sadness	0.625	impotencija
wrecked	sadness	0.625	uništena
demolished	sadness	0.625	srušena
soulless	sadness	0.623	bez duše
divorce	sadness	0.623	razvod
cremation	sadness	0.621	kremiranje
worried	sadness	0.621	zabrinuti
bomb	sadness	0.621	bomba
plight	sadness	0.621	nevolja
forsake	sadness	0.621	napustiti
melancholy	sadness	0.621	melankolija
unforgiving	sadness	0.612	nepopustljiv
sepsis	sadness	0.611	sepsa
guilty	sadness	0.609	kriv
debacle	sadness	0.609	debakl
ugliness	sadness	0.609	ružnoća
degrading	sadness	0.609	degradirajući
cruel	sadness	0.609	okrutan
faithless	sadness	0.609	nevjeran
worthless	sadness	0.609	bezvrijedan
shatter	sadness	0.609	razbiti
excluded	sadness	0.609	isključen
injure	sadness	0.609	ozlijediti
breakup	sadness	0.609	prekinuti
disparaging	sadness	0.609	omalovažavajući
injured	sadness	0.609	ozlijeđen
shameful	sadness	0.609	sramotno
gore	sadness	0.609	gore
derogatory	sadness	0.609	pogrdno
disappoint	sadness	0.609	razočarati
irreparable	sadness	0.609	nepopravljiv
bankrupt	sadness	0.609	bankrotirati
fearfully	sadness	0.609	bojažljivo
alcoholism	sadness	0.609	alkoholizam
shackle	sadness	0.609	okov
languishing	sadness	0.609	klonući
sinner	sadness	0.609	grešnik
dilapidated	sadness	0.609	oronuo
dire	sadness	0.609	strašan
sacrifices	sadness	0.609	žrtve
crushing	sadness	0.609	drobljenje
subjugation	sadness	0.609	podjarmljivanje
overwhelmed	sadness	0.609	preplavljeni
curse	sadness	0.608	kletva
anthrax	sadness	0.600	antraks
alone	sadness	0.600	sama
robbery	sadness	0.600	pljačka
angst	sadness	0.598	tjeskoba
bawl	sadness	0.594	derati
deportation	sadness	0.594	deportacija
broken	sadness	0.594	slomljen
obliterate	sadness	0.594	uništiti
petloss	sadness	0.594	gubitak ljubimaca
condolences	sadness	0.594	sućuti
downfall	sadness	0.594	pad
prison	sadness	0.594	zatvor
chaos	sadness	0.594	kaos
abyss	sadness	0.594	bezdan
disappointment	sadness	0.594	razočaranje
helpless	sadness	0.594	bespomoćan
somber	sadness	0.594	tmuran
crumbling	sadness	0.594	raspadajući se
violation	sadness	0.594	kršenje
poaching	sadness	0.594	krivolov
nothingness	sadness	0.594	ništavilo
eviction	sadness	0.594	iseljenje
losing	sadness	0.594	gubljenje
shame	sadness	0.594	sram
vendetta	sadness	0.594	osveta
crypt	sadness	0.594	kripta
contaminated	sadness	0.594	kontaminirano
martyrdom	sadness	0.594	mučeništvo
irreconcilable	sadness	0.594	nepomirljiv
ill	sadness	0.594	bolestan
deprived	sadness	0.594	lišen
distress	sadness	0.594	nevolja
offender	sadness	0.594	prijestupnik
betray	sadness	0.594	izdati
longing	sadness	0.594	čežnja
remorse	sadness	0.594	kajanje
captivity	sadness	0.594	zatočeništvo
demon	sadness	0.594	demon
dysentery	sadness	0.593	dizenterija
melancholic	sadness	0.591	melankoličan
blight	sadness	0.591	štetočina
rupture	sadness	0.588	puknuće
traitor	sadness	0.588	izdajnik
haggard	sadness	0.587	iscrpljen
lie	sadness	0.585	laž
cholera	sadness	0.583	kolera
unwell	sadness	0.578	loše
undesirable	sadness	0.578	nepoželjan
denied	sadness	0.578	odbijeno
whine	sadness	0.578	cviliti
humiliation	sadness	0.578	poniženje
terrible	sadness	0.578	strašno
bully	sadness	0.578	zlostavljati
damage	sadness	0.578	šteta
turmoil	sadness	0.578	previranja
bitterness	sadness	0.578	gorčina
interment	sadness	0.578	sahranjivanje
gloomy	sadness	0.578	sumoran
degeneracy	sadness	0.578	izrođenost
immoral	sadness	0.578	nemoralan
harmful	sadness	0.578	štetan
sordid	sadness	0.578	užasan
frighten	sadness	0.578	preplašiti
discrimination	sadness	0.578	diskriminacija
devil	sadness	0.576	vrag
captive	sadness	0.576	zarobljenik
whimper	sadness	0.576	cviliti
pessimism	sadness	0.576	pesimizam
delirium	sadness	0.576	delirijum
deplore	sadness	0.576	žaliti
damages	sadness	0.576	štete
disliked	sadness	0.576	nesviđao
hateful	sadness	0.575	mrski
bigoted	sadness	0.574	netrpeljiv
perdition	sadness	0.569	propast
adultery	sadness	0.566	preljuba
corrupting	sadness	0.565	kvareći
anathema	sadness	0.562	anatema
deceive	sadness	0.562	prevariti
shipwreck	sadness	0.562	brodolom
autopsy	sadness	0.562	obdukcija
worsening	sadness	0.562	pogoršanje
dismal	sadness	0.562	tužan
wallow	sadness	0.562	valjati se
urn	sadness	0.562	urna
upset	sadness	0.562	uzrujan
flog	sadness	0.562	bičevati
sadday	sadness	0.562	tužan dan
infliction	sadness	0.562	nanošenje
endocarditis	sadness	0.562	endokarditis
resentment	sadness	0.562	zamjeranje
tomb	sadness	0.562	grob
deceit	sadness	0.562	prijevara
rejection	sadness	0.562	odbijanje
tyranny	sadness	0.562	tiranija
worrying	sadness	0.562	zabrinjavajuće
runaway	sadness	0.562	pobjeći
punitive	sadness	0.562	kazneni
pessimist	sadness	0.562	pesimista
pauper	sadness	0.562	siromah
rheumatism	sadness	0.562	reumatizam
comatose	sadness	0.562	komatozan
deceitful	sadness	0.562	lažljiv
expire	sadness	0.562	isteći
injury	sadness	0.562	ozljeda
departed	sadness	0.558	otišao
martyr	sadness	0.556	mučenik
smite	sadness	0.555	udariti
memorial	sadness	0.547	spomendan
plague	sadness	0.547	kuga
bummed	sadness	0.547	zaluđen
isolated	sadness	0.547	izolirani
shot	sadness	0.547	pucao
malaria	sadness	0.547	malarija
resignation	sadness	0.547	rezignacija
hydrocephalus	sadness	0.547	hidrocefalus
bomber	sadness	0.547	bombarder
chagrin	sadness	0.547	žalost
reject	sadness	0.547	odbiti
pity	sadness	0.547	šteta
shun	sadness	0.547	izbjegavati
hanging	sadness	0.547	vješanje
absence	sadness	0.547	odsutnost
unfulfilled	sadness	0.547	neispunjeno
disillusionment	sadness	0.547	razočaranje
imissyou	sadness	0.547	Nedostaješ mi
malaise	sadness	0.547	slabost
discourage	sadness	0.547	obeshrabriti
unkind	sadness	0.547	neljubazan
glum	sadness	0.547	tužan
surrendering	sadness	0.547	predajući se
nefarious	sadness	0.546	opak
incrimination	sadness	0.545	inkriminacija
concussion	sadness	0.545	potres
groan	sadness	0.545	jecaj
dark	sadness	0.545	mračno
weakly	sadness	0.544	slabo
aching	sadness	0.544	bolan
discontent	sadness	0.543	nezadovoljstvo
undertaker	sadness	0.538	poduzetnik
assailant	sadness	0.536	napadač
deterioration	sadness	0.536	pogoršanje
inflict	sadness	0.531	nanositi
theft	sadness	0.531	krađa
dispossessed	sadness	0.531	razbaštinjen
prisoner	sadness	0.531	zatvorenik
embarrassment	sadness	0.531	Sram
inimical	sadness	0.531	neprijateljski
requiem	sadness	0.531	rekvijem
neurosis	sadness	0.531	neuroza
ache	sadness	0.531	boljeti
penance	sadness	0.531	pokora
console	sadness	0.531	konzola
embolism	sadness	0.531	embolija
disgust	sadness	0.531	gađenje
epitaph	sadness	0.531	epitaf
confined	sadness	0.531	ograničeno
disparity	sadness	0.531	disparitet
sullen	sadness	0.531	mrzovoljan
attacking	sadness	0.531	napadački
