English Word	Emotion	Emotion-Intensity-Score	Norwegian Word
impatient	fear	0.224	utålmodig
tactics	fear	0.219	taktikk
aga	fear	0.219	igjen
blues	fear	0.219	blues
thrill	fear	0.219	spenning
immigrant	fear	0.219	innvandrer
veer	fear	0.219	dreie
sweat	fear	0.219	svette
cane	fear	0.219	stokk
revelations	fear	0.219	åpenbaringer
whatif	fear	0.219	hva om
waver	fear	0.219	vakle
jungle	fear	0.219	jungel
fingerscrossed	fear	0.219	fingrene krysset
stingy	fear	0.219	stikkende
bait	fear	0.219	agn
unequal	fear	0.219	ulik
lastminute	fear	0.219	siste øyeblikk
heft	fear	0.219	heft
overtired	fear	0.218	overtrøtt
prognosis	fear	0.217	prognose
alertness	fear	0.216	årvåkenhet
hyped	fear	0.214	hypet
wishmeluck	fear	0.212	Ønsk meg lykke til
somuchtodo	fear	0.212	så mye å gjøre
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	prøver
clowns	fear	0.207	klovner
fluctuation	fear	0.204	svingning
examination	fear	0.204	undersøkelse
restless	fear	0.204	rastløs
uphill	fear	0.203	oppoverbakke
quail	fear	0.203	vaktel
phew	fear	0.203	Puh
mighty	fear	0.203	mektig
cross	fear	0.203	kryss
hurry	fear	0.203	skynde deg
recesses	fear	0.203	utsparinger
intimacy	fear	0.203	fortrolighet
overcome	fear	0.203	overvinne
birth	fear	0.203	fødsel
acceptances	fear	0.203	aksepter
help	fear	0.203	hjelp
fearless	fear	0.200	fryktløs
change	fear	0.198	endring
ware	fear	0.198	ware
withstand	fear	0.197	stå imot
asap	fear	0.191	så fort som mulig
heighten	fear	0.188	forsterke
watch	fear	0.188	se
tract	fear	0.188	kanal
advance	fear	0.188	avansere
overcoming	fear	0.188	overvinne
attorney	fear	0.188	advokat
deadlines	fear	0.188	frister
bug	fear	0.188	feil
knots	fear	0.188	knuter
owing	fear	0.188	på grunn
waitinggame	fear	0.188	ventelek
unorganised	fear	0.188	uorganisert
gnome	fear	0.188	nisse
fragile	fear	0.188	skjør
cautiously	fear	0.188	forsiktig
stillness	fear	0.188	stillhet
intrigue	fear	0.188	intrige
rule	fear	0.188	regel
elf	fear	0.185	Alv
stillwaiting	fear	0.184	venter fortsatt
lonely	fear	0.183	ensom
slippery	fear	0.181	glatt
interview	fear	0.180	intervju
everyman	fear	0.178	Hver mann
speculation	fear	0.176	spekulasjon
needtoknow	fear	0.173	Trenger å vite
worship	fear	0.172	tilbedelse
unsure	fear	0.172	usikker
surprise	fear	0.172	overraskelse
settlor	fear	0.172	nybygger
competition	fear	0.172	konkurranse
readytogo	fear	0.172	klar til å gå
checkpoint	fear	0.172	kontrollpunkt
composure	fear	0.172	sinnsro
interviewer	fear	0.172	intervjuer
chaff	fear	0.172	agner
regulatory	fear	0.172	regulatoriske
birch	fear	0.172	bjørk
shell	fear	0.172	skall
assessment	fear	0.172	evaluering
uncertain	fear	0.172	usikker
rod	fear	0.172	stang
humanrights	fear	0.172	menneskerettigheter
less	fear	0.167	mindre
coy	fear	0.162	coy
iris	fear	0.160	iris
intimately	fear	0.156	intimt
hearing	fear	0.156	hørsel
legalized	fear	0.156	legalisert
needit	fear	0.156	trenger det
audition	fear	0.156	audition
retirement	fear	0.156	pensjonering
countdown	fear	0.156	nedtelling
sly	fear	0.156	slu
bases	fear	0.156	baser
ceasefire	fear	0.156	våpenhvile
medication	fear	0.156	medisiner
courageous	fear	0.154	modig
overthinker	fear	0.153	overtenker
backtrack	fear	0.151	tilbakespor
dawned	fear	0.150	gikk opp
censor	fear	0.149	sensor
bailiff	fear	0.147	namsmann
syllabus	fear	0.147	pensum
delay	fear	0.141	forsinkelse
newcomer	fear	0.141	nykommer
imagination	fear	0.141	fantasi
waiting	fear	0.141	venter
gent	fear	0.141	herre
validity	fear	0.141	gyldighet
cove	fear	0.141	vik
rationality	fear	0.141	rasjonalitet
caricature	fear	0.141	karikatur
eventuality	fear	0.141	eventualitet
alreadyyyyy	fear	0.140	alleredeyyyy
shy	fear	0.140	sjenert
symptom	fear	0.133	symptom
excite	fear	0.132	begeistre
raccoon	fear	0.127	vaskebjørn
clown	fear	0.125	klovn
tryout	fear	0.125	prøve
needtorelax	fear	0.125	trenger å slappe av
swim	fear	0.125	svømme
campaigning	fear	0.125	kampanje
hawk	fear	0.125	hauk
prevent	fear	0.125	forhindre
gameday	fear	0.125	spill dag
ahhh	fear	0.125	ahhh
marry	fear	0.125	gifte seg
sprite	fear	0.125	sprite
soready	fear	0.125	så klar
sag	fear	0.123	sag
pharmacy	fear	0.123	apotek
policeman	fear	0.121	politimann
dreamt	fear	0.111	drømte
lace	fear	0.111	blonder
homework	fear	0.109	hjemmelekser
destination	fear	0.109	mål
incase	fear	0.109	i tilfelle
pray	fear	0.109	be
knot	fear	0.109	knute
confidence	fear	0.109	selvtillit
bigday	fear	0.109	stor dag
holiness	fear	0.109	hellighet
notoriety	fear	0.109	beryktethet
weight	fear	0.109	vekt
slender	fear	0.100	slank
undecided	fear	0.098	ikke bestemt
sympathetic	fear	0.097	medfølende
poise	fear	0.094	kroppsholdning
case	fear	0.094	sak
treat	fear	0.094	behandle
locate	fear	0.094	Lokaliser
loyal	fear	0.094	lojal
grades	fear	0.094	karakterer
god	fear	0.094	Gud
helmet	fear	0.094	hjelm
confident	fear	0.094	Selvsikker
counsellor	fear	0.094	rådgiver
northeast	fear	0.088	nordøst
graduation	fear	0.078	eksamen
compassion	fear	0.078	medfølelse
nurture	fear	0.078	pleie
graded	fear	0.075	gradert
mum	fear	0.070	mamma
infant	fear	0.067	spedbarn
journey	fear	0.062	reise
parade	fear	0.062	parade
gradschool	fear	0.062	ungdomskolen
civilian	fear	0.062	sivil
cloudiness	fear	0.062	uklarhet
cash	fear	0.062	penger
civilians	fear	0.062	sivile
guidelines	fear	0.062	retningslinjer
soulmate	fear	0.062	sjelevenn
youth	fear	0.062	ungdom
opera	fear	0.057	opera
synonymous	fear	0.056	synonymt
honest	fear	0.047	ærlig
praying	fear	0.047	ber
intelligence	fear	0.038	intelligens
volunteer	fear	0.031	frivillig
romance	fear	0.031	romanse
lines	fear	0.031	linjer
obey	fear	0.016	lyde
happiest	joy	0.986	lykkeligste
happiness	joy	0.984	lykke
bliss	joy	0.971	lykksalighet
celebrating	joy	0.970	feirer
jubilant	joy	0.969	jublende
ecstatic	joy	0.954	ekstatisk
elation	joy	0.944	oppstemthet
beaming	joy	0.938	Stråling
bestdayever	joy	0.938	beste dagen noensinne
loveee	joy	0.932	loveee
celebration	joy	0.929	feiring
awesomeness	joy	0.926	awesomeness
joy	joy	0.924	glede
joyous	joy	0.922	glad
fabulous	joy	0.922	fabelaktig
happily	joy	0.922	gjerne
excitement	joy	0.922	begeistring
exuberance	joy	0.922	overflod
makesmehappy	joy	0.922	gjør meg glad
euphoria	joy	0.922	eufori
lovee	joy	0.920	lovee
gratitude	joy	0.914	takknemlighet
happydance	joy	0.912	happydance
merriment	joy	0.912	munterhet
spectacular	joy	0.912	spektakulære
overjoyed	joy	0.909	overlykkelig
purebliss	joy	0.909	ren lykke
triumphant	joy	0.907	triumferende
ecstasy	joy	0.906	ekstase
lovelovelove	joy	0.906	kjærlighet kjærlighet kjærlighet
cheerful	joy	0.906	munter
cheer	joy	0.897	oppmuntre
elated	joy	0.894	opprømt
peaceofmind	joy	0.891	rolig til sinns
jolly	joy	0.891	lystig
delighted	joy	0.891	glad
lovethis	joy	0.891	elsker dette
excitation	joy	0.891	eksitasjon
exhilaration	joy	0.891	begeistring
pleasures	joy	0.891	gleder
laugh	joy	0.891	latter
marvelously	joy	0.881	fantastisk
loving	joy	0.879	kjærlig
joyful	joy	0.879	gledelig
blissful	joy	0.879	lykkelig
outstanding	joy	0.879	fremragende
pleasurable	joy	0.877	lystbetont
lovinglife	joy	0.875	elsker livet
enthusiastic	joy	0.875	entusiastisk
glee	joy	0.875	glede
iloveher	joy	0.875	jeg elsker henne
yaaaay	joy	0.875	jaaaa
overthemoon	joy	0.875	over månen
happyplace	joy	0.875	happyplace
sohappy	joy	0.868	så glad
superb	joy	0.864	suveren
woohoo	joy	0.864	woohoo
laughing	joy	0.864	ler
wonderful	joy	0.863	herlig
hooray	joy	0.859	hurra
loved	joy	0.859	elsket
tearsofjoy	joy	0.859	gledestårer
hallelujah	joy	0.859	halleluja
magnificent	joy	0.859	storslått
glory	joy	0.859	herlighet
ilovechristmas	joy	0.859	elsker jul
brilliant	joy	0.859	strålende
celebrated	joy	0.859	feiret
cheering	joy	0.859	heier
yayyyy	joy	0.859	ååååå
heavenly	joy	0.853	himmelsk
exciting	joy	0.853	spennende
thrilled	joy	0.851	begeistret
mademyday	joy	0.848	reddet dagen min
hohoho	joy	0.845	ho ho ho
celebrate	joy	0.844	feire
wonderfully	joy	0.844	fantastisk
blessing	joy	0.844	velsignelse
favoriteholiday	joy	0.844	favorittferie
paradise	joy	0.833	paradis
marvellous	joy	0.833	strålende
festive	joy	0.833	festlig
sweetness	joy	0.833	søthet
blessed	joy	0.833	velsignet
celebrations	joy	0.833	feiringer
compliment	joy	0.831	kompliment
smiling	joy	0.828	smiler
allsmiles	joy	0.828	allsmiles
love	joy	0.828	kjærlighet
enchanting	joy	0.828	fortryllende
homesweethome	joy	0.826	hjem kjære hjem
thankyougod	joy	0.824	takk Gud
marvelous	joy	0.824	strålende
laughter	joy	0.824	latter
goodmood	joy	0.819	godt humør
goodness	joy	0.818	godhet
excellence	joy	0.818	fortreffelighet
sensational	joy	0.818	oppsiktsvekkende
joys	joy	0.818	gleder
delightful	joy	0.818	deilig
excited	joy	0.818	spent
rejoicing	joy	0.818	juble
happyheart	joy	0.818	gladhjerte
celebratory	joy	0.818	festlig
greatful	joy	0.816	storartet
jovial	joy	0.814	jovial
rejoice	joy	0.812	fryde
splendid	joy	0.812	fantastisk
enjoy	joy	0.812	Nyt
smiley	joy	0.812	smiley
glorious	joy	0.812	strålende
victorious	joy	0.812	seirende
lovemaking	joy	0.812	samleie
bonanza	joy	0.812	bonanza
greatday	joy	0.812	flott dag
excellent	joy	0.812	utmerket
goodtimes	joy	0.811	gode tider
whatmakesmesmile	joy	0.811	det som gleder meg
happyday	joy	0.809	glad dag
myfavorite	joy	0.804	favoritten min
thankyoulord	joy	0.803	takk Herre
gladness	joy	0.803	glede
yayyy	joy	0.803	åååå
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	glede
giggle	joy	0.802	fnise
happier	joy	0.797	lykkeligere
lovemylife	joy	0.797	elsker livet mitt
magnificence	joy	0.797	storhet
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	yesss
dancing	joy	0.797	dans
success	joy	0.797	suksess
grateful	joy	0.789	takknemlig
amuse	joy	0.788	underholde
splendor	joy	0.788	prakt
happy	joy	0.788	lykkelig
fun	joy	0.788	moro
giggling	joy	0.781	fniser
glad	joy	0.781	glad
glorify	joy	0.781	lovprise
radiant	joy	0.781	strålende
beautiful	joy	0.781	vakker
solucky	joy	0.781	så heldig
sothankful	joy	0.781	takknemlig
enchanted	joy	0.781	fortryllet
romance	joy	0.779	romanse
perfection	joy	0.779	fullkommenhet
christmassy	joy	0.779	julete
heavens	joy	0.779	himmelen
thrilling	joy	0.776	spennende
lovable	joy	0.773	elskelig
congrats	joy	0.773	Gratulerer
fiesta	joy	0.773	fiesta
entertain	joy	0.773	underholde
happyvalentinesday	joy	0.773	god valentinsdag
miraculous	joy	0.773	mirakuløs
cheers	joy	0.773	jubel
cheered	joy	0.773	jublet
positivity	joy	0.773	positivitet
funday	joy	0.772	morsom dag
enjoying	joy	0.771	Nyter
lifeisgood	joy	0.766	livet er godt
amused	joy	0.766	underholdt
goodfeeling	joy	0.766	god følelse
christmasspirit	joy	0.766	julestemning
cuddling	joy	0.766	kosing
smiles	joy	0.766	smiler
sosweet	joy	0.766	så søt
thebest	joy	0.766	den beste
party	joy	0.765	parti
delight	joy	0.765	glede
orgasm	joy	0.765	orgasme
positive	joy	0.761	positivt
sweetheart	joy	0.758	kjære
enlighten	joy	0.758	opplyse
cheerfulness	joy	0.758	munterhet
miracles	joy	0.758	mirakler
giddy	joy	0.757	svimmel
christmastime	joy	0.757	juletid
gratify	joy	0.750	tilfredsstille
greatness	joy	0.750	storhet
friendliness	joy	0.750	vennlighet
blessings	joy	0.750	velsignelser
laughs	joy	0.750	ler
tistheseason	joy	0.750	ti denne sesongen
smile	joy	0.750	smil
pleasing	joy	0.750	tilfredsstille
romantic	joy	0.750	romantisk
happyholidays	joy	0.750	glade helligdager
frolic	joy	0.748	boltre seg
jubilee	joy	0.742	jubileum
miracle	joy	0.742	mirakel
enthusiasm	joy	0.742	entusiasme
selflove	joy	0.742	egenkjærlighet
triumph	joy	0.742	triumf
magical	joy	0.742	magisk
rewarding	joy	0.742	givende
goodvibes	joy	0.742	gode vibber
positiveenergy	joy	0.742	positiv energi
feelgood	joy	0.736	feelgood
prosperity	joy	0.735	velstand
behappy	joy	0.734	vær glad
admiration	joy	0.734	beundring
passionate	joy	0.734	lidenskapelig
goodday	joy	0.734	god dag
luxurious	joy	0.734	luksuriøs
tgif	joy	0.734	tgif
victory	joy	0.734	seier
feelinggood	joy	0.734	føler meg bra
enchant	joy	0.734	fortrylle
greatnight	joy	0.734	flott kveld
vivacious	joy	0.734	livlig
glorification	joy	0.733	glorifisering
sing	joy	0.729	synge
glowing	joy	0.729	glødende
yessss	joy	0.728	yessss
fulfillment	joy	0.728	oppfyllelse
breathtaking	joy	0.728	fantastisk
thankful	joy	0.727	takknemlig
cheery	joy	0.727	munter
santa	joy	0.727	nissen
hurrah	joy	0.727	hurra
christmasbreak	joy	0.727	juleferie
win	joy	0.727	vinne
atpeace	joy	0.727	i fred
award	joy	0.727	tildele
merry	joy	0.727	god
inspiration	joy	0.725	inspirasjon
radiance	joy	0.725	utstråling
pleased	joy	0.725	fornøyd
uplift	joy	0.723	heving
optimistic	joy	0.723	optimistisk
heaven	joy	0.721	himmel
lucky	joy	0.721	heldig
godisgreat	joy	0.721	Gud er stor
holidays	joy	0.721	helligdager
thrill	joy	0.721	spenning
congratulatory	joy	0.719	gratulerer
thriving	joy	0.719	trives
amusement	joy	0.719	fornøyelse
perfect	joy	0.719	perfekt
lover	joy	0.719	elsker
xmas	joy	0.719	jul
heartfelt	joy	0.719	hjertefølt
utopian	joy	0.719	utopisk
lovely	joy	0.719	herlig
harmony	joy	0.719	harmoni
praising	joy	0.719	ros
brighten	joy	0.719	lysere
luckiest	joy	0.712	heldigste
merrychristmas	joy	0.712	god jul
magic	joy	0.712	magi
achievement	joy	0.712	oppnåelse
yay	joy	0.712	Jippi
holiday	joy	0.712	ferie
treasures	joy	0.712	skatter
luxury	joy	0.712	luksus
bestfeeling	joy	0.712	beste følelsen
intimate	joy	0.710	intimt
soblessed	joy	0.706	så velsignet
yaaay	joy	0.706	jaaa
rave	joy	0.706	rave
chuckle	joy	0.706	humre
proud	joy	0.704	stolt
winning	joy	0.703	vinne
cherish	joy	0.703	verne om
goodnews	joy	0.703	gode nyheter
fuckyeah	joy	0.703	faen ja
optimism	joy	0.703	optimisme
amazingly	joy	0.703	utrolig nok
lovelife	joy	0.703	kjærlighetsliv
truelove	joy	0.703	ekte kjærlighet
beautification	joy	0.703	forskjønnelse
satisfying	joy	0.703	tilfredsstillende
appreciates	joy	0.703	setter pris på
cuddled	joy	0.703	koset
goodlife	joy	0.703	godt liv
gooood	joy	0.703	gooood
sweetest	joy	0.703	søteste
yaay	joy	0.700	jaja
entertained	joy	0.700	underholdt
excite	joy	0.697	begeistre
newbeginnings	joy	0.693	Nye begynnelser
praisejesus	joy	0.691	prisejesus
birthday	joy	0.691	fødselsdag
greatfriends	joy	0.688	gode venner
adoration	joy	0.688	tilbedelse
godsend	joy	0.688	gudegave
favorite	joy	0.688	favoritt
content	joy	0.688	innhold
entertaining	joy	0.688	underholdende
honored	joy	0.688	hedret
metime	joy	0.688	alenetid
exquisite	joy	0.688	utsøkt
holidayseason	joy	0.688	feriesesong
thankyoujesus	joy	0.688	takk Jesus
angelic	joy	0.688	engleaktig
goodhealth	joy	0.682	god helse
majestic	joy	0.682	majestetisk
luscious	joy	0.682	saftig
memoriesiwontforget	joy	0.682	minner vil jeg ikke glemme
bestfriends	joy	0.682	bestevenner
precious	joy	0.682	dyrebar
appreciated	joy	0.682	verdsatt
exaltation	joy	0.682	opphøyelse
smiled	joy	0.682	smilte
brightens	joy	0.682	lyser opp
tranquility	joy	0.679	ro
marry	joy	0.676	gifte seg
embrace	joy	0.676	omfavne
positively	joy	0.676	positivt
grin	joy	0.672	glise
hug	joy	0.672	Klem
hilarious	joy	0.672	morsom
dearest	joy	0.672	kjæreste
contentment	joy	0.672	tilfredshet
accomplished	joy	0.672	oppnådd
relaxation	joy	0.672	avslapning
bday	joy	0.672	bursdag
enliven	joy	0.672	levendegjøre
weeeee	joy	0.672	weeeee
giggles	joy	0.672	fniser
fulfilled	joy	0.667	oppfylt
bountiful	joy	0.667	rikelig
victor	joy	0.667	seierherre
adore	joy	0.667	forguder
boisterous	joy	0.667	støyende
fulfill	joy	0.664	innfri
cuddles	joy	0.662	koser
prosperous	joy	0.660	velstående
appreciation	joy	0.656	verdsettelse
serenity	joy	0.656	sinnsro
happynewyear	joy	0.656	godt nytt år
humor	joy	0.656	humor
satisfy	joy	0.656	tilfredsstille
besties	joy	0.656	besties
encouraged	joy	0.656	oppfordret
captivate	joy	0.656	fange
christmaseve	joy	0.656	julaften
glow	joy	0.656	gløde
romanticism	joy	0.656	romantikk
innerpeace	joy	0.656	indre fred
pleasant	joy	0.656	hyggelig
praises	joy	0.652	roser
abundance	joy	0.652	overflod
fortunes	joy	0.652	formuer
engaged	joy	0.652	forlovet
praised	joy	0.652	rost
relaxing	joy	0.652	slapper av
treasure	joy	0.652	skatt
satisfaction	joy	0.652	tilfredshet
nothingbetter	joy	0.647	ingenting bedre
affection	joy	0.647	kjærlighet
relieved	joy	0.647	lettet
complement	joy	0.647	komplement
carnival	joy	0.643	karneval
priceless	joy	0.641	uvurderlig
uplifting	joy	0.641	oppløftende
sensuality	joy	0.641	sensualitet
saintly	joy	0.641	hellig
champion	joy	0.641	champion
thanksgiving	joy	0.641	takksigelse
harmoniously	joy	0.641	harmonisk
wedding	joy	0.641	bryllup
achieve	joy	0.641	oppnå
divine	joy	0.641	guddommelig
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	bryllupsreise
exalt	joy	0.636	opphøye
twinkle	joy	0.636	blinke
comforting	joy	0.636	trøstende
felicity	joy	0.636	lykke
peaceful	joy	0.636	fredelig
climax	joy	0.636	klimaks
winner	joy	0.636	vinner
reverie	joy	0.636	drømmeri
yayy	joy	0.636	yayy
cuddle	joy	0.636	kose
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	Stjernekikking
festival	joy	0.625	festival
sweet	joy	0.625	søt
generosity	joy	0.625	gavmildhet
brighter	joy	0.625	lysere
praisegod	joy	0.625	prise gud
gorgeous	joy	0.625	nydelig
hearts	joy	0.625	hjerter
amusing	joy	0.625	morsomt
fondness	joy	0.625	forkjærlighet
snuggling	joy	0.625	koser seg
reward	joy	0.625	belønning
sex	joy	0.622	kjønn
kind	joy	0.621	snill
genial	joy	0.621	genialt
parade	joy	0.621	parade
applause	joy	0.621	bifall
beauty	joy	0.621	skjønnhet
fulfilling	joy	0.618	oppfylle
aspiring	joy	0.618	aspirerende
newlife	joy	0.618	nytt liv
godbless	joy	0.616	Gud velsigne
virtuous	joy	0.613	dydig
kiss	joy	0.610	kysse
christmas	joy	0.609	jul
rainbows	joy	0.609	regnbuer
elegance	joy	0.609	eleganse
generous	joy	0.609	sjenerøs
super	joy	0.609	super
playful	joy	0.609	leken
enlightenment	joy	0.609	opplysning
praiseworthy	joy	0.609	prisverdig
awards	joy	0.609	priser
adorable	joy	0.609	bedårende
rekindle	joy	0.609	tenne opp igjen
winnings	joy	0.609	gevinster
independence	joy	0.607	uavhengighet
amour	joy	0.607	amour
kindness	joy	0.606	vennlighet
surprises	joy	0.606	overraskelser
heheh	joy	0.606	heheh
hilarity	joy	0.606	munterhet
wonder	joy	0.606	lure på
freely	joy	0.606	fritt
successful	joy	0.606	vellykket
inspired	joy	0.606	inspirert
onelove	joy	0.606	en kjærlighet
whimsical	joy	0.603	snodig
entertainment	joy	0.603	underholdning
passion	joy	0.603	lidenskap
stressfree	joy	0.601	stressfri
beautify	joy	0.601	forskjønne
sunrise	joy	0.600	soloppgang
godisgood	joy	0.597	Gud er god
goodmusic	joy	0.594	god musikk
revere	joy	0.594	ære
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfare
inspire	joy	0.594	inspirere
angel	joy	0.594	engel
thankgod	joy	0.594	takk Gud
goodies	joy	0.594	godbiter
jesus	joy	0.594	jesus
accomplishment	joy	0.594	gjennomføring
snuggled	joy	0.594	koset seg
peacefully	joy	0.594	fredelig
flirt	joy	0.594	flørte
friendship	joy	0.591	vennskap
singing	joy	0.591	synge
heroic	joy	0.591	heroisk
exalted	joy	0.591	opphøyd
fortune	joy	0.591	formue
highest	joy	0.591	høyest
summer	joy	0.591	sommer
contented	joy	0.588	fornøyd
rollicking	joy	0.588	rullende
overflowing	joy	0.588	overfylte
woot	joy	0.588	woot
accolade	joy	0.586	utmerkelse
hope	joy	0.586	håp
cozy	joy	0.583	koselig
delicious	joy	0.579	nydelig
raving	joy	0.578	raving
thelife	joy	0.578	livet
darling	joy	0.578	Kjæreste
sensuous	joy	0.578	sanselig
picturesque	joy	0.578	pittoreske
friendly	joy	0.578	vennlig
everlasting	joy	0.578	evig
praise	joy	0.578	ros
ambition	joy	0.578	ambisjon
sparkle	joy	0.577	gnistre
sensual	joy	0.576	sensuell
peace	joy	0.576	fred
flattering	joy	0.576	smigrende
grace	joy	0.576	nåde
luckygirl	joy	0.576	heldig jente
heroism	joy	0.576	heltemot
succeeding	joy	0.576	lykkes
yeahhh	joy	0.576	yeahhh
special	joy	0.574	spesiell
livelife	joy	0.574	lev livet
tantalizing	joy	0.572	fristende
pumped	joy	0.567	pumpet
yey	joy	0.562	ja
surprise	joy	0.562	overraskelse
sunny	joy	0.562	solfylt
prevail	joy	0.562	seire
revels	joy	0.562	nyter
humorous	joy	0.562	humoristisk
sweets	joy	0.562	søtsaker
liking	joy	0.562	liker
admirable	joy	0.562	beundringsverdig
superstar	joy	0.562	superstjerne
relax	joy	0.562	slappe av
prosper	joy	0.562	trives
hero	joy	0.562	helt
hugs	joy	0.562	klemmer
worthwhile	joy	0.562	verdt det
newyear	joy	0.561	nyttår
tenderness	joy	0.561	ømhet
bless	joy	0.561	velsigne
favorable	joy	0.561	gunstig
freedom	joy	0.561	frihet
masterpiece	joy	0.561	mesterverk
dreams	joy	0.559	drømmer
hopeful	joy	0.559	håpefull
home	joy	0.559	hjem
cruising	joy	0.556	cruising
gracias	joy	0.554	takk
faithfulness	joy	0.553	trofasthet
eagerness	joy	0.552	iver
closeness	joy	0.552	nærhet
sunshine	joy	0.551	solskinn
comfy	joy	0.551	behagelig
vacation	joy	0.547	ferie
