English Word	Emotion	Emotion-Intensity-Score	Czech Word
warmth	joy	0.530	teplo
welcomed	joy	0.530	vítán
treat	joy	0.529	zacházet
faithful	joy	0.529	věřící
snuggles	joy	0.522	přitulí se
laurels	joy	0.521	vavříny
commendable	joy	0.519	chvályhodné
succeed	joy	0.516	povést se
jingle	joy	0.516	cinkot
zest	joy	0.516	říz
noschool	joy	0.516	žádná škola
brotherly	joy	0.516	bratrský
silly	joy	0.516	hloupý
abundant	joy	0.516	hojný
fancy	joy	0.516	ozdobný
resplendent	joy	0.516	zářivý
strengthening	joy	0.516	posilování
presents	joy	0.516	představuje
pride	joy	0.516	hrdost
almighty	joy	0.516	všemohoucí
powerful	joy	0.516	silný
aspire	joy	0.516	Toužit
remarkable	joy	0.516	pozoruhodný
greeted	joy	0.516	pozdravil
thanking	joy	0.515	poděkování
cutie	joy	0.515	hezká
kudos	joy	0.515	sláva
therapeutic	joy	0.515	terapeutický
zen	joy	0.515	zen
coronation	joy	0.515	korunovace
complete	joy	0.515	kompletní
shining	joy	0.515	zářící
spirit	joy	0.515	duch
princely	joy	0.515	knížecí
vivid	joy	0.515	živý
comfort	joy	0.515	pohodlí
leisure	joy	0.515	volný čas
reunited	joy	0.515	znovu sešel
kid	joy	0.515	dítě
newme	joy	0.515	nové Já
payday	joy	0.515	výplatní den
animated	joy	0.515	animovaný
familytime	joy	0.515	rodinný čas
relationship	joy	0.514	vztah
godly	joy	0.514	zbožný
marriage	joy	0.514	manželství
daymade	joy	0.514	denní
spouse	joy	0.507	manžel
intimately	joy	0.507	důvěrně
respect	joy	0.500	úcta
bloom	joy	0.500	květ
purr	joy	0.500	předení
carefree	joy	0.500	bezstarostný
nature	joy	0.500	Příroda
encourage	joy	0.500	podporovat
soulful	joy	0.500	oduševnělý
refreshed	joy	0.500	osvěžený
family	joy	0.500	rodina
gem	joy	0.500	klenot
meritorious	joy	0.500	zasloužilý
achieved	joy	0.500	dosaženo
motherhood	joy	0.500	mateřství
holyspirit	joy	0.500	Svatý Duch
surreal	joy	0.500	nadreálný
charitable	joy	0.500	charitativní
teamjesus	joy	0.500	tým Ježíš
stressrelief	joy	0.500	úleva od stresu
erotic	joy	0.500	erotický
inviting	joy	0.500	zvoucí
baby	joy	0.500	dítě
dignity	joy	0.500	důstojnost
satisfied	joy	0.500	spokojený
visionary	joy	0.500	vizionář
memorable	joy	0.500	památný
veracity	joy	0.500	pravdivost
healthy	joy	0.500	zdravý
welcoming	joy	0.500	uvítací
diamond	joy	0.500	diamant
christ	joy	0.500	Kristus
beach	joy	0.500	pláž
accomplish	joy	0.500	splnit
friends	joy	0.500	přátelé
excel	joy	0.500	vynikat
health	joy	0.493	zdraví
aura	joy	0.493	aura
yehey	joy	0.486	jojo
approved	joy	0.486	schválený
oasis	joy	0.486	oáza
liberty	joy	0.486	svoboda
crowning	joy	0.485	korunovat
aspiration	joy	0.485	aspirace
privileged	joy	0.485	výsadní
crescendo	joy	0.485	crescendo
rapture	joy	0.485	extáze
liberate	joy	0.485	osvobodit
nocomplaints	joy	0.485	žádné stížnosti
prestige	joy	0.485	prestiž
bounty	joy	0.485	odměna
gentle	joy	0.485	jemný
inseparable	joy	0.485	neoddělitelné
engaging	joy	0.485	poutavé
loyal	joy	0.485	loajální
betrothed	joy	0.485	snoubenec
transcendence	joy	0.484	transcendence
selfworth	joy	0.484	sebehodnota
yummy	joy	0.484	báječný
datenight	joy	0.484	rande
destiny	joy	0.484	osud
heyday	joy	0.484	rozkvět
aloha	joy	0.484	aloha
desire	joy	0.484	touha
dream	joy	0.484	sen
luck	joy	0.484	štěstí
fete	joy	0.484	slavnost
trophy	joy	0.484	trofej
bouquet	joy	0.484	kytice
chocolate	joy	0.484	čokoláda
creativity	joy	0.484	tvořivost
boyfriend	joy	0.480	přítel
commemoration	joy	0.479	připomenutí
intelligence	joy	0.477	inteligence
readiness	joy	0.473	připravenost
friend	joy	0.471	přítel
bride	joy	0.471	nevěsta
enthusiast	joy	0.471	nadšenec
lush	joy	0.470	bujný
inheritance	joy	0.470	dědictví
soothe	joy	0.470	uklidnit
tickle	joy	0.470	šimrání
kiddo	joy	0.470	děcko
nostalgia	joy	0.470	nostalgie
massage	joy	0.470	masáž
calming	joy	0.470	uklidňující
adventure	joy	0.470	dobrodružství
pretty	joy	0.469	pěkný
purring	joy	0.469	předení
eternal	joy	0.469	věčný
humanitarian	joy	0.469	humanitární
nurture	joy	0.469	živit
giving	joy	0.469	dávání
rest	joy	0.469	odpočinek
getaway	joy	0.469	útěk
goals	joy	0.469	cíle
pray	joy	0.469	modlit se
bridegroom	joy	0.469	ženich
heartily	joy	0.469	srdečně
luster	joy	0.469	lesk
bonding	joy	0.469	lepení
princess	joy	0.469	princezna
amicable	joy	0.469	přátelské
benevolence	joy	0.469	shovívavost
child	joy	0.466	dítě
salutary	joy	0.465	blahodárný
invite	joy	0.457	pozvat
beam	joy	0.456	paprsek
reminiscing	joy	0.456	vzpomínání
befriend	joy	0.455	spřátelit se
aesthetics	joy	0.455	estetika
friday	joy	0.455	pátek
freshair	joy	0.455	čerstvý vzduch
ceremony	joy	0.455	obřad
kindred	joy	0.455	příbuzenství
mindfulness	joy	0.455	všímavost
sonice	joy	0.455	tak pěkný
elevation	joy	0.455	nadmořská výška
tropical	joy	0.455	tropický
scholarship	joy	0.455	stipendium
hee	joy	0.455	hee
noworries	joy	0.453	bez obav
allure	joy	0.453	lákat
approve	joy	0.453	Schválit
scenery	joy	0.453	scenérie
waterfall	joy	0.453	vodopád
vindication	joy	0.453	ospravedlnění
namaste	joy	0.453	namaste
commemorate	joy	0.453	připomínat
faith	joy	0.453	víra
birth	joy	0.453	narození
forgiveness	joy	0.453	odpuštění
journey	joy	0.447	cesta
meditation	joy	0.446	rozjímání
relaxed	joy	0.442	uvolněný
present	joy	0.441	současnost, dárek
weekend	joy	0.441	víkend
tender	joy	0.441	nabídka
tranquil	joy	0.441	klidný
lyrical	joy	0.439	lyrický
sharing	joy	0.439	sdílení
esteem	joy	0.439	úcta
nostalgic	joy	0.439	nostalgický
prayer	joy	0.439	modlitba
righteousness	joy	0.439	spravedlnost
husband	joy	0.438	manžel
relief	joy	0.438	úleva
strength	joy	0.438	síla
mighty	joy	0.438	mocný
unbeaten	joy	0.438	neporažený
eager	joy	0.438	dychtivý
share	joy	0.438	podíl
newday	joy	0.438	nový den
sonnet	joy	0.438	sonet
meditate	joy	0.438	přemýšlet
life	joy	0.438	život
winterbreak	joy	0.429	zimní přestávka
warm	joy	0.429	teplý
movingforward	joy	0.429	kupředu
buddy	joy	0.427	kamarád
oneness	joy	0.426	jednota
unconstrained	joy	0.424	neomezený
amen	joy	0.424	Amen
reverence	joy	0.424	úcta
healthful	joy	0.424	zdravý
thelittlethings	joy	0.424	malé věci
medal	joy	0.424	medaile
unsurpassed	joy	0.424	nepřekonatelné
candlelight	joy	0.424	světlo svíček
carols	joy	0.424	koledy
ejaculation	joy	0.424	ejakulace
beginnings	joy	0.422	začátky
sledding	joy	0.422	sáňkování
graduation	joy	0.422	promoce
frisky	joy	0.422	skotačivý
lml	joy	0.422	lml
ease	joy	0.422	ulehčit
symphony	joy	0.422	symfonie
wealth	joy	0.422	bohatství
helpful	joy	0.422	ochotný
musical	joy	0.422	hudební
glitter	joy	0.422	lesk
calmness	joy	0.422	klid
energy	joy	0.422	energie
safe	joy	0.422	bezpečný
nostress	joy	0.421	žádný stres
soundness	joy	0.421	solidnost
promise	joy	0.415	slib
reunite	joy	0.414	znovu se sejít
mother	joy	0.412	matka
salvation	joy	0.412	spása
poems	joy	0.412	básně
clown	joy	0.409	klaun
lavender	joy	0.409	levandule
immaculate	joy	0.409	neposkvrněné
purify	joy	0.409	očistit
inauguration	joy	0.409	inaugurace
aromatherapy	joy	0.409	aromaterapie
lighten	joy	0.409	zesvětlit
travel	joy	0.409	cestovat
cash	joy	0.406	hotovost
companion	joy	0.406	společník
live	joy	0.406	žít
opportune	joy	0.406	příhodný
completing	joy	0.406	dokončení
charity	joy	0.406	charita
heal	joy	0.406	vyléčit
star	joy	0.406	hvězda
wishing	joy	0.406	přání
flowers	joy	0.406	květiny
income	joy	0.403	příjem
soul	joy	0.401	duše
munchies	joy	0.400	munchies
emancipation	joy	0.397	emancipace
indescribable	joy	0.397	nepopsatelný
progress	joy	0.397	pokrok
equality	joy	0.394	rovnost
childhood	joy	0.394	dětství
together	joy	0.394	spolu
rhythmical	joy	0.394	rytmický
fullness	joy	0.394	plnost
calm	joy	0.394	uklidnit
hammock	joy	0.394	houpací sít
picnic	joy	0.394	piknik
movies	joy	0.393	filmy
zealous	joy	0.393	horlivý
playground	joy	0.391	hřiště
affluence	joy	0.391	blahobyt
warms	joy	0.391	ohřívá
choir	joy	0.391	pěvecký sbor
littlethings	joy	0.391	malé věci
auspicious	joy	0.391	příznivý
meaningful	joy	0.391	smysluplný
adventures	joy	0.391	Dobrodružství
goofy	joy	0.391	praštěný
starry	joy	0.391	hvězdnatý
humanity	joy	0.391	lidstvo
gesture	joy	0.387	gesto
witty	joy	0.382	vtipný
vow	joy	0.382	slib
shopping	joy	0.382	nakupování
vibes	joy	0.379	vibrace
worship	joy	0.379	uctívání
jump	joy	0.379	skok
communion	joy	0.379	společenství
reverend	joy	0.377	ctihodný
rising	joy	0.375	zvyšující se
advance	joy	0.375	záloha
beaches	joy	0.375	pláže
sonorous	joy	0.375	zvučný
courtship	joy	0.375	námluvy
experience	joy	0.375	Zkušenosti
reunion	joy	0.375	shledání
simplicity	joy	0.375	jednoduchost
full	joy	0.375	úplný
hymn	joy	0.375	hymnus
spirits	joy	0.375	duchy
unforgettable	joy	0.375	nezapomenutelný
mirth	joy	0.375	veselí
youth	joy	0.375	mládí
scenic	joy	0.375	scénický
unique	joy	0.375	unikátní
redeemed	joy	0.375	vykoupeni
alliance	joy	0.368	aliance
baptismal	joy	0.368	křestní
grant	joy	0.366	grant
kitten	joy	0.364	kotě
sanctification	joy	0.364	posvěcení
conciliation	joy	0.364	smíření
improves	joy	0.364	zlepšuje
pure	joy	0.364	čistý
improve	joy	0.364	zlepšit
authentic	joy	0.364	autentický
moonlight	joy	0.364	měsíční svit
weightloss	joy	0.362	ztráta váhy
raspberries	joy	0.360	maliny
feeling	joy	0.359	pocit
jest	joy	0.359	žert
independent	joy	0.359	nezávislý
sanctify	joy	0.359	posvětit
devotional	joy	0.359	oddaný
tinsel	joy	0.359	pozlátko
proficiency	joy	0.359	odbornost
listenting	joy	0.359	poslouchání
fidelity	joy	0.359	věrnost
revival	joy	0.359	obrození
giver	joy	0.353	dárce
cocoa	joy	0.353	kakao
deliverance	joy	0.348	vysvobození
melody	joy	0.348	melodie
unification	joy	0.348	unifikace
romp	joy	0.348	dovádění
purpose	joy	0.348	účel
choral	joy	0.348	chorál
exceed	joy	0.348	překročit
dolphin	joy	0.348	delfín
roaring	joy	0.348	řvoucí
favor	joy	0.348	laskavost
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	smyslný
fruits	joy	0.344	ovoce
cookies	joy	0.344	cookies
manicure	joy	0.344	manikúra
nowork	joy	0.344	žádná práce
date	joy	0.344	datum
newstart	joy	0.344	nový začátek
hedonism	joy	0.344	hedonismus
pledge	joy	0.344	slib
electric	joy	0.344	elektrický
humble	joy	0.344	pokořit
roadtrip	joy	0.344	roadtrip
thx	joy	0.344	díky
kiddos	joy	0.344	děti
celebrity	joy	0.342	osobnost
bridesmaid	joy	0.338	družička
rhythm	joy	0.338	rytmus
spa	joy	0.333	lázně
snowday	joy	0.333	sněhový den
familiarity	joy	0.333	obeznámenost
coffee	joy	0.333	káva
edification	joy	0.333	poučení
garden	joy	0.333	zahrada
renovation	joy	0.333	renovace
dawn	joy	0.333	svítání
connoisseur	joy	0.333	znalec
gazing	joy	0.333	hledící
obliging	joy	0.333	zavazující
partner	joy	0.333	partner
foodie	joy	0.331	labužník
synchronize	joy	0.329	synchronizovat
tribulation	joy	0.328	soužení
psalm	joy	0.328	žalm
pedicure	joy	0.328	pedikúra
noregrets	joy	0.328	bez výčitek
chirping	joy	0.328	cvrlikání
saint	joy	0.328	svatý
healing	joy	0.328	léčení
carol	joy	0.328	koleda
true	joy	0.328	skutečný
hobby	joy	0.328	hobby
amnesty	joy	0.328	amnestie
respite	joy	0.324	odklad
recreational	joy	0.318	rekreační
cousins	joy	0.318	bratranci
mellow	joy	0.318	měkký
restorative	joy	0.318	obnovující
lazyday	joy	0.318	líný den
classics	joy	0.318	klasika
reconciliation	joy	0.316	smíření
woods	joy	0.312	les
progression	joy	0.312	postup
muchneeded	joy	0.312	velmi potřebné
sterling	joy	0.312	sterling
dove	joy	0.312	holubice
simplify	joy	0.312	zjednodušit
fitness	joy	0.312	zdatnost
sunset	joy	0.312	západ slunce
wisdom	joy	0.312	moudrost
relight	joy	0.312	znovu zapálit
living	joy	0.312	živobytí
presto	joy	0.312	rychle
playhouse	joy	0.312	divadlo
superman	joy	0.312	superman
pony	joy	0.312	poník
recovery	joy	0.312	zotavení
crafts	joy	0.312	řemesla
lord	joy	0.312	pán
deal	joy	0.312	obchod
improvement	joy	0.309	zlepšení
infant	joy	0.309	kojenec
absolution	joy	0.306	rozhřešení
honest	joy	0.303	upřímný
gently	joy	0.303	jemně
banquet	joy	0.303	hostina
established	joy	0.303	založeno
endless	joy	0.303	nekonečný
decorating	joy	0.303	zdobení
providing	joy	0.300	poskytování
lounging	joy	0.297	lenošení
growth	joy	0.297	růst
strolling	joy	0.297	procházky
feat	joy	0.297	výkon
morals	joy	0.297	morálky
mine	joy	0.297	těžit
spending	joy	0.297	utrácení
light	joy	0.297	světlo
spiritual	joy	0.297	duchovní
quaint	joy	0.297	kuriózní
fraternal	joy	0.297	bratrský
notable	joy	0.297	pozoruhodný
softly	joy	0.297	měkce
harvest	joy	0.297	sklizeň
yearning	joy	0.297	touha
breeze	joy	0.297	vánek
joker	joy	0.297	žolík
meditating	joy	0.297	meditující
fervor	joy	0.295	zápal
quotes	joy	0.294	citáty
volunteer	joy	0.294	dobrovolník
gain	joy	0.288	získat
resources	joy	0.288	zdroje
create	joy	0.288	vytvořit
psalms	joy	0.288	žalmy
hippie	joy	0.288	hippie
taoism	joy	0.288	taoismus
midwife	joy	0.288	porodní asistentka
receiving	joy	0.287	přijímání
snowfall	joy	0.286	sněžení
ocean	joy	0.286	oceán
lsd	joy	0.286	LSD
hiking	joy	0.283	turistika
evergreen	joy	0.281	evergreen
destination	joy	0.281	destinace
candid	joy	0.281	upřímný
unwind	joy	0.281	uvolnit se
truce	joy	0.281	příměří
toast	joy	0.281	přípitek
chill	joy	0.281	chlad
infinity	joy	0.281	nekonečno
rested	joy	0.281	odpočíval
buzzing	joy	0.281	bzučení
venerable	joy	0.279	ctihodný
balance	joy	0.275	Zůstatek
retirement	joy	0.275	odchod do důchodu
fireplace	joy	0.273	krb
buddha	joy	0.273	Buddha
devout	joy	0.273	zbožný
drinks	joy	0.273	nápoje
rapt	joy	0.273	zaujatý
swim	joy	0.273	plavat
compensate	joy	0.273	kompenzovat
snowing	joy	0.271	sněží
sublimation	joy	0.270	sublimace
fruity	joy	0.268	ovocný
sunday	joy	0.266	Neděle
sketching	joy	0.266	kreslení
paragon	joy	0.266	vzor
humility	joy	0.266	pokora
ministry	joy	0.266	ministerstvo
waves	joy	0.266	vlny
cathedral	joy	0.266	katedrála
sun	joy	0.266	slunce
yoga	joy	0.266	jóga
fortitude	joy	0.266	statečnost
salute	joy	0.266	pozdrav
buddhism	joy	0.266	buddhismus
whim	joy	0.266	rozmar
artwork	joy	0.265	umělecké dílo
practiced	joy	0.264	cvičil
clean	joy	0.260	čistý
running	joy	0.258	běh
clarity	joy	0.258	jasnost
found	joy	0.258	nalezeno
fitting	joy	0.258	kování
immerse	joy	0.258	ponořit
exercise	joy	0.258	cvičení
food	joy	0.258	jídlo
autumn	joy	0.254	podzim
fit	joy	0.250	vejít se
morning	joy	0.250	ráno
contagious	joy	0.250	nakažlivý
outdoors	joy	0.250	venku
hardy	joy	0.250	vytrvalý
candles	joy	0.250	svíčky
advocacy	joy	0.250	obhajoba
countryside	joy	0.250	venkov
demonstrative	joy	0.250	demonstrativní
football	joy	0.250	Fotbal
chirp	joy	0.250	cvrlikání
chilled	joy	0.250	chlazené
undying	joy	0.250	nehynoucí
visitor	joy	0.250	návštěvník
clap	joy	0.250	tleskat
diary	joy	0.250	deník
ardent	joy	0.250	vroucí
expedient	joy	0.250	výhodný
mountain	joy	0.250	hora
cradle	joy	0.247	kolébka
trance	joy	0.246	trans
intense	joy	0.242	intenzivní
procession	joy	0.242	průvod
church	joy	0.242	kostel
pay	joy	0.242	platit
supremacy	joy	0.242	svrchovanost
preservative	joy	0.242	konzervační
grow	joy	0.242	růst
breakfast	joy	0.242	snídaně
consecration	joy	0.235	zasvěcení
salary	joy	0.234	plat
lifetime	joy	0.234	život
incense	joy	0.234	kadidlo
ordination	joy	0.234	vysvěcení
snowy	joy	0.234	zasněžený
art	joy	0.234	umění
nursery	joy	0.234	školka
skiing	joy	0.234	lyžování
candle	joy	0.234	svíčka
doll	joy	0.234	panenka
vote	joy	0.234	hlasování
humbled	joy	0.234	pokořen
lyre	joy	0.234	lyra
pastry	joy	0.229	pečivo
remedy	joy	0.227	lék
chilling	joy	0.227	chlazení
firefly	joy	0.227	světluška
rescue	joy	0.225	zachránit
camping	joy	0.221	kempování
perspective	joy	0.221	perspektivní
orchestra	joy	0.221	orchestr
orchard	joy	0.221	ovocný sad
breezy	joy	0.219	svěží
gardens	joy	0.219	zahrada
castle	joy	0.219	hrad
lamb	joy	0.219	jehněčí
possess	joy	0.219	mít
bouttime	joy	0.212	doba zápasu
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	country music
teach	joy	0.212	učit
brisk	joy	0.212	svižný
ribbon	joy	0.212	stuha
raindrops	joy	0.212	kapky deště
mucis	joy	0.212	mucis
repay	joy	0.212	splatit
listneing	joy	0.212	naslouchání
nap	joy	0.206	zdřímnutí
legalized	joy	0.203	legalizováno
unexpected	joy	0.203	neočekávané
vernal	joy	0.203	jarní
chant	joy	0.203	zpívat
hire	joy	0.203	pronájem
uncontrollable	joy	0.203	neovladatelný
stillness	joy	0.203	klid
lights	joy	0.203	světla
cove	joy	0.203	zátoka
save	joy	0.200	Uložit
pastor	joy	0.197	pastor
atone	joy	0.197	odčinit
symmetry	joy	0.197	symetrie
trees	joy	0.197	stromy
oneday	joy	0.197	jednoho dne
scripture	joy	0.196	bible
mountains	joy	0.194	hory
craziness	joy	0.188	šílenství
tea	joy	0.188	čaj
walking	joy	0.188	chůze
whiteness	joy	0.188	bělost
sympathetic	joy	0.188	soucitný
forefathers	joy	0.188	předky
pathway	joy	0.188	cesta
custom	joy	0.188	Zvyk
quiet	joy	0.188	klid
liquor	joy	0.188	alkohol
soppy	joy	0.188	rozměklý
patient	joy	0.186	trpěliví
movingon	joy	0.182	posouvat se
score	joy	0.182	skóre
dollhouse	joy	0.182	domeček pro panenky
bath	joy	0.182	koupel
supporter	joy	0.180	podporovatel
accompaniment	joy	0.179	doprovod
pursuit	joy	0.176	pronásledování
outburst	joy	0.176	výbuch
frosty	joy	0.174	mrazivý
luncheon	joy	0.172	oběd
service	joy	0.172	servis
workout	joy	0.172	cvičení
closure	joy	0.172	uzavření
wintery	joy	0.172	zimní
civilized	joy	0.169	civilizovaný
wages	joy	0.169	mzdy
december	joy	0.167	prosinec
fain	joy	0.167	fain
glide	joy	0.162	klouzat
acrobat	joy	0.162	akrobat
finally	joy	0.157	Konečně
chai	joy	0.156	chai
obtainable	joy	0.156	dosažitelné
elf	joy	0.156	Elf
peppermint	joy	0.156	máta peprná
break	joy	0.156	přestávka
reproductive	joy	0.156	reprodukční
stroll	joy	0.156	procházka
organization	joy	0.156	organizace
bathtub	joy	0.156	vana
advent	joy	0.152	příchod
measured	joy	0.152	měřeno
balm	joy	0.152	balzám
scifi	joy	0.152	scifi
spaniel	joy	0.145	španěl
ditty	joy	0.141	popěvek
oils	joy	0.141	oleje
tan	joy	0.141	opálení
simple	joy	0.141	jednoduchý
bubble	joy	0.141	bublina
beer	joy	0.141	pivo
green	joy	0.137	zelená
makingdisciples	joy	0.136	dělat učedníky
buss	joy	0.136	políbit
books	joy	0.136	knihy
chow	joy	0.135	žrádlo
pitter	joy	0.134	pitter
flows	joy	0.130	teče
silence	joy	0.127	umlčet
bookstore	joy	0.125	knihkupectví
solitude	joy	0.125	samota
roadster	joy	0.125	roadster
circumstances	joy	0.125	okolnosti
wine	joy	0.125	víno
soak	joy	0.121	namočit
priesthood	joy	0.121	kněžství
japan	joy	0.121	Japonsko
wilderness	joy	0.121	divočina
critical	joy	0.116	kritický
neutral	joy	0.114	neutrální
hunting	joy	0.109	lov
sand	joy	0.109	písek
opera	joy	0.109	opera
weight	joy	0.109	hmotnost
wind	joy	0.109	vítr
untie	joy	0.109	rozvázat
labor	joy	0.106	práce
classical	joy	0.106	klasický
lake	joy	0.103	jezero
affliction	joy	0.103	utrpení
organ	joy	0.094	orgán
dwelling	joy	0.094	obydlí
tree	joy	0.090	strom
pond	joy	0.089	rybník
marrow	joy	0.078	dřeň
latte	joy	0.078	latte
sipping	joy	0.076	popíjení
benign	joy	0.074	benigní
majority	joy	0.073	většina
leaf	joy	0.065	list
troubles	joy	0.062	problémy
basketball	joy	0.062	Basketball
explosions	joy	0.061	výbuchy
cream	joy	0.061	krém
shepherd	joy	0.058	pastýř
tuesday	joy	0.047	úterý
turbulence	joy	0.045	turbulence
calf	joy	0.040	tele
hardship	joy	0.031	strádání
unhappiness	joy	0.016	neštěstí
sixty	joy	0.016	šedesát
mourning	sadness	0.969	smutek
heartbreaking	sadness	0.969	srdcervoucí
tragic	sadness	0.961	tragický
holocaust	sadness	0.953	holocaust
suicidal	sadness	0.941	sebevražedný
misery	sadness	0.938	bída
massacre	sadness	0.931	masakr
euthanasia	sadness	0.927	euthanasie
depression	sadness	0.925	Deprese
grieving	sadness	0.922	truchlící
bereavement	sadness	0.922	úmrtí
fatal	sadness	0.922	fatální
bereaved	sadness	0.920	truchlící
devastation	sadness	0.917	devastace
death	sadness	0.915	smrt
devastated	sadness	0.912	zničený
suicide	sadness	0.912	sebevražda
catastrophe	sadness	0.911	katastrofa
horrifying	sadness	0.907	hrůzný
died	sadness	0.906	zemřel
tragedy	sadness	0.906	tragédie
depressing	sadness	0.906	depresivní
anguish	sadness	0.902	úzkost
agony	sadness	0.900	muka
