English Word	Emotion	Emotion-Intensity-Score	Latin Word
aesthetics	joy	0.455	aesthetics
friday	joy	0.455	Veneris
freshair	joy	0.455	nova caeli
ceremony	joy	0.455	caerimonia
kindred	joy	0.455	cognatio
mindfulness	joy	0.455	recordatio
sonice	joy	0.455	sonice
elevation	joy	0.455	elevatio
tropical	joy	0.455	tropical
scholarship	joy	0.455	doctrina
hee	joy	0.455	ille
noworries	joy	0.453	noworries
allure	joy	0.453	allicere
approve	joy	0.453	approbo
scenery	joy	0.453	scaena
waterfall	joy	0.453	cataracta
vindication	joy	0.453	vindicta
namaste	joy	0.453	namaste
commemorate	joy	0.453	commemoratio
faith	joy	0.453	fidem
birth	joy	0.453	nativitas
forgiveness	joy	0.453	remissionem
journey	joy	0.447	iter
meditation	joy	0.446	meditatio
relaxed	joy	0.442	solvit
present	joy	0.441	present
weekend	joy	0.441	weekend
tender	joy	0.441	tenera
tranquil	joy	0.441	tranquillus
lyrical	joy	0.439	lyrici
sharing	joy	0.439	communicatio
esteem	joy	0.439	aestimatio
nostalgic	joy	0.439	peractorum
prayer	joy	0.439	orandi
righteousness	joy	0.439	iustitia
husband	joy	0.438	vir
relief	joy	0.438	subsidio
strength	joy	0.438	vi
mighty	joy	0.438	potens
unbeaten	joy	0.438	invictus
eager	joy	0.438	cupidus
share	joy	0.438	participes
newday	joy	0.438	hodie
sonnet	joy	0.438	sonet
meditate	joy	0.438	meditari
life	joy	0.438	vita
winterbreak	joy	0.429	hiems confractus
warm	joy	0.429	calidum
movingforward	joy	0.429	movens
buddy	joy	0.427	buddy
oneness	joy	0.426	unum
unconstrained	joy	0.424	incontinens
amen	joy	0.424	Amen
reverence	joy	0.424	reverentia
healthful	joy	0.424	salubri
thelittlethings	joy	0.424	thelittlethings
medal	joy	0.424	numisma
unsurpassed	joy	0.424	intrepidus
candlelight	joy	0.424	candelae
carols	joy	0.424	carols
ejaculation	joy	0.424	exclamatio
beginnings	joy	0.422	initiis
sledding	joy	0.422	sledding
graduation	joy	0.422	graduatio
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	otium
symphony	joy	0.422	symphonia
wealth	joy	0.422	divitiae
helpful	joy	0.422	utile
musical	joy	0.422	musicale
glitter	joy	0.422	fulgent
calmness	joy	0.422	tranquillitas
energy	joy	0.422	industria
safe	joy	0.422	tutum
nostress	joy	0.421	non accentus
soundness	joy	0.421	sanitas
promise	joy	0.415	promitto
reunite	joy	0.414	reunite
mother	joy	0.412	mater
salvation	joy	0.412	salus
poems	joy	0.412	poemata
clown	joy	0.409	Corydon
lavender	joy	0.409	casia
immaculate	joy	0.409	immaculatus
purify	joy	0.409	mundare
inauguration	joy	0.409	inauguratio
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	illuminare
travel	joy	0.409	itinerantur
cash	joy	0.406	cash
companion	joy	0.406	comes
live	joy	0.406	vivere
opportune	joy	0.406	opportunum
completing	joy	0.406	completing
charity	joy	0.406	caritas
heal	joy	0.406	sana
star	joy	0.406	stella
wishing	joy	0.406	volentes
flowers	joy	0.406	flores
income	joy	0.403	reditus
soul	joy	0.401	anima
munchies	joy	0.400	munchies
emancipation	joy	0.397	manumissio
indescribable	joy	0.397	inenarrabilis
progress	joy	0.397	progressus
equality	joy	0.394	aequalitas
childhood	joy	0.394	adulescentia
together	joy	0.394	simul
rhythmical	joy	0.394	numerosa
fullness	joy	0.394	plenitudo
calm	joy	0.394	tranquillitas
hammock	joy	0.394	tabernaculum unius noctis
picnic	joy	0.394	picnic
movies	joy	0.393	movies
zealous	joy	0.393	zelotypus
playground	joy	0.391	playground
affluence	joy	0.391	affluentia
warms	joy	0.391	calefacit
choir	joy	0.391	chorus
littlethings	joy	0.391	parum
auspicious	joy	0.391	faustum
meaningful	joy	0.391	significativa
adventures	joy	0.391	adventures
goofy	joy	0.391	RETUNSUS
starry	joy	0.391	sidereum
humanity	joy	0.391	humanitas
gesture	joy	0.387	gestus
witty	joy	0.382	lepidus
vow	joy	0.382	votum
shopping	joy	0.382	shopping
vibes	joy	0.379	vibes
worship	joy	0.379	cultus
jump	joy	0.379	jump
communion	joy	0.379	communionem
reverend	joy	0.377	reverendi
rising	joy	0.375	ortu
advance	joy	0.375	antecessum
beaches	joy	0.375	litora
sonorous	joy	0.375	sonoriis
courtship	joy	0.375	sponsalia
experience	joy	0.375	experientia
reunion	joy	0.375	reunion
simplicity	joy	0.375	simplicitas
full	joy	0.375	plenus
hymn	joy	0.375	hymn
spirits	joy	0.375	spirituum
unforgettable	joy	0.375	numquam oblivione
mirth	joy	0.375	laetitia
youth	joy	0.375	adulescens
scenic	joy	0.375	scaenicos
unique	joy	0.375	unique
redeemed	joy	0.375	redempti
alliance	joy	0.368	societas
baptismal	joy	0.368	baptismalis
grant	joy	0.366	da
kitten	joy	0.364	catulus
sanctification	joy	0.364	sanctificatio
conciliation	joy	0.364	conciliatio
improves	joy	0.364	improves
pure	joy	0.364	pure
improve	joy	0.364	meliorem
authentic	joy	0.364	authentica
moonlight	joy	0.364	lUNAE LUMEN
weightloss	joy	0.362	pondus damnum
raspberries	joy	0.360	raspberries
feeling	joy	0.359	affectum
jest	joy	0.359	jest
independent	joy	0.359	independens
sanctify	joy	0.359	sanctificare
devotional	joy	0.359	devotionis
tinsel	joy	0.359	fuco
proficiency	joy	0.359	progressus sum
listenting	joy	0.359	auscultatio
fidelity	joy	0.359	fidelitas
revival	joy	0.359	resuscitatio
giver	joy	0.353	auctor
cocoa	joy	0.353	Cocos
deliverance	joy	0.348	liberatio
melody	joy	0.348	melodiam
unification	joy	0.348	adunatio
romp	joy	0.348	romp
purpose	joy	0.348	propositum
choral	joy	0.348	choral
exceed	joy	0.348	exsupero
dolphin	joy	0.348	delphini
roaring	joy	0.348	rugiens
favor	joy	0.348	favor
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	luxuriosus
fruits	joy	0.344	fructus
cookies	joy	0.344	crustulum
manicure	joy	0.344	manicure
nowork	joy	0.344	non opus
date	joy	0.344	date
newstart	joy	0.344	newstart
hedonism	joy	0.344	hedonism
pledge	joy	0.344	pignus
electric	joy	0.344	electrico
humble	joy	0.344	humilis
roadtrip	joy	0.344	roadtrip
thx	joy	0.344	thx *
kiddos	joy	0.344	kiddos
celebrity	joy	0.342	celebritas
bridesmaid	joy	0.338	pronuba
rhythm	joy	0.338	numerus
spa	joy	0.333	spa
snowday	joy	0.333	nivis
familiarity	joy	0.333	familiaritas
coffee	joy	0.333	capulus
edification	joy	0.333	aedificatio
garden	joy	0.333	hortus
renovation	joy	0.333	renovatio
dawn	joy	0.333	aurora
connoisseur	joy	0.333	cupidum
gazing	joy	0.333	aspiciens
obliging	joy	0.333	officiosus
partner	joy	0.333	socium
foodie	joy	0.331	foodie
synchronize	joy	0.329	synchronize
tribulation	joy	0.328	tribulatio
psalm	joy	0.328	psalmus
pedicure	joy	0.328	pedicurii
noregrets	joy	0.328	noregrets
chirping	joy	0.328	cicadarum
saint	joy	0.328	sanctus
healing	joy	0.328	sanitatem
carol	joy	0.328	carol
true	joy	0.328	verum
hobby	joy	0.328	amabam
amnesty	joy	0.328	abolitio
respite	joy	0.324	dilationem
recreational	joy	0.318	ludicras
cousins	joy	0.318	cognati
mellow	joy	0.318	mitia
restorative	joy	0.318	reficiat
lazyday	joy	0.318	die otiosi
classics	joy	0.318	classica
reconciliation	joy	0.316	reconciliationis
woods	joy	0.312	silvae
progression	joy	0.312	progressio
muchneeded	joy	0.312	muchneeded
sterling	joy	0.312	sterlingorum
dove	joy	0.312	columba
simplify	joy	0.312	simpliciorem
fitness	joy	0.312	idoneitatem
sunset	joy	0.312	occasus solis
wisdom	joy	0.312	sapientia
relight	joy	0.312	relight
living	joy	0.312	vivus
presto	joy	0.312	presto
playhouse	joy	0.312	playhouse
superman	joy	0.312	hone
pony	joy	0.312	MANNULUS
recovery	joy	0.312	recuperatio
crafts	joy	0.312	crafts
lord	joy	0.312	dominus
deal	joy	0.312	paciscor
improvement	joy	0.309	melius
infant	joy	0.309	infant
absolution	joy	0.306	absolutio
honest	joy	0.303	honestus
gently	joy	0.303	leniter
banquet	joy	0.303	convivium
established	joy	0.303	statutum
endless	joy	0.303	sine fine
decorating	joy	0.303	ornaturique
providing	joy	0.300	providing
lounging	joy	0.297	despectio
growth	joy	0.297	incrementum
strolling	joy	0.297	strolling
feat	joy	0.297	feat
morals	joy	0.297	mores
mine	joy	0.297	mine
spending	joy	0.297	impendio
light	joy	0.297	lux
spiritual	joy	0.297	spirituale
quaint	joy	0.297	quaint
fraternal	joy	0.297	fraternus
notable	joy	0.297	notabilis
softly	joy	0.297	leniter
harvest	joy	0.297	messis
yearning	joy	0.297	desiderium
breeze	joy	0.297	aura
joker	joy	0.297	scurra
meditating	joy	0.297	meditari
fervor	joy	0.295	fervor
quotes	joy	0.294	quotes
volunteer	joy	0.294	Voluntarius
gain	joy	0.288	quaestum
resources	joy	0.288	opibus
create	joy	0.288	creo
psalms	joy	0.288	psalmi
hippie	joy	0.288	hippie
taoism	joy	0.288	taoism
midwife	joy	0.288	obstetrix
receiving	joy	0.287	accepto
snowfall	joy	0.286	nix
ocean	joy	0.286	oceanus
lsd	joy	0.286	lsd *
hiking	joy	0.283	hiking
evergreen	joy	0.281	semper viridis
destination	joy	0.281	destination
candid	joy	0.281	candid
unwind	joy	0.281	unwind
truce	joy	0.281	indutiae
toast	joy	0.281	PRAEBIBO
chill	joy	0.281	frigidus
infinity	joy	0.281	infinitum
rested	joy	0.281	requievit
buzzing	joy	0.281	murmure
venerable	joy	0.279	venerabilis
balance	joy	0.275	statera
retirement	joy	0.275	secessus
fireplace	joy	0.273	foco
buddha	joy	0.273	buddha
devout	joy	0.273	devotus
drinks	joy	0.273	bibit
rapt	joy	0.273	rapt
swim	joy	0.273	natare
compensate	joy	0.273	compenset
snowing	joy	0.271	ninguit
sublimation	joy	0.270	sublimitas
fruity	joy	0.268	fruity
sunday	joy	0.266	sunday
sketching	joy	0.266	adumbrat
paragon	joy	0.266	paragon
humility	joy	0.266	humilitas
ministry	joy	0.266	ministerium
waves	joy	0.266	fluctus
cathedral	joy	0.266	cathedralis
sun	joy	0.266	solis
yoga	joy	0.266	yoga
fortitude	joy	0.266	fortitudo
salute	joy	0.266	salutant
buddhism	joy	0.266	buddhism
whim	joy	0.266	arbitrio
artwork	joy	0.265	artwork
practiced	joy	0.264	exercitatus
clean	joy	0.260	clean
running	joy	0.258	cursus
clarity	joy	0.258	claritate
found	joy	0.258	found
fitting	joy	0.258	decet
immerse	joy	0.258	baptizo
exercise	joy	0.258	exercitium
food	joy	0.258	cibus
autumn	joy	0.254	Autumna
fit	joy	0.250	fit
morning	joy	0.250	mane
contagious	joy	0.250	pestilens
outdoors	joy	0.250	foris
hardy	joy	0.250	duri
candles	joy	0.250	cerei
advocacy	joy	0.250	patrocinium
countryside	joy	0.250	villam
demonstrative	joy	0.250	demonstrativum
football	joy	0.250	eu
chirp	joy	0.250	pipiat
chilled	joy	0.250	frigidum
undying	joy	0.250	immortali
visitor	joy	0.250	visitor
clap	joy	0.250	plaudere
diary	joy	0.250	commentarius
ardent	joy	0.250	ardens
expedient	joy	0.250	expediens
mountain	joy	0.250	mons
cradle	joy	0.247	cunabula
trance	joy	0.246	mentis excessus
intense	joy	0.242	vehemens
procession	joy	0.242	processio
church	joy	0.242	ecclesia
pay	joy	0.242	stipendium
supremacy	joy	0.242	principatus
preservative	joy	0.242	conservans
grow	joy	0.242	crescere
breakfast	joy	0.242	prandium
consecration	joy	0.235	consecratio
salary	joy	0.234	salarium
lifetime	joy	0.234	vita
incense	joy	0.234	thymiama
ordination	joy	0.234	ordinationis
snowy	joy	0.234	niveis
art	joy	0.234	artem
nursery	joy	0.234	seminarium
skiing	joy	0.234	skiing
candle	joy	0.234	lucerna
doll	joy	0.234	pupa
vote	joy	0.234	suffragium
humbled	joy	0.234	humiliatus
lyre	joy	0.234	lyram
pastry	joy	0.229	scilis
remedy	joy	0.227	remedium
chilling	joy	0.227	refrigerans
firefly	joy	0.227	STELLA
rescue	joy	0.225	liberandum
camping	joy	0.221	castra
perspective	joy	0.221	perspective
orchestra	joy	0.221	orchestra
orchard	joy	0.221	hortus
breezy	joy	0.219	RECENS
gardens	joy	0.219	horti
castle	joy	0.219	castrum
lamb	joy	0.219	agnus
possess	joy	0.219	possess
bouttime	joy	0.212	bouttime
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	music
teach	joy	0.212	docere
brisk	joy	0.212	alacer
ribbon	joy	0.212	uitta
raindrops	joy	0.212	stillicidiis
mucis	joy	0.212	mucis
repay	joy	0.212	retribuere
listneing	joy	0.212	listneing
nap	joy	0.206	conquiescamus
legalized	joy	0.203	legalised
unexpected	joy	0.203	inopinatum
vernal	joy	0.203	vernal
chant	joy	0.203	cantus
hire	joy	0.203	pretium
uncontrollable	joy	0.203	inextinguibilis
stillness	joy	0.203	silentium
lights	joy	0.203	luminaria
cove	joy	0.203	cove
save	joy	0.200	salvare
pastor	joy	0.197	pastor
atone	joy	0.197	expiare
symmetry	joy	0.197	symmetria
trees	joy	0.197	arbores
oneday	joy	0.197	aliquando
scripture	joy	0.196	scriptura
mountains	joy	0.194	montes
craziness	joy	0.188	insania
tea	joy	0.188	tea
walking	joy	0.188	ambulatio
whiteness	joy	0.188	albedo
sympathetic	joy	0.188	sympatheticus
forefathers	joy	0.188	patres
pathway	joy	0.188	iter
custom	joy	0.188	consuetudo
quiet	joy	0.188	silentium
liquor	joy	0.188	liquorem
soppy	joy	0.188	soppy
patient	joy	0.186	patiente
movingon	joy	0.182	movingon
score	joy	0.182	score
dollhouse	joy	0.182	dollhouse
bath	joy	0.182	balneum
supporter	joy	0.180	fautor
accompaniment	joy	0.179	comitante
pursuit	joy	0.176	studium
outburst	joy	0.176	comploratio
frosty	joy	0.174	gelum
luncheon	joy	0.172	prandium
service	joy	0.172	servitium
workout	joy	0.172	exercere
closure	joy	0.172	clausurae
wintery	joy	0.172	hiberna
civilized	joy	0.169	humanitas
wages	joy	0.169	stipendium
december	joy	0.167	december
fain	joy	0.167	fain
glide	joy	0.162	labatur
acrobat	joy	0.162	acrobat
finally	joy	0.157	postremo
chai	joy	0.156	chai
obtainable	joy	0.156	habentur
elf	joy	0.156	dryadalis
peppermint	joy	0.156	peppermint
break	joy	0.156	confractus
reproductive	joy	0.156	generatiua
stroll	joy	0.156	spatiatur
organization	joy	0.156	organization
bathtub	joy	0.156	balneus
advent	joy	0.152	Adventus
measured	joy	0.152	metiri
balm	joy	0.152	balsamum
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	olea
tan	joy	0.141	tan
simple	joy	0.141	simplex
bubble	joy	0.141	bulla
beer	joy	0.141	cervisia
green	joy	0.137	viridis
makingdisciples	joy	0.136	disciplinae
buss	joy	0.136	buss
books	joy	0.136	libri
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	fluit
silence	joy	0.127	silentium
bookstore	joy	0.125	bibliopolium
solitude	joy	0.125	solitudo
roadster	joy	0.125	travelster
circumstances	joy	0.125	circumstantiis
wine	joy	0.125	vinum
soak	joy	0.121	macerari
priesthood	joy	0.121	sacerdotium
japan	joy	0.121	Japan
wilderness	joy	0.121	desertum
critical	joy	0.116	critica
neutral	joy	0.114	neutrum
hunting	joy	0.109	venatio
sand	joy	0.109	arena
opera	joy	0.109	opera
weight	joy	0.109	pondus
wind	joy	0.109	ventus
untie	joy	0.109	solvere
labor	joy	0.106	labor
classical	joy	0.106	classical
lake	joy	0.103	lacus
affliction	joy	0.103	afflictionem
organ	joy	0.094	organum
dwelling	joy	0.094	habitatio
tree	joy	0.090	Arbor
pond	joy	0.089	lacuna
marrow	joy	0.078	medullis
latte	joy	0.078	latte
sipping	joy	0.076	SORBITIO
benign	joy	0.074	benign
majority	joy	0.073	maioris
leaf	joy	0.065	folium
troubles	joy	0.062	molestias
basketball	joy	0.062	ultrices
explosions	joy	0.061	explosiones
cream	joy	0.061	crepito
shepherd	joy	0.058	pastor
tuesday	joy	0.047	Martis
turbulence	joy	0.045	turbulentum
calf	joy	0.040	vitulus
hardship	joy	0.031	duritiae
unhappiness	joy	0.016	infelicitas
sixty	joy	0.016	sexaginta
mourning	sadness	0.969	luctus
heartbreaking	sadness	0.969	heartbreaking
tragic	sadness	0.961	tragicus
holocaust	sadness	0.953	holocaustum
suicidal	sadness	0.941	funesta
misery	sadness	0.938	miseriae
massacre	sadness	0.931	caedes
euthanasia	sadness	0.927	euthanasia
depression	sadness	0.925	exanimationes incidamus
grieving	sadness	0.922	dolorosa
bereavement	sadness	0.922	orbitatem
fatal	sadness	0.922	exitiale
bereaved	sadness	0.920	orbatus
devastation	sadness	0.917	vastitas
death	sadness	0.915	mortem
devastated	sadness	0.912	devastatum
suicide	sadness	0.912	mortem
catastrophe	sadness	0.911	malum
horrifying	sadness	0.907	horribile
died	sadness	0.906	mortuus est
tragedy	sadness	0.906	tragoedia
depressing	sadness	0.906	triste
anguish	sadness	0.902	angustia
agony	sadness	0.900	agonia
deadly	sadness	0.898	mortiferum
weeping	sadness	0.896	fletus
stillbirth	sadness	0.891	stillbirth
deceased	sadness	0.891	defuncti
murderer	sadness	0.877	homicida
cancer	sadness	0.875	cancer
dying	sadness	0.875	mori
rape	sadness	0.875	rapere
devastating	sadness	0.875	vastare
morbidity	sadness	0.864	imbecillitas
sadness	sadness	0.864	tristitia
execution	sadness	0.859	supplicium
traumatic	sadness	0.859	traumatica
perish	sadness	0.859	pereat
grief	sadness	0.859	luctus
abandonment	sadness	0.859	desertio
atrocity	sadness	0.859	atrocitas
crucifixion	sadness	0.859	crucifixio
depressed	sadness	0.859	depressum
cadaver	sadness	0.853	cadaver
treachery	sadness	0.848	fraude
betrayed	sadness	0.848	proditum
grieve	sadness	0.844	contristare
suffering	sadness	0.844	patiens
funeral	sadness	0.844	funus
destroyed	sadness	0.844	destrui
homicide	sadness	0.844	homicidium
hopelessness	sadness	0.844	desperatio
slaughtering	sadness	0.844	mactatio
persecution	sadness	0.844	persecutio
murderous	sadness	0.844	parricidalis
sorrow	sadness	0.844	dolorem
miserable	sadness	0.844	miseri
sad	sadness	0.844	tristis
horrific	sadness	0.844	horrifico
unhappiness	sadness	0.839	infelicitas
bloodshed	sadness	0.836	sanguis
crippled	sadness	0.836	claudus
carnage	sadness	0.833	caedes
pained	sadness	0.833	doluit
manslaughter	sadness	0.833	caedes
unbearable	sadness	0.830	intolerabilis
stillborn	sadness	0.830	abortivum
morbid	sadness	0.828	morbidus
annihilation	sadness	0.828	annihilatio
helplessness	sadness	0.828	inopia
mourn	sadness	0.828	lugere
murder	sadness	0.828	caedes
slavery	sadness	0.828	servitus
abandoned	sadness	0.828	relicta
horrors	sadness	0.828	horrores
mutilation	sadness	0.828	mutilatio
annihilated	sadness	0.828	exstinguitur
casualty	sadness	0.828	casus
enslaved	sadness	0.828	servitus
sickness	sadness	0.828	languor
torment	sadness	0.828	tormentum
miscarriage	sadness	0.824	abortum
starvation	sadness	0.819	famis
mournful	sadness	0.812	flebilis
sadly	sadness	0.812	miserabile
famine	sadness	0.812	fames
burial	sadness	0.812	sepultura
distraught	sadness	0.812	amens
failure	sadness	0.812	defectum
killing	sadness	0.812	occisio
despair	sadness	0.812	desperationis
cruelty	sadness	0.812	crudelitas
saddens	sadness	0.812	contristat
oppression	sadness	0.812	calumnia
heartache	sadness	0.812	dolorem
terrorism	sadness	0.812	terrorism
disgrace	sadness	0.812	dedecus
childloss	sadness	0.812	childloss
bloody	sadness	0.806	sanguinum
perishing	sadness	0.804	pereundo
inhumanity	sadness	0.804	inhumanitas
malignancy	sadness	0.803	malignitas
mortification	sadness	0.802	mortificationem
slave	sadness	0.797	servus
lifeless	sadness	0.797	iners
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	horribiliter
assassination	sadness	0.797	caedes
perished	sadness	0.797	periit
kill	sadness	0.797	Occidere
devastate	sadness	0.797	devastate
dreadful	sadness	0.797	horribilis
mortuary	sadness	0.797	mortuarii
leukemia	sadness	0.797	leukemia
lethal	sadness	0.797	letalis
desolation	sadness	0.797	desolatione
gallows	sadness	0.797	patibulum
brokenheart	sadness	0.792	contritos corde
banishment	sadness	0.790	exilium
afflict	sadness	0.789	afflict
disheartened	sadness	0.788	contristatus
bury	sadness	0.781	sepelire
terrorize	sadness	0.781	terrere
crying	sadness	0.781	clamantis
demoralized	sadness	0.781	perculsi
tumour	sadness	0.781	tumor
heartbreak	sadness	0.781	heartbreak
desecration	sadness	0.781	pollutio
die	sadness	0.773	mori
lynch	sadness	0.773	lynch
sufferer	sadness	0.770	patientis
fatality	sadness	0.766	sortem
diseased	sadness	0.766	morbidus
doomed	sadness	0.766	damnatus
fearful	sadness	0.766	timidus
destitute	sadness	0.766	inops
abortion	sadness	0.766	abortum
condolence	sadness	0.766	consolatio
torture	sadness	0.766	tormentum
dismemberment	sadness	0.766	discerptio
slayer	sadness	0.766	interfectorem
loneliness	sadness	0.766	solitudo
cemetery	sadness	0.766	coemeterium
moribund	sadness	0.758	moribundus
painfully	sadness	0.758	laboriose
disaster	sadness	0.758	cladis
depress	sadness	0.755	depress
condemnation	sadness	0.754	damnatio
obliteration	sadness	0.750	obliteratio
damnation	sadness	0.750	damnatio
sorrowful	sadness	0.750	tristis
desperation	sadness	0.750	desperatio
cry	sadness	0.750	clamare
terrorist	sadness	0.750	terroristis
painful	sadness	0.750	dolore
abduction	sadness	0.750	raptum
incest	sadness	0.750	incestus
corpse	sadness	0.750	cadaver
deplorable	sadness	0.750	miserabilis
pandemic	sadness	0.750	pandemus
sickening	sadness	0.750	teter
hemorrhage	sadness	0.750	sanguinis
guilt	sadness	0.750	delictum
depressive	sadness	0.750	depressive
doomsday	sadness	0.750	superi
defeated	sadness	0.750	victus
victimized	sadness	0.750	pertulit
regretful	sadness	0.750	tristis
unhappy	sadness	0.750	infelix
unfairness	sadness	0.745	iniquitas
molestation	sadness	0.744	molestatio
abysmal	sadness	0.742	abyssus
exile	sadness	0.742	exsilium
hellish	sadness	0.738	tartareus
exterminate	sadness	0.736	delere
destroying	sadness	0.734	exitio
miserably	sadness	0.734	misere
disastrous	sadness	0.734	exitiabilis
battered	sadness	0.734	quassata
morgue	sadness	0.734	morgue
assassin	sadness	0.734	sicarius
horrid	sadness	0.734	horrida
disgraced	sadness	0.734	dedecus
homeless	sadness	0.734	profugo
