English Word	Emotion	Emotion-Intensity-Score	Belarusian Word
inspired	joy	0.606	натхнёна
onelove	joy	0.606	адно каханне
whimsical	joy	0.603	капрызны
entertainment	joy	0.603	забавы
passion	joy	0.603	запал
stressfree	joy	0.601	без стрэсаў
beautify	joy	0.601	упрыгожваць
sunrise	joy	0.600	узыход сонца
godisgood	joy	0.597	godisgood
goodmusic	joy	0.594	добрая музыка
revere	joy	0.594	шанаваць
whoo	joy	0.594	вау
fanfare	joy	0.594	фанфары
inspire	joy	0.594	натхняць
angel	joy	0.594	анёл
thankgod	joy	0.594	дзякуй Богу
goodies	joy	0.594	прысмакі
jesus	joy	0.594	Ісус
accomplishment	joy	0.594	дасягненне
snuggled	joy	0.594	прытуліліся
peacefully	joy	0.594	мірна
flirt	joy	0.594	фліртаваць
friendship	joy	0.591	сяброўства
singing	joy	0.591	спевы
heroic	joy	0.591	гераічны
exalted	joy	0.591	узнёслы
fortune	joy	0.591	стан
highest	joy	0.591	самы высокі
summer	joy	0.591	лета
contented	joy	0.588	задаволены
rollicking	joy	0.588	шалапутны
overflowing	joy	0.588	перапоўнены
woot	joy	0.588	вунь
accolade	joy	0.586	пахвала
hope	joy	0.586	надзея
cozy	joy	0.583	утульны
delicious	joy	0.579	смачна
raving	joy	0.578	трызненне
thelife	joy	0.578	жыццё
darling	joy	0.578	дарагая
sensuous	joy	0.578	пачуццёвы
picturesque	joy	0.578	маляўнічы
friendly	joy	0.578	прыязны
everlasting	joy	0.578	вечны
praise	joy	0.578	пахвала
ambition	joy	0.578	славалюбства
sparkle	joy	0.577	зіхацець
sensual	joy	0.576	пачуццёвы
peace	joy	0.576	свет
flattering	joy	0.576	ліслівы
grace	joy	0.576	ласка
luckygirl	joy	0.576	шчасліўка
heroism	joy	0.576	гераізм
succeeding	joy	0.576	паспяховы
yeahhh	joy	0.576	агахх
special	joy	0.574	спецыяльныя
livelife	joy	0.574	жывое жыццё
tantalizing	joy	0.572	спакуслівы
pumped	joy	0.567	напампаваны
yey	joy	0.562	ага
surprise	joy	0.562	сюрпрыз
sunny	joy	0.562	сонечна
prevail	joy	0.562	пераважаць
revels	joy	0.562	гулянкі
humorous	joy	0.562	гумарыстычныя
sweets	joy	0.562	прысмакі
liking	joy	0.562	сімпатыя
admirable	joy	0.562	варты захаплення
superstar	joy	0.562	суперзорка
relax	joy	0.562	расслабіцца
prosper	joy	0.562	квітнець
hero	joy	0.562	герой
hugs	joy	0.562	абдымкі
worthwhile	joy	0.562	вартыя ўвагі
newyear	joy	0.561	новы год
tenderness	joy	0.561	пяшчота
bless	joy	0.561	дабраславіць
favorable	joy	0.561	спрыяльны
freedom	joy	0.561	свабода
masterpiece	joy	0.561	шэдэўр
dreams	joy	0.559	мары
hopeful	joy	0.559	абнадзейлівы
home	joy	0.559	дадому
cruising	joy	0.556	крэйсерская
gracias	joy	0.554	дзякуй
faithfulness	joy	0.553	вернасць
eagerness	joy	0.552	ахвота
closeness	joy	0.552	блізкасць
sunshine	joy	0.551	сонейка
comfy	joy	0.551	зручны
vacation	joy	0.547	адпачынак
celestial	joy	0.547	нябесны
good	joy	0.547	добры
elite	joy	0.547	эліта
illuminate	joy	0.547	асвятляць
confidence	joy	0.547	упэўненасць
mistletoe	joy	0.547	амела
daughter	joy	0.547	дачка
lifted	joy	0.547	падняў
goodmorning	joy	0.547	добрай раніцы
zeal	joy	0.547	стараннасць
gifts	joy	0.547	падарункі
gift	joy	0.547	падарунак
astonishment	joy	0.547	здзіўленне
heart	joy	0.547	сэрца
completion	joy	0.547	завяршэнне
bonus	joy	0.547	бонус
charmed	joy	0.546	зачараваны
dance	joy	0.545	танец
sublime	joy	0.545	узвышаны
recreation	joy	0.545	адпачынку
encouragement	joy	0.545	заахвочванне
god	joy	0.545	бог
gush	joy	0.545	хлынуць
freshstart	joy	0.544	новы старт
free	joy	0.544	бясплатна
savior	joy	0.543	выратавальнік
sanctuary	joy	0.541	свяцілішча
grandchildren	joy	0.540	унукі
wellness	joy	0.537	аздараўленчы
revel	joy	0.534	разгуляцца
music	joy	0.531	музыка
fab	joy	0.531	фаб
bridal	joy	0.531	вясельны
soar	joy	0.531	парыць
alive	joy	0.531	жывы
money	joy	0.531	грошы
soothing	joy	0.531	заспакаяльны
serene	joy	0.531	ціхамірны
holiness	joy	0.531	святасць
inspirational	joy	0.531	натхняльны
matrimony	joy	0.531	сужэнства
dayoff	joy	0.531	выходны
savor	joy	0.531	смакаваць
vitality	joy	0.531	жыццяздольнасць
confident	joy	0.531	упэўнены ў сабе
firstborn	joy	0.531	першынец
rainbow	joy	0.531	вясёлка
liberation	joy	0.531	вызваленне
elegant	joy	0.530	элегантны
mastery	joy	0.530	майстэрства
glimmer	joy	0.530	пробліск
illumination	joy	0.530	асвятленне
blossom	joy	0.530	квітнець
warmth	joy	0.530	цяпло
welcomed	joy	0.530	віталі
treat	joy	0.529	лячыць
faithful	joy	0.529	верны
snuggles	joy	0.522	прыціскаецца
laurels	joy	0.521	лаўры
commendable	joy	0.519	пахвальна
succeed	joy	0.516	атрымаць поспех
jingle	joy	0.516	звон
zest	joy	0.516	разыначка
noschool	joy	0.516	дашкольная
brotherly	joy	0.516	па-братэрску
silly	joy	0.516	дурны
abundant	joy	0.516	багаты
fancy	joy	0.516	фантазіі
resplendent	joy	0.516	бліскучы
strengthening	joy	0.516	умацаванне
presents	joy	0.516	падарункі
pride	joy	0.516	гонар
almighty	joy	0.516	усемагутны
powerful	joy	0.516	магутны
aspire	joy	0.516	імкнуцца
remarkable	joy	0.516	выдатны
greeted	joy	0.516	прывітаўся
thanking	joy	0.515	падзякаваўшы
cutie	joy	0.515	мілка
kudos	joy	0.515	хвала
therapeutic	joy	0.515	тэрапеўтычны
zen	joy	0.515	дзэн
coronation	joy	0.515	каранацыя
complete	joy	0.515	поўны
shining	joy	0.515	зіхатлівы
spirit	joy	0.515	дух
princely	joy	0.515	княжацкі
vivid	joy	0.515	яркі
comfort	joy	0.515	камфорт
leisure	joy	0.515	вольны час
reunited	joy	0.515	уз'ядналіся
kid	joy	0.515	дзіця
newme	joy	0.515	newme
payday	joy	0.515	дзень выплаты жалавання
animated	joy	0.515	аніміраваныя
familytime	joy	0.515	сямейны час
relationship	joy	0.514	адносіны
godly	joy	0.514	пабожны
marriage	joy	0.514	шлюб
daymade	joy	0.514	дзённай
spouse	joy	0.507	муж і жонка
intimately	joy	0.507	інтымна
respect	joy	0.500	павага
bloom	joy	0.500	красаваць
purr	joy	0.500	варкатанне
carefree	joy	0.500	бестурботны
nature	joy	0.500	прыроды
encourage	joy	0.500	заахвочваць
soulful	joy	0.500	душэўны
refreshed	joy	0.500	асвяжаецца
family	joy	0.500	сям'я
gem	joy	0.500	каштоўны камень
meritorious	joy	0.500	заслужаны
achieved	joy	0.500	дасягнуты
motherhood	joy	0.500	мацярынства
holyspirit	joy	0.500	Святы Дух
surreal	joy	0.500	сюррэалістычны
charitable	joy	0.500	дабрачынныя
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	зняцце стрэсу
erotic	joy	0.500	эратычны
inviting	joy	0.500	запрашаючы
baby	joy	0.500	дзіця
dignity	joy	0.500	годнасць
satisfied	joy	0.500	задаволены
visionary	joy	0.500	дальнабачны
memorable	joy	0.500	запамінальны
veracity	joy	0.500	праўдзівасць
healthy	joy	0.500	здаровы
welcoming	joy	0.500	гасцінна
diamond	joy	0.500	дыямент
christ	joy	0.500	Хрыстос
beach	joy	0.500	пляж
accomplish	joy	0.500	выканаць
friends	joy	0.500	сябры
excel	joy	0.500	Excel
health	joy	0.493	здароўя
aura	joy	0.493	аўра
yehey	joy	0.486	эй
approved	joy	0.486	зацверджаны
oasis	joy	0.486	аазіс
liberty	joy	0.486	свабода
crowning	joy	0.485	каранаванне
aspiration	joy	0.485	імкненне
privileged	joy	0.485	прывілеяваны
crescendo	joy	0.485	крэшчэнда
rapture	joy	0.485	захапленне
liberate	joy	0.485	вызваляць
nocomplaints	joy	0.485	ніякіх скаргаў
prestige	joy	0.485	прэстыж
bounty	joy	0.485	шчодрасці
gentle	joy	0.485	пяшчотны
inseparable	joy	0.485	непадзельны
engaging	joy	0.485	прыцягненне
loyal	joy	0.485	лаяльны
betrothed	joy	0.485	заручаны
transcendence	joy	0.484	трансцэндэнтнасць
selfworth	joy	0.484	самакаштоўнасць
yummy	joy	0.484	смачна
datenight	joy	0.484	спатканне
destiny	joy	0.484	лёс
heyday	joy	0.484	росквіту
aloha	joy	0.484	прывітанне
desire	joy	0.484	жаданне
dream	joy	0.484	мара
luck	joy	0.484	ўдача
fete	joy	0.484	свята
trophy	joy	0.484	трафей
bouquet	joy	0.484	букет
chocolate	joy	0.484	шакалад
creativity	joy	0.484	творчасць
boyfriend	joy	0.480	хлопец
commemoration	joy	0.479	памінанне
intelligence	joy	0.477	інтэлект
readiness	joy	0.473	гатоўнасць
friend	joy	0.471	сябар
bride	joy	0.471	нявеста
enthusiast	joy	0.471	энтузіяст
lush	joy	0.470	пышныя
inheritance	joy	0.470	спадчыну
soothe	joy	0.470	супакоіць
tickle	joy	0.470	казытаць
kiddo	joy	0.470	малыш
nostalgia	joy	0.470	настальгія
massage	joy	0.470	масаж
calming	joy	0.470	заспакаяльны
adventure	joy	0.470	прыгодніцкі
pretty	joy	0.469	даволі
purring	joy	0.469	варкатанне
eternal	joy	0.469	вечны
humanitarian	joy	0.469	гуманітарная
nurture	joy	0.469	выхоўваць
giving	joy	0.469	даючы
rest	joy	0.469	адпачынак
getaway	joy	0.469	уцёкі
goals	joy	0.469	мэты
pray	joy	0.469	маліцца
bridegroom	joy	0.469	жаніх
heartily	joy	0.469	сардэчна
luster	joy	0.469	бляск
bonding	joy	0.469	склейванне
princess	joy	0.469	прынцэса
amicable	joy	0.469	дружны
benevolence	joy	0.469	добразычлівасць
child	joy	0.466	дзіцяці
salutary	joy	0.465	выратавальны
invite	joy	0.457	запрашаць
beam	joy	0.456	прамень
reminiscing	joy	0.456	успамінаючы
befriend	joy	0.455	пасябраваць
aesthetics	joy	0.455	эстэтыка
friday	joy	0.455	пятніца
freshair	joy	0.455	Свежае паветра
ceremony	joy	0.455	цырымонія
kindred	joy	0.455	сваяцтва
mindfulness	joy	0.455	ўважлівасць
sonice	joy	0.455	гукавы
elevation	joy	0.455	ўзвышэнне
tropical	joy	0.455	трапічны
scholarship	joy	0.455	стыпендыя
hee	joy	0.455	хі
noworries	joy	0.453	не хвалюйся
allure	joy	0.453	прывабнасць
approve	joy	0.453	зацвердзіць
scenery	joy	0.453	дэкарацыі
waterfall	joy	0.453	вадаспад
vindication	joy	0.453	апраўданне
namaste	joy	0.453	намасце
commemorate	joy	0.453	ушанаваць памяць
faith	joy	0.453	вера
birth	joy	0.453	нараджэнне
forgiveness	joy	0.453	прабачэнне
journey	joy	0.447	падарожжа
meditation	joy	0.446	медытацыя
relaxed	joy	0.442	расслаблены
present	joy	0.441	цяперашні час
weekend	joy	0.441	выхадныя
tender	joy	0.441	пяшчотны
tranquil	joy	0.441	спакойны
lyrical	joy	0.439	лірычны
sharing	joy	0.439	сумеснае выкарыстанне
esteem	joy	0.439	павага
nostalgic	joy	0.439	настальгічны
prayer	joy	0.439	малітва
righteousness	joy	0.439	праведнасць
husband	joy	0.438	муж
relief	joy	0.438	рэльеф
strength	joy	0.438	сіла
mighty	joy	0.438	магутны
unbeaten	joy	0.438	нязбіты
eager	joy	0.438	нецярплівы
share	joy	0.438	доля
newday	joy	0.438	новы дзень
sonnet	joy	0.438	санет
meditate	joy	0.438	медытаваць
life	joy	0.438	жыцця
winterbreak	joy	0.429	зімовыя канікулы
warm	joy	0.429	цёплы
movingforward	joy	0.429	рухацца наперад
buddy	joy	0.427	прыяцель
oneness	joy	0.426	адзінства
unconstrained	joy	0.424	нястрымна
amen	joy	0.424	амін
reverence	joy	0.424	шанаванне
healthful	joy	0.424	здаровы
thelittlethings	joy	0.424	дробязі
medal	joy	0.424	медаль
unsurpassed	joy	0.424	непераўзыдзены
candlelight	joy	0.424	свечкі
carols	joy	0.424	калядкі
ejaculation	joy	0.424	семявывяржэнне
beginnings	joy	0.422	пачаткаў
sledding	joy	0.422	катанне на санках
graduation	joy	0.422	выпускны
frisky	joy	0.422	рэзвы
lml	joy	0.422	лмл
ease	joy	0.422	лёгкасць
symphony	joy	0.422	сімфанічны
wealth	joy	0.422	багацце
helpful	joy	0.422	карысна
musical	joy	0.422	музычны
glitter	joy	0.422	бляск
calmness	joy	0.422	спакой
energy	joy	0.422	энергіі
safe	joy	0.422	бяспечны
nostress	joy	0.421	настрэса
soundness	joy	0.421	абгрунтаванасць
promise	joy	0.415	абяцанне
reunite	joy	0.414	уз'яднацца
mother	joy	0.412	маці
salvation	joy	0.412	выратаванне
poems	joy	0.412	вершы
clown	joy	0.409	блазан
lavender	joy	0.409	лаванда
immaculate	joy	0.409	бездакорны
purify	joy	0.409	ачысціць
inauguration	joy	0.409	інаўгурацыя
aromatherapy	joy	0.409	ароматэрапія
lighten	joy	0.409	асвятліць
travel	joy	0.409	падарожжа
cash	joy	0.406	наяўныя грошы
companion	joy	0.406	спадарожнік
live	joy	0.406	жыць
opportune	joy	0.406	дарэчы
completing	joy	0.406	завяршэнне
charity	joy	0.406	дабрачыннасць
heal	joy	0.406	вылечыць
star	joy	0.406	зорка
wishing	joy	0.406	жадаючыя
flowers	joy	0.406	кветкі
income	joy	0.403	даход
soul	joy	0.401	душа
munchies	joy	0.400	перакусы
emancipation	joy	0.397	эмансіпацыя
indescribable	joy	0.397	неапісальнае
progress	joy	0.397	прагрэс
equality	joy	0.394	роўнасць
